Orthogroup	Acyrthosiphon_pisum	Megachile_rotundata
OG0005628	XP_008188055.1	XP_003701050.1
OG0005629	XP_008188112.1	XP_003705204.1
OG0005630	XP_008188547.1	XP_003708558.1
OG0005631	XP_008189814.1	XP_012141708.1, XP_012141707.1
OG0005632	XP_008189826.1	XP_003708231.1
OG0005633	XP_008189867.1	XP_003704583.1
OG0005634	XP_008190158.1	XP_012141855.1
OG0005635	XP_008190204.1	XP_003707122.1
OG0005636	XP_016656277.1	XP_012154363.1
OG0005637	XP_029341327.1, XP_016656661.1, XP_029341633.1	XP_012154566.1
OG0005638	XP_016656780.1, XP_016664451.1	XP_003705007.2
OG0005639	XP_016656810.1	XP_012135372.1
OG0005640	XP_016656908.1	XP_003701607.1
OG0005642	XP_016657048.1	XP_012154031.1
OG0005643	XP_016657185.1, XP_016657186.1	XP_003708036.1
OG0005644	XP_016657374.1	XP_003707446.2
OG0005645	XP_016657643.1	XP_003703824.1
OG0005646	XP_016657940.1, XP_029345915.1	XP_012136673.1
OG0005647	XP_016658194.1	XP_012154390.1
OG0005648	XP_016658245.1	XP_012152966.1
OG0005649	XP_016658283.1	XP_012152536.1
OG0005650	XP_016658524.1	XP_003706525.1
OG0005651	XP_016658785.1	XP_012145362.1
OG0005652	XP_016659039.1	XP_003703075.1
OG0005653	XP_016659226.1	XP_012136807.1
OG0005655	XP_016659429.1, XP_016659427.1, XP_016659428.1	XP_012141064.1
OG0005656	XP_016659623.1	XP_012147193.1
OG0005657	XP_016659800.1	XP_012146992.1
OG0005658	XP_016659877.1	XP_003707811.1
OG0005659	XP_016659948.1	XP_003708572.2
OG0005660	XP_016660013.1	XP_012153961.1
OG0005661	XP_016660153.1	XP_012149295.1
OG0005662	XP_016660213.2	XP_012142743.1, XP_012142734.1
OG0005663	XP_016660448.1	XP_003703929.1
OG0005664	XP_016660460.1	XP_003705508.1
OG0005665	XP_016660662.1	XP_012142994.1
OG0005666	XP_016660691.1	XP_012135439.1
OG0005667	XP_016660693.1	XP_003704553.1
OG0005668	XP_016661060.1	XP_012150193.1
OG0005669	XP_016661761.1	XP_003708177.1
OG0005670	XP_016661804.1	XP_012153527.1
OG0005671	XP_016661934.1, XP_029343444.1	XP_003702475.1
OG0005672	XP_016661951.1	XP_003700641.2
OG0005673	XP_016662088.1	XP_003699511.1
OG0005674	XP_016662190.1	XP_003706567.1
OG0005675	XP_016662317.1	XP_012152953.1, XP_012147250.1, XP_012147249.1
OG0005676	XP_016662328.1	XP_012150120.1
OG0005677	XP_029342180.1, XP_016662372.1	XP_012144010.1
OG0005678	XP_016662668.1	XP_003701885.1
OG0005679	XP_016662713.1	XP_012139921.1
OG0005680	XP_029347241.1, XP_016663036.1, XP_029347821.1	XP_012146263.1
OG0005681	XP_016663579.1	XP_012138471.1, XP_012138477.1
OG0005682	XP_016663628.1	XP_003700459.1
OG0005683	XP_016663880.1	XP_003699924.1
OG0005684	XP_016664871.1	XP_003706323.1
OG0005685	XP_029341024.1, XP_029341257.1	XP_003704972.2
OG0005686	XP_029341642.1	XP_012151121.1
OG0005687	XP_029342024.1, XP_029342543.1	XP_012140184.1
OG0005688	XP_029342068.1	XP_012139250.1
OG0005689	XP_029342094.1	XP_012141568.1
OG0005690	XP_029342119.1	XP_012149443.1
OG0005691	XP_029342169.1	XP_003707791.1
OG0005692	XP_029342223.1	XP_012143309.1, XP_012143308.1
OG0005693	XP_029342249.1	XP_012137821.1
OG0005694	XP_029342282.1	XP_012139804.1
OG0005695	XP_029342306.1, XP_029342848.1	XP_012150691.1
OG0005696	XP_029348546.1, XP_029342418.1	XP_003707786.1
OG0005697	XP_029342426.1	XP_003703275.1
OG0005698	XP_029342437.1	XP_012148303.1
OG0005699	XP_029342555.1	XP_012148665.1
OG0005700	XP_029342733.1	XP_012140621.1
OG0005701	XP_029342754.1	XP_012137697.1
OG0005702	XP_029342779.1	XP_012137544.1, XP_012137545.1
OG0005703	XP_029342791.1	XP_012140222.1
OG0005704	XP_029343020.1	XP_012150183.1
OG0005705	XP_029343102.1	XP_012143580.1, XP_012143628.1
OG0005706	XP_029343182.1	XP_003700305.1
OG0005707	XP_029343231.1	XP_012146052.1
OG0005708	XP_029343239.1	XP_012152649.1
OG0005709	XP_029343593.1	XP_003703450.1
OG0005710	XP_029343735.1	XP_012151872.1
OG0005711	XP_029343811.1	XP_012154280.1
OG0005712	XP_029343813.1	XP_003701924.1, XP_012137467.1
OG0005713	XP_029343842.1	XP_003706724.1
OG0005714	XP_029343883.1	XP_012136780.1
OG0005715	XP_029343886.1	XP_012137414.1
OG0005716	XP_029343989.1	XP_012146818.1
OG0005717	XP_029344047.1	XP_012147866.1
OG0005718	XP_029344220.1	XP_003706779.1
OG0005719	XP_029344289.1	XP_012148294.1
OG0005720	XP_029344319.1	XP_012134836.1
OG0005721	XP_029345368.1	XP_003704473.1
OG0005722	XP_029344434.1	XP_012140353.1
OG0005724	XP_029345044.1	XP_012144257.1
OG0005725	XP_029345132.1	XP_012139570.1
OG0005726	XP_029345225.1	XP_003705688.1
OG0005727	XP_029345235.1, XP_029346269.1	XP_012135025.1
OG0005728	XP_029345238.1	XP_012134819.1
OG0005729	XP_029345419.1	XP_003701758.1
OG0005730	XP_029345423.1	XP_003703339.1
OG0005731	XP_029345557.1	XP_012138396.1
OG0005732	XP_029345808.1	XP_003701398.1
OG0005733	XP_029345964.1	XP_003707577.1
OG0005734	XP_029346241.1, XP_029346242.1	XP_003700523.1
OG0005735	XP_029346255.1	XP_003703497.2
OG0005736	XP_029346546.1	XP_003699209.1
OG0005737	XP_029346578.1	XP_003702478.1
OG0005738	XP_029346648.1	XP_003700501.1
OG0005739	XP_029346650.1	XP_012150123.1
OG0005740	XP_029346759.1	XP_003703022.1
OG0005741	XP_029346847.1	XP_012153108.1, XP_012153107.1, XP_003708461.1
OG0005742	XP_029346984.1	XP_003704588.1
OG0005743	XP_029347220.1, XP_029346986.1, XP_029347057.1	XP_012137055.1
OG0005744	XP_029347014.1, XP_029347013.1	XP_003708110.1
OG0005745	XP_029347024.1	XP_012138280.1
OG0005746	XP_029347026.1	XP_003707263.1
OG0005747	XP_029347049.1	XP_003707413.1
OG0005748	XP_029347147.1	XP_003705092.1
OG0005749	XP_029347158.1	XP_012135852.1
OG0005750	XP_029347333.1	XP_003700230.1
OG0005751	XP_029348573.1	XP_012143527.1
OG0005752	XP_029348674.1	XP_003705041.1
OG0005845	NP_001119611.2, XP_029344722.1	XP_003706887.1
OG0005846	NP_001119623.2	XP_003703774.1
OG0005847	NP_001119624.1	XP_003702762.1
OG0005848	XP_016656103.1, XP_001948248.1, NP_001119634.2	XP_012145504.1
OG0005849	XP_029341861.1, NP_001119636.1	XP_003701590.1
OG0005850	NP_001119642.1	XP_003701502.1
OG0005851	NP_001119643.1	XP_003706877.1
OG0005852	NP_001119679.1, NP_001129592.1	XP_003703554.1
OG0005853	NP_001119681.1	XP_003702574.1
OG0005855	NP_001119689.1	XP_003702861.1
OG0005856	NP_001119690.1	XP_003704860.1, XP_012144133.1
OG0005857	NP_001119698.1	XP_003700187.1
OG0005858	NP_001119699.1	XP_003704911.1
OG0005859	XP_008181451.1, NP_001128403.1	XP_003706300.1
OG0005860	NP_001129424.1	XP_012144909.1
OG0005861	NP_001135965.1	XP_012150650.1
OG0005862	XP_016662319.1, NP_001153592.1	XP_003700752.1
OG0005863	NP_001153809.1	XP_012147031.1
OG0005864	NP_001153816.1	XP_003703700.1
OG0005865	NP_001153854.1	XP_003699793.1
OG0005866	NP_001153860.1	XP_003703166.1
OG0005867	NP_001154181.1	XP_012140949.1
OG0005868	NP_001155376.1	XP_003707748.2, XP_012151276.1
OG0005869	NP_001155392.1	XP_012148772.1
OG0005870	NP_001155394.1, XP_029344732.1	XP_003701562.1
OG0005871	NP_001155396.1, XP_003240869.1	XP_003705271.1
OG0005872	XP_008181490.1, NP_001155403.1	XP_012152805.1
OG0005873	NP_001155412.1	XP_003708565.1
OG0005874	NP_001155413.1, XP_016662282.1	XP_003700202.1
OG0005875	NP_001155419.1, XP_008183988.1	XP_012141697.1
OG0005876	NP_001155427.1	XP_003700411.1
OG0005877	NP_001155433.1	XP_003702061.1
OG0005878	XP_008180667.1, NP_001155439.1	XP_003700005.1
OG0005879	NP_001155450.1	XP_003700553.1
OG0005880	NP_001155478.1	XP_003704926.1
OG0005881	NP_001155489.1	XP_003705767.1
OG0005882	XP_008183574.1, NP_001155490.1	XP_003706458.1
OG0005883	NP_001155496.1	XP_003705419.1
OG0005884	NP_001155525.1, XP_008185681.1	XP_003700760.1
OG0005885	NP_001155540.1	XP_003703355.1
OG0005886	NP_001155545.1	XP_003701181.1
OG0005887	NP_001155555.1	XP_003707029.1
OG0005888	NP_001155564.1	XP_003703627.1
OG0005889	NP_001155568.1	XP_003706493.1
OG0005890	XP_016660060.1, NP_001155570.1	XP_012148875.1
OG0005891	NP_001155575.1	XP_003705785.1
OG0005892	NP_001155584.1, NP_001155753.1	XP_003702353.1
OG0005893	NP_001155608.1	XP_012137639.1
OG0005894	NP_001155609.1	XP_003700167.1
OG0005895	XP_008178787.1, NP_001155618.1	XP_003704556.1
OG0005896	NP_001155623.1	XP_003706443.1
OG0005897	NP_001155627.1	XP_003699581.1
OG0005898	NP_001155631.1	XP_003706457.1
OG0005899	NP_001155645.1	XP_003704874.1
OG0005900	NP_001155647.1	XP_003699920.1
OG0005901	NP_001155651.1	XP_012148627.1
OG0005902	NP_001155653.1	XP_012145302.1
OG0005903	NP_001155664.1	XP_003706429.1
OG0005904	XP_029343924.1, NP_001155689.1	XP_003699563.1
OG0005905	NP_001155690.1	XP_003706836.1
OG0005906	XP_029344789.1, NP_001155700.1	XP_012151312.1
OG0005907	NP_001156236.1, NP_001155710.1	XP_003701920.1
OG0005908	XP_016663936.1, NP_001155715.1	XP_012150627.1
OG0005909	NP_001155721.1	XP_003701744.1
OG0005910	XP_008186522.1, NP_001155729.1	XP_003700688.2
OG0005911	XP_003246769.1, NP_001155741.1	XP_003705103.1
OG0005912	NP_001155744.1	XP_003706891.1
OG0005913	XP_001952365.1, NP_001155754.1	XP_003699439.1
OG0005914	XP_008180671.1, NP_001155762.1	XP_012142796.1
OG0005915	NP_001155780.1, XP_008183929.1	XP_012137879.1
OG0005916	NP_001155781.1	XP_003706578.1
OG0005917	NP_001155803.1	XP_012136174.1
OG0005918	NP_001155805.1	XP_012149035.1
OG0005919	NP_001155812.1, XP_001943852.1	XP_003706029.1
OG0005920	NP_001155823.1	XP_003700346.1
OG0005921	NP_001155830.1, XP_008188010.1	XP_003699916.1
OG0005922	NP_001155921.1	XP_003704564.1
OG0005923	NP_001155927.1	XP_003700374.1
OG0005924	NP_001155942.1, XP_001947024.2	XP_012137550.1
OG0005925	NP_001156050.1	XP_003699634.1
OG0005926	XP_001945424.1, XP_008187178.1, NP_001156055.1	XP_003706156.1
OG0005927	NP_001156082.1	XP_003699637.1
OG0005928	NP_001156086.1	XP_003704764.1, XP_012143934.1
OG0005929	NP_001156111.1, XP_003248911.1	XP_003703757.1
OG0005930	NP_001156128.1	XP_003705592.1
OG0005931	NP_001156132.1	XP_003706555.1
OG0005932	NP_001156147.1	XP_003703646.1
OG0005933	NP_001156169.1	XP_003705596.1
OG0005934	NP_001156181.1	XP_003701054.1
OG0005935	NP_001156187.1	XP_003701091.1, XP_012135537.1
OG0005936	NP_001156190.1	XP_003699256.1
OG0005937	NP_001156196.1, NP_001280433.1	XP_003701416.1
OG0005938	NP_001156198.1, XP_008182088.1	XP_003707857.1
OG0005939	NP_001156208.1	XP_003700749.1
OG0005940	NP_001156228.1	XP_003708530.1
OG0005941	NP_001156230.1	XP_012150153.1
OG0005942	NP_001156235.1	XP_003704608.1
OG0005943	NP_001156249.1, XP_008187390.1	XP_003706411.1
OG0005944	NP_001156260.1	XP_003701170.1
OG0005945	NP_001156261.1, XP_008185713.1	XP_003705797.1
OG0005946	NP_001156262.1	XP_012147153.1
OG0005947	NP_001156272.1, XP_008184373.1	XP_003700335.1
OG0005948	NP_001156286.1	XP_012145793.1
OG0005950	NP_001156457.1	XP_012152135.1
OG0005951	NP_001156458.1	XP_012137003.1
OG0005952	NP_001156604.1	XP_003706209.1
OG0005953	XP_016657025.1, NP_001156676.1	XP_003708300.1
OG0005955	NP_001162106.1	XP_003700965.1
OG0005956	NP_001165436.1, XP_003246548.1	XP_012139849.1
OG0005957	NP_001165848.1, XP_029346308.1	XP_012134946.1
OG0005958	NP_001191853.1	XP_003706768.1
OG0005959	NP_001191889.1	XP_003699595.1
OG0005960	NP_001191921.1	XP_012152115.1
OG0005961	NP_001191929.1	XP_012142168.1, XP_003704017.1
OG0005962	NP_001191942.1	XP_012143487.1
OG0005963	NP_001191944.1	XP_003700358.1
OG0005964	NP_001191951.1, XP_016661162.1	XP_012143709.1, XP_003704624.1
OG0005965	NP_001192095.1, NP_001192094.1	XP_012145849.1
OG0005966	NP_001229570.1	XP_012139662.1, XP_003702792.1
OG0005967	NP_001232938.1, XP_008179279.1	XP_003702753.1
OG0005968	NP_001232974.1	XP_003702179.1
OG0005969	NP_001232976.1, XP_029344769.1	XP_012152548.1
OG0005971	NP_001232994.1	XP_003699786.1
OG0005972	NP_001233010.1, XP_029342008.1	XP_003707870.1, XP_012151597.1
OG0005973	NP_001233071.1	XP_003706268.1
OG0005974	NP_001233076.1	XP_003708105.2
OG0005975	NP_001233078.1	XP_012139146.1
OG0005976	NP_001233089.1	XP_012152171.1, XP_012152172.1
OG0005977	NP_001233097.1	XP_003705788.2
OG0005978	NP_001233120.1, XP_016657692.1	XP_003707824.1
OG0005979	NP_001280255.1	XP_012150591.1
OG0005980	NP_001280256.1	XP_003703280.2
OG0005981	NP_001280259.1	XP_003701723.1
OG0005982	XP_008187894.1, NP_001280284.1	XP_012137794.1
OG0005983	NP_001280302.1	XP_003703129.1
OG0005984	NP_001280316.1, XP_001951901.2	XP_003704152.1
OG0005985	XP_016658303.1, NP_001280319.1	XP_012148738.1
OG0005986	XP_008187009.1, NP_001280335.1	XP_003706218.1
OG0005987	NP_001280341.1, XP_029341887.1, XP_001945194.2	XP_012138126.1
OG0005988	XP_001946901.1, NP_001280342.1	XP_003702364.1
OG0005989	NP_001280352.1	XP_003706192.1, XP_012147443.1
OG0005990	NP_001280358.1	XP_003700847.1
OG0005991	NP_001280381.1	XP_003699382.1
OG0005992	NP_001280395.1, XP_029346882.1	XP_003705886.1
OG0005993	NP_001280414.1, XP_008187414.1	XP_003703439.1
OG0005994	NP_001280420.1	XP_003703049.2
OG0005995	XP_016663205.1, NP_001280430.1	XP_003700461.1
OG0005996	XP_008181412.1, NP_001280449.1	XP_012144878.1
OG0005997	NP_001280453.1	XP_003701986.1
OG0005998	NP_001280474.1, XP_001945013.2	XP_003699460.1
OG0005999	NP_001280477.1	XP_003700691.1
OG0006000	NP_001280485.1	XP_003704148.1
OG0006001	NP_001313549.1	XP_012151786.1
OG0006002	NP_001313554.1	XP_003706049.1
OG0006003	NP_001313565.1	XP_003701132.1
OG0006004	NP_001313570.1	XP_012139176.1
OG0006005	NP_001313593.1	XP_003704797.1
OG0006006	XP_001942534.1	XP_003699585.1
OG0006007	XP_001942573.2	XP_003706219.1
OG0006008	XP_001942592.2	XP_003706583.1
OG0006009	XP_001942663.1	XP_003706415.1
OG0006010	XP_001942728.1	XP_012153668.1
OG0006011	XP_001942737.1	XP_003704898.1
OG0006012	XP_001942745.1	XP_003701494.1
OG0006013	XP_001942746.2	XP_003701280.1
OG0006014	XP_003245638.1, XP_001942748.2	XP_003707655.1
OG0006015	XP_001942780.2	XP_003700642.1
OG0006016	XP_001942818.2	XP_012153365.1
OG0006017	XP_001942820.2	XP_003703086.1
OG0006018	XP_001942832.2	XP_012137620.1
OG0006019	XP_001942851.3, XP_029345849.1	XP_012144351.1
OG0006020	XP_001942885.1	XP_012146719.1
OG0006021	XP_001942890.2	XP_003701400.1
OG0006022	XP_001942914.1	XP_003705310.1
OG0006023	XP_001942922.1, XP_008182860.1	XP_003707350.1
OG0006024	XP_001942930.2	XP_012139732.1
OG0006025	XP_001942943.2	XP_012148918.1
OG0006026	XP_001942955.2	XP_003704571.1
OG0006027	XP_001942957.2	XP_003705866.1
OG0006028	XP_001942969.2	XP_012135931.1
OG0006029	XP_001943012.2	XP_003702541.1
OG0006030	XP_001943013.2	XP_003701709.1
OG0006031	XP_001943017.2	XP_012137043.1
OG0006032	XP_001943051.1	XP_012139383.1
OG0006033	XP_001943111.1	XP_012143639.1
OG0006034	XP_001943122.1	XP_012143868.1
OG0006035	XP_001943152.1	XP_003702210.1
OG0006036	XP_001943219.2	XP_003706595.1, XP_012148300.1
OG0006037	XP_001943223.1	XP_003704133.1
OG0006038	XP_001943231.1	XP_003703302.1
OG0006039	XP_001943272.1	XP_012147389.1
OG0006040	XP_001943293.1	XP_003701503.1, XP_012136704.1
OG0006041	XP_001943300.2	XP_012140937.1
OG0006042	XP_001943338.2	XP_012154047.1
OG0006043	XP_001943365.2	XP_003703746.1
OG0006044	XP_001943401.2	XP_012150505.1
OG0006045	XP_001943407.1, XP_008185132.1	XP_003707641.1
OG0006046	XP_003243863.1, XP_001943453.2	XP_012141576.1
OG0006047	XP_001943489.1	XP_003707805.1
OG0006048	XP_001943558.3	XP_012151516.1
OG0006049	XP_001943651.2	XP_012150388.1
OG0006050	XP_001943653.1	XP_003700951.1
OG0006051	XP_001946500.2, XP_001943674.1	XP_012149171.1
OG0006052	XP_001943727.1	XP_003702617.1
OG0006053	XP_001943731.2	XP_012141923.1
OG0006054	XP_001943765.1	XP_003701649.2
OG0006055	XP_001943831.2	XP_003702042.1
OG0006056	XP_001943840.2	XP_003703173.1
OG0006057	XP_001943846.2, XP_003248904.2	XP_003706672.1
OG0006058	XP_001943886.1	XP_012142418.1
OG0006059	XP_001943895.2	XP_012149102.1
OG0006060	XP_001943933.2	XP_012141901.1
OG0006061	XP_001943966.2	XP_012141702.1
OG0006062	XP_001943983.1	XP_003699461.2
OG0006063	XP_001944025.1	XP_012143093.1
OG0006064	XP_001944044.1	XP_012151584.1
OG0006065	XP_001944107.2	XP_012141543.1
OG0006066	XP_001944113.1	XP_003702359.1
OG0006067	XP_001944116.1	XP_012141003.1
OG0006068	XP_008179861.1, XP_016657351.1, XP_001944237.1	XP_003704294.1
OG0006069	XP_001944272.2, XP_003247238.1	XP_012151778.1
OG0006070	XP_001944291.2	XP_012135015.1
OG0006071	XP_001944307.2	XP_012153138.1
OG0006072	XP_001944318.1	XP_003708348.2
OG0006073	XP_001944319.2	XP_012136571.1
OG0006074	XP_008189617.1, XP_001944385.1	XP_003704271.1
OG0006075	XP_001944489.1	XP_012143229.1
OG0006076	XP_016657449.1, XP_001944509.2	XP_003707735.1
OG0006077	XP_001944540.1	XP_012151500.1
OG0006078	XP_001944546.2	XP_003708147.1
OG0006079	XP_001944560.1, XP_029344372.1	XP_003702487.1
OG0006080	XP_001944611.1	XP_003705674.1
OG0006081	XP_001944615.3	XP_003706677.2
OG0006082	XP_001944638.1, XP_001946818.1	XP_003705377.1
OG0006083	XP_001944695.1	XP_012138892.1
OG0006084	XP_001944722.2	XP_012145278.1
OG0006085	XP_001944743.2	XP_012150167.1
OG0006086	XP_001944795.1	XP_003702135.1
OG0006087	XP_001944891.1	XP_003708408.1
OG0006088	XP_001944944.1	XP_003700825.1
OG0006089	XP_001944971.1, XP_016658301.1	XP_003705323.1
OG0006090	XP_001944973.1	XP_003699325.1
OG0006091	XP_001944977.1	XP_003701158.1
OG0006092	XP_001944986.2	XP_003704487.1
OG0006093	XP_001945086.1	XP_003707246.1
OG0006094	XP_001945091.2, XP_008183120.1	XP_012151654.1
OG0006095	XP_001945092.1	XP_012139150.1, XP_012139148.1
OG0006096	XP_001945125.2	XP_003699545.1
OG0006098	XP_001945184.2	XP_003706308.1
OG0006099	XP_016660591.1, XP_001945193.2	XP_003705127.2
OG0006100	XP_001945247.1	XP_003699961.1
OG0006101	XP_001945259.1	XP_012137104.1
OG0006102	XP_001945260.2	XP_012146577.1
OG0006103	XP_001945286.2	XP_003703223.1
OG0006104	XP_001945295.1	XP_003707885.1
OG0006105	XP_001945306.2	XP_003701518.1, XP_012136762.1
OG0006106	XP_001945316.1	XP_003706855.1
OG0006107	XP_001945391.2	XP_012141176.1
OG0006108	XP_001945415.1	XP_012141809.1
OG0006109	XP_001945418.2	XP_003707798.1
OG0006110	XP_001945450.1, XP_003248783.2	XP_003703447.1
OG0006111	XP_001945496.2	XP_012146876.1
OG0006112	XP_001945531.2	XP_003705632.1
OG0006113	XP_001945591.2	XP_003705374.1
OG0006114	XP_001945602.1	XP_003700255.1
OG0006115	XP_001945617.1	XP_012146985.1, XP_012146978.1
OG0006116	XP_001945628.2	XP_003700011.1
OG0006117	XP_001945631.2	XP_012138317.1
OG0006118	XP_001945645.2	XP_012145422.1
OG0006119	XP_029346628.1, XP_001945655.1	XP_003705472.1
OG0006120	XP_001945659.2	XP_003708318.1
OG0006121	XP_001945688.2	XP_003706154.1
OG0006122	XP_001945753.2, XP_001948811.1	XP_012149358.1
OG0006123	XP_001945771.1	XP_003704527.1
OG0006124	XP_001945803.2	XP_003702668.2
OG0006125	XP_001945873.1	XP_003708532.1
OG0006126	XP_001945885.1	XP_003700420.1
OG0006127	XP_001945887.2	XP_003706459.1
OG0006128	XP_008181998.1, XP_001945913.1	XP_003704230.1
OG0006129	XP_001945932.2, XP_016661485.1	XP_012135629.1
OG0006130	XP_001945945.1	XP_012138786.1
OG0006131	XP_001945995.1	XP_012153655.1
OG0006132	XP_029344348.1, XP_001946001.2, XP_016658427.1	XP_012145140.1
OG0006133	XP_001946006.2	XP_012153003.1
OG0006134	XP_001946016.2	XP_012142320.1
OG0006135	XP_001951702.2, XP_001946049.2	XP_012140346.1
OG0006136	XP_001946064.2	XP_012152327.1
OG0006137	XP_001946086.1	XP_012151906.1
OG0006138	XP_001946120.3, XP_008182784.3	XP_012148901.1
OG0006139	XP_001946136.1	XP_012152906.1
OG0006140	XP_001946141.1	XP_003701149.1
OG0006141	XP_001948721.1, XP_001946187.1	XP_012137082.1
OG0006142	XP_001946196.1	XP_012134693.1
OG0006143	XP_001946235.2	XP_012143247.1
OG0006144	XP_016661387.1, XP_001946260.2	XP_003707846.2
OG0006145	XP_001946335.1	XP_003708298.1
OG0006146	XP_001946386.2	XP_012139881.1
OG0006147	XP_001946510.1	XP_012148313.1
OG0006149	XP_001946641.1	XP_012144096.1
OG0006150	XP_001946664.2	XP_003704803.2
OG0006151	XP_001946721.2	XP_003701930.1
OG0006152	XP_001946751.1	XP_003702608.1
OG0006153	XP_001946781.1	XP_003707139.1, XP_012149511.1
OG0006154	XP_001946824.2	XP_012140810.1
OG0006155	XP_008181592.1, XP_029341658.1, XP_001946855.2	XP_012142034.1
OG0006156	XP_001946877.1	XP_012149172.1
OG0006157	XP_001946888.1	XP_003703786.1
OG0006158	XP_001946891.2	XP_003700437.1
OG0006159	XP_001946893.2	XP_012141124.1, XP_012141125.1
OG0006160	XP_001946926.1, XP_016659077.1	XP_012140791.1
OG0006161	XP_001946946.1, XP_001947929.1	XP_012152419.1
OG0006162	XP_016659324.1, XP_001946989.2	XP_012148138.1
OG0006163	XP_001946995.1	XP_003703025.1, XP_012139896.1
OG0006164	XP_016660452.1, XP_001947006.2	XP_003706148.1
OG0006165	XP_001947011.2	XP_003699907.1
OG0006166	XP_001947029.1	XP_012152121.1, XP_012149289.1
OG0006167	XP_001947067.2	XP_012134633.1
OG0006168	XP_001947113.1	XP_012137715.1
OG0006169	XP_003245500.1, XP_001947124.2	XP_003705106.2
OG0006170	XP_001947127.1	XP_003704548.1
OG0006171	XP_001947142.1	XP_003708170.1
OG0006172	XP_001947201.2	XP_003699899.1
OG0006173	XP_001947233.2	XP_003705507.1
OG0006174	XP_001947263.4	XP_003701427.1
OG0006175	XP_001947291.1	XP_003700886.1
OG0006176	XP_001947303.2, XP_008183197.1	XP_003707553.1
OG0006177	XP_016659891.1, XP_001947314.2	XP_003701487.1
OG0006178	XP_001947330.2	XP_012134809.1
OG0006179	XP_001947367.2	XP_003702228.1
OG0006180	XP_001947406.2	XP_012135538.1
OG0006181	XP_008179930.1, XP_001947431.2	XP_012146283.1
OG0006182	XP_001947448.1	XP_012137215.1
OG0006183	XP_001947449.1	XP_003699558.1
OG0006184	XP_001947458.1	XP_012135682.1
OG0006185	XP_001947527.1	XP_003707188.1
OG0006186	XP_001947613.1, XP_008182530.1	XP_003702090.1
OG0006187	XP_001947621.1	XP_003699687.1
OG0006188	XP_001947663.2	XP_003705476.1
OG0006189	XP_001947685.1	XP_012146278.1
OG0006191	XP_001947742.1	XP_012134950.1
OG0006192	XP_001947849.1	XP_003702719.1
OG0006193	XP_001947942.2	XP_003701191.1
OG0006194	XP_001948002.2	XP_003706720.1
OG0006195	XP_001948073.1	XP_003703458.1
OG0006196	XP_001948080.1	XP_003702850.1
OG0006197	XP_001948129.1	XP_012139974.1
OG0006198	XP_001948160.1	XP_003702754.1, XP_012139479.1
OG0006199	XP_001948180.1	XP_003705329.1
OG0006200	XP_001948203.1	XP_003701893.1, XP_012137322.1
OG0006201	XP_001948245.2	XP_012145402.1
OG0006202	XP_001948281.1	XP_012136902.1
OG0006203	XP_001948296.1	XP_003703382.1
OG0006204	XP_001948330.1	XP_012142654.1
OG0006205	XP_001948334.1	XP_012151041.1
OG0006206	XP_001948347.4, XP_029341439.1	XP_012151580.1
OG0006207	XP_001948376.1	XP_003708356.2
OG0006208	XP_001948390.2	XP_012153441.1
OG0006209	XP_001948392.1	XP_012143010.1
OG0006210	XP_029347879.1, XP_001948404.3	XP_012147606.1
OG0006211	XP_001948412.2	XP_003701838.1
OG0006212	XP_029341163.1, XP_001948436.1	XP_003707803.1
OG0006213	XP_001948459.1	XP_012134937.1
OG0006214	XP_001948484.2	XP_003703985.1
OG0006215	XP_001948503.1	XP_003701042.1
OG0006216	XP_001948537.1	XP_003702069.1
OG0006217	XP_001948634.1	XP_003705757.1
OG0006218	XP_001948686.1	XP_012149290.1
OG0006219	XP_001948697.1	XP_003701921.1
OG0006220	XP_001948759.1	XP_012135419.1
OG0006221	XP_001948771.2	XP_003700248.1
OG0006222	XP_001948776.2	XP_012142461.1
OG0006223	XP_001948833.3	XP_003702287.1
OG0006224	XP_001948884.1	XP_012141976.1
OG0006225	XP_001948962.1	XP_012148080.1
OG0006226	XP_001948971.2	XP_012152681.1
OG0006227	XP_008184822.1, XP_001949023.2	XP_003704910.1
OG0006228	XP_001949024.1	XP_003699497.1
OG0006229	XP_001949027.1	XP_012151063.1
OG0006230	XP_001949038.1	XP_003701929.1
OG0006231	XP_001949040.2	XP_012141642.1
OG0006232	XP_001949082.2	XP_003703474.1
OG0006233	XP_001949083.2	XP_003701577.2
OG0006234	XP_001949102.3	XP_012140661.1
OG0006235	XP_001949129.2, XP_029342198.1	XP_012144288.1
OG0006236	XP_001949187.1	XP_012148282.1
OG0006237	XP_001949199.2	XP_012153627.1
OG0006238	XP_001949207.2	XP_003703292.1
OG0006239	XP_001949209.1	XP_003702804.1
OG0006240	XP_001949216.2	XP_012152395.1
OG0006241	XP_001949235.1, XP_003248530.3	XP_003707031.1
OG0006242	XP_001949236.2	XP_003702484.1
OG0006243	XP_001949241.1	XP_012151215.1, XP_003707732.1, XP_012151214.1
OG0006244	XP_001949265.2	XP_003699621.1
OG0006245	XP_001949377.2	XP_003699808.1
OG0006246	XP_001949387.1	XP_003701428.1
OG0006247	XP_001949408.1, XP_003243065.1	XP_012138209.1
OG0006248	XP_001949435.1	XP_003708545.1
OG0006249	XP_001949439.2	XP_003707357.1
OG0006250	XP_001949441.1	XP_003701959.1
OG0006251	XP_001949456.1	XP_012135408.1
