Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti
OG0006325	XP_001951913.1	XP_021702947.1
OG0006326	XP_001952046.2	XP_001654401.2
OG0006327	XP_001952114.1	XP_001658204.2
OG0006328	XP_001952178.1	XP_001660887.1
OG0006329	XP_001952191.1	XP_001659032.1
OG0006330	XP_001952205.1	XP_021701539.1, XP_021701541.1, XP_021701540.1
OG0006331	XP_001952207.3	XP_001658276.1
OG0006332	XP_001952310.1	XP_001653669.1, XP_001653667.1, XP_021707232.1
OG0006333	XP_001952313.2	XP_001662996.1
OG0006334	XP_001952329.1	XP_001663180.1
OG0006335	XP_001952339.1	XP_021710512.1
OG0006337	XP_001952443.1	XP_001661825.1
OG0006338	XP_001952515.3	XP_001662618.1
OG0006339	XP_001952568.2	XP_021712646.1, XP_001662501.2
OG0006340	XP_001952603.2	XP_021693362.1
OG0006342	XP_003240408.1, XP_001952640.1, XP_016663834.1, XP_008187937.1	XP_001650150.2
OG0006343	XP_001952649.2	XP_021703591.1
OG0006344	XP_001952671.2	XP_001654070.2
OG0006345	XP_001952750.2, XP_003247754.1	XP_021709008.1
OG0006346	XP_001952785.1, XP_008187347.1	XP_001656402.1
OG0006347	XP_001952801.1	XP_021696286.1
OG0006348	XP_001952823.2	XP_001654328.1
OG0006349	XP_001952837.2	XP_001658824.2
OG0006350	XP_001952840.2	XP_021706106.1
OG0006351	XP_001952856.2	XP_021713409.1
OG0006352	XP_003240026.1	XP_021706867.1
OG0006353	XP_003240136.1	XP_021705989.1
OG0006354	XP_016663754.1, XP_029342753.1, XP_029342752.1, XP_003247765.1, XP_029343632.1, XP_029343636.1, XP_016663656.1, XP_016663658.1, XP_003247682.1, XP_003247681.1, XP_003247684.1, XP_008187699.1, XP_029343639.1, XP_029343626.1, XP_016663655.1, XP_029343691.1, XP_008179774.1, XP_003240262.1, XP_008179779.1	XP_001651983.1, XP_021706376.1
OG0006355	XP_008186816.1, XP_003240695.1	XP_021693425.1
OG0006356	XP_003240876.1	XP_001657729.1
OG0006357	XP_008179083.1, XP_003240911.3	XP_021707656.1
OG0006358	XP_008183288.1, XP_003240955.1	XP_001652359.1
OG0006359	XP_003241149.1	XP_001660612.2
OG0006360	XP_003241191.1, XP_029347708.1	XP_021697513.1
OG0006361	XP_003241237.1	XP_001660716.2
OG0006362	XP_003241317.1	XP_001656892.1
OG0006363	XP_003241486.1	XP_021699101.1
OG0006364	XP_003241670.1	XP_021710562.1, XP_021712143.1
OG0006365	XP_003241759.1	XP_021712422.1, XP_001657668.2
OG0006366	XP_003241877.1, XP_029342416.1	XP_021707076.1
OG0006367	XP_003241888.1	XP_021695172.1
OG0006368	XP_003241894.1	XP_021705623.1
OG0006369	XP_003242010.1	XP_001657123.1
OG0006370	XP_003242244.1	XP_001662032.1
OG0006373	XP_003242448.1	XP_001648654.2
OG0006374	XP_003242697.1	XP_021712817.1, XP_001658799.2
OG0006375	XP_003242764.1	XP_001663666.2
OG0006377	XP_003243116.1	XP_021695198.1
OG0006378	XP_003243368.1	XP_001653879.2
OG0006379	XP_003243625.1	XP_021701522.1
OG0006380	XP_003243641.2	XP_021710493.1
OG0006381	XP_003243749.1	XP_021706258.1
OG0006382	XP_003243802.1	XP_001664244.2
OG0006383	XP_003244015.1	XP_021702590.1
OG0006384	XP_003244062.1	XP_001652638.1
OG0006385	XP_003244090.1	XP_001648348.3
OG0006386	XP_003244104.2	XP_001660840.2
OG0006387	XP_003244136.1	XP_021709494.1
OG0006388	XP_003244213.1	XP_021707726.1
OG0006389	XP_003244454.1	XP_001653143.2
OG0006390	XP_003244558.1	XP_001652466.1
OG0006391	XP_003244597.1	XP_001649858.2, XP_001649859.2
OG0006392	XP_003244666.1	XP_021703657.1
OG0006393	XP_003244712.1	XP_001657121.1
OG0006394	XP_003244745.1	XP_021706817.1
OG0006395	XP_003244825.1	XP_021709944.1
OG0006396	XP_003244927.1	XP_001654731.2
OG0006397	XP_008183846.1, XP_003245057.1	XP_001651394.2
OG0006398	XP_003245088.1	XP_001658688.2
OG0006399	XP_003245128.1	XP_021712108.1, XP_021695083.1
OG0006400	XP_003245193.1, XP_029342087.1	XP_021698933.1
OG0006401	XP_003245335.1	XP_021704579.1
OG0006403	XP_003245438.1	XP_021695823.1
OG0006404	XP_003245526.1, XP_029344215.1	XP_001653183.2
OG0006405	XP_003245615.1, XP_016661270.1	XP_021696127.1
OG0006406	XP_003245669.1	XP_001656444.1
OG0006407	XP_003245819.1	XP_021706770.1
OG0006408	XP_003245833.1, XP_003245832.1	XP_021695876.1
OG0006409	XP_003245897.1	XP_021694165.1, XP_021694166.1
OG0006411	XP_003246175.1	XP_021698270.1
OG0006412	XP_008185670.1, XP_003246270.1	XP_001649124.1
OG0006413	XP_003246335.1	XP_001653824.1, XP_001653823.1
OG0006414	XP_003246346.2	XP_021699025.1
OG0006415	XP_003246390.1	XP_021708154.1
OG0006416	XP_003246449.1	XP_021711898.1, XP_001661064.2
OG0006417	XP_003246632.1	XP_021700324.1
OG0006418	XP_003246810.2, XP_029348632.1	XP_021707602.1
OG0006419	XP_003247173.1	XP_021708497.1
OG0006420	XP_003247184.1	XP_001657527.2
OG0006422	XP_003247301.1, XP_016661461.1	XP_001663654.1
OG0006423	XP_003247452.1	XP_021709939.1
OG0006425	XP_003247702.1	XP_021709132.1
OG0006426	XP_003247938.1	XP_001650919.1
OG0006427	XP_003247943.1	XP_021709504.1
OG0006428	XP_003247997.1	XP_021706620.1, XP_021711982.1
OG0006429	XP_003248166.1	XP_021712998.1
OG0006430	XP_003248237.1	XP_001663724.2
OG0006431	XP_008178148.1	XP_021705127.1
OG0006432	XP_008178177.1	XP_021694828.1
OG0006433	XP_008178640.1	XP_001656845.2
OG0006434	XP_008178683.1	XP_021698604.1
OG0006435	XP_008178686.1	XP_001659327.1
OG0006437	XP_008178831.1, XP_008178830.1	XP_001653312.1
OG0006438	XP_008178863.1	XP_021704712.1
OG0006439	XP_008178919.1	XP_001659227.2
OG0006440	XP_008178920.1, XP_016656597.1	XP_021701538.1
OG0006441	XP_008178985.1	XP_001654260.2
OG0006442	XP_008178991.1	XP_001655350.2
OG0006443	XP_029342213.1, XP_008178993.1	XP_021705140.1
OG0006444	XP_008179097.1	XP_001648196.1
OG0006445	XP_008179181.1, XP_008179182.1	XP_021708505.1
OG0006446	XP_008179298.3	XP_021705676.1
OG0006447	XP_008179372.1	XP_001648609.1
OG0006448	XP_008179416.1	XP_011493731.1
OG0006449	XP_008179451.3	XP_001650574.2
OG0006450	XP_008179524.1	XP_021700848.1
OG0006451	XP_008179625.2	XP_001664282.1
OG0006452	XP_008179694.1, XP_008179693.1	XP_001659778.1
OG0006454	XP_008180045.1	XP_021695339.1
OG0006455	XP_008180062.1	XP_021697448.1
OG0006456	XP_008180168.1	XP_001654061.2
OG0006457	XP_008180170.1	XP_001649604.1
OG0006458	XP_008180181.1	XP_001661916.1
OG0006459	XP_008180343.1	XP_021706028.1
OG0006460	XP_008180364.1	XP_001661961.1
OG0006461	XP_008180430.1	XP_021707460.1
OG0006463	XP_008180895.1	XP_001664316.1
OG0006464	XP_008180955.1	XP_021707837.1
OG0006465	XP_008181054.1	XP_021709281.1
OG0006466	XP_008181294.1	XP_021704187.1
OG0006467	XP_016658698.1, XP_008181343.2	XP_001654812.1
OG0006468	XP_008181372.1	XP_021694829.1
OG0006469	XP_008181449.2	XP_021698220.1
OG0006470	XP_008181522.3, XP_029348707.1	XP_021704077.1
OG0006471	XP_008181728.1	XP_021703560.1
OG0006472	XP_008181895.1	XP_001652850.2
OG0006473	XP_008181943.2	XP_021709807.1
OG0006474	XP_008181960.1	XP_001652417.2
OG0006475	XP_008182114.1	XP_021701211.1
OG0006476	XP_008182139.1	XP_021697068.1
OG0006477	XP_008182234.1	XP_021700677.1
OG0006478	XP_008182373.1	XP_001656937.1
OG0006479	XP_029341566.1, XP_029341565.1, XP_008182388.1	XP_021700339.1, XP_021700341.1, XP_021700337.1, XP_021700344.1, XP_021700335.1, XP_021700336.1, XP_021700349.1, XP_021700348.1, XP_021700342.1, XP_021700343.1, XP_021700347.1, XP_021700346.1, XP_021700345.1, XP_021700338.1, XP_001652472.1, XP_021700352.1
OG0006480	XP_008182487.1, XP_008182488.1	XP_001650487.2
OG0006481	XP_008182500.2	XP_021699696.1, XP_001662108.1
OG0006482	XP_008182517.1	XP_001648880.2
OG0006483	XP_008182534.1	XP_021697737.1
OG0006484	XP_008182546.1	XP_021713424.1
OG0006485	XP_008182577.1	XP_021709595.1, XP_021709594.1
OG0006486	XP_008182670.1	XP_021709153.1
OG0006487	XP_008182684.1	XP_001659448.2
OG0006488	XP_008182940.2	XP_001657902.2
OG0006489	XP_008183074.1	XP_021694898.1
OG0006490	XP_008183092.2	XP_001660418.2
OG0006491	XP_008183222.1	XP_001660916.2
OG0006492	XP_029342110.1, XP_008183308.2	XP_021712273.1, XP_021694720.1
OG0006493	XP_008183419.1	XP_011493096.1
OG0006494	XP_008183565.1, XP_008183564.1	XP_021708500.1
OG0006495	XP_016660550.1, XP_008183683.1, XP_008183582.1	XP_001649467.1
OG0006496	XP_008183779.1	XP_021706328.1
OG0006497	XP_008183784.1	XP_021700020.1
OG0006498	XP_008183797.1	XP_001650131.1
OG0006499	XP_008183802.2, XP_008185219.1	XP_021707065.1
OG0006500	XP_008183931.1	XP_001656926.2
OG0006501	XP_008183935.1	XP_001650005.1
OG0006502	XP_008183951.1	XP_001648450.1
OG0006503	XP_008183996.1	XP_001662670.1
OG0006505	XP_008184579.1	XP_021702162.1
OG0006506	XP_008184597.1	XP_021712602.1, XP_001651261.1
OG0006507	XP_008184788.1	XP_021709249.1
OG0006508	XP_008184807.1	XP_021699337.1
OG0006509	XP_008185014.2	XP_021711973.1, XP_021693609.1
OG0006510	XP_029348512.1, XP_008185167.1	XP_001650335.1
OG0006511	XP_008185287.1	XP_021701335.1
OG0006512	XP_008185342.1	XP_021713034.1, XP_021712351.1
OG0006513	XP_008185345.1	XP_001654102.2
OG0006514	XP_008185472.1	XP_001659016.2
OG0006515	XP_008185775.1	XP_021694817.1
OG0006516	XP_008185811.1	XP_001653438.1
OG0006517	XP_008185932.1	XP_021694575.1
OG0006518	XP_008186152.1	XP_021698137.1
OG0006519	XP_008186190.1	XP_021707312.1
OG0006520	XP_008186244.1	XP_001656464.2
OG0006521	XP_008186296.1	XP_001653443.2
OG0006522	XP_008186299.1, XP_016662586.1	XP_001655315.1
OG0006523	XP_029343354.1, XP_008186396.1	XP_021699726.1
OG0006524	XP_008186510.1	XP_021703268.1
OG0006525	XP_008186525.1	XP_001654173.2, XP_021708087.1
OG0006526	XP_008186676.1	XP_021706331.1
OG0006527	XP_008186679.1	XP_021699671.1
OG0006528	XP_008186714.1	XP_021703214.1
OG0006529	XP_008186778.1	XP_001657348.1, XP_021711286.1
OG0006530	XP_008186907.1	XP_021694164.1
OG0006532	XP_008187026.1, XP_016663147.1	XP_001664109.2
OG0006533	XP_008187106.1	XP_001662904.1
OG0006534	XP_008187122.1	XP_001654737.1
OG0006535	XP_008187131.1	XP_001660944.1
OG0006536	XP_008187179.1	XP_021695744.1
OG0006537	XP_008187316.1	XP_021697183.1
OG0006538	XP_008187462.1	XP_021701619.1
OG0006539	XP_008187525.1	XP_021707172.1
OG0006540	XP_008187602.1	XP_001649665.2
OG0006541	XP_008187606.2	XP_001650870.1
OG0006542	XP_008187714.2	XP_021701853.1
OG0006543	XP_008187748.1	XP_021701331.1, XP_021701330.1, XP_001658184.1
OG0006544	XP_008187882.1	XP_021694656.1
OG0006545	XP_008187926.1	XP_021704327.1
OG0006546	XP_008188066.2, XP_008188067.2	XP_001661121.1
OG0006547	XP_016663920.1, XP_008188068.1	XP_001664204.1
OG0006548	XP_008188128.1	XP_001662694.2
OG0006549	XP_008188145.1, XP_008188146.1	XP_001655852.1
OG0006551	XP_008188294.1	XP_001650886.2
OG0006552	XP_008188299.1	XP_001663333.1
OG0006553	XP_008188561.2	XP_021707819.1
OG0006554	XP_008188736.1, XP_016658051.1	XP_001658388.1
OG0006555	XP_008188744.1	XP_011493288.2, XP_021693043.1
OG0006556	XP_008189342.1, XP_008189345.1	XP_001654277.1
OG0006558	XP_008190020.1	XP_021697069.1
OG0006559	XP_008190197.1	XP_021703739.1
OG0006560	XP_029343318.1, XP_016655755.1	XP_021700104.1
OG0006561	XP_016655765.1	XP_001658164.1
OG0006562	XP_016655999.1	XP_021708171.1
OG0006563	XP_016656069.1, XP_016656067.1, XP_016656068.1	XP_021705845.1
OG0006565	XP_016656665.1	XP_021693766.1
OG0006566	XP_016656818.1	XP_021698895.1
OG0006568	XP_016657343.1	XP_001660405.1
OG0006570	XP_016658528.1	XP_021699637.1
OG0006571	XP_016658542.1	XP_021701970.1
OG0006573	XP_016658857.1	XP_001656668.1
OG0006574	XP_016658943.1	XP_021702968.1
OG0006575	XP_016659241.1	XP_021702168.1
OG0006576	XP_016659350.1	XP_021705145.1
OG0006577	XP_016659351.1, XP_029346211.1	XP_021709301.1
OG0006579	XP_016659419.2	XP_001656789.2
OG0006580	XP_016659466.1	XP_021705060.1
OG0006581	XP_016659678.1	XP_021699941.1, XP_021699950.1, XP_021699935.1
OG0006582	XP_016660278.1	XP_001650857.1
OG0006583	XP_016660283.2	XP_021700455.1
OG0006584	XP_016660296.1	XP_001655336.2
OG0006585	XP_016660451.1	XP_001651220.2
OG0006586	XP_016660492.1	XP_001662311.1
OG0006587	XP_016660931.1	XP_001663056.2
OG0006588	XP_016661040.1	XP_001662977.2
OG0006590	XP_029341701.1, XP_016661118.1	XP_021703546.1
OG0006591	XP_016661440.1	XP_001660548.1
OG0006592	XP_016661734.1	XP_001658166.2
OG0006593	XP_016661801.1	XP_021694750.1, XP_021694749.1
OG0006594	XP_029345567.1, XP_016661994.1	XP_021699913.1
OG0006595	XP_016662490.1	XP_021699828.1
OG0006596	XP_016662538.1, XP_016662539.1	XP_021695771.1
OG0006597	XP_016662635.1	XP_021695160.1
OG0006598	XP_016662766.1	XP_021706205.1
OG0006599	XP_016662811.1	XP_021703880.1
OG0006600	XP_016662821.1	XP_001658690.2
OG0006601	XP_016663050.1	XP_021709738.1
OG0006602	XP_016663388.1	XP_001660447.1
OG0006603	XP_016663490.1	XP_021706843.1
OG0006604	XP_016663568.1	XP_021698653.1
OG0006605	XP_016663620.1	XP_001649766.2
OG0006606	XP_016663809.1	XP_021713002.1
OG0006607	XP_016663812.1	XP_021697634.1
OG0006608	XP_016663861.1	XP_021708619.1
OG0006609	XP_016663864.1	XP_021692953.1
OG0006610	XP_016663928.1	XP_021704132.1
OG0006611	XP_016663975.1	XP_021706441.1
OG0006612	XP_016664430.1	XP_001654859.1
OG0006614	XP_029340929.1	XP_021708235.1
OG0006615	XP_029340964.1	XP_021712414.1, XP_021701511.1
OG0006616	XP_029341407.1	XP_001655801.1
OG0006617	XP_029342012.1	XP_001656925.1
OG0006618	XP_029342868.1, XP_029342075.1	XP_021710584.1
OG0006619	XP_029342082.1	XP_021709530.1, XP_021712417.1
OG0006620	XP_029342174.1	XP_021702057.1
OG0006621	XP_029342207.1	XP_021713359.1
OG0006623	XP_029342571.1	XP_001647648.2
OG0006624	XP_029342782.1	XP_021696038.1
OG0006625	XP_029342955.1	XP_021693017.1
OG0006626	XP_029343123.1	XP_021709882.1, XP_021709905.1
OG0006627	XP_029343299.1	XP_021704811.1
OG0006628	XP_029343420.1	XP_021712803.1
OG0006629	XP_029343530.1	XP_001650268.1
OG0006630	XP_029343744.1	XP_021702740.1
OG0006631	XP_029343753.1	XP_021703476.1
OG0006632	XP_029343804.1	XP_021703175.1
OG0006633	XP_029344052.1	XP_021706356.1
OG0006634	XP_029344056.1	XP_001654338.2
OG0006635	XP_029344217.1	XP_021703806.1
OG0006637	XP_029344368.1	XP_021699276.1, XP_021699277.1
OG0006638	XP_029344379.1	XP_001657730.2
OG0006639	XP_029344508.1	XP_021694514.1
OG0006640	XP_029344533.1	XP_021693918.1
OG0006641	XP_029344632.1	XP_001659192.2
OG0006642	XP_029344647.1	XP_021698330.1
OG0006643	XP_029344657.1	XP_001659742.2
OG0006644	XP_029344759.1	XP_021698027.1
OG0006645	XP_029344827.1	XP_021700538.1
OG0006646	XP_029344878.1	XP_001659809.1
OG0006647	XP_029344879.1	XP_021694152.1, XP_021694025.1
OG0006648	XP_029345410.1	XP_001655800.2
OG0006649	XP_029345468.1	XP_001660547.2
OG0006650	XP_029345497.1	XP_021694894.1
OG0006651	XP_029345628.1	XP_021707903.1
OG0006652	XP_029345830.1	XP_021695167.1
OG0006653	XP_029345883.1	XP_021705980.1
OG0006654	XP_029345919.1	XP_001657903.2
OG0006655	XP_029346008.1	XP_021693218.1
OG0006656	XP_029346459.1	XP_021696607.1, XP_021696608.1
OG0006657	XP_029346493.1	XP_001661237.1
OG0006658	XP_029346772.1	XP_001651882.1
OG0006659	XP_029346780.1	XP_001653516.2
OG0006660	XP_029346826.1	XP_021710900.1
OG0006661	XP_029346975.1	XP_001657977.2
OG0006662	XP_029347060.1	XP_021709178.1
OG0006663	XP_029347080.1	XP_001657582.2
OG0006664	XP_029347086.1	XP_021710662.1
OG0006665	XP_029347314.1	XP_001657248.1
OG0006666	XP_029347420.1	XP_021707292.1, XP_021712363.1
OG0006667	XP_029347494.1	XP_021702177.1
OG0006668	XP_029347624.1	XP_021693528.1
OG0006669	XP_029348695.1	XP_021711268.1, XP_021711263.1, XP_021711259.1
OG0006670	XP_029348704.1	XP_001651908.2
OG0006671	XP_029348716.1	XP_021694700.1
OG0006798	NP_001119640.2	XP_001662431.1
OG0006799	NP_001119667.1	XP_001652015.1
OG0006800	NP_001119668.1	XP_001663436.1
OG0006801	NP_001119673.1	XP_001663403.2
OG0006802	NP_001153822.1, NP_001280470.1	XP_001654090.1
OG0006803	NP_001153823.1	XP_001655519.1
OG0006804	NP_001153869.1	XP_001651784.1
OG0006805	NP_001155373.1	XP_001663981.1
OG0006806	NP_001155381.1	XP_001656429.1
OG0006807	NP_001155385.1	XP_001663765.1
OG0006808	NP_001155388.1	XP_021704085.1
OG0006809	NP_001155398.1	XP_001649130.1
OG0006810	NP_001155407.1	XP_001652245.1
OG0006811	NP_001155408.1	XP_001649336.1
OG0006812	NP_001155416.1	XP_001661903.1
OG0006813	NP_001155428.1	XP_001658970.1
OG0006814	NP_001155429.1	XP_001648627.1
OG0006815	NP_001155494.1	XP_001652716.2
OG0006816	NP_001155510.1	XP_001660799.1
OG0006817	NP_001155535.1, XP_008183560.1	XP_001662426.2
OG0006818	NP_001155552.1	XP_001661672.2
OG0006819	NP_001155559.1	XP_001648902.1
OG0006820	NP_001155573.1	XP_001649871.1
OG0006821	NP_001155590.1	XP_001654333.2
OG0006822	NP_001155615.1	XP_021704837.1
OG0006823	NP_001155641.1	XP_001650494.1
OG0006824	NP_001155650.1	XP_001655825.1
OG0006825	NP_001155675.1	XP_021701660.1
OG0006826	NP_001155676.1	XP_001655586.1
OG0006827	NP_001155688.1	XP_001662633.1
OG0006828	NP_001155697.1	XP_001656225.2
OG0006829	NP_001155723.1	XP_001648569.1
OG0006830	NP_001155730.1	XP_021709625.1
OG0006831	NP_001155738.1	XP_001654332.2
OG0006832	NP_001155784.1	XP_001654398.2
OG0006833	NP_001155792.1	XP_001648564.1
OG0006834	NP_001155799.1	XP_001656511.2
OG0006835	NP_001155808.1	XP_001661657.1
OG0006836	NP_001155831.1	XP_021700389.1
OG0006838	NP_001155929.1	XP_021700506.1
OG0006839	XP_016663016.1, NP_001156059.1	XP_001659264.1
OG0006840	NP_001156069.1	XP_001648765.1
OG0006841	NP_001156073.1	XP_001648001.1
OG0006842	NP_001156077.1	XP_001652937.1
OG0006843	NP_001156088.1, XP_008186450.1	XP_001648944.1
OG0006844	NP_001156090.1	XP_001659470.1
OG0006845	NP_001156114.1	XP_001662295.2
OG0006846	NP_001156116.1	XP_001655352.1
OG0006847	NP_001156136.1	XP_001659482.1
OG0006848	NP_001156138.1	XP_021695001.1
OG0006849	NP_001156145.1	XP_021707215.1
OG0006850	NP_001156165.1	XP_001649116.1
OG0006851	NP_001156184.1	XP_001648667.1
OG0006852	NP_001156188.1	XP_001647892.2
OG0006853	NP_001156199.1	XP_021707412.1
OG0006854	NP_001156203.1	XP_001655578.1
OG0006855	NP_001156210.1	XP_021702225.1
OG0006856	NP_001156224.2	XP_001663785.1
OG0006857	NP_001156252.1	XP_021707300.1, XP_001651133.2
OG0006858	NP_001156254.1	XP_001664061.1
OG0006859	NP_001156285.1	XP_001654150.1
OG0006860	NP_001156315.1	XP_021704437.1, XP_021704438.1
OG0006861	NP_001156653.1	XP_001652621.1
OG0006862	NP_001156679.1	XP_001661241.1
OG0006863	NP_001156699.1	XP_001655624.2
OG0006864	NP_001156707.1	XP_001663442.1
OG0006865	NP_001161896.1	XP_001659377.1
OG0006866	NP_001165435.1	XP_021698769.1
OG0006867	NP_001165735.1	XP_001662974.1
OG0006868	NP_001165857.1	XP_001656501.2
OG0006869	NP_001191868.1	XP_001657653.1
OG0006870	NP_001191870.1	XP_001656652.2
OG0006871	NP_001191894.1	XP_001661113.1
OG0006872	NP_001191987.1	XP_001658760.1
OG0006874	NP_001192092.1	XP_021699546.1
OG0006875	NP_001232934.1	XP_001652035.1
OG0006876	NP_001232941.1	XP_001648589.2
OG0006878	NP_001232963.1	XP_001656467.1
OG0006879	NP_001232969.1	XP_001661804.1
OG0006880	NP_001232985.1	XP_021708366.1, XP_021708365.1, XP_021712780.1
OG0006881	NP_001232988.1, XP_008178713.1	XP_021693079.1
OG0006882	NP_001233003.1	XP_001659284.1
OG0006884	NP_001233016.1	XP_001658212.1
OG0006885	NP_001233018.1	XP_001661806.2
OG0006886	NP_001233034.1	XP_001659497.1
OG0006887	NP_001233041.1	XP_001663197.2
OG0006888	NP_001233048.1	XP_001663881.1
OG0006889	NP_001233052.1	XP_001658586.1
OG0006890	NP_001233060.1	XP_001664309.1
OG0006891	NP_001233085.1	XP_001652851.2
OG0006892	NP_001280291.1	XP_001659845.2
OG0006893	NP_001280299.1	XP_001661570.1
OG0006894	NP_001280310.1	XP_011493542.1, XP_001654507.1
OG0006895	NP_001280326.1	XP_001651096.1
OG0006896	NP_001280328.1	XP_001654929.2
OG0006897	NP_001280362.1	XP_001663931.1
OG0006898	NP_001280364.1	XP_001660269.1
OG0006899	NP_001280384.1	XP_001651670.2
OG0006900	NP_001280398.1	XP_001658248.1
OG0006901	XP_008182039.1, NP_001280421.1	XP_001648358.1
OG0006902	NP_001280455.1	XP_001656686.2
OG0006903	NP_001280466.1	XP_001654738.1
OG0006904	NP_001280476.1, XP_029342100.1	XP_001659542.1
OG0006905	NP_001280480.1	XP_001653951.1
OG0006906	NP_001280483.1	XP_001649896.2
OG0006907	NP_001280640.1	XP_001652952.2
OG0006908	NP_001313564.1	XP_021703551.1
OG0006909	NP_001313578.1	XP_001653974.1
OG0006910	XP_001942527.2	XP_021693726.1
OG0006911	XP_001942545.1	XP_001662018.2
OG0006912	XP_001942566.2	XP_021701816.1
OG0006913	XP_016663532.1, XP_001942698.3	XP_021707577.1
OG0006914	XP_001942717.1	XP_001659386.1
OG0006915	XP_001942795.1	XP_021698994.1
OG0006916	XP_003247172.1, XP_001942811.1	XP_021702895.1
OG0006917	XP_001942837.1	XP_001657887.1
OG0006918	XP_001942897.1	XP_021693821.1
OG0006919	XP_001942911.2	XP_021700266.1
OG0006920	XP_001942954.2	XP_001657573.2
OG0006921	XP_001942963.2	XP_001654806.1
OG0006922	XP_001942992.1	XP_001652869.2
OG0006923	XP_001943057.1	XP_001653060.2
OG0006924	XP_001943061.1	XP_001653726.2
OG0006925	XP_001943068.1	XP_001659922.2
OG0006927	XP_001943100.1	XP_021697592.1
OG0006928	XP_001943169.2	XP_021706425.1
OG0006929	XP_001943196.1	XP_001648761.2
OG0006930	XP_001943197.1	XP_001650620.1
OG0006931	XP_001943217.1	XP_001651840.1
OG0006932	XP_001943237.4	XP_021703913.1
OG0006933	XP_001943328.1	XP_001659319.2
OG0006934	XP_008181423.1, XP_001943346.2	XP_021710698.1
OG0006935	XP_001943349.1	XP_001655906.1
OG0006937	XP_001943410.1	XP_001650856.2
OG0006938	XP_001943432.2	XP_001658686.2
OG0006939	XP_029345686.1, XP_029345685.1, XP_029345688.1, XP_029345687.1, XP_016660895.1, XP_001943434.2	XP_021698827.1, XP_021698829.1
OG0006940	XP_001943446.1	XP_001650711.1
OG0006941	XP_001943447.1	XP_001653714.2
OG0006942	XP_001943543.2	XP_021697121.1, XP_021695183.1
OG0006943	XP_001943579.1	XP_021703016.1
OG0006944	XP_001943596.1	XP_001656755.2
OG0006945	XP_001943618.2	XP_001655040.1
OG0006946	XP_001943619.1	XP_021704361.1
OG0006948	XP_001943779.2	XP_001651868.2
OG0006949	XP_001943838.2	XP_001648832.1
OG0006950	XP_001943854.1	XP_021713260.1
OG0006951	XP_001943855.1	XP_001649289.2
OG0006952	XP_001943874.1	XP_001658759.1
OG0006953	XP_001943877.2	XP_021693940.1
OG0006954	XP_001943883.2	XP_021698685.1
OG0006955	XP_001943884.1	XP_021693759.1
OG0006956	XP_001943982.1	XP_001649979.1
OG0006957	XP_001944012.3	XP_021697154.1
OG0006958	XP_001944046.2	XP_001655918.2
OG0006959	XP_001944049.2	XP_021697595.1
OG0006960	XP_001944073.2	XP_001653167.1
OG0006961	XP_001944078.1	XP_001651548.1
OG0006962	XP_001944084.1	XP_001655375.2
OG0006963	XP_001944117.1, XP_008186067.1, XP_016662386.1	XP_001656935.1, XP_021700525.1
OG0006964	XP_001944128.2	XP_021698920.1
OG0006965	XP_001944165.3, XP_016656194.1	XP_021698157.1
OG0006966	XP_001944182.1	XP_021704121.1
OG0006967	XP_016660275.1, XP_001944209.2	XP_001656650.2
OG0006968	XP_001944227.2, XP_008185430.1	XP_001657496.1
OG0006969	XP_001944304.1	XP_001653055.1
OG0006970	XP_001944338.2	XP_021696539.1
OG0006971	XP_001944426.2	XP_021713353.1
OG0006972	XP_001944432.2	XP_001657794.2
OG0006973	XP_001944470.1	XP_001657325.2
OG0006974	XP_001944483.2	XP_001663383.1
OG0006975	XP_001944622.3	XP_021708629.1
OG0006976	XP_001944698.3	XP_021698676.1
OG0006979	XP_001944757.2	XP_021695269.1
OG0006980	XP_001944776.2	XP_021705880.1
OG0006981	XP_001944836.2	XP_021700823.1
OG0006982	XP_001944845.2	XP_021696526.1
OG0006983	XP_001944883.2	XP_021698649.1
OG0006984	XP_003244546.1, XP_001944908.1	XP_021708933.1
OG0006985	XP_001944966.2	XP_021695908.1
OG0006986	XP_001944991.2	XP_021700394.1
OG0006987	XP_001945003.1	XP_021695967.1
OG0006988	XP_001945024.1	XP_001650246.1
OG0006989	XP_001945035.1	XP_001657402.1
OG0006990	XP_001945046.2	XP_021703948.1
OG0006991	XP_001945072.1	XP_001656318.2
OG0006992	XP_001945117.1	XP_021697405.1
OG0006993	XP_001945124.2	XP_021701809.1
OG0006994	XP_001945135.1	XP_021696955.1
OG0006995	XP_001945138.1	XP_021707679.1
OG0006996	XP_001945162.1	XP_001648997.1
OG0006998	XP_001945320.1	XP_001655209.2
OG0006999	XP_001945386.2	XP_001648288.1
OG0007001	XP_001945459.1	XP_001659260.2
OG0007002	XP_001945624.2	XP_021696070.1
OG0007003	XP_001945685.2	XP_021710880.1
OG0007004	XP_001945841.2	XP_001659514.1
OG0007005	XP_001945881.1	XP_021694229.1
OG0007006	XP_001945895.2	XP_001653135.2
OG0007007	XP_001945915.1	XP_001662973.2
OG0007008	XP_001945988.4	XP_001649385.2
OG0007009	XP_001945994.2	XP_001650271.2
OG0007010	XP_001946036.2	XP_001661571.1
OG0007012	XP_001946043.2	XP_001653953.1
