Orthogroup	Acyrthosiphon_pisum	Tribolium_castaneum
OG0005431	XP_001952503.2	NP_001164084.1
OG0005432	XP_001952514.1	XP_973527.1
OG0005433	XP_001952532.2	XP_008199376.1
OG0005434	XP_001952537.1	XP_973949.1
OG0005435	XP_001952541.1	XP_969503.1
OG0005436	XP_001952556.1	XP_008197711.1, XP_008197712.1
OG0005437	XP_029341330.1, XP_001952644.2	XP_967836.1
OG0005438	XP_001952800.2, XP_008189925.1, XP_029346286.1	XP_015833097.1
OG0005439	XP_001952827.2	NP_001135819.1, XP_008201251.1
OG0005440	XP_001952841.2	XP_015839629.1
OG0005441	XP_001952847.1	XP_015838741.1
OG0005442	XP_001952861.2	XP_974396.1
OG0005443	XP_001952863.2	XP_008196473.1
OG0005444	XP_003240088.1, XP_029347332.1	XP_008197565.1
OG0005445	XP_003240097.1	XP_969158.1
OG0005446	XP_016657729.1, XP_003240152.1	XP_008194438.1
OG0005447	XP_003240397.1	XP_001814215.1
OG0005448	XP_003240425.1	XP_008195789.1
OG0005449	XP_003240537.1	XP_968736.2
OG0005450	XP_003241011.1	XP_973692.1
OG0005451	XP_003241029.1	XP_008192048.1
OG0005452	XP_029342853.1, XP_003241125.1	XP_008196658.1
OG0005453	XP_003241609.1, XP_016656458.1	XP_968243.2
OG0005454	XP_003241628.2	XP_015837037.1
OG0005455	XP_003241891.1	XP_015839566.1
OG0005456	XP_016656999.1, XP_003242057.1	XP_974621.1
OG0005458	XP_003242073.1	XP_008200585.1
OG0005459	XP_003242171.1, XP_003242158.1	XP_970012.2
OG0005460	XP_003242192.1, XP_029346722.1	XP_008195318.1
OG0005461	XP_003242226.1	NP_001127849.1, XP_008200659.1
OG0005462	XP_003242269.1	XP_966738.1
OG0005463	XP_016657377.1, XP_003242373.1	XP_008193419.1
OG0005464	XP_003242462.1, XP_003242461.1, XP_029342433.1	XP_008194511.1
OG0005465	XP_003242583.1	XP_970909.1, XP_008192810.1, XP_008192811.1
OG0005466	XP_003242649.1	XP_972982.2
OG0005467	XP_016657712.1, XP_003242657.1, XP_029343227.1	XP_015837954.1
OG0005468	XP_003242851.2	XP_015834704.1, XP_008191548.1
OG0005469	XP_003242873.1	XP_008192846.1, XP_008200964.1
OG0005470	XP_003243361.1	XP_972682.1
OG0005471	XP_003243452.1	XP_001809262.1
OG0005472	XP_003243738.1, XP_008181879.1	XP_015835827.1
OG0005473	XP_003243752.1	XP_008192040.1
OG0005474	XP_003243780.1	XP_001810755.3
OG0005475	XP_003243781.1, XP_008181950.1	XP_008201671.1
OG0005476	XP_003243872.1	XP_971822.3
OG0005477	XP_003244019.1	XP_974852.2
OG0005478	XP_003244153.1	XP_001812500.2
OG0005479	XP_003244158.1	XP_008191092.1
OG0005481	XP_003244593.1	NP_001034528.2
OG0005482	XP_003244808.1	XP_968127.1
OG0005483	XP_003244858.1, XP_029341269.1	XP_967008.1, XP_969920.2
OG0005484	XP_003245134.1	XP_008194745.1
OG0005485	XP_003245183.1	XP_001810064.1
OG0005486	XP_003245338.1	XP_972341.1
OG0005487	XP_003245392.1	NP_001034503.2
OG0005488	XP_003245507.1, XP_008184512.1, XP_008184511.1	XP_008197770.1
OG0005489	XP_003245578.1	XP_015838115.1
OG0005490	XP_003245579.1	XP_008190916.1
OG0005491	XP_003245820.1	XP_973813.1
OG0005492	XP_003246027.1	XP_972505.1
OG0005493	XP_003246138.1	XP_015836795.1
OG0005494	XP_003246266.1, XP_029346348.1	XP_008200831.1
OG0005495	XP_003246309.1	XP_973718.1
OG0005496	XP_003246365.1	XP_008190695.1
OG0005497	XP_003246447.1	XP_008195817.1
OG0005498	XP_003246528.1	XP_015833408.1
OG0005499	XP_003246554.1	XP_008198939.1
OG0005500	XP_003246804.1	XP_973086.1
OG0005501	XP_003246954.1, XP_016662868.1, XP_008186633.1	XP_967110.1
OG0005502	XP_003246965.1	XP_974198.1
OG0005503	XP_003247017.3, XP_029345727.1	XP_967532.1
OG0005504	XP_003247250.1	XP_008198705.1
OG0005506	XP_003247498.1	XP_971393.2
OG0005507	XP_003247577.1	XP_008192238.1
OG0005508	XP_008187796.1, XP_003247739.1, XP_008187798.1	XP_015836567.1
OG0005510	XP_008183379.1, XP_003248488.1	XP_008190584.1
OG0005511	XP_003248494.3	XP_008197037.1
OG0005512	XP_003248666.2, XP_008184077.1	XP_008193259.1
OG0005513	XP_003248960.1	XP_972312.1
OG0005514	XP_008178229.1	XP_008193361.1
OG0005515	XP_008178298.1	XP_008191442.1
OG0005516	XP_008178476.1, XP_016656357.1	XP_008197614.1
OG0005517	XP_008178565.1	XP_973053.2
OG0005518	XP_008189939.1, XP_008189938.1	XP_975664.1
OG0005518	XP_008178631.2	XP_008200068.1
OG0005519	XP_008178739.1	XP_008190559.1
OG0005520	XP_008178764.1	XP_008195639.2
OG0005521	XP_029343071.1, XP_008178929.1	XP_008195810.1, XP_008191843.1
OG0005522	XP_008178963.1, XP_008178964.1, XP_029343774.1	XP_008196727.1
OG0005523	XP_008179032.2, XP_016656653.2	XP_975695.2
OG0005524	XP_008179154.1	XP_967462.1
OG0005525	XP_008179254.1	XP_008198289.1
OG0005526	XP_008179501.1, XP_029345015.1	XP_966382.1
OG0005527	XP_008179585.1	XP_971197.1
OG0005528	XP_008179646.1	XP_008194625.1
OG0005529	XP_008179695.1	XP_973566.1
OG0005530	XP_008179696.1	XP_008196481.1
OG0005531	XP_029342034.1, XP_008179715.1	XP_015833767.1
OG0005532	XP_008179786.1, XP_008179780.1	XP_969979.1
OG0005533	XP_008179850.1	XP_015834367.1
OG0005534	XP_008180016.1	XP_008200499.1
OG0005535	XP_008180169.1	XP_967515.1
OG0005536	XP_016657628.1, XP_008180219.1	XP_972408.1
OG0005537	XP_008180417.1	XP_008199116.1
OG0005538	XP_008180438.1	XP_015835734.1
OG0005539	XP_008181361.1, XP_008180512.1	XP_008200376.1
OG0005540	XP_029347225.1, XP_008180565.1	XP_015836505.1
OG0005541	XP_008180678.1	XP_973773.2
OG0005542	XP_008180730.1	XP_008192259.1
OG0005543	XP_008180842.1, XP_029341192.1	XP_015838956.1
OG0005544	XP_008180859.2	XP_008201376.1, XP_974636.1
OG0005545	XP_008181115.1	XP_970414.1
OG0005546	XP_029347489.1	XP_008198597.1
OG0005547	XP_008181313.1	XP_008195807.1
OG0005548	XP_008181411.1	XP_015838257.1
OG0005549	XP_008181688.1	XP_015839980.1
OG0005550	XP_029343996.1, XP_008181789.1, XP_008181790.1	XP_973165.1
OG0005551	XP_008181898.1	XP_008196703.1
OG0005552	XP_008181922.1	XP_975507.2
OG0005553	XP_008182015.1	XP_008195933.1
OG0005554	XP_008182052.1	XP_008193966.1
OG0005555	XP_008182141.1, XP_008182151.1	XP_972538.1
OG0005556	XP_008182147.1	XP_008191315.1
OG0005557	XP_008182248.1	XP_008192694.2
OG0005558	XP_008182262.1	XP_974637.1
OG0005559	XP_008182339.1	XP_015835774.1, XP_015835773.1
OG0005560	XP_016659338.1, XP_008182422.2	XP_001807632.1
OG0005561	XP_029342343.1, XP_008182456.1	XP_966906.2
OG0005562	XP_008182545.1	XP_001813896.1
OG0005563	XP_008182758.2	XP_001812636.1
OG0005565	XP_008182999.1	NP_001092299.1
OG0005566	XP_008183112.1	XP_008191937.1
OG0005567	XP_008183302.1	XP_015838411.1
OG0005568	XP_008183325.1, XP_029345786.1	XP_015832996.1
OG0005569	XP_008183476.1	XP_008194003.1
OG0005571	XP_008183535.1, XP_029344432.1	XP_008198377.1
OG0005572	XP_008183616.1	XP_968960.1
OG0005573	XP_008183693.1	XP_015835884.1
OG0005574	XP_008183874.1	XP_008200152.1
OG0005575	XP_008183942.1, XP_016661472.1	XP_008192758.1
OG0005576	XP_008183953.1	XP_015836413.1, XP_015836415.1
OG0005577	XP_008183960.1	XP_975111.2
OG0005579	XP_008184000.1, XP_016660655.1	XP_970340.2
OG0005580	XP_008184034.1	XP_973507.1
OG0005581	XP_008184042.1	XP_008191715.1
OG0005582	XP_008184268.1	XP_967640.1
OG0005583	XP_029341555.1, XP_008184402.1	XP_970964.1
OG0005584	XP_008184451.1	XP_967567.1
OG0005585	XP_016665161.1, XP_008184550.1	XP_966471.1
OG0005586	XP_008184612.1	XP_969420.2
OG0005587	XP_016660331.1, XP_008184801.1	XP_015839094.1
OG0005588	XP_008184861.1	XP_008195802.1
OG0005589	XP_008184973.1	XP_973990.1
OG0005590	XP_008185015.1, XP_029348537.1	XP_008191978.1
OG0005591	XP_008185036.1	XP_008194004.1
OG0005593	XP_029343783.1, XP_008185101.1, XP_016661580.1	XP_972133.2
OG0005594	XP_008185133.1	XP_970159.1
OG0005595	XP_029346939.1, XP_008185165.1, XP_008185166.1	XP_971290.1
OG0005596	XP_008185193.1	XP_008193314.1, XP_008191259.1
OG0005597	XP_008185425.1	XP_967961.1
OG0005598	XP_029343619.1, XP_008185456.1, XP_008185455.1	XP_966796.1
OG0005599	XP_008185474.1	XP_970886.1
OG0005600	XP_008185501.1	XP_008199370.1
OG0005601	XP_008185547.1, XP_029341854.1	XP_015839104.1
OG0005602	XP_008185828.1	XP_008201524.1
OG0005603	XP_008185972.1	XP_015834326.1
OG0005604	XP_008185991.1	XP_015838074.1
OG0005605	XP_008186225.2	XP_008200244.1
OG0005607	XP_008186386.1	XP_970456.1
OG0005608	XP_008186493.1	XP_972325.1
OG0005609	XP_008186642.1	XP_973709.1
OG0005610	XP_008186644.1, XP_008186643.1	XP_008197272.1
OG0005611	XP_008186703.1, XP_029341521.1	XP_015838591.1
OG0005612	XP_008186833.1	XP_973472.3
OG0005613	XP_008186955.1	XP_974794.1
OG0005614	XP_008187097.1	XP_015837263.1
OG0005615	XP_008187136.1	XP_967684.1
OG0005616	XP_008187145.2	XP_973420.1
OG0005617	XP_008187320.1	XP_015838662.1
OG0005618	XP_008187417.1, XP_008187416.1	XP_970807.1, XP_015838160.1
OG0005619	XP_029343854.1, XP_008187426.1, XP_008187425.1	XP_974629.1
OG0005620	XP_008187582.1, XP_008187583.1, XP_008187585.1, XP_029343872.1	XP_969873.1
OG0005621	XP_008187674.1	XP_008199868.1
OG0005622	XP_008187717.1	XP_008191591.1
OG0005623	XP_008187718.1	XP_015836534.1
OG0005624	XP_008187905.1, XP_008187906.1	XP_008194577.1
OG0005626	XP_008188021.1	XP_008192705.1
OG0005627	XP_029345503.1, XP_008188027.1	XP_967962.1
OG0005628	XP_008188055.1	XP_968236.1
OG0005629	XP_008188112.1	XP_966621.1
OG0005630	XP_008188547.1	XP_008197862.1
OG0005631	XP_008189814.1	XP_975107.1
OG0005632	XP_008189826.1	XP_015839078.1
OG0005633	XP_008189867.1	XP_008200968.1, XP_015838364.1
OG0005634	XP_008190158.1	XP_008193611.1
OG0005635	XP_008190204.1	XP_971101.2
OG0005636	XP_016656277.1	XP_015839340.1
OG0005637	XP_029341327.1, XP_016656661.1, XP_029341633.1	XP_008190932.1
OG0005638	XP_016656780.1, XP_016664451.1	XP_967706.1
OG0005639	XP_016656810.1	XP_971230.2
OG0005640	XP_016656908.1	XP_966896.1
OG0005641	XP_016657015.1	XP_971415.2
OG0005642	XP_016657048.1	XP_015834732.1
OG0005643	XP_016657185.1, XP_016657186.1	XP_008191488.1
OG0005644	XP_016657374.1	XP_008195576.1
OG0005645	XP_016657643.1	XP_008199535.1
OG0005646	XP_016657940.1, XP_029345915.1	XP_008192422.1
OG0005647	XP_016658194.1	XP_008191197.1
OG0005649	XP_016658283.1	XP_001811313.1
OG0005650	XP_016658524.1	XP_015838337.1
OG0005651	XP_016658785.1	XP_972980.2
OG0005652	XP_016659039.1	XP_015833242.1
OG0005653	XP_016659226.1	XP_970640.2
OG0005654	XP_016659371.1	XP_008191771.1
OG0005655	XP_016659429.1, XP_016659427.1, XP_016659428.1	XP_008198247.1
OG0005656	XP_016659623.1	XP_008197183.1
OG0005658	XP_016659877.1	XP_015835639.1
OG0005659	XP_016659948.1	XP_015838700.1
OG0005660	XP_016660013.1	XP_015832984.1
OG0005661	XP_016660153.1	XP_015836150.1, XP_008193651.1
OG0005662	XP_016660213.2	XP_015835784.1
OG0005663	XP_016660448.1	XP_967385.1
OG0005664	XP_016660460.1	XP_968992.1
OG0005665	XP_016660662.1	XP_015836655.1, XP_008195221.1
OG0005666	XP_016660691.1	XP_008195192.1
OG0005667	XP_016660693.1	XP_971924.1
OG0005668	XP_016661060.1	XP_008199010.1, XP_967102.4
OG0005669	XP_016661761.1	XP_015838792.1
OG0005670	XP_016661804.1	XP_015838635.1, NP_001280543.1
OG0005671	XP_016661934.1, XP_029343444.1	XP_008194314.1
OG0005672	XP_016661951.1	XP_969548.2, XP_008193652.1
OG0005673	XP_016662088.1	XP_969408.1
OG0005674	XP_016662190.1	XP_008198373.1
OG0005675	XP_016662317.1	XP_008199566.1
OG0005676	XP_016662328.1	XP_008195410.1
OG0005677	XP_016662372.1	XP_008191125.1, XP_008191123.1
OG0005679	XP_016662713.1	XP_015839852.1
OG0005680	XP_029347241.1, XP_016663036.1, XP_029347821.1	XP_973336.1
OG0005682	XP_016663628.1	XP_971265.1
OG0005683	XP_016663880.1	XP_015840603.1
OG0005684	XP_016664871.1	XP_972460.1
OG0005685	XP_029341024.1, XP_029341257.1	XP_008194740.1
OG0005686	XP_029341642.1	XP_015835288.1, XP_008193311.1
OG0005687	XP_029342024.1, XP_029342543.1	XP_015839698.1
OG0005688	XP_029342068.1	XP_001809624.1
OG0005689	XP_029342094.1	XP_015836591.1
OG0005690	XP_029342119.1	XP_008193846.1
OG0005691	XP_029342169.1	XP_008191553.2, XP_008197204.1
OG0005692	XP_029342223.1	XP_015834364.1
OG0005693	XP_029342249.1	XP_008190653.1
OG0005694	XP_029342282.1	XP_008198203.2, XP_015839032.1
OG0005695	XP_029342306.1, XP_029342848.1	XP_001816234.2
OG0005696	XP_029348546.1, XP_029342418.1	XP_015835760.1
OG0005697	XP_029342426.1	XP_001807213.1
OG0005698	XP_029342437.1	XP_008195574.1
OG0005699	XP_029342555.1	XP_008191893.1
OG0005700	XP_029342733.1	XP_008199386.1
OG0005701	XP_029342754.1	XP_008190444.1
OG0005703	XP_029342791.1	XP_015840942.1, XP_008199917.1
OG0005704	XP_029343020.1	XP_015836803.1
OG0005705	XP_029343102.1	XP_015834742.1
OG0005706	XP_029343182.1	XP_008198596.1
OG0005707	XP_029343231.1	XP_968416.2
OG0005708	XP_029343239.1	XP_008194602.1
OG0005709	XP_029343593.1	XP_975136.4
OG0005710	XP_029343735.1	XP_015837447.1
OG0005711	XP_029343811.1	NP_001107762.1
OG0005712	XP_029343813.1	NP_001103418.1, NP_001156000.1
OG0005713	XP_029343842.1	XP_008201227.1, XP_975412.2, XP_008201229.1
OG0005714	XP_029343883.1	XP_008195977.1
OG0005715	XP_029343886.1	XP_015834444.1
OG0005717	XP_029344047.1	XP_008191426.1, XP_015834044.1, XP_008191427.1
OG0005718	XP_029344220.1	XP_015834672.1
OG0005719	XP_029344289.1	XP_008195958.1
OG0005720	XP_029344319.1	XP_008200672.1, XP_008200671.1, XP_967638.1
OG0005721	XP_029345368.1	XP_975052.1
OG0005722	XP_029344434.1	XP_015834235.1
OG0005723	XP_029344547.1	NP_001107775.1, NP_001103244.1, XP_008199351.1, NP_001107776.1
OG0005724	XP_029345044.1	XP_966556.1
OG0005725	XP_029345132.1	XP_015838520.1, XP_015838521.1, XP_008197478.1
OG0005726	XP_029345225.1	XP_974953.1
OG0005727	XP_029345235.1, XP_029346269.1	NP_001164083.1, XP_008195711.1
OG0005728	XP_029345238.1	XP_975436.1
OG0005729	XP_029345419.1	XP_008197901.1, XP_969096.1
OG0005730	XP_029345423.1	XP_015834563.1
OG0005731	XP_029345557.1	XP_008192201.1
OG0005732	XP_029345808.1	XP_966399.1, XP_015839291.1
OG0005733	XP_029345964.1	XP_008192428.1, XP_008192429.1
OG0005734	XP_029346241.1, XP_029346242.1	XP_974479.1
OG0005735	XP_029346255.1	XP_008198379.1
OG0005736	XP_029346546.1	XP_015834102.1, XP_015834101.1
OG0005737	XP_029346578.1	XP_008193748.1
OG0005738	XP_029346648.1	XP_967978.1
OG0005740	XP_029346759.1	XP_973508.1
OG0005741	XP_029346847.1	XP_008197143.1
OG0005742	XP_029346984.1	XP_015835465.1
OG0005743	XP_029347220.1, XP_029346986.1, XP_029347057.1	XP_015840616.1
OG0005744	XP_029347014.1, XP_029347013.1	XP_008190612.1
OG0005745	XP_029347024.1	XP_008190490.1
OG0005746	XP_029347026.1	XP_971782.2
OG0005747	XP_029347049.1	XP_974155.1
OG0005748	XP_029347147.1	XP_968367.1
OG0005749	XP_029347158.1	XP_008196572.2, XP_015837758.1, XP_008196571.2, XP_015837757.1, XP_015837759.1
OG0005750	XP_029347333.1	XP_967927.1
OG0005751	XP_029348573.1	XP_970731.1
OG0005752	XP_029348674.1	XP_008200200.1
OG0005753	YP_002323937.1	NP_203162.1
OG0005845	NP_001119611.2, XP_029344722.1	XP_008196912.1
OG0005846	NP_001119623.2	XP_973326.1
OG0005847	NP_001119624.1	XP_968885.1
OG0005848	XP_016656103.1, XP_001948248.1, NP_001119634.2	XP_015840156.1
OG0005849	XP_029341861.1, NP_001119636.1	XP_968733.1
OG0005850	NP_001119642.1	XP_968178.1
OG0005851	NP_001119643.1	XP_975530.1
OG0005852	NP_001119679.1, NP_001129592.1	XP_973139.1
OG0005853	NP_001119681.1	XP_969085.1
OG0005854	NP_001119686.1	XP_970430.1
OG0005855	NP_001119689.1	XP_973632.1
OG0005856	NP_001119690.1	XP_975016.1
OG0005857	NP_001119698.1	XP_966448.1
OG0005858	NP_001119699.1	XP_973916.1
OG0005859	XP_008181451.1, NP_001128403.1	XP_967224.1
OG0005860	NP_001129424.1	XP_969650.2
OG0005861	NP_001135965.1	XP_008193890.1
OG0005862	XP_016662319.1, NP_001153592.1	XP_001810703.1
OG0005863	NP_001153809.1	XP_972793.1
OG0005864	NP_001153816.1	XP_973422.1
OG0005865	NP_001153854.1	XP_015833158.1
OG0005866	NP_001153860.1	XP_968355.1
OG0005867	NP_001154181.1	XP_015833912.1
OG0005868	NP_001155376.1	XP_968469.2
OG0005869	NP_001155392.1	XP_974124.1
OG0005870	NP_001155394.1, XP_029344732.1	XP_966459.2
OG0005871	NP_001155396.1, XP_003240869.1	XP_008194056.1
OG0005872	XP_008181490.1, NP_001155403.1	XP_973623.1
OG0005873	NP_001155412.1	XP_015838706.1, XP_972497.1
OG0005874	NP_001155413.1, XP_016662282.1	XP_972224.1
OG0005875	NP_001155419.1, XP_008183988.1	XP_008197572.1
OG0005876	NP_001155427.1	XP_973092.3
OG0005877	NP_001155433.1	XP_968270.1
OG0005878	XP_008180667.1, NP_001155439.1	XP_008200264.1
OG0005879	NP_001155450.1	XP_008196780.1
OG0005880	NP_001155478.1	XP_971703.1
OG0005881	NP_001155489.1	XP_974133.1
OG0005882	XP_008183574.1, NP_001155490.1	XP_974274.1
OG0005883	NP_001155496.1	XP_008195940.1
OG0005884	NP_001155525.1, XP_008185681.1	XP_974883.1
OG0005885	NP_001155540.1	XP_015836788.1
OG0005886	NP_001155545.1	XP_969933.1
OG0005887	NP_001155555.1	XP_971023.1
OG0005888	NP_001155564.1	XP_967613.2
OG0005889	NP_001155568.1	XP_975558.1
OG0005890	XP_016660060.1, NP_001155570.1	XP_966773.1
OG0005891	NP_001155575.1	XP_974159.1
OG0005892	NP_001155584.1, NP_001155753.1	XP_971759.1
OG0005893	NP_001155608.1	XP_008201452.1
OG0005894	NP_001155609.1	XP_015838035.1
OG0005895	XP_008178787.1, NP_001155618.1	XP_001811714.1
OG0005896	NP_001155623.1	XP_975000.1
OG0005897	NP_001155627.1	XP_008193639.1
OG0005898	NP_001155631.1	XP_015837344.1
OG0005899	NP_001155645.1	XP_008193014.1
OG0005900	NP_001155647.1	XP_008200927.1
OG0005901	NP_001155651.1	XP_968263.1
OG0005902	NP_001155653.1	XP_008200832.1
OG0005903	NP_001155664.1	XP_968655.1
OG0005904	XP_029343924.1, NP_001155689.1	XP_008195523.1
OG0005905	NP_001155690.1	XP_967123.1
OG0005906	XP_029344789.1, NP_001155700.1	XP_973003.1
OG0005907	NP_001156236.1, NP_001155710.1	XP_967777.1
OG0005908	XP_016663936.1, NP_001155715.1	XP_974526.1
OG0005909	NP_001155721.1	XP_967235.1
OG0005910	XP_008186522.1, NP_001155729.1	XP_974981.1
OG0005911	XP_003246769.1, NP_001155741.1	XP_008200551.1
OG0005912	NP_001155744.1	XP_967771.1
OG0005913	NP_001155754.1	XP_971130.1
OG0005914	XP_008180671.1, NP_001155762.1	XP_970454.1
OG0005915	NP_001155780.1, XP_008183929.1	XP_015833427.1
OG0005916	NP_001155781.1	XP_008192815.1
OG0005917	NP_001155803.1	XP_971914.1
OG0005918	NP_001155805.1	XP_001816527.1
OG0005919	NP_001155812.1, XP_001943852.1	XP_967890.1
OG0005920	NP_001155823.1	XP_008195119.1
OG0005921	NP_001155830.1, XP_008188010.1	XP_015832908.1
OG0005922	NP_001155921.1	XP_975662.1
OG0005923	NP_001155927.1	XP_974837.1, XP_969673.1
OG0005924	NP_001155942.1, XP_001947024.2	XP_969540.1
OG0005925	NP_001156050.1	XP_008195838.1
OG0005926	XP_001945424.1, XP_008187178.1, NP_001156055.1	XP_970144.1
OG0005927	NP_001156082.1	XP_967615.2
OG0005928	NP_001156086.1	XP_968988.1
OG0005929	NP_001156111.1, XP_003248911.1	XP_975129.1
OG0005930	NP_001156128.1	XP_015834846.1
OG0005931	NP_001156132.1	XP_972315.1
OG0005933	NP_001156169.1	XP_970979.1
OG0005934	NP_001156181.1	XP_973675.1
OG0005935	NP_001156187.1	XP_975468.1
OG0005936	NP_001156190.1	XP_968660.2
OG0005937	NP_001156196.1, NP_001280433.1	XP_974787.2
OG0005938	NP_001156198.1, XP_008182088.1	XP_974541.1
OG0005939	NP_001156208.1	XP_968325.1
OG0005940	NP_001156228.1	XP_970581.1
OG0005941	NP_001156230.1	XP_008200477.1
OG0005942	NP_001156235.1	XP_968744.1
OG0005943	NP_001156249.1, XP_008187390.1	XP_008196502.1
OG0005944	NP_001156260.1	XP_972242.2
OG0005945	NP_001156261.1, XP_008185713.1	XP_966925.1
OG0005946	NP_001156262.1	XP_973141.1
OG0005947	NP_001156272.1, XP_008184373.1	XP_015835164.1
OG0005948	NP_001156286.1	XP_972108.1
OG0005949	NP_001156436.1	XP_972979.1
OG0005950	NP_001156457.1	XP_970740.2
OG0005951	NP_001156458.1	XP_968060.1
OG0005952	NP_001156604.1	XP_008195725.1
OG0005953	XP_016657025.1, NP_001156676.1	XP_974511.1
OG0005954	NP_001156841.1, XP_029342006.1	XP_015837261.1
OG0005955	NP_001162106.1	XP_971559.1
OG0005956	NP_001165436.1, XP_003246548.1	XP_008195605.1
OG0005957	NP_001165848.1	NP_001161919.1
OG0005958	NP_001191853.1	XP_968248.1
OG0005959	NP_001191889.1	XP_015836024.1
OG0005960	NP_001191921.1	XP_971943.2
OG0005961	NP_001191929.1	XP_968289.1
OG0005962	NP_001191942.1	XP_015839659.1
OG0005963	NP_001191944.1	XP_966955.1
OG0005964	NP_001191951.1, XP_016661162.1	XP_966494.1
OG0005965	NP_001192095.1, NP_001192094.1	XP_015835418.1
OG0005966	NP_001229570.1	XP_008194882.1
OG0005967	NP_001232938.1, XP_008179279.1	XP_008190656.1
OG0005968	NP_001232974.1	XP_968508.1
OG0005969	NP_001232976.1, XP_029344769.1	XP_008195198.1
OG0005970	NP_001232986.1, XP_008186571.1	XP_968008.1
OG0005971	NP_001232994.1	XP_972764.1
OG0005972	NP_001233010.1, XP_029342008.1	XP_008190857.1
OG0005973	NP_001233071.1	XP_974707.1
OG0005974	NP_001233076.1	XP_970076.1
OG0005975	NP_001233078.1	XP_967206.1
OG0005976	NP_001233089.1	XP_008190409.1
OG0005977	NP_001233097.1	XP_008195389.1
OG0005978	NP_001233120.1, XP_016657692.1	XP_008190672.1
OG0005979	NP_001280255.1	XP_971411.1
OG0005980	NP_001280256.1	XP_008191619.1, XP_015834983.1
OG0005981	NP_001280259.1	XP_973579.1
OG0005982	XP_008187894.1, NP_001280284.1	XP_008196504.1
OG0005983	NP_001280302.1	XP_969352.1
OG0005984	NP_001280316.1, XP_001951901.2	XP_967318.2
OG0005985	XP_016658303.1, NP_001280319.1	XP_001815071.1
OG0005986	XP_008187009.1, NP_001280335.1	XP_970059.1
OG0005987	NP_001280341.1, XP_029341887.1, XP_001945194.2	XP_974790.1
OG0005988	XP_001946901.1, NP_001280342.1	XP_969318.1
OG0005989	NP_001280352.1	XP_975610.1
OG0005990	NP_001280358.1	XP_008191718.1
OG0005991	NP_001280381.1	XP_975233.2
OG0005992	NP_001280395.1, XP_029346882.1	XP_015834772.1
OG0005993	NP_001280414.1, XP_008187414.1	XP_968963.1
OG0005994	NP_001280420.1	XP_969254.2
OG0005995	XP_016663205.1, NP_001280430.1	XP_973561.1
OG0005996	XP_008181412.1, NP_001280449.1	XP_972013.1
OG0005997	NP_001280453.1	XP_970827.1, XP_015834512.1
OG0005998	NP_001280474.1, XP_001945013.2	XP_008195879.1
OG0005999	NP_001280477.1	XP_967903.1
OG0006000	NP_001280485.1	XP_973353.1
OG0006001	NP_001313549.1	XP_008192777.1
OG0006002	NP_001313554.1	XP_972753.1
OG0006003	NP_001313565.1	XP_972504.1
OG0006004	NP_001313570.1	XP_967118.1
OG0006005	NP_001313593.1	XP_969076.2
OG0006006	XP_001942534.1	NP_001153545.1
OG0006007	XP_001942573.2	XP_008200322.1
OG0006008	XP_001942592.2	XP_008200316.1
OG0006009	XP_001942663.1	XP_974616.1
OG0006010	XP_001942728.1	XP_015837004.1
OG0006011	XP_001942737.1	XP_008193073.1
OG0006012	XP_001942745.1	XP_967027.2
OG0006013	XP_001942746.2	XP_015836548.1
OG0006014	XP_003245638.1, XP_001942748.2	XP_008199578.1
OG0006015	XP_001942780.2	XP_968023.1
OG0006016	XP_001942818.2	XP_972028.1
OG0006017	XP_001942820.2	XP_015834055.1
OG0006018	XP_001942832.2	XP_008200332.1
OG0006019	XP_001942851.3, XP_029345849.1	XP_008190573.1
OG0006020	XP_001942885.1	XP_008195444.1
OG0006021	XP_001942890.2	XP_015832919.1, XP_008190459.1
OG0006022	XP_001942914.1	XP_008196614.1
OG0006023	XP_001942922.1, XP_008182860.1	XP_975549.1
OG0006024	XP_001942930.2	XP_008197009.1
OG0006025	XP_001942943.2	XP_015835432.1
OG0006026	XP_001942955.2	XP_970038.1
OG0006027	XP_001942957.2	XP_970918.1
OG0006028	XP_001942969.2	XP_015833149.1
OG0006029	XP_001943012.2	XP_008196097.1
OG0006030	XP_001943013.2	XP_974086.2
OG0006031	XP_001943017.2	XP_008190529.1
OG0006032	XP_001943051.1	XP_973665.1
OG0006033	XP_001943111.1	XP_969665.1
OG0006034	XP_001943122.1	XP_008198963.1
OG0006035	XP_001943152.1, XP_003248516.1	XP_969092.1
OG0006036	XP_001943219.2	XP_015836850.1
OG0006037	XP_001943223.1	XP_015834289.1
OG0006038	XP_001943231.1	XP_968035.2
OG0006039	XP_001943272.1	XP_015837622.1, XP_008196398.1
OG0006040	XP_001943293.1	XP_968097.2
OG0006041	XP_001943300.2	XP_972311.1
OG0006042	XP_001943338.2	XP_971938.1
OG0006043	XP_001943365.2	XP_970065.3
OG0006044	XP_001943401.2	XP_008199644.1
OG0006045	XP_001943407.1, XP_008185132.1	XP_008195413.1
OG0006046	XP_003243863.1, XP_001943453.2	XP_015839099.1
OG0006047	XP_001943489.1	XP_972826.1
OG0006048	XP_001943558.3	XP_008196946.1
OG0006049	XP_001943651.2	XP_008195091.1
OG0006050	XP_001943653.1	XP_970844.1
OG0006051	XP_001946500.2, XP_001943674.1	XP_015833164.1
OG0006052	XP_001943727.1	XP_974343.1
