Orthogroup	Acyrthosiphon_pisum	Osmia_bicornis
OG0005456	XP_016656999.1, XP_003242057.1	XP_029043031.1
OG0005458	XP_003242073.1	XP_029047669.1
OG0005459	XP_003242171.1, XP_003242158.1	XP_029052702.1
OG0005460	XP_003242192.1, XP_029346722.1	XP_029056382.1, XP_029056275.1
OG0005461	XP_003242226.1	XP_029042862.1
OG0005462	XP_003242269.1	XP_029044971.1, XP_029044970.1
OG0005463	XP_016657377.1, XP_003242373.1	XP_029042689.1, XP_029043001.1
OG0005464	XP_003242462.1, XP_003242461.1, XP_029342433.1	XP_029044175.1
OG0005465	XP_003242583.1	XP_029042893.1
OG0005466	XP_003242649.1	XP_029041684.1
OG0005467	XP_016657712.1, XP_003242657.1, XP_029343227.1	XP_029051690.1
OG0005468	XP_003242851.2	XP_029052095.1
OG0005469	XP_003242873.1	XP_029035170.1
OG0005470	XP_003243361.1	XP_029031884.1
OG0005471	XP_003243452.1	XP_029038292.1
OG0005472	XP_003243738.1, XP_008181879.1	XP_029049451.1
OG0005473	XP_003243752.1	XP_029036385.1, XP_029035351.1
OG0005474	XP_003243780.1	XP_029039063.1
OG0005475	XP_003243781.1, XP_008181950.1	XP_029048973.1
OG0005476	XP_003243872.1	XP_029052336.1
OG0005477	XP_003244019.1	XP_029043055.1
OG0005478	XP_003244153.1	XP_029038628.1
OG0005479	XP_003244158.1	XP_029041316.1, XP_029041309.1
OG0005480	XP_003244336.1	XP_029044425.1
OG0005481	XP_003244593.1	XP_029049215.1
OG0005482	XP_003244808.1	XP_029050160.1
OG0005483	XP_003244858.1, XP_029341269.1	XP_029032765.1
OG0005484	XP_003245134.1	XP_029046283.1
OG0005485	XP_003245183.1	XP_029047607.1
OG0005486	XP_003245338.1	XP_029042165.1
OG0005487	XP_003245392.1	XP_029037321.1
OG0005488	XP_003245507.1, XP_008184512.1, XP_008184511.1	XP_029049144.1
OG0005489	XP_003245578.1	XP_029051776.1
OG0005490	XP_003245579.1	XP_029055676.1
OG0005491	XP_003245820.1	XP_029051471.1
OG0005492	XP_003246027.1	XP_029046818.1, XP_029046819.1
OG0005493	XP_003246138.1	XP_029052116.1
OG0005494	XP_003246266.1, XP_029346348.1	XP_029035134.1, XP_029035133.1
OG0005495	XP_003246309.1	XP_029034334.1
OG0005496	XP_003246365.1	XP_029040767.1, XP_029040766.1
OG0005497	XP_003246447.1	XP_029037665.1
OG0005498	XP_003246528.1	XP_029055330.1
OG0005499	XP_003246554.1	XP_029052805.1
OG0005500	XP_003246804.1	XP_029036099.1
OG0005501	XP_003246954.1, XP_016662868.1, XP_008186633.1	XP_029050269.1
OG0005502	XP_003246965.1	XP_029039821.1
OG0005503	XP_003247017.3, XP_029345727.1	XP_029050001.1
OG0005504	XP_003247250.1	XP_029044334.1
OG0005505	XP_003247471.1	XP_029034489.1
OG0005506	XP_003247498.1	XP_029052262.1
OG0005507	XP_003247577.1	XP_029055395.1
OG0005508	XP_008187796.1, XP_003247739.1, XP_008187798.1	XP_029047080.1
OG0005509	XP_003248004.1	XP_029049641.1
OG0005510	XP_008183379.1, XP_003248488.1	XP_029045059.1
OG0005511	XP_029343459.1, XP_003248494.3	XP_029046527.1
OG0005512	XP_003248666.2, XP_008184077.1	XP_029042631.1
OG0005513	XP_003248960.1	XP_029039904.1
OG0005514	XP_008178229.1	XP_029049448.1
OG0005515	XP_008178298.1	XP_029043934.1
OG0005516	XP_008178476.1, XP_016656357.1	XP_029052398.1, XP_029052400.1
OG0005517	XP_008178565.1	XP_029048226.1
OG0005518	XP_008189939.1, XP_008189938.1	XP_029040460.1, XP_029040456.1
OG0005519	XP_008178739.1	XP_029037800.1
OG0005520	XP_008178764.1	XP_029051510.1
OG0005521	XP_029343071.1, XP_008178929.1	XP_029043846.1
OG0005522	XP_008178963.1, XP_008178964.1, XP_029343774.1	XP_029053312.1
OG0005523	XP_008179032.2, XP_016656653.2	XP_029053984.1
OG0005524	XP_008179154.1	XP_029044678.1
OG0005525	XP_008179254.1	XP_029051843.1
OG0005526	XP_008179501.1, XP_029345015.1	XP_029047848.1
OG0005527	XP_008179585.1	XP_029035825.1
OG0005528	XP_008179646.1	XP_029052072.1
OG0005529	XP_008179695.1	XP_029039820.1
OG0005530	XP_008179696.1	XP_029041069.1
OG0005531	XP_029342034.1, XP_008179715.1	XP_029056443.1
OG0005532	XP_008179786.1, XP_008179780.1	XP_029043569.1, XP_029043571.1
OG0005533	XP_008179850.1	XP_029043664.1, XP_029043671.1
OG0005534	XP_008180016.1	XP_029047454.1
OG0005535	XP_008180169.1	XP_029035462.1, XP_029035460.1
OG0005536	XP_016657628.1, XP_008180219.1	XP_029040582.1
OG0005537	XP_008180417.1	XP_029037113.1
OG0005538	XP_008180438.1	XP_029040431.1
OG0005539	XP_008181361.1, XP_008180512.1	XP_029036505.1
OG0005540	XP_029347225.1, XP_008180565.1	XP_029043505.1
OG0005541	XP_008180678.1	XP_029045390.1
OG0005542	XP_008180730.1	XP_029051635.1, XP_029051634.1
OG0005543	XP_008180842.1, XP_029341192.1	XP_029053789.1, XP_029053786.1
OG0005544	XP_008180859.2	XP_029049394.1
OG0005545	XP_008181115.1	XP_029046633.1
OG0005546	XP_008181266.1, XP_029347489.1	XP_029042602.1
OG0005547	XP_008181313.1	XP_029048083.1
OG0005548	XP_008181411.1	XP_029049886.1
OG0005549	XP_008181688.1	XP_029048566.1
OG0005550	XP_029343996.1, XP_008181789.1, XP_008181790.1	XP_029037462.1
OG0005551	XP_008181898.1	XP_029050405.1
OG0005552	XP_008181922.1	XP_029043853.1
OG0005553	XP_008182015.1	XP_029036539.1
OG0005554	XP_008182052.1	XP_029033306.1
OG0005555	XP_008182141.1, XP_008182151.1	XP_029047553.1
OG0005556	XP_008182147.1	XP_029049464.1
OG0005557	XP_008182248.1	XP_029048268.1
OG0005558	XP_008182262.1	XP_029045782.1
OG0005559	XP_008182339.1	XP_029046773.1
OG0005560	XP_016659338.1, XP_008182422.2	XP_029042591.1
OG0005561	XP_029342343.1, XP_008182456.1	XP_029040024.1
OG0005562	XP_008182545.1	XP_029049319.1
OG0005563	XP_008182758.2	XP_029048969.1
OG0005564	XP_016660196.1, XP_008182819.1	XP_029044820.1
OG0005565	XP_008182999.1	XP_029044654.1
OG0005566	XP_008183112.1	XP_029050393.1
OG0005567	XP_008183302.1	XP_029048527.1
OG0005568	XP_008183325.1, XP_029345786.1	XP_029037289.1
OG0005569	XP_008183476.1	XP_029040691.1
OG0005570	XP_008183477.1	XP_029042346.1
OG0005571	XP_008183535.1, XP_029344432.1	XP_029035765.1
OG0005572	XP_008183616.1	XP_029044828.1
OG0005573	XP_008183693.1	XP_029032495.1
OG0005574	XP_008183874.1	XP_029045299.1
OG0005575	XP_008183942.1, XP_016661472.1	XP_029051643.1
OG0005576	XP_008183953.1	XP_029053147.1
OG0005577	XP_008183960.1	XP_029043823.1
OG0005578	XP_008183976.1	XP_029035138.1
OG0005579	XP_008184000.1, XP_016660655.1	XP_029034685.1
OG0005580	XP_008184034.1	XP_029032180.1
OG0005581	XP_008184042.1	XP_029032080.1
OG0005582	XP_008184268.1	XP_029045983.1
OG0005583	XP_029341555.1, XP_008184402.1	XP_029039188.1
OG0005584	XP_008184451.1	XP_029045967.1
OG0005585	XP_016665161.1, XP_008184550.1	XP_029037421.1
OG0005586	XP_008184612.1	XP_029052063.1
OG0005587	XP_016660331.1, XP_008184801.1	XP_029033043.1
OG0005588	XP_008184861.1	XP_029046647.1
OG0005589	XP_008184973.1	XP_029037252.1
OG0005590	XP_008185015.1, XP_029348537.1	XP_029039824.1
OG0005591	XP_008185036.1	XP_029042009.1
OG0005593	XP_029343783.1, XP_008185101.1, XP_016661580.1	XP_029038741.1
OG0005594	XP_008185133.1	XP_029045819.1
OG0005595	XP_029346939.1, XP_008185165.1, XP_008185166.1	XP_029035850.1
OG0005596	XP_008185193.1	XP_029032346.1
OG0005597	XP_008185425.1	XP_029055894.1
OG0005598	XP_029343619.1, XP_008185456.1, XP_008185455.1	XP_029047775.1
OG0005599	XP_008185474.1	XP_029053148.1
OG0005600	XP_008185501.1	XP_029056626.1
OG0005601	XP_008185547.1, XP_029341854.1	XP_029038709.1
OG0005602	XP_008185828.1	XP_029047396.1
OG0005603	XP_008185972.1	XP_029050749.1
OG0005604	XP_008185991.1	XP_029041823.1
OG0005605	XP_008186225.2	XP_029035478.1
OG0005606	XP_008186291.1	XP_029055522.1
OG0005607	XP_008186386.1	XP_029036363.1
OG0005608	XP_008186493.1	XP_029033678.1
OG0005609	XP_008186642.1	XP_029056522.1
OG0005610	XP_008186644.1, XP_008186643.1	XP_029056486.1
OG0005611	XP_008186703.1, XP_029341521.1	XP_029037149.1
OG0005612	XP_008186833.1	XP_029041341.1, XP_029041342.1
OG0005613	XP_008186955.1	XP_029041873.1, XP_029041593.1
OG0005614	XP_008187097.1	XP_029046089.1
OG0005615	XP_008187136.1	XP_029045930.1
OG0005616	XP_008187145.2	XP_029041026.1
OG0005617	XP_008187320.1	XP_029040250.1
OG0005618	XP_008187417.1, XP_008187416.1	XP_029050626.1
OG0005620	XP_008187582.1, XP_008187583.1, XP_008187585.1, XP_029343872.1	XP_029032382.1
OG0005621	XP_008187674.1	XP_029043869.1, XP_029042354.1
OG0005622	XP_008187717.1	XP_029045550.1
OG0005623	XP_008187718.1	XP_029053098.1
OG0005624	XP_008187905.1, XP_008187906.1	XP_029036172.1
OG0005625	XP_008187988.1	XP_029035311.1
OG0005626	XP_008188021.1	XP_029032027.1, XP_029032002.1
OG0005627	XP_029345503.1, XP_008188027.1	XP_029049671.1
OG0005628	XP_008188055.1	XP_029040005.1
OG0005629	XP_008188112.1	XP_029043886.1, XP_029043887.1
OG0005630	XP_008188547.1	XP_029050017.1
OG0005631	XP_008189814.1	XP_029042541.1
OG0005632	XP_008189826.1	XP_029032846.1
OG0005633	XP_008189867.1	XP_029038885.1
OG0005634	XP_008190158.1	XP_029047375.1
OG0005635	XP_008190204.1	XP_029037653.1
OG0005636	XP_016656277.1	XP_029050970.1
OG0005637	XP_029341327.1, XP_016656661.1, XP_029341633.1	XP_029037471.1
OG0005638	XP_016656780.1, XP_016664451.1	XP_029035769.1
OG0005639	XP_016656810.1	XP_029039635.1, XP_029039636.1
OG0005640	XP_016656908.1	XP_029037794.1
OG0005641	XP_016657015.1	XP_029038469.1
OG0005642	XP_016657048.1	XP_029042276.1
OG0005643	XP_016657185.1, XP_016657186.1	XP_029038680.1
OG0005644	XP_016657374.1	XP_029036444.1
OG0005645	XP_016657643.1	XP_029037992.1, XP_029037993.1
OG0005646	XP_016657940.1, XP_029345915.1	XP_029048297.1
OG0005647	XP_016658194.1	XP_029048893.1
OG0005649	XP_016658283.1	XP_029043550.1, XP_029043549.1
OG0005650	XP_016658524.1	XP_029040966.1
OG0005651	XP_016658785.1	XP_029041163.1
OG0005652	XP_016659039.1	XP_029055501.1
OG0005653	XP_016659226.1	XP_029032866.1
OG0005654	XP_016659371.1	XP_029046574.1
OG0005655	XP_016659429.1, XP_016659427.1, XP_016659428.1	XP_029051798.1
OG0005656	XP_016659623.1	XP_029053224.1
OG0005657	XP_016659800.1	XP_029034771.1
OG0005658	XP_016659877.1	XP_029038349.1, XP_029038344.1
OG0005659	XP_016659948.1	XP_029036696.1
OG0005660	XP_016660013.1	XP_029053145.1
OG0005661	XP_016660153.1	XP_029039619.1
OG0005662	XP_016660213.2	XP_029053825.1
OG0005663	XP_016660448.1	XP_029047638.1
OG0005664	XP_016660460.1	XP_029049291.1
OG0005665	XP_016660662.1	XP_029035708.1
OG0005666	XP_016660691.1	XP_029039638.1
OG0005667	XP_016660693.1	XP_029038501.1
OG0005668	XP_016661060.1	XP_029036493.1
OG0005669	XP_016661761.1	XP_029039750.1
OG0005670	XP_016661804.1	XP_029036718.1
OG0005671	XP_016661934.1, XP_029343444.1	XP_029051226.1
OG0005672	XP_016661951.1	XP_029053334.1
OG0005673	XP_016662088.1	XP_029054338.1
OG0005674	XP_016662190.1	XP_029047482.1
OG0005675	XP_016662317.1	XP_029038974.1
OG0005676	XP_016662328.1	XP_029042054.1
OG0005677	XP_029342180.1, XP_016662372.1	XP_029035275.1
OG0005678	XP_016662668.1	XP_029046482.1
OG0005679	XP_016662713.1	XP_029047744.1
OG0005680	XP_029347241.1, XP_016663036.1, XP_029347821.1	XP_029037746.1
OG0005681	XP_016663579.1	XP_029052020.1
OG0005682	XP_016663628.1	XP_029048610.1
OG0005683	XP_016663880.1	XP_029046123.1, XP_029046122.1
OG0005684	XP_016664871.1	XP_029056551.1
OG0005685	XP_029341024.1, XP_029341257.1	XP_029040275.1
OG0005686	XP_029341642.1	XP_029042685.1
OG0005687	XP_029342024.1, XP_029342543.1	XP_029055462.1
OG0005688	XP_029342068.1	XP_029051002.1
OG0005689	XP_029342094.1	XP_029047325.1
OG0005690	XP_029342119.1	XP_029050525.1
OG0005691	XP_029342169.1	XP_029046581.1
OG0005692	XP_029342223.1	XP_029043385.1
OG0005693	XP_029342249.1	XP_029044629.1
OG0005694	XP_029342282.1	XP_029043345.1
OG0005695	XP_029342306.1, XP_029342848.1	XP_029038593.1
OG0005696	XP_029348546.1, XP_029342418.1	XP_029049182.1
OG0005697	XP_029342426.1	XP_029055595.1
OG0005698	XP_029342437.1	XP_029055456.1, XP_029055453.1
OG0005699	XP_029342555.1	XP_029052803.1
OG0005700	XP_029342733.1	XP_029045438.1, XP_029045387.1
OG0005701	XP_029342754.1	XP_029044599.1
OG0005702	XP_029342779.1	XP_029051873.1
OG0005703	XP_029342791.1	XP_029055452.1
OG0005704	XP_029343020.1	XP_029036527.1
OG0005705	XP_029343102.1	XP_029048266.1
OG0005706	XP_029343182.1	XP_029042617.1
OG0005707	XP_029343231.1	XP_029056352.1
OG0005708	XP_029343239.1	XP_029045357.1
OG0005709	XP_029343593.1	XP_029046373.1
OG0005710	XP_029343735.1	XP_029038259.1
OG0005711	XP_029343811.1	XP_029049613.1
OG0005712	XP_029343813.1	XP_029032788.1
OG0005713	XP_029343842.1	XP_029034839.1
OG0005714	XP_029343883.1	XP_029034217.1
OG0005715	XP_029343886.1	XP_029032702.1
OG0005716	XP_029343989.1	XP_029036829.1
OG0005717	XP_029344047.1	XP_029038028.1
OG0005718	XP_029344220.1	XP_029043662.1
OG0005719	XP_029344289.1	XP_029035354.1
OG0005720	XP_029344319.1	XP_029049434.1
OG0005721	XP_029345368.1	XP_029038430.1
OG0005722	XP_029344434.1	XP_029036006.1, XP_029036005.1, XP_029036003.1
OG0005724	XP_029345044.1	XP_029047830.1
OG0005725	XP_029345132.1	XP_029050641.1
OG0005726	XP_029345225.1	XP_029037703.1
OG0005727	XP_029345235.1, XP_029346269.1	XP_029055873.1
OG0005728	XP_029345238.1	XP_029056073.1, XP_029056063.1
OG0005729	XP_029345419.1	XP_029050522.1
OG0005730	XP_029345423.1	XP_029050388.1
OG0005731	XP_029345557.1	XP_029054832.1
OG0005732	XP_029345808.1	XP_029040911.1, XP_029040913.1
OG0005733	XP_029345964.1	XP_029038239.1
OG0005734	XP_029346241.1, XP_029346242.1	XP_029050949.1
OG0005735	XP_029346255.1	XP_029038165.1
OG0005736	XP_029346546.1	XP_029049010.1
OG0005737	XP_029346578.1	XP_029050758.1
OG0005738	XP_029346648.1	XP_029050722.1
OG0005739	XP_029346650.1	XP_029042063.1
OG0005740	XP_029346759.1	XP_029047781.1
OG0005741	XP_029346847.1	XP_029046886.1
OG0005742	XP_029346984.1	XP_029039727.1
OG0005743	XP_029347220.1, XP_029346986.1, XP_029347057.1	XP_029051242.1
OG0005744	XP_029347014.1, XP_029347013.1	XP_029049564.1
OG0005745	XP_029347024.1	XP_029043699.1
OG0005746	XP_029347026.1	XP_029048738.1
OG0005747	XP_029347049.1	XP_029046462.1
OG0005748	XP_029347147.1	XP_029034979.1
OG0005749	XP_029347158.1	XP_029049631.1
OG0005750	XP_029347333.1	XP_029042861.1
OG0005751	XP_029348573.1	XP_029049534.1
OG0005752	XP_029348674.1	XP_029034091.1
OG0005753	YP_002323937.1	XP_029054882.1
OG0005845	NP_001119611.2, XP_029344722.1	XP_029039859.1
OG0005846	NP_001119623.2	XP_029047391.1
OG0005847	NP_001119624.1	XP_029041908.1
OG0005848	XP_016656103.1, XP_001948248.1, NP_001119634.2	XP_029042355.1
OG0005849	XP_029341861.1, NP_001119636.1	XP_029031963.1
OG0005850	NP_001119642.1	XP_029056589.1
OG0005851	NP_001119643.1	XP_029052426.1
OG0005852	NP_001119679.1, NP_001129592.1	XP_029053643.1
OG0005853	NP_001119681.1	XP_029038574.1
OG0005854	NP_001119686.1	XP_029039293.1
OG0005855	NP_001119689.1	XP_029043328.1
OG0005856	NP_001119690.1	XP_029047951.1
OG0005857	NP_001119698.1	XP_029056094.1, XP_029056125.1
OG0005858	NP_001119699.1	XP_029040220.1
OG0005859	XP_008181451.1, NP_001128403.1	XP_029033107.1
OG0005860	NP_001129424.1	XP_029051558.1
OG0005861	NP_001135965.1	XP_029044758.1
OG0005862	XP_016662319.1, NP_001153592.1	XP_029043018.1
OG0005863	NP_001153809.1	XP_029040122.1
OG0005864	NP_001153816.1	XP_029045308.1
OG0005865	NP_001153854.1	XP_029044562.1, XP_029044563.1
OG0005866	NP_001153860.1	XP_029051292.1
OG0005867	NP_001154181.1	XP_029053641.1
OG0005868	NP_001155376.1	XP_029046593.1
OG0005869	NP_001155392.1	XP_029053555.1
OG0005870	NP_001155394.1, XP_029344732.1	XP_029043092.1
OG0005871	NP_001155396.1, XP_003240869.1	XP_029042139.1
OG0005872	XP_008181490.1, NP_001155403.1	XP_029047962.1
OG0005873	NP_001155412.1	XP_029039573.1
OG0005874	NP_001155413.1, XP_016662282.1	XP_029038930.1
OG0005875	NP_001155419.1, XP_008183988.1	XP_029042556.1
OG0005876	NP_001155427.1	XP_029042336.1
OG0005877	NP_001155433.1	XP_029055706.1
OG0005878	XP_008180667.1, NP_001155439.1	XP_029038749.1
OG0005879	NP_001155450.1	XP_029048975.1
OG0005880	NP_001155478.1	XP_029033193.1
OG0005881	NP_001155489.1	XP_029046009.1
OG0005882	XP_008183574.1, NP_001155490.1	XP_029032453.1
OG0005883	NP_001155496.1	XP_029043933.1
OG0005884	NP_001155525.1, XP_008185681.1	XP_029054731.1
OG0005885	NP_001155540.1	XP_029044205.1, XP_029044298.1
OG0005886	NP_001155545.1	XP_029046745.1
OG0005887	NP_001155555.1	XP_029053564.1
OG0005888	NP_001155564.1	XP_029046411.1
OG0005889	NP_001155568.1	XP_029051601.1
OG0005890	XP_016660060.1, NP_001155570.1	XP_029040566.1
OG0005891	NP_001155575.1	XP_029046008.1
OG0005892	NP_001155584.1, NP_001155753.1	XP_029034375.1
OG0005893	NP_001155608.1	XP_029042244.1
OG0005894	NP_001155609.1	XP_029039143.1
OG0005895	XP_008178787.1, NP_001155618.1	XP_029038412.1
OG0005896	NP_001155623.1	XP_029033292.1
OG0005897	NP_001155627.1	XP_029053296.1
OG0005898	NP_001155631.1	XP_029050330.1
OG0005899	NP_001155645.1	XP_029047909.1
OG0005900	NP_001155647.1	XP_029037036.1
OG0005901	NP_001155651.1	XP_029036687.1
OG0005902	NP_001155653.1	XP_029035141.1
OG0005903	NP_001155664.1	XP_029050941.1
OG0005904	XP_029343924.1, NP_001155689.1	XP_029055906.1
OG0005905	NP_001155690.1	XP_029040553.1
OG0005906	XP_029344789.1, NP_001155700.1	XP_029031848.1
OG0005907	NP_001156236.1, NP_001155710.1	XP_029032691.1
OG0005908	XP_016663936.1, NP_001155715.1	XP_029041489.1
OG0005909	NP_001155721.1	XP_029053015.1
OG0005910	XP_008186522.1, NP_001155729.1	XP_029054421.1
OG0005911	XP_003246769.1, NP_001155741.1	XP_029051555.1
OG0005912	NP_001155744.1	XP_029039880.1
OG0005913	XP_001952365.1, NP_001155754.1	XP_029035602.1
OG0005914	XP_008180671.1, NP_001155762.1	XP_029052842.1
OG0005915	NP_001155780.1, XP_008183929.1	XP_029032210.1
OG0005916	NP_001155781.1	XP_029053429.1
OG0005917	NP_001155803.1	XP_029043136.1, XP_029043137.1
OG0005918	NP_001155805.1	XP_029045612.1
OG0005919	NP_001155812.1, XP_001943852.1	XP_029040126.1
OG0005920	NP_001155823.1	XP_029045499.1
OG0005921	NP_001155830.1, XP_008188010.1	XP_029037112.1
OG0005922	NP_001155921.1	XP_029043316.1
OG0005923	NP_001155927.1	XP_029036682.1
OG0005924	NP_001155942.1, XP_001947024.2	XP_029051877.1
OG0005925	NP_001156050.1	XP_029036930.1
OG0005926	XP_001945424.1, XP_008187178.1, NP_001156055.1	XP_029035993.1
OG0005927	NP_001156082.1	XP_029036940.1
OG0005928	NP_001156086.1	XP_029040845.1
OG0005929	NP_001156111.1, XP_003248911.1	XP_029038125.1
OG0005930	NP_001156128.1	XP_029050102.1
OG0005931	NP_001156132.1	XP_029047013.1
OG0005933	NP_001156169.1	XP_029044785.1, XP_029045171.1
OG0005934	NP_001156181.1	XP_029051099.1
OG0005935	NP_001156187.1	XP_029049385.1
OG0005936	NP_001156190.1	XP_029042461.1
OG0005937	NP_001156196.1, NP_001280433.1	XP_029034678.1
OG0005938	NP_001156198.1, XP_008182088.1	XP_029038114.1
OG0005939	NP_001156208.1	XP_029049562.1
OG0005940	NP_001156228.1	XP_029032251.1
OG0005941	NP_001156230.1	XP_029043893.1
OG0005942	NP_001156235.1	XP_029048270.1
OG0005943	NP_001156249.1, XP_008187390.1	XP_029035745.1
OG0005944	NP_001156260.1	XP_029049625.1
OG0005945	NP_001156261.1, XP_008185713.1	XP_029037178.1
OG0005946	NP_001156262.1	XP_029050659.1
OG0005947	NP_001156272.1, XP_008184373.1	XP_029041742.1
OG0005948	NP_001156286.1	XP_029050004.1
OG0005949	NP_001156436.1	XP_029052511.1
OG0005950	NP_001156457.1	XP_029039018.1
OG0005951	NP_001156458.1	XP_029041942.1
OG0005952	NP_001156604.1	XP_029035883.1
OG0005953	XP_016657025.1, NP_001156676.1	XP_029043551.1
OG0005954	NP_001156841.1, XP_029342006.1	XP_029032983.1
OG0005955	NP_001162106.1	XP_029056655.1
OG0005956	NP_001165436.1, XP_003246548.1	XP_029039112.1
OG0005957	NP_001165848.1, XP_029346308.1	XP_029043040.1
OG0005958	NP_001191853.1	XP_029056610.1
OG0005959	NP_001191889.1	XP_029044747.1
OG0005960	NP_001191921.1	XP_029054172.1
OG0005961	NP_001191929.1	XP_029040695.1
OG0005962	NP_001191942.1	XP_029039209.1
OG0005963	NP_001191944.1	XP_029042818.1
OG0005964	NP_001191951.1, XP_016661162.1	XP_029048505.1
OG0005965	NP_001192095.1, NP_001192094.1	XP_029035054.1
OG0005966	NP_001229570.1	XP_029039046.1
OG0005967	NP_001232938.1, XP_008179279.1	XP_029041890.1
OG0005968	NP_001232974.1	XP_029032334.1
OG0005969	NP_001232976.1, XP_029344769.1	XP_029043432.1
OG0005970	NP_001232986.1, XP_008186571.1	XP_029055352.1
OG0005971	NP_001232994.1	XP_029052458.1
OG0005972	NP_001233010.1, XP_029342008.1	XP_029049461.1
OG0005973	NP_001233071.1	XP_029035590.1
OG0005974	NP_001233076.1	XP_029033788.1
OG0005975	NP_001233078.1	XP_029052570.1
OG0005976	NP_001233089.1	XP_029049899.1
OG0005977	NP_001233097.1	XP_029052641.1
OG0005978	NP_001233120.1, XP_016657692.1	XP_029031849.1
OG0005979	NP_001280255.1	XP_029036655.1
OG0005980	NP_001280256.1	XP_029050458.1
OG0005981	NP_001280259.1	XP_029040837.1
OG0005982	XP_008187894.1, NP_001280284.1	XP_029032479.1
OG0005983	NP_001280302.1	XP_029032179.1
OG0005984	NP_001280316.1, XP_001951901.2	XP_029034739.1
OG0005985	XP_016658303.1, NP_001280319.1	XP_029039822.1
OG0005986	XP_008187009.1, NP_001280335.1	XP_029035937.1
OG0005987	NP_001280341.1, XP_029341887.1, XP_001945194.2	XP_029032623.1
OG0005988	XP_001946901.1, NP_001280342.1	XP_029052038.1
OG0005989	NP_001280352.1	XP_029035951.1
OG0005990	NP_001280358.1	XP_029041568.1
OG0005991	NP_001280381.1	XP_029035041.1
OG0005992	NP_001280395.1, XP_029346882.1	XP_029048100.1
OG0005993	NP_001280414.1, XP_008187414.1	XP_029038147.1
OG0005994	NP_001280420.1	XP_029040136.1
OG0005995	XP_016663205.1, NP_001280430.1	XP_029048637.1
OG0005996	XP_008181412.1, NP_001280449.1	XP_029035015.1
OG0005997	NP_001280453.1	XP_029041281.1
OG0005998	NP_001280474.1, XP_001945013.2	XP_029032136.1
OG0005999	NP_001280477.1	XP_029042012.1
OG0006000	NP_001280485.1	XP_029053740.1
OG0006001	NP_001313549.1	XP_029051979.1
OG0006002	NP_001313554.1	XP_029042843.1, XP_029042279.1
OG0006003	NP_001313565.1	XP_029052968.1
OG0006004	NP_001313570.1	XP_029052551.1
OG0006005	NP_001313593.1	XP_029047291.1
OG0006006	XP_001942534.1	XP_029044805.1
OG0006007	XP_001942573.2	XP_029034275.1
OG0006008	XP_001942592.2	XP_029035264.1, XP_029035265.1
OG0006009	XP_001942663.1	XP_029053929.1
OG0006010	XP_001942728.1	XP_029042828.1, XP_029042829.1
OG0006011	XP_001942737.1	XP_029032941.1
OG0006012	XP_001942745.1	XP_029034211.1
OG0006013	XP_001942746.2	XP_029034622.1
OG0006014	XP_003245638.1, XP_001942748.2	XP_029038812.1
OG0006015	XP_001942780.2	XP_029052806.1
OG0006016	XP_001942818.2	XP_029045935.1
OG0006017	XP_001942820.2	XP_029055414.1
OG0006018	XP_001942832.2	XP_029042240.1
OG0006019	XP_001942851.3, XP_029345849.1	XP_029040325.1
OG0006020	XP_001942885.1	XP_029042060.1
OG0006021	XP_001942890.2	XP_029052494.1
OG0006022	XP_001942914.1	XP_029035131.1
OG0006023	XP_001942922.1, XP_008182860.1	XP_029036583.1
OG0006024	XP_001942930.2	XP_029039246.1
OG0006025	XP_001942943.2	XP_029040483.1
OG0006026	XP_001942955.2	XP_029041965.1
OG0006027	XP_001942957.2	XP_029048066.1
OG0006028	XP_001942969.2	XP_029035455.1
OG0006029	XP_001943012.2	XP_029046822.1
OG0006030	XP_001943013.2	XP_029033721.1
OG0006031	XP_001943017.2	XP_029053018.1
OG0006032	XP_001943051.1	XP_029045337.1
OG0006033	XP_001943111.1	XP_029046932.1
OG0006034	XP_001943122.1	XP_029055319.1
OG0006035	XP_001943152.1	XP_029032471.1
OG0006036	XP_001943219.2	XP_029032661.1
OG0006037	XP_001943223.1	XP_029045143.1
OG0006038	XP_001943231.1	XP_029043860.1, XP_029043834.1
OG0006039	XP_001943272.1	XP_029035908.1
OG0006040	XP_001943293.1	XP_029056585.1
OG0006041	XP_001943300.2	XP_029053174.1
OG0006042	XP_001943338.2	XP_029042782.1
OG0006043	XP_001943365.2	XP_029037862.1
OG0006044	XP_001943401.2	XP_029044202.1
OG0006045	XP_001943407.1, XP_008185132.1	XP_029036487.1
OG0006046	XP_003243863.1, XP_001943453.2	XP_029038154.1
OG0006047	XP_001943489.1	XP_029049184.1
OG0006048	XP_001943558.3	XP_029041479.1
OG0006049	XP_001943651.2	XP_029041188.1
OG0006050	XP_001943653.1	XP_029056599.1
OG0006051	XP_001946500.2, XP_001943674.1	XP_029052460.1
OG0006052	XP_001943727.1	XP_029056521.1
OG0006053	XP_001943731.2	XP_029047395.1
OG0006054	XP_001943765.1	XP_029049553.1
OG0006055	XP_001943831.2	XP_029032293.1
OG0006056	XP_001943840.2	XP_029035699.1
OG0006057	XP_001943846.2, XP_003248904.2	XP_029040719.1
OG0006058	XP_001943886.1	XP_029042315.1
OG0006059	XP_001943895.2	XP_029038553.1
OG0006060	XP_001943933.2	XP_029040806.1
OG0006061	XP_001943966.2	XP_029042553.1
