Orthogroup	Acyrthosiphon_pisum	Apis_mellifera
OG0006268	XP_001950058.1	XP_006572161.1
OG0006269	XP_001950092.2	XP_394711.4
OG0006270	XP_001950093.1	XP_623958.2
OG0006271	XP_001950124.1	XP_391917.2
OG0006272	XP_001950125.2	XP_016767415.1
OG0006273	XP_001950148.1	XP_001119916.1
OG0006274	XP_001950169.1	XP_026298831.1, XP_026298829.1
OG0006275	XP_001950193.1	XP_006561747.1
OG0006276	XP_001950272.2	XP_394952.4
OG0006277	XP_001950344.1	XP_623598.1
OG0006278	XP_001950345.1	XP_396015.2
OG0006279	XP_016657723.1, XP_001950381.1	XP_624513.2
OG0006280	XP_001950483.2	XP_006571839.1
OG0006281	XP_001950560.1	XP_003249809.1
OG0006282	XP_001950604.2	XP_001120178.3
OG0006283	XP_001950632.1	XP_016767523.1
OG0006284	XP_001950636.1	XP_006558457.2, XP_026295585.1
OG0006285	XP_001950639.2	XP_396943.1
OG0006286	XP_008188226.1, XP_001950666.2	XP_003251418.2
OG0006287	XP_016658909.1, XP_001950708.1	XP_624861.2
OG0006288	XP_001950738.2	XP_624093.3
OG0006289	XP_001950750.1, XP_008182503.1	XP_624466.1
OG0006290	XP_001950783.1, XP_001950840.1, XP_016657239.1	XP_006570354.1
OG0006291	XP_001950796.1	XP_392190.2
OG0006292	XP_001950808.1	XP_393883.3
OG0006293	XP_001950809.2	XP_397113.1
OG0006294	XP_001950826.2	XP_623893.3
OG0006295	XP_001950893.1	NP_001265608.1
OG0006296	XP_001950979.1	XP_006569554.2
OG0006297	XP_001950995.1	XP_393867.2
OG0006298	XP_001951023.1	XP_006559305.1
OG0006299	XP_001951027.2	XP_026296113.1
OG0006300	XP_001951041.1	XP_391978.2
OG0006301	XP_001951052.2	XP_393350.4
OG0006302	XP_001951109.1	XP_396972.6
OG0006303	XP_001951140.2	XP_006557400.2
OG0006304	XP_029346145.1, XP_001951193.1	XP_396966.2
OG0006305	XP_001951196.2	XP_395207.4
OG0006306	XP_001951228.1, XP_029347040.1	XP_003251352.1
OG0006307	XP_001951240.1	XP_016769299.2
OG0006308	XP_001951256.2	XP_392366.2
OG0006309	XP_001951269.1, XP_003243126.2	XP_006560659.1
OG0006310	XP_001951275.2	XP_006569641.1
OG0006311	XP_001951283.1	XP_625050.3
OG0006312	XP_016661943.1, XP_001951404.1	XP_392837.4
OG0006313	XP_001951431.1	XP_006571393.1
OG0006314	XP_001951508.2	XP_016766741.1
OG0006315	XP_001951525.1, XP_029341147.1	XP_026295179.1
OG0006316	XP_001951564.1	XP_001119959.2
OG0006317	XP_001951589.1	XP_006571875.2
OG0006318	XP_001951599.1	XP_006561370.1
OG0006319	XP_001951746.1	XP_393599.2
OG0006320	XP_001951847.1	XP_006571498.1
OG0006321	XP_001951856.1, XP_003242069.1	XP_016772373.1, XP_001120192.2
OG0006322	XP_001951872.1	XP_026295457.1
OG0006323	XP_001951873.2	XP_624674.1
OG0006324	XP_001951881.2, XP_029341267.1	XP_006563577.1
OG0006325	XP_001951913.1	XP_006564587.1
OG0006326	XP_001952046.2	XP_003251674.2
OG0006327	XP_001952114.1	XP_026299286.1
OG0006328	XP_001952178.1	XP_026298167.1
OG0006329	XP_001952191.1	XP_392993.2
OG0006330	XP_001952205.1	XP_006565836.1
OG0006331	XP_001952207.3	XP_016771790.2, XP_026300809.1
OG0006332	XP_001952310.1	XP_001122049.2
OG0006333	XP_001952313.2	XP_624393.1
OG0006334	XP_001952329.1	XP_623552.1
OG0006335	XP_001952339.1	XP_003250988.1
OG0006336	XP_001952356.2, XP_008184405.1	XP_394646.4
OG0006337	XP_001952443.1	XP_006562013.1
OG0006338	XP_001952515.3	NP_001166189.1
OG0006339	XP_001952568.2	XP_003251195.1
OG0006340	XP_001952603.2	XP_026297145.1
OG0006341	XP_029347280.1, XP_001952631.1, XP_029345837.1	XP_392880.5
OG0006343	XP_001952649.2	XP_026299549.1, XP_393124.4
OG0006344	XP_001952671.2	XP_006566104.2
OG0006345	XP_001952750.2, XP_003247754.1	XP_006569064.1
OG0006346	XP_001952785.1, XP_008187347.1	XP_026299449.1
OG0006347	XP_001952801.1	XP_394674.3
OG0006348	XP_001952823.2	XP_624708.2
OG0006349	XP_001952837.2	XP_006563869.2, XP_006563867.2
OG0006350	XP_001952840.2	XP_625039.1
OG0006351	XP_001952856.2	XP_006564335.1
OG0006352	XP_003240026.1	XP_026295522.1, XP_026295521.1
OG0006353	XP_003240136.1	XP_001122738.2
OG0006355	XP_008186816.1, XP_003240695.1	XP_006564673.2
OG0006356	XP_003240876.1	XP_623749.3
OG0006357	XP_008179083.1, XP_003240911.3	XP_006557330.1
OG0006358	XP_008183288.1, XP_003240955.1	XP_393700.2
OG0006359	XP_003241149.1	XP_624437.4
OG0006360	XP_003241191.1, XP_029347708.1	XP_016768436.1
OG0006361	XP_003241237.1	XP_394029.5
OG0006362	XP_003241317.1	XP_396436.3
OG0006363	XP_003241486.1	XP_006569451.2
OG0006364	XP_003241670.1	XP_026297442.1
OG0006365	XP_003241759.1	XP_006563531.2
OG0006366	XP_003241877.1, XP_029342416.1	XP_006563344.1
OG0006367	XP_003241888.1	XP_006571898.1
OG0006368	XP_003241894.1	XP_016771837.1
OG0006369	XP_003242010.1	XP_001121186.3
OG0006370	XP_003242244.1	XP_396879.3
OG0006371	XP_003242252.1, XP_003242253.1	XP_006557406.1
OG0006372	XP_003242379.1	XP_016772364.1
OG0006373	XP_003242448.1	XP_026300481.1
OG0006374	XP_003242697.1	XP_395961.4
OG0006375	XP_003242764.1	XP_026294824.1
OG0006376	XP_003242846.1	XP_026298857.1
OG0006377	XP_003243116.1	XP_006570173.2
OG0006378	XP_003243368.1	XP_001120974.1, XP_026300268.1
OG0006379	XP_003243625.1	XP_003250470.1
OG0006380	XP_003243641.2	XP_026300648.1
OG0006381	XP_003243749.1	XP_016769115.1
OG0006382	XP_003243802.1	XP_393397.5
OG0006383	XP_003244015.1	XP_016770942.2
OG0006384	XP_003244062.1	XP_001122306.2
OG0006385	XP_003244090.1	XP_006561652.2
OG0006386	XP_003244104.2	XP_026294856.1
OG0006387	XP_003244136.1	XP_026298039.1
OG0006388	XP_003244213.1	XP_624898.3
OG0006389	XP_003244454.1	XP_026299028.1
OG0006390	XP_003244558.1	XP_006571053.2, XP_016768321.2
OG0006391	XP_003244597.1	XP_026295256.1
OG0006392	XP_003244666.1	XP_395043.3
OG0006393	XP_003244712.1	XP_392996.1
OG0006394	XP_003244745.1	XP_016771524.1
OG0006395	XP_003244825.1	XP_006558948.1
OG0006396	XP_003244927.1	XP_026298931.1
OG0006397	XP_008183846.1, XP_003245057.1	XP_391940.2
OG0006398	XP_003245088.1	XP_006564782.1, XP_026302234.1
OG0006399	XP_003245128.1	XP_016766829.1
OG0006400	XP_003245193.1, XP_029342087.1	XP_016769201.1
OG0006401	XP_003245335.1	XP_001122422.1
OG0006402	XP_016660961.1, XP_003245407.1, XP_029342591.1	XP_006561066.2
OG0006403	XP_003245438.1	XP_026299822.1
OG0006404	XP_003245526.1, XP_029344215.1	XP_006563309.1
OG0006405	XP_003245615.1, XP_016661270.1	XP_026300426.1
OG0006406	XP_003245669.1	XP_001120955.2
OG0006407	XP_003245819.1	XP_016768935.1
OG0006408	XP_003245833.1, XP_003245832.1	XP_006558941.1
OG0006409	XP_003245897.1	XP_016767438.1
OG0006410	XP_003246161.1	XP_016771457.1
OG0006411	XP_003246175.1	XP_026296831.1
OG0006412	XP_008185670.1, XP_003246270.1	XP_026298627.1
OG0006413	XP_003246335.1	XP_006568085.2
OG0006414	XP_003246346.2	XP_006569250.2, XP_006569257.2
OG0006415	XP_003246390.1	XP_623829.4
OG0006416	XP_003246449.1	XP_006571218.1
OG0006417	XP_003246632.1	XP_016769989.1
OG0006418	XP_003246810.2, XP_029348632.1	XP_006565765.2
OG0006419	XP_003247173.1	XP_003249878.1
OG0006420	XP_003247184.1	XP_003250103.1
OG0006421	XP_003247201.1	XP_026295391.1
OG0006422	XP_003247301.1, XP_016661461.1	XP_006567516.1
OG0006423	XP_003247452.1	XP_006571263.1
OG0006424	XP_003247629.1	XP_026300706.1, XP_026300704.1
OG0006425	XP_003247702.1	XP_392577.4
OG0006426	XP_003247938.1	XP_392284.2
OG0006427	XP_003247943.1	XP_006561440.1
OG0006428	XP_003247997.1	XP_026299955.1
OG0006429	XP_003248166.1	XP_003249297.2
OG0006430	XP_003248237.1	XP_026296876.1
OG0006431	XP_008178148.1	XP_026295328.1
OG0006432	XP_008178177.1	XP_006569034.2
OG0006433	XP_008178640.1	XP_001122139.1
OG0006434	XP_008178683.1	XP_624819.1
OG0006435	XP_008178686.1	XP_006569755.1
OG0006437	XP_008178831.1, XP_008178830.1	XP_625067.1
OG0006438	XP_008178863.1	XP_026301079.1
OG0006439	XP_008178919.1	XP_006557362.1
OG0006440	XP_008178920.1, XP_016656597.1	XP_006564220.1
OG0006441	XP_008178985.1	XP_624511.1
OG0006442	XP_008178991.1	XP_001120233.1
OG0006443	XP_029342213.1, XP_008178993.1	XP_394517.4
OG0006444	XP_008179097.1	XP_624173.1
OG0006445	XP_008179181.1, XP_008179182.1	XP_393141.2
OG0006446	XP_008179298.3	XP_397001.3
OG0006447	XP_008179372.1	XP_394596.2
OG0006448	XP_008179416.1	XP_026296935.1
OG0006449	XP_008179451.3	XP_001122101.2
OG0006450	XP_008179524.1	XP_016766566.1
OG0006451	XP_008179625.2	XP_395299.2
OG0006452	XP_008179694.1, XP_008179693.1	XP_396160.4
OG0006453	XP_008179877.1, XP_008179876.1	XP_392602.4
OG0006454	XP_008180045.1	XP_006572101.1
OG0006455	XP_008180062.1	XP_395217.4
OG0006456	XP_008180168.1	XP_394275.2
OG0006457	XP_008180170.1	XP_393051.1
OG0006458	XP_008180181.1	XP_624221.1
OG0006459	XP_008180343.1	XP_026301622.1
OG0006460	XP_008180364.1	XP_026301194.1
OG0006462	XP_008180802.1	XP_006571299.1, NP_001239361.1
OG0006463	XP_008180895.1	XP_016766807.2
OG0006464	XP_008180955.1	XP_006562211.1
OG0006465	XP_008181054.1	XP_026300280.1
OG0006466	XP_008181294.1	XP_395643.2
OG0006467	XP_016658698.1, XP_008181343.2	XP_624384.4
OG0006468	XP_008181372.1	XP_016767115.1
OG0006469	XP_008181449.2	XP_006561789.1
OG0006470	XP_008181522.3, XP_029348707.1	XP_026301171.1
OG0006471	XP_008181728.1	XP_026295433.1, XP_006563941.2
OG0006472	XP_008181895.1	XP_006572241.1
OG0006473	XP_008181943.2	XP_003251347.2
OG0006474	XP_008181960.1	XP_396142.4
OG0006475	XP_008182114.1	XP_006571388.1
OG0006476	XP_008182139.1	XP_623747.1
OG0006477	XP_008182234.1	XP_006566359.1
OG0006478	XP_008182373.1	XP_395835.2
OG0006480	XP_008182487.1, XP_008182488.1	XP_394550.2
OG0006481	XP_008182500.2	XP_006560080.1
OG0006482	XP_008182517.1	XP_016773045.1
OG0006483	XP_008182534.1	XP_006559059.1
OG0006484	XP_008182546.1	XP_026294641.1
OG0006485	XP_008182577.1	XP_395173.2
OG0006486	XP_008182670.1	XP_006558032.1
OG0006487	XP_008182684.1	XP_016770746.1
OG0006488	XP_008182940.2	XP_001120208.2, XP_026301492.1
OG0006489	XP_008183074.1	XP_395016.2
OG0006490	XP_008183092.2	XP_026301995.1, XP_026301993.1
OG0006492	XP_029342110.1, XP_008183308.2	XP_026295497.1
OG0006493	XP_008183419.1	XP_026300036.1
OG0006494	XP_008183565.1, XP_008183564.1	XP_026294725.1
OG0006495	XP_016660550.1, XP_008183683.1, XP_008183582.1	XP_395921.4
OG0006496	XP_008183779.1	XP_016769113.2
OG0006497	XP_008183783.1, XP_008183784.1	XP_026301617.1
OG0006498	XP_008183797.1	XP_006557347.1
OG0006499	XP_008183802.2, XP_008185219.1	XP_397273.4
OG0006500	XP_008183931.1	XP_026295499.1
OG0006501	XP_008183935.1	XP_392651.2
OG0006502	XP_008183951.1	XP_006563262.2
OG0006503	XP_008183996.1	XP_006557863.1, NP_001172034.1
OG0006504	XP_008184243.1	XP_016767363.2
OG0006505	XP_008184579.1	XP_006570241.1
OG0006506	XP_008184597.1	XP_016772823.1
OG0006507	XP_008184788.1	XP_026295127.1
OG0006508	XP_008184807.1	XP_026298944.1
OG0006509	XP_008185014.2	XP_006560766.2
OG0006510	XP_029348512.1, XP_008185167.1	XP_006570058.1
OG0006511	XP_008185287.1	XP_395342.4
OG0006512	XP_008185342.1	XP_006559452.1
OG0006513	XP_008185345.1	XP_006559448.1
OG0006514	XP_008185472.1	XP_006561341.1
OG0006515	XP_008185775.1	XP_026301153.1
OG0006516	XP_008185811.1	XP_001120915.2
OG0006517	XP_008185932.1	XP_623635.3
OG0006518	XP_008186152.1	XP_397251.4
OG0006519	XP_008186190.1	NP_001071292.1, XP_026295144.1
OG0006520	XP_008186244.1	XP_006566708.1
OG0006521	XP_008186296.1	XP_623492.4
OG0006522	XP_008186299.1, XP_016662586.1	XP_026297455.1
OG0006523	XP_029343354.1, XP_008186396.1	XP_026298789.1
OG0006524	XP_008186510.1	XP_392753.2
OG0006525	XP_008186525.1	XP_006568814.1
OG0006526	XP_008186676.1	XP_006572335.2
OG0006527	XP_008186679.1	XP_016767365.2
OG0006528	XP_008186714.1	XP_026298428.1
OG0006529	XP_008186778.1	XP_396134.2
OG0006530	XP_008186907.1	XP_006572216.1
OG0006531	XP_008187024.1	XP_016769761.1
OG0006532	XP_008187026.1, XP_016663147.1	XP_001119907.2
OG0006533	XP_008187106.1	XP_006572261.1
OG0006534	XP_008187122.1	XP_397097.2
OG0006535	XP_008187131.1	XP_006562160.1
OG0006536	XP_008187179.1	XP_006564269.1
OG0006537	XP_008187316.1	XP_016768732.1
OG0006538	XP_008187462.1	XP_393709.3
OG0006539	XP_008187525.1	XP_026301093.1
OG0006540	XP_008187602.1	XP_026302168.1
OG0006541	XP_008187606.2	XP_394155.4
OG0006542	XP_008187714.2	XP_026301011.1
OG0006543	XP_008187748.1	XP_026296497.1
OG0006544	XP_008187882.1	XP_006559905.1
OG0006545	XP_008187926.1	XP_395545.1
OG0006546	XP_008188066.2, XP_008188067.2	XP_395929.2
OG0006547	XP_016663920.1, XP_008188068.1	XP_016767161.1
OG0006548	XP_008188128.1	XP_001121783.2
OG0006549	XP_008188145.1, XP_008188146.1	XP_394555.2
OG0006550	XP_008188248.1, XP_016664091.1	XP_016771788.1
OG0006551	XP_008188294.1	XP_006568300.1
OG0006552	XP_008188299.1	XP_001120779.3
OG0006553	XP_008188561.2	XP_006570815.1
OG0006554	XP_008188736.1, XP_016658051.1	XP_624690.4
OG0006556	XP_008189342.1, XP_008189345.1	XP_026298573.1
OG0006557	XP_008189525.1, XP_029342554.1	XP_026297775.1
OG0006558	XP_008190020.1	XP_392919.3
OG0006559	XP_008190197.1	XP_026295437.1
OG0006560	XP_029343318.1, XP_016655755.1	XP_006568026.2
OG0006562	XP_016655999.1	XP_016767439.1
OG0006563	XP_016656069.1, XP_016656067.1, XP_016656068.1	XP_016768078.2
OG0006565	XP_016656665.1	XP_003250531.1
OG0006566	XP_016656818.1	XP_026295641.1
OG0006568	XP_016657343.1	XP_394503.6
OG0006570	XP_016658528.1	XP_016767742.2
OG0006571	XP_029343067.1, XP_016658542.1	XP_026297436.1
OG0006572	XP_016658728.1, XP_016658734.1	XP_006569712.2
OG0006573	XP_016658857.1	XP_006569529.1
OG0006574	XP_016658943.1	XP_026301637.1
OG0006575	XP_016659241.1	XP_006561020.1
OG0006576	XP_016659350.1	XP_001121177.2
OG0006577	XP_016659351.1, XP_029346211.1	XP_006568876.1
OG0006578	XP_016659365.1	XP_006563433.2
OG0006579	XP_016659419.2	XP_396284.2
OG0006580	XP_016659466.1	XP_016769861.1
OG0006581	XP_016659678.1	XP_006563481.1
OG0006582	XP_016660278.1	XP_623875.1
OG0006583	XP_016660283.2	XP_026295241.1
OG0006584	XP_016660296.1	XP_026297954.1
OG0006585	XP_016660451.1	XP_016767774.2
OG0006586	XP_016660492.1	XP_624424.1
OG0006587	XP_016660931.1	XP_623878.1
OG0006588	XP_016661040.1	XP_026295381.1
OG0006589	XP_016661108.2	XP_006565039.1
OG0006590	XP_029341701.1, XP_016661118.1	XP_026301417.1
OG0006591	XP_016661440.1	XP_394728.2
OG0006592	XP_016661734.1	XP_625083.1
OG0006593	XP_016661801.1	XP_026299371.1
OG0006594	XP_029345567.1, XP_016661994.1	XP_624543.3
OG0006595	XP_016662490.1	XP_396292.3
OG0006596	XP_016662538.1, XP_016662539.1	XP_026298472.1, XP_026298469.1
OG0006597	XP_016662635.1	XP_006562381.1
OG0006598	XP_016662766.1	XP_026297331.1
OG0006599	XP_016662811.1	XP_006560739.1
OG0006600	XP_016662821.1	XP_006565329.1
OG0006601	XP_016663050.1	XP_016769919.1, XP_026299199.1
OG0006602	XP_016663388.1	XP_016771089.2
OG0006603	XP_016663490.1	XP_006566924.1
OG0006604	XP_016663568.1	XP_394245.2
OG0006605	XP_016663620.1	XP_026298358.1
OG0006606	XP_016663809.1	XP_026297372.1
OG0006607	XP_016663812.1	XP_026302188.1
OG0006608	XP_016663861.1	XP_006564481.1
OG0006609	XP_016663864.1	XP_006560078.2
OG0006610	XP_016663928.1	XP_016771772.2
OG0006611	XP_016663975.1	XP_026296589.1
OG0006614	XP_029340929.1	XP_026299987.1
OG0006615	XP_029340964.1	XP_006569353.1
OG0006616	XP_029341407.1	XP_026300614.1
OG0006617	XP_029342012.1	XP_003249202.3
OG0006618	XP_029342868.1, XP_029342075.1	XP_006562505.1
OG0006619	XP_029342082.1	XP_026298506.1
OG0006620	XP_029342174.1	XP_026297589.1
OG0006621	XP_029342207.1	XP_001121716.2
OG0006622	XP_029342525.1	XP_624412.2
OG0006623	XP_029342571.1	XP_026298827.1
OG0006624	XP_029342782.1	XP_016772983.2
OG0006625	XP_029342955.1	XP_026299755.1
OG0006626	XP_029343123.1	XP_026301969.1, XP_026301963.1
OG0006627	XP_029343299.1	XP_026301468.1
OG0006628	XP_029343420.1	XP_006572271.1
OG0006629	XP_029343530.1	XP_395538.2
OG0006630	XP_029343744.1	XP_003250991.1
OG0006631	XP_029343753.1	XP_003249699.1
OG0006632	XP_029343804.1	XP_623146.2
OG0006633	XP_029344052.1	XP_624940.3
OG0006634	XP_029344056.1	XP_026300183.1
OG0006635	XP_029344217.1	XP_006563266.1, NP_001012431.1
OG0006636	XP_029344219.1	XP_006569370.1
OG0006638	XP_029344379.1	XP_006564876.1
OG0006639	XP_029344508.1	XP_016770383.1
OG0006640	XP_029344533.1	XP_026295940.1
OG0006641	XP_029344632.1	XP_006569827.1
OG0006642	XP_029344647.1	XP_026297660.1
OG0006643	XP_029344657.1	XP_003249593.1
OG0006644	XP_029344759.1	XP_016766768.1
OG0006645	XP_029344827.1	XP_026299064.1
OG0006646	XP_029344878.1	XP_396967.4
OG0006647	XP_029344879.1	XP_006564277.1
OG0006648	XP_029345410.1	XP_026300615.1
OG0006649	XP_029345468.1	XP_026301648.1
OG0006650	XP_029345497.1	XP_016771065.2
OG0006651	XP_029345628.1	XP_001122664.2
OG0006652	XP_029345830.1	XP_016769843.2
OG0006653	XP_029345883.1	XP_006571410.1
OG0006654	XP_029345919.1	XP_003251638.1
OG0006655	XP_029346008.1	XP_623993.3
OG0006656	XP_029346459.1	XP_006564513.1
OG0006657	XP_029346493.1	XP_006558480.1
OG0006658	XP_029346772.1	XP_392133.2
OG0006659	XP_029346780.1	XP_026296041.1
OG0006660	XP_029346826.1	XP_624199.2
OG0006661	XP_029346975.1	XP_026297862.1
OG0006662	XP_029347060.1	XP_026297156.1, XP_026297073.1
OG0006663	XP_029347080.1	XP_016771818.1
OG0006664	XP_029347086.1	XP_026297631.1
OG0006665	XP_029347314.1	XP_001122722.2
OG0006666	XP_029347420.1	XP_393985.4
OG0006667	XP_029347494.1	XP_006559909.2
OG0006668	XP_029347624.1	XP_396341.3
OG0006670	XP_029348704.1	XP_026301899.1
OG0006671	XP_029348716.1	XP_026301893.1
OG0006798	NP_001119640.2	XP_006565317.1
OG0006799	NP_001119667.1	XP_006570969.1
OG0006800	NP_001119668.1	XP_001121282.3
OG0006801	NP_001119673.1	XP_394680.3
OG0006802	NP_001153822.1, NP_001280470.1	XP_397475.2
OG0006803	NP_001153823.1	XP_026297767.1
OG0006804	NP_001153869.1	XP_393294.2
OG0006805	NP_001155373.1	XP_393914.1
OG0006806	NP_001155381.1	XP_016769230.1
OG0006807	NP_001155385.1	XP_392812.2
OG0006808	NP_001155388.1	XP_026296237.1
OG0006809	NP_001155398.1	XP_026300889.1
OG0006810	NP_001155407.1	XP_625206.1
OG0006811	NP_001155408.1	XP_006563749.1
OG0006812	NP_001155416.1	XP_006566799.1
OG0006813	NP_001155428.1	XP_393995.1
OG0006814	NP_001155429.1	XP_026298454.1
OG0006815	NP_001155494.1	XP_393902.1
OG0006816	NP_001155510.1	XP_006564093.1
OG0006817	NP_001155535.1, XP_008183560.1	XP_026298171.1
OG0006818	NP_001155552.1	XP_026297680.1
OG0006819	NP_001155559.1	XP_624971.1
OG0006820	NP_001155573.1	XP_001121462.1
OG0006821	NP_001155590.1	XP_395122.1
OG0006822	NP_001155615.1	XP_016772679.1
OG0006823	NP_001155641.1	XP_016768331.1
OG0006824	NP_001155650.1	XP_625098.1
OG0006825	NP_001155675.1	XP_624330.3
OG0006826	NP_001155676.1	NP_001090623.1
OG0006827	NP_001155688.1	XP_396159.2
OG0006828	NP_001155697.1	XP_001121985.1
OG0006829	NP_001155723.1	XP_016773166.1
OG0006830	NP_001155730.1	XP_016767343.2
OG0006831	NP_001155738.1	XP_392037.1
OG0006832	NP_001155784.1	XP_624378.1
OG0006833	NP_001155792.1	XP_006565002.1
OG0006834	NP_001155799.1	XP_003249688.1
OG0006835	NP_001155808.1	XP_006559497.1
OG0006836	NP_001155831.1	XP_006558739.1
OG0006837	NP_001155906.1	XP_001122341.1
OG0006838	NP_001155929.1	XP_001120148.2
OG0006839	XP_016663016.1, NP_001156059.1	XP_625181.4
OG0006840	NP_001156069.1	XP_001121541.1
OG0006841	NP_001156073.1	XP_624109.1
OG0006842	NP_001156077.1	XP_625157.2
OG0006843	NP_001156088.1, XP_008186450.1	XP_006559119.1
OG0006844	NP_001156090.1	XP_624836.1
OG0006845	NP_001156114.1	XP_001120359.2
OG0006846	NP_001156116.1	XP_001121893.2
OG0006847	NP_001156136.1	XP_395163.2
OG0006848	NP_001156138.1	XP_392156.2
OG0006849	NP_001156145.1	XP_001122504.1
OG0006850	NP_001156165.1	XP_624282.1
OG0006851	NP_001156184.1	XP_026295577.1
OG0006852	NP_001156188.1	XP_006564915.1
OG0006853	NP_001156199.1	XP_016771509.1
OG0006854	NP_001156203.1	XP_006558384.1
OG0006855	NP_001156210.1	XP_016769781.1
OG0006856	NP_001156224.2	XP_392127.1
OG0006857	NP_001156252.1	XP_397213.2
OG0006858	NP_001156254.1	XP_001121371.2
OG0006859	NP_001156285.1	XP_624801.1
OG0006860	NP_001156315.1	XP_003249659.1
OG0006861	NP_001156653.1	XP_006564883.1
OG0006862	NP_001156679.1	XP_623456.1
OG0006863	NP_001156699.1	XP_006570991.1
OG0006864	NP_001156707.1	NP_001229473.1
OG0006865	NP_001161896.1	NP_001161897.1
OG0006866	NP_001165435.1	XP_026301291.1
OG0006867	NP_001165735.1	NP_001161365.1
OG0006868	NP_001165857.1	NP_001165849.1
OG0006869	NP_001191868.1	XP_393962.3
OG0006870	NP_001191870.1	XP_001121593.3
OG0006871	NP_001191894.1	XP_623274.2
OG0006872	NP_001191987.1	XP_623429.3
OG0006873	NP_001192074.1, XP_008182087.1	XP_006564652.1
OG0006874	NP_001192092.1	XP_016769032.1
OG0006875	NP_001232934.1	XP_393466.2
OG0006877	NP_001232942.1, XP_008180433.1	XP_624118.1
OG0006878	NP_001232963.1	XP_001121911.1
OG0006879	NP_001232969.1	XP_623160.1
OG0006880	NP_001232985.1	XP_624506.1
OG0006881	NP_001232988.1, XP_008178713.1	XP_026298562.1
OG0006882	NP_001233003.1	XP_001121144.1
OG0006883	NP_001233015.1, XP_008188381.1	XP_003251833.2
OG0006884	NP_001233016.1	XP_003251281.1
OG0006885	NP_001233018.1	XP_393829.3
OG0006886	NP_001233034.1	XP_006564616.1
OG0006887	NP_001233041.1	XP_016773517.2
OG0006888	NP_001233048.1	XP_393973.2
OG0006890	NP_001233060.1	XP_624879.1
OG0006891	NP_001233085.1	XP_016767520.1
OG0006892	NP_001280291.1	XP_624325.2
OG0006893	NP_001280299.1	XP_016770294.1
OG0006894	NP_001280310.1	XP_394359.2
OG0006895	NP_001280326.1	XP_394753.2
OG0006896	NP_001280328.1	XP_393085.2
OG0006897	NP_001280362.1	XP_001122074.3
OG0006898	NP_001280364.1	XP_026295160.1
OG0006899	NP_001280384.1	XP_624820.3
OG0006900	NP_001280398.1	XP_001122972.1
OG0006901	XP_008182039.1, NP_001280421.1	XP_001120636.1
OG0006902	NP_001280455.1	XP_006566420.1
OG0006903	NP_001280466.1	XP_393347.3
OG0006904	NP_001280476.1, XP_029342100.1	XP_001120535.2
OG0006905	NP_001280480.1	XP_006571254.1
OG0006906	NP_001280483.1	XP_396465.2
OG0006907	NP_001280640.1	XP_006559684.2
OG0006908	NP_001313564.1	XP_026296145.1
OG0006909	NP_001313578.1	XP_026300766.1
OG0006910	XP_001942527.2	XP_006557398.1
OG0006911	XP_001942545.1	XP_026297969.1
OG0006912	XP_001942566.2	XP_026298460.1
OG0006913	XP_016663532.1, XP_001942698.3	XP_026296669.1
OG0006914	XP_001942717.1	XP_396187.2
OG0006916	XP_003247172.1, XP_001942811.1	XP_016767158.1
OG0006917	XP_001942837.1	XP_016770530.1
OG0006918	XP_001942897.1	XP_394559.1
OG0006919	XP_001942911.2	XP_006557352.1
OG0006920	XP_001942954.2	XP_026294890.1
OG0006921	XP_001942963.2	XP_006568187.1
OG0006922	XP_001942992.1	XP_006563429.1
OG0006923	XP_001943057.1	XP_003250475.1
OG0006924	XP_001943061.1	XP_001120832.2
OG0006925	XP_001943068.1	XP_392660.2
OG0006926	XP_001943091.2, XP_003245432.1	XP_026297464.1, XP_026297465.1
OG0006927	XP_001943100.1	XP_006565093.1
OG0006928	XP_001943169.2	XP_006558688.2
OG0006929	XP_001943196.1	XP_026298096.1
OG0006930	XP_001943197.1	XP_016769342.2
OG0006931	XP_001943217.1	XP_396873.2
OG0006932	XP_001943237.4	XP_006563593.1
OG0006933	XP_001943328.1	XP_006569305.1
OG0006934	XP_008181423.1, XP_001943346.2	XP_026300085.1
OG0006935	XP_001943349.1	XP_392639.1
OG0006936	XP_001943355.3	XP_006564964.1
OG0006937	XP_001943410.1	XP_006558326.1
OG0006938	XP_001943432.2	XP_016767184.1
OG0006940	XP_001943446.1	XP_393989.4
OG0006941	XP_001943447.1	XP_003250708.2
OG0006942	XP_001943543.2	XP_026296960.1
OG0006943	XP_001943579.1	XP_026298922.1
OG0006944	XP_001943596.1	XP_006568545.1
OG0006945	XP_001943618.2	XP_016772712.1
OG0006946	XP_001943619.1	XP_006567646.2
OG0006947	XP_001943691.1	XP_392210.1, XP_006568928.1
OG0006948	XP_001943779.2	XP_001123357.1
OG0006949	XP_001943838.2	XP_026299440.1
OG0006950	XP_001943854.1	XP_625196.1
OG0006951	XP_001943855.1	XP_392569.2
OG0006952	XP_001943874.1	NP_001229449.1
OG0006953	XP_001943877.2	XP_006558167.2
OG0006954	XP_001943883.2	XP_026298405.1
OG0006955	XP_001943884.1	XP_006569243.1
OG0006956	XP_001943982.1	XP_392330.1
OG0006957	XP_001944012.3	XP_001119966.1
OG0006958	XP_001944046.2	XP_391869.3
OG0006959	XP_001944049.2	XP_026299698.1
OG0006960	XP_001944073.2	XP_624522.1
