Orthogroup	Acyrthosiphon_pisum	Drosophila_melanogaster
OG0006522	XP_008186299.1, XP_016662586.1	NP_650208.1
OG0006523	XP_029343354.1, XP_008186396.1	NP_001261780.1
OG0006524	XP_008186510.1	NP_610456.4
OG0006525	XP_008186525.1	NP_651048.1
OG0006526	XP_008186676.1	NP_001260222.1
OG0006527	XP_008186679.1	NP_001096877.1
OG0006528	XP_008186714.1	NP_001097814.1
OG0006529	XP_008186778.1	NP_001027175.1
OG0006530	XP_008186907.1	NP_573183.2
OG0006532	XP_008187026.1, XP_016663147.1	NP_001286828.1
OG0006533	XP_008187106.1	NP_652341.1
OG0006534	XP_008187122.1	NP_649565.1
OG0006535	XP_008187131.1	NP_001246384.1
OG0006536	XP_008187179.1	NP_573330.3
OG0006537	XP_008187316.1	NP_001097361.1
OG0006538	XP_008187462.1	NP_001260672.1
OG0006539	XP_008187525.1	NP_648879.1
OG0006540	XP_008187602.1	NP_001245851.1
OG0006541	XP_008187606.2	NP_524382.1
OG0006542	XP_008187714.2	NP_001260462.1, NP_610500.2
OG0006543	XP_008187748.1	NP_651400.1
OG0006544	XP_008187882.1	NP_001245588.1
OG0006545	XP_008187926.1	NP_001285789.1
OG0006546	XP_008188066.2, XP_008188067.2	NP_524871.1
OG0006547	XP_016663920.1, XP_008188068.1	NP_652007.1
OG0006548	XP_008188128.1	NP_511119.2
OG0006549	XP_008188145.1, XP_008188146.1	NP_732721.1
OG0006551	XP_008188294.1	NP_001163782.1
OG0006552	XP_008188299.1	NP_609401.2
OG0006553	XP_008188561.2	NP_001097723.1
OG0006554	XP_008188736.1, XP_016658051.1	NP_648102.2
OG0006555	XP_008188744.1	NP_001286941.1
OG0006556	XP_008189342.1, XP_008189345.1	NP_001246837.1
OG0006558	XP_008190020.1	NP_648782.2
OG0006559	XP_008190197.1	NP_001260606.1
OG0006560	XP_029343318.1, XP_016655755.1	NP_611246.1
OG0006561	XP_016655765.1	NP_523966.2
OG0006562	XP_016655999.1	NP_001189228.1
OG0006563	XP_016656069.1, XP_016656067.1, XP_016656068.1	NP_651886.1
OG0006565	XP_016656665.1	NP_001262415.1
OG0006566	XP_016656818.1	NP_001368934.1
OG0006568	XP_016657343.1	NP_573334.1
OG0006570	XP_016658528.1	NP_610467.1
OG0006571	XP_016658542.1	NP_611965.2
OG0006573	XP_016658857.1	NP_524202.1
OG0006574	XP_016658943.1	NP_001260559.1
OG0006575	XP_016659241.1	NP_647645.1, NP_728477.1
OG0006576	XP_016659350.1	NP_572311.1
OG0006577	XP_016659351.1, XP_029346211.1	NP_725221.1
OG0006579	XP_016659419.2	NP_610995.1
OG0006580	XP_016659466.1	NP_648182.1
OG0006581	XP_016659678.1	NP_001284841.1
OG0006582	XP_016660278.1	NP_651320.1
OG0006583	XP_016660283.2	NP_001259968.1
OG0006584	XP_016660296.1	NP_611708.2
OG0006586	XP_016660492.1	NP_573166.1
OG0006587	XP_016660931.1	NP_649025.1
OG0006588	XP_016661040.1	NP_524861.2
OG0006589	XP_016661108.2	NP_648662.1
OG0006590	XP_029341701.1, XP_016661118.1	NP_001260230.1
OG0006591	XP_016661440.1	NP_651326.1
OG0006592	XP_016661734.1	NP_001260421.1
OG0006593	XP_016661801.1	NP_001261850.1
OG0006594	XP_029345567.1, XP_016661994.1	NP_788400.1
OG0006595	XP_016662490.1	NP_524046.2, NP_524045.2
OG0006597	XP_016662635.1	NP_722974.1
OG0006598	XP_016662766.1	NP_001284859.1
OG0006599	XP_016662811.1	NP_573025.2
OG0006600	XP_016662821.1	NP_001027571.3
OG0006601	XP_016663050.1	NP_001245448.1
OG0006602	XP_016663388.1	NP_726062.2
OG0006603	XP_016663490.1	NP_001285466.1
OG0006604	XP_016663568.1	NP_728614.1
OG0006605	XP_016663620.1	NP_728903.1, NP_647831.1
OG0006606	XP_016663809.1	NP_477004.5
OG0006607	XP_016663812.1	NP_477023.1
OG0006608	XP_016663861.1	NP_001259183.2
OG0006609	XP_016663864.1	NP_001247045.1
OG0006610	XP_016663928.1	NP_001137709.1
OG0006611	XP_016663975.1	NP_650795.2
OG0006612	XP_016664430.1	NP_610042.1
OG0006614	XP_029340929.1	NP_001263024.1
OG0006615	XP_029340964.1	NP_608822.1
OG0006616	XP_029341407.1	NP_001261396.1
OG0006617	XP_029342012.1	NP_610963.1
OG0006618	XP_029342868.1, XP_029342075.1	NP_001261779.1
OG0006619	XP_029342082.1	NP_651353.1
OG0006620	XP_029342174.1	NP_001260170.1
OG0006621	XP_029342207.1	NP_733258.4
OG0006623	XP_029342571.1	NP_650894.1
OG0006624	XP_029342782.1	NP_725875.3
OG0006625	XP_029342955.1	NP_001303445.1
OG0006626	XP_029343123.1	NP_001259401.1
OG0006627	XP_029343299.1	NP_001262497.1
OG0006628	XP_029343420.1	NP_001027085.1
OG0006629	XP_029343530.1	NP_612086.1
OG0006630	XP_029343744.1	NP_995605.1
OG0006631	XP_029343753.1	NP_723849.1
OG0006632	XP_029343804.1	NP_611544.1
OG0006633	XP_029344052.1	NP_648447.2
OG0006634	XP_029344056.1	NP_647753.1
OG0006635	XP_029344217.1	NP_723746.1
OG0006638	XP_029344379.1	NP_001259129.1
OG0006639	XP_029344508.1	NP_001303569.1
OG0006640	XP_029344533.1	NP_647681.2
OG0006641	XP_029344632.1	NP_523860.2
OG0006642	XP_029344647.1	NP_001246701.1
OG0006643	XP_029344657.1	NP_524593.1
OG0006644	XP_029344759.1	NP_001246636.1
OG0006645	XP_029344827.1	NP_001036712.1
OG0006646	XP_029344878.1	NP_648976.2
OG0006647	XP_029344879.1	NP_001262661.1
OG0006648	XP_029345410.1	NP_524830.2
OG0006649	XP_029345468.1	NP_001097795.1
OG0006650	XP_029345497.1	NP_651043.2
OG0006651	XP_029345628.1	NP_001246417.1
OG0006652	XP_029345830.1	NP_511114.2
OG0006653	XP_029345883.1	NP_001260807.1
OG0006654	XP_029345919.1	NP_732637.1
OG0006655	XP_029346008.1	NP_733334.1
OG0006656	XP_029346459.1	NP_476751.1
OG0006657	XP_029346493.1	NP_001261752.1
OG0006658	XP_029346772.1	NP_610341.2
OG0006659	XP_029346780.1	NP_523651.4
OG0006661	XP_029346975.1	NP_652072.1
OG0006662	XP_029347060.1	NP_001036369.3
OG0006663	XP_029347080.1	NP_524322.1
OG0006664	XP_029347086.1	NP_001284962.1
OG0006665	XP_029347314.1	NP_573020.2
OG0006666	XP_029347420.1	NP_001261244.1
OG0006667	XP_029347494.1	NP_001260066.1
OG0006668	XP_029347624.1	NP_572884.1
OG0006669	XP_029348695.1	NP_001261806.1
OG0006670	XP_029348704.1	NP_001261884.1
OG0006671	XP_029348716.1	NP_511168.3
OG0006798	NP_001119640.2	NP_001246276.1
OG0006799	NP_001119667.1	NP_609142.1, NP_001036353.1
OG0006800	NP_001119668.1	NP_001188691.1
OG0006801	NP_001119673.1	NP_652014.1
OG0006802	NP_001153822.1, NP_001280470.1	NP_649645.1
OG0006803	NP_001153823.1	NP_001014599.2
OG0006804	NP_001153869.1	NP_524328.1
OG0006805	NP_001155373.1	NP_511058.1
OG0006806	NP_001155381.1	NP_728489.2
OG0006807	NP_001155385.1	NP_523813.1
OG0006808	NP_001155388.1	NP_723327.1
OG0006809	NP_001155398.1	NP_649089.2
OG0006810	NP_001155407.1	NP_649202.1
OG0006811	NP_001155408.1	NP_001260339.1
OG0006812	NP_001155416.1	NP_524180.1
OG0006813	NP_001155428.1	NP_649243.1
OG0006814	NP_001155429.1	NP_650961.2
OG0006815	NP_001155494.1	NP_001036720.1
OG0006816	NP_001155510.1	NP_610024.1
OG0006817	NP_001155535.1, XP_008183560.1	NP_001285512.1
OG0006818	NP_001155552.1	NP_523923.1
OG0006819	NP_001155559.1	NP_524284.1
OG0006820	NP_001155573.1	NP_001260563.1
OG0006821	NP_001155590.1	NP_648880.1
OG0006822	NP_001155615.1	NP_725343.1
OG0006823	NP_001155641.1	NP_001246059.1
OG0006824	NP_001155650.1	NP_001287182.1
OG0006825	NP_001155675.1	NP_001097372.1
OG0006826	NP_001155676.1	NP_788764.1
OG0006827	NP_001155688.1	NP_609086.1
OG0006828	NP_001155697.1	NP_649641.1
OG0006829	NP_001155723.1	NP_001287013.1
OG0006830	NP_001155730.1	NP_648351.1
OG0006831	NP_001155738.1	NP_524104.2
OG0006832	NP_001155784.1	NP_523817.1
OG0006833	NP_001155792.1	NP_001260735.1
OG0006834	NP_001155799.1	NP_648500.1
OG0006835	NP_001155808.1	NP_725106.1
OG0006836	NP_001155831.1	NP_609789.1
OG0006838	NP_001155929.1	NP_001285012.1
OG0006839	XP_016663016.1, NP_001156059.1	NP_001033848.1, NP_608634.1
OG0006840	NP_001156069.1	NP_001287192.1
OG0006841	NP_001156073.1	NP_001163644.1
OG0006842	NP_001156077.1	NP_001285334.1
OG0006843	NP_001156088.1, XP_008186450.1	NP_001286407.1
OG0006844	NP_001156090.1	NP_477419.1
OG0006845	NP_001156114.1	NP_647981.1
OG0006846	NP_001156116.1	NP_001027074.1
OG0006847	NP_001156136.1	NP_524115.1
OG0006848	NP_001156138.1	NP_572354.1
OG0006850	NP_001156165.1	NP_650067.1
OG0006851	NP_001156184.1	NP_001286784.1
OG0006852	NP_001156188.1	NP_651660.1
OG0006854	NP_001156203.1	NP_524586.1
OG0006855	NP_001156210.1	NP_608895.1
OG0006856	NP_001156224.2	NP_609949.1
OG0006857	NP_001156252.1	NP_788610.1
OG0006858	NP_001156254.1	NP_523785.2
OG0006859	NP_001156285.1	NP_651972.1
OG0006860	NP_001156315.1	NP_649184.1
OG0006861	NP_001156653.1	NP_611065.1
OG0006862	NP_001156679.1	NP_572390.1
OG0006863	NP_001156699.1	NP_001188867.1
OG0006864	NP_001156707.1	NP_611695.1
OG0006865	NP_001161896.1	NP_477080.1
OG0006867	NP_001165735.1	NP_651829.1
OG0006868	NP_001165857.1	NP_609339.1
OG0006869	NP_001191868.1	NP_650470.1
OG0006870	NP_001191870.1	NP_651118.1
OG0006871	NP_001191894.1	NP_722456.1
OG0006872	NP_001191987.1	NP_001260069.1
OG0006874	NP_001192092.1	NP_001247368.1
OG0006875	NP_001232934.1	NP_648027.3
OG0006876	NP_001232941.1	NP_995816.1
OG0006877	NP_001232942.1, XP_008180433.1	NP_001285699.1
OG0006878	NP_001232963.1	NP_001285170.1
OG0006879	NP_001232969.1	NP_001246480.1
OG0006880	NP_001232985.1	NP_650954.1
OG0006881	NP_001232988.1, XP_008178713.1	NP_001138075.1
OG0006882	NP_001233003.1	NP_609926.1
OG0006884	NP_001233016.1	NP_001286868.1
OG0006885	NP_001233018.1	NP_001260836.2
OG0006886	NP_001233034.1	NP_611840.1
OG0006887	NP_001233041.1	NP_610547.1
OG0006888	NP_001233048.1	NP_524910.1
OG0006889	NP_001233052.1	NP_001285658.1, NP_728367.3
OG0006890	NP_001233060.1	NP_609936.1
OG0006891	NP_001233085.1	NP_524032.2
OG0006892	NP_001280291.1	NP_523893.1
OG0006893	NP_001280299.1	NP_001189308.1
OG0006894	NP_001280310.1	NP_611686.2
OG0006895	NP_001280326.1	NP_536733.1
OG0006896	NP_001280328.1	NP_001259877.1
OG0006897	NP_001280362.1	NP_001262986.1
OG0006898	NP_001280364.1	NP_610737.1
OG0006899	NP_001280384.1	NP_651331.1
OG0006900	NP_001280398.1	NP_001259892.1
OG0006901	XP_008182039.1, NP_001280421.1	NP_001285438.1
OG0006902	NP_001280455.1	NP_524940.1
OG0006903	NP_001280466.1	NP_572170.1
OG0006905	NP_001280480.1	NP_001189105.1
OG0006906	NP_001280483.1	NP_648409.1
OG0006907	NP_001280640.1	NP_001350856.1
OG0006908	NP_001313564.1	NP_651529.2
OG0006909	NP_001313578.1	NP_650865.1
OG0006910	XP_001942527.2	NP_001097963.1
OG0006911	XP_001942545.1	NP_610702.1
OG0006912	XP_001942566.2	NP_723735.2
OG0006913	XP_016663532.1, XP_001942698.3	NP_001262769.1
OG0006914	XP_001942717.1	NP_610670.2
OG0006915	XP_001942795.1	NP_730192.2
OG0006916	XP_003247172.1, XP_001942811.1	NP_609981.1
OG0006917	XP_001942837.1	NP_573099.1
OG0006918	XP_001942897.1	NP_476886.1
OG0006919	XP_001942911.2	NP_001033932.2
OG0006920	XP_001942954.2	NP_477145.1
OG0006921	XP_001942963.2	NP_573128.2
OG0006922	XP_001942992.1	NP_648439.1
OG0006923	XP_001943057.1	NP_001368991.1
OG0006924	XP_001943061.1	NP_611871.2
OG0006925	XP_001943068.1	NP_524450.2
OG0006927	XP_001943100.1	NP_524776.1
OG0006928	XP_001943169.2	NP_001368954.1
OG0006929	XP_001943196.1	NP_001262456.1
OG0006930	XP_001943197.1	NP_651857.2
OG0006931	XP_001943217.1	NP_001285095.1
OG0006932	XP_001943237.4	NP_609209.2
OG0006933	XP_001943328.1	NP_610169.1
OG0006934	XP_008181423.1, XP_001943346.2	NP_651044.1
OG0006935	XP_001943349.1	NP_726243.1
OG0006936	XP_001943355.3	NP_001188848.1, NP_649978.2
OG0006937	XP_001943410.1	NP_001287400.1
OG0006938	XP_001943432.2	NP_001259806.1
OG0006939	XP_029345686.1, XP_029345685.1, XP_029345688.1, XP_029345687.1, XP_016660895.1, XP_001943434.2	NP_001247033.1
OG0006940	XP_001943446.1	NP_525099.3
OG0006941	XP_001943447.1	NP_647798.1
OG0006943	XP_001943579.1	NP_649512.1
OG0006944	XP_001943596.1	NP_727785.1
OG0006945	XP_001943618.2	NP_542443.4
OG0006946	XP_001943619.1	NP_001287052.1
OG0006948	XP_001943779.2	NP_001286684.1
OG0006949	XP_001943838.2	NP_001260196.1
OG0006950	XP_001943854.1	NP_651079.2
OG0006951	XP_001943855.1	NP_001188706.1
OG0006952	XP_001943874.1	NP_524834.2
OG0006953	XP_001943877.2	NP_650554.3
OG0006954	XP_001943883.2	NP_001097646.1
OG0006955	XP_001943884.1	NP_996147.1
OG0006956	XP_001943982.1	NP_611693.1
OG0006957	XP_001944012.3	NP_726006.3
OG0006958	XP_001944046.2	NP_611961.1
OG0006959	XP_001944049.2	NP_652607.1
OG0006960	XP_001944073.2	NP_001036597.1
OG0006961	XP_001944078.1	NP_001284813.1
OG0006962	XP_001944084.1	NP_524212.2
OG0006963	XP_001944117.1, XP_008186067.1, XP_016662386.1	NP_609478.1
OG0006964	XP_001944128.2	NP_001261957.1, NP_730182.1
OG0006965	XP_001944165.3, XP_016656194.1	NP_001259286.1
OG0006966	XP_001944182.1	NP_001261722.1
OG0006967	XP_016660275.1, XP_001944209.2	NP_651754.1
OG0006968	XP_001944227.2, XP_008185430.1	NP_001036460.1
OG0006969	XP_001944304.1	NP_524894.1
OG0006970	XP_001944338.2	NP_733329.1
OG0006971	XP_001944426.2	NP_001163786.1
OG0006972	XP_001944432.2	NP_001285589.1
OG0006973	XP_001944470.1	NP_569954.1
OG0006974	XP_001944483.2	NP_650486.1
OG0006975	XP_001944622.3	NP_650542.1
OG0006976	XP_001944698.3	NP_476710.2
OG0006979	XP_001944757.2	NP_609738.1
OG0006980	XP_001944776.2	NP_729983.1
OG0006981	XP_001944836.2	NP_001259941.1
OG0006982	XP_001944845.2	NP_001261577.1
OG0006983	XP_001944883.2	NP_001261373.1
OG0006984	XP_003244546.1, XP_001944908.1	NP_001286565.1
OG0006985	XP_001944966.2	NP_001286577.1
OG0006986	XP_001944991.2	NP_001284797.1
OG0006987	XP_001945003.1	NP_001286807.1
OG0006988	XP_001945024.1	NP_001286070.1
OG0006990	XP_001945046.2	NP_723971.1
OG0006991	XP_001945072.1	NP_609305.1
OG0006992	XP_001945117.1	NP_477502.1
OG0006993	XP_001945124.2	NP_610642.2
OG0006994	XP_001945135.1	NP_523910.1
OG0006995	XP_001945138.1	NP_001036711.1
OG0006996	XP_001945162.1	NP_650704.1
OG0006998	XP_001945320.1	NP_609370.2
OG0006999	XP_001945386.2	NP_476593.2
OG0007000	XP_001945409.2, XP_016660019.1, XP_016660017.1	NP_001246950.1
OG0007001	XP_001945459.1	NP_649318.1
OG0007002	XP_001945624.2	NP_001303402.1
OG0007003	XP_001945685.2	NP_001163721.1
OG0007004	XP_001945841.2	NP_608841.1
OG0007005	XP_001945881.1	NP_573239.1
OG0007006	XP_001945895.2	NP_001137996.2
OG0007007	XP_001945915.1	NP_524596.1
OG0007008	XP_001945988.4	NP_573026.1
OG0007009	XP_001945994.2	NP_524939.1
OG0007010	XP_001946036.2	NP_001259381.1
OG0007012	XP_001946043.2	NP_611862.1
OG0007013	XP_001946051.1	NP_723549.1
OG0007014	XP_001946059.2	NP_001259837.1
OG0007015	XP_001946082.2	NP_001096864.1
OG0007016	XP_001946118.2	NP_648755.1
OG0007017	XP_001946184.1	NP_610048.2
OG0007018	XP_001946221.1	NP_001015187.2
OG0007020	XP_001946406.1	NP_647737.1
OG0007021	XP_001946410.1	NP_001261795.1
OG0007022	XP_001946423.2	NP_650431.1
OG0007023	XP_001946427.2	NP_609607.1
OG0007024	XP_001946447.2	NP_477271.1
OG0007025	XP_001946458.1	NP_650520.1
OG0007026	XP_001946466.2	NP_001162645.1
OG0007027	XP_001946527.2	NP_649129.1
OG0007028	XP_001946546.2	NP_647901.1
OG0007029	XP_001946583.2	NP_001163639.1
OG0007030	XP_001946695.2	NP_652724.1
OG0007031	XP_001946697.2	NP_001246473.1
OG0007032	XP_001946744.2, XP_016663817.1	NP_001246256.1
OG0007033	XP_001946761.2	NP_001260200.1
OG0007034	XP_001946857.2	NP_649965.2
OG0007035	XP_001946925.1	NP_608521.1
OG0007036	XP_001946968.2	NP_477432.3
OG0007037	XP_016660647.1, XP_029342553.1	NP_001137648.1, NP_611151.1
OG0007038	XP_001947063.1	NP_611363.2
OG0007039	XP_001947092.2	NP_610292.2
OG0007040	XP_001947114.2	NP_476946.1
OG0007041	XP_001947212.1	NP_001104452.1
OG0007043	XP_001947278.2	NP_477242.1
OG0007044	XP_001947280.1	NP_648247.1
OG0007045	XP_001947310.2	NP_651182.2
OG0007046	XP_003247424.1, XP_001947358.2	NP_001261051.1
OG0007047	XP_001947417.2	NP_001033884.2
OG0007048	XP_029348026.1, XP_029348027.1, XP_008187955.2, XP_001947508.1	NP_650457.2
OG0007049	XP_001947557.2, XP_003240736.1	NP_001369036.1
OG0007050	XP_001947581.1	NP_611080.1
OG0007051	XP_001947627.2	NP_001260871.1
OG0007052	XP_001947638.1	NP_609452.1
OG0007053	XP_001947642.2	NP_001262893.1
OG0007054	XP_001947667.2	NP_001263142.1
OG0007055	XP_001947770.2	NP_001259133.1
OG0007056	XP_001947790.2	NP_001285218.1
OG0007057	XP_001947892.2	NP_610997.1
OG0007058	XP_001947913.2	NP_648787.2
OG0007059	XP_001947923.1	NP_523403.2
OG0007060	XP_001947931.2	NP_001262717.1
OG0007061	XP_001947975.1	NP_001163511.1
OG0007062	XP_001948008.1	NP_650401.1
OG0007063	XP_001948057.1	NP_611008.2
OG0007064	XP_001948131.1	NP_477039.1
OG0007065	XP_003247083.1, XP_001948136.3	NP_001285509.1
OG0007066	XP_001948151.2	NP_609058.2
OG0007067	XP_001948247.2	NP_001262000.1
OG0007068	XP_001948332.1	NP_001259972.1
OG0007070	XP_001948353.2	NP_001303376.1
OG0007071	XP_001948355.1	NP_477416.1
OG0007072	XP_001948478.1	NP_649072.1
OG0007073	XP_001948491.2	NP_001286637.1
OG0007074	XP_001948539.2	NP_573119.1
OG0007075	XP_001948551.2	NP_001097002.1
OG0007076	XP_001948566.1	NP_524757.1
OG0007077	XP_001948576.2	NP_650955.1
OG0007078	XP_001948613.1	NP_001286617.1
OG0007079	XP_001948615.1	NP_524199.1
OG0007080	XP_001948659.2	NP_610761.2
OG0007081	XP_001948716.2	NP_001261138.1
OG0007082	XP_001948723.2	NP_648944.1
OG0007083	XP_001948731.2	NP_476708.1
OG0007084	XP_001948782.1	NP_524764.1
OG0007085	XP_001948865.2	NP_524107.2
OG0007086	XP_001948871.2	NP_610928.1
OG0007087	XP_001948900.2	NP_524071.2
OG0007088	XP_001948937.1	NP_651601.1
OG0007089	XP_001949062.2	NP_001246428.1
OG0007090	XP_001949074.1	NP_001163531.1
OG0007091	XP_001949296.2	NP_650459.1
OG0007092	XP_001949304.1	NP_652063.1
OG0007093	XP_001949317.1	NP_611113.1
OG0007094	XP_001949319.1	NP_001262001.1
OG0007095	XP_001949339.2	NP_524549.1
OG0007096	XP_001949348.1	NP_001027032.1
OG0007097	XP_001949357.1	NP_001262804.1
OG0007098	XP_001949369.1	NP_001259946.1
OG0007099	XP_001949454.1	NP_610000.1
OG0007100	XP_001949468.2	NP_001162899.1
OG0007101	XP_001949481.1	NP_648819.2
OG0007102	XP_001949545.2	NP_573075.1, NP_611459.1
OG0007103	XP_001949577.1	NP_001285190.1
OG0007104	XP_001949588.1	NP_001097249.1
OG0007105	XP_001949596.2	NP_001287545.1
OG0007106	XP_001949645.1	NP_612112.1
OG0007107	XP_001949750.1	NP_650111.3
OG0007108	XP_001949864.2	NP_649777.1
OG0007109	XP_001949877.1	NP_001246599.1
OG0007110	XP_001949913.2	NP_650128.1
OG0007111	XP_001950063.1	NP_001259457.1
OG0007112	XP_001950107.2	NP_612045.1
OG0007113	XP_001950126.1	NP_001097853.1
OG0007115	XP_001950170.1	NP_725369.1
OG0007116	XP_001950189.1	NP_001027109.2
OG0007117	XP_001950200.2	NP_001262220.1
OG0007118	XP_001950215.1	NP_648205.1
OG0007119	XP_001950234.3	NP_524737.2
OG0007120	XP_001950245.2	NP_001246323.1
OG0007121	XP_001950254.2	NP_001259175.1
OG0007122	XP_001950342.2	NP_609999.2
OG0007123	XP_001950354.2	NP_001097549.1
OG0007124	XP_001950389.2	NP_001259172.1
OG0007125	XP_001950419.1	NP_001246856.1
OG0007126	XP_001950464.1	NP_001014589.1
OG0007127	XP_001950506.1	NP_609237.1
OG0007128	XP_001950534.1	NP_001259621.1
OG0007129	XP_001950641.3	NP_648489.1
OG0007130	XP_001950745.1	NP_477354.1
OG0007131	XP_001950773.1	NP_001036375.2
OG0007132	XP_001950801.2	NP_609151.2
OG0007133	XP_001950841.1	NP_996213.1
OG0007134	XP_001950907.1	NP_608525.1
OG0007135	XP_001950927.1	NP_610760.1
OG0007136	XP_001951013.1	NP_726175.3
OG0007137	XP_001951042.1	NP_524316.1
OG0007138	XP_001951061.1	NP_524364.2
OG0007139	XP_001951085.1	NP_001246108.1
OG0007140	XP_001951091.1	NP_001303371.1
OG0007141	XP_001951095.1	NP_001259148.1
OG0007142	XP_001951142.1	NP_647880.1
OG0007143	XP_001951205.1	NP_572836.1
OG0007144	XP_001951254.1	NP_652555.1
OG0007145	XP_001951262.1	NP_723789.2
OG0007146	XP_001951271.1	NP_651978.2
OG0007147	XP_001951294.2	NP_001036609.1
OG0007148	XP_001951360.1	NP_650083.1
OG0007149	XP_001951383.1	NP_650734.2
OG0007150	XP_001951476.1	NP_001189165.1
OG0007151	XP_001951482.1	NP_609490.1
OG0007152	XP_001951503.1	NP_001262729.1
OG0007153	XP_001951507.1	NP_648553.1
OG0007154	XP_001951514.1	NP_001027089.1
OG0007155	XP_001951545.1	NP_651986.2
OG0007156	XP_001951584.1	NP_650553.1
OG0007158	XP_001951716.2	NP_725476.1
OG0007159	XP_001951734.1	NP_001259934.1
OG0007160	XP_001951752.1, XP_016661744.1	NP_730600.1
OG0007161	XP_001951787.1	NP_649626.1
OG0007162	XP_001951809.1	NP_572673.1
OG0007163	XP_001951879.1	NP_728468.1
OG0007164	XP_001951891.1	NP_001303440.1
OG0007165	XP_001952015.2	NP_001285679.1
OG0007166	XP_001952072.2	NP_728573.1
OG0007168	XP_001952116.1	NP_001138001.1
OG0007169	XP_001952124.2	NP_611959.2
OG0007170	XP_001952199.1, XP_029344098.1	NP_001137876.1
OG0007171	XP_001952215.1	NP_612003.1
OG0007172	XP_001952225.1	NP_649713.1
OG0007173	XP_001952236.1	NP_652037.1
OG0007174	XP_001952242.1	NP_525105.2
OG0007175	XP_001952286.2, XP_016664855.2	NP_647995.1
OG0007176	XP_001952338.1	NP_650307.2
OG0007177	XP_001952396.1	NP_723226.1
OG0007178	XP_001952417.2	NP_001036342.1
OG0007179	XP_001952428.2	NP_001262895.1
OG0007180	XP_001952448.1	NP_001261188.1
OG0007182	XP_001952535.2	NP_523665.2
OG0007184	XP_001952573.1	NP_572576.1
OG0007185	XP_001952607.2	NP_001287558.1
OG0007187	XP_001952672.2	NP_647623.1
OG0007188	XP_001952701.1	NP_573000.1
OG0007189	XP_001952734.2	NP_001259576.1
OG0007190	XP_001952794.2	NP_611676.1
OG0007192	XP_001952805.2	NP_001259914.1
OG0007193	XP_003240961.1, XP_001952870.2	NP_001097981.1
OG0007195	XP_003240098.1	NP_511069.3
OG0007196	XP_003240259.1	NP_572710.1
OG0007197	XP_003240404.1	NP_001260166.1
OG0007198	XP_003240406.1	NP_001284938.1
OG0007199	XP_003240504.1, XP_029341428.1, XP_029341429.1	NP_524942.1
OG0007200	XP_003240510.1, XP_016658495.1	NP_648178.1
OG0007201	XP_003240664.1, XP_029347612.1	NP_001259184.1
OG0007202	XP_003240767.3	NP_524626.1
OG0007204	XP_003241417.1, XP_003244174.1	NP_476793.1
OG0007205	XP_003241532.2	NP_728621.1
OG0007206	XP_003241691.1	NP_524831.2
OG0007208	XP_003241907.1	NP_001284796.1
OG0007209	XP_003242038.1	NP_610267.2
OG0007210	XP_003242077.1	NP_001027138.2
OG0007212	XP_003242779.1	NP_477064.1
OG0007213	XP_003242987.1	NP_001260649.1
OG0007214	XP_008186828.1, XP_003243139.2	NP_476762.1
OG0007217	XP_003243528.1	NP_649573.2
OG0007219	XP_003244209.1	NP_001260144.1
OG0007220	XP_003244709.1	NP_001287225.1
OG0007222	XP_003244866.1	NP_477448.1
OG0007223	XP_003244893.1	NP_001284786.1
OG0007225	XP_003245046.1	NP_650752.2
OG0007226	XP_003245136.1	NP_524756.2
OG0007227	XP_003245207.1	NP_524535.2
OG0007228	XP_003245303.1	NP_477324.1
OG0007229	XP_003245310.1	NP_609325.2, NP_001015502.3
OG0007230	XP_003245487.1	NP_511096.2
OG0007231	XP_003245494.1	NP_477401.2
OG0007232	XP_016661289.1, XP_003245643.1	NP_511094.1
OG0007233	XP_003245762.2	NP_996087.2
OG0007234	XP_003245979.1	NP_001188596.1
OG0007235	XP_003246105.1	NP_611100.1
OG0007236	XP_003246166.1	NP_001260712.1
OG0007237	XP_003246362.1	NP_650000.1
OG0007238	XP_003246375.1, XP_016662170.1	NP_477330.1
OG0007239	XP_003246382.1	NP_001286990.1
OG0007241	XP_003246542.1	NP_649546.1
OG0007242	XP_003246575.1	NP_001162756.1
OG0007243	XP_003246737.1	NP_001286836.1
OG0007244	XP_003246803.1	NP_611422.2
OG0007245	XP_003246997.1	NP_610610.1
OG0007247	XP_003247307.1	NP_730812.3
OG0007248	XP_003247708.1	NP_651581.2
OG0007249	XP_003247842.1	NP_001259560.1
OG0007250	XP_003247907.1	NP_609790.1
OG0007251	XP_003248103.1	NP_524333.1
OG0007253	XP_008178244.1	NP_651885.1
OG0007254	XP_008178257.1, XP_029341711.1	NP_001287029.1
OG0007255	XP_008178297.1	NP_477449.1
OG0007257	XP_016656196.1, XP_008178412.2	NP_001368973.1
OG0007259	XP_008178891.1	NP_001286252.1
OG0007260	XP_008178967.1	NP_650775.2
OG0007262	XP_008179201.1	NP_001259535.1
OG0007263	XP_008179376.1	NP_001015384.1
OG0007264	XP_008179413.1	NP_001286339.1
OG0007265	XP_008179438.1	NP_659573.1
OG0007268	XP_008179660.1	NP_001287177.1
OG0007269	XP_008179881.1, XP_008179880.1	NP_001245511.1
OG0007270	XP_008180099.1	NP_001262397.1
OG0007271	XP_008180257.1	NP_524729.2
OG0007272	XP_008180331.1	NP_649658.1
OG0007273	XP_008180630.1	NP_001287617.1
