Orthogroup	Acyrthosiphon_pisum	Solenopsis_invicta
OG0005878	XP_008180667.1, NP_001155439.1	XP_025992829.1
OG0005879	NP_001155450.1	XP_011176377.1
OG0005880	NP_001155478.1	XP_011162086.1
OG0005881	NP_001155489.1	XP_011164371.1
OG0005882	XP_008183574.1, NP_001155490.1	XP_011163172.1
OG0005883	NP_001155496.1	XP_011167740.1
OG0005884	NP_001155525.1, XP_008185681.1	XP_011173074.1
OG0005885	NP_001155540.1	XP_025988915.2
OG0005886	NP_001155545.1	XP_011165227.1
OG0005887	NP_001155555.1	XP_011160729.1
OG0005888	NP_001155564.1	XP_011170133.1
OG0005889	NP_001155568.1	XP_011175582.1
OG0005890	XP_016660060.1, NP_001155570.1	XP_011161081.1
OG0005891	NP_001155575.1	XP_011164372.1
OG0005892	NP_001155584.1, NP_001155753.1	XP_011167437.2
OG0005893	NP_001155608.1	XP_025996214.1
OG0005894	NP_001155609.1	XP_011166362.1
OG0005895	XP_008178787.1, NP_001155618.1	XP_011160841.1
OG0005896	NP_001155623.1	NP_001291528.1
OG0005897	NP_001155627.1	XP_011161627.1
OG0005898	NP_001155631.1	XP_011157138.1
OG0005899	NP_001155645.1	XP_011175114.1
OG0005900	NP_001155647.1	XP_011166184.1
OG0005901	NP_001155651.1	XP_011159498.2
OG0005902	NP_001155653.1	XP_011163131.2
OG0005903	NP_001155664.1	XP_011167410.1
OG0005904	XP_029343924.1, NP_001155689.1	XP_011165549.1
OG0005905	NP_001155690.1	XP_011176026.1
OG0005906	XP_029344789.1, NP_001155700.1	XP_011169865.1
OG0005907	NP_001156236.1, NP_001155710.1	XP_011157844.1
OG0005908	XP_016663936.1, NP_001155715.1	XP_011158600.1
OG0005909	NP_001155721.1	XP_011156456.1
OG0005910	XP_008186522.1, NP_001155729.1	XP_011167826.1
OG0005911	XP_003246769.1, NP_001155741.1	XP_011170015.1
OG0005912	NP_001155744.1	XP_011166257.1
OG0005913	XP_001952365.1, NP_001155754.1	XP_011173604.1
OG0005914	XP_008180671.1, NP_001155762.1	XP_011160265.1
OG0005915	NP_001155780.1, XP_008183929.1	XP_011160156.1, XP_011160157.1
OG0005916	NP_001155781.1	XP_025988306.1
OG0005917	NP_001155803.1	XP_011156363.1
OG0005918	NP_001155805.1	XP_011168251.1
OG0005919	NP_001155812.1, XP_001943852.1	XP_025994718.1
OG0005920	NP_001155823.1	XP_011171193.1
OG0005921	NP_001155830.1, XP_008188010.1	XP_011168607.1
OG0005922	NP_001155921.1	XP_011156449.1
OG0005923	NP_001155927.1	XP_011175920.1
OG0005924	NP_001155942.1, XP_001947024.2	XP_011168767.1
OG0005925	NP_001156050.1	XP_039303796.1
OG0005926	XP_001945424.1, XP_008187178.1, NP_001156055.1	XP_025992920.1
OG0005927	NP_001156082.1	XP_011170092.1
OG0005928	NP_001156086.1	XP_025993462.1
OG0005929	NP_001156111.1, XP_003248911.1	XP_011170426.1
OG0005930	NP_001156128.1	XP_011156101.1
OG0005931	NP_001156132.1	XP_011166307.1
OG0005932	NP_001156147.1	XP_011170103.1
OG0005933	NP_001156169.1	XP_011176383.1
OG0005934	NP_001156181.1	XP_011157438.1
OG0005935	NP_001156187.1	XP_011162212.2
OG0005936	NP_001156190.1	XP_039305805.1
OG0005937	NP_001156196.1, NP_001280433.1	XP_011170130.1
OG0005938	NP_001156198.1, XP_008182088.1	XP_011165370.1
OG0005939	NP_001156208.1	XP_011160925.1
OG0005940	NP_001156228.1	XP_011171586.1
OG0005941	NP_001156230.1	XP_011167456.1
OG0005942	NP_001156235.1	XP_011165124.1
OG0005943	NP_001156249.1, XP_008187390.1	XP_011155870.1
OG0005944	NP_001156260.1	XP_011175830.1
OG0005945	NP_001156261.1, XP_008185713.1	XP_039308765.1
OG0005946	NP_001156262.1	XP_011158029.1
OG0005947	NP_001156272.1, XP_008184373.1	XP_011172389.1
OG0005948	NP_001156286.1	XP_011163942.1
OG0005949	NP_001156436.1	XP_025994843.1
OG0005950	NP_001156457.1	XP_025988600.2
OG0005951	NP_001156458.1	XP_011160526.1
OG0005952	NP_001156604.1	XP_011165625.1
OG0005953	XP_016657025.1, NP_001156676.1	XP_039307066.1
OG0005954	NP_001156841.1, XP_029342006.1	XP_011162210.2, XP_039301719.1
OG0005955	NP_001162106.1	XP_011172129.1
OG0005956	NP_001165436.1, XP_003246548.1	XP_011161239.1
OG0005958	NP_001191853.1	XP_011171191.1
OG0005959	NP_001191889.1	XP_011171047.1
OG0005960	NP_001191921.1	XP_011172884.1
OG0005961	NP_001191929.1	XP_011162329.1
OG0005962	NP_001191942.1	XP_025987702.2
OG0005963	NP_001191944.1	XP_011171970.1
OG0005964	NP_001191951.1, XP_016661162.1	XP_011173645.1
OG0005965	NP_001192095.1, NP_001192094.1	XP_011175539.2
OG0005966	NP_001229570.1	XP_011175205.1
OG0005967	NP_001232938.1, XP_008179279.1	XP_011167055.1
OG0005968	NP_001232974.1	XP_011172489.1
OG0005969	NP_001232976.1, XP_029344769.1	XP_011167270.2
OG0005970	NP_001232986.1, XP_008186571.1	XP_011175566.2
OG0005972	NP_001233010.1, XP_029342008.1	XP_011156296.2
OG0005973	NP_001233071.1	XP_011155948.1
OG0005974	NP_001233076.1	XP_025995937.1
OG0005975	NP_001233078.1	XP_011172302.1
OG0005976	NP_001233089.1	XP_011157754.1
OG0005977	NP_001233097.1	XP_011166849.1
OG0005978	NP_001233120.1, XP_016657692.1	XP_011163169.1
OG0005979	NP_001280255.1	XP_011168312.1
OG0005980	NP_001280256.1	XP_011176265.1
OG0005981	NP_001280259.1	NP_001291517.1
OG0005982	XP_008187894.1, NP_001280284.1	XP_011173221.1
OG0005983	NP_001280302.1	XP_011164374.1
OG0005984	NP_001280316.1, XP_001951901.2	XP_039311666.1
OG0005985	XP_016658303.1, NP_001280319.1	XP_011156583.1
OG0005986	XP_008187009.1, NP_001280335.1	XP_011165697.1
OG0005987	NP_001280341.1, XP_029341887.1, XP_001945194.2	XP_011156161.1
OG0005988	XP_001946901.1, NP_001280342.1	XP_011176017.2
OG0005989	NP_001280352.1	XP_011163611.2
OG0005990	NP_001280358.1	XP_011157796.1
OG0005991	NP_001280381.1	XP_011164749.1
OG0005992	NP_001280395.1, XP_029346882.1	XP_039313602.1
OG0005993	NP_001280414.1, XP_008187414.1	XP_039313675.1
OG0005994	NP_001280420.1	XP_011158118.1
OG0005995	XP_016663205.1, NP_001280430.1	XP_011163816.1
OG0005996	XP_008181412.1, NP_001280449.1	XP_011164836.1, XP_011164837.1
OG0005997	NP_001280453.1	XP_011172775.1
OG0005998	NP_001280474.1, XP_001945013.2	XP_011156055.1
OG0005999	NP_001280477.1	XP_011158306.1
OG0006000	NP_001280485.1	XP_011159110.1
OG0006001	NP_001313549.1	XP_011165352.1
OG0006002	NP_001313554.1	XP_011164427.1
OG0006003	NP_001313565.1	XP_011164893.1
OG0006004	NP_001313570.1	XP_025996365.1
OG0006005	NP_001313593.1	XP_039307047.1
OG0006006	XP_001942534.1	XP_011171030.1
OG0006007	XP_001942573.2	XP_011173480.1
OG0006008	XP_001942592.2	XP_011161272.1
OG0006009	XP_001942663.1	XP_011176287.1
OG0006010	XP_001942728.1	XP_011160408.2
OG0006011	XP_001942737.1	XP_011167393.1
OG0006012	XP_001942745.1	XP_025987893.1
OG0006013	XP_001942746.2	XP_011167084.2
OG0006014	XP_003245638.1, XP_001942748.2	XP_011156588.1
OG0006015	XP_001942780.2	XP_011155583.1
OG0006016	XP_001942818.2	XP_011170713.2
OG0006017	XP_001942820.2	XP_011169442.1
OG0006018	XP_001942832.2	XP_039303549.1
OG0006019	XP_001942851.3, XP_029345849.1	XP_011157387.1
OG0006020	XP_001942885.1	XP_011164328.1
OG0006021	XP_001942890.2	XP_011164651.2
OG0006022	XP_001942914.1	XP_011171146.2
OG0006023	XP_001942922.1, XP_008182860.1	XP_025988659.1
OG0006024	XP_001942930.2	XP_011161165.1
OG0006025	XP_001942943.2	XP_011176245.1
OG0006026	XP_001942955.2	XP_039305923.1, XP_011161349.2
OG0006027	XP_001942957.2	XP_011172718.1
OG0006028	XP_001942969.2	XP_025988921.1
OG0006029	XP_001943012.2	XP_025986040.1
OG0006030	XP_001943013.2	XP_011164189.1
OG0006031	XP_001943017.2	XP_039306472.1
OG0006032	XP_001943051.1	XP_011167068.1, XP_039312293.1
OG0006033	XP_001943111.1	XP_025991735.1
OG0006034	XP_001943122.1	XP_011168405.1
OG0006035	XP_001943152.1	XP_011173229.2
OG0006036	XP_001943219.2	XP_011165774.1
OG0006037	XP_001943223.1	XP_039310711.1
OG0006038	XP_001943231.1	XP_025988113.1
OG0006039	XP_001943272.1	XP_011165632.2
OG0006040	XP_001943293.1	XP_011155826.1
OG0006042	XP_001943338.2	XP_011160627.1
OG0006043	XP_001943365.2	XP_011169055.1
OG0006044	XP_001943401.2	XP_025986878.1
OG0006045	XP_001943407.1, XP_008185132.1	XP_039309184.1
OG0006046	XP_003243863.1, XP_001943453.2	XP_011170095.1
OG0006047	XP_001943489.1	XP_025993790.1
OG0006048	XP_001943558.3	XP_039308934.1
OG0006049	XP_001943651.2	XP_025993179.1, XP_039313301.1
OG0006050	XP_001943653.1	XP_039302714.1
OG0006051	XP_001946500.2, XP_001943674.1	XP_039304691.1
OG0006052	XP_001943727.1	XP_011167349.2
OG0006053	XP_001943731.2	XP_025991723.1
OG0006054	XP_001943765.1	XP_011175556.1, XP_011175555.1
OG0006055	XP_001943831.2	XP_011165820.1
OG0006056	XP_001943840.2	XP_011166206.1
OG0006057	XP_001943846.2, XP_003248904.2	XP_011162542.1
OG0006058	XP_001943886.1	XP_011159522.1
OG0006059	XP_001943895.2	XP_025995414.1
OG0006060	XP_001943933.2	XP_025994464.1
OG0006061	XP_001943966.2	XP_025986211.1, XP_011156524.1
OG0006062	XP_001943983.1	XP_025995240.1
OG0006063	XP_001944025.1	XP_011155313.2
OG0006064	XP_001944044.1	XP_011171793.1
OG0006065	XP_001944107.2	XP_039313502.1
OG0006066	XP_001944113.1	XP_039308359.1
OG0006067	XP_001944116.1	XP_011166565.2
OG0006068	XP_008179861.1, XP_016657351.1, XP_001944237.1	XP_011160239.1
OG0006069	XP_001944272.2, XP_003247238.1	XP_039307352.1
OG0006070	XP_001944291.2	XP_011163624.2
OG0006071	XP_001944307.2	XP_011168394.1
OG0006072	XP_001944318.1	XP_011174576.1, XP_011174582.1
OG0006073	XP_001944319.2	XP_011158768.1
OG0006074	XP_008189617.1, XP_001944385.1	XP_011173522.1
OG0006075	XP_001944489.1	XP_011162976.1
OG0006076	XP_016657449.1, XP_001944509.2	XP_011165784.1
OG0006077	XP_001944540.1	XP_011168067.1
OG0006078	XP_001944546.2	XP_039305505.1
OG0006079	XP_001944560.1, XP_029344372.1	XP_011159252.1
OG0006080	XP_001944611.1	XP_011168450.1
OG0006081	XP_001944615.3	XP_011158535.1
OG0006082	XP_001944638.1, XP_001946818.1	XP_011159658.1
OG0006083	XP_001944695.1	XP_011175858.1
OG0006084	XP_001944722.2	XP_039312004.1
OG0006085	XP_001944743.2	XP_039305034.1
OG0006086	XP_001944795.1	XP_011176156.1
OG0006087	XP_001944891.1	XP_011165618.2
OG0006088	XP_001944944.1	XP_011173348.1
OG0006089	XP_001944971.1, XP_016658301.1	XP_011160321.2
OG0006090	XP_001944973.1	XP_011165546.1
OG0006091	XP_001944977.1	XP_039314075.1
OG0006092	XP_001944986.2	XP_011171984.1
OG0006093	XP_001945086.1	XP_039310518.1, XP_025987410.1
OG0006094	XP_001945091.2, XP_008183120.1	XP_011165722.1
OG0006095	XP_001945092.1	XP_011172304.1
OG0006096	XP_001945125.2	XP_011157882.2
OG0006097	XP_001945177.2	XP_011168533.1
OG0006098	XP_001945184.2	XP_011162569.1
OG0006099	XP_016660591.1, XP_001945193.2	XP_011171158.1
OG0006100	XP_001945247.1	XP_011167844.1
OG0006101	XP_001945259.1	XP_039302178.1
OG0006102	XP_001945260.2	XP_025988242.1
OG0006103	XP_001945286.2	XP_011160229.1
OG0006104	XP_001945295.1	XP_011165718.1
OG0006105	XP_001945306.2	XP_011158920.1
OG0006106	XP_001945316.1	XP_011166635.2
OG0006107	XP_001945391.2	XP_011159533.1
OG0006108	XP_001945415.1	XP_011171147.1
OG0006110	XP_001945450.1, XP_003248783.2	XP_011161804.1
OG0006111	XP_001945496.2	XP_011169430.1
OG0006112	XP_001945531.2	XP_039309276.1
OG0006113	XP_001945591.2	XP_011156505.1
OG0006114	XP_001945602.1	XP_011173100.1
OG0006115	XP_001945617.1	XP_011170067.1
OG0006116	XP_001945628.2	XP_011163420.2
OG0006117	XP_001945631.2	XP_011158738.2
OG0006118	XP_001945645.2	XP_039312567.1
OG0006119	XP_029346628.1, XP_001945655.1	XP_011170329.1
OG0006120	XP_001945659.2	XP_025996085.1
OG0006121	XP_001945688.2	XP_025992613.1
OG0006122	XP_001945753.2, XP_001948811.1	XP_025994956.1, XP_039312000.1, XP_039309561.1
OG0006123	XP_001945771.1	XP_011159748.1
OG0006124	XP_001945803.2	XP_039310467.1, XP_011162739.1
OG0006125	XP_001945873.1	XP_011172397.1
OG0006126	XP_001945885.1	XP_025994543.1
OG0006127	XP_001945887.2	XP_011163050.1
OG0006128	XP_008181998.1, XP_001945913.1	XP_025994037.1
OG0006129	XP_001945932.2, XP_016661485.1	XP_025994930.1, XP_025994929.1
OG0006130	XP_001945945.1	XP_011170376.1
OG0006131	XP_001945995.1	XP_011163779.1
OG0006132	XP_029344348.1, XP_001946001.2, XP_016658427.1	XP_011162493.1
OG0006133	XP_001946006.2	XP_011167116.1
OG0006134	XP_001946016.2	XP_025990523.1
OG0006135	XP_001951702.2, XP_001946049.2	XP_011169729.1
OG0006136	XP_001946064.2	XP_039311458.1, XP_011163306.2
OG0006137	XP_001946086.1	XP_011160105.1
OG0006138	XP_001946120.3, XP_008182784.3	XP_025986066.1
OG0006139	XP_001946136.1	XP_025995369.2
OG0006140	XP_001946141.1	XP_011155361.1
OG0006141	XP_001948721.1, XP_001946187.1	XP_011166854.1
OG0006142	XP_001946196.1	XP_011163391.1
OG0006143	XP_001946235.2	XP_011172799.2
OG0006144	XP_016661387.1, XP_001946260.2	XP_039308428.1
OG0006145	XP_001946335.1	XP_011169165.1
OG0006146	XP_001946386.2	XP_039306170.1, XP_039306172.1, XP_039306171.1
OG0006147	XP_001946510.1	XP_011165817.2
OG0006149	XP_001946641.1	XP_011160313.2
OG0006150	XP_001946664.2	XP_011167709.1
OG0006151	XP_001946721.2	XP_039302010.1
OG0006152	XP_001946751.1	XP_011159142.1
OG0006153	XP_001946781.1	XP_011168149.1
OG0006154	XP_001946824.2	XP_011160716.1
OG0006155	XP_008181592.1, XP_029341658.1, XP_001946855.2	XP_011173363.2
OG0006156	XP_001946877.1	XP_011169176.2
OG0006157	XP_001946888.1	XP_039312301.1
OG0006158	XP_001946891.2	XP_011155413.1
OG0006159	XP_001946893.2	XP_011162611.2
OG0006160	XP_001946926.1, XP_016659077.1	XP_025989163.1
OG0006161	XP_001946946.1, XP_001947929.1	XP_025995314.1
OG0006162	XP_016659324.1, XP_001946989.2	XP_011163387.1
OG0006163	XP_001946995.1	XP_011173581.1
OG0006164	XP_016660452.1, XP_001947006.2	XP_025988672.1
OG0006165	XP_001947011.2	XP_011168627.1
OG0006166	XP_001947029.1	XP_011172966.1
OG0006167	XP_001947067.2	XP_011161981.1
OG0006168	XP_001947113.1	XP_011165085.2
OG0006169	XP_003245500.1, XP_001947124.2	XP_011158460.1
OG0006170	XP_001947127.1	XP_011169535.1
OG0006171	XP_001947142.1	XP_011159897.1
OG0006172	XP_001947201.2	XP_011168632.1
OG0006173	XP_001947233.2	XP_011163965.1
OG0006174	XP_001947263.4	XP_011174406.1
OG0006175	XP_001947291.1	XP_011169280.1
OG0006176	XP_001947303.2, XP_008183197.1	XP_039308546.1
OG0006177	XP_016659891.1, XP_001947314.2	XP_025990678.2
OG0006178	XP_001947330.2	XP_025992396.1
OG0006179	XP_001947367.2	XP_011158736.1
OG0006180	XP_001947406.2	XP_011157866.3
OG0006181	XP_008179930.1, XP_001947431.2	XP_011166773.1
OG0006182	XP_001947448.1	XP_011171176.1
OG0006183	XP_001947449.1	XP_025990321.1, XP_025990320.1
OG0006184	XP_001947458.1	XP_011173729.1
OG0006185	XP_001947527.1	XP_039301726.1
OG0006186	XP_001947613.1, XP_008182530.1	XP_011168634.1
OG0006187	XP_001947621.1	XP_011156894.1
OG0006188	XP_001947663.2	XP_011170332.1
OG0006189	XP_001947685.1	XP_011172988.3
OG0006191	XP_001947742.1	XP_039306002.1
OG0006192	XP_001947849.1	XP_011157681.2
OG0006193	XP_001947942.2	XP_025987430.1
OG0006194	XP_001948002.2	XP_039306154.1
OG0006195	XP_001948073.1	XP_011162609.1
OG0006196	XP_001948080.1	XP_011156248.1
OG0006197	XP_001948129.1	XP_011176162.1
OG0006198	XP_001948160.1	XP_011156485.1
OG0006199	XP_001948180.1	XP_011167221.1
OG0006200	XP_001948203.1	XP_011159705.1
OG0006201	XP_001948245.2	XP_011173131.1
OG0006202	XP_001948281.1	XP_011169448.1
OG0006203	XP_001948296.1	XP_011163135.1
OG0006204	XP_001948330.1	XP_039310697.1
OG0006205	XP_001948334.1	XP_025988237.1
OG0006206	XP_001948347.4, XP_029341439.1	XP_025991531.1
OG0006207	XP_001948376.1	XP_011161116.1
OG0006208	XP_001948390.2	XP_039314105.1
OG0006209	XP_001948392.1	XP_011167993.1, XP_011167994.1
OG0006210	XP_029347879.1, XP_001948404.3	XP_011158107.1
OG0006211	XP_001948412.2	XP_039305916.1
OG0006212	XP_029341163.1, XP_001948436.1	XP_011162403.1
OG0006213	XP_001948459.1	XP_039306550.1
OG0006214	XP_001948484.2	XP_011162722.1, XP_025987344.1, XP_011162725.1, XP_011162724.1
OG0006215	XP_001948503.1	XP_011155339.1
OG0006216	XP_001948537.1	XP_039311010.1
OG0006217	XP_001948634.1	XP_011157550.2
OG0006218	XP_001948686.1	XP_025997518.1, XP_039308569.1
OG0006219	XP_001948697.1	XP_011157843.1
OG0006220	XP_001948759.1	XP_025996575.1, XP_011170593.1
OG0006221	XP_001948771.2	XP_011176277.1
OG0006222	XP_001948776.2	XP_039306047.1
OG0006223	XP_001948833.3	XP_025994515.1
OG0006224	XP_001948884.1	XP_011163148.1
OG0006225	XP_001948962.1	XP_025991393.1
OG0006226	XP_001948971.2	XP_039313658.1
OG0006227	XP_008184822.1, XP_001949023.2	XP_039308623.1, XP_011155424.1, XP_011155423.1, XP_039308624.1
OG0006228	XP_001949024.1	XP_011160594.1
OG0006229	XP_001949027.1	XP_011168759.2
OG0006230	XP_001949038.1	XP_011161223.1
OG0006231	XP_001949040.2	XP_025988225.1
OG0006232	XP_001949082.2	XP_025994187.1
OG0006233	XP_001949083.2	XP_025987942.1
OG0006234	XP_001949102.3	XP_039313101.1
OG0006236	XP_001949187.1	XP_011156197.2
OG0006237	XP_001949199.2	XP_011155472.1
OG0006238	XP_001949207.2	XP_011160699.1
OG0006239	XP_001949209.1	XP_011158422.1, XP_011158423.1
OG0006240	XP_001949216.2	XP_011172981.2
OG0006241	XP_001949235.1, XP_003248530.3	XP_011166394.1
OG0006242	XP_001949236.2	XP_011165005.1
OG0006243	XP_001949241.1	XP_011156649.1
OG0006244	XP_001949265.2	XP_011167567.1
OG0006245	XP_001949377.2	XP_039306409.1
OG0006246	XP_001949387.1	XP_011174382.1
OG0006247	XP_001949408.1, XP_003243065.1	XP_039303232.1
OG0006248	XP_001949435.1	XP_011173687.1
OG0006249	XP_001949439.2	XP_011166123.1
OG0006250	XP_001949441.1	XP_011176009.1
OG0006251	XP_001949456.1	XP_039311927.1
OG0006252	XP_001949483.1	XP_011166784.2
OG0006253	XP_001949524.2	XP_025990380.2
OG0006254	XP_001949533.1, XP_029346613.1	XP_025987041.1
OG0006255	XP_016660229.1, XP_001949552.1	XP_011157618.2
OG0006256	XP_001949607.2	XP_039313590.1
OG0006257	XP_001949629.1	XP_011169204.1
OG0006258	XP_001949685.1	XP_011166218.1
OG0006259	XP_001949748.1, XP_001949723.3	XP_011162659.1
OG0006260	XP_001949727.1	XP_011161716.1
OG0006261	XP_001949755.1	XP_039314514.1
OG0006262	XP_001949810.1	XP_011173042.1
OG0006263	XP_001949840.1	XP_011156179.1
OG0006264	XP_001949841.2	XP_011159689.1
OG0006265	XP_001949885.1	XP_011167673.1
OG0006266	XP_001949958.1	XP_025996207.1
OG0006267	XP_001950033.1, XP_029344349.1	XP_011155670.1
OG0006268	XP_001950058.1	XP_011163701.1
OG0006269	XP_001950092.2	XP_011168121.1
OG0006270	XP_001950093.1	XP_025987891.1, XP_025987890.1
OG0006271	XP_001950124.1	XP_011172316.1
OG0006272	XP_001950125.2	XP_011173500.1
OG0006273	XP_001950148.1	XP_011174918.1
OG0006274	XP_001950169.1	XP_011163594.1
OG0006275	XP_001950193.1	XP_011165086.1
OG0006276	XP_001950272.2	XP_011157194.1
OG0006277	XP_001950344.1	XP_011159165.1
OG0006278	XP_001950345.1	XP_011160155.1
OG0006279	XP_016657723.1, XP_001950381.1	XP_011160201.1
OG0006280	XP_001950483.2	XP_011176402.1
OG0006281	XP_001950560.1	XP_011162518.1
OG0006282	XP_001950604.2	XP_011166235.1
OG0006283	XP_001950632.1	XP_011173642.2
OG0006284	XP_001950636.1	XP_011155959.1
OG0006285	XP_001950639.2	XP_025994447.1
OG0006286	XP_008188226.1, XP_001950666.2	XP_011156205.1
OG0006287	XP_016658909.1, XP_001950708.1	XP_011161183.1
OG0006288	XP_001950738.2	XP_011168129.2
OG0006289	XP_001950750.1, XP_008182503.1	XP_011172790.1
OG0006290	XP_001950783.1, XP_001950840.1, XP_016657239.1	XP_011165749.1
OG0006291	XP_001950796.1	XP_011158787.1
OG0006292	XP_001950808.1	XP_011168319.1
OG0006293	XP_001950809.2	XP_011165561.1
OG0006294	XP_001950826.2	XP_039314617.1
OG0006295	XP_001950893.1	XP_011159083.1
OG0006296	XP_001950979.1	XP_039306613.1
OG0006297	XP_001950995.1	XP_039302408.1, XP_039302409.1
OG0006298	XP_001951023.1	XP_011161867.1
OG0006299	XP_001951027.2	XP_011176252.2
OG0006300	XP_001951041.1	XP_011158036.2
OG0006301	XP_001951052.2	XP_011166030.1
OG0006302	XP_001951109.1	XP_011166612.2
OG0006303	XP_001951140.2	XP_011158109.2
OG0006304	XP_029346145.1, XP_001951193.1	XP_025993429.2
OG0006305	XP_001951196.2	XP_025995916.1
OG0006306	XP_001951228.1, XP_029347040.1	XP_011175515.1
OG0006307	XP_001951240.1	XP_011161694.1
OG0006308	XP_001951256.2	XP_025988745.1
OG0006309	XP_001951269.1, XP_003243126.2	XP_011173347.1
OG0006310	XP_001951275.2	XP_011161274.1
OG0006311	XP_001951283.1	XP_011156512.1
OG0006312	XP_016661943.1, XP_001951404.1	XP_011166482.1
OG0006313	XP_001951431.1	XP_011165462.1
OG0006314	XP_001951508.2	XP_025993751.2
OG0006315	XP_001951525.1, XP_029341147.1	XP_011155696.1
OG0006316	XP_001951564.1	XP_011160310.1
OG0006317	XP_001951589.1	XP_039308357.1
OG0006318	XP_001951599.1	XP_025988776.1, XP_025988774.1
OG0006319	XP_001951746.1	XP_011164592.1
OG0006320	XP_001951847.1	XP_025987959.1
OG0006321	XP_001951856.1, XP_003242069.1	XP_039314957.1, XP_011156761.1
OG0006322	XP_001951872.1	XP_025993394.1
OG0006323	XP_001951873.2	XP_011165742.1
OG0006324	XP_001951881.2, XP_029341267.1	XP_011169417.1
OG0006325	XP_001951913.1	XP_025987957.1
OG0006326	XP_001952046.2	XP_039307389.1
OG0006327	XP_001952114.1	XP_011172443.1
OG0006328	XP_001952178.1	XP_011157198.1, XP_039312666.1
OG0006329	XP_001952191.1	XP_039315119.1
OG0006330	XP_001952205.1	XP_039306708.1, XP_011157375.1
OG0006331	XP_001952207.3	XP_011160870.1
OG0006332	XP_001952310.1	XP_011167833.1
OG0006333	XP_001952313.2	XP_011173378.1
OG0006334	XP_001952329.1	XP_039305051.1
OG0006335	XP_001952339.1	XP_011162110.1, XP_011162111.1
OG0006336	XP_001952356.2, XP_008184405.1	XP_011166816.2
OG0006337	XP_001952443.1	XP_011176127.1
OG0006338	XP_001952515.3	XP_011155902.1
OG0006339	XP_001952568.2	XP_011158935.2
OG0006340	XP_001952603.2	XP_011163053.1, XP_011163054.1
OG0006341	XP_029347280.1, XP_001952631.1, XP_029345837.1	XP_011160510.2
OG0006343	XP_001952649.2	XP_039306294.1
OG0006344	XP_001952671.2	XP_011170959.2
OG0006345	XP_001952750.2, XP_003247754.1	XP_011157770.2
OG0006346	XP_001952785.1, XP_008187347.1	XP_011172792.2
OG0006347	XP_001952801.1	XP_011157665.1
OG0006348	XP_001952823.2	XP_011161132.2
OG0006349	XP_001952837.2	XP_011175880.2
OG0006350	XP_001952840.2	XP_011164285.1
OG0006351	XP_001952856.2	XP_011162279.2
OG0006352	XP_003240026.1	XP_025991780.2
OG0006353	XP_003240136.1	XP_011175121.1
OG0006355	XP_008186816.1, XP_003240695.1	XP_011175808.1
OG0006356	XP_003240876.1	XP_011162445.1
OG0006357	XP_008179083.1, XP_003240911.3	XP_039313737.1
OG0006358	XP_008183288.1, XP_003240955.1	XP_011168267.1
OG0006359	XP_003241149.1	XP_039302649.1
OG0006360	XP_003241191.1, XP_029347708.1	XP_011162422.1
OG0006361	XP_003241237.1	XP_039315250.1, XP_011157368.1
OG0006362	XP_003241317.1	XP_011175475.1
OG0006363	XP_003241486.1	XP_039309239.1, XP_025989070.1
OG0006364	XP_003241670.1	XP_011171085.2
OG0006365	XP_003241759.1	XP_039310825.1
OG0006366	XP_003241877.1, XP_029342416.1	XP_011164505.1
OG0006367	XP_003241888.1	XP_039306671.1
OG0006368	XP_003241894.1	XP_011161308.1
OG0006369	XP_003242010.1	XP_011162480.1
OG0006370	XP_003242244.1	XP_039305116.1
OG0006371	XP_003242252.1, XP_003242253.1	XP_011158093.2
OG0006372	XP_003242379.1	XP_011167816.2
OG0006373	XP_003242448.1	XP_025993512.1, XP_011161532.1
OG0006374	XP_003242697.1	XP_011162474.1
OG0006375	XP_003242764.1	XP_011165661.1
OG0006376	XP_003242846.1	XP_011166466.2
OG0006377	XP_003243116.1	XP_011160243.2
OG0006378	XP_003243368.1	XP_039307005.1
OG0006379	XP_003243625.1	XP_039308298.1
OG0006380	XP_003243641.2	XP_039309417.1, XP_011157044.2
OG0006381	XP_003243749.1	XP_011157486.1
OG0006382	XP_003243802.1	XP_039312145.1
OG0006383	XP_003244015.1	XP_011163954.1
OG0006384	XP_003244062.1	XP_039307904.1
OG0006385	XP_003244090.1	XP_025992690.2
OG0006386	XP_003244104.2	XP_011158632.1, XP_025989278.1
OG0006387	XP_003244136.1	XP_025987305.2, XP_039314990.1
OG0006388	XP_003244213.1	XP_011164525.1
OG0006389	XP_003244454.1	XP_011163786.1
OG0006390	XP_003244558.1	XP_011155586.2
OG0006391	XP_003244597.1	XP_011159956.1
OG0006392	XP_003244666.1	XP_011168308.1
OG0006393	XP_003244712.1	XP_011176011.1
OG0006394	XP_003244745.1	XP_011172776.3
OG0006395	XP_003244825.1	XP_025993375.1
OG0006396	XP_003244927.1	XP_011163073.3
OG0006397	XP_008183846.1, XP_003245057.1	XP_011161980.2
OG0006398	XP_003245088.1	XP_011161073.1
OG0006399	XP_003245128.1	XP_025988199.1
OG0006400	XP_003245193.1, XP_029342087.1	XP_039308222.1
OG0006401	XP_003245335.1	XP_039310014.1
OG0006402	XP_016660961.1, XP_003245407.1, XP_029342591.1	XP_039311066.1
OG0006403	XP_003245438.1	XP_025996949.1
OG0006404	XP_003245526.1, XP_029344215.1	XP_039315645.1
