Orthogroup	Acyrthosiphon_pisum	Dufourea_novaeangliae
OG0005375	XP_001950405.2	XP_015435167.1
OG0005376	XP_001950425.1	XP_015429837.1
OG0005377	XP_001950462.2	XP_015435748.1
OG0005378	XP_001950527.2	XP_015434057.1
OG0005379	XP_001950542.1	XP_015429854.1
OG0005380	XP_001950547.2	XP_015438812.1
OG0005381	XP_001950579.2	XP_015433241.1
OG0005382	XP_001950676.2	XP_015433634.1
OG0005383	XP_001950688.1	XP_015432225.1
OG0005384	XP_001950705.1	XP_015439017.1
OG0005385	XP_001950711.1	XP_015434255.1
OG0005386	XP_001950717.1	XP_015435204.1
OG0005387	XP_029341643.1, XP_001950772.1	XP_015430712.1
OG0005388	XP_001950887.1	XP_015434735.1
OG0005389	XP_001950968.1	XP_015437737.1
OG0005390	XP_001950973.1	XP_015430737.1
OG0005391	XP_001951056.1	XP_015438202.1
OG0005392	XP_001951138.3	XP_015432491.1
OG0005393	XP_001951255.1	XP_015430013.1
OG0005394	XP_029343861.1, XP_016662621.1, XP_001951259.2	XP_015438425.1
OG0005395	XP_001951331.1, XP_008183749.1	XP_015440125.1
OG0005396	XP_001951379.2	XP_015435114.1
OG0005397	XP_001951407.2, XP_008189401.1	XP_015438276.1
OG0005398	XP_001951408.1	XP_015436018.1
OG0005399	XP_001951480.1	XP_015428948.1
OG0005400	XP_001951493.1	XP_015437948.1
OG0005401	XP_001951494.1	XP_015437683.1
OG0005402	XP_008186390.1, XP_001951495.1	XP_015432494.1
OG0005403	XP_001951515.1	XP_015433784.1
OG0005404	XP_001951527.2	XP_015429153.1
OG0005405	XP_001951552.1, XP_008188007.1, XP_008188008.1	XP_015430364.1
OG0005406	XP_001951596.1	XP_015430579.1
OG0005407	XP_001951667.1	XP_015429398.1
OG0005408	XP_008182888.1, XP_003248997.1, XP_001951694.2	XP_015432890.1
OG0005409	XP_001951709.2	XP_015430797.1
OG0005410	XP_001951735.1, XP_008183004.1	XP_015432752.1
OG0005411	XP_001951759.1, XP_008185033.1	XP_015437829.1
OG0005412	XP_003242270.1, XP_001951781.1, XP_008179762.1	XP_015434963.1
OG0005413	XP_001951805.1, XP_029347114.1	XP_015430881.1
OG0005414	XP_001951837.1	XP_015434763.1
OG0005415	XP_001951867.1	XP_015436075.1
OG0005416	XP_001951884.1	XP_015430329.1
OG0005417	XP_008189092.1, XP_001951892.1	XP_015436518.1
OG0005418	XP_001951907.1	XP_015432132.1
OG0005419	XP_001951946.1	XP_015436582.1
OG0005420	XP_001951984.1	XP_015431852.1
OG0005421	XP_001952094.1, XP_008187947.1	XP_015439401.1
OG0005422	XP_001952103.1	XP_015429994.1
OG0005423	XP_001952119.1	XP_015439433.1, XP_015439432.1
OG0005424	XP_001952145.1	XP_015429161.1
OG0005425	XP_001952203.2	XP_015435734.1, XP_015435750.1
OG0005426	XP_001952209.1	XP_015438639.1
OG0005427	XP_001952337.1	XP_015438754.1
OG0005428	XP_001952343.2	XP_015431912.1
OG0005429	XP_001952408.1	XP_015429102.1
OG0005430	XP_001952475.1	XP_015433253.1
OG0005431	XP_001952503.2	XP_015437652.1
OG0005432	XP_001952514.1	XP_015430780.1
OG0005433	XP_001952532.2	XP_015429179.1
OG0005434	XP_001952537.1	XP_015438631.1
OG0005435	XP_001952541.1	XP_015435284.1
OG0005436	XP_001952556.1	XP_015438028.1
OG0005437	XP_029341330.1, XP_001952644.2	XP_015435530.1
OG0005438	XP_001952800.2, XP_008189925.1, XP_029346286.1	XP_015429488.1
OG0005439	XP_001952827.2	XP_015431775.1
OG0005440	XP_001952841.2	XP_015434845.1
OG0005441	XP_001952847.1	XP_015436311.1
OG0005442	XP_001952861.2	XP_015428910.1
OG0005443	XP_001952863.2	XP_015436521.1
OG0005444	XP_003240088.1, XP_029347332.1	XP_015430557.1
OG0005445	XP_003240097.1	XP_015436011.1
OG0005446	XP_016657729.1, XP_003240152.1	XP_015439531.1
OG0005447	XP_003240397.1	XP_015437860.1
OG0005448	XP_003240425.1	XP_015440271.1
OG0005449	XP_003240537.1	XP_015437790.1
OG0005450	XP_003241011.1	XP_015436612.1
OG0005451	XP_003241029.1	XP_015437161.1
OG0005452	XP_029342853.1, XP_003241125.1	XP_015438595.1
OG0005453	XP_003241609.1, XP_016656458.1	XP_015436517.1
OG0005454	XP_003241628.2	XP_015440122.1
OG0005455	XP_003241891.1	XP_015434336.1
OG0005456	XP_016656999.1, XP_003242057.1	XP_015434724.1
OG0005458	XP_003242073.1	XP_015438315.1
OG0005459	XP_003242171.1, XP_003242158.1	XP_015434221.1
OG0005460	XP_003242192.1, XP_029346722.1	XP_015436727.1
OG0005461	XP_003242226.1	XP_015439762.1
OG0005462	XP_003242269.1	XP_015438025.1
OG0005464	XP_003242462.1, XP_003242461.1, XP_029342433.1	XP_015437376.1
OG0005465	XP_003242583.1	XP_015437592.1
OG0005466	XP_003242649.1	XP_015432279.1
OG0005467	XP_016657712.1, XP_003242657.1, XP_029343227.1	XP_015435406.1
OG0005468	XP_003242851.2	XP_015432323.1
OG0005469	XP_003242873.1	XP_015434722.1
OG0005470	XP_003243361.1	XP_015437876.1
OG0005471	XP_003243452.1	XP_015437260.1
OG0005472	XP_003243738.1, XP_008181879.1	XP_015435344.1
OG0005473	XP_003243752.1	XP_015437155.1
OG0005474	XP_003243780.1	XP_015439189.1
OG0005475	XP_003243781.1, XP_008181950.1	XP_015438848.1
OG0005476	XP_003243872.1	XP_015430886.1
OG0005477	XP_003244019.1	XP_015429481.1
OG0005478	XP_003244153.1	XP_015433892.1
OG0005479	XP_003244158.1	XP_015437151.1
OG0005480	XP_003244336.1	XP_015433572.1
OG0005481	XP_003244593.1	XP_015437610.1
OG0005482	XP_003244808.1	XP_015434225.1
OG0005483	XP_003244858.1, XP_029341269.1	XP_015430619.1
OG0005484	XP_003245134.1	XP_015437097.1
OG0005485	XP_003245183.1	XP_015437825.1
OG0005486	XP_003245338.1	XP_015433322.1
OG0005487	XP_003245392.1	XP_015436328.1
OG0005488	XP_003245507.1, XP_008184512.1, XP_008184511.1	XP_015436566.1
OG0005489	XP_003245578.1	XP_015435145.1
OG0005490	XP_003245579.1	XP_015430044.1
OG0005491	XP_003245820.1	XP_015430498.1
OG0005492	XP_003246027.1	XP_015430536.1
OG0005493	XP_003246138.1	XP_015428863.1
OG0005494	XP_003246266.1, XP_029346348.1	XP_015434709.1
OG0005495	XP_003246309.1	XP_015430696.1
OG0005496	XP_003246365.1	XP_015429901.1
OG0005497	XP_003246447.1	XP_015439025.1
OG0005498	XP_003246528.1	XP_015429976.1
OG0005499	XP_003246554.1	XP_015436762.1
OG0005500	XP_003246804.1	XP_015432374.1
OG0005501	XP_003246954.1, XP_016662868.1, XP_008186633.1	XP_015435303.1
OG0005502	XP_003246965.1	XP_015431284.1
OG0005503	XP_003247017.3, XP_029345727.1	XP_015433195.1
OG0005504	XP_003247250.1	XP_015437866.1
OG0005505	XP_003247471.1	XP_015438478.1
OG0005506	XP_003247498.1	XP_015429791.1
OG0005507	XP_003247577.1	XP_015438199.1
OG0005508	XP_008187796.1, XP_003247739.1, XP_008187798.1	XP_015437497.1
OG0005509	XP_003248004.1	XP_015432645.1, XP_015432554.1
OG0005510	XP_008183379.1, XP_003248488.1	XP_015434417.1
OG0005511	XP_029343459.1, XP_003248494.3	XP_015437013.1
OG0005512	XP_003248666.2, XP_008184077.1	XP_015428387.1
OG0005513	XP_003248960.1	XP_015438469.1
OG0005514	XP_008178229.1	XP_015435343.1
OG0005515	XP_008178298.1	XP_015438260.1
OG0005516	XP_008178476.1, XP_016656357.1	XP_015432314.1
OG0005517	XP_008178565.1	XP_015439787.1
OG0005518	XP_008189939.1, XP_008189938.1	XP_015438338.1
OG0005519	XP_008178739.1	XP_015431835.1
OG0005520	XP_008178764.1	XP_015430466.1
OG0005521	XP_029343071.1, XP_008178929.1	XP_015439722.1
OG0005522	XP_008178963.1, XP_008178964.1, XP_029343774.1	XP_015430742.1
OG0005523	XP_008179032.2, XP_016656653.2	XP_015438778.1
OG0005524	XP_008179154.1	XP_015435708.1
OG0005525	XP_008179254.1	XP_015428754.1
OG0005526	XP_008179501.1, XP_029345015.1	XP_015436101.1
OG0005527	XP_008179585.1	XP_015430854.1
OG0005528	XP_008179646.1	XP_015431534.1
OG0005529	XP_008179695.1	XP_015431423.1
OG0005530	XP_008179696.1	XP_015428753.1
OG0005531	XP_029342034.1, XP_008179715.1	XP_015435614.1
OG0005532	XP_008179786.1, XP_008179780.1	XP_015438941.1
OG0005533	XP_008179850.1	XP_015429019.1
OG0005534	XP_008180016.1	XP_015429825.1
OG0005535	XP_008180169.1	XP_015440088.1
OG0005536	XP_016657628.1, XP_008180219.1	XP_015437837.1
OG0005537	XP_008180417.1	XP_015433649.1
OG0005538	XP_008180438.1	XP_015438457.1
OG0005539	XP_008181361.1, XP_008180512.1	XP_015440231.1
OG0005540	XP_029347225.1, XP_008180565.1	XP_015434207.1
OG0005541	XP_008180678.1	XP_015439170.1
OG0005542	XP_008180730.1	XP_015435139.1
OG0005543	XP_008180842.1, XP_029341192.1	XP_015429804.1
OG0005544	XP_008180859.2	XP_015440296.1
OG0005545	XP_008181115.1	XP_015432046.1
OG0005546	XP_008181266.1, XP_029347489.1	XP_015435219.1
OG0005547	XP_008181313.1	XP_015438725.1
OG0005548	XP_008181411.1	XP_015429334.1
OG0005549	XP_008181688.1	XP_015435188.1
OG0005550	XP_029343996.1, XP_008181789.1, XP_008181790.1	XP_015437741.1
OG0005551	XP_008181898.1	XP_015438641.1
OG0005552	XP_008181922.1	XP_015440080.1, XP_015440079.1
OG0005553	XP_008182015.1	XP_015440275.1
OG0005554	XP_008182052.1	XP_015428906.1, XP_015428914.1
OG0005555	XP_008182141.1, XP_008182151.1	XP_015437626.1
OG0005556	XP_008182147.1	XP_015432996.1
OG0005557	XP_008182248.1	XP_015433417.1
OG0005558	XP_008182262.1	XP_015439376.1
OG0005559	XP_008182339.1	XP_015433905.1
OG0005560	XP_016659338.1, XP_008182422.2	XP_015432290.1
OG0005561	XP_029342343.1, XP_008182456.1	XP_015438416.1
OG0005562	XP_008182545.1	XP_015432160.1
OG0005563	XP_008182758.2	XP_015438799.1
OG0005564	XP_016660196.1, XP_008182819.1	XP_015436378.1
OG0005565	XP_008182999.1	XP_015438900.1
OG0005566	XP_008183112.1	XP_015439044.1
OG0005567	XP_008183302.1	XP_015436823.1
OG0005568	XP_008183325.1, XP_029345786.1	XP_015431110.1
OG0005569	XP_008183476.1	XP_015434280.1
OG0005570	XP_008183477.1	XP_015432242.1
OG0005571	XP_008183535.1, XP_029344432.1	XP_015432931.1
OG0005572	XP_008183616.1	XP_015436364.1, XP_015436366.1
OG0005573	XP_008183693.1	XP_015437307.1
OG0005574	XP_008183874.1	XP_015429183.1
OG0005575	XP_008183942.1, XP_016661472.1	XP_015436004.1
OG0005576	XP_008183953.1	XP_015429625.1
OG0005577	XP_008183960.1	XP_015433370.1
OG0005578	XP_008183976.1	XP_015434831.1
OG0005579	XP_008184000.1, XP_016660655.1	XP_015433168.1, XP_015433167.1
OG0005580	XP_008184034.1	XP_015437389.1
OG0005581	XP_008184042.1	XP_015434993.1
OG0005582	XP_008184268.1	XP_015439303.1
OG0005583	XP_029341555.1, XP_008184402.1	XP_015440474.1
OG0005584	XP_008184451.1	XP_015438088.1
OG0005585	XP_016665161.1, XP_008184550.1	XP_015428563.1
OG0005586	XP_008184612.1	XP_015431571.1
OG0005587	XP_016660331.1, XP_008184801.1	XP_015434355.1
OG0005588	XP_008184861.1	XP_015429479.1
OG0005589	XP_008184973.1	XP_015431545.1
OG0005590	XP_008185015.1, XP_029348537.1	XP_015437069.1
OG0005591	XP_008185036.1	XP_015431895.1
OG0005593	XP_029343783.1, XP_008185101.1, XP_016661580.1	XP_015436107.1
OG0005594	XP_008185133.1	XP_015437961.1
OG0005595	XP_029346939.1, XP_008185165.1, XP_008185166.1	XP_015436927.1
OG0005596	XP_008185193.1	XP_015437660.1
OG0005597	XP_008185425.1	XP_015428984.1
OG0005598	XP_029343619.1, XP_008185456.1, XP_008185455.1	XP_015436269.1
OG0005599	XP_008185474.1	XP_015429645.1
OG0005600	XP_008185501.1	XP_015433031.1
OG0005601	XP_008185547.1, XP_029341854.1	XP_015436112.1
OG0005602	XP_008185828.1	XP_015430104.1
OG0005603	XP_008185972.1	XP_015428417.1
OG0005604	XP_008185991.1	XP_015430133.1
OG0005605	XP_008186225.2	XP_015438815.1
OG0005606	XP_008186291.1	XP_015430035.1
OG0005607	XP_008186386.1	XP_015439869.1
OG0005608	XP_008186493.1	XP_015431695.1
OG0005609	XP_008186642.1	XP_015435788.1
OG0005610	XP_008186644.1, XP_008186643.1	XP_015435769.1
OG0005611	XP_008186703.1, XP_029341521.1	XP_015431547.1
OG0005612	XP_008186833.1	XP_015436278.1
OG0005613	XP_008186955.1	XP_015435264.1
OG0005614	XP_008187097.1	XP_015433334.1
OG0005615	XP_008187136.1	XP_015439353.1
OG0005616	XP_008187145.2	XP_015434725.1
OG0005617	XP_008187320.1	XP_015432723.1
OG0005618	XP_008187417.1, XP_008187416.1	XP_015434188.1
OG0005619	XP_029343854.1, XP_008187426.1, XP_008187425.1	XP_015434265.1
OG0005620	XP_008187582.1, XP_008187583.1, XP_008187585.1, XP_029343872.1	XP_015429812.1
OG0005621	XP_008187674.1	XP_015432045.1
OG0005622	XP_008187717.1	XP_015438513.1
OG0005623	XP_008187718.1	XP_015429435.1
OG0005624	XP_008187905.1, XP_008187906.1	XP_015432381.1
OG0005625	XP_008187988.1	XP_015437427.1
OG0005626	XP_008188021.1	XP_015435076.1
OG0005627	XP_029345503.1, XP_008188027.1	XP_015437369.1
OG0005628	XP_008188055.1	XP_015430596.1, XP_015430597.1
OG0005629	XP_008188112.1	XP_015440171.1
OG0005630	XP_008188547.1	XP_015433220.1
OG0005631	XP_008189814.1	XP_015432958.1
OG0005632	XP_008189826.1	XP_015435876.1
OG0005633	XP_008189867.1	XP_015434612.1
OG0005634	XP_008190158.1	XP_015436836.1
OG0005635	XP_008190204.1	XP_015434102.1
OG0005636	XP_016656277.1	XP_015430253.1
OG0005637	XP_029341327.1, XP_016656661.1, XP_029341633.1	XP_015437723.1
OG0005638	XP_016656780.1, XP_016664451.1	XP_015439183.1
OG0005639	XP_016656810.1	XP_015433790.1
OG0005640	XP_016656908.1	XP_015428985.1
OG0005641	XP_016657015.1	XP_015439182.1
OG0005642	XP_016657048.1	XP_015437803.1
OG0005643	XP_016657185.1, XP_016657186.1	XP_015438916.1
OG0005644	XP_016657374.1	XP_015439965.1
OG0005645	XP_016657643.1	XP_015435257.1
OG0005646	XP_016657940.1, XP_029345915.1	XP_015436906.1
OG0005647	XP_016658194.1	XP_015438820.1
OG0005649	XP_016658283.1	XP_015434160.1
OG0005650	XP_016658524.1	XP_015428706.1
OG0005651	XP_016658785.1	XP_015440294.1
OG0005652	XP_016659039.1	XP_015438161.1
OG0005653	XP_016659226.1	XP_015434274.1
OG0005654	XP_016659371.1	XP_015437408.1, XP_015437407.1, XP_015437406.1
OG0005655	XP_016659429.1, XP_016659427.1, XP_016659428.1	XP_015429242.1
OG0005656	XP_016659623.1	XP_015431515.1
OG0005657	XP_016659800.1	XP_015434807.1
OG0005658	XP_016659877.1	XP_015435476.1
OG0005659	XP_016659948.1	XP_015433169.1
OG0005660	XP_016660013.1	XP_015440181.1
OG0005661	XP_016660153.1	XP_015438487.1
OG0005662	XP_016660213.2	XP_015433608.1
OG0005663	XP_016660448.1	XP_015431652.1
OG0005664	XP_016660460.1	XP_015433193.1
OG0005665	XP_016660662.1	XP_015436870.1
OG0005666	XP_016660691.1	XP_015432531.1
OG0005667	XP_016660693.1	XP_015433854.1
OG0005668	XP_016661060.1	XP_015440269.1
OG0005669	XP_016661761.1	XP_015435801.1
OG0005670	XP_016661804.1	XP_015433187.1
OG0005671	XP_016661934.1, XP_029343444.1	XP_015430908.1
OG0005672	XP_016661951.1	XP_015440293.1
OG0005673	XP_016662088.1	XP_015436629.1
OG0005674	XP_016662190.1	XP_015429237.1, XP_015429238.1, XP_015429236.1
OG0005675	XP_016662317.1	XP_015434657.1
OG0005676	XP_016662328.1	XP_015439844.1, XP_015439843.1
OG0005677	XP_029342180.1, XP_016662372.1	XP_015435009.1
OG0005678	XP_016662668.1	XP_015439936.1
OG0005679	XP_016662713.1	XP_015431653.1
OG0005680	XP_029347241.1, XP_016663036.1, XP_029347821.1	XP_015431030.1
OG0005681	XP_016663579.1	XP_015428996.1
OG0005682	XP_016663628.1	XP_015428443.1
OG0005683	XP_016663880.1	XP_015429353.1
OG0005684	XP_016664871.1	XP_015429459.1
OG0005685	XP_029341024.1, XP_029341257.1	XP_015432186.1
OG0005686	XP_029341642.1	XP_015428391.1
OG0005687	XP_029342024.1, XP_029342543.1	XP_015436087.1
OG0005688	XP_029342068.1	XP_015439558.1
OG0005689	XP_029342094.1	XP_015429589.1
OG0005690	XP_029342119.1	XP_015428953.1
OG0005691	XP_029342169.1	XP_015437757.1
OG0005692	XP_029342223.1	XP_015431042.1
OG0005693	XP_029342249.1	XP_015434413.1
OG0005694	XP_029342282.1	XP_015438938.1
OG0005695	XP_029342306.1, XP_029342848.1	XP_015436061.1
OG0005696	XP_029348546.1, XP_029342418.1	XP_015435491.1
OG0005697	XP_029342426.1	XP_015436784.1
OG0005698	XP_029342437.1	XP_015438284.1
OG0005699	XP_029342555.1	XP_015438780.1
OG0005700	XP_029342733.1	XP_015437218.1
OG0005701	XP_029342754.1	XP_015434382.1
OG0005702	XP_029342779.1	XP_015433712.1
OG0005703	XP_029342791.1	XP_015438078.1
OG0005704	XP_029343020.1	XP_015440130.1
OG0005705	XP_029343102.1	XP_015433418.1
OG0005706	XP_029343182.1	XP_015429695.1
OG0005707	XP_029343231.1	XP_015436199.1
OG0005708	XP_029343239.1	XP_015436459.1
OG0005709	XP_029343593.1	XP_015435089.1
OG0005710	XP_029343735.1	XP_015437817.1
OG0005711	XP_029343811.1	XP_015428465.1
OG0005712	XP_029343813.1	XP_015438994.1
OG0005713	XP_029343842.1	XP_015437966.1
OG0005714	XP_029343883.1	XP_015433986.1
OG0005715	XP_029343886.1	XP_015431657.1
OG0005716	XP_029343989.1	XP_015432419.1
OG0005717	XP_029344047.1	XP_015430551.1
OG0005718	XP_029344220.1	XP_015429030.1
OG0005719	XP_029344289.1	XP_015438220.1
OG0005720	XP_029344319.1	XP_015432214.1
OG0005721	XP_029345368.1	XP_015431879.1
OG0005722	XP_029344434.1	XP_015432789.1
OG0005723	XP_029344547.1	XP_015439226.1
OG0005724	XP_029345044.1	XP_015436292.1
OG0005725	XP_029345132.1	XP_015439191.1
OG0005726	XP_029345225.1	XP_015433569.1
OG0005727	XP_029345235.1, XP_029346269.1	XP_015429113.1
OG0005728	XP_029345238.1	XP_015438644.1
OG0005729	XP_029345419.1	XP_015431972.1
OG0005730	XP_029345423.1	XP_015438508.1
OG0005731	XP_029345557.1	XP_015432509.1, XP_015438134.1
OG0005732	XP_029345808.1	XP_015437941.1
OG0005733	XP_029345964.1	XP_015436270.1
OG0005734	XP_029346241.1, XP_029346242.1	XP_015430298.1
OG0005735	XP_029346255.1	XP_015435106.1
OG0005736	XP_029346546.1	XP_015431155.1
OG0005737	XP_029346578.1	XP_015430953.1
OG0005738	XP_029346648.1	XP_015430306.1
OG0005739	XP_029346650.1	XP_015439845.1
OG0005740	XP_029346759.1	XP_015431742.1
OG0005741	XP_029346847.1	XP_015429904.1
OG0005742	XP_029346984.1	XP_015431319.1
OG0005743	XP_029347220.1, XP_029346986.1, XP_029347057.1	XP_015432066.1
OG0005744	XP_029347014.1, XP_029347013.1	XP_015431591.1
OG0005745	XP_029347024.1	XP_015435010.1
OG0005746	XP_029347026.1	XP_015440010.1
OG0005747	XP_029347049.1	XP_015439944.1
OG0005748	XP_029347147.1	XP_015433499.1
OG0005749	XP_029347158.1	XP_015430898.1
OG0005750	XP_029347333.1	XP_015440177.1
OG0005751	XP_029348573.1	XP_015432110.1
OG0005752	XP_029348674.1	XP_015432909.1
OG0005753	YP_002323937.1	XP_015438073.1
OG0005845	NP_001119611.2, XP_029344722.1	XP_015431362.1
OG0005846	NP_001119623.2	XP_015436848.1
OG0005847	NP_001119624.1	XP_015436465.1
OG0005848	XP_016656103.1, XP_001948248.1, NP_001119634.2	XP_015432117.1
OG0005849	XP_029341861.1, NP_001119636.1	XP_015431995.1
OG0005850	NP_001119642.1	XP_015431934.1
OG0005851	NP_001119643.1	XP_015438456.1
OG0005852	NP_001119679.1, NP_001129592.1	XP_015438055.1
OG0005853	NP_001119681.1	XP_015440502.1
OG0005854	NP_001119686.1	XP_015438311.1
OG0005855	NP_001119689.1	XP_015439066.1
OG0005856	NP_001119690.1	XP_015431153.1
OG0005857	NP_001119698.1	XP_015438655.1
OG0005858	NP_001119699.1	XP_015432148.1
OG0005859	XP_008181451.1, NP_001128403.1	XP_015431499.1
OG0005860	NP_001129424.1	XP_015430514.1
OG0005861	NP_001135965.1	XP_015436186.1
OG0005863	NP_001153809.1	XP_015433771.1
OG0005864	NP_001153816.1	XP_015439417.1
OG0005865	NP_001153854.1	XP_015431355.1
OG0005866	NP_001153860.1	XP_015428618.1
OG0005867	NP_001154181.1	XP_015438060.1
OG0005868	NP_001155376.1	XP_015437756.1
OG0005869	NP_001155392.1	XP_015438498.1
OG0005870	NP_001155394.1, XP_029344732.1	XP_015434005.1
OG0005871	NP_001155396.1, XP_003240869.1	XP_015433349.1
OG0005872	XP_008181490.1, NP_001155403.1	XP_015430728.1
OG0005873	NP_001155412.1	XP_015439389.1
OG0005874	NP_001155413.1, XP_016662282.1	XP_015432227.1
OG0005875	NP_001155419.1, XP_008183988.1	XP_015432881.1
OG0005876	NP_001155427.1	XP_015430336.1
OG0005877	NP_001155433.1	XP_015437367.1
OG0005878	NP_001155439.1	XP_015436261.1
OG0005879	NP_001155450.1	XP_015438841.1
OG0005880	NP_001155478.1	XP_015432740.1, XP_015432739.1
OG0005881	NP_001155489.1	XP_015430610.1
OG0005882	XP_008183574.1, NP_001155490.1	XP_015438770.1
OG0005883	NP_001155496.1	XP_015440123.1
OG0005884	NP_001155525.1, XP_008185681.1	XP_015435197.1
OG0005885	NP_001155540.1	XP_015437207.1
OG0005886	NP_001155545.1	XP_015430504.1
OG0005887	NP_001155555.1	XP_015431402.1
OG0005888	NP_001155564.1	XP_015429612.1
OG0005889	NP_001155568.1	XP_015433458.1
OG0005890	XP_016660060.1, NP_001155570.1	XP_015431414.1
OG0005891	NP_001155575.1	XP_015436498.1
OG0005892	NP_001155584.1, NP_001155753.1	XP_015430070.1
OG0005893	NP_001155608.1	XP_015429259.1
OG0005894	NP_001155609.1	XP_015436222.1
OG0005895	XP_008178787.1, NP_001155618.1	XP_015436671.1
OG0005896	NP_001155623.1	XP_015428927.1
OG0005897	NP_001155627.1	XP_015436204.1
OG0005898	NP_001155631.1	XP_015428784.1
OG0005899	NP_001155645.1	XP_015436239.1
OG0005900	NP_001155647.1	XP_015429348.1
OG0005901	NP_001155651.1	XP_015436312.1
OG0005902	NP_001155653.1	XP_015434745.1
OG0005903	NP_001155664.1	XP_015432976.1
OG0005904	XP_029343924.1, NP_001155689.1	XP_015429127.1
OG0005905	NP_001155690.1	XP_015428936.1
OG0005906	XP_029344789.1, NP_001155700.1	XP_015431853.1
OG0005907	NP_001156236.1, NP_001155710.1	XP_015439142.1
OG0005908	XP_016663936.1, NP_001155715.1	XP_015436393.1
OG0005909	NP_001155721.1	XP_015431080.1
OG0005910	XP_008186522.1, NP_001155729.1	XP_015435205.1
OG0005911	XP_003246769.1, NP_001155741.1	XP_015430438.1
OG0005912	NP_001155744.1	XP_015431391.1
OG0005913	XP_001952365.1, NP_001155754.1	XP_015439462.1
OG0005914	XP_008180671.1, NP_001155762.1	XP_015428579.1
OG0005915	NP_001155780.1, XP_008183929.1	XP_015434407.1
OG0005916	NP_001155781.1	XP_015429743.1
OG0005917	NP_001155803.1	XP_015435233.1
OG0005918	NP_001155805.1	XP_015438531.1
OG0005919	NP_001155812.1, XP_001943852.1	XP_015430614.1
OG0005920	NP_001155823.1	XP_015439874.1
OG0005921	NP_001155830.1, XP_008188010.1	XP_015433660.1
OG0005922	NP_001155921.1	XP_015431182.1
OG0005923	NP_001155927.1	XP_015440034.1
OG0005924	NP_001155942.1, XP_001947024.2	XP_015432623.1
OG0005925	NP_001156050.1	XP_015433194.1
OG0005926	XP_001945424.1, XP_008187178.1, NP_001156055.1	XP_015430763.1
OG0005927	NP_001156082.1	XP_015433191.1
OG0005928	NP_001156086.1	XP_015430188.1
OG0005929	NP_001156111.1, XP_003248911.1	XP_015430565.1
OG0005930	NP_001156128.1	XP_015429746.1
OG0005931	NP_001156132.1	XP_015429657.1
OG0005932	NP_001156147.1	XP_015435115.1
OG0005933	NP_001156169.1	XP_015434706.1
OG0005934	NP_001156181.1	XP_015430598.1
OG0005935	NP_001156187.1	XP_015440305.1
OG0005936	NP_001156190.1	XP_015437793.1
OG0005937	NP_001156196.1, NP_001280433.1	XP_015437133.1
OG0005938	NP_001156198.1, XP_008182088.1	XP_015435457.1
OG0005939	NP_001156208.1	XP_015432252.1
OG0005940	NP_001156228.1	XP_015438162.1
OG0005941	NP_001156230.1	XP_015440074.1
OG0005942	NP_001156235.1	XP_015433431.1
OG0005943	NP_001156249.1, XP_008187390.1	XP_015430093.1
OG0005944	NP_001156260.1	XP_015433522.1
OG0005945	NP_001156261.1, XP_008185713.1	XP_015435888.1
OG0005946	NP_001156262.1	XP_015430608.1
OG0005947	NP_001156272.1, XP_008184373.1	XP_015428843.1
OG0005948	NP_001156286.1	XP_015433162.1
OG0005949	NP_001156436.1	XP_015439839.1
OG0005950	NP_001156457.1	XP_015433758.1
OG0005951	NP_001156458.1	XP_015431927.1
OG0005952	NP_001156604.1	XP_015430745.1
OG0005953	XP_016657025.1, NP_001156676.1	XP_015434033.1
OG0005954	NP_001156841.1, XP_029342006.1	XP_015434579.1
OG0005955	NP_001162106.1	XP_015432395.1
OG0005956	NP_001165436.1, XP_003246548.1	XP_015439076.1
OG0005957	NP_001165848.1, XP_029346308.1	XP_015434700.1
OG0005958	NP_001191853.1	XP_015429118.1
OG0005959	NP_001191889.1	XP_015436038.1
OG0005960	NP_001191921.1	XP_015433856.1
OG0005961	NP_001191929.1	XP_015434317.1
OG0005962	NP_001191942.1	XP_015436035.1
OG0005963	NP_001191944.1	XP_015439856.1
OG0005964	NP_001191951.1, XP_016661162.1	XP_015434503.1
OG0005965	NP_001192095.1, NP_001192094.1	XP_015430123.1
OG0005966	NP_001229570.1	XP_015439112.1
OG0005967	NP_001232938.1, XP_008179279.1	XP_015439211.1
OG0005968	NP_001232974.1	XP_015434513.1
OG0005969	NP_001232976.1, XP_029344769.1	XP_015434030.1
OG0005970	NP_001232986.1, XP_008186571.1	XP_015436790.1
OG0005971	NP_001232994.1	XP_015438553.1
OG0005972	NP_001233010.1, XP_029342008.1	XP_015432965.1
OG0005973	NP_001233071.1	XP_015431721.1
OG0005974	NP_001233076.1	XP_015431445.1
OG0005975	NP_001233078.1	XP_015433352.1
OG0005976	NP_001233089.1	XP_015429373.1
OG0005977	NP_001233097.1	XP_015432022.1
OG0005978	NP_001233120.1, XP_016657692.1	XP_015431854.1
OG0005979	NP_001280255.1	XP_015436427.1
OG0005980	NP_001280256.1	XP_015436773.1
OG0005981	NP_001280259.1	XP_015430595.1
OG0005982	XP_008187894.1, NP_001280284.1	XP_015433913.1
OG0005983	NP_001280302.1	XP_015429967.1
OG0005984	NP_001280316.1, XP_001951901.2	XP_015439392.1
OG0005985	XP_016658303.1, NP_001280319.1	XP_015431424.1
