Orthogroup	Acyrthosiphon_pisum	Bombus_terrestris
OG0005392	XP_001951138.3	XP_003401231.1
OG0005393	XP_001951255.1	XP_003396461.1
OG0005394	XP_029343861.1, XP_016662621.1, XP_001951259.2	XP_003403318.1
OG0005395	XP_001951331.1, XP_008183749.1	XP_003395708.1
OG0005397	XP_001951407.2, XP_008189401.1	XP_012165331.1
OG0005398	XP_001951408.1	XP_003395039.1
OG0005399	XP_001951480.1	XP_012165039.1
OG0005400	XP_001951493.1	XP_003401282.1
OG0005401	XP_001951494.1	XP_003400210.1
OG0005402	XP_008186390.1, XP_001951495.1	XP_003401232.1
OG0005403	XP_001951515.1	XP_003399441.1
OG0005404	XP_001951527.2	XP_012175766.1
OG0005405	XP_001951552.1, XP_008188007.1, XP_008188008.1	XP_012163555.1
OG0005406	XP_001951596.1	XP_020720283.1
OG0005407	XP_001951667.1	XP_003401628.1
OG0005408	XP_008182888.1, XP_003248997.1, XP_001951694.2	XP_012169544.1
OG0005409	XP_001951709.2	XP_012163361.1
OG0005410	XP_001951735.1, XP_008183004.1	XP_012169838.1
OG0005411	XP_001951759.1, XP_008185033.1	XP_003394132.1
OG0005412	XP_003242270.1, XP_001951781.1, XP_008179762.1	XP_012175544.1
OG0005413	XP_001951805.1, XP_029347114.1	XP_003402863.1
OG0005414	XP_001951837.1	XP_003397973.1
OG0005415	XP_001951867.1	XP_003397661.1
OG0005416	XP_001951884.1	XP_003399635.2
OG0005417	XP_008189092.1, XP_001951892.1	XP_003398863.1
OG0005418	XP_001951907.1	XP_012170554.1
OG0005419	XP_001951946.1	XP_012173927.1
OG0005420	XP_001951984.1	XP_012169941.1
OG0005421	XP_001952094.1, XP_008187947.1	XP_003401126.1
OG0005422	XP_001952103.1	XP_003396723.1
OG0005423	XP_001952119.1	XP_003401085.1
OG0005424	XP_001952145.1	XP_012175675.1
OG0005425	XP_001952203.2	XP_012166765.1
OG0005426	XP_001952209.1	XP_012170487.2
OG0005427	XP_001952337.1	XP_012173885.1
OG0005428	XP_001952343.2	XP_003394662.1
OG0005429	XP_001952408.1	XP_003394087.2
OG0005430	XP_001952475.1	XP_012163771.1
OG0005431	XP_001952503.2	XP_003398489.1
OG0005432	XP_001952514.1	XP_020718543.1, XP_012163250.1
OG0005433	XP_001952532.2	XP_003393837.1
OG0005434	XP_001952537.1	XP_003399680.1
OG0005435	XP_001952541.1	XP_003393010.1, XP_003400495.1
OG0005436	XP_001952556.1	XP_003396572.1
OG0005437	XP_029341330.1, XP_001952644.2	XP_020720965.1
OG0005438	XP_001952800.2, XP_008189925.1, XP_029346286.1	XP_012164981.1
OG0005439	XP_001952827.2	XP_020718437.1
OG0005440	XP_001952841.2	XP_020722805.1
OG0005441	XP_001952847.1	XP_012167558.1
OG0005442	XP_001952861.2	XP_003398149.1
OG0005443	XP_001952863.2	XP_012168815.1
OG0005444	XP_003240088.1, XP_029347332.1	XP_003403200.1
OG0005445	XP_003240097.1	XP_012166475.1
OG0005446	XP_016657729.1, XP_003240152.1	XP_003397587.1
OG0005447	XP_003240397.1	XP_012167081.1
OG0005448	XP_003240425.1	XP_012163891.1
OG0005449	XP_003240537.1	XP_003399381.1
OG0005450	XP_003241011.1	XP_003402791.1
OG0005451	XP_003241029.1	XP_012164773.1
OG0005452	XP_029342853.1, XP_003241125.1	XP_012168288.1
OG0005453	XP_003241609.1, XP_016656458.1	XP_003398862.2
OG0005454	XP_003241628.2	XP_012173572.1
OG0005455	XP_003241891.1	XP_003402594.3, XP_020723305.1
OG0005456	XP_016656999.1, XP_003242057.1	XP_003400016.2, XP_020721697.1
OG0005458	XP_003242073.1	XP_003393363.1
OG0005459	XP_003242171.1, XP_003242158.1	XP_003394449.1
OG0005460	XP_003242192.1, XP_029346722.1	XP_003396109.1
OG0005461	XP_003242226.1	XP_012173551.1
OG0005462	XP_003242269.1	XP_003400221.1
OG0005463	XP_016657377.1, XP_003242373.1	XP_012174710.1
OG0005464	XP_003242462.1, XP_003242461.1, XP_029342433.1	XP_020721266.1
OG0005465	XP_003242583.1	XP_003402422.1
OG0005466	XP_003242649.1	XP_020721664.1
OG0005467	XP_016657712.1, XP_003242657.1, XP_029343227.1	XP_020720209.1
OG0005468	XP_003242851.2	XP_012170939.1
OG0005469	XP_003242873.1	XP_012168547.1
OG0005470	XP_003243361.1	XP_012174605.2
OG0005471	XP_003243452.1	XP_020720484.1
OG0005472	XP_003243738.1, XP_008181879.1	XP_003393035.1
OG0005473	XP_003243752.1	XP_003396025.1
OG0005474	XP_003243780.1	XP_003400646.2
OG0005475	XP_003243781.1, XP_008181950.1	XP_003399339.1
OG0005476	XP_003243872.1	XP_020722890.1, XP_012173131.1, XP_012173132.1
OG0005477	XP_003244019.1	XP_020723300.1
OG0005478	XP_003244153.1	XP_003397958.1
OG0005479	XP_003244158.1	XP_012164781.1
OG0005480	XP_003244336.1	XP_020718970.1, XP_012166623.1
OG0005481	XP_003244593.1	XP_003400030.1
OG0005482	XP_003244808.1	XP_012167702.1
OG0005483	XP_003244858.1, XP_029341269.1	XP_003394746.1
OG0005484	XP_003245134.1	XP_020723576.1
OG0005485	XP_003245183.1	XP_003394138.2
OG0005486	XP_003245338.1	XP_003395697.1
OG0005487	XP_003245392.1	XP_012167474.1
OG0005488	XP_003245507.1, XP_008184512.1, XP_008184511.1	XP_020721182.1
OG0005489	XP_003245578.1	XP_012166560.1, XP_012166556.1
OG0005490	XP_003245579.1	XP_003396411.1
OG0005491	XP_003245820.1	XP_012174998.1
OG0005492	XP_003246027.1	XP_012175166.1
OG0005493	XP_003246138.1	XP_003398254.1
OG0005494	XP_003246266.1, XP_029346348.1	XP_012168473.1
OG0005495	XP_003246309.1	XP_012163271.1
OG0005496	XP_003246365.1	XP_012175977.1
OG0005497	XP_003246447.1	XP_012171428.1
OG0005498	XP_003246528.1	XP_012165677.1
OG0005499	XP_003246554.1	XP_012164944.1
OG0005500	XP_003246804.1	XP_003400298.1
OG0005501	XP_003246954.1, XP_016662868.1, XP_008186633.1	XP_012164326.1
OG0005502	XP_003246965.1	XP_012167878.1
OG0005503	XP_003247017.3, XP_029345727.1	XP_012172540.2
OG0005504	XP_003247250.1	XP_012163092.1
OG0005505	XP_003247471.1	XP_003398440.1, XP_012168156.1
OG0005506	XP_003247498.1	XP_003393518.1
OG0005507	XP_003247577.1	XP_003396602.1
OG0005508	XP_008187796.1, XP_003247739.1, XP_008187798.1	XP_003401924.1
OG0005509	XP_003248004.1	XP_020724058.1
OG0005510	XP_008183379.1, XP_003248488.1	XP_003397075.2
OG0005511	XP_029343459.1, XP_003248494.3	XP_003398737.1
OG0005512	XP_003248666.2, XP_008184077.1	XP_012168998.1
OG0005513	XP_003248960.1	XP_003398426.1
OG0005514	XP_008178229.1	XP_012163105.1
OG0005515	XP_008178298.1	XP_003396454.1
OG0005516	XP_008178476.1, XP_016656357.1	XP_003400170.1
OG0005517	XP_008178565.1	XP_003395466.1
OG0005519	XP_008178739.1	XP_003393564.1
OG0005520	XP_008178764.1	XP_012175144.1
OG0005521	XP_029343071.1, XP_008178929.1	XP_003395451.1
OG0005522	XP_008178963.1, XP_008178964.1, XP_029343774.1	XP_012163437.1
OG0005523	XP_008179032.2, XP_016656653.2	XP_003402788.1
OG0005524	XP_008179154.1	XP_003397974.1
OG0005525	XP_008179254.1	XP_003401787.1
OG0005526	XP_008179501.1, XP_029345015.1	XP_020720311.1
OG0005527	XP_008179585.1	XP_012163244.1
OG0005528	XP_008179646.1	XP_012176651.2
OG0005529	XP_008179695.1	XP_012167884.1, XP_012167883.1, XP_012167882.1
OG0005530	XP_008179696.1	XP_012169573.1
OG0005531	XP_029342034.1, XP_008179715.1	XP_012172355.1
OG0005532	XP_008179786.1, XP_008179780.1	XP_003400871.2
OG0005533	XP_008179850.1	XP_020724025.1
OG0005534	XP_008180016.1	XP_003396250.1
OG0005535	XP_008180169.1	XP_003394851.1
OG0005536	XP_016657628.1, XP_008180219.1	XP_003402232.1
OG0005537	XP_008180417.1	XP_003394272.1
OG0005538	XP_008180438.1	XP_003398397.1
OG0005539	XP_008181361.1, XP_008180512.1	XP_020718873.1
OG0005540	XP_029347225.1, XP_008180565.1	XP_003400834.1
OG0005541	XP_008180678.1	XP_003400848.1
OG0005542	XP_008180730.1	XP_003397231.1
OG0005543	XP_008180842.1, XP_029341192.1	XP_003394665.1
OG0005544	XP_008180859.2	XP_003403250.1
OG0005545	XP_008181115.1	XP_012173791.1
OG0005546	XP_008181266.1, XP_029347489.1	XP_003400140.1
OG0005547	XP_008181313.1	XP_012164657.1, XP_012164656.1, XP_003395901.1
OG0005548	XP_008181411.1	XP_003394116.1
OG0005549	XP_008181688.1	XP_012166111.1
OG0005550	XP_029343996.1, XP_008181789.1, XP_008181790.1	XP_012169227.1
OG0005551	XP_008181898.1	XP_003396174.1
OG0005552	XP_008181922.1	XP_003395450.1
OG0005553	XP_008182015.1	XP_020718826.1, XP_003395835.1
OG0005554	XP_008182052.1	XP_020722847.1
OG0005555	XP_008182141.1, XP_008182151.1	XP_012174436.1
OG0005556	XP_008182147.1	XP_003393042.1
OG0005557	XP_008182248.1	XP_012168033.1
OG0005558	XP_008182262.1	XP_003400400.1
OG0005559	XP_008182339.1	XP_012175110.1
OG0005560	XP_016659338.1, XP_008182422.2	XP_012170706.1
OG0005561	XP_029342343.1, XP_008182456.1	XP_020720556.1
OG0005562	XP_008182545.1	XP_003399839.2
OG0005563	XP_008182758.2	XP_012169679.1
OG0005564	XP_016660196.1, XP_008182819.1	XP_003398035.1
OG0005565	XP_008182999.1	XP_003396906.1
OG0005566	XP_008183112.1	XP_012174735.1
OG0005567	XP_008183302.1	XP_003396967.1
OG0005568	XP_008183325.1, XP_029345786.1	XP_003395968.1
OG0005569	XP_008183476.1	XP_012174544.1
OG0005570	XP_008183477.1	XP_012173702.2
OG0005571	XP_008183535.1, XP_029344432.1	XP_003393471.1
OG0005572	XP_008183616.1	XP_020720224.1
OG0005573	XP_008183693.1	XP_012165406.1
OG0005574	XP_008183874.1	XP_012166340.2
OG0005575	XP_008183942.1, XP_016661472.1	XP_003397264.1
OG0005576	XP_008183953.1	XP_003397320.1
OG0005577	XP_008183960.1	XP_003395320.1
OG0005578	XP_008183976.1	XP_012171476.1
OG0005579	XP_008184000.1, XP_016660655.1	XP_012172326.1
OG0005580	XP_008184034.1	XP_020719243.1
OG0005581	XP_008184042.1	XP_012174362.1, XP_012174363.1
OG0005582	XP_008184268.1	XP_003401338.1
OG0005583	XP_029341555.1, XP_008184402.1	XP_012171232.1
OG0005584	XP_008184451.1	XP_003395114.1
OG0005585	XP_016665161.1, XP_008184550.1	XP_012176760.1, XP_003394842.1
OG0005586	XP_008184612.1	XP_012176642.1
OG0005587	XP_016660331.1, XP_008184801.1	XP_020724385.1
OG0005588	XP_008184861.1	XP_012173808.1
OG0005589	XP_008184973.1	XP_003394703.1
OG0005590	XP_008185015.1, XP_029348537.1	XP_003396227.1
OG0005591	XP_008185036.1	XP_003394661.1
OG0005593	XP_029343783.1, XP_008185101.1, XP_016661580.1	XP_003397580.1
OG0005594	XP_008185133.1	XP_020722779.1
OG0005595	XP_029346939.1, XP_008185165.1, XP_008185166.1	XP_003394976.1
OG0005597	XP_008185425.1	XP_003393540.1
OG0005598	XP_029343619.1, XP_008185456.1, XP_008185455.1	XP_012166830.1
OG0005599	XP_008185474.1	XP_003397321.1
OG0005600	XP_008185501.1	XP_003393938.1
OG0005601	XP_008185547.1, XP_029341854.1	XP_012166786.1
OG0005602	XP_008185828.1	XP_003393283.1
OG0005603	XP_008185972.1	XP_003399609.1
OG0005604	XP_008185991.1	XP_020722102.1
OG0005605	XP_008186225.2	XP_012169600.1, XP_003399289.1
OG0005606	XP_008186291.1	XP_020719623.1, XP_003396821.2
OG0005607	XP_008186386.1	XP_003395500.1
OG0005608	XP_008186493.1	XP_012163280.1
OG0005609	XP_008186642.1	XP_012166761.1
OG0005610	XP_008186644.1, XP_008186643.1	XP_012166756.1
OG0005611	XP_008186703.1, XP_029341521.1	XP_003394704.1
OG0005612	XP_008186833.1	XP_012167535.1
OG0005613	XP_008186955.1	XP_003397445.1
OG0005614	XP_008187097.1	XP_012164062.1
OG0005615	XP_008187136.1	XP_020722466.1
OG0005616	XP_008187145.2	XP_012175507.1
OG0005617	XP_008187320.1	XP_012170434.1
OG0005618	XP_008187417.1, XP_008187416.1	XP_020722180.1
OG0005619	XP_029343854.1, XP_008187426.1, XP_008187425.1	XP_003394455.1
OG0005620	XP_008187582.1, XP_008187583.1, XP_008187585.1, XP_029343872.1	XP_012165805.1
OG0005621	XP_008187674.1	XP_003395885.1
OG0005622	XP_008187717.1	XP_003398284.1
OG0005623	XP_008187718.1	XP_012165715.1, XP_012165714.1
OG0005624	XP_008187905.1, XP_008187906.1	XP_003403424.2
OG0005625	XP_008187988.1	XP_012169528.1, XP_012169532.1, XP_012169531.1, XP_012169530.1
OG0005626	XP_008188021.1	XP_003402874.1
OG0005627	XP_029345503.1, XP_008188027.1	XP_012169272.1
OG0005628	XP_008188055.1	XP_003398412.1
OG0005629	XP_008188112.1	XP_020718595.1
OG0005630	XP_008188547.1	XP_020722761.1
OG0005631	XP_008189814.1	XP_012173170.1
OG0005632	XP_008189826.1	XP_003394240.1
OG0005633	XP_008189867.1	XP_003394504.1
OG0005634	XP_008190158.1	XP_012167126.2
OG0005635	XP_008190204.1	XP_012171798.1
OG0005636	XP_016656277.1	XP_003399636.2
OG0005637	XP_029341327.1, XP_016656661.1, XP_029341633.1	XP_012169369.1
OG0005638	XP_016656780.1, XP_016664451.1	XP_020718476.1
OG0005639	XP_016656810.1	XP_020721773.1
OG0005640	XP_016656908.1	XP_003394062.1
OG0005641	XP_016657015.1	XP_003400597.1
OG0005642	XP_016657048.1	XP_020720985.1
OG0005643	XP_016657185.1, XP_016657186.1	XP_003395925.1
OG0005644	XP_016657374.1	XP_003395739.3
OG0005645	XP_016657643.1	XP_012176450.1
OG0005646	XP_016657940.1, XP_029345915.1	XP_020718490.1
OG0005647	XP_016658194.1	XP_012168565.2
OG0005648	XP_016658245.1	XP_020718714.1, XP_012174493.1, XP_012167193.1, XP_020718229.1, XP_020718228.1
OG0005649	XP_016658283.1	XP_003400719.1
OG0005650	XP_016658524.1	XP_012169571.1, XP_003399446.1
OG0005651	XP_016658785.1	XP_003397980.1
OG0005652	XP_016659039.1	XP_012165217.1
OG0005653	XP_016659226.1	XP_020724081.1
OG0005654	XP_016659371.1	XP_012169314.1
OG0005655	XP_016659429.1, XP_016659427.1, XP_016659428.1	XP_012166263.1
OG0005656	XP_016659623.1	XP_012176415.1
OG0005657	XP_016659800.1	XP_020722765.1
OG0005658	XP_016659877.1	XP_020721215.1
OG0005659	XP_016659948.1	XP_012172214.1
OG0005660	XP_016660013.1	XP_003395392.2
OG0005661	XP_016660153.1	XP_003398146.1
OG0005662	XP_016660213.2	XP_020721945.1
OG0005663	XP_016660448.1	XP_003395166.1
OG0005664	XP_016660460.1	XP_003401376.1
OG0005665	XP_016660662.1	XP_003400052.1
OG0005666	XP_016660691.1	XP_012175369.1
OG0005667	XP_016660693.1	XP_003402099.1
OG0005668	XP_016661060.1	XP_003395724.1
OG0005669	XP_016661761.1	XP_003394234.1
OG0005670	XP_016661804.1	XP_020722752.1
OG0005671	XP_016661934.1, XP_029343444.1	XP_003403057.1
OG0005672	XP_016661951.1	XP_003394820.2, XP_003402398.2
OG0005673	XP_016662088.1	XP_003402578.1
OG0005674	XP_016662190.1	XP_003397307.1
OG0005675	XP_016662317.1	XP_012176425.2
OG0005676	XP_016662328.1	XP_003395566.1
OG0005677	XP_029342180.1, XP_016662372.1	XP_012165975.1
OG0005678	XP_016662668.1	XP_003395354.1
OG0005679	XP_016662713.1	XP_012163618.1
OG0005680	XP_029347241.1, XP_016663036.1, XP_029347821.1	XP_012168743.1
OG0005681	XP_016663579.1	XP_020724199.1, XP_012175256.1
OG0005682	XP_016663628.1	XP_012169841.1
OG0005683	XP_016663880.1	XP_003394286.1
OG0005684	XP_016664871.1	XP_003393606.1
OG0005685	XP_029341024.1, XP_029341257.1	XP_020721506.1
OG0005686	XP_029341642.1	XP_020721152.1
OG0005687	XP_029342024.1, XP_029342543.1	XP_012165199.1
OG0005688	XP_029342068.1	XP_020718935.1, XP_012167550.1
OG0005689	XP_029342094.1	XP_003397281.1
OG0005690	XP_029342119.1	XP_012167832.1
OG0005691	XP_029342169.1	XP_012169396.1
OG0005692	XP_029342223.1	XP_020723133.1
OG0005693	XP_029342249.1	XP_003396868.1
OG0005694	XP_029342282.1	XP_020722109.1
OG0005695	XP_029342306.1, XP_029342848.1	XP_012167494.2
OG0005696	XP_029348546.1, XP_029342418.1	XP_012169033.1
OG0005697	XP_029342426.1	XP_012164751.1
OG0005698	XP_029342437.1	XP_012165228.1
OG0005699	XP_029342555.1	XP_003402360.3, XP_012170814.1, XP_012170813.1
OG0005700	XP_029342733.1	XP_020723700.1
OG0005701	XP_029342754.1	XP_003397380.1
OG0005702	XP_029342779.1	XP_003400503.1
OG0005703	XP_029342791.1	XP_012165621.1
OG0005704	XP_029343020.1	XP_012164189.1
OG0005705	XP_029343102.1	XP_012168020.1
OG0005706	XP_029343182.1	XP_012169620.1
OG0005708	XP_029343239.1	XP_020722253.1
OG0005709	XP_029343593.1	XP_003397229.1
OG0005710	XP_029343735.1	XP_003402733.1
OG0005711	XP_029343811.1	XP_003402200.1
OG0005712	XP_029343813.1	XP_003393394.1
OG0005713	XP_029343842.1	XP_003401432.1
OG0005714	XP_029343883.1	XP_003393712.1
OG0005715	XP_029343886.1	XP_020718378.1
OG0005716	XP_029343989.1	XP_003401043.1
OG0005717	XP_029344047.1	XP_003393000.1
OG0005718	XP_029344220.1	XP_003393638.1
OG0005719	XP_029344289.1	XP_003396284.1
OG0005720	XP_029344319.1	XP_012170453.1
OG0005721	XP_029345368.1	XP_003400483.1
OG0005722	XP_029344434.1	XP_003399005.1
OG0005724	XP_029345044.1	XP_012167095.1
OG0005725	XP_029345132.1	XP_012171267.1
OG0005726	XP_029345225.1	XP_020723553.1
OG0005727	XP_029345235.1, XP_029346269.1	XP_012170573.1
OG0005728	XP_029345238.1	XP_012170450.1
OG0005729	XP_029345419.1	XP_003395884.1
OG0005730	XP_029345423.1	XP_003402967.2
OG0005731	XP_029345557.1	XP_012174376.1
OG0005732	XP_029345808.1	XP_003401080.3
OG0005733	XP_029345964.1	XP_003397837.1
OG0005734	XP_029346241.1, XP_029346242.1	XP_003399989.1
OG0005735	XP_029346255.1	XP_003397021.1
OG0005736	XP_029346546.1	XP_003398748.1
OG0005737	XP_029346578.1	XP_003403090.2
OG0005738	XP_029346648.1	XP_003399916.1
OG0005739	XP_029346650.1	XP_012164005.1, XP_012164004.1, XP_003395569.1, XP_012164003.1
OG0005740	XP_029346759.1	XP_003395164.1
OG0005741	XP_029346847.1	XP_003396471.1
OG0005742	XP_029346984.1	XP_012168425.1
OG0005743	XP_029347220.1, XP_029346986.1, XP_029347057.1	XP_012164549.1
OG0005744	XP_029347014.1, XP_029347013.1	XP_003394578.1
OG0005745	XP_029347024.1	XP_020722229.1
OG0005746	XP_029347026.1	XP_020718885.1
OG0005747	XP_029347049.1	XP_012163994.2
OG0005748	XP_029347147.1	XP_003403078.1
OG0005749	XP_029347158.1	XP_003401639.2
OG0005750	XP_029347333.1	XP_012173550.1
OG0005751	XP_029348573.1	XP_003399978.2
OG0005752	XP_029348674.1	XP_012169413.1
OG0005753	YP_002323937.1	XP_020723971.1
OG0005845	NP_001119611.2, XP_029344722.1	XP_003403355.1
OG0005846	NP_001119623.2	XP_003393301.1
OG0005847	NP_001119624.1	XP_003400368.1
OG0005848	XP_016656103.1, XP_001948248.1, NP_001119634.2	XP_020723192.1
OG0005849	XP_029341861.1, NP_001119636.1	XP_003393971.1
OG0005850	NP_001119642.1	XP_012174797.1
OG0005851	NP_001119643.1	XP_003403428.1
OG0005852	NP_001119679.1, NP_001129592.1	XP_012174387.1
OG0005853	NP_001119681.1	XP_012168932.1
OG0005854	NP_001119686.1	XP_012163407.1
OG0005855	NP_001119689.1	XP_003400826.3
OG0005856	NP_001119690.1	XP_020720455.1
OG0005857	NP_001119698.1	XP_003399909.1
OG0005858	NP_001119699.1	XP_003399930.1
OG0005859	XP_008181451.1, NP_001128403.1	XP_003402856.1
OG0005860	NP_001129424.1	XP_003403132.1
OG0005861	NP_001135965.1	XP_012167602.1
OG0005862	XP_016662319.1, NP_001153592.1	XP_003394591.1
OG0005863	NP_001153809.1	XP_003399438.2
OG0005864	NP_001153816.1	XP_003397059.1
OG0005865	NP_001153854.1	XP_003398579.1
OG0005866	NP_001153860.1	XP_003400274.1
OG0005867	NP_001154181.1	XP_012166535.1
OG0005868	NP_001155376.1	XP_003399134.1
OG0005869	NP_001155392.1	XP_003398508.1
OG0005870	NP_001155394.1, XP_029344732.1	XP_012172567.1
OG0005871	NP_001155396.1, XP_003240869.1	XP_020718786.1
OG0005872	XP_008181490.1, NP_001155403.1	XP_003402402.1
OG0005873	NP_001155412.1	XP_003401342.1
OG0005874	NP_001155413.1, XP_016662282.1	XP_003399813.1, XP_012170430.1
OG0005875	NP_001155419.1, XP_008183988.1	XP_012172547.1
OG0005876	NP_001155427.1	XP_003402220.1
OG0005877	NP_001155433.1	XP_003396576.1
OG0005878	NP_001155439.1	XP_003397812.1
OG0005879	NP_001155450.1	XP_003399333.1
OG0005880	NP_001155478.1	XP_012170402.1
OG0005881	NP_001155489.1	XP_012174471.1
OG0005882	XP_008183574.1, NP_001155490.1	XP_003396224.1
OG0005883	NP_001155496.1	XP_003395443.1
OG0005884	NP_001155525.1, XP_008185681.1	XP_003394798.1
OG0005885	NP_001155540.1	XP_003402980.1
OG0005886	NP_001155545.1	XP_003403223.2
OG0005887	NP_001155555.1	XP_003398227.1
OG0005888	NP_001155564.1	XP_003397296.1
OG0005889	NP_001155568.1	XP_012165012.1
OG0005890	XP_016660060.1, NP_001155570.1	XP_003398243.1
OG0005891	NP_001155575.1	XP_003402709.1
OG0005892	NP_001155584.1, NP_001155753.1	XP_003393637.1
OG0005893	NP_001155608.1	XP_012173980.1
OG0005894	NP_001155609.1	XP_020720112.1
OG0005895	XP_008178787.1, NP_001155618.1	XP_003400485.1
OG0005896	NP_001155623.1	XP_012172948.1
OG0005897	NP_001155627.1	XP_003398038.1
OG0005898	NP_001155631.1	XP_003401812.1, XP_003401810.1
OG0005899	NP_001155645.1	XP_003397963.1
OG0005900	NP_001155647.1	XP_003394283.1
OG0005901	NP_001155651.1	XP_012168698.1
OG0005902	NP_001155653.1	XP_012168471.1
OG0005903	NP_001155664.1	XP_003393493.1
OG0005904	XP_029343924.1, NP_001155689.1	XP_003393541.1, XP_012170657.1
OG0005905	NP_001155690.1	XP_012174873.1
OG0005906	XP_029344789.1, NP_001155700.1	XP_003393581.1
OG0005907	NP_001156236.1, NP_001155710.1	XP_003393372.1
OG0005908	XP_016663936.1, NP_001155715.1	XP_003397892.1
OG0005909	NP_001155721.1	XP_003402299.1
OG0005910	XP_008186522.1, NP_001155729.1	XP_003394795.1
OG0005911	XP_003246769.1, NP_001155741.1	XP_003403136.1
OG0005912	NP_001155744.1	XP_003403349.1
OG0005913	XP_001952365.1, NP_001155754.1	XP_003395063.1
OG0005914	XP_008180671.1, NP_001155762.1	XP_020721758.1
OG0005915	NP_001155780.1, XP_008183929.1	XP_003396932.1, XP_003396934.1
OG0005916	NP_001155781.1	XP_003394876.1
OG0005917	NP_001155803.1	XP_012167086.1
OG0005918	NP_001155805.1	XP_003398279.1
OG0005919	NP_001155812.1, XP_001943852.1	XP_012165415.1
OG0005920	NP_001155823.1	XP_012164219.1
OG0005921	NP_001155830.1, XP_008188010.1	XP_003394282.1
OG0005922	NP_001155921.1	XP_012173373.1
OG0005923	NP_001155927.1	XP_003395286.1
OG0005924	NP_001155942.1, XP_001947024.2	XP_003400501.3
OG0005925	NP_001156050.1	XP_003401539.1
OG0005926	XP_001945424.1, XP_008187178.1, NP_001156055.1	XP_003394852.1
OG0005927	NP_001156082.1	XP_012172794.1
OG0005928	NP_001156086.1	XP_012172239.1
OG0005929	NP_001156111.1, XP_003248911.1	XP_003392943.1
OG0005930	NP_001156128.1	XP_012166968.1
OG0005931	NP_001156132.1	XP_003394868.1
OG0005932	NP_001156147.1	XP_003397030.1
OG0005933	NP_001156169.1	XP_003397517.1
OG0005934	NP_001156181.1	XP_003398591.1
OG0005935	NP_001156187.1	XP_020723857.1
OG0005936	NP_001156190.1	XP_012169766.1
OG0005937	NP_001156196.1, NP_001280433.1	XP_003401396.1
OG0005938	NP_001156198.1, XP_008182088.1	XP_012168745.1
OG0005939	NP_001156208.1	XP_003399845.1
OG0005940	NP_001156228.1	XP_003396691.1
OG0005941	NP_001156230.1	XP_012163855.1
OG0005942	NP_001156235.1	XP_003398325.1
OG0005943	NP_001156249.1, XP_008187390.1	XP_003393403.1
OG0005944	NP_001156260.1	XP_003401721.1
OG0005945	NP_001156261.1, XP_008185713.1	XP_003394200.1
OG0005946	NP_001156262.1	XP_003393351.1, XP_012166523.1
OG0005947	NP_001156272.1, XP_008184373.1	XP_003402252.1
OG0005948	NP_001156286.1	XP_003401367.1
OG0005949	NP_001156436.1	XP_003395791.1
OG0005950	NP_001156457.1	XP_003398002.1
OG0005951	NP_001156458.1	XP_003394663.1
OG0005952	NP_001156604.1	XP_003395273.1
OG0005953	XP_016657025.1, NP_001156676.1	XP_012171739.1
OG0005954	NP_001156841.1, XP_029342006.1	XP_003403263.1
OG0005955	NP_001162106.1	XP_012175644.1
OG0005956	NP_001165436.1, XP_003246548.1	XP_003400828.1
OG0005957	NP_001165848.1, XP_029346308.1	XP_003394625.1
OG0005958	NP_001191853.1	XP_003394034.1
OG0005959	NP_001191889.1	XP_003398036.2
OG0005960	NP_001191921.1	XP_012168887.1
OG0005961	NP_001191929.1	XP_012174545.1
OG0005962	NP_001191942.1	XP_012173333.1
OG0005963	NP_001191944.1	XP_012164442.1
OG0005964	NP_001191951.1, XP_016661162.1	XP_003396943.1
OG0005965	NP_001192095.1, NP_001192094.1	XP_003401839.1
OG0005966	NP_001229570.1	XP_003400571.1
OG0005967	NP_001232938.1, XP_008179279.1	XP_003400387.1
OG0005968	NP_001232974.1	XP_003396673.1
OG0005969	NP_001232976.1, XP_029344769.1	XP_003400714.1
OG0005970	NP_001232986.1, XP_008186571.1	XP_003396065.1
OG0005971	NP_001232994.1	XP_003398353.1
OG0005972	NP_001233010.1, XP_029342008.1	XP_012165905.1
OG0005973	NP_001233071.1	XP_012163636.1
OG0005974	NP_001233076.1	XP_012176540.1
OG0005975	NP_001233078.1	XP_003395802.1
OG0005976	NP_001233089.1	XP_012175869.2
OG0005977	NP_001233097.1	XP_020719056.1, XP_020719057.1
OG0005978	NP_001233120.1, XP_016657692.1	XP_003393583.1
OG0005979	NP_001280255.1	XP_003397941.1, XP_012167473.1
OG0005980	NP_001280256.1	XP_003396162.1
OG0005981	NP_001280259.1	XP_003394799.1
OG0005982	XP_008187894.1, NP_001280284.1	XP_003396988.1
OG0005983	NP_001280302.1	XP_003402565.1
OG0005984	NP_001280316.1, XP_001951901.2	XP_003401448.1
OG0005985	XP_016658303.1, NP_001280319.1	XP_012168431.1
OG0005986	XP_008187009.1, NP_001280335.1	XP_003395141.1
OG0005987	NP_001280341.1, XP_029341887.1, XP_001945194.2	XP_003396359.1
OG0005988	XP_001946901.1, NP_001280342.1	XP_003402243.1
OG0005989	NP_001280352.1	XP_003395024.1
OG0005990	NP_001280358.1	XP_003393863.1
OG0005991	NP_001280381.1	XP_003398614.1
OG0005992	NP_001280395.1, XP_029346882.1	XP_003396051.1
OG0005993	NP_001280414.1, XP_008187414.1	XP_003397153.1
