Orthogroup	Acyrthosiphon_pisum	Osmia_lignaria
OG0005512	XP_003248666.2, XP_008184077.1	XP_034176552.1
OG0005513	XP_003248960.1	XP_034190101.1
OG0005514	XP_008178229.1	XP_034172366.1
OG0005515	XP_008178298.1	XP_034189296.1
OG0005516	XP_008178476.1, XP_016656357.1	XP_034178053.1
OG0005517	XP_008178565.1	XP_034177339.1
OG0005518	XP_008189939.1, XP_008189938.1	XP_034183599.1, XP_034183597.1
OG0005519	XP_008178739.1	XP_034171776.1
OG0005520	XP_008178764.1	XP_034184705.1
OG0005521	XP_029343071.1, XP_008178929.1	XP_034177018.1
OG0005522	XP_008178963.1, XP_008178964.1, XP_029343774.1	XP_034174138.1
OG0005523	XP_008179032.2, XP_016656653.2	XP_034183493.1
OG0005524	XP_008179154.1	XP_034189075.1
OG0005525	XP_008179254.1	XP_034190260.1
OG0005526	XP_008179501.1, XP_029345015.1	XP_034184409.1
OG0005527	XP_008179585.1	XP_034187628.1
OG0005528	XP_008179646.1	XP_034188222.1
OG0005529	XP_008179695.1	XP_034190020.1
OG0005530	XP_008179696.1	XP_034180942.1
OG0005531	XP_029342034.1, XP_008179715.1	XP_034179457.1, XP_034179455.1
OG0005532	XP_008179786.1, XP_008179780.1	XP_034191882.1
OG0005533	XP_008179850.1	XP_034171676.1
OG0005534	XP_008180016.1	XP_034187004.1
OG0005535	XP_008180169.1	XP_034176055.1
OG0005536	XP_016657628.1, XP_008180219.1	XP_034188244.1
OG0005537	XP_008180417.1	XP_034182208.1
OG0005538	XP_008180438.1	XP_034183853.1
OG0005539	XP_008181361.1, XP_008180512.1	XP_034192783.1
OG0005540	XP_029347225.1, XP_008180565.1	XP_034180692.1
OG0005541	XP_008180678.1	XP_034180472.1
OG0005542	XP_008180730.1	XP_034192511.1
OG0005543	XP_008180842.1, XP_029341192.1	XP_034194179.1, XP_034194173.1
OG0005544	XP_008180859.2	XP_034185247.1
OG0005545	XP_008181115.1	XP_034186557.1
OG0005546	XP_008181266.1, XP_029347489.1	XP_034178276.1
OG0005547	XP_008181313.1	XP_034195512.1
OG0005548	XP_008181411.1	XP_034194370.1
OG0005549	XP_008181688.1	XP_034189349.1
OG0005550	XP_029343996.1, XP_008181789.1, XP_008181790.1	XP_034175954.1
OG0005551	XP_008181898.1	XP_034195473.1
OG0005552	XP_008181922.1	XP_034177021.1
OG0005553	XP_008182015.1	XP_034192624.1
OG0005554	XP_008182052.1	XP_034185612.1
OG0005555	XP_008182141.1, XP_008182151.1	XP_034183837.1
OG0005556	XP_008182147.1	XP_034172637.1
OG0005557	XP_008182248.1	XP_034185788.1
OG0005558	XP_008182262.1	XP_034193500.1
OG0005559	XP_008182339.1	XP_034190601.1
OG0005560	XP_016659338.1, XP_008182422.2	XP_034178190.1
OG0005561	XP_029342343.1, XP_008182456.1	XP_034189825.1
OG0005562	XP_008182545.1	XP_034183133.1
OG0005563	XP_008182758.2	XP_034175164.1, XP_034175163.1
OG0005564	XP_016660196.1, XP_008182819.1	XP_034186340.1
OG0005565	XP_008182999.1	XP_034181574.1
OG0005566	XP_008183112.1	XP_034195952.1
OG0005567	XP_008183302.1	XP_034181796.1
OG0005568	XP_008183325.1, XP_029345786.1	XP_034195568.1, XP_034195569.1
OG0005569	XP_008183476.1	XP_034182077.1
OG0005570	XP_008183477.1	XP_034191302.1
OG0005571	XP_008183535.1, XP_029344432.1	XP_034172518.1, XP_034172519.1
OG0005572	XP_008183616.1	XP_034187460.1
OG0005573	XP_008183693.1	XP_034190503.1
OG0005574	XP_008183874.1	XP_034181790.1, XP_034181791.1
OG0005575	XP_008183942.1, XP_016661472.1	XP_034192466.1
OG0005576	XP_008183953.1	XP_034187967.1
OG0005577	XP_008183960.1	XP_034177925.1
OG0005578	XP_008183976.1	XP_034185014.1
OG0005579	XP_008184000.1, XP_016660655.1	XP_034179424.1
OG0005580	XP_008184034.1	XP_034177944.1
OG0005581	XP_008184042.1	XP_034189325.1
OG0005582	XP_008184268.1	XP_034193927.1
OG0005583	XP_029341555.1, XP_008184402.1	XP_034191585.1
OG0005584	XP_008184451.1	XP_034187831.1
OG0005585	XP_016665161.1, XP_008184550.1	XP_034175279.1
OG0005586	XP_008184612.1	XP_034188210.1
OG0005587	XP_016660331.1, XP_008184801.1	XP_034182620.1
OG0005588	XP_008184861.1	XP_034186691.1
OG0005589	XP_008184973.1	XP_034182236.1
OG0005590	XP_008185015.1, XP_029348537.1	XP_034189735.1
OG0005591	XP_008185036.1	XP_034187068.1
OG0005593	XP_029343783.1, XP_008185101.1, XP_016661580.1	XP_034184494.1, XP_034184493.1
OG0005594	XP_008185133.1	XP_034193945.1
OG0005595	XP_029346939.1, XP_008185165.1, XP_008185166.1	XP_034174452.1
OG0005596	XP_008185193.1	XP_034178075.1
OG0005597	XP_008185425.1	XP_034196646.1
OG0005598	XP_029343619.1, XP_008185456.1, XP_008185455.1	XP_034184314.1
OG0005599	XP_008185474.1	XP_034188062.1
OG0005600	XP_008185501.1	XP_034170986.1
OG0005601	XP_008185547.1, XP_029341854.1	XP_034183913.1
OG0005602	XP_008185828.1	XP_034172850.1
OG0005603	XP_008185972.1	XP_034186335.1
OG0005604	XP_008185991.1	XP_034180458.1
OG0005605	XP_008186225.2	XP_034175804.1
OG0005606	XP_008186291.1	XP_034195574.1
OG0005607	XP_008186386.1	XP_034192702.1
OG0005608	XP_008186493.1	XP_034174748.1
OG0005609	XP_008186642.1	XP_034188971.1
OG0005610	XP_008186644.1, XP_008186643.1	XP_034188927.1
OG0005611	XP_008186703.1, XP_029341521.1	XP_034182235.1
OG0005612	XP_008186833.1	XP_034171183.1
OG0005613	XP_008186955.1	XP_034195793.1
OG0005614	XP_008187097.1	XP_034177648.1
OG0005615	XP_008187136.1	XP_034193892.1
OG0005616	XP_008187145.2	XP_034181488.1
OG0005617	XP_008187320.1	XP_034187183.1
OG0005618	XP_008187417.1, XP_008187416.1	XP_034191790.1, XP_034191782.1
OG0005620	XP_008187582.1, XP_008187583.1, XP_008187585.1, XP_029343872.1	XP_034189048.1
OG0005621	XP_008187674.1	XP_034196128.1
OG0005622	XP_008187717.1	XP_034189753.1
OG0005623	XP_008187718.1	XP_034184072.1
OG0005624	XP_008187905.1, XP_008187906.1	XP_034178794.1
OG0005625	XP_008187988.1	XP_034173825.1
OG0005626	XP_008188021.1	XP_034171816.1, XP_034171794.1
OG0005627	XP_029345503.1, XP_008188027.1	XP_034193372.1
OG0005628	XP_008188055.1	XP_034190021.1
OG0005629	XP_008188112.1	XP_034177191.1, XP_034177192.1
OG0005630	XP_008188547.1	XP_034179813.1
OG0005631	XP_008189814.1	XP_034172876.1
OG0005632	XP_008189826.1	XP_034182161.1
OG0005633	XP_008189867.1	XP_034182971.1
OG0005634	XP_008190158.1	XP_034172079.1
OG0005635	XP_008190204.1	XP_034191700.1
OG0005636	XP_016656277.1	XP_034186777.1
OG0005637	XP_029341327.1, XP_016656661.1, XP_029341633.1	XP_034193396.1
OG0005638	XP_016656780.1, XP_016664451.1	XP_034174801.1
OG0005639	XP_016656810.1	XP_034189568.1
OG0005640	XP_016656908.1	XP_034171146.1
OG0005642	XP_016657048.1	XP_034175331.1
OG0005643	XP_016657185.1, XP_016657186.1	XP_034195994.1
OG0005644	XP_016657374.1	XP_034192744.1
OG0005645	XP_016657643.1	XP_034172564.1
OG0005646	XP_016657940.1, XP_029345915.1	XP_034174711.1
OG0005647	XP_016658194.1	XP_034176649.1
OG0005649	XP_016658283.1	XP_034180739.1
OG0005650	XP_016658524.1	XP_034187940.1
OG0005651	XP_016658785.1	XP_034181850.1
OG0005652	XP_016659039.1	XP_034175069.1
OG0005653	XP_016659226.1	XP_034181921.1
OG0005654	XP_016659371.1	XP_034175356.1
OG0005655	XP_016659429.1, XP_016659427.1, XP_016659428.1	XP_034188003.1
OG0005656	XP_016659623.1	XP_034188267.1
OG0005658	XP_016659877.1	XP_034176503.1
OG0005659	XP_016659948.1	XP_034193640.1
OG0005660	XP_016660013.1	XP_034177761.1
OG0005661	XP_016660153.1	XP_034186169.1
OG0005662	XP_016660213.2	XP_034178627.1
OG0005663	XP_016660448.1	XP_034174011.1
OG0005664	XP_016660460.1	XP_034179323.1
OG0005665	XP_016660662.1	XP_034178343.1
OG0005666	XP_016660691.1	XP_034189559.1
OG0005667	XP_016660693.1	XP_034180112.1
OG0005668	XP_016661060.1	XP_034193018.1
OG0005669	XP_016661761.1	XP_034194598.1
OG0005670	XP_016661804.1	XP_034193663.1
OG0005671	XP_016661934.1, XP_029343444.1	XP_034184645.1
OG0005672	XP_016661951.1	XP_034184596.1
OG0005673	XP_016662088.1	XP_034193070.1
OG0005674	XP_016662190.1	XP_034188043.1
OG0005676	XP_016662328.1	XP_034177376.1
OG0005677	XP_029342180.1, XP_016662372.1	XP_034192046.1
OG0005678	XP_016662668.1	XP_034177514.1
OG0005679	XP_016662713.1	XP_034174254.1
OG0005680	XP_029347241.1, XP_016663036.1, XP_029347821.1	XP_034185962.1
OG0005681	XP_016663579.1	XP_034182573.1
OG0005682	XP_016663628.1	XP_034190900.1
OG0005683	XP_016663880.1	XP_034194226.1
OG0005684	XP_016664871.1	XP_034171898.1
OG0005685	XP_029341024.1, XP_029341257.1	XP_034186405.1
OG0005686	XP_029341642.1	XP_034175926.1
OG0005687	XP_029342024.1, XP_029342543.1	XP_034172701.1
OG0005688	XP_029342068.1	XP_034196370.1
OG0005689	XP_029342094.1	XP_034181664.1
OG0005690	XP_029342119.1	XP_034185901.1
OG0005691	XP_029342169.1	XP_034175123.1
OG0005692	XP_029342223.1	XP_034180908.1
OG0005693	XP_029342249.1	XP_034191313.1
OG0005694	XP_029342282.1	XP_034191864.1
OG0005695	XP_029342306.1, XP_029342848.1	XP_034183984.1
OG0005696	XP_029348546.1, XP_029342418.1	XP_034174997.1
OG0005697	XP_029342426.1	XP_034195821.1
OG0005698	XP_029342437.1	XP_034176126.1, XP_034176100.1
OG0005699	XP_029342555.1	XP_034192537.1
OG0005700	XP_029342733.1	XP_034196111.1
OG0005701	XP_029342754.1	XP_034181418.1
OG0005702	XP_029342779.1	XP_034194056.1
OG0005703	XP_029342791.1	XP_034181268.1
OG0005704	XP_029343020.1	XP_034192955.1
OG0005705	XP_029343102.1	XP_034185773.1
OG0005706	XP_029343182.1	XP_034174927.1
OG0005707	XP_029343231.1	XP_034179162.1
OG0005708	XP_029343239.1	XP_034180354.1
OG0005709	XP_029343593.1	XP_034181288.1
OG0005710	XP_029343735.1	XP_034175247.1
OG0005711	XP_029343811.1	XP_034183089.1
OG0005712	XP_029343813.1	XP_034180094.1
OG0005713	XP_029343842.1	XP_034179071.1
OG0005714	XP_029343883.1	XP_034189088.1
OG0005715	XP_029343886.1	XP_034174743.1
OG0005716	XP_029343989.1	XP_034193567.1
OG0005717	XP_029344047.1	XP_034173197.1
OG0005718	XP_029344220.1	XP_034171728.1
OG0005719	XP_029344289.1	XP_034178821.1
OG0005720	XP_029344319.1	XP_034183143.1
OG0005721	XP_029345368.1	XP_034180551.1
OG0005722	XP_029344434.1	XP_034187659.1
OG0005724	XP_029345044.1	XP_034184423.1
OG0005725	XP_029345132.1	XP_034191796.1
OG0005726	XP_029345225.1	XP_034185839.1
OG0005727	XP_029345235.1, XP_029346269.1	XP_034196488.1
OG0005728	XP_029345238.1	XP_034186540.1
OG0005729	XP_029345419.1	XP_034193389.1
OG0005730	XP_029345423.1	XP_034195967.1
OG0005731	XP_029345557.1	XP_034196527.1
OG0005732	XP_029345808.1	XP_034179194.1
OG0005733	XP_029345964.1	XP_034184138.1
OG0005734	XP_029346241.1, XP_029346242.1	XP_034186764.1
OG0005735	XP_029346255.1	XP_034181726.1
OG0005736	XP_029346546.1	XP_034186280.1
OG0005737	XP_029346578.1	XP_034190207.1
OG0005738	XP_029346648.1	XP_034186718.1
OG0005739	XP_029346650.1	XP_034177380.1
OG0005740	XP_029346759.1	XP_034174262.1
OG0005741	XP_029346847.1	XP_034178383.1
OG0005742	XP_029346984.1	XP_034189981.1
OG0005743	XP_029347220.1, XP_029346986.1, XP_029347057.1	XP_034195377.1
OG0005744	XP_029347014.1, XP_029347013.1	XP_034182020.1
OG0005745	XP_029347024.1	XP_034171591.1
OG0005746	XP_029347026.1	XP_034177485.1
OG0005747	XP_029347049.1	XP_034177284.1
OG0005748	XP_029347147.1	XP_034185137.1
OG0005749	XP_029347158.1	XP_034185478.1
OG0005750	XP_029347333.1	XP_034192573.1, XP_034192572.1, XP_034192574.1
OG0005751	XP_029348573.1	XP_034190754.1
OG0005752	XP_029348674.1	XP_034172470.1
OG0005753	YP_002323937.1	XP_034195356.1
OG0005845	NP_001119611.2, XP_029344722.1	XP_034189967.1
OG0005846	NP_001119623.2	XP_034172094.1
OG0005847	NP_001119624.1	XP_034180806.1
OG0005848	XP_016656103.1, XP_001948248.1, NP_001119634.2	XP_034191308.1
OG0005849	XP_029341861.1, NP_001119636.1	XP_034170840.1
OG0005850	NP_001119642.1	XP_034196487.1
OG0005851	NP_001119643.1	XP_034183890.1
OG0005852	NP_001119679.1, NP_001129592.1	XP_034192521.1
OG0005853	NP_001119681.1	XP_034175861.1
OG0005854	NP_001119686.1	XP_034187355.1
OG0005855	NP_001119689.1	XP_034180665.1
OG0005856	NP_001119690.1	XP_034184469.1
OG0005857	NP_001119698.1	XP_034190928.1
OG0005858	NP_001119699.1	XP_034186403.1
OG0005859	XP_008181451.1, NP_001128403.1	XP_034182041.1
OG0005860	NP_001129424.1	XP_034184815.1
OG0005861	NP_001135965.1	XP_034187542.1
OG0005862	XP_016662319.1, NP_001153592.1	XP_034187210.1
OG0005863	NP_001153809.1	XP_034194827.1
OG0005864	NP_001153816.1	XP_034181795.1
OG0005865	NP_001153854.1	XP_034186250.1
OG0005866	NP_001153860.1	XP_034177932.1
OG0005867	NP_001154181.1	XP_034192458.1
OG0005868	NP_001155376.1	XP_034175127.1
OG0005869	NP_001155392.1	XP_034185854.1
OG0005870	NP_001155394.1, XP_029344732.1	XP_034189380.1
OG0005871	NP_001155396.1, XP_003240869.1	XP_034177784.1
OG0005872	XP_008181490.1, NP_001155403.1	XP_034174283.1
OG0005873	NP_001155412.1	XP_034178955.1
OG0005874	NP_001155413.1, XP_016662282.1	XP_034186945.1
OG0005875	NP_001155419.1, XP_008183988.1	XP_034172885.1
OG0005876	NP_001155427.1	XP_034191187.1
OG0005877	NP_001155433.1	XP_034176179.1
OG0005878	XP_008180667.1, NP_001155439.1	XP_034183939.1
OG0005879	NP_001155450.1	XP_034175170.1
OG0005880	NP_001155478.1	XP_034186690.1
OG0005881	NP_001155489.1	XP_034183383.1
OG0005882	XP_008183574.1, NP_001155490.1	XP_034171294.1
OG0005883	NP_001155496.1	XP_034177505.1
OG0005884	NP_001155525.1, XP_008185681.1	XP_034184082.1
OG0005885	NP_001155540.1	XP_034196148.1
OG0005886	NP_001155545.1	XP_034190653.1
OG0005887	NP_001155555.1	XP_034185880.1
OG0005889	NP_001155568.1	XP_034183538.1
OG0005890	XP_016660060.1, NP_001155570.1	XP_034183769.1
OG0005891	NP_001155575.1	XP_034183381.1, XP_034183380.1
OG0005892	NP_001155584.1, NP_001155753.1	XP_034189373.1
OG0005893	NP_001155608.1	XP_034188101.1
OG0005894	NP_001155609.1	XP_034185664.1
OG0005895	XP_008178787.1, NP_001155618.1	XP_034180524.1
OG0005896	NP_001155623.1	XP_034185532.1
OG0005897	NP_001155627.1	XP_034186479.1, XP_034186488.1
OG0005898	NP_001155631.1	XP_034190492.1
OG0005899	NP_001155645.1	XP_034184406.1
OG0005900	NP_001155647.1	XP_034182315.1
OG0005901	NP_001155651.1	XP_034193732.1, XP_034193733.1
OG0005902	NP_001155653.1	XP_034185029.1
OG0005903	NP_001155664.1	XP_034172954.1
OG0005904	XP_029343924.1, NP_001155689.1	XP_034196660.1
OG0005905	NP_001155690.1	XP_034183478.1
OG0005906	XP_029344789.1, NP_001155700.1	XP_034171506.1
OG0005907	NP_001156236.1, NP_001155710.1	XP_034180159.1
OG0005908	XP_016663936.1, NP_001155715.1	XP_034174243.1
OG0005909	NP_001155721.1	XP_034195584.1
OG0005910	XP_008186522.1, NP_001155729.1	XP_034184135.1
OG0005911	XP_003246769.1, NP_001155741.1	XP_034184797.1
OG0005912	NP_001155744.1	XP_034189692.1
OG0005913	XP_001952365.1, NP_001155754.1	XP_034174097.1
OG0005914	XP_008180671.1, NP_001155762.1	XP_034178234.1
OG0005916	NP_001155781.1	XP_034181036.1
OG0005917	NP_001155803.1	XP_034188806.1
OG0005918	NP_001155805.1	XP_034189814.1
OG0005919	NP_001155812.1, XP_001943852.1	XP_034196349.1
OG0005920	NP_001155823.1	XP_034177146.1
OG0005921	NP_001155830.1, XP_008188010.1	XP_034182240.1
OG0005922	NP_001155921.1	XP_034180465.1, XP_034180466.1
OG0005923	NP_001155927.1	XP_034192869.1
OG0005924	NP_001155942.1, XP_001947024.2	XP_034194069.1
OG0005925	NP_001156050.1	XP_034193798.1
OG0005926	XP_001945424.1, XP_008187178.1, NP_001156055.1	XP_034187744.1
OG0005927	NP_001156082.1	XP_034193811.1
OG0005928	NP_001156086.1	XP_034178898.1
OG0005929	NP_001156111.1, XP_003248911.1	XP_034173648.1
OG0005930	NP_001156128.1	XP_034193111.1
OG0005931	NP_001156132.1	XP_034181191.1
OG0005933	NP_001156169.1	XP_034195650.1
OG0005934	NP_001156181.1	XP_034186240.1
OG0005936	NP_001156190.1	XP_034175355.1
OG0005937	NP_001156196.1, NP_001280433.1	XP_034179649.1
OG0005938	NP_001156198.1, XP_008182088.1	XP_034173055.1
OG0005939	NP_001156208.1	XP_034183221.1
OG0005940	NP_001156228.1	XP_034178063.1
OG0005941	NP_001156230.1	XP_034177002.1
OG0005942	NP_001156235.1	XP_034185833.1
OG0005943	NP_001156249.1, XP_008187390.1	XP_034173295.1
OG0005944	NP_001156260.1	XP_034184882.1
OG0005945	NP_001156261.1, XP_008185713.1	XP_034182748.1
OG0005946	NP_001156262.1	XP_034194022.1
OG0005947	NP_001156272.1, XP_008184373.1	XP_034183026.1
OG0005948	NP_001156286.1	XP_034179005.1
OG0005949	NP_001156436.1	XP_034177621.1
OG0005950	NP_001156457.1	XP_034187898.1
OG0005951	NP_001156458.1	XP_034187169.1
OG0005952	NP_001156604.1	XP_034187643.1
OG0005953	XP_016657025.1, NP_001156676.1	XP_034180741.1
OG0005954	NP_001156841.1, XP_029342006.1	XP_034182729.1, XP_034182730.1
OG0005955	NP_001162106.1	XP_034171750.1
OG0005956	NP_001165436.1, XP_003246548.1	XP_034191935.1
OG0005957	NP_001165848.1, XP_029346308.1	XP_034186696.1
OG0005958	NP_001191853.1	XP_034171945.1
OG0005959	NP_001191889.1	XP_034186296.1
OG0005960	NP_001191921.1	XP_034192318.1
OG0005961	NP_001191929.1	XP_034182079.1
OG0005962	NP_001191942.1	XP_034191966.1
OG0005963	NP_001191944.1	XP_034193005.1
OG0005964	NP_001191951.1, XP_016661162.1	XP_034189590.1
OG0005965	NP_001192095.1, NP_001192094.1	XP_034184895.1
OG0005966	NP_001229570.1	XP_034192045.1
OG0005967	NP_001232938.1, XP_008179279.1	XP_034180800.1
OG0005968	NP_001232974.1	XP_034181215.1, XP_034181206.1
OG0005969	NP_001232976.1, XP_029344769.1	XP_034191481.1
OG0005970	NP_001232986.1, XP_008186571.1	XP_034193485.1
OG0005971	NP_001232994.1	XP_034183553.1
OG0005972	NP_001233010.1, XP_029342008.1	XP_034172213.1
OG0005973	NP_001233071.1	XP_034173939.1
OG0005975	NP_001233078.1	XP_034177552.1
OG0005976	NP_001233089.1	XP_034194392.1
OG0005977	NP_001233097.1	XP_034183730.1
OG0005978	NP_001233120.1, XP_016657692.1	XP_034171507.1
OG0005979	NP_001280255.1	XP_034183950.1
OG0005980	NP_001280256.1	XP_034195498.1
OG0005981	NP_001280259.1	XP_034179879.1
OG0005982	XP_008187894.1, NP_001280284.1	XP_034174503.1
OG0005983	NP_001280302.1	XP_034184592.1
OG0005984	NP_001280316.1, XP_001951901.2	XP_034179777.1
OG0005985	XP_016658303.1, NP_001280319.1	XP_034190039.1
OG0005986	XP_008187009.1, NP_001280335.1	XP_034187528.1
OG0005987	NP_001280341.1, XP_029341887.1, XP_001945194.2	XP_034182670.1
OG0005988	XP_001946901.1, NP_001280342.1	XP_034182617.1
OG0005989	NP_001280352.1	XP_034187475.1
OG0005990	NP_001280358.1	XP_034171968.1
OG0005991	NP_001280381.1	XP_034185374.1
OG0005992	NP_001280395.1, XP_029346882.1	XP_034195106.1
OG0005993	NP_001280414.1, XP_008187414.1	XP_034180953.1
OG0005994	NP_001280420.1	XP_034195522.1
OG0005995	XP_016663205.1, NP_001280430.1	XP_034187085.1
OG0005996	XP_008181412.1, NP_001280449.1	XP_034185175.1
OG0005997	NP_001280453.1	XP_034181843.1
OG0005998	NP_001280474.1, XP_001945013.2	XP_034174866.1, XP_034174867.1
OG0005999	NP_001280477.1	XP_034187076.1
OG0006000	NP_001280485.1	XP_034179778.1
OG0006001	NP_001313549.1	XP_034172800.1
OG0006002	NP_001313554.1	XP_034195756.1
OG0006003	NP_001313565.1	XP_034184801.1
OG0006004	NP_001313570.1	XP_034177631.1
OG0006005	NP_001313593.1	XP_034183474.1
OG0006006	XP_001942534.1	XP_034186021.1
OG0006007	XP_001942573.2	XP_034173776.1
OG0006008	XP_001942592.2	XP_034179400.1
OG0006009	XP_001942663.1	XP_034173575.1
OG0006011	XP_001942737.1	XP_034182522.1
OG0006012	XP_001942745.1	XP_034189083.1
OG0006013	XP_001942746.2	XP_034182925.1
OG0006014	XP_003245638.1, XP_001942748.2	XP_034184553.1
OG0006015	XP_001942780.2	XP_034196637.1
OG0006016	XP_001942818.2	XP_034193895.1
OG0006017	XP_001942820.2	XP_034174729.1
OG0006018	XP_001942832.2	XP_034188095.1
OG0006019	XP_001942851.3, XP_029345849.1	XP_034186429.1
OG0006020	XP_001942885.1	XP_034195741.1
OG0006021	XP_001942890.2	XP_034193740.1
OG0006022	XP_001942914.1	XP_034185007.1
OG0006023	XP_001942922.1, XP_008182860.1	XP_034177809.1
OG0006024	XP_001942930.2	XP_034191617.1
OG0006025	XP_001942943.2	XP_034183670.1
OG0006026	XP_001942955.2	XP_034187066.1
OG0006027	XP_001942957.2	XP_034196000.1
OG0006028	XP_001942969.2	XP_034175874.1
OG0006029	XP_001943012.2	XP_034190502.1
OG0006030	XP_001943013.2	XP_034188347.1
OG0006031	XP_001943017.2	XP_034195573.1
OG0006032	XP_001943051.1	XP_034180364.1
OG0006033	XP_001943111.1	XP_034189690.1
OG0006034	XP_001943122.1	XP_034176977.1
OG0006035	XP_001943152.1	XP_034174377.1
OG0006036	XP_001943219.2	XP_034178246.1
OG0006037	XP_001943223.1	XP_034191061.1
OG0006038	XP_001943231.1	XP_034195428.1
OG0006039	XP_001943272.1	XP_034187645.1
OG0006040	XP_001943293.1	XP_034196486.1
OG0006041	XP_001943300.2	XP_034192522.1
OG0006042	XP_001943338.2	XP_034192966.1
OG0006043	XP_001943365.2	XP_034172530.1
OG0006044	XP_001943401.2	XP_034185345.1
OG0006045	XP_001943407.1, XP_008185132.1	XP_034183945.1
OG0006046	XP_003243863.1, XP_001943453.2	XP_034181717.1
OG0006047	XP_001943489.1	XP_034176042.1
OG0006048	XP_001943558.3	XP_034178722.1
OG0006049	XP_001943651.2	XP_034181342.1
OG0006050	XP_001943653.1	XP_034189313.1
OG0006051	XP_001946500.2, XP_001943674.1	XP_034183879.1
OG0006052	XP_001943727.1	XP_034188962.1
OG0006053	XP_001943731.2	XP_034172847.1
OG0006054	XP_001943765.1	XP_034182596.1
OG0006055	XP_001943831.2	XP_034177519.1
OG0006056	XP_001943840.2	XP_034178462.1
OG0006057	XP_001943846.2, XP_003248904.2	XP_034172315.1
OG0006058	XP_001943886.1	XP_034191312.1
OG0006059	XP_001943895.2	XP_034174963.1
OG0006060	XP_001943933.2	XP_034173549.1
OG0006061	XP_001943966.2	XP_034172881.1
OG0006062	XP_001943983.1	XP_034174863.1
OG0006063	XP_001944025.1	XP_034178141.1
OG0006064	XP_001944044.1	XP_034172122.1
OG0006065	XP_001944107.2	XP_034181777.1
OG0006066	XP_001944113.1	XP_034182754.1
OG0006067	XP_001944116.1	XP_034181055.1
OG0006068	XP_008179861.1, XP_016657351.1, XP_001944237.1	XP_034178560.1
OG0006069	XP_001944272.2, XP_003247238.1	XP_034172774.1
OG0006070	XP_001944291.2	XP_034174456.1
OG0006071	XP_001944307.2	XP_034188877.1
OG0006072	XP_001944318.1	XP_034191480.1
OG0006073	XP_001944319.2	XP_034188819.1
OG0006074	XP_008189617.1, XP_001944385.1	XP_034178400.1
OG0006075	XP_001944489.1	XP_034178278.1
OG0006076	XP_016657449.1, XP_001944509.2	XP_034175133.1
OG0006077	XP_001944540.1	XP_034172365.1
OG0006078	XP_001944546.2	XP_034182658.1
OG0006079	XP_001944560.1, XP_029344372.1	XP_034190361.1
OG0006080	XP_001944611.1	XP_034173664.1
OG0006081	XP_001944615.3	XP_034172585.1
OG0006082	XP_001944638.1, XP_001946818.1	XP_034191376.1
OG0006083	XP_001944695.1	XP_034185546.1
OG0006084	XP_001944722.2	XP_034185519.1
OG0006085	XP_001944743.2	XP_034192959.1
OG0006086	XP_001944795.1	XP_034187978.1
OG0006087	XP_001944891.1	XP_034187418.1
OG0006088	XP_001944944.1	XP_034187611.1
OG0006089	XP_001944971.1, XP_016658301.1	XP_034181392.1
OG0006090	XP_001944973.1	XP_034175233.1
OG0006091	XP_001944977.1	XP_034185415.1
OG0006092	XP_001944986.2	XP_034180922.1
OG0006093	XP_001945086.1	XP_034170868.1
OG0006094	XP_001945091.2, XP_008183120.1	XP_034173058.1
OG0006095	XP_001945092.1	XP_034177556.1
OG0006096	XP_001945125.2	XP_034187679.1
OG0006097	XP_001945177.2	XP_034188774.1
OG0006098	XP_001945184.2	XP_034189183.1
OG0006099	XP_016660591.1, XP_001945193.2	XP_034185080.1
OG0006100	XP_001945247.1	XP_034175191.1
OG0006101	XP_001945259.1	XP_034193678.1
OG0006102	XP_001945260.2	XP_034182712.1
OG0006103	XP_001945286.2	XP_034178467.1
OG0006104	XP_001945295.1	XP_034173108.1
OG0006105	XP_001945306.2	XP_034172051.1
OG0006106	XP_001945316.1	XP_034190131.1
OG0006107	XP_001945391.2	XP_034181116.1
OG0006108	XP_001945415.1	XP_034172384.1
OG0006109	XP_001945418.2	XP_034174969.1
OG0006110	XP_001945450.1, XP_003248783.2	XP_034181231.1
OG0006111	XP_001945496.2	XP_034193574.1
OG0006112	XP_001945531.2	XP_034195455.1
OG0006113	XP_001945591.2	XP_034191394.1
OG0006114	XP_001945602.1	XP_034176404.1
OG0006115	XP_001945617.1	XP_034178929.1
OG0006116	XP_001945628.2	XP_034173429.1
OG0006117	XP_001945631.2	XP_034196452.1
OG0006118	XP_001945645.2	XP_034180513.1
OG0006119	XP_029346628.1, XP_001945655.1	XP_034180682.1
OG0006120	XP_001945659.2	XP_034195251.1
OG0006121	XP_001945688.2	XP_034187474.1
OG0006122	XP_001945753.2, XP_001948811.1	XP_034189537.1
OG0006123	XP_001945771.1	XP_034171184.1
OG0006124	XP_001945803.2	XP_034177617.1
OG0006125	XP_001945873.1	XP_034177996.1
OG0006126	XP_001945885.1	XP_034186721.1
OG0006127	XP_001945887.2	XP_034171585.1
OG0006128	XP_008181998.1, XP_001945913.1	XP_034178712.1
OG0006129	XP_001945932.2, XP_016661485.1	XP_034190338.1
OG0006130	XP_001945945.1	XP_034184653.1
OG0006131	XP_001945995.1	XP_034192577.1
OG0006132	XP_029344348.1, XP_001946001.2, XP_016658427.1	XP_034177765.1
OG0006133	XP_001946006.2	XP_034171037.1
