Orthogroup	Acyrthosiphon_pisum	Nasonia_vitripennis
OG0006168	XP_001947113.1	NP_001135435.1
OG0006169	XP_003245500.1, XP_001947124.2	XP_003427083.1
OG0006170	XP_001947127.1	XP_001606516.3
OG0006171	XP_001947142.1	NP_001153444.1, XP_032452219.1
OG0006172	XP_001947201.2	XP_001606400.1
OG0006173	XP_001947233.2	XP_001602362.1
OG0006174	XP_001947263.4	XP_001607941.2
OG0006175	XP_001947291.1	XP_008209697.1, XP_016837572.1
OG0006176	XP_001947303.2, XP_008183197.1	XP_016844432.1
OG0006177	XP_016659891.1, XP_001947314.2	XP_016839350.1
OG0006178	XP_001947330.2	XP_016838420.1
OG0006179	XP_001947367.2	XP_016845655.1
OG0006180	XP_001947406.2	XP_016838107.2
OG0006181	XP_008179930.1, XP_001947431.2	XP_008217609.1
OG0006182	XP_001947448.1	XP_031787647.1
OG0006183	XP_001947449.1	XP_016840783.1
OG0006184	XP_001947458.1	NP_001165852.1
OG0006185	XP_001947527.1	XP_031789574.1
OG0006186	XP_001947613.1, XP_008182530.1	XP_031780685.1
OG0006187	XP_001947621.1	XP_001603708.2
OG0006188	XP_001947663.2	XP_001608004.1
OG0006189	XP_001947685.1	XP_003427881.1
OG0006191	XP_001947742.1	XP_031780146.1
OG0006192	XP_001947849.1	XP_001605190.1, XP_008211868.1
OG0006193	XP_001947942.2	XP_001601643.2
OG0006194	XP_001948002.2	XP_001600943.1
OG0006195	XP_001948073.1	XP_001605845.1, XP_016842843.1
OG0006196	XP_001948080.1	XP_001602691.1
OG0006197	XP_001948129.1	XP_032453614.1, NP_001152812.1
OG0006199	XP_001948180.1	XP_016845798.1
OG0006200	XP_001948203.1	XP_003426267.1
OG0006201	XP_001948245.2	XP_008209099.1
OG0006202	XP_001948281.1	XP_001607774.1
OG0006203	XP_001948296.1	XP_001599639.1
OG0006204	XP_001948330.1	XP_016840545.1
OG0006205	XP_001948334.1	XP_008208010.1
OG0006206	XP_001948347.4, XP_029341439.1	XP_032453124.1
OG0006207	XP_001948376.1	XP_031784240.1
OG0006208	XP_001948390.2	XP_031785345.1
OG0006209	XP_001948392.1	XP_008215110.1
OG0006210	XP_029347879.1, XP_001948404.3	XP_031784993.1
OG0006211	XP_001948412.2	XP_031785013.1
OG0006212	XP_029341163.1, XP_001948436.1	XP_031784375.1
OG0006213	XP_001948459.1	XP_001607462.2
OG0006214	XP_001948484.2	XP_031779203.1
OG0006215	XP_001948503.1	XP_001603253.1
OG0006216	XP_001948537.1	XP_016839754.1
OG0006217	XP_001948634.1	XP_016837608.1
OG0006218	XP_001948686.1	XP_031787202.1
OG0006219	XP_001948697.1	XP_001604886.1
OG0006220	XP_001948759.1	XP_003423979.1
OG0006221	XP_001948771.2	XP_001605478.2
OG0006222	XP_001948776.2	XP_001605837.1
OG0006223	XP_001948833.3	XP_016842446.1, XP_031788389.1
OG0006224	XP_001948884.1	NP_001166279.1
OG0006225	XP_001948962.1	XP_031777518.1, NP_001136327.1
OG0006226	XP_001948971.2	XP_003425002.1
OG0006227	XP_008184822.1, XP_001949023.2	XP_008203360.2
OG0006228	XP_001949024.1	XP_031780298.1
OG0006229	XP_001949027.1	XP_031779484.1
OG0006230	XP_001949038.1	XP_031783877.1
OG0006231	XP_001949040.2	XP_001600961.1
OG0006232	XP_001949082.2	XP_031777290.1
OG0006233	XP_001949083.2	XP_008213365.1
OG0006234	XP_001949102.3	XP_001601880.2
OG0006235	XP_001949129.2, XP_029342198.1	XP_001602905.3
OG0006236	XP_001949187.1	XP_008216418.1
OG0006237	XP_001949199.2	XP_016843442.2, XP_016843443.2
OG0006238	XP_001949207.2	XP_031781637.1
OG0006240	XP_001949216.2	XP_008210159.1
OG0006241	XP_001949235.1, XP_003248530.3	XP_001602414.3
OG0006242	XP_001949236.2	XP_001601599.2
OG0006243	XP_001949241.1	NP_001177678.1
OG0006244	XP_001949265.2	XP_016840583.1
OG0006245	XP_001949377.2	XP_001601240.4
OG0006246	XP_001949387.1	XP_001601035.1
OG0006247	XP_001949408.1, XP_003243065.1	XP_031782333.1
OG0006248	XP_001949435.1	XP_001604022.1
OG0006249	XP_001949439.2	XP_008207717.1
OG0006250	XP_001949441.1	XP_001604139.2
OG0006252	XP_001949483.1	XP_001600229.1
OG0006253	XP_001949524.2	XP_001600559.3
OG0006254	XP_001949533.1, XP_029346613.1	XP_008209332.1
OG0006255	XP_016660229.1, XP_001949552.1	XP_001605709.1
OG0006256	XP_001949607.2	XP_003427343.1
OG0006257	XP_001949629.1	XP_008213727.1
OG0006258	XP_001949685.1	NP_001267498.1
OG0006259	XP_001949748.1, XP_001949723.3	XP_031784897.1
OG0006260	XP_001949727.1	XP_001606983.2
OG0006261	XP_001949755.1	NP_001123293.1
OG0006262	XP_001949810.1	XP_031782494.1
OG0006263	XP_001949840.1	XP_001603605.6
OG0006264	XP_001949841.2	XP_031787332.1
OG0006266	XP_001949958.1	XP_016843000.1
OG0006267	XP_001950033.1, XP_029344349.1	XP_001601344.1
OG0006268	XP_001950058.1	XP_001604363.1
OG0006269	XP_001950092.2	XP_001604914.2
OG0006270	XP_001950093.1	XP_031782509.1
OG0006271	XP_001950124.1	NP_001153324.1
OG0006272	XP_001950125.2	XP_031780144.1
OG0006273	XP_001950148.1	XP_001602042.1
OG0006274	XP_001950169.1	XP_001608190.2
OG0006275	XP_001950193.1	XP_032456535.1
OG0006276	XP_001950272.2	XP_031784248.1
OG0006277	XP_001950344.1	XP_001607823.1
OG0006278	XP_001950345.1	XP_031776673.1
OG0006279	XP_016657723.1, XP_001950381.1	XP_008202920.1
OG0006280	XP_001950483.2	XP_031785839.1
OG0006281	XP_001950560.1	XP_032454491.1
OG0006282	XP_001950604.2	XP_032455055.1
OG0006283	XP_001950632.1	XP_001602988.2
OG0006284	XP_001950636.1	XP_001605963.1
OG0006285	XP_001950639.2	XP_001607732.1
OG0006286	XP_008188226.1, XP_001950666.2	XP_001600196.2
OG0006287	XP_016658909.1, XP_001950708.1	XP_031786830.1
OG0006288	XP_001950738.2	XP_001601653.3
OG0006289	XP_001950750.1, XP_008182503.1	XP_001602657.1
OG0006290	XP_001950783.1, XP_001950840.1, XP_016657239.1	XP_032454233.1
OG0006291	XP_001950796.1	XP_001602144.1
OG0006292	XP_001950808.1	XP_008205188.1
OG0006293	XP_001950809.2	XP_008211560.1
OG0006294	XP_001950826.2	XP_016837513.1, XP_032453463.1
OG0006295	XP_001950893.1	XP_001601251.2
OG0006296	XP_001950979.1	XP_001602110.1
OG0006297	XP_001950995.1	XP_016845689.1
OG0006298	XP_001951023.1	XP_001605145.1
OG0006299	XP_001951027.2	XP_008204655.1
OG0006300	XP_001951041.1	XP_008202595.1
OG0006301	XP_001951052.2	XP_001605011.2
OG0006302	XP_001951109.1	XP_031786229.1
OG0006303	XP_001951140.2	XP_008205822.1
OG0006304	XP_029346145.1, XP_001951193.1	XP_001601045.1
OG0006305	XP_001951196.2	XP_031783430.1
OG0006306	XP_001951228.1, XP_029347040.1	XP_001606338.1
OG0006307	XP_001951240.1	NP_001177857.1
OG0006308	XP_001951256.2	XP_031780464.1
OG0006309	XP_001951269.1, XP_003243126.2	XP_031781898.1
OG0006310	XP_001951275.2	XP_001607291.1
OG0006311	XP_001951283.1	NP_001165809.1
OG0006312	XP_016661943.1, XP_001951404.1	XP_008210216.1
OG0006313	XP_001951431.1	XP_016837564.1
OG0006314	XP_001951508.2	XP_031780341.1
OG0006315	XP_001951525.1, XP_029341147.1	XP_016838189.1
OG0006316	XP_001951564.1	XP_008205982.1
OG0006317	XP_001951589.1	XP_001601669.2
OG0006318	XP_001951599.1	XP_001607783.1
OG0006319	XP_001951746.1	XP_008215945.1, XP_031788361.1
OG0006320	XP_001951847.1	XP_016840419.1
OG0006321	XP_001951856.1, XP_003242069.1	XP_031777708.1, XP_031777709.1
OG0006322	XP_001951872.1	XP_031781239.1
OG0006323	XP_001951873.2	XP_001605926.6
OG0006324	XP_001951881.2, XP_029341267.1	XP_016840586.1
OG0006325	XP_001951913.1	XP_008209529.1
OG0006326	XP_001952046.2	XP_008212552.1
OG0006327	XP_001952114.1	XP_031785359.1
OG0006328	XP_001952178.1	XP_001606770.1
OG0006329	XP_001952191.1	XP_031786684.1
OG0006330	XP_001952205.1	XP_031787221.1
OG0006331	XP_001952207.3	XP_008211850.1
OG0006332	XP_001952310.1	NP_001164365.1
OG0006333	XP_001952313.2	NP_001135423.1
OG0006334	XP_001952329.1	NP_001164377.1, XP_032454670.1
OG0006335	XP_001952339.1	XP_016838260.1
OG0006336	XP_001952356.2, XP_008184405.1	XP_001602708.1
OG0006337	XP_001952443.1	XP_031779523.1
OG0006338	XP_001952515.3	XP_016844176.1
OG0006339	XP_001952568.2	XP_003425305.1
OG0006340	XP_001952603.2	XP_008208823.1
OG0006341	XP_029347280.1, XP_001952631.1, XP_029345837.1	XP_031787366.1, XP_031787365.1
OG0006343	XP_001952649.2	XP_016842414.1
OG0006344	XP_001952671.2	XP_003424125.1, XP_008203042.1
OG0006345	XP_001952750.2, XP_003247754.1	XP_008207344.1
OG0006346	XP_001952785.1, XP_008187347.1	XP_032454608.1
OG0006347	XP_001952801.1	XP_016837882.1
OG0006348	XP_001952823.2	XP_001604227.1
OG0006349	XP_001952837.2	XP_031787119.1
OG0006350	XP_001952840.2	NP_001127798.2
OG0006352	XP_003240026.1	XP_003424645.1
OG0006353	XP_003240136.1	XP_031789095.1, XP_001599352.1
OG0006355	XP_008186816.1, XP_003240695.1	XP_008210247.1
OG0006356	XP_003240876.1	XP_031787672.1
OG0006357	XP_008179083.1, XP_003240911.3	XP_003427653.1
OG0006358	XP_008183288.1, XP_003240955.1	NP_001154944.1
OG0006359	XP_003241149.1	XP_031778277.1
OG0006360	XP_003241191.1, XP_029347708.1	XP_031777907.1
OG0006361	XP_003241237.1	XP_001601025.2
OG0006362	XP_003241317.1	XP_008204925.1
OG0006363	XP_003241486.1	XP_031783678.1
OG0006364	XP_003241670.1	XP_016841601.1
OG0006365	XP_003241759.1	XP_031787412.1
OG0006366	XP_003241877.1, XP_029342416.1	XP_031779592.1, XP_032452713.1
OG0006367	XP_003241888.1	XP_031777719.1, XP_008202836.1
OG0006368	XP_003241894.1	XP_001605772.2
OG0006369	XP_003242010.1	XP_001607889.1
OG0006370	XP_003242244.1	XP_003425939.1
OG0006371	XP_003242252.1, XP_003242253.1	XP_008205328.1
OG0006372	XP_003242379.1	XP_031777904.1, XP_008203158.2
OG0006373	XP_003242448.1	XP_031787059.1
OG0006374	XP_003242697.1	XP_008207963.1
OG0006375	XP_003242764.1	XP_001605402.1
OG0006376	XP_003242846.1	XP_008205685.1
OG0006377	XP_003243116.1	XP_031786723.1
OG0006378	XP_003243368.1	XP_001607429.2
OG0006379	XP_003243625.1	XP_031785270.1
OG0006380	XP_003243641.2	XP_008202024.1
OG0006381	XP_003243749.1	NP_001153469.1
OG0006382	XP_003243802.1	XP_016838576.1
OG0006383	XP_003244015.1	XP_001602941.1
OG0006384	XP_003244062.1	XP_008204234.1, XP_008204227.1
OG0006385	XP_003244090.1	XP_003426955.1
OG0006386	XP_003244104.2	XP_001607970.1
OG0006387	XP_003244136.1	XP_031780652.1
OG0006388	XP_003244213.1	XP_001607351.2
OG0006389	XP_003244454.1	XP_008215156.2
OG0006390	XP_003244558.1	XP_001606624.1
OG0006391	XP_003244597.1	XP_031778974.1
OG0006392	XP_003244666.1	XP_003425756.1
OG0006393	XP_003244712.1	XP_008206671.1, XP_008206670.1
OG0006394	XP_003244745.1	XP_016838670.1
OG0006395	XP_003244825.1	XP_031777949.1
OG0006396	XP_003244927.1	XP_031784524.1
OG0006397	XP_008183846.1, XP_003245057.1	XP_001606827.1
OG0006398	XP_003245088.1	XP_001603834.1
OG0006399	XP_003245128.1	XP_016838230.1
OG0006400	XP_003245193.1, XP_029342087.1	XP_032453786.1
OG0006401	XP_003245335.1	XP_016840057.1
OG0006402	XP_016660961.1, XP_003245407.1, XP_029342591.1	XP_031787300.1, XP_008207034.1
OG0006403	XP_003245438.1	XP_008204749.1
OG0006404	XP_003245526.1, XP_029344215.1	XP_031780070.1
OG0006405	XP_003245615.1, XP_016661270.1	XP_003427447.1
OG0006406	XP_003245669.1	XP_031788183.1
OG0006407	XP_003245819.1	XP_008217031.1
OG0006408	XP_003245833.1, XP_003245832.1	XP_031782728.1
OG0006409	XP_003245897.1	XP_001603998.1
OG0006410	XP_003246161.1	XP_003425987.1
OG0006411	XP_003246175.1	XP_003427576.1
OG0006412	XP_008185670.1, XP_003246270.1	XP_001601773.1
OG0006413	XP_003246335.1	XP_001606603.2
OG0006414	XP_003246346.2	XP_008217801.1
OG0006415	XP_003246390.1	XP_031778092.1
OG0006416	XP_003246449.1	XP_001603184.1
OG0006417	XP_003246632.1	XP_031779275.1
OG0006418	XP_003246810.2, XP_029348632.1	XP_016838028.1
OG0006419	XP_003247173.1	XP_031784960.1, XP_031784959.1, XP_031784961.1
OG0006420	XP_003247184.1	XP_001605597.1
OG0006421	XP_003247201.1	XP_016837049.2
OG0006422	XP_003247301.1, XP_016661461.1	XP_016842705.1, XP_008202438.1, XP_031777400.1
OG0006423	XP_003247452.1	XP_031777554.1
OG0006424	XP_003247629.1	XP_008203003.1
OG0006425	XP_003247702.1	XP_008215911.1
OG0006426	XP_003247938.1	XP_031780150.1
OG0006427	XP_003247943.1	XP_003424561.1
OG0006428	XP_003247997.1	XP_016844586.1, XP_031786304.1
OG0006429	XP_003248166.1	XP_003425474.2
OG0006430	XP_003248237.1	XP_008214936.1, XP_003428226.1, XP_031784003.1
OG0006431	XP_008178148.1	XP_031784502.1, XP_031784501.1
OG0006432	XP_008178177.1	XP_008213238.4
OG0006433	XP_008178640.1	XP_003428196.1
OG0006434	XP_008178683.1	XP_001606625.1
OG0006435	XP_008178686.1	XP_016840617.1
OG0006437	XP_008178831.1, XP_008178830.1	XP_003424748.3
OG0006438	XP_008178863.1	XP_003427793.1, XP_031778800.1
OG0006439	XP_008178919.1	XP_001601225.2, XP_003427799.1
OG0006440	XP_008178920.1, XP_016656597.1	XP_001601004.2
OG0006441	XP_008178985.1	XP_016841065.1, XP_032456390.1
OG0006442	XP_008178991.1	XP_031784581.1
OG0006443	XP_029342213.1, XP_008178993.1	XP_003426042.2
OG0006444	XP_008179097.1	XP_001603154.1
OG0006445	XP_008179181.1, XP_008179182.1	XP_008210146.1
OG0006447	XP_008179372.1	XP_031783662.1
OG0006448	XP_008179416.1	XP_032454263.1
OG0006449	XP_008179451.3	XP_008206336.1
OG0006450	XP_008179524.1	XP_031778620.1
OG0006451	XP_008179625.2	XP_008205547.1
OG0006452	XP_008179694.1, XP_008179693.1	XP_001606806.1
OG0006453	XP_008179877.1, XP_008179876.1	XP_001608204.2
OG0006454	XP_008180045.1	XP_016839517.1
OG0006455	XP_008180062.1	XP_016843952.2
OG0006456	XP_008180168.1	XP_001607452.1
OG0006457	XP_008180170.1	XP_032457199.1, XP_031783023.1
OG0006458	XP_008180181.1	XP_003426993.1, XP_016845724.1
OG0006459	XP_008180343.1	XP_016837350.1
OG0006460	XP_008180364.1	NP_001154953.1, XP_008205976.1
OG0006461	XP_016660505.1	XP_031781696.1
OG0006462	XP_008180802.1	XP_031782811.1
OG0006463	XP_008180895.1	XP_031779505.1
OG0006464	XP_008180955.1	XP_008211256.1
OG0006465	XP_008181054.1	XP_016845158.1
OG0006466	XP_008181294.1	XP_016842101.1
OG0006467	XP_016658698.1, XP_008181343.2	XP_008217642.1
OG0006468	XP_008181372.1	XP_001603976.2
OG0006469	XP_008181449.2	XP_016840788.1
OG0006470	XP_008181522.3, XP_029348707.1	XP_008209980.1
OG0006471	XP_008181728.1	XP_008212571.1
OG0006472	XP_008181895.1	XP_001608068.2
OG0006473	XP_008181943.2	XP_008212651.1
OG0006474	XP_008181960.1	XP_031784462.1
OG0006475	XP_008182114.1	XP_001606736.1
OG0006476	XP_008182139.1	XP_008208068.1
OG0006477	XP_008182234.1	XP_001600804.1
OG0006480	XP_008182487.1, XP_008182488.1	XP_031786919.1
OG0006481	XP_008182500.2	XP_008205429.1
OG0006482	XP_008182517.1	XP_016839977.1
OG0006483	XP_008182534.1	XP_016845819.1
OG0006484	XP_008182546.1	XP_031778175.1
OG0006485	XP_008182577.1	XP_031787323.1
OG0006486	XP_008182670.1	XP_008212454.1
OG0006487	XP_008182684.1	XP_016843988.2
OG0006488	XP_008182940.2	XP_001600859.1
OG0006489	XP_008183074.1	XP_008206393.1
OG0006490	XP_008183092.2	XP_016841447.1
OG0006491	XP_008183222.1	XP_001608182.2
OG0006492	XP_029342110.1, XP_008183308.2	XP_031779053.1
OG0006493	XP_008183419.1	XP_031784925.1, XP_008207522.2
OG0006494	XP_008183565.1, XP_008183564.1	XP_008213577.1
OG0006495	XP_016660550.1, XP_008183683.1, XP_008183582.1	XP_001605944.1
OG0006496	XP_008183779.1	XP_016839853.1
OG0006497	XP_008183783.1, XP_008183784.1	XP_031783070.1
OG0006498	XP_008183797.1	XP_003423927.1
OG0006499	XP_008183802.2, XP_008185219.1	XP_031783602.1
OG0006500	XP_008183931.1	XP_001605766.1
OG0006501	XP_008183935.1	XP_001603108.1
OG0006502	XP_008183951.1	XP_008217085.1, XP_001606048.1
OG0006503	XP_008183996.1	XP_016840456.1
OG0006504	XP_008184243.1	XP_032454028.1
OG0006505	XP_008184579.1	XP_031784057.1
OG0006506	XP_008184597.1	XP_008217001.1
OG0006507	XP_008184788.1	XP_031789298.2
OG0006508	XP_008184807.1	XP_016839579.1
OG0006509	XP_008185014.2	XP_008205594.1
OG0006510	XP_029348512.1, XP_008185167.1	XP_001605077.1
OG0006511	XP_008185287.1	XP_031785546.1
OG0006512	XP_008185342.1	XP_008216385.1
OG0006513	XP_008185345.1	XP_016837115.2
OG0006514	XP_008185472.1	XP_031779225.1
OG0006515	XP_008185775.1	XP_016839675.1
OG0006516	XP_008185811.1	XP_001602411.1
OG0006517	XP_008185932.1	XP_031780208.1
OG0006518	XP_008186152.1	XP_031778637.1
OG0006519	XP_008186190.1	XP_001602880.1
OG0006520	XP_008186244.1	XP_001604666.5
OG0006521	XP_008186296.1	XP_001604733.1
OG0006522	XP_008186299.1, XP_016662586.1	XP_001605954.1
OG0006523	XP_029343354.1, XP_008186396.1	XP_031786490.1
OG0006524	XP_008186510.1	XP_001601139.1
OG0006525	XP_008186525.1	XP_001607901.1
OG0006526	XP_008186676.1	XP_031787711.1
OG0006527	XP_008186679.1	XP_008208985.1
OG0006528	XP_008186714.1	XP_016840743.1
OG0006529	XP_008186778.1	XP_031781915.1, NP_001153368.1
OG0006531	XP_008187024.1	XP_001600453.1
OG0006532	XP_008187026.1, XP_016663147.1	XP_016841519.1
OG0006533	XP_008187106.1	NP_001165793.1
OG0006534	XP_008187122.1	XP_001604643.1
OG0006535	XP_008187131.1	XP_016845792.1
OG0006536	XP_008187179.1	XP_008211180.1
OG0006537	XP_008187316.1	XP_031788280.1
OG0006538	XP_008187462.1	XP_001606429.1, XP_008217116.1
OG0006539	XP_008187525.1	XP_001605041.2
OG0006540	XP_008187602.1	XP_031782299.1
OG0006541	XP_008187606.2	XP_001602758.1
OG0006542	XP_008187714.2	XP_008208924.1
OG0006543	XP_008187748.1	XP_003428208.1
OG0006544	XP_008187882.1	XP_016839253.1
OG0006545	XP_008187926.1	XP_001605927.2
OG0006546	XP_008188066.2, XP_008188067.2	XP_031786333.1, XP_001602660.1
OG0006547	XP_016663920.1, XP_008188068.1	XP_031781807.1
OG0006548	XP_008188128.1	XP_001602854.2
OG0006549	XP_008188145.1, XP_008188146.1	XP_001600296.1
OG0006550	XP_008188248.1, XP_016664091.1	XP_008213012.1, XP_008213408.1
OG0006551	XP_008188294.1	XP_001600000.2
OG0006552	XP_008188299.1	XP_032453071.1, XP_008209430.1
OG0006553	XP_008188561.2	XP_016845695.1
OG0006554	XP_008188736.1, XP_016658051.1	XP_031779131.1
OG0006555	XP_008188744.1	XP_001608018.1, XP_031787508.1
OG0006556	XP_008189342.1, XP_008189345.1	XP_003424189.1
OG0006557	XP_008189525.1, XP_029342554.1	XP_003425300.1
OG0006558	XP_008190020.1	XP_003424461.1
OG0006560	XP_029343318.1, XP_016655755.1	XP_031778509.1
OG0006561	XP_016655765.1	XP_001599358.2
OG0006562	XP_016655999.1	XP_031780290.1
OG0006563	XP_016656069.1, XP_016656067.1, XP_016656068.1	XP_031781004.1
OG0006565	XP_016656665.1	XP_008211318.1
OG0006566	XP_016656818.1	XP_008215669.1
OG0006568	XP_016657343.1	XP_031786759.1, XP_001603642.2
OG0006570	XP_016658528.1	XP_031784414.1
OG0006571	XP_029343067.1, XP_016658542.1	XP_031781904.1
OG0006572	XP_016658728.1, XP_016658734.1	XP_031776805.1, XP_031776804.1
OG0006573	XP_016658857.1	XP_008212269.1
OG0006574	XP_016658943.1	XP_016838645.1
OG0006575	XP_016659241.1	XP_008209391.1
OG0006576	XP_016659350.1	XP_001605754.1
OG0006577	XP_016659351.1, XP_029346211.1	XP_031782233.1
OG0006578	XP_016659365.1	XP_032455817.1
OG0006579	XP_016659419.2	NP_001154943.1
OG0006580	XP_016659466.1	XP_008211503.1
OG0006582	XP_016660278.1	XP_001601128.1
OG0006583	XP_016660283.2	XP_031778579.1
OG0006584	XP_016660296.1	XP_032452618.1
OG0006585	XP_016660451.1	XP_031780552.1
OG0006586	XP_016660492.1	XP_001607315.1
OG0006587	XP_016660931.1	XP_016840426.1
OG0006588	XP_016661040.1	XP_031779118.1, XP_031779119.1
OG0006589	XP_016661108.2	XP_016836725.1
OG0006590	XP_029341701.1, XP_016661118.1	XP_008207972.1
OG0006591	XP_016661440.1	XP_001605564.1
OG0006592	XP_016661734.1	XP_001605763.1
OG0006593	XP_016661801.1	XP_008217053.1
OG0006594	XP_029345567.1, XP_016661994.1	XP_031779091.1
OG0006595	XP_016662490.1	XP_031782167.1
OG0006596	XP_016662538.1, XP_016662539.1	XP_008212236.1
OG0006597	XP_016662635.1	XP_016842106.1
OG0006598	XP_016662766.1	XP_001600324.2
OG0006599	XP_016662811.1	XP_008202865.1, XP_008202866.1
OG0006600	XP_016662821.1	XP_003424137.1
OG0006601	XP_016663050.1	XP_001601635.2
OG0006602	XP_016663388.1	XP_016842157.1
OG0006603	XP_016663490.1	XP_016842278.1
OG0006604	XP_016663568.1	XP_008202478.3
OG0006605	XP_016663620.1	XP_001601148.1
OG0006606	XP_016663809.1	XP_008210004.1
OG0006607	XP_016663812.1	XP_008206669.1, XP_008206668.1
OG0006608	XP_016663861.1	XP_008206681.1
OG0006609	XP_016663864.1	NP_001164363.1
OG0006610	XP_016663928.1	XP_032452451.1
OG0006611	XP_016663975.1	XP_031779806.1
OG0006612	XP_016664430.1	XP_031780348.1
OG0006613	XP_016665003.1	XP_031788142.2, XP_008218056.2, XP_008214434.1, XP_032457279.1, XP_032457720.1, XP_031784538.1
OG0006614	XP_029340929.1	XP_031777862.1
OG0006615	XP_029340964.1	XP_001603297.2
OG0006616	XP_029341407.1	XP_016841752.1
OG0006617	XP_029342012.1	XP_008212483.1
OG0006618	XP_029342868.1, XP_029342075.1	XP_008216596.1
OG0006619	XP_029342082.1	XP_001599180.2
OG0006620	XP_029342174.1	XP_008208527.1
OG0006621	XP_029342207.1	XP_032451856.1
OG0006622	XP_029342525.1	XP_008209128.1
OG0006623	XP_029342571.1	XP_031785369.1
OG0006624	XP_029342782.1	XP_031789414.1
OG0006625	XP_029342955.1	XP_016842343.1
OG0006627	XP_029343299.1	XP_032451954.1
OG0006628	XP_029343420.1	XP_032456072.1
OG0006629	XP_029343530.1	XP_031785603.1
OG0006630	XP_029343744.1	XP_016837746.1
OG0006632	XP_029343804.1	XP_016840720.2, XP_008211693.3
OG0006633	XP_029344052.1	XP_008203225.2
OG0006634	XP_029344056.1	XP_008203343.2
OG0006635	XP_029344217.1	XP_031780926.1
OG0006636	XP_029344219.1	XP_031780315.1
OG0006637	XP_029344368.1	XP_008215699.1
OG0006638	XP_029344379.1	XP_001607530.2
OG0006639	XP_029344508.1	XP_032457211.1
OG0006640	XP_029344533.1	XP_008216304.1
OG0006641	XP_029344632.1	XP_031778003.1
OG0006642	XP_029344647.1	XP_008217293.1
OG0006643	XP_029344657.1	XP_001602798.1
OG0006644	XP_029344759.1	XP_031778845.1
OG0006645	XP_029344827.1	XP_008211193.1
OG0006646	XP_029344878.1	XP_016845860.1
OG0006647	XP_029344879.1	NP_001135855.1
OG0006648	XP_029345410.1	NP_001164364.1
OG0006649	XP_029345468.1	XP_031778238.1
OG0006651	XP_029345628.1	XP_003424901.1
OG0006652	XP_029345830.1	XP_016839361.1
OG0006653	XP_029345883.1	XP_031782242.1
OG0006654	XP_029345919.1	XP_031784933.1
OG0006655	XP_029346008.1	XP_001602957.2
OG0006656	XP_029346459.1	XP_031786214.1
OG0006658	XP_029346772.1	XP_016839498.1
OG0006659	XP_029346780.1	XP_001602258.1
OG0006660	XP_029346826.1	XP_031778930.1, XP_031778929.1, XP_031778928.1
OG0006661	XP_029346975.1	XP_016840656.1
OG0006662	XP_029347060.1	XP_031783459.1
OG0006663	XP_029347080.1	XP_008208105.1
OG0006664	XP_029347086.1	XP_016839023.1
OG0006665	XP_029347314.1	XP_032456823.1
OG0006666	XP_029347420.1	XP_031778039.1
OG0006667	XP_029347494.1	XP_016839339.1
OG0006668	XP_029347624.1	XP_031781638.1, XP_008207826.1
OG0006669	XP_029348695.1	XP_016840124.1
OG0006670	XP_029348704.1	XP_016845692.1
OG0006671	XP_029348716.1	XP_008215512.1
OG0006798	NP_001119640.2	XP_001606310.1
OG0006799	NP_001119667.1	NP_001165821.1
OG0006800	NP_001119668.1	XP_016837946.2
OG0006801	NP_001119673.1	XP_031780778.1
OG0006802	NP_001153822.1, NP_001280470.1	XP_001607849.1
OG0006803	NP_001153823.1	XP_001599652.1
OG0006804	NP_001153869.1	XP_001608256.1
OG0006805	NP_001155373.1	XP_008204547.1
OG0006806	NP_001155381.1	XP_016839578.1
OG0006807	NP_001155385.1	XP_001605069.1
OG0006808	NP_001155388.1	XP_001604366.1
OG0006809	NP_001155398.1	XP_001608066.1
OG0006810	NP_001155407.1	XP_001607882.1
OG0006811	NP_001155408.1	XP_001605207.2
OG0006812	NP_001155416.1	XP_031784083.1
OG0006813	NP_001155428.1	XP_031787509.1
OG0006814	NP_001155429.1	XP_001600601.2
OG0006815	NP_001155494.1	XP_008211499.1
OG0006816	NP_001155510.1	XP_008211542.1
OG0006817	NP_001155535.1, XP_008183560.1	XP_003426364.1
OG0006818	NP_001155552.1	XP_016836528.1
OG0006819	NP_001155559.1	XP_031784521.1
OG0006820	NP_001155573.1	XP_001604778.2
OG0006821	NP_001155590.1	XP_001608158.1
OG0006822	NP_001155615.1	NP_001177976.1
OG0006824	NP_001155650.1	XP_003424562.1
OG0006825	NP_001155675.1	XP_031781879.1
OG0006826	NP_001155676.1	XP_016844584.1
OG0006827	NP_001155688.1	XP_001605429.2
OG0006828	NP_001155697.1	XP_001602417.1
OG0006829	NP_001155723.1	XP_031782097.1
OG0006830	NP_001155730.1	XP_003425944.1
OG0006831	NP_001155738.1	XP_016840117.1
OG0006832	NP_001155784.1	XP_001605723.1
OG0006833	NP_001155792.1	XP_003424601.1
OG0006834	NP_001155799.1	XP_001606729.2
OG0006835	NP_001155808.1	XP_001605596.1
OG0006836	NP_001155831.1	XP_001607497.1
OG0006838	NP_001155929.1	XP_001603267.2
OG0006839	XP_016663016.1, NP_001156059.1	XP_001607971.1
OG0006840	NP_001156069.1	XP_001602385.1, XP_001602450.1
OG0006841	NP_001156073.1	XP_001600094.1
OG0006842	NP_001156077.1	NP_001154931.1
OG0006843	NP_001156088.1, XP_008186450.1	XP_001600090.1
