Orthogroup	Nomia_melanderi	Megachile_rotundata
OG0007576	XP_031844901.1	XP_003707245.1
OG0007577	XP_031841598.1	XP_003700648.1
OG0007578	XP_031827647.1	XP_003701290.1
OG0007579	XP_031825946.1	XP_003699185.2
OG0007580	XP_031843801.1	XP_003706786.1
OG0007581	XP_031847726.1	XP_003705741.1
OG0007582	XP_031835368.1	XP_003699351.2
OG0007583	XP_031835562.1	XP_012154403.1
OG0007584	XP_031838561.1	XP_003699965.1
OG0007585	XP_031849775.1	XP_012151135.1
OG0007586	XP_031829428.1	XP_003706720.1
OG0007587	XP_031827407.1	XP_003700775.1
OG0007588	XP_031835986.1	XP_012142695.1
OG0007589	XP_031832397.1	XP_003704315.1
OG0007590	XP_031832367.1	XP_003704326.1
OG0007591	XP_031835970.1	XP_003704175.1
OG0007592	XP_031827755.1	XP_003704374.1
OG0007593	XP_031827678.1	XP_003704313.1
OG0007594	XP_031827705.1	XP_003703239.1
OG0007595	XP_031827720.1	XP_003704260.1
OG0007596	XP_031827698.1	XP_003704256.1
OG0007598	XP_031833053.1	XP_003699808.1
OG0007599	XP_031837936.1	XP_003705476.1
OG0007600	XP_031837229.1	XP_003702748.1
OG0007601	XP_031832578.1	XP_012139749.1
OG0007602	XP_031832637.1	XP_003702780.1
OG0007603	XP_031845949.1	XP_003702760.1
OG0007604	XP_031847420.1	XP_012143899.1, XP_012143898.1
OG0007605	XP_031842883.1	XP_012143944.1
OG0007606	XP_031842560.1	XP_003708659.1
OG0007607	XP_031847363.1	XP_003705498.2
OG0007608	XP_031847356.1	XP_003699646.1
OG0007609	XP_031847513.1	XP_003699686.1
OG0007610	XP_031827533.1	XP_012143530.1
OG0007611	XP_031850512.1	XP_003700431.1
OG0007612	XP_031841741.1	XP_003704682.1
OG0007613	XP_031832487.1	XP_003706404.1
OG0007614	XP_031847135.1	XP_012151697.1
OG0007615	XP_031847167.1	XP_003707880.1
OG0007616	XP_031828289.1	XP_012148284.1
OG0007617	XP_031828287.1	XP_012148351.1
OG0007618	XP_031837895.1	XP_003699209.1
OG0007619	XP_031843444.1	XP_003705775.1
OG0007620	XP_031844093.1	XP_003706049.1
OG0007621	XP_031837618.1	XP_012147955.1
OG0007622	XP_031839670.1	XP_003701528.1
OG0007623	XP_031839791.1	XP_012138389.1
OG0007624	XP_031839591.1	XP_003702345.1
OG0007625	XP_031834612.1	XP_012135085.1
OG0007626	XP_031834298.1	XP_012144330.1
OG0007627	XP_031850439.1	XP_003701641.1, XP_012136892.1
OG0007628	XP_031850370.1	XP_012136902.1
OG0007629	XP_031849729.1	XP_003705018.2
OG0007630	XP_031840810.1	XP_012146864.1
OG0007631	XP_031840688.1	XP_003699897.1
OG0007632	XP_031842321.1	XP_003699417.1
OG0007633	XP_031834491.1	XP_003699211.1
OG0007634	XP_031845385.1	XP_003699487.1
OG0007635	XP_031833803.1	XP_003701878.1
OG0007636	XP_031845659.1	XP_003705264.1
OG0007637	XP_031833862.1	XP_003707440.1
OG0007638	XP_031843331.1	XP_012139137.1
OG0007639	XP_031849132.1	XP_003703318.2
OG0007640	XP_031838713.1	XP_003705863.1
OG0007641	XP_031826629.1	XP_003702069.1
OG0007642	XP_031842279.1	XP_003700831.1
OG0007643	XP_031826056.1	XP_003702009.2
OG0007644	XP_031849763.1	XP_003701095.1
OG0007645	XP_031832122.1	XP_012141089.1
OG0007646	XP_031832134.1	XP_003703449.1
OG0007647	XP_031837163.1	XP_003704536.1
OG0007648	XP_031842025.1	XP_003707645.1
OG0007649	XP_031843054.1	XP_003707641.1
OG0007650	XP_031842449.1	XP_003700015.1
OG0007651	XP_031837663.1	XP_003700011.1
OG0007652	XP_031829994.1	XP_003705103.1
OG0007653	XP_031841710.1	XP_003701309.1
OG0007654	XP_031844392.1	XP_012142999.1
OG0007655	XP_031831632.1	XP_003703226.1
OG0007656	XP_031846384.1	XP_012144824.1
OG0007657	XP_031844213.1	XP_003702581.2
OG0007658	XP_031826106.1	XP_003702156.2
OG0007659	XP_031832212.1	XP_003703513.2
OG0007660	XP_031848538.1	XP_012152511.1
OG0007661	XP_031826200.1	XP_012138126.1
OG0007662	XP_031828232.1	XP_003705645.1
OG0007663	XP_031835884.1	XP_003706845.1
OG0007664	XP_031848942.1	XP_003701809.2
OG0007665	XP_031837563.1	XP_012141823.1
OG0007666	XP_031846034.1	XP_003703027.1
OG0007667	XP_031829297.1	XP_003708454.1
OG0007668	XP_031841555.1	XP_003708051.1
OG0007669	XP_031850255.1	XP_003705749.1
OG0007670	XP_031830838.1	XP_003707514.1
OG0007671	XP_031848815.1	XP_012138028.1
OG0007672	XP_031846091.1	XP_003706284.1
OG0007673	XP_031842415.1	XP_012142520.1
OG0007674	XP_031842616.1	XP_003699616.1
OG0007675	XP_031829998.1	XP_003702498.1
OG0007676	XP_031837278.1	XP_003701921.1
OG0007677	XP_031839427.1	XP_003703831.1
OG0007678	XP_031848911.1	XP_012144634.1
OG0007679	XP_031844365.1	XP_003704249.1
OG0007680	XP_031840013.1	XP_003701590.1
OG0007681	XP_031830274.1	XP_003701169.1
OG0007682	XP_031849334.1	XP_003699280.1
OG0007683	XP_031837507.1	XP_003703786.1
OG0007684	XP_031843465.1	XP_003700027.1
OG0007685	XP_031840352.1	XP_003707650.1
OG0007687	XP_031836202.1	XP_003702854.1
OG0007688	XP_031840883.1	XP_003704025.1
OG0007689	XP_031839113.1	XP_003707974.1
OG0007690	XP_031835277.1	XP_012150859.1
OG0007691	XP_031839416.1	XP_012150687.1
OG0007692	XP_031848741.1	XP_012139193.1
OG0007693	XP_031846546.1	XP_003705085.1
OG0007694	XP_031840667.1	XP_003706138.1
OG0007695	XP_031840673.1	XP_003706137.1
OG0007696	XP_031840499.1	XP_012153162.1
OG0007697	XP_031829188.1	XP_003702386.1
OG0007698	XP_031837840.1	XP_003704583.1
OG0007699	XP_031835924.1	XP_003699747.1
OG0007700	XP_031835183.1	XP_003707619.1
OG0007701	XP_031829964.1	XP_003701265.1
OG0007702	XP_031825868.1	XP_003706858.1
OG0007703	XP_031838338.1	XP_003703477.1
OG0007704	XP_031848253.1	XP_003704036.1
OG0007705	XP_031834714.1, XP_031834715.1	XP_003699803.1
OG0007706	XP_031832034.1	XP_003703519.1
OG0007707	XP_031844702.1	XP_003705539.1
OG0007708	XP_031848749.1	XP_003700485.1
OG0007709	XP_031839882.1	XP_003701471.1
OG0007710	XP_031836525.1	XP_003707195.1
OG0007711	XP_031828997.1	XP_003701723.1
OG0007712	XP_031848653.1	XP_012138450.1
OG0007713	XP_031843106.1	XP_012140840.1
OG0007714	XP_031844989.1	XP_003702356.1
OG0007715	XP_031825399.1	XP_003707362.1
OG0007716	XP_031839066.1	XP_003701744.1
OG0007717	XP_031838479.1	XP_003699251.1
OG0007718	XP_031846554.1	XP_012144787.1
OG0007719	XP_031827898.1	XP_003702073.1
OG0007720	XP_031833382.1	XP_003707273.1
OG0007721	XP_031831473.1	XP_003705273.1
OG0007722	XP_031838079.1	XP_003707102.1
OG0007723	XP_031840628.1	XP_012140383.1
OG0007724	XP_031828606.1	XP_012153905.1
OG0007725	XP_031842479.1	XP_012153249.1
OG0007726	XP_031833143.1	XP_003699810.1
OG0007727	XP_031829800.1	XP_003705536.1
OG0007728	XP_031844575.1	XP_003705019.1
OG0007729	XP_031844227.1	XP_003704065.1
OG0007730	XP_031830623.1	XP_012137025.1
OG0007731	XP_031844191.1	XP_003708146.1
OG0007732	XP_031843038.1	XP_003701400.1
OG0007733	XP_031842501.1	XP_003701433.1
OG0007734	XP_031826026.1	XP_003704797.1
OG0007735	XP_031841957.1	XP_003706675.1
OG0007736	XP_031842991.1	XP_003708547.2
OG0007738	XP_031825316.1	XP_003707400.1
OG0007739	XP_031836218.1	XP_012143093.1
OG0007740	XP_031828053.1	XP_003705642.1
OG0007741	XP_031848990.1	XP_003703590.1
OG0007742	XP_031838310.1	XP_012141051.1
OG0007743	XP_031845106.1	XP_003703039.1
OG0007744	XP_031844984.1	XP_003702364.1
OG0007745	XP_031825660.1	XP_003707427.1
OG0007746	XP_031832023.1	XP_003703505.1
OG0007747	XP_031838922.1	XP_012137082.1
OG0007748	XP_031833681.1	XP_003707290.1
OG0007749	XP_031836011.1	XP_003703166.1
OG0007750	XP_031828522.1	XP_003707145.1
OG0007751	XP_031846296.1	XP_012146344.1
OG0007752	XP_031836855.1	XP_003705174.1
OG0007753	XP_031826077.1	XP_003702092.1
OG0007754	XP_031834525.1	XP_003699545.1
OG0007755	XP_031837411.1	XP_012141840.1
OG0007756	XP_031840827.1	XP_003703963.1
OG0007757	XP_031842595.1	XP_003706013.1
OG0007758	XP_031830781.1	XP_012144013.1
OG0007759	XP_031849936.1	XP_012153885.1
OG0007760	XP_031828114.1	XP_003703129.1
OG0007761	XP_031848909.1	XP_012143666.1
OG0007762	XP_031838758.1	XP_003705831.1
OG0007763	XP_031835359.1	XP_003699233.1
OG0007764	XP_031829608.1	XP_003702878.1
OG0007765	XP_031829686.1	XP_003702480.1
OG0007766	XP_031829257.1	XP_003702477.1
OG0007767	XP_031836696.1	XP_012145723.1, XP_012145722.1
OG0007768	XP_031827376.1	XP_003703722.1
OG0007769	XP_031830978.1	XP_003701069.2
OG0007770	XP_031833209.1	XP_003704439.1
OG0007771	XP_031827751.1	XP_003704357.1
OG0007772	XP_031827415.1	XP_003700777.1
OG0007773	XP_031846401.1	XP_003700146.1
OG0007774	XP_031840909.1	XP_003701672.1
OG0007775	XP_031830112.1	XP_012144750.1
OG0007776	XP_031840469.1	XP_003703146.1
OG0007777	XP_031833113.1	XP_003708266.1
OG0007778	XP_031832989.1	XP_003708318.1
OG0007779	XP_031830986.1	XP_003701079.1
OG0007780	XP_031832709.1	XP_003701538.1
OG0007781	XP_031832879.1	XP_012136459.1
OG0007782	XP_031830881.1	XP_003706893.1
OG0007783	XP_031830518.1	XP_003699499.1
OG0007784	XP_031845500.1	XP_003699725.1
OG0007785	XP_031835826.1	XP_003699711.1
OG0007786	XP_031843823.1	XP_003707066.1
OG0007787	XP_031843794.1	XP_003706784.1
OG0007788	XP_031830397.1	XP_003706797.1
OG0007789	XP_031849774.1	XP_003705731.1
OG0007791	XP_031835724.1	XP_003699273.1
OG0007792	XP_031828140.1	XP_003705663.1, XP_012146188.1
OG0007793	XP_031828209.1	XP_003705661.1
OG0007794	XP_031849926.1	XP_012135829.1
OG0007795	XP_031849902.1	XP_003707805.1
OG0007796	XP_031850286.1	XP_012151205.1
OG0007797	XP_031850235.1	XP_012151189.1
OG0007798	XP_031850149.1	XP_003707809.1
OG0007799	XP_031849439.1	XP_003707803.1
OG0007800	XP_031849432.1	XP_003707762.1
OG0007801	XP_031849406.1	XP_003699958.1
OG0007802	XP_031849387.1	XP_003699959.1
OG0007803	XP_031849392.1	XP_003699984.1
OG0007804	XP_031829430.1	XP_003706724.1
OG0007805	XP_031827062.1	XP_012136069.1
OG0007806	XP_031827138.1	XP_003700198.1
OG0007807	XP_031837655.1	XP_003704953.1
OG0007808	XP_031843491.1	XP_003701293.2
OG0007809	XP_031848875.1	XP_012142650.1
OG0007810	XP_031847617.1	XP_003704220.2
OG0007811	XP_031832406.1	XP_003704309.1
OG0007812	XP_031832351.1	XP_003704189.1
OG0007813	XP_031827711.1	XP_003704241.1
OG0007814	XP_031848772.1	XP_003704391.1
OG0007815	XP_031837557.1	XP_003705472.1
OG0007816	XP_031837771.1	XP_003705475.2
OG0007817	XP_031833040.1	XP_003707150.1
OG0007818	XP_031832994.1	XP_003702873.1
OG0007819	XP_031837234.1	XP_003708292.2
OG0007820	XP_031832899.1	XP_003708287.1
OG0007821	XP_031832707.1	XP_003708284.2
OG0007822	XP_031832814.1	XP_003702796.1
OG0007823	XP_031832818.1	XP_003702810.1
OG0007824	XP_031833151.1	XP_003702829.1
OG0007825	XP_031832785.1	XP_003702783.1
OG0007826	XP_031837398.1	XP_003702928.1
OG0007827	XP_031848192.1	XP_003702771.1
OG0007828	XP_031848244.1	XP_012139534.1
OG0007829	XP_031837165.1	XP_003702752.1
OG0007830	XP_031842726.1	XP_003706005.1
OG0007831	XP_031842534.1	XP_003704772.1
OG0007832	XP_031847481.1	XP_003705908.2
OG0007833	XP_031846816.1	XP_003703845.1
OG0007834	XP_031847558.1	XP_003707895.1
OG0007835	XP_031848820.1	XP_003707869.1
OG0007836	XP_031837687.1	XP_003705696.1
OG0007837	XP_031843633.1	XP_003704670.1
OG0007839	XP_031826670.1	XP_003702012.1
OG0007840	XP_031844040.1	XP_003706028.1
OG0007841	XP_031839595.1	XP_003702285.1
OG0007842	XP_031839590.1	XP_003702347.1
OG0007843	XP_031834461.1	XP_003700860.1
OG0007844	XP_031834740.1, XP_031834739.1	XP_003700870.2
OG0007845	XP_031834503.1	XP_012148709.1
OG0007846	XP_031834606.1	XP_003708257.1
OG0007847	XP_031834908.1	XP_003708256.1
OG0007848	XP_031847713.1	XP_003701711.1
OG0007849	XP_031841027.1	XP_003699864.2
OG0007850	XP_031849685.1	XP_003701651.1
OG0007851	XP_031849669.1	XP_012136956.1
OG0007852	XP_031840689.1	XP_012146743.1
OG0007853	XP_031847550.1	XP_003706163.1
OG0007854	XP_031845617.1	XP_003706225.1
OG0007855	XP_031845350.1	XP_003706218.1
OG0007856	XP_031845368.1	XP_012147408.1
OG0007857	XP_031845999.1	XP_003706739.2
OG0007858	XP_031845389.1	XP_003699442.1
OG0007859	XP_031845159.1	XP_003699440.1
OG0007860	XP_031845185.1	XP_003699412.1
OG0007861	XP_031825679.1	XP_003707300.1
OG0007862	XP_031825469.1	XP_003707297.1
OG0007863	XP_031831358.1	XP_003700351.1
OG0007864	XP_031825636.1	XP_003705424.1
OG0007865	XP_031833607.1	XP_003705184.1
OG0007866	XP_031843328.1	XP_003702683.2
OG0007867	XP_031825535.1	XP_003707463.2
OG0007868	XP_031827848.1	XP_003705667.1
OG0007869	XP_031827850.1	XP_003705666.1
OG0007870	XP_031826225.1	XP_003702062.1
OG0007871	XP_031826100.1	XP_003702051.1
OG0007872	XP_031842277.1	XP_003700810.1
OG0007873	XP_031826060.1	XP_003702008.1
OG0007874	XP_031846688.1	XP_003702018.1
OG0007875	XP_031832288.1	XP_003703498.1
OG0007876	XP_031834205.1	XP_003703482.1
OG0007877	XP_031832132.1	XP_003703450.1
OG0007878	XP_031848489.1	XP_012141176.1
OG0007879	XP_031829944.1	XP_012135821.1
OG0007880	XP_031838348.1	XP_003703472.1
OG0007881	XP_031849029.1	XP_012141003.1
OG0007882	XP_031836057.1	XP_012135856.1
OG0007883	XP_031829693.1	XP_003701143.1
OG0007884	XP_031839884.1	XP_003700140.1
OG0007885	XP_031842095.1	XP_003700155.1
OG0007886	XP_031841780.1	XP_012151060.1
OG0007887	XP_031841793.1	XP_003700127.1
OG0007888	XP_031840080.1	XP_003708678.1
OG0007889	XP_031839529.1	XP_003700173.1
OG0007890	XP_031837677.1	XP_003707631.1
OG0007891	XP_031841717.1	XP_003707576.1
OG0007892	XP_031836295.1	XP_003701706.1
OG0007893	XP_031830114.1	XP_012135889.1
OG0007894	XP_031849917.1	XP_003699375.1
OG0007895	XP_031843583.1	XP_003704661.1
OG0007896	XP_031830969.1	XP_003704598.1
OG0007898	XP_031838827.1	XP_003703360.2
OG0007899	XP_031835315.1	XP_003707580.1
OG0007900	XP_031835128.1	XP_003707634.1
OG0007901	XP_031826986.1	XP_003700459.1
OG0007902	XP_031840705.1	XP_012144272.1
OG0007903	XP_031840547.1	XP_003700042.1
OG0007904	XP_031833078.1	XP_003702893.1
OG0007905	XP_031835205.1	XP_003707550.1
OG0007906	XP_031829295.1	XP_012152805.1
OG0007907	XP_031832692.1	XP_003702805.1
OG0007908	XP_031845180.1	XP_003703945.1
OG0007909	XP_031826897.1	XP_003704135.1
OG0007910	XP_031843660.1	XP_012152121.1
OG0007911	XP_031826711.1	XP_012142435.1
OG0007912	XP_031849280.1	XP_003707746.1
OG0007913	XP_031828409.1	XP_012153064.1
OG0007914	XP_031841597.1	XP_003700203.1
OG0007915	XP_031826851.1	XP_003704132.1
OG0007916	XP_031830652.1	XP_003699785.1
OG0007917	XP_031837285.1	XP_003708296.1
OG0007918	XP_031834264.1	XP_003706570.2
OG0007919	XP_031834069.1	XP_003706566.1
OG0007920	XP_031847286.1	XP_003708635.1
OG0007921	XP_031840621.1	XP_003702056.1
OG0007922	XP_031839500.1	XP_003707938.1
OG0007923	XP_031839389.1	XP_003707937.1
OG0007924	XP_031847784.1	XP_003706824.1
OG0007925	XP_031839517.1	XP_003701849.2
OG0007926	XP_031826828.1	XP_003704124.1
OG0007927	XP_031842694.1	XP_003699634.1
OG0007928	XP_031849691.1	XP_012137181.1
OG0007929	XP_031833621.1, XP_031833622.1	XP_003707357.1
OG0007930	XP_031838581.1	XP_012138687.1
OG0007931	XP_031837287.1	XP_003701920.1
OG0007932	XP_031836698.1	XP_003701374.1
OG0007933	XP_031847479.1	XP_003705699.1
OG0007934	XP_031843037.1	XP_003705930.1
OG0007935	XP_031829524.1	XP_012148514.1
OG0007936	XP_031833568.1	XP_003700339.1
OG0007937	XP_031840682.1	XP_003700051.1
OG0007938	XP_031839479.1	XP_003700022.1
OG0007939	XP_031830279.1	XP_003701170.1
OG0007940	XP_031849660.1	XP_003708159.1
OG0007941	XP_031849226.1	XP_012134986.1
OG0007942	XP_031829242.1	XP_003700642.1
OG0007943	XP_031833381.1	XP_003707272.1
OG0007944	XP_031844272.1	XP_003704053.1
OG0007945	XP_031844677.1	XP_012142233.1
OG0007946	XP_031844550.1	XP_012151063.1
OG0007947	XP_031849345.1	XP_012154566.1
OG0007948	XP_031844425.1	XP_012144265.1
OG0007949	XP_031832488.1	XP_012147866.1
OG0007950	XP_031840537.1	XP_003708502.2
OG0007951	XP_031835389.1	XP_003700561.1
OG0007952	XP_031832064.1	XP_003703466.1
OG0007953	XP_031830308.1	XP_012144740.1
OG0007954	XP_031846143.1	XP_012152858.1
OG0007955	XP_031845579.1	XP_003708407.1
OG0007956	XP_031848874.1, XP_031834768.1	XP_003702215.1
OG0007957	XP_031829884.1	XP_003701273.1
OG0007958	XP_031846547.1	XP_003705086.1
OG0007959	XP_031845866.1	XP_003700338.1
OG0007960	XP_031828504.1	XP_003700250.1
OG0007961	XP_031829963.1	XP_003701264.1
OG0007962	XP_031848345.1	XP_003704038.1
OG0007963	XP_031840387.1	XP_003703075.1
OG0007964	XP_031839890.1	XP_003701464.1
OG0007965	XP_031845676.1	XP_003704985.1
OG0007966	XP_031835066.1	XP_003706236.1
OG0007967	XP_031835064.1	XP_003702519.1
OG0007968	XP_031839512.1	XP_012151821.1
OG0007969	XP_031840481.1	XP_003702090.1
OG0007970	XP_031834033.1	XP_012141454.1
OG0007971	XP_031827308.1	XP_003706672.1
OG0007972	XP_031836863.1	XP_003704015.1
OG0007973	XP_031828654.1	XP_012148197.1
OG0007974	XP_031849472.1	XP_003699838.1
OG0007975	XP_031833087.1	XP_003702992.1
OG0007976	XP_031825843.1	XP_003706951.1
OG0007977	XP_031838011.1	XP_003704935.1
OG0007978	XP_031845953.1	XP_003707128.1
OG0007979	XP_031841327.1	XP_003700773.1
OG0007980	XP_031830796.1	XP_003701090.1
OG0007981	XP_031834588.1	XP_003700335.1
OG0007982	XP_031830866.1	XP_003705096.1
OG0007983	XP_031836806.1	XP_003701351.1
OG0007984	XP_031828998.1	XP_003700760.1
OG0007985	XP_031839215.1	XP_003703807.1
OG0007986	XP_031831786.1	XP_003701886.1
OG0007987	XP_031849246.1	XP_003699373.1
OG0007988	XP_031828820.1	XP_012138667.1
OG0007989	XP_031845319.1	XP_012135011.1
OG0007990	XP_031826993.1	XP_003700532.1
OG0007991	XP_031847703.1	XP_003700310.1
OG0007992	XP_031843387.1	XP_003701037.1
OG0007993	XP_031825537.1	XP_012137003.1
OG0007994	XP_031848650.1	XP_003702349.1
OG0007995	XP_031844160.1	XP_003708147.1
OG0007996	XP_031834552.1	XP_012149835.1, XP_003707193.1
OG0007997	XP_031830578.1	XP_003706812.1
OG0007998	XP_031838406.1	XP_003699539.1
OG0007999	XP_031825422.1	XP_012139116.1
OG0008000	XP_031846726.1	XP_003702024.1
OG0008001	XP_031838693.1	XP_003703367.1
OG0008002	XP_031833793.1, XP_031833794.1	XP_003704477.1
OG0008003	XP_031833265.1	XP_003699445.1
OG0008004	XP_031842237.1	XP_003703022.1
OG0008005	XP_031848680.1	XP_012151423.1
OG0008006	XP_031841357.1	XP_003700768.1
OG0008007	XP_031834312.1	XP_003706300.1
OG0008008	XP_031834919.1	XP_003701942.1
OG0008009	XP_031831312.1	XP_012154069.1
OG0008010	XP_031841097.1, XP_031841098.1	XP_003707503.1
OG0008011	XP_031835490.1	XP_003700951.1
OG0008012	XP_031849295.1	XP_003700619.1
OG0008013	XP_031833479.1	XP_003707343.1
OG0008014	XP_031836181.1	XP_003706303.1
OG0008015	XP_031842585.1	XP_003707654.1
OG0008016	XP_031832558.1	XP_003706669.1
OG0008017	XP_031841344.1	XP_003704141.1
OG0008018	XP_031836336.1	XP_012149883.1
OG0008019	XP_031841596.1	XP_003699585.1
OG0008020	XP_031825686.1	XP_012153484.1
OG0008021	XP_031830684.1	XP_003705720.1
OG0008022	XP_031846773.1	XP_012138133.1
OG0008023	XP_031848733.1	XP_012140661.1
OG0008024	XP_031850031.1	XP_003699378.1
OG0008025	XP_031827966.1	XP_012146165.1
OG0008026	XP_031844676.1	XP_012147354.1
OG0008027	XP_031844578.1	XP_003705020.1
OG0008028	XP_031831167.1	XP_003706738.1
OG0008029	XP_031834319.1	XP_003706299.1
OG0008030	XP_031837155.1	XP_003701937.1
OG0008031	XP_031838251.1	XP_003707240.1
OG0008032	XP_031830939.1	XP_012148486.1
OG0008033	XP_031827259.1	XP_012154181.1
OG0008034	XP_031836769.1	XP_003702846.1
OG0008035	XP_031847628.1	XP_003703243.1
OG0008036	XP_031843273.1	XP_003704743.2, XP_012143918.1
OG0008037	XP_031843052.1	XP_012143916.1
OG0008038	XP_031839038.1	XP_003708036.1
OG0008039	XP_031825415.1	XP_003702668.2
OG0008040	XP_031825410.1	XP_003707268.1
OG0008041	XP_031825953.1	XP_012139289.1
OG0008042	XP_031828744.1	XP_003700272.1
OG0008043	XP_031836200.1	XP_012142392.1
OG0008044	XP_031836699.1	XP_012140854.1
OG0008045	XP_031844592.1	XP_003704043.1
OG0008046	XP_031835503.1	XP_012153686.1
OG0008047	XP_031827295.1, XP_031827294.1	XP_003705041.1
OG0008048	XP_031831118.1	XP_003704592.2
OG0008049	XP_031849000.1	XP_003703591.1
OG0008050	XP_031837178.1	XP_003708087.1
OG0008051	XP_031831342.1	XP_003701509.1
OG0008052	XP_031831899.1	XP_012141115.1
OG0008053	XP_031834096.1	XP_012144101.1
OG0008054	XP_031833994.1	XP_003704813.1
OG0008055	XP_031831920.1	XP_003703458.1
OG0008056	XP_031843534.1	XP_003702620.1
OG0008057	XP_031833474.1	XP_003701547.1
OG0008058	XP_031827905.1	XP_012146224.1
OG0008059	XP_031843379.1	XP_003705318.1
OG0008060	XP_031835785.1	XP_003699287.2
OG0008061	XP_031835774.1	XP_003699366.1
OG0008062	XP_031830625.1	XP_012143882.1
OG0008063	XP_031840312.1	XP_003705439.1
OG0008064	XP_031830322.1	XP_003705068.1
OG0008065	XP_031833000.1	XP_003708271.2
OG0008066	XP_031827930.1	XP_003708474.1
OG0008067	XP_031836956.1	XP_003702209.1
OG0008068	XP_031836957.1	XP_003702210.1
OG0008069	XP_031849477.1	XP_003699861.2
OG0008070	XP_031844303.1	XP_003706080.2
OG0008071	XP_031850082.1	XP_003707781.2
OG0008072	XP_031850266.1	XP_003707739.1
OG0008073	XP_031832967.1	XP_003707121.1
OG0008074	XP_031849471.1	XP_003699840.1
OG0008075	XP_031841539.1	XP_012152799.1
OG0008076	XP_031846484.1	XP_003707518.1
OG0008077	XP_031846749.1	XP_003702205.1
OG0008078	XP_031826289.1	XP_003704639.1
OG0008079	XP_031847592.1	XP_003707891.1
OG0008080	XP_031845420.1	XP_003708398.1
OG0008081	XP_031845401.1	XP_003708396.1
OG0008082	XP_031844044.1	XP_003706367.1
OG0008083	XP_031827048.1	XP_012154365.1
OG0008084	XP_031837426.1, XP_031837425.1	XP_012147888.1
OG0008085	XP_031839331.1	XP_003703873.1
OG0008086	XP_031825525.1	XP_003700691.1
OG0008088	XP_031838325.1	XP_003703439.1
OG0008089	XP_031839377.1	XP_012151785.1
OG0008090	XP_031829951.1	XP_003701268.1
OG0008091	XP_031840829.1	XP_003703974.1
OG0008092	XP_031846822.1	XP_003703719.1
OG0008093	XP_031827375.1	XP_003703721.1
OG0008094	XP_031830029.1	XP_012135682.1
OG0008095	XP_031841492.1	XP_003700676.1
OG0008096	XP_031840961.1	XP_003699879.2
OG0008098	XP_031833609.1	XP_012139146.1
OG0008099	XP_031833610.1	XP_012139203.1
OG0008100	XP_031832664.1	XP_003702802.1
OG0008101	XP_031827222.1	XP_012145486.1
OG0008102	XP_031849514.1	XP_012146147.1
OG0008103	XP_031833297.1	XP_003699687.1
OG0008104	XP_031832037.1	XP_003703672.1
OG0008105	XP_031828786.1	XP_003700251.1
OG0008106	XP_031848905.1	XP_003704917.1
OG0008107	XP_031846231.1	XP_003701959.1
OG0008108	XP_031836285.1	XP_003706327.1
OG0008109	XP_031848083.1	XP_003702856.1
OG0008110	XP_031832120.1	XP_003703474.1
OG0008111	XP_031849874.1	XP_012151312.1
OG0008112	XP_031849956.1	XP_003699561.1
OG0008113	XP_031850177.1	XP_003705752.1
OG0008114	XP_031834915.1	XP_003701944.2
OG0008115	XP_031829671.1	XP_003701146.1
OG0008116	XP_031837131.1	XP_003706115.1
OG0008117	XP_031827877.1	XP_012148313.1
OG0008118	XP_031835863.1	XP_012149035.1
OG0008119	XP_031827987.1	XP_003706598.1
OG0008120	XP_031827911.1, XP_031827909.1	XP_003707660.1
OG0008121	XP_031831508.1	XP_003700358.1
OG0008122	XP_031839850.1	XP_003701525.1
OG0008123	XP_031839920.1	XP_012138402.1
OG0008124	XP_031843285.1	XP_003699563.1
OG0008125	XP_031838855.1	XP_003703311.1
OG0008126	XP_031832084.1	XP_003703502.1
OG0008127	XP_031831025.1	XP_003706800.1
OG0008128	XP_031837379.1	XP_003699797.1
OG0008129	XP_031839635.1	XP_003702258.1
OG0008130	XP_031833480.1	XP_012150290.1
OG0008131	XP_031847493.1	XP_003708643.1
OG0008132	XP_031846847.1	XP_003708019.1
OG0008133	XP_031839864.1	XP_003701461.1
OG0008134	XP_031834738.1, XP_031834737.1	XP_003700869.1
OG0008135	XP_031848578.1	XP_003700829.1
OG0008136	XP_031829908.1	XP_012138892.1
OG0008137	XP_031829435.1	XP_012148551.1
OG0008138	XP_031845615.1	XP_003699695.1
OG0008139	XP_031829818.1	XP_003703426.1
OG0008140	XP_031839053.1	XP_012137037.1
OG0008141	XP_031833321.1	XP_003704440.2
OG0008142	XP_031828952.1	XP_003702560.1
OG0008143	XP_031837019.1	XP_003705333.1
OG0008144	XP_031826208.1	XP_003702146.1
OG0008145	XP_031848837.1	XP_003707279.1
OG0008146	XP_031838802.1	XP_012146752.1
OG0008147	XP_031828005.1	XP_003708061.1
OG0008148	XP_031848409.1	XP_003708202.1
OG0008149	XP_031839993.1	XP_012136634.1
OG0008150	XP_031832273.1	XP_003701663.1
OG0008151	XP_031841987.1	XP_003706427.1
OG0008152	XP_031827576.1	XP_003700778.1
OG0008153	XP_031827168.1	XP_003700423.1
OG0008154	XP_031840714.1	XP_003699851.1
OG0008155	XP_031849480.1	XP_003699887.1
OG0008156	XP_031845181.1	XP_003703946.1
OG0008157	XP_031848237.1	XP_003704553.1
OG0008158	XP_031827075.1	XP_012145554.1
OG0008159	XP_031842316.1	XP_003701371.1
