Orthogroup	Nomia_melanderi	Eufriesea_mexicana
OG0007120	XP_031833723.1	XP_017767672.1
OG0007121	XP_031841445.1	XP_017762152.1
OG0007122	XP_031825266.1	XP_017757539.1
OG0007123	XP_031843565.1	XP_017757706.1
OG0007124	XP_031828189.1	XP_017753526.1, XP_017759616.1
OG0007125	XP_031833199.1	XP_017752741.1
OG0007126	XP_031831507.1	XP_017755633.1
OG0007127	XP_031833410.1	XP_017761339.1
OG0007128	XP_031833805.1	XP_017758768.1
OG0007129	XP_031827512.1	XP_017758692.1
OG0007130	XP_031833455.1	XP_017767670.1
OG0007132	XP_031825529.1	XP_017758707.1
OG0007134	XP_031845679.1	XP_017761383.1
OG0007135	XP_031828396.1	XP_017764912.1
OG0007136	XP_031831515.1	XP_017755627.1
OG0007137	XP_031825510.1	XP_017758710.1
OG0007138	XP_031839457.1	XP_017754017.1
OG0007139	XP_031831337.1	XP_017758219.1
OG0007140	XP_031831199.1	XP_017765330.1
OG0007141	XP_031833442.1	XP_017762944.1
OG0007142	XP_031847006.1	XP_017752719.1
OG0007143	XP_031831480.1	XP_017755652.1
OG0007144	XP_031831609.1	XP_017755580.1
OG0007145	XP_031831282.1	XP_017757406.1
OG0007146	XP_031826175.1	XP_017759273.1
OG0007147	XP_031831326.1	XP_017752625.1
OG0007149	XP_031831846.1	XP_017760480.1
OG0007151	XP_031831156.1	XP_017765331.1
OG0007152	XP_031831169.1	XP_017765333.1
OG0007153	XP_031843330.1	XP_017757601.1
OG0007154	XP_031831434.1	XP_017762036.1
OG0007155	XP_031825661.1	XP_017755282.1
OG0007156	XP_031850584.1	XP_017763890.1
OG0007157	XP_031833438.1	XP_017761346.1
OG0007158	XP_031845675.1	XP_017757546.1
OG0007159	XP_031831379.1	XP_017755585.1
OG0007160	XP_031848951.1	XP_017752144.1
OG0007161	XP_031840288.1	XP_017756771.1
OG0007162	XP_031840218.1	XP_017756779.1
OG0007163	XP_031849134.1	XP_017760256.1
OG0007164	XP_031849137.1	XP_017758918.1
OG0007165	XP_031847642.1	XP_017766258.1
OG0007166	XP_031843420.1, XP_031843417.1	XP_017761981.1
OG0007167	XP_031838716.1	XP_017759408.1
OG0007168	XP_031829190.1	XP_017767587.1
OG0007169	XP_031829153.1	XP_017767562.1
OG0007170	XP_031847405.1	XP_017761976.1, XP_017758667.1
OG0007171	XP_031838830.1	XP_017761717.1
OG0007173	XP_031836783.1	XP_017754874.1
OG0007174	XP_031840291.1	XP_017757058.1
OG0007175	XP_031838897.1	XP_017758914.1
OG0007176	XP_031847765.1	XP_017766272.1
OG0007177	XP_031828948.1	XP_017767565.1
OG0007178	XP_031838829.1	XP_017764042.1
OG0007179	XP_031836788.1	XP_017763981.1
OG0007181	XP_031838975.1	XP_017760331.1
OG0007183	XP_031828454.1	XP_017758260.1
OG0007184	XP_031838858.1	XP_017766080.1
OG0007185	XP_031828698.1	XP_017758259.1
OG0007187	XP_031844695.1, XP_031844696.1, XP_031844694.1	XP_017766052.1
OG0007188	XP_031838898.1	XP_017767757.1
OG0007189	XP_031838618.1	XP_017762236.1
OG0007190	XP_031849128.1	XP_017766259.1
OG0007191	XP_031849140.1	XP_017760154.1
OG0007192	XP_031839055.1	XP_017764148.1
OG0007193	XP_031840201.1	XP_017763577.1
OG0007194	XP_031839020.1	XP_017752476.1
OG0007195	XP_031828887.1	XP_017760436.1
OG0007196	XP_031838831.1	XP_017766124.1
OG0007197	XP_031826589.1	XP_017761024.1
OG0007198	XP_031840237.1	XP_017763581.1
OG0007199	XP_031828782.1	XP_017762902.1
OG0007200	XP_031848389.1	XP_017756588.1
OG0007201	XP_031834221.1	XP_017755914.1
OG0007202	XP_031832283.1	XP_017752270.1
OG0007203	XP_031836967.1	XP_017765169.1
OG0007204	XP_031826620.1	XP_017758196.1
OG0007205	XP_031840626.1	XP_017762813.1
OG0007206	XP_031836934.1	XP_017765125.1
OG0007207	XP_031846272.1	XP_017765162.1
OG0007208	XP_031834107.1	XP_017760423.1
OG0007209	XP_031846750.1	XP_017755003.1
OG0007210	XP_031831304.1	XP_017767310.1
OG0007212	XP_031827876.1	XP_017759805.1
OG0007213	XP_031826377.1	XP_017759655.1
OG0007214	XP_031840611.1	XP_017762786.1
OG0007215	XP_031848841.1	XP_017752260.1
OG0007216	XP_031846739.1	XP_017762805.1
OG0007217	XP_031826133.1	XP_017758210.1
OG0007218	XP_031837592.1	XP_017762583.1
OG0007219	XP_031826066.1	XP_017758193.1
OG0007220	XP_031837601.1	XP_017762564.1
OG0007221	XP_031832205.1	XP_017754293.1
OG0007222	XP_031832198.1	XP_017754275.1
OG0007223	XP_031834128.1	XP_017753121.1
OG0007224	XP_031826332.1	XP_017759676.1
OG0007225	XP_031826601.1	XP_017755005.1
OG0007226	XP_031826597.1	XP_017754991.1
OG0007228	XP_031845809.1	XP_017762614.1
OG0007229	XP_031826522.1, XP_031848858.1	XP_017765139.1
OG0007230	XP_031826049.1	XP_017759682.1
OG0007231	XP_031836987.1	XP_017765131.1
OG0007232	XP_031838863.1	XP_017766277.1
OG0007233	XP_031848480.1	XP_017753998.1
OG0007234	XP_031830525.1	XP_017764327.1
OG0007235	XP_031829943.1	XP_017764306.1
OG0007236	XP_031835089.1	XP_017761069.1
OG0007237	XP_031848046.1	XP_017757972.1
OG0007238	XP_031832263.1	XP_017763089.1
OG0007239	XP_031841881.1	XP_017761752.1
OG0007240	XP_031830192.1	XP_017755997.1
OG0007241	XP_031830196.1	XP_017755998.1
OG0007242	XP_031838372.1	XP_017756772.1
OG0007243	XP_031838356.1	XP_017753921.1
OG0007244	XP_031848190.1	XP_017757894.1
OG0007245	XP_031830303.1	XP_017763608.1
OG0007246	XP_031828923.1	XP_017754471.1
OG0007247	XP_031828909.1	XP_017764515.1
OG0007248	XP_031834028.1	XP_017760316.1
OG0007249	XP_031833985.1	XP_017763471.1
OG0007250	XP_031830366.1	XP_017752549.1
OG0007251	XP_031830015.1	XP_017752533.1
OG0007252	XP_031830270.1	XP_017761990.1
OG0007253	XP_031841816.1	XP_017761757.1
OG0007254	XP_031830710.1	XP_017754525.1
OG0007255	XP_031848154.1	XP_017757889.1
OG0007256	XP_031831925.1	XP_017763449.1
OG0007257	XP_031829675.1	XP_017759519.1
OG0007258	XP_031832267.1	XP_017763502.1
OG0007259	XP_031849084.1	XP_017752496.1
OG0007260	XP_031830214.1	XP_017755877.1
OG0007261	XP_031830210.1	XP_017763128.1
OG0007262	XP_031827865.1	XP_017756636.1
OG0007263	XP_031829339.1	XP_017760497.1
OG0007264	XP_031832051.1	XP_017763445.1
OG0007265	XP_031838381.1	XP_017752685.1
OG0007266	XP_031846435.1	XP_017754468.1
OG0007267	XP_031830943.1	XP_017754461.1
OG0007268	XP_031844709.1	XP_017765109.1
OG0007269	XP_031844733.1	XP_017765115.1
OG0007270	XP_031837752.1	XP_017757964.1
OG0007271	XP_031840101.1	XP_017761182.1
OG0007272	XP_031837949.1	XP_017757967.1
OG0007273	XP_031837986.1	XP_017757962.1
OG0007274	XP_031835249.1	XP_017756964.1
OG0007275	XP_031835173.1	XP_017758786.1
OG0007276	XP_031837025.1	XP_017755540.1
OG0007277	XP_031838003.1	XP_017755774.1
OG0007278	XP_031846387.1	XP_017758799.1
OG0007279	XP_031835103.1	XP_017758910.1
OG0007280	XP_031837859.1	XP_017759222.1
OG0007282	XP_031845824.1	XP_017755712.1
OG0007284	XP_031844034.1	XP_017753359.1
OG0007285	XP_031838583.1	XP_017763255.1
OG0007286	XP_031846179.1	XP_017758791.1
OG0007288	XP_031843521.1	XP_017756830.1
OG0007289	XP_031841085.1	XP_017765798.1
OG0007290	XP_031843867.1	XP_017755724.1
OG0007291	XP_031837905.1	XP_017761798.1
OG0007292	XP_031835017.1	XP_017759188.1
OG0007295	XP_031837886.1	XP_017757909.1
OG0007296	XP_031845286.1	XP_017755710.1
OG0007297	XP_031845529.1	XP_017755772.1
OG0007298	XP_031845475.1	XP_017758795.1
OG0007299	XP_031840432.1	XP_017761801.1
OG0007300	XP_031837909.1	XP_017755035.1
OG0007301	XP_031840765.1	XP_017765466.1
OG0007302	XP_031840052.1	XP_017765660.1
OG0007303	XP_031843569.1	XP_017759245.1
OG0007304	XP_031844187.1	XP_017755783.1
OG0007305	XP_031844302.1	XP_017755785.1
OG0007306	XP_031838025.1	XP_017757939.1
OG0007307	XP_031839075.1	XP_017758801.1
OG0007308	XP_031830748.1	XP_017756461.1
OG0007309	XP_031830401.1	XP_017758448.1
OG0007311	XP_031831142.1	XP_017756476.1
OG0007312	XP_031828335.1	XP_017763976.1
OG0007313	XP_031828446.1	XP_017755558.1
OG0007314	XP_031847906.1	XP_017767311.1
OG0007315	XP_031843779.1	XP_017766238.1
OG0007316	XP_031843782.1	XP_017766218.1
OG0007317	XP_031835915.1	XP_017767486.1
OG0007318	XP_031830880.1	XP_017758253.1
OG0007319	XP_031841568.1	XP_017752301.1
OG0007320	XP_031830493.1	XP_017758415.1
OG0007321	XP_031847908.1	XP_017767314.1
OG0007322	XP_031843847.1	XP_017767515.1
OG0007323	XP_031831131.1	XP_017757358.1
OG0007324	XP_031847877.1	XP_017764765.1
OG0007325	XP_031841272.1	XP_017766247.1
OG0007326	XP_031830563.1	XP_017758015.1
OG0007327	XP_031830519.1	XP_017756427.1
OG0007328	XP_031830501.1	XP_017758386.1
OG0007329	XP_031830500.1	XP_017756421.1
OG0007330	XP_031847919.1	XP_017767415.1
OG0007331	XP_031844124.1	XP_017757272.1
OG0007332	XP_031825878.1	XP_017761597.1
OG0007333	XP_031831112.1	XP_017757846.1
OG0007334	XP_031830528.1	XP_017757372.1
OG0007335	XP_031847829.1	XP_017767365.1
OG0007336	XP_031846233.1	XP_017758433.1
OG0007337	XP_031847747.1	XP_017767344.1
OG0007338	XP_031830469.1	XP_017758484.1, XP_017758315.1
OG0007339	XP_031831104.1	XP_017758469.1
OG0007340	XP_031841220.1	XP_017765396.1
OG0007341	XP_031825847.1	XP_017767419.1
OG0007342	XP_031831012.1	XP_017756437.1
OG0007343	XP_031830700.1	XP_017756456.1
OG0007344	XP_031843789.1	XP_017758696.1
OG0007345	XP_031843792.1	XP_017758591.1
OG0007346	XP_031831113.1	XP_017756601.1
OG0007347	XP_031833753.1	XP_017759116.1
OG0007348	XP_031849750.1	XP_017760719.1
OG0007349	XP_031842147.1	XP_017760008.1
OG0007350	XP_031835458.1	XP_017764798.1
OG0007351	XP_031846976.1	XP_017760043.1
OG0007352	XP_031850146.1	XP_017754917.1
OG0007353	XP_031850010.1	XP_017761478.1
OG0007354	XP_031850273.1	XP_017763384.1
OG0007355	XP_031845619.1	XP_017760021.1
OG0007356	XP_031838504.1	XP_017754867.1
OG0007357	XP_031838449.1	XP_017754837.1
OG0007358	XP_031849967.1	XP_017754771.1
OG0007359	XP_031849898.1	XP_017754882.1
OG0007360	XP_031849987.1	XP_017754835.1
OG0007361	XP_031850153.1	XP_017754894.1
OG0007362	XP_031850150.1	XP_017763383.1
OG0007363	XP_031828424.1	XP_017755201.1
OG0007364	XP_031845561.1	XP_017760000.1
OG0007365	XP_031845563.1	XP_017760002.1
OG0007366	XP_031835630.1	XP_017760351.1
OG0007367	XP_031835689.1	XP_017760382.1
OG0007368	XP_031835487.1	XP_017761442.1
OG0007369	XP_031827854.1	XP_017753332.1
OG0007370	XP_031829783.1	XP_017755148.1
OG0007371	XP_031831561.1	XP_017763090.1
OG0007372	XP_031837050.1	XP_017755565.1
OG0007373	XP_031828220.1	XP_017756969.1
OG0007374	XP_031849281.1	XP_017754254.1
OG0007375	XP_031828405.1	XP_017755194.1
OG0007376	XP_031840460.1	XP_017753318.1
OG0007377	XP_031850072.1	XP_017761935.1
OG0007378	XP_031846525.1	XP_017760004.1
OG0007379	XP_031850127.1	XP_017760927.1
OG0007380	XP_031850158.1	XP_017760852.1
OG0007381	XP_031849966.1	XP_017754782.1
OG0007382	XP_031842055.1	XP_017761860.1
OG0007383	XP_031835646.1	XP_017761432.1
OG0007384	XP_031849368.1	XP_017760837.1
OG0007385	XP_031849407.1	XP_017760896.1
OG0007386	XP_031828012.1	XP_017755192.1
OG0007388	XP_031846462.1	XP_017755119.1
OG0007389	XP_031829075.1	XP_017764420.1
OG0007390	XP_031849237.1	XP_017754070.1
OG0007391	XP_031849294.1	XP_017754173.1
OG0007392	XP_031828200.1	XP_017759830.1
OG0007393	XP_031840516.1	XP_017756974.1
OG0007394	XP_031835649.1	XP_017762311.1
OG0007395	XP_031835474.1	XP_017762299.1
OG0007396	XP_031835478.1	XP_017762262.1
OG0007397	XP_031835806.1	XP_017762249.1
OG0007398	XP_031826790.1	XP_017762211.1
OG0007399	XP_031841312.1	XP_017756096.1
OG0007400	XP_031841669.1	XP_017762198.1
OG0007401	XP_031827418.1	XP_017763631.1
OG0007402	XP_031826923.1	XP_017753441.1
OG0007403	XP_031827483.1	XP_017764083.1
OG0007404	XP_031841749.1	XP_017756185.1
OG0007405	XP_031827428.1	XP_017752881.1
OG0007406	XP_031842211.1	XP_017766953.1
OG0007407	XP_031845551.1	XP_017756151.1
OG0007408	XP_031841770.1	XP_017756101.1
OG0007409	XP_031827394.1	XP_017764226.1
OG0007410	XP_031826885.1	XP_017762104.1
OG0007411	XP_031826884.1	XP_017762086.1
OG0007412	XP_031843512.1	XP_017752872.1
OG0007413	XP_031838237.1	XP_017753968.1
OG0007414	XP_031848481.1	XP_017754140.1
OG0007415	XP_031841287.1	XP_017756100.1
OG0007416	XP_031836654.1	XP_017766942.1
OG0007417	XP_031829439.1	XP_017762067.1
OG0007418	XP_031837057.1	XP_017755541.1
OG0007419	XP_031841447.1	XP_017758706.1
OG0007420	XP_031836471.1	XP_017753977.1
OG0007421	XP_031827472.1	XP_017757537.1
OG0007422	XP_031841361.1	XP_017756196.1
OG0007423	XP_031826890.1	XP_017762143.1
OG0007424	XP_031825886.1	XP_017756131.1
OG0007425	XP_031827014.1	XP_017762177.1
OG0007426	XP_031841529.1	XP_017761411.1
OG0007427	XP_031844860.1	XP_017752947.1
OG0007428	XP_031829405.1	XP_017762012.1
OG0007429	XP_031841337.1	XP_017756093.1
OG0007430	XP_031843492.1	XP_017752944.1
OG0007431	XP_031833440.1	XP_017752927.1
OG0007432	XP_031841582.1	XP_017761032.1
OG0007433	XP_031841291.1	XP_017756087.1
OG0007434	XP_031840640.1	XP_017764863.1
OG0007435	XP_031848715.1	XP_017764488.1
OG0007436	XP_031832389.1	XP_017766565.1
OG0007438	XP_031836314.1	XP_017752216.1
OG0007439	XP_031839431.1	XP_017766028.1
OG0007440	XP_031840036.1	XP_017766513.1
OG0007441	XP_031835957.1	XP_017766855.1
OG0007442	XP_031835963.1	XP_017766623.1
OG0007443	XP_031827706.1	XP_017766564.1
OG0007444	XP_031832364.1	XP_017766663.1
OG0007445	XP_031846941.1	XP_017763257.1
OG0007446	XP_031832703.1	XP_017759327.1
OG0007448	XP_031837192.1	XP_017760543.1
OG0007449	XP_031843464.1	XP_017765494.1
OG0007450	XP_031837806.1	XP_017761618.1
OG0007451	XP_031837393.1	XP_017757077.1
OG0007452	XP_031848183.1	XP_017755481.1
OG0007453	XP_031832937.1	XP_017759291.1
OG0007454	XP_031833005.1	XP_017759290.1
OG0007455	XP_031837325.1	XP_017752574.1
OG0007456	XP_031832844.1	XP_017759888.1
OG0007457	XP_031833132.1	XP_017767139.1
OG0007458	XP_031837121.1	XP_017757822.1
OG0007459	XP_031833024.1	XP_017756799.1
OG0007460	XP_031837288.1	XP_017761239.1
OG0007461	XP_031829624.1	XP_017760542.1
OG0007462	XP_031837070.1	XP_017767246.1
OG0007463	XP_031846177.1	XP_017755472.1
OG0007464	XP_031832893.1	XP_017761557.1
OG0007465	XP_031837177.1	XP_017759335.1
OG0007466	XP_031837085.1	XP_017752643.1
OG0007467	XP_031842171.1	XP_017762749.1
OG0007468	XP_031839434.1	XP_017754217.1
OG0007469	XP_031837944.1	XP_017755470.1
OG0007470	XP_031848539.1	XP_017759354.1
OG0007471	XP_031848103.1	XP_017760546.1
OG0007472	XP_031836111.1	XP_017763240.1
OG0007473	XP_031837109.1	XP_017760631.1
OG0007474	XP_031848128.1	XP_017755449.1
OG0007475	XP_031837184.1	XP_017757831.1
OG0007476	XP_031833169.1	XP_017759846.1
OG0007477	XP_031832991.1	XP_017762862.1
OG0007478	XP_031837189.1	XP_017757814.1
OG0007479	XP_031829551.1	XP_017759309.1
OG0007480	XP_031849930.1, XP_031849931.1	XP_017764605.1
OG0007481	XP_031833085.1	XP_017767268.1
OG0007482	XP_031832747.1	XP_017761520.1
OG0007483	XP_031837371.1	XP_017753783.1
OG0007484	XP_031842608.1	XP_017752844.1
OG0007485	XP_031842640.1	XP_017752781.1
OG0007486	XP_031842769.1	XP_017765087.1
OG0007487	XP_031843203.1	XP_017753802.1
OG0007488	XP_031826312.1	XP_017759577.1
OG0007490	XP_031843560.1	XP_017757721.1, XP_017757720.1
OG0007491	XP_031842514.1	XP_017752788.1
OG0007492	XP_031842801.1	XP_017752863.1
OG0007493	XP_031842531.1	XP_017753791.1
OG0007494	XP_031843086.1	XP_017753817.1
OG0007495	XP_031825812.1	XP_017753849.1
OG0007496	XP_031839438.1	XP_017753988.1
OG0007497	XP_031842707.1	XP_017765088.1
OG0007498	XP_031842559.1	XP_017763023.1
OG0007499	XP_031844746.1	XP_017762998.1
OG0007500	XP_031837918.1	XP_017760509.1
OG0007501	XP_031826170.1	XP_017759576.1
OG0007502	XP_031844804.1	XP_017762042.1
OG0007503	XP_031825746.1	XP_017752794.1
OG0007504	XP_031847429.1	XP_017765256.1
OG0007505	XP_031825765.1	XP_017752785.1
OG0007506	XP_031834981.1	XP_017765804.1
OG0007507	XP_031847376.1	XP_017758176.1
OG0007508	XP_031842603.1	XP_017752859.1
OG0007509	XP_031827358.1	XP_017761159.1
OG0007510	XP_031842665.1	XP_017753761.1
OG0007511	XP_031842785.1	XP_017753816.1
OG0007512	XP_031826948.1	XP_017760080.1
OG0007513	XP_031826946.1	XP_017759644.1
OG0007514	XP_031827132.1	XP_017754672.1
OG0007515	XP_031827082.1	XP_017754598.1
OG0007516	XP_031838570.1	XP_017762478.1
OG0007517	XP_031826982.1	XP_017760056.1
OG0007518	XP_031827064.1	XP_017763293.1
OG0007519	XP_031850005.1	XP_017753583.1
OG0007520	XP_031826772.1	XP_017760155.1
OG0007521	XP_031827251.1	XP_017760092.1
OG0007522	XP_031850066.1	XP_017765278.1
OG0007523	XP_031837621.1	XP_017756691.1
OG0007524	XP_031828136.1	XP_017764878.1
OG0007525	XP_031841791.1	XP_017766868.1
OG0007526	XP_031827114.1	XP_017764395.1
OG0007527	XP_031828170.1	XP_017764899.1
OG0007528	XP_031828395.1	XP_017764879.1
OG0007529	XP_031826916.1	XP_017763289.1
OG0007530	XP_031828644.1	XP_017752767.1
OG0007532	XP_031832995.1	XP_017762471.1
OG0007533	XP_031826876.1	XP_017764467.1
OG0007534	XP_031826694.1	XP_017764446.1
OG0007535	XP_031826955.1	XP_017763332.1
OG0007536	XP_031827217.1	XP_017764477.1
OG0007537	XP_031836666.1	XP_017762756.1
OG0007538	XP_031845876.1	XP_017767192.1
OG0007539	XP_031845942.1	XP_017767135.1
OG0007540	XP_031834089.1	XP_017762752.1
OG0007541	XP_031837484.1	XP_017762584.1
OG0007542	XP_031848842.1	XP_017760250.1
OG0007543	XP_031839564.1	XP_017755514.1
OG0007544	XP_031837756.1	XP_017761960.1
OG0007545	XP_031827874.1	XP_017763847.1
OG0007546	XP_031839395.1	XP_017764669.1
OG0007547	XP_031839190.1	XP_017764663.1
OG0007548	XP_031839453.1	XP_017754202.1
OG0007549	XP_031839454.1	XP_017754055.1
OG0007550	XP_031847194.1	XP_017754037.1
OG0007551	XP_031839109.1	XP_017764868.1
OG0007552	XP_031839099.1	XP_017764844.1
OG0007553	XP_031839366.1	XP_017764554.1
OG0007554	XP_031842059.1	XP_017760200.1
OG0007555	XP_031849255.1	XP_017755520.1
OG0007556	XP_031843587.1	XP_017763824.1
OG0007557	XP_031828502.1	XP_017762852.1
OG0007558	XP_031827870.1, XP_031827869.1, XP_031827868.1, XP_031827871.1	XP_017753247.1
OG0007559	XP_031840427.1	XP_017753132.1
OG0007560	XP_031839432.1	XP_017766015.1
OG0007562	XP_031846794.1	XP_017763845.1
OG0007563	XP_031827337.1	XP_017761145.1
OG0007564	XP_031844057.1	XP_017759061.1
OG0007566	XP_031843971.1	XP_017761091.1
OG0007567	XP_031835805.1	XP_017758679.1
OG0007568	XP_031834752.1	XP_017754725.1
OG0007569	XP_031834539.1	XP_017753038.1
OG0007570	XP_031844985.1	XP_017765302.1
OG0007571	XP_031834624.1	XP_017753395.1
OG0007572	XP_031837009.1	XP_017763959.1
OG0007573	XP_031831797.1	XP_017754738.1
OG0007574	XP_031832755.1	XP_017762738.1
OG0007575	XP_031839881.1	XP_017756328.1
OG0007576	XP_031844901.1	XP_017753399.1
OG0007577	XP_031841598.1	XP_017759020.1
OG0007578	XP_031827647.1	XP_017759288.1
OG0007579	XP_031825946.1	XP_017767483.1
OG0007580	XP_031843801.1	XP_017766243.1
OG0007581	XP_031847726.1	XP_017760911.1
OG0007582	XP_031835368.1	XP_017760344.1
OG0007583	XP_031835562.1	XP_017760353.1
OG0007584	XP_031838561.1	XP_017761921.1
OG0007585	XP_031849775.1	XP_017761454.1
OG0007586	XP_031829428.1	XP_017752951.1
OG0007587	XP_031827407.1	XP_017764000.1
OG0007588	XP_031835986.1	XP_017766810.1
OG0007589	XP_031832397.1	XP_017766559.1
OG0007590	XP_031832367.1	XP_017766796.1
OG0007591	XP_031835970.1	XP_017766598.1
OG0007592	XP_031827755.1	XP_017766641.1
OG0007593	XP_031827678.1	XP_017766746.1
OG0007594	XP_031827705.1	XP_017765640.1
OG0007595	XP_031827720.1	XP_017766608.1
OG0007596	XP_031827698.1	XP_017766635.1
OG0007597	XP_031833055.1	XP_017767201.1
OG0007598	XP_031833053.1	XP_017767170.1
OG0007599	XP_031837936.1	XP_017760220.1
OG0007600	XP_031837229.1	XP_017760592.1
OG0007601	XP_031832578.1	XP_017759924.1
OG0007602	XP_031832637.1	XP_017761620.1
OG0007603	XP_031845949.1	XP_017767223.1
OG0007604	XP_031847420.1	XP_017758088.1
OG0007605	XP_031842883.1	XP_017758093.1
OG0007606	XP_031842560.1	XP_017763022.1
OG0007607	XP_031847363.1	XP_017752446.1
OG0007608	XP_031847356.1	XP_017752277.1
OG0007609	XP_031847513.1	XP_017752337.1
OG0007610	XP_031827533.1	XP_017766891.1
OG0007611	XP_031850512.1	XP_017752191.1
OG0007612	XP_031841741.1	XP_017766897.1
OG0007613	XP_031832487.1	XP_017763568.1
OG0007614	XP_031847135.1	XP_017754065.1
OG0007615	XP_031847167.1	XP_017763272.1
OG0007616	XP_031828289.1	XP_017753343.1
OG0007617	XP_031828287.1	XP_017753337.1
OG0007618	XP_031837895.1	XP_017762462.1
OG0007619	XP_031843444.1	XP_017766292.1
OG0007620	XP_031844093.1	XP_017763597.1
OG0007621	XP_031837618.1	XP_017753519.1
OG0007622	XP_031839670.1	XP_017758183.1
OG0007623	XP_031839791.1	XP_017766407.1
OG0007624	XP_031839591.1	XP_017765708.1
OG0007625	XP_031834612.1	XP_017754711.1
OG0007626	XP_031834298.1	XP_017762355.1
OG0007627	XP_031850439.1	XP_017766250.1
OG0007628	XP_031850370.1	XP_017766411.1
OG0007629	XP_031849729.1	XP_017762389.1
OG0007630	XP_031840810.1	XP_017760504.1
OG0007631	XP_031840688.1	XP_017764848.1
OG0007632	XP_031842321.1	XP_017767612.1
OG0007633	XP_031834491.1	XP_017756719.1
OG0007634	XP_031845385.1	XP_017765849.1
OG0007635	XP_031833803.1	XP_017759455.1
OG0007636	XP_031845659.1	XP_017757630.1
OG0007637	XP_031833862.1	XP_017757473.1
OG0007638	XP_031843331.1	XP_017757623.1
OG0007639	XP_031849132.1	XP_017759505.1
OG0007640	XP_031838713.1	XP_017755905.1
OG0007641	XP_031826629.1	XP_017764387.1
OG0007642	XP_031842279.1	XP_017766334.1
OG0007643	XP_031826056.1	XP_017757124.1
OG0007644	XP_031849763.1	XP_017760147.1
OG0007645	XP_031832122.1	XP_017755940.1
OG0007646	XP_031832134.1	XP_017755911.1
OG0007647	XP_031837163.1	XP_017753616.1
OG0007648	XP_031842025.1	XP_017765513.1
OG0007649	XP_031843054.1	XP_017765493.1
OG0007650	XP_031842449.1	XP_017765593.1
OG0007651	XP_031837663.1	XP_017755076.1
OG0007652	XP_031829994.1	XP_017764192.1
OG0007653	XP_031841710.1	XP_017756156.1
OG0007654	XP_031844392.1	XP_017753011.1
OG0007655	XP_031831632.1	XP_017759114.1
OG0007656	XP_031846384.1	XP_017754535.1
OG0007657	XP_031844213.1	XP_017760428.1
OG0007658	XP_031826106.1	XP_017761349.1
OG0007659	XP_031832212.1	XP_017754277.1
OG0007660	XP_031848538.1	XP_017759362.1
OG0007661	XP_031826200.1	XP_017761712.1
OG0007662	XP_031828232.1	XP_017754376.1
OG0007663	XP_031835884.1	XP_017767383.1
OG0007664	XP_031848942.1	XP_017765565.1
OG0007665	XP_031837563.1	XP_017753507.1
OG0007666	XP_031846034.1	XP_017761099.1
OG0007667	XP_031829297.1	XP_017765585.1
OG0007668	XP_031841555.1	XP_017761005.1
OG0007669	XP_031850255.1	XP_017760776.1
OG0007670	XP_031830838.1	XP_017764309.1
OG0007671	XP_031848815.1	XP_017762766.1
OG0007672	XP_031846091.1	XP_017761096.1
OG0007673	XP_031842415.1	XP_017760003.1
OG0007674	XP_031842616.1	XP_017752854.1
OG0007675	XP_031829998.1	XP_017764191.1
OG0007676	XP_031837278.1	XP_017761244.1
OG0007677	XP_031839427.1	XP_017766016.1
OG0007678	XP_031848911.1	XP_017765434.1
OG0007679	XP_031844365.1	XP_017753022.1
OG0007680	XP_031840013.1	XP_017766383.1
OG0007681	XP_031830274.1	XP_017761992.1
OG0007682	XP_031849334.1	XP_017760951.1
OG0007683	XP_031837507.1	XP_017762577.1
OG0007684	XP_031843465.1	XP_017759229.1
OG0007685	XP_031840352.1	XP_017758815.1
OG0007686	XP_031836406.1	XP_017758319.1
OG0007687	XP_031836202.1	XP_017763193.1
OG0007688	XP_031840883.1	XP_017755382.1
OG0007689	XP_031839113.1	XP_017764846.1
OG0007690	XP_031835277.1	XP_017756966.1
OG0007691	XP_031839416.1	XP_017758842.1
OG0007692	XP_031848741.1	XP_017757617.1
OG0007693	XP_031846546.1	XP_017763660.1
OG0007694	XP_031840667.1	XP_017752380.1
OG0007695	XP_031840673.1	XP_017752329.1
OG0007696	XP_031840499.1	XP_017757002.1
OG0007697	XP_031829188.1	XP_017767616.1
OG0007698	XP_031837840.1	XP_017753562.1
OG0007699	XP_031835924.1	XP_017767487.1
OG0007700	XP_031835183.1	XP_017756803.1
OG0007701	XP_031829964.1	XP_017752543.1
OG0007702	XP_031825868.1	XP_017767489.1
OG0007703	XP_031838338.1	XP_017753930.1
OG0007704	XP_031848253.1	XP_017759473.1
OG0007706	XP_031832034.1	XP_017754273.1
OG0007707	XP_031844702.1	XP_017757693.1
OG0007708	XP_031848749.1	XP_017754614.1
OG0007709	XP_031839882.1	XP_017756302.1
OG0007710	XP_031836525.1	XP_017763724.1
OG0007711	XP_031828997.1	XP_017758264.1
OG0007712	XP_031848653.1	XP_017758955.1
OG0007713	XP_031843106.1	XP_017753890.1
OG0007714	XP_031844989.1	XP_017765317.1
OG0007715	XP_031825399.1	XP_017755295.1
OG0007716	XP_031839066.1	XP_017764142.1
OG0007717	XP_031838479.1	XP_017754825.1
OG0007718	XP_031846554.1	XP_017763625.1
OG0007719	XP_031827898.1	XP_017761249.1
OG0007720	XP_031833382.1	XP_017761357.1
