Orthogroup	Nomia_melanderi	Bombus_terrestris
OG0007965	XP_031845676.1	XP_012170301.1
OG0007966	XP_031835066.1	XP_003397974.1
OG0007967	XP_031835064.1	XP_003397973.1
OG0007968	XP_031839512.1	XP_012176676.1
OG0007969	XP_031840481.1	XP_003396363.1
OG0007970	XP_031834033.1	XP_003402371.1
OG0007971	XP_031827308.1	XP_003393174.1
OG0007972	XP_031836863.1	XP_003394704.1
OG0007973	XP_031828654.1	XP_003394873.2
OG0007974	XP_031849472.1	XP_012176154.1
OG0007975	XP_031833087.1	XP_003400402.1
OG0007976	XP_031825843.1	XP_003398442.1
OG0007977	XP_031838011.1	XP_003399897.1
OG0007978	XP_031845953.1	XP_020722130.1
OG0007979	XP_031841327.1	XP_003399495.1
OG0007980	XP_031830796.1	XP_003403335.1
OG0007981	XP_031834588.1	XP_003402252.1
OG0007982	XP_031830866.1	XP_020723790.1
OG0007983	XP_031836806.1	XP_003401467.1
OG0007984	XP_031828998.1	XP_003394798.1
OG0007985	XP_031839215.1	XP_003392894.1
OG0007986	XP_031831786.1	XP_003395373.1
OG0007987	XP_031849246.1	XP_003399084.1
OG0007988	XP_031828820.1	XP_012168815.1
OG0007989	XP_031845319.1	XP_003402487.1
OG0007990	XP_031826993.1	XP_003400001.1
OG0007991	XP_031847703.1	XP_003394847.1
OG0007992	XP_031843387.1	XP_003396227.1
OG0007993	XP_031825537.1	XP_003394663.1
OG0007994	XP_031848650.1	XP_003393645.1
OG0007995	XP_031844160.1	XP_003394098.1
OG0007996	XP_031834552.1	XP_012173769.1, XP_003402233.1
OG0007997	XP_031830578.1	XP_012168131.1
OG0007998	XP_031838406.1	XP_020723084.1
OG0007999	XP_031825422.1	XP_012164325.1
OG0008000	XP_031846726.1	XP_020719340.1
OG0008001	XP_031838693.1	XP_020723657.1
OG0008002	XP_031833793.1, XP_031833794.1	XP_012167000.1
OG0008003	XP_031833265.1	XP_003395008.1
OG0008004	XP_031842237.1	XP_003395164.1
OG0008005	XP_031848680.1	XP_020718875.1
OG0008006	XP_031841357.1	XP_003399590.1
OG0008007	XP_031834312.1	XP_003402856.1
OG0008008	XP_031834919.1	XP_003393753.1
OG0008009	XP_031831312.1	XP_003395503.1
OG0008010	XP_031841097.1, XP_031841098.1	XP_003401834.2
OG0008011	XP_031835490.1	XP_003394036.1
OG0008012	XP_031849295.1	XP_012169385.1
OG0008013	XP_031833479.1	XP_003395807.1
OG0008014	XP_031836181.1	XP_003393593.2
OG0008015	XP_031842585.1	XP_003397429.1
OG0008016	XP_031832558.1	XP_003392992.1
OG0008017	XP_031841344.1	XP_003399527.1
OG0008018	XP_031836336.1	XP_020721982.1
OG0008019	XP_031841596.1	XP_003398028.1
OG0008020	XP_031825686.1	XP_003401346.1
OG0008021	XP_031830684.1	XP_003398373.1
OG0008022	XP_031846773.1	XP_012165510.1
OG0008023	XP_031848733.1	XP_003396015.1
OG0008024	XP_031850031.1	XP_003399244.2
OG0008025	XP_031827966.1	XP_003396759.1
OG0008026	XP_031844676.1	XP_003394524.1
OG0008027	XP_031844578.1	XP_003394537.1
OG0008029	XP_031834319.1	XP_012174690.2
OG0008030	XP_031837155.1	XP_003400930.1
OG0008031	XP_031838251.1	XP_012173894.1
OG0008032	XP_031830939.1	XP_012168143.1
OG0008033	XP_031827259.1	XP_003402209.1
OG0008034	XP_031836769.1	XP_003400798.1
OG0008035	XP_031847628.1	XP_012174765.1
OG0008036	XP_031843273.1	XP_003401102.1
OG0008037	XP_031843052.1	XP_012172237.1, XP_020722460.1
OG0008038	XP_031839038.1	XP_003395925.1
OG0008039	XP_031825415.1	XP_012164324.2
OG0008040	XP_031825410.1	XP_012164090.1
OG0008041	XP_031825953.1	XP_012172979.1
OG0008042	XP_031828744.1	XP_003399139.1
OG0008043	XP_031836200.1	XP_003393569.1
OG0008044	XP_031836699.1	XP_012164571.1
OG0008045	XP_031844592.1	XP_012176651.2
OG0008046	XP_031835503.1	XP_012169739.1
OG0008047	XP_031827295.1, XP_031827294.1	XP_012169413.1
OG0008048	XP_031831118.1	XP_020720826.1
OG0008049	XP_031849000.1	XP_003397078.1
OG0008050	XP_031837178.1	XP_003400810.1
OG0008051	XP_031831342.1	XP_012175579.1
OG0008052	XP_031831899.1	XP_012166493.1
OG0008053	XP_031834096.1	XP_012166305.1
OG0008054	XP_031833994.1	XP_003397035.1
OG0008055	XP_031831920.1	XP_003397284.1
OG0008056	XP_031843534.1	XP_003397996.2
OG0008057	XP_031833474.1	XP_003393701.1
OG0008058	XP_031827905.1	XP_003396791.1
OG0008059	XP_031843379.1	XP_003400197.1
OG0008060	XP_031835785.1	XP_003399074.1
OG0008061	XP_031835774.1	XP_003399075.1
OG0008062	XP_031830625.1	XP_020720745.1
OG0008063	XP_031840312.1	XP_003393609.1
OG0008064	XP_031830322.1	XP_003403037.1
OG0008065	XP_031833000.1	XP_012171656.1, XP_003400731.1
OG0008066	XP_031827930.1	XP_003396698.1
OG0008067	XP_031836956.1	XP_012166149.1
OG0008068	XP_031836957.1	XP_012166146.1
OG0008069	XP_031849477.1	XP_003394348.1
OG0008070	XP_031844303.1	XP_003394596.1
OG0008071	XP_031850082.1	XP_020721142.1
OG0008072	XP_031850266.1	XP_003399144.1
OG0008073	XP_031832967.1	XP_003400726.1
OG0008074	XP_031849471.1	XP_020718251.1
OG0008075	XP_031841539.1	XP_020721741.1
OG0008076	XP_031846484.1	XP_020722966.1
OG0008077	XP_031846749.1	XP_012166038.1
OG0008078	XP_031826289.1	XP_003396894.1
OG0008079	XP_031847592.1	XP_003393140.1
OG0008080	XP_031845420.1	XP_020718518.1
OG0008081	XP_031845401.1	XP_003394770.1
OG0008082	XP_031844044.1	XP_003392882.1
OG0008083	XP_031827048.1	XP_003399641.1
OG0008084	XP_031837426.1, XP_031837425.1	XP_003393410.1
OG0008085	XP_031839331.1	XP_003392898.1
OG0008086	XP_031825525.1	XP_003394645.1
OG0008088	XP_031838325.1	XP_003397153.1
OG0008089	XP_031839377.1	XP_003393087.1
OG0008090	XP_031829951.1	XP_003401697.1
OG0008091	XP_031840829.1	XP_003394668.1
OG0008092	XP_031846822.1	XP_012173010.1
OG0008093	XP_031827375.1	XP_003392954.1
OG0008094	XP_031830029.1	XP_012175204.1
OG0008095	XP_031841492.1	XP_003399839.2
OG0008096	XP_031840961.1	XP_003394264.1
OG0008097	XP_031847349.1, XP_031847357.1	XP_003396065.1
OG0008098	XP_031833609.1	XP_003395802.1
OG0008099	XP_031833610.1	NP_001295236.1
OG0008100	XP_031832664.1	XP_003400678.1
OG0008101	XP_031827222.1	XP_020721599.1
OG0008102	XP_031849514.1	XP_003394293.2
OG0008103	XP_031833297.1	XP_003398812.1
OG0008104	XP_031832037.1	XP_003397233.1
OG0008105	XP_031828786.1	XP_020721296.1
OG0008106	XP_031848905.1	XP_012170572.1
OG0008107	XP_031846231.1	XP_003400499.1
OG0008108	XP_031836285.1	XP_020723722.1
OG0008109	XP_031848083.1	XP_020722161.1, XP_020722162.1
OG0008110	XP_031832120.1	XP_020719849.1
OG0008111	XP_031849874.1	XP_003393581.1
OG0008112	XP_031849956.1	XP_003393539.1
OG0008113	XP_031850177.1	XP_003398691.1
OG0008114	XP_031834915.1	XP_003393750.2
OG0008115	XP_031829671.1	XP_003401638.1
OG0008116	XP_031837131.1	XP_003400538.1
OG0008117	XP_031827877.1	XP_003396392.1
OG0008118	XP_031835863.1	XP_003398279.1
OG0008119	XP_031827987.1	XP_012165470.1
OG0008121	XP_031831508.1	XP_012164442.1
OG0008122	XP_031839850.1	XP_003393759.1
OG0008123	XP_031839920.1	XP_003393776.1
OG0008124	XP_031843285.1	XP_012170657.1, XP_003393541.1
OG0008125	XP_031838855.1	XP_003396021.1
OG0008126	XP_031832084.1	XP_003397389.1
OG0008127	XP_031831025.1	XP_003398200.1
OG0008128	XP_031837379.1	XP_003400965.1
OG0008129	XP_031839635.1	XP_003393778.1
OG0008130	XP_031833480.1	XP_020718862.1
OG0008131	XP_031847493.1	XP_003401234.1
OG0008132	XP_031846847.1	XP_003393045.1
OG0008133	XP_031839864.1	XP_003402669.1
OG0008134	XP_031834738.1, XP_031834737.1	XP_003394010.1
OG0008135	XP_031848578.1	XP_012163334.1
OG0008136	XP_031829908.1	XP_003403177.1
OG0008137	XP_031829435.1	XP_003401434.1
OG0008138	XP_031845615.1	XP_020721225.1
OG0008139	XP_031829818.1	XP_003399164.1
OG0008140	XP_031839053.1	XP_012173853.1
OG0008141	XP_031833321.1	XP_003399282.1
OG0008142	XP_031828952.1	XP_003401914.1
OG0008143	XP_031837019.1	XP_003397986.1
OG0008144	XP_031826208.1	XP_020719199.1
OG0008145	XP_031848837.1	XP_020718823.1
OG0008146	XP_031838802.1	XP_003396044.1
OG0008147	XP_031828005.1	XP_003396242.1
OG0008148	XP_031848409.1	XP_012175878.1
OG0008149	XP_031839993.1	XP_012174365.1
OG0008150	XP_031832273.1	XP_003393558.1
OG0008151	XP_031841987.1	XP_003392863.1
OG0008152	XP_031827576.1	XP_003399959.1
OG0008153	XP_031827168.1	XP_012170580.1
OG0008154	XP_031840714.1	XP_003394334.1
OG0008155	XP_031849480.1	XP_012176114.1
OG0008156	XP_031845181.1	XP_003395110.2
OG0008157	XP_031848237.1	XP_003402099.1
OG0008158	XP_031827075.1	XP_012173680.1
OG0008159	XP_031842316.1	XP_012172027.1
OG0008160	XP_031833547.1	XP_003395819.1
OG0008161	XP_031829844.1	XP_003401810.1
OG0008162	XP_031846378.1	XP_003398833.1
OG0008163	XP_031833298.1	XP_012168887.1
OG0008164	XP_031839346.1	XP_012164326.1
OG0008165	XP_031838950.1	XP_003395953.1
OG0008166	XP_031849086.1	XP_003396000.2
OG0008167	XP_031841552.1	XP_012170434.1
OG0008168	XP_031837469.1	XP_003393173.1
OG0008169	XP_031831998.1	XP_003397263.1
OG0008170	XP_031838399.1	XP_012173980.1
OG0008171	XP_031836182.1	XP_003393594.1
OG0008172	XP_031835610.1	XP_020721033.1
OG0008173	XP_031839255.1	XP_020721264.1
OG0008174	XP_031839996.1	XP_003393792.1
OG0008175	XP_031833008.1	XP_012171643.1
OG0008176	XP_031826545.1	XP_003402110.1
OG0008177	XP_031837231.1	XP_003400963.1
OG0008178	XP_031840768.1	XP_003394583.1
OG0008179	XP_031832007.1	XP_003397262.1
OG0008180	XP_031834545.1	XP_003394031.1
OG0008181	XP_031844608.1	XP_003394390.1
OG0008182	XP_031831146.1	XP_003403369.1
OG0008183	XP_031829837.1	XP_012173168.1
OG0008184	XP_031844078.1	XP_003392881.1
OG0008185	XP_031828864.1	XP_003394868.1
OG0008186	XP_031825638.1	XP_003395443.1
OG0008187	XP_031849100.1	XP_012164806.1
OG0008188	XP_031842241.1	XP_003395160.1
OG0008189	XP_031828673.1	XP_003394876.1
OG0008190	XP_031832562.1	XP_003393181.1
OG0008191	XP_031828419.1	XP_003396454.1
OG0008192	XP_031841306.1	XP_003399628.1
OG0008193	XP_031840179.1	XP_020719070.1
OG0008194	XP_031837737.1	XP_012173359.1
OG0008195	XP_031826971.1	XP_003402135.1
OG0008196	XP_031837965.1	XP_003402095.1
OG0008197	XP_031849554.1	XP_003394291.1
OG0008198	XP_031832553.1	XP_003393180.1
OG0008199	XP_031839647.1	XP_003393856.1
OG0008200	XP_031831323.1	XP_003395449.1
OG0008201	XP_031835439.1	XP_003399121.1
OG0008202	XP_031846995.1	XP_012173939.1
OG0008203	XP_031835440.1	XP_003398686.1
OG0008204	XP_031826777.1	XP_003402149.1
OG0008205	XP_031847861.1	XP_003398117.1
OG0008206	XP_031842935.1	XP_003401273.1
OG0008207	XP_031831439.1	XP_012164466.1
OG0008208	XP_031840394.1	XP_003397435.1
OG0008209	XP_031829905.1	XP_003403179.1
OG0008210	XP_031839570.1	XP_003393714.1
OG0008211	XP_031846793.1	XP_003396411.1
OG0008212	XP_031830771.1	XP_003403349.1
OG0008213	XP_031830987.1	XP_012167748.1
OG0008214	XP_031839263.1	XP_003393272.1
OG0008215	XP_031844493.1	XP_003394200.1
OG0008216	XP_031826238.1	XP_003396313.1
OG0008217	XP_031834030.1	XP_003402370.2
OG0008218	XP_031828825.1	XP_003400411.1
OG0008219	XP_031846139.1	XP_012163547.1
OG0008220	XP_031832257.1	XP_012174387.1
OG0008221	XP_031840736.1	XP_003394626.1
OG0008222	XP_031839204.1	XP_012165457.1, XP_012165464.1
OG0008223	XP_031829773.1	XP_003399171.1
OG0008224	XP_031848616.1	XP_012165953.1
OG0008225	XP_031831009.1	XP_003403359.1
OG0008226	XP_031826178.1	XP_003396332.1
OG0008227	XP_031850403.1	XP_003402877.1
OG0008228	XP_031829755.1	XP_003403102.1
OG0008229	XP_031842619.1	XP_003401329.1
OG0008230	XP_031850565.1	XP_003402878.1
OG0008231	XP_031849420.1	XP_003398689.1
OG0008232	XP_031846133.1	XP_020718438.1
OG0008233	XP_031846363.1	XP_003401803.2
OG0008234	XP_031830535.1	XP_003398396.1
OG0008235	XP_031825896.1	XP_003398167.2
OG0008236	XP_031827169.1	XP_020721584.1
OG0008237	XP_031833345.1	XP_003394912.1
OG0008238	XP_031840916.1	XP_003396429.1
OG0008239	XP_031828455.1	XP_003394797.1
OG0008240	XP_031840415.1	XP_012165211.1
OG0008241	XP_031825729.1	XP_003401268.1
OG0008242	XP_031846722.1	XP_003396941.1
OG0008243	XP_031830524.1	XP_003398397.1
OG0008244	XP_031827296.1	XP_003392957.1
OG0008245	XP_031846811.1	XP_003392985.1
OG0008246	XP_031837481.1	XP_012167126.2
OG0008247	XP_031849170.1	XP_003398736.2
OG0008248	XP_031831334.1	XP_003395863.1
OG0008249	XP_031837133.1	XP_012171924.1
OG0008250	XP_031840413.1	XP_003396271.1
OG0008251	XP_031832929.1	XP_020722061.1
OG0008252	XP_031840946.1	XP_020724141.1
OG0008253	XP_031830126.1	XP_003401747.1
OG0008254	XP_031842990.1	XP_003401513.1
OG0008255	XP_031845537.1	XP_003394858.1
OG0008256	XP_031844146.1	XP_003394105.1
OG0008257	XP_031844765.1	XP_003401217.1
OG0008258	XP_031838020.1	XP_003397963.1
OG0008259	XP_031835536.1	XP_003394038.1
OG0008260	XP_031836324.1	XP_003393618.1
OG0008261	XP_031825871.1	XP_012167769.1
OG0008262	XP_031839937.1	XP_003402636.1
OG0008263	XP_031832396.1	XP_012170951.1
OG0008264	XP_031849475.1	XP_003394345.1
OG0008265	XP_031829872.1	XP_003403209.1
OG0008266	XP_031826435.1	XP_003396673.1
OG0008267	XP_031829967.1	XP_003401691.1
OG0008268	XP_031833292.1	XP_003398805.1
OG0008269	XP_031834982.1	XP_003397458.1
OG0008270	XP_031833296.1	XP_003398811.2
OG0008271	XP_031846940.1	XP_003393035.1
OG0008272	XP_031839151.1	XP_003393069.1
OG0008273	XP_031827907.1	XP_020719447.1
OG0008274	XP_031835463.1	XP_012169766.1
OG0008275	XP_031827881.1	XP_003396576.1
OG0008276	XP_031839380.1	XP_003392893.1
OG0008277	XP_031844208.1	XP_003398633.1
OG0008278	XP_031826062.1	XP_003396927.1
OG0008279	XP_031841008.1	XP_003394260.1
OG0008280	XP_031844304.1	XP_003394352.1
OG0008281	XP_031847009.1	XP_003398609.1
OG0008282	XP_031831291.1	XP_003403243.1
OG0008283	XP_031841328.1	XP_003399496.1
OG0008284	XP_031827543.1	XP_012170545.1
OG0008285	XP_031843550.1	XP_020720092.1
OG0008286	XP_031839766.1	XP_012174341.1
OG0008287	XP_031840020.1	XP_003400210.1
OG0008288	XP_031846394.1	XP_012169573.1
OG0008289	XP_031838340.1	XP_003397296.1
OG0008290	XP_031845152.1	XP_020720040.1
OG0008291	XP_031844244.1	XP_003394174.1
OG0008292	XP_031841092.1	XP_003401823.1
OG0008293	XP_031842550.1	XP_020722377.1
OG0008294	XP_031832087.1	XP_003397109.1
OG0008295	XP_031835498.1	XP_003399325.1
OG0008296	XP_031833411.1	XP_003395685.1
OG0008297	XP_031841127.1	XP_003399444.2
OG0008298	XP_031841967.1	XP_003392860.1
OG0008299	XP_031833191.1	XP_003394856.1
OG0008300	XP_031833626.1	XP_012164077.1
OG0008301	XP_031841443.1	XP_012170011.1
OG0008302	XP_031829001.1	XP_020719998.1
OG0008303	XP_031826909.1	XP_003399603.1
OG0008304	XP_031833188.1	XP_003394852.1
OG0008305	XP_031840315.1	XP_012173776.1
OG0008306	XP_031834646.1	XP_003393589.1
OG0008307	XP_031844020.1	XP_003392943.1
OG0008308	XP_031828079.1	XP_003396304.1
OG0008309	XP_031833676.1	XP_020718677.1
OG0008310	XP_031830602.1	XP_003398377.1
OG0008311	XP_031845872.1	XP_003397582.1
OG0008312	XP_031832998.1	XP_003400765.1
OG0008313	XP_031845445.1	XP_012163271.1
OG0008314	XP_031829864.1	XP_012173049.1
OG0008315	XP_031844877.1	XP_003393632.1
OG0008316	XP_031826213.1	XP_003394501.1
OG0008317	XP_031835126.1	XP_003397892.1
OG0008318	XP_031831986.1	XP_003397098.1
OG0008319	XP_031832997.1	XP_003400694.1
OG0008320	XP_031827066.1	XP_003399543.1
OG0008321	XP_031845499.1	XP_012167997.1
OG0008322	XP_031849843.1	XP_003398721.1
OG0008323	XP_031847350.1	XP_003401209.1
OG0008324	XP_031827121.1	XP_003399635.2
OG0008325	XP_031832822.1	XP_003400576.1
OG0008326	XP_031840184.1	XP_003397846.1
OG0008327	XP_031830001.1	XP_003403132.1
OG0008328	XP_031841365.1	XP_003397847.1
OG0008329	XP_031843859.1	XP_012167870.1
OG0008330	XP_031830876.1	XP_003401775.2
OG0008331	XP_031850154.1	XP_012169583.1
OG0008332	XP_031844251.1	XP_003394619.1
OG0008333	XP_031825325.1	XP_003395599.1
OG0008334	XP_031845779.1	XP_020720256.1
OG0008335	XP_031827056.1	XP_012170152.1
OG0008336	XP_031826813.1	XP_003399787.1
OG0008337	XP_031850144.1	XP_003399283.1
OG0008338	XP_031838597.1	XP_003402355.1
OG0008339	XP_031832872.1	XP_003400568.1
OG0008340	XP_031831449.1	XP_003393711.1
OG0008341	XP_031842158.1	XP_012173786.1
OG0008342	XP_031838520.1	XP_003399015.1
OG0008343	XP_031845028.1	XP_003402400.1
OG0008344	XP_031835033.1	XP_020720326.1
OG0008345	XP_031832672.1	XP_003400685.1
OG0008346	XP_031845326.1	XP_012174031.1
OG0008347	XP_031845874.1	XP_012171144.1
OG0008348	XP_031844111.1	XP_012175831.1
OG0008349	XP_031850012.1	XP_003399310.1
OG0008350	XP_031832238.1	XP_003397205.1
OG0008351	XP_031831371.1	XP_003395302.1
OG0008352	XP_031838537.1	XP_003398899.1
OG0008353	XP_031827520.1	XP_003399873.1
OG0008354	XP_031837207.1	XP_003400826.3
OG0008355	XP_031843133.1	XP_003401465.1
OG0008356	XP_031832701.1	XP_012171639.1
OG0008357	XP_031843249.1	XP_003401463.1
OG0008358	XP_031828131.1	XP_003394497.1
OG0008359	XP_031825831.1	XP_003399724.1
OG0008360	XP_031825611.1	XP_012163857.1
OG0008361	XP_031827549.1	XP_020724168.1
OG0008362	XP_031827923.1	XP_003402589.1
OG0008363	XP_031842970.1	XP_003401342.1
OG0008364	XP_031826745.1	XP_012170324.1
OG0008365	XP_031836153.1	XP_012173749.1
OG0008366	XP_031841435.1	XP_003399760.1
OG0008367	XP_031842575.1	XP_003401072.1
OG0008368	XP_031846448.1	XP_003399173.1
OG0008369	XP_031843103.1	XP_003401078.1
OG0008370	XP_031849955.1	XP_012169056.1
OG0008371	XP_031845570.1	XP_012174106.1
OG0008372	XP_031843087.1	XP_003401110.1
OG0008373	XP_031843057.1	XP_003401089.1
OG0008374	XP_031843170.1	XP_003401141.1
OG0008375	XP_031847548.1	XP_012174161.1
OG0008376	XP_031834456.1	XP_020718357.1
OG0008377	XP_031829293.1	XP_003402399.1
OG0008378	XP_031842993.1	XP_003401515.1
OG0008379	XP_031844136.1	XP_003394123.1
OG0008380	XP_031828173.1	XP_003396290.1
OG0008381	XP_031839848.1	XP_003397840.1
OG0008382	XP_031848370.1	XP_003394713.1
OG0008383	XP_031845030.1	XP_003395225.1, XP_020718466.1
OG0008384	XP_031846621.1	XP_020718877.1, XP_003395671.1, XP_020718876.1
OG0008385	XP_031825968.1	XP_003396553.1
OG0008386	XP_031841031.1	XP_003397877.1
OG0008387	XP_031837662.1	XP_003397926.3
OG0008388	XP_031845488.1	XP_003398309.1
OG0008389	XP_031830995.1	XP_003398579.1
OG0008390	XP_031830616.1	XP_003398585.1
OG0008393	XP_031828534.1	XP_020721697.1, XP_003400016.2
OG0008395	XP_031837893.1	XP_003400853.1
OG0008396	XP_031844814.1	XP_003401251.1
OG0008397	XP_031838606.1	XP_003402779.1, XP_020723531.1
OG0008398	XP_031829879.1	XP_003403207.2
OG0008399	XP_031833190.1	XP_012163144.1
OG0008400	XP_031825339.1	XP_012164502.2
OG0008401	XP_031831592.1	XP_012165487.1
OG0008402	XP_031826488.1	XP_012166107.1
OG0008404	XP_031825880.1	XP_020720841.1, XP_012167767.1
OG0008405	XP_031845479.1	XP_012168013.1
OG0008406	XP_031838213.1	XP_012168771.1
OG0008408	XP_031850284.1	XP_012169788.1
OG0008409	XP_031826752.1	XP_012170362.1
OG0008411	XP_031847812.1	XP_012174875.1, XP_012174874.1
OG0008412	XP_031841026.1	XP_012176103.2
OG0008413	XP_031839492.1	XP_020718366.1
OG0008414	XP_031834413.1, XP_031834412.1	XP_020718371.1
OG0008415	XP_031826137.1	XP_020719383.1
OG0008417	XP_031836358.1	XP_020721781.1
OG0008418	XP_031839651.1	XP_020722504.1
OG0008419	XP_031850445.1	XP_020723584.1
OG0008420	XP_031839568.1	XP_020724051.1
OG0008435	XP_031842414.1	XP_003394952.2
OG0008437	XP_031837684.1	XP_012171902.1
OG0008438	XP_031850355.1	XP_003394170.1
OG0008439	XP_031842275.1	XP_003394948.1
OG0008440	XP_031842272.1	XP_020718419.1
OG0008443	XP_031847601.1	XP_020720865.1
OG0008444	XP_031834878.1	XP_003393917.1
OG0008445	XP_031838355.1	XP_003403001.3
OG0008446	XP_031848879.1	XP_003397793.1
OG0008447	XP_031834360.1	XP_003395018.1
OG0008448	XP_031844480.1	XP_012169077.1
OG0008449	XP_031836004.1	NP_001318040.1
OG0008450	XP_031832979.1	XP_003400743.1
OG0008451	XP_031832441.1	XP_003393515.1
OG0008453	XP_031849591.1	XP_003402820.1
OG0008454	XP_031834641.1	XP_003393890.1
OG0008455	XP_031842411.1	XP_003394981.1
OG0008456	XP_031834210.1	XP_012166439.1
OG0008457	XP_031832419.1	XP_003393516.1
OG0008459	XP_031844722.1	XP_012165845.1
OG0008460	XP_031831738.1	XP_003396405.1
OG0008461	XP_031850350.1	XP_003394171.1
OG0008462	XP_031836801.1	XP_003402909.3
OG0008463	XP_031841359.1	XP_003399488.1
OG0008464	XP_031846103.1	XP_020718404.1, XP_020718405.1
OG0008465	XP_031839041.1	XP_003396210.1
OG0008466	XP_031828765.1	XP_003394566.1
OG0008467	XP_031848873.1	XP_003396209.1
OG0008468	XP_031834604.1	XP_003393878.1
OG0008469	XP_031834721.1	XP_003402230.1
OG0008470	XP_031825792.1	XP_003401341.1
OG0008471	XP_031833757.1	XP_003401993.1
OG0008472	XP_031831776.1	XP_003396413.1
OG0008473	XP_031848476.1	XP_003393067.3
OG0008474	XP_031849625.1	XP_012176540.1
OG0008475	XP_031850424.1	XP_003394167.1
OG0008477	XP_031848288.1	XP_003394720.1
OG0008479	XP_031837508.1	XP_003393295.1
OG0008480	XP_031842217.1	XP_003396818.1
OG0008481	XP_031826588.1	XP_003396970.1
OG0008482	XP_031834585.1	XP_003393944.1
OG0008483	XP_031829369.1	XP_012174148.1
OG0008484	XP_031832450.1	XP_003393509.2
OG0008485	XP_031847436.1	XP_020722751.1
OG0008486	XP_031836086.1	XP_003399211.3
OG0008487	XP_031834728.1	XP_012175804.1
OG0008488	XP_031831819.1	XP_012165478.1
OG0008489	XP_031834758.1	XP_003394076.1
OG0008490	XP_031840825.1	XP_003394324.1
OG0008491	XP_031830386.1	XP_003403093.1
OG0008492	XP_031843525.1	XP_020720210.1
OG0008494	XP_031849747.1	XP_003399403.1
OG0008495	XP_031828863.1	XP_003399157.1
OG0008496	XP_031828679.1	XP_003397636.1
OG0008497	XP_031850265.1	XP_003399149.1
OG0008498	XP_031832305.1	XP_003397031.1
OG0008499	XP_031835983.1	XP_020721985.1
OG0008500	XP_031834841.1	XP_003393930.1
OG0008501	XP_031834394.1	XP_020718368.1
OG0008503	XP_031829517.1	XP_003400986.1
OG0008504	XP_031842157.1	XP_003398030.1
OG0008505	XP_031848248.1	XP_003403007.1
OG0008506	XP_031832999.1	XP_003400375.1
OG0008507	XP_031830698.1	XP_003401761.1
OG0008508	XP_031834204.1	XP_020719902.1
OG0008509	XP_031835976.1	XP_020721984.1
OG0008510	XP_031843169.1	XP_020722766.1
OG0008511	XP_031836878.1	XP_003394282.1
OG0008512	XP_031840666.1	XP_003394332.1
OG0008513	XP_031844376.1	XP_003400213.1
OG0008517	XP_031827696.1	XP_003400027.1
OG0008518	XP_031834566.1	XP_003394078.1
OG0008519	XP_031845798.1	XP_003397382.1
OG0008520	XP_031840744.1	XP_003397596.1
OG0008521	XP_031844036.1	XP_003397516.1
OG0008522	XP_031841321.1	XP_003399475.1
OG0008523	XP_031841324.1	XP_003399489.1
OG0008525	XP_031838002.1	XP_003400977.1
OG0008526	XP_031840809.1	XP_003394570.2
OG0008527	XP_031847215.1	XP_003394092.1
OG0008528	XP_031834785.1	XP_003393938.1
OG0008530	XP_031825511.1	XP_020718629.1
OG0008531	XP_031833893.1	XP_003395726.1
OG0008532	XP_031833838.1	XP_012164384.1
OG0008533	XP_031828792.1	XP_003401815.2
OG0008536	XP_031835746.1	XP_020721175.1
OG0008537	XP_031838725.1	XP_003395943.1
OG0008538	XP_031840130.1	XP_003402295.1
OG0008541	XP_031837402.1	XP_003393344.1
OG0008542	XP_031841153.1	XP_003393355.1
OG0008543	XP_031827195.1	XP_020721640.1
OG0008544	XP_031831762.1	XP_003396417.1
OG0008548	XP_031838888.1	XP_020718980.1
OG0008549	XP_031845682.1	XP_012166629.1
OG0008550	XP_031848181.1, XP_031848182.1	XP_003397697.1
OG0008551	XP_031832237.1	XP_012166547.1
OG0008553	XP_031828351.1	XP_003396238.1
OG0008554	XP_031836797.1	XP_012174789.1
OG0008555	XP_031836536.1	XP_003402905.1
OG0008556	XP_031842874.1	XP_003401496.1
OG0008559	XP_031841171.1	XP_012175119.1
OG0008560	XP_031830191.1	XP_003401882.1
OG0008561	XP_031848451.1	XP_012176382.1
OG0008562	XP_031847036.1	XP_012174199.1
OG0008563	XP_031825696.1	XP_020722701.1
OG0008565	XP_031845829.1	XP_003400079.1
OG0008567	XP_031830826.1	XP_020720643.1
OG0008568	XP_031848579.1, XP_031848580.1	XP_003394967.1
OG0008569	XP_031845026.1	XP_012163501.1
OG0008570	XP_031845184.1	XP_003394756.1
OG0008571	XP_031845436.1	XP_020718486.1
OG0008572	XP_031842611.1	XP_012172507.2
OG0008573	XP_031842877.1	XP_003401577.1
OG0008574	XP_031842880.1	XP_020722568.1
OG0008575	XP_031825789.1	XP_020722781.1
OG0008576	XP_031840082.1	XP_003397605.1
OG0008577	XP_031841053.1	XP_003394266.1
OG0008581	XP_031843077.1	XP_003401229.1
OG0008582	XP_031825834.1	XP_020722551.1
OG0008583	XP_031838891.1	XP_003396092.1
OG0008584	XP_031825749.1	XP_012173729.1
OG0008586	XP_031828619.1	XP_012166764.1
OG0008587	XP_031825527.1	XP_012164509.1
OG0008588	XP_031830940.1	XP_003398391.1
OG0008591	XP_031849127.1	XP_020723858.1
OG0008593	XP_031832104.1	XP_020723857.1
OG0008594	XP_031834454.1	XP_012163402.1
