Orthogroup	Nomia_melanderi	Apis_mellifera
OG0006887	XP_031847912.1	XP_016769989.1
OG0006888	XP_031843796.1	XP_016770007.2
OG0006889	XP_031825888.1	XP_016770057.2
OG0006890	XP_031835887.1	XP_016770071.2
OG0006891	XP_031847851.1	XP_016770081.2
OG0006892	XP_031831068.1	XP_016770129.1
OG0006893	XP_031840493.1, XP_031840494.1	XP_016770201.1
OG0006894	XP_031835476.1	XP_016770248.2
OG0006895	XP_031849764.1	XP_016770251.2
OG0006896	XP_031849776.1	XP_016770254.1
OG0006897	XP_031849267.1	XP_016770292.2
OG0006898	XP_031850236.1	XP_016770324.1
OG0006899	XP_031849982.1	XP_016770327.1
OG0006900	XP_031827973.1	XP_016770383.1
OG0006901	XP_031835493.1	XP_016770410.1
OG0006902	XP_031849369.1	XP_016770478.1
OG0006903	XP_031849265.1	XP_016770492.1
OG0006904	XP_031842115.1	XP_016770500.2
OG0006905	XP_031838582.1	XP_016770530.1
OG0006906	XP_031849253.1	XP_016770535.1
OG0006907	XP_031837254.1	XP_016770567.2
OG0006908	XP_031835747.1	XP_016770576.1
OG0006909	XP_031849456.1	XP_016770578.1
OG0006910	XP_031835725.1	XP_016770661.2
OG0006911	XP_031849781.1	XP_016770709.1
OG0006912	XP_031829267.1	XP_016770736.1
OG0006913	XP_031849308.1	XP_016770771.1
OG0006914	XP_031826333.1	XP_016770872.1
OG0006915	XP_031845505.1	XP_016770896.2
OG0006916	XP_031827939.1	XP_016770929.1
OG0006917	XP_031828172.1	XP_016770942.2
OG0006918	XP_031836470.1, XP_031836469.1	XP_016770959.2
OG0006919	XP_031837670.1	XP_016771008.1, XP_393861.2
OG0006920	XP_031837431.1	XP_016771049.1
OG0006921	XP_031829393.1	XP_016771063.1
OG0006922	XP_031850232.1	XP_016771089.2
OG0006923	XP_031841429.1	XP_016771094.1
OG0006924	XP_031841453.1	XP_016771109.1
OG0006925	XP_031841611.1	XP_016771111.2
OG0006926	XP_031827719.1	XP_016771299.2
OG0006927	XP_031827661.1	XP_016771362.2
OG0006928	XP_031839458.1	XP_016771364.2
OG0006929	XP_031844409.1	XP_016771370.1
OG0006930	XP_031847652.1	XP_016771378.2
OG0006931	XP_031847982.1	XP_016771427.1
OG0006933	XP_031832870.1	XP_016771509.1
OG0006934	XP_031832804.1	XP_016771510.2
OG0006935	XP_031839209.1	XP_016771545.1
OG0006936	XP_031832635.1	XP_016771581.2
OG0006937	XP_031833014.1	XP_016771652.1
OG0006938	XP_031833149.1	XP_016771673.1
OG0006939	XP_031832784.1	XP_016771683.2
OG0006940	XP_031836560.1	XP_016771783.1
OG0006941	XP_031833077.1	XP_016771789.1
OG0006942	XP_031848544.1	XP_016771803.1
OG0006943	XP_031832973.1	XP_016771853.1
OG0006944	XP_031832833.1	XP_016771856.2
OG0006945	XP_031848479.1	XP_016771882.1
OG0006946	XP_031829583.1	XP_016771903.2
OG0006947	XP_031829581.1	XP_016771904.2
OG0006948	XP_031848115.1	XP_016771930.2
OG0006949	XP_031841907.1	XP_016771939.1
OG0006950	XP_031842771.1	XP_016772014.1
OG0006951	XP_031842777.1, XP_031842778.1	XP_016772017.1
OG0006952	XP_031842590.1	XP_016772029.1
OG0006953	XP_031843036.1	XP_016772051.1
OG0006954	XP_031847332.1	XP_016772077.1
OG0006955	XP_031843275.1	XP_016772084.2
OG0006956	XP_031842599.1	XP_016772102.1
OG0006957	XP_031842614.1	XP_016772142.1
OG0006958	XP_031841941.1	XP_016772171.1
OG0006959	XP_031847408.1	XP_016772174.1
OG0006960	XP_031847488.1	XP_016772178.1
OG0006961	XP_031825732.1	XP_016772183.1
OG0006962	XP_031842731.1	XP_016772201.1, XP_016772200.1
OG0006963	XP_031842620.1	XP_016772254.2
OG0006964	XP_031842610.1	XP_016772258.2
OG0006965	XP_031841126.1	XP_016772312.2
OG0006966	XP_031847502.1	XP_016772317.2
OG0006967	XP_031843104.1	XP_016772372.2
OG0006968	XP_031825764.1	XP_016772437.2
OG0006969	XP_031827538.1	XP_016772442.1
OG0006971	XP_031827814.1	XP_016772482.2
OG0006972	XP_031827253.1	XP_016772529.2
OG0006973	XP_031827250.1	XP_016772575.2
OG0006974	XP_031841787.1	XP_016772605.1
OG0006975	XP_031827159.1	XP_016772625.1
OG0006976	XP_031846961.1	XP_016772636.1
OG0006977	XP_031849991.1	XP_016772643.1
OG0006978	XP_031848808.1	XP_016772679.1
OG0006979	XP_031828061.1	XP_016772712.1
OG0006980	XP_031831242.1	XP_016772763.1
OG0006981	XP_031826567.1	XP_016772823.1
OG0006982	XP_031839274.1	XP_016772824.1
OG0006985	XP_031836586.1	XP_016772954.2
OG0006986	XP_031836567.1	XP_016772964.1
OG0006987	XP_031836531.1	XP_016772965.1
OG0006988	XP_031839089.1	XP_016773045.1
OG0006989	XP_031846791.1	XP_016773151.1
OG0006990	XP_031846792.1	XP_016773166.1
OG0006991	XP_031847054.1	XP_016773304.2
OG0006992	XP_031828576.1	XP_016773313.1
OG0006993	XP_031839449.1	XP_016773331.2
OG0006994	XP_031839443.1	XP_016773364.2
OG0006996	XP_031837449.1	XP_016773384.2
OG0006997	XP_031828157.1	XP_016773404.1
OG0006998	XP_031846905.1	XP_016773439.2
OG0006999	XP_031839880.1	XP_016773513.1
OG0007000	XP_031834723.1	XP_016773517.2
OG0007001	XP_031834632.1	XP_016773548.1
OG0007002	XP_031834854.1	XP_016773624.1
OG0007003	XP_031834857.1	XP_016773628.1
OG0007004	XP_031840544.1	XP_016773633.1
OG0007005	XP_031831928.1	XP_026294641.1
OG0007006	XP_031827888.1	XP_026294691.1
OG0007007	XP_031844911.1	XP_026294700.1
OG0007008	XP_031836152.1	XP_026294719.1
OG0007009	XP_031836155.1	XP_026294720.1
OG0007010	XP_031834569.1	XP_026294725.1
OG0007011	XP_031834955.1	XP_026294730.1
OG0007012	XP_031844899.1	XP_026294735.1
OG0007013	XP_031844953.1	XP_026294788.1
OG0007014	XP_031834946.1	XP_026294802.1
OG0007015	XP_031839897.1	XP_026294818.1
OG0007017	XP_031843290.1	XP_026294824.1
OG0007018	XP_031835363.1	XP_026294843.1
OG0007019	XP_031831812.1	XP_026294845.1
OG0007020	XP_031839780.1	XP_026294878.1
OG0007021	XP_031847712.1	XP_026294941.1
OG0007022	XP_031838282.1	XP_026294942.1
OG0007023	XP_031847237.1	XP_026294981.1
OG0007024	XP_031846274.1	XP_026295005.1
OG0007025	XP_031839646.1	XP_026295029.1
OG0007026	XP_031843305.1	XP_026295050.1
OG0007027	XP_031833536.1	XP_026295088.1
OG0007028	XP_031839629.1	XP_026295090.1
OG0007029	XP_031846852.1	XP_026295127.1
OG0007030	XP_031834302.1	XP_026295156.1
OG0007031	XP_031834313.1	XP_026295160.1
OG0007032	XP_031849624.1	XP_026295167.1
OG0007033	XP_031850302.1	XP_026295177.1
OG0007034	XP_031840929.1	XP_026295179.1
OG0007035	XP_031828159.1	XP_026295189.1
OG0007036	XP_031844095.1	XP_026295193.1
OG0007038	XP_031841004.1	XP_026295205.1
OG0007039	XP_031844326.1	XP_026295223.1
OG0007040	XP_031849686.1	XP_026295225.1
OG0007041	XP_031844627.1	XP_026295241.1
OG0007042	XP_031844307.1	XP_026295256.1
OG0007043	XP_031844284.1	XP_026295291.1
OG0007044	XP_031848347.1	XP_026295298.1
OG0007045	XP_031848354.1	XP_026295305.1
OG0007046	XP_031849069.1	XP_026295307.1
OG0007047	XP_031840904.1	XP_026295327.1
OG0007048	XP_031834280.1	XP_026295328.1
OG0007049	XP_031840727.1	XP_026295381.1
OG0007050	XP_031840806.1, XP_031840805.1	XP_026295387.1
OG0007051	XP_031840679.1	XP_026295388.1
OG0007052	XP_031849681.1	XP_026295391.1
OG0007053	XP_031849468.1	XP_026295421.1
OG0007054	XP_031849474.1	XP_026295422.1
OG0007055	XP_031844579.1	XP_026295424.1
OG0007056	XP_031834321.1	XP_026295437.1
OG0007057	XP_031834288.1	XP_026295438.1
OG0007058	XP_031844666.1	XP_026295443.1
OG0007059	XP_031850305.1	XP_026295457.1
OG0007060	XP_031849563.1	XP_026295465.1
OG0007061	XP_031840936.1	XP_026295466.1
OG0007062	XP_031844149.1	XP_026295467.1
OG0007063	XP_031850383.1	XP_026295487.1
OG0007064	XP_031850387.1	XP_026295494.1
OG0007065	XP_031850534.1	XP_026295510.1
OG0007066	XP_031839332.1	XP_026295530.1
OG0007067	XP_031840781.1	XP_026295533.1
OG0007068	XP_031839439.1	XP_026295543.1
OG0007069	XP_031839424.1	XP_026295559.1
OG0007070	XP_031839442.1	XP_026295577.1
OG0007071	XP_031844672.1	XP_026295592.1, XP_026295593.1, XP_026295594.1
OG0007072	XP_031844636.1	XP_026295603.1
OG0007073	XP_031840812.1	XP_026295613.1
OG0007074	XP_031840912.1	XP_026295632.1
OG0007075	XP_031850313.1	XP_026295641.1
OG0007076	XP_031843762.1	XP_026295645.1
OG0007077	XP_031844599.1	XP_026295651.1
OG0007078	XP_031829318.1	XP_026295796.1
OG0007079	XP_031845032.1	XP_026295802.1
OG0007080	XP_031834438.1	XP_026295807.1
OG0007081	XP_031834424.1	XP_026295810.1
OG0007082	XP_031845023.1	XP_026295825.1
OG0007083	XP_031845112.1	XP_026295826.1
OG0007084	XP_031845099.1	XP_026295827.1
OG0007085	XP_031845292.1	XP_026295861.1
OG0007086	XP_031846031.1	XP_026295869.1
OG0007087	XP_031843627.1	XP_026295881.1
OG0007088	XP_031834430.1	XP_026295896.1
OG0007089	XP_031834344.1	XP_026295900.1
OG0007090	XP_031845473.1	XP_026295913.1
OG0007091	XP_031845186.1	XP_026295917.1
OG0007092	XP_031828367.1	XP_026295919.1
OG0007093	XP_031834396.1	XP_026295949.1
OG0007094	XP_031833210.1	XP_026295974.1
OG0007095	XP_031848617.1	XP_026295983.1
OG0007096	XP_031845568.1	XP_026296024.1
OG0007097	XP_031845540.1	XP_026296025.1
OG0007098	XP_031846134.1	XP_026296037.1
OG0007099	XP_031846052.1	XP_026296041.1
OG0007100	XP_031833177.1	XP_026296062.1
OG0007101	XP_031833246.1	XP_026296072.1
OG0007102	XP_031834497.1	XP_026296113.1
OG0007103	XP_031828507.1	XP_026296123.1
OG0007104	XP_031842256.1	XP_026296136.1
OG0007105	XP_031828846.1	XP_026296149.1
OG0007106	XP_031846097.1	XP_026296176.1
OG0007107	XP_031833262.1	XP_026296197.1
OG0007108	XP_031828824.1	XP_026296210.1
OG0007109	XP_031845564.1	XP_026296222.1
OG0007110	XP_031828523.1	XP_026296223.1
OG0007111	XP_031829448.1	XP_026296227.1
OG0007112	XP_031829312.1	XP_026296237.1
OG0007113	XP_031847974.1	XP_026296240.1
OG0007114	XP_031846129.1	XP_026296268.1
OG0007115	XP_031833220.1	XP_026296280.1
OG0007116	XP_031827301.1	XP_026296337.1, XP_026296343.1
OG0007117	XP_031841660.1	XP_026296346.1
OG0007118	XP_031825526.1	XP_026296429.1
OG0007119	XP_031838092.1	XP_026296431.1
OG0007120	XP_031833723.1	XP_026296438.1
OG0007121	XP_031841445.1	XP_026296475.1
OG0007122	XP_031825266.1	XP_026296477.1
OG0007123	XP_031843565.1	XP_026296490.1
OG0007124	XP_031828189.1	XP_026296493.1
OG0007125	XP_031833199.1	XP_026296497.1
OG0007126	XP_031831507.1	XP_026296510.1
OG0007127	XP_031833410.1	XP_026296511.1
OG0007128	XP_031833805.1	XP_026296513.1
OG0007129	XP_031827512.1	XP_026296528.1
OG0007130	XP_031833455.1	XP_026296532.1
OG0007131	XP_031846615.1	XP_026296533.1
OG0007132	XP_031825529.1	XP_026296546.1
OG0007133	XP_031834287.1	XP_026296577.1
OG0007134	XP_031845679.1	XP_026296611.1
OG0007135	XP_031828396.1	XP_026296616.1
OG0007136	XP_031831515.1	XP_026296620.1
OG0007137	XP_031825510.1	XP_026296652.1
OG0007138	XP_031839457.1	XP_026296653.1
OG0007139	XP_031831337.1	XP_026296656.1
OG0007140	XP_031831199.1	XP_026296658.1
OG0007141	XP_031833442.1	XP_026296660.1
OG0007142	XP_031847006.1	XP_026296669.1
OG0007143	XP_031831480.1	XP_026296681.1
OG0007144	XP_031831609.1	XP_026296696.1
OG0007145	XP_031831282.1	XP_026296715.1
OG0007146	XP_031826175.1	XP_026296717.1
OG0007147	XP_031831326.1	XP_026296747.1
OG0007148	XP_031831701.1	XP_026296769.1
OG0007149	XP_031831846.1	XP_026296778.1
OG0007151	XP_031831156.1	XP_026296793.1
OG0007152	XP_031831169.1	XP_026296801.1
OG0007153	XP_031843330.1	XP_026296804.1
OG0007154	XP_031831434.1	XP_026296828.1
OG0007155	XP_031825661.1	XP_026296829.1
OG0007156	XP_031850584.1	XP_026296831.1
OG0007157	XP_031833438.1	XP_026296843.1
OG0007158	XP_031845675.1	XP_026296847.1
OG0007159	XP_031831379.1	XP_026296876.1
OG0007160	XP_031848951.1	XP_026296913.1
OG0007161	XP_031840288.1	XP_026296935.1
OG0007162	XP_031840218.1	XP_026296939.1
OG0007163	XP_031849134.1	XP_026296941.1, XP_026296943.1
OG0007164	XP_031849137.1	XP_026296944.1
OG0007165	XP_031847642.1	XP_026296952.1
OG0007166	XP_031843420.1, XP_031843417.1	XP_026296960.1
OG0007167	XP_031838716.1	XP_026296979.1
OG0007168	XP_031829190.1	XP_026297002.1
OG0007169	XP_031829153.1	XP_026297003.1
OG0007170	XP_031847405.1	XP_026297025.1
OG0007171	XP_031838830.1	XP_026297036.1
OG0007172	XP_031836534.1	XP_026297050.1
OG0007173	XP_031836783.1	XP_026297054.1
OG0007174	XP_031840291.1	XP_026297077.1
OG0007175	XP_031838897.1	XP_026297087.1
OG0007176	XP_031847765.1	XP_026297098.1
OG0007177	XP_031828948.1	XP_026297134.1
OG0007178	XP_031838829.1	XP_026297156.1
OG0007179	XP_031836788.1	XP_026297166.1
OG0007180	XP_031836776.1	XP_026297167.1
OG0007181	XP_031838975.1	XP_026297174.1
OG0007183	XP_031828454.1	XP_026297185.1
OG0007184	XP_031838858.1	XP_026297186.1
OG0007185	XP_031828698.1	XP_026297196.1
OG0007186	XP_031849129.1, XP_031847901.1, XP_031847689.1	XP_026297199.1
OG0007187	XP_031844695.1, XP_031844696.1, XP_031844694.1	XP_026297207.1
OG0007188	XP_031838898.1	XP_026297210.1
OG0007189	XP_031838618.1	XP_026297215.1
OG0007190	XP_031849128.1	XP_026297221.1
OG0007191	XP_031849140.1	XP_026297231.1
OG0007192	XP_031839055.1	XP_026297236.1
OG0007193	XP_031840201.1	XP_026297251.1
OG0007194	XP_031839020.1	XP_026297297.1
OG0007195	XP_031828887.1	XP_026297299.1
OG0007196	XP_031838831.1	XP_026297303.1
OG0007197	XP_031826589.1	XP_026297324.1
OG0007198	XP_031840237.1	XP_026297344.1
OG0007199	XP_031828782.1	XP_026297348.1
OG0007200	XP_031848389.1	XP_026297357.1
OG0007201	XP_031834221.1	XP_026297406.1
OG0007202	XP_031832283.1	XP_026297409.1
OG0007203	XP_031836967.1	XP_026297411.1
OG0007204	XP_031826620.1	XP_026297421.1
OG0007205	XP_031840626.1	XP_026297432.1
OG0007206	XP_031836934.1	XP_026297436.1
OG0007207	XP_031846272.1	XP_026297442.1
OG0007208	XP_031834107.1	XP_026297448.1
OG0007209	XP_031846750.1	XP_026297455.1
OG0007210	XP_031831304.1	XP_026297458.1
OG0007211	XP_031826512.1	XP_026297482.1
OG0007212	XP_031827876.1	XP_026297490.1
OG0007213	XP_031826377.1	XP_026297509.1
OG0007214	XP_031840611.1	XP_026297547.1
OG0007215	XP_031848841.1	XP_026297552.1
OG0007216	XP_031846739.1	XP_026297553.1
OG0007217	XP_031826133.1	XP_026297556.1
OG0007218	XP_031837592.1	XP_026297563.1
OG0007219	XP_031826066.1	XP_026297566.1, XP_026297568.1
OG0007220	XP_031837601.1	XP_026297581.1
OG0007221	XP_031832205.1	XP_026297631.1
OG0007222	XP_031832198.1	XP_026297640.1
OG0007223	XP_031834128.1	XP_026297653.1
OG0007224	XP_031826332.1	XP_026297660.1
OG0007225	XP_031826601.1	XP_026297680.1
OG0007226	XP_031826597.1	XP_026297688.1
OG0007228	XP_031845809.1	XP_026297734.1
OG0007229	XP_031826522.1, XP_031848858.1	XP_026297742.1
OG0007230	XP_031826049.1	XP_026297748.1
OG0007231	XP_031836987.1	XP_026297764.1
OG0007232	XP_031838863.1	XP_026297772.1
OG0007233	XP_031848480.1	XP_026297808.1
OG0007234	XP_031830525.1	XP_026297818.1
OG0007235	XP_031829943.1	XP_026297931.1
OG0007236	XP_031835089.1	XP_026297936.1
OG0007237	XP_031848046.1	XP_026297969.1
OG0007238	XP_031832263.1	XP_026297971.1
OG0007239	XP_031841881.1	XP_026297994.1
OG0007240	XP_031830192.1	XP_026298009.1
OG0007241	XP_031830196.1	XP_026298010.1
OG0007242	XP_031838372.1	XP_026298015.1
OG0007243	XP_031838356.1	XP_026298019.1
OG0007244	XP_031848190.1	XP_026298027.1
OG0007245	XP_031830303.1	XP_026298032.1
OG0007246	XP_031828923.1	XP_026298036.1
OG0007247	XP_031828909.1	XP_026298037.1
OG0007248	XP_031834028.1	XP_026298039.1
OG0007249	XP_031833985.1	XP_026298059.1
OG0007250	XP_031830366.1	XP_026298075.1
OG0007251	XP_031830015.1	XP_026298081.1
OG0007252	XP_031830270.1	XP_026298096.1
OG0007253	XP_031841816.1	XP_026298128.1
OG0007254	XP_031830710.1	XP_026298130.1
OG0007255	XP_031848154.1	XP_026298147.1
OG0007256	XP_031831925.1	XP_026298151.1
OG0007257	XP_031829675.1	XP_026298160.1
OG0007258	XP_031832267.1	XP_026298167.1
OG0007259	XP_031849084.1	XP_026298171.1
OG0007260	XP_031830214.1	XP_026298212.1
OG0007261	XP_031830210.1	XP_026298223.1
OG0007262	XP_031827865.1	XP_026298266.1
OG0007263	XP_031829339.1	XP_026298271.1
OG0007264	XP_031832051.1	XP_026298281.1
OG0007265	XP_031838381.1	XP_026298286.1
OG0007266	XP_031846435.1	XP_026298373.1
OG0007267	XP_031830943.1	XP_026298376.1
OG0007268	XP_031844709.1	XP_026298382.1
OG0007269	XP_031844733.1	XP_026298405.1
OG0007270	XP_031837752.1	XP_026298427.1
OG0007271	XP_031840101.1	XP_026298428.1
OG0007272	XP_031837949.1	XP_026298451.1
OG0007273	XP_031837986.1	XP_026298454.1
OG0007274	XP_031835249.1	XP_026298456.1
OG0007275	XP_031835173.1	XP_026298460.1
OG0007276	XP_031837025.1	XP_026298461.1
OG0007277	XP_031838003.1	XP_026298485.1
OG0007278	XP_031846387.1	XP_026298506.1
OG0007279	XP_031835103.1	XP_026298507.1
OG0007280	XP_031837859.1	XP_026298514.1
OG0007281	XP_031829189.1	XP_026298537.1
OG0007282	XP_031845824.1	XP_026298538.1
OG0007283	XP_031830630.1	XP_026298544.1
OG0007284	XP_031844034.1	XP_026298566.1
OG0007285	XP_031838583.1	XP_026298572.1
OG0007286	XP_031846179.1	XP_026298581.1
OG0007287	XP_031829214.1	XP_026298627.1
OG0007288	XP_031843521.1	XP_026298628.1
OG0007289	XP_031841085.1	XP_026298629.1
OG0007290	XP_031843867.1	XP_026298631.1
OG0007291	XP_031837905.1	XP_026298639.1
OG0007292	XP_031835017.1	XP_026298667.1
OG0007293	XP_031841055.1	XP_026298728.1
OG0007294	XP_031841065.1	XP_026298729.1
OG0007295	XP_031837886.1	XP_026298732.1
OG0007296	XP_031845286.1	XP_026298740.1
OG0007297	XP_031845529.1	XP_026298741.1
OG0007298	XP_031845475.1	XP_026298744.1
OG0007299	XP_031840432.1	XP_026298745.1
OG0007300	XP_031837909.1	XP_026298748.1
OG0007301	XP_031840765.1	XP_026298777.1
OG0007302	XP_031840052.1	XP_026298789.1
OG0007303	XP_031843569.1	XP_026298824.1
OG0007304	XP_031844187.1	XP_026298826.1
OG0007305	XP_031844302.1	XP_026298827.1
OG0007306	XP_031838025.1	XP_026298832.1
OG0007307	XP_031839075.1	XP_026298851.1
OG0007308	XP_031830748.1	XP_026298881.1
OG0007309	XP_031830401.1	XP_026298908.1
OG0007311	XP_031831142.1	XP_026298925.1
OG0007312	XP_031828335.1	XP_026298929.1
OG0007313	XP_031828446.1	XP_026298931.1
OG0007314	XP_031847906.1	XP_026298944.1
OG0007315	XP_031843779.1	XP_026298955.1
OG0007316	XP_031843782.1	XP_026298959.1
OG0007317	XP_031835915.1	XP_026298966.1
OG0007318	XP_031830880.1	XP_026298984.1
OG0007319	XP_031841568.1	XP_026298991.1
OG0007320	XP_031830493.1	XP_026298996.1
OG0007321	XP_031847908.1	XP_026299008.1
OG0007322	XP_031843847.1	XP_026299023.1
OG0007323	XP_031831131.1	XP_026299028.1
OG0007324	XP_031847877.1	XP_026299044.1
OG0007325	XP_031841272.1	XP_026299046.1
OG0007326	XP_031830563.1	XP_026299054.1
OG0007327	XP_031830519.1	XP_026299081.1
OG0007328	XP_031830501.1	XP_026299089.1
OG0007329	XP_031830500.1	XP_026299102.1
OG0007330	XP_031847919.1	XP_026299116.1
OG0007331	XP_031844124.1	XP_026299123.1
OG0007332	XP_031825878.1	XP_026299124.1
OG0007333	XP_031831112.1	XP_026299129.1
OG0007334	XP_031830528.1	XP_026299151.1
OG0007335	XP_031847829.1	XP_026299154.1
OG0007336	XP_031846233.1	XP_026299159.1
OG0007337	XP_031847747.1	XP_026299196.1
OG0007338	XP_031830469.1	XP_026299200.1
OG0007339	XP_031831104.1	XP_026299217.1
OG0007340	XP_031841220.1	XP_026299224.1
OG0007341	XP_031825847.1	XP_026299235.1
OG0007342	XP_031831012.1	XP_026299251.1
OG0007343	XP_031830700.1	XP_026299252.1
OG0007344	XP_031843789.1	XP_026299274.1
OG0007345	XP_031843792.1	XP_026299277.1
OG0007346	XP_031831113.1	XP_026299278.1
OG0007347	XP_031833753.1	XP_026299354.1
OG0007348	XP_031849750.1	XP_026299371.1
OG0007349	XP_031842147.1	XP_026299380.1
OG0007350	XP_031835458.1	XP_026299390.1
OG0007351	XP_031846976.1	XP_026299395.1
OG0007352	XP_031850146.1	XP_026299414.1
OG0007353	XP_031850010.1	XP_026299440.1
OG0007354	XP_031850273.1	XP_026299444.1
OG0007355	XP_031845619.1	XP_026299449.1
OG0007356	XP_031838504.1	XP_026299464.1
OG0007357	XP_031838449.1	XP_026299471.1
OG0007358	XP_031849967.1	XP_026299472.1
OG0007359	XP_031849898.1	XP_026299473.1
OG0007360	XP_031849987.1	XP_026299474.1
OG0007361	XP_031850153.1	XP_026299488.1
OG0007362	XP_031850150.1	XP_026299491.1
OG0007363	XP_031828424.1	XP_026299494.1
OG0007364	XP_031845561.1	XP_026299503.1
OG0007365	XP_031845563.1	XP_026299504.1
OG0007366	XP_031835630.1	XP_026299512.1
OG0007367	XP_031835689.1	XP_026299517.1
OG0007368	XP_031835487.1	XP_026299526.1
OG0007369	XP_031827854.1	XP_026299538.1
OG0007370	XP_031829783.1	XP_026299550.1
OG0007371	XP_031831561.1	XP_026299558.1
OG0007372	XP_031837050.1	XP_026299563.1
OG0007373	XP_031828220.1	XP_026299570.1
OG0007374	XP_031849281.1	XP_026299573.1
OG0007375	XP_031828405.1	XP_026299578.1
OG0007376	XP_031840460.1	XP_026299623.1
OG0007377	XP_031850072.1	XP_026299626.1
OG0007378	XP_031846525.1	XP_026299651.1
OG0007379	XP_031850127.1	XP_026299671.1
OG0007380	XP_031850158.1	XP_026299680.1
OG0007381	XP_031849966.1	XP_026299690.1
OG0007382	XP_031842055.1	XP_026299704.1
OG0007383	XP_031835646.1	XP_026299719.1
OG0007384	XP_031849368.1	XP_026299720.1
OG0007385	XP_031849407.1	XP_026299722.1
OG0007386	XP_031828012.1	XP_026299731.1
OG0007388	XP_031846462.1	XP_026299755.1
OG0007389	XP_031829075.1	XP_026299779.1
OG0007390	XP_031849237.1	XP_026299807.1
OG0007391	XP_031849294.1	XP_026299811.1
OG0007392	XP_031828200.1	XP_026299822.1
OG0007393	XP_031840516.1	XP_026299865.1
OG0007394	XP_031835649.1	XP_026299890.1
OG0007395	XP_031835474.1	XP_026299894.1
OG0007396	XP_031835478.1	XP_026299895.1
OG0007397	XP_031835806.1	XP_026299896.1
OG0007398	XP_031826790.1	XP_026299940.1
OG0007399	XP_031841312.1	XP_026299952.1
OG0007400	XP_031841669.1	XP_026299954.1
OG0007401	XP_031827418.1	XP_026299955.1
OG0007402	XP_031826923.1	XP_026299960.1
OG0007403	XP_031827483.1	XP_026299984.1
OG0007404	XP_031841749.1	XP_026300004.1
OG0007405	XP_031827428.1	XP_026300010.1
OG0007406	XP_031842211.1	XP_026300036.1
OG0007407	XP_031845551.1	XP_026300048.1
OG0007408	XP_031841770.1	XP_026300050.1
OG0007409	XP_031827394.1	XP_026300054.1
OG0007410	XP_031826885.1	XP_026300079.1
OG0007411	XP_031826884.1	XP_026300081.1
OG0007412	XP_031843512.1	XP_026300083.1
OG0007413	XP_031838237.1	XP_026300086.1
OG0007414	XP_031848481.1	XP_026300091.1
OG0007415	XP_031841287.1	XP_026300103.1
OG0007416	XP_031836654.1	XP_026300104.1
OG0007417	XP_031829439.1	XP_026300111.1
OG0007418	XP_031837057.1	XP_026300114.1
OG0007419	XP_031841447.1	XP_026300126.1
OG0007420	XP_031836471.1	XP_026300149.1
OG0007421	XP_031827472.1	XP_026300169.1
OG0007422	XP_031841361.1	XP_026300215.1
OG0007423	XP_031826890.1	XP_026300231.1
OG0007424	XP_031825886.1	XP_026300235.1
OG0007425	XP_031827014.1	XP_026300246.1
OG0007426	XP_031841529.1	XP_026300247.1
OG0007427	XP_031844860.1	XP_026300252.1
OG0007428	XP_031829405.1	XP_026300255.1
OG0007429	XP_031841337.1	XP_026300269.1
OG0007430	XP_031843492.1	XP_026300272.1
OG0007431	XP_031833440.1	XP_026300273.1
OG0007432	XP_031841582.1	XP_026300280.1
OG0007433	XP_031841291.1	XP_026300281.1
OG0007434	XP_031840640.1	XP_026300300.1
OG0007435	XP_031848715.1	XP_026300382.1
OG0007436	XP_031832389.1	XP_026300426.1
OG0007438	XP_031836314.1	XP_026300448.1
OG0007439	XP_031839431.1	XP_026300457.1
OG0007440	XP_031840036.1	XP_026300480.1
OG0007441	XP_031835957.1	XP_026300481.1
OG0007442	XP_031835963.1	XP_026300493.1
OG0007443	XP_031827706.1	XP_026300613.1
OG0007444	XP_031832364.1	XP_026300648.1
OG0007445	XP_031846941.1	XP_026300657.1
OG0007446	XP_031832703.1	XP_026300694.1
OG0007447	XP_031833010.1	XP_026300706.1
OG0007448	XP_031837192.1	XP_026300707.1
OG0007449	XP_031843464.1	XP_026300710.1
OG0007450	XP_031837806.1	XP_026300715.1
OG0007451	XP_031837393.1	XP_026300722.1
OG0007452	XP_031848183.1	XP_026300732.1
OG0007453	XP_031832937.1	XP_026300747.1
OG0007454	XP_031833005.1	XP_026300754.1
OG0007455	XP_031837325.1	XP_026300762.1
OG0007456	XP_031832844.1	XP_026300766.1
OG0007457	XP_031833132.1	XP_026300767.1
OG0007458	XP_031837121.1	XP_026300788.1
OG0007459	XP_031833024.1	XP_026300798.1
OG0007460	XP_031837288.1	XP_026300803.1
OG0007461	XP_031829624.1	XP_026300828.1
OG0007462	XP_031837070.1	XP_026300830.1
OG0007463	XP_031846177.1	XP_026300853.1
OG0007464	XP_031832893.1	XP_026300860.1
OG0007465	XP_031837177.1	XP_026300866.1
OG0007466	XP_031837085.1	XP_026300872.1
OG0007467	XP_031842171.1	XP_026300878.1
OG0007468	XP_031839434.1	XP_026300882.1
OG0007469	XP_031837944.1	XP_026300889.1
OG0007470	XP_031848539.1	XP_026300892.1
OG0007471	XP_031848103.1	XP_026300894.1
OG0007472	XP_031836111.1	XP_026300924.1
OG0007473	XP_031837109.1	XP_026300937.1
OG0007474	XP_031848128.1	XP_026300961.1
