GO.ID,Term,Annotated,Significant,Expected,classicFisher
GO:0061640,cytoskeleton-dependent cytokinesis,117,1,1.9,0.85344
GO:0016197,endosomal transport,118,1,1.91,0.85584
GO:0061351,neural precursor cell proliferation,118,1,1.91,0.85584
GO:0050767,regulation of neurogenesis,292,3,4.73,0.85623
GO:0099504,synaptic vesicle cycle,119,1,1.93,0.85820
GO:0099003,vesicle-mediated transport in synapse,120,1,1.94,0.86052
GO:0006030,chitin metabolic process,122,1,1.98,0.86504
GO:0007267,cell-cell signaling,534,6,8.65,0.86934
GO:0051961,negative regulation of nervous system de...,125,1,2.02,0.87156
GO:0006486,protein glycosylation,127,1,2.06,0.87574
GO:0043413,macromolecule glycosylation,127,1,2.06,0.87574
GO:0042692,muscle cell differentiation,128,1,2.07,0.87777
GO:0045927,positive regulation of growth,128,1,2.07,0.87777
GO:1901362,organic cyclic compound biosynthetic pro...,1738,23,28.15,0.87970
GO:1901071,glucosamine-containing compound metaboli...,132,1,2.14,0.88558
GO:0044770,cell cycle phase transition,133,1,2.15,0.88746
GO:0070085,glycosylation,133,1,2.15,0.88746
GO:0060271,cilium assembly,134,1,2.17,0.88930
GO:0018193,peptidyl-amino acid modification,477,5,7.73,0.89055
GO:0006040,amino sugar metabolic process,136,1,2.2,0.89290
GO:0051252,regulation of RNA metabolic process,1427,18,23.12,0.89889
GO:0007608,sensory perception of smell,140,1,2.27,0.89975
GO:0009266,response to temperature stimulus,140,1,2.27,0.89975
GO:0034613,cellular protein localization,640,7,10.37,0.89975
GO:0032940,secretion by cell,239,2,3.87,0.90275
GO:0009101,glycoprotein biosynthetic process,142,1,2.3,0.90301
GO:0016055,Wnt signaling pathway,142,1,2.3,0.90301
GO:0023061,signal release,146,1,2.37,0.90922
GO:0050907,detection of chemical stimulus involved ...,146,1,2.37,0.90922
GO:0006605,protein targeting,147,1,2.38,0.91071
GO:0140352,export from cell,247,2,4,0.91257
GO:0044782,cilium organization,149,1,2.41,0.91361
GO:0016570,histone modification,248,2,4.02,0.91373
GO:2000112,regulation of cellular macromolecule bio...,1459,18,23.63,0.91718
GO:0198738,cell-cell signaling by wnt,152,1,2.46,0.91780
GO:0008610,lipid biosynthetic process,253,2,4.1,0.91932
GO:1901360,organic cyclic compound metabolic proces...,2821,38,45.7,0.92181
GO:0019219,regulation of nucleobase-containing comp...,1471,18,23.83,0.92331
GO:0006364,rRNA processing,158,1,2.56,0.92557
GO:0010556,regulation of macromolecule biosynthetic...,1477,18,23.93,0.92623
GO:1905114,cell surface receptor signaling pathway ...,159,1,2.58,0.92679
GO:0046903,secretion,261,2,4.23,0.92756
GO:0019438,aromatic compound biosynthetic process,1691,21,27.39,0.92847
GO:0006355,"regulation of transcription, DNA-templat...",1275,15,20.65,0.93123
GO:0045944,positive regulation of transcription by ...,443,4,7.18,0.93222
GO:0043414,macromolecule methylation,164,1,2.66,0.93261
GO:0007617,mating behavior,165,1,2.67,0.93371
GO:0007017,microtubule-based process,532,5,8.62,0.93654
GO:1903506,regulation of nucleic acid-templated tra...,1287,15,20.85,0.93680
GO:2001141,regulation of RNA biosynthetic process,1287,15,20.85,0.93680
GO:0009100,glycoprotein metabolic process,170,1,2.75,0.93898
GO:0044283,small molecule biosynthetic process,276,2,4.47,0.94092
GO:0044282,small molecule catabolic process,173,1,2.8,0.94194
GO:0019098,reproductive behavior,177,1,2.87,0.94567
GO:0006725,cellular aromatic compound metabolic pro...,2763,36,44.76,0.94742
GO:0032259,methylation,181,1,2.93,0.94916
GO:0006796,phosphate-containing compound metabolic ...,1245,14,20.17,0.94937
GO:0007618,mating,184,1,2.98,0.95162
GO:0006790,sulfur compound metabolic process,185,1,3,0.95242
GO:0051960,regulation of nervous system development,391,3,6.33,0.95513
GO:0006793,phosphorus metabolic process,1266,14,20.51,0.95682
GO:0001751,compound eye photoreceptor cell differen...,192,1,3.11,0.95764
GO:0120031,plasma membrane bounded cell projection ...,192,1,3.11,0.95764
GO:0045893,"positive regulation of transcription, DN...",574,5,9.3,0.95913
GO:0032535,regulation of cellular component size,198,1,3.21,0.96166
GO:0001754,eye photoreceptor cell differentiation,199,1,3.22,0.96229
GO:0018205,peptidyl-lysine modification,199,1,3.22,0.96229
GO:0051129,negative regulation of cellular componen...,200,1,3.24,0.96291
GO:0007600,sensory perception,409,3,6.63,0.96415
GO:0006351,"transcription, DNA-templated",1364,15,22.1,0.96422
GO:0030031,cell projection assembly,203,1,3.29,0.96471
GO:0009059,macromolecule biosynthetic process,2150,26,34.83,0.96486
GO:0097659,nucleic acid-templated transcription,1374,15,22.26,0.96688
GO:0040003,chitin-based cuticle development,207,1,3.35,0.96698
GO:0007018,microtubule-based movement,208,1,3.37,0.96753
GO:0032774,RNA biosynthetic process,1377,15,22.31,0.96765
GO:1902680,positive regulation of RNA biosynthetic ...,596,5,9.65,0.96779
GO:1903508,positive regulation of nucleic acid-temp...,596,5,9.65,0.96779
GO:0006281,DNA repair,218,1,3.53,0.97250
GO:0030029,actin filament-based process,331,2,5.36,0.97254
GO:0046530,photoreceptor cell differentiation,223,1,3.61,0.97470
GO:0006886,intracellular protein transport,455,3,7.37,0.98008
GO:0034645,cellular macromolecule biosynthetic proc...,2116,24,34.28,0.98317
GO:0044271,cellular nitrogen compound biosynthetic ...,2143,24,34.71,0.98621
GO:0042335,cuticle development,262,1,4.24,0.98680
GO:0016070,RNA metabolic process,2083,23,33.74,0.98739
GO:0010498,proteasomal protein catabolic process,269,1,4.36,0.98825
GO:0007010,cytoskeleton organization,698,5,11.31,0.98993
GO:0007606,sensory perception of chemical stimulus,281,1,4.55,0.99039
GO:0097435,supramolecular fiber organization,286,1,4.63,0.99116
GO:0019752,carboxylic acid metabolic process,410,2,6.64,0.99123
GO:0043436,oxoacid metabolic process,427,2,6.92,0.99318
GO:0006082,organic acid metabolic process,430,2,6.97,0.99347
GO:0030036,actin cytoskeleton organization,316,1,5.12,0.99465
GO:0018130,heterocycle biosynthetic process,1681,16,27.23,0.99536
GO:0034654,nucleobase-containing compound biosynthe...,1611,15,26.1,0.99568
GO:1901137,carbohydrate derivative biosynthetic pro...,339,1,5.49,0.99637
GO:0090304,nucleic acid metabolic process,2311,24,37.44,0.99638
GO:0006629,lipid metabolic process,590,3,9.56,0.99678
GO:1901135,carbohydrate derivative metabolic proces...,646,3,10.46,0.99854
GO:0034641,cellular nitrogen compound metabolic pro...,3154,33,51.09,0.99930
GO:0044255,cellular lipid metabolic process,457,1,7.4,0.99951
GO:0044281,small molecule metabolic process,874,4,14.16,0.99973
GO:0006139,nucleobase-containing compound metabolic...,2616,24,42.38,0.99978
GO:0046483,heterocycle metabolic process,2696,25,43.67,0.99979
GO:0006357,regulation of transcription by RNA polym...,914,4,14.81,0.99985
GO:0006366,transcription by RNA polymerase II,957,4,15.5,0.99992
GO:0008150,biological_process,11791,191,191,1.00000
GO:0000027,ribosomal large subunit assembly,21,0,0.34,1.00000
GO:0000028,ribosomal small subunit assembly,25,0,0.4,1.00000
GO:0000038,very long-chain fatty acid metabolic pro...,27,0,0.44,1.00000
GO:0000041,transition metal ion transport,47,0,0.76,1.00000
GO:0000079,regulation of cyclin-dependent protein s...,29,0,0.47,1.00000
GO:0000082,G1/S transition of mitotic cell cycle,35,0,0.57,1.00000
GO:0000086,G2/M transition of mitotic cell cycle,46,0,0.75,1.00000
GO:0000122,negative regulation of transcription by ...,254,0,4.11,1.00000
GO:0000154,rRNA modification,27,0,0.44,1.00000
GO:0000245,spliceosomal complex assembly,22,0,0.36,1.00000
GO:0000271,polysaccharide biosynthetic process,22,0,0.36,1.00000
GO:0000413,protein peptidyl-prolyl isomerization,33,0,0.53,1.00000
GO:0000460,maturation of 5.8S rRNA,33,0,0.53,1.00000
GO:0000462,maturation of SSU-rRNA from tricistronic...,34,0,0.55,1.00000
GO:0000466,maturation of 5.8S rRNA from tricistroni...,23,0,0.37,1.00000
GO:0000469,cleavage involved in rRNA processing,25,0,0.4,1.00000
GO:0000470,maturation of LSU-rRNA,29,0,0.47,1.00000
GO:0000723,telomere maintenance,38,0,0.62,1.00000
GO:0000724,double-strand break repair via homologou...,68,0,1.1,1.00000
GO:0000725,recombinational repair,68,0,1.1,1.00000
GO:0000959,mitochondrial RNA metabolic process,29,0,0.47,1.00000
GO:0001101,response to acid chemical,26,0,0.42,1.00000
GO:0001505,regulation of neurotransmitter levels,121,0,1.96,1.00000
GO:0001510,RNA methylation,65,0,1.05,1.00000
GO:0001580,detection of chemical stimulus involved ...,21,0,0.34,1.00000
GO:0001582,detection of chemical stimulus involved ...,28,0,0.45,1.00000
GO:0001655,urogenital system development,75,0,1.21,1.00000
GO:0001666,response to hypoxia,62,0,1,1.00000
GO:0001676,long-chain fatty acid metabolic process,29,0,0.47,1.00000
GO:0001703,gastrulation with mouth forming first,45,0,0.73,1.00000
GO:0001704,formation of primary germ layer,38,0,0.62,1.00000
GO:0001707,mesoderm formation,31,0,0.5,1.00000
GO:0001708,cell fate specification,113,0,1.83,1.00000
GO:0001737,establishment of imaginal disc-derived w...,27,0,0.44,1.00000
GO:0001752,compound eye photoreceptor fate commitme...,79,0,1.28,1.00000
GO:0001895,retina homeostasis,20,0,0.32,1.00000
GO:0002097,tRNA wobble base modification,20,0,0.32,1.00000
GO:0002118,aggressive behavior,20,0,0.32,1.00000
GO:0002181,cytoplasmic translation,149,0,2.41,1.00000
GO:0002183,cytoplasmic translational initiation,31,0,0.5,1.00000
GO:0003012,muscle system process,40,0,0.65,1.00000
GO:0003013,circulatory system process,46,0,0.75,1.00000
GO:0003014,renal system process,23,0,0.37,1.00000
GO:0003015,heart process,46,0,0.75,1.00000
GO:0003333,amino acid transmembrane transport,51,0,0.83,1.00000
GO:0005984,disaccharide metabolic process,20,0,0.32,1.00000
GO:0005996,monosaccharide metabolic process,76,0,1.23,1.00000
GO:0006006,glucose metabolic process,45,0,0.73,1.00000
GO:0006023,aminoglycan biosynthetic process,26,0,0.42,1.00000
GO:0006029,proteoglycan metabolic process,24,0,0.39,1.00000
GO:0006066,alcohol metabolic process,114,0,1.85,1.00000
GO:0006081,cellular aldehyde metabolic process,24,0,0.39,1.00000
GO:0006090,pyruvate metabolic process,48,0,0.78,1.00000
GO:0006096,glycolytic process,30,0,0.49,1.00000
GO:0006099,tricarboxylic acid cycle,40,0,0.65,1.00000
GO:0006109,regulation of carbohydrate metabolic pro...,26,0,0.42,1.00000
GO:0006119,oxidative phosphorylation,107,0,1.73,1.00000
GO:0006120,"mitochondrial electron transport, NADH t...",38,0,0.62,1.00000
GO:0006163,purine nucleotide metabolic process,203,0,3.29,1.00000
GO:0006164,purine nucleotide biosynthetic process,117,0,1.9,1.00000
GO:0006165,nucleoside diphosphate phosphorylation,36,0,0.58,1.00000
GO:0006220,pyrimidine nucleotide metabolic process,20,0,0.32,1.00000
GO:0006221,pyrimidine nucleotide biosynthetic proce...,20,0,0.32,1.00000
GO:0006260,DNA replication,126,0,2.04,1.00000
GO:0006261,DNA-dependent DNA replication,97,0,1.57,1.00000
GO:0006270,DNA replication initiation,28,0,0.45,1.00000
GO:0006275,regulation of DNA replication,41,0,0.66,1.00000
GO:0006277,DNA amplification,22,0,0.36,1.00000
GO:0006289,nucleotide-excision repair,29,0,0.47,1.00000
GO:0006302,double-strand break repair,104,0,1.68,1.00000
GO:0006334,nucleosome assembly,133,0,2.15,1.00000
GO:0006352,"DNA-templated transcription, initiation",113,0,1.83,1.00000
GO:0006354,"DNA-templated transcription, elongation",46,0,0.75,1.00000
GO:0006360,transcription by RNA polymerase I,27,0,0.44,1.00000
GO:0006367,transcription initiation from RNA polyme...,79,0,1.28,1.00000
GO:0006368,transcription elongation from RNA polyme...,39,0,0.63,1.00000
GO:0006399,tRNA metabolic process,145,0,2.35,1.00000
GO:0006400,tRNA modification,69,0,1.12,1.00000
GO:0006406,mRNA export from nucleus,36,0,0.58,1.00000
GO:0006414,translational elongation,35,0,0.57,1.00000
GO:0006418,tRNA aminoacylation for protein translat...,40,0,0.65,1.00000
GO:0006457,protein folding,134,0,2.17,1.00000
GO:0006458,'de novo' protein folding,35,0,0.57,1.00000
GO:0006469,negative regulation of protein kinase ac...,30,0,0.49,1.00000
GO:0006470,protein dephosphorylation,151,0,2.45,1.00000
GO:0006473,protein acetylation,109,0,1.77,1.00000
GO:0006475,internal protein amino acid acetylation,101,0,1.64,1.00000
GO:0006476,protein deacetylation,25,0,0.4,1.00000
GO:0006487,protein N-linked glycosylation,41,0,0.66,1.00000
GO:0006493,protein O-linked glycosylation,40,0,0.65,1.00000
GO:0006505,GPI anchor metabolic process,37,0,0.6,1.00000
GO:0006506,GPI anchor biosynthetic process,35,0,0.57,1.00000
GO:0006576,cellular biogenic amine metabolic proces...,28,0,0.45,1.00000
GO:0006612,protein targeting to membrane,52,0,0.84,1.00000
GO:0006626,protein targeting to mitochondrion,56,0,0.91,1.00000
GO:0006631,fatty acid metabolic process,138,0,2.24,1.00000
GO:0006633,fatty acid biosynthetic process,80,0,1.3,1.00000
GO:0006635,fatty acid beta-oxidation,36,0,0.58,1.00000
GO:0006637,acyl-CoA metabolic process,60,0,0.97,1.00000
GO:0006638,neutral lipid metabolic process,46,0,0.75,1.00000
GO:0006639,acylglycerol metabolic process,46,0,0.75,1.00000
GO:0006641,triglyceride metabolic process,36,0,0.58,1.00000
GO:0006643,membrane lipid metabolic process,108,0,1.75,1.00000
GO:0006644,phospholipid metabolic process,184,0,2.98,1.00000
GO:0006650,glycerophospholipid metabolic process,137,0,2.22,1.00000
GO:0006661,phosphatidylinositol biosynthetic proces...,47,0,0.76,1.00000
GO:0006664,glycolipid metabolic process,54,0,0.87,1.00000
GO:0006665,sphingolipid metabolic process,66,0,1.07,1.00000
GO:0006672,ceramide metabolic process,23,0,0.37,1.00000
GO:0006730,one-carbon metabolic process,32,0,0.52,1.00000
GO:0006749,glutathione metabolic process,51,0,0.83,1.00000
GO:0006753,nucleoside phosphate metabolic process,250,0,4.05,1.00000
GO:0006754,ATP biosynthetic process,33,0,0.53,1.00000
GO:0006757,ATP generation from ADP,30,0,0.49,1.00000
GO:0006811,ion transport,725,0,11.74,1.00000
GO:0006812,cation transport,440,0,7.13,1.00000
GO:0006813,potassium ion transport,71,0,1.15,1.00000
GO:0006814,sodium ion transport,110,0,1.78,1.00000
GO:0006816,calcium ion transport,86,0,1.39,1.00000
GO:0006817,phosphate ion transport,20,0,0.32,1.00000
GO:0006820,anion transport,261,0,4.23,1.00000
GO:0006821,chloride transport,36,0,0.58,1.00000
GO:0006835,dicarboxylic acid transport,26,0,0.42,1.00000
GO:0006836,neurotransmitter transport,135,0,2.19,1.00000
GO:0006862,nucleotide transport,26,0,0.42,1.00000
GO:0006865,amino acid transport,66,0,1.07,1.00000
GO:0006873,cellular ion homeostasis,141,0,2.28,1.00000
GO:0006874,cellular calcium ion homeostasis,70,0,1.13,1.00000
GO:0006875,cellular metal ion homeostasis,111,0,1.8,1.00000
GO:0006885,regulation of pH,29,0,0.47,1.00000
GO:0006887,exocytosis,113,0,1.83,1.00000
GO:0006888,endoplasmic reticulum to Golgi vesicle-m...,72,0,1.17,1.00000
GO:0006890,"retrograde vesicle-mediated transport, G...",24,0,0.39,1.00000
GO:0006891,intra-Golgi vesicle-mediated transport,28,0,0.45,1.00000
GO:0006892,post-Golgi vesicle-mediated transport,41,0,0.66,1.00000
GO:0006893,Golgi to plasma membrane transport,27,0,0.44,1.00000
GO:0006898,receptor-mediated endocytosis,60,0,0.97,1.00000
GO:0006904,vesicle docking involved in exocytosis,41,0,0.66,1.00000
GO:0006906,vesicle fusion,56,0,0.91,1.00000
GO:0006936,muscle contraction,31,0,0.5,1.00000
GO:0006986,response to unfolded protein,42,0,0.68,1.00000
GO:0007007,inner mitochondrial membrane organizatio...,27,0,0.44,1.00000
GO:0007009,plasma membrane organization,31,0,0.5,1.00000
GO:0007015,actin filament organization,179,0,2.9,1.00000
GO:0007019,microtubule depolymerization,20,0,0.32,1.00000
GO:0007020,microtubule nucleation,21,0,0.34,1.00000
GO:0007029,endoplasmic reticulum organization,37,0,0.6,1.00000
GO:0007030,Golgi organization,94,0,1.52,1.00000
GO:0007041,lysosomal transport,30,0,0.49,1.00000
GO:0007088,regulation of mitotic nuclear division,74,0,1.2,1.00000
GO:0007091,metaphase/anaphase transition of mitotic...,36,0,0.58,1.00000
GO:0007093,mitotic cell cycle checkpoint,50,0,0.81,1.00000
GO:0007098,centrosome cycle,78,0,1.26,1.00000
GO:0007099,centriole replication,29,0,0.47,1.00000
GO:0007112,male meiosis cytokinesis,36,0,0.58,1.00000
GO:0007127,meiosis I,67,0,1.09,1.00000
GO:0007131,reciprocal meiotic recombination,37,0,0.6,1.00000
GO:0007140,male meiotic nuclear division,84,0,1.36,1.00000
GO:0007157,heterophilic cell-cell adhesion via plas...,27,0,0.44,1.00000
GO:0007160,cell-matrix adhesion,23,0,0.37,1.00000
GO:0007162,negative regulation of cell adhesion,20,0,0.32,1.00000
GO:0007173,epidermal growth factor receptor signali...,66,0,1.07,1.00000
GO:0007178,transmembrane receptor protein serine/th...,66,0,1.07,1.00000
GO:0007186,G protein-coupled receptor signaling pat...,232,0,3.76,1.00000
GO:0007187,G protein-coupled receptor signaling pat...,65,0,1.05,1.00000
GO:0007188,adenylate cyclase-modulating G protein-c...,61,0,0.99,1.00000
GO:0007189,adenylate cyclase-activating G protein-c...,40,0,0.65,1.00000
GO:0007193,adenylate cyclase-inhibiting G protein-c...,22,0,0.36,1.00000
GO:0007204,positive regulation of cytosolic calcium...,27,0,0.44,1.00000
GO:0007215,glutamate receptor signaling pathway,28,0,0.45,1.00000
GO:0007218,neuropeptide signaling pathway,78,0,1.26,1.00000
GO:0007224,smoothened signaling pathway,94,0,1.52,1.00000
GO:0007264,small GTPase mediated signal transductio...,183,0,2.96,1.00000
GO:0007265,Ras protein signal transduction,164,0,2.66,1.00000
GO:0007266,Rho protein signal transduction,55,0,0.89,1.00000
GO:0007269,neurotransmitter secretion,103,0,1.67,1.00000
GO:0007271,"synaptic transmission, cholinergic",30,0,0.49,1.00000
GO:0007280,pole cell migration,25,0,0.4,1.00000
GO:0007300,ovarian nurse cell to oocyte transport,33,0,0.53,1.00000
GO:0007307,eggshell chorion gene amplification,20,0,0.32,1.00000
GO:0007320,insemination,30,0,0.49,1.00000
GO:0007338,single fertilization,35,0,0.57,1.00000
GO:0007354,zygotic determination of anterior/poster...,24,0,0.39,1.00000
GO:0007370,ventral furrow formation,21,0,0.34,1.00000
GO:0007398,ectoderm development,26,0,0.42,1.00000
GO:0007400,neuroblast fate determination,26,0,0.42,1.00000
GO:0007406,negative regulation of neuroblast prolif...,35,0,0.57,1.00000
GO:0007427,"epithelial cell migration, open tracheal...",44,0,0.71,1.00000
GO:0007443,Malpighian tubule morphogenesis,44,0,0.71,1.00000
GO:0007448,anterior/posterior pattern specification...,27,0,0.44,1.00000
GO:0007449,"proximal/distal pattern formation, imagi...",22,0,0.36,1.00000
GO:0007460,R8 cell fate commitment,21,0,0.34,1.00000
GO:0007465,R7 cell fate commitment,35,0,0.57,1.00000
GO:0007474,imaginal disc-derived wing vein specific...,59,0,0.96,1.00000
GO:0007475,apposition of dorsal and ventral imagina...,21,0,0.34,1.00000
GO:0007480,imaginal disc-derived leg morphogenesis,77,0,1.25,1.00000
GO:0007494,midgut development,37,0,0.6,1.00000
GO:0007517,muscle organ development,106,0,1.72,1.00000
GO:0007605,sensory perception of sound,65,0,1.05,1.00000
GO:0007620,copulation,36,0,0.58,1.00000
GO:0007631,feeding behavior,53,0,0.86,1.00000
GO:0007632,visual behavior,24,0,0.39,1.00000
GO:0008015,blood circulation,35,0,0.57,1.00000
GO:0008016,regulation of heart contraction,30,0,0.49,1.00000
GO:0008033,tRNA processing,97,0,1.57,1.00000
GO:0008052,sensory organ boundary specification,25,0,0.4,1.00000
GO:0008064,regulation of actin polymerization or de...,79,0,1.28,1.00000
GO:0008078,mesodermal cell migration,20,0,0.32,1.00000
GO:0008154,actin polymerization or depolymerization,88,0,1.43,1.00000
GO:0008277,regulation of G protein-coupled receptor...,28,0,0.45,1.00000
GO:0008293,torso signaling pathway,31,0,0.5,1.00000
GO:0008347,glial cell migration,35,0,0.57,1.00000
GO:0008362,chitin-based embryonic cuticle biosynthe...,20,0,0.32,1.00000
GO:0008363,larval chitin-based cuticle development,35,0,0.57,1.00000
GO:0008535,respiratory chain complex IV assembly,22,0,0.36,1.00000
GO:0008543,fibroblast growth factor receptor signal...,36,0,0.58,1.00000
GO:0008544,epidermis development,66,0,1.07,1.00000
GO:0008586,imaginal disc-derived wing vein morphoge...,45,0,0.73,1.00000
GO:0008589,regulation of smoothened signaling pathw...,89,0,1.44,1.00000
GO:0008643,carbohydrate transport,20,0,0.32,1.00000
GO:0008652,cellular amino acid biosynthetic process,48,0,0.78,1.00000
GO:0008654,phospholipid biosynthetic process,86,0,1.39,1.00000
GO:0009060,aerobic respiration,68,0,1.1,1.00000
GO:0009062,fatty acid catabolic process,46,0,0.75,1.00000
GO:0009064,glutamine family amino acid metabolic pr...,42,0,0.68,1.00000
GO:0009066,aspartate family amino acid metabolic pr...,29,0,0.47,1.00000
GO:0009072,aromatic amino acid family metabolic pro...,24,0,0.39,1.00000
GO:0009112,nucleobase metabolic process,27,0,0.44,1.00000
GO:0009116,nucleoside metabolic process,47,0,0.76,1.00000
GO:0009117,nucleotide metabolic process,248,0,4.02,1.00000
GO:0009119,ribonucleoside metabolic process,30,0,0.49,1.00000
GO:0009123,nucleoside monophosphate metabolic proce...,46,0,0.75,1.00000
GO:0009124,nucleoside monophosphate biosynthetic pr...,29,0,0.47,1.00000
GO:0009126,purine nucleoside monophosphate metaboli...,25,0,0.4,1.00000
GO:0009132,nucleoside diphosphate metabolic process,44,0,0.71,1.00000
GO:0009135,purine nucleoside diphosphate metabolic ...,35,0,0.57,1.00000
GO:0009141,nucleoside triphosphate metabolic proces...,51,0,0.83,1.00000
GO:0009142,nucleoside triphosphate biosynthetic pro...,48,0,0.78,1.00000
GO:0009144,purine nucleoside triphosphate metabolic...,39,0,0.63,1.00000
GO:0009145,purine nucleoside triphosphate biosynthe...,37,0,0.6,1.00000
GO:0009150,purine ribonucleotide metabolic process,192,0,3.11,1.00000
GO:0009152,purine ribonucleotide biosynthetic proce...,111,0,1.8,1.00000
GO:0009156,ribonucleoside monophosphate biosyntheti...,26,0,0.42,1.00000
GO:0009161,ribonucleoside monophosphate metabolic p...,36,0,0.58,1.00000
GO:0009165,nucleotide biosynthetic process,153,0,2.48,1.00000
GO:0009167,purine ribonucleoside monophosphate meta...,25,0,0.4,1.00000
GO:0009179,purine ribonucleoside diphosphate metabo...,35,0,0.57,1.00000
GO:0009185,ribonucleoside diphosphate metabolic pro...,37,0,0.6,1.00000
GO:0009187,cyclic nucleotide metabolic process,33,0,0.53,1.00000
GO:0009190,cyclic nucleotide biosynthetic process,27,0,0.44,1.00000
GO:0009199,ribonucleoside triphosphate metabolic pr...,43,0,0.7,1.00000
GO:0009201,ribonucleoside triphosphate biosynthetic...,42,0,0.68,1.00000
GO:0009205,purine ribonucleoside triphosphate metab...,38,0,0.62,1.00000
GO:0009206,purine ribonucleoside triphosphate biosy...,37,0,0.6,1.00000
GO:0009225,nucleotide-sugar metabolic process,25,0,0.4,1.00000
GO:0009247,glycolipid biosynthetic process,47,0,0.76,1.00000
GO:0009259,ribonucleotide metabolic process,206,0,3.34,1.00000
GO:0009260,ribonucleotide biosynthetic process,124,0,2.01,1.00000
GO:0009308,amine metabolic process,35,0,0.57,1.00000
GO:0009311,oligosaccharide metabolic process,44,0,0.71,1.00000
GO:0009312,oligosaccharide biosynthetic process,24,0,0.39,1.00000
GO:0009408,response to heat,89,0,1.44,1.00000
GO:0009451,RNA modification,122,0,1.98,1.00000
GO:0009453,energy taxis,20,0,0.32,1.00000
GO:0009566,fertilization,38,0,0.62,1.00000
GO:0009629,response to gravity,28,0,0.45,1.00000
GO:0009649,entrainment of circadian clock,21,0,0.34,1.00000
GO:0009743,response to carbohydrate,39,0,0.63,1.00000
GO:0009744,response to sucrose,21,0,0.34,1.00000
GO:0009755,hormone-mediated signaling pathway,42,0,0.68,1.00000
GO:0009913,epidermal cell differentiation,55,0,0.89,1.00000
GO:0009954,proximal/distal pattern formation,28,0,0.45,1.00000
GO:0010001,glial cell differentiation,41,0,0.66,1.00000
GO:0010002,cardioblast differentiation,20,0,0.32,1.00000
GO:0010004,gastrulation involving germ band extensi...,45,0,0.73,1.00000
GO:0010037,response to carbon dioxide,50,0,0.81,1.00000
GO:0010038,response to metal ion,56,0,0.91,1.00000
GO:0010160,formation of animal organ boundary,44,0,0.71,1.00000
GO:0010171,body morphogenesis,28,0,0.45,1.00000
GO:0010256,endomembrane system organization,191,0,3.09,1.00000
GO:0010257,NADH dehydrogenase complex assembly,20,0,0.32,1.00000
GO:0010389,regulation of G2/M transition of mitotic...,35,0,0.57,1.00000
GO:0010453,regulation of cell fate commitment,43,0,0.7,1.00000
GO:0010454,negative regulation of cell fate commitm...,20,0,0.32,1.00000
GO:0010499,proteasomal ubiquitin-independent protei...,26,0,0.42,1.00000
GO:0010639,negative regulation of organelle organiz...,125,0,2.02,1.00000
GO:0010883,regulation of lipid storage,45,0,0.73,1.00000
GO:0010921,regulation of phosphatase activity,51,0,0.83,1.00000
GO:0010923,negative regulation of phosphatase activ...,22,0,0.36,1.00000
GO:0010948,negative regulation of cell cycle proces...,70,0,1.13,1.00000
GO:0010959,regulation of metal ion transport,49,0,0.79,1.00000
GO:0010965,regulation of mitotic sister chromatid s...,36,0,0.58,1.00000
GO:0010972,negative regulation of G2/M transition o...,21,0,0.34,1.00000
GO:0014016,neuroblast differentiation,45,0,0.73,1.00000
GO:0014017,neuroblast fate commitment,31,0,0.5,1.00000
GO:0014019,neuroblast development,20,0,0.32,1.00000
GO:0014706,striated muscle tissue development,28,0,0.45,1.00000
GO:0015672,monovalent inorganic cation transport,258,0,4.18,1.00000
GO:0015698,inorganic anion transport,71,0,1.15,1.00000
GO:0015711,organic anion transport,176,0,2.85,1.00000
GO:0015718,monocarboxylic acid transport,43,0,0.7,1.00000
GO:0015748,organophosphate ester transport,52,0,0.84,1.00000
GO:0015807,L-amino acid transport,26,0,0.42,1.00000
GO:0015849,organic acid transport,119,0,1.93,1.00000
GO:0015865,purine nucleotide transport,25,0,0.4,1.00000
GO:0015867,ATP transport,21,0,0.34,1.00000
GO:0015868,purine ribonucleotide transport,25,0,0.4,1.00000
GO:0015914,phospholipid transport,26,0,0.42,1.00000
GO:0015985,"energy coupled proton transport, down el...",29,0,0.47,1.00000
GO:0015986,ATP synthesis coupled proton transport,29,0,0.47,1.00000
GO:0016042,lipid catabolic process,163,0,2.64,1.00000
GO:0016051,carbohydrate biosynthetic process,67,0,1.09,1.00000
GO:0016053,organic acid biosynthetic process,143,0,2.32,1.00000
GO:0016056,rhodopsin mediated signaling pathway,23,0,0.37,1.00000
GO:0016073,snRNA metabolic process,31,0,0.5,1.00000
GO:0016079,synaptic vesicle exocytosis,66,0,1.07,1.00000
GO:0016081,synaptic vesicle docking,23,0,0.37,1.00000
GO:0016125,sterol metabolic process,32,0,0.52,1.00000
GO:0016126,sterol biosynthetic process,24,0,0.39,1.00000
GO:0016180,snRNA processing,24,0,0.39,1.00000
GO:0016198,axon choice point recognition,28,0,0.45,1.00000
GO:0016199,axon midline choice point recognition,26,0,0.42,1.00000
GO:0016203,muscle attachment,39,0,0.63,1.00000
GO:0016226,iron-sulfur cluster assembly,23,0,0.37,1.00000
GO:0016311,dephosphorylation,249,0,4.03,1.00000
GO:0016325,oocyte microtubule cytoskeleton organiza...,32,0,0.52,1.00000
GO:0016333,morphogenesis of follicular epithelium,52,0,0.84,1.00000
