Orthogroup	Eufriesea_mexicana	Aedes_aegypti
OG0005715	XP_017755215.1	XP_021702211.1
OG0005716	XP_017765091.1	XP_021707235.1
OG0005717	XP_017763564.1	XP_021708798.1
OG0005718	XP_017754703.1	XP_001661139.1
OG0005719	XP_017753304.1	XP_021695903.1, XP_021695904.1
OG0005720	XP_017752940.1	XP_001654451.1
OG0005721	XP_017756669.1	XP_001659247.1
OG0005722	XP_017762654.1	XP_021699580.1
OG0005724	XP_017755783.1	XP_001658297.1
OG0005725	XP_017761618.1	XP_021708086.1
OG0005726	XP_017766259.1	XP_021710262.1, XP_021711907.1
OG0005727	XP_017754549.1	XP_021706187.1
OG0005728	XP_017752926.1	XP_001658963.1
OG0005729	XP_017764043.1	XP_021710239.1
OG0005730	XP_017758924.1	XP_001657231.1
OG0005732	XP_017758051.1	XP_001659130.2
OG0005733	XP_017764075.1	XP_001652387.1
OG0005734	XP_017764412.1	XP_001654071.1
OG0005735	XP_017752269.1	XP_021707136.1
OG0005736	XP_017762462.1	XP_021701842.1, XP_001658464.2
OG0005737	XP_017764557.1	XP_021709659.1
OG0005738	XP_017754663.1	XP_021707684.1
OG0005740	XP_017763688.1	XP_001664113.2
OG0005741	XP_017754396.1	XP_001659131.2
OG0005742	XP_017756446.1	XP_021708526.1, XP_021708522.1
OG0005743	XP_017764003.1	XP_021694724.1
OG0005744	XP_017756050.1	XP_001652102.2
OG0005745	XP_017762519.1	XP_021708396.1, XP_001659006.2, XP_021711743.1, XP_021711744.1
OG0005746	XP_017755284.1, XP_017755283.1	XP_001655140.1
OG0005747	XP_017757500.1	XP_001651608.1
OG0005748	XP_017754477.1, XP_017754475.1, XP_017754476.1	XP_021704788.1
OG0005749	XP_017762486.1	XP_021711360.1
OG0005750	XP_017760483.1	XP_001661373.2
OG0005751	XP_017766875.1	XP_021712079.1, XP_001653614.2
OG0005752	XP_017761140.1	XP_021701680.1
OG0005753	XP_017755888.1, XP_017759019.1	YP_009389267.1
OG0005754	XP_017764197.1	XP_001647695.2
OG0005755	XP_017753362.1	XP_001648157.1
OG0005756	XP_017758790.1	XP_001648276.2, XP_001648277.2
OG0005757	XP_017754700.1	XP_001648484.2
OG0005758	XP_017753929.1	XP_001648725.1, XP_001648727.1, XP_001648726.1
OG0005759	XP_017754087.1	XP_001649191.2, XP_021703003.1, XP_021703001.1
OG0005760	XP_017755278.1	XP_001649382.2
OG0005761	XP_017754081.1	XP_001651005.2
OG0005762	XP_017752805.1	XP_001651967.2
OG0005763	XP_017754379.1	XP_001652439.1
OG0005764	XP_017753538.1	XP_001652932.1
OG0005765	XP_017755827.1	XP_001653029.1
OG0005766	XP_017762274.1	XP_001653462.1
OG0005767	XP_017759338.1	XP_001654174.2
OG0005768	XP_017755288.1	XP_001654308.1, XP_011493529.1
OG0005769	XP_017767596.1	XP_001654894.1
OG0005770	XP_017760769.1	XP_001655423.2
OG0005772	XP_017766986.1	XP_001655911.1
OG0005773	XP_017758113.1	XP_001655996.2
OG0005774	XP_017762857.1	XP_001656458.2
OG0005775	XP_017766638.1	XP_001656558.1
OG0005776	XP_017757306.1	XP_001656615.2
OG0005777	XP_017759534.1	XP_001656679.2
OG0005778	XP_017752790.1	XP_001658235.3
OG0005779	XP_017759826.1	XP_001658394.2
OG0005780	XP_017755006.1	XP_001658432.1
OG0005781	XP_017761944.1	XP_021712236.1, XP_001658596.1
OG0005782	XP_017754273.1	XP_001658869.1
OG0005783	XP_017754077.1	XP_001658967.2
OG0005784	XP_017758930.1	XP_001660021.2
OG0005785	XP_017759325.1	XP_001660512.1
OG0005786	XP_017766222.1	XP_001660806.2
OG0005787	XP_017759806.1	XP_001662150.1
OG0005788	XP_017761919.1, XP_017761917.1	XP_021701704.1, XP_001662959.1
OG0005789	XP_017764330.1	XP_021693093.1
OG0005790	XP_017760250.1	XP_021693209.1, XP_021694927.1
OG0005791	XP_017757872.1	XP_021694939.1, XP_021694940.1
OG0005792	XP_017758891.1	XP_021694976.1
OG0005793	XP_017757988.1	XP_021695576.1
OG0005794	XP_017763726.1	XP_021696606.1
OG0005795	XP_017759733.1	XP_021697337.1
OG0005796	XP_017759789.1	XP_021698430.1, XP_021698432.1, XP_021698431.1, XP_021698433.1
OG0005797	XP_017761096.1	XP_021713257.1, XP_021698889.1
OG0005798	XP_017758043.1	XP_021700109.1
OG0005799	XP_017760705.1, XP_017760707.1	XP_021700428.1
OG0005800	XP_017755786.1	XP_021700476.1
OG0005801	XP_017763625.1	XP_021701068.1
OG0005802	XP_017761836.1	XP_021701217.1
OG0005803	XP_017767539.1	XP_021701525.1, XP_021709660.1
OG0005804	XP_017765188.1	XP_021702264.1
OG0005805	XP_017764194.1	XP_021702499.1
OG0005806	XP_017761159.1	XP_021703206.1
OG0005807	XP_017763336.1	XP_021703985.1
OG0005808	XP_017767110.1	XP_021704643.1
OG0005809	XP_017766162.1	XP_021704878.1, XP_021704880.1
OG0005810	XP_017766017.1	XP_021705482.1
OG0005811	XP_017758252.1	XP_021705974.1
OG0005812	XP_017754554.1	XP_021706292.1
OG0005813	XP_017761470.1	XP_021706702.1
OG0005814	XP_017756345.1	XP_021712012.1, XP_021708780.1
OG0005815	XP_017759028.1	XP_021710073.1
OG0005816	XP_017764125.1	XP_021710192.1
OG0005817	XP_017754655.1	XP_021713411.1
OG0005845	XP_017756437.1	XP_021701334.1
OG0005846	XP_017753516.1	XP_001651796.1
OG0005847	XP_017767191.1	XP_001649125.1
OG0005848	XP_017759693.1	XP_021709631.1
OG0005849	XP_017766383.1	XP_001655005.1
OG0005850	XP_017766372.1	XP_001648107.1, XP_001648108.1
OG0005851	XP_017758539.1	XP_001647834.1
OG0005852	XP_017763057.1	XP_001661827.1
OG0005853	XP_017760833.1	XP_021712413.1, XP_001648567.1
OG0005854	XP_017756743.1	XP_021701840.1
OG0005855	XP_017763177.1	XP_001660320.1
OG0005856	XP_017755708.1	XP_001655376.1
OG0005857	XP_017753443.1	XP_001659139.1
OG0005858	XP_017756554.1, XP_017756497.1	XP_001655992.1
OG0005859	XP_017762336.1	XP_001655159.1
OG0005860	XP_017764186.1	XP_011493218.1
OG0005861	XP_017758809.1	XP_021703642.1
OG0005862	XP_017762628.1	XP_021704087.1
OG0005863	XP_017759576.1	XP_021695920.1
OG0005864	XP_017753109.1	XP_001659904.1
OG0005865	XP_017766174.1	XP_001661551.2
OG0005866	XP_017766578.1	XP_021703581.1, XP_021703582.1
OG0005867	XP_017763056.1	XP_021701161.1, XP_001650904.1
OG0005868	XP_017754094.1	XP_001652665.1
OG0005869	XP_017761597.1	XP_001651182.2
OG0005870	XP_017755266.1	XP_001658185.1
OG0005871	XP_017755674.1	XP_001653151.2
OG0005872	XP_017755855.1	XP_001648064.1
OG0005873	XP_017754424.1	XP_001656828.1
OG0005875	XP_017759060.1	XP_001657213.1
OG0005876	XP_017754623.1	XP_001656000.1
OG0005877	XP_017764389.1	XP_021699957.1
OG0005878	XP_017755066.1	XP_021710242.1
OG0005879	XP_017761462.1, XP_017761461.1	XP_001656310.2
OG0005880	XP_017762197.1	XP_001650442.1
OG0005881	XP_017762442.1	XP_001652542.1, XP_001658052.2
OG0005882	XP_017754440.1	XP_021712825.1, XP_001657476.1
OG0005883	XP_017767692.1	XP_001658323.1
OG0005884	XP_017758267.1	XP_001656814.2
OG0005885	XP_017758920.1	XP_021706593.1
OG0005886	XP_017761645.1	XP_001650844.2
OG0005887	XP_017766232.1	XP_001658790.2
OG0005888	XP_017753938.1	XP_001648060.1
OG0005889	XP_017760241.1	XP_001656504.1
OG0005890	XP_017766244.1	XP_021697115.1
OG0005891	XP_017762408.1	XP_001650980.2
OG0005892	XP_017763114.1	XP_001663129.1
OG0005893	XP_017752681.1	XP_001650506.1
OG0005894	XP_017761819.1	XP_001658389.1
OG0005895	XP_017756679.1	XP_001654974.1
OG0005896	XP_017752486.1	XP_001652273.1
OG0005897	XP_017755805.1	XP_001662944.2
OG0005898	XP_017759514.1	XP_001662341.2
OG0005899	XP_017755776.1	XP_021706104.1, XP_001655818.2
OG0005900	XP_017764977.1	XP_001653076.1
OG0005901	XP_017759520.1	XP_001656446.1
OG0005902	XP_017759143.1	XP_001655849.1
OG0005903	XP_017761136.1	XP_001654091.1
OG0005904	XP_017760728.1	XP_001654851.1
OG0005905	XP_017767387.1	XP_001662201.1
OG0005906	XP_017761051.1	XP_001657133.1
OG0005907	XP_017761245.1	XP_001652167.1
OG0005908	XP_017758845.1	XP_021702147.1
OG0005909	XP_017764142.1	XP_021702823.1
OG0005910	XP_017758260.1	XP_021701319.1
OG0005911	XP_017764192.1	XP_021702328.1
OG0005912	XP_017756480.1	XP_001652052.1
OG0005913	XP_017765850.1	XP_001654707.1
OG0005915	XP_017763737.1, XP_017763776.1	XP_001659682.2
OG0005916	XP_017764512.1	XP_021712109.1, XP_001649019.1
OG0005917	XP_017763328.1	XP_001658907.1
OG0005918	XP_017767421.1	XP_001653814.1
OG0005919	XP_017759075.1	XP_001655512.2
OG0005920	XP_017758715.1	XP_001655146.1
OG0005922	XP_017757960.1	XP_001663929.2
OG0005923	XP_017755651.1	XP_001663469.1
OG0005924	XP_017755451.1	XP_001663087.2
OG0005925	XP_017753818.1	XP_001652288.1, XP_021712654.1
OG0005926	XP_017760086.1	XP_001658165.2
OG0005927	XP_017753733.1	XP_001650598.2
OG0005928	XP_017758102.1	XP_001658413.1
OG0005929	XP_017765436.1	XP_001664192.2
OG0005930	XP_017763369.1	XP_001657637.2
OG0005931	XP_017763351.1	XP_001655305.2
OG0005932	XP_017752259.1	XP_001658955.1
OG0005933	XP_017764271.1	XP_001655787.1
OG0005934	XP_017758444.1	XP_001649339.1
OG0005935	XP_017760146.1	XP_021693196.1
OG0005936	XP_017764792.1	XP_001650607.1
OG0005937	XP_017761942.1	XP_021705245.1
OG0005938	XP_017764849.1	XP_001650252.1
OG0005939	XP_017761415.1	XP_001648368.1
OG0005940	XP_017755182.1	XP_001658877.1
OG0005941	XP_017753676.1	XP_001651592.1
OG0005942	XP_017756604.1	XP_001658980.2
OG0005943	XP_017762056.1	XP_001656556.3
OG0005944	XP_017761997.1	XP_001657418.1, XP_021711980.1
OG0005945	XP_017762376.1	XP_021702014.1
OG0005946	XP_017753991.1	XP_021706173.1
OG0005947	XP_017762497.1	XP_001657467.1
OG0005948	XP_017767735.1	XP_001658945.1
OG0005949	XP_017763895.1	XP_021700021.1
OG0005951	XP_017759270.1	XP_001648343.1
OG0005952	XP_017757185.1	XP_021706990.1
OG0005954	XP_017761313.1	XP_021705988.1
OG0005956	XP_017752582.1	XP_001656371.1
OG0005957	XP_017758963.1	XP_001658066.2, XP_001652469.2
OG0005958	XP_017758672.1	XP_021704184.1
OG0005959	XP_017755813.1	XP_001663472.2
OG0005960	XP_017759995.1	XP_001654684.1
OG0005961	XP_017759528.1	XP_001655459.2
OG0005962	XP_017757971.1, XP_017757974.1	XP_001661327.1
OG0005963	XP_017755650.1	XP_001662374.1
OG0005965	XP_017757701.1	XP_021702732.1
OG0005966	XP_017759889.1	XP_001656796.2
OG0005967	XP_017767178.1	XP_021698314.1
OG0005968	XP_017765147.1	XP_001660155.1
OG0005969	XP_017759309.1	XP_001648601.2
OG0005970	XP_017760181.1	XP_001648630.1
OG0005971	XP_017758357.1	XP_001664075.2, XP_021699358.1, XP_001664073.1, XP_001650394.1
OG0005972	XP_017766013.1	XP_001651995.1
OG0005973	XP_017760059.1, XP_017760060.1	XP_021696447.1
OG0005974	XP_017756075.1	XP_021711869.1, XP_001656848.2
OG0005975	XP_017757415.1	XP_001661410.2
OG0005976	XP_017757373.1	XP_001663356.2
OG0005977	XP_017766285.1	XP_001661520.1
OG0005978	XP_017761060.1	XP_021699960.1
OG0005979	XP_017765633.1	XP_001652782.1
OG0005980	XP_017766087.1	XP_001657933.2
OG0005981	XP_017758264.1	XP_001663282.1
OG0005982	XP_017765161.1	XP_001647963.1
OG0005983	XP_017755204.1	XP_001651798.1
OG0005984	XP_017762011.1	XP_001655177.1
OG0005985	XP_017766216.1	XP_001660797.2
OG0005986	XP_017757211.1	XP_001652173.1
OG0005987	XP_017761712.1	XP_001659332.1
OG0005988	XP_017765314.1	XP_001651019.1
OG0005989	XP_017760083.1	XP_001659177.2
OG0005990	XP_017754738.1	XP_001663059.1, XP_021702043.1
OG0005991	XP_017764807.1	XP_001663717.1
OG0005992	XP_017756929.1	XP_001657494.2
OG0005993	XP_017763545.1	XP_021710266.1
OG0005994	XP_017767603.1	XP_001658149.1
OG0005995	XP_017763307.1	XP_001656059.1
OG0005996	XP_017764515.1	XP_001648370.1
OG0005997	XP_017755087.1	XP_001661638.1
OG0005998	XP_017765876.1	XP_001663263.1
OG0005999	XP_017759269.1	XP_001647934.2
OG0006000	XP_017762068.1	XP_021694846.1
OG0006001	XP_017754091.1	XP_001652823.2
OG0006002	XP_017763597.1	XP_021694973.1
OG0006003	XP_017756031.1	XP_001661201.1
OG0006004	XP_017757444.1	XP_021700664.1
OG0006005	XP_017763748.1	XP_021697915.1
OG0006006	XP_017755825.1	XP_021706799.1
OG0006007	XP_017757149.1	XP_021693531.1
OG0006008	XP_017753202.1	XP_021704210.1
OG0006009	XP_017765431.1	XP_001661450.1
OG0006010	XP_017760480.1	XP_021713400.1, XP_021708566.1
OG0006011	XP_017762335.1	XP_011493072.1
OG0006012	XP_017756305.1	XP_001656445.1
OG0006013	XP_017761413.1	XP_001651356.2
OG0006014	XP_017758908.1	XP_001658437.2
OG0006015	XP_017758233.1	XP_001653427.2
OG0006016	XP_017762990.1	XP_001661948.1
OG0006017	XP_017753295.1	XP_021694297.1, XP_021711896.1
OG0006018	XP_017752685.1	XP_021695067.1
OG0006019	XP_017756108.1	XP_001649511.2
OG0006020	XP_017761709.1	XP_021699051.1
OG0006021	XP_017762995.1	XP_021711092.1
OG0006022	XP_017759139.1	XP_001655300.2
OG0006023	XP_017757592.1	XP_001655231.2
OG0006024	XP_017759942.1	XP_021708658.1
OG0006025	XP_017758366.1	XP_021705604.1
OG0006026	XP_017753564.1	XP_001648996.2
OG0006027	XP_017761737.1	XP_021706774.1
OG0006028	XP_017758682.1	XP_021704838.1
OG0006029	XP_017764180.1	XP_021695918.1
OG0006030	XP_017766370.1	XP_001656929.2
OG0006031	XP_017764148.1	XP_021703577.1
OG0006032	XP_017756797.1	XP_021695290.1
OG0006033	XP_017757115.1, XP_017757116.1	XP_021697075.1
OG0006034	XP_017759667.1	XP_021704323.1
OG0006035	XP_017765158.1	XP_001652627.2, XP_021709724.1
OG0006036	XP_017753277.1	XP_001661928.2
OG0006037	XP_017762104.1	XP_021697880.1
OG0006038	XP_017758291.1	XP_011493159.2
OG0006039	XP_017757140.1	XP_021694425.1
OG0006040	XP_017766378.1	XP_001648109.1
OG0006041	XP_017763504.1, XP_017763489.1	XP_001659197.1
OG0006042	XP_017755604.1	XP_021697520.1
OG0006043	XP_017763273.1	XP_021697029.1
OG0006044	XP_017764329.1	XP_021712133.1, XP_021699888.1
OG0006045	XP_017765493.1	XP_001652784.1
OG0006046	XP_017752270.1	XP_021713379.1
OG0006047	XP_017754811.1	XP_021701486.1
OG0006048	XP_017764067.1	XP_021712433.1, XP_001655696.1
OG0006049	XP_017761759.1	XP_001654429.1
OG0006050	XP_017758663.1	XP_021704493.1, XP_001656074.1
OG0006051	XP_017758386.1	XP_021701146.1
OG0006052	XP_017765743.1	XP_001652129.1
OG0006053	XP_017762583.1	XP_001647995.2
OG0006054	XP_017766698.1	XP_001652050.1
OG0006055	XP_017761124.1	XP_001661907.1
OG0006056	XP_017753023.1	XP_021700723.1
OG0006057	XP_017753060.1	XP_001650717.1
OG0006058	XP_017761785.1, XP_017759859.1	XP_001661185.1
OG0006059	XP_017761441.1	XP_021710439.1
OG0006060	XP_017762601.1	XP_021706897.1
OG0006061	XP_017759132.1	XP_021693611.1
OG0006062	XP_017765828.1	XP_001661254.1
OG0006063	XP_017757747.1	XP_001652386.1
OG0006064	XP_017753997.1	XP_021710500.1, XP_001658653.1
OG0006065	XP_017761693.1	XP_021695262.1
OG0006066	XP_017765304.1	XP_021704229.1
OG0006067	XP_017763463.1	XP_021711726.1, XP_001657519.1
OG0006068	XP_017764638.1	XP_001661468.1
OG0006069	XP_017754017.1	XP_021695392.1
OG0006070	XP_017756091.1	XP_021705981.1
OG0006071	XP_017757024.1	XP_001655028.1
OG0006072	XP_017759297.1	XP_001648636.2
OG0006073	XP_017756325.1	XP_001648929.2
OG0006074	XP_017757805.1	XP_011493488.1
OG0006075	XP_017752212.1	XP_021711453.1
OG0006076	XP_017763384.1	XP_021704446.1
OG0006077	XP_017764670.1	XP_001648973.2
OG0006078	XP_017757270.1	XP_001649736.1
OG0006079	XP_017764187.1	XP_001649558.1
OG0006080	XP_017753472.1	XP_021696913.1
OG0006081	XP_017757644.1	XP_021707579.1
OG0006082	XP_017759737.1	XP_001662847.2
OG0006083	XP_017761261.1	XP_021699758.1
OG0006084	XP_017767296.1	XP_021708363.1
OG0006085	XP_017758707.1	XP_021708770.1
OG0006086	XP_017754993.1	XP_001657223.1
OG0006087	XP_017760076.1	XP_021703167.1
OG0006088	XP_017757168.1	XP_001649522.2
OG0006089	XP_017761743.1	XP_021711510.1
OG0006090	XP_017764775.1	XP_001649776.1
OG0006091	XP_017754943.1	XP_001652330.2
OG0006092	XP_017757889.1	XP_001648652.1
OG0006093	XP_017755971.1	XP_021710072.1
OG0006094	XP_017754089.1	XP_021703004.1
OG0006095	XP_017757525.1	XP_001652810.1
OG0006096	XP_017764112.1	XP_001654349.2
OG0006097	XP_017757717.1	XP_021700082.1
OG0006098	XP_017761278.1	XP_021707208.1
OG0006099	XP_017754479.1	XP_021704688.1
OG0006100	XP_017761456.1	XP_021694071.1
OG0006102	XP_017762369.1	XP_021700393.1
OG0006103	XP_017752225.1	XP_001653341.1, XP_021702175.1
OG0006104	XP_017754140.1	XP_021702999.1
OG0006106	XP_017767419.1	XP_021700101.1
OG0006107	XP_017762611.1	XP_021709529.1
OG0006108	XP_017765425.1	XP_001655114.1
OG0006109	XP_017766991.1	XP_001656823.1
OG0006110	XP_017753937.1	XP_001659457.2
OG0006111	XP_017765088.1	XP_001664301.1
OG0006112	XP_017759825.1	XP_001655069.1
OG0006113	XP_017760005.1	XP_001654078.2
OG0006114	XP_017755571.1	XP_001654917.1
OG0006116	XP_017755076.1	XP_001659270.2, XP_001659269.1
OG0006117	XP_017762518.1	XP_021704644.1
OG0006118	XP_017752574.1	XP_001648749.2
OG0006119	XP_017763212.1	XP_021694181.1
OG0006120	XP_017762869.1	XP_021702450.1
OG0006121	XP_017760073.1	XP_001648670.1
OG0006123	XP_017757064.1	XP_021696504.1
OG0006124	XP_017755268.1	XP_001650201.1
OG0006125	XP_017755183.1	XP_001656115.2
OG0006126	XP_017754660.1	XP_001649726.1
OG0006127	XP_017760244.1	XP_001660027.1
OG0006128	XP_017766657.1	XP_001656113.1
OG0006130	XP_017764571.1, XP_017764572.1	XP_021702437.1
OG0006131	XP_017760484.1	XP_021694314.1
OG0006134	XP_017755422.1	XP_021713024.1
OG0006135	XP_017762906.1	XP_021701152.1
OG0006136	XP_017757377.1	XP_021699717.1
OG0006137	XP_017753171.1	XP_021695931.1, XP_021695922.1
OG0006138	XP_017757859.1	XP_021698409.1
OG0006139	XP_017767389.1	XP_001650883.1, XP_021696255.1, XP_021712153.1
OG0006140	XP_017754938.1	XP_021703752.1
OG0006141	XP_017763995.1	XP_021694661.1
OG0006142	XP_017764107.1	XP_001649217.2, XP_021705469.1
OG0006143	XP_017753116.1	XP_001654972.2, XP_021703376.1
OG0006144	XP_017760080.1	XP_021712876.1
OG0006145	XP_017759359.1	XP_001651673.1
OG0006147	XP_017764928.1	XP_021711767.1, XP_001658105.1
OG0006149	XP_017752668.1	XP_001660024.2
OG0006150	XP_017758212.1	XP_021710551.1
OG0006151	XP_017757075.1	XP_021702412.1
OG0006152	XP_017760474.1	XP_021696550.1
OG0006153	XP_017755455.1	XP_001649570.2
OG0006154	XP_017766158.1	XP_021696188.1
OG0006155	XP_017765924.1	XP_021707090.1
OG0006156	XP_017756458.1	XP_021700807.1
OG0006157	XP_017762577.1	XP_001657524.1
OG0006158	XP_017753574.1	XP_001660498.2
OG0006159	XP_017755928.1	XP_001655573.2
OG0006160	XP_017765772.1	XP_001655851.1
OG0006161	XP_017757537.1	XP_021701325.1
OG0006162	XP_017760278.1	XP_001661820.1
OG0006164	XP_017752344.1	XP_001657798.1
OG0006165	XP_017767081.1	XP_001649657.2, XP_021712847.1
OG0006166	XP_017759227.1	XP_001651530.1
OG0006167	XP_017764226.1	XP_021695783.1
OG0006168	XP_017757103.1	XP_001662181.2
OG0006169	XP_017758974.1	XP_001658177.2
OG0006170	XP_017757886.1	XP_001653613.1
OG0006171	XP_017757309.1	XP_001659248.1
OG0006172	XP_017767042.1	XP_001651760.1
OG0006173	XP_017752373.1	XP_021693381.1
OG0006174	XP_017758052.1	XP_001663011.1
OG0006175	XP_017765485.1	XP_021693796.1
OG0006176	XP_017756859.1	XP_021710504.1
OG0006177	XP_017756329.1	XP_021707996.1
OG0006178	XP_017752867.1	XP_021704112.1
OG0006179	XP_017762531.1	XP_021706244.1, XP_001648502.2
OG0006180	XP_017765790.1	XP_021695635.1
OG0006181	XP_017766264.1	XP_021696820.1
OG0006182	XP_017762465.1	XP_021708688.1
OG0006183	XP_017754497.1	XP_001653128.1
OG0006184	XP_017761627.1	XP_001662027.2
OG0006185	XP_017755526.1	XP_001654454.1
OG0006186	XP_017761677.1	XP_001648588.2
OG0006187	XP_017760015.1	XP_021694638.1
OG0006188	XP_017760220.1	XP_021707431.1
OG0006189	XP_017766258.1	XP_021711889.1, XP_021710220.1
OG0006191	XP_017758589.1	XP_011493301.2
OG0006192	XP_017761860.1	XP_001656421.2
OG0006193	XP_017764304.1	XP_001661836.1
OG0006194	XP_017752951.1	XP_021704882.1
OG0006195	XP_017755921.1	XP_001661894.2
OG0006196	XP_017763184.1	XP_001652824.1
OG0006197	XP_017767579.1	XP_001651465.2
OG0006199	XP_017755104.1, XP_017755070.1	XP_001662260.1
OG0006200	XP_017766963.1	XP_001658056.1
OG0006201	XP_017752702.1	XP_001664046.2, XP_021701956.1
OG0006202	XP_017766411.1	XP_021710311.1
OG0006203	XP_017766141.1	XP_001648164.1
OG0006204	XP_017764633.1	XP_001658684.2
OG0006205	XP_017755415.1	XP_021695219.1, XP_021708918.1
OG0006206	XP_017765984.1	XP_021710132.1
OG0006207	XP_017757078.1	XP_021699088.1
OG0006208	XP_017753893.1	XP_021693067.1
OG0006209	XP_017752992.1	XP_021701922.1
OG0006210	XP_017763673.1	XP_001662533.2
OG0006211	XP_017763725.1	XP_021708017.1
OG0006212	XP_017766971.1	XP_001653244.2
OG0006213	XP_017756095.1	XP_001659184.2
OG0006215	XP_017757694.1	XP_001663131.1
OG0006216	XP_017764387.1	XP_001658440.2
OG0006217	XP_017760852.1	XP_001652243.1
OG0006218	XP_017764718.1	XP_001658562.1
OG0006219	XP_017761244.1	XP_001655453.1
OG0006220	XP_017758353.1	XP_021699522.1
OG0006221	XP_017762847.1	XP_021704979.1
OG0006222	XP_017762093.1	XP_001649742.3, XP_021701013.1
OG0006223	XP_017765703.1	XP_001653482.2
OG0006224	XP_017759975.1	XP_001662971.1
OG0006225	XP_017765182.1	XP_001656981.1
OG0006226	XP_017759335.1	XP_001654182.2, XP_021708191.1
OG0006228	XP_017759038.1	XP_001651257.2, XP_021705034.1
OG0006229	XP_017755372.1	XP_001657927.2
OG0006230	XP_017757828.1	XP_001652053.1
OG0006231	XP_017766000.1	XP_021700747.1, XP_021700749.1
OG0006232	XP_017763495.1	XP_021707754.1, XP_001652356.1
OG0006233	XP_017756330.1	XP_021705050.1
OG0006234	XP_017760176.1	XP_001664106.1
OG0006235	XP_017755774.1	XP_021702670.1
OG0006236	XP_017753194.1, XP_017753193.1	XP_001662680.2
OG0006237	XP_017765805.1	XP_001649608.2
OG0006238	XP_017766155.1	XP_021710553.1
OG0006239	XP_017760646.1	XP_021709687.1
OG0006240	XP_017766274.1	XP_001663805.2
OG0006241	XP_017756476.1	XP_001659483.1
OG0006242	XP_017764170.1	XP_001657363.2, XP_001657364.2
OG0006243	XP_017762293.1	XP_001658449.1
OG0006244	XP_017752807.1	XP_021699725.1
OG0006245	XP_017767170.1	XP_001653798.2, XP_021702939.1
OG0006246	XP_017758032.1	XP_001659450.1
OG0006247	XP_017765714.1	XP_021701011.1
OG0006248	XP_017753821.1	XP_021693719.1
OG0006249	XP_017757463.1	XP_021696640.1
OG0006250	XP_017755460.1	XP_021695603.1
OG0006251	XP_017758409.1	XP_021701369.1
OG0006252	XP_017762409.1	XP_001652452.1
OG0006253	XP_017757630.1	XP_001649404.1
OG0006254	XP_017752330.1	XP_021696559.1
OG0006255	XP_017760540.1	XP_001653652.2
OG0006256	XP_017754354.1	XP_021699832.1, XP_021699834.1
OG0006257	XP_017753053.1	XP_001660415.1, XP_021704810.1
OG0006258	XP_017752991.1	XP_001662100.1
OG0006259	XP_017759147.1	XP_021698919.1
OG0006260	XP_017760443.1	XP_021710032.1
OG0006261	XP_017767251.1	XP_021713032.1
OG0006262	XP_017756304.1	XP_001654445.1
OG0006263	XP_017759682.1	XP_001658134.1
OG0006264	XP_017752670.1	XP_001658414.2
OG0006265	XP_017752368.1	XP_001656416.2
OG0006266	XP_017752677.1	XP_001655142.1, XP_021712740.1
OG0006267	XP_017763639.1	XP_021708664.1
OG0006268	XP_017762111.1	XP_001662153.1
OG0006269	XP_017753623.1	XP_001655113.1
OG0006270	XP_017756331.1	XP_021705036.1
OG0006271	XP_017761454.1	XP_001659155.1
OG0006273	XP_017752183.1	XP_001661529.1
OG0006274	XP_017757951.1	XP_021699399.1
OG0006275	XP_017756904.1	XP_001656034.2
OG0006276	XP_017755735.1	XP_001661085.2
OG0006277	XP_017762001.1	XP_001654122.2
OG0006278	XP_017763789.1	XP_021701929.1
OG0006279	XP_017759133.1	XP_001649464.1
OG0006280	XP_017756512.1	XP_021706949.1
OG0006281	XP_017754720.1, XP_017754719.1	XP_021701193.1
OG0006282	XP_017759252.1	XP_021711621.1
OG0006283	XP_017765827.1	XP_001662069.2
OG0006284	XP_017764769.1	XP_001658130.2
OG0006285	XP_017754230.1	XP_001656619.1
OG0006286	XP_017753270.1	XP_001657422.1
OG0006287	XP_017759875.1	XP_001650345.1
OG0006288	XP_017754459.1	XP_021697338.1
OG0006289	XP_017760014.1	XP_001662357.1
OG0006290	XP_017754221.1	XP_021695110.1
OG0006292	XP_017764639.1	XP_001659750.2
OG0006293	XP_017759101.1	XP_001649003.1, XP_021707585.1
OG0006294	XP_017752753.1	XP_001653052.1
OG0006295	XP_017754870.1	XP_001650202.1
OG0006296	XP_017753547.1	XP_021704011.1
OG0006297	XP_017752877.1	XP_001658958.2
OG0006298	XP_017752954.1	XP_001662051.2
OG0006299	XP_017756742.1	XP_021695016.1, XP_021694917.1
OG0006300	XP_017766531.1, XP_017765640.1	XP_021693795.1
OG0006301	XP_017761013.1	XP_021697011.1
OG0006302	XP_017764423.1	XP_021706178.1
OG0006303	XP_017763676.1	XP_001657255.2
OG0006304	XP_017757134.1	XP_021700110.1
OG0006305	XP_017762180.1	XP_021694598.1
OG0006306	XP_017765003.1	XP_001648253.1
OG0006307	XP_017764576.1	XP_021706343.1
OG0006308	XP_017757624.1	XP_001648949.2
OG0006309	XP_017765854.1	XP_001662411.1
OG0006310	XP_017753203.1	XP_001650763.1
OG0006311	XP_017767177.1	XP_021696841.1, XP_001650609.2
OG0006312	XP_017758842.1	XP_001649746.1
OG0006313	XP_017763264.1	XP_001649399.1
OG0006314	XP_017767063.1	XP_021699555.1
