Orthogroup	Eufriesea_mexicana	Apis_mellifera
OG0007942	XP_017756303.1	XP_395776.1
OG0007957	XP_017753579.1	NP_001129377.1
OG0007958	XP_017763715.1	XP_006566978.1
OG0007959	XP_017765059.1	XP_395755.2
OG0007960	XP_017757289.1	XP_624114.1
OG0007961	XP_017764159.1	XP_006559586.3
OG0007962	XP_017754711.1	XP_392244.1
OG0007963	XP_017764819.1	XP_016767673.2
OG0007964	XP_017765879.1	XP_026296197.1
OG0007967	XP_017766755.1	XP_016772482.2
OG0007968	XP_017764477.1	XP_026301726.1
OG0007970	XP_017753389.1	XP_026294886.1
OG0007971	XP_017767173.1	NP_001035925.1, XP_026300666.1
OG0007972	XP_017767238.1	XP_006565707.1
OG0007973	XP_017758455.1	XP_006562922.1
OG0007974	XP_017759827.1	XP_393777.2
OG0007975	XP_017761247.1	XP_006562356.1
OG0007976	XP_017766551.1	XP_006559394.2
OG0007977	XP_017767408.1	XP_016770057.2
OG0007981	XP_017754431.1	XP_001123248.2
OG0007982	XP_017760920.1	XP_395767.4
OG0007983	XP_017762053.1	XP_006557650.1
OG0007984	XP_017760801.1	XP_006562918.1
OG0007985	XP_017758728.1	XP_394546.3
OG0007986	XP_017766375.1	XP_006568962.1
OG0007987	XP_017765009.1	XP_003251353.1
OG0007988	XP_017761360.1	XP_003251482.3, XP_026301852.1
OG0007989	XP_017766537.1	XP_006557892.1
OG0007990	XP_017755393.1	XP_016766750.1
OG0007991	XP_017756720.1	XP_625265.1
OG0007992	XP_017755799.1	XP_624597.2
OG0007994	XP_017756962.1	XP_624596.4
OG0007995	XP_017758579.1	XP_026295917.1
OG0007996	XP_017753424.1	XP_016771115.2
OG0007997	XP_017755989.1	XP_006559190.1
OG0007998	XP_017755272.1, XP_017755276.1	XP_026296853.1
OG0007999	XP_017762812.1	XP_026297546.1
OG0008000	XP_017755703.1	XP_006560829.2
OG0008002	XP_017767441.1	XP_006566106.1
OG0008003	XP_017760674.1	XP_016770478.1
OG0008004	XP_017761212.1	XP_006567819.2
OG0008005	XP_017764324.1	XP_006564581.2
OG0008006	XP_017762126.1	XP_623715.2
OG0008008	XP_017759963.1	XP_003250547.2
OG0008009	XP_017763408.1	XP_396871.5
OG0008010	XP_017761547.1	XP_001122739.1
OG0008011	XP_017755613.1	XP_396835.3
OG0008012	XP_017762046.1	XP_026301427.1
OG0008014	XP_017764786.1	XP_016770378.1
OG0008015	XP_017756419.1	XP_026294880.1
OG0008016	XP_017760855.1	XP_006561976.1
OG0008017	XP_017762623.1	XP_026297737.1, XP_026297735.1
OG0008018	XP_017761663.1	XP_003250495.1
OG0008019	XP_017755282.1	XP_026296829.1
OG0008020	XP_017767186.1	XP_394968.3
OG0008021	XP_017760583.1	XP_016767881.1
OG0008023	XP_017764631.1, XP_017764645.1	XP_026300353.1
OG0008025	XP_017764981.1	XP_006561098.2
OG0008026	XP_017761945.1	NP_001265634.1
OG0008027	XP_017753693.1	XP_016767661.2
OG0008028	XP_017763044.1	XP_026297840.1
OG0008030	XP_017756295.1	XP_016766266.2
OG0008031	XP_017764443.1	XP_026301704.1, XP_026301703.1
OG0008032	XP_017752529.1	XP_006564759.1
OG0008033	XP_017757311.1	XP_006562422.1
OG0008035	XP_017755529.1	XP_006557413.1
OG0008036	XP_017757316.1	XP_026299121.1, XP_026299119.1
OG0008039	XP_017753932.1	XP_006557328.1, XP_006557329.1
OG0008040	XP_017763694.1	XP_006566966.1
OG0008041	XP_017763961.1	XP_016766465.2
OG0008042	XP_017764551.1	XP_016769645.1
OG0008043	XP_017755866.1	XP_026298152.1
OG0008044	XP_017754656.1	XP_001120800.1
OG0008045	XP_017755874.1	XP_006566895.1, XP_395120.3
OG0008046	XP_017763012.1	XP_003250271.1
OG0008047	XP_017752405.1	XP_006559762.2
OG0008049	XP_017766889.1	XP_003250223.1
OG0008053	XP_017762349.1	XP_396321.3
OG0008055	XP_017767644.1	XP_006567357.1
OG0008056	XP_017759674.1	XP_016768628.1
OG0008057	XP_017765075.1	XP_001121888.2
OG0008058	XP_017765972.1	XP_026295543.1
OG0008059	XP_017765887.1	XP_006560670.1
OG0008060	XP_017753457.1	XP_003249112.3
OG0008061	XP_017752569.1	XP_006557626.1
OG0008062	XP_017766525.1	XP_006560481.1
OG0008063	XP_017762853.1	XP_016773353.2
OG0008064	XP_017761567.1	XP_016771594.1
OG0008065	XP_017764243.1	XP_026302048.1
OG0008066	XP_017766498.1	XP_026300574.1
OG0008067	XP_017752785.1	XP_026301355.1
OG0008068	XP_017753817.1	XP_026301198.1
OG0008069	XP_017762850.1	XP_026296661.1, NP_001201833.1
OG0008070	XP_017760056.1	XP_026301565.1
OG0008071	XP_017755332.1	XP_006570271.1
OG0008072	XP_017762140.1	XP_006572265.1
OG0008073	XP_017764088.1	XP_625284.1
OG0008074	XP_017759964.1	XP_006564888.1
OG0008075	XP_017764577.1	XP_397054.2
OG0008076	XP_017767746.1	XP_006561050.1
OG0008077	XP_017752290.1	XP_001120174.2
OG0008078	XP_017755970.1	XP_625166.2
OG0008079	XP_017766365.1	XP_006568942.1
OG0008080	XP_017761851.1	XP_006563488.2
OG0008081	XP_017756705.1	XP_625103.3
OG0008082	XP_017755589.1	XP_026296508.1
OG0008084	XP_017756834.1	XP_392416.4, XP_006565449.2
OG0008085	XP_017754813.1	XP_624989.2
OG0008086	XP_017752536.1	XP_026298076.1
OG0008088	XP_017765975.1	XP_026295559.1
OG0008089	XP_017753569.1	XP_006561474.1
OG0008090	XP_017752171.1	XP_001121861.1
OG0008092	XP_017758039.1	XP_003250264.2
OG0008093	XP_017763306.1	XP_006559459.1
OG0008094	XP_017760248.1	XP_001120482.1
OG0008095	XP_017762897.1	XP_001121859.1
OG0008096	XP_017763276.1	XP_003251738.1
OG0008099	XP_017757514.1	XP_001121920.1
OG0008100	XP_017766535.1	XP_003249184.2
OG0008101	XP_017767146.1	XP_016767406.1
OG0008102	XP_017762147.1	XP_001122059.2
OG0008103	XP_017754319.1	XP_003250933.1
OG0008105	XP_017753536.1	XP_026297046.1
OG0008106	XP_017756274.1	XP_006567272.1
OG0008107	XP_017763659.1	XP_026297904.1
OG0008108	XP_017753108.1	XP_001120020.1
OG0008109	XP_017765070.1	XP_006563594.1
OG0008110	XP_017761935.1	XP_026299626.1
OG0008111	XP_017762277.1	XP_006570451.1
OG0008113	XP_017753714.1	XP_006571427.1
OG0008114	XP_017767199.1	XP_006565783.1
OG0008115	XP_017759983.1	XP_026299706.1
OG0008116	XP_017756193.1	XP_003250057.1
OG0008117	XP_017765408.1	XP_006566136.2
OG0008118	XP_017764770.1	XP_016769784.2
OG0008119	XP_017759977.1	XP_006562746.2
OG0008120	XP_017765169.1	XP_026297411.1
OG0008121	XP_017759018.1	XP_006559528.1
OG0008122	XP_017762209.1	XP_026299207.1
OG0008123	XP_017757196.1, XP_017757195.1	XP_016767291.1
OG0008124	XP_017756677.1	XP_393324.2
OG0008125	XP_017752264.1	XP_001122377.3
OG0008126	XP_017761475.1	XP_003250860.1
OG0008127	XP_017759288.1	XP_391822.2
OG0008128	XP_017758518.1	XP_393146.1
OG0008129	XP_017755987.1	XP_016766496.1
OG0008130	XP_017767616.1	XP_392873.4
OG0008132	XP_017763928.1	XP_396294.3
OG0008133	XP_017761878.1	XP_026298093.1
OG0008134	XP_017758999.1	XP_006559519.2
OG0008135	XP_017754861.1	XP_006560097.1
OG0008136	XP_017752388.1	XP_392656.3
OG0008137	XP_017758147.1	XP_026294728.1
OG0008138	XP_017752483.1	XP_006562620.2
OG0008140	XP_017763228.1	XP_003249119.1
OG0008142	XP_017766184.1	XP_026295387.1
OG0008143	XP_017762254.1	NP_001242964.1, XP_026299341.1
OG0008144	XP_017756159.1	XP_001120601.2
OG0008145	XP_017752326.1	XP_001120712.2
OG0008146	XP_017766440.1	XP_001120957.3
OG0008147	XP_017763077.1	XP_001121052.1
OG0008148	XP_017759653.1, XP_017761779.1	XP_001121801.2
OG0008149	XP_017759103.1	XP_001122830.2
OG0008150	XP_017767193.1	XP_001122996.1
OG0008151	XP_017756231.1	XP_006563738.1, XP_003250307.1
OG0008152	XP_017755229.1	XP_003251088.2
OG0008153	XP_017766107.1	XP_003251208.1
OG0008154	XP_017761385.1	XP_003251494.2
OG0008155	XP_017758928.1	XP_003251580.2
OG0008156	XP_017753715.1	XP_003251741.1
OG0008157	XP_017767115.1	XP_006558072.1
OG0008158	XP_017752969.1	XP_006558272.1
OG0008160	XP_017755743.1	XP_006561659.1
OG0008161	XP_017761825.1	XP_006562906.1
OG0008162	XP_017757565.1, XP_017758363.1	XP_006562941.1
OG0008163	XP_017756621.1	XP_006568331.1
OG0008164	XP_017762266.1	XP_006570455.2, XP_016770237.2, XP_026299898.1
OG0008165	XP_017759070.1	XP_006571694.1
OG0008166	XP_017755980.1	XP_026295795.1
OG0008166	XP_017756122.1	XP_016767383.2
OG0008167	XP_017767295.1	XP_026297457.1, XP_016768511.2
OG0008168	XP_017752875.1	XP_016771026.2
OG0008169	XP_017766871.1	XP_016772605.1
OG0008170	XP_017753376.1, XP_017753375.1	XP_026294761.1
OG0008171	XP_017758942.1	XP_026294935.1
OG0008171	XP_017758943.1	XP_026294934.1
OG0008172	XP_017767658.1	XP_026296384.1
OG0008173	XP_017763574.1	XP_026297106.1
OG0008174	XP_017756588.1	XP_026297357.1
OG0008175	XP_017757114.1	XP_026297729.1, XP_026297728.1
OG0008176	XP_017756000.1	XP_026298211.1
OG0008177	XP_017760863.1	XP_026299370.1
OG0008178	XP_017753846.1	XP_026301336.1, XP_393326.4
OG0008179	XP_017762475.1	XP_026301619.1
OG0008180	XP_017764879.1	XP_026301654.1
OG0008181	XP_017764397.1	XP_026301698.1, XP_026301699.1
OG0008182	XP_017755163.1	XP_393616.4
OG0008183	XP_017765824.1	XP_396044.4
OG0008184	XP_017757821.1	XP_623517.3
OG0008185	XP_017755097.1	XP_625201.3
OG0008186	XP_017757826.1	XP_625237.3
OG0008198	XP_017755831.1	XP_001122724.2
OG0008199	XP_017754134.1	XP_623181.2
OG0008200	XP_017760858.1	XP_016770709.1
OG0008202	XP_017765241.1	XP_016772082.1
OG0008203	XP_017753517.1	XP_001120530.1
OG0008204	XP_017764080.1	XP_624877.1
OG0008205	XP_017759112.1	XP_006558083.1
OG0008206	XP_017756444.1	XP_003251327.1
OG0008207	XP_017757218.1	XP_001121520.2
OG0008208	XP_017764980.1	XP_006561079.1
OG0008209	XP_017757249.1	XP_026295802.1
OG0008210	XP_017754753.1	XP_026295020.1
OG0008211	XP_017756749.1	XP_006562666.1
OG0008212	XP_017767394.1	XP_006566093.1
OG0008213	XP_017759739.1	XP_006565937.2
OG0008214	XP_017752123.1	XP_624025.3
OG0008215	XP_017759547.1	XP_392826.1
OG0008217	XP_017761820.1	XP_006561837.1
OG0008219	XP_017754423.1	XP_001120581.3
OG0008220	XP_017758596.1	XP_026295869.1
OG0008221	XP_017758598.1	XP_006558791.2
OG0008223	XP_017758211.1	XP_624430.3
OG0008224	XP_017752167.1	XP_001121188.2
OG0008225	XP_017759298.1	XP_026300676.1
OG0008226	XP_017762705.1	XP_006568442.1
OG0008228	XP_017762650.1	XP_016769573.1
OG0008229	XP_017766501.1	XP_026300536.1, XP_006558594.3
OG0008230	XP_017763178.1	XP_026299687.1
OG0008231	XP_017760509.1	XP_026301295.1
OG0008232	XP_017754712.1	XP_001121279.1
OG0008233	XP_017757368.1	XP_026295375.1
OG0008234	XP_017759251.1	XP_001120659.3
OG0008235	XP_017756418.1	XP_006568841.1
OG0008236	XP_017761732.1	XP_026297332.1
OG0008237	XP_017762641.1	XP_026298749.1
OG0008238	XP_017755522.1	XP_003249357.1
OG0008239	XP_017755687.1	NP_001314881.1
OG0008240	XP_017756068.1	XP_016766916.1
OG0008243	XP_017762252.1	XP_026299432.1
OG0008244	XP_017762000.1	XP_026300230.1
OG0008247	XP_017764956.1	XP_006561073.2
OG0008248	XP_017765127.1	XP_026297647.1
OG0008249	XP_017753005.1	XP_016771131.1, NP_001127805.1
OG0008251	XP_017761898.1	XP_026302060.1
OG0008252	XP_017766660.1	XP_394435.3
OG0008253	XP_017760502.1	XP_026301415.1
OG0008254	XP_017763363.1	XP_016768884.2
OG0008255	XP_017758006.1	XP_006571384.2
OG0008256	XP_017762909.1	XP_006563151.1
OG0008257	XP_017767084.1, XP_017767086.1	XP_393531.4
OG0008258	XP_017761538.1	XP_006564878.1
OG0008259	XP_017765242.1	XP_016772077.1
OG0008260	XP_017767303.1	XP_006560607.2
OG0008261	XP_017759656.1	XP_003250659.1
OG0008262	XP_017762756.1	XP_026301739.1
OG0008264	XP_017756751.1	XP_026297966.1, XP_006562675.2, XP_026297967.1
OG0008265	XP_017767427.1	XP_006564533.2
OG0008266	XP_017763409.1	XP_026299858.1
OG0008267	XP_017759957.1	XP_001120731.3
OG0008269	XP_017759264.1	XP_016771109.1
OG0008274	XP_017759980.1	XP_395186.4
OG0008276	XP_017764608.1	XP_396506.4
OG0008277	XP_017753892.1	XP_001122354.2
OG0008279	XP_017757709.1	XP_001122709.2
OG0008281	XP_017761763.1	XP_393422.3
OG0008282	XP_017765766.1	XP_003250141.2
OG0008283	XP_017753993.1	XP_001120029.4
OG0008285	XP_017767771.1	XP_001121014.2
OG0008286	XP_017762115.1	XP_006570013.1
OG0008287	XP_017760180.1	XP_016768360.1, XP_016768359.1
OG0008289	XP_017753842.1	XP_003249259.2
OG0008290	XP_017765154.1	XP_006568357.1
OG0008291	XP_017762227.1	XP_394822.5
OG0008292	XP_017752230.1	XP_006564116.2
OG0008293	XP_017764899.1	XP_026301653.1
OG0008296	XP_017758015.1	XP_026299054.1
OG0008297	XP_017759343.1	XP_006563097.2
OG0008298	XP_017764817.1	XP_394396.2
OG0008299	XP_017767145.1	XP_026301542.1
OG0008300	XP_017766670.1	NP_001318046.1
OG0008301	XP_017765801.1	XP_006568583.2
OG0008302	XP_017765641.1	XP_394768.4
OG0008304	XP_017754463.1	XP_016767692.1
OG0008305	XP_017763382.1	XP_003251557.1
OG0008306	XP_017760340.1	XP_026299499.1
OG0008307	XP_017762665.1, XP_017762740.1	XP_026295731.1, NP_001229316.1
OG0008309	XP_017765831.1	XP_016767077.2
OG0008310	XP_017766760.1	XP_001121276.2
OG0008313	XP_017764026.1	NP_001011615.1
OG0008314	XP_017759076.1	NP_001012981.1
OG0008315	XP_017756319.1	XP_001120565.2
OG0008316	XP_017756762.1	NP_001161181.1
OG0008317	XP_017758171.1	XP_001119915.1
OG0008318	XP_017766860.1	XP_001120213.2
OG0008319	XP_017757122.1	XP_001120937.2
OG0008320	XP_017759404.1	XP_001121075.2
OG0008321	XP_017762640.1	XP_001121195.3
OG0008322	XP_017752764.1	XP_001122155.2
OG0008323	XP_017754543.1	XP_001123118.3
OG0008324	XP_017755731.1	XP_003249913.2
OG0008325	XP_017754593.1	XP_003250151.1
OG0008326	XP_017767406.1, XP_017767407.1	XP_003250478.1, XP_026299118.1
OG0008327	XP_017767707.1	XP_003250530.3
OG0008328	XP_017761517.1	XP_003250694.2
OG0008329	XP_017757478.1	XP_003251098.2
OG0008330	XP_017763113.1	XP_006557712.2, XP_006557711.2
OG0008331	XP_017767113.1	XP_006558067.1
OG0008332	XP_017766851.1	XP_006558575.2
OG0008334	XP_017761988.1	XP_006561322.1
OG0008335	XP_017755572.1	XP_006561986.1
OG0008336	XP_017754740.1	XP_006564293.1, XP_396233.3
OG0008337	XP_017759002.1	XP_006564453.2
OG0008338	XP_017764321.1	XP_006564579.2
OG0008339	XP_017758377.1	XP_006566253.2
OG0008340	XP_017761626.1	XP_026298086.1, XP_006566898.1
OG0008341	XP_017752836.1	XP_026298656.1, XP_006567511.1
OG0008342	XP_017758676.1	XP_006568293.1, XP_006568294.1
OG0008343	XP_017762547.1, XP_017762520.1	XP_006569113.1
OG0008344	XP_017762537.1	XP_006569119.1
OG0008344	XP_017762538.1	XP_006569118.1
OG0008345	XP_017759035.1	XP_006569245.1
OG0008346	XP_017762215.1	XP_006572153.1
OG0008348	XP_017755389.1	XP_016766313.1
OG0008350	XP_017758556.1	XP_016767258.1
OG0008352	XP_017760440.1	XP_016768351.1
OG0008353	XP_017763072.1	XP_016768754.2
OG0008354	XP_017763524.1	XP_016769216.1
OG0008355	XP_017761654.1	XP_016769294.1
OG0008356	XP_017755742.1	XP_016769452.2
OG0008357	XP_017756457.1	XP_016769968.1
OG0008358	XP_017754377.1	XP_016770201.1
OG0008359	XP_017761483.1	XP_016770625.2
OG0008360	XP_017754049.1	XP_026294857.1
OG0008361	XP_017754602.1	XP_016772403.2
OG0008363	XP_017753098.1	XP_026295811.1
OG0008364	XP_017766330.1	XP_026296009.1
OG0008365	XP_017753996.1	XP_026296525.1
OG0008366	XP_017758021.1, XP_017765604.1	XP_026296698.1, XP_026296699.1
OG0008367	XP_017752625.1	XP_026296747.1
OG0008368	XP_017761966.1	XP_026297100.1, XP_026297180.1
OG0008369	XP_017764287.1	XP_026297839.1
OG0008370	XP_017763710.1	XP_026298319.1
OG0008371	XP_017758253.1	XP_026298984.1
OG0008372	XP_017757846.1	XP_026299129.1
OG0008373	XP_017767498.1	XP_026299198.1
OG0008374	XP_017764857.1	XP_026300352.1
OG0008375	XP_017765516.1	XP_026300914.1
OG0008376	XP_017752822.1	XP_026301142.1
OG0008379	XP_017764844.1	XP_026301985.1
OG0008380	XP_017761837.1	XP_026302023.1
OG0008381	XP_017762346.1	XP_391861.2
OG0008382	XP_017759926.1	XP_394017.3
OG0008383	XP_017763251.1	XP_394795.1
OG0008384	XP_017765762.1	XP_397526.2
OG0008385	XP_017761648.1	XP_624595.2
OG0008387	XP_017753745.1	XP_625108.2
OG0008406	XP_017756652.1	XP_026295854.1
OG0008407	XP_017759171.1	XP_016767412.1
OG0008410	XP_017761510.1	XP_026300979.1
OG0008411	XP_017756491.1	XP_006567023.2
OG0008413	XP_017765085.1	XP_001121657.1
OG0008414	XP_017762152.1	XP_026296475.1
OG0008415	XP_017766196.1	XP_006563167.1
OG0008417	XP_017765953.1	XP_006559843.1
OG0008419	XP_017760127.1	XP_026301561.1
OG0008420	XP_017752305.1	XP_016766862.1
OG0008422	XP_017760329.1	XP_001120327.2
OG0008423	XP_017766186.1	XP_006564072.1
OG0008424	XP_017752794.1	XP_026301305.1
OG0008425	XP_017762167.1	XP_006570014.1
OG0008426	XP_017766827.1	XP_016771233.1, XP_016771237.1
OG0008429	XP_017758259.1	XP_026297196.1
OG0008431	XP_017758798.1	XP_001122247.5
OG0008432	XP_017755996.1	XP_006563773.1
OG0008433	XP_017762921.1	XP_016771008.1, XP_393861.2
OG0008434	XP_017764915.1	XP_397545.2
OG0008435	XP_017763054.1	XP_026297712.1
OG0008436	XP_017759094.1	XP_026300572.1
OG0008437	XP_017757822.1	XP_026300788.1
OG0008438	XP_017764291.1	XP_006571076.1
OG0008439	XP_017759835.1	XP_016770628.2
OG0008440	XP_017753031.1	XP_003249228.1
OG0008441	XP_017756790.1	XP_006568447.1, NP_001106140.1
OG0008442	XP_017762471.1	XP_026301696.1
OG0008443	XP_017753848.1	XP_026301284.1
OG0008445	XP_017756162.1	XP_003250593.2
OG0008446	XP_017766815.1	XP_003249323.1
OG0008449	XP_017762148.1	XP_006569996.2
OG0008450	XP_017756682.1	XP_016767481.2, XP_026295961.1
OG0008451	XP_017763103.1	XP_026298248.1
OG0008452	XP_017762240.1	XP_016770929.1
OG0008453	XP_017760389.1	XP_001121598.1
OG0008454	XP_017760726.1	XP_006566732.1
OG0008455	XP_017765704.1	XP_001120476.1
OG0008457	XP_017759899.1	XP_001120952.2
OG0008458	XP_017766167.1	XP_016769937.1
OG0008460	XP_017766103.1	XP_016766939.1
OG0008461	XP_017754058.1	XP_006570850.3
OG0008462	XP_017754916.1, XP_017754892.1	XP_016770206.1
OG0008463	XP_017767068.1	XP_016766885.2
OG0008464	XP_017755096.1	XP_026302146.1, NP_001177350.1
OG0008467	XP_017764662.1	XP_003251594.2
OG0008468	XP_017760503.1	XP_003250331.2
OG0008471	XP_017755449.1	XP_026300961.1
OG0008472	XP_017752427.1	XP_006560546.1
OG0008474	XP_017758298.1	XP_003249231.1
OG0008475	XP_017753447.1	XP_016770829.1, NP_001027532.1
OG0008476	XP_017760516.1	XP_026299285.1
OG0008477	XP_017754769.1	XP_006566369.2
OG0008479	XP_017761003.1	XP_006572428.1
OG0008480	XP_017753211.1	XP_624062.4
OG0008483	XP_017761710.1	XP_016768033.1
OG0008484	XP_017756089.1	XP_006562319.3
OG0008488	XP_017761864.1	XP_026298102.1
OG0008490	XP_017764269.1	XP_006561977.1
OG0008492	XP_017753572.1	XP_016772644.2
OG0008493	XP_017753914.1	XP_003249871.1
OG0008494	XP_017759824.1	XP_003249427.1
OG0008495	XP_017755227.1	XP_016768723.1
OG0008496	XP_017762079.1	XP_016769089.1
OG0008497	XP_017753567.1	XP_006569960.2
OG0008498	XP_017756360.1	XP_016773513.1
OG0008499	XP_017757133.1	XP_026295825.1
OG0008500	XP_017763778.1	NP_001265261.1
OG0008502	XP_017758019.1	XP_001120991.3
OG0008503	XP_017761448.1	NP_001161308.1
OG0008504	XP_017757776.1	XP_001120039.2
OG0008505	XP_017763584.1	XP_001120914.2
OG0008506	XP_017764363.1	XP_001121053.2
OG0008507	XP_017758782.1	XP_001121104.2
OG0008508	XP_017762392.1	XP_001121539.3
OG0008509	XP_017766645.1	XP_001122391.1
OG0008510	XP_017752825.1	XP_001122441.2
OG0008511	XP_017758575.1	XP_001122454.1
OG0008512	XP_017759697.1	XP_001122673.2
OG0008513	XP_017766096.1	XP_003250108.1
OG0008514	XP_017765634.1, XP_017754457.1	XP_016768243.1, XP_016768244.1, XP_003250114.1
OG0008515	XP_017756763.1	XP_003250135.2
OG0008516	XP_017761778.1	XP_003250139.1
OG0008517	XP_017762671.1	XP_003250590.3
OG0008518	XP_017756167.1	XP_003250613.3, XP_006565216.2
OG0008519	XP_017761512.1	XP_003250709.1
OG0008520	XP_017766491.1	XP_003251287.2
OG0008521	XP_017763111.1	XP_006557714.2, XP_026294844.1
OG0008522	XP_017754287.1	XP_006559242.1
OG0008523	XP_017763296.1	XP_006559467.1
OG0008524	XP_017752359.1	XP_006560539.1
OG0008525	XP_017756829.1	XP_006561940.2, XP_026298717.1
OG0008526	XP_017753411.1	XP_006562278.2, XP_006562277.2
OG0008527	XP_017752221.1	XP_006564123.1
OG0008528	XP_017765290.1	XP_006564133.1
OG0008529	XP_017756819.1	XP_006565269.1
OG0008530	XP_017764613.1	XP_006565344.1
OG0008531	XP_017765203.1	XP_006565903.1
OG0008532	XP_017758675.1	XP_016766391.2, XP_006565986.1
OG0008533	XP_017753862.1	XP_006567514.2
OG0008534	XP_017756930.1	XP_026298725.1, XP_395313.3, XP_006567529.1
OG0008535	XP_017757439.1	XP_006567976.2
OG0008536	XP_017757779.1	XP_006568109.1
OG0008537	XP_017766966.1	XP_006568129.2
OG0008538	XP_017765691.1	XP_006568266.1
OG0008539	XP_017756649.1	XP_006568318.1
OG0008540	XP_017753480.1	XP_006570182.1, XP_006570183.1
OG0008541	XP_017753727.1	XP_006571408.1, XP_016769071.1
OG0008542	XP_017762585.1	XP_006571647.1
OG0008543	XP_017753510.1	XP_006571675.2
OG0008544	XP_017766350.1	XP_016766473.2
OG0008546	XP_017766550.1, XP_017767009.1	XP_016766584.2
OG0008547	XP_017762161.1	XP_016767920.2
OG0008549	XP_017761308.1	XP_016768733.1
OG0008550	XP_017754536.1	XP_016768973.2
OG0008551	XP_017764726.1	XP_016769880.2
OG0008552	XP_017767150.1	XP_016771705.1
OG0008553	XP_017765416.1	XP_016771938.1
OG0008554	XP_017754611.1	XP_016772625.1
OG0008555	XP_017756342.1, XP_017754691.1	XP_016773618.1
OG0008556	XP_017756383.1	XP_026294768.1
OG0008557	XP_017767107.1	XP_026295318.1
OG0008558	XP_017764698.1	XP_026295374.1
OG0008559	XP_017755303.1	XP_026296390.1
OG0008560	XP_017761338.1	XP_026296670.1
OG0008561	XP_017757546.1	XP_026296847.1
OG0008562	XP_017761436.1	XP_026296883.1
OG0008563	XP_017767754.1	XP_026297189.1
OG0008564	XP_017752133.1, XP_017752135.1	XP_026297191.1
OG0008565	XP_017754901.1	XP_026297220.1
OG0008566	XP_017760660.1	XP_026297434.1
OG0008567	XP_017756770.1	XP_026297928.1, XP_026297929.1
OG0008568	XP_017760285.1	XP_026298144.1
OG0008569	XP_017755736.1, XP_017755737.1	XP_026298819.1, XP_026298820.1
OG0008570	XP_017759033.1	XP_026299162.1
OG0008570	XP_017759043.1	XP_026298998.1
OG0008571	XP_017756455.1	XP_026299104.1
OG0008572	XP_017757552.1, XP_017758364.1	XP_026299202.1
OG0008573	XP_017762301.1	XP_026299902.1
OG0008574	XP_017763353.1	XP_026301841.1
OG0008575	XP_017762561.1	XP_026302102.1
OG0008576	XP_017761120.1	XP_026302115.1
OG0008577	XP_017756993.1	XP_395833.4
OG0008578	XP_017764123.1	XP_396715.5
OG0008579	XP_017758479.1	XP_397488.4
OG0008580	XP_017762700.1	XP_623341.1
OG0008581	XP_017762878.1	XP_623705.3
OG0008582	XP_017752309.1	XP_625253.1
OG0008583	XP_017761282.1	XP_625258.1
OG0008601	XP_017762703.1	XP_006568426.2
OG0008602	XP_017761857.1	XP_392077.1
OG0008604	XP_017759322.1	XP_393474.5
OG0008608	XP_017760539.1	XP_006560272.2
OG0008609	XP_017767259.1	XP_006565700.1
OG0008610	XP_017762086.1	XP_026300081.1
OG0008611	XP_017758037.1	XP_006563536.2
OG0008612	XP_017754650.1	XP_396394.3
OG0008613	XP_017757295.1	XP_625059.4
OG0008616	XP_017761967.1	XP_026297056.1
OG0008618	XP_017755820.1	XP_006561723.2
OG0008619	XP_017759480.1	XP_623699.3
OG0008622	XP_017767136.1	XP_026300971.1
OG0008623	XP_017752457.1	XP_006561057.2
OG0008625	XP_017762738.1	XP_026302264.1
OG0008626	XP_017763445.1	XP_026298281.1
OG0008627	XP_017755528.1	XP_026300253.1
OG0008630	XP_017754951.1	XP_006564732.1
OG0008631	XP_017761123.1	XP_006571787.1
OG0008633	XP_017765022.1	XP_001121815.3
OG0008636	XP_017767553.1	XP_016767442.2
OG0008640	XP_017761639.1	XP_624408.3
OG0008645	XP_017758358.1	XP_026298995.1
OG0008646	XP_017757100.1	XP_006565429.2
OG0008651	XP_017760235.1	XP_026301144.1
OG0008652	XP_017765681.1	XP_006568214.2
OG0008653	XP_017754465.1	NP_008084.1
OG0008655	XP_017765552.1	XP_026298616.1
OG0008656	XP_017760928.1	XP_003251505.4
OG0008658	XP_017754796.1	XP_003251283.3
OG0008659	XP_017753243.1	XP_001121331.2
OG0008660	XP_017753990.1	NP_001229506.1
OG0008661	XP_017763638.1	XP_006558918.1
OG0008662	XP_017762337.1	XP_006569918.1
OG0008666	XP_017765969.1	XP_003249985.1
OG0008667	XP_017764239.1	XP_006562019.2
OG0008668	XP_017754871.1	XP_006566328.3
OG0008670	XP_017766629.1	XP_003249476.1
OG0008672	XP_017759292.1	XP_016771904.2
OG0008674	XP_017764281.1	XP_006561981.1
OG0008675	XP_017767187.1	XP_003250716.1
OG0008676	XP_017754874.1	XP_026297054.1
OG0008677	XP_017765793.1	XP_016768959.1
OG0008678	XP_017755251.1	NP_001035359.1, XP_026296327.1
OG0008679	XP_017766296.1	XP_026294970.1, NP_001128412.1
OG0008680	XP_017762137.1	NP_001233180.1, XP_026296303.1
OG0008681	XP_017765834.1	NP_001314894.1
OG0008682	XP_017761359.1	XP_001120222.1
OG0008683	XP_017767453.1	XP_001120319.3
OG0008684	XP_017760090.1	XP_001120652.1
OG0008685	XP_017758654.1	XP_001120754.2
OG0008686	XP_017755926.1	XP_001121525.2
