Orthogroup	Eufriesea_mexicana	Bombyx_mori
OG0006278	XP_017763789.1	NP_001166623.2
OG0006279	XP_017759133.1	XP_004926544.2
OG0006280	XP_017756512.1	XP_021205078.1, XP_012547476.2
OG0006281	XP_017754720.1, XP_017754719.1	XP_037871407.1
OG0006282	XP_017759252.1	XP_012550524.1
OG0006283	XP_017765827.1	XP_012549289.1
OG0006284	XP_017764769.1	XP_004923266.1
OG0006285	XP_017754230.1	XP_012549973.1
OG0006286	XP_017753270.1	XP_004924345.1
OG0006287	XP_017759875.1	XP_004930199.1
OG0006288	XP_017754459.1	XP_004930530.2
OG0006289	XP_017760014.1	XP_004932572.1
OG0006290	XP_017754221.1	XP_012553409.1
OG0006292	XP_017764639.1	XP_037868457.1
OG0006294	XP_017752753.1	XP_012545526.1
OG0006295	XP_017754870.1	XP_004925557.1
OG0006296	XP_017753547.1	XP_004929397.2
OG0006297	XP_017752877.1	XP_037866759.1
OG0006298	XP_017752954.1	XP_037868691.1
OG0006299	XP_017756742.1	XP_037870432.1
OG0006300	XP_017766531.1, XP_017765640.1	XP_004931062.2
OG0006301	XP_017761013.1	XP_021208415.1
OG0006302	XP_017764423.1	XP_037868415.1
OG0006303	XP_017763676.1	XP_004928583.1
OG0006304	XP_017757134.1	XP_004922916.1
OG0006305	XP_017762180.1	NP_001128674.1, XP_012551138.1
OG0006306	XP_017765003.1	XP_004930526.1
OG0006307	XP_017764576.1	XP_004923674.2
OG0006308	XP_017757624.1	XP_004921889.3
OG0006309	XP_017765854.1	XP_004931156.1
OG0006310	XP_017753203.1	XP_004929188.2
OG0006311	XP_017767177.1	NP_001106225.1
OG0006312	XP_017758842.1	XP_021204624.1
OG0006313	XP_017763264.1	NP_001040484.1
OG0006314	XP_017767063.1	XP_037869142.1
OG0006315	XP_017767077.1	XP_004921638.1
OG0006316	XP_017764221.1	XP_037872345.1
OG0006317	XP_017764697.1	XP_004926247.1
OG0006318	XP_017759701.1	NP_001037189.1
OG0006319	XP_017753176.1	XP_004933404.1
OG0006320	XP_017753215.1	XP_012551338.2
OG0006322	XP_017762350.1	XP_004923246.1, XP_004923245.1
OG0006323	XP_017760845.1	NP_001040330.1
OG0006324	XP_017765100.1	XP_037874371.1
OG0006325	XP_017764325.1	XP_004926308.1
OG0006326	XP_017758242.1	XP_012550007.2
OG0006327	XP_017755564.1	XP_037873091.1
OG0006328	XP_017763502.1	XP_004932103.1
OG0006329	XP_017753890.1	XP_004922163.1
OG0006331	XP_017767159.1	XP_012551440.2
OG0006332	XP_017760708.1	NP_001040449.1
OG0006333	XP_017757952.1	XP_004925198.1
OG0006334	XP_017754445.1	NP_001091761.1
OG0006335	XP_017756641.1	XP_021207055.1
OG0006336	XP_017756972.1	XP_004927302.1
OG0006337	XP_017764242.1	NP_001040340.1
OG0006338	XP_017752716.1	XP_004923557.1
OG0006339	XP_017757061.1	XP_037871272.1
OG0006340	XP_017757113.1	XP_012550298.2
OG0006341	XP_017756803.1	XP_012551572.3
OG0006343	XP_017755100.1	XP_004932487.1
OG0006344	XP_017767315.1	XP_037871666.1
OG0006345	XP_017766393.1	XP_004929713.2
OG0006346	XP_017760021.1	XP_004924175.1
OG0006347	XP_017762694.1	NP_001296518.1
OG0006348	XP_017756154.1	XP_004926444.1
OG0006349	XP_017754541.1	XP_004924785.1
OG0006350	XP_017765419.1	NP_001243942.1
OG0006351	XP_017759138.1	XP_012553262.1, NP_001037043.1
OG0006352	XP_017766031.1	XP_021203148.2
OG0006353	XP_017754367.1	XP_004930118.1
OG0006355	XP_017754929.1	XP_037874906.1
OG0006356	XP_017754300.1	XP_037876765.1, XP_037876772.1
OG0006357	XP_017760312.1	XP_037872222.1
OG0006358	XP_017767350.1	XP_004921724.1
OG0006359	XP_017752515.1	XP_037872311.1
OG0006360	XP_017754257.1	XP_037874933.1
OG0006361	XP_017761602.1	XP_004931334.1
OG0006362	XP_017752132.1	XP_037869805.1
OG0006365	XP_017758174.1	XP_037876515.1, XP_012551662.2
OG0006366	XP_017757728.1	XP_004932206.1
OG0006367	XP_017755098.1	XP_021206626.1
OG0006368	XP_017759294.1	XP_004930202.2
OG0006369	XP_017756066.1	XP_037869098.1
OG0006370	XP_017760603.1	XP_004922575.1
OG0006371	XP_017763692.1	XP_004931102.2
OG0006372	XP_017760507.1	XP_004924060.1
OG0006373	XP_017766855.1	XP_037877705.1
OG0006374	XP_017758946.1	NP_001268826.1
OG0006375	XP_017760704.1	XP_004925484.1
OG0006376	XP_017758789.1	XP_037877108.1
OG0006377	XP_017764902.1	XP_037866843.1
OG0006378	XP_017756181.1	XP_004927170.1
OG0006379	XP_017767536.1	XP_004930132.1
OG0006380	XP_017766663.1	XP_012551891.1
OG0006381	XP_017752509.1	NP_001103762.1
OG0006382	XP_017754320.1	XP_012553008.2
OG0006383	XP_017753351.1	XP_037873696.1, XP_037873697.1
OG0006384	XP_017763399.1	XP_004932365.2
OG0006385	XP_017755726.1	XP_004922516.1
OG0006386	XP_017759750.1	XP_012543804.2, XP_021202037.2
OG0006387	XP_017760316.1	XP_004923044.1
OG0006388	XP_017755431.1	XP_004932152.2
OG0006389	XP_017757358.1	XP_012552801.1
OG0006390	XP_017767576.1	XP_004933409.1
OG0006391	XP_017757282.1	XP_037871824.1
OG0006392	XP_017754386.1	XP_037873701.1
OG0006393	XP_017765317.1	XP_004924171.1
OG0006394	XP_017753390.1	XP_004931048.2
OG0006395	XP_017763448.1	XP_037867750.1
OG0006396	XP_017755558.1	XP_012545533.1
OG0006397	XP_017764000.1	NP_001040293.1
OG0006398	XP_017762968.1	XP_004922527.1
OG0006399	XP_017755952.1	XP_012547880.2
OG0006400	XP_017763457.1	XP_012551960.2
OG0006401	XP_017755913.1	XP_012548284.1
OG0006402	XP_017760434.1	XP_012549822.2
OG0006403	XP_017759830.1	XP_004932509.1
OG0006404	XP_017763838.1	NP_001037283.1
OG0006405	XP_017766565.1	XP_012547530.1
OG0006406	XP_017756354.1	XP_004929707.1
OG0006407	XP_017752548.1	XP_004921642.1
OG0006408	XP_017763530.1	NP_001036905.1
OG0006409	XP_017767256.1	XP_004930568.1
OG0006410	XP_017752233.1	XP_037868366.1
OG0006411	XP_017763890.1	XP_004924250.1, NP_001274768.1
OG0006413	XP_017752513.1	XP_012547253.2
OG0006414	XP_017758348.1	XP_037867071.1, XP_021207735.1
OG0006415	XP_017757963.1	XP_012545253.2
OG0006416	XP_017766008.1	XP_037866571.1
OG0006417	XP_017767448.1	XP_037873618.1
OG0006418	XP_017767269.1	XP_037875703.1
OG0006419	XP_017765809.1	XP_004926504.3
OG0006420	XP_017760178.1	XP_004922844.2
OG0006421	XP_017762364.1	XP_012552864.1
OG0006422	XP_017758829.1	XP_004922415.2
OG0006423	XP_017765993.1	XP_037876793.1
OG0006425	XP_017753011.1	XP_004925145.3
OG0006426	XP_017766649.1	XP_004921562.2
OG0006427	XP_017760044.1, XP_017760038.1	XP_004921755.2
OG0006430	XP_017755585.1	XP_004933323.1
OG0006431	XP_017762925.1	XP_004928669.1
OG0006432	XP_017766451.1	XP_037871387.1
OG0006433	XP_017757615.1	XP_037876318.1
OG0006434	XP_017755469.1	XP_004931652.2
OG0006435	XP_017756526.1	XP_012553125.2, XP_037876260.1
OG0006437	XP_017752253.1	XP_004927400.1, XP_004927401.1
OG0006438	XP_017752844.1	XP_004926352.1, XP_021203786.1
OG0006439	XP_017764457.1	XP_021203522.1
OG0006440	XP_017767686.1	XP_004925722.1
OG0006441	XP_017754053.1	XP_037876504.1
OG0006442	XP_017761730.1	XP_012544505.3
OG0006443	XP_017765940.1	XP_004931306.1
OG0006444	XP_017761173.1	NP_001091839.1
OG0006445	XP_017755399.1	XP_004929846.1
OG0006446	XP_017764286.1	XP_037868014.1
OG0006447	XP_017759711.1, XP_017761782.1	XP_037867467.1
OG0006448	XP_017756771.1	XP_012548199.1
OG0006449	XP_017752298.1	XP_037876525.1
OG0006451	XP_017759238.1	XP_012549904.2, NP_001037572.1
OG0006452	XP_017757498.1	XP_037877067.1
OG0006453	XP_017760428.1	NP_001269273.1
OG0006454	XP_017760009.1	XP_004930905.1
OG0006455	XP_017765567.1	XP_037868644.1
OG0006456	XP_017755151.1	XP_037871411.1
OG0006457	XP_017761995.1	XP_004926521.1
OG0006458	XP_017756032.1	XP_004928708.1
OG0006459	XP_017765278.1	XP_004924043.2
OG0006460	XP_017753791.1	XP_004928986.1
OG0006463	XP_017759551.1	XP_004931093.1
OG0006464	XP_017758747.1	XP_037867228.1
OG0006465	XP_017761032.1	XP_037871632.1
OG0006466	XP_017764071.1	NP_001040346.1
OG0006467	XP_017760091.1	XP_037866627.1
OG0006469	XP_017758874.1	XP_012543922.1
OG0006470	XP_017752205.1	XP_037870396.1
OG0006471	XP_017767027.1	XP_021207333.2
OG0006472	XP_017759985.1	XP_037872616.1
OG0006473	XP_017766173.1	XP_012549478.1
OG0006474	XP_017762958.1	XP_037877747.1
OG0006475	XP_017763270.1	XP_004930062.1
OG0006476	XP_017756777.1	XP_004928645.1
OG0006477	XP_017754794.1	NP_001040406.1
OG0006478	XP_017764532.1	XP_012547997.1
OG0006480	XP_017752669.1	XP_012545868.2
OG0006481	XP_017755506.1	XP_012544187.2
OG0006482	XP_017763069.1	XP_037873593.1
OG0006483	XP_017752635.1	NP_001233136.1, XP_037869091.1
OG0006484	XP_017762719.1	XP_037876913.1, XP_037877310.1
OG0006485	XP_017754024.1	XP_021203254.2
OG0006486	XP_017755681.1	XP_004928670.1, NP_001296565.1
OG0006487	XP_017762394.1	NP_001166197.1
OG0006488	XP_017759173.1	XP_004933124.1
OG0006489	XP_017762099.1	XP_021204389.1
OG0006490	XP_017759093.1	XP_004932768.2
OG0006491	XP_017765456.1	XP_004927874.2
OG0006492	XP_017757294.1	NP_001166865.1
OG0006493	XP_017766953.1	XP_037866695.1
OG0006494	XP_017754698.1	XP_004928833.2
OG0006495	XP_017765339.1	XP_004932468.1
OG0006496	XP_017754982.1	XP_012549046.1
OG0006497	XP_017760092.1	XP_037870223.1
OG0006498	XP_017764414.1	XP_004925988.1
OG0006499	XP_017762840.1	NP_001036923.1
OG0006500	XP_017757301.1	XP_004928618.1
OG0006501	XP_017753507.1	XP_012551934.1, NP_001037612.1
OG0006502	XP_017766869.1	XP_004931366.1
OG0006503	XP_017766842.1	XP_012552998.2
OG0006504	XP_017758552.1	XP_037876760.1
OG0006505	XP_017762205.1	XP_012550071.1
OG0006506	XP_017763753.1	XP_004923000.1
OG0006507	XP_017754168.1	XP_037874255.1
OG0006508	XP_017767311.1	XP_037869617.1, XP_037869615.1
OG0006509	XP_017754422.1	XP_037868633.1
OG0006510	XP_017761231.1	XP_004931590.2
OG0006511	XP_017766090.1, XP_017766112.1	XP_004929479.2
OG0006512	XP_017754609.1	XP_037867630.1
OG0006513	XP_017754680.1	XP_004923565.1
OG0006514	XP_017761325.1	XP_021203181.2
OG0006515	XP_017752863.1	XP_004932644.1
OG0006516	XP_017765628.1, XP_017765608.1	XP_004925346.1
OG0006517	XP_017762089.1	XP_004922182.1
OG0006518	XP_017765201.1	XP_021205157.1
OG0006519	XP_017755374.1	NP_001243923.1
OG0006520	XP_017760792.1	XP_012547622.2
OG0006521	XP_017753119.1	XP_004932122.2
OG0006522	XP_017755003.1	XP_021204475.1
OG0006523	XP_017765660.1	XP_037873362.1
OG0006524	XP_017765434.1	XP_004922448.1
OG0006525	XP_017755253.1	XP_004931028.1
OG0006526	XP_017757273.1	XP_037872033.1
OG0006527	XP_017754580.1	XP_004931139.2
OG0006528	XP_017761182.1	XP_021202269.2
OG0006529	XP_017754695.1	XP_004922744.1
OG0006530	XP_017763804.1, XP_017763798.1	XP_004932886.2
OG0006531	XP_017767440.1	XP_021203889.1, XP_004926536.1
OG0006532	XP_017767331.1	XP_004931895.2
OG0006533	XP_017763511.1	NP_001040303.1, XP_021208988.1
OG0006534	XP_017754342.1	XP_004930405.1
OG0006536	XP_017767739.1	XP_037876398.1
OG0006537	XP_017760419.1	XP_012544020.1
OG0006538	XP_017766256.1	NP_001037041.1
OG0006539	XP_017752806.1	XP_021203870.1
OG0006540	XP_017758679.1	XP_037866715.1, NP_001106734.1
OG0006541	XP_017762582.1, XP_017762580.1	XP_004926251.2
OG0006542	XP_017764605.1	XP_037877624.1
OG0006544	XP_017764939.1	XP_037870703.1
OG0006545	XP_017752537.1	XP_021205458.2
OG0006546	XP_017765847.1	XP_037870477.1
OG0006547	XP_017767112.1	XP_004922531.1
OG0006548	XP_017754474.1	XP_004922391.1
OG0006549	XP_017767649.1	XP_004923340.1
OG0006551	XP_017759564.1	XP_004925418.1
OG0006552	XP_017759858.1	XP_037866936.1
OG0006553	XP_017754151.1	XP_021206483.2
OG0006554	XP_017759518.1	XP_004925868.1
OG0006557	XP_017760415.1, XP_017761309.1	XP_004931169.2
OG0006558	XP_017759473.1	XP_004924853.1
OG0006559	XP_017762916.1	XP_037871750.1
OG0006560	XP_017759494.1	XP_004923697.2
OG0006561	XP_017760134.1, XP_017760133.1	XP_004929436.1
OG0006562	XP_017767171.1	XP_004927103.1
OG0006563	XP_017761317.1	XP_004925070.1
OG0006565	XP_017757553.1	XP_012545462.1, XP_012545455.1
OG0006566	XP_017762340.1	XP_012544099.1
OG0006568	XP_017754545.1	XP_004928627.1
OG0006570	XP_017758223.1	XP_012549735.1
OG0006571	XP_017765125.1	XP_037873484.1
OG0006573	XP_017762802.1	NP_001239603.1, XP_012546676.1
OG0006574	XP_017766887.1	XP_021206849.1
OG0006575	XP_017766527.1	XP_004930498.3
OG0006576	XP_017764228.1	XP_037872239.1
OG0006577	XP_017756340.1	XP_004929096.2
OG0006578	XP_017762991.1	NP_001108471.1
OG0006579	XP_017759030.1	XP_004924104.1
OG0006580	XP_017757855.1	XP_004928459.2
OG0006581	XP_017761830.1	XP_012553052.3
OG0006582	XP_017765721.1	XP_004922095.2
OG0006583	XP_017752425.1	NP_001266413.1, XP_021207538.1
OG0006584	XP_017753613.1	XP_021204463.2
OG0006585	XP_017752694.1	XP_012550149.1, XP_004922420.1
OG0006586	XP_017767442.1	XP_004931874.1
OG0006587	XP_017767703.1	XP_004921822.1
OG0006588	XP_017766183.1	XP_012550922.2
OG0006589	XP_017764624.1	XP_037867891.1
OG0006590	XP_017765804.1	XP_021206841.1
OG0006591	XP_017753927.1, XP_017753928.1	XP_037868750.1
OG0006592	XP_017757186.1	XP_004925556.3
OG0006593	XP_017760719.1	XP_004921693.2
OG0006594	XP_017755656.1	XP_004921602.1
OG0006595	XP_017759844.1	XP_037867058.1
OG0006597	XP_017753898.1	XP_037872791.1, XP_037877265.1
OG0006598	XP_017761721.1	XP_037870437.1
OG0006599	XP_017752792.1	XP_037873048.1
OG0006600	XP_017752943.1	XP_037866483.1
OG0006601	XP_017758499.1, XP_017758355.1	XP_012547626.1
OG0006602	XP_017761041.1	XP_037874699.1
OG0006603	XP_017767133.1	XP_004933203.2
OG0006604	XP_017757126.1	NP_001268818.1, XP_012550379.1
OG0006605	XP_017764193.1	XP_004931938.1
OG0006606	XP_017764337.1	XP_037867311.1
OG0006607	XP_017765302.1	XP_021208054.1
OG0006608	XP_017754872.1	XP_037873088.1
OG0006609	XP_017765988.1	XP_021202506.1
OG0006610	XP_017767281.1, XP_017765626.1	XP_012552943.1
OG0006611	XP_017758742.1	XP_021209197.1
OG0006612	XP_017756020.1	XP_004924152.1, XP_037869675.1, XP_012544154.1
OG0006614	XP_017765773.1	XP_037867397.1
OG0006615	XP_017760125.1	XP_037870203.1
OG0006616	XP_017766575.1	XP_004925034.4
OG0006617	XP_017767111.1	XP_004928629.1
OG0006618	XP_017766105.1	XP_037872274.1
OG0006619	XP_017758799.1	XP_012552866.1
OG0006620	XP_017764380.1	XP_037866842.1, XP_021207772.1
OG0006621	XP_017754646.1	XP_021207510.2
OG0006622	XP_017753803.1	XP_037876812.1
OG0006623	XP_017755785.1	NP_001040184.1
OG0006624	XP_017764869.1	XP_037874119.1
OG0006625	XP_017755119.1	XP_021203829.2
OG0006626	XP_017764868.1	XP_021206076.1
OG0006627	XP_017753816.1	XP_004925637.1
OG0006628	XP_017765758.1, XP_017765757.1	NP_001040308.1
OG0006629	XP_017756263.1	XP_004926934.2
OG0006630	XP_017756521.1	NP_001165392.1, XP_037870177.1
OG0006631	XP_017767245.1	XP_037868764.1
OG0006632	XP_017757602.1	XP_004932371.1
OG0006633	XP_017764062.1	XP_037872084.1
OG0006634	XP_017761011.1	XP_004924790.1
OG0006636	XP_017760100.1	XP_004929520.1
OG0006637	XP_017762395.1	NP_001127728.1
OG0006638	XP_017761521.1	XP_037873064.1
OG0006639	XP_017752615.1	XP_021202837.2
OG0006640	XP_017760096.1	XP_037870207.1, XP_037870206.1
OG0006641	XP_017760655.1	XP_037872800.1
OG0006642	XP_017759676.1	XP_037870102.1
OG0006643	XP_017753831.1	NP_001093290.1
OG0006644	XP_017755406.1	XP_021207605.1
OG0006645	XP_017756459.1	XP_037877845.1
OG0006646	XP_017759053.1	XP_037875319.1, XP_037875324.1
OG0006647	XP_017767665.1	XP_004921853.1
OG0006648	XP_017766633.1	NP_001040300.1
OG0006649	XP_017764395.1	NP_001108472.1
OG0006650	XP_017762002.1	XP_012545057.3
OG0006651	XP_017761559.1, XP_017761564.1	XP_037875249.1
OG0006652	XP_017764258.1, XP_017765632.1	XP_012551361.2
OG0006653	XP_017753728.1	XP_037876738.1
OG0006654	XP_017759162.1	XP_004933123.2
OG0006655	XP_017758586.1	XP_012548793.1
OG0006656	XP_017767533.1	XP_037867270.1
OG0006657	XP_017765130.1, XP_017765116.1, XP_017765122.1	XP_021205234.1
OG0006658	XP_017753337.1	XP_004933505.3
OG0006659	XP_017758625.1	NP_001106135.1, XP_037869047.1
OG0006660	XP_017758266.1	XP_004926325.1
OG0006661	XP_017759695.1	XP_021205357.1
OG0006662	XP_017764042.1	XP_037870706.1
OG0006663	XP_017760630.1	XP_004927217.1
OG0006664	XP_017754293.1	XP_012548182.2, XP_012548181.2, XP_012548180.2
OG0006665	XP_017761550.1	XP_004931727.1
OG0006666	XP_017759387.1	XP_021203912.2
OG0006667	XP_017764932.1	XP_012551608.1
OG0006668	XP_017767776.1	XP_004927911.1
OG0006669	XP_017754493.1	XP_012547267.2, XP_012547270.2
OG0006670	XP_017754202.1	XP_021201893.2, XP_021201899.2
OG0006671	XP_017764663.1	XP_004926028.2
OG0006672	XP_017765144.1, XP_017765067.1	XP_021205530.1, XP_021205528.2, XP_004928916.1
OG0006673	XP_017760783.1	XP_004930712.1
OG0006674	XP_017765227.1	XP_004932740.1
OG0006675	XP_017765475.1	XP_004925752.1
OG0006676	XP_017766743.1, XP_017767043.1	XP_004927291.1
OG0006677	XP_017757854.1	XP_037871991.1, XP_021202629.1
OG0006679	XP_017753079.1, XP_017753078.1	XP_004931766.1
OG0006680	XP_017759419.1	XP_037868051.1
OG0006681	XP_017767388.1	NP_001036937.1
OG0006682	XP_017753962.1, XP_017753961.1	XP_004925521.1, XP_004925520.1
OG0006683	XP_017753950.1	XP_004928839.1, XP_004928838.1
OG0006684	XP_017760884.1	XP_004933525.1
OG0006685	XP_017753772.1	XP_004928864.1
OG0006687	XP_017766556.1	NP_001040271.1
OG0006688	XP_017758238.1	XP_037866422.1
OG0006689	XP_017764086.1	XP_037869907.1
OG0006690	XP_017762354.1	XP_004929149.1
OG0006692	XP_017754361.1	XP_004926977.1
OG0006693	XP_017761928.1	XP_037866673.1
OG0006695	XP_017755806.1	NP_001139536.1
OG0006696	XP_017752190.1	XP_021203907.1
OG0006697	XP_017764878.1	XP_004929911.1, XP_004929912.1, XP_037874924.1
OG0006698	XP_017759440.1	XP_004926847.2
OG0006700	XP_017760247.1	XP_004926545.1
OG0006702	XP_017754528.1	XP_004933152.1
OG0006704	XP_017754026.1	XP_021207199.1, XP_021207200.1
OG0006706	XP_017766659.1	XP_004933347.1
OG0006707	XP_017764051.1	XP_004930102.1
OG0006708	XP_017760282.1	XP_004928707.1
OG0006709	XP_017767215.1	XP_004932925.1
OG0006710	XP_017767114.1	XP_004931799.1
OG0006711	XP_017757614.1	XP_004923358.1
OG0006714	XP_017758095.1	XP_012550980.2, XP_004932222.2, XP_021207574.2
OG0006715	XP_017755862.1	XP_004933443.1, XP_012552006.1, XP_004933444.1
OG0006719	XP_017764099.1	NP_001165928.1
OG0006720	XP_017761130.1	XP_037871790.1, XP_004927423.2
OG0006721	XP_017756163.1	XP_037869121.1
OG0006722	XP_017755438.1	XP_004930214.1
OG0006723	XP_017754228.1	XP_004932447.2
OG0006724	XP_017761229.1	XP_004933136.1
OG0006726	XP_017766773.1	XP_004929204.1
OG0006727	XP_017762910.1	XP_021209000.2, XP_037871789.1
OG0006728	XP_017765700.1	XP_037876895.1, XP_037876727.1
OG0006729	XP_017756137.1	XP_004933423.1
OG0006730	XP_017755035.1	XP_037873498.1
OG0006731	XP_017761479.1	XP_004931749.1
OG0006732	XP_017766631.1	XP_037877448.1, XP_012544836.1, NP_001124360.1
OG0006733	XP_017754232.1	XP_037866425.1, XP_037866426.1
OG0006734	XP_017761943.1	XP_021208199.1
OG0006735	XP_017755358.1	XP_012550901.1
OG0006736	XP_017754088.1	XP_037866642.1
OG0006737	XP_017755436.1	XP_012548334.1
OG0006739	XP_017759699.1	XP_037869177.1, XP_012549489.1
OG0006740	XP_017755638.1	XP_037866539.1
OG0006741	XP_017752840.1	XP_004933060.2
OG0006743	XP_017752362.1	XP_021205094.1
OG0006745	XP_017765240.1	XP_004931358.1
OG0006746	XP_017756359.1	XP_021204858.1
OG0006749	XP_017754021.1	XP_037875888.1
OG0006750	XP_017760115.1, XP_017760105.1	XP_037876839.1
OG0006751	XP_017764636.1	XP_037866684.1
OG0006752	XP_017758706.1	XP_037875485.1
OG0006754	XP_017753731.1	XP_004933009.1
OG0006761	XP_017765624.1, XP_017765648.1	XP_012551264.1
OG0006773	XP_017754743.1	XP_004922836.1
OG0006776	XP_017767278.1	XP_004924422.1
OG0006780	XP_017757193.1	XP_037874108.1
OG0006782	XP_017753678.1	XP_004930266.1
OG0006788	XP_017761798.1	XP_037866498.1
OG0006792	XP_017753844.1	XP_037875836.1
OG0006793	XP_017758093.1	XP_037866713.1, NP_001166811.1
OG0006798	XP_017752941.1	NP_001040234.1
OG0006799	XP_017761727.1	NP_001040398.1
OG0006800	XP_017752352.1	NP_001037249.1
OG0006801	XP_017766333.1	XP_004922586.1
OG0006802	XP_017761148.1	NP_001077096.1
OG0006803	XP_017763742.1	XP_012549002.1
OG0006804	XP_017752275.1	NP_001040344.1
OG0006805	XP_017766576.1	NP_001037646.1
OG0006806	XP_017763045.1	XP_004921720.1
OG0006807	XP_017763193.1	NP_001037227.1
OG0006808	XP_017760135.1	XP_004929409.1
OG0006809	XP_017755470.1	XP_021209025.1
OG0006810	XP_017754828.1	XP_004925472.2
OG0006811	XP_017759548.1	XP_004927481.1
OG0006812	XP_017760819.1	XP_004923294.1
OG0006813	XP_017759328.1	XP_004932586.1
OG0006814	XP_017757962.1	XP_004925710.1
OG0006815	XP_017766570.1	NP_001266320.1
OG0006816	XP_017764394.1	XP_012543998.1
OG0006817	XP_017752496.1	XP_021203162.1
OG0006818	XP_017755005.1	XP_004924732.1
OG0006819	XP_017756352.1	XP_004931275.2
OG0006820	XP_017761660.1	XP_004927970.1
OG0006821	XP_017758441.1	XP_004932940.1
OG0006822	XP_017756517.1	XP_004930114.1
OG0006823	XP_017753648.1	XP_004925056.1
OG0006824	XP_017755637.1	NP_001040451.1
OG0006825	XP_017759872.1	NP_001040326.1
OG0006826	XP_017764425.1	NP_001119730.1
OG0006827	XP_017754195.1	XP_004930356.1
OG0006828	XP_017752302.1	NP_001129359.1
OG0006829	XP_017763851.1	NP_001108475.1
OG0006830	XP_017755890.1	XP_037870553.1
OG0006831	XP_017767223.1	NP_001296532.1
OG0006832	XP_017758670.1	XP_004923158.1
OG0006833	XP_017759855.1	XP_004928720.1
OG0006834	XP_017762223.1	XP_037871017.1
OG0006835	XP_017764195.1	XP_004929027.1
OG0006836	XP_017765881.1	XP_037870372.1
OG0006837	XP_017765272.1	XP_037875175.1
OG0006838	XP_017757692.1	XP_004921586.2
OG0006839	XP_017756872.1	XP_004924193.1
OG0006841	XP_017760496.1	XP_004924804.2
OG0006842	XP_017755177.1	XP_004933146.1
OG0006844	XP_017767414.1	NP_001040388.1
OG0006845	XP_017765797.1	XP_037874834.1
OG0006847	XP_017762794.1	NP_001093092.1
OG0006848	XP_017766292.1	NP_001093081.1, XP_037873764.1
OG0006849	XP_017756498.1	XP_004923949.1
OG0006850	XP_017753722.1	NP_001040458.1
OG0006851	XP_017765974.1	XP_012543791.1
OG0006852	XP_017759919.1	XP_037866788.1
OG0006853	XP_017759898.1	XP_004925077.1
OG0006854	XP_017766954.1	NP_001091813.1
OG0006855	XP_017759287.1	XP_012544339.1
OG0006856	XP_017762029.1	XP_004922939.1
OG0006857	XP_017754632.1	XP_004931963.2
OG0006858	XP_017764713.1	XP_004930138.1
OG0006859	XP_017760621.1	NP_001040478.1
OG0006860	XP_017763218.1	XP_004932562.1
OG0006861	XP_017756801.1	XP_004924424.1
OG0006862	XP_017760418.1	NP_001135959.1
OG0006863	XP_017761078.1	XP_037875974.1
OG0006864	XP_017763047.1	NP_001040479.1
OG0006865	XP_017762292.1	NP_001162053.1
OG0006866	XP_017763023.1	NP_001040437.1
OG0006867	XP_017753100.1	NP_001166738.1
OG0006868	XP_017766114.1	XP_004928625.2
OG0006869	XP_017763219.1	XP_004921995.1
OG0006870	XP_017752843.1	XP_004926155.1
OG0006871	XP_017760016.1	XP_004925550.1
OG0006872	XP_017765435.1	XP_004921538.3
OG0006873	XP_017752535.1	XP_037875675.1
OG0006874	XP_017756270.1	XP_004931193.1
OG0006875	XP_017762298.1	XP_004921607.1
OG0006876	XP_017763736.1, XP_017763788.1	XP_012548878.1, NP_001108474.1
OG0006877	XP_017754513.1	XP_004925191.3
OG0006878	XP_017760873.1	XP_004928134.1
OG0006879	XP_017764965.1	XP_004927877.1
OG0006880	XP_017764967.1	NP_001139535.1, XP_012545246.1
OG0006882	XP_017755237.1	NP_001040219.1
OG0006883	XP_017755661.1	XP_004932323.1
OG0006884	XP_017756281.1, XP_017754604.1	NP_001040474.1
OG0006885	XP_017761471.1	XP_012552241.1
OG0006887	XP_017754741.1	XP_004924995.1
OG0006888	XP_017759306.1	NP_001040147.1
OG0006890	XP_017766236.1	XP_004929268.1
OG0006891	XP_017754561.1	XP_004925720.1
OG0006892	XP_017753222.1	XP_004922258.1
OG0006893	XP_017760870.1	NP_001036852.1, XP_021204931.1
OG0006894	XP_017756563.1	XP_004932523.1
OG0006895	XP_017762367.1	XP_037868453.1
OG0006896	XP_017755675.1	NP_001040434.1
OG0006897	XP_017752802.1	XP_004926125.1
OG0006898	XP_017756221.1	XP_004925361.3
OG0006899	XP_017763494.1	XP_004924524.1
OG0006900	XP_017758435.1	NP_001040297.1
OG0006901	XP_017755958.1	NP_001093268.1
OG0006902	XP_017761903.1	XP_004929170.1
OG0006903	XP_017763908.1	NP_001243954.1
OG0006904	XP_017752993.1	XP_012551044.1
OG0006905	XP_017766010.1	XP_012549003.2
OG0006906	XP_017763884.1	NP_001093287.1
OG0006907	XP_017761745.1	XP_004927852.1
OG0006908	XP_017759976.1	NP_001166703.1
OG0006909	XP_017759888.1	XP_004927589.1
OG0006910	XP_017763693.1	XP_037868804.1
OG0006911	XP_017757972.1	XP_004925481.1
OG0006912	XP_017758786.1	XP_004929279.1
OG0006913	XP_017752719.1	XP_037873553.1
OG0006914	XP_017753719.1	XP_004933405.1
OG0006915	XP_017761177.1	NP_001239601.1, XP_037877252.1
OG0006916	XP_017767270.1	XP_012550767.2
