Orthogroup	Eufriesea_mexicana	Polistes_dominula
OG0007180	XP_017759568.1	XP_015175519.1
OG0007181	XP_017753805.1	XP_015173981.1
OG0007182	XP_017767033.1	XP_015182708.1
OG0007183	XP_017755353.1	XP_015174752.1
OG0007184	XP_017762609.1	XP_015171807.1
OG0007185	XP_017767675.1	XP_015175787.1
OG0007186	XP_017757281.1	XP_015176487.1
OG0007187	XP_017757693.1	XP_015177701.1
OG0007188	XP_017760761.1	XP_015191544.1
OG0007189	XP_017761481.1	XP_015181074.1
OG0007190	XP_017762813.1	XP_015182867.1
OG0007192	XP_017764312.1	XP_015171130.1
OG0007194	XP_017764626.1	XP_015189288.1
OG0007195	XP_017760405.1	XP_015188771.1
OG0007196	XP_017755147.1	XP_015190000.1
OG0007197	XP_017757623.1	XP_015172087.1
OG0007198	XP_017762108.1	XP_015173858.1
OG0007201	XP_017760871.1	XP_015179939.1
OG0007202	XP_017755118.1	XP_015187105.1
OG0007203	XP_017763163.1	XP_015174793.1
OG0007205	XP_017752216.1	XP_015177813.1
OG0007206	XP_017755724.1	XP_015174421.1
OG0007207	XP_017764850.1	XP_015181431.1
OG0007208	XP_017752283.1	XP_015184932.1
OG0007209	XP_017766796.1	XP_015182038.1
OG0007210	XP_017759408.1	XP_015173301.1
OG0007211	XP_017761711.1	XP_015186627.1
OG0007212	XP_017757559.1	XP_015181046.1
OG0007213	XP_017755961.1	XP_015185724.1
OG0007214	XP_017758220.1	XP_015171945.1
OG0007216	XP_017754975.1	XP_015187488.1
OG0007217	XP_017754917.1	XP_015174449.1
OG0007218	XP_017757520.1	XP_015175282.1
OG0007220	XP_017763292.1	XP_015185204.1
OG0007221	XP_017758617.1	XP_015183241.1
OG0007222	XP_017755099.1	XP_015182274.1
OG0007223	XP_017760000.1	XP_015189055.1
OG0007225	XP_017759222.1	XP_015187569.1
OG0007226	XP_017767334.1	XP_015171043.1
OG0007227	XP_017762693.1	XP_015186091.1
OG0007228	XP_017759073.1	XP_015190969.1
OG0007229	XP_017765150.1	XP_015191229.1
OG0007230	XP_017764314.1	XP_015186256.1
OG0007231	XP_017754744.1	XP_015184301.1
OG0007232	XP_017762658.1	XP_015188986.1
OG0007233	XP_017762530.1	XP_015179332.1
OG0007234	XP_017763003.1	XP_015191744.1
OG0007235	XP_017753810.1	XP_015175747.1
OG0007236	XP_017757724.1	XP_015174287.1
OG0007237	XP_017752533.1	XP_015190368.1
OG0007238	XP_017759940.1	XP_015179627.1
OG0007239	XP_017753200.1	XP_015177441.1
OG0007240	XP_017760317.1	XP_015172641.1
OG0007241	XP_017760640.1	XP_015175875.1
OG0007242	XP_017763621.1	XP_015175418.1
OG0007243	XP_017766337.1	XP_015172963.1
OG0007244	XP_017758905.1	XP_015174567.1
OG0007245	XP_017753066.1	XP_015176040.1
OG0007246	XP_017760224.1	XP_015181156.1
OG0007247	XP_017765502.1	XP_015183671.1, XP_015183669.1
OG0007248	XP_017767708.1	XP_015185011.1
OG0007249	XP_017753849.1	XP_015181823.1
OG0007250	XP_017753195.1	XP_015188964.1
OG0007251	XP_017766865.1	XP_015182607.1
OG0007252	XP_017765143.1	XP_015191323.1, XP_015191332.1
OG0007253	XP_017761318.1	XP_015190252.1
OG0007254	XP_017766367.1	XP_015183826.1
OG0007256	XP_017765977.1	XP_015178984.1
OG0007257	XP_017763468.1	XP_015185397.1
OG0007259	XP_017759680.1	XP_015173697.1
OG0007260	XP_017763203.1	XP_015175061.1
OG0007262	XP_017766768.1	XP_015177968.1
OG0007263	XP_017756626.1	XP_015171391.1
OG0007264	XP_017758743.1	XP_015179833.1
OG0007265	XP_017754065.1	XP_015175592.1
OG0007266	XP_017765027.1	XP_015187402.1
OG0007268	XP_017752336.1	XP_015177617.1
OG0007269	XP_017754645.1	XP_015176124.1
OG0007270	XP_017763097.1	XP_015180780.1
OG0007271	XP_017760952.1	XP_015183484.1
OG0007272	XP_017761401.1	XP_015184376.1
OG0007273	XP_017755757.1	XP_015177207.1
OG0007275	XP_017752715.1	XP_015180926.1
OG0007276	XP_017767337.1	XP_015171369.1
OG0007277	XP_017762513.1	XP_015183977.1
OG0007278	XP_017754275.1	XP_015173091.1
OG0007279	XP_017760004.1	XP_015177315.1
OG0007280	XP_017764087.1	XP_015188024.1
OG0007281	XP_017762708.1	XP_015178824.1
OG0007282	XP_017758832.1	XP_015190824.1
OG0007283	XP_017755094.1	XP_015189374.1
OG0007284	XP_017765877.1	XP_015177374.1
OG0007285	XP_017759029.1	XP_015180457.1
OG0007286	XP_017755287.1	XP_015187958.1
OG0007287	XP_017755625.1	XP_015177300.1
OG0007288	XP_017767626.1	XP_015177251.1
OG0007289	XP_017756583.1	XP_015186750.1
OG0007290	XP_017752446.1	XP_015173229.1
OG0007291	XP_017752329.1	XP_015187932.1
OG0007293	XP_017759784.1	XP_015173669.1
OG0007294	XP_017758681.1	XP_015175710.1
OG0007295	XP_017752260.1	XP_015182798.1
OG0007296	XP_017766130.1	XP_015187726.1
OG0007297	XP_017754503.1	XP_015189074.1
OG0007298	XP_017758720.1	XP_015188092.1
OG0007299	XP_017764680.1	XP_015176654.1
OG0007300	XP_017761408.1	XP_015191277.1
OG0007301	XP_017754594.1	XP_015191725.1
OG0007303	XP_017765333.1	XP_015190697.1
OG0007304	XP_017753870.1	XP_015184940.1
OG0007305	XP_017762256.1	XP_015181976.1
OG0007306	XP_017765466.1	XP_015182713.1
OG0007307	XP_017760776.1	XP_015175913.1
OG0007308	XP_017756087.1	XP_015186392.1
OG0007309	XP_017762430.1	XP_015186754.1
OG0007310	XP_017755458.1	XP_015187493.1
OG0007311	XP_017765872.1	XP_015175398.1
OG0007312	XP_017754728.1	XP_015183867.1
OG0007313	XP_017760701.1	XP_015186832.1
OG0007314	XP_017758560.1, XP_017762405.1	XP_015174137.1
OG0007315	XP_017762236.1	XP_015185379.1
OG0007316	XP_017760087.1	XP_015172128.1
OG0007317	XP_017756452.1	XP_015185170.1
OG0007318	XP_017767676.1	XP_015178146.1
OG0007319	XP_017759509.1	XP_015175129.1
OG0007320	XP_017758007.1	XP_015189228.1
OG0007321	XP_017756964.1	XP_015183838.1
OG0007322	XP_017754309.1	XP_015178443.1
OG0007323	XP_017753650.1	XP_015185015.1
OG0007324	XP_017757178.1	XP_015172056.1
OG0007325	XP_017760122.1	XP_015176131.1
OG0007326	XP_017760062.1	XP_015179742.1
OG0007327	XP_017758916.1	XP_015181802.1
OG0007328	XP_017761225.1	XP_015182360.1
OG0007330	XP_017765183.1	XP_015185855.1
OG0007331	XP_017758955.1	XP_015183054.1
OG0007332	XP_017760823.1	XP_015191284.1
OG0007333	XP_017752819.1	XP_015184133.1
OG0007334	XP_017759550.1	XP_015176117.1
OG0007335	XP_017762796.1	XP_015186610.1
OG0007336	XP_017756779.1	XP_015185872.1
OG0007337	XP_017762784.1	XP_015189286.1
OG0007338	XP_017761000.1	XP_015171224.1
OG0007339	XP_017763716.1	XP_015187705.1
OG0007340	XP_017766574.1	XP_015187550.1
OG0007341	XP_017767158.1	XP_015172767.1
OG0007342	XP_017766810.1	XP_015171775.1
OG0007343	XP_017762296.1	XP_015172526.1
OG0007344	XP_017764709.1	XP_015174721.1
OG0007345	XP_017766470.1	XP_015190735.1
OG0007346	XP_017761450.1	XP_015181935.1
OG0007347	XP_017758183.1	XP_015187000.1
OG0007348	XP_017764559.1	XP_015189012.1
OG0007349	XP_017760526.1	XP_015186036.1
OG0007350	XP_017753178.1	XP_015177732.1
OG0007351	XP_017761992.1	XP_015187515.1
OG0007352	XP_017765535.1	XP_015175854.1
OG0007353	XP_017759698.1	XP_015173786.1
OG0007354	XP_017756579.1	XP_015175919.1, XP_015175918.1
OG0007355	XP_017759771.1	XP_015182208.1
OG0007356	XP_017764382.1	XP_015181753.1
OG0007358	XP_017759100.1	XP_015187821.1
OG0007359	XP_017765933.1	XP_015175299.1
OG0007360	XP_017760106.1	XP_015173473.1
OG0007361	XP_017759569.1	XP_015175534.1
OG0007362	XP_017763553.1	XP_015174357.1
OG0007363	XP_017766668.1	XP_015188755.1
OG0007364	XP_017760667.1	XP_015189146.1
OG0007365	XP_017756461.1	XP_015178650.1
OG0007366	XP_017767258.1	XP_015183133.1
OG0007367	XP_017760697.1	XP_015191488.1
OG0007368	XP_017755627.1	XP_015176493.1
OG0007369	XP_017754350.1	XP_015171843.1
OG0007370	XP_017763022.1	XP_015181766.1
OG0007371	XP_017754122.1	XP_015190188.1
OG0007372	XP_017757214.1	XP_015178094.1
OG0007374	XP_017763581.1	XP_015176697.1
OG0007375	XP_017760898.1	XP_015179883.1
OG0007376	XP_017753006.1	XP_015188780.1
OG0007377	XP_017766143.1	XP_015177434.1
OG0007378	XP_017764751.1	XP_015188243.1
OG0007379	XP_017756147.1	XP_015184527.1
OG0007380	XP_017759924.1	XP_015191672.1
OG0007381	XP_017763096.1	XP_015185450.1
OG0007382	XP_017766047.1	XP_015190712.1
OG0007383	XP_017762142.1	XP_015189507.1
OG0007384	XP_017764630.1	XP_015187387.1
OG0007385	XP_017757071.1	XP_015175567.1
OG0007386	XP_017758609.1	XP_015185695.1
OG0007387	XP_017759455.1	XP_015175683.1
OG0007388	XP_017754834.1	XP_015179971.1
OG0007390	XP_017754850.1	XP_015175669.1
OG0007391	XP_017760109.1	XP_015171983.1
OG0007392	XP_017753969.1	XP_015173910.1
OG0007393	XP_017760085.1	XP_015173562.1
OG0007394	XP_017757190.1	XP_015184982.1
OG0007395	XP_017761520.1	XP_015183085.1
OG0007396	XP_017763959.1	XP_015171366.1
OG0007397	XP_017764474.1	XP_015175587.1
OG0007398	XP_017757323.1	XP_015171789.1
OG0007399	XP_017755292.1	XP_015177525.1
OG0007400	XP_017765089.1	XP_015187183.1
OG0007401	XP_017757452.1	XP_015179893.1
OG0007402	XP_017759291.1	XP_015179798.1
OG0007403	XP_017767687.1	XP_015179261.1
OG0007404	XP_017766965.1	XP_015185062.1
OG0007405	XP_017765395.1	XP_015177493.1
OG0007406	XP_017763962.1	XP_015171343.1
OG0007407	XP_017765109.1	XP_015190817.1
OG0007408	XP_017753549.1	XP_015186578.1
OG0007409	XP_017758594.1	XP_015176495.1
OG0007410	XP_017766015.1	XP_015189921.1
OG0007411	XP_017758088.1	XP_015179159.1
OG0007413	XP_017753583.1	XP_015174609.1
OG0007414	XP_017761459.1	XP_015173940.1
OG0007415	XP_017758918.1	XP_015181908.1
OG0007416	XP_017754614.1	XP_015174938.1
OG0007417	XP_017762584.1	XP_015180170.1
OG0007418	XP_017755823.1	XP_015190239.1
OG0007419	XP_017760257.1	XP_015191597.1
OG0007420	XP_017763106.1	XP_015190496.1
OG0007421	XP_017757907.1	XP_015175580.1
OG0007422	XP_017756760.1	XP_015177885.1
OG0007423	XP_017761240.1	XP_015177334.1
OG0007424	XP_017752561.1, XP_017760535.1	XP_015185563.1
OG0007425	XP_017764642.1	XP_015187382.1
OG0007426	XP_017758696.1	XP_015182499.1
OG0007427	XP_017754368.1	XP_015180770.1
OG0007428	XP_017766028.1	XP_015178768.1
OG0007429	XP_017755690.1	XP_015189181.1
OG0007430	XP_017753563.1	XP_015183102.1
OG0007431	XP_017760261.1	XP_015179915.1
OG0007432	XP_017766124.1	XP_015173259.1
OG0007433	XP_017767562.1	XP_015186447.1, XP_015186444.1
OG0007434	XP_017763859.1	XP_015191143.1
OG0007435	XP_017759354.1	XP_015179534.1
OG0007436	XP_017754882.1	XP_015190978.1
OG0007437	XP_017760686.1	XP_015179046.1
OG0007438	XP_017761095.1	XP_015176880.1
OG0007439	XP_017767634.1	XP_015181387.1
OG0007440	XP_017755192.1	XP_015176911.1
OG0007441	XP_017764534.1	XP_015176237.1
OG0007442	XP_017764332.1	XP_015180060.1
OG0007443	XP_017762250.1	XP_015174489.1
OG0007444	XP_017757253.1	XP_015172049.1
OG0007445	XP_017767738.1	XP_015185746.1
OG0007446	XP_017757994.1	XP_015186892.1
OG0007447	XP_017766584.1	XP_015184585.1
OG0007449	XP_017755877.1	XP_015177352.1
OG0007450	XP_017753143.1	XP_015177849.1
OG0007451	XP_017764359.1	XP_015185067.1
OG0007452	XP_017756564.1	XP_015175438.1
OG0007453	XP_017765193.1	XP_015177442.1
OG0007454	XP_017758210.1	XP_015191117.1
OG0007455	XP_017756244.1	XP_015178928.1
OG0007456	XP_017766088.1	XP_015187378.1
OG0007457	XP_017766562.1	XP_015175194.1
OG0007458	XP_017753550.1	XP_015175424.1
OG0007459	XP_017755946.1	XP_015189157.1
OG0007460	XP_017758235.1	XP_015190979.1
OG0007461	XP_017756185.1	XP_015179935.1
OG0007462	XP_017756607.1	XP_015174117.1
OG0007463	XP_017762557.1	XP_015179984.1
OG0007464	XP_017757290.1	XP_015174380.1
OG0007465	XP_017766583.1	XP_015172476.1
OG0007466	XP_017760631.1	XP_015185562.1
OG0007467	XP_017760376.1	XP_015186023.1
OG0007468	XP_017764614.1	XP_015174471.1
OG0007469	XP_017757980.1	XP_015177443.1
OG0007470	XP_017759818.1	XP_015187619.1
OG0007471	XP_017766785.1	XP_015172156.1, XP_015172158.1
OG0007472	XP_017754676.1	XP_015171363.1
OG0007474	XP_017765467.1	XP_015187653.1
OG0007475	XP_017758557.1	XP_015183236.1
OG0007477	XP_017753001.1	XP_015186871.1
OG0007478	XP_017762534.1	XP_015184001.1, XP_015184000.1
OG0007479	XP_017759488.1	XP_015174715.1
OG0007480	XP_017761713.1	XP_015182841.1
OG0007481	XP_017753723.1	XP_015190739.1
OG0007482	XP_017763723.1	XP_015183283.1
OG0007483	XP_017753628.1	XP_015185017.1
OG0007484	XP_017754082.1	XP_015190196.1
OG0007485	XP_017763821.1	XP_015185902.1
OG0007486	XP_017758740.1	XP_015188117.1
OG0007487	XP_017759256.1	XP_015186602.1
OG0007488	XP_017753204.1	XP_015172678.1
OG0007489	XP_017752912.1	XP_015171110.1
OG0007492	XP_017759683.1	XP_015177987.1
OG0007493	XP_017757916.1	XP_015186442.1
OG0007494	XP_017755301.1	XP_015189562.1
OG0007495	XP_017755898.1	XP_015173393.1, XP_015173400.1
OG0007496	XP_017757548.1	XP_015184547.1
OG0007497	XP_017758361.1	XP_015178552.1
OG0007498	XP_017754277.1	XP_015178668.1
OG0007499	XP_017757636.1	XP_015189211.1, XP_015189212.1
OG0007500	XP_017753559.1	XP_015187284.1
OG0007501	XP_017763179.1	XP_015175057.1
OG0007502	XP_017766089.1	XP_015187448.1
OG0007503	XP_017757418.1	XP_015184444.1
OG0007504	XP_017753152.1	XP_015171637.1
OG0007505	XP_017766316.1	XP_015191196.1
OG0007506	XP_017760562.1	XP_015177629.1
OG0007507	XP_017762651.1	XP_015179055.1
OG0007508	XP_017754348.1	XP_015171838.1
OG0007509	XP_017761404.1	XP_015175183.1
OG0007510	XP_017762933.1	XP_015174626.1
OG0007511	XP_017754694.1	XP_015183861.1
OG0007512	XP_017767488.1	XP_015176831.1
OG0007513	XP_017753478.1	XP_015181302.1
OG0007514	XP_017757420.1	XP_015183392.1
OG0007515	XP_017763031.1	XP_015179457.1
OG0007516	XP_017759999.1	XP_015189437.1
OG0007518	XP_017754468.1	XP_015189515.1
OG0007519	XP_017757048.1	XP_015179507.1
OG0007521	XP_017753982.1	XP_015174880.1
OG0007522	XP_017767670.1	XP_015175585.1
OG0007523	XP_017753188.1	XP_015171487.1
OG0007524	XP_017763453.1	XP_015175352.1
OG0007525	XP_017757612.1	XP_015177158.1
OG0007526	XP_017764255.1	XP_015187773.1, XP_015187772.1
OG0007527	XP_017762749.1	XP_015185181.1
OG0007528	XP_017756539.1	XP_015185636.1
OG0007529	XP_017762664.1	XP_015188980.1
OG0007530	XP_017753441.1	XP_015176764.1, XP_015176791.1
OG0007531	XP_017754276.1	XP_015172223.1, XP_015172222.1
OG0007532	XP_017754381.1	XP_015191508.1
OG0007533	XP_017756284.1	XP_015183954.1
OG0007534	XP_017765965.1	XP_015185120.1
OG0007535	XP_017754018.1	XP_015184429.1
OG0007536	XP_017762862.1	XP_015174644.1
OG0007537	XP_017766117.1	XP_015178247.1
OG0007538	XP_017752367.1	XP_015176019.1
OG0007539	XP_017766878.1	XP_015175209.1
OG0007540	XP_017765365.1	XP_015179358.1
OG0007541	XP_017763440.1	XP_015187526.1
OG0007542	XP_017763052.1	XP_015185406.1
OG0007543	XP_017757541.1	XP_015171296.1
OG0007544	XP_017753038.1	XP_015174326.1
OG0007545	XP_017761195.1	XP_015174916.1
OG0007546	XP_017758243.1	XP_015181329.1
OG0007547	XP_017764201.1	XP_015173127.1
OG0007548	XP_017760441.1	XP_015177124.1
OG0007549	XP_017760259.1	XP_015171962.1
OG0007550	XP_017761698.1	XP_015186631.1
OG0007551	XP_017766405.1	XP_015191818.1
OG0007552	XP_017757577.1	XP_015171954.1
OG0007553	XP_017764611.1	XP_015184452.1
OG0007554	XP_017753577.1	XP_015182861.1
OG0007555	XP_017757535.1	XP_015171031.1
OG0007556	XP_017757944.1	XP_015188665.1, XP_015188666.1
OG0007558	XP_017761383.1	XP_015171906.1
OG0007559	XP_017755891.1	XP_015171219.1
OG0007560	XP_017761274.1	XP_015171460.1
OG0007561	XP_017758405.1	XP_015183725.1
OG0007562	XP_017758602.1, XP_017758604.1	XP_015171457.1
OG0007563	XP_017752905.1	XP_015174252.1, XP_015174251.1
OG0007564	XP_017761500.1	XP_015172565.1
OG0007565	XP_017764911.1	XP_015174921.1, XP_015175076.1
OG0007566	XP_017761807.1	XP_015188070.1
OG0007567	XP_017755053.1	XP_015178323.1
OG0007568	XP_017763073.1	XP_015177785.1
OG0007569	XP_017763454.1	XP_015185707.1
OG0007570	XP_017767613.1	XP_015186511.1
OG0007571	XP_017763988.1	XP_015173375.1
OG0007572	XP_017762003.1	XP_015177408.1
OG0007573	XP_017767660.1	XP_015178185.1
OG0007574	XP_017764322.1	XP_015177076.1, XP_015177075.1
OG0007575	XP_017762829.1, XP_017762830.1, XP_017762831.1	XP_015191509.1, XP_015191518.1
OG0007576	XP_017758855.1	XP_015182689.1, XP_015182690.1
OG0007577	XP_017764231.1	XP_015182237.1
OG0007578	XP_017753184.1	XP_015185226.1, XP_015185224.1, XP_015185227.1, XP_015185225.1, XP_015185228.1
OG0007579	XP_017762173.1	XP_015175978.1
OG0007580	XP_017757903.1	XP_015186668.1
OG0007581	XP_017753397.1, XP_017753398.1, XP_017753396.1	XP_015182373.1
OG0007582	XP_017759153.1	XP_015172554.1
OG0007583	XP_017758541.1	XP_015188553.1
OG0007584	XP_017761463.1	XP_015178092.1, XP_015178091.1
OG0007586	XP_017762988.1	XP_015191841.1
OG0007587	XP_017763558.1	XP_015175271.1
OG0007588	XP_017759617.1	XP_015179248.1
OG0007589	XP_017757427.1	XP_015188348.1
OG0007590	XP_017757416.1	XP_015171120.1
OG0007591	XP_017767760.1	XP_015181676.1, XP_015181698.1
OG0007593	XP_017758895.1	XP_015188066.1
OG0007595	XP_017760633.1	XP_015185572.1, XP_015185570.1
OG0007596	XP_017761889.1	XP_015175806.1
OG0007597	XP_017755437.1	XP_015184832.1, XP_015184831.1
OG0007598	XP_017757266.1	XP_015174280.1
OG0007604	XP_017765087.1	XP_015182605.1
OG0007606	XP_017753431.1	XP_015177581.1
OG0007607	XP_017766006.1	XP_015180183.1
OG0007608	XP_017766426.1	XP_015185343.1
OG0007610	XP_017762146.1	XP_015172772.1
OG0007611	XP_017755994.1	XP_015190561.1
OG0007612	XP_017759809.1	XP_015180886.1
OG0007614	XP_017767105.1	XP_015173802.1, XP_015173803.1
OG0007615	XP_017766624.1	XP_015180747.1
OG0007616	XP_017764347.1	XP_015187322.1
OG0007618	XP_017757895.1	XP_015174224.1
OG0007620	XP_017756617.1	XP_015181914.1
OG0007621	XP_017754256.1	XP_015189766.1
OG0007622	XP_017759754.1	XP_015173712.1
OG0007623	XP_017767404.1	XP_015190642.1
OG0007624	XP_017757831.1	XP_015177252.1
OG0007625	XP_017760344.1	XP_015185487.1
OG0007626	XP_017756648.1	XP_015180769.1
OG0007627	XP_017757101.1	XP_015186893.1
OG0007628	XP_017763883.1	XP_015184587.1
OG0007629	XP_017753704.1	XP_015180998.1
OG0007630	XP_017754504.1	XP_015175957.1
OG0007631	XP_017764863.1	XP_015178475.1
OG0007632	XP_017767540.1	XP_015178007.1
OG0007633	XP_017755024.1	XP_015188461.1
OG0007634	XP_017757151.1	XP_015174216.1
OG0007635	XP_017761840.1	XP_015188175.1
OG0007636	XP_017754471.1	XP_015176334.1
OG0007637	XP_017754239.1	XP_015175318.1
OG0007638	XP_017763869.1	XP_015185243.1
OG0007639	XP_017752858.1	XP_015187450.1
OG0007641	XP_017762166.1	XP_015189176.1, XP_015189174.1
OG0007643	XP_017762211.1	XP_015186315.1
OG0007644	XP_017759897.1	XP_015179657.1
OG0007646	XP_017756559.1	XP_015175582.1
OG0007647	XP_017765187.1	XP_015179851.1
OG0007648	XP_017760156.1	XP_015191592.1
OG0007649	XP_017765514.1	XP_015189521.1
OG0007650	XP_017755859.1	XP_015174143.1, XP_015174142.1, XP_015174145.1
OG0007651	XP_017763105.1	XP_015190185.1
OG0007652	XP_017762972.1	XP_015187814.1
OG0007653	XP_017759772.1	XP_015173706.1
OG0007654	XP_017765798.1	XP_015176584.1
OG0007655	XP_017760095.1	XP_015184718.1
OG0007656	XP_017756258.1	XP_015186099.1
OG0007657	XP_017767097.1	XP_015181339.1
OG0007658	XP_017765411.1	XP_015184685.1
OG0007659	XP_017759971.1	XP_015177874.1
OG0007660	XP_017765860.1	XP_015186209.1
OG0007661	XP_017757696.1	XP_015180050.1
OG0007662	XP_017757058.1	XP_015191370.1
OG0007663	XP_017767330.1	XP_015183416.1
OG0007664	XP_017755716.1	XP_015172619.1
OG0007665	XP_017752349.1	XP_015173230.1
OG0007666	XP_017765846.1	XP_015183261.1
OG0007667	XP_017766884.1	XP_015172121.1
OG0007668	XP_017765763.1	XP_015174572.1
OG0007669	XP_017764520.1	XP_015188906.1
OG0007670	XP_017757120.1	XP_015182911.1
OG0007671	XP_017759745.1	XP_015173674.1
OG0007672	XP_017764521.1	XP_015188932.1
OG0007673	XP_017766237.1	XP_015182501.1
OG0007674	XP_017760277.1	XP_015180930.1
OG0007675	XP_017754100.1	XP_015184839.1
OG0007676	XP_017765093.1	XP_015175157.1
OG0007677	XP_017762249.1	XP_015172503.1
OG0007678	XP_017763999.1	XP_015185055.1
OG0007679	XP_017753051.1	XP_015181206.1, XP_015181207.1
OG0007680	XP_017755803.1	XP_015185166.1
OG0007682	XP_017762528.1	XP_015184007.1
OG0007683	XP_017763189.1	XP_015184414.1
OG0007685	XP_017756216.1	XP_015191794.1
OG0007686	XP_017765724.1	XP_015190564.1
OG0007687	XP_017755814.1	XP_015171582.1
OG0007689	XP_017753503.1	XP_015177815.1
OG0007690	XP_017761135.1	XP_015174823.1
OG0007691	XP_017765288.1	XP_015182148.1
OG0007692	XP_017764090.1	XP_015183687.1
OG0007694	XP_017765764.1	XP_015184948.1
OG0007695	XP_017766608.1	XP_015177058.1
OG0007697	XP_017755095.1	XP_015187292.1
OG0007698	XP_017765270.1	XP_015179369.1
OG0007701	XP_017761484.1	XP_015178088.1, XP_015178086.1
OG0007702	XP_017759968.1	XP_015177699.1
OG0007703	XP_017756681.1	XP_015191654.1
OG0007705	XP_017764793.1	XP_015182194.1
OG0007706	XP_017760011.1	XP_015172892.1
OG0007707	XP_017764036.1	XP_015184979.1
OG0007708	XP_017766474.1	XP_015190710.1
OG0007709	XP_017761403.1	XP_015184166.1
OG0007710	XP_017753841.1	XP_015189115.1
OG0007711	XP_017759629.1	XP_015171616.1
OG0007713	XP_017767723.1	XP_015188855.1
OG0007714	XP_017753175.1	XP_015191119.1
OG0007715	XP_017763528.1	XP_015171914.1
OG0007716	XP_017765268.1	XP_015184723.1
OG0007717	XP_017767188.1	XP_015173390.1
OG0007718	XP_017752826.1	XP_015184134.1
OG0007719	XP_017763192.1	XP_015179274.1
OG0007720	XP_017763559.1	XP_015187917.1
OG0007722	XP_017753045.1	XP_015190384.1
OG0007723	XP_017753379.1	XP_015182414.1
OG0007725	XP_017758739.1	XP_015179837.1
OG0007726	XP_017767000.1	XP_015183900.1
OG0007728	XP_017759867.1	XP_015191679.1, XP_015191683.1, XP_015191682.1
OG0007729	XP_017764111.1, XP_017764110.1	XP_015183443.1
OG0007730	XP_017754510.1	XP_015190661.1
OG0007731	XP_017758584.1	XP_015175461.1
OG0007732	XP_017755762.1	XP_015174704.1
OG0007733	XP_017755563.1	XP_015190528.1
OG0007735	XP_017763620.1	XP_015190411.1
OG0007736	XP_017761814.1	XP_015180114.1
OG0007737	XP_017763304.1	XP_015184442.1
OG0007738	XP_017767415.1	XP_015185643.1
OG0007739	XP_017757455.1	XP_015185778.1
OG0007740	XP_017753022.1	XP_015185756.1
OG0007741	XP_017755876.1	XP_015177090.1
OG0007742	XP_017755016.1	XP_015183946.1
OG0007743	XP_017757995.1	XP_015191374.1
OG0007744	XP_017761791.1	XP_015184767.1
OG0007745	XP_017759587.1	XP_015191500.1
OG0007746	XP_017757607.1	XP_015175284.1
OG0007747	XP_017766942.1	XP_015174664.1
OG0007748	XP_017753073.1	XP_015186817.1
OG0007750	XP_017765547.1	XP_015175805.1
OG0007751	XP_017757272.1	XP_015177558.1
OG0007752	XP_017760351.1	XP_015185502.1
OG0007753	XP_017766526.1	XP_015176368.1
OG0007754	XP_017759654.1	XP_015182066.1
OG0007755	XP_017767537.1	XP_015172349.1
OG0007756	XP_017752680.1	XP_015180300.1
OG0007757	XP_017764448.1, XP_017764453.1	XP_015181149.1
OG0007758	XP_017762160.1	XP_015186219.1
OG0007759	XP_017761982.1	XP_015172547.1
OG0007760	XP_017763813.1	XP_015182615.1
OG0007761	XP_017754725.1	XP_015178662.1
OG0007762	XP_017756363.1, XP_017756364.1	XP_015177131.1
OG0007763	XP_017763464.1	XP_015180229.1
OG0007764	XP_017756597.1	XP_015174096.1
OG0007768	XP_017753885.1	XP_015189439.1
OG0007769	XP_017760612.1	XP_015183174.1
OG0007770	XP_017758821.1	XP_015183194.1
OG0007771	XP_017754686.1	XP_015182307.1
OG0007773	XP_017766340.1	XP_015173032.1
OG0007774	XP_017761105.1	XP_015182547.1
OG0007775	XP_017761354.1	XP_015190620.1
OG0007776	XP_017760499.1	XP_015189043.1
OG0007777	XP_017752637.1	XP_015175070.1
OG0007778	XP_017760328.1	XP_015186033.1
OG0007779	XP_017755378.1	XP_015184763.1, XP_015184762.1
OG0007780	XP_017766564.1	XP_015177081.1
OG0007782	XP_017755339.1	XP_015176371.1
OG0007783	XP_017759852.1	XP_015179797.1
OG0007784	XP_017758319.1	XP_015182969.1
OG0007785	XP_017761226.1	XP_015182429.1
OG0007786	XP_017763486.1	XP_015185392.1, XP_015185396.1
OG0007787	XP_017763015.1	XP_015179400.1
OG0007788	XP_017758469.1	XP_015183924.1
OG0007789	XP_017758633.1	XP_015176459.1
OG0007790	XP_017763137.1	XP_015181233.1
OG0007791	XP_017760002.1	XP_015183275.1
OG0007792	XP_017758667.1, XP_017761976.1	XP_015176256.1
OG0007793	XP_017764343.1	XP_015187258.1
OG0007794	XP_017755741.1	XP_015183470.1
OG0007795	XP_017755684.1	XP_015189038.1
OG0007796	XP_017758699.1	XP_015183799.1
OG0007797	XP_017752682.1, XP_017752683.1	XP_015186097.1
OG0007798	XP_017765243.1	XP_015171927.1
OG0007799	XP_017759850.1	XP_015179781.1
OG0007800	XP_017760901.1	XP_015180215.1
OG0007801	XP_017762470.1	XP_015181232.1
OG0007802	XP_017757288.1	XP_015176578.1
OG0007803	XP_017765086.1	XP_015184962.1
OG0007804	XP_017766360.1	XP_015173842.1
OG0007805	XP_017753394.1	XP_015191224.1
OG0007806	XP_017754286.1	XP_015172579.1
