Orthogroup	Eufriesea_mexicana	Megachile_rotundata
OG0006689	XP_017764086.1	XP_003700035.1
OG0006690	XP_017762354.1	XP_003706321.1
OG0006691	XP_017760508.1	XP_012148570.1
OG0006692	XP_017754361.1	XP_003705316.1, XP_012145256.1, XP_012145257.1, XP_012145258.1, XP_012145259.1
OG0006693	XP_017761928.1	XP_003699987.1
OG0006694	XP_017761473.1	XP_003707756.1
OG0006695	XP_017755806.1	XP_003699592.1
OG0006696	XP_017752190.1	XP_003700527.1
OG0006697	XP_017764878.1	XP_012150901.1
OG0006698	XP_017759440.1	XP_003704884.1
OG0006699	XP_017764467.1	XP_012154125.1
OG0006700	XP_017760247.1	XP_003705332.1
OG0006701	XP_017757200.1	XP_003706177.1
OG0006702	XP_017754528.1	XP_003700873.2
OG0006703	XP_017752614.1	XP_003708478.1
OG0006704	XP_017754026.1	XP_012151811.1
OG0006705	XP_017762730.1	XP_012136498.1
OG0006706	XP_017766659.1	XP_012143023.1
OG0006707	XP_017764051.1	XP_003700151.1
OG0006708	XP_017760282.1	XP_003706565.1
OG0006709	XP_017767215.1	XP_003702903.1
OG0006710	XP_017767114.1	XP_003708176.1
OG0006711	XP_017757614.1	XP_012139126.1, XP_003702671.1
OG0006713	XP_017763666.1	XP_012147607.1
OG0006714	XP_017758095.1	XP_003704765.1
OG0006715	XP_017755862.1	XP_012140254.1
OG0006716	XP_017767645.1	XP_012152921.1
OG0006717	XP_017762239.1	XP_003702433.1
OG0006718	XP_017753403.1	XP_012153103.1
OG0006719	XP_017764099.1	XP_012151737.1
OG0006720	XP_017761130.1	XP_003705053.1
OG0006721	XP_017756163.1	XP_003700744.1
OG0006722	XP_017755438.1	XP_003704031.2
OG0006723	XP_017754228.1	XP_003708007.1
OG0006724	XP_017761229.1	XP_003701140.1
OG0006725	XP_017754478.1	XP_012144811.1
OG0006726	XP_017766773.1	XP_003704324.1
OG0006727	XP_017762910.1	XP_012140337.1
OG0006728	XP_017765700.1	XP_003702336.1, XP_012138224.1
OG0006729	XP_017756137.1	XP_003700768.1
OG0006730	XP_017755035.1	XP_012152584.1
OG0006731	XP_017761479.1	XP_003707684.1
OG0006732	XP_017766631.1	XP_003704382.1
OG0006733	XP_017754232.1	XP_012151647.1
OG0006734	XP_017761943.1	XP_012151174.1
OG0006735	XP_017755358.1	XP_012142349.1, XP_012142348.1
OG0006736	XP_017754088.1	XP_012151655.1
OG0006737	XP_017755436.1	XP_012151104.1
OG0006738	XP_017762379.1	XP_003705015.1
OG0006739	XP_017759699.1	XP_003700949.1
OG0006740	XP_017755638.1	XP_012145130.1
OG0006741	XP_017752840.1	XP_012136287.1
OG0006742	XP_017763385.1	XP_012151240.1
OG0006743	XP_017752362.1	XP_012153452.1, XP_012153454.1
OG0006744	XP_017761879.1	XP_012147152.1
OG0006745	XP_017765240.1	XP_003705968.1
OG0006746	XP_017756359.1	XP_003701484.1
OG0006747	XP_017764945.1	XP_003705503.1
OG0006748	XP_017758793.1	XP_003700144.1
OG0006749	XP_017754021.1	XP_012151673.1
OG0006750	XP_017760115.1, XP_017760105.1	XP_012145483.1
OG0006751	XP_017764636.1	XP_012142639.1
OG0006752	XP_017758706.1	XP_012136093.1
OG0006753	XP_017755481.1	XP_012137567.1
OG0006754	XP_017753731.1	XP_003701420.1
OG0006755	XP_017754557.1, XP_017754558.1	XP_012148573.1
OG0006757	XP_017754718.1	XP_003702266.1
OG0006759	XP_017752392.1	XP_012147328.1
OG0006760	XP_017752254.1	XP_012141294.1
OG0006761	XP_017765624.1	XP_003700073.1
OG0006761	XP_017765648.1	XP_003700065.1
OG0006762	XP_017757905.1, XP_017757906.1, XP_017757904.1	XP_012149510.1
OG0006763	XP_017759813.1	XP_012137294.1, XP_012137293.1, XP_012137292.1, XP_012137291.1, XP_003701848.1
OG0006764	XP_017760346.1	XP_012154373.1
OG0006765	XP_017757374.1	XP_003708209.1
OG0006766	XP_017759305.1	XP_003702865.1, XP_012139373.1, XP_012139374.1
OG0006767	XP_017758685.1	XP_012147248.1
OG0006768	XP_017767196.1	XP_003702757.1
OG0006769	XP_017757109.1, XP_017757111.1, XP_017757110.1	XP_003705718.1
OG0006770	XP_017761674.1	XP_003705840.1
OG0006771	XP_017762396.1	XP_003701236.1
OG0006772	XP_017763156.1	XP_012150350.1
OG0006773	XP_017754743.1	XP_003700983.1
OG0006774	XP_017765277.1	XP_012153308.1, XP_012153329.1, XP_012153323.1, XP_012153302.1, XP_012153317.1
OG0006775	XP_017758834.1, XP_017758835.1, XP_017758836.1, XP_017758837.1	XP_012150623.1
OG0006776	XP_017767278.1	XP_003702913.1
OG0006777	XP_017756589.1	XP_012140548.1, XP_012140549.1
OG0006778	XP_017763777.1	XP_012137864.1
OG0006779	XP_017753374.1	XP_012153713.1
OG0006780	XP_017757193.1	XP_012147423.1
OG0006782	XP_017753678.1	XP_003701888.1
OG0006783	XP_017765611.1	XP_012138289.1
OG0006784	XP_017755370.1	XP_012147195.1
OG0006785	XP_017762945.1	XP_012137323.1
OG0006786	XP_017756892.1	XP_012150788.1
OG0006787	XP_017755821.1	XP_003699598.1
OG0006788	XP_017761798.1	XP_012152505.1
OG0006790	XP_017766508.1	XP_012143113.1
OG0006791	XP_017759317.1, XP_017759316.1	XP_003708310.1
OG0006792	XP_017753844.1	XP_012153396.1, XP_012153422.1
OG0006793	XP_017758093.1	XP_012143944.1
OG0006796	XP_017756228.1	XP_012145430.1
OG0006798	XP_017752941.1	XP_003700673.1
OG0006799	XP_017761727.1	XP_003705829.1
OG0006800	XP_017752352.1	XP_003708077.1
OG0006801	XP_017766333.1	XP_003700810.1
OG0006802	XP_017761148.1	XP_003706428.1
OG0006803	XP_017763742.1	XP_012144046.1
OG0006804	XP_017752275.1	XP_003703505.1
OG0006805	XP_017766576.1	XP_003704241.1
OG0006806	XP_017763045.1	XP_012141265.1
OG0006807	XP_017763193.1	XP_003702854.1
OG0006808	XP_017760135.1	XP_003706204.1
OG0006809	XP_017755470.1	XP_003701956.1
OG0006810	XP_017754828.1	XP_003701004.1
OG0006811	XP_017759548.1	XP_003706350.1
OG0006812	XP_017760819.1	XP_012154456.1
OG0006813	XP_017759328.1	XP_003708284.2
OG0006814	XP_017757962.1	XP_012143306.1
OG0006815	XP_017766570.1	XP_003704189.1
OG0006816	XP_017764394.1	XP_012135294.1
OG0006817	XP_017752496.1	XP_003706485.1
OG0006818	XP_017755005.1	XP_003704633.1
OG0006819	XP_017756352.1	XP_003701551.1
OG0006820	XP_017761660.1	XP_003705066.1
OG0006821	XP_017758441.1	XP_003699785.1
OG0006822	XP_017756517.1	XP_012135452.1
OG0006823	XP_017753648.1	XP_012148379.1
OG0006824	XP_017755637.1	XP_003700365.1
OG0006825	XP_017759872.1	XP_012139789.1
OG0006826	XP_017764425.1	XP_003700534.1
OG0006827	XP_017754195.1	XP_003700619.1
OG0006828	XP_017752302.1	XP_003705510.1
OG0006829	XP_017763851.1	XP_003702104.1
OG0006830	XP_017755890.1	XP_012152787.1, XP_003708405.1
OG0006831	XP_017767223.1	XP_003702760.1
OG0006832	XP_017758670.1	XP_003700952.1
OG0006833	XP_017759855.1	XP_012139701.1
OG0006834	XP_017762223.1	XP_003701664.1
OG0006835	XP_017764195.1	XP_003702491.1
OG0006836	XP_017765881.1	XP_003699427.1
OG0006837	XP_017765272.1	XP_012146960.1
OG0006838	XP_017757692.1	XP_003702515.1
OG0006840	XP_017752434.1, XP_017752399.1	XP_003705505.1
OG0006841	XP_017760496.1	XP_003705102.1
OG0006842	XP_017755177.1	XP_003708522.1
OG0006844	XP_017767414.1	XP_003699728.1
OG0006845	XP_017765797.1	XP_003701270.1
OG0006846	XP_017765017.1	XP_003701673.1
OG0006847	XP_017762794.1	XP_003702056.1
OG0006848	XP_017766292.1	XP_003705775.1
OG0006849	XP_017756498.1	XP_003704908.1
OG0006850	XP_017753722.1	XP_003703782.1
OG0006851	XP_017765974.1	XP_012141928.1
OG0006852	XP_017759919.1	XP_003702828.1
OG0006853	XP_017759898.1	XP_003702941.1
OG0006854	XP_017766954.1	XP_012136167.1
OG0006855	XP_017759287.1	XP_003701344.1
OG0006856	XP_017762029.1	XP_003706365.1
OG0006858	XP_017764713.1	XP_003707070.2
OG0006859	XP_017760621.1	XP_003699835.1
OG0006860	XP_017763218.1	XP_003705473.1
OG0006861	XP_017756801.1	XP_012139394.1, XP_012139395.1
OG0006862	XP_017760418.1	XP_003699851.1
OG0006863	XP_017761078.1	XP_003706650.1
OG0006864	XP_017763047.1	XP_003700329.1
OG0006865	XP_017762292.1	XP_012154350.1
OG0006866	XP_017763023.1	XP_012153344.1
OG0006867	XP_017753100.1	XP_012142009.1
OG0006868	XP_017766114.1	XP_003701696.1
OG0006869	XP_017763219.1	XP_003705475.2
OG0006870	XP_017752843.1	XP_003701441.1
OG0006871	XP_017760016.1	XP_003699695.1
OG0006872	XP_017765435.1	XP_003706427.1
OG0006873	XP_017752535.1	XP_003701174.1
OG0006874	XP_017756270.1	XP_012135605.1
OG0006875	XP_017762298.1	XP_003699233.1
OG0006876	XP_017763788.1	XP_012143714.1
OG0006877	XP_017754513.1	XP_003704476.1
OG0006878	XP_017760873.1	XP_003700570.1
OG0006879	XP_017764965.1	XP_003708643.1
OG0006881	XP_017755816.1	XP_003704831.1
OG0006882	XP_017755237.1	XP_003707262.1
OG0006883	XP_017755661.1	XP_003700372.1
OG0006884	XP_017756281.1, XP_017754604.1	XP_003701558.1
OG0006885	XP_017761471.1	XP_003699984.1
OG0006886	XP_017756248.1	XP_012135635.1
OG0006887	XP_017754741.1	XP_012135080.1
OG0006888	XP_017759306.1	XP_003702873.1
OG0006890	XP_017766236.1	XP_003706793.1
OG0006891	XP_017754561.1	XP_003703910.2
OG0006892	XP_017753222.1	XP_003703148.1
OG0006893	XP_017760870.1	XP_012154504.1
OG0006894	XP_017756563.1	XP_003699565.1
OG0006895	XP_017762367.1	XP_003701143.1
OG0006896	XP_017755675.1	XP_003705273.1
OG0006897	XP_017752802.1	XP_003701396.1
OG0006898	XP_017756221.1	XP_012136811.1
OG0006899	XP_017763494.1	XP_012140926.1
OG0006900	XP_017758435.1	XP_003706878.1
OG0006901	XP_017755958.1	XP_012145443.1
OG0006902	XP_017761903.1	XP_003707729.1
OG0006903	XP_017763908.1	XP_003705174.1
OG0006904	XP_017752993.1	XP_003704250.1
OG0006905	XP_017766010.1	XP_012151591.1
OG0006906	XP_017763884.1	XP_003707268.1
OG0006907	XP_017761745.1	XP_012150410.1
OG0006908	XP_017759976.1	XP_003703888.1
OG0006909	XP_017759888.1	XP_012139687.1
OG0006910	XP_017763693.1	XP_012147612.1
OG0006911	XP_017757972.1	XP_012143492.1
OG0006912	XP_017758786.1	XP_003707582.2
OG0006913	XP_017752719.1	XP_012147776.1
OG0006914	XP_017753719.1	XP_003706669.1
OG0006915	XP_017761177.1	XP_003705052.1
OG0006916	XP_017767270.1	XP_012136911.1
OG0006917	XP_017758843.1	XP_012135253.1
OG0006918	XP_017767704.1	XP_003705184.1
OG0006919	XP_017764460.1	XP_012154359.1
OG0006921	XP_017754390.1	XP_003705652.1
OG0006922	XP_017762994.1	XP_012153345.1
OG0006923	XP_017757853.1	XP_003706930.1
OG0006924	XP_017758987.1	XP_003701127.1
OG0006925	XP_017761099.1	XP_003703027.1
OG0006926	XP_017755910.1	XP_012141120.1
OG0006927	XP_017757753.1	XP_003704272.1
OG0006928	XP_017763082.1	XP_012141267.1
OG0006929	XP_017761990.1	XP_012135938.1
OG0006930	XP_017755720.1	XP_003704845.2
OG0006931	XP_017763387.1	XP_003707739.1
OG0006932	XP_017765069.1	XP_003705994.1
OG0006933	XP_017765015.1	XP_012136863.1
OG0006934	XP_017752874.1	XP_012144425.1
OG0006935	XP_017754376.1	XP_003705645.1
OG0006936	XP_017759952.1	XP_012139722.1
OG0006937	XP_017753771.1	XP_003708543.1
OG0006938	XP_017760079.1	XP_012147453.1
OG0006940	XP_017759320.1	XP_003708287.1
OG0006941	XP_017761549.1	XP_003702920.1
OG0006942	XP_017761981.1	XP_012149777.1, XP_012149778.1
OG0006943	XP_017756425.1, XP_017756482.1	XP_003707032.1
OG0006944	XP_017757383.1	XP_012152318.1
OG0006945	XP_017755172.1	XP_012140251.1
OG0006946	XP_017764070.1	XP_003700032.1
OG0006947	XP_017754681.1	XP_003701450.2, XP_012136527.1
OG0006948	XP_017763230.1	XP_003702844.1
OG0006949	XP_017761478.1	XP_003707682.1
OG0006950	XP_017758078.1	XP_003708577.1
OG0006951	XP_017756156.1	XP_003701309.1
OG0006952	XP_017754285.1	XP_003703521.1
OG0006953	XP_017752994.1	XP_012142574.1
OG0006954	XP_017765115.1	XP_012151626.1
OG0006955	XP_017759041.1	XP_012138499.1
OG0006956	XP_017756719.1	XP_003699211.1
OG0006957	XP_017763575.1	XP_003706434.1
OG0006958	XP_017760830.1	XP_003699945.1
OG0006959	XP_017752608.1	XP_012153028.1
OG0006960	XP_017762795.1	XP_003702048.1
OG0006961	XP_017753761.1	XP_012141821.1
OG0006962	XP_017756308.1	XP_003708410.1
OG0006964	XP_017762782.1	XP_012138133.1
OG0006965	XP_017760922.1	XP_003700561.1
OG0006966	XP_017765142.1	XP_012137746.1
OG0006967	XP_017757221.1	XP_012138315.1
OG0006969	XP_017759519.1	XP_003705523.1
OG0006970	XP_017756665.1	XP_003707146.1
OG0006971	XP_017758975.1	XP_012135761.1
OG0006972	XP_017764494.1	XP_012148197.1
OG0006973	XP_017763046.1	XP_003703693.1
OG0006974	XP_017759327.1	XP_012152648.1
OG0006975	XP_017759311.1	XP_012152659.1
OG0006976	XP_017753302.1	XP_003703122.1
OG0006977	XP_017760613.1	XP_003707156.1
OG0006978	XP_017753224.1	XP_012148266.1
OG0006979	XP_017753331.1	XP_003703140.1
OG0006980	XP_017758702.1	XP_012136098.1
OG0006981	XP_017765136.1	XP_003702117.1
OG0006982	XP_017760354.1, XP_017760355.1	XP_012154501.1, XP_012154492.1
OG0006983	XP_017757088.1	XP_012137811.1
OG0006984	XP_017762595.1	XP_012141898.1
OG0006985	XP_017766338.1	XP_012136882.1
OG0006986	XP_017757653.1	XP_012147967.1
OG0006987	XP_017761069.1	XP_003699409.1
OG0006988	XP_017755330.1	XP_003707468.1
OG0006989	XP_017752390.1	XP_003706074.2
OG0006990	XP_017755930.1	XP_012152853.1
OG0006991	XP_017767006.1	XP_012152384.1
OG0006992	XP_017754002.1	XP_003707938.1
OG0006993	XP_017753132.1	XP_012151907.1
OG0006994	XP_017755295.1	XP_003707362.1
OG0006995	XP_017759623.1	XP_012147271.1
OG0006997	XP_017752920.1	XP_012134843.1
OG0006998	XP_017766108.1	XP_003703259.1
OG0006999	XP_017763658.1	XP_012144419.1
OG0007000	XP_017760320.1	XP_012145381.1
OG0007001	XP_017752949.1	XP_012148551.1
OG0007002	XP_017753368.1	XP_012140233.1
OG0007003	XP_017753670.1	XP_003701886.1
OG0007004	XP_017760074.1	XP_003706163.1
OG0007005	XP_017767008.1	XP_003708180.1
OG0007006	XP_017753672.1	XP_003707307.1
OG0007007	XP_017753101.1	XP_003703903.1
OG0007008	XP_017764640.1	XP_012142658.1
OG0007009	XP_017756230.1	XP_003708446.1
OG0007010	XP_017761676.1	XP_012146606.1
OG0007011	XP_017758054.1, XP_017758434.1	XP_003706876.2, XP_012149153.1
OG0007012	XP_017767557.1	XP_012143101.1
OG0007013	XP_017765848.1	XP_003699480.1
OG0007014	XP_017756083.1	XP_003704027.1
OG0007015	XP_017752284.1	XP_012141575.1
OG0007016	XP_017765849.1	XP_003699487.1
OG0007017	XP_017755004.1	XP_003702205.1
OG0007018	XP_017762842.1	XP_003700250.1
OG0007019	XP_017752547.1	XP_003701266.1
OG0007020	XP_017752820.1	XP_012142370.1
OG0007021	XP_017766630.1, XP_017766637.1	XP_012151031.1
OG0007022	XP_017753054.1	XP_003706667.1
OG0007023	XP_017760547.1	XP_003706506.2
OG0007024	XP_017755931.1	XP_012141105.1
OG0007025	XP_017765747.1	XP_012143191.1
OG0007026	XP_017767362.1	XP_003699181.1
OG0007027	XP_017752552.1	XP_003701268.1
OG0007028	XP_017766507.1	XP_003705032.1
OG0007029	XP_017760905.1	XP_012154534.1
OG0007030	XP_017761536.1	XP_003702771.1
OG0007031	XP_017760003.1	XP_012142520.1
OG0007032	XP_017766150.1	XP_003703365.1
OG0007033	XP_017763606.1	XP_012147075.1
OG0007034	XP_017764978.1	XP_012146790.1
OG0007035	XP_017760494.1	XP_003705135.1, XP_012144880.1
OG0007036	XP_017753198.1	XP_003706620.1
OG0007037	XP_017758451.1	XP_012135393.1
OG0007038	XP_017758097.1	XP_003704746.1
OG0007039	XP_017753783.1	XP_012144892.1
OG0007040	XP_017767344.1	XP_003706815.1
OG0007041	XP_017764900.1	XP_003707671.1
OG0007042	XP_017764054.1	XP_012150820.1, XP_012150777.1
OG0007043	XP_017758350.1	XP_012150978.1
OG0007044	XP_017761934.1	XP_003699244.1
OG0007045	XP_017763293.1	XP_003700525.1
OG0007046	XP_017760202.1	XP_012147090.1
OG0007047	XP_017763236.1	XP_003702851.1
OG0007048	XP_017758141.1	XP_003704776.1
OG0007049	XP_017766427.1	XP_012138318.1
OG0007050	XP_017765976.1	XP_003703822.1
OG0007051	XP_017754608.1	XP_012154254.1
OG0007052	XP_017755376.1	XP_003706080.2
OG0007053	XP_017764692.1	XP_012144592.1
OG0007054	XP_017759577.1	XP_012147020.1
OG0007055	XP_017761757.1	XP_003707488.1
OG0007056	XP_017752799.1	XP_003701407.1
OG0007057	XP_017762042.1	XP_012146976.1
OG0007058	XP_017760472.1	XP_012139030.1
OG0007059	XP_017764635.1	XP_003704220.2
OG0007060	XP_017755541.1	XP_003700263.1
OG0007061	XP_017752380.1	XP_003706138.1
OG0007062	XP_017759084.1	XP_003703722.1
OG0007063	XP_017766675.1	XP_012140379.1
OG0007064	XP_017753511.1	XP_012141840.1
OG0007066	XP_017759649.1	XP_012149900.1
OG0007067	XP_017754605.1	XP_003700423.1
OG0007069	XP_017766822.1	XP_003704338.1
OG0007070	XP_017758910.1	XP_003707579.1
OG0007071	XP_017762389.1	XP_003705018.2
OG0007072	XP_017753205.1	XP_003703118.1
OG0007073	XP_017761537.1	XP_012139547.1
OG0007074	XP_017754514.1	XP_012139665.1
OG0007075	XP_017759086.1	XP_003705568.1
OG0007076	XP_017757849.1	XP_003706797.1
OG0007077	XP_017765065.1	XP_003706005.1
OG0007078	XP_017754507.1	XP_003705093.1
OG0007079	XP_017756052.1	XP_012152032.1
OG0007080	XP_017767139.1	XP_012137474.1
OG0007081	XP_017756538.1	XP_012137662.1
OG0007082	XP_017756453.1	XP_003706885.1
OG0007083	XP_017758274.1	XP_003701720.1
OG0007084	XP_017762902.1	XP_012147500.1
OG0007085	XP_017752175.1	XP_012140496.1
OG0007086	XP_017764556.1	XP_003702560.1
OG0007087	XP_017758833.1	XP_012150620.1, XP_003707630.1
OG0007088	XP_017752541.1	XP_003701264.1
OG0007089	XP_017764253.1	XP_012141863.1
OG0007090	XP_017754581.1	XP_012141963.1
OG0007091	XP_017752356.1	XP_003704038.1
OG0007092	XP_017752908.1	XP_012134837.1
OG0007093	XP_017761369.1	XP_003707279.1
OG0007094	XP_017756807.1	XP_003707551.2
OG0007095	XP_017761398.1	XP_012138132.1
OG0007096	XP_017760361.1	XP_012147005.1
OG0007097	XP_017752277.1	XP_003699646.1
OG0007098	XP_017754033.1	XP_003707967.1
OG0007099	XP_017758989.1	XP_003701116.1
OG0007100	XP_017756772.1	XP_012141159.1
OG0007101	XP_017757526.1	XP_012150281.1
OG0007102	XP_017761216.1	XP_012139217.1
OG0007103	XP_017764942.1	XP_003699936.1
OG0007104	XP_017759476.1	XP_003706351.1
OG0007105	XP_017755262.1	XP_012149951.1
OG0007106	XP_017752459.1	XP_003702430.1
OG0007107	XP_017756748.1	XP_003705889.1
OG0007108	XP_017756350.1	XP_012136631.1, XP_003701478.1
OG0007109	XP_017763309.1	XP_012154355.1
OG0007110	XP_017758601.1	XP_003703946.1
OG0007111	XP_017760504.1	XP_012146864.1
OG0007112	XP_017755396.1	XP_003705013.1
OG0007113	XP_017764845.1	XP_012151548.1
OG0007114	XP_017762373.1	XP_003705799.1
OG0007115	XP_017755870.1	XP_003702505.1
OG0007116	XP_017766684.1	XP_012147455.1
OG0007117	XP_017759240.1	XP_003699996.1
OG0007118	XP_017761458.1	XP_012150975.1
OG0007119	XP_017757894.1	XP_003704485.1
OG0007120	XP_017761855.1	XP_012143977.1
OG0007121	XP_017764138.1	XP_012134652.1
OG0007122	XP_017754633.1	XP_012154365.1
OG0007123	XP_017764790.1	XP_012146743.1
OG0007124	XP_017767487.1	XP_003699747.1
OG0007125	XP_017762726.1	XP_003701547.1
OG0007126	XP_017759261.1	XP_003700198.1
OG0007127	XP_017763071.1	XP_003703536.1
OG0007128	XP_017763265.1	XP_003703748.1
OG0007129	XP_017767314.1	XP_003706867.1
OG0007130	XP_017756432.1, XP_017756424.1	XP_012152804.1
OG0007131	XP_017755201.1	XP_012146124.1
OG0007132	XP_017759391.1	XP_003708261.1
OG0007133	XP_017765377.1	XP_012149367.1
OG0007134	XP_017765742.1	XP_012139044.1
OG0007135	XP_017755373.1	XP_012147164.1
OG0007136	XP_017767101.1	XP_012152878.1
OG0007137	XP_017760620.1	XP_012145354.1
OG0007138	XP_017766014.1	XP_003703787.1
OG0007139	XP_017766762.1	XP_003704389.1
OG0007140	XP_017754209.1	XP_003700558.1
OG0007141	XP_017766646.1	XP_003704196.1
OG0007142	XP_017762786.1	XP_012138021.1
OG0007143	XP_017759390.1	XP_003708361.1
OG0007144	XP_017759622.1	XP_003706101.1
OG0007145	XP_017757823.1	XP_003701917.1
OG0007146	XP_017754527.1	XP_003705096.1
OG0007147	XP_017767147.1	XP_012139456.1
OG0007148	XP_017760716.1	XP_003699561.1
OG0007150	XP_017766944.1	XP_003701351.1
OG0007151	XP_017761037.1	XP_003704141.1
OG0007152	XP_017760951.1	XP_003699280.1
OG0007153	XP_017760012.1	XP_003707707.1
OG0007154	XP_017755568.1	XP_012153917.1
OG0007155	XP_017764447.1	XP_003700532.1
OG0007156	XP_017754944.1	XP_003701146.1
OG0007157	XP_017754037.1	XP_012151692.1, XP_012151689.1
OG0007158	XP_017762770.1	XP_012137962.1
OG0007159	XP_017766635.1	XP_003704256.1
OG0007160	XP_017763199.1	XP_003702846.1
OG0007161	XP_017752325.1	XP_003705506.1
OG0007162	XP_017763253.1	XP_012150025.1
OG0007163	XP_017758925.1	XP_003703278.2
OG0007164	XP_017762753.1	XP_003704087.2
OG0007165	XP_017758973.1	XP_003705142.1
OG0007166	XP_017762711.1	XP_012137894.1
OG0007168	XP_017755432.1	XP_003704030.1
OG0007169	XP_017755173.1	XP_003708474.1
OG0007170	XP_017764912.1	XP_003707672.1
OG0007171	XP_017764846.1	XP_003707974.1
OG0007172	XP_017757125.1	XP_003702008.1
OG0007173	XP_017755381.1	XP_003705014.1
OG0007174	XP_017752921.1	XP_003705268.1
OG0007175	XP_017765818.1	XP_012153636.1
OG0007176	XP_017759905.1	XP_003702796.1
OG0007177	XP_017754435.1	XP_012135468.1, XP_012135467.1, XP_003701038.1
OG0007178	XP_017757201.1	XP_003706225.1
OG0007179	XP_017761442.1	XP_012154406.1
OG0007180	XP_017759568.1	XP_012142202.1
OG0007181	XP_017753805.1	XP_003699674.2
OG0007182	XP_017767033.1	XP_012145558.1
OG0007183	XP_017755353.1	XP_012147202.1
OG0007184	XP_017762609.1	XP_003703482.1
OG0007185	XP_017767675.1	XP_012145247.1
OG0007186	XP_017757281.1	XP_012152305.1
OG0007187	XP_017757693.1	XP_003705539.1
OG0007188	XP_017760761.1	XP_012146398.1
OG0007189	XP_017761481.1	XP_012138079.1
OG0007190	XP_017762813.1	XP_003702176.1
OG0007192	XP_017764312.1	XP_003701193.1
OG0007193	XP_017764196.1	XP_003702543.1
OG0007194	XP_017764626.1	XP_003704304.1, XP_012142652.1
OG0007195	XP_017760405.1	XP_012146975.1
OG0007196	XP_017755147.1	XP_003705295.1, XP_012145307.1
OG0007197	XP_017757623.1	XP_012139137.1
OG0007198	XP_017762108.1	XP_003704123.1
OG0007199	XP_017762473.1	XP_012134916.1
OG0007201	XP_017760871.1	XP_003700569.1
OG0007202	XP_017755118.1	XP_012136398.1
OG0007203	XP_017763163.1	XP_012150364.1
OG0007205	XP_017752216.1	XP_012140464.1
OG0007206	XP_017755724.1	XP_012144213.1
OG0007207	XP_017764850.1	XP_012151825.1
OG0007208	XP_017752283.1	XP_003703653.1
OG0007209	XP_017766796.1	XP_003704326.1
OG0007210	XP_017759408.1	XP_012140838.1
OG0007211	XP_017761711.1	XP_012146757.1
OG0007212	XP_017757559.1	XP_003702687.1
OG0007213	XP_017755961.1	XP_003707718.2
OG0007214	XP_017758220.1	XP_012144956.1, XP_012144961.1
OG0007216	XP_017754975.1	XP_003701167.1
OG0007217	XP_017754917.1	XP_003707810.1
OG0007218	XP_017757520.1	XP_012150272.1
OG0007219	XP_017755515.1	XP_012139793.1
OG0007220	XP_017763292.1	XP_003700457.1
OG0007221	XP_017758617.1	XP_012152862.1
OG0007222	XP_017755099.1	XP_003705324.1
OG0007223	XP_017760000.1	XP_003699697.1
OG0007225	XP_017759222.1	XP_012140262.1
OG0007226	XP_017767334.1	XP_003706783.1
OG0007227	XP_017762693.1	XP_012142392.1
OG0007228	XP_017759073.1	XP_012141689.1
OG0007229	XP_017765150.1	XP_003702111.1
OG0007230	XP_017764314.1	XP_003701131.2
OG0007231	XP_017754744.1	XP_003700969.1
OG0007232	XP_017762658.1	XP_003699225.1
OG0007233	XP_017762530.1	XP_003701510.1
OG0007234	XP_017763003.1	XP_012153375.1
OG0007235	XP_017753810.1	XP_012153393.1
OG0007236	XP_017757724.1	XP_003702518.1
OG0007237	XP_017752533.1	XP_003701256.1
OG0007238	XP_017759940.1	XP_003702793.1
OG0007239	XP_017753200.1	XP_003706594.1
OG0007240	XP_017760317.1	XP_012148126.1
OG0007241	XP_017760640.1	XP_003708094.1
OG0007242	XP_017763621.1	XP_012144750.1
OG0007243	XP_017766337.1	XP_012136466.1
OG0007244	XP_017758905.1	XP_012138689.1
OG0007245	XP_017753066.1	XP_003706668.1
OG0007246	XP_017760224.1	XP_012149877.1, XP_012149878.1, XP_012149799.1
OG0007247	XP_017765502.1	XP_012151020.1
OG0007248	XP_017767708.1	XP_003705237.1
OG0007249	XP_017753849.1	XP_012142167.1
OG0007250	XP_017753195.1	XP_003706584.1
OG0007251	XP_017766865.1	XP_012147237.1
OG0007252	XP_017765143.1	XP_003702083.1
OG0007253	XP_017761318.1	XP_003707241.1
OG0007254	XP_017766367.1	XP_012136700.1
OG0007255	XP_017753515.1	XP_003703773.1
OG0007256	XP_017765977.1	XP_003703798.1
OG0007257	XP_017763468.1	XP_012141051.1
OG0007259	XP_017759680.1	XP_012143870.1
OG0007260	XP_017763203.1	XP_003702856.1
OG0007262	XP_017766768.1	XP_003708109.1
OG0007263	XP_017756626.1	XP_003702729.1
OG0007264	XP_017758743.1	XP_012150344.1
OG0007265	XP_017754065.1	XP_012151697.1
OG0007266	XP_017765027.1	XP_012144557.1, XP_012146848.1
OG0007267	XP_017764785.1, XP_017764784.1	XP_012153498.1
OG0007268	XP_017752336.1	XP_012147180.1
OG0007269	XP_017754645.1	XP_012145479.1
OG0007270	XP_017763097.1	XP_012141424.1
OG0007271	XP_017760952.1	XP_012146471.1
OG0007272	XP_017761401.1	XP_012149921.1
OG0007273	XP_017755757.1	XP_012147264.1
OG0007274	XP_017759111.1	XP_012141709.1
OG0007275	XP_017752715.1	XP_003705338.1
OG0007276	XP_017767337.1	XP_003706781.1
