Orthogroup	Eufriesea_mexicana	Acyrthosiphon_pisum
OG0005653	XP_017756222.1	XP_016659226.1
OG0005654	XP_017760864.1	XP_016659371.1
OG0005655	XP_017763471.1	XP_016659429.1, XP_016659427.1, XP_016659428.1
OG0005656	XP_017752338.1	XP_016659623.1
OG0005657	XP_017762049.1	XP_016659800.1
OG0005658	XP_017754915.1	XP_016659877.1
OG0005659	XP_017758176.1	XP_016659948.1
OG0005660	XP_017758753.1	XP_016660013.1
OG0005661	XP_017764704.1	XP_016660153.1
OG0005662	XP_017766738.1	XP_016660213.2
OG0005663	XP_017763668.1	XP_016660448.1
OG0005664	XP_017752408.1	XP_016660460.1
OG0005665	XP_017753012.1	XP_016660662.1
OG0005666	XP_017758433.1	XP_016660691.1
OG0005667	XP_017757930.1	XP_016660693.1
OG0005668	XP_017757519.1	XP_016661060.1
OG0005669	XP_017767012.1	XP_016661761.1
OG0005670	XP_017758089.1	XP_016661804.1
OG0005671	XP_017764598.1	XP_016661934.1, XP_029343444.1
OG0005672	XP_017758230.1	XP_016661951.1
OG0005673	XP_017754798.1	XP_016662088.1
OG0005674	XP_017760322.1	XP_016662190.1
OG0005675	XP_017758694.1	XP_016662317.1
OG0005676	XP_017757570.1	XP_016662328.1
OG0005677	XP_017761773.1	XP_029342180.1, XP_016662372.1
OG0005678	XP_017753663.1	XP_016662668.1
OG0005679	XP_017763696.1	XP_016662713.1
OG0005680	XP_017763744.1	XP_029347241.1, XP_016663036.1, XP_029347821.1
OG0005681	XP_017765301.1	XP_016663579.1
OG0005682	XP_017763284.1	XP_016663628.1
OG0005683	XP_017765152.1	XP_016663880.1
OG0005684	XP_017761283.1	XP_016664871.1
OG0005685	XP_017756170.1	XP_029341024.1, XP_029341257.1
OG0005686	XP_017766970.1	XP_029341642.1
OG0005687	XP_017753318.1	XP_029342024.1, XP_029342543.1
OG0005688	XP_017761865.1	XP_029342068.1
OG0005689	XP_017755914.1	XP_029342094.1
OG0005690	XP_017767513.1	XP_029342119.1
OG0005691	XP_017754254.1	XP_029342169.1
OG0005692	XP_017757877.1	XP_029342223.1
OG0005693	XP_017757096.1	XP_029342249.1
OG0005694	XP_017763174.1	XP_029342282.1
OG0005695	XP_017765417.1	XP_029342306.1, XP_029342848.1
OG0005696	XP_017754814.1	XP_029348546.1, XP_029342418.1
OG0005697	XP_017760175.1	XP_029342426.1
OG0005698	XP_017753271.1	XP_029342437.1
OG0005699	XP_017763585.1	XP_029342555.1
OG0005700	XP_017752140.1	XP_029342733.1
OG0005701	XP_017765631.1, XP_017760280.1	XP_029342754.1
OG0005702	XP_017755450.1	XP_029342779.1
OG0005703	XP_017753125.1	XP_029342791.1
OG0005704	XP_017758735.1	XP_029343020.1
OG0005705	XP_017756601.1	XP_029343102.1
OG0005706	XP_017762856.1	XP_029343182.1
OG0005707	XP_017759477.1	XP_029343231.1
OG0005708	XP_017759303.1	XP_029343239.1
OG0005709	XP_017755922.1	XP_029343593.1
OG0005710	XP_017766260.1	XP_029343735.1
OG0005711	XP_017753600.1	XP_029343811.1
OG0005712	XP_017762075.1	XP_029343813.1
OG0005713	XP_017752950.1	XP_029343842.1
OG0005714	XP_017756318.1	XP_029343883.1
OG0005715	XP_017755215.1	XP_029343886.1
OG0005716	XP_017765091.1	XP_029343989.1
OG0005717	XP_017763564.1	XP_029344047.1
OG0005718	XP_017754703.1	XP_029344220.1
OG0005719	XP_017753304.1	XP_029344289.1
OG0005720	XP_017752940.1	XP_029344319.1
OG0005721	XP_017756669.1	XP_029345368.1
OG0005722	XP_017762654.1	XP_029344434.1
OG0005724	XP_017755783.1	XP_029345044.1
OG0005725	XP_017761618.1	XP_029345132.1
OG0005726	XP_017766259.1	XP_029345225.1
OG0005727	XP_017754549.1	XP_029345235.1, XP_029346269.1
OG0005728	XP_017752926.1	XP_029345238.1
OG0005729	XP_017764043.1	XP_029345419.1
OG0005730	XP_017758924.1	XP_029345423.1
OG0005731	XP_017766348.1	XP_029345557.1
OG0005732	XP_017758051.1	XP_029345808.1
OG0005733	XP_017764075.1	XP_029345964.1
OG0005734	XP_017764412.1	XP_029346241.1, XP_029346242.1
OG0005735	XP_017752269.1	XP_029346255.1
OG0005736	XP_017762462.1	XP_029346546.1
OG0005737	XP_017764557.1	XP_029346578.1
OG0005738	XP_017754663.1	XP_029346648.1
OG0005739	XP_017757574.1	XP_029346650.1
OG0005740	XP_017763688.1	XP_029346759.1
OG0005741	XP_017754396.1	XP_029346847.1
OG0005742	XP_017756446.1	XP_029346984.1
OG0005743	XP_017764003.1	XP_029347220.1, XP_029346986.1, XP_029347057.1
OG0005744	XP_017756050.1	XP_029347014.1, XP_029347013.1
OG0005745	XP_017762519.1	XP_029347024.1
OG0005746	XP_017755284.1, XP_017755283.1	XP_029347026.1
OG0005747	XP_017757500.1	XP_029347049.1
OG0005748	XP_017754477.1, XP_017754475.1, XP_017754476.1	XP_029347147.1
OG0005749	XP_017762486.1	XP_029347158.1
OG0005750	XP_017760483.1	XP_029347333.1
OG0005751	XP_017766875.1	XP_029348573.1
OG0005752	XP_017761140.1	XP_029348674.1
OG0005753	XP_017755888.1, XP_017759019.1	YP_002323937.1
OG0005845	XP_017756437.1	NP_001119611.2, XP_029344722.1
OG0005846	XP_017753516.1	NP_001119623.2
OG0005847	XP_017767191.1	NP_001119624.1
OG0005848	XP_017759693.1	XP_016656103.1, XP_001948248.1, NP_001119634.2
OG0005849	XP_017766383.1	XP_029341861.1, NP_001119636.1
OG0005850	XP_017766372.1	NP_001119642.1
OG0005851	XP_017758539.1	NP_001119643.1
OG0005852	XP_017763057.1	NP_001119679.1, NP_001129592.1
OG0005853	XP_017760833.1	NP_001119681.1
OG0005854	XP_017756743.1	NP_001119686.1
OG0005855	XP_017763177.1	NP_001119689.1
OG0005856	XP_017755708.1	NP_001119690.1
OG0005857	XP_017753443.1	NP_001119698.1
OG0005858	XP_017756554.1, XP_017756497.1	NP_001119699.1
OG0005859	XP_017762336.1	XP_008181451.1, NP_001128403.1
OG0005860	XP_017764186.1	NP_001129424.1
OG0005861	XP_017758809.1	NP_001135965.1
OG0005862	XP_017762628.1	XP_016662319.1, NP_001153592.1
OG0005863	XP_017759576.1	NP_001153809.1
OG0005864	XP_017753109.1	NP_001153816.1
OG0005865	XP_017766174.1	NP_001153854.1
OG0005866	XP_017766578.1	NP_001153860.1
OG0005867	XP_017763056.1	NP_001154181.1
OG0005868	XP_017754094.1	NP_001155376.1
OG0005869	XP_017761597.1	NP_001155392.1
OG0005870	XP_017755266.1	NP_001155394.1, XP_029344732.1
OG0005871	XP_017755674.1	NP_001155396.1, XP_003240869.1
OG0005872	XP_017755855.1	XP_008181490.1, NP_001155403.1
OG0005873	XP_017754424.1	NP_001155412.1
OG0005874	XP_017761021.1	NP_001155413.1, XP_016662282.1
OG0005875	XP_017759060.1	NP_001155419.1, XP_008183988.1
OG0005876	XP_017754623.1	NP_001155427.1
OG0005877	XP_017764389.1	NP_001155433.1
OG0005878	XP_017755066.1	XP_008180667.1, NP_001155439.1
OG0005879	XP_017761462.1, XP_017761461.1	NP_001155450.1
OG0005880	XP_017762197.1	NP_001155478.1
OG0005881	XP_017762442.1	NP_001155489.1
OG0005882	XP_017754440.1	XP_008183574.1, NP_001155490.1
OG0005883	XP_017767692.1	NP_001155496.1
OG0005884	XP_017758267.1	NP_001155525.1, XP_008185681.1
OG0005885	XP_017758920.1	NP_001155540.1
OG0005886	XP_017761645.1	NP_001155545.1
OG0005887	XP_017766232.1	NP_001155555.1
OG0005888	XP_017753938.1	NP_001155564.1
OG0005889	XP_017760241.1	NP_001155568.1
OG0005890	XP_017766244.1	XP_016660060.1, NP_001155570.1
OG0005891	XP_017762408.1	NP_001155575.1
OG0005892	XP_017763114.1	NP_001155584.1, NP_001155753.1
OG0005893	XP_017752681.1	NP_001155608.1
OG0005894	XP_017761819.1	NP_001155609.1
OG0005895	XP_017756679.1	XP_008178787.1, NP_001155618.1
OG0005896	XP_017752486.1	NP_001155623.1
OG0005897	XP_017755805.1	NP_001155627.1
OG0005898	XP_017759514.1	NP_001155631.1
OG0005899	XP_017755776.1	NP_001155645.1
OG0005900	XP_017764977.1	NP_001155647.1
OG0005901	XP_017759520.1	NP_001155651.1
OG0005902	XP_017759143.1	NP_001155653.1
OG0005903	XP_017761136.1	NP_001155664.1
OG0005904	XP_017760728.1	XP_029343924.1, NP_001155689.1
OG0005905	XP_017767387.1	NP_001155690.1
OG0005906	XP_017761051.1	XP_029344789.1, NP_001155700.1
OG0005907	XP_017761245.1	NP_001156236.1, NP_001155710.1
OG0005908	XP_017758845.1	XP_016663936.1, NP_001155715.1
OG0005909	XP_017764142.1	NP_001155721.1
OG0005910	XP_017758260.1	XP_008186522.1, NP_001155729.1
OG0005911	XP_017764192.1	XP_003246769.1, NP_001155741.1
OG0005912	XP_017756480.1	NP_001155744.1
OG0005913	XP_017765850.1	XP_001952365.1, NP_001155754.1
OG0005914	XP_017766840.1	XP_008180671.1, NP_001155762.1
OG0005915	XP_017763737.1, XP_017763776.1	NP_001155780.1, XP_008183929.1
OG0005916	XP_017764512.1	NP_001155781.1
OG0005917	XP_017763328.1	NP_001155803.1
OG0005918	XP_017767421.1	NP_001155805.1
OG0005919	XP_017759075.1	NP_001155812.1, XP_001943852.1
OG0005920	XP_017758715.1	NP_001155823.1
OG0005922	XP_017757960.1	NP_001155921.1
OG0005923	XP_017755651.1	NP_001155927.1
OG0005924	XP_017755451.1	NP_001155942.1, XP_001947024.2
OG0005925	XP_017753818.1	NP_001156050.1
OG0005926	XP_017760086.1	XP_001945424.1, XP_008187178.1, NP_001156055.1
OG0005927	XP_017753733.1	NP_001156082.1
OG0005928	XP_017758102.1	NP_001156086.1
OG0005929	XP_017765436.1	NP_001156111.1, XP_003248911.1
OG0005930	XP_017763369.1	NP_001156128.1
OG0005931	XP_017763351.1	NP_001156132.1
OG0005932	XP_017752259.1	NP_001156147.1
OG0005933	XP_017764271.1	NP_001156169.1
OG0005934	XP_017758444.1	NP_001156181.1
OG0005935	XP_017760146.1	NP_001156187.1
OG0005936	XP_017764792.1	NP_001156190.1
OG0005937	XP_017761942.1	NP_001156196.1, NP_001280433.1
OG0005938	XP_017764849.1	NP_001156198.1, XP_008182088.1
OG0005939	XP_017761415.1	NP_001156208.1
OG0005940	XP_017755182.1	NP_001156228.1
OG0005941	XP_017753676.1	NP_001156230.1
OG0005942	XP_017756604.1	NP_001156235.1
OG0005943	XP_017762056.1	NP_001156249.1, XP_008187390.1
OG0005944	XP_017761997.1	NP_001156260.1
OG0005945	XP_017762376.1	NP_001156261.1, XP_008185713.1
OG0005946	XP_017753991.1	NP_001156262.1
OG0005947	XP_017762497.1	NP_001156272.1, XP_008184373.1
OG0005948	XP_017767735.1	NP_001156286.1
OG0005949	XP_017763895.1	NP_001156436.1
OG0005951	XP_017759270.1	NP_001156458.1
OG0005952	XP_017757185.1	NP_001156604.1
OG0005953	XP_017759342.1	XP_016657025.1, NP_001156676.1
OG0005954	XP_017761313.1	NP_001156841.1, XP_029342006.1
OG0005955	XP_017759788.1	NP_001162106.1
OG0005956	XP_017752582.1	NP_001165436.1, XP_003246548.1
OG0005957	XP_017758963.1	NP_001165848.1, XP_029346308.1
OG0005958	XP_017758672.1	NP_001191853.1
OG0005959	XP_017755813.1	NP_001191889.1
OG0005960	XP_017759995.1	NP_001191921.1
OG0005961	XP_017759528.1	NP_001191929.1
OG0005962	XP_017757971.1, XP_017757974.1	NP_001191942.1
OG0005963	XP_017755650.1	NP_001191944.1
OG0005964	XP_017763765.1	NP_001191951.1, XP_016661162.1
OG0005965	XP_017757701.1	NP_001192095.1, NP_001192094.1
OG0005966	XP_017759889.1	NP_001229570.1
OG0005967	XP_017767178.1	NP_001232938.1, XP_008179279.1
OG0005968	XP_017765147.1	NP_001232974.1
OG0005969	XP_017759309.1	NP_001232976.1, XP_029344769.1
OG0005970	XP_017760181.1	NP_001232986.1, XP_008186571.1
OG0005971	XP_017758357.1	NP_001232994.1
OG0005972	XP_017766013.1	NP_001233010.1, XP_029342008.1
OG0005973	XP_017760059.1, XP_017760060.1	NP_001233071.1
OG0005974	XP_017756075.1	NP_001233076.1
OG0005975	XP_017757415.1	NP_001233078.1
OG0005976	XP_017757373.1	NP_001233089.1
OG0005977	XP_017766285.1	NP_001233097.1
OG0005978	XP_017761060.1	NP_001233120.1, XP_016657692.1
OG0005979	XP_017765633.1	NP_001280255.1
OG0005980	XP_017766087.1	NP_001280256.1
OG0005981	XP_017758264.1	NP_001280259.1
OG0005982	XP_017765161.1	XP_008187894.1, NP_001280284.1
OG0005983	XP_017755204.1	NP_001280302.1
OG0005984	XP_017762011.1	NP_001280316.1, XP_001951901.2
OG0005985	XP_017766216.1	XP_016658303.1, NP_001280319.1
OG0005986	XP_017757211.1	XP_008187009.1, NP_001280335.1
OG0005987	XP_017761712.1	NP_001280341.1, XP_029341887.1, XP_001945194.2
OG0005988	XP_017765314.1	XP_001946901.1, NP_001280342.1
OG0005989	XP_017760083.1	NP_001280352.1
OG0005990	XP_017754738.1	NP_001280358.1
OG0005991	XP_017764807.1	NP_001280381.1
OG0005992	XP_017756929.1	NP_001280395.1, XP_029346882.1
OG0005993	XP_017763545.1	NP_001280414.1, XP_008187414.1
OG0005994	XP_017767603.1	NP_001280420.1
OG0005995	XP_017763307.1	XP_016663205.1, NP_001280430.1
OG0005996	XP_017764515.1	XP_008181412.1, NP_001280449.1
OG0005997	XP_017755087.1	NP_001280453.1
OG0005998	XP_017765876.1	NP_001280474.1, XP_001945013.2
OG0005999	XP_017759269.1	NP_001280477.1
OG0006000	XP_017762068.1	NP_001280485.1
OG0006001	XP_017754091.1	NP_001313549.1
OG0006002	XP_017763597.1	NP_001313554.1
OG0006003	XP_017756031.1	NP_001313565.1
OG0006004	XP_017757444.1	NP_001313570.1
OG0006005	XP_017763748.1	NP_001313593.1
OG0006006	XP_017755825.1	XP_001942534.1
OG0006007	XP_017757149.1	XP_001942573.2
OG0006008	XP_017753202.1	XP_001942592.2
OG0006009	XP_017765431.1	XP_001942663.1
OG0006010	XP_017760480.1	XP_001942728.1
OG0006011	XP_017762335.1	XP_001942737.1
OG0006012	XP_017756305.1	XP_001942745.1
OG0006013	XP_017761413.1	XP_001942746.2
OG0006014	XP_017758908.1	XP_003245638.1, XP_001942748.2
OG0006015	XP_017758233.1	XP_001942780.2
OG0006016	XP_017762990.1	XP_001942818.2
OG0006017	XP_017753295.1	XP_001942820.2
OG0006018	XP_017752685.1	XP_001942832.2
OG0006019	XP_017756108.1	XP_001942851.3, XP_029345849.1
OG0006020	XP_017761709.1	XP_001942885.1
OG0006021	XP_017762995.1	XP_001942890.2
OG0006022	XP_017759139.1	XP_001942914.1
OG0006023	XP_017757592.1	XP_001942922.1, XP_008182860.1
OG0006024	XP_017759942.1	XP_001942930.2
OG0006025	XP_017758366.1	XP_001942943.2
OG0006026	XP_017753564.1	XP_001942955.2
OG0006027	XP_017761737.1	XP_001942957.2
OG0006028	XP_017758682.1	XP_001942969.2
OG0006029	XP_017764180.1	XP_001943012.2
OG0006030	XP_017766370.1	XP_001943013.2
OG0006031	XP_017764148.1	XP_001943017.2
OG0006032	XP_017756797.1	XP_001943051.1
OG0006033	XP_017757115.1, XP_017757116.1	XP_001943111.1
OG0006034	XP_017759667.1	XP_001943122.1
OG0006035	XP_017765158.1	XP_001943152.1
OG0006036	XP_017753277.1	XP_001943219.2
OG0006037	XP_017762104.1	XP_001943223.1
OG0006038	XP_017758291.1	XP_001943231.1
OG0006039	XP_017757140.1	XP_001943272.1
OG0006040	XP_017766378.1	XP_001943293.1
OG0006041	XP_017763504.1, XP_017763489.1	XP_001943300.2
OG0006042	XP_017755604.1	XP_001943338.2
OG0006043	XP_017763273.1	XP_001943365.2
OG0006044	XP_017764329.1	XP_001943401.2
OG0006045	XP_017765493.1	XP_001943407.1, XP_008185132.1
OG0006046	XP_017752270.1	XP_003243863.1, XP_001943453.2
OG0006047	XP_017754811.1	XP_001943489.1
OG0006048	XP_017764067.1	XP_001943558.3
OG0006049	XP_017761759.1	XP_001943651.2
OG0006050	XP_017758663.1	XP_001943653.1
OG0006051	XP_017758386.1	XP_001946500.2, XP_001943674.1
OG0006052	XP_017765743.1	XP_001943727.1
OG0006053	XP_017762583.1	XP_001943731.2
OG0006054	XP_017766698.1	XP_001943765.1
OG0006055	XP_017761124.1	XP_001943831.2
OG0006056	XP_017753023.1	XP_001943840.2
OG0006057	XP_017753060.1	XP_001943846.2, XP_003248904.2
OG0006058	XP_017761785.1, XP_017759859.1	XP_001943886.1
OG0006059	XP_017761441.1	XP_001943895.2
OG0006060	XP_017762601.1	XP_001943933.2
OG0006061	XP_017759132.1	XP_001943966.2
OG0006062	XP_017765828.1	XP_001943983.1
OG0006063	XP_017757747.1	XP_001944025.1
OG0006064	XP_017753997.1	XP_001944044.1
OG0006065	XP_017761693.1	XP_001944107.2
OG0006066	XP_017765304.1	XP_001944113.1
OG0006067	XP_017763463.1	XP_001944116.1
OG0006068	XP_017764638.1	XP_008179861.1, XP_016657351.1, XP_001944237.1
OG0006069	XP_017754017.1	XP_001944272.2, XP_003247238.1
OG0006070	XP_017756091.1	XP_001944291.2
OG0006071	XP_017757024.1	XP_001944307.2
OG0006072	XP_017759297.1	XP_001944318.1
OG0006073	XP_017756325.1	XP_001944319.2
OG0006074	XP_017757805.1	XP_008189617.1, XP_001944385.1
OG0006075	XP_017752212.1	XP_001944489.1
OG0006076	XP_017763384.1	XP_016657449.1, XP_001944509.2
OG0006077	XP_017764670.1	XP_001944540.1
OG0006078	XP_017757270.1	XP_001944546.2
OG0006079	XP_017764187.1	XP_001944560.1, XP_029344372.1
OG0006080	XP_017753472.1	XP_001944611.1
OG0006081	XP_017757644.1	XP_001944615.3
OG0006082	XP_017759737.1	XP_001944638.1, XP_001946818.1
OG0006083	XP_017761261.1	XP_001944695.1
OG0006084	XP_017767296.1	XP_001944722.2
OG0006085	XP_017758707.1	XP_001944743.2
OG0006086	XP_017754993.1	XP_001944795.1
OG0006087	XP_017760076.1	XP_001944891.1
OG0006088	XP_017757168.1	XP_001944944.1
OG0006089	XP_017761743.1	XP_001944971.1, XP_016658301.1
OG0006090	XP_017764775.1	XP_001944973.1
OG0006091	XP_017754943.1	XP_001944977.1
OG0006092	XP_017757889.1	XP_001944986.2
OG0006093	XP_017755971.1	XP_001945086.1
OG0006094	XP_017754089.1	XP_001945091.2, XP_008183120.1
OG0006095	XP_017757525.1	XP_001945092.1
OG0006096	XP_017764112.1	XP_001945125.2
OG0006097	XP_017757717.1	XP_001945177.2
OG0006098	XP_017761278.1	XP_001945184.2
OG0006099	XP_017754479.1	XP_016660591.1, XP_001945193.2
OG0006100	XP_017761456.1	XP_001945247.1
OG0006102	XP_017762369.1	XP_001945260.2
OG0006103	XP_017752225.1	XP_001945286.2
OG0006104	XP_017754140.1	XP_001945295.1
OG0006105	XP_017766384.1	XP_001945306.2
OG0006106	XP_017767419.1	XP_001945316.1
OG0006107	XP_017762611.1	XP_001945391.2
OG0006108	XP_017765425.1	XP_001945415.1
OG0006109	XP_017766991.1	XP_001945418.2
OG0006110	XP_017753937.1	XP_001945450.1, XP_003248783.2
OG0006111	XP_017765088.1	XP_001945496.2
OG0006112	XP_017759825.1	XP_001945531.2
OG0006113	XP_017760005.1	XP_001945591.2
OG0006114	XP_017755571.1	XP_001945602.1
OG0006115	XP_017762044.1	XP_001945617.1
OG0006116	XP_017755076.1	XP_001945628.2
OG0006117	XP_017762518.1	XP_001945631.2
OG0006118	XP_017752574.1	XP_001945645.2
OG0006119	XP_017763212.1	XP_029346628.1, XP_001945655.1
OG0006120	XP_017762869.1	XP_001945659.2
OG0006121	XP_017760073.1	XP_001945688.2
OG0006122	XP_017765360.1	XP_001945753.2, XP_001948811.1
OG0006123	XP_017757064.1	XP_001945771.1
OG0006124	XP_017755268.1	XP_001945803.2
OG0006125	XP_017755183.1	XP_001945873.1
OG0006126	XP_017754660.1	XP_001945885.1
OG0006127	XP_017760244.1	XP_001945887.2
OG0006128	XP_017766657.1	XP_008181998.1, XP_001945913.1
OG0006129	XP_017756264.1, XP_017756262.1	XP_001945932.2, XP_016661485.1
OG0006130	XP_017764571.1, XP_017764572.1	XP_001945945.1
OG0006131	XP_017760484.1	XP_001945995.1
OG0006132	XP_017755599.1	XP_029344348.1, XP_001946001.2, XP_016658427.1
OG0006133	XP_017752639.1	XP_001946006.2
OG0006134	XP_017755422.1	XP_001946016.2
OG0006135	XP_017762906.1	XP_001951702.2, XP_001946049.2
OG0006136	XP_017757377.1	XP_001946064.2
OG0006137	XP_017753171.1	XP_001946086.1
OG0006138	XP_017757859.1	XP_001946120.3, XP_008182784.3
OG0006139	XP_017767389.1	XP_001946136.1
OG0006140	XP_017754938.1	XP_001946141.1
OG0006141	XP_017763995.1	XP_001948721.1, XP_001946187.1
OG0006142	XP_017764107.1	XP_001946196.1
OG0006143	XP_017753116.1	XP_001946235.2
OG0006144	XP_017760080.1	XP_016661387.1, XP_001946260.2
OG0006145	XP_017759359.1	XP_001946335.1
OG0006146	XP_017759860.1	XP_001946386.2
OG0006147	XP_017764928.1	XP_001946510.1
OG0006149	XP_017752668.1	XP_001946641.1
OG0006150	XP_017758212.1	XP_001946664.2
OG0006151	XP_017757075.1	XP_001946721.2
OG0006152	XP_017760474.1	XP_001946751.1
OG0006153	XP_017755455.1	XP_001946781.1
OG0006154	XP_017766158.1	XP_001946824.2
OG0006155	XP_017765924.1	XP_008181592.1, XP_029341658.1, XP_001946855.2
OG0006156	XP_017756458.1	XP_001946877.1
OG0006157	XP_017762577.1	XP_001946888.1
OG0006158	XP_017753574.1	XP_001946891.2
OG0006159	XP_017755928.1	XP_001946893.2
OG0006160	XP_017765772.1	XP_001946926.1, XP_016659077.1
OG0006161	XP_017757537.1	XP_001946946.1, XP_001947929.1
OG0006162	XP_017760278.1	XP_016659324.1, XP_001946989.2
OG0006163	XP_017765964.1	XP_001946995.1
OG0006164	XP_017752344.1	XP_016660452.1, XP_001947006.2
OG0006165	XP_017767081.1	XP_001947011.2
OG0006166	XP_017759227.1	XP_001947029.1
OG0006167	XP_017764226.1	XP_001947067.2
OG0006168	XP_017757103.1	XP_001947113.1
OG0006169	XP_017758974.1	XP_003245500.1, XP_001947124.2
OG0006170	XP_017757886.1	XP_001947127.1
OG0006171	XP_017757309.1	XP_001947142.1
OG0006172	XP_017767042.1	XP_001947201.2
OG0006173	XP_017752373.1	XP_001947233.2
OG0006174	XP_017758052.1	XP_001947263.4
OG0006175	XP_017765485.1	XP_001947291.1
OG0006176	XP_017756859.1	XP_001947303.2, XP_008183197.1
OG0006177	XP_017756329.1	XP_016659891.1, XP_001947314.2
OG0006178	XP_017752867.1	XP_001947330.2
OG0006179	XP_017762531.1	XP_001947367.2
OG0006180	XP_017765790.1	XP_001947406.2
OG0006181	XP_017766264.1	XP_008179930.1, XP_001947431.2
OG0006182	XP_017762465.1	XP_001947448.1
OG0006183	XP_017754497.1	XP_001947449.1
OG0006184	XP_017761627.1	XP_001947458.1
OG0006185	XP_017755526.1	XP_001947527.1
OG0006186	XP_017761677.1	XP_001947613.1, XP_008182530.1
OG0006187	XP_017760015.1	XP_001947621.1
OG0006188	XP_017760220.1	XP_001947663.2
OG0006189	XP_017766258.1	XP_001947685.1
OG0006191	XP_017758589.1	XP_001947742.1
OG0006192	XP_017761860.1	XP_001947849.1
OG0006193	XP_017764304.1	XP_001947942.2
OG0006194	XP_017752951.1	XP_001948002.2
OG0006195	XP_017755921.1	XP_001948073.1
OG0006196	XP_017763184.1	XP_001948080.1
OG0006197	XP_017767579.1	XP_001948129.1
OG0006198	XP_017767143.1	XP_001948160.1
OG0006199	XP_017755104.1, XP_017755070.1	XP_001948180.1
OG0006200	XP_017766963.1	XP_001948203.1
OG0006201	XP_017752702.1	XP_001948245.2
OG0006202	XP_017766411.1	XP_001948281.1
OG0006203	XP_017766141.1	XP_001948296.1
OG0006204	XP_017764633.1	XP_001948330.1
OG0006205	XP_017755415.1	XP_001948334.1
OG0006206	XP_017765984.1	XP_001948347.4, XP_029341439.1
OG0006207	XP_017757078.1	XP_001948376.1
OG0006208	XP_017753893.1	XP_001948390.2
OG0006209	XP_017752992.1	XP_001948392.1
OG0006210	XP_017763673.1	XP_029347879.1, XP_001948404.3
OG0006211	XP_017763725.1	XP_001948412.2
OG0006212	XP_017766971.1	XP_029341163.1, XP_001948436.1
OG0006213	XP_017756095.1	XP_001948459.1
OG0006214	XP_017756055.1	XP_001948484.2
OG0006215	XP_017757694.1	XP_001948503.1
OG0006216	XP_017764387.1	XP_001948537.1
OG0006217	XP_017760852.1	XP_001948634.1
OG0006218	XP_017764718.1	XP_001948686.1
OG0006219	XP_017761244.1	XP_001948697.1
OG0006220	XP_017758353.1	XP_001948759.1
OG0006221	XP_017762847.1	XP_001948771.2
OG0006222	XP_017762093.1	XP_001948776.2
OG0006223	XP_017765703.1	XP_001948833.3
OG0006224	XP_017759975.1	XP_001948884.1
OG0006225	XP_017765182.1	XP_001948962.1
OG0006226	XP_017759335.1	XP_001948971.2
OG0006227	XP_017753414.1	XP_008184822.1, XP_001949023.2
OG0006228	XP_017759038.1	XP_001949024.1
OG0006229	XP_017755372.1	XP_001949027.1
OG0006230	XP_017757828.1	XP_001949038.1
OG0006231	XP_017766000.1	XP_001949040.2
OG0006232	XP_017763495.1	XP_001949082.2
OG0006233	XP_017756330.1	XP_001949083.2
OG0006234	XP_017760176.1	XP_001949102.3
OG0006235	XP_017755774.1	XP_001949129.2, XP_029342198.1
OG0006236	XP_017753194.1, XP_017753193.1	XP_001949187.1
OG0006237	XP_017765805.1	XP_001949199.2
OG0006238	XP_017766155.1	XP_001949207.2
OG0006239	XP_017760646.1	XP_001949209.1
OG0006240	XP_017766274.1	XP_001949216.2
OG0006241	XP_017756476.1	XP_001949235.1, XP_003248530.3
OG0006242	XP_017764170.1	XP_001949236.2
OG0006243	XP_017762293.1	XP_001949241.1
OG0006244	XP_017752807.1	XP_001949265.2
OG0006245	XP_017767170.1	XP_001949377.2
OG0006246	XP_017758032.1	XP_001949387.1
OG0006247	XP_017765714.1	XP_001949408.1, XP_003243065.1
OG0006248	XP_017753821.1	XP_001949435.1
OG0006249	XP_017757463.1	XP_001949439.2
OG0006250	XP_017755460.1	XP_001949441.1
OG0006251	XP_017758409.1	XP_001949456.1
OG0006252	XP_017762409.1	XP_001949483.1
OG0006253	XP_017757630.1	XP_001949524.2
OG0006254	XP_017752330.1	XP_001949533.1, XP_029346613.1
OG0006255	XP_017760540.1	XP_016660229.1, XP_001949552.1
OG0006256	XP_017754354.1	XP_001949607.2
OG0006257	XP_017753053.1	XP_001949629.1
OG0006258	XP_017752991.1	XP_001949685.1
OG0006259	XP_017759147.1	XP_001949748.1, XP_001949723.3
OG0006260	XP_017760443.1	XP_001949727.1
OG0006261	XP_017767251.1	XP_001949755.1
OG0006262	XP_017756304.1	XP_001949810.1
OG0006263	XP_017759682.1	XP_001949840.1
OG0006264	XP_017752670.1	XP_001949841.2
OG0006265	XP_017752368.1	XP_001949885.1
OG0006266	XP_017752677.1	XP_001949958.1
OG0006267	XP_017763639.1	XP_001950033.1, XP_029344349.1
OG0006268	XP_017762111.1	XP_001950058.1
OG0006269	XP_017753623.1	XP_001950092.2
OG0006270	XP_017756331.1	XP_001950093.1
OG0006271	XP_017761454.1	XP_001950124.1
OG0006272	XP_017758566.1, XP_017758567.1, XP_017758568.1, XP_017758569.1, XP_017758570.1	XP_001950125.2
OG0006273	XP_017752183.1	XP_001950148.1
OG0006274	XP_017757951.1	XP_001950169.1
OG0006275	XP_017756904.1	XP_001950193.1
OG0006276	XP_017755735.1	XP_001950272.2
