Orthogroup	Eufriesea_mexicana	Habropoda_laboriosa
OG0007003	XP_017753670.1	XP_017796033.1
OG0007004	XP_017760074.1	XP_017798074.1
OG0007005	XP_017767008.1	XP_017788977.1
OG0007006	XP_017753672.1	XP_017796032.1
OG0007007	XP_017753101.1	XP_017796258.1
OG0007008	XP_017764640.1	XP_017788871.1
OG0007009	XP_017756230.1	XP_017798205.1
OG0007010	XP_017761676.1	XP_017797603.1
OG0007011	XP_017758054.1, XP_017758434.1	XP_017795484.1
OG0007012	XP_017767557.1	XP_017796889.1
OG0007013	XP_017765848.1	XP_017797203.1
OG0007014	XP_017756083.1	XP_017796149.1
OG0007015	XP_017752284.1	XP_017793510.1
OG0007016	XP_017765849.1	XP_017797153.1
OG0007017	XP_017755004.1	XP_017795624.1
OG0007018	XP_017762842.1	XP_017797880.1
OG0007019	XP_017752547.1	XP_017794003.1, XP_017794002.1
OG0007020	XP_017752820.1	XP_017799368.1
OG0007021	XP_017766630.1, XP_017766637.1	XP_017789054.1, XP_017789062.1
OG0007022	XP_017753054.1	XP_017788321.1
OG0007023	XP_017760547.1	XP_017789781.1
OG0007024	XP_017755931.1	XP_017789996.1
OG0007025	XP_017765747.1	XP_017792707.1
OG0007026	XP_017767362.1	XP_017791440.1
OG0007027	XP_017752552.1	XP_017794043.1
OG0007028	XP_017766507.1	XP_017799290.1
OG0007029	XP_017760905.1	XP_017793489.1
OG0007030	XP_017761536.1	XP_017798643.1
OG0007031	XP_017760003.1	XP_017789595.1
OG0007032	XP_017766150.1	XP_017789072.1
OG0007033	XP_017763606.1	XP_017796781.1
OG0007034	XP_017764978.1	XP_017792939.1
OG0007035	XP_017760494.1	XP_017791209.1
OG0007036	XP_017753198.1	XP_017792292.1
OG0007037	XP_017758451.1	XP_017790057.1
OG0007038	XP_017758097.1	XP_017791853.1
OG0007039	XP_017753783.1	XP_017794594.1
OG0007040	XP_017767344.1	XP_017791633.1
OG0007041	XP_017764900.1	XP_017788240.1
OG0007042	XP_017764054.1	XP_017795716.1
OG0007043	XP_017758350.1	XP_017789805.1
OG0007044	XP_017761934.1	XP_017792849.1
OG0007045	XP_017763293.1	XP_017798321.1
OG0007046	XP_017760202.1	XP_017797633.1
OG0007047	XP_017763236.1	XP_017797708.1
OG0007048	XP_017758141.1	XP_017791820.1
OG0007049	XP_017766427.1	XP_017788445.1
OG0007050	XP_017765976.1	XP_017799135.1
OG0007051	XP_017754608.1	XP_017798307.1
OG0007052	XP_017755376.1	XP_017796164.1
OG0007053	XP_017764692.1	XP_017796275.1
OG0007054	XP_017759577.1	XP_017792863.1
OG0007055	XP_017761757.1	XP_017790483.1
OG0007056	XP_017752799.1	XP_017799417.1
OG0007057	XP_017762042.1	XP_017795118.1
OG0007058	XP_017760472.1	XP_017796953.1
OG0007059	XP_017764635.1	XP_017788802.1
OG0007060	XP_017755541.1	XP_017797875.1
OG0007061	XP_017752380.1	XP_017788167.1
OG0007062	XP_017759084.1	XP_017799367.1
OG0007063	XP_017766675.1	XP_017788883.1
OG0007064	XP_017753511.1	XP_017788330.1
OG0007065	XP_017753807.1	XP_017793557.1
OG0007066	XP_017759649.1	XP_017797794.1
OG0007067	XP_017754605.1	XP_017798330.1
OG0007069	XP_017766822.1	XP_017788715.1
OG0007070	XP_017758910.1	XP_017794329.1
OG0007071	XP_017762389.1	XP_017788529.1
OG0007072	XP_017753205.1	XP_017794220.1
OG0007073	XP_017761537.1	XP_017798714.1
OG0007074	XP_017754514.1	XP_017788593.1
OG0007075	XP_017759086.1	XP_017790347.1
OG0007076	XP_017757849.1	XP_017789532.1
OG0007077	XP_017765065.1	XP_017796581.1
OG0007078	XP_017754507.1	XP_017791117.1
OG0007079	XP_017756052.1	XP_017788480.1
OG0007080	XP_017767139.1	XP_017798788.1
OG0007081	XP_017756538.1	XP_017790131.1
OG0007082	XP_017756453.1	XP_017791607.1
OG0007083	XP_017758274.1	XP_017790117.1
OG0007084	XP_017762902.1	XP_017788687.1
OG0007085	XP_017752175.1	XP_017795838.1
OG0007086	XP_017764556.1	XP_017794001.1
OG0007087	XP_017758833.1	XP_017794134.1
OG0007088	XP_017752541.1	XP_017794000.1
OG0007089	XP_017764253.1	XP_017788286.1
OG0007090	XP_017754581.1	XP_017787945.1
OG0007091	XP_017752356.1	XP_017788140.1
OG0007092	XP_017752908.1	XP_017787572.1
OG0007093	XP_017761369.1	XP_017788637.1
OG0007094	XP_017756807.1	XP_017791088.1
OG0007095	XP_017761398.1	XP_017792390.1
OG0007096	XP_017760361.1	XP_017789425.1
OG0007097	XP_017752277.1	XP_017787468.1
OG0007098	XP_017754033.1	XP_017799130.1
OG0007099	XP_017758989.1	XP_017791213.1
OG0007100	XP_017756772.1	XP_017798853.1
OG0007101	XP_017757526.1	XP_017790834.1
OG0007102	XP_017761216.1	XP_017793630.1
OG0007103	XP_017764942.1	XP_017789337.1
OG0007104	XP_017759476.1	XP_017792844.1
OG0007105	XP_017755262.1	XP_017792180.1
OG0007106	XP_017752459.1	XP_017797630.1
OG0007107	XP_017756748.1	XP_017789147.1
OG0007108	XP_017756350.1	XP_017796521.1
OG0007109	XP_017763309.1	XP_017798471.1
OG0007110	XP_017758601.1	XP_017797221.1
OG0007111	XP_017760504.1	XP_017789525.1
OG0007112	XP_017755396.1	XP_017788144.1
OG0007113	XP_017764845.1	XP_017799161.1
OG0007114	XP_017762373.1	XP_017788353.1
OG0007115	XP_017755870.1	XP_017799527.1
OG0007116	XP_017766684.1	XP_017788757.1, XP_017788765.1
OG0007117	XP_017759240.1	XP_017794138.1
OG0007118	XP_017761458.1	XP_017789263.1
OG0007119	XP_017757894.1	XP_017788559.1
OG0007120	XP_017761855.1	XP_017791878.1
OG0007121	XP_017764138.1	XP_017791334.1
OG0007122	XP_017754633.1	XP_017798461.1
OG0007123	XP_017764790.1	XP_017789395.1
OG0007124	XP_017767487.1	XP_017791581.1
OG0007125	XP_017762726.1	XP_017796486.1
OG0007126	XP_017759261.1	XP_017791387.1
OG0007127	XP_017763071.1	XP_017790113.1
OG0007128	XP_017763265.1	XP_017799139.1
OG0007129	XP_017767314.1	XP_017789895.1
OG0007131	XP_017755201.1	XP_017794213.1
OG0007132	XP_017759391.1	XP_017798691.1
OG0007133	XP_017765377.1	XP_017790825.1
OG0007134	XP_017765742.1	XP_017790939.1
OG0007135	XP_017755373.1	XP_017796160.1
OG0007136	XP_017767101.1	XP_017797052.1
OG0007137	XP_017760620.1	XP_017787989.1
OG0007138	XP_017766014.1	XP_017799197.1
OG0007139	XP_017766762.1	XP_017788699.1
OG0007140	XP_017754209.1	XP_017793081.1
OG0007141	XP_017766646.1	XP_017788862.1
OG0007142	XP_017762786.1	XP_017792220.1
OG0007143	XP_017759390.1	XP_017798670.1
OG0007144	XP_017759622.1	XP_017796746.1
OG0007145	XP_017757823.1	XP_017794680.1
OG0007146	XP_017754527.1	XP_017791178.1
OG0007147	XP_017767147.1	XP_017798534.1
OG0007148	XP_017760716.1	XP_017797306.1
OG0007149	XP_017765629.1	XP_017795091.1
OG0007150	XP_017766944.1	XP_017789571.1
OG0007151	XP_017761037.1	XP_017794879.1
OG0007152	XP_017760951.1	XP_017793412.1
OG0007153	XP_017760012.1	XP_017789686.1
OG0007154	XP_017755568.1	XP_017797855.1
OG0007155	XP_017764447.1	XP_017798415.1
OG0007156	XP_017754944.1	XP_017787484.1
OG0007157	XP_017754037.1	XP_017799091.1
OG0007158	XP_017762770.1	XP_017792026.1
OG0007159	XP_017766635.1	XP_017789866.1
OG0007160	XP_017763199.1	XP_017797777.1
OG0007161	XP_017752325.1	XP_017799060.1
OG0007162	XP_017763253.1	XP_017787364.1
OG0007163	XP_017758925.1	XP_017789099.1
OG0007164	XP_017762753.1	XP_017795423.1
OG0007165	XP_017758973.1	XP_017799570.1
OG0007166	XP_017762711.1	XP_017787768.1
OG0007168	XP_017755432.1	XP_017788122.1
OG0007169	XP_017755173.1	XP_017795186.1
OG0007170	XP_017764912.1	XP_017788186.1
OG0007171	XP_017764846.1	XP_017799202.1
OG0007172	XP_017757125.1	XP_017791035.1
OG0007173	XP_017755381.1	XP_017788130.1
OG0007174	XP_017752921.1	XP_017790675.1
OG0007175	XP_017765818.1	XP_017796798.1
OG0007176	XP_017759905.1	XP_017798623.1
OG0007177	XP_017754435.1	XP_017798211.1
OG0007178	XP_017757201.1	XP_017798202.1
OG0007179	XP_017761442.1	XP_017789253.1
OG0007180	XP_017759568.1	XP_017791740.1
OG0007181	XP_017753805.1	XP_017794793.1
OG0007182	XP_017767033.1	XP_017788775.1
OG0007183	XP_017755353.1	XP_017796145.1
OG0007184	XP_017762609.1	XP_017793809.1
OG0007185	XP_017767675.1	XP_017796040.1
OG0007186	XP_017757281.1	XP_017789319.1
OG0007187	XP_017757693.1	XP_017790867.1
OG0007188	XP_017760761.1	XP_017793392.1
OG0007189	XP_017761481.1	XP_017792242.1
OG0007190	XP_017762813.1	XP_017792054.1
OG0007192	XP_017764312.1	XP_017794052.1
OG0007193	XP_017764196.1	XP_017799606.1
OG0007194	XP_017764626.1	XP_017788866.1
OG0007195	XP_017760405.1	XP_017789528.1
OG0007197	XP_017757623.1	XP_017790649.1
OG0007198	XP_017762108.1	XP_017794934.1
OG0007201	XP_017760871.1	XP_017793371.1
OG0007202	XP_017755118.1	XP_017796434.1
OG0007203	XP_017763163.1	XP_017790606.1, XP_017790605.1
OG0007205	XP_017752216.1	XP_017789838.1
OG0007206	XP_017755724.1	XP_017790879.1
OG0007207	XP_017764850.1	XP_017798939.1
OG0007208	XP_017752283.1	XP_017794194.1
OG0007209	XP_017766796.1	XP_017788860.1
OG0007210	XP_017759408.1	XP_017789081.1
OG0007211	XP_017761711.1	XP_017795211.1
OG0007212	XP_017757559.1	XP_017790846.1
OG0007213	XP_017755961.1	XP_017791701.1
OG0007214	XP_017758220.1	XP_017793592.1
OG0007216	XP_017754975.1	XP_017787504.1
OG0007217	XP_017754917.1	XP_017792891.1
OG0007218	XP_017757520.1	XP_017790805.1
OG0007219	XP_017755515.1	XP_017790995.1
OG0007220	XP_017763292.1	XP_017798386.1
OG0007221	XP_017758617.1	XP_017796572.1
OG0007222	XP_017755099.1	XP_017789676.1
OG0007223	XP_017760000.1	XP_017789727.1
OG0007225	XP_017759222.1	XP_017791997.1
OG0007226	XP_017767334.1	XP_017791094.1
OG0007227	XP_017762693.1	XP_017794706.1
OG0007228	XP_017759073.1	XP_017799199.1
OG0007229	XP_017765150.1	XP_017795618.1
OG0007230	XP_017764314.1	XP_017794075.1
OG0007231	XP_017754744.1	XP_017792567.1
OG0007232	XP_017762658.1	XP_017796405.1
OG0007233	XP_017762530.1	XP_017790474.1
OG0007234	XP_017763003.1	XP_017791797.1
OG0007235	XP_017753810.1	XP_017795904.1
OG0007236	XP_017757724.1	XP_017790926.1
OG0007237	XP_017752533.1	XP_017794079.1
OG0007238	XP_017759940.1	XP_017798728.1
OG0007239	XP_017753200.1	XP_017792314.1
OG0007240	XP_017760317.1	XP_017790538.1
OG0007241	XP_017760640.1	XP_017797711.1
OG0007242	XP_017763621.1	XP_017791187.1
OG0007243	XP_017766337.1	XP_017798122.1
OG0007244	XP_017758905.1	XP_017790266.1
OG0007245	XP_017753066.1	XP_017788361.1
OG0007246	XP_017760224.1	XP_017797388.1
OG0007247	XP_017765502.1	XP_017794514.1
OG0007248	XP_017767708.1	XP_017795989.1
OG0007249	XP_017753849.1	XP_017794811.1
OG0007250	XP_017753195.1	XP_017792389.1
OG0007251	XP_017766865.1	XP_017792592.1
OG0007252	XP_017765143.1	XP_017795661.1
OG0007253	XP_017761318.1	XP_017797434.1
OG0007254	XP_017766367.1	XP_017796396.1
OG0007255	XP_017753515.1	XP_017788351.1
OG0007256	XP_017765977.1	XP_017799268.1
OG0007257	XP_017763468.1	XP_017798896.1
OG0007259	XP_017759680.1	XP_017791668.1
OG0007260	XP_017763203.1	XP_017797788.1
OG0007262	XP_017766768.1	XP_017789175.1
OG0007263	XP_017756626.1	XP_017793835.1
OG0007264	XP_017758743.1	XP_017790838.1
OG0007265	XP_017754065.1	XP_017799215.1
OG0007266	XP_017765027.1	XP_017796580.1
OG0007267	XP_017764785.1, XP_017764784.1	XP_017793102.1
OG0007268	XP_017752336.1	XP_017788100.1
OG0007270	XP_017763097.1	XP_017790025.1
OG0007271	XP_017760952.1	XP_017793355.1
OG0007272	XP_017761401.1	XP_017788632.1
OG0007273	XP_017755757.1	XP_017789332.1
OG0007274	XP_017759111.1	XP_017799209.1
OG0007275	XP_017752715.1	XP_017791617.1
OG0007276	XP_017767337.1	XP_017789533.1
OG0007277	XP_017762513.1	XP_017790613.1
OG0007278	XP_017754275.1	XP_017790212.1
OG0007279	XP_017760004.1	XP_017789738.1
OG0007280	XP_017764087.1	XP_017795745.1
OG0007281	XP_017762708.1	XP_017787811.1
OG0007282	XP_017758832.1	XP_017799568.1
OG0007283	XP_017755094.1	XP_017787445.1
OG0007284	XP_017765877.1	XP_017797209.1
OG0007285	XP_017759029.1	XP_017790292.1
OG0007286	XP_017755287.1	XP_017792183.1
OG0007287	XP_017755625.1	XP_017789331.1
OG0007288	XP_017767626.1	XP_017796947.1
OG0007289	XP_017756583.1	XP_017789126.1
OG0007290	XP_017752446.1	XP_017787804.1
OG0007291	XP_017752329.1	XP_017788092.1
OG0007293	XP_017759784.1	XP_017794444.1
OG0007294	XP_017758681.1	XP_017796738.1
OG0007295	XP_017752260.1	XP_017793440.1
OG0007296	XP_017766130.1	XP_017789180.1
OG0007297	XP_017754503.1	XP_017798012.1
OG0007298	XP_017758720.1	XP_017790751.1
OG0007299	XP_017764680.1	XP_017796248.1
OG0007300	XP_017761408.1	XP_017792265.1
OG0007301	XP_017754594.1	XP_017787947.1
OG0007303	XP_017765333.1	XP_017793614.1
OG0007304	XP_017753870.1	XP_017793540.1
OG0007305	XP_017762256.1	XP_017793039.1
OG0007306	XP_017765466.1	XP_017794505.1
OG0007307	XP_017760776.1	XP_017793381.1
OG0007308	XP_017756087.1	XP_017791373.1
OG0007309	XP_017762430.1	XP_017793211.1
OG0007310	XP_017755458.1	XP_017792116.1
OG0007311	XP_017765872.1	XP_017797137.1
OG0007312	XP_017754728.1	XP_017792582.1
OG0007313	XP_017760701.1	XP_017793360.1
OG0007314	XP_017762405.1	XP_017796116.1
OG0007315	XP_017762236.1	XP_017793565.1
OG0007316	XP_017760087.1	XP_017798067.1
OG0007318	XP_017767676.1	XP_017796042.1
OG0007319	XP_017759509.1	XP_017798019.1
OG0007320	XP_017758007.1	XP_017799216.1
OG0007321	XP_017756964.1	XP_017791189.1
OG0007322	XP_017754309.1	XP_017790234.1
OG0007323	XP_017753650.1	XP_017790900.1
OG0007324	XP_017757178.1	XP_017798142.1
OG0007325	XP_017760122.1	XP_017798109.1
OG0007326	XP_017760062.1	XP_017798076.1
OG0007327	XP_017758916.1	XP_017789029.1
OG0007328	XP_017761225.1	XP_017793641.1
OG0007329	XP_017756002.1	XP_017795851.1
OG0007330	XP_017765183.1	XP_017789482.1
OG0007331	XP_017758955.1	XP_017792630.1
OG0007332	XP_017760823.1	XP_017793447.1
OG0007333	XP_017752819.1	XP_017787646.1
OG0007334	XP_017759550.1	XP_017798034.1
OG0007335	XP_017762796.1	XP_017792406.1
OG0007336	XP_017756779.1	XP_017789078.1
OG0007337	XP_017762784.1	XP_017792050.1
OG0007338	XP_017761000.1	XP_017794863.1
OG0007339	XP_017763716.1	XP_017797381.1
OG0007340	XP_017766574.1	XP_017789031.1
OG0007341	XP_017767158.1	XP_017791960.1
OG0007342	XP_017766810.1	XP_017788780.1
OG0007343	XP_017762296.1	XP_017793112.1
OG0007344	XP_017764709.1	XP_017790444.1
OG0007345	XP_017766470.1	XP_017788260.1
OG0007346	XP_017761450.1	XP_017789266.1
OG0007347	XP_017758183.1	XP_017796456.1
OG0007348	XP_017764559.1	XP_017794016.1
OG0007349	XP_017760526.1	XP_017789511.1
OG0007350	XP_017753178.1	XP_017792323.1
OG0007351	XP_017761992.1	XP_017787461.1
OG0007352	XP_017765535.1	XP_017787709.1
OG0007353	XP_017759698.1	XP_017794462.1
OG0007354	XP_017756579.1	XP_017789089.1, XP_017789090.1
OG0007355	XP_017759771.1	XP_017794843.1
OG0007356	XP_017764382.1	XP_017797544.1
OG0007357	XP_017756871.1	XP_017799507.1
OG0007358	XP_017759100.1	XP_017795509.1
OG0007359	XP_017765933.1	XP_017796179.1
OG0007360	XP_017760106.1	XP_017798277.1
OG0007361	XP_017759569.1	XP_017791693.1
OG0007362	XP_017763553.1	XP_017793931.1
OG0007363	XP_017766668.1	XP_017788755.1
OG0007364	XP_017760667.1	XP_017793332.1
OG0007365	XP_017756461.1	XP_017791551.1
OG0007366	XP_017767258.1	XP_017798544.1
OG0007367	XP_017760697.1	XP_017793354.1
OG0007368	XP_017755627.1	XP_017795394.1
OG0007369	XP_017754350.1	XP_017791706.1
OG0007370	XP_017763022.1	XP_017791882.1
OG0007371	XP_017754122.1	XP_017793014.1
OG0007372	XP_017757214.1	XP_017798062.1
OG0007373	XP_017764020.1	XP_017796115.1
OG0007374	XP_017763581.1	XP_017795834.1
OG0007375	XP_017760898.1	XP_017793021.1
OG0007376	XP_017753006.1	XP_017789884.1
OG0007377	XP_017766143.1	XP_017789023.1
OG0007378	XP_017764751.1	XP_017790479.1
OG0007379	XP_017756147.1	XP_017792449.1
OG0007380	XP_017759924.1	XP_017798606.1
OG0007381	XP_017763096.1	XP_017790092.1
OG0007382	XP_017766047.1	XP_017799065.1
OG0007383	XP_017762142.1	XP_017794828.1
OG0007384	XP_017764630.1	XP_017788764.1
OG0007385	XP_017757071.1	XP_017794713.1
OG0007386	XP_017758609.1	XP_017797248.1
OG0007387	XP_017759455.1	XP_017791937.1
OG0007388	XP_017754834.1	XP_017795536.1
OG0007390	XP_017754850.1	XP_017795604.1
OG0007391	XP_017760109.1	XP_017798159.1
OG0007392	XP_017753969.1	XP_017792876.1
OG0007393	XP_017760085.1	XP_017798189.1
OG0007394	XP_017757190.1	XP_017789076.1
OG0007395	XP_017761520.1	XP_017798686.1
OG0007396	XP_017763959.1	XP_017787904.1
OG0007397	XP_017764474.1	XP_017797542.1
OG0007398	XP_017757323.1	XP_017789956.1
OG0007399	XP_017755292.1	XP_017792191.1
OG0007400	XP_017765089.1	XP_017796642.1
OG0007401	XP_017757452.1	XP_017790657.1
OG0007402	XP_017759291.1	XP_017787997.1
OG0007403	XP_017767687.1	XP_017796084.1
OG0007404	XP_017766965.1	XP_017791936.1
OG0007405	XP_017765395.1	XP_017789817.1
OG0007406	XP_017763962.1	XP_017787917.1
OG0007407	XP_017765109.1	XP_017799061.1
OG0007408	XP_017753549.1	XP_017797465.1
OG0007409	XP_017758594.1	XP_017797180.1
OG0007410	XP_017766015.1	XP_017799196.1
OG0007411	XP_017758088.1	XP_017796655.1
OG0007412	XP_017754894.1	XP_017792861.1
OG0007413	XP_017753583.1	XP_017792800.1
OG0007414	XP_017761459.1	XP_017789273.1
OG0007415	XP_017758918.1	XP_017789027.1
OG0007416	XP_017754614.1	XP_017798454.1
OG0007417	XP_017762584.1	XP_017788360.1
OG0007418	XP_017755823.1	XP_017787550.1
OG0007419	XP_017760257.1	XP_017795830.1
OG0007420	XP_017763106.1	XP_017790019.1
OG0007422	XP_017756760.1	XP_017798898.1
OG0007423	XP_017761240.1	XP_017794666.1
OG0007424	XP_017760535.1	XP_017794659.1
OG0007425	XP_017764642.1	XP_017788762.1
OG0007426	XP_017758696.1	XP_017793957.1
OG0007427	XP_017754368.1	XP_017797857.1
OG0007428	XP_017766028.1	XP_017799275.1
OG0007429	XP_017755690.1	XP_017794560.1
OG0007430	XP_017753563.1	XP_017791921.1
OG0007431	XP_017760261.1	XP_017797849.1
OG0007432	XP_017766124.1	XP_017789019.1
OG0007433	XP_017767562.1	XP_017791458.1
OG0007435	XP_017759354.1	XP_017797689.1
OG0007436	XP_017754882.1	XP_017795576.1
OG0007437	XP_017760686.1	XP_017793119.1
OG0007438	XP_017761095.1	XP_017795276.1
OG0007439	XP_017767634.1	XP_017789994.1
OG0007440	XP_017755192.1	XP_017794192.1
OG0007441	XP_017764534.1	XP_017790322.1
OG0007442	XP_017764332.1	XP_017793995.1
OG0007443	XP_017762250.1	XP_017792496.1
OG0007444	XP_017757253.1	XP_017798134.1
OG0007445	XP_017767738.1	XP_017795992.1
OG0007446	XP_017757994.1	XP_017792711.1
OG0007447	XP_017766584.1	XP_017788898.1
OG0007448	XP_017762499.1	XP_017791516.1
OG0007449	XP_017755877.1	XP_017787397.1
OG0007450	XP_017753143.1	XP_017792280.1
OG0007451	XP_017764359.1	XP_017792225.1
OG0007452	XP_017756564.1	XP_017796211.1
OG0007453	XP_017765193.1	XP_017792552.1
OG0007454	XP_017758210.1	XP_017795663.1
OG0007455	XP_017756244.1	XP_017787803.1
OG0007456	XP_017766088.1	XP_017789026.1
OG0007457	XP_017766562.1	XP_017788518.1
OG0007458	XP_017753550.1	XP_017791926.1
OG0007459	XP_017755946.1	XP_017791698.1
OG0007460	XP_017758235.1	XP_017793862.1
OG0007461	XP_017756185.1	XP_017792423.1
OG0007462	XP_017756607.1	XP_017793929.1
OG0007463	XP_017762557.1	XP_017788290.1
OG0007464	XP_017757290.1	XP_017789490.1
OG0007465	XP_017766583.1	XP_017788850.1
OG0007466	XP_017760631.1	XP_017798594.1
OG0007467	XP_017760376.1	XP_017789460.1
OG0007468	XP_017764614.1	XP_017787678.1
OG0007469	XP_017757980.1	XP_017795323.1
OG0007470	XP_017759818.1	XP_017792676.1
OG0007471	XP_017766785.1	XP_017789000.1
OG0007472	XP_017754676.1	XP_017798372.1
OG0007474	XP_017765467.1	XP_017794792.1
OG0007475	XP_017758557.1	XP_017796088.1
OG0007477	XP_017753001.1	XP_017789878.1
OG0007478	XP_017762534.1	XP_017790536.1
OG0007479	XP_017759488.1	XP_017791675.1
OG0007480	XP_017761713.1	XP_017797494.1
OG0007481	XP_017753723.1	XP_017788323.1
OG0007482	XP_017763723.1	XP_017797419.1
OG0007483	XP_017753628.1	XP_017790970.1
OG0007484	XP_017754082.1	XP_017792963.1
OG0007486	XP_017758740.1	XP_017790665.1
OG0007487	XP_017759256.1	XP_017791765.1
OG0007488	XP_017753204.1	XP_017794558.1
OG0007489	XP_017752912.1	XP_017787528.1
OG0007490	XP_017754595.1	XP_017788379.1
OG0007491	XP_017754333.1	XP_017793120.1
OG0007492	XP_017759683.1	XP_017791661.1
OG0007493	XP_017757916.1	XP_017788541.1
OG0007494	XP_017755301.1	XP_017792198.1
OG0007495	XP_017755898.1	XP_017792488.1
OG0007496	XP_017757548.1	XP_017790827.1
OG0007497	XP_017758361.1	XP_017795406.1
OG0007498	XP_017754277.1	XP_017790029.1
OG0007499	XP_017757636.1	XP_017787649.1
OG0007500	XP_017753559.1	XP_017791915.1
OG0007501	XP_017763179.1	XP_017794600.1
OG0007502	XP_017766089.1	XP_017789123.1, XP_017789122.1
OG0007503	XP_017757418.1	XP_017790640.1
OG0007504	XP_017753152.1	XP_017794260.1
OG0007505	XP_017766316.1	XP_017797152.1
OG0007506	XP_017760562.1	XP_017789782.1
OG0007507	XP_017762651.1	XP_017799427.1
OG0007508	XP_017754348.1	XP_017791688.1
OG0007509	XP_017761404.1	XP_017787545.1
OG0007510	XP_017762933.1	XP_017789952.1
OG0007511	XP_017754694.1	XP_017792561.1
OG0007512	XP_017767488.1	XP_017791794.1
OG0007513	XP_017753478.1	XP_017797457.1
OG0007514	XP_017757420.1	XP_017789974.1
OG0007515	XP_017763031.1	XP_017791819.1
OG0007516	XP_017759999.1	XP_017789680.1
OG0007517	XP_017767194.1	XP_017798771.1
OG0007518	XP_017754468.1	XP_017791133.1
OG0007519	XP_017757048.1	XP_017790547.1
OG0007521	XP_017753982.1	XP_017789566.1
OG0007522	XP_017767670.1	XP_017795988.1
OG0007523	XP_017753188.1	XP_017794237.1
OG0007524	XP_017763453.1	XP_017791947.1
OG0007525	XP_017757612.1	XP_017790936.1
OG0007526	XP_017764255.1	XP_017788362.1
OG0007527	XP_017762749.1	XP_017790459.1
OG0007528	XP_017756539.1	XP_017789940.1
OG0007529	XP_017762664.1	XP_017796409.1
OG0007530	XP_017753441.1	XP_017791492.1
OG0007531	XP_017754276.1	XP_017793003.1
OG0007532	XP_017754381.1	XP_017792059.1
OG0007533	XP_017756284.1	XP_017788371.1
OG0007534	XP_017765965.1	XP_017797218.1
OG0007535	XP_017754018.1	XP_017799082.1
OG0007536	XP_017762862.1	XP_017797682.1
OG0007537	XP_017766117.1	XP_017789185.1
OG0007538	XP_017752367.1	XP_017788162.1
OG0007539	XP_017766878.1	XP_017792603.1
OG0007540	XP_017765365.1	XP_017789950.1
OG0007541	XP_017763440.1	XP_017798904.1
OG0007542	XP_017763052.1	XP_017790197.1
OG0007543	XP_017757541.1	XP_017790796.1
OG0007544	XP_017753038.1	XP_017792756.1
OG0007545	XP_017761195.1	XP_017791845.1, XP_017794684.1
OG0007546	XP_017758243.1	XP_017790053.1
OG0007547	XP_017764201.1	XP_017791421.1
OG0007548	XP_017760441.1	XP_017789919.1
OG0007549	XP_017760259.1	XP_017798268.1
OG0007550	XP_017761698.1	XP_017795202.1, XP_017795203.1
OG0007551	XP_017766405.1	XP_017788277.1
OG0007552	XP_017757577.1	XP_017793685.1
OG0007553	XP_017764611.1	XP_017787715.1
OG0007554	XP_017753577.1	XP_017797500.1
OG0007555	XP_017757535.1	XP_017790639.1
OG0007556	XP_017757944.1	XP_017788525.1
OG0007557	XP_017757609.1	XP_017796347.1
OG0007558	XP_017761383.1	XP_017788671.1
OG0007559	XP_017755891.1	XP_017792486.1
OG0007560	XP_017761274.1	XP_017787881.1
OG0007561	XP_017758405.1	XP_017795469.1
OG0007562	XP_017758602.1, XP_017758604.1	XP_017796834.1
OG0007563	XP_017752905.1	XP_017787571.1
OG0007564	XP_017761500.1	XP_017789235.1
OG0007565	XP_017764911.1	XP_017788253.1
OG0007566	XP_017761807.1	XP_017794394.1, XP_017794395.1
OG0007567	XP_017755053.1	XP_017789217.1
OG0007569	XP_017763454.1	XP_017790105.1
OG0007570	XP_017767613.1	XP_017791454.1
OG0007571	XP_017763988.1	XP_017796784.1
OG0007572	XP_017762003.1	XP_017796284.1
OG0007574	XP_017764322.1	XP_017794073.1
OG0007575	XP_017762829.1, XP_017762830.1, XP_017762831.1	XP_017792040.1, XP_017792041.1, XP_017792042.1
OG0007576	XP_017758855.1	XP_017799587.1
OG0007577	XP_017764231.1	XP_017790954.1
OG0007578	XP_017753184.1	XP_017795742.1
OG0007579	XP_017762173.1	XP_017795002.1
OG0007580	XP_017757903.1	XP_017788564.1
OG0007581	XP_017753397.1, XP_017753398.1, XP_017753396.1	XP_017795842.1
OG0007582	XP_017759153.1	XP_017791991.1
OG0007584	XP_017761463.1	XP_017789285.1
OG0007585	XP_017764497.1	XP_017797545.1
OG0007586	XP_017762988.1	XP_017791796.1
OG0007587	XP_017763558.1	XP_017789696.1
OG0007588	XP_017759617.1	XP_017796737.1
OG0007589	XP_017757427.1	XP_017790655.1
OG0007590	XP_017757416.1	XP_017790749.1
OG0007591	XP_017767760.1	XP_017795786.1
OG0007593	XP_017758895.1	XP_017794136.1
OG0007595	XP_017760633.1	XP_017798485.1
OG0007596	XP_017761889.1	XP_017795503.1
OG0007597	XP_017755437.1	XP_017796476.1
OG0007598	XP_017757266.1	XP_017789307.1
OG0007604	XP_017765087.1	XP_017796694.1
OG0007606	XP_017753431.1	XP_017791489.1
OG0007607	XP_017766006.1	XP_017799254.1
OG0007608	XP_017766426.1	XP_017788397.1
OG0007610	XP_017762146.1	XP_017794964.1
OG0007611	XP_017755994.1	XP_017787875.1
