Orthogroup	Bombyx_mori	Ceratina_calcarata
OG0005339	XP_004932207.1	XP_017877575.1
OG0005340	XP_012550056.1	XP_017879150.1
OG0005341	XP_012551485.1	XP_017877982.1
OG0005342	XP_037869929.1	XP_026667604.1
OG0005343	XP_021203637.1	XP_017878728.1
OG0005344	XP_037877418.1, XP_004923310.2	XP_017877607.1
OG0005345	XP_004932575.1	XP_017879405.1
OG0005346	XP_037868881.1	XP_017888501.1
OG0005347	NP_001129362.1, XP_012551627.1	XP_017891505.1
OG0005348	XP_012549776.1	XP_017890659.1
OG0005349	NP_001116813.1	XP_017878433.1
OG0005350	XP_037871362.1	XP_026671735.1
OG0005351	XP_004930941.1	XP_017891393.1, XP_017891392.1
OG0005352	XP_004927319.1	XP_017890391.1
OG0005353	XP_037876424.1	XP_017890154.1
OG0005354	NP_001036846.1, XP_004930789.2	XP_017890016.1
OG0005355	XP_004925590.1, XP_037870222.1	XP_017879709.1, XP_017879704.1
OG0005356	XP_004922978.1	XP_017888394.1
OG0005357	XP_037876497.1	XP_017892573.1
OG0005358	XP_037866599.1	XP_026675582.1
OG0005359	XP_012553420.1	XP_017878186.1
OG0005360	XP_012552187.1, XP_037873969.1	XP_017880698.1
OG0005361	XP_037866493.1	XP_017887466.1
OG0005362	XP_004931692.2, XP_021207349.2	XP_017892836.1
OG0005363	XP_037876063.1	XP_017882883.1
OG0005364	NP_001040341.1	XP_017883518.1
OG0005365	XP_037869283.1	XP_017877347.1
OG0005366	XP_004929466.1	XP_017889413.1
OG0005367	XP_012545382.2	XP_026671392.1
OG0005368	XP_021206869.1, XP_004930921.1	XP_017886944.2
OG0005369	NP_001037656.1	XP_017881939.1
OG0005370	XP_021205372.2	XP_017877106.1
OG0005372	XP_004926589.2	XP_017875932.1
OG0005373	XP_037872635.1	XP_017887734.1
OG0005375	XP_012548425.2	XP_017876328.1
OG0005376	XP_012547826.1	XP_017887888.1
OG0005377	NP_001037337.1	XP_017879458.1
OG0005378	XP_012551245.2, XP_037872881.1	XP_017884787.1
OG0005379	XP_004924627.1	XP_017882969.1, XP_026668992.1
OG0005380	XP_037870042.1, XP_037870043.1, XP_037870041.1	XP_017878484.1
OG0005381	XP_004933597.1	XP_017875393.1, XP_017875392.1
OG0005382	XP_037872045.1	XP_017877542.1
OG0005383	NP_001040331.1	XP_017888631.1
OG0005384	XP_012544186.1	XP_017875508.1
OG0005385	XP_004929306.2	XP_026669677.1
OG0005386	XP_004932796.1	XP_017885180.1
OG0005388	NP_001040188.1	XP_017887509.1, XP_017886996.1
OG0005389	XP_004927461.1	XP_017879930.1
OG0005390	XP_037868757.1	XP_017893627.1
OG0005391	XP_012549057.1	XP_017875078.1
OG0005392	XP_037873689.1	XP_017889385.1, XP_017879436.1
OG0005393	XP_004932478.1	XP_026666938.1
OG0005394	XP_004927379.1	XP_017881920.2
OG0005395	XP_021203207.1	XP_017885392.1
OG0005396	NP_001296496.1	XP_017891196.1
OG0005397	XP_012550457.1	XP_026673049.1, XP_017887661.1, XP_026673050.1
OG0005398	XP_004929492.1	XP_017893545.1
OG0005399	XP_004928480.1	XP_017891922.1, XP_017891924.1
OG0005400	XP_037869718.1	XP_017889851.1
OG0005401	XP_004923220.1	XP_017875302.1
OG0005402	NP_001091812.1	XP_017879437.1, XP_017889386.1
OG0005403	NP_001091776.1	XP_017885512.1, XP_017885511.1
OG0005404	XP_004929237.1	XP_017892950.1
OG0005405	XP_004933183.1	XP_017889531.1
OG0005406	XP_012545209.1	XP_017876354.1, XP_017876355.1
OG0005407	XP_012551520.1	XP_026666556.1
OG0005408	XP_004925342.2	XP_017875940.1
OG0005409	XP_004929467.1	XP_017885341.1
OG0005410	XP_004931974.1	XP_017875326.1
OG0005411	XP_004926478.1	XP_017890342.1
OG0005412	XP_004929499.2	XP_017876919.1
OG0005413	NP_001037640.2	XP_017878731.1
OG0005414	XP_004923655.1	XP_017883272.1
OG0005415	XP_004924651.1, XP_012544531.1	XP_017887842.1
OG0005416	XP_004928496.1, XP_004928498.1, NP_001036958.1	XP_017890665.1
OG0005417	XP_004925876.2	XP_017880385.1
OG0005418	NP_001106735.1	XP_026673633.1, XP_017888453.1
OG0005419	XP_004928841.1	XP_017883683.1
OG0005420	XP_004930165.1	XP_017892672.1
OG0005421	XP_004922212.1	XP_026674123.1
OG0005423	XP_004922248.1	XP_017889389.1
OG0005424	XP_004931354.1	XP_026671425.1
OG0005425	XP_037872456.1	XP_026672092.1
OG0005426	XP_037876460.1	XP_017880189.1
OG0005427	XP_037872410.1	XP_026667858.1
OG0005428	NP_001036918.1	XP_017882557.1
OG0005429	NP_001036991.1	XP_017880498.1
OG0005430	XP_037877134.1	XP_017875398.1
OG0005431	XP_004924293.1	XP_017875723.1
OG0005433	XP_021207709.1	XP_017890634.1
OG0005434	XP_037874903.1	XP_017893337.1
OG0005435	XP_004932424.1	XP_017888176.1
OG0005436	XP_037874687.1, XP_004931999.1	XP_017885916.1
OG0005437	NP_001040306.1	XP_017877580.1
OG0005438	XP_012551782.2	XP_017881147.1
OG0005439	XP_004922924.1	XP_026666552.1
OG0005440	XP_037868761.1	XP_026668438.1, XP_017882719.2
OG0005441	XP_037870200.1, NP_001040295.1	XP_017886994.1
OG0005442	XP_004930243.1	XP_017892123.1
OG0005443	XP_004932264.1	XP_017881102.1
OG0005444	NP_001037075.1	XP_017881883.1
OG0005445	XP_012550842.1	XP_026669875.1, XP_017876607.1, XP_017876696.1
OG0005446	XP_037868822.1	XP_017885767.1
OG0005447	XP_012548274.1	XP_017891294.1
OG0005448	XP_021209240.2	XP_017891366.1
OG0005449	XP_004931549.1	XP_017878966.1
OG0005450	XP_021203934.1	XP_017888363.1
OG0005451	XP_037871191.1	XP_017893013.1
OG0005452	XP_004930181.2	XP_017891872.1
OG0005453	XP_021203818.1	XP_026669439.1, XP_017880361.2
OG0005454	XP_012545379.1	XP_026669217.1, XP_026673301.1
OG0005455	XP_012547877.1	XP_017886999.1
OG0005456	XP_012553326.1	XP_017888489.1
OG0005458	XP_021205416.2	XP_017878861.1, XP_017878859.1
OG0005459	XP_004930930.2	XP_017886092.1
OG0005460	XP_021207310.2	XP_017880339.1
OG0005461	XP_004930076.2	XP_026668288.1
OG0005464	XP_037866867.1, XP_037866868.1	XP_026669250.1
OG0005465	XP_004929408.2	XP_017878797.1
OG0005466	XP_004921689.2	XP_026670622.1
OG0005467	XP_004921714.2	XP_017881048.1
OG0005468	XP_037873330.1	XP_017888641.2, XP_017886055.1, XP_026672434.1
OG0005469	XP_004930602.1	XP_017889801.1
OG0005471	NP_001093307.1	XP_017883436.1
OG0005472	XP_004925820.1	XP_017889176.1
OG0005473	XP_004922688.1	XP_026668627.1
OG0005474	XP_004933343.1	XP_017875430.1
OG0005475	XP_037868193.1	XP_017876460.1
OG0005477	XP_012550342.2	XP_017880530.1
OG0005478	XP_004933553.1	XP_017882936.1
OG0005479	XP_004931332.1	XP_017892736.1
OG0005480	XP_012551399.1	XP_017876942.2, XP_026668758.1
OG0005481	XP_037871187.1	XP_026673564.1
OG0005482	XP_012546347.1, XP_021204067.1	XP_026672150.1
OG0005484	XP_037874901.1, XP_037874902.1	XP_017885408.1
OG0005485	XP_004931779.1	XP_017890343.1
OG0005486	XP_012544461.1	XP_017891807.1
OG0005487	NP_001037329.1	XP_017881092.1
OG0005488	XP_012543865.1	XP_017892623.1
OG0005489	XP_037868681.1	XP_017891072.1
OG0005490	NP_001040521.1	XP_017880448.1
OG0005491	XP_004922711.4	XP_017883433.1
OG0005492	XP_037869690.1	XP_026674672.1
OG0005493	XP_004924509.1, XP_012544404.1	XP_026675286.1
OG0005494	XP_004928370.1	XP_017878359.2
OG0005495	XP_037867733.1, XP_037877204.1, XP_037877205.1	XP_017885340.1
OG0005496	XP_037873180.1	XP_017879799.1
OG0005497	XP_037871323.1	XP_017884971.1
OG0005498	XP_012545821.1	XP_017888007.1
OG0005499	XP_012548812.1	XP_017889663.1
OG0005500	NP_001040266.1	XP_026668135.1
OG0005501	XP_004924915.2	XP_017888202.1
OG0005502	XP_004930995.1	XP_017882080.1
OG0005503	XP_004933055.2	XP_017891486.1
OG0005506	XP_037875719.1	XP_017893574.1
OG0005507	XP_037867653.1, XP_037867648.1	XP_017881404.1
OG0005508	XP_012545684.2	XP_017892962.1
OG0005509	XP_021202735.2	XP_017877490.1
OG0005510	XP_021208531.1	XP_026673282.1
OG0005511	XP_037869018.1	XP_017887386.1, XP_017892903.1
OG0005512	XP_012548432.1	XP_026668589.1
OG0005513	XP_004921738.3, XP_004921739.1	XP_017876661.1
OG0005514	XP_037877341.1, XP_021203440.2	XP_017889180.1
OG0005515	XP_004921733.1, XP_012549085.2	XP_017881496.1
OG0005516	XP_037869282.1, XP_037869281.1	XP_026674424.1
OG0005517	XP_021206268.2	XP_017879560.1
OG0005518	XP_021202425.1, XP_004924336.2	XP_017876690.1
OG0005519	NP_001091816.1	XP_017886616.1
OG0005521	XP_004928880.1	XP_017891322.1
OG0005522	XP_012550160.1	XP_017877705.1
OG0005523	XP_021207162.2	XP_017888359.1, XP_017887881.1
OG0005524	XP_004923650.1	XP_017883273.1
OG0005525	NP_001037229.1	XP_017888810.1
OG0005526	XP_004924191.1	XP_017885437.1
OG0005527	XP_037867901.1	XP_017878065.1
OG0005528	XP_004932106.1	XP_017880977.1
OG0005529	XP_004927937.1	XP_017882198.1
OG0005531	XP_021206643.2	XP_017891601.2
OG0005532	XP_004926883.1	XP_026671683.1
OG0005533	XP_037870823.1	XP_026669515.1
OG0005534	XP_021205656.1, XP_004929383.1	XP_017887929.1
OG0005535	XP_012550513.1	XP_017884689.1
OG0005536	XP_004924617.1	XP_017892449.1, XP_017892451.1, XP_017892450.1
OG0005537	XP_037871937.1	XP_017886189.1
OG0005538	XP_004924605.1	XP_017882313.1
OG0005539	XP_037866790.1	XP_026674351.1
OG0005540	XP_037868221.1	XP_017884557.1
OG0005541	XP_004925879.2	XP_017888145.1
OG0005542	XP_004928910.1	XP_017885513.1
OG0005543	XP_037870807.1	XP_017889971.1
OG0005544	XP_037867491.1	XP_017881304.1
OG0005545	XP_004930572.1	XP_026672670.1
OG0005546	XP_037869410.1	XP_017880870.1
OG0005547	XP_004922525.1	XP_017883933.1
OG0005548	XP_021202490.2	XP_017886140.1
OG0005550	XP_004931704.1	XP_017878482.1
OG0005551	XP_037870916.1	XP_017879747.1
OG0005552	XP_012545407.1	XP_017891324.1
OG0005553	XP_037876190.1	XP_017883024.1
OG0005554	XP_037873760.1	XP_017893153.1
OG0005555	XP_004928877.1	XP_017875820.1
OG0005556	XP_004923181.3	XP_017876117.1
OG0005557	XP_004928201.2	XP_017879156.1
OG0005558	XP_004930694.1	XP_017888100.1, XP_017886509.1
OG0005559	XP_004930020.1	XP_017881887.1
OG0005560	XP_004923522.1	XP_017890365.1
OG0005561	XP_004924238.1	XP_017891488.1
OG0005562	XP_004929215.2	XP_017880174.1
OG0005563	XP_037868532.1, XP_037868531.1	XP_026668549.1
OG0005565	NP_001138794.1	XP_017887768.1
OG0005566	XP_037871276.1	XP_017893008.1
OG0005567	NP_001040243.1	XP_026673167.1
OG0005568	NP_001093309.1	XP_017888276.1
OG0005569	XP_004930980.1	XP_017875260.1
OG0005570	XP_004932546.1	XP_017886896.1
OG0005571	XP_012551178.1	XP_017891199.1
OG0005572	NP_001116811.1	XP_017890553.1
OG0005573	XP_037869466.1, XP_037869468.1, XP_037869467.1	XP_017892512.1
OG0005574	XP_037873847.1	XP_017877753.1
OG0005575	XP_012547190.1	XP_017892877.1
OG0005576	XP_004926642.2	XP_017888623.2, XP_017879492.1
OG0005577	XP_037870757.1	XP_026674911.1
OG0005579	XP_021208146.1	XP_017878132.1
OG0005580	XP_004933436.1	XP_017881376.1
OG0005582	XP_004927342.2	XP_017886503.1
OG0005583	XP_012546992.3	XP_017877285.1
OG0005584	XP_004929505.1	XP_026668312.1
OG0005585	XP_021204125.1	XP_017890898.1
OG0005586	XP_037868471.1	XP_017880885.1
OG0005587	NP_001245292.1, XP_012553370.1	XP_017886073.1
OG0005588	XP_004922401.3	XP_026669355.1
OG0005589	XP_012548301.1, NP_001037061.2	XP_026672965.1, XP_017887275.1
OG0005590	XP_004926007.1	XP_026668432.1
OG0005591	XP_004923003.1	XP_017882599.1
OG0005593	XP_004922476.1	XP_026672444.1
OG0005594	XP_037869745.1	XP_017889900.1
OG0005596	XP_037867785.1	XP_017881380.1
OG0005597	XP_012545263.1	XP_017880576.1, XP_026669533.1
OG0005598	XP_037869926.1	XP_017881199.1
OG0005599	XP_037870045.1	XP_017879428.1
OG0005600	XP_012546713.1, NP_001191408.1, XP_012553221.1	XP_017876849.1
OG0005601	XP_012543899.2	XP_026669951.1
OG0005602	XP_021206678.1	XP_017875836.1, XP_017875798.1
OG0005603	XP_037870714.1	XP_017888691.1
OG0005604	XP_004927034.1	XP_017893169.1
OG0005605	XP_004923610.1	XP_017878627.1, XP_017878629.1
OG0005607	XP_012546705.1, NP_001036895.2	XP_017890075.1
OG0005608	NP_001140194.1, XP_012544559.2	XP_026668702.1, XP_017878833.1
OG0005609	XP_004930347.1	XP_017875944.1
OG0005610	XP_037869436.1	XP_017875936.1
OG0005611	XP_004923644.1	XP_026672916.1
OG0005612	XP_004926211.1	XP_017880792.1
OG0005613	XP_004923335.1	XP_017889150.1
OG0005614	XP_004924573.1	XP_017890191.1, XP_026674342.1
OG0005615	XP_012551672.1	XP_017889919.1
OG0005616	XP_004929125.1	XP_026667937.1
OG0005617	XP_012550689.1, NP_001119722.1	XP_017886818.1
OG0005618	XP_037874532.1	XP_026671486.1
OG0005619	XP_004930947.2	XP_017886046.1
OG0005620	XP_004931551.1	XP_017887599.1, XP_017887600.1
OG0005621	XP_037874508.1	XP_017892946.1
OG0005622	XP_021204530.1	XP_017883818.1, XP_026671230.1, XP_017883978.2
OG0005623	NP_001040357.1	XP_026675427.1, XP_026675426.1
OG0005624	XP_037874330.1	XP_017893394.1
OG0005625	XP_004923670.1	XP_017876444.1
OG0005626	XP_012549456.1	XP_017888650.1
OG0005627	NP_001166195.1	XP_017890467.1
OG0005628	XP_037867206.1	XP_017876484.1, XP_017876483.1
OG0005629	XP_004921747.1	XP_017878376.1
OG0005630	XP_012546971.2	XP_026674070.1
OG0005631	XP_004922107.1, XP_004930600.1	XP_017881036.1
OG0005632	XP_004927392.1	XP_017882330.1
OG0005633	XP_012546786.2, XP_012546787.2	XP_026670190.1
OG0005634	XP_004931378.1	XP_026667453.1
OG0005635	XP_012545153.1	XP_017888060.1
OG0005636	XP_021207465.1	XP_017883738.1
OG0005637	XP_037872029.1	XP_017879027.1
OG0005639	XP_021206232.1	XP_017879243.1
OG0005640	XP_004921969.2, XP_037872845.1	XP_017879339.1
OG0005642	XP_021205047.1	XP_017877596.1
OG0005643	XP_012544473.1, XP_012549023.1	XP_017892722.1
OG0005645	XP_004925220.1	XP_017888258.1
OG0005646	XP_037870919.1	XP_017881696.1
OG0005647	XP_004931757.2	XP_017882050.1
OG0005649	XP_012551912.1	XP_017884569.1
OG0005650	XP_037872986.1	XP_026666621.1
OG0005651	XP_004929503.1	XP_026669077.1
OG0005652	XP_004923707.1	XP_017892305.2
OG0005653	XP_037871745.1, XP_037871744.1, XP_037871743.1	XP_026670098.1
OG0005654	XP_012547544.3	XP_026668651.1
OG0005655	XP_004933459.1	XP_017893240.1
OG0005656	XP_037868300.1	XP_017882463.1
OG0005657	XP_021206279.1	XP_017886309.1
OG0005658	XP_004930996.2	XP_017878468.1
OG0005659	XP_037875989.1	XP_017892567.1
OG0005661	XP_004924681.1	XP_017875675.1
OG0005662	XP_037866685.1	XP_026674425.1
OG0005663	XP_021203208.2	XP_017878832.1
OG0005664	NP_001129361.1	XP_017891514.1, XP_017882733.1
OG0005665	XP_037872902.1	XP_017881252.1
OG0005666	XP_004930145.1	XP_017891627.1
OG0005667	XP_004933860.1	XP_017893666.1
OG0005668	XP_037866829.1	XP_017890064.1
OG0005669	XP_021209163.1	XP_017882346.1, XP_026670477.1, XP_026670476.1
OG0005670	NP_001108459.1	XP_026675510.1
OG0005671	XP_004932919.1	XP_017881459.1
OG0005672	XP_037866669.1	XP_017886169.1
OG0005673	XP_004928724.1	XP_017892642.1
OG0005674	XP_037876510.1	XP_017879602.1
OG0005675	XP_012548038.1	XP_017881007.1, XP_017877097.1
OG0005676	XP_037876384.1	XP_017883118.1
OG0005677	XP_004931632.2	XP_017885654.1
OG0005678	XP_037866972.1	XP_017879849.1
OG0005679	XP_012550199.1	XP_017878729.1
OG0005681	NP_001037666.1	XP_026670742.1
OG0005682	XP_037876174.1	XP_017876861.1
OG0005683	XP_012547863.1	XP_017885423.1, XP_026671869.1
OG0005684	XP_004921718.1	XP_017880519.1
OG0005685	XP_012549774.2	XP_017888430.1
OG0005686	XP_021205630.1	XP_017878903.1
OG0005687	XP_012547176.1	XP_017885188.1
OG0005688	XP_037869957.1	XP_017876989.1
OG0005689	XP_012548262.1	XP_026675244.1
OG0005690	XP_037869656.1	XP_026667646.1
OG0005691	XP_037868390.1	XP_017880371.2, XP_017880294.1
OG0005692	XP_021205817.2	XP_026674086.1, XP_026674089.1
OG0005693	XP_004924153.1	XP_017887577.1
OG0005694	XP_021206400.2	XP_017884975.1
OG0005695	XP_037873303.1	XP_026674092.1
OG0005696	XP_037874270.1	XP_026667500.1
OG0005697	XP_004929614.3	XP_017884758.1
OG0005698	XP_037877039.1	XP_017885871.1
OG0005699	XP_012546376.2	XP_026672886.1, XP_026674882.1, XP_026675545.1
OG0005700	XP_037867841.1	XP_017892999.1
OG0005701	XP_037875617.1	XP_026669059.1
OG0005702	XP_012546468.3	XP_017888919.1
OG0005704	XP_021208439.1	XP_017879614.1, XP_026669068.1
OG0005705	XP_037873183.1	XP_026668883.1
OG0005706	XP_004930492.1	XP_017888957.1
OG0005707	XP_004925813.1	XP_026670435.1
OG0005708	XP_012546139.3	XP_026673359.1
OG0005709	XP_004927249.1	XP_026672151.1
OG0005710	XP_037873926.1	XP_017888247.1, XP_017888244.2
OG0005711	XP_037867477.1	XP_017890675.1
OG0005712	NP_001166819.1	XP_017876937.1
OG0005713	XP_004925102.1	XP_017882842.1
OG0005714	XP_012544183.1	XP_017879256.1
OG0005715	XP_012544577.1	XP_017878769.1, XP_026668699.1
OG0005716	XP_004927343.1, XP_037876021.1	XP_026672497.1
OG0005717	XP_004923753.2	XP_026670050.1
OG0005718	XP_012551393.2	XP_017891071.1, XP_017891091.1, XP_017890702.1
OG0005719	XP_037877050.1	XP_017885863.1
OG0005720	NP_001040501.1, XP_004930219.1	XP_017880236.1
OG0005721	XP_004924705.1	XP_017888838.1
OG0005722	XP_004927187.2	XP_017884693.1
OG0005723	NP_001275941.1, XP_012545491.1	XP_026671635.1
OG0005724	NP_001040226.1	XP_017885474.1
OG0005725	XP_037874923.1	XP_017885001.1
OG0005726	XP_037876555.1	XP_026674723.1
OG0005727	XP_037873984.1	XP_017889975.1
OG0005728	XP_004931289.1	XP_017886830.1
OG0005729	XP_004927955.1	XP_026674769.1
OG0005730	XP_004928844.3	XP_017891033.1
OG0005731	XP_037871394.1, XP_037871389.1	XP_026671302.1
OG0005732	XP_004933014.1	XP_017889336.1
OG0005733	XP_004928279.2	XP_026670838.1
OG0005734	XP_037867334.1	XP_017886902.1, XP_026672675.1
OG0005736	XP_004931619.3	XP_017885641.1
OG0005737	XP_012550791.2	XP_017881443.1, XP_017881442.1
OG0005738	XP_012551509.2	XP_017890007.1
OG0005740	XP_037873851.1	XP_017878732.1
OG0005741	XP_004926291.2	XP_017887977.1
OG0005742	XP_037871906.1	XP_017876563.1
OG0005743	XP_021204711.1	XP_017891099.1
OG0005744	XP_004932124.1	XP_017882412.1
OG0005745	XP_004928906.1	XP_026667801.1
OG0005746	NP_001162054.2	XP_017883042.1, XP_017883041.1
OG0005747	XP_037876132.1	XP_017883152.1
OG0005749	XP_037868455.1	XP_026673725.1
OG0005750	XP_021204372.1	XP_017877691.1
OG0005751	XP_021206856.1	XP_017886559.1
OG0005752	XP_037866621.1	XP_017889173.1
OG0005753	NP_059469.1, XP_037877335.1, XP_037877334.1	XP_026668672.1
OG0005754	XP_004932914.1, XP_004932915.1	XP_017875594.1
OG0005756	XP_021203323.1, XP_012545356.2	XP_017889197.1
OG0005759	XP_037866617.1	XP_026667379.1, XP_017875479.1
OG0005760	XP_004923366.1	XP_017886018.1, XP_026674309.1
OG0005761	XP_021207619.1	XP_017889071.1
OG0005762	NP_001191410.1, XP_021204051.1	XP_026668404.1
OG0005763	XP_004932911.2	XP_017876078.2, XP_017885993.1, XP_026672293.1
OG0005764	XP_037870471.1	XP_017886916.1, XP_017886919.1
OG0005765	XP_004923009.1, XP_004923011.1	XP_026675637.1
OG0005766	XP_037874355.1, XP_037874353.1	XP_017880000.1
OG0005767	XP_037876232.1	XP_026671704.1, XP_017884713.1
OG0005769	XP_037866532.1	XP_017885692.1
OG0005770	XP_004930218.1	XP_017878386.1, XP_026668658.1, XP_026668657.1
OG0005771	XP_004926347.1	XP_017890972.1
OG0005772	XP_004929213.2	XP_017881984.1
OG0005773	XP_004923979.1	XP_017882000.1
OG0005774	XP_012548256.2	XP_017883350.1
OG0005775	XP_012546324.1, NP_001243910.1	XP_017893379.1
OG0005776	XP_037871571.1, XP_037871572.1	XP_017887366.1
OG0005777	XP_037877709.1	XP_017888852.1
OG0005778	XP_004933007.1	XP_017878134.1
OG0005779	XP_012548899.2	XP_017885834.1
OG0005780	XP_037869113.1, XP_004924878.2	XP_026671978.1
OG0005781	XP_004930988.1	XP_017881958.1
OG0005782	NP_001266293.1	XP_017889658.1
OG0005783	XP_004925130.1	XP_017892147.1, XP_017888228.1
OG0005785	XP_012551889.1	XP_017883789.1, XP_026671705.1, XP_026671706.1
OG0005787	NP_001095933.1	XP_026669994.1
OG0005788	XP_012548305.1, NP_001040215.1	XP_017879023.1, XP_017879021.1
OG0005789	XP_037874791.1	XP_017880092.1
OG0005790	XP_037870712.1, XP_037870713.1	XP_026667897.1
OG0005791	NP_001182633.1	XP_017891959.1
OG0005792	XP_021202672.2	XP_026668285.1, XP_026670693.1
OG0005793	XP_004928513.1	XP_017876699.1
OG0005794	XP_037873131.1	XP_017875328.1, XP_017891014.1
OG0005795	XP_037873763.1	XP_017884227.1
OG0005796	XP_004928961.2	XP_026667740.1, XP_026667738.1
OG0005797	NP_001165389.1, NP_001104822.1, XP_021203197.2, XP_004927161.1	XP_017882530.2
OG0005798	XP_021206238.1	XP_017882098.1
OG0005799	XP_004923944.1	XP_017880381.1
OG0005800	XP_012548509.1	XP_017885455.1
OG0005801	XP_004922820.1	XP_017881452.1
OG0005804	XP_037867393.1	XP_017882386.1
OG0005806	XP_021208328.1, XP_021208324.1	XP_017890774.1
OG0005807	XP_037871024.1	XP_026673626.1
OG0005808	XP_037871573.1	XP_017887336.1
OG0005809	XP_021204878.2, XP_021204877.2	XP_017879774.1
OG0005811	NP_001037482.1	XP_017885747.1
OG0005813	XP_004930974.1	XP_017878587.1
OG0005814	XP_037875230.1, XP_037875231.1	XP_017876787.1
OG0005815	XP_037877160.1, XP_037877163.1	XP_017892930.1, XP_017892929.1
OG0005817	XP_037868161.1	XP_017892689.1
OG0005818	XP_037869465.1	XP_017881893.1
OG0005819	XP_037877279.1, XP_037876939.1	XP_017890359.1
OG0005822	XP_004927245.1	XP_026670949.1
OG0005824	XP_037873274.1	XP_017891480.1, XP_017890762.1, XP_017890747.1
OG0005826	XP_004922907.1	XP_017880212.1
OG0005827	XP_021203128.1	XP_026666481.1, XP_017892850.1
OG0005831	XP_037866630.1	XP_017883931.1, XP_026671273.1, XP_017877621.2
OG0005833	XP_004930401.2	XP_026670937.1
OG0005835	XP_037876912.1, XP_037866554.1	XP_017878256.1, XP_017878253.1, XP_017878254.1
OG0005845	XP_021202175.1	XP_017875731.1
OG0005846	NP_001040534.1	XP_017876168.1
OG0005847	XP_004924510.1, NP_001093279.1	XP_017884882.1
OG0005849	NP_001040526.1	XP_017889795.1
OG0005850	NP_001093278.1	XP_017889719.1
OG0005851	NP_001037150.1	XP_017882208.1
OG0005852	NP_001037209.1	XP_017891047.1
OG0005853	NP_001037267.1	XP_017884480.1
OG0005855	XP_037877660.1, NP_001037269.1	XP_017884956.1
OG0005856	NP_001040448.1	XP_017882084.1
OG0005857	NP_001037231.1	XP_017888462.1
OG0005858	NP_001037520.1	XP_017879035.1
OG0005859	NP_001040337.1	XP_017881634.1
OG0005860	NP_001037247.1	XP_017875997.1
OG0005861	XP_004929274.1	XP_026672579.1
OG0005862	XP_012546903.1, NP_001243947.1	XP_017889977.1
OG0005863	NP_001157384.1, XP_012547721.1	XP_026672186.1
OG0005864	XP_012545314.1	XP_017893304.1
OG0005865	XP_004924163.1	XP_017881969.1
OG0005866	XP_004933262.1	XP_017880929.1
OG0005867	XP_004925667.2	XP_026674804.1
OG0005868	NP_001036940.1	XP_017886430.1
OG0005869	XP_012544927.2	XP_017876545.1
OG0005870	XP_012550682.1	XP_017884223.1
OG0005871	XP_004931988.1	XP_017883048.1
OG0005872	NP_001091753.1	XP_017878059.1
OG0005873	NP_001040438.1	XP_017886311.1
OG0005874	XP_004931801.1	XP_017890671.1
OG0005876	XP_004930705.1	XP_017885650.1
OG0005877	XP_004931441.1, XP_012550496.2	XP_017885913.1
OG0005878	NP_001040270.1	XP_026667488.1
OG0005879	NP_001093285.1	XP_017876934.1
OG0005880	XP_004930782.1	XP_017882591.1
OG0005881	NP_001093286.1	XP_017886540.1
OG0005882	NP_001091763.1	XP_017890933.1
OG0005883	XP_004927123.1	XP_017891311.1
OG0005884	XP_004930993.1	XP_017876973.1
OG0005885	XP_021204395.1	XP_017877307.1, XP_017892998.1
OG0005886	XP_004927079.1	XP_017876016.1
OG0005887	NP_001040170.1	XP_017882548.1
OG0005888	XP_012551317.1, NP_001040236.1	XP_017885508.1, XP_017882772.1
OG0005889	NP_001037147.1	XP_017886539.1, XP_017875142.1
OG0005890	XP_004931901.1	XP_017876740.1
OG0005891	XP_004922592.1	XP_017886537.1
OG0005892	NP_001037215.1	XP_017892378.1
OG0005893	NP_001040373.1, NP_001040162.1	XP_017892206.1
OG0005894	XP_004923890.1	XP_017887833.1
OG0005895	XP_004929165.1	XP_017888910.1
OG0005896	NP_001040476.1	XP_017880033.1
OG0005897	NP_001040427.1	XP_017887820.1
OG0005898	XP_021202549.2	XP_017891752.1
OG0005899	XP_004931280.1	XP_026669870.1
OG0005900	XP_012547935.1, XP_021205155.1	XP_017886034.1
OG0005901	XP_004926440.1	XP_017882305.1
OG0005902	NP_001037642.1	XP_017878357.1
OG0005903	NP_001040459.1	XP_017888961.1
OG0005904	NP_001040463.1	XP_017880578.1
OG0005905	NP_001040278.1	XP_017891891.1, XP_017891892.1
OG0005906	XP_004922416.1	XP_017884168.1
OG0005907	NP_001037578.1	XP_017875007.1
OG0005908	XP_004926929.1	XP_017885134.1
OG0005909	NP_001037138.1	XP_017892703.1, XP_017882939.2
OG0005910	XP_021202191.1	XP_017876955.1
OG0005911	NP_001040510.1	XP_017875993.1
OG0005912	XP_012550382.1, NP_001091796.1	XP_017877396.1
OG0005913	XP_004931309.1	XP_017881732.1
OG0005914	XP_012544881.2	XP_017893455.1
OG0005916	XP_004927833.1	XP_017875834.1
OG0005917	XP_004928888.1	XP_017891044.1
OG0005918	NP_001040325.1	XP_017883819.1
OG0005919	XP_004931468.1	XP_026667410.1
OG0005920	NP_001106708.1	XP_017885367.1, XP_017885368.1
OG0005921	NP_001040265.1	XP_017886158.1
OG0005922	XP_004922426.3	XP_017892202.1
OG0005923	XP_004925129.2	XP_017890168.1
OG0005924	XP_004932835.2	XP_017888865.1
OG0005925	XP_004928267.1	XP_017889467.1
