Orthogroup	Bombyx_mori	Habropoda_laboriosa
OG0006012	XP_012548841.2	XP_017796471.1
OG0006013	XP_004925975.1	XP_017787710.1
OG0006014	XP_004931499.2	XP_017794342.1
OG0006015	XP_004927272.2	XP_017788681.1
OG0006016	XP_037867998.1	XP_017791798.1
OG0006017	XP_037867898.1	XP_017794274.1
OG0006018	XP_021203070.2	XP_017790602.1
OG0006019	XP_037871809.1	XP_017792462.1
OG0006020	XP_004922077.4	XP_017797503.1
OG0006021	XP_012551683.1	XP_017791825.1
OG0006022	XP_021203461.1, NP_001040137.1	XP_017794497.1
OG0006023	XP_004924093.1	XP_017790745.1
OG0006024	XP_012545923.1	XP_017798807.1
OG0006025	XP_012552810.2	XP_017790028.1
OG0006026	XP_037872614.1	XP_017796752.1
OG0006027	XP_004925181.2	XP_017797473.1
OG0006028	XP_037875643.1	XP_017790260.1
OG0006029	XP_037872194.1	XP_017799468.1
OG0006031	XP_012548996.1	XP_017797528.1
OG0006032	XP_004922016.1	XP_017798628.1
OG0006033	XP_037869765.1	XP_017791019.1
OG0006034	XP_004932811.2	XP_017791657.1
OG0006035	XP_004921996.2	XP_017795636.1
OG0006036	XP_012550261.1	XP_017792351.1
OG0006037	NP_001037678.1	XP_017794893.1
OG0006038	XP_012544940.2	XP_017797635.1
OG0006039	XP_021203091.1	XP_017798063.1
OG0006040	XP_004923163.2	XP_017796397.1
OG0006042	XP_037866902.1	XP_017795217.1
OG0006043	XP_037875260.1	XP_017799241.1
OG0006044	XP_021207466.1	XP_017794077.1
OG0006045	XP_004923360.1	XP_017794508.1
OG0006046	XP_012546828.1	XP_017793960.1
OG0006047	XP_037867906.1	XP_017795571.1
OG0006048	XP_004932952.1	XP_017795729.1
OG0006049	XP_037873904.1	XP_017790494.1
OG0006050	XP_037874266.1	XP_017794455.1
OG0006051	XP_021209311.1	XP_017795441.1
OG0006052	XP_004930407.1	XP_017790956.1
OG0006053	XP_004925265.2	XP_017788345.1
OG0006054	XP_037869446.1	XP_017788811.1
OG0006055	XP_004925775.1	XP_017792324.1
OG0006056	XP_012545704.3	XP_017789855.1
OG0006057	XP_037867169.1	XP_017788326.1
OG0006058	XP_037874460.1	XP_017794980.1
OG0006059	NP_001157371.1	XP_017789262.1
OG0006060	XP_004931664.1	XP_017788366.1
OG0006062	XP_037873839.1, XP_037873838.1	XP_017796213.1
OG0006063	XP_004928272.1	XP_017791308.1
OG0006064	XP_004922915.1	XP_017798969.1
OG0006065	XP_021207187.1, XP_021207195.1	XP_017790426.1
OG0006066	XP_004928248.2	XP_017792692.1
OG0006067	XP_004933463.1	XP_017798866.1
OG0006069	XP_037870641.1	XP_017799134.1
OG0006070	XP_004922631.1	XP_017797154.1
OG0006071	XP_004921947.1	XP_017795174.1
OG0006072	XP_004922465.1	XP_017798502.1
OG0006073	XP_037870881.1	XP_017788409.1
OG0006074	XP_012543984.1	XP_017795775.1
OG0006075	XP_021202319.2	XP_017788496.1
OG0006076	XP_037873084.1	XP_017793061.1
OG0006077	XP_004928466.1	XP_017799250.1
OG0006078	XP_037874703.1	XP_017789350.1
OG0006079	NP_001040349.1	XP_017799599.1
OG0006080	XP_037876044.1, XP_021203773.1	XP_017788230.1
OG0006081	XP_004925773.1	XP_017787657.1
OG0006082	NP_001073348.1	XP_017794902.1
OG0006083	XP_037874640.1, NP_001037620.1	XP_017799574.1
OG0006084	NP_001189464.1	XP_017792530.1
OG0006085	NP_001040302.1, XP_037866754.1	XP_017790772.1
OG0006086	XP_004932228.1	XP_017795666.1
OG0006087	XP_004926807.1	XP_017798201.1
OG0006088	NP_001182135.1	XP_017798165.1
OG0006089	XP_004927283.1	XP_017790510.1
OG0006090	XP_004932252.1	XP_017792972.1
OG0006091	XP_004930767.1, XP_012549876.1	XP_017787464.1
OG0006092	XP_004932363.1, XP_021207689.1	XP_017795325.1
OG0006093	XP_037877104.1	XP_017787895.1
OG0006094	XP_037866541.1	XP_017799206.1
OG0006095	XP_004933398.1	XP_017790779.1
OG0006096	XP_004925257.1	XP_017796249.1
OG0006097	XP_037869445.1	XP_017790989.1
OG0006098	XP_037875624.1	XP_017787891.1
OG0006099	XP_037872191.1	XP_017791165.1
OG0006100	XP_004923313.2	XP_017789257.1
OG0006101	XP_037870970.1	XP_017797642.1
OG0006102	XP_037869258.1	XP_017788283.1
OG0006103	XP_004921658.1	XP_017789869.1
OG0006104	NP_001037315.1	XP_017799256.1
OG0006105	XP_004923802.1	XP_017788263.1
OG0006106	NP_001040511.1	XP_017789710.1
OG0006107	XP_037875680.1	XP_017793947.1
OG0006108	XP_037868096.1	XP_017794932.1
OG0006109	XP_004929283.2	XP_017792862.1
OG0006110	XP_037866596.1	XP_017790188.1
OG0006111	XP_004927345.2, XP_037875806.1	XP_017796625.1
OG0006112	XP_004932338.1	XP_017791466.1
OG0006113	XP_004931326.1	XP_017794968.1
OG0006114	XP_004928884.1	XP_017797899.1
OG0006115	XP_004932649.1	XP_017795097.1
OG0006116	XP_004922481.2	XP_017796816.1
OG0006117	XP_037872359.1	XP_017790543.1
OG0006118	XP_037872841.1	XP_017797697.1
OG0006119	XP_004932563.3	XP_017794727.1
OG0006120	XP_004927042.1	XP_017797755.1
OG0006121	XP_004926949.2	XP_017798263.1
OG0006122	XP_021208081.1	XP_017789506.1
OG0006123	NP_001036917.1	XP_017797946.1
OG0006124	XP_004922460.1	XP_017792155.1
OG0006125	XP_004922459.1	XP_017794232.1, XP_017794229.1
OG0006126	XP_037874960.1, XP_004926452.2	XP_017798366.1
OG0006127	NP_001040544.1	XP_017798091.1
OG0006128	NP_001040288.1, XP_012553379.1	XP_017788882.1
OG0006129	XP_004927700.2, XP_012547083.2, XP_012547082.2, XP_037874771.1	XP_017794106.1
OG0006130	XP_004926215.2	XP_017794053.1
OG0006131	XP_012544448.1	XP_017793778.1
OG0006134	XP_012549007.1	XP_017788090.1
OG0006135	XP_004929468.1	XP_017792158.1
OG0006136	XP_012547897.1	XP_017789405.1
OG0006137	XP_004932890.1	XP_017794204.1
OG0006138	XP_004923904.3	XP_017789748.1
OG0006139	XP_037867704.1	XP_017791958.1
OG0006140	XP_004924786.1	XP_017787460.1
OG0006141	NP_001040109.1	XP_017793719.1
OG0006142	XP_037871823.1	XP_017791316.1
OG0006143	XP_004929164.2	XP_017796829.1
OG0006144	XP_021202546.2	XP_017794842.1
OG0006145	NP_001036843.1, XP_012551197.1	XP_017797824.1
OG0006146	XP_004922940.1	XP_017798672.1
OG0006147	XP_004928942.1	XP_017788180.1
OG0006149	XP_004927892.1	XP_017790386.1
OG0006150	XP_037875968.1	XP_017795638.1
OG0006151	XP_037870067.1	XP_017794722.1
OG0006152	XP_004923231.1	XP_017796935.1
OG0006153	XP_037875394.1	XP_017791903.1
OG0006154	NP_001243933.1	XP_017789080.1
OG0006155	XP_037874124.1	XP_017797260.1
OG0006156	XP_004931824.1	XP_017791564.1
OG0006157	XP_037872170.1	XP_017788318.1
OG0006158	NP_001037341.1	XP_017792796.1
OG0006161	XP_037875397.1	XP_017787549.1
OG0006162	XP_004929080.3	XP_017790403.1
OG0006163	NP_001239599.1, XP_012553079.1	XP_017797157.1, XP_017797158.1
OG0006164	XP_004928644.1	XP_017788045.1
OG0006165	XP_004926292.2	XP_017788005.1
OG0006166	NP_001091807.1	XP_017794128.1
OG0006167	XP_037874743.1, XP_037874744.1	XP_017791428.1
OG0006168	NP_001040299.1	XP_017791065.1
OG0006169	XP_004928460.2	XP_017799584.1
OG0006170	XP_004930978.1	XP_017788610.1
OG0006171	NP_001040156.1	XP_017789440.1
OG0006172	XP_012552374.2	XP_017788892.1
OG0006173	XP_004926122.1	XP_017787737.1
OG0006174	XP_004933015.1	XP_017796618.1
OG0006175	XP_037876047.1	XP_017794543.1
OG0006176	XP_037869647.1	XP_017791172.1
OG0006177	XP_004922750.3	XP_017796503.1
OG0006178	NP_001296501.1, XP_004932289.2	XP_017787536.1
OG0006179	XP_004928872.1	XP_017790504.1
OG0006180	XP_012549692.2	XP_017797963.1
OG0006181	XP_012545160.1	XP_017793248.1
OG0006182	XP_004922739.1	XP_017798615.1
OG0006183	XP_004932657.2	XP_017788592.1
OG0006184	XP_004928563.1, XP_037871582.1	XP_017791184.1
OG0006185	XP_037877353.1, XP_004926406.2	XP_017791039.1
OG0006186	XP_037869369.1	XP_017792248.1
OG0006187	XP_004932502.1	XP_017789702.1
OG0006188	XP_004921953.1	XP_017794685.1
OG0006189	XP_004922117.1	XP_017793213.1
OG0006191	NP_001091833.1	XP_017797190.1
OG0006192	XP_012544552.1	XP_017792765.1
OG0006193	NP_001040375.1	XP_017794094.1
OG0006194	XP_037868465.1	XP_017796283.1
OG0006195	XP_004922191.2	XP_017790178.1
OG0006196	NP_001040107.1	XP_017797695.1
OG0006197	XP_004923679.2	XP_017796918.1
OG0006199	XP_004931003.2	XP_017789687.1
OG0006200	XP_004925740.1	XP_017791940.1
OG0006201	XP_037867445.1	XP_017791596.1
OG0006202	XP_012550985.1	XP_017796852.1
OG0006203	XP_004927739.1	XP_017789112.1
OG0006204	XP_004923217.1	XP_017788852.1
OG0006205	XP_012550604.1	XP_017788168.1
OG0006206	XP_037866500.1	XP_017799296.1
OG0006207	XP_021203286.2	XP_017794673.1
OG0006208	XP_037869662.1	XP_017793534.1
OG0006209	XP_037866560.1	XP_017789872.1
OG0006210	XP_004925217.2	XP_017797188.1
OG0006211	XP_037873951.1	XP_017797425.1
OG0006212	XP_004929287.1	XP_017792879.1
OG0006213	XP_004924277.1	XP_017791418.1
OG0006214	XP_004923263.2	XP_017788465.1
OG0006215	XP_004923974.1	XP_017795073.1, XP_017795074.1
OG0006216	NP_001037211.1	XP_017792329.1
OG0006217	XP_037871553.1, NP_001040483.1	XP_017793464.1
OG0006218	NP_001037600.1	XP_017789886.1
OG0006219	XP_004923401.1	XP_017794668.1
OG0006220	XP_012552973.1	XP_017796831.1
OG0006221	XP_037874306.1	XP_017797871.1
OG0006222	XP_037877286.1	XP_017794891.1
OG0006223	XP_004923117.1	XP_017790361.1
OG0006224	NP_001166702.1	XP_017796265.1
OG0006225	XP_004925108.2	XP_017792531.1
OG0006226	XP_004932567.1	XP_017798725.1
OG0006228	NP_001296552.1	XP_017791599.1
OG0006229	XP_021207412.2	XP_017788128.1
OG0006230	XP_004931573.1	XP_017794701.1
OG0006231	XP_004930077.1	XP_017799123.1
OG0006232	XP_004926885.1	XP_017798936.1
OG0006233	XP_004930564.1	XP_017796416.1
OG0006234	XP_021204837.1	XP_017789040.1
OG0006235	XP_037874715.1	XP_017797325.1
OG0006236	XP_004924877.1	XP_017792385.1
OG0006237	XP_021209262.1	XP_017796795.1
OG0006238	XP_004922640.1	XP_017789202.1
OG0006239	XP_004929640.1, XP_012548825.1	XP_017798484.1
OG0006241	XP_012548985.2	XP_017791567.1
OG0006242	XP_037872389.1	XP_017799469.1
OG0006243	NP_001040117.1	XP_017793129.1
OG0006244	XP_004925158.1	XP_017787529.1
OG0006245	XP_004923953.1	XP_017798589.1
OG0006246	NP_001040405.1, XP_037877365.1	XP_017796662.1
OG0006247	NP_001161185.1	XP_017790350.1
OG0006248	XP_004924020.1	XP_017795915.1
OG0006249	XP_004921861.1	XP_017790643.1
OG0006250	XP_004931488.1	XP_017794672.1
OG0006251	XP_004931867.1	XP_017788890.1
OG0006252	XP_004922104.1, XP_004922102.1	XP_017793219.1
OG0006253	XP_037876172.1	XP_017790693.1
OG0006254	XP_021206385.1	XP_017788093.1
OG0006255	NP_001091770.1	XP_017788009.1
OG0006256	XP_012547613.2	XP_017793130.1
OG0006257	NP_001037156.1	XP_017788313.1
OG0006258	XP_004932259.1	XP_017789842.1
OG0006259	XP_004932316.1	XP_017795329.1
OG0006260	XP_037872437.1	XP_017790121.1
OG0006261	XP_004926166.1	XP_017798817.1
OG0006262	NP_001040301.1	XP_017796460.1
OG0006263	XP_012548903.2	XP_017791663.1
OG0006264	XP_037870711.1	XP_017790388.1
OG0006265	XP_004931323.2	XP_017788159.1
OG0006266	XP_037867486.1	XP_017790434.1
OG0006267	NP_001040166.1	XP_017791233.1
OG0006268	XP_004932208.1	XP_017794938.1
OG0006269	XP_012544702.2	XP_017790928.1
OG0006270	XP_004932625.1	XP_017796502.1
OG0006271	XP_037877634.1, NP_001093271.1	XP_017789255.1
OG0006272	XP_021205075.1	XP_017797201.1
OG0006273	XP_004932003.1	XP_017792801.1
OG0006274	XP_037873653.1	XP_017788549.1
OG0006275	XP_004928263.1	XP_017791203.1
OG0006276	XP_037867053.1	XP_017795087.1
OG0006277	NP_001040312.1	XP_017796287.1
OG0006278	NP_001166623.2	XP_017787868.1
OG0006279	XP_004926544.2	XP_017795346.1
OG0006280	XP_021205078.1, XP_012547476.2	XP_017795352.1
OG0006281	XP_037871407.1	XP_017796876.1, XP_017796877.1
OG0006282	XP_012550524.1	XP_017791764.1, XP_017791763.1
OG0006283	XP_012549289.1	XP_017796194.1
OG0006284	XP_004923266.1	XP_017789445.1
OG0006285	XP_012549973.1	XP_017799372.1
OG0006286	XP_004924345.1	XP_017792230.1
OG0006287	XP_004930199.1	XP_017798673.1
OG0006288	XP_004930530.2	XP_017798025.1
OG0006289	XP_004932572.1	XP_017789693.1
OG0006290	XP_012553409.1	XP_017793097.1
OG0006291	NP_001093275.1, XP_037872103.1, XP_037872141.1	XP_017796541.1
OG0006292	XP_037868457.1	XP_017788773.1
OG0006294	XP_012545526.1	XP_017790163.1
OG0006295	XP_004925557.1	XP_017795610.1
OG0006296	XP_004929397.2	XP_017791929.1
OG0006297	XP_037866759.1	XP_017795039.1
OG0006298	XP_037868691.1	XP_017796298.1
OG0006299	XP_037870432.1	XP_017793799.1
OG0006300	XP_004931062.2	XP_017788796.1
OG0006301	XP_021208415.1	XP_017792375.1
OG0006302	XP_037868415.1	XP_017798390.1
OG0006303	XP_004928583.1	XP_017797208.1
OG0006304	XP_004922916.1	XP_017798278.1
OG0006305	NP_001128674.1, XP_012551138.1	XP_017795009.1
OG0006306	XP_004930526.1	XP_017796362.1
OG0006307	XP_004923674.2	XP_017794091.1
OG0006308	XP_004921889.3	XP_017793656.1
OG0006309	XP_004931156.1	XP_017797099.1
OG0006310	XP_004929188.2	XP_017792381.1
OG0006311	NP_001106225.1	XP_017798685.1
OG0006312	XP_021204624.1	XP_017794367.1
OG0006313	NP_001040484.1	XP_017799066.1
OG0006314	XP_037869142.1	XP_017789120.1
OG0006315	XP_004921638.1	XP_017788385.1
OG0006316	XP_037872345.1	XP_017797881.1
OG0006317	XP_004926247.1	XP_017790491.1
OG0006318	NP_001037189.1	XP_017794900.1
OG0006319	XP_004933404.1	XP_017794176.1
OG0006320	XP_012551338.2	XP_017794587.1
OG0006322	XP_004923246.1, XP_004923245.1	XP_017793815.1
OG0006323	NP_001040330.1	XP_017796864.1, XP_017798926.1
OG0006324	XP_037874371.1	XP_017796612.1
OG0006325	XP_004926308.1	XP_017794046.1
OG0006327	XP_037873091.1	XP_017791951.1
OG0006328	XP_004932103.1	XP_017798895.1
OG0006329	XP_004922163.1	XP_017795879.1
OG0006331	XP_012551440.2	XP_017798649.1
OG0006332	NP_001040449.1	XP_017793393.1
OG0006333	XP_004925198.1	XP_017788578.1
OG0006334	NP_001091761.1	XP_017797917.1
OG0006335	XP_021207055.1	XP_017798144.1
OG0006336	XP_004927302.1	XP_017789153.1
OG0006337	NP_001040340.1	XP_017790913.1
OG0006338	XP_004923557.1	XP_017791584.1
OG0006339	XP_037871272.1	XP_017790604.1
OG0006340	XP_012550298.2	XP_017789203.1
OG0006341	XP_012551572.3	XP_017791091.1
OG0006343	XP_004932487.1	XP_017787515.1
OG0006344	XP_037871666.1	XP_017790706.1
OG0006345	XP_004929713.2	XP_017796399.1
OG0006346	XP_004924175.1	XP_017789598.1
OG0006347	NP_001296518.1	XP_017787767.1
OG0006348	XP_004926444.1	XP_017792450.1
OG0006349	XP_004924785.1	XP_017791294.1
OG0006350	NP_001243942.1	XP_017795265.1
OG0006351	XP_012553262.1, NP_001037043.1	XP_017794485.1
OG0006352	XP_021203148.2	XP_017796850.1
OG0006353	XP_004930118.1	XP_017795136.1
OG0006355	XP_037874906.1	XP_017787458.1
OG0006356	XP_037876765.1, XP_037876772.1	XP_017790233.1
OG0006357	XP_037872222.1	XP_017790585.1
OG0006358	XP_004921724.1	XP_017792071.1
OG0006359	XP_037872311.1	XP_017794015.1
OG0006360	XP_037874933.1	XP_017789907.1
OG0006361	XP_004931334.1	XP_017798689.1
OG0006362	XP_037869805.1	XP_017795828.1
OG0006365	XP_037876515.1, XP_012551662.2	XP_017796609.1
OG0006366	XP_004932206.1	XP_017790911.1
OG0006367	XP_021206626.1	XP_017792712.1
OG0006368	XP_004930202.2	XP_017798507.1
OG0006369	XP_037869098.1	XP_017788485.1
OG0006370	XP_004922575.1	XP_017788015.1
OG0006371	XP_004931102.2	XP_017797212.1
OG0006372	XP_004924060.1	XP_017789556.1
OG0006373	XP_037877705.1	XP_017788810.1
OG0006374	NP_001268826.1	XP_017792628.1
OG0006375	XP_004925484.1	XP_017797302.1
OG0006376	XP_037877108.1	XP_017799421.1
OG0006377	XP_037866843.1	XP_017788245.1
OG0006378	XP_004927170.1	XP_017791420.1
OG0006379	XP_004930132.1	XP_017791403.1
OG0006380	XP_012551891.1	XP_017788719.1
OG0006381	NP_001103762.1	XP_017787396.1
OG0006382	XP_012553008.2	XP_017791703.1
OG0006383	XP_037873696.1, XP_037873697.1	XP_017792398.1
OG0006384	XP_004932365.2	XP_017793089.1
OG0006385	XP_004922516.1	XP_017790919.1
OG0006386	XP_012543804.2, XP_021202037.2	XP_017795973.1
OG0006387	XP_004923044.1	XP_017790552.1
OG0006388	XP_004932152.2	XP_017788076.1
OG0006389	XP_012552801.1	XP_017789967.1
OG0006390	XP_004933409.1	XP_017791441.1
OG0006391	XP_037871824.1	XP_017789432.1
OG0006392	XP_037873701.1	XP_017792063.1
OG0006393	XP_004924171.1	XP_017792687.1
OG0006394	XP_004931048.2	XP_017797541.1
OG0006395	XP_037867750.1	XP_017798832.1
OG0006396	XP_012545533.1	XP_017789721.1
OG0006397	NP_001040293.1	XP_017791329.1
OG0006398	XP_004922527.1	XP_017794425.1
OG0006399	XP_012547880.2	XP_017791691.1
OG0006400	XP_012551960.2	XP_017798857.1
OG0006401	XP_012548284.1	XP_017790185.1
OG0006402	XP_012549822.2	XP_017799535.1
OG0006403	XP_004932509.1	XP_017791483.1
OG0006404	NP_001037283.1	XP_017793252.1
OG0006405	XP_012547530.1	XP_017788825.1
OG0006406	XP_004929707.1	XP_017796511.1
OG0006407	XP_004921642.1	XP_017794109.1
OG0006408	NP_001036905.1	XP_017798934.1
OG0006409	XP_004930568.1	XP_017791982.1
OG0006410	XP_037868366.1	XP_017788495.1
OG0006411	XP_004924250.1, NP_001274768.1	XP_017792138.1
OG0006412	XP_004922406.1	XP_017791243.1
OG0006413	XP_012547253.2	XP_017799512.1
OG0006414	XP_037867071.1, XP_021207735.1	XP_017795395.1
OG0006415	XP_012545253.2	XP_017788612.1
OG0006416	XP_037866571.1	XP_017799385.1
OG0006417	XP_037873618.1	XP_017790148.1
OG0006418	XP_037875703.1	XP_017798811.1
OG0006419	XP_004926504.3	XP_017798903.1
OG0006420	XP_004922844.2	XP_017789115.1
OG0006421	XP_012552864.1	XP_017788305.1
OG0006422	XP_004922415.2	XP_017796818.1
OG0006423	XP_037876793.1	XP_017799394.1
OG0006424	XP_021202137.2	XP_017797678.1, XP_017797792.1
OG0006425	XP_004925145.3	XP_017789889.1
OG0006426	XP_004921562.2	XP_017788682.1
OG0006427	XP_004921755.2	XP_017794914.1
OG0006430	XP_004933323.1	XP_017794944.1
OG0006431	XP_004928669.1	XP_017795250.1
OG0006432	XP_037871387.1	XP_017787701.1
OG0006433	XP_037876318.1	XP_017790824.1
OG0006434	XP_004931652.2	XP_017794712.1
OG0006435	XP_012553125.2, XP_037876260.1	XP_017789936.1
OG0006437	XP_004927400.1, XP_004927401.1	XP_017787658.1
OG0006438	XP_004926352.1, XP_021203786.1	XP_017799486.1
OG0006439	XP_021203522.1	XP_017798368.1
OG0006440	XP_004925722.1	XP_017796082.1
OG0006441	XP_037876504.1	XP_017799158.1
OG0006442	XP_012544505.3	XP_017797506.1
OG0006443	XP_004931306.1	XP_017797194.1
OG0006444	NP_001091839.1	XP_017792367.1
OG0006445	XP_004929846.1	XP_017788091.1
OG0006446	XP_037868014.1	XP_017794561.1
OG0006447	XP_037867467.1	XP_017794838.1
OG0006448	XP_012548199.1	XP_017789079.1
OG0006449	XP_037876525.1	XP_017793675.1
OG0006451	XP_012549904.2, NP_001037572.1	XP_017791770.1
OG0006452	XP_037877067.1	XP_017790765.1
OG0006453	NP_001269273.1	XP_017797979.1
OG0006454	XP_004930905.1	XP_017789627.1
OG0006455	XP_037868644.1	XP_017798859.1
OG0006456	XP_037871411.1	XP_017796470.1
OG0006457	XP_004926521.1	XP_017787485.1
OG0006458	XP_004928708.1	XP_017787499.1
OG0006459	XP_004924043.2	XP_017791521.1
OG0006460	XP_004928986.1	XP_017794785.1
OG0006463	XP_004931093.1	XP_017791736.1
OG0006464	XP_037867228.1	XP_017790699.1
OG0006465	XP_037871632.1	XP_017794985.1
OG0006466	NP_001040346.1	XP_017791399.1
OG0006467	XP_037866627.1	XP_017793901.1
OG0006469	XP_012543922.1	XP_017794354.1
OG0006470	XP_037870396.1	XP_017799178.1
OG0006471	XP_021207333.2	XP_017789441.1
OG0006472	XP_037872616.1	XP_017789591.1
OG0006473	XP_012549478.1	XP_017796372.1
OG0006474	XP_037877747.1	XP_017789788.1
OG0006475	XP_004930062.1	XP_017799276.1
OG0006476	XP_004928645.1	XP_017796158.1
OG0006477	NP_001040406.1	XP_017795583.1
OG0006478	XP_012547997.1	XP_017791123.1
OG0006480	XP_012545868.2	XP_017790668.1
OG0006481	XP_012544187.2	XP_017793644.1
OG0006482	XP_037873593.1	XP_017790156.1
OG0006483	NP_001233136.1, XP_037869091.1	XP_017794172.1
OG0006484	XP_037876913.1, XP_037877310.1	XP_017796430.1
OG0006485	XP_021203254.2	XP_017799062.1
OG0006486	XP_004928670.1, NP_001296565.1	XP_017789505.1
OG0006487	NP_001166197.1	XP_017792524.1
OG0006488	XP_004933124.1	XP_017799284.1
OG0006489	XP_021204389.1	XP_017794873.1
OG0006490	XP_004932768.2	XP_017799124.1
OG0006491	XP_004927874.2	XP_017796867.1
OG0006492	NP_001166865.1	XP_017789382.1
OG0006493	XP_037866695.1	XP_017789747.1
OG0006494	XP_004928833.2	XP_017792572.1
OG0006495	XP_004932468.1	XP_017789394.1
OG0006496	XP_012549046.1	XP_017787429.1
OG0006497	XP_037870223.1	XP_017794997.1
OG0006498	XP_004925988.1	XP_017797069.1
OG0006499	NP_001036923.1	XP_017797858.1
OG0006500	XP_004928618.1	XP_017789438.1
OG0006501	XP_012551934.1, NP_001037612.1	XP_017788309.1
OG0006502	XP_004931366.1	XP_017792597.1
OG0006503	XP_012552998.2	XP_017788959.1
OG0006504	XP_037876760.1	XP_017796030.1
OG0006505	XP_012550071.1	XP_017794858.1
OG0006506	XP_004923000.1	XP_017787777.1
OG0006507	XP_037874255.1	XP_017798950.1
OG0006508	XP_037869617.1, XP_037869615.1	XP_017789783.1
OG0006509	XP_037868633.1	XP_017799589.1
OG0006510	XP_004931590.2	XP_017792278.1
OG0006511	XP_004929479.2	XP_017789149.1
OG0006512	XP_037867630.1	XP_017798426.1
OG0006513	XP_004923565.1	XP_017798428.1
OG0006514	XP_021203181.2	XP_017797445.1
OG0006515	XP_004932644.1	XP_017799467.1
OG0006516	XP_004925346.1	XP_017798078.1
OG0006517	XP_004922182.1	XP_017794820.1
OG0006518	XP_021205157.1	XP_017789488.1
OG0006519	NP_001243923.1	XP_017788112.1
OG0006520	XP_012547622.2	XP_017793436.1
OG0006521	XP_004932122.2	XP_017790375.1
OG0006522	XP_021204475.1	XP_017795658.1
OG0006523	XP_037873362.1	XP_017794522.1
OG0006524	XP_004922448.1	XP_017797360.1
OG0006525	XP_004931028.1	XP_017796499.1
OG0006526	XP_037872033.1	XP_017789470.1
OG0006527	XP_004931139.2	XP_017787950.1
OG0006528	XP_021202269.2	XP_017795061.1, XP_017796354.1
OG0006529	XP_004922744.1	XP_017792566.1
OG0006530	XP_004932886.2	XP_017787796.1
OG0006531	XP_021203889.1, XP_004926536.1	XP_017789400.1
OG0006532	XP_004931895.2	XP_017791051.1
OG0006533	NP_001040303.1, XP_021208988.1	XP_017791942.1
OG0006534	XP_004930405.1	XP_017791728.1
OG0006536	XP_037876398.1	XP_017796100.1
OG0006537	XP_012544020.1	XP_017797999.1
OG0006538	NP_001037041.1	XP_017792309.1
OG0006539	XP_021203870.1	XP_017787408.1
OG0006540	XP_037866715.1, NP_001106734.1	XP_017794433.1
OG0006541	XP_004926251.2	XP_017788354.1
OG0006542	XP_037877624.1	XP_017787677.1
OG0006544	XP_037870703.1	XP_017797860.1
OG0006545	XP_021205458.2	XP_017794058.1
OG0006546	XP_037870477.1	XP_017797202.1
OG0006547	XP_004922531.1	XP_017797174.1
OG0006548	XP_004922391.1	XP_017788576.1
OG0006549	XP_004923340.1	XP_017796087.1
OG0006551	XP_004925418.1	XP_017789209.1
OG0006552	XP_037866936.1	XP_017798556.1
OG0006553	XP_021206483.2	XP_017799407.1
OG0006554	XP_004925868.1	XP_017793091.1
OG0006556	XP_012553089.1, NP_001037576.1	XP_017791129.1
OG0006557	XP_004931169.2	XP_017793257.1
OG0006558	XP_004924853.1	XP_017791676.1
OG0006559	XP_037871750.1	XP_017795260.1
OG0006560	XP_004923697.2	XP_017791715.1
OG0006561	XP_004929436.1	XP_017798131.1
OG0006562	XP_004927103.1	XP_017791959.1
OG0006563	XP_004925070.1	XP_017797429.1
OG0006565	XP_012545462.1, XP_012545455.1	XP_017793712.1
OG0006566	XP_012544099.1	XP_017793819.1
OG0006568	XP_004928627.1	XP_017787955.1
OG0006570	XP_012549735.1	XP_017793613.1
OG0006571	XP_037873484.1	XP_017795637.1
OG0006573	NP_001239603.1, XP_012546676.1	XP_017792074.1
OG0006574	XP_021206849.1	XP_017792599.1
OG0006575	XP_004930498.3	XP_017788222.1
OG0006576	XP_037872239.1	XP_017790943.1
OG0006577	XP_004929096.2	XP_017796523.1
OG0006578	NP_001108471.1	XP_017791859.1
OG0006579	XP_004924104.1	XP_017790285.1
OG0006580	XP_004928459.2	XP_017789749.1
OG0006581	XP_012553052.3	XP_017791874.1
OG0006582	XP_004922095.2	XP_017790413.1
OG0006583	NP_001266413.1, XP_021207538.1	XP_017788049.1
OG0006584	XP_021204463.2	XP_017790872.1, XP_017790873.1
OG0006585	XP_012550149.1, XP_004922420.1	XP_017790784.1
OG0006586	XP_004931874.1	XP_017790159.1
OG0006587	XP_004921822.1	XP_017796056.1
OG0006588	XP_012550922.2	XP_017791751.1
OG0006589	XP_037867891.1	XP_017798281.1
OG0006590	XP_021206841.1	XP_017790916.1
OG0006591	XP_037868750.1	XP_017794078.1
OG0006592	XP_004925556.3	XP_017798210.1
OG0006593	XP_004921693.2	XP_017793320.1
OG0006594	XP_004921602.1	XP_017795404.1
OG0006595	XP_037867058.1	XP_017791474.1
OG0006596	XP_004931923.2	XP_017791273.1
OG0006597	XP_037872791.1, XP_037877265.1	XP_017794665.1
OG0006598	XP_037870437.1	XP_017797477.1
OG0006599	XP_037873048.1	XP_017787377.1
OG0006600	XP_037866483.1	XP_017787582.1
OG0006601	XP_012547626.1	XP_017795443.1
OG0006602	XP_037874699.1	XP_017794850.1
OG0006603	XP_004933203.2	XP_017791375.1
OG0006604	NP_001268818.1, XP_012550379.1	XP_017791064.1
OG0006605	XP_004931938.1	XP_017799575.1
