Orthogroup	Bombyx_mori	Megachile_rotundata
OG0005981	NP_001041703.1	XP_003701723.1
OG0005982	XP_004932544.1	XP_012137794.1
OG0005983	NP_001040523.1	XP_003703129.1
OG0005984	XP_004925210.1	XP_003704152.1
OG0005985	XP_004929263.1	XP_012148738.1
OG0005986	XP_004926045.1	XP_003706218.1
OG0005987	XP_004924156.1	XP_012138126.1
OG0005988	NP_001040535.1	XP_003702364.1
OG0005989	XP_004932388.1	XP_003706192.1, XP_012147443.1
OG0005990	XP_004927759.1	XP_003700847.1
OG0005991	XP_021203329.2	XP_003699382.1
OG0005992	XP_004927747.1	XP_003705886.1
OG0005993	NP_001040442.1	XP_003703439.1
OG0005994	NP_001040386.1	XP_003703049.2
OG0005995	XP_037870852.1	XP_003700461.1
OG0005996	XP_004924802.1	XP_012144878.1
OG0005997	XP_004922245.1	XP_003701986.1
OG0005998	XP_004933567.1	XP_003699460.1
OG0005999	NP_001138800.1, XP_012547716.1	XP_003700691.1
OG0006000	NP_001091811.1	XP_003704148.1
OG0006001	XP_004926557.1	XP_012151786.1
OG0006002	XP_004929273.2	XP_003706049.1
OG0006003	XP_004928722.1	XP_003701132.1
OG0006004	XP_004921847.1	XP_012139176.1
OG0006005	XP_004922007.1	XP_003704797.1
OG0006006	XP_012552770.1, NP_001091769.1	XP_003699585.1
OG0006007	XP_012549644.2	XP_003706219.1
OG0006008	XP_037874882.1	XP_003706583.1
OG0006010	XP_021202677.1	XP_012153668.1
OG0006011	XP_037866631.1, XP_004929152.2	XP_003704898.1
OG0006012	XP_012548841.2	XP_003701494.1
OG0006013	XP_004925975.1	XP_003701280.1
OG0006014	XP_004931499.2	XP_003707655.1
OG0006015	XP_004927272.2	XP_003700642.1
OG0006016	XP_037867998.1	XP_012153365.1
OG0006017	XP_037867898.1	XP_003703086.1
OG0006018	XP_021203070.2	XP_012137620.1
OG0006019	XP_037871809.1	XP_012144351.1
OG0006020	XP_004922077.4	XP_012146719.1
OG0006021	XP_012551683.1	XP_003701400.1
OG0006022	XP_021203461.1, NP_001040137.1	XP_003705310.1
OG0006023	XP_004924093.1	XP_003707350.1
OG0006024	XP_012545923.1	XP_012139732.1
OG0006025	XP_012552810.2	XP_012148918.1
OG0006026	XP_037872614.1	XP_003704571.1
OG0006027	XP_004925181.2	XP_003705866.1
OG0006028	XP_037875643.1	XP_012135931.1
OG0006029	XP_037872194.1	XP_003702541.1
OG0006030	XP_012547930.2	XP_003701709.1
OG0006031	XP_012548996.1	XP_012137043.1
OG0006032	XP_004922016.1	XP_012139383.1
OG0006033	XP_037869765.1	XP_012143639.1
OG0006034	XP_004932811.2	XP_012143868.1
OG0006035	XP_004921996.2	XP_003702210.1
OG0006036	XP_012550261.1	XP_003706595.1, XP_012148300.1
OG0006037	NP_001037678.1	XP_003704133.1
OG0006038	XP_012544940.2	XP_003703302.1
OG0006039	XP_021203091.1	XP_012147389.1
OG0006040	XP_004923163.2	XP_003701503.1, XP_012136704.1
OG0006042	XP_037866902.1	XP_012154047.1
OG0006043	XP_037875260.1	XP_003703746.1
OG0006044	XP_021207466.1	XP_012150505.1
OG0006045	XP_004923360.1	XP_003707641.1
OG0006046	XP_012546828.1	XP_012141576.1
OG0006047	XP_037867906.1	XP_003707805.1
OG0006048	XP_004932952.1	XP_012151516.1
OG0006049	XP_037873904.1	XP_012150388.1
OG0006050	XP_037874266.1	XP_003700951.1
OG0006051	XP_021209311.1	XP_012149171.1
OG0006052	XP_004930407.1	XP_003702617.1
OG0006053	XP_004925265.2	XP_012141923.1
OG0006054	XP_037869446.1	XP_003701649.2
OG0006055	XP_004925775.1	XP_003702042.1
OG0006056	XP_012545704.3	XP_003703173.1
OG0006057	XP_037867169.1	XP_003706672.1
OG0006058	XP_037874460.1	XP_012142418.1
OG0006059	NP_001157371.1	XP_012149102.1
OG0006060	XP_004931664.1	XP_012141901.1
OG0006062	XP_037873839.1, XP_037873838.1	XP_003699461.2
OG0006063	XP_004928272.1	XP_012143093.1
OG0006064	XP_004922915.1	XP_012151584.1
OG0006065	XP_021207187.1, XP_021207195.1	XP_012141543.1
OG0006066	XP_004928248.2	XP_003702359.1
OG0006067	XP_004933463.1	XP_012141003.1
OG0006068	XP_004924994.1	XP_003704294.1
OG0006069	XP_037870641.1	XP_012151778.1
OG0006070	XP_004922631.1	XP_012135015.1
OG0006071	XP_004921947.1	XP_012153138.1
OG0006072	XP_004922465.1	XP_003708348.2
OG0006073	XP_037870881.1	XP_012136571.1
OG0006074	XP_012543984.1	XP_003704271.1
OG0006075	XP_021202319.2	XP_012143229.1
OG0006076	XP_037873084.1	XP_003707735.1
OG0006077	XP_004928466.1	XP_012151500.1
OG0006078	XP_037874703.1	XP_003708147.1
OG0006079	NP_001040349.1	XP_003702487.1
OG0006080	XP_037876044.1, XP_021203773.1	XP_003705674.1
OG0006081	XP_004925773.1	XP_003706677.2
OG0006082	NP_001073348.1	XP_003705377.1
OG0006083	XP_037874640.1, NP_001037620.1	XP_012138892.1
OG0006084	NP_001189464.1	XP_012145278.1
OG0006085	NP_001040302.1, XP_037866754.1	XP_012150167.1
OG0006086	XP_004932228.1	XP_003702135.1
OG0006087	XP_004926807.1	XP_003708408.1
OG0006088	NP_001182135.1	XP_003700825.1
OG0006089	XP_004927283.1	XP_003705323.1
OG0006090	XP_004932252.1	XP_003699325.1
OG0006091	XP_004930767.1, XP_012549876.1	XP_003701158.1
OG0006092	XP_004932363.1, XP_021207689.1	XP_003704487.1
OG0006093	XP_037877104.1	XP_003707246.1
OG0006094	XP_037866541.1	XP_012151654.1
OG0006095	XP_004933398.1	XP_012139150.1, XP_012139148.1
OG0006096	XP_004925257.1	XP_003699545.1
OG0006098	XP_037875624.1	XP_003706308.1
OG0006099	XP_037872191.1	XP_003705127.2
OG0006100	XP_004923313.2	XP_003699961.1
OG0006101	XP_037870970.1	XP_012137104.1
OG0006102	XP_037869258.1	XP_012146577.1
OG0006103	XP_004921658.1	XP_003703223.1
OG0006104	NP_001037315.1	XP_003707885.1
OG0006105	XP_004923802.1	XP_003701518.1, XP_012136762.1
OG0006106	NP_001040511.1	XP_003706855.1
OG0006107	XP_037875680.1	XP_012141176.1
OG0006108	XP_037868096.1	XP_012141809.1
OG0006109	XP_004929283.2	XP_003707798.1
OG0006110	XP_037866596.1	XP_003703447.1
OG0006111	XP_004927345.2, XP_037875806.1	XP_012146876.1
OG0006112	XP_004932338.1	XP_003705632.1
OG0006113	XP_004931326.1	XP_003705374.1
OG0006114	XP_004928884.1	XP_003700255.1
OG0006115	XP_004932649.1	XP_012146985.1, XP_012146978.1
OG0006116	XP_004922481.2	XP_003700011.1
OG0006117	XP_037872359.1	XP_012138317.1
OG0006118	XP_037872841.1	XP_012145422.1
OG0006119	XP_004932563.3	XP_003705472.1
OG0006120	XP_004927042.1	XP_003708318.1
OG0006121	XP_004926949.2	XP_003706154.1
OG0006122	XP_021208081.1	XP_012149358.1
OG0006123	NP_001036917.1	XP_003704527.1
OG0006124	XP_004922460.1	XP_003702668.2
OG0006125	XP_004922459.1	XP_003708532.1
OG0006126	XP_037874960.1, XP_004926452.2	XP_003700420.1
OG0006127	NP_001040544.1	XP_003706459.1
OG0006128	NP_001040288.1, XP_012553379.1	XP_003704230.1
OG0006129	XP_004927700.2, XP_012547083.2, XP_012547082.2, XP_037874771.1	XP_012135629.1
OG0006130	XP_004926215.2	XP_012138786.1
OG0006131	XP_012544448.1	XP_012153655.1
OG0006134	XP_012549007.1	XP_012142320.1
OG0006135	XP_004929468.1	XP_012140346.1
OG0006136	XP_012547897.1	XP_012152327.1
OG0006137	XP_004932890.1	XP_012151906.1
OG0006138	XP_004923904.3	XP_012148901.1
OG0006139	XP_037867704.1	XP_012152906.1
OG0006140	XP_004924786.1	XP_003701149.1
OG0006141	NP_001040109.1	XP_012137082.1
OG0006142	XP_037871823.1	XP_012134693.1
OG0006143	XP_004929164.2	XP_012143247.1
OG0006144	XP_021202546.2	XP_003707846.2
OG0006145	NP_001036843.1, XP_012551197.1	XP_003708298.1
OG0006146	XP_004922940.1	XP_012139881.1
OG0006147	XP_004928942.1	XP_012148313.1
OG0006149	XP_004927892.1	XP_012144096.1
OG0006150	XP_037875968.1	XP_003704803.2
OG0006151	XP_037870067.1	XP_003701930.1
OG0006152	XP_004923231.1	XP_003702608.1
OG0006153	XP_037875394.1	XP_003707139.1, XP_012149511.1
OG0006154	NP_001243933.1	XP_012140810.1
OG0006155	XP_037874124.1	XP_012142034.1
OG0006156	XP_004931824.1	XP_012149172.1
OG0006157	XP_037872170.1	XP_003703786.1
OG0006158	NP_001037341.1	XP_003700437.1
OG0006161	XP_037875397.1	XP_012152419.1
OG0006162	XP_004929080.3	XP_012148138.1
OG0006163	NP_001239599.1, XP_012553079.1	XP_003703025.1, XP_012139896.1
OG0006164	XP_004928644.1	XP_003706148.1
OG0006165	XP_004926292.2	XP_003699907.1
OG0006166	NP_001091807.1	XP_012152121.1, XP_012149289.1
OG0006167	XP_037874743.1, XP_037874744.1	XP_012134633.1
OG0006168	NP_001040299.1	XP_012137715.1
OG0006169	XP_004928460.2	XP_003705106.2
OG0006170	XP_004930978.1	XP_003704548.1
OG0006171	NP_001040156.1	XP_003708170.1
OG0006172	XP_012552374.2	XP_003699899.1
OG0006173	XP_004926122.1	XP_003705507.1
OG0006174	XP_004933015.1	XP_003701427.1
OG0006175	XP_037876047.1	XP_003700886.1
OG0006176	XP_037869647.1	XP_003707553.1
OG0006177	XP_004922750.3	XP_003701487.1
OG0006178	NP_001296501.1, XP_004932289.2	XP_012134809.1
OG0006179	XP_004928872.1	XP_003702228.1
OG0006180	XP_012549692.2	XP_012135538.1
OG0006181	XP_012545160.1	XP_012146283.1
OG0006182	XP_004922739.1	XP_012137215.1
OG0006183	XP_004932657.2	XP_003699558.1
OG0006184	XP_004928563.1, XP_037871582.1	XP_012135682.1
OG0006185	XP_037877353.1, XP_004926406.2	XP_003707188.1
OG0006186	XP_037869369.1	XP_003702090.1
OG0006187	XP_004932502.1	XP_003699687.1
OG0006188	XP_004921953.1	XP_003705476.1
OG0006189	XP_004922117.1	XP_012146278.1
OG0006191	NP_001091833.1	XP_012134950.1
OG0006192	XP_012544552.1	XP_003702719.1
OG0006193	NP_001040375.1	XP_003701191.1
OG0006194	XP_037868465.1	XP_003706720.1
OG0006195	XP_004922191.2	XP_003703458.1
OG0006196	NP_001040107.1	XP_003702850.1
OG0006197	XP_004923679.2	XP_012139974.1
OG0006199	XP_004931003.2	XP_003705329.1
OG0006200	XP_004925740.1	XP_003701893.1, XP_012137322.1
OG0006201	XP_037867445.1	XP_012145402.1
OG0006202	XP_012550985.1	XP_012136902.1
OG0006203	XP_004927739.1	XP_003703382.1
OG0006204	XP_004923217.1	XP_012142654.1
OG0006205	XP_012550604.1	XP_012151041.1
OG0006206	XP_037866500.1	XP_012151580.1
OG0006207	XP_021203286.2	XP_003708356.2
OG0006208	XP_037869662.1	XP_012153441.1
OG0006209	XP_037866560.1	XP_012143010.1
OG0006210	XP_004925217.2	XP_012147606.1
OG0006211	XP_037873951.1	XP_003701838.1
OG0006212	XP_004929287.1	XP_003707803.1
OG0006213	XP_004924277.1	XP_012134937.1
OG0006214	XP_004923263.2	XP_003703985.1
OG0006215	XP_004923974.1	XP_003701042.1
OG0006216	NP_001037211.1	XP_003702069.1
OG0006217	XP_037871553.1, NP_001040483.1	XP_003705757.1
OG0006218	NP_001037600.1	XP_012149290.1
OG0006219	XP_004923401.1	XP_003701921.1
OG0006220	XP_012552973.1	XP_012135419.1
OG0006221	XP_037874306.1	XP_003700248.1
OG0006222	XP_037877286.1	XP_012142461.1
OG0006223	XP_004923117.1	XP_003702287.1
OG0006224	NP_001166702.1	XP_012141976.1
OG0006225	XP_004925108.2	XP_012148080.1
OG0006226	XP_004932567.1	XP_012152681.1
OG0006228	NP_001296552.1	XP_003699497.1
OG0006229	XP_021207412.2	XP_012151063.1
OG0006230	XP_004931573.1	XP_003701929.1
OG0006231	XP_004930077.1	XP_012141642.1
OG0006232	XP_004926885.1	XP_003703474.1
OG0006233	XP_004930564.1	XP_003701577.2
OG0006234	XP_021204837.1	XP_012140661.1
OG0006235	XP_037874715.1	XP_012144288.1
OG0006236	XP_004924877.1	XP_012148282.1
OG0006237	XP_021209262.1	XP_012153627.1
OG0006238	XP_004922640.1	XP_003703292.1
OG0006239	XP_004929640.1, XP_012548825.1	XP_003702804.1
OG0006241	XP_012548985.2	XP_003707031.1
OG0006242	XP_037872389.1	XP_003702484.1
OG0006243	NP_001040117.1	XP_012151215.1, XP_003707732.1, XP_012151214.1
OG0006244	XP_004925158.1	XP_003699621.1
OG0006245	XP_004923953.1	XP_003699808.1
OG0006246	NP_001040405.1, XP_037877365.1	XP_003701428.1
OG0006247	NP_001161185.1	XP_012138209.1
OG0006248	XP_004924020.1	XP_003708545.1
OG0006249	XP_004921861.1	XP_003707357.1
OG0006250	XP_004931488.1	XP_003701959.1
OG0006251	XP_004931867.1	XP_012135408.1
OG0006252	XP_004922104.1, XP_004922102.1	XP_003705692.2
OG0006253	XP_037876172.1	XP_003705264.1
OG0006254	XP_021206385.1	XP_012142178.1
OG0006255	NP_001091770.1	XP_003707127.1
OG0006256	XP_012547613.2	XP_012154442.1
OG0006257	NP_001037156.1	XP_003706686.1
OG0006258	XP_004932259.1	XP_003703174.1
OG0006259	XP_004932316.1	XP_003701020.1
OG0006260	XP_037872437.1	XP_003702612.1
OG0006261	XP_004926166.1	XP_003699827.2
OG0006262	NP_001040301.1	XP_003701483.1
OG0006263	XP_012548903.2	XP_012138577.1
OG0006264	XP_037870711.1	XP_003703698.1
OG0006265	XP_004931323.2	XP_012147233.1, XP_012147232.1, XP_003706091.1
OG0006266	XP_037867486.1	XP_012137613.1
OG0006267	NP_001040166.1	XP_003705068.1
OG0006268	XP_004932208.1	XP_003704134.1
OG0006269	XP_012544702.2	XP_003704480.1
OG0006270	XP_004932625.1	XP_003701553.1
OG0006271	XP_037877634.1, NP_001093271.1	XP_012151135.1
OG0006272	XP_021205075.1	XP_012134955.1
OG0006273	XP_004932003.1	XP_003700447.1
OG0006274	XP_037873653.1	XP_003704499.1
OG0006275	XP_004928263.1	XP_012150834.1
OG0006276	XP_037867053.1	XP_012144272.1
OG0006277	NP_001040312.1	XP_003704154.1, XP_012142598.1
OG0006278	NP_001166623.2	XP_003702024.1
OG0006279	XP_004926544.2	XP_003705284.1
OG0006280	XP_021205078.1, XP_012547476.2	XP_012135371.1
OG0006281	XP_037871407.1	XP_003700835.1
OG0006282	XP_012550524.1	XP_012149326.1
OG0006283	XP_012549289.1	XP_003699459.1
OG0006284	XP_004923266.1	XP_003699888.1
OG0006285	XP_012549973.1	XP_003707891.1
OG0006286	XP_004924345.1	XP_003706588.1
OG0006287	XP_004930199.1	XP_003702812.1
OG0006288	XP_004930530.2	XP_003704475.1
OG0006289	XP_004932572.1	XP_003707708.1
OG0006291	NP_001093275.1, XP_037872103.1, XP_037872141.1	XP_003701536.1
OG0006292	XP_037868457.1	XP_012142650.1
OG0006294	XP_012545526.1	XP_003701992.1
OG0006295	XP_004925557.1	XP_012138912.1
OG0006296	XP_004929397.2	XP_003700195.1, XP_012153293.1
OG0006297	XP_037866759.1	XP_003701293.2
OG0006298	XP_037868691.1	XP_003706726.1
OG0006299	XP_037870432.1	XP_012141981.1
OG0006300	XP_004931062.2	XP_003703239.1
OG0006301	XP_021208415.1	XP_003703106.1
OG0006302	XP_037868415.1	XP_003700533.1
OG0006303	XP_004928583.1	XP_003703008.2
OG0006304	XP_004922916.1	XP_003708396.1
OG0006305	NP_001128674.1, XP_012551138.1	XP_003704124.1
OG0006306	XP_004930526.1	XP_003701677.2
OG0006307	XP_004923674.2	XP_003702561.1
OG0006308	XP_004921889.3	XP_003705197.1
OG0006309	XP_004931156.1	XP_003703942.1
OG0006310	XP_004929188.2	XP_003706629.1
OG0006311	NP_001106225.1	XP_003702764.1
OG0006312	XP_021204624.1	XP_012150687.1
OG0006313	NP_001040484.1	XP_003703755.1
OG0006314	XP_037869142.1	XP_012145600.1
OG0006315	XP_004921638.1	XP_012145520.1
OG0006316	XP_037872345.1	XP_003700239.1
OG0006317	XP_004926247.1	XP_012149270.1
OG0006318	NP_001037189.1	XP_012145507.1
OG0006319	XP_004933404.1	XP_003703146.1
OG0006320	XP_012551338.2	XP_003706370.1
OG0006322	XP_004923246.1, XP_004923245.1	XP_003704900.1
OG0006323	NP_001040330.1	XP_003705748.1
OG0006324	XP_037874371.1	XP_003706004.1
OG0006325	XP_004926308.1	XP_003701159.1, XP_012135595.1
OG0006326	XP_012550007.2	XP_012134722.1
OG0006327	XP_037873091.1	XP_012140035.1
OG0006328	XP_004932103.1	XP_012140987.1
OG0006329	XP_004922163.1	XP_012140840.1
OG0006331	XP_012551440.2	XP_012139438.1
OG0006333	XP_004925198.1	XP_003704484.1
OG0006334	NP_001091761.1	XP_003701061.1
OG0006335	XP_021207055.1	XP_003708420.1
OG0006336	XP_004927302.1	XP_003705835.1
OG0006337	NP_001040340.1	XP_003702623.1
OG0006338	XP_004923557.1	XP_003705337.1, XP_012145406.1
OG0006339	XP_037871272.1	XP_003702271.1
OG0006340	XP_012550298.2	XP_012146746.1
OG0006341	XP_012551572.3	XP_003707619.1
OG0006343	XP_004932487.1	XP_003705296.2
OG0006344	XP_037871666.1	XP_012149245.1
OG0006345	XP_004929713.2	XP_012136696.1
OG0006346	XP_004924175.1	XP_012145588.1
OG0006347	NP_001296518.1	XP_012137896.1
OG0006348	XP_004926444.1	XP_003700774.1
OG0006349	XP_004924785.1	XP_012144813.1
OG0006350	NP_001243942.1	XP_003703761.1, XP_012141795.1
OG0006351	XP_012553262.1, NP_001037043.1	XP_012145293.1
OG0006352	XP_021203148.2	XP_012136888.1
OG0006353	XP_004930118.1	XP_003701028.1, XP_003701029.1
OG0006355	XP_037874906.1	XP_003701163.1
OG0006356	XP_037876765.1, XP_037876772.1	XP_003703515.1
OG0006357	XP_037872222.1	XP_012148137.1
OG0006358	XP_004921724.1	XP_003699722.1
OG0006359	XP_037872311.1	XP_012135647.1
OG0006360	XP_037874933.1	XP_003703679.1
OG0006361	XP_004931334.1	XP_003702928.1
OG0006362	XP_037869805.1	XP_003703243.1
OG0006365	XP_037876515.1, XP_012551662.2	XP_012143915.1
OG0006366	XP_004932206.1	XP_003706249.1
OG0006367	XP_021206626.1	XP_012145945.1
OG0006368	XP_004930202.2	XP_012152687.1
OG0006369	XP_037869098.1	XP_003708113.1
OG0006370	XP_004922575.1	XP_003707121.1
OG0006371	XP_004931102.2	XP_003703949.1
OG0006372	XP_004924060.1	XP_003706711.1
OG0006373	XP_037877705.1	XP_003704177.2
OG0006374	NP_001268826.1	XP_003702349.1
OG0006375	XP_004925484.1	XP_003699572.1
OG0006376	XP_037877108.1	XP_003700134.1
OG0006377	XP_037866843.1	XP_012150882.1
OG0006378	XP_004927170.1	XP_003700736.1
OG0006379	XP_004930132.1	XP_012148999.1
OG0006380	XP_012551891.1	XP_003704329.1
OG0006381	NP_001103762.1	XP_003702737.1
OG0006382	XP_012553008.2	XP_003703963.1
OG0006383	XP_037873696.1, XP_037873697.1	XP_003706591.1
OG0006384	XP_004932365.2	XP_003707777.1
OG0006385	XP_004922516.1	XP_003704862.2, XP_012144318.1
OG0006386	XP_012543804.2, XP_021202037.2	XP_003701520.1
OG0006387	XP_004923044.1	XP_012145389.1
OG0006388	XP_004932152.2	XP_003704067.1
OG0006389	XP_012552801.1	XP_012148939.1
OG0006390	XP_004933409.1	XP_003706333.1
OG0006391	XP_037871824.1	XP_012152299.1
OG0006392	XP_037873701.1	XP_003705647.1
OG0006393	XP_004924171.1	XP_003702356.1
OG0006394	XP_004931048.2	XP_012147818.1
OG0006395	XP_037867750.1	XP_012140935.1
OG0006396	XP_012545533.1	XP_012146108.1
OG0006397	NP_001040293.1	XP_003700775.1
OG0006398	XP_004922527.1	XP_003706762.1
OG0006399	XP_012547880.2	XP_012151075.1
OG0006400	XP_012551960.2	XP_012140911.1
OG0006401	XP_012548284.1	XP_012141126.1
OG0006402	XP_012549822.2	XP_012145808.1
OG0006403	XP_004932509.1	XP_012146177.1
OG0006404	NP_001037283.1	XP_003704664.1
OG0006405	XP_012547530.1	XP_003704221.1
OG0006406	XP_004929707.1	XP_003701495.1
OG0006407	XP_004921642.1	XP_012135641.1
OG0006408	NP_001036905.1	XP_003703428.1
OG0006409	XP_004930568.1	XP_003708391.1
OG0006410	XP_037868366.1	XP_012143236.1
OG0006411	XP_004924250.1, NP_001274768.1	XP_012150039.1
OG0006412	XP_004922406.1	XP_003707523.2
OG0006413	XP_012547253.2	XP_012147997.1
OG0006414	XP_037867071.1, XP_021207735.1	XP_003699721.1
OG0006415	XP_012545253.2	XP_012143335.1
OG0006416	XP_037866571.1	XP_012151420.1
OG0006417	XP_037873618.1	XP_003707014.1
OG0006418	XP_037875703.1	XP_012139461.1
OG0006419	XP_004926504.3	XP_003703552.1
OG0006420	XP_004922844.2	XP_003703268.1
OG0006421	XP_012552864.1	XP_012144607.1
OG0006422	XP_004922415.2	XP_003700013.1
OG0006423	XP_037876793.1	XP_003707874.2
OG0006424	XP_021202137.2	XP_012152641.1
OG0006425	XP_004925145.3	XP_012142999.1
OG0006426	XP_004921562.2	XP_012136936.1
OG0006427	XP_004921755.2	XP_003705378.1
OG0006430	XP_004933323.1	XP_003705232.1
OG0006431	XP_004928669.1	XP_012136828.1
OG0006432	XP_037871387.1	XP_003702316.1
OG0006433	XP_037876318.1	XP_003702673.1
OG0006434	XP_004931652.2	XP_003701954.1
OG0006435	XP_012553125.2, XP_037876260.1	XP_012137630.1
OG0006437	XP_004927400.1, XP_004927401.1	XP_003699644.2
OG0006438	XP_004926352.1, XP_021203786.1	XP_012141044.1
OG0006439	XP_021203522.1	XP_003700466.1
OG0006440	XP_004925722.1	XP_012145634.1
OG0006441	XP_037876504.1	XP_003703870.1
OG0006442	XP_012544505.3	XP_003705821.1
OG0006443	XP_004931306.1	XP_003699440.1
OG0006444	NP_001091839.1	XP_003702034.1
OG0006445	XP_004929846.1	XP_003704065.1
OG0006446	XP_037868014.1	XP_012147888.1
OG0006447	XP_037867467.1	XP_012142486.1
OG0006448	XP_012548199.1	XP_012140788.1
OG0006449	XP_037876525.1	XP_003703484.1
OG0006451	XP_012549904.2, NP_001037572.1	XP_003700051.1
OG0006452	XP_037877067.1	XP_003707343.1
OG0006453	NP_001269273.1	XP_003702581.2
OG0006454	XP_004930905.1	XP_012153767.1
OG0006455	XP_037868644.1	XP_012137181.1
OG0006456	XP_037871411.1	XP_003701539.1
OG0006457	XP_004926521.1	XP_012135941.1, XP_012135940.1
OG0006458	XP_004928708.1	XP_003701220.1
OG0006459	XP_004924043.2	XP_012151340.1
OG0006460	XP_004928986.1	XP_012141542.1
OG0006463	XP_004931093.1	XP_012142169.1
OG0006464	XP_037867228.1	XP_003707299.1
OG0006465	XP_037871632.1	XP_012142541.1
OG0006466	NP_001040346.1	XP_003704985.1
OG0006467	XP_037866627.1	XP_003706870.1
OG0006469	XP_012543922.1	XP_012150699.1
OG0006470	XP_037870396.1	XP_012153483.1
OG0006471	XP_021207333.2	XP_012145802.1
OG0006472	XP_037872616.1	XP_012142473.1
OG0006473	XP_012549478.1	XP_003701636.2
OG0006474	XP_037877747.1	XP_012154069.1
OG0006475	XP_004930062.1	XP_003703753.1
OG0006476	XP_004928645.1	XP_003704056.1
OG0006477	NP_001040406.1	XP_003699506.1
OG0006478	XP_012547997.1	XP_012144873.1, XP_003705099.1
OG0006480	XP_012545868.2	XP_003700351.1
OG0006481	XP_012544187.2	XP_012153446.1
OG0006482	XP_037873593.1	XP_003703643.1
OG0006483	NP_001233136.1, XP_037869091.1	XP_012152991.1
OG0006484	XP_037876913.1, XP_037877310.1	XP_012136779.1
OG0006485	XP_021203254.2	XP_003707937.1
OG0006486	XP_004928670.1, NP_001296565.1	XP_012147145.1
OG0006487	NP_001166197.1	XP_012146039.1, XP_012134570.1
OG0006488	XP_004933124.1	XP_003703876.1
OG0006489	XP_021204389.1	XP_012142435.1
OG0006490	XP_004932768.2	XP_012141724.1
OG0006491	XP_004927874.2	XP_003703827.1, XP_012141793.1
OG0006493	XP_037866695.1	XP_003701372.1
OG0006494	XP_004928833.2	XP_003700970.1
OG0006495	XP_004932468.1	XP_003699889.1
OG0006496	XP_012549046.1	XP_012135908.1, XP_012135910.1
OG0006497	XP_037870223.1	XP_012145552.1
OG0006498	XP_004925988.1	XP_003700445.1
OG0006499	NP_001036923.1	XP_003700251.1
OG0006500	XP_004928618.1	XP_012152166.1
OG0006501	XP_012551934.1, NP_001037612.1	XP_012141823.1
OG0006502	XP_004931366.1	XP_003704581.2
OG0006503	XP_012552998.2	XP_012142671.1
OG0006504	XP_037876760.1	XP_012139962.1
OG0006505	XP_012550071.1	XP_012142494.1
OG0006506	XP_004923000.1	XP_012144024.1
OG0006507	XP_037874255.1	XP_012151460.1
OG0006508	XP_037869617.1, XP_037869615.1	XP_012149122.1
OG0006509	XP_037868633.1	XP_012153492.1
OG0006510	XP_004931590.2	XP_003702151.2
OG0006511	XP_004929479.2	XP_003703373.1
OG0006512	XP_037867630.1	XP_012145579.1
OG0006513	XP_004923565.1	XP_012145475.1
OG0006514	XP_021203181.2	XP_012149813.1
OG0006515	XP_004932644.1	XP_012141257.1
OG0006516	XP_004925346.1	XP_003708453.1
OG0006517	XP_004922182.1	XP_012144539.1
OG0006518	XP_021205157.1	XP_012146147.1
OG0006519	NP_001243923.1	XP_012142347.1
OG0006520	XP_012547622.2	XP_003699313.1
OG0006521	XP_004932122.2	XP_003701994.1
OG0006522	XP_021204475.1	XP_003702204.1
OG0006523	XP_037873362.1	XP_012149482.1
OG0006524	XP_004922448.1	XP_012144634.1
OG0006525	XP_004931028.1	XP_003701620.1
OG0006526	XP_037872033.1	XP_012152234.1
OG0006527	XP_004931139.2	XP_012141936.1
OG0006528	XP_021202269.2	XP_012136005.1
OG0006529	XP_004922744.1	XP_003701942.1
OG0006530	XP_004932886.2	XP_012137871.1
OG0006531	XP_021203889.1, XP_004926536.1	XP_003707060.1
OG0006532	XP_004931895.2	XP_003699179.1
OG0006533	NP_001040303.1, XP_021208988.1	XP_003702993.1
OG0006534	XP_004930405.1	XP_003703974.1
OG0006536	XP_037876398.1	XP_012145213.1
OG0006537	XP_012544020.1	XP_003702531.1
OG0006538	NP_001037041.1	XP_003707066.1
OG0006539	XP_021203870.1	XP_003701393.2
OG0006540	XP_037866715.1, NP_001106734.1	XP_003700954.1
OG0006541	XP_004926251.2	XP_003703792.2
OG0006542	XP_037877624.1	XP_012153883.1
OG0006544	XP_037870703.1	XP_003700258.1
OG0006545	XP_021205458.2	XP_003701273.1
OG0006546	XP_037870477.1	XP_012137685.1
OG0006547	XP_004922531.1	XP_012136901.1
OG0006548	XP_004922391.1	XP_003706470.1
OG0006549	XP_004923340.1	XP_003705424.1
OG0006551	XP_004925418.1	XP_012140829.1
OG0006552	XP_037866936.1	XP_003702949.1
OG0006553	XP_021206483.2	XP_012151799.1
OG0006554	XP_004925868.1	XP_003706527.1
OG0006555	XP_004928539.1	XP_012135317.1, XP_003704555.1
OG0006556	XP_012553089.1, NP_001037576.1	XP_003707505.1
OG0006557	XP_004931169.2	XP_012150522.1, XP_012150585.1
OG0006558	XP_004924853.1	XP_003704036.1
OG0006559	XP_037871750.1	XP_012136817.1
OG0006560	XP_004923697.2	XP_012142156.1
OG0006561	XP_004929436.1	XP_003706196.2
OG0006562	XP_004927103.1	XP_003708438.2
OG0006563	XP_004925070.1	XP_003707212.1
OG0006565	XP_012545462.1, XP_012545455.1	XP_003707294.1
OG0006566	XP_012544099.1	XP_012143372.1
