Orthogroup	Bombyx_mori	Dufourea_novaeangliae
OG0005866	XP_004933262.1	XP_015428618.1
OG0005867	XP_004925667.2	XP_015438060.1
OG0005868	NP_001036940.1	XP_015437756.1
OG0005869	XP_012544927.2	XP_015438498.1
OG0005870	XP_012550682.1	XP_015434005.1
OG0005871	XP_004931988.1	XP_015433349.1
OG0005872	NP_001091753.1	XP_015430728.1
OG0005873	NP_001040438.1	XP_015439389.1
OG0005874	XP_004931801.1	XP_015432227.1
OG0005875	NP_001040261.1	XP_015432881.1
OG0005876	XP_004930705.1	XP_015430336.1
OG0005877	XP_004931441.1, XP_012550496.2	XP_015437367.1
OG0005878	NP_001040270.1	XP_015436261.1
OG0005879	NP_001093285.1	XP_015438841.1
OG0005880	XP_004930782.1	XP_015432740.1, XP_015432739.1
OG0005881	NP_001093286.1	XP_015430610.1
OG0005882	NP_001091763.1	XP_015438770.1
OG0005883	XP_004927123.1	XP_015440123.1
OG0005884	XP_004930993.1	XP_015435197.1
OG0005885	XP_021204395.1	XP_015437207.1
OG0005886	XP_004927079.1	XP_015430504.1
OG0005887	NP_001040170.1	XP_015431402.1
OG0005888	XP_012551317.1, NP_001040236.1	XP_015429612.1
OG0005889	NP_001037147.1	XP_015433458.1
OG0005890	XP_004931901.1	XP_015431414.1
OG0005891	XP_004922592.1	XP_015436498.1
OG0005892	NP_001037215.1	XP_015430070.1
OG0005893	NP_001040373.1, NP_001040162.1	XP_015429259.1
OG0005894	XP_004923890.1	XP_015436222.1
OG0005895	XP_004929165.1	XP_015436671.1
OG0005896	NP_001040476.1	XP_015428927.1
OG0005897	NP_001040427.1	XP_015436204.1
OG0005898	XP_021202549.2	XP_015428784.1
OG0005899	XP_004931280.1	XP_015436239.1
OG0005900	XP_012547935.1, XP_021205155.1	XP_015429348.1
OG0005901	XP_004926440.1	XP_015436312.1
OG0005902	NP_001037642.1	XP_015434745.1
OG0005903	NP_001040459.1	XP_015432976.1
OG0005904	NP_001040463.1	XP_015429127.1
OG0005905	NP_001040278.1	XP_015428936.1
OG0005906	XP_004922416.1	XP_015431853.1
OG0005907	NP_001037578.1	XP_015439142.1
OG0005908	XP_004926929.1	XP_015436393.1
OG0005909	NP_001037138.1	XP_015431080.1
OG0005910	XP_021202191.1	XP_015435205.1
OG0005911	NP_001040510.1	XP_015430438.1
OG0005912	XP_012550382.1, NP_001091796.1	XP_015431391.1
OG0005913	XP_004931309.1	XP_015439462.1
OG0005914	XP_012544881.2	XP_015428579.1
OG0005916	XP_004927833.1	XP_015429743.1
OG0005917	XP_004928888.1	XP_015435233.1
OG0005918	NP_001040325.1	XP_015438531.1
OG0005919	XP_004931468.1	XP_015430614.1
OG0005920	NP_001106708.1	XP_015439874.1
OG0005921	NP_001040265.1	XP_015433660.1
OG0005922	XP_004922426.3	XP_015431182.1
OG0005923	XP_004925129.2	XP_015440034.1
OG0005924	XP_004932835.2	XP_015432623.1
OG0005925	XP_004928267.1	XP_015433194.1
OG0005926	XP_004929435.1	XP_015430763.1
OG0005927	XP_004928693.1	XP_015433191.1
OG0005928	XP_004933051.2	XP_015430188.1
OG0005929	XP_004931616.1	XP_015430565.1
OG0005930	XP_004925539.1	XP_015429746.1
OG0005931	XP_037871107.1	XP_015429657.1
OG0005932	NP_001040361.1	XP_015435115.1
OG0005933	XP_004924239.1	XP_015434706.1
OG0005934	XP_004931812.1	XP_015430598.1
OG0005935	NP_001040529.1	XP_015440305.1
OG0005937	XP_004926126.1	XP_015437133.1
OG0005938	XP_004927022.1	XP_015435457.1
OG0005939	XP_004924436.1	XP_015432252.1
OG0005940	NP_001040235.1	XP_015438162.1
OG0005941	NP_001040116.1	XP_015440074.1
OG0005942	NP_001040492.1	XP_015433431.1
OG0005943	XP_021204052.1	XP_015430093.1
OG0005944	XP_004933023.1	XP_015433522.1
OG0005945	XP_004930423.1	XP_015435888.1
OG0005946	XP_004932633.1	XP_015430608.1
OG0005947	XP_012550051.1	XP_015428843.1
OG0005948	NP_001037616.1, XP_012548760.2	XP_015433162.1
OG0005949	XP_012551005.1	XP_015439839.1
OG0005950	XP_004923471.1	XP_015433758.1
OG0005951	XP_004924604.2	XP_015431927.1
OG0005952	XP_037874095.1	XP_015430745.1
OG0005954	XP_004923387.1	XP_015434579.1
OG0005955	XP_021204243.2, XP_004927084.2, XP_037876375.1, XP_004927087.1	XP_015432395.1
OG0005956	NP_001040202.1	XP_015439076.1
OG0005957	NP_001037434.1	XP_015434700.1
OG0005958	XP_004923115.1	XP_015429118.1
OG0005959	NP_001036986.1	XP_015436038.1
OG0005960	XP_037877661.1, NP_001040106.1	XP_015433856.1
OG0005961	XP_004930979.1	XP_015434317.1
OG0005962	XP_037868918.1	XP_015436035.1
OG0005963	NP_001037664.1	XP_015439856.1
OG0005964	XP_037867348.1	XP_015434503.1
OG0005965	XP_037874721.1	XP_015430123.1
OG0005966	XP_004927953.1	XP_015439112.1
OG0005967	XP_037869950.1	XP_015439211.1
OG0005968	XP_004932938.1	XP_015434513.1
OG0005969	NP_001091743.1	XP_015434030.1
OG0005970	XP_004927445.1	XP_015436790.1
OG0005971	XP_004931482.1	XP_015438553.1
OG0005972	XP_004923063.1	XP_015432965.1
OG0005973	XP_004922925.1	XP_015431721.1
OG0005974	XP_004930444.1	XP_015431445.1
OG0005975	XP_012553378.1, NP_001040258.1	XP_015433352.1
OG0005976	XP_004928667.1	XP_015429373.1
OG0005977	XP_004926037.1, XP_037874001.1	XP_015432022.1
OG0005978	XP_004931608.1	XP_015431854.1
OG0005979	NP_001040173.1	XP_015436427.1
OG0005980	XP_021205726.2	XP_015436773.1
OG0005981	NP_001041703.1	XP_015430595.1
OG0005982	XP_004932544.1	XP_015433913.1
OG0005983	NP_001040523.1	XP_015429967.1
OG0005984	XP_004925210.1	XP_015439392.1
OG0005985	XP_004929263.1	XP_015431424.1
OG0005986	XP_004926045.1	XP_015430848.1
OG0005987	XP_004924156.1	XP_015438158.1
OG0005988	NP_001040535.1	XP_015437843.1
OG0005989	XP_004932388.1	XP_015430786.1
OG0005990	XP_004927759.1	XP_015432302.1
OG0005991	XP_021203329.2	XP_015434736.1
OG0005992	XP_004927747.1	XP_015432012.1
OG0005993	NP_001040442.1	XP_015429231.1
OG0005994	NP_001040386.1	XP_015440340.1
OG0005995	XP_037870852.1	XP_015428461.1
OG0005996	XP_004924802.1	XP_015437480.1
OG0005997	XP_004922245.1	XP_015428763.1
OG0005998	XP_004933567.1	XP_015430710.1
OG0005999	NP_001138800.1, XP_012547716.1	XP_015431926.1
OG0006000	NP_001091811.1	XP_015439374.1, XP_015439373.1
OG0006001	XP_004926557.1	XP_015435378.1
OG0006002	XP_004929273.2	XP_015429971.1
OG0006003	XP_004928722.1	XP_015437495.1
OG0006004	XP_004921847.1	XP_015433313.1
OG0006005	XP_004922007.1	XP_015434478.1
OG0006006	XP_012552770.1, NP_001091769.1	XP_015436347.1
OG0006007	XP_012549644.2	XP_015430680.1
OG0006008	XP_037874882.1	XP_015438204.1
OG0006010	XP_021202677.1	XP_015439761.1
OG0006011	XP_037866631.1, XP_004929152.2	XP_015434659.1
OG0006012	XP_012548841.2	XP_015433989.1
OG0006013	XP_004925975.1	XP_015432206.1
OG0006014	XP_004931499.2	XP_015436452.1
OG0006015	XP_004927272.2	XP_015440253.1
OG0006016	XP_037867998.1	XP_015439382.1
OG0006017	XP_037867898.1	XP_015438235.1
OG0006018	XP_021203070.2	XP_015429204.1
OG0006019	XP_037871809.1	XP_015432196.1
OG0006020	XP_004922077.4	XP_015431940.1
OG0006021	XP_012551683.1	XP_015433113.1
OG0006022	XP_021203461.1, NP_001040137.1	XP_015434737.1
OG0006023	XP_004924093.1	XP_015433392.1
OG0006024	XP_012545923.1	XP_015439254.1
OG0006025	XP_012552810.2	XP_015438414.1
OG0006026	XP_037872614.1	XP_015434628.1
OG0006027	XP_004925181.2	XP_015432052.1
OG0006028	XP_037875643.1	XP_015436524.1
OG0006029	XP_037872194.1	XP_015430480.1
OG0006030	XP_012547930.2	XP_015432618.1
OG0006031	XP_012548996.1	XP_015431242.1
OG0006032	XP_004922016.1	XP_015439014.1
OG0006033	XP_037869765.1	XP_015434465.1
OG0006034	XP_004932811.2	XP_015429947.1
OG0006035	XP_004921996.2	XP_015433895.1
OG0006036	XP_012550261.1	XP_015437648.1
OG0006037	NP_001037678.1	XP_015432169.1
OG0006038	XP_012544940.2	XP_015432027.1
OG0006039	XP_021203091.1	XP_015430632.1
OG0006040	XP_004923163.2	XP_015432019.1
OG0006042	XP_037866902.1	XP_015439890.1
OG0006043	XP_037875260.1	XP_015435256.1
OG0006044	XP_021207466.1	XP_015430888.1
OG0006045	XP_004923360.1	XP_015436426.1
OG0006046	XP_012546828.1	XP_015435126.1
OG0006047	XP_037867906.1	XP_015435531.1
OG0006048	XP_004932952.1	XP_015436260.1
OG0006049	XP_037873904.1	XP_015429519.1
OG0006050	XP_037874266.1	XP_015429022.1
OG0006051	XP_021209311.1	XP_015438426.1
OG0006052	XP_004930407.1	XP_015438149.1, XP_015438150.1
OG0006053	XP_004925265.2	XP_015429253.1
OG0006054	XP_037869446.1	XP_015434284.1
OG0006055	XP_004925775.1	XP_015436754.1
OG0006056	XP_012545704.3	XP_015436867.1
OG0006057	XP_037867169.1	XP_015432990.1
OG0006058	XP_037874460.1	XP_015432702.1
OG0006059	NP_001157371.1	XP_015438833.1
OG0006060	XP_004931664.1	XP_015429678.1
OG0006062	XP_037873839.1, XP_037873838.1	XP_015430711.1
OG0006063	XP_004928272.1	XP_015436807.1
OG0006064	XP_004922915.1	XP_015435364.1
OG0006065	XP_021207187.1, XP_021207195.1	XP_015429564.1
OG0006066	XP_004928248.2	XP_015429065.1
OG0006067	XP_004933463.1	XP_015429203.1
OG0006068	XP_004924994.1	XP_015432362.1
OG0006069	XP_037870641.1	XP_015435266.1
OG0006070	XP_004922631.1	XP_015436925.1
OG0006071	XP_004921947.1	XP_015429950.1
OG0006072	XP_004922465.1	XP_015434085.1
OG0006073	XP_037870881.1	XP_015433965.1
OG0006074	XP_012543984.1	XP_015437698.1
OG0006075	XP_021202319.2	XP_015436965.1
OG0006076	XP_037873084.1	XP_015440487.1
OG0006077	XP_004928466.1	XP_015435388.1
OG0006078	XP_037874703.1	XP_015429313.1
OG0006079	NP_001040349.1	XP_015430497.1
OG0006080	XP_037876044.1, XP_021203773.1	XP_015438119.1
OG0006081	XP_004925773.1	XP_015430448.1
OG0006082	NP_001073348.1	XP_015432710.1
OG0006083	XP_037874640.1, NP_001037620.1	XP_015430440.1
OG0006084	NP_001189464.1	XP_015439755.1
OG0006085	NP_001040302.1, XP_037866754.1	XP_015439875.1
OG0006086	XP_004932228.1	XP_015434412.1
OG0006087	XP_004926807.1	XP_015436947.1
OG0006088	NP_001182135.1	XP_015430762.1
OG0006089	XP_004927283.1	XP_015429599.1
OG0006090	XP_004932252.1	XP_015437758.1
OG0006091	XP_004930767.1, XP_012549876.1	XP_015430970.1
OG0006092	XP_004932363.1, XP_021207689.1	XP_015433813.1
OG0006093	XP_037877104.1	XP_015431827.1
OG0006094	XP_037866541.1	XP_015432915.1
OG0006095	XP_004933398.1	XP_015433342.1
OG0006096	XP_004925257.1	XP_015439346.1
OG0006097	XP_037869445.1	XP_015435632.1, XP_015435624.1
OG0006098	XP_037875624.1	XP_015429704.1
OG0006099	XP_037872191.1	XP_015433492.1
OG0006100	XP_004923313.2	XP_015438797.1
OG0006101	XP_037870970.1	XP_015431142.1, XP_015431143.1
OG0006102	XP_037869258.1	XP_015431462.1
OG0006103	XP_004921658.1	XP_015428589.1
OG0006104	NP_001037315.1	XP_015432985.1
OG0006105	XP_004923802.1	XP_015432108.1
OG0006106	NP_001040511.1	XP_015428873.1
OG0006107	XP_037875680.1	XP_015429189.1
OG0006108	XP_037868096.1	XP_015430062.1
OG0006109	XP_004929283.2	XP_015437055.1
OG0006110	XP_037866596.1	XP_015429609.1
OG0006111	XP_004927345.2, XP_037875806.1	XP_015432468.1
OG0006112	XP_004932338.1	XP_015436631.1
OG0006113	XP_004931326.1	XP_015434656.1
OG0006114	XP_004928884.1	XP_015429464.1
OG0006115	XP_004932649.1	XP_015434916.1, XP_015434915.1
OG0006116	XP_004922481.2	XP_015436263.1
OG0006117	XP_037872359.1	XP_015434964.1
OG0006118	XP_037872841.1	XP_015439122.1
OG0006119	XP_004932563.3	XP_015439246.1
OG0006120	XP_004927042.1	XP_015439124.1
OG0006121	XP_004926949.2	XP_015430713.1
OG0006122	XP_021208081.1	XP_015438611.1
OG0006123	NP_001036917.1	XP_015429659.1
OG0006124	XP_004922460.1	XP_015439884.1
OG0006125	XP_004922459.1	XP_015437671.1
OG0006126	XP_037874960.1, XP_004926452.2	XP_015430292.1
OG0006127	NP_001040544.1	XP_015438756.1
OG0006128	NP_001040288.1, XP_012553379.1	XP_015438031.1
OG0006129	XP_004927700.2, XP_012547083.2, XP_012547082.2, XP_037874771.1	XP_015437525.1
OG0006130	XP_004926215.2	XP_015430940.1
OG0006131	XP_012544448.1	XP_015439960.1
OG0006134	XP_012549007.1	XP_015435826.1
OG0006135	XP_004929468.1	XP_015436670.1
OG0006136	XP_012547897.1	XP_015435862.1
OG0006137	XP_004932890.1	XP_015429895.1
OG0006138	XP_004923904.3	XP_015431328.1
OG0006139	XP_037867704.1	XP_015436948.1
OG0006140	XP_004924786.1	XP_015430889.1
OG0006141	NP_001040109.1	XP_015431969.1
OG0006142	XP_037871823.1	XP_015437550.1
OG0006143	XP_004929164.2	XP_015438007.1
OG0006144	XP_021202546.2	XP_015432761.1
OG0006145	NP_001036843.1, XP_012551197.1	XP_015434177.1
OG0006146	XP_004922940.1	XP_015439061.1
OG0006147	XP_004928942.1	XP_015438254.1
OG0006149	XP_004927892.1	XP_015429573.1, XP_015429572.1
OG0006150	XP_037875968.1	XP_015436821.1
OG0006151	XP_037870067.1	XP_015437854.1
OG0006152	XP_004923231.1	XP_015434636.1
OG0006153	XP_037875394.1	XP_015436698.1
OG0006154	NP_001243933.1	XP_015437176.1
OG0006155	XP_037874124.1	XP_015436958.1
OG0006156	XP_004931824.1	XP_015431251.1
OG0006157	XP_037872170.1	XP_015430930.1
OG0006158	NP_001037341.1	XP_015428471.1
OG0006161	XP_037875397.1	XP_015432127.1
OG0006162	XP_004929080.3	XP_015429219.1
OG0006163	NP_001239599.1, XP_012553079.1	XP_015431626.1
OG0006164	XP_004928644.1	XP_015434292.1
OG0006165	XP_004926292.2	XP_015433653.1
OG0006166	NP_001091807.1	XP_015436154.1
OG0006167	XP_037874743.1, XP_037874744.1	XP_015432277.1
OG0006168	NP_001040299.1	XP_015434479.1
OG0006169	XP_004928460.2	XP_015430450.1
OG0006170	XP_004930978.1	XP_015435195.1
OG0006171	NP_001040156.1	XP_015431550.1
OG0006172	XP_012552374.2	XP_015431556.1
OG0006173	XP_004926122.1	XP_015433207.1
OG0006174	XP_004933015.1	XP_015437942.1
OG0006175	XP_037876047.1	XP_015431822.1
OG0006176	XP_037869647.1	XP_015436138.1
OG0006177	XP_004922750.3	XP_015435013.1
OG0006178	NP_001296501.1, XP_004932289.2	XP_015438656.1
OG0006179	XP_004928872.1	XP_015435032.1
OG0006180	XP_012549692.2	XP_015428820.1
OG0006181	XP_012545160.1	XP_015435176.1
OG0006182	XP_004922739.1	XP_015431165.1
OG0006183	XP_004932657.2	XP_015439287.1
OG0006184	XP_004928563.1, XP_037871582.1	XP_015430482.1
OG0006186	XP_037869369.1	XP_015437454.1
OG0006187	XP_004932502.1	XP_015435118.1
OG0006188	XP_004921953.1	XP_015439137.1
OG0006189	XP_004922117.1	XP_015435723.1
OG0006191	NP_001091833.1	XP_015431727.1
OG0006192	XP_012544552.1	XP_015430583.1
OG0006193	NP_001040375.1	XP_015428861.1, XP_015430426.1
OG0006194	XP_037868465.1	XP_015437944.1
OG0006195	XP_004922191.2	XP_015429510.1
OG0006196	NP_001040107.1	XP_015439065.1
OG0006197	XP_004923679.2	XP_015440336.1
OG0006199	XP_004931003.2	XP_015428783.1
OG0006200	XP_004925740.1	XP_015440116.1
OG0006201	XP_037867445.1	XP_015434848.1
OG0006202	XP_012550985.1	XP_015432568.1
OG0006203	XP_004927739.1	XP_015438598.1
OG0006204	XP_004923217.1	XP_015432308.1
OG0006205	XP_012550604.1	XP_015434776.1
OG0006206	XP_037866500.1	XP_015435304.1
OG0006207	XP_021203286.2	XP_015439051.1
OG0006208	XP_037869662.1	XP_015434786.1
OG0006209	XP_037866560.1	XP_015433618.1
OG0006210	XP_004925217.2	XP_015431752.1
OG0006211	XP_037873951.1	XP_015439628.1
OG0006212	XP_004929287.1	XP_015440463.1
OG0006213	XP_004924277.1	XP_015434604.1
OG0006214	XP_004923263.2	XP_015431502.1
OG0006215	XP_004923974.1	XP_015433774.1
OG0006216	NP_001037211.1	XP_015429938.1
OG0006217	XP_037871553.1, NP_001040483.1	XP_015437041.1
OG0006218	NP_001037600.1	XP_015438510.1
OG0006219	XP_004923401.1	XP_015439106.1
OG0006220	XP_012552973.1	XP_015440425.1
OG0006221	XP_037874306.1	XP_015429684.1
OG0006222	XP_037877286.1	XP_015432125.1
OG0006223	XP_004923117.1	XP_015429115.1
OG0006224	NP_001166702.1	XP_015439275.1
OG0006225	XP_004925108.2	XP_015436560.1
OG0006226	XP_004932567.1	XP_015436488.1
OG0006228	NP_001296552.1	XP_015438572.1
OG0006229	XP_021207412.2	XP_015435909.1
OG0006230	XP_004931573.1	XP_015435232.1
OG0006231	XP_004930077.1	XP_015432900.1
OG0006232	XP_004926885.1	XP_015435105.1
OG0006233	XP_004930564.1	XP_015434947.1
OG0006234	XP_021204837.1	XP_015437164.1
OG0006235	XP_037874715.1	XP_015436099.1
OG0006236	XP_004924877.1	XP_015438173.1
OG0006237	XP_021209262.1	XP_015440105.1
OG0006238	XP_004922640.1	XP_015440387.1
OG0006239	XP_004929640.1, XP_012548825.1	XP_015430228.1
OG0006241	XP_012548985.2	XP_015438533.1
OG0006242	XP_037872389.1	XP_015430433.1
OG0006243	NP_001040117.1	XP_015437303.1
OG0006244	XP_004925158.1	XP_015439377.1
OG0006245	XP_004923953.1	XP_015434079.1
OG0006246	NP_001040405.1, XP_037877365.1	XP_015437985.1
OG0006247	NP_001161185.1	XP_015429095.1
OG0006248	XP_004924020.1	XP_015434896.1
OG0006249	XP_004921861.1	XP_015439849.1
OG0006250	XP_004931488.1	XP_015432599.1
OG0006251	XP_004931867.1	XP_015437249.1
OG0006252	XP_004922104.1, XP_004922102.1	XP_015434563.1
OG0006253	XP_037876172.1	XP_015439833.1
OG0006254	XP_021206385.1	XP_015434256.1
OG0006255	NP_001091770.1	XP_015439107.1
OG0006256	XP_012547613.2	XP_015428389.1
OG0006257	NP_001037156.1	XP_015432923.1
OG0006258	XP_004932259.1	XP_015436855.1
OG0006259	XP_004932316.1	XP_015433754.1
OG0006260	XP_037872437.1	XP_015433557.1
OG0006261	XP_004926166.1	XP_015438949.1
OG0006262	NP_001040301.1	XP_015434983.1
OG0006263	XP_012548903.2	XP_015429997.1
OG0006264	XP_037870711.1	XP_015429514.1
OG0006265	XP_004931323.2	XP_015434264.1
OG0006266	XP_037867486.1	XP_015429270.1
OG0006267	NP_001040166.1	XP_015430526.1
OG0006268	XP_004932208.1	XP_015432134.1
OG0006269	XP_012544702.2	XP_015437883.1
OG0006270	XP_004932625.1	XP_015433973.1
OG0006271	XP_037877634.1, NP_001093271.1	XP_015440473.1
OG0006272	XP_021205075.1	XP_015431736.1
OG0006273	XP_004932003.1	XP_015430321.1
OG0006274	XP_037873653.1	XP_015431137.1
OG0006275	XP_004928263.1	XP_015436248.1
OG0006276	XP_037867053.1	XP_015431167.1
OG0006277	NP_001040312.1	XP_015439315.1
OG0006278	NP_001166623.2	XP_015434548.1
OG0006279	XP_004926544.2	XP_015435660.1
OG0006280	XP_021205078.1, XP_012547476.2	XP_015433868.1
OG0006281	XP_037871407.1	XP_015429143.1
OG0006282	XP_012550524.1	XP_015433757.1
OG0006283	XP_012549289.1	XP_015430779.1
OG0006284	XP_004923266.1	XP_015429355.1
OG0006285	XP_012549973.1	XP_015432921.1
OG0006286	XP_004924345.1	XP_015437254.1
OG0006287	XP_004930199.1	XP_015439099.1
OG0006288	XP_004930530.2	XP_015437875.1
OG0006289	XP_004932572.1	XP_015432589.1
OG0006290	XP_012553409.1	XP_015437764.1
OG0006291	NP_001093275.1, XP_037872103.1, XP_037872141.1	XP_015433980.1
OG0006292	XP_037868457.1	XP_015432367.1
OG0006294	XP_012545526.1	XP_015436501.1
OG0006295	XP_004925557.1	XP_015436628.1
OG0006296	XP_004929397.2	XP_015435749.1
OG0006297	XP_037866759.1	XP_015438681.1
OG0006298	XP_037868691.1	XP_015437990.1
OG0006299	XP_037870432.1	XP_015438306.1
OG0006300	XP_004931062.2	XP_015428542.1
OG0006301	XP_021208415.1	XP_015437808.1
OG0006302	XP_037868415.1	XP_015430257.1
OG0006303	XP_004928583.1	XP_015431654.1
OG0006304	XP_004922916.1	XP_015430750.1
OG0006305	NP_001128674.1, XP_012551138.1	XP_015432144.1
OG0006306	XP_004930526.1	XP_015428532.1
OG0006307	XP_004923674.2	XP_015437519.1, XP_015437520.1
OG0006308	XP_004921889.3	XP_015439928.1
OG0006309	XP_004931156.1	XP_015430722.1
OG0006310	XP_004929188.2	XP_015438059.1
OG0006311	NP_001106225.1	XP_015439095.1
OG0006312	XP_021204624.1	XP_015436303.1
OG0006313	NP_001040484.1	XP_015435333.1
OG0006314	XP_037869142.1	XP_015431567.1
OG0006315	XP_004921638.1	XP_015431584.1
OG0006316	XP_037872345.1	XP_015428564.1
OG0006317	XP_004926247.1	XP_015438575.1
OG0006318	NP_001037189.1	XP_015432118.1
OG0006319	XP_004933404.1	XP_015437748.1
OG0006320	XP_012551338.2	XP_015431011.1
OG0006322	XP_004923246.1, XP_004923245.1	XP_015429667.1
OG0006323	NP_001040330.1	XP_015437040.1
OG0006324	XP_037874371.1	XP_015432449.1
OG0006325	XP_004926308.1	XP_015430927.1
OG0006326	XP_012550007.2	XP_015430066.1
OG0006327	XP_037873091.1	XP_015437142.1
OG0006328	XP_004932103.1	XP_015438048.1
OG0006329	XP_004922163.1	XP_015434791.1
OG0006331	XP_012551440.2	XP_015434055.1
OG0006332	NP_001040449.1	XP_015440496.1
OG0006333	XP_004925198.1	XP_015431148.1
OG0006334	NP_001091761.1	XP_015432603.1
OG0006335	XP_021207055.1	XP_015430719.1
OG0006336	XP_004927302.1	XP_015432035.1
OG0006337	NP_001040340.1	XP_015434471.1
OG0006338	XP_004923557.1	XP_015437891.1
OG0006339	XP_037871272.1	XP_015429170.1
OG0006340	XP_012550298.2	XP_015432060.1
OG0006341	XP_012551572.3	XP_015436249.1
OG0006343	XP_004932487.1	XP_015428752.1
OG0006344	XP_037871666.1	XP_015437678.1
OG0006345	XP_004929713.2	XP_015432200.1
OG0006346	XP_004924175.1	XP_015433867.1
OG0006347	NP_001296518.1	XP_015429417.1
OG0006348	XP_004926444.1	XP_015432215.1
OG0006349	XP_004924785.1	XP_015433552.1
OG0006350	NP_001243942.1	XP_015429796.1
OG0006351	XP_012553262.1, NP_001037043.1	XP_015434710.1
OG0006352	XP_021203148.2	XP_015432578.1
OG0006353	XP_004930118.1	XP_015438766.1
OG0006355	XP_037874906.1	XP_015430470.1
OG0006356	XP_037876765.1, XP_037876772.1	XP_015436010.1
OG0006357	XP_037872222.1	XP_015429229.1
OG0006358	XP_004921724.1	XP_015428891.1
OG0006359	XP_037872311.1	XP_015437479.1
OG0006360	XP_037874933.1	XP_015429508.1
OG0006361	XP_004931334.1	XP_015438934.1
OG0006362	XP_037869805.1	XP_015440375.1
OG0006365	XP_037876515.1, XP_012551662.2	XP_015430198.1
OG0006366	XP_004932206.1	XP_015435704.1
OG0006367	XP_021206626.1	XP_015428769.1, XP_015428768.1
OG0006368	XP_004930202.2	XP_015434027.1
OG0006369	XP_037869098.1	XP_015431475.1
OG0006370	XP_004922575.1	XP_015434126.1
OG0006371	XP_004931102.2	XP_015431710.1
OG0006372	XP_004924060.1	XP_015434821.1
OG0006373	XP_037877705.1	XP_015428638.1
OG0006374	NP_001268826.1	XP_015429726.1
OG0006375	XP_004925484.1	XP_015429142.1
OG0006376	XP_037877108.1	XP_015439504.1
OG0006377	XP_037866843.1	XP_015438133.1
OG0006378	XP_004927170.1	XP_015434667.1
OG0006379	XP_004930132.1	XP_015428916.1
OG0006380	XP_012551891.1	XP_015428602.1
OG0006381	NP_001103762.1	XP_015429004.1
OG0006382	XP_012553008.2	XP_015434798.1
OG0006383	XP_037873696.1, XP_037873697.1	XP_015438226.1
OG0006384	XP_004932365.2	XP_015440492.1
OG0006385	XP_004922516.1	XP_015436349.1
OG0006386	XP_012543804.2, XP_021202037.2	XP_015432382.1
OG0006387	XP_004923044.1	XP_015429512.1
OG0006388	XP_004932152.2	XP_015435942.1
OG0006389	XP_012552801.1	XP_015438373.1
OG0006390	XP_004933409.1	XP_015435698.1
OG0006391	XP_037871824.1	XP_015431493.1
OG0006392	XP_037873701.1	XP_015429929.1
OG0006393	XP_004924171.1	XP_015429063.1
OG0006394	XP_004931048.2	XP_015429319.1
OG0006395	XP_037867750.1	XP_015435091.1
OG0006396	XP_012545533.1	XP_015437693.1
OG0006397	NP_001040293.1	XP_015432192.1
OG0006398	XP_004922527.1	XP_015429123.1
OG0006399	XP_012547880.2	XP_015434359.1
OG0006400	XP_012551960.2	XP_015435152.1
OG0006401	XP_012548284.1	XP_015429598.1
OG0006402	XP_012549822.2	XP_015433116.1
OG0006403	XP_004932509.1	XP_015430026.1
OG0006404	NP_001037283.1	XP_015435497.1
OG0006405	XP_012547530.1	XP_015432358.1
OG0006406	XP_004929707.1	XP_015434004.1
OG0006407	XP_004921642.1	XP_015437457.1
OG0006408	NP_001036905.1	XP_015435146.1
OG0006409	XP_004930568.1	XP_015436914.1
OG0006410	XP_037868366.1	XP_015436966.1
OG0006411	XP_004924250.1, NP_001274768.1	XP_015440201.1
OG0006412	XP_004922406.1	XP_015433866.1
OG0006413	XP_012547253.2	XP_015433412.1
OG0006414	XP_037867071.1, XP_021207735.1	XP_015438391.1
OG0006415	XP_012545253.2	XP_015431210.1
OG0006416	XP_037866571.1	XP_015432952.1
OG0006417	XP_037873618.1	XP_015437632.1
OG0006418	XP_037875703.1	XP_015434062.1
OG0006419	XP_004926504.3	XP_015429622.1
OG0006420	XP_004922844.2	XP_015437244.1
OG0006421	XP_012552864.1	XP_015431467.1, XP_015431468.1
OG0006422	XP_004922415.2	XP_015436265.1
OG0006423	XP_037876793.1	XP_015435334.1
OG0006424	XP_021202137.2	XP_015438957.1
OG0006425	XP_004925145.3	XP_015436860.1
OG0006426	XP_004921562.2	XP_015434311.1
OG0006427	XP_004921755.2	XP_015432755.1
OG0006430	XP_004933323.1	XP_015433281.1
OG0006431	XP_004928669.1	XP_015434296.1
OG0006432	XP_037871387.1	XP_015431348.1
OG0006433	XP_037876318.1	XP_015440128.1
OG0006434	XP_004931652.2	XP_015436735.1
OG0006435	XP_012553125.2, XP_037876260.1	XP_015436504.1
OG0006437	XP_004927400.1, XP_004927401.1	XP_015433200.1
OG0006438	XP_004926352.1, XP_021203786.1	XP_015439446.1
OG0006439	XP_021203522.1	XP_015430319.1
OG0006440	XP_004925722.1	XP_015439749.1
OG0006441	XP_037876504.1	XP_015432960.1
OG0006442	XP_012544505.3	XP_015432033.1
OG0006443	XP_004931306.1	XP_015439643.1
OG0006444	NP_001091839.1	XP_015436928.1
OG0006445	XP_004929846.1	XP_015435851.1
OG0006446	XP_037868014.1	XP_015430111.1
OG0006447	XP_037867467.1	XP_015432659.1
OG0006448	XP_012548199.1	XP_015431983.1, XP_015431943.1
