Orthogroup	Bombyx_mori	Bombus_terrestris
OG0006593	XP_004921693.2	XP_012169801.1
OG0006594	XP_004921602.1	XP_003403243.1
OG0006595	XP_037867058.1	XP_003396759.1
OG0006596	XP_004931923.2	XP_012172888.1
OG0006597	XP_037872791.1, XP_037877265.1	XP_012171969.1
OG0006598	XP_037870437.1	XP_012164913.1
OG0006599	XP_037873048.1	XP_012172493.1
OG0006600	XP_037866483.1	XP_020721568.1
OG0006601	XP_012547626.1	XP_003398446.1
OG0006602	XP_037874699.1	XP_012169999.1
OG0006603	XP_004933203.2	XP_012170235.1
OG0006604	NP_001268818.1, XP_012550379.1	XP_003396865.1
OG0006605	XP_004931938.1	XP_003403134.1
OG0006606	XP_037867311.1	XP_012175254.1
OG0006607	XP_021208054.1	XP_003393628.1
OG0006608	XP_037873088.1	XP_003399012.1
OG0006609	XP_021202506.1	XP_012164286.1
OG0006610	XP_012552943.1	XP_012171164.1
OG0006611	XP_021209197.1	XP_020718745.1
OG0006612	XP_004924152.1, XP_037869675.1, XP_012544154.1	XP_003401867.1
OG0006614	XP_037867397.1	XP_020722477.1
OG0006615	XP_037870203.1	XP_003402426.1
OG0006616	XP_004925034.4	XP_012170748.1
OG0006617	XP_004928629.1	XP_003394356.1
OG0006618	XP_037872274.1	XP_012164775.1
OG0006619	XP_012552866.1	XP_003397681.1
OG0006620	XP_037866842.1, XP_021207772.1	XP_020719350.1
OG0006621	XP_021207510.2	XP_012170579.1
OG0006622	XP_037876812.1	XP_003401538.1
OG0006623	NP_001040184.1	XP_020720308.1
OG0006624	XP_037874119.1	XP_020720457.1, XP_003402561.2
OG0006625	XP_021203829.2	XP_003399192.1
OG0006626	XP_021206076.1	XP_020720249.1
OG0006627	XP_004925637.1	XP_012172720.1
OG0006628	NP_001040308.1	XP_012169427.1
OG0006629	XP_004926934.2	XP_020723371.1
OG0006630	NP_001165392.1, XP_037870177.1	XP_003402482.2
OG0006631	XP_037868764.1	XP_003394960.1
OG0006632	XP_004932371.1	XP_020718862.1
OG0006633	XP_037872084.1	XP_003397855.1
OG0006634	XP_004924790.1	XP_003399530.1
OG0006636	XP_004929520.1	XP_020723378.1
OG0006637	NP_001127728.1	XP_012165487.1
OG0006638	XP_037873064.1	XP_003400629.1
OG0006639	XP_021202837.2	XP_012165109.1
OG0006640	XP_037870207.1, XP_037870206.1	XP_012174149.2
OG0006641	XP_037872800.1	XP_003394419.1
OG0006642	XP_037870102.1	XP_012165666.1
OG0006643	NP_001093290.1	XP_003401549.1
OG0006644	XP_021207605.1	XP_012176551.1
OG0006645	XP_037877845.1	XP_003403363.1
OG0006646	XP_037875319.1, XP_037875324.1	XP_003392882.1
OG0006647	XP_004921853.1	XP_020718620.1
OG0006648	NP_001040300.1	XP_003400026.1
OG0006649	NP_001108472.1	XP_012170136.1
OG0006650	XP_012545057.3	XP_020722579.1, XP_020722581.1
OG0006651	XP_037875249.1	XP_012171269.1
OG0006652	XP_012551361.2	XP_020724169.1
OG0006653	XP_037876738.1	XP_020721134.1
OG0006654	XP_004933123.2	XP_003392903.1
OG0006655	XP_012548793.1	XP_003395113.1
OG0006656	XP_037867270.1	XP_012167802.1
OG0006657	XP_021205234.1	XP_003394306.1
OG0006658	XP_004933505.3	XP_003396296.1
OG0006659	NP_001106135.1, XP_037869047.1	XP_003395131.1
OG0006660	XP_004926325.1	XP_003394797.1
OG0006661	XP_021205357.1	XP_003393274.1
OG0006662	XP_037870706.1	XP_020719083.1
OG0006663	XP_004927217.1	XP_012171809.1
OG0006664	XP_012548182.2, XP_012548181.2, XP_012548180.2	XP_003397288.1
OG0006665	XP_004931727.1	XP_020722315.1
OG0006666	XP_021203912.2	XP_003400631.2
OG0006667	XP_012551608.1	XP_012174190.1
OG0006668	XP_004927911.1	XP_003402986.1
OG0006670	XP_021201893.2, XP_021201899.2	XP_003393084.1
OG0006671	XP_004926028.2	XP_012176661.1
OG0006673	XP_004930712.1	XP_012169229.1
OG0006674	XP_004932740.1	XP_020722758.1
OG0006675	XP_004925752.1	XP_003393524.1
OG0006676	XP_004927291.1	XP_003394224.1
OG0006677	XP_037871991.1, XP_021202629.1	XP_012167860.1
OG0006679	XP_004931766.1	XP_003402351.1
OG0006680	XP_037868051.1	XP_020723036.1, XP_020723037.1, XP_003403378.2
OG0006681	NP_001036937.1	XP_003398089.2
OG0006682	XP_004925521.1, XP_004925520.1	XP_012172041.1
OG0006683	XP_004928839.1, XP_004928838.1	XP_020719875.1, XP_003397365.1
OG0006684	XP_004933525.1	XP_003399032.1
OG0006685	XP_004928864.1	XP_012172556.1
OG0006687	NP_001040271.1	XP_012170710.1, XP_003400087.1, XP_020721785.1, XP_020721784.1
OG0006688	XP_037866422.1	XP_012163113.1
OG0006689	XP_037869907.1	XP_003397846.1
OG0006690	XP_004929149.1	XP_003402859.1
OG0006692	XP_004926977.1	XP_012170802.1
OG0006693	XP_037866673.1	XP_003398911.1
OG0006695	NP_001139536.1	XP_012167657.1
OG0006696	XP_021203907.1	XP_003402148.2
OG0006697	XP_004929911.1, XP_004929912.1, XP_037874924.1	XP_012165473.1
OG0006698	XP_004926847.2	XP_003397729.1
OG0006700	XP_004926545.1	XP_003397987.1
OG0006702	XP_004933152.1	XP_003393531.1
OG0006704	XP_021207199.1, XP_021207200.1	XP_003402610.1
OG0006706	XP_004933347.1	XP_012170754.1
OG0006707	XP_004930102.1	XP_003397851.1
OG0006708	XP_004928707.1	XP_003397379.3
OG0006709	XP_004932925.1	XP_003400385.1
OG0006710	XP_004931799.1	XP_012176238.1, XP_003394355.1, XP_012176237.1
OG0006711	XP_004923358.1	XP_003395836.1
OG0006714	XP_012550980.2, XP_004932222.2, XP_021207574.2	XP_012172241.1
OG0006715	XP_004933443.1, XP_012552006.1, XP_004933444.1	XP_012167664.1
OG0006719	NP_001165928.1	XP_012167540.1
OG0006720	XP_037871790.1, XP_004927423.2	XP_003393489.1
OG0006721	XP_037869121.1	XP_012169942.1
OG0006722	XP_004930214.1	XP_003394629.1
OG0006723	XP_004932447.2	XP_003393048.1
OG0006724	XP_004933136.1	XP_003401850.1
OG0006726	XP_004929204.1	XP_012171033.1, XP_012171035.1
OG0006727	XP_021209000.2, XP_037871789.1	XP_003398969.1
OG0006728	XP_037876895.1, XP_037876727.1	XP_003393830.1
OG0006729	XP_004933423.1	XP_003399590.1
OG0006730	XP_037873498.1	XP_020720115.1
OG0006731	XP_004931749.1	XP_012169613.1
OG0006732	XP_037877448.1, XP_012544836.1, NP_001124360.1	XP_012171059.1
OG0006733	XP_037866425.1, XP_037866426.1	XP_012164702.1
OG0006734	XP_021208199.1	XP_012168966.1
OG0006735	XP_012550901.1	XP_012176572.1
OG0006736	XP_037866642.1	XP_012164739.1
OG0006737	XP_012548334.1	XP_020724221.1
OG0006739	XP_037869177.1, XP_012549489.1	XP_012175610.1
OG0006740	XP_037866539.1	XP_012164466.1
OG0006741	XP_004933060.2	XP_012172317.1
OG0006743	XP_021205094.1	XP_003401347.1
OG0006745	XP_004931358.1	XP_012172147.1
OG0006746	XP_021204858.1	XP_012174367.1
OG0006749	XP_037875888.1	XP_012164593.1
OG0006750	XP_037876839.1	XP_003402146.1
OG0006751	XP_037866684.1	XP_020721962.1
OG0006752	XP_037875485.1	XP_012170592.1
OG0006754	XP_004933009.1	XP_003401554.1
OG0006761	XP_012551264.1	XP_003397894.2, XP_003397906.1
OG0006773	XP_004922836.1	XP_003394074.2, XP_020723984.1
OG0006776	XP_004924422.1	XP_012171961.1
OG0006780	XP_037874108.1	XP_012163224.1
OG0006782	XP_004930266.1	XP_020718614.1, XP_003395398.1, XP_012163847.1
OG0006788	XP_037866498.1	XP_012167048.1
OG0006792	XP_037875836.1	XP_012172705.1, XP_012172706.1, XP_012172704.1, XP_003401475.1
OG0006793	XP_037866713.1, NP_001166811.1	XP_020722434.1
OG0006798	NP_001040234.1	XP_003399834.1
OG0006799	NP_001040398.1	XP_003395896.1
OG0006800	NP_001037249.1	XP_003394463.1
OG0006801	XP_004922586.1	XP_003394930.1
OG0006802	NP_001077096.1	XP_003393496.1
OG0006803	XP_012549002.1	XP_003402549.2
OG0006804	NP_001040344.1	XP_003403286.1
OG0006805	NP_001037646.1	XP_020721776.1
OG0006806	XP_004921720.1	XP_003397187.1
OG0006807	NP_001037227.1	XP_003400755.1
OG0006808	XP_004929409.1	XP_003402423.1
OG0006809	XP_021209025.1	XP_003400494.2
OG0006810	XP_004925472.2	XP_012169056.1
OG0006811	XP_004927481.1	XP_012169572.1
OG0006812	XP_004923294.1	XP_003399103.1
OG0006813	XP_004932586.1	XP_003400749.1
OG0006814	XP_004925710.1	XP_012173383.1
OG0006815	NP_001266320.1	XP_003400249.1
OG0006816	XP_012543998.1	XP_020721071.1
OG0006817	XP_021203162.1	XP_003401682.1
OG0006818	XP_004924732.1	XP_012166061.2
OG0006819	XP_004931275.2	XP_003393711.1
OG0006820	XP_004927970.1	XP_012174991.1
OG0006821	XP_004932940.1	XP_003398354.1
OG0006822	XP_004930114.1	XP_003400153.1
OG0006823	XP_004925056.1	XP_003402291.2
OG0006824	NP_001040451.1	XP_003395302.1
OG0006825	NP_001040326.1	XP_020722061.1
OG0006826	NP_001119730.1	XP_012170151.1
OG0006827	XP_004930356.1	XP_012169385.1
OG0006828	NP_001129359.1	XP_003401379.1
OG0006829	NP_001108475.1	XP_003396259.1
OG0006830	XP_037870553.1	XP_020723413.1
OG0006832	XP_004923158.1	XP_003394038.1
OG0006833	XP_004928720.1	XP_003400787.1
OG0006834	XP_037871017.1	XP_003393560.1
OG0006835	XP_004929027.1	XP_003403155.1
OG0006836	XP_037870372.1	XP_003394937.1
OG0006837	XP_037875175.1	XP_003401188.1
OG0006838	XP_004921586.2	XP_020719964.1
OG0006839	XP_004924193.1	XP_003397417.1
OG0006841	XP_004924804.2	XP_003403102.1
OG0006842	XP_004933146.1	XP_003402589.1
OG0006843	XP_004927918.1	XP_003402905.1
OG0006844	NP_001040388.1	XP_012167997.1
OG0006845	XP_037874834.1	XP_020722897.1
OG0006847	NP_001093092.1	XP_003396794.1
OG0006848	NP_001093081.1, XP_037873764.1	XP_003402787.1
OG0006849	XP_004923949.1	XP_003399929.1
OG0006850	NP_001040458.1	XP_003392985.1
OG0006851	XP_012543791.1	XP_020724288.1
OG0006852	XP_037866788.1	XP_003400619.1
OG0006853	XP_004925077.1	XP_003400567.1
OG0006854	NP_001091813.1	XP_012172352.1
OG0006855	XP_012544339.1	XP_020724209.1
OG0006856	XP_004922939.1	XP_012168250.1
OG0006857	XP_004931963.2	XP_003399914.1
OG0006858	XP_004930138.1	XP_003398570.1
OG0006859	NP_001040478.1	XP_003400765.1
OG0006860	XP_004932562.1	XP_003400849.1
OG0006861	XP_004924424.1	XP_003400623.1
OG0006862	NP_001135959.1	XP_003394334.1
OG0006863	XP_037875974.1	XP_003402282.1
OG0006864	NP_001040479.1	XP_003396809.1
OG0006865	NP_001162053.1	XP_003398675.1
OG0006866	NP_001040437.1	XP_012172404.1
OG0006867	NP_001166738.1	XP_003395021.1
OG0006868	XP_004928625.2	XP_003394170.1
OG0006869	XP_004921995.1	XP_003400882.1
OG0006870	XP_004926155.1	XP_020722524.1
OG0006871	XP_004925550.1	XP_020721225.1
OG0006872	XP_004921538.3	XP_003392863.1
OG0006873	XP_037875675.1	XP_003401711.1
OG0006874	XP_004931193.1	XP_020723014.1
OG0006875	XP_004921607.1	XP_003398800.1
OG0006876	XP_012548878.1, NP_001108474.1	XP_012166107.1
OG0006877	XP_004925191.3	XP_003402878.1
OG0006878	XP_004928134.1	XP_003399099.1
OG0006879	XP_004927877.1	XP_003401234.1
OG0006880	NP_001139535.1, XP_012545246.1	XP_003401218.1
OG0006882	NP_001040219.1	XP_003395636.1
OG0006883	XP_004932323.1	XP_003395285.1
OG0006884	NP_001040474.1	XP_012173584.1
OG0006885	XP_012552241.1	XP_003399348.1
OG0006887	XP_004924995.1	XP_003394069.1
OG0006888	NP_001040147.1	XP_012171496.1
OG0006890	XP_004929268.1	XP_012167870.1
OG0006891	XP_004925720.1	XP_012163661.1
OG0006892	XP_004922258.1	XP_003396271.1
OG0006893	NP_001036852.1, XP_021204931.1	XP_012169313.1
OG0006894	XP_004932523.1	XP_003393545.1
OG0006895	XP_037868453.1	XP_003403025.2
OG0006896	NP_001040434.1	XP_012164469.1
OG0006897	XP_004926125.1	XP_020722489.1
OG0006898	XP_004925361.3	XP_003394177.1
OG0006899	XP_004924524.1	XP_003397098.1
OG0006900	NP_001040297.1	XP_003398351.1
OG0006901	NP_001093268.1	XP_003401993.1
OG0006902	XP_004929170.1	XP_003398894.1
OG0006903	NP_001243954.1	XP_012169485.1
OG0006904	XP_012551044.1	XP_003400053.1
OG0006905	XP_012549003.2	XP_003393203.1
OG0006906	NP_001093287.1	XP_012164090.1
OG0006907	XP_004927852.1	XP_012166313.1
OG0006908	NP_001166703.1	XP_003395016.1
OG0006909	XP_004927589.1	XP_003400683.1
OG0006910	XP_037868804.1	XP_012163620.1
OG0006911	XP_004925481.1	XP_003394422.1
OG0006912	XP_004929279.1	XP_012167606.1
OG0006913	XP_037873553.1	XP_020723290.1
OG0006914	XP_004933405.1	XP_003392992.1
OG0006915	NP_001239601.1, XP_037877252.1	XP_003393482.1
OG0006916	XP_012550767.2	XP_003394984.1
OG0006917	XP_004927604.1	XP_012169145.1
OG0006918	XP_004925700.1	XP_012163791.1
OG0006919	XP_012549793.1	XP_020721640.1
OG0006920	XP_004932924.1	XP_012165255.1
OG0006921	XP_004928876.1	XP_003396742.1
OG0006922	XP_037869023.1	XP_020722470.1
OG0006923	XP_037871815.1	XP_003398197.1
OG0006925	XP_004923560.1	XP_003395195.1
OG0006926	XP_037872106.1, NP_001104820.1	XP_012166497.1
OG0006927	XP_037871478.1	XP_020721964.1
OG0006928	XP_012553050.1	XP_003397246.2
OG0006929	XP_021207468.1	XP_012173089.1
OG0006930	XP_004925205.2	XP_003397588.3
OG0006931	XP_004928361.1	XP_003399144.1
OG0006932	XP_004927541.1	XP_003401053.1
OG0006933	XP_004930452.1	XP_012175908.1
OG0006934	XP_021202161.2	XP_020721569.1
OG0006935	NP_001040233.1	XP_003396735.1
OG0006936	XP_004928146.3, XP_037873172.1	XP_003400579.1
OG0006937	XP_004922454.1	XP_003401390.1
OG0006938	XP_012548676.1	XP_012174171.1
OG0006939	XP_004929460.2, XP_037870349.1	XP_020718445.1
OG0006940	XP_021207854.1	XP_012171613.1
OG0006941	XP_037873326.1	XP_003400435.1
OG0006942	XP_004925325.2	XP_020723886.1
OG0006943	XP_004931026.1	XP_020723925.1
OG0006944	XP_021205314.1	XP_012176255.1
OG0006945	XP_021207806.2	XP_012165772.1
OG0006946	XP_012550517.2	XP_003397842.1
OG0006947	XP_037873448.1	XP_003393820.1
OG0006949	XP_021207401.2	XP_012169619.2
OG0006950	XP_004922074.1	XP_003401072.1
OG0006951	XP_004924305.2	XP_020721559.1
OG0006952	NP_001036848.1	XP_003397253.1
OG0006953	XP_037867488.1	XP_020722523.1
OG0006954	XP_012546225.3	XP_003393194.1
OG0006955	XP_004932941.2	XP_003398068.1
OG0006956	NP_001093077.1	XP_003395033.2
OG0006957	XP_004933582.2	XP_003393515.1
OG0006958	XP_004924362.1	XP_003398783.1
OG0006959	XP_012550522.2	XP_020719227.1
OG0006960	NP_001040354.1	XP_003396927.1
OG0006961	XP_037876759.1	XP_012172800.1
OG0006962	XP_037872416.1	XP_003402503.1
OG0006965	XP_004923664.1	XP_012169336.1
OG0006966	NP_001040240.1	XP_012166190.2
OG0006968	XP_012548475.1	XP_012172068.1
OG0006969	XP_004922000.1	XP_012173154.1
OG0006970	XP_037871300.1	XP_003400427.1
OG0006971	XP_004931977.2	XP_020723752.1
OG0006972	XP_037870884.1	XP_003394873.2
OG0006973	XP_004925423.1	XP_003397180.1
OG0006974	XP_021203634.1	XP_020722310.1
OG0006975	XP_037872745.1	XP_012171612.1
OG0006976	XP_012549036.2	XP_003396599.1
OG0006977	XP_004924241.1	XP_003400732.1
OG0006978	XP_004927540.2	XP_012165180.1
OG0006979	XP_037877098.1	XP_012165593.1
OG0006980	XP_004925527.1	XP_003399935.1
OG0006981	XP_037876579.1	XP_003396973.1
OG0006983	XP_037869574.1	XP_012166012.1
OG0006985	XP_021207273.2	XP_003394924.1
OG0006986	XP_037873541.1	XP_012166738.1
OG0006987	XP_037870638.1	XP_003397461.1
OG0006988	XP_004923973.1	XP_012164133.1
OG0006990	XP_037870412.1	XP_012174084.1
OG0006991	XP_037869278.1	XP_003394243.1
OG0006993	XP_037868341.1	XP_012165164.1
OG0006994	XP_004932244.1	XP_003395774.1
OG0006995	XP_012551710.2	XP_003394498.1
OG0006996	XP_004923291.1	XP_012171677.1
OG0006998	XP_004924229.1	XP_003396149.1
OG0006999	XP_004926906.1	XP_012170300.1
OG0007000	XP_012553356.1	XP_012166677.1
OG0007001	XP_037875343.1	XP_003401434.1
OG0007002	XP_037869242.1	XP_012165620.1
OG0007003	XP_004925739.1	XP_003395373.1
OG0007004	XP_004925575.1	XP_003402428.1
OG0007005	XP_037869330.1	XP_003394390.1
OG0007006	XP_004924654.1	XP_012163857.1
OG0007009	NP_001296555.1	XP_003402496.2
OG0007010	XP_037868344.1	XP_020718971.1
OG0007011	XP_004928406.1	XP_012168184.1
OG0007012	XP_012544578.3	XP_012169526.1
OG0007013	XP_004929424.1	XP_020718510.1, XP_020718511.1
OG0007014	XP_004924832.1	XP_003394583.1
OG0007015	XP_037874559.1, XP_037874588.1	XP_020719903.1
OG0007016	XP_004931420.2	XP_003395049.1
OG0007017	XP_037873526.1	XP_012166038.1
OG0007018	NP_001296558.1	XP_003399412.1
OG0007019	XP_021207501.2	XP_003401692.1
OG0007020	XP_004926365.3	XP_012172479.1
OG0007022	XP_012550344.1	XP_003393180.1
OG0007023	XP_004924869.1	XP_003395792.1
OG0007024	XP_004926895.2	XP_012166577.1
OG0007025	XP_012546503.1	XP_003399156.1
OG0007026	XP_004928340.1	XP_003398167.2
OG0007027	XP_037869094.1	XP_003401697.1
OG0007028	XP_012547460.1	XP_012169032.1
OG0007029	XP_037867873.1	XP_012169240.1
OG0007030	XP_004922469.1	XP_003400446.1
OG0007031	XP_021202890.2	XP_003398822.1
OG0007032	NP_001274759.1	XP_012164770.1
OG0007033	XP_037866681.1	XP_020720297.1
OG0007035	XP_037875517.1	XP_003403099.1
OG0007036	XP_004926206.1	XP_003396297.1
OG0007038	XP_004922910.1	XP_003401089.1
OG0007039	XP_021206382.2	XP_012171973.1
OG0007040	XP_037867050.1	XP_012167931.1
OG0007041	XP_004926518.1	XP_020719447.1
OG0007042	XP_004928207.2	XP_012167508.1
OG0007043	XP_004932440.1	XP_020720622.1
OG0007044	XP_037866487.1	XP_003398908.1
OG0007045	XP_004931973.2	XP_003399576.1
OG0007046	XP_021206812.1	XP_020719592.1
OG0007047	XP_037876961.1	XP_012171816.1
OG0007048	XP_037870051.1	XP_003401129.1
OG0007049	XP_037871181.1	XP_012173965.1
OG0007050	XP_037873675.1	XP_003392884.1
OG0007051	XP_037874856.1	XP_012170576.1
OG0007052	XP_004932125.1	XP_003394596.1
OG0007053	XP_037867429.1	XP_012163383.1
OG0007054	XP_004923430.1	XP_003399443.1
OG0007055	XP_004929058.2	XP_003397040.1
OG0007056	XP_037872287.1	XP_012172330.1
OG0007057	XP_037875498.1	XP_003401408.1
OG0007058	XP_021204275.1	XP_012167046.1
OG0007059	NP_001077078.1	XP_003400174.1
OG0007060	XP_021205868.1	XP_012168918.1
OG0007061	XP_037875198.1	XP_003394523.1
OG0007062	XP_012551174.2	XP_003392955.1
OG0007064	XP_021204636.1	XP_003393305.1
OG0007065	XP_004923868.1	XP_003401509.1
OG0007066	NP_001177769.1	XP_003396212.1
OG0007067	NP_001037054.1	XP_012170580.1
OG0007068	XP_012552256.1	XP_003401829.1
OG0007070	XP_037869986.1	XP_003397887.2
OG0007071	XP_004930342.1	XP_012175969.1
OG0007072	XP_004924885.2	XP_003396596.1
OG0007073	XP_037871706.1	XP_003400445.1
OG0007074	XP_012545250.1	XP_012173451.1
OG0007075	XP_012551503.2	XP_020722595.1, XP_003396480.2
OG0007076	XP_004921742.1	XP_003398203.1
OG0007077	XP_004921725.1	XP_003401039.1
OG0007078	XP_004925107.1	XP_003403092.1
OG0007079	NP_001188363.1, XP_012552960.1	XP_003394577.1
OG0007080	XP_037874435.1	XP_003400958.1
OG0007081	XP_004923443.1	XP_012173926.1
OG0007082	XP_037874805.1	XP_003403359.1
OG0007083	XP_004933029.1	XP_012163133.1
OG0007084	XP_012552367.2	XP_012167224.1
OG0007085	XP_012548821.1	XP_012174712.1
OG0007086	XP_004921601.2	XP_003401914.1
OG0007087	XP_004923105.3	XP_003397886.1
OG0007088	NP_001266403.1	XP_003401925.1
OG0007089	XP_012543783.1	XP_003392980.1
OG0007090	XP_021201841.1	XP_020718566.1
OG0007091	XP_004929307.1	XP_012176386.1
OG0007092	XP_037875162.1	XP_012170454.1
OG0007093	XP_004921624.1	XP_020718823.1
OG0007094	XP_004927178.1	XP_012166805.1
OG0007095	XP_021202446.1	XP_003396355.2
OG0007096	XP_004928543.1	XP_012176182.1
OG0007097	XP_021204471.1	XP_003401362.1
OG0007098	XP_037871084.1	XP_012163392.1
OG0007099	XP_004933683.1	XP_003403117.2
OG0007100	XP_012544028.1	XP_003397166.1
OG0007101	XP_037868204.1	XP_003395737.1
OG0007102	XP_004932171.1	XP_003402053.1
OG0007103	XP_004925218.1	XP_003394314.1
OG0007104	NP_001037003.1	XP_012169580.1
OG0007105	XP_004924090.1	XP_012164157.1
OG0007106	XP_004929858.1	XP_003396117.1
OG0007107	XP_021205571.1	XP_003396059.1
OG0007108	XP_004929110.1	XP_020723478.1
OG0007109	XP_004927948.2	XP_003399594.1
OG0007110	XP_004930611.1	XP_003395110.2
OG0007112	XP_004930049.1	XP_003394626.1
OG0007113	XP_037866899.1	XP_003393452.1
OG0007114	XP_004930478.1	XP_003394196.1
OG0007115	XP_021201998.2	XP_020723783.1
OG0007116	XP_004924836.1	XP_003394222.1
OG0007117	XP_037869785.1	XP_003398033.1
OG0007118	NP_001091820.2	XP_003399325.1
OG0007119	XP_037870860.1	XP_003402001.1
OG0007120	XP_004930728.1	XP_012172275.1
OG0007121	NP_001040525.1	XP_003399956.1
OG0007122	XP_004921564.1	XP_003399641.1
OG0007123	XP_004928631.2	XP_003394322.1
OG0007124	XP_004928328.1	XP_003398286.1
OG0007125	NP_001296538.1	XP_003393701.1
OG0007126	XP_004931968.1	XP_003399691.1
OG0007127	XP_037876888.1	XP_003397287.3
OG0007128	XP_037875648.1	XP_012176389.1
OG0007129	XP_037869934.1	XP_003398507.1
OG0007130	NP_001036957.1	XP_012174112.1
OG0007131	XP_004932483.1	XP_012165769.1
OG0007132	XP_004933592.1	XP_003400729.1
OG0007133	XP_004924645.2	XP_020720793.1
OG0007134	NP_001157381.1	XP_003397997.1
OG0007135	XP_012553435.2	XP_003394599.1
OG0007136	XP_012545811.2	XP_020718563.1
OG0007137	NP_001037126.1	XP_003400694.1
OG0007138	NP_001037356.1	XP_012168424.1
OG0007139	XP_037877861.1	XP_012170715.1
OG0007140	XP_004931733.2	XP_003399121.1
OG0007141	XP_021209144.1	XP_003400232.1
OG0007142	XP_021208033.1	XP_003396781.1
OG0007143	XP_037877663.1	XP_012171667.1
OG0007144	XP_004930732.1	XP_003394497.1
OG0007145	XP_012550526.1	XP_012171924.1
OG0007146	XP_012552478.1	XP_020723790.1
OG0007147	XP_021207164.1	XP_020722026.1
OG0007148	XP_021207926.1	XP_003393539.1
OG0007149	XP_021206571.2	XP_003397601.1
OG0007150	XP_004926377.1	XP_003401467.1
OG0007151	XP_004929216.2	XP_003399527.1
OG0007152	XP_004923292.1	XP_003399059.1
OG0007153	XP_004932950.1	XP_003398805.1
OG0007154	XP_004925878.1	XP_003399304.1
OG0007155	XP_004924304.1	XP_003400001.1
OG0007156	XP_004932146.1	XP_003401638.1
OG0007158	XP_037877154.1	XP_003396645.1
OG0007159	XP_004929309.2	XP_012170766.1
OG0007161	NP_001136223.1	XP_003401370.1
OG0007162	XP_037873291.1	XP_012167391.1
OG0007163	XP_037870241.1	XP_003402972.1
OG0007164	XP_004921749.1	XP_012174520.1
OG0007165	XP_037871806.1	XP_020723828.1
OG0007166	XP_004929822.2	XP_020719595.1
OG0007168	XP_004930208.1	XP_003394631.1
OG0007169	XP_004927480.1	XP_003396698.1
OG0007170	XP_012545290.1	XP_012165943.1
OG0007171	XP_004931953.3	XP_003393453.1
OG0007172	XP_012548761.1, XP_021205949.1	XP_003396875.1
OG0007173	NP_001037632.1	XP_003394624.1
OG0007174	NP_001037593.1	XP_003395866.1
OG0007175	XP_004933556.1	XP_020718955.1
OG0007176	NP_001266310.1	XP_003400564.1
OG0007177	XP_037870204.1, NP_001091768.1	XP_012165028.1
OG0007178	XP_004925537.1	XP_003395088.1
OG0007179	XP_037869363.1	XP_003399330.1
OG0007180	XP_004924858.2	XP_012176634.1
OG0007181	XP_037877792.1, XP_037877797.1	XP_020722386.1
OG0007182	XP_004921640.1	XP_012176098.1
OG0007183	XP_004921975.2, XP_037877267.1	XP_012176567.1
OG0007184	XP_012548822.2	XP_003397371.1
OG0007185	NP_001296487.1, XP_037876106.1	XP_012163790.1
OG0007186	XP_004928528.2	XP_020724280.1
OG0007187	XP_004930417.1	XP_020720275.1
OG0007188	XP_004926652.1	XP_003399283.1
OG0007189	XP_012550987.1	XP_003396373.1
OG0007190	XP_012551247.2	XP_003396621.1
OG0007192	XP_012545912.1	XP_020723024.1, XP_003401910.1
OG0007193	XP_004927514.3	XP_003403156.1
OG0007194	XP_012553041.3	XP_003400176.1
OG0007195	XP_004928597.3	XP_003394333.1
OG0007196	XP_004928339.1	XP_003399199.1
OG0007197	XP_012545469.1	XP_003395847.1
OG0007198	XP_004922832.2	XP_012170324.1
OG0007199	NP_001108406.1	XP_020723237.1
OG0007200	XP_012546014.2	XP_012174789.1
OG0007201	XP_004928331.1	XP_003399100.1
OG0007205	XP_021209152.2	XP_020721834.1
OG0007206	XP_037873646.1	XP_020720080.1
OG0007208	XP_037872284.1	XP_003397014.1
OG0007209	XP_037872708.1	XP_012171012.1
OG0007210	XP_037870950.1	XP_020718967.1
OG0007211	XP_012550031.1	XP_020718983.1
OG0007212	XP_037866996.1	XP_012164332.1
OG0007213	XP_037866470.1	XP_012174561.1
OG0007216	XP_004925808.2	XP_003401725.1
OG0007217	XP_004929376.2	XP_003399252.1
OG0007218	XP_004930397.1	XP_012174007.1
OG0007219	XP_021203792.1	XP_012165960.1
OG0007220	NP_001040168.1	XP_003399543.1
OG0007221	XP_012547210.1	XP_012163549.1
OG0007222	XP_037866553.1	XP_003398833.1
OG0007223	XP_004932508.1	XP_012168880.1
OG0007225	XP_037867453.1	XP_012167280.1
OG0007226	XP_004932936.1	XP_003398193.1
OG0007227	XP_004927979.1	XP_003393569.1
OG0007228	XP_037876618.1	XP_003392905.2
OG0007229	XP_021207149.1	XP_012165743.1
OG0007230	NP_001091799.1	XP_003401835.1
OG0007231	XP_037871164.1	XP_003393748.1
OG0007233	XP_004925496.2	XP_003393891.1
OG0007234	XP_037875671.1	XP_003401275.1
OG0007235	XP_037876023.1	XP_012172694.1
OG0007236	XP_012553422.1	XP_003397972.1
OG0007237	XP_037874807.1	XP_020722904.1
OG0007239	XP_037877145.1	XP_003396287.1
OG0007240	XP_004922105.1	XP_020719754.1
OG0007241	XP_037872716.1	XP_012171752.1
OG0007242	XP_037874449.1	XP_003403050.1
OG0007243	NP_001037374.1	XP_003394926.1
OG0007244	XP_004930368.1	XP_003398984.1
OG0007245	XP_004921842.1	XP_012175899.1
