Orthogroup	Bombyx_mori	Tribolium_castaneum
OG0005728	XP_004931289.1	XP_975436.1
OG0005729	XP_004927955.1	XP_008197901.1, XP_969096.1
OG0005730	XP_004928844.3	XP_015834563.1
OG0005731	XP_037871394.1, XP_037871389.1	XP_008192201.1
OG0005732	XP_004933014.1	XP_966399.1, XP_015839291.1
OG0005733	XP_004928279.2	XP_008192428.1, XP_008192429.1
OG0005734	XP_037867334.1	XP_974479.1
OG0005736	XP_004931619.3	XP_015834102.1, XP_015834101.1
OG0005737	XP_012550791.2	XP_008193748.1
OG0005738	XP_012551509.2	XP_967978.1
OG0005740	XP_037873851.1	XP_973508.1
OG0005741	XP_004926291.2	XP_008197143.1
OG0005742	XP_037871906.1	XP_015835465.1
OG0005743	XP_021204711.1	XP_015840616.1
OG0005744	XP_004932124.1	XP_008190612.1
OG0005745	XP_004928906.1	XP_008190490.1
OG0005746	NP_001162054.2	XP_971782.2
OG0005747	XP_037876132.1	XP_974155.1
OG0005749	XP_037868455.1	XP_008196572.2, XP_015837758.1, XP_008196571.2, XP_015837757.1, XP_015837759.1
OG0005750	XP_021204372.1	XP_967927.1
OG0005751	XP_021206856.1	XP_970731.1
OG0005752	XP_037866621.1	XP_008200200.1
OG0005753	NP_059469.1, XP_037877335.1, XP_037877334.1	NP_203162.1
OG0005754	XP_004932914.1	XP_971772.1
OG0005754	XP_004932915.1	XP_001813407.1
OG0005756	XP_021203323.1, XP_012545356.2	XP_015839935.1
OG0005759	XP_037866617.1	XP_008193179.1
OG0005760	XP_004923366.1	XP_008200159.1, XP_008193188.2
OG0005761	XP_021207619.1	XP_008195193.1
OG0005762	NP_001191410.1, XP_021204051.1	XP_008190844.1, XP_015833561.1, XP_008190859.1
OG0005763	XP_004932911.2	XP_008191278.1
OG0005764	XP_037870471.1	XP_015837994.1
OG0005765	XP_004923009.1	XP_966810.1
OG0005765	XP_004923011.1	XP_015835627.1
OG0005766	XP_037874355.1, XP_037874353.1	XP_008199809.1
OG0005767	XP_037876232.1	XP_008195414.1
OG0005769	XP_037866532.1	XP_008192998.2
OG0005770	XP_004930218.1	XP_969735.1
OG0005771	XP_004926347.1	XP_001810795.2
OG0005772	XP_004929213.2	XP_008193738.1
OG0005773	XP_004923979.1	XP_973951.1
OG0005774	XP_012548256.2	XP_972232.1
OG0005775	XP_012546324.1, NP_001243910.1	XP_974257.1
OG0005776	XP_037871571.1, XP_037871572.1	XP_971893.1
OG0005777	XP_037877709.1	XP_008194323.1
OG0005778	XP_004933007.1	XP_015839015.1
OG0005779	XP_012548899.2	XP_971676.1
OG0005780	XP_037869113.1, XP_004924878.2	XP_976139.1
OG0005781	XP_004930988.1	XP_008194231.1, XP_968061.1
OG0005782	NP_001266293.1	XP_008200378.2
OG0005783	XP_004925130.1	XP_008190643.1, XP_008190641.1, XP_008190642.1
OG0005785	XP_012551889.1	XP_015837329.1
OG0005787	NP_001095933.1	XP_008191446.1
OG0005788	XP_012548305.1, NP_001040215.1	XP_015836014.1
OG0005789	XP_037874791.1	XP_966348.3
OG0005790	XP_037870712.1, XP_037870713.1	XP_015834363.1
OG0005791	NP_001182633.1	NP_001103425.1, XP_015834309.1
OG0005793	XP_004928513.1	XP_015836059.1
OG0005795	XP_037873763.1	XP_969125.1
OG0005796	XP_004928961.2	XP_008200025.1
OG0005798	XP_021206238.1	XP_974333.2
OG0005799	XP_004923944.1	XP_975152.2
OG0005800	XP_012548509.1	XP_001812039.1
OG0005801	XP_004922820.1, XP_004928653.1	XP_008191792.1
OG0005804	XP_037867393.1	XP_008200325.1
OG0005806	XP_021208328.1, XP_021208324.1	XP_008195833.1
OG0005807	XP_037871024.1	XP_008192382.1
OG0005808	XP_037871573.1	XP_968475.1
OG0005809	XP_021204878.2, XP_021204877.2	XP_015834554.1
OG0005811	NP_001037482.1	XP_001811565.1
OG0005813	XP_004930974.1	XP_969848.1
OG0005814	XP_037875230.1, XP_037875231.1	XP_967401.1
OG0005815	XP_037877160.1, XP_037877163.1	XP_008195335.1
OG0005817	XP_037868161.1	XP_969995.1
OG0005818	XP_037869465.1	XP_015835570.1
OG0005819	XP_037877279.1, XP_037876939.1	XP_015839040.1
OG0005820	XP_004922647.1, XP_012551815.1, XP_037871267.1	XP_015834937.1
OG0005822	XP_004927245.1	XP_008198833.1
OG0005824	XP_037873274.1	XP_008196430.1
OG0005826	XP_004922907.1	XP_969824.1
OG0005827	XP_021203128.1	XP_008194634.1
OG0005831	XP_037866630.1	XP_008194079.1
OG0005833	XP_004930401.2	XP_015839111.1, XP_008195984.1, XP_008195971.1, XP_008195965.1, XP_008195978.1, XP_969762.1
OG0005835	XP_037876912.1, XP_037866554.1	XP_967201.2, XP_008199300.1
OG0005838	XP_037875692.1, XP_021206294.2, XP_037867701.1, XP_037867698.1, XP_037875687.1	XP_008201306.2
OG0005845	XP_021202175.1	XP_008196912.1
OG0005846	NP_001040534.1	XP_973326.1
OG0005847	XP_004924510.1, NP_001093279.1	XP_968885.1
OG0005848	XP_037875046.1	XP_015840156.1
OG0005849	NP_001040526.1	XP_968733.1
OG0005850	NP_001093278.1	XP_968178.1
OG0005851	NP_001037150.1	XP_975530.1
OG0005852	NP_001037209.1	XP_973139.1
OG0005853	NP_001037267.1	XP_969085.1
OG0005854	XP_004929459.1	XP_970430.1
OG0005855	XP_037877660.1, NP_001037269.1	XP_973632.1
OG0005856	NP_001040448.1	XP_975016.1
OG0005857	NP_001037231.1	XP_966448.1
OG0005858	NP_001037520.1	XP_973916.1
OG0005859	NP_001040337.1	XP_967224.1
OG0005860	NP_001037247.1	XP_969650.2
OG0005861	XP_004929274.1	XP_008193890.1
OG0005862	XP_012546903.1, NP_001243947.1	XP_001810703.1
OG0005863	NP_001157384.1, XP_012547721.1	XP_972793.1
OG0005864	XP_012545314.1	XP_973422.1
OG0005865	XP_004924163.1	XP_015833158.1
OG0005866	XP_004933262.1	XP_968355.1
OG0005867	XP_004925667.2	XP_015833912.1
OG0005868	NP_001036940.1	XP_968469.2
OG0005869	XP_012544927.2	XP_974124.1
OG0005870	XP_012550682.1	XP_966459.2
OG0005871	XP_004931988.1	XP_008194056.1
OG0005872	NP_001091753.1	XP_973623.1
OG0005873	NP_001040438.1	XP_015838706.1, XP_972497.1
OG0005874	XP_004931801.1	XP_972224.1
OG0005875	NP_001040261.1	XP_008197572.1
OG0005876	XP_004930705.1	XP_973092.3
OG0005877	XP_004931441.1, XP_012550496.2	XP_968270.1
OG0005878	NP_001040270.1	XP_008200264.1
OG0005879	NP_001093285.1	XP_008196780.1
OG0005880	XP_004930782.1	XP_971703.1
OG0005881	NP_001093286.1	XP_974133.1
OG0005882	NP_001091763.1	XP_974274.1
OG0005883	XP_004927123.1	XP_008195940.1
OG0005884	XP_004930993.1	XP_974883.1
OG0005885	XP_021204395.1	XP_015836788.1
OG0005886	XP_004927079.1	XP_969933.1
OG0005887	NP_001040170.1	XP_971023.1
OG0005888	XP_012551317.1, NP_001040236.1	XP_967613.2
OG0005889	NP_001037147.1	XP_975558.1
OG0005890	XP_004931901.1	XP_966773.1
OG0005891	XP_004922592.1	XP_974159.1
OG0005892	NP_001037215.1	XP_971759.1
OG0005893	NP_001040373.1, NP_001040162.1	XP_008201452.1
OG0005894	XP_004923890.1	XP_015838035.1
OG0005895	XP_004929165.1	XP_001811714.1
OG0005896	NP_001040476.1	XP_975000.1
OG0005897	NP_001040427.1	XP_008193639.1
OG0005898	XP_021202549.2	XP_015837344.1
OG0005899	XP_004931280.1	XP_008193014.1
OG0005900	XP_012547935.1, XP_021205155.1	XP_008200927.1
OG0005901	XP_004926440.1	XP_968263.1
OG0005902	NP_001037642.1	XP_008200832.1
OG0005903	NP_001040459.1	XP_968655.1
OG0005904	NP_001040463.1	XP_008195523.1
OG0005905	NP_001040278.1	XP_967123.1
OG0005906	XP_004922416.1	XP_973003.1
OG0005907	NP_001037578.1	XP_967777.1
OG0005908	XP_004926929.1	XP_974526.1
OG0005909	NP_001037138.1	XP_967235.1
OG0005910	XP_021202191.1	XP_974981.1
OG0005911	NP_001040510.1	XP_008200551.1
OG0005912	XP_012550382.1, NP_001091796.1	XP_967771.1
OG0005913	XP_004931309.1	XP_971130.1
OG0005914	XP_012544881.2	XP_970454.1
OG0005916	XP_004927833.1	XP_008192815.1
OG0005917	XP_004928888.1	XP_971914.1
OG0005918	NP_001040325.1	XP_001816527.1
OG0005919	XP_004931468.1	XP_967890.1
OG0005920	NP_001106708.1	XP_008195119.1
OG0005921	NP_001040265.1	XP_015832908.1
OG0005922	XP_004922426.3	XP_975662.1
OG0005923	XP_004925129.2	XP_974837.1, XP_969673.1
OG0005924	XP_004932835.2	XP_969540.1
OG0005925	XP_004928267.1	XP_008195838.1
OG0005926	XP_004929435.1	XP_970144.1
OG0005927	XP_004928693.1	XP_967615.2
OG0005928	XP_004933051.2	XP_968988.1
OG0005929	XP_004931616.1	XP_975129.1
OG0005930	XP_004925539.1	XP_015834846.1
OG0005931	XP_037871107.1	XP_972315.1
OG0005933	XP_004924239.1	XP_970979.1
OG0005934	XP_004931812.1	XP_973675.1
OG0005935	NP_001040529.1	XP_975468.1
OG0005937	XP_004926126.1	XP_974787.2
OG0005938	XP_004927022.1	XP_974541.1
OG0005939	XP_004924436.1	XP_968325.1
OG0005940	NP_001040235.1	XP_970581.1
OG0005941	NP_001040116.1	XP_008200477.1
OG0005942	NP_001040492.1	XP_968744.1
OG0005943	XP_021204052.1	XP_008196502.1
OG0005944	XP_004933023.1	XP_972242.2
OG0005945	XP_004930423.1	XP_966925.1
OG0005946	XP_004932633.1	XP_973141.1
OG0005947	XP_012550051.1	XP_015835164.1
OG0005948	NP_001037616.1, XP_012548760.2	XP_972108.1
OG0005949	XP_012551005.1	XP_972979.1
OG0005950	XP_004923471.1	XP_970740.2
OG0005951	XP_004924604.2	XP_968060.1
OG0005952	XP_037874095.1	XP_008195725.1
OG0005954	XP_004923387.1	XP_015837261.1
OG0005955	XP_021204243.2, XP_004927084.2, XP_037876375.1, XP_004927087.1	XP_971559.1
OG0005956	NP_001040202.1	XP_008195605.1
OG0005957	NP_001037434.1	NP_001161919.1
OG0005958	XP_004923115.1	XP_968248.1
OG0005959	NP_001036986.1	XP_015836024.1
OG0005960	XP_037877661.1, NP_001040106.1	XP_971943.2
OG0005961	XP_004930979.1	XP_968289.1
OG0005962	XP_037868918.1	XP_015839659.1
OG0005963	NP_001037664.1	XP_966955.1
OG0005964	XP_037867348.1	XP_966494.1
OG0005965	XP_037874721.1	XP_015835418.1
OG0005966	XP_004927953.1	XP_008194882.1
OG0005967	XP_037869950.1	XP_008190656.1
OG0005968	XP_004932938.1	XP_968508.1
OG0005969	NP_001091743.1	XP_008195198.1
OG0005970	XP_004927445.1	XP_968008.1
OG0005971	XP_004931482.1	XP_972764.1
OG0005972	XP_004923063.1	XP_008190857.1
OG0005973	XP_004922925.1	XP_974707.1
OG0005974	XP_004930444.1	XP_970076.1
OG0005975	XP_012553378.1, NP_001040258.1	XP_967206.1
OG0005976	XP_004928667.1	XP_008190409.1
OG0005977	XP_004926037.1, XP_037874001.1	XP_008195389.1
OG0005978	XP_004931608.1	XP_008190672.1
OG0005979	NP_001040173.1	XP_971411.1
OG0005980	XP_021205726.2	XP_008191619.1, XP_015834983.1
OG0005981	NP_001041703.1	XP_973579.1
OG0005982	XP_004932544.1	XP_008196504.1
OG0005983	NP_001040523.1	XP_969352.1
OG0005984	XP_004925210.1	XP_967318.2
OG0005985	XP_004929263.1	XP_001815071.1
OG0005986	XP_004926045.1	XP_970059.1
OG0005987	XP_004924156.1	XP_974790.1
OG0005988	NP_001040535.1	XP_969318.1
OG0005989	XP_004932388.1	XP_975610.1
OG0005990	XP_004927759.1	XP_008191718.1
OG0005991	XP_021203329.2	XP_975233.2
OG0005992	XP_004927747.1	XP_015834772.1
OG0005993	NP_001040442.1	XP_968963.1
OG0005994	NP_001040386.1	XP_969254.2
OG0005995	XP_037870852.1	XP_973561.1
OG0005996	XP_004924802.1	XP_972013.1
OG0005997	XP_004922245.1	XP_970827.1, XP_015834512.1
OG0005998	XP_004933567.1	XP_008195879.1
OG0005999	NP_001138800.1, XP_012547716.1	XP_967903.1
OG0006000	NP_001091811.1	XP_973353.1
OG0006001	XP_004926557.1	XP_008192777.1
OG0006002	XP_004929273.2	XP_972753.1
OG0006003	XP_004928722.1	XP_972504.1
OG0006004	XP_004921847.1	XP_967118.1
OG0006005	XP_004922007.1	XP_969076.2
OG0006006	XP_012552770.1, NP_001091769.1	NP_001153545.1
OG0006007	XP_012549644.2	XP_008200322.1
OG0006008	XP_037874882.1	XP_008200316.1
OG0006010	XP_021202677.1	XP_015837004.1
OG0006011	XP_037866631.1, XP_004929152.2	XP_008193073.1
OG0006012	XP_012548841.2	XP_967027.2
OG0006013	XP_004925975.1	XP_015836548.1
OG0006014	XP_004931499.2	XP_008199578.1
OG0006015	XP_004927272.2	XP_968023.1
OG0006016	XP_037867998.1	XP_972028.1
OG0006017	XP_037867898.1	XP_015834055.1
OG0006018	XP_021203070.2	XP_008200332.1
OG0006019	XP_037871809.1	XP_008190573.1
OG0006020	XP_004922077.4	XP_008195444.1
OG0006021	XP_012551683.1	XP_015832919.1, XP_008190459.1
OG0006022	XP_021203461.1, NP_001040137.1	XP_008196614.1
OG0006023	XP_004924093.1	XP_975549.1
OG0006024	XP_012545923.1	XP_008197009.1
OG0006025	XP_012552810.2	XP_015835432.1
OG0006026	XP_037872614.1	XP_970038.1
OG0006027	XP_004925181.2	XP_970918.1
OG0006028	XP_037875643.1	XP_015833149.1
OG0006029	XP_037872194.1	XP_008196097.1
OG0006030	XP_012547930.2	XP_974086.2
OG0006031	XP_012548996.1	XP_008190529.1
OG0006032	XP_004922016.1	XP_973665.1
OG0006033	XP_037869765.1	XP_969665.1
OG0006034	XP_004932811.2	XP_008198963.1
OG0006035	XP_004921996.2	XP_969092.1
OG0006036	XP_012550261.1	XP_015836850.1
OG0006037	NP_001037678.1	XP_015834289.1
OG0006038	XP_012544940.2	XP_968035.2
OG0006039	XP_021203091.1	XP_015837622.1, XP_008196398.1
OG0006040	XP_004923163.2	XP_968097.2
OG0006042	XP_037866902.1	XP_971938.1
OG0006043	XP_037875260.1	XP_970065.3
OG0006044	XP_021207466.1	XP_008199644.1
OG0006045	XP_004923360.1	XP_008195413.1
OG0006046	XP_012546828.1	XP_015839099.1
OG0006047	XP_037867906.1	XP_972826.1
OG0006048	XP_004932952.1	XP_008196946.1
OG0006049	XP_037873904.1	XP_008195091.1
OG0006050	XP_037874266.1	XP_970844.1
OG0006051	XP_021209311.1	XP_015833164.1
OG0006052	XP_004930407.1	XP_974343.1
OG0006053	XP_004925265.2	XP_008201367.1
OG0006054	XP_037869446.1	XP_973804.1
OG0006055	XP_004925775.1	XP_015838151.1
OG0006056	XP_012545704.3	XP_008195140.1, XP_015836736.1
OG0006057	XP_037867169.1	XP_968863.2
OG0006058	XP_037874460.1	XP_001808147.1
OG0006059	NP_001157371.1	XP_008200063.1
OG0006060	XP_004931664.1	XP_015838089.1, XP_967353.1
OG0006062	XP_037873839.1, XP_037873838.1	XP_975238.1
OG0006063	XP_004928272.1	XP_974245.1
OG0006064	XP_004922915.1	XP_015835819.1
OG0006065	XP_021207187.1, XP_021207195.1	XP_008196033.1
OG0006066	XP_004928248.2	XP_008192691.1
OG0006067	XP_004933463.1	XP_971811.1
OG0006068	XP_004924994.1	XP_972846.1
OG0006069	XP_037870641.1	XP_971084.2
OG0006070	XP_004922631.1	XP_015840675.1
OG0006071	XP_004921947.1	XP_971483.1, XP_008197391.1
OG0006072	XP_004922465.1	XP_008195580.1
OG0006073	XP_037870881.1	XP_008191932.1
OG0006074	XP_012543984.1	XP_970611.1
OG0006075	XP_021202319.2	XP_008197353.1
OG0006076	XP_037873084.1	XP_008200459.1
OG0006077	XP_004928466.1	XP_008193971.1
OG0006078	XP_037874703.1	XP_972184.1
OG0006079	NP_001040349.1	XP_968214.1
OG0006080	XP_037876044.1, XP_021203773.1	XP_972784.2
OG0006081	XP_004925773.1	XP_969821.1
OG0006082	NP_001073348.1	XP_975299.1
OG0006083	XP_037874640.1, NP_001037620.1	XP_969292.2
OG0006084	NP_001189464.1	XP_975200.2
OG0006085	NP_001040302.1, XP_037866754.1	XP_008193426.1
OG0006086	XP_004932228.1	XP_975172.1
OG0006087	XP_004926807.1	XP_008191807.1
OG0006088	NP_001182135.1	XP_015840737.1
OG0006089	XP_004927283.1	XP_971921.1
OG0006090	XP_004932252.1	XP_015837916.1
OG0006091	XP_004930767.1, XP_012549876.1	XP_969328.1
OG0006092	XP_004932363.1, XP_021207689.1	XP_967408.1
OG0006093	XP_037877104.1	XP_968117.1
OG0006094	XP_037866541.1	XP_015835531.1
OG0006095	XP_004933398.1	XP_970606.1
OG0006096	XP_004925257.1	XP_969753.1
OG0006097	XP_037869445.1	XP_008196003.1
OG0006098	XP_037875624.1	XP_015833475.1
OG0006099	XP_037872191.1	XP_008191976.1
OG0006100	XP_004923313.2	XP_970018.1
OG0006101	XP_037870970.1	NP_001136167.1
OG0006102	XP_037869258.1	XP_008197945.1
OG0006103	XP_004921658.1	NP_001164117.1
OG0006104	NP_001037315.1	NP_001107822.1, XP_008193162.1
OG0006105	XP_004923802.1	XP_015834586.1, XP_970787.2
OG0006106	NP_001040511.1	NP_001153741.1, XP_008199600.1
OG0006107	XP_037875680.1	XP_974190.1
OG0006109	XP_004929283.2	NP_001095946.1
OG0006110	XP_037866596.1	XP_973449.1
OG0006111	XP_004927345.2, XP_037875806.1	XP_969313.1
OG0006112	XP_004932338.1	XP_971899.1
OG0006113	XP_004931326.1	NP_001153722.1
OG0006114	XP_004928884.1	XP_969197.1
OG0006115	XP_004932649.1	XP_001813478.1
OG0006116	XP_004922481.2	XP_015836815.1
OG0006117	XP_037872359.1	XP_008194939.1
OG0006118	XP_037872841.1	XP_974055.1
OG0006119	XP_004932563.3	XP_969793.1
OG0006120	XP_004927042.1	XP_008196845.1
OG0006121	XP_004926949.2	XP_975394.1
OG0006123	NP_001036917.1	XP_967947.2
OG0006124	XP_004922460.1	XP_968460.1
OG0006125	XP_004922459.1	XP_972705.1
OG0006126	XP_037874960.1, XP_004926452.2	XP_969150.1
OG0006127	NP_001040544.1	XP_966585.1
OG0006128	NP_001040288.1, XP_012553379.1	XP_008196205.1
OG0006129	XP_004927700.2, XP_012547083.2, XP_012547082.2, XP_037874771.1	XP_015838761.1
OG0006130	XP_004926215.2	XP_967502.1
OG0006131	XP_012544448.1	XP_008195462.1
OG0006134	XP_012549007.1	XP_008191343.1
OG0006135	XP_004929468.1	XP_967817.2
OG0006136	XP_012547897.1	XP_015839689.1
OG0006137	XP_004932890.1	XP_968202.1
OG0006138	XP_004923904.3	XP_015834406.1
OG0006139	XP_037867704.1	XP_008194175.1
OG0006140	XP_004924786.1	XP_008200089.1
OG0006141	NP_001040109.1	XP_970646.1
OG0006143	XP_004929164.2	XP_001811667.1
OG0006144	XP_021202546.2	XP_008195509.1
OG0006145	NP_001036843.1, XP_012551197.1	XP_970462.1
OG0006146	XP_004922940.1	XP_972818.2
OG0006147	XP_004928942.1	XP_973312.1
OG0006148	XP_004924119.1	XP_974779.1, XP_008190958.1, XP_008194512.1
OG0006149	XP_004927892.1	XP_974377.1
OG0006150	XP_037875968.1	XP_970568.2
OG0006151	XP_037870067.1	XP_008190797.1
OG0006152	XP_004923231.1	XP_973922.1
OG0006153	XP_037875394.1	XP_008191866.1
OG0006154	NP_001243933.1	XP_008192041.2
OG0006155	XP_037874124.1	XP_008195300.1
OG0006156	XP_004931824.1	XP_967600.2
OG0006157	XP_037872170.1	XP_008194660.1
OG0006158	NP_001037341.1	XP_008201238.1, NP_001034510.1
OG0006161	XP_037875397.1	XP_015836311.1
OG0006162	XP_004929080.3	XP_008195053.1
OG0006163	NP_001239599.1, XP_012553079.1	XP_966716.1
OG0006164	XP_004928644.1	XP_968028.1
OG0006165	XP_004926292.2	XP_975134.2
OG0006166	NP_001091807.1	XP_001807129.1
OG0006167	XP_037874743.1, XP_037874744.1	XP_015839012.1
OG0006168	NP_001040299.1	XP_970015.2
OG0006169	XP_004928460.2	XP_968057.1
OG0006170	XP_004930978.1	XP_008191382.2, XP_971029.1
OG0006171	NP_001040156.1	XP_969175.1
OG0006172	XP_012552374.2	XP_967760.1
OG0006173	XP_004926122.1	XP_008198463.1
OG0006174	XP_004933015.1	XP_966482.1
OG0006175	XP_037876047.1	XP_008190662.1
OG0006176	XP_037869647.1	XP_015833069.1
OG0006177	XP_004922750.3	XP_972963.1
OG0006178	NP_001296501.1, XP_004932289.2	XP_008197383.1
OG0006179	XP_004928872.1	XP_008194805.1
OG0006180	XP_012549692.2	XP_972555.3
OG0006181	XP_012545160.1	XP_967438.2
OG0006182	XP_004922739.1	XP_015836222.1
OG0006183	XP_004932657.2	XP_973095.1
OG0006184	XP_004928563.1, XP_037871582.1	NP_001161915.1
OG0006185	XP_037877353.1, XP_004926406.2	XP_001808071.2
OG0006186	XP_037869369.1	XP_008194151.1
OG0006187	XP_004932502.1	XP_969860.2
OG0006188	XP_004921953.1	XP_969276.2
OG0006189	XP_004922117.1	XP_974964.1
OG0006191	NP_001091833.1	NP_001164154.1, XP_008200418.1
OG0006192	XP_012544552.1	XP_008196113.1
OG0006193	NP_001040375.1	XP_008196472.1
OG0006194	XP_037868465.1	XP_008201501.1
OG0006195	XP_004922191.2	XP_971097.1
OG0006196	NP_001040107.1	XP_973323.1
OG0006197	XP_004923679.2	XP_967679.1
OG0006199	XP_004931003.2	XP_973597.1
OG0006200	XP_004925740.1	XP_008196414.1
OG0006201	XP_037867445.1	XP_008191241.1
OG0006202	XP_012550985.1	XP_971116.2
OG0006203	XP_004927739.1	XP_973025.1
OG0006204	XP_004923217.1	XP_008193768.1, XP_008193759.1
OG0006205	XP_012550604.1	XP_008197358.1
OG0006206	XP_037866500.1	XP_015833212.1
OG0006207	XP_021203286.2	XP_008192481.1
OG0006208	XP_037869662.1	XP_015835132.1
OG0006209	XP_037866560.1	XP_966390.1
OG0006210	XP_004925217.2	XP_008201451.1
OG0006211	XP_037873951.1	XP_008195304.1
OG0006212	XP_004929287.1	XP_008194346.1
OG0006214	XP_004923263.2	XP_008198272.1
OG0006215	XP_004923974.1	XP_972389.1
OG0006216	NP_001037211.1	XP_015833492.1
OG0006217	XP_037871553.1, NP_001040483.1	XP_974716.1
OG0006218	NP_001037600.1	XP_974418.1
OG0006219	XP_004923401.1	XP_967673.1
OG0006220	XP_012552973.1	XP_968878.1
OG0006221	XP_037874306.1	XP_970593.2
OG0006222	XP_037877286.1	XP_008192239.1
OG0006223	XP_004923117.1	XP_008191963.1
OG0006224	NP_001166702.1	XP_971011.1, XP_008201542.1
OG0006225	XP_004925108.2	XP_967459.1
OG0006226	XP_004932567.1	XP_015837923.1
OG0006228	NP_001296552.1	XP_969161.2
OG0006229	XP_021207412.2	XP_008196961.1, NP_001127850.1
OG0006230	XP_004931573.1	XP_008198972.1
OG0006231	XP_004930077.1	XP_008199267.1
OG0006232	XP_004926885.1	XP_968899.1
OG0006233	XP_004930564.1	XP_008194458.1
OG0006234	XP_021204837.1	XP_015834942.1
OG0006235	XP_037874715.1	XP_970755.2
OG0006236	XP_004924877.1	XP_971934.2
OG0006237	XP_021209262.1	XP_008195326.1
OG0006238	XP_004922640.1	XP_008192284.1
OG0006239	XP_004929640.1, XP_012548825.1	XP_973089.1
OG0006241	XP_012548985.2	XP_973652.1
OG0006242	XP_037872389.1	XP_972226.3
OG0006243	NP_001040117.1	XP_974351.1
OG0006244	XP_004925158.1	XP_972740.1
OG0006245	XP_004923953.1	XP_970678.1
OG0006246	NP_001040405.1, XP_037877365.1	XP_967705.1
OG0006247	NP_001161185.1	XP_975203.2
OG0006248	XP_004924020.1	XP_974638.1
OG0006249	XP_004921861.1	XP_015837072.1
OG0006250	XP_004931488.1	XP_015840452.1, XP_969448.1
OG0006251	XP_004931867.1	XP_973772.1
OG0006252	XP_004922104.1, XP_004922102.1	NP_001034525.1
OG0006253	XP_037876172.1	XP_008196309.1
OG0006254	XP_021206385.1	XP_971710.2
OG0006255	NP_001091770.1	XP_968858.3
OG0006256	XP_012547613.2	XP_008192355.1
OG0006257	NP_001037156.1	XP_974304.1
OG0006258	XP_004932259.1	NP_001107765.1
OG0006259	XP_004932316.1	XP_969365.1
OG0006260	XP_037872437.1	XP_015836489.1
OG0006261	XP_004926166.1	XP_008199143.1
OG0006262	NP_001040301.1	XP_972829.1
OG0006263	XP_012548903.2	XP_015840946.1
OG0006264	XP_037870711.1	XP_001811917.1
OG0006266	XP_037867486.1	XP_968122.1
OG0006267	NP_001040166.1	XP_975078.2
OG0006268	XP_004932208.1	XP_967117.1
OG0006269	XP_012544702.2	XP_008195313.1
OG0006270	XP_004932625.1	XP_968806.3
OG0006271	XP_037877634.1, NP_001093271.1	XP_968366.1
OG0006272	XP_021205075.1	XP_008191065.1
OG0006273	XP_004932003.1	XP_974567.2
OG0006274	XP_037873653.1	XP_973671.2
OG0006275	XP_004928263.1	XP_975323.1
OG0006276	XP_037867053.1	XP_008199318.1
OG0006277	NP_001040312.1	XP_972150.2
OG0006278	NP_001166623.2	XP_971450.1
OG0006279	XP_004926544.2	XP_008199174.1
OG0006280	XP_021205078.1, XP_012547476.2	XP_015835096.1
OG0006281	XP_037871407.1	XP_008192768.1
OG0006282	XP_012550524.1	XP_008200283.1
OG0006283	XP_012549289.1	NP_001164094.1, XP_008200461.1
OG0006284	XP_004923266.1	XP_008201728.1
OG0006285	XP_012549973.1	XP_967513.1
OG0006286	XP_004924345.1	XP_008195631.1
OG0006287	XP_004930199.1	XP_015836430.1
OG0006288	XP_004930530.2	XP_008192776.1
OG0006289	XP_004932572.1	XP_972899.1
OG0006290	XP_012553409.1	XP_968844.1
OG0006291	NP_001093275.1, XP_037872103.1, XP_037872141.1	XP_015836383.1
OG0006292	XP_037868457.1	XP_971490.1, XP_015836264.1
OG0006294	XP_012545526.1	XP_966616.1
OG0006295	XP_004925557.1	XP_008195028.1
OG0006296	XP_004929397.2	XP_975638.1
OG0006297	XP_037866759.1	XP_008197797.1
OG0006298	XP_037868691.1	XP_968109.1
OG0006299	XP_037870432.1	XP_008201533.1
OG0006300	XP_004931062.2	XP_008192925.1
OG0006301	XP_021208415.1	XP_008200121.1
OG0006302	XP_037868415.1	XP_975194.2
OG0006303	XP_004928583.1	XP_008197566.1
OG0006304	XP_004922916.1	XP_967396.1
OG0006305	NP_001128674.1, XP_012551138.1	XP_008192163.1
OG0006306	XP_004930526.1	XP_008198935.1
OG0006307	XP_004923674.2	XP_008194418.1
OG0006308	XP_004921889.3	XP_972593.1
OG0006309	XP_004931156.1	XP_969584.1
OG0006310	XP_004929188.2	XP_008199323.1
OG0006311	NP_001106225.1	XP_975769.1
OG0006312	XP_021204624.1	XP_008201336.1
OG0006313	NP_001040484.1	XP_967788.1
OG0006314	XP_037869142.1	XP_008197803.1
OG0006315	XP_004921638.1	XP_015838682.1
OG0006316	XP_037872345.1	XP_001814047.1
OG0006317	XP_004926247.1	XP_971377.1
OG0006318	NP_001037189.1	XP_015840161.1
OG0006319	XP_004933404.1	XP_973781.1
OG0006320	XP_012551338.2	XP_974032.3
OG0006322	XP_004923246.1, XP_004923245.1	XP_969081.1
OG0006323	NP_001040330.1	XP_969881.1
OG0006324	XP_037874371.1	XP_015839977.1
OG0006325	XP_004926308.1	XP_975115.1
OG0006326	XP_012550007.2	XP_008193707.1
OG0006327	XP_037873091.1	XP_973265.1
OG0006328	XP_004932103.1	XP_973520.1
OG0006329	XP_004922163.1	XP_008200453.1
OG0006331	XP_012551440.2	XP_970043.2
OG0006332	NP_001040449.1	XP_966737.1
