Orthogroup	Bombyx_mori	Solenopsis_invicta
OG0005667	XP_004933860.1	XP_011170176.1, XP_039315209.1
OG0005668	XP_037866829.1	XP_039304131.1
OG0005669	XP_021209163.1	XP_011159274.1
OG0005670	NP_001108459.1	XP_025987290.1
OG0005671	XP_004932919.1	XP_025993008.2
OG0005672	XP_037866669.1	XP_039307394.1
OG0005673	XP_004928724.1	XP_011159082.1
OG0005674	XP_037876510.1	XP_011161364.1
OG0005675	XP_012548038.1	XP_039305709.1
OG0005676	XP_037876384.1	XP_039312799.1
OG0005677	XP_004931632.2	XP_011158515.1
OG0005678	XP_037866972.1	XP_011169744.1
OG0005679	XP_012550199.1	XP_011176160.2
OG0005681	NP_001037666.1	XP_011172877.1, XP_011172880.1
OG0005682	XP_037876174.1	XP_011171982.1, XP_039302356.1, XP_039302355.1
OG0005683	XP_012547863.1	XP_039307448.1
OG0005684	XP_004921718.1	XP_011162752.2
OG0005685	XP_012549774.2	XP_011156206.1
OG0005686	XP_021205630.1	XP_011163395.1
OG0005687	XP_012547176.1	XP_025995952.2
OG0005688	XP_037869957.1	XP_011157903.1
OG0005689	XP_012548262.1	XP_025987377.1
OG0005690	XP_037869656.1	XP_011168945.1, XP_011168946.1, XP_011168947.1
OG0005691	XP_037868390.1	XP_011156337.1
OG0005692	XP_021205817.2	XP_039315659.1
OG0005693	XP_004924153.1	XP_011176301.1
OG0005694	XP_021206400.2	XP_025995875.1, XP_025995873.1
OG0005695	XP_037873303.1	XP_011175957.2
OG0005696	XP_037874270.1	XP_039312528.1
OG0005697	XP_004929614.3	XP_011175572.1
OG0005698	XP_037877039.1	XP_011165776.1
OG0005699	XP_012546376.2	XP_025990496.1
OG0005700	XP_037867841.1	XP_039302146.1
OG0005701	XP_037875617.1	XP_011157760.1
OG0005702	XP_012546468.3	XP_011158603.1
OG0005704	XP_021208439.1	XP_039305695.1, XP_039305694.1
OG0005705	XP_037873183.1	XP_011165115.2
OG0005706	XP_004930492.1	XP_011158795.1
OG0005707	XP_004925813.1	XP_025991641.1, XP_025991642.1
OG0005708	XP_012546139.3	XP_039305290.1, XP_039301842.1
OG0005709	XP_004927249.1	XP_011160004.1
OG0005710	XP_037873926.1	XP_011164379.1
OG0005711	XP_037867477.1	XP_011155415.1
OG0005712	NP_001166819.1	XP_011157846.1
OG0005713	XP_004925102.1	XP_011169461.1
OG0005714	XP_012544183.1	XP_011155819.1
OG0005715	XP_012544577.1	XP_039311994.1, XP_039311995.1
OG0005716	XP_004927343.1, XP_037876021.1	XP_039303678.1
OG0005717	XP_004923753.2	XP_011167482.1
OG0005718	XP_012551393.2	XP_011172071.2
OG0005719	XP_037877050.1	XP_011163955.3
OG0005720	NP_001040501.1, XP_004930219.1	XP_011170762.1
OG0005721	XP_004924705.1	XP_011164852.1
OG0005722	XP_004927187.2	XP_025996040.1
OG0005723	NP_001275941.1, XP_012545491.1	XP_025989660.1
OG0005724	NP_001040226.1	XP_011170506.1
OG0005725	XP_037874923.1	XP_011160800.2
OG0005726	XP_037876555.1	XP_039304431.1
OG0005727	XP_037873984.1	XP_025987181.1
OG0005728	XP_004931289.1	XP_025996948.1
OG0005729	XP_004927955.1	XP_011156343.1
OG0005730	XP_004928844.3	XP_011175760.2
OG0005731	XP_037871394.1, XP_037871389.1	XP_025986825.1
OG0005732	XP_004933014.1	XP_011174414.1
OG0005733	XP_004928279.2	XP_011175940.1
OG0005734	XP_037867334.1	XP_025994342.2
OG0005736	XP_004931619.3	XP_039305911.1
OG0005737	XP_012550791.2	XP_039303023.1
OG0005738	XP_012551509.2	XP_011155635.1
OG0005740	XP_037873851.1	XP_039304924.1, XP_011176159.1
OG0005741	XP_004926291.2	XP_011168334.2
OG0005742	XP_037871906.1	XP_011158300.1
OG0005743	XP_021204711.1	XP_025991520.1
OG0005744	XP_004932124.1	XP_025987408.2, XP_025987407.2
OG0005745	XP_004928906.1	XP_011158743.1
OG0005746	NP_001162054.2	XP_011172210.1
OG0005747	XP_037876132.1	XP_011168924.1
OG0005749	XP_037868455.1	XP_011157568.1
OG0005750	XP_021204372.1	XP_011163830.1
OG0005751	XP_021206856.1	XP_011161823.1, XP_039303229.1
OG0005752	XP_037866621.1	XP_011157672.2
OG0005754	XP_004932914.1, XP_004932915.1	XP_011171530.1
OG0005756	XP_021203323.1, XP_012545356.2	XP_011166493.1
OG0005759	XP_037866617.1	XP_011165723.1
OG0005760	XP_004923366.1	XP_011172286.1, XP_011172287.1
OG0005761	XP_021207619.1	XP_011168088.1
OG0005762	NP_001191410.1, XP_021204051.1	XP_011165293.1
OG0005763	XP_004932911.2	XP_025992515.1
OG0005764	XP_037870471.1	XP_011173075.1
OG0005765	XP_004923009.1, XP_004923011.1	XP_011171035.1
OG0005766	XP_037874355.1, XP_037874353.1	XP_011167416.1
OG0005767	XP_037876232.1	XP_039313396.1, XP_039313397.1
OG0005769	XP_037866532.1	XP_011171466.1
OG0005770	XP_004930218.1	XP_025994720.2
OG0005771	XP_004926347.1	XP_011155569.1
OG0005772	XP_004929213.2	XP_039314079.1
OG0005773	XP_004923979.1	XP_039308348.1, XP_025993505.1
OG0005774	XP_012548256.2	XP_011176286.1
OG0005775	XP_012546324.1, NP_001243910.1	XP_011168861.1
OG0005776	XP_037871571.1, XP_037871572.1	XP_011159373.1
OG0005777	XP_037877709.1	XP_039311677.1, XP_039311683.1
OG0005778	XP_004933007.1	XP_011164704.1
OG0005779	XP_012548899.2	XP_039309741.1
OG0005780	XP_037869113.1, XP_004924878.2	XP_011171350.3
OG0005781	XP_004930988.1	XP_011168960.1
OG0005782	NP_001266293.1	XP_011162440.1
OG0005783	XP_004925130.1	XP_011165747.1
OG0005785	XP_012551889.1	XP_011157268.1, XP_011157269.1, XP_025992120.1
OG0005787	NP_001095933.1	XP_011168421.1
OG0005788	XP_012548305.1, NP_001040215.1	XP_011156679.2, XP_025993841.2
OG0005789	XP_037874791.1	XP_011162059.1
OG0005790	XP_037870712.1, XP_037870713.1	XP_025988049.2
OG0005791	NP_001182633.1	XP_025994879.2
OG0005792	XP_021202672.2	XP_039306936.1
OG0005793	XP_004928513.1	XP_011176237.1
OG0005794	XP_037873131.1	XP_025987940.2
OG0005795	XP_037873763.1	XP_011172110.1
OG0005796	XP_004928961.2	XP_011172128.1
OG0005797	NP_001165389.1, NP_001104822.1, XP_021203197.2, XP_004927161.1	XP_025994943.1
OG0005798	XP_021206238.1	XP_011169620.1
OG0005799	XP_004923944.1	XP_011156311.1
OG0005800	XP_012548509.1	XP_011170787.1
OG0005801	XP_004922820.1	XP_011165079.1
OG0005804	XP_037867393.1	XP_011172889.1
OG0005805	XP_037872278.1, XP_004930113.1	XP_011163776.2
OG0005806	XP_021208328.1, XP_021208324.1	XP_025986073.1
OG0005807	XP_037871024.1	XP_011170521.2
OG0005808	XP_037871573.1	XP_011159961.1
OG0005809	XP_021204878.2, XP_021204877.2	XP_025985900.1
OG0005811	NP_001037482.1	XP_011173086.3
OG0005813	XP_004930974.1	XP_011172252.1
OG0005814	XP_037875230.1, XP_037875231.1	XP_011172066.1
OG0005815	XP_037877160.1, XP_037877163.1	XP_025997256.2
OG0005817	XP_037868161.1	XP_011162295.1
OG0005818	XP_037869465.1	XP_011171992.1, XP_011171991.1
OG0005819	XP_037877279.1, XP_037876939.1	XP_011157942.1
OG0005820	XP_004922647.1, XP_012551815.1, XP_037871267.1	XP_039302540.1
OG0005822	XP_004927245.1	XP_011164295.1
OG0005824	XP_037873274.1	XP_039309997.1, XP_039309998.1
OG0005826	XP_004922907.1	XP_039308562.1, XP_011156567.2
OG0005827	XP_021203128.1	XP_011174194.1
OG0005831	XP_037866630.1	XP_039313029.1
OG0005835	XP_037876912.1, XP_037866554.1	XP_011175624.1, XP_011175623.1
OG0005838	XP_037875692.1, XP_021206294.2, XP_037867701.1, XP_037867698.1, XP_037875687.1	XP_039311308.1, XP_039303786.1, XP_039313449.1, XP_039309325.1, XP_039304727.1, XP_039306569.1, XP_039303911.1, XP_039313958.1, XP_039312024.1, XP_039304222.1, XP_025996818.2, XP_025993485.1, XP_025995454.2, XP_025997501.2, XP_039314685.1
OG0005845	XP_021202175.1	XP_011169158.1
OG0005846	NP_001040534.1	XP_011164772.1
OG0005847	XP_004924510.1, NP_001093279.1	XP_011156506.1
OG0005848	XP_037875046.1	XP_025988775.1
OG0005849	NP_001040526.1	XP_011155824.1
OG0005850	NP_001093278.1	XP_011155825.1
OG0005851	NP_001037150.1	XP_039303677.1
OG0005852	NP_001037209.1	XP_011175108.1
OG0005853	NP_001037267.1	NP_001291518.1
OG0005854	XP_004929459.1	XP_025991113.1
OG0005855	XP_037877660.1, NP_001037269.1	XP_011161242.1
OG0005856	NP_001040448.1	XP_039312326.1
OG0005857	NP_001037231.1	XP_011159537.1
OG0005858	NP_001037520.1	XP_011170968.1
OG0005859	NP_001040337.1	XP_011175557.2
OG0005860	NP_001037247.1	XP_011163999.1
OG0005861	XP_004929274.1	XP_025987197.1
OG0005862	XP_012546903.1, NP_001243947.1	XP_039304512.1
OG0005863	NP_001157384.1, XP_012547721.1	XP_039310803.1
OG0005864	XP_012545314.1	XP_011175527.1
OG0005865	XP_004924163.1	XP_011161612.1
OG0005866	XP_004933262.1	XP_011175129.1
OG0005867	XP_004925667.2	XP_011169593.1
OG0005868	NP_001036940.1	XP_011156336.1
OG0005869	XP_012544927.2	XP_025993578.1
OG0005870	XP_012550682.1	XP_011169386.1
OG0005871	XP_004931988.1	XP_011161520.1
OG0005872	NP_001091753.1	XP_011157441.1
OG0005873	NP_001040438.1	XP_011165066.1
OG0005874	XP_004931801.1	XP_011167601.1
OG0005875	NP_001040261.1	XP_011165551.1
OG0005876	XP_004930705.1	XP_025993880.1
OG0005877	XP_004931441.1, XP_012550496.2	XP_011167729.2
OG0005878	NP_001040270.1	XP_025992829.1
OG0005879	NP_001093285.1	XP_011176377.1
OG0005880	XP_004930782.1	XP_011162086.1
OG0005881	NP_001093286.1	XP_011164371.1
OG0005882	NP_001091763.1	XP_011163172.1
OG0005883	XP_004927123.1	XP_011167740.1
OG0005884	XP_004930993.1	XP_011173074.1
OG0005885	XP_021204395.1	XP_025988915.2
OG0005886	XP_004927079.1	XP_011165227.1
OG0005887	NP_001040170.1	XP_011160729.1
OG0005888	XP_012551317.1, NP_001040236.1	XP_011170133.1
OG0005889	NP_001037147.1	XP_011175582.1
OG0005890	XP_004931901.1	XP_011161081.1
OG0005891	XP_004922592.1	XP_011164372.1
OG0005892	NP_001037215.1	XP_011167437.2
OG0005893	NP_001040373.1, NP_001040162.1	XP_025996214.1
OG0005894	XP_004923890.1	XP_011166362.1
OG0005895	XP_004929165.1	XP_011160841.1
OG0005896	NP_001040476.1	NP_001291528.1
OG0005897	NP_001040427.1	XP_011161627.1
OG0005898	XP_021202549.2	XP_011157138.1
OG0005899	XP_004931280.1	XP_011175114.1
OG0005900	XP_012547935.1, XP_021205155.1	XP_011166184.1
OG0005901	XP_004926440.1	XP_011159498.2
OG0005902	NP_001037642.1	XP_011163131.2
OG0005903	NP_001040459.1	XP_011167410.1
OG0005904	NP_001040463.1	XP_011165549.1
OG0005905	NP_001040278.1	XP_011176026.1
OG0005906	XP_004922416.1	XP_011169865.1
OG0005907	NP_001037578.1	XP_011157844.1
OG0005908	XP_004926929.1	XP_011158600.1
OG0005909	NP_001037138.1	XP_011156456.1
OG0005910	XP_021202191.1	XP_011167826.1
OG0005911	NP_001040510.1	XP_011170015.1
OG0005912	XP_012550382.1, NP_001091796.1	XP_011166257.1
OG0005913	XP_004931309.1	XP_011173604.1
OG0005914	XP_012544881.2	XP_011160265.1
OG0005916	XP_004927833.1	XP_025988306.1
OG0005917	XP_004928888.1	XP_011156363.1
OG0005918	NP_001040325.1	XP_011168251.1
OG0005919	XP_004931468.1	XP_025994718.1
OG0005920	NP_001106708.1	XP_011171193.1
OG0005921	NP_001040265.1	XP_011168607.1
OG0005922	XP_004922426.3	XP_011156449.1
OG0005923	XP_004925129.2	XP_011175920.1
OG0005924	XP_004932835.2	XP_011168767.1
OG0005925	XP_004928267.1	XP_039303796.1
OG0005926	XP_004929435.1	XP_025992920.1
OG0005927	XP_004928693.1	XP_011170092.1
OG0005928	XP_004933051.2	XP_025993462.1
OG0005929	XP_004931616.1	XP_011170426.1
OG0005930	XP_004925539.1	XP_011156101.1
OG0005931	XP_037871107.1	XP_011166307.1
OG0005932	NP_001040361.1	XP_011170103.1
OG0005933	XP_004924239.1	XP_011176383.1
OG0005934	XP_004931812.1	XP_011157438.1
OG0005935	NP_001040529.1	XP_011162212.2
OG0005937	XP_004926126.1	XP_011170130.1
OG0005938	XP_004927022.1	XP_011165370.1
OG0005939	XP_004924436.1	XP_011160925.1
OG0005940	NP_001040235.1	XP_011171586.1
OG0005941	NP_001040116.1	XP_011167456.1
OG0005942	NP_001040492.1	XP_011165124.1
OG0005943	XP_021204052.1	XP_011155870.1
OG0005944	XP_004933023.1	XP_011175830.1
OG0005945	XP_004930423.1	XP_039308765.1
OG0005946	XP_004932633.1	XP_011158029.1
OG0005947	XP_012550051.1	XP_011172389.1
OG0005948	NP_001037616.1, XP_012548760.2	XP_011163942.1
OG0005949	XP_012551005.1	XP_025994843.1
OG0005950	XP_004923471.1	XP_025988600.2
OG0005951	XP_004924604.2	XP_011160526.1
OG0005952	XP_037874095.1	XP_011165625.1
OG0005954	XP_004923387.1	XP_011162210.2, XP_039301719.1
OG0005955	XP_021204243.2, XP_004927084.2, XP_037876375.1, XP_004927087.1	XP_011172129.1
OG0005956	NP_001040202.1	XP_011161239.1
OG0005958	XP_004923115.1	XP_011171191.1
OG0005959	NP_001036986.1	XP_011171047.1
OG0005960	XP_037877661.1, NP_001040106.1	XP_011172884.1
OG0005961	XP_004930979.1	XP_011162329.1
OG0005962	XP_037868918.1	XP_025987702.2
OG0005963	NP_001037664.1	XP_011171970.1
OG0005964	XP_037867348.1	XP_011173645.1
OG0005965	XP_037874721.1	XP_011175539.2
OG0005966	XP_004927953.1	XP_011175205.1
OG0005967	XP_037869950.1	XP_011167055.1
OG0005968	XP_004932938.1	XP_011172489.1
OG0005969	NP_001091743.1	XP_011167270.2
OG0005970	XP_004927445.1	XP_011175566.2
OG0005972	XP_004923063.1	XP_011156296.2
OG0005973	XP_004922925.1	XP_011155948.1
OG0005974	XP_004930444.1	XP_025995937.1
OG0005975	XP_012553378.1, NP_001040258.1	XP_011172302.1
OG0005976	XP_004928667.1	XP_011157754.1
OG0005977	XP_004926037.1, XP_037874001.1	XP_011166849.1
OG0005978	XP_004931608.1	XP_011163169.1
OG0005979	NP_001040173.1	XP_011168312.1
OG0005980	XP_021205726.2	XP_011176265.1
OG0005981	NP_001041703.1	NP_001291517.1
OG0005982	XP_004932544.1	XP_011173221.1
OG0005983	NP_001040523.1	XP_011164374.1
OG0005984	XP_004925210.1	XP_039311666.1
OG0005985	XP_004929263.1	XP_011156583.1
OG0005986	XP_004926045.1	XP_011165697.1
OG0005987	XP_004924156.1	XP_011156161.1
OG0005988	NP_001040535.1	XP_011176017.2
OG0005989	XP_004932388.1	XP_011163611.2
OG0005990	XP_004927759.1	XP_011157796.1
OG0005991	XP_021203329.2	XP_011164749.1
OG0005992	XP_004927747.1	XP_039313602.1
OG0005993	NP_001040442.1	XP_039313675.1
OG0005994	NP_001040386.1	XP_011158118.1
OG0005995	XP_037870852.1	XP_011163816.1
OG0005996	XP_004924802.1	XP_011164836.1, XP_011164837.1
OG0005997	XP_004922245.1	XP_011172775.1
OG0005998	XP_004933567.1	XP_011156055.1
OG0005999	NP_001138800.1, XP_012547716.1	XP_011158306.1
OG0006000	NP_001091811.1	XP_011159110.1
OG0006001	XP_004926557.1	XP_011165352.1
OG0006002	XP_004929273.2	XP_011164427.1
OG0006003	XP_004928722.1	XP_011164893.1
OG0006004	XP_004921847.1	XP_025996365.1
OG0006005	XP_004922007.1	XP_039307047.1
OG0006006	XP_012552770.1, NP_001091769.1	XP_011171030.1
OG0006007	XP_012549644.2	XP_011173480.1
OG0006008	XP_037874882.1	XP_011161272.1
OG0006010	XP_021202677.1	XP_011160408.2
OG0006011	XP_037866631.1, XP_004929152.2	XP_011167393.1
OG0006012	XP_012548841.2	XP_025987893.1
OG0006013	XP_004925975.1	XP_011167084.2
OG0006014	XP_004931499.2	XP_011156588.1
OG0006015	XP_004927272.2	XP_011155583.1
OG0006016	XP_037867998.1	XP_011170713.2
OG0006017	XP_037867898.1	XP_011169442.1
OG0006018	XP_021203070.2	XP_039303549.1
OG0006019	XP_037871809.1	XP_011157387.1
OG0006020	XP_004922077.4	XP_011164328.1
OG0006021	XP_012551683.1	XP_011164651.2
OG0006022	XP_021203461.1, NP_001040137.1	XP_011171146.2
OG0006023	XP_004924093.1	XP_025988659.1
OG0006024	XP_012545923.1	XP_011161165.1
OG0006025	XP_012552810.2	XP_011176245.1
OG0006026	XP_037872614.1	XP_039305923.1, XP_011161349.2
OG0006027	XP_004925181.2	XP_011172718.1
OG0006028	XP_037875643.1	XP_025988921.1
OG0006029	XP_037872194.1	XP_025986040.1
OG0006030	XP_012547930.2	XP_011164189.1
OG0006031	XP_012548996.1	XP_039306472.1
OG0006032	XP_004922016.1	XP_011167068.1, XP_039312293.1
OG0006033	XP_037869765.1	XP_025991735.1
OG0006034	XP_004932811.2	XP_011168405.1
OG0006035	XP_004921996.2	XP_011173229.2
OG0006036	XP_012550261.1	XP_011165774.1
OG0006037	NP_001037678.1	XP_039310711.1
OG0006038	XP_012544940.2	XP_025988113.1
OG0006039	XP_021203091.1	XP_011165632.2
OG0006040	XP_004923163.2	XP_011155826.1
OG0006042	XP_037866902.1	XP_011160627.1
OG0006043	XP_037875260.1	XP_011169055.1
OG0006044	XP_021207466.1	XP_025986878.1
OG0006045	XP_004923360.1	XP_039309184.1
OG0006046	XP_012546828.1	XP_011170095.1
OG0006047	XP_037867906.1	XP_025993790.1
OG0006048	XP_004932952.1	XP_039308934.1
OG0006049	XP_037873904.1	XP_025993179.1, XP_039313301.1
OG0006050	XP_037874266.1	XP_039302714.1
OG0006051	XP_021209311.1	XP_039304691.1
OG0006052	XP_004930407.1	XP_011167349.2
OG0006053	XP_004925265.2	XP_025991723.1
OG0006054	XP_037869446.1	XP_011175556.1, XP_011175555.1
OG0006055	XP_004925775.1	XP_011165820.1
OG0006056	XP_012545704.3	XP_011166206.1
OG0006057	XP_037867169.1	XP_011162542.1
OG0006058	XP_037874460.1	XP_011159522.1
OG0006059	NP_001157371.1	XP_025995414.1
OG0006060	XP_004931664.1	XP_025994464.1
OG0006062	XP_037873839.1, XP_037873838.1	XP_025995240.1
OG0006063	XP_004928272.1	XP_011155313.2
OG0006064	XP_004922915.1	XP_011171793.1
OG0006065	XP_021207187.1, XP_021207195.1	XP_039313502.1
OG0006066	XP_004928248.2	XP_039308359.1
OG0006067	XP_004933463.1	XP_011166565.2
OG0006068	XP_004924994.1	XP_011160239.1
OG0006069	XP_037870641.1	XP_039307352.1
OG0006070	XP_004922631.1	XP_011163624.2
OG0006071	XP_004921947.1	XP_011168394.1
OG0006072	XP_004922465.1	XP_011174576.1, XP_011174582.1
OG0006073	XP_037870881.1	XP_011158768.1
OG0006074	XP_012543984.1	XP_011173522.1
OG0006075	XP_021202319.2	XP_011162976.1
OG0006076	XP_037873084.1	XP_011165784.1
OG0006077	XP_004928466.1	XP_011168067.1
OG0006078	XP_037874703.1	XP_039305505.1
OG0006079	NP_001040349.1	XP_011159252.1
OG0006080	XP_037876044.1, XP_021203773.1	XP_011168450.1
OG0006081	XP_004925773.1	XP_011158535.1
OG0006082	NP_001073348.1	XP_011159658.1
OG0006083	XP_037874640.1, NP_001037620.1	XP_011175858.1
OG0006084	NP_001189464.1	XP_039312004.1
OG0006085	NP_001040302.1, XP_037866754.1	XP_039305034.1
OG0006086	XP_004932228.1	XP_011176156.1
OG0006087	XP_004926807.1	XP_011165618.2
OG0006088	NP_001182135.1	XP_011173348.1
OG0006089	XP_004927283.1	XP_011160321.2
OG0006090	XP_004932252.1	XP_011165546.1
OG0006091	XP_004930767.1, XP_012549876.1	XP_039314075.1
OG0006092	XP_004932363.1, XP_021207689.1	XP_011171984.1
OG0006093	XP_037877104.1	XP_039310518.1, XP_025987410.1
OG0006094	XP_037866541.1	XP_011165722.1
OG0006095	XP_004933398.1	XP_011172304.1
OG0006096	XP_004925257.1	XP_011157882.2
OG0006097	XP_037869445.1	XP_011168533.1
OG0006098	XP_037875624.1	XP_011162569.1
OG0006099	XP_037872191.1	XP_011171158.1
OG0006100	XP_004923313.2	XP_011167844.1
OG0006101	XP_037870970.1	XP_039302178.1
OG0006102	XP_037869258.1	XP_025988242.1
OG0006103	XP_004921658.1	XP_011160229.1
OG0006104	NP_001037315.1	XP_011165718.1
OG0006105	XP_004923802.1	XP_011158920.1
OG0006106	NP_001040511.1	XP_011166635.2
OG0006107	XP_037875680.1	XP_011159533.1
OG0006108	XP_037868096.1	XP_011171147.1
OG0006110	XP_037866596.1	XP_011161804.1
OG0006111	XP_004927345.2, XP_037875806.1	XP_011169430.1
OG0006112	XP_004932338.1	XP_039309276.1
OG0006113	XP_004931326.1	XP_011156505.1
OG0006114	XP_004928884.1	XP_011173100.1
OG0006115	XP_004932649.1	XP_011170067.1
OG0006116	XP_004922481.2	XP_011163420.2
OG0006117	XP_037872359.1	XP_011158738.2
OG0006118	XP_037872841.1	XP_039312567.1
OG0006119	XP_004932563.3	XP_011170329.1
OG0006120	XP_004927042.1	XP_025996085.1
OG0006121	XP_004926949.2	XP_025992613.1
OG0006122	XP_021208081.1	XP_025994956.1, XP_039312000.1, XP_039309561.1
OG0006123	NP_001036917.1	XP_011159748.1
OG0006124	XP_004922460.1	XP_039310467.1, XP_011162739.1
OG0006125	XP_004922459.1	XP_011172397.1
OG0006126	XP_037874960.1, XP_004926452.2	XP_025994543.1
OG0006127	NP_001040544.1	XP_011163050.1
OG0006128	NP_001040288.1, XP_012553379.1	XP_025994037.1
OG0006129	XP_004927700.2, XP_012547083.2, XP_012547082.2, XP_037874771.1	XP_025994930.1, XP_025994929.1
OG0006130	XP_004926215.2	XP_011170376.1
OG0006131	XP_012544448.1	XP_011163779.1
OG0006134	XP_012549007.1	XP_025990523.1
OG0006135	XP_004929468.1	XP_011169729.1
OG0006136	XP_012547897.1	XP_039311458.1, XP_011163306.2
OG0006137	XP_004932890.1	XP_011160105.1
OG0006138	XP_004923904.3	XP_025986066.1
OG0006139	XP_037867704.1	XP_025995369.2
OG0006140	XP_004924786.1	XP_011155361.1
OG0006141	NP_001040109.1	XP_011166854.1
OG0006142	XP_037871823.1	XP_011163391.1
OG0006143	XP_004929164.2	XP_011172799.2
OG0006144	XP_021202546.2	XP_039308428.1
OG0006145	NP_001036843.1, XP_012551197.1	XP_011169165.1
OG0006146	XP_004922940.1	XP_039306170.1, XP_039306172.1, XP_039306171.1
OG0006147	XP_004928942.1	XP_011165817.2
OG0006149	XP_004927892.1	XP_011160313.2
OG0006150	XP_037875968.1	XP_011167709.1
OG0006151	XP_037870067.1	XP_039302010.1
OG0006152	XP_004923231.1	XP_011159142.1
OG0006153	XP_037875394.1	XP_011168149.1
OG0006154	NP_001243933.1	XP_011160716.1
OG0006155	XP_037874124.1	XP_011173363.2
OG0006156	XP_004931824.1	XP_011169176.2
OG0006157	XP_037872170.1	XP_039312301.1
OG0006158	NP_001037341.1	XP_011155413.1
OG0006161	XP_037875397.1	XP_025995314.1
OG0006162	XP_004929080.3	XP_011163387.1
OG0006163	NP_001239599.1, XP_012553079.1	XP_011173581.1
OG0006164	XP_004928644.1	XP_025988672.1
OG0006165	XP_004926292.2	XP_011168627.1
OG0006166	NP_001091807.1	XP_011172966.1
OG0006167	XP_037874743.1, XP_037874744.1	XP_011161981.1
OG0006168	NP_001040299.1	XP_011165085.2
OG0006169	XP_004928460.2	XP_011158460.1
OG0006170	XP_004930978.1	XP_011169535.1
OG0006171	NP_001040156.1	XP_011159897.1
OG0006172	XP_012552374.2	XP_011168632.1
OG0006173	XP_004926122.1	XP_011163965.1
OG0006174	XP_004933015.1	XP_011174406.1
OG0006175	XP_037876047.1	XP_011169280.1
OG0006176	XP_037869647.1	XP_039308546.1
OG0006177	XP_004922750.3	XP_025990678.2
OG0006178	NP_001296501.1, XP_004932289.2	XP_025992396.1
OG0006179	XP_004928872.1	XP_011158736.1
OG0006180	XP_012549692.2	XP_011157866.3
OG0006181	XP_012545160.1	XP_011166773.1
OG0006182	XP_004922739.1	XP_011171176.1
OG0006183	XP_004932657.2	XP_025990321.1, XP_025990320.1
OG0006184	XP_004928563.1, XP_037871582.1	XP_011173729.1
OG0006185	XP_037877353.1, XP_004926406.2	XP_039301726.1
OG0006186	XP_037869369.1	XP_011168634.1
OG0006187	XP_004932502.1	XP_011156894.1
OG0006188	XP_004921953.1	XP_011170332.1
OG0006189	XP_004922117.1	XP_011172988.3
OG0006191	NP_001091833.1	XP_039306002.1
OG0006192	XP_012544552.1	XP_011157681.2
OG0006193	NP_001040375.1	XP_025987430.1
OG0006194	XP_037868465.1	XP_039306154.1
OG0006195	XP_004922191.2	XP_011162609.1
OG0006196	NP_001040107.1	XP_011156248.1
OG0006197	XP_004923679.2	XP_011176162.1
OG0006199	XP_004931003.2	XP_011167221.1
OG0006200	XP_004925740.1	XP_011159705.1
OG0006201	XP_037867445.1	XP_011173131.1
OG0006202	XP_012550985.1	XP_011169448.1
OG0006203	XP_004927739.1	XP_011163135.1
OG0006204	XP_004923217.1	XP_039310697.1
OG0006205	XP_012550604.1	XP_025988237.1
OG0006206	XP_037866500.1	XP_025991531.1
OG0006207	XP_021203286.2	XP_011161116.1
OG0006208	XP_037869662.1	XP_039314105.1
OG0006209	XP_037866560.1	XP_011167993.1, XP_011167994.1
OG0006210	XP_004925217.2	XP_011158107.1
OG0006211	XP_037873951.1	XP_039305916.1
OG0006212	XP_004929287.1	XP_011162403.1
OG0006213	XP_004924277.1	XP_039306550.1
OG0006214	XP_004923263.2	XP_011162722.1, XP_025987344.1, XP_011162725.1, XP_011162724.1
OG0006215	XP_004923974.1	XP_011155339.1
OG0006216	NP_001037211.1	XP_039311010.1
OG0006217	XP_037871553.1, NP_001040483.1	XP_011157550.2
OG0006218	NP_001037600.1	XP_025997518.1, XP_039308569.1
OG0006219	XP_004923401.1	XP_011157843.1
OG0006220	XP_012552973.1	XP_025996575.1, XP_011170593.1
OG0006221	XP_037874306.1	XP_011176277.1
OG0006222	XP_037877286.1	XP_039306047.1
OG0006223	XP_004923117.1	XP_025994515.1
OG0006224	NP_001166702.1	XP_011163148.1
OG0006225	XP_004925108.2	XP_025991393.1
OG0006226	XP_004932567.1	XP_039313658.1
OG0006228	NP_001296552.1	XP_011160594.1
OG0006229	XP_021207412.2	XP_011168759.2
OG0006230	XP_004931573.1	XP_011161223.1
OG0006231	XP_004930077.1	XP_025988225.1
OG0006232	XP_004926885.1	XP_025994187.1
OG0006233	XP_004930564.1	XP_025987942.1
OG0006234	XP_021204837.1	XP_039313101.1
OG0006236	XP_004924877.1	XP_011156197.2
OG0006237	XP_021209262.1	XP_011155472.1
OG0006238	XP_004922640.1	XP_011160699.1
OG0006239	XP_004929640.1, XP_012548825.1	XP_011158422.1, XP_011158423.1
OG0006241	XP_012548985.2	XP_011166394.1
OG0006242	XP_037872389.1	XP_011165005.1
OG0006243	NP_001040117.1	XP_011156649.1
OG0006244	XP_004925158.1	XP_011167567.1
OG0006245	XP_004923953.1	XP_039306409.1
OG0006246	NP_001040405.1, XP_037877365.1	XP_011174382.1
OG0006247	NP_001161185.1	XP_039303232.1
OG0006248	XP_004924020.1	XP_011173687.1
OG0006249	XP_004921861.1	XP_011166123.1
OG0006250	XP_004931488.1	XP_011176009.1
