Orthogroup	Bombyx_mori	Acyrthosiphon_pisum
OG0006005	XP_004922007.1	NP_001313593.1
OG0006006	XP_012552770.1, NP_001091769.1	XP_001942534.1
OG0006007	XP_012549644.2	XP_001942573.2
OG0006008	XP_037874882.1	XP_001942592.2
OG0006010	XP_021202677.1	XP_001942728.1
OG0006011	XP_037866631.1, XP_004929152.2	XP_001942737.1
OG0006012	XP_012548841.2	XP_001942745.1
OG0006013	XP_004925975.1	XP_001942746.2
OG0006014	XP_004931499.2	XP_003245638.1, XP_001942748.2
OG0006015	XP_004927272.2	XP_001942780.2
OG0006016	XP_037867998.1	XP_001942818.2
OG0006017	XP_037867898.1	XP_001942820.2
OG0006018	XP_021203070.2	XP_001942832.2
OG0006019	XP_037871809.1	XP_001942851.3, XP_029345849.1
OG0006020	XP_004922077.4	XP_001942885.1
OG0006021	XP_012551683.1	XP_001942890.2
OG0006022	XP_021203461.1, NP_001040137.1	XP_001942914.1
OG0006023	XP_004924093.1	XP_001942922.1, XP_008182860.1
OG0006024	XP_012545923.1	XP_001942930.2
OG0006025	XP_012552810.2	XP_001942943.2
OG0006026	XP_037872614.1	XP_001942955.2
OG0006027	XP_004925181.2	XP_001942957.2
OG0006028	XP_037875643.1	XP_001942969.2
OG0006029	XP_037872194.1	XP_001943012.2
OG0006030	XP_012547930.2	XP_001943013.2
OG0006031	XP_012548996.1	XP_001943017.2
OG0006032	XP_004922016.1	XP_001943051.1
OG0006033	XP_037869765.1	XP_001943111.1
OG0006034	XP_004932811.2	XP_001943122.1
OG0006035	XP_004921996.2	XP_001943152.1, XP_003248516.1
OG0006036	XP_012550261.1	XP_001943219.2
OG0006037	NP_001037678.1	XP_001943223.1
OG0006038	XP_012544940.2	XP_001943231.1
OG0006039	XP_021203091.1	XP_001943272.1
OG0006040	XP_004923163.2	XP_001943293.1
OG0006042	XP_037866902.1	XP_001943338.2
OG0006043	XP_037875260.1	XP_001943365.2
OG0006044	XP_021207466.1	XP_001943401.2
OG0006045	XP_004923360.1	XP_001943407.1, XP_008185132.1
OG0006046	XP_012546828.1	XP_003243863.1, XP_001943453.2
OG0006047	XP_037867906.1	XP_001943489.1
OG0006048	XP_004932952.1	XP_001943558.3
OG0006049	XP_037873904.1	XP_001943651.2
OG0006050	XP_037874266.1	XP_001943653.1
OG0006051	XP_021209311.1	XP_001946500.2, XP_001943674.1
OG0006052	XP_004930407.1	XP_001943727.1
OG0006053	XP_004925265.2	XP_001943731.2
OG0006054	XP_037869446.1	XP_001943765.1
OG0006055	XP_004925775.1	XP_001943831.2
OG0006056	XP_012545704.3	XP_001943840.2
OG0006057	XP_037867169.1	XP_001943846.2, XP_003248904.2
OG0006058	XP_037874460.1	XP_001943886.1
OG0006059	NP_001157371.1	XP_001943895.2
OG0006060	XP_004931664.1	XP_001943933.2
OG0006062	XP_037873839.1, XP_037873838.1	XP_001943983.1
OG0006063	XP_004928272.1	XP_001944025.1
OG0006064	XP_004922915.1	XP_001944044.1
OG0006065	XP_021207187.1, XP_021207195.1	XP_001944107.2
OG0006066	XP_004928248.2	XP_001944113.1
OG0006067	XP_004933463.1	XP_001944116.1
OG0006068	XP_004924994.1	XP_008179861.1, XP_016657351.1, XP_001944237.1
OG0006069	XP_037870641.1	XP_001944272.2, XP_003247238.1
OG0006070	XP_004922631.1	XP_001944291.2
OG0006071	XP_004921947.1	XP_001944307.2
OG0006072	XP_004922465.1	XP_001944318.1
OG0006073	XP_037870881.1	XP_001944319.2
OG0006074	XP_012543984.1	XP_008189617.1, XP_001944385.1
OG0006075	XP_021202319.2	XP_001944489.1
OG0006076	XP_037873084.1	XP_016657449.1, XP_001944509.2
OG0006077	XP_004928466.1	XP_001944540.1
OG0006078	XP_037874703.1	XP_001944546.2
OG0006079	NP_001040349.1	XP_001944560.1, XP_029344372.1
OG0006080	XP_037876044.1, XP_021203773.1	XP_001944611.1
OG0006081	XP_004925773.1	XP_001944615.3
OG0006082	NP_001073348.1	XP_001944638.1, XP_001946818.1
OG0006083	XP_037874640.1, NP_001037620.1	XP_001944695.1
OG0006084	NP_001189464.1	XP_001944722.2
OG0006085	NP_001040302.1, XP_037866754.1	XP_001944743.2
OG0006086	XP_004932228.1	XP_001944795.1
OG0006087	XP_004926807.1	XP_001944891.1
OG0006088	NP_001182135.1	XP_001944944.1
OG0006089	XP_004927283.1	XP_001944971.1, XP_016658301.1
OG0006090	XP_004932252.1	XP_001944973.1
OG0006091	XP_004930767.1, XP_012549876.1	XP_001944977.1
OG0006092	XP_004932363.1, XP_021207689.1	XP_001944986.2
OG0006093	XP_037877104.1	XP_001945086.1
OG0006094	XP_037866541.1	XP_001945091.2, XP_008183120.1
OG0006095	XP_004933398.1	XP_001945092.1
OG0006096	XP_004925257.1	XP_001945125.2
OG0006097	XP_037869445.1	XP_001945177.2
OG0006098	XP_037875624.1	XP_001945184.2
OG0006099	XP_037872191.1	XP_016660591.1, XP_001945193.2
OG0006100	XP_004923313.2	XP_001945247.1
OG0006101	XP_037870970.1	XP_001945259.1
OG0006102	XP_037869258.1	XP_001945260.2
OG0006103	XP_004921658.1	XP_001945286.2
OG0006104	NP_001037315.1	XP_001945295.1
OG0006105	XP_004923802.1	XP_001945306.2
OG0006106	NP_001040511.1	XP_001945316.1
OG0006107	XP_037875680.1	XP_001945391.2
OG0006108	XP_037868096.1	XP_001945415.1
OG0006109	XP_004929283.2	XP_001945418.2
OG0006110	XP_037866596.1	XP_001945450.1, XP_003248783.2
OG0006111	XP_004927345.2, XP_037875806.1	XP_001945496.2
OG0006112	XP_004932338.1	XP_001945531.2
OG0006113	XP_004931326.1	XP_001945591.2
OG0006114	XP_004928884.1	XP_001945602.1
OG0006115	XP_004932649.1	XP_001945617.1
OG0006116	XP_004922481.2	XP_001945628.2
OG0006117	XP_037872359.1	XP_001945631.2
OG0006118	XP_037872841.1	XP_001945645.2
OG0006119	XP_004932563.3	XP_029346628.1, XP_001945655.1
OG0006120	XP_004927042.1	XP_001945659.2
OG0006121	XP_004926949.2	XP_001945688.2
OG0006122	XP_021208081.1	XP_001945753.2, XP_001948811.1
OG0006123	NP_001036917.1	XP_001945771.1
OG0006124	XP_004922460.1	XP_001945803.2
OG0006125	XP_004922459.1	XP_001945873.1
OG0006126	XP_037874960.1, XP_004926452.2	XP_001945885.1
OG0006127	NP_001040544.1	XP_001945887.2
OG0006128	NP_001040288.1, XP_012553379.1	XP_008181998.1, XP_001945913.1
OG0006129	XP_004927700.2, XP_012547083.2, XP_012547082.2, XP_037874771.1	XP_001945932.2, XP_016661485.1
OG0006130	XP_004926215.2	XP_001945945.1
OG0006131	XP_012544448.1	XP_001945995.1
OG0006134	XP_012549007.1	XP_001946016.2
OG0006135	XP_004929468.1	XP_001951702.2, XP_001946049.2
OG0006136	XP_012547897.1	XP_001946064.2
OG0006137	XP_004932890.1	XP_001946086.1
OG0006138	XP_004923904.3	XP_001946120.3, XP_008182784.3
OG0006139	XP_037867704.1	XP_001946136.1
OG0006140	XP_004924786.1	XP_001946141.1
OG0006141	NP_001040109.1	XP_001948721.1, XP_001946187.1
OG0006142	XP_037871823.1	XP_001946196.1
OG0006143	XP_004929164.2	XP_001946235.2
OG0006144	XP_021202546.2	XP_016661387.1, XP_001946260.2
OG0006145	NP_001036843.1, XP_012551197.1	XP_001946335.1
OG0006146	XP_004922940.1	XP_001946386.2
OG0006147	XP_004928942.1	XP_001946510.1
OG0006148	XP_004924119.1	XP_029345817.1, XP_029343206.1, XP_001946566.2, XP_008185323.2, XP_029344245.1, XP_016661766.1, XP_029344244.1, XP_029344243.1, XP_029344241.1, XP_029344240.1, XP_029344239.1, XP_001949970.2, XP_016661604.1
OG0006149	XP_004927892.1	XP_001946641.1
OG0006150	XP_037875968.1	XP_001946664.2
OG0006151	XP_037870067.1	XP_001946721.2
OG0006152	XP_004923231.1	XP_001946751.1
OG0006153	XP_037875394.1	XP_001946781.1
OG0006154	NP_001243933.1	XP_001946824.2
OG0006155	XP_037874124.1	XP_008181592.1, XP_029341658.1, XP_001946855.2
OG0006156	XP_004931824.1	XP_001946877.1
OG0006157	XP_037872170.1	XP_001946888.1
OG0006158	NP_001037341.1	XP_001946891.2
OG0006161	XP_037875397.1	XP_001946946.1, XP_001947929.1
OG0006162	XP_004929080.3	XP_016659324.1, XP_001946989.2
OG0006163	NP_001239599.1, XP_012553079.1	XP_001946995.1
OG0006164	XP_004928644.1	XP_016660452.1, XP_001947006.2
OG0006165	XP_004926292.2	XP_001947011.2
OG0006166	NP_001091807.1	XP_001947029.1
OG0006167	XP_037874743.1, XP_037874744.1	XP_001947067.2
OG0006168	NP_001040299.1	XP_001947113.1
OG0006169	XP_004928460.2	XP_003245500.1, XP_001947124.2
OG0006170	XP_004930978.1	XP_001947127.1
OG0006171	NP_001040156.1	XP_001947142.1
OG0006172	XP_012552374.2	XP_001947201.2
OG0006173	XP_004926122.1	XP_001947233.2
OG0006174	XP_004933015.1	XP_001947263.4
OG0006175	XP_037876047.1	XP_001947291.1
OG0006176	XP_037869647.1	XP_001947303.2, XP_008183197.1
OG0006177	XP_004922750.3	XP_016659891.1, XP_001947314.2
OG0006178	NP_001296501.1, XP_004932289.2	XP_001947330.2
OG0006179	XP_004928872.1	XP_001947367.2
OG0006180	XP_012549692.2	XP_001947406.2
OG0006181	XP_012545160.1	XP_008179930.1, XP_001947431.2
OG0006182	XP_004922739.1	XP_001947448.1
OG0006183	XP_004932657.2	XP_001947449.1
OG0006184	XP_004928563.1, XP_037871582.1	XP_001947458.1
OG0006185	XP_037877353.1, XP_004926406.2	XP_001947527.1
OG0006186	XP_037869369.1	XP_001947613.1, XP_008182530.1
OG0006187	XP_004932502.1	XP_001947621.1
OG0006188	XP_004921953.1	XP_001947663.2
OG0006189	XP_004922117.1	XP_001947685.1
OG0006190	NP_001124376.2, XP_012551722.1	XP_008183961.1, XP_001947737.1, XP_003248753.3
OG0006191	NP_001091833.1	XP_001947742.1
OG0006192	XP_012544552.1	XP_001947849.1
OG0006193	NP_001040375.1	XP_001947942.2
OG0006194	XP_037868465.1	XP_001948002.2
OG0006195	XP_004922191.2	XP_001948073.1
OG0006196	NP_001040107.1	XP_001948080.1
OG0006197	XP_004923679.2	XP_001948129.1
OG0006199	XP_004931003.2	XP_001948180.1
OG0006200	XP_004925740.1	XP_001948203.1
OG0006201	XP_037867445.1	XP_001948245.2
OG0006202	XP_012550985.1	XP_001948281.1
OG0006203	XP_004927739.1	XP_001948296.1
OG0006204	XP_004923217.1	XP_001948330.1
OG0006205	XP_012550604.1	XP_001948334.1
OG0006206	XP_037866500.1	XP_001948347.4, XP_029341439.1
OG0006207	XP_021203286.2	XP_001948376.1
OG0006208	XP_037869662.1	XP_001948390.2
OG0006209	XP_037866560.1	XP_001948392.1
OG0006210	XP_004925217.2	XP_029347879.1, XP_001948404.3
OG0006211	XP_037873951.1	XP_001948412.2
OG0006212	XP_004929287.1	XP_029341163.1, XP_001948436.1
OG0006213	XP_004924277.1	XP_001948459.1
OG0006214	XP_004923263.2	XP_001948484.2
OG0006215	XP_004923974.1	XP_001948503.1
OG0006216	NP_001037211.1	XP_001948537.1
OG0006217	XP_037871553.1, NP_001040483.1	XP_001948634.1
OG0006218	NP_001037600.1	XP_001948686.1
OG0006219	XP_004923401.1	XP_001948697.1
OG0006220	XP_012552973.1	XP_001948759.1
OG0006221	XP_037874306.1	XP_001948771.2
OG0006222	XP_037877286.1	XP_001948776.2
OG0006223	XP_004923117.1	XP_001948833.3
OG0006224	NP_001166702.1	XP_001948884.1
OG0006225	XP_004925108.2	XP_001948962.1
OG0006226	XP_004932567.1	XP_001948971.2
OG0006228	NP_001296552.1	XP_001949024.1
OG0006229	XP_021207412.2	XP_001949027.1
OG0006230	XP_004931573.1	XP_001949038.1
OG0006231	XP_004930077.1	XP_001949040.2
OG0006232	XP_004926885.1	XP_001949082.2
OG0006233	XP_004930564.1	XP_001949083.2
OG0006234	XP_021204837.1	XP_001949102.3
OG0006235	XP_037874715.1	XP_001949129.2, XP_029342198.1
OG0006236	XP_004924877.1	XP_001949187.1
OG0006237	XP_021209262.1	XP_001949199.2
OG0006238	XP_004922640.1	XP_001949207.2
OG0006239	XP_004929640.1, XP_012548825.1	XP_001949209.1
OG0006241	XP_012548985.2	XP_001949235.1, XP_003248530.3
OG0006242	XP_037872389.1	XP_001949236.2
OG0006243	NP_001040117.1	XP_001949241.1
OG0006244	XP_004925158.1	XP_001949265.2
OG0006245	XP_004923953.1	XP_001949377.2
OG0006246	NP_001040405.1, XP_037877365.1	XP_001949387.1
OG0006247	NP_001161185.1	XP_001949408.1, XP_003243065.1
OG0006248	XP_004924020.1	XP_001949435.1
OG0006249	XP_004921861.1	XP_001949439.2
OG0006250	XP_004931488.1	XP_001949441.1
OG0006251	XP_004931867.1	XP_001949456.1
OG0006252	XP_004922104.1, XP_004922102.1	XP_001949483.1
OG0006253	XP_037876172.1	XP_001949524.2
OG0006254	XP_021206385.1	XP_001949533.1, XP_029346613.1
OG0006255	NP_001091770.1	XP_016660229.1, XP_001949552.1
OG0006256	XP_012547613.2	XP_001949607.2
OG0006257	NP_001037156.1	XP_001949629.1
OG0006258	XP_004932259.1	XP_001949685.1
OG0006259	XP_004932316.1	XP_001949748.1, XP_001949723.3
OG0006260	XP_037872437.1	XP_001949727.1
OG0006261	XP_004926166.1	XP_001949755.1
OG0006262	NP_001040301.1	XP_001949810.1
OG0006263	XP_012548903.2	XP_001949840.1
OG0006264	XP_037870711.1	XP_001949841.2
OG0006265	XP_004931323.2	XP_001949885.1
OG0006266	XP_037867486.1	XP_001949958.1
OG0006267	NP_001040166.1	XP_001950033.1, XP_029344349.1
OG0006268	XP_004932208.1	XP_001950058.1
OG0006269	XP_012544702.2	XP_001950092.2
OG0006270	XP_004932625.1	XP_001950093.1
OG0006271	XP_037877634.1, NP_001093271.1	XP_001950124.1
OG0006272	XP_021205075.1	XP_001950125.2
OG0006273	XP_004932003.1	XP_001950148.1
OG0006274	XP_037873653.1	XP_001950169.1
OG0006275	XP_004928263.1	XP_001950193.1
OG0006276	XP_037867053.1	XP_001950272.2
OG0006277	NP_001040312.1	XP_001950344.1
OG0006278	NP_001166623.2	XP_001950345.1
OG0006279	XP_004926544.2	XP_016657723.1, XP_001950381.1
OG0006280	XP_021205078.1, XP_012547476.2	XP_001950483.2
OG0006281	XP_037871407.1	XP_001950560.1
OG0006282	XP_012550524.1	XP_001950604.2
OG0006283	XP_012549289.1	XP_001950632.1
OG0006284	XP_004923266.1	XP_001950636.1
OG0006285	XP_012549973.1	XP_001950639.2
OG0006286	XP_004924345.1	XP_008188226.1, XP_001950666.2
OG0006287	XP_004930199.1	XP_016658909.1, XP_001950708.1
OG0006288	XP_004930530.2	XP_001950738.2
OG0006289	XP_004932572.1	XP_001950750.1, XP_008182503.1
OG0006290	XP_012553409.1	XP_001950783.1, XP_001950840.1, XP_016657239.1
OG0006291	NP_001093275.1, XP_037872103.1, XP_037872141.1	XP_001950796.1
OG0006292	XP_037868457.1	XP_001950808.1
OG0006294	XP_012545526.1	XP_001950826.2
OG0006295	XP_004925557.1	XP_001950893.1
OG0006296	XP_004929397.2	XP_001950979.1
OG0006297	XP_037866759.1	XP_001950995.1
OG0006298	XP_037868691.1	XP_001951023.1
OG0006299	XP_037870432.1	XP_001951027.2
OG0006300	XP_004931062.2	XP_001951041.1
OG0006301	XP_021208415.1	XP_001951052.2
OG0006302	XP_037868415.1	XP_001951109.1
OG0006303	XP_004928583.1	XP_001951140.2
OG0006304	XP_004922916.1	XP_029346145.1, XP_001951193.1
OG0006305	NP_001128674.1, XP_012551138.1	XP_001951196.2
OG0006306	XP_004930526.1	XP_001951228.1, XP_029347040.1
OG0006307	XP_004923674.2	XP_001951240.1
OG0006308	XP_004921889.3	XP_001951256.2
OG0006309	XP_004931156.1	XP_001951269.1, XP_003243126.2
OG0006310	XP_004929188.2	XP_001951275.2
OG0006311	NP_001106225.1	XP_001951283.1
OG0006312	XP_021204624.1	XP_016661943.1, XP_001951404.1
OG0006313	NP_001040484.1	XP_001951431.1
OG0006314	XP_037869142.1	XP_001951508.2
OG0006315	XP_004921638.1	XP_001951525.1, XP_029341147.1
OG0006316	XP_037872345.1	XP_001951564.1
OG0006317	XP_004926247.1	XP_001951589.1
OG0006318	NP_001037189.1	XP_001951599.1
OG0006319	XP_004933404.1	XP_001951746.1
OG0006320	XP_012551338.2	XP_001951847.1
OG0006322	XP_004923246.1, XP_004923245.1	XP_001951872.1
OG0006323	NP_001040330.1	XP_001951873.2
OG0006324	XP_037874371.1	XP_001951881.2, XP_029341267.1
OG0006325	XP_004926308.1	XP_001951913.1
OG0006326	XP_012550007.2	XP_001952046.2
OG0006327	XP_037873091.1	XP_001952114.1
OG0006328	XP_004932103.1	XP_001952178.1
OG0006329	XP_004922163.1	XP_001952191.1
OG0006331	XP_012551440.2	XP_001952207.3
OG0006332	NP_001040449.1	XP_001952310.1
OG0006333	XP_004925198.1	XP_001952313.2
OG0006334	NP_001091761.1	XP_001952329.1
OG0006335	XP_021207055.1	XP_001952339.1
OG0006336	XP_004927302.1	XP_001952356.2, XP_008184405.1
OG0006337	NP_001040340.1	XP_001952443.1
OG0006338	XP_004923557.1	XP_001952515.3
OG0006339	XP_037871272.1	XP_001952568.2
OG0006340	XP_012550298.2	XP_001952603.2
OG0006341	XP_012551572.3	XP_029347280.1, XP_001952631.1, XP_029345837.1
OG0006343	XP_004932487.1	XP_001952649.2
OG0006344	XP_037871666.1	XP_001952671.2
OG0006345	XP_004929713.2	XP_001952750.2, XP_003247754.1
OG0006346	XP_004924175.1	XP_001952785.1, XP_008187347.1
OG0006347	NP_001296518.1	XP_001952801.1
OG0006348	XP_004926444.1	XP_001952823.2
OG0006349	XP_004924785.1	XP_001952837.2
OG0006350	NP_001243942.1	XP_001952840.2
OG0006351	XP_012553262.1, NP_001037043.1	XP_001952856.2
OG0006352	XP_021203148.2	XP_003240026.1
OG0006353	XP_004930118.1	XP_003240136.1
OG0006355	XP_037874906.1	XP_008186816.1, XP_003240695.1
OG0006356	XP_037876765.1, XP_037876772.1	XP_003240876.1
OG0006357	XP_037872222.1	XP_008179083.1, XP_003240911.3
OG0006358	XP_004921724.1	XP_008183288.1, XP_003240955.1
OG0006359	XP_037872311.1	XP_003241149.1
OG0006360	XP_037874933.1	XP_003241191.1, XP_029347708.1
OG0006361	XP_004931334.1	XP_003241237.1
OG0006362	XP_037869805.1	XP_003241317.1
OG0006365	XP_037876515.1, XP_012551662.2	XP_003241759.1
OG0006366	XP_004932206.1	XP_003241877.1, XP_029342416.1
OG0006367	XP_021206626.1	XP_003241888.1
OG0006368	XP_004930202.2	XP_003241894.1
OG0006369	XP_037869098.1	XP_003242010.1
OG0006370	XP_004922575.1	XP_003242244.1
OG0006371	XP_004931102.2	XP_003242252.1, XP_003242253.1
OG0006372	XP_004924060.1	XP_003242379.1
OG0006373	XP_037877705.1	XP_003242448.1
OG0006374	NP_001268826.1	XP_003242697.1
OG0006375	XP_004925484.1	XP_003242764.1
OG0006376	XP_037877108.1	XP_003242846.1
OG0006377	XP_037866843.1	XP_003243116.1
OG0006378	XP_004927170.1	XP_003243368.1
OG0006379	XP_004930132.1	XP_003243625.1
OG0006380	XP_012551891.1	XP_003243641.2
OG0006381	NP_001103762.1	XP_003243749.1
OG0006382	XP_012553008.2	XP_003243802.1
OG0006383	XP_037873696.1, XP_037873697.1	XP_003244015.1
OG0006384	XP_004932365.2	XP_003244062.1
OG0006385	XP_004922516.1	XP_003244090.1
OG0006386	XP_012543804.2, XP_021202037.2	XP_003244104.2
OG0006387	XP_004923044.1	XP_003244136.1
OG0006388	XP_004932152.2	XP_003244213.1
OG0006389	XP_012552801.1	XP_003244454.1
OG0006390	XP_004933409.1	XP_003244558.1
OG0006391	XP_037871824.1	XP_003244597.1
OG0006392	XP_037873701.1	XP_003244666.1
OG0006393	XP_004924171.1	XP_003244712.1
OG0006394	XP_004931048.2	XP_003244745.1
OG0006395	XP_037867750.1	XP_003244825.1
OG0006396	XP_012545533.1	XP_003244927.1
OG0006397	NP_001040293.1	XP_008183846.1, XP_003245057.1
OG0006398	XP_004922527.1	XP_003245088.1
OG0006399	XP_012547880.2	XP_003245128.1
OG0006400	XP_012551960.2	XP_003245193.1, XP_029342087.1
OG0006401	XP_012548284.1	XP_003245335.1
OG0006402	XP_012549822.2	XP_016660961.1, XP_003245407.1, XP_029342591.1
OG0006403	XP_004932509.1	XP_003245438.1
OG0006404	NP_001037283.1	XP_003245526.1, XP_029344215.1
OG0006405	XP_012547530.1	XP_003245615.1, XP_016661270.1
OG0006406	XP_004929707.1	XP_003245669.1
OG0006407	XP_004921642.1	XP_003245819.1
OG0006408	NP_001036905.1	XP_003245833.1, XP_003245832.1
OG0006409	XP_004930568.1	XP_003245897.1
OG0006410	XP_037868366.1	XP_003246161.1
OG0006411	XP_004924250.1, NP_001274768.1	XP_003246175.1
OG0006412	XP_004922406.1	XP_008185670.1, XP_003246270.1
OG0006413	XP_012547253.2	XP_003246335.1
OG0006414	XP_037867071.1, XP_021207735.1	XP_003246346.2
OG0006415	XP_012545253.2	XP_003246390.1
OG0006416	XP_037866571.1	XP_003246449.1
OG0006417	XP_037873618.1	XP_003246632.1
OG0006418	XP_037875703.1	XP_003246810.2, XP_029348632.1
OG0006419	XP_004926504.3	XP_003247173.1
OG0006420	XP_004922844.2	XP_003247184.1
OG0006421	XP_012552864.1	XP_003247201.1
OG0006422	XP_004922415.2	XP_003247301.1, XP_016661461.1
OG0006423	XP_037876793.1	XP_003247452.1
OG0006424	XP_021202137.2	XP_003247629.1
OG0006425	XP_004925145.3	XP_003247702.1
OG0006426	XP_004921562.2	XP_003247938.1
OG0006427	XP_004921755.2	XP_003247943.1
OG0006430	XP_004933323.1	XP_003248237.1
OG0006431	XP_004928669.1	XP_008178148.1
OG0006432	XP_037871387.1	XP_008178177.1
OG0006433	XP_037876318.1	XP_008178640.1
OG0006434	XP_004931652.2	XP_008178683.1
OG0006435	XP_012553125.2, XP_037876260.1	XP_008178686.1
OG0006437	XP_004927400.1, XP_004927401.1	XP_008178831.1, XP_008178830.1
OG0006438	XP_004926352.1, XP_021203786.1	XP_008178863.1
OG0006439	XP_021203522.1	XP_008178919.1
OG0006440	XP_004925722.1	XP_008178920.1, XP_016656597.1
OG0006441	XP_037876504.1	XP_008178985.1
OG0006442	XP_012544505.3	XP_008178991.1
OG0006443	XP_004931306.1	XP_029342213.1, XP_008178993.1
OG0006444	NP_001091839.1	XP_008179097.1
OG0006445	XP_004929846.1	XP_008179181.1, XP_008179182.1
OG0006446	XP_037868014.1	XP_008179298.3
OG0006447	XP_037867467.1	XP_008179372.1
OG0006448	XP_012548199.1	XP_008179416.1
OG0006449	XP_037876525.1	XP_008179451.3
OG0006451	XP_012549904.2, NP_001037572.1	XP_008179625.2
OG0006452	XP_037877067.1	XP_008179694.1, XP_008179693.1
OG0006453	NP_001269273.1	XP_008179877.1, XP_008179876.1
OG0006454	XP_004930905.1	XP_008180045.1
OG0006455	XP_037868644.1	XP_008180062.1
OG0006456	XP_037871411.1	XP_008180168.1
OG0006457	XP_004926521.1	XP_008180170.1
OG0006458	XP_004928708.1	XP_008180181.1
OG0006459	XP_004924043.2	XP_008180343.1
OG0006460	XP_004928986.1	XP_008180364.1
OG0006463	XP_004931093.1	XP_008180895.1
OG0006464	XP_037867228.1	XP_008180955.1
OG0006465	XP_037871632.1	XP_008181054.1
OG0006466	NP_001040346.1	XP_008181294.1
OG0006467	XP_037866627.1	XP_016658698.1, XP_008181343.2
OG0006469	XP_012543922.1	XP_008181449.2
OG0006470	XP_037870396.1	XP_008181522.3, XP_029348707.1
OG0006471	XP_021207333.2	XP_008181728.1
OG0006472	XP_037872616.1	XP_008181895.1
OG0006473	XP_012549478.1	XP_008181943.2
OG0006474	XP_037877747.1	XP_008181960.1
OG0006475	XP_004930062.1	XP_008182114.1
OG0006476	XP_004928645.1	XP_008182139.1
OG0006477	NP_001040406.1	XP_008182234.1
OG0006478	XP_012547997.1	XP_008182373.1
OG0006479	XP_004933437.1	XP_029341566.1, XP_029341565.1, XP_008182388.1
OG0006480	XP_012545868.2	XP_008182487.1, XP_008182488.1
OG0006481	XP_012544187.2	XP_008182500.2
OG0006482	XP_037873593.1	XP_008182517.1
OG0006483	NP_001233136.1, XP_037869091.1	XP_008182534.1
OG0006484	XP_037876913.1, XP_037877310.1	XP_008182546.1
OG0006485	XP_021203254.2	XP_008182577.1
OG0006486	XP_004928670.1, NP_001296565.1	XP_008182670.1
OG0006487	NP_001166197.1	XP_008182684.1
OG0006488	XP_004933124.1	XP_008182940.2
OG0006489	XP_021204389.1	XP_008183074.1
OG0006490	XP_004932768.2	XP_008183092.2
OG0006491	XP_004927874.2	XP_008183222.1
OG0006492	NP_001166865.1	XP_029342110.1, XP_008183308.2
OG0006493	XP_037866695.1	XP_008183419.1
OG0006494	XP_004928833.2	XP_008183565.1, XP_008183564.1
OG0006495	XP_004932468.1	XP_016660550.1, XP_008183683.1, XP_008183582.1
OG0006496	XP_012549046.1	XP_008183779.1
OG0006497	XP_037870223.1	XP_008183784.1
OG0006498	XP_004925988.1	XP_008183797.1
OG0006499	NP_001036923.1	XP_008183802.2, XP_008185219.1
OG0006500	XP_004928618.1	XP_008183931.1
OG0006501	XP_012551934.1, NP_001037612.1	XP_008183935.1
OG0006502	XP_004931366.1	XP_008183951.1
OG0006503	XP_012552998.2	XP_008183996.1
OG0006504	XP_037876760.1	XP_008184243.1
OG0006505	XP_012550071.1	XP_008184579.1
OG0006506	XP_004923000.1	XP_008184597.1
OG0006507	XP_037874255.1	XP_008184788.1
OG0006508	XP_037869617.1, XP_037869615.1	XP_008184807.1
OG0006509	XP_037868633.1	XP_008185014.2
OG0006510	XP_004931590.2	XP_029348512.1, XP_008185167.1
OG0006511	XP_004929479.2	XP_008185287.1
OG0006512	XP_037867630.1	XP_008185342.1
OG0006513	XP_004923565.1	XP_008185345.1
OG0006514	XP_021203181.2	XP_008185472.1
OG0006515	XP_004932644.1	XP_008185775.1
OG0006516	XP_004925346.1	XP_008185811.1
OG0006517	XP_004922182.1	XP_008185932.1
OG0006518	XP_021205157.1	XP_008186152.1
OG0006519	NP_001243923.1	XP_008186190.1
OG0006520	XP_012547622.2	XP_008186244.1
OG0006521	XP_004932122.2	XP_008186296.1
OG0006522	XP_021204475.1	XP_008186299.1, XP_016662586.1
OG0006523	XP_037873362.1	XP_029343354.1, XP_008186396.1
OG0006524	XP_004922448.1	XP_008186510.1
OG0006525	XP_004931028.1	XP_008186525.1
OG0006526	XP_037872033.1	XP_008186676.1
OG0006527	XP_004931139.2	XP_008186679.1
OG0006528	XP_021202269.2	XP_008186714.1
OG0006529	XP_004922744.1	XP_008186778.1
OG0006530	XP_004932886.2	XP_008186907.1
OG0006531	XP_021203889.1, XP_004926536.1	XP_008187024.1
OG0006532	XP_004931895.2	XP_008187026.1, XP_016663147.1
OG0006533	NP_001040303.1, XP_021208988.1	XP_008187106.1
OG0006534	XP_004930405.1	XP_008187122.1
OG0006536	XP_037876398.1	XP_008187179.1
OG0006537	XP_012544020.1	XP_008187316.1
OG0006538	NP_001037041.1	XP_008187462.1
OG0006539	XP_021203870.1	XP_008187525.1
OG0006540	XP_037866715.1, NP_001106734.1	XP_008187602.1
OG0006541	XP_004926251.2	XP_008187606.2
OG0006542	XP_037877624.1	XP_008187714.2
OG0006544	XP_037870703.1	XP_008187882.1
OG0006545	XP_021205458.2	XP_008187926.1
OG0006546	XP_037870477.1	XP_008188066.2, XP_008188067.2
OG0006547	XP_004922531.1	XP_016663920.1, XP_008188068.1
OG0006548	XP_004922391.1	XP_008188128.1
