Orthogroup	Apis_mellifera	Polistes_dominula
OG0007323	XP_006569870.1	XP_015185015.1
OG0007324	XP_016767296.1	XP_015172056.1
OG0007325	XP_016767223.1	XP_015176131.1
OG0007326	XP_006569369.2	XP_015179742.1
OG0007327	XP_006570730.1	XP_015181802.1
OG0007328	XP_003251089.1	XP_015182360.1
OG0007330	XP_016766596.1	XP_015185855.1
OG0007331	XP_392968.2	XP_015183054.1
OG0007332	XP_624890.1	XP_015191284.1
OG0007333	XP_006560709.1	XP_015184133.1
OG0007334	XP_001122532.3	XP_015176117.1
OG0007335	XP_394669.2	XP_015186610.1
OG0007336	XP_026296939.1	XP_015185872.1
OG0007337	XP_391887.4	XP_015189286.1
OG0007338	XP_006561268.2	XP_015171224.1
OG0007339	XP_016772954.2	XP_015187705.1
OG0007341	XP_006560617.1	XP_015172767.1
OG0007342	XP_391948.3	XP_015171775.1
OG0007343	XP_001119971.2	XP_015172526.1
OG0007344	XP_001122585.3	XP_015174721.1
OG0007345	XP_006569049.1	XP_015190735.1
OG0007346	XP_393828.2	XP_015181935.1
OG0007347	XP_392195.5	XP_015187000.1
OG0007348	XP_393479.3	XP_015189012.1
OG0007349	XP_003249307.1	XP_015186036.1
OG0007350	XP_006569637.2	XP_015177732.1
OG0007351	XP_392763.3	XP_015187515.1
OG0007352	XP_393110.1	XP_015175854.1
OG0007353	XP_394353.3	XP_015173786.1
OG0007354	XP_006570560.1	XP_015175919.1, XP_015175918.1
OG0007355	XP_006561443.1	XP_015182208.1
OG0007356	XP_003250387.2	XP_015181753.1
OG0007358	XP_026295021.1	XP_015187821.1
OG0007359	XP_006558743.1	XP_015175299.1
OG0007360	XP_026296240.1	XP_015173473.1
OG0007361	XP_006568016.1	XP_015175534.1
OG0007362	XP_006560181.1	XP_015174357.1
OG0007363	XP_393890.1	XP_015188755.1
OG0007364	XP_395329.2	XP_015189146.1
OG0007365	XP_026298881.1	XP_015178650.1
OG0007366	XP_003251930.2	XP_015183133.1
OG0007367	XP_397380.1	XP_015191488.1
OG0007368	XP_026296620.1	XP_015176493.1
OG0007369	XP_006566858.1	XP_015171843.1
OG0007370	XP_392078.2	XP_015181766.1
OG0007371	XP_026299810.1	XP_015190188.1
OG0007374	XP_026297344.1	XP_015176697.1
OG0007375	NP_001238948.1	XP_015179883.1
OG0007376	XP_003250394.3	XP_015188780.1
OG0007377	XP_006570038.2	XP_015177434.1
OG0007378	XP_026295645.1	XP_015188243.1
OG0007379	XP_003250595.1	XP_015184527.1
OG0007380	XP_392019.4	XP_015191672.1
OG0007381	XP_006559869.2	XP_015185450.1
OG0007382	XP_396056.5	XP_015190712.1
OG0007383	XP_625184.4	XP_015189507.1
OG0007384	XP_016771413.2	XP_015187387.1
OG0007385	XP_001121796.2	XP_015175567.1
OG0007386	XP_026296037.1	XP_015185695.1
OG0007387	XP_392365.1	XP_015175683.1
OG0007388	XP_006564475.2	XP_015179971.1
OG0007390	XP_006566331.1	XP_015175669.1
OG0007391	XP_026296025.1	XP_015171983.1
OG0007392	XP_026301558.1	XP_015173910.1
OG0007393	XP_026296023.1, XP_026296021.1, XP_026296022.1, XP_026296020.1	XP_015173562.1
OG0007394	XP_623365.1	XP_015184982.1
OG0007395	XP_026301029.1	XP_015183085.1
OG0007396	XP_026302223.1	XP_015171366.1
OG0007397	XP_003250392.2	XP_015175587.1
OG0007398	XP_396388.5	XP_015171789.1
OG0007399	XP_394599.3	XP_015177525.1
OG0007400	XP_001121410.2	XP_015187183.1
OG0007401	NP_001229444.1	XP_015179893.1
OG0007402	XP_026300747.1	XP_015179798.1
OG0007403	XP_026296837.1	XP_015179261.1
OG0007404	XP_006562242.2	XP_015185062.1
OG0007405	XP_006566135.1	XP_015177493.1
OG0007406	XP_016766410.2	XP_015171343.1
OG0007407	XP_026298382.1	XP_015190817.1
OG0007408	XP_026297045.1	XP_015186578.1
OG0007409	XP_395004.3	XP_015176495.1
OG0007410	XP_026302081.1	XP_015189921.1
OG0007411	XP_392067.4	XP_015179159.1
OG0007413	XP_026301576.1	XP_015174609.1
OG0007414	XP_016770578.1	XP_015173940.1
OG0007415	XP_026296944.1	XP_015181908.1
OG0007416	XP_392937.2	XP_015174938.1
OG0007417	XP_026301784.1	XP_015180170.1
OG0007418	XP_026300172.1	XP_015190239.1
OG0007419	XP_026297517.1	XP_015191597.1
OG0007420	XP_001121647.2	XP_015190496.1
OG0007421	XP_026298560.1	XP_015175580.1
OG0007422	XP_396279.3	XP_015177885.1
OG0007423	XP_006562359.1	XP_015177334.1
OG0007425	XP_001122113.1	XP_015187382.1
OG0007426	XP_026299274.1	XP_015182499.1
OG0007427	XP_026300512.1	XP_015180770.1
OG0007428	XP_026300457.1	XP_015178768.1
OG0007429	XP_001121332.3	XP_015189181.1
OG0007430	XP_395563.4	XP_015183102.1
OG0007431	XP_006563283.2	XP_015179915.1
OG0007432	XP_026297303.1	XP_015173259.1
OG0007433	XP_026297003.1	XP_015186447.1, XP_015186444.1
OG0007434	XP_026295698.1, NP_001229483.1	XP_015191143.1
OG0007435	XP_026300892.1	XP_015179534.1
OG0007436	XP_026299473.1	XP_015190978.1
OG0007437	XP_006566798.2	XP_015179046.1
OG0007438	XP_003251943.1	XP_015176880.1
OG0007439	XP_016768314.2	XP_015181387.1
OG0007440	XP_026299731.1	XP_015176911.1
OG0007441	XP_026297752.1	XP_015176237.1
OG0007442	XP_396906.3	XP_015180060.1
OG0007443	XP_006571791.1	XP_015174489.1
OG0007444	XP_394473.2	XP_015172049.1
OG0007445	XP_006564268.2	XP_015185746.1
OG0007446	XP_026294632.1	XP_015186892.1
OG0007447	XP_006557930.1	XP_015184585.1
OG0007449	XP_026298212.1	XP_015177352.1
OG0007450	XP_624006.3	XP_015177849.1
OG0007451	XP_006568704.2, XP_006568703.2	XP_015185067.1
OG0007452	XP_026295050.1	XP_015175438.1
OG0007453	XP_001123126.4	XP_015177442.1
OG0007454	XP_026297556.1	XP_015191117.1
OG0007455	XP_006569533.1	XP_015178928.1
OG0007456	XP_016768377.1	XP_015187378.1
OG0007457	XP_006561021.1	XP_015175194.1
OG0007458	XP_001121569.3	XP_015175424.1
OG0007459	XP_006568034.1	XP_015189157.1
OG0007460	XP_003250167.2	XP_015190979.1
OG0007461	XP_026300004.1	XP_015179935.1
OG0007462	XP_001121066.2	XP_015174117.1
OG0007463	XP_006571469.1	XP_015179984.1
OG0007464	XP_624351.3	XP_015174380.1
OG0007465	XP_003249178.1	XP_015172476.1
OG0007466	XP_026300937.1	XP_015185562.1
OG0007467	XP_016766739.1	XP_015186023.1
OG0007468	XP_016766417.2	XP_015174471.1
OG0007469	XP_006569839.1	XP_015177443.1
OG0007470	XP_395197.2	XP_015187619.1
OG0007471	XP_001122511.2	XP_015172156.1, XP_015172158.1
OG0007472	XP_006557814.2	XP_015171363.1
OG0007473	XP_026298728.1	XP_015174602.1
OG0007474	XP_624725.1	XP_015187653.1
OG0007475	XP_026295859.1	XP_015183236.1
OG0007477	XP_001120814.2	XP_015186871.1
OG0007478	XP_001120497.1	XP_015184001.1, XP_015184000.1
OG0007479	XP_001121254.2	XP_015174715.1
OG0007480	XP_006570973.2	XP_015182841.1
OG0007481	XP_006571419.1, XP_001121501.2	XP_015190739.1
OG0007482	XP_395905.2	XP_015183283.1
OG0007483	XP_003251429.1	XP_015185017.1
OG0007485	XP_006563316.1	XP_015185902.1
OG0007486	XP_003250023.2	XP_015188117.1
OG0007487	XP_016769495.1	XP_015186602.1
OG0007488	XP_624257.1	XP_015172678.1
OG0007489	XP_395319.2	XP_015171110.1
OG0007492	XP_003250660.1	XP_015177987.1
OG0007493	XP_026297817.1	XP_015186442.1
OG0007494	XP_026296630.1	XP_015189562.1
OG0007495	XP_001120941.3	XP_015173393.1, XP_015173400.1
OG0007496	XP_026296720.1	XP_015184547.1
OG0007497	XP_001121369.1	XP_015178552.1
OG0007498	XP_392607.3	XP_015178668.1
OG0007499	XP_003251750.1	XP_015189211.1, XP_015189212.1
OG0007500	XP_003251403.2	XP_015187284.1
OG0007501	XP_016771575.2	XP_015175057.1
OG0007502	XP_625001.2	XP_015187448.1
OG0007503	XP_026296841.1	XP_015184444.1
OG0007504	XP_624178.2	XP_015171637.1
OG0007505	XP_006567213.1	XP_015191196.1
OG0007506	XP_003249799.2	XP_015177629.1
OG0007507	XP_003249946.2	XP_015179055.1
OG0007508	XP_395364.3	XP_015171838.1
OG0007509	XP_016770925.2, XP_006565301.2	XP_015175183.1
OG0007510	XP_026299026.1	XP_015174626.1
OG0007511	XP_006561232.1, XP_006561233.1, XP_001121685.1, XP_026302170.1	XP_015183861.1
OG0007512	XP_624935.3	XP_015176831.1
OG0007513	XP_395661.4	XP_015181302.1
OG0007514	XP_001120993.2, XP_006562091.2	XP_015183392.1
OG0007515	XP_006563436.1	XP_015179457.1
OG0007516	XP_026299709.1	XP_015189437.1
OG0007518	XP_026298373.1	XP_015189515.1
OG0007521	XP_016770959.2	XP_015174880.1
OG0007522	XP_026296532.1	XP_015175585.1
OG0007523	XP_016770414.2	XP_015171487.1
OG0007525	XP_003249984.2	XP_015177158.1
OG0007526	XP_394150.4	XP_015187773.1, XP_015187772.1
OG0007527	XP_026300878.1	XP_015185181.1
OG0007528	XP_016769957.1	XP_015185636.1
OG0007529	XP_026295976.1, XP_016767515.2	XP_015188980.1
OG0007530	XP_026299960.1	XP_015176764.1, XP_015176791.1
OG0007531	XP_396781.2	XP_015172223.1, XP_015172222.1
OG0007532	XP_006568182.1	XP_015191508.1
OG0007533	XP_026295012.1	XP_015183954.1
OG0007534	XP_006560635.1	XP_015185120.1
OG0007535	XP_016771545.1	XP_015184429.1
OG0007536	XP_026300973.1	XP_015174644.1
OG0007537	XP_003250111.1	XP_015178247.1
OG0007538	XP_001121988.2	XP_015176019.1
OG0007539	XP_006563200.1	XP_015175209.1
OG0007540	XP_006566143.2	XP_015179358.1
OG0007541	XP_006559727.1	XP_015187526.1
OG0007542	XP_003249566.1	XP_015185406.1
OG0007543	XP_396895.4	XP_015171296.1
OG0007544	XP_026302179.1	XP_015174326.1
OG0007546	XP_016768085.1	XP_015181329.1
OG0007547	XP_001120975.1	XP_015173127.1
OG0007548	XP_016768317.2	XP_015177124.1
OG0007549	XP_016767293.1, NP_001292813.1	XP_015171962.1
OG0007550	XP_026297223.1	XP_015186631.1
OG0007551	XP_026302259.1	XP_015191818.1
OG0007552	XP_016767851.2	XP_015171954.1
OG0007553	XP_001122183.1	XP_015184452.1
OG0007554	XP_006570976.2	XP_015182861.1
OG0007555	XP_006567940.1	XP_015171031.1
OG0007556	XP_001122675.2	XP_015188665.1, XP_015188666.1
OG0007558	XP_026296611.1	XP_015171906.1
OG0007560	XP_397308.1	XP_015171460.1
OG0007561	XP_392683.1	XP_015183725.1
OG0007562	XP_026295988.1, XP_026295990.1	XP_015171457.1
OG0007563	XP_006565331.1	XP_015174252.1, XP_015174251.1
OG0007564	XP_016770154.2, NP_001094493.1	XP_015172565.1
OG0007565	XP_001120151.1	XP_015174921.1, XP_015175076.1
OG0007566	XP_001120735.1	XP_015188070.1
OG0007567	XP_001120774.1, XP_006561882.1	XP_015178323.1
OG0007568	XP_001120831.2, XP_016769228.1	XP_015177785.1
OG0007569	XP_001121229.2	XP_015185707.1
OG0007570	XP_001123019.2	XP_015186511.1
OG0007571	XP_003249130.2	XP_015173375.1
OG0007572	XP_003249400.1	XP_015177408.1
OG0007573	XP_006564271.2, XP_003250434.2	XP_015178185.1
OG0007574	XP_003250507.1	XP_015177076.1, XP_015177075.1
OG0007575	XP_006557479.1, XP_006557478.1	XP_015191509.1, XP_015191518.1
OG0007576	XP_006561808.1, XP_006561809.1, XP_006561810.1	XP_015182689.1, XP_015182690.1
OG0007577	XP_006562017.1	XP_015182237.1
OG0007578	XP_006567499.1	XP_015185226.1, XP_015185224.1, XP_015185227.1, XP_015185225.1, XP_015185228.1
OG0007579	XP_006569992.2, XP_625062.4	XP_015175978.1
OG0007580	XP_006572005.1, XP_006572006.1, XP_006572007.1, XP_006572008.1	XP_015186668.1
OG0007581	XP_006572096.1, XP_006572095.1	XP_015182373.1
OG0007582	XP_016769520.2	XP_015172554.1
OG0007583	XP_016769932.1, XP_016769933.1	XP_015188553.1
OG0007584	XP_016770410.1	XP_015178092.1, XP_015178091.1
OG0007586	XP_016771976.2	XP_015191841.1
OG0007587	XP_026294787.1	XP_015175271.1
OG0007588	XP_026296531.1	XP_015179248.1
OG0007589	XP_026296845.1	XP_015188348.1
OG0007590	XP_026296719.1	XP_015171120.1
OG0007591	XP_026297335.1	XP_015181676.1, XP_015181698.1
OG0007592	XP_026298046.1, XP_026298057.1	XP_015174919.1
OG0007593	XP_026298585.1	XP_015188066.1
OG0007594	XP_026298743.1	XP_015181190.1
OG0007595	XP_026300929.1	XP_015185572.1, XP_015185570.1
OG0007596	XP_026302061.1	XP_015175806.1
OG0007597	XP_026302302.1	XP_015184832.1, XP_015184831.1
OG0007604	XP_026301086.1	XP_015182605.1
OG0007606	XP_623821.1	XP_015177581.1
OG0007607	XP_001120805.1	XP_015180183.1
OG0007608	XP_001121218.1	XP_015185343.1
OG0007609	XP_026298729.1	XP_015184394.1
OG0007610	XP_006570022.2	XP_015172772.1
OG0007611	XP_624487.1	XP_015190561.1
OG0007612	NP_001257742.1	XP_015180886.1
OG0007615	XP_016771434.2	XP_015180747.1
OG0007616	NP_001165850.1	XP_015187322.1
OG0007620	XP_396502.5	XP_015181914.1
OG0007621	XP_623654.3	XP_015189766.1
OG0007622	XP_001122434.2	XP_015173712.1
OG0007623	XP_006565607.1	XP_015190642.1
OG0007624	XP_026300963.1	XP_015177252.1
OG0007625	XP_391879.2	XP_015185487.1
OG0007626	NP_001229360.1	XP_015180769.1
OG0007627	XP_006568403.1	XP_015186893.1
OG0007628	XP_393224.2	XP_015184587.1
OG0007629	XP_625051.2	XP_015180998.1
OG0007630	XP_006567763.1	XP_015175957.1
OG0007631	XP_026300300.1	XP_015178475.1
OG0007632	XP_016770081.2	XP_015178007.1
OG0007633	XP_394692.3	XP_015188461.1
OG0007634	XP_394462.2	XP_015174216.1
OG0007635	XP_625227.2	XP_015188175.1
OG0007636	XP_026298036.1	XP_015176334.1
OG0007638	XP_001122271.2	XP_015185243.1
OG0007639	XP_006560751.3	XP_015187450.1
OG0007641	XP_026300242.1	XP_015189176.1, XP_015189174.1
OG0007643	XP_026299940.1	XP_015186315.1
OG0007644	XP_026300904.1, XP_026300903.1	XP_015179657.1
OG0007646	XP_006563807.2	XP_015175582.1
OG0007647	XP_624166.2	XP_015179851.1
OG0007648	XP_016768427.2	XP_015191592.1
OG0007649	XP_006560291.2	XP_015189521.1
OG0007650	XP_006561668.2	XP_015174143.1, XP_015174142.1, XP_015174145.1
OG0007651	XP_001120182.3	XP_015190185.1
OG0007653	XP_006565931.3	XP_015173706.1
OG0007654	XP_026298629.1	XP_015176584.1
OG0007655	XP_001121220.1	XP_015184718.1
OG0007656	XP_624808.1	XP_015186099.1
OG0007657	XP_003249782.1	XP_015181339.1
OG0007658	XP_397464.4	XP_015184685.1
OG0007659	XP_003250145.2, XP_016767462.1	XP_015177874.1
OG0007660	XP_026296194.1	XP_015186209.1
OG0007661	XP_001123287.3	XP_015180050.1
OG0007662	XP_026297077.1	XP_015191370.1
OG0007663	XP_006564509.1	XP_015183416.1
OG0007664	XP_624777.3	XP_015172619.1
OG0007665	XP_006561059.1	XP_015173230.1
OG0007666	XP_026296195.1	XP_015183261.1
OG0007667	XP_006563221.1	XP_015172121.1
OG0007668	XP_001120788.1	XP_015174572.1
OG0007669	XP_006563842.1	XP_015188906.1
OG0007670	XP_393342.3	XP_015182911.1
OG0007671	XP_394351.2	XP_015173674.1
OG0007672	XP_016769164.1, XP_003249512.1	XP_015188932.1
OG0007673	XP_393726.2	XP_015182501.1
OG0007674	XP_003249082.2	XP_015180930.1
OG0007675	XP_006571336.1	XP_015184839.1
OG0007676	XP_395034.3	XP_015175157.1
OG0007677	XP_026299896.1	XP_015172503.1
OG0007678	XP_623573.2	XP_015185055.1
OG0007679	XP_026301896.1, XP_016770824.1	XP_015181206.1, XP_015181207.1
OG0007680	XP_001121969.2	XP_015185166.1
OG0007681	XP_001120291.5	XP_015181435.1
OG0007682	XP_394320.2	XP_015184007.1
OG0007683	XP_393856.2	XP_015184414.1
OG0007684	XP_003251111.1	XP_015175255.1
OG0007685	XP_006563752.1	XP_015191794.1
OG0007686	XP_003251197.1	XP_015190564.1
OG0007687	XP_006561719.1	XP_015171582.1
OG0007688	XP_001123277.1	XP_015183512.1
OG0007689	XP_016773384.2	XP_015177815.1
OG0007690	XP_006569607.1	XP_015174823.1
OG0007691	XP_026297183.1	XP_015182148.1
OG0007692	XP_006567454.1	XP_015183687.1
OG0007694	XP_394499.4	XP_015184948.1
OG0007695	XP_391980.1	XP_015177058.1
OG0007697	NP_001265257.1, XP_006572423.1	XP_015187292.1
OG0007698	XP_016772228.1	XP_015179369.1
OG0007700	XP_026300966.1	XP_015176618.1
OG0007701	XP_001121184.1	XP_015178088.1, XP_015178086.1
OG0007702	XP_006562676.2	XP_015177699.1
OG0007703	XP_016771536.1	XP_015191654.1
OG0007706	XP_001123212.2	XP_015172892.1
OG0007707	XP_026297053.1	XP_015184979.1
OG0007708	XP_623690.5	XP_015190710.1
OG0007709	XP_006567733.2	XP_015184166.1
OG0007711	XP_006568137.2	XP_015171616.1
OG0007712	XP_026301206.1	XP_015174114.1
OG0007713	XP_016772376.2	XP_015188855.1
OG0007714	XP_006568699.1	XP_015191119.1
OG0007715	XP_393262.1	XP_015171914.1
OG0007716	XP_001122096.2	XP_015184723.1
OG0007717	XP_016771783.1	XP_015173390.1
OG0007718	XP_003249728.1	XP_015184134.1
OG0007719	XP_006566017.1	XP_015179274.1
OG0007720	XP_026301019.1	XP_015187917.1
OG0007723	XP_016772834.1	XP_015182414.1
OG0007724	XP_026298525.1, XP_026298526.1, XP_026298527.1, XP_026298524.1	XP_015174128.1
OG0007725	XP_026296561.1	XP_015179837.1
OG0007726	XP_003249779.1	XP_015183900.1
OG0007728	XP_006564958.2	XP_015191679.1, XP_015191683.1, XP_015191682.1
OG0007729	XP_396816.5	XP_015183443.1
OG0007730	XP_395986.4	XP_015190661.1
OG0007731	XP_624023.2	XP_015175461.1
OG0007732	XP_026298480.1	XP_015174704.1
OG0007733	XP_006559945.2	XP_015190528.1
OG0007735	XP_624229.2	XP_015190411.1
OG0007736	XP_016769408.2	XP_015180114.1
OG0007737	XP_026299686.1	XP_015184442.1
OG0007738	XP_026299116.1	XP_015185643.1
OG0007739	XP_003251120.1	XP_015185778.1
OG0007740	XP_392754.3	XP_015185756.1
OG0007741	XP_016769147.2	XP_015177090.1
OG0007742	XP_026297681.1	XP_015183946.1
OG0007743	XP_395972.4	XP_015191374.1
OG0007744	XP_003249360.1	XP_015184767.1
OG0007745	XP_001120925.1	XP_015191500.1
OG0007746	XP_003251113.1	XP_015175284.1
OG0007747	XP_026300104.1	XP_015174664.1
OG0007748	XP_006568482.3	XP_015186817.1
OG0007750	XP_003251181.2	XP_015175805.1
OG0007751	XP_026299123.1	XP_015177558.1
OG0007752	XP_026299512.1	XP_015185502.1
OG0007753	XP_006560472.1	XP_015176368.1
OG0007754	XP_006565554.1	XP_015182066.1
OG0007755	XP_016767276.2	XP_015172349.1
OG0007756	XP_026296754.1	XP_015180300.1
OG0007757	XP_006557753.2	XP_015181149.1
OG0007758	XP_006570003.1	XP_015186219.1
OG0007759	XP_016768254.1	XP_015172547.1
OG0007760	XP_006563321.2	XP_015182615.1
OG0007761	XP_026302171.1	XP_015178662.1
OG0007762	XP_006568908.2	XP_015177131.1
OG0007763	XP_395385.3	XP_015180229.1
OG0007764	XP_006560495.3	XP_015174096.1
OG0007768	XP_006562384.1	XP_015189439.1
OG0007769	XP_016771853.1	XP_015183174.1
OG0007770	NP_001165877.1	XP_015183194.1
OG0007771	XP_006564298.2	XP_015182307.1
OG0007772	XP_026302077.1	XP_015176008.1
OG0007773	XP_006569098.1	XP_015173032.1
OG0007774	XP_026295810.1	XP_015182547.1
OG0007775	XP_006567709.1	XP_015190620.1
OG0007776	XP_003251794.2	XP_015189043.1
OG0007777	XP_006559060.2	XP_015175070.1
OG0007778	XP_026295462.1	XP_015186033.1
OG0007779	XP_392189.5	XP_015184763.1, XP_015184762.1
OG0007780	XP_026300613.1	XP_015177081.1
OG0007782	XP_026296676.1	XP_015176371.1
OG0007783	XP_016771878.2	XP_015179797.1
OG0007784	XP_392810.3	XP_015182969.1
OG0007785	XP_006567803.2	XP_015182429.1
OG0007787	XP_623930.2	XP_015179400.1
OG0007788	XP_026299217.1	XP_015183924.1
OG0007789	XP_006558764.1	XP_015176459.1
OG0007790	XP_026297809.1	XP_015181233.1
OG0007791	XP_026299504.1	XP_015183275.1
OG0007792	XP_026297025.1	XP_015176256.1
OG0007793	XP_003251343.2	XP_015187258.1
OG0007794	XP_006560831.1	XP_015183470.1
OG0007796	XP_006569965.2	XP_015183799.1
OG0007797	XP_003249221.1	XP_015186097.1
OG0007798	NP_001011572.1	XP_015171927.1
OG0007799	XP_397233.2	XP_015179781.1
OG0007800	XP_026302085.1	XP_015180215.1
OG0007801	XP_001122030.2	XP_015181232.1
OG0007803	XP_016772017.1	XP_015184962.1
OG0007804	XP_006569011.1	XP_015173842.1
OG0007805	XP_006572195.2	XP_015191224.1
OG0007806	XP_003249454.1	XP_015172579.1
OG0007808	XP_395721.5	XP_015187173.1
OG0007809	XP_006569770.1	XP_015190063.1
OG0007810	XP_026295932.1	XP_015191520.1
OG0007811	XP_006558716.1, XP_026298158.1, XP_026298159.1	XP_015187422.1
OG0007812	NP_001011644.1	XP_015186571.1
OG0007813	XP_394035.3	XP_015172445.1
OG0007814	XP_001120439.3	XP_015180494.1
OG0007815	XP_026299044.1	XP_015179273.1
OG0007816	NP_001129659.1	XP_015178447.1
OG0007817	XP_026298353.1	XP_015183639.1
OG0007818	XP_392954.1	XP_015182519.1
OG0007819	XP_001120556.1	XP_015191226.1
OG0007820	XP_392102.4	XP_015176063.1
OG0007821	XP_395694.2	XP_015171661.1
OG0007822	XP_016768646.1	XP_015185471.1
OG0007823	XP_396645.4	XP_015182246.1
OG0007824	XP_026299538.1	XP_015186373.1
OG0007826	XP_016769681.2	XP_015188021.1
OG0007827	XP_026295307.1	XP_015176326.1
OG0007828	XP_624317.2	XP_015186729.1
OG0007830	XP_026302067.1	XP_015171345.1
OG0007831	XP_001120665.2	XP_015179412.1
OG0007832	XP_006561531.1	XP_015189126.1
OG0007833	XP_001122379.3	XP_015188943.1
OG0007834	XP_624532.3	XP_015184879.1
OG0007835	XP_026301545.1, XP_006557342.1	XP_015175342.1
OG0007836	XP_001121747.1	XP_015179039.1
OG0007837	XP_006566998.2	XP_015173129.1
OG0007838	XP_006566774.2	XP_015183597.1
OG0007839	NP_001104182.1	XP_015189663.1
OG0007840	XP_016767751.1	XP_015184377.1
OG0007841	XP_026300853.1	XP_015189117.1
OG0007843	XP_016767270.2	XP_015188804.1
OG0007844	XP_026295193.1	XP_015175207.1
OG0007845	XP_016767214.1	XP_015184719.1
OG0007846	XP_026300050.1	XP_015184524.1
OG0007847	XP_006570533.1	XP_015181949.1
OG0007848	XP_016773095.1	XP_015184874.1
OG0007849	XP_001120448.3	XP_015171065.1
OG0007850	XP_001123300.3	XP_015182961.1
OG0007851	XP_016771581.2	XP_015172194.1
OG0007852	XP_016768599.1	XP_015178678.1
OG0007853	XP_003250951.2	XP_015173079.1
OG0007854	XP_026296515.1	XP_015181003.1
OG0007856	XP_006568973.1	XP_015181437.1
OG0007857	XP_026298427.1	XP_015174908.1
OG0007858	XP_393172.2	XP_015174689.1
OG0007859	XP_006568381.2	XP_015188630.1
OG0007860	XP_006565802.2	XP_015176001.1
OG0007861	XP_392222.3	XP_015178537.1
OG0007862	XP_394041.4, XP_006565743.1	XP_015173563.1
OG0007863	XP_026298006.1	XP_015177248.1
OG0007864	XP_006561802.1	XP_015190822.1
OG0007865	XP_026297818.1	XP_015182513.1
OG0007866	XP_006560455.1	XP_015177803.1
OG0007867	XP_001120899.3	XP_015180437.1
OG0007868	XP_006566667.2	XP_015180190.1
OG0007869	XP_392183.1	XP_015171526.1
OG0007870	XP_003250005.2	XP_015183393.1
OG0007872	XP_006568815.1	XP_015188161.1
OG0007874	XP_006566414.1	XP_015173966.1
OG0007875	XP_006566410.1	XP_015173953.1
OG0007876	XP_026295796.1	XP_015172917.1
OG0007878	XP_006559161.1	XP_015187057.1
OG0007879	XP_026297832.1	XP_015183206.1
OG0007880	XP_391867.3	XP_015191483.1
OG0007882	XP_396603.5	XP_015183868.1
OG0007883	XP_396806.3	XP_015182463.1
OG0007884	XP_006561402.1	XP_015190809.1
OG0007885	XP_392107.4	XP_015190023.1
OG0007886	XP_016769639.2, XP_016769640.2	XP_015181177.1
OG0007887	XP_026296301.1, XP_006565343.1, XP_016773393.1	XP_015184469.1
OG0007888	XP_003251792.1	XP_015174671.1
OG0007889	XP_006563324.2	XP_015184445.1
OG0007890	XP_016773314.2	XP_015187982.1
OG0007892	XP_393080.4	XP_015187612.1
OG0007893	XP_623278.2	XP_015191548.1
OG0007894	XP_001121471.3	XP_015188689.1
OG0007895	XP_026296055.1	XP_015184237.1
OG0007896	XP_026298581.1	XP_015182692.1
OG0007897	XP_016772065.1	XP_015184127.1
OG0007899	XP_006559342.1	XP_015171654.1
OG0007900	XP_006566323.1	XP_015187537.1
OG0007901	XP_006570563.1	XP_015186788.1
OG0007902	XP_001121319.3	XP_015178244.1
OG0007903	XP_006564248.1	XP_015184981.1
OG0007904	XP_394025.4	XP_015172492.1
OG0007905	XP_026301535.1	XP_015190381.1
OG0007906	XP_026299326.1, NP_001119715.2	XP_015174448.1, XP_015174445.1, XP_015174446.1, XP_015174447.1
OG0007907	XP_001120817.2	XP_015187559.1
OG0007908	XP_003251581.1	XP_015186197.1
OG0007909	XP_026300424.1	XP_015188167.1, XP_015183419.1, XP_015183280.1
OG0007910	XP_003251819.1	XP_015188184.1
OG0007911	NP_001035294.1, XP_006566010.1	XP_015179282.1
OG0007912	NP_001108550.1	XP_015190975.1
OG0007913	NP_001135933.1	XP_015177100.1
OG0007914	XP_001122210.1	XP_015188128.1
OG0007915	XP_026300616.1	XP_015177009.1
OG0007916	XP_001122620.2	XP_015174464.1
OG0007917	XP_003249967.1	XP_015182674.1
OG0007918	XP_003250799.1	XP_015179235.1
OG0007919	XP_026296634.1, XP_003251129.1	XP_015179871.1
OG0007920	XP_003251417.1, XP_006569652.1	XP_015185992.1
OG0007921	XP_003251898.2	XP_015183537.1
OG0007923	XP_006559170.2, XP_006559171.2	XP_015190893.1, XP_015190901.1
OG0007924	XP_006560462.1	XP_015171404.1, XP_015171403.1
OG0007925	XP_006560700.1	XP_015188845.1, XP_015188847.1
OG0007926	XP_006565118.2	XP_015188830.1, XP_015188828.1
OG0007927	XP_006565503.2	XP_015190375.1
OG0007928	XP_006566221.2, XP_006566223.2	XP_015183933.1
OG0007929	XP_006566277.1, XP_026299240.1	XP_015188546.1
OG0007930	XP_016767638.2	XP_015173774.1
OG0007931	XP_016769925.1	XP_015180474.1
OG0007932	XP_016773366.1	XP_015182072.1
OG0007933	XP_026294829.1	XP_015187916.1
OG0007934	XP_395227.5	XP_015181671.1, XP_015181672.1
OG0007936	XP_026297971.1	XP_015191127.1
OG0007937	XP_026299458.1	XP_015174444.1
OG0007938	XP_026300496.1, XP_026300583.1	XP_015178758.1, XP_015178757.1
OG0007939	XP_026300682.1, XP_026300697.1	XP_015190552.1
OG0007940	XP_026301114.1	XP_015181218.1, XP_015175349.1
OG0007941	XP_393809.4	XP_015180311.1
