Orthogroup	Apis_mellifera	Bombyx_mori
OG0007092	XP_006565309.1	XP_037875162.1
OG0007093	XP_623363.1	XP_004921624.1
OG0007094	XP_006567524.1	XP_004927178.1
OG0007095	XP_006570066.1	XP_021202446.1
OG0007096	XP_016766793.2	XP_004928543.1
OG0007097	XP_392087.3	XP_021204471.1
OG0007098	XP_006570768.1	XP_037871084.1
OG0007099	XP_006559529.1	XP_004933683.1
OG0007100	XP_026298015.1	XP_012544028.1
OG0007101	XP_016767630.1	XP_037868204.1
OG0007102	XP_396096.4	XP_004932171.1
OG0007103	XP_006558513.3	XP_004925218.1
OG0007104	XP_006563745.1	NP_001037003.1
OG0007105	XP_016767905.1	XP_004924090.1
OG0007106	XP_001121426.2	XP_004929858.1
OG0007107	XP_623745.2	XP_021205571.1
OG0007108	XP_006568868.2	XP_004929110.1
OG0007109	XP_006559464.1	XP_004927948.2
OG0007110	XP_623486.1	XP_004930611.1
OG0007112	XP_624047.2	XP_004930049.1
OG0007113	XP_026297751.1, NP_001229484.1	XP_037866899.1
OG0007114	XP_003249693.1	XP_004930478.1
OG0007115	XP_016769149.1	XP_021201998.2
OG0007116	XP_006560985.1	XP_004924836.1
OG0007117	XP_001120297.2	XP_037869785.1
OG0007118	XP_624661.1	NP_001091820.2
OG0007119	XP_026298027.1	XP_037870860.1
OG0007120	XP_006563491.1	XP_004930728.1
OG0007121	XP_006566986.1	NP_001040525.1
OG0007122	XP_396976.2	XP_004921564.1
OG0007123	XP_394446.4	XP_004928631.2
OG0007124	XP_392877.1	XP_004928328.1
OG0007125	XP_396658.3	NP_001296538.1
OG0007126	XP_393863.3	XP_004931968.1
OG0007127	XP_006558856.1	XP_037876888.1
OG0007128	XP_006571390.1	XP_037875648.1
OG0007129	XP_026299008.1	XP_037869934.1
OG0007130	XP_006567267.1	NP_001036957.1
OG0007131	XP_026299494.1	XP_004932483.1
OG0007132	XP_016771903.2	XP_004933592.1
OG0007133	XP_016769720.1	XP_004924645.2
OG0007134	XP_006569897.2	NP_001157381.1
OG0007135	XP_006564003.1	XP_012553435.2
OG0007136	XP_392327.4	XP_012545811.2
OG0007137	XP_624821.1	NP_001037126.1
OG0007138	XP_016773364.2	NP_001037356.1
OG0007139	XP_006560452.1	XP_037877861.1
OG0007140	XP_623891.2	XP_004931733.2
OG0007142	XP_026297547.1	XP_021208033.1
OG0007143	XP_006563059.1	XP_037877663.1
OG0007144	XP_625119.1	XP_004930732.1
OG0007145	XP_624319.1	XP_012550526.1
OG0007146	XP_395811.2	XP_012552478.1
OG0007147	XP_006565787.1	XP_021207164.1
OG0007148	XP_397372.4	XP_021207926.1
OG0007149	XP_026298817.1	XP_021206571.2
OG0007150	XP_395812.4	XP_004926377.1
OG0007151	XP_396194.3	XP_004929216.2
OG0007152	XP_392764.1	XP_004923292.1
OG0007153	XP_624438.1	XP_004932950.1
OG0007154	XP_016773304.2	XP_004925878.1
OG0007155	XP_395927.4	XP_004924304.1
OG0007156	XP_397412.2	XP_004932146.1
OG0007158	XP_016768634.1	XP_037877154.1
OG0007159	XP_391981.3	XP_004929309.2
OG0007161	XP_016772174.1	NP_001136223.1
OG0007162	NP_001229927.1	XP_037873291.1
OG0007163	XP_001120478.2	XP_037870241.1
OG0007164	XP_006572119.2	XP_004921749.1
OG0007165	XP_006559584.2	XP_037871806.1
OG0007166	XP_006568392.1	XP_004929822.2
OG0007168	XP_003250379.1	XP_004930208.1
OG0007169	XP_396802.3	XP_004927480.1
OG0007170	XP_026296616.1	XP_012545290.1
OG0007171	XP_392816.2	XP_004931953.3
OG0007172	XP_394689.3	XP_012548761.1, XP_021205949.1
OG0007173	XP_001119885.1	NP_001037632.1
OG0007174	XP_016767773.1	NP_001037593.1
OG0007175	XP_006559844.1	XP_004933556.1
OG0007176	XP_394000.4	NP_001266310.1
OG0007177	XP_006563273.1	XP_037870204.1, NP_001091768.1
OG0007178	XP_394464.1	XP_004925537.1
OG0007179	XP_026299526.1	XP_037869363.1
OG0007180	XP_026295305.1	XP_004924858.2
OG0007181	XP_006560013.1	XP_037877792.1, XP_037877797.1
OG0007182	XP_006560931.1	XP_004921640.1
OG0007183	XP_026295291.1	XP_004921975.2, XP_037877267.1
OG0007184	XP_394701.3	XP_012548822.2
OG0007185	XP_006564792.1	NP_001296487.1, XP_037876106.1
OG0007186	XP_006568550.1	XP_004928528.2
OG0007187	XP_392932.3	XP_004930417.1
OG0007188	XP_624936.3	XP_004926652.1
OG0007189	XP_006570089.1	XP_012550987.1
OG0007190	XP_026297432.1	XP_012551247.2
OG0007192	XP_392767.4	XP_012545912.1
OG0007193	NP_001012633.1	XP_004927514.3
OG0007194	XP_016771176.2	XP_012553041.3
OG0007195	XP_016766792.2	XP_004928597.3
OG0007196	XP_026299452.1	XP_004928339.1
OG0007197	XP_392371.3	XP_012545469.1
OG0007198	XP_625165.1	XP_004922832.2
OG0007199	XP_006561478.1	NP_001108406.1
OG0007200	XP_006559113.3	XP_012546014.2
OG0007201	XP_016770535.1	XP_004928331.1
OG0007205	XP_026300448.1	XP_021209152.2
OG0007206	XP_026298631.1	XP_037873646.1
OG0007208	XP_003249755.1	XP_037872284.1
OG0007209	XP_391954.4	XP_037872708.1
OG0007210	XP_026296979.1	XP_037870950.1
OG0007211	XP_006557561.1	XP_012550031.1
OG0007212	XP_001121636.2	XP_037866996.1
OG0007213	XP_006568037.1	XP_037866470.1
OG0007216	XP_006564669.2	XP_004925808.2
OG0007217	XP_026299414.1	XP_004929376.2
OG0007218	XP_006567880.1	XP_004930397.1
OG0007219	XP_026296231.1	XP_021203792.1
OG0007220	XP_624824.3	NP_001040168.1
OG0007221	XP_006558801.1	XP_012547210.1
OG0007222	XP_623539.1	XP_037866553.1
OG0007223	XP_026299503.1	XP_004932508.1
OG0007225	XP_026298514.1	XP_037867453.1
OG0007226	XP_006564548.1	XP_004932936.1
OG0007227	XP_396511.3	XP_004927979.1
OG0007228	XP_001120268.3	XP_037876618.1
OG0007229	XP_006568378.2	XP_021207149.1
OG0007230	XP_016769151.1	NP_001091799.1
OG0007231	XP_006561239.1	XP_037871164.1
OG0007233	XP_001120954.1	XP_004925496.2
OG0007234	XP_006563445.1	XP_037875671.1
OG0007235	XP_016772372.2	XP_037876023.1
OG0007236	XP_006563346.1	XP_012553422.1
OG0007237	XP_026298081.1	XP_037874807.1
OG0007239	XP_006569683.1	XP_037877145.1
OG0007240	XP_001122632.3	XP_004922105.1
OG0007241	XP_006565027.1	XP_037872716.1
OG0007242	XP_393593.4	XP_037874449.1
OG0007243	XP_003251000.2	NP_001037374.1
OG0007244	XP_001120667.3	XP_004930368.1
OG0007245	XP_001120529.2	XP_004921842.1
OG0007247	XP_006567442.2	XP_012545303.1
OG0007248	XP_016767904.1	XP_004921852.1
OG0007249	XP_026301213.1	XP_037870778.1
OG0007250	XP_006569643.2	NP_001091745.1
OG0007251	XP_006563216.3	XP_021206915.2
OG0007252	XP_396208.4	XP_004921978.2
OG0007253	XP_006561337.1	XP_012544909.2
OG0007254	XP_006569062.1	XP_012552938.1
OG0007256	XP_624057.3	XP_037867108.1
OG0007257	XP_393264.2	XP_037872328.1
OG0007259	XP_016768556.2	XP_012551751.1
OG0007260	XP_397317.2	XP_012551707.2
OG0007262	XP_006560996.1	XP_004929483.1
OG0007263	XP_003251210.1	XP_004926451.1
OG0007264	XP_006562229.1	XP_012545264.2
OG0007265	XP_392115.1	NP_001040517.1
OG0007266	XP_006563575.2	XP_004922229.1
OG0007268	XP_006559789.1	XP_012553423.2
OG0007269	XP_026301683.1	XP_037870427.1
OG0007270	XP_006558857.1	XP_012549241.1
OG0007272	XP_006567699.1	XP_004921864.2
OG0007273	XP_026295422.1	XP_004928678.1, XP_012547828.1
OG0007275	XP_001121268.2	XP_037867325.1, NP_001040218.1
OG0007276	XP_026299152.1	XP_004931609.3
OG0007277	XP_006569150.1	XP_037871341.1
OG0007278	XP_026297640.1	NP_001040108.1
OG0007279	XP_026299651.1	XP_012548412.1
OG0007280	XP_006567463.2	XP_037876358.1
OG0007281	XP_006568416.2	XP_004931477.1
OG0007282	NP_001229451.1	XP_004932409.1
OG0007283	XP_006562100.1	XP_004932535.1
OG0007284	XP_026295913.1	XP_004926333.2
OG0007285	XP_393789.2	NP_001040123.1
OG0007286	XP_006567785.2	XP_004924541.1
OG0007287	XP_026295421.1	XP_004928706.1
OG0007288	XP_026296280.1	XP_004930624.1
OG0007289	XP_006570561.1	XP_004927732.2
OG0007291	XP_392863.3	XP_004926932.1
OG0007293	XP_016766379.1	XP_004922826.1
OG0007294	XP_006569964.1	XP_037876399.1
OG0007296	XP_003250098.2	XP_021202350.2
OG0007297	XP_026295487.1	XP_004928264.1
OG0007298	XP_394543.3	XP_004923869.1
OG0007299	XP_006562726.1	XP_021201877.1
OG0007300	XP_006570067.1	XP_004925954.1
OG0007301	XP_016767395.1	XP_021204585.1
OG0007303	XP_026296801.1	XP_037871569.1
OG0007304	XP_016772102.1	XP_004932396.1
OG0007305	XP_396542.5	XP_037867011.1
OG0007306	XP_026298777.1	XP_037873256.1
OG0007307	XP_392676.2	XP_012549543.1
OG0007308	XP_026300281.1	XP_037874733.1, XP_037874732.1
OG0007309	XP_016768247.1	XP_037874166.1
OG0007311	XP_001122740.5	XP_021203239.2
OG0007312	XP_395542.2	XP_004927818.1
OG0007313	XP_396706.4	XP_012543910.1
OG0007314	XP_393267.5	XP_012552749.1
OG0007315	XP_026297215.1	XP_037870064.1
OG0007316	XP_016767396.2	XP_037870453.1
OG0007317	XP_006569198.1	XP_004926309.1
OG0007318	XP_006564279.1	NP_001037279.1
OG0007319	XP_624144.2	XP_021206889.1
OG0007320	XP_006571383.1	XP_021203703.1
OG0007321	XP_026298456.1	XP_037876545.1
OG0007322	XP_001120363.1	XP_004922829.1
OG0007323	XP_006569870.1	XP_004925182.2
OG0007324	XP_016767296.1	XP_037870394.1
OG0007325	XP_016767223.1	NP_001240825.1, XP_037870180.1
OG0007326	XP_006569369.2	XP_021205728.1
OG0007327	XP_006570730.1	XP_012548253.2
OG0007329	XP_396280.4	XP_004928711.1
OG0007330	XP_016766596.1	XP_037871774.1
OG0007331	XP_392968.2	XP_037869178.1
OG0007332	XP_624890.1	XP_004924647.2
OG0007333	XP_006560709.1	XP_004925109.1
OG0007334	XP_001122532.3	XP_004930434.1
OG0007335	XP_394669.2	XP_004931015.2
OG0007336	XP_026296939.1	XP_037871471.1
OG0007337	XP_391887.4	XP_004931027.3
OG0007338	XP_006561268.2	XP_037874946.1
OG0007339	XP_016772954.2	XP_037876519.1
OG0007342	XP_391948.3	XP_004924860.1
OG0007343	XP_001119971.2	XP_037868391.1, XP_037868392.1
OG0007344	XP_001122585.3	XP_004926205.1
OG0007345	XP_006569049.1	XP_004922659.1
OG0007346	XP_393828.2	XP_004927519.1
OG0007347	XP_392195.5	XP_012550345.1
OG0007348	XP_393479.3	NP_001268823.1
OG0007349	XP_003249307.1	XP_004928576.1
OG0007350	XP_006569637.2	XP_037868408.1
OG0007351	XP_392763.3	XP_004930786.2
OG0007352	XP_393110.1	NP_001040223.1
OG0007353	XP_394353.3	XP_004928805.1
OG0007354	XP_006570560.1	XP_004929689.1, XP_004929687.1
OG0007355	XP_006561443.1	XP_037876159.1
OG0007356	XP_003250387.2	XP_004931118.1
OG0007357	XP_394781.4	XP_004930083.1
OG0007358	XP_026295021.1	XP_037876536.1
OG0007359	XP_006558743.1	XP_037874382.1
OG0007360	XP_026296240.1	XP_037870520.1
OG0007361	XP_006568016.1	XP_037869172.1
OG0007362	XP_006560181.1	XP_037873045.1
OG0007363	XP_393890.1	XP_004931751.2
OG0007364	XP_395329.2	XP_004928288.1
OG0007365	XP_026298881.1	XP_012550519.1
OG0007366	XP_003251930.2	XP_037873107.1
OG0007367	XP_397380.1	NP_001040118.1
OG0007368	XP_026296620.1	XP_004925483.1
OG0007369	XP_006566858.1	XP_021206333.1
OG0007370	XP_392078.2	XP_004929461.1
OG0007373	XP_016768215.2	XP_021202383.2
OG0007374	XP_026297344.1	XP_037874524.1
OG0007375	NP_001238948.1	XP_021205042.2
OG0007376	XP_003250394.3	XP_004929853.1
OG0007377	XP_006570038.2	XP_012547283.2
OG0007378	XP_026295645.1	XP_012549216.2
OG0007379	XP_003250595.1	XP_004930836.1
OG0007380	XP_392019.4	XP_012550641.1
OG0007381	XP_006559869.2	XP_037870869.1
OG0007382	XP_396056.5	XP_004933309.2
OG0007383	XP_625184.4	XP_004921598.2
OG0007384	XP_016771413.2	XP_037871455.1
OG0007385	XP_001121796.2	XP_012547045.2
OG0007386	XP_026296037.1	XP_021208944.1
OG0007387	XP_392365.1	NP_001135962.1
OG0007388	XP_006564475.2	XP_004922941.1
OG0007389	XP_026294930.1	XP_021204908.2, XP_004927901.2
OG0007390	XP_006566331.1	XP_012545903.2
OG0007392	XP_026301558.1	XP_037870065.1
OG0007393	XP_026296023.1, XP_026296021.1, XP_026296022.1, XP_026296020.1	XP_004925530.1
OG0007394	XP_623365.1	XP_037871171.1
OG0007397	XP_003250392.2	XP_037875240.1
OG0007398	XP_396388.5	XP_037869085.1
OG0007399	XP_394599.3	XP_037866519.1
OG0007400	XP_001121410.2	XP_004923051.1
OG0007401	NP_001229444.1	XP_021203711.2
OG0007402	XP_026300747.1	XP_037875313.1
OG0007403	XP_026296837.1	XP_004921826.2, XP_004921824.2
OG0007404	XP_006562242.2	XP_012544713.3
OG0007405	XP_006566135.1	XP_004924700.1
OG0007407	XP_026298382.1	XP_037876775.1
OG0007408	XP_026297045.1	XP_037875172.1, XP_012549826.1
OG0007409	XP_395004.3	XP_004923555.2
OG0007410	XP_026302081.1	XP_004929654.2
OG0007411	XP_392067.4	XP_021203615.1
OG0007412	XP_026299488.1	XP_012548355.2
OG0007414	XP_016770578.1	XP_004931793.1
OG0007415	XP_026296944.1	XP_004926930.1
OG0007416	XP_392937.2	XP_037869050.1, NP_001093306.1
OG0007417	XP_026301784.1	XP_037867533.1
OG0007418	XP_026300172.1	XP_021206633.2
OG0007419	XP_026297517.1	XP_021203919.1
OG0007421	XP_026298560.1	XP_004929267.1
OG0007422	XP_396279.3	XP_037873658.1
OG0007423	XP_006562359.1	XP_037866988.1
OG0007425	XP_001122113.1	XP_004925027.1
OG0007426	XP_026299274.1	XP_021207464.2
OG0007427	XP_026300512.1	XP_021202310.2
OG0007428	XP_026300457.1	XP_037873706.1
OG0007429	XP_001121332.3	XP_037873387.1
OG0007430	XP_395563.4	XP_037871707.1
OG0007431	XP_006563283.2	XP_037871321.1
OG0007432	XP_026297303.1	XP_037871251.1
OG0007433	XP_026297003.1	XP_037873090.1
OG0007434	XP_026295698.1, NP_001229483.1	XP_004922149.1
OG0007435	XP_026300892.1	XP_004931790.1
OG0007436	XP_026299473.1	XP_021202910.1
OG0007437	XP_006566798.2	XP_004931449.2
OG0007438	XP_003251943.1	XP_004923155.1
OG0007439	XP_016768314.2	XP_037871590.1
OG0007440	XP_026299731.1	XP_037870167.1
OG0007441	XP_026297752.1	XP_037872926.1
OG0007442	XP_396906.3	XP_037874991.1
OG0007443	XP_006571791.1	XP_012551319.3
OG0007444	XP_394473.2	XP_021203250.2
OG0007445	XP_006564268.2	XP_037876166.1
OG0007446	XP_026294632.1	XP_004927194.1
OG0007447	XP_006557930.1	XP_037869291.1
OG0007448	XP_006561392.2	XP_037868664.1
OG0007449	XP_026298212.1	XP_037874659.1
OG0007450	XP_624006.3	XP_004921634.2
OG0007451	XP_006568704.2, XP_006568703.2	XP_037870178.1
OG0007452	XP_026295050.1	XP_004923229.1
OG0007453	XP_001123126.4	NP_001124373.1
OG0007454	XP_026297556.1	XP_004931628.1
OG0007455	XP_006569533.1	XP_037869828.1
OG0007456	XP_016768377.1	XP_021205803.1
OG0007457	XP_006561021.1	XP_004930382.1
OG0007458	XP_001121569.3	XP_004927782.1
OG0007459	XP_006568034.1	XP_004930883.2
OG0007460	XP_003250167.2	XP_037870044.1
OG0007461	XP_026300004.1	XP_037868102.1
OG0007463	XP_006571469.1	XP_004931819.2
OG0007464	XP_624351.3	NP_001040376.1
OG0007465	XP_003249178.1	XP_012553013.1
OG0007466	XP_026300937.1	XP_004923513.1
OG0007467	XP_016766739.1	NP_001040371.1
OG0007468	XP_016766417.2	XP_037870958.1
OG0007469	XP_006569839.1	XP_012552974.1
OG0007470	XP_395197.2	XP_004924838.1
OG0007472	XP_006557814.2	XP_037875226.1
OG0007473	XP_026298728.1	XP_037875511.1
OG0007474	XP_624725.1	NP_001166194.1
OG0007475	XP_026295859.1	XP_004925264.1
OG0007477	XP_001120814.2	XP_004927126.2
OG0007478	XP_001120497.1	XP_004929103.1
OG0007479	XP_001121254.2	XP_012544109.2
OG0007480	XP_006570973.2	XP_012548468.2
OG0007481	XP_006571419.1, XP_001121501.2	XP_004929692.1
OG0007482	XP_395905.2	XP_004925441.1
OG0007483	XP_003251429.1	XP_004932226.2
OG0007485	XP_006563316.1	XP_004928996.1
OG0007486	XP_003250023.2	XP_004922383.1
OG0007487	XP_016769495.1	XP_037875212.1, XP_037875213.1
OG0007488	XP_624257.1	XP_037875149.1
OG0007489	XP_395319.2	NP_001040104.1
OG0007490	XP_016766278.1	XP_004927971.1
OG0007492	XP_003250660.1	NP_001106745.1
OG0007493	XP_026297817.1	XP_004932556.1
OG0007494	XP_026296630.1	XP_004927402.1
OG0007495	XP_001120941.3	XP_004932676.1
OG0007496	XP_026296720.1	XP_004928822.3
OG0007498	XP_392607.3	XP_004927849.1
OG0007499	XP_003251750.1	XP_004930958.2
OG0007501	XP_016771575.2	XP_012551216.2
OG0007503	XP_026296841.1	XP_004921893.1
OG0007504	XP_624178.2	XP_004932943.1
OG0007505	XP_006567213.1	XP_004929495.2
OG0007506	XP_003249799.2	XP_004932160.2
OG0007508	XP_395364.3	XP_037867277.1
OG0007509	XP_016770925.2, XP_006565301.2	XP_012550660.3
OG0007510	XP_026299026.1	XP_004926238.1
OG0007512	XP_624935.3	NP_001040105.1
OG0007513	XP_395661.4	XP_021204863.1, XP_004927947.1
OG0007514	XP_001120993.2, XP_006562091.2	XP_004930296.2
OG0007515	XP_006563436.1	XP_021205140.2
OG0007516	XP_026299709.1	XP_004928730.1
OG0007518	XP_026298373.1	XP_004926441.1
OG0007521	XP_016770959.2	XP_037867577.1
OG0007522	XP_026296532.1	XP_004930350.1, XP_021204578.2
OG0007525	XP_003249984.2	XP_012550931.1
OG0007526	XP_394150.4	XP_004923894.2
OG0007527	XP_026300878.1	XP_021203561.1
OG0007528	XP_016769957.1	XP_004925764.1
OG0007529	XP_026295976.1, XP_016767515.2	XP_037868952.1
OG0007530	XP_026299960.1	XP_037868601.1
OG0007531	XP_396781.2	XP_037873122.1
OG0007532	XP_006568182.1	XP_004930002.2
OG0007533	XP_026295012.1	XP_004927763.1
OG0007535	XP_016771545.1	XP_037873670.1
OG0007536	XP_026300973.1	XP_004932966.2, XP_004932965.1, XP_012548605.1
OG0007537	XP_003250111.1	XP_004922665.1, XP_004922666.1, XP_021207778.1
OG0007538	XP_001121988.2	XP_004922259.1
OG0007539	XP_006563200.1	XP_037877746.1
OG0007540	XP_006566143.2	XP_012544528.1
OG0007542	XP_003249566.1	NP_001243948.1, XP_012548061.2
OG0007543	XP_396895.4	XP_004924576.1
OG0007544	XP_026302179.1	XP_037875136.1
OG0007546	XP_016768085.1	XP_012547999.1
OG0007548	XP_016768317.2	XP_012552591.3
OG0007550	XP_026297223.1	XP_021203188.2
OG0007551	XP_026302259.1	XP_037871413.1
OG0007552	XP_016767851.2	XP_037876204.1
OG0007553	XP_001122183.1	NP_001166701.1, XP_012551893.1
OG0007554	XP_006570976.2	NP_001108337.1
OG0007555	XP_006567940.1	XP_012545281.2
OG0007556	XP_001122675.2	XP_004927798.1
OG0007558	XP_026296611.1	NP_001243911.1, XP_037876099.1
OG0007560	XP_397308.1	XP_004928634.1
OG0007561	XP_392683.1	XP_037873175.1
OG0007562	XP_026295988.1, XP_026295990.1	XP_037870491.1
OG0007563	XP_006565331.1	XP_004930924.1
OG0007577	XP_006562017.1	XP_004929369.3
OG0007578	XP_006567499.1	XP_021205067.1
OG0007582	XP_016769520.2	XP_004925294.2
OG0007584	XP_016770410.1	XP_037870525.1
OG0007587	XP_026294787.1	XP_004925007.1, XP_004925035.3
OG0007588	XP_026296531.1	XP_012552669.3
OG0007589	XP_026296667.1, XP_026296845.1	XP_004931328.2, XP_012551224.2
OG0007590	XP_026296719.1	XP_021202876.1
OG0007592	XP_026298046.1, XP_026298057.1	XP_021202742.1, XP_004924822.1
OG0007594	XP_026298743.1	XP_004929256.1
OG0007596	XP_026302061.1	XP_037869059.1
OG0007597	XP_026302302.1	XP_037876785.1
OG0007604	XP_026301086.1	XP_004927067.1
OG0007606	XP_623821.1	XP_004924720.1
OG0007608	XP_001121218.1	XP_004923817.1
OG0007609	XP_026298729.1	XP_004928175.1
OG0007610	XP_006570022.2	XP_004927637.1
OG0007611	XP_624487.1	XP_004923735.1
OG0007612	NP_001257742.1	XP_012544117.1
OG0007613	XP_006561132.1	XP_021208507.1
OG0007615	XP_016771434.2	XP_004932824.1
OG0007616	NP_001165850.1	XP_004928624.1
OG0007617	XP_001120568.1	XP_004933259.1, XP_004933260.1
OG0007619	NP_001193396.1	XP_004931593.1
OG0007621	XP_623654.3	XP_004928926.1
OG0007622	XP_001122434.2	XP_004924198.1
OG0007623	XP_006565607.1	XP_004925701.1
OG0007627	XP_006568403.1	XP_037869759.1
OG0007628	XP_393224.2	XP_012543917.2
OG0007629	XP_625051.2	XP_021206214.2
OG0007630	XP_006567763.1	XP_037875384.1
OG0007631	XP_026300300.1	XP_021206616.1
OG0007632	XP_016770081.2	XP_012553121.1
OG0007633	XP_394692.3	XP_037869976.1
OG0007634	XP_394462.2	XP_004930667.2, XP_012549664.1
OG0007635	XP_625227.2	XP_012543924.1
OG0007636	XP_026298036.1	XP_037872199.1
OG0007639	XP_006560751.3	XP_004931293.1
OG0007640	XP_026299252.1	XP_037872074.1
OG0007641	XP_026300242.1	XP_004930412.1
OG0007642	XP_006568679.1	XP_004932852.1
OG0007643	XP_026299940.1	XP_037868985.1
OG0007646	XP_006563807.2	XP_012550961.1
OG0007648	XP_016768427.2	XP_004925067.2
OG0007649	XP_006560291.2	XP_004922368.1
OG0007650	XP_006561668.2	XP_012550466.2
OG0007651	XP_001120182.3	XP_037872633.1
OG0007653	XP_006565931.3	XP_012546369.1
OG0007654	XP_026298629.1	XP_012544617.2
OG0007655	XP_001121220.1	XP_004929396.1
OG0007657	XP_003249782.1	XP_037870231.1
OG0007658	XP_397464.4	XP_021206936.1
OG0007659	XP_003250145.2, XP_016767462.1	XP_004925515.1
OG0007660	XP_026296194.1	NP_001091774.1
OG0007661	XP_001123287.3	XP_037875033.1
OG0007662	XP_026297077.1	XP_004930212.1
OG0007663	XP_006564509.1	XP_004930027.2
OG0007664	XP_624777.3	XP_037869673.1
OG0007665	XP_006561059.1	XP_004926118.1
OG0007666	XP_026296195.1	XP_037870564.1
OG0007667	XP_006563221.1	XP_004932815.3
OG0007670	XP_393342.3	NP_001040122.1
OG0007671	XP_394351.2	XP_004928684.1
OG0007672	XP_016769164.1, XP_003249512.1	XP_004928239.1
OG0007673	XP_393726.2	XP_004931811.1
OG0007674	XP_003249082.2	NP_001091772.1
OG0007675	XP_006571336.1	XP_037867218.1
OG0007676	XP_395034.3	XP_037871583.1
OG0007677	XP_026299896.1	XP_004927006.2
OG0007678	XP_623573.2	XP_037871742.1
OG0007679	XP_026301896.1, XP_016770824.1	NP_001266344.1
OG0007680	XP_001121969.2	XP_012544935.2, XP_037874393.1
OG0007681	XP_001120291.5	XP_004926378.1
OG0007682	XP_394320.2	XP_004928477.1
OG0007683	XP_393856.2	XP_004934344.1
OG0007684	XP_003251111.1	XP_004930471.1
OG0007685	XP_006563752.1	XP_021204795.2
OG0007686	XP_003251197.1	XP_004932345.1
OG0007688	XP_001123277.1	XP_004927391.1
OG0007689	XP_016773384.2	XP_012551322.2
OG0007691	XP_026297183.1	XP_012545236.1
OG0007694	XP_394499.4	XP_021206533.2
OG0007695	XP_391980.1	XP_037872596.1
OG0007696	XP_026299200.1	XP_004928301.2
OG0007697	NP_001265257.1, XP_006572423.1	XP_004932470.1
OG0007698	XP_016772228.1	XP_004932702.1
OG0007699	XP_001119904.4	XP_037876652.1
OG0007700	XP_026300966.1, XP_016771490.1	XP_004929502.1
OG0007701	XP_001121184.1	XP_037868214.1
OG0007702	XP_006562676.2	XP_037870205.1
OG0007703	XP_016771536.1	XP_037876428.1, XP_021202420.1
OG0007704	XP_006561058.1, XP_016772177.1	XP_021203609.2
OG0007706	XP_001123212.2	XP_037872790.1
OG0007707	XP_026297053.1	XP_004927868.1
OG0007708	XP_623690.5	XP_037871469.1
OG0007711	XP_006568137.2	XP_012546371.1
OG0007713	XP_016772376.2	XP_037876611.1
OG0007714	XP_006568699.1	XP_037869429.1, NP_001108468.1
OG0007715	XP_393262.1	XP_021208422.1
OG0007716	XP_001122096.2	XP_021203913.1
OG0007719	XP_006566017.1	XP_004931877.1
OG0007720	XP_026301019.1	XP_037877149.1
OG0007721	XP_026295544.1	XP_004931760.1
OG0007723	XP_016772834.1	XP_037875664.1
OG0007724	XP_026298525.1, XP_026298526.1, XP_026298527.1, XP_026298524.1	XP_012545571.1
OG0007728	XP_006564958.2	XP_004931721.1
OG0007729	XP_396816.5	XP_037867703.1
OG0007730	XP_395986.4	XP_037873156.1
OG0007731	XP_624023.2	XP_004929693.2
OG0007734	XP_625245.2	XP_004923042.1
OG0007735	XP_624229.2	XP_004927866.1
OG0007736	XP_016769408.2	XP_004922235.1
OG0007737	XP_026299686.1	XP_012551293.2
OG0007738	XP_026299116.1	XP_004924189.1
OG0007739	XP_003251120.1	XP_004930156.1
OG0007740	XP_392754.3	XP_037868429.1
OG0007741	XP_016769147.2	XP_021204699.2
OG0007742	XP_026297681.1	XP_004932847.1
OG0007743	XP_395972.4	XP_004932105.1
OG0007744	XP_003249360.1	XP_004932494.1
OG0007745	XP_001120925.1	XP_037876957.1, XP_037876958.1
OG0007746	XP_003251113.1	XP_004930398.1
OG0007747	XP_026300104.1	XP_037875117.1
OG0007748	XP_006568482.3	XP_037877348.1, XP_021207319.2
OG0007750	XP_003251181.2	XP_004924187.1
OG0007753	XP_006560472.1	XP_004925623.2
OG0007754	XP_006565554.1	XP_012549077.2
OG0007755	XP_016767276.2	XP_037870251.1
OG0007756	XP_026296754.1	XP_012549159.3
OG0007759	XP_016768254.1	XP_012545163.1
OG0007760	XP_006563321.2	XP_037872474.1
OG0007761	XP_026302171.1	XP_037870838.1
OG0007763	XP_395385.3	XP_021208433.1
OG0007764	XP_006560495.3	XP_004928342.1
OG0007768	XP_006562384.1	XP_037871338.1
OG0007769	XP_016771853.1	XP_012548513.1
OG0007770	NP_001165877.1	XP_004927404.1
OG0007773	XP_006569098.1	XP_037875957.1
OG0007774	XP_026295810.1	XP_004932317.2
OG0007775	XP_006567709.1	XP_012546638.1
OG0007776	XP_003251794.2	XP_004932694.1
OG0007777	XP_006559060.2	XP_021206053.2
OG0007778	XP_026295462.1	XP_012548011.2
OG0007780	XP_026300613.1	XP_021202883.1
OG0007781	XP_006569262.2	XP_004924462.1
OG0007783	XP_016771878.2	XP_004933488.2
OG0007784	XP_392810.3	XP_021203312.2
OG0007785	XP_006567803.2	XP_004924665.2
OG0007787	XP_623930.2	XP_004925880.2
OG0007788	XP_026299217.1	XP_012550605.1
OG0007789	XP_006558764.1	XP_037867654.1
OG0007790	XP_026297809.1	XP_021203906.2
OG0007791	XP_026299504.1	XP_021207816.2
OG0007792	XP_026297025.1	XP_012546469.1
OG0007793	XP_003251343.2	XP_004928626.1
