Orthogroup	Apis_mellifera	Osmia_bicornis
OG0006593	XP_026299371.1	XP_029046503.1
OG0006594	XP_624543.3	XP_029036683.1
OG0006595	XP_396292.3	XP_029035183.1
OG0006596	XP_026298472.1, XP_026298469.1	XP_029033376.1
OG0006597	XP_006562381.1	XP_029032724.1
OG0006598	XP_026297331.1	XP_029053288.1, XP_029053233.1
OG0006599	XP_006560739.1	XP_029045915.1
OG0006600	XP_006565329.1	XP_029056050.1, XP_029056149.1
OG0006601	XP_016769919.1, XP_026299199.1	XP_029039587.1
OG0006602	XP_016771089.2	XP_029040343.1
OG0006603	XP_006566924.1	XP_029033203.1
OG0006604	XP_394245.2	XP_029046943.1
OG0006605	XP_026298358.1	XP_029051547.1
OG0006606	XP_026297372.1	XP_029049399.1
OG0006607	XP_026302188.1	XP_029052033.1
OG0006608	XP_006564481.1	XP_029048830.1
OG0006609	XP_006560078.2	XP_029055730.1
OG0006610	XP_016771772.2	XP_029041930.1
OG0006611	XP_026296589.1	XP_029053144.1
OG0006614	XP_026299987.1	XP_029056353.1
OG0006615	XP_006569353.1	XP_029043004.1
OG0006616	XP_026300614.1	XP_029049208.1, XP_029049209.1
OG0006617	XP_003249202.3	XP_029032968.1
OG0006618	XP_006562505.1	XP_029040599.1
OG0006619	XP_026298506.1	XP_029037684.1
OG0006621	XP_001121716.2	XP_029050713.1
OG0006622	XP_624412.2	XP_029036915.1
OG0006623	XP_026298827.1	XP_029047828.1
OG0006624	XP_016772983.2	XP_029037997.1
OG0006625	XP_026299755.1	XP_029041113.1
OG0006626	XP_026301969.1, XP_026301963.1	XP_029037986.1
OG0006627	XP_026301468.1	XP_029047653.1
OG0006628	XP_006572271.1	XP_029035849.1
OG0006629	XP_395538.2	XP_029046427.1
OG0006630	XP_003250991.1	XP_029046606.1
OG0006631	XP_003249699.1	XP_029044328.1
OG0006632	XP_623146.2	XP_029054375.1
OG0006633	XP_624940.3	XP_029041456.1, XP_029041460.1
OG0006634	XP_026300183.1	XP_029048865.1
OG0006635	XP_006563266.1, NP_001012431.1	XP_029036763.1
OG0006636	XP_006569370.1	XP_029042892.1
OG0006638	XP_006564876.1	XP_029039049.1
OG0006639	XP_016770383.1	XP_029043939.1
OG0006640	XP_026295940.1	XP_029042888.1
OG0006641	XP_006569827.1	XP_029044703.1
OG0006642	XP_026297660.1	XP_029055628.1
OG0006643	XP_003249593.1	XP_029036735.1
OG0006644	XP_016766768.1	XP_029032994.1
OG0006645	XP_026299064.1	XP_029040439.1
OG0006646	XP_396967.4	XP_029054448.1
OG0006647	XP_006564277.1	XP_029042182.1
OG0006648	XP_026300615.1	XP_029049204.1
OG0006649	XP_026301648.1	XP_029051006.1
OG0006650	XP_016771065.2	XP_029034681.1
OG0006651	XP_001122664.2	XP_029050688.1
OG0006652	XP_016769843.2	XP_029040728.1
OG0006653	XP_006571410.1	XP_029040392.1
OG0006654	XP_003251638.1	XP_029042491.1
OG0006655	XP_623993.3	XP_029045955.1
OG0006656	XP_006564513.1	XP_029040011.1
OG0006657	XP_006558480.1	XP_029046137.1
OG0006658	XP_392133.2	XP_029035175.1
OG0006659	XP_026296041.1	XP_029035655.1
OG0006660	XP_624199.2	XP_029054730.1
OG0006661	XP_026297862.1	XP_029052109.1
OG0006662	XP_026297156.1, XP_026297073.1	XP_029051229.1
OG0006663	XP_016771818.1	XP_029037566.1
OG0006664	XP_026297631.1	XP_029041227.1
OG0006665	XP_001122722.2	XP_029050640.1
OG0006666	XP_393985.4	XP_029039393.1
OG0006667	XP_006559909.2	XP_029046988.1
OG0006668	XP_396341.3	XP_029043774.1, XP_029043657.1
OG0006670	XP_026301899.1	XP_029037912.1
OG0006671	XP_026301893.1	XP_029038053.1
OG0006673	XP_026299863.1	XP_029049790.1, XP_029049788.1
OG0006674	XP_006563628.2	XP_029052780.1
OG0006675	XP_026294843.1	XP_029055979.1
OG0006676	XP_006560984.1	XP_029033811.1, XP_029033812.1
OG0006677	XP_016769709.1	XP_029034486.1
OG0006678	XP_026295949.1	XP_029034522.1
OG0006679	XP_001120447.3	XP_029033874.1
OG0006680	XP_026298168.1	XP_029037777.1
OG0006681	XP_006564504.1, XP_006564505.1	XP_029052125.1
OG0006682	XP_016771113.1	XP_029049349.1
OG0006683	XP_016769029.1	XP_029046405.1
OG0006684	XP_001119824.1	XP_029049177.1
OG0006685	XP_026301246.1	XP_029045990.1
OG0006686	XP_003249249.1	XP_029047640.1
OG0006687	XP_026300381.1	XP_029049261.1
OG0006688	XP_395106.4	XP_029053343.1
OG0006689	XP_624863.2	XP_029041454.1
OG0006690	XP_392257.1	XP_029032948.1
OG0006691	XP_001122615.2	XP_029056365.1
OG0006693	XP_393805.3	XP_029042717.1
OG0006694	NP_001265609.1, XP_006566320.1	XP_029042705.1
OG0006695	XP_396632.3	XP_029053282.1
OG0006696	XP_395550.3	XP_029049179.1
OG0006697	XP_026301633.1	XP_029035331.1
OG0006698	XP_006559976.1	XP_029054005.1, XP_029053983.1
OG0006699	XP_026301700.1	XP_029050992.1
OG0006700	XP_001121709.2	XP_029053401.1
OG0006701	XP_016767295.1	XP_029035974.1
OG0006702	XP_006561160.1	XP_029055950.1
OG0006703	XP_016770163.2	XP_029054114.1
OG0006704	XP_006570793.1	XP_029051978.1
OG0006705	XP_006568827.1	XP_029034365.1
OG0006706	XP_006560384.1	XP_029043809.1, XP_029043811.1
OG0006707	XP_624893.1	XP_029041347.1
OG0006708	XP_003249880.3	XP_029042221.1
OG0006709	NP_001011606.1	XP_029041874.1
OG0006710	XP_396161.2	XP_029032898.1
OG0006711	NP_001124510.1	XP_029036554.1
OG0006713	XP_624961.2	XP_029034552.1
OG0006714	XP_003250261.1	XP_029040841.1
OG0006715	XP_026298841.1	XP_029041442.1, XP_029041436.1
OG0006716	XP_026296142.1, XP_026296141.1	XP_029044332.1
OG0006717	XP_003249612.2	XP_029051203.1
OG0006718	XP_026300191.1	XP_029040347.1
OG0006719	XP_006567489.1	XP_029041408.1
OG0006720	XP_026299120.1	XP_029033933.1
OG0006721	XP_001121507.2	XP_029041679.1
OG0006722	XP_397130.4	XP_029051565.1
OG0006723	XP_394949.4	XP_029049498.1
OG0006724	XP_003250488.2	XP_029049628.1
OG0006725	XP_006563865.1	XP_029034939.1, XP_029034938.1
OG0006726	XP_006559371.1	XP_029044506.1
OG0006727	XP_006565364.1	XP_029035834.1, XP_029035833.1
OG0006728	XP_006568260.1	XP_029041639.1
OG0006729	XP_396090.2	XP_029041658.1
OG0006730	XP_026298748.1	XP_029041391.1
OG0006731	XP_026299646.1	XP_029035485.1
OG0006732	XP_001122204.2	XP_029036159.1
OG0006733	XP_026296319.1, NP_001229507.1	XP_029034061.1
OG0006734	XP_016770454.2	XP_029038351.1
OG0006735	XP_006563992.1	XP_029052672.1
OG0006736	XP_016771882.1	XP_029034055.1
OG0006739	NP_001229912.1, XP_006565897.2	XP_029032044.1
OG0006740	XP_623918.4	XP_029042096.1
OG0006741	XP_006560152.2	XP_029034704.1
OG0006742	XP_006570387.1	XP_029048365.1
OG0006743	XP_393106.4	XP_029039497.1
OG0006744	XP_026302053.1	XP_029033081.1, XP_029033913.1, XP_029033442.1
OG0006745	XP_006563630.1	XP_029052778.1
OG0006746	XP_624420.3	XP_029031943.1
OG0006747	XP_001122154.3	XP_029049283.1
OG0006748	XP_003249929.1	XP_029038521.1
OG0006749	XP_006571326.2	XP_029033905.1
OG0006750	XP_026301495.1	XP_029042342.1
OG0006751	XP_016771378.2	XP_029052354.1
OG0006752	XP_026300126.1	XP_029034656.1
OG0006753	XP_026300732.1	XP_029051883.1
OG0006754	XP_006560031.3	XP_029036730.1
OG0006755	XP_026295946.1, XP_016767070.2	XP_029033231.1
OG0006757	XP_001120244.1	XP_029055870.1
OG0006759	XP_006560560.2	XP_029032869.1
OG0006760	XP_026297363.1, NP_001011576.1	XP_029051619.1
OG0006761	NP_001011591.1	XP_029038158.1
OG0006763	NP_001257756.1	XP_029034282.1
OG0006764	NP_001265254.1, XP_016770158.1	XP_029042759.1, XP_029042761.1
OG0006765	XP_001119995.3	XP_029046167.1
OG0006766	XP_001121406.2	XP_029045452.1
OG0006767	XP_026296444.1, XP_026296443.1, XP_001122458.2, XP_006569974.1, XP_026296694.1, XP_006569959.1	XP_029038920.1
OG0006768	XP_001122875.1	XP_029041785.1
OG0006769	XP_006558661.1, XP_006558659.1, XP_003249336.1, XP_006558660.1	XP_029035259.1, XP_029035258.1
OG0006770	XP_003249843.1, XP_003249842.1	XP_029050319.1, XP_029050305.1, XP_029050312.1
OG0006771	XP_003250490.1, XP_026297879.1	XP_029049627.1
OG0006772	XP_006557365.1, XP_026297645.1	XP_029045085.1
OG0006773	XP_006561220.1	XP_029031915.1
OG0006774	XP_006561421.2	XP_029043035.1
OG0006775	XP_006561752.1	XP_029041505.1
OG0006776	XP_006565695.1, XP_026300768.1	XP_029039379.1
OG0006777	XP_006570731.1	XP_029050386.1, XP_029050387.1
OG0006778	XP_006572020.1	XP_029032450.1, XP_029032448.1, XP_029032449.1
OG0006779	XP_006572091.1	XP_029044871.1
OG0006780	XP_394472.4, XP_016767201.2	XP_029035961.1
OG0006781	XP_016767563.2	XP_029042162.1
OG0006782	XP_016767801.2	XP_029053039.1
OG0006783	XP_016773625.2	XP_029043603.1, XP_029043604.1
OG0006784	XP_026295427.1	XP_029033085.1
OG0006785	XP_026296582.1, XP_026296581.1, XP_026296580.1	XP_029041326.1, XP_029041325.1
OG0006787	XP_026298617.1	XP_029044802.1, XP_029044803.1, XP_029044804.1
OG0006788	XP_026298719.1, XP_026298639.1	XP_029041387.1
OG0006792	XP_026301354.1	XP_029047637.1
OG0006793	XP_392070.3	XP_029039521.1
OG0006798	XP_006565317.1	XP_029049447.1
OG0006799	XP_006570969.1	XP_029048016.1
OG0006800	XP_001121282.3	XP_029047225.1
OG0006801	XP_394680.3	XP_029048539.1
OG0006802	XP_397475.2	XP_029050946.1
OG0006803	XP_026297767.1	XP_029047248.1
OG0006804	XP_393294.2	XP_029041033.1
OG0006805	XP_393914.1	XP_029036111.1
OG0006806	XP_016769230.1	XP_029040973.1
OG0006807	XP_392812.2	XP_029043492.1
OG0006808	XP_026296237.1	XP_029042917.1
OG0006809	XP_026300889.1	XP_029041833.1
OG0006810	XP_625206.1	XP_029048392.1
OG0006811	XP_006563749.1	XP_029054203.1
OG0006812	XP_006566799.1	XP_029037586.1
OG0006813	XP_393995.1	XP_029045355.1
OG0006814	XP_026298454.1	XP_029043391.1
OG0006815	XP_393902.1	XP_029052826.1
OG0006816	XP_006564093.1	XP_029044857.1
OG0006817	XP_026298171.1	XP_029044189.1
OG0006818	XP_026297680.1	XP_029044661.1
OG0006819	XP_624971.1	XP_029034232.1
OG0006820	XP_001121462.1	XP_029051557.1
OG0006821	XP_395122.1	XP_029052455.1
OG0006822	XP_016772679.1	XP_029039654.1
OG0006823	XP_016768331.1	XP_029040933.1, XP_029040942.1
OG0006824	XP_625098.1	XP_029036492.1
OG0006825	XP_624330.3	XP_029045445.1
OG0006826	NP_001090623.1	XP_029050976.1
OG0006827	XP_396159.2	XP_029037454.1
OG0006828	XP_001121985.1	XP_029049290.1
OG0006829	XP_016773166.1	XP_029055673.1
OG0006830	XP_016767343.2	XP_029046218.1
OG0006831	XP_392037.1	XP_029041779.1
OG0006832	XP_624378.1	XP_029048302.1
OG0006833	XP_006565002.1	XP_029039158.1
OG0006834	XP_003249688.1	XP_029054774.1
OG0006835	XP_006559497.1	XP_029046845.1
OG0006836	XP_006558739.1	XP_029032146.1
OG0006837	XP_001122341.1	XP_029039465.1, XP_029039466.1, XP_029039464.1
OG0006838	XP_001120148.2	XP_029053500.1
OG0006839	XP_625181.4	XP_029039181.1
OG0006840	XP_001121541.1	XP_029050011.1
OG0006841	XP_624109.1	XP_029051923.1
OG0006842	XP_625157.2	XP_029032191.1
OG0006843	XP_006559119.1	XP_029040095.1
OG0006844	XP_624836.1	XP_029045686.1
OG0006845	XP_001120359.2	XP_029051505.1
OG0006846	XP_001121893.2	XP_029033063.1
OG0006847	XP_395163.2	XP_029055385.1
OG0006848	XP_392156.2	XP_029053989.1
OG0006849	XP_001122504.1	XP_029040219.1
OG0006850	XP_624282.1	XP_029050872.1
OG0006851	XP_026295577.1	XP_029038054.1
OG0006852	XP_006564915.1	XP_029038454.1
OG0006853	XP_016771509.1	XP_029039041.1
OG0006854	XP_006558384.1	XP_029049993.1
OG0006855	XP_016769781.1	XP_029041962.1
OG0006856	XP_392127.1	XP_029035823.1, XP_029035824.1
OG0006857	XP_397213.2	XP_029050747.1
OG0006858	XP_001121371.2	XP_029039630.1
OG0006859	XP_624801.1	XP_029037567.1
OG0006860	XP_003249659.1	XP_029046855.1
OG0006861	XP_006564883.1	XP_029045354.1
OG0006862	XP_623456.1	XP_029037193.1
OG0006863	XP_006570991.1	XP_029040560.1
OG0006864	NP_001229473.1	XP_029042312.1
OG0006865	NP_001161897.1	XP_029042754.1
OG0006866	XP_026301291.1	XP_029047756.1
OG0006867	NP_001161365.1	XP_029039288.1
OG0006868	NP_001165849.1	XP_029033743.1
OG0006869	XP_393962.3	XP_029039392.1
OG0006870	XP_001121593.3	XP_029034665.1
OG0006871	XP_623274.2	XP_029054408.1
OG0006872	XP_623429.3	XP_029053926.1
OG0006873	XP_006564652.1	XP_029052314.1
OG0006874	XP_016769032.1	XP_029047136.1
OG0006875	XP_393466.2	XP_029044051.1
OG0006877	XP_624118.1	XP_029031903.1
OG0006878	XP_001121911.1	XP_029046591.1
OG0006879	XP_623160.1	XP_029049989.1
OG0006881	XP_026298562.1	XP_029047916.1
OG0006882	XP_001121144.1	XP_029048728.1
OG0006883	XP_003251833.2	XP_029036681.1
OG0006884	XP_003251281.1	XP_029055075.1
OG0006885	XP_393829.3	XP_029044855.1
OG0006886	XP_006564616.1	XP_029046755.1
OG0006887	XP_016773517.2	XP_029031844.1
OG0006888	XP_393973.2	XP_029037689.1
OG0006890	XP_624879.1	XP_029040047.1
OG0006891	XP_016767520.1	XP_029046704.1
OG0006892	XP_624325.2	XP_029055482.1
OG0006893	XP_016770294.1	XP_029046586.1
OG0006894	XP_394359.2	XP_029055871.1
OG0006895	XP_394753.2	XP_029049633.1
OG0006896	XP_393085.2	XP_029042140.1
OG0006897	XP_001122074.3	XP_029044441.1
OG0006898	XP_026295160.1	XP_029032883.1
OG0006899	XP_624820.3	XP_029053470.1
OG0006900	XP_001122972.1	XP_029052468.1
OG0006901	XP_001120636.1	XP_029042193.1
OG0006902	XP_006566420.1	XP_029042634.1
OG0006903	XP_393347.3	XP_029047599.1
OG0006904	XP_001120535.2	XP_029035718.1
OG0006905	XP_006571254.1	XP_029033982.1
OG0006906	XP_396465.2	XP_029048701.1
OG0006907	XP_006559684.2	XP_029046339.1
OG0006908	XP_026296145.1	XP_029039299.1
OG0006909	XP_026300766.1	XP_029039069.1
OG0006910	XP_006557398.1	XP_029046694.1
OG0006911	XP_026297969.1	XP_029038476.1
OG0006912	XP_026298460.1	XP_029044756.1
OG0006913	XP_026296669.1	XP_029041159.1
OG0006914	XP_396187.2	XP_029051713.1
OG0006916	XP_016767158.1	XP_029033039.1
OG0006917	XP_016770530.1	XP_029035390.1
OG0006918	XP_394559.1	XP_029041323.1
OG0006919	XP_006557352.1	XP_029051026.1
OG0006920	XP_026294890.1	XP_029040404.1
OG0006921	XP_006568187.1	XP_029040803.1
OG0006922	XP_006563429.1	XP_029047740.1
OG0006923	XP_003250475.1	XP_029034459.1
OG0006924	XP_001120832.2	XP_029046754.1
OG0006925	XP_392660.2	XP_029046500.1
OG0006926	XP_026297464.1, XP_026297465.1	XP_029047328.1
OG0006927	XP_006565093.1	XP_029042585.1
OG0006928	XP_006558688.2	XP_029040965.1
OG0006929	XP_026298096.1	XP_029049602.1
OG0006930	XP_016769342.2	XP_029047945.1
OG0006931	XP_396873.2	XP_029048431.1
OG0006932	XP_006563593.1	XP_029036877.1
OG0006933	XP_006569305.1	XP_029033015.1
OG0006934	XP_026300085.1	XP_029056114.1, XP_029056112.1
OG0006935	XP_392639.1	XP_029040748.1
OG0006936	XP_006564964.1	XP_029039087.1
OG0006937	XP_006558326.1	XP_029045988.1
OG0006938	XP_016767184.1	XP_029048003.1
OG0006940	XP_393989.4	XP_029045385.1
OG0006941	XP_003250708.2	XP_029052148.1
OG0006943	XP_026298922.1	XP_029052418.1
OG0006944	XP_006568545.1	XP_029037119.1
OG0006945	XP_016772712.1	XP_029032178.1
OG0006946	XP_006567646.2	XP_029041463.1
OG0006947	XP_392210.1, XP_006568928.1	XP_029036326.1
OG0006948	XP_001123357.1	XP_029043349.1
OG0006949	XP_026299440.1	XP_029035476.1
OG0006950	XP_625196.1	XP_029036701.1
OG0006951	XP_392569.2	XP_029040238.1
OG0006952	NP_001229449.1	XP_029041096.1
OG0006953	XP_006558167.2	XP_029052582.1
OG0006954	XP_026298405.1	XP_029033962.1
OG0006955	XP_006569243.1	XP_029039851.1
OG0006956	XP_392330.1	XP_029032383.1
OG0006957	XP_001119966.1	XP_029037908.1
OG0006958	XP_391869.3	XP_029046594.1
OG0006959	XP_026299698.1	XP_029043963.1
OG0006960	XP_624522.1	XP_029055532.1
OG0006961	XP_026301462.1	XP_029036909.1
OG0006962	XP_392325.1	XP_029046324.1
OG0006964	XP_396270.5	XP_029055391.1, XP_029055390.1
OG0006965	XP_395464.3	XP_029037571.1
OG0006966	XP_016768757.2	XP_029032512.1
OG0006968	XP_006563668.1	XP_029052499.1
OG0006969	XP_026298160.1	XP_029035158.1
OG0006970	XP_001121774.2	XP_029039183.1
OG0006971	XP_006559546.1	XP_029046809.1
OG0006972	XP_395743.3	XP_029053430.1
OG0006973	XP_006559868.1	XP_029038241.1
OG0006974	XP_026300694.1	XP_029045346.1
OG0006975	XP_006563004.2	XP_029045383.1
OG0006976	XP_001121110.2	XP_029055438.1
OG0006977	XP_003249666.1	XP_029037411.1
OG0006978	XP_006568621.1	XP_029047409.1
OG0006979	XP_003251399.1	XP_029032198.1
OG0006980	XP_016771111.2	XP_029034651.1
OG0006981	XP_003251217.1	XP_029035257.1
OG0006983	XP_006568404.1	XP_029046946.1
OG0006984	XP_006571644.1	XP_029033909.1
OG0006985	XP_026296008.1	XP_029033767.1
OG0006986	XP_006571573.2	XP_029037863.1
OG0006987	XP_026297936.1	XP_029043118.1
OG0006988	XP_006570274.1	XP_029048753.1
OG0006989	XP_001121891.1	XP_029052692.1
OG0006990	XP_006567290.1	XP_029047556.1
OG0006991	XP_016766753.1	XP_029033723.1
OG0006992	XP_395172.2	XP_029050906.1
OG0006993	XP_026302078.1	XP_029047456.1
OG0006994	XP_393007.1	XP_029054886.1
OG0006995	XP_026296320.1, NP_001012645.1	XP_029038893.1
OG0006996	XP_006563068.1	XP_029043444.1
OG0006997	XP_006565314.3	XP_029049924.1
OG0006998	XP_003250109.1	XP_029041392.1
OG0006999	XP_016770896.2	XP_029041713.1
OG0007000	XP_006557334.2	XP_029051813.1
OG0007001	XP_623247.1	XP_029034848.1
OG0007002	XP_006568663.1	XP_029055411.1
OG0007003	XP_395865.5	XP_029046457.1
OG0007004	XP_394455.4	XP_029042944.1
OG0007005	XP_623765.3	XP_029041187.1
OG0007006	XP_625143.2	XP_029043888.1
OG0007007	XP_001121187.2	XP_029039301.1
OG0007008	XP_016771436.2	XP_029052393.1
OG0007009	XP_001120958.2	XP_029046413.1
OG0007010	XP_006561302.1	XP_029050470.1
OG0007011	XP_026299182.1	XP_029051457.1
OG0007012	XP_026295974.1	XP_029034736.1
OG0007013	XP_003249380.1	XP_029032122.1
OG0007014	XP_623732.1	XP_029033768.1
OG0007015	XP_026297481.1	XP_029038176.1
OG0007016	XP_392346.4	XP_029035592.1
OG0007017	XP_396937.4	XP_029032321.1
OG0007018	XP_395584.4	XP_029037422.1
OG0007019	XP_397351.4, XP_006564622.2, XP_006564621.2	XP_029044249.1
OG0007020	XP_006560719.1	XP_029044411.1
OG0007021	XP_026295229.1	XP_029037253.1
OG0007022	XP_623870.2	XP_029040737.1
OG0007023	XP_016767927.1	XP_029046049.1
OG0007024	XP_006559878.1	XP_029046354.1
OG0007025	XP_006572272.1	XP_029035846.1
OG0007026	XP_624153.3	XP_029040545.1
OG0007027	XP_397094.2	XP_029047125.1
OG0007028	XP_006571147.1	XP_029048779.1
OG0007029	XP_006566725.1	XP_029049761.1
OG0007030	XP_394033.1	XP_029052166.1
OG0007031	XP_392703.4	XP_029054364.1
OG0007032	XP_016768245.1	XP_029039888.1
OG0007033	XP_006571706.1	XP_029040863.1
OG0007035	XP_006563841.1	XP_029051917.1
OG0007036	XP_006569667.1	XP_029035182.1
OG0007037	XP_006566230.1	XP_029051152.1, XP_029051150.1
OG0007038	XP_625224.4	XP_029040834.1
OG0007039	XP_026301035.1	XP_029032731.1
OG0007040	XP_026299196.1	XP_029045625.1
OG0007041	XP_624477.3	XP_029035282.1
OG0007042	XP_003251027.3	XP_029036390.1
OG0007043	XP_006566268.1	XP_029049002.1
OG0007044	XP_006566404.2	XP_029048860.1
OG0007045	XP_026301566.1	XP_029048651.1
OG0007046	XP_006571710.1	XP_029055811.1
OG0007047	XP_006566036.1	XP_029043476.1
OG0007048	XP_016772084.2	XP_029039518.1
OG0007049	XP_006568944.2	XP_029036256.1
OG0007050	XP_016767286.1	XP_029038058.1
OG0007051	XP_006559444.2	XP_029050711.1
OG0007052	XP_396848.4	XP_029033003.1
OG0007053	XP_006562731.1	XP_029051762.1
OG0007054	XP_026301107.1	XP_029040072.1
OG0007055	XP_026298128.1	XP_029053661.1
OG0007056	XP_006560698.2	XP_029034687.1
OG0007057	XP_026301300.1	XP_029034716.1
OG0007058	XP_006572582.2	XP_029056524.1
OG0007059	XP_393885.1	XP_029052410.1
OG0007060	XP_026300114.1	XP_029049089.1
OG0007061	XP_392862.3	XP_029047208.1
OG0007062	XP_393509.2	XP_029051721.1
OG0007063	XP_001122369.1	XP_029049206.1
OG0007064	XP_393377.4	XP_029047348.1
OG0007065	XP_395371.3	XP_029045799.1
OG0007066	XP_026295881.1	XP_029036984.1
OG0007067	XP_623438.1	XP_029050723.1
OG0007068	XP_026298551.1	XP_029050814.1
OG0007069	XP_003249321.1	XP_029044955.1
OG0007070	XP_026298507.1	XP_029041481.1
OG0007071	XP_392288.1	XP_029050335.1
OG0007072	XP_003251260.2	XP_029055441.1
OG0007073	XP_026300723.1	XP_029052167.1
OG0007074	XP_006567757.1	XP_029036546.1
OG0007075	XP_001123155.2	XP_029038552.1
OG0007076	XP_393713.3	XP_029034460.1
OG0007077	XP_394075.2	XP_029036816.1
OG0007078	XP_394865.3	XP_029035017.1
OG0007079	XP_001121316.2	XP_029038619.1
OG0007080	XP_026300767.1	XP_029041918.1
OG0007081	XP_006569721.1	XP_029041192.1
OG0007082	XP_624074.1	XP_029039920.1
OG0007083	XP_001120416.2	XP_029040721.1
OG0007084	XP_026297348.1	XP_029054543.1
OG0007085	XP_003251601.2	XP_029042773.1, XP_029043081.1
OG0007086	XP_623289.1	XP_029051894.1
OG0007087	XP_026298532.1	XP_029041498.1
OG0007088	XP_395614.3	XP_029044254.1
OG0007089	XP_006571438.1	XP_029040720.1
OG0007090	XP_006562769.1	XP_029032575.1
OG0007091	XP_395623.2	XP_029052709.1
OG0007092	XP_006565309.1	XP_029049882.1
OG0007093	XP_623363.1	XP_029036640.1
OG0007094	XP_006567524.1	XP_029052882.1
OG0007095	XP_006570066.1	XP_029032384.1
OG0007096	XP_016766793.2	XP_029037184.1
OG0007097	XP_392087.3	XP_029049974.1
OG0007098	XP_006570768.1	XP_029049510.1
OG0007099	XP_006559529.1	XP_029046780.1
OG0007100	XP_026298015.1	XP_029047020.1
OG0007101	XP_016767630.1	XP_029036450.1
OG0007102	XP_396096.4	XP_029052713.1
OG0007103	XP_006558513.3	XP_029046204.1
OG0007104	XP_006563745.1	XP_029041077.1
OG0007105	XP_016767905.1	XP_029052512.1
OG0007106	XP_001121426.2	XP_029044480.1, XP_029044359.1
OG0007107	XP_623745.2	XP_029040148.1
OG0007108	XP_006568868.2	XP_029031914.1
OG0007109	XP_006559464.1	XP_029048636.1
OG0007110	XP_623486.1	XP_029046566.1
OG0007111	XP_392295.3	XP_029037199.1
OG0007112	XP_624047.2	XP_029037136.1
OG0007113	XP_026297751.1, NP_001229484.1	XP_029037892.1
OG0007114	XP_003249693.1	XP_029037174.1
OG0007115	XP_016769149.1	XP_029044221.1
OG0007116	XP_006560985.1	XP_029033900.1
OG0007117	XP_001120297.2	XP_029038979.1
OG0007118	XP_624661.1	XP_029048943.1
OG0007119	XP_026298027.1	XP_029038470.1
OG0007120	XP_006563491.1	XP_029039476.1
OG0007121	XP_006566986.1	XP_029034598.1
OG0007122	XP_396976.2	XP_029053004.1
OG0007123	XP_394446.4	XP_029046246.1
OG0007124	XP_392877.1	XP_029045554.1
OG0007125	XP_396658.3	XP_029034355.1
OG0007126	XP_393863.3	XP_029033211.1
OG0007127	XP_006558856.1	XP_029051195.1
OG0007128	XP_006571390.1	XP_029037858.1
OG0007129	XP_026299008.1	XP_029039584.1
OG0007130	XP_006567267.1	XP_029046338.1
OG0007131	XP_026299494.1	XP_029032255.1
OG0007132	XP_016771903.2	XP_029043311.1
OG0007133	XP_016769720.1	XP_029033503.1, XP_029033697.1
OG0007134	XP_006569897.2	XP_029056514.1
OG0007135	XP_006564003.1	XP_029032990.1
OG0007136	XP_392327.4	XP_029044377.1
OG0007137	XP_624821.1	XP_029037563.1
OG0007138	XP_016773364.2	XP_029037809.1
OG0007139	XP_006560452.1	XP_029049266.1
OG0007140	XP_623891.2	XP_029037445.1
OG0007142	XP_026297547.1	XP_029055376.1
OG0007143	XP_006563059.1	XP_029043306.1
OG0007144	XP_625119.1	XP_029038906.1
OG0007145	XP_624319.1	XP_029032770.1
OG0007146	XP_395811.2	XP_029034992.1
OG0007147	XP_006565787.1	XP_029041777.1
OG0007148	XP_397372.4	XP_029055905.1
OG0007149	XP_026298817.1	XP_029051932.1
OG0007150	XP_395812.4	XP_029049985.1
OG0007151	XP_396194.3	XP_029048804.1
OG0007152	XP_392764.1	XP_029049687.1
OG0007153	XP_624438.1	XP_029054603.1
OG0007154	XP_016773304.2	XP_029048859.1
OG0007155	XP_395927.4	XP_029050967.1
OG0007156	XP_397412.2	XP_029051272.1
OG0007157	XP_026301948.1	XP_029033976.1
OG0007158	XP_016768634.1	XP_029055397.1
OG0007159	XP_391981.3	XP_029043795.1
OG0007160	XP_396426.5	XP_029043567.1
OG0007161	XP_016772174.1	XP_029050000.1
OG0007162	NP_001229927.1	XP_029037400.1
OG0007163	XP_001120478.2	XP_029050443.1
OG0007164	XP_006572119.2	XP_029053589.1
OG0007165	XP_006559584.2	XP_029051521.1
OG0007166	XP_006568392.1	XP_029044631.1
OG0007168	XP_003250379.1	XP_029033031.1
OG0007169	XP_396802.3	XP_029032252.1
OG0007170	XP_026296616.1	XP_029035332.1
OG0007171	XP_392816.2	XP_029037891.1
OG0007172	XP_394689.3	XP_029046960.1
OG0007173	XP_001119885.1	XP_029037137.1
OG0007174	XP_016767773.1	XP_029048250.1
OG0007175	XP_006559844.1	XP_029036668.1
OG0007176	XP_394000.4	XP_029039034.1
OG0007177	XP_006563273.1	XP_029040032.1
OG0007178	XP_394464.1	XP_029035872.1
OG0007179	XP_026299526.1	XP_029048961.1
OG0007180	XP_026295305.1	XP_029040601.1
OG0007181	XP_006560013.1	XP_029045879.1
OG0007182	XP_006560931.1	XP_029032863.1
OG0007183	XP_026295291.1	XP_029052670.1
OG0007184	XP_394701.3	XP_029038187.1
OG0007185	XP_006564792.1	XP_029041318.1
OG0007186	XP_006568550.1	XP_029050256.1
OG0007187	XP_392932.3	XP_029054139.1
