Orthogroup	Apis_mellifera	Solenopsis_invicta
OG0006424	XP_026300704.1	XP_039312804.1
OG0006425	XP_392577.4	XP_039311124.1
OG0006426	XP_392284.2	XP_011166575.1
OG0006427	XP_006561440.1	XP_011159580.1
OG0006428	XP_026299955.1	XP_039302255.1
OG0006429	XP_003249297.2	XP_011176247.1
OG0006430	XP_026296876.1	XP_011158452.1
OG0006431	XP_026295328.1	XP_011175541.1
OG0006432	XP_006569034.2	XP_011158894.2
OG0006433	XP_001122139.1	XP_039304130.1, XP_011175173.1
OG0006434	XP_624819.1	XP_011176006.1
OG0006435	XP_006569755.1	XP_011159664.2
OG0006437	XP_625067.1	XP_011166538.1
OG0006438	XP_026301079.1	XP_025994002.2
OG0006439	XP_006557362.1	XP_025994547.2
OG0006440	XP_006564220.1	XP_011162848.1
OG0006441	XP_624511.1	XP_039310099.1
OG0006442	XP_001120233.1	XP_011164341.1, XP_011164339.1
OG0006443	XP_394517.4	XP_011173603.1
OG0006444	XP_624173.1	XP_011155553.1
OG0006445	XP_393141.2	XP_011159349.1
OG0006446	XP_397001.3	XP_011156009.2, XP_039310128.1
OG0006447	XP_394596.2	XP_011159527.1
OG0006448	XP_026296935.1	XP_011164332.2
OG0006449	XP_001122101.2	XP_011170093.1
OG0006450	XP_016766566.1	XP_039311906.1, XP_011159995.1
OG0006451	XP_395299.2	XP_011166450.1
OG0006452	XP_396160.4	XP_025994803.1
OG0006453	XP_392602.4	XP_011162237.2, XP_025986902.2, XP_039301877.1
OG0006454	XP_006572101.1	XP_011162841.1
OG0006455	XP_395217.4	XP_025986969.2
OG0006456	XP_394275.2	XP_011158785.1
OG0006457	XP_393051.1	XP_011175818.1
OG0006458	XP_624221.1	XP_025989708.1
OG0006459	XP_026301622.1	XP_011159549.2
OG0006460	XP_026301194.1	XP_025989473.1
OG0006462	XP_006571299.1, NP_001239361.1	XP_011163222.1
OG0006463	XP_016766807.2	XP_039309141.1
OG0006464	XP_006562211.1	XP_011169409.1
OG0006465	XP_026300280.1	XP_039313701.1
OG0006466	XP_395643.2	XP_011162077.1
OG0006467	XP_624384.4	XP_011160756.1
OG0006468	XP_016767115.1	XP_011173335.1
OG0006469	XP_006561789.1	XP_011166486.1
OG0006470	XP_026301171.1	XP_039314721.1
OG0006471	XP_026295433.1, XP_006563941.2	XP_011168622.1
OG0006472	XP_006572241.1	XP_039314149.1
OG0006473	XP_003251347.2	XP_011175426.1
OG0006474	XP_396142.4	XP_025989430.1
OG0006475	XP_006571388.1	XP_011169027.1
OG0006476	XP_623747.1	XP_025991362.2
OG0006477	XP_006566359.1	XP_011167962.1
OG0006478	XP_395835.2	XP_011158446.1
OG0006480	XP_394550.2	XP_011167697.1
OG0006482	XP_016773045.1	XP_011166393.1
OG0006483	XP_006559059.1	XP_025987606.1
OG0006484	XP_026294641.1	XP_039305928.1
OG0006485	XP_395173.2	XP_025993647.2
OG0006486	XP_006558032.1	XP_025993950.1
OG0006488	XP_001120208.2, XP_026301492.1	XP_011161557.1
OG0006489	XP_395016.2	XP_011164246.1
OG0006490	XP_026301995.1, XP_026301993.1	XP_011156270.2
OG0006492	XP_026295497.1	XP_011159872.1
OG0006493	XP_026300036.1	XP_039304189.1
OG0006494	XP_026294725.1	XP_011170724.1
OG0006495	XP_395921.4	XP_025988646.1
OG0006496	XP_016769113.2	XP_039314073.1
OG0006497	XP_026301617.1	XP_039307574.1
OG0006498	XP_006557347.1	XP_025997238.1, XP_039313589.1
OG0006499	XP_397273.4	XP_039305585.1
OG0006500	XP_026295499.1	XP_011159870.1
OG0006501	XP_392651.2	XP_025986145.1
OG0006502	XP_006563262.2	XP_011161841.1, XP_025988953.1
OG0006503	XP_006557863.1, NP_001172034.1	XP_011161443.1
OG0006504	XP_016767363.2	XP_039305131.1
OG0006505	XP_006570241.1	XP_039311023.1
OG0006506	XP_016772823.1	XP_011168337.1
OG0006507	XP_026295127.1	XP_039307604.1
OG0006508	XP_026298944.1	XP_039311593.1
OG0006509	XP_006560766.2	XP_039314180.1, XP_039314181.1
OG0006510	XP_006570058.1	XP_039310881.1
OG0006511	XP_395342.4	XP_011175693.1, XP_011175692.1
OG0006512	XP_006559452.1	XP_011170513.3
OG0006513	XP_006559448.1	XP_011170512.1
OG0006514	XP_006561341.1	XP_011164205.1
OG0006515	XP_026301153.1	XP_011167362.1
OG0006516	XP_001120915.2	XP_011173610.2
OG0006517	XP_623635.3	XP_025990004.1
OG0006518	XP_397251.4	XP_011168015.1
OG0006519	NP_001071292.1, XP_026295144.1	XP_011167262.1
OG0006520	XP_006566708.1	XP_011168037.1
OG0006521	XP_623492.4	XP_039313358.1
OG0006522	XP_026297455.1	XP_011170689.2
OG0006523	XP_026298789.1	XP_011155949.3
OG0006524	XP_392753.2	XP_025994697.1
OG0006525	XP_006568814.1	XP_011172944.1
OG0006526	XP_006572335.2	XP_039312923.1
OG0006527	XP_016767365.2	XP_011162858.1
OG0006528	XP_026298428.1	XP_025990126.1
OG0006529	XP_396134.2	XP_039302450.1
OG0006530	XP_006572216.1	XP_039314502.1, XP_011172382.2
OG0006531	XP_016769761.1	XP_039311631.1
OG0006532	XP_001119907.2	XP_025996167.1, XP_025996168.1
OG0006533	XP_006572261.1	XP_011165918.1
OG0006534	XP_397097.2	XP_011156979.1
OG0006535	XP_006562160.1	XP_025995766.2
OG0006536	XP_006564269.1	XP_011167625.2
OG0006537	XP_016768732.1	XP_025986856.1
OG0006538	XP_393709.3	XP_039308372.1
OG0006539	XP_026301093.1	XP_011159271.1
OG0006540	XP_026302168.1	XP_011172094.1
OG0006541	XP_394155.4	XP_039307972.1
OG0006542	XP_026301011.1	XP_039313351.1
OG0006543	XP_026296497.1	XP_039312315.1
OG0006544	XP_006559905.1	XP_011157489.1
OG0006545	XP_395545.1	XP_039303592.1
OG0006546	XP_395929.2	XP_011162157.1
OG0006547	XP_016767161.1	XP_011170204.2, XP_011170203.2
OG0006548	XP_001121783.2	XP_011169372.1
OG0006549	XP_394555.2	XP_011166260.1
OG0006550	XP_016771788.1	XP_039312569.1
OG0006551	XP_006568300.1	XP_011160725.2
OG0006552	XP_001120779.3	XP_025991438.1
OG0006553	XP_006570815.1	XP_011162827.1
OG0006554	XP_624690.4	XP_039306850.1
OG0006556	XP_026298573.1	XP_011169374.1
OG0006557	XP_026297775.1	XP_011162222.2
OG0006558	XP_392919.3	XP_011164542.2
OG0006559	XP_026295437.1	XP_039313234.1
OG0006560	XP_006568026.2	XP_011164544.2
OG0006562	XP_016767439.1	XP_011169588.1
OG0006565	XP_003250531.1	XP_011172199.1
OG0006566	XP_026295641.1	XP_039304025.1
OG0006568	XP_394503.6	XP_011170778.1
OG0006570	XP_016767742.2	XP_025995770.1
OG0006571	XP_026297436.1	XP_025996402.1
OG0006572	XP_006569712.2	XP_025990305.2
OG0006573	XP_006569529.1	XP_011167713.1
OG0006574	XP_026301637.1	XP_025988965.1
OG0006576	XP_001121177.2	XP_011156358.1
OG0006577	XP_006568876.1	XP_011157800.1
OG0006578	XP_006563433.2	XP_025994004.1
OG0006579	XP_396284.2	XP_025997255.1, XP_039308259.1
OG0006580	XP_016769861.1	XP_011167006.1
OG0006581	XP_006563481.1	XP_011164646.2
OG0006582	XP_623875.1	XP_039305110.1
OG0006583	XP_026295241.1	XP_011156000.1
OG0006584	XP_026297954.1	XP_025988081.1
OG0006586	XP_624424.1	XP_011169581.1
OG0006587	XP_623878.1	XP_011166267.1, XP_011166266.1
OG0006588	XP_026295381.1	XP_039306701.1
OG0006589	XP_006565039.1	XP_011162360.1
OG0006590	XP_026301417.1	XP_039306686.1
OG0006591	XP_394728.2	XP_011156757.1
OG0006592	XP_625083.1	XP_011173354.1
OG0006593	XP_026299371.1	XP_039305005.1
OG0006594	XP_624543.3	XP_011159876.1
OG0006595	XP_396292.3	XP_011160244.2
OG0006596	XP_026298472.1, XP_026298469.1	XP_039313634.1
OG0006597	XP_006562381.1	XP_011169186.2
OG0006598	XP_026297331.1	XP_011166715.1
OG0006599	XP_006560739.1	XP_039313776.1
OG0006600	XP_006565329.1	XP_025993622.2
OG0006601	XP_016769919.1, XP_026299199.1	XP_025991767.2
OG0006602	XP_016771089.2	XP_039313990.1
OG0006603	XP_006566924.1	XP_039315293.1
OG0006604	XP_394245.2	XP_011165083.1
OG0006605	XP_026298358.1	XP_011164000.2
OG0006606	XP_026297372.1	XP_025986979.2
OG0006607	XP_026302188.1	XP_011176016.2
OG0006608	XP_006564481.1	XP_025987884.1
OG0006609	XP_006560078.2	XP_025992183.1
OG0006610	XP_016771772.2	XP_025991344.2
OG0006611	XP_026296589.1	XP_025985854.1
OG0006614	XP_026299987.1	XP_025991088.1
OG0006615	XP_006569353.1	XP_011175355.1
OG0006616	XP_026300614.1	XP_025986561.1
OG0006617	XP_003249202.3	XP_011159983.2
OG0006618	XP_006562505.1	XP_011164256.1
OG0006619	XP_026298506.1	XP_011166368.1
OG0006620	XP_026297589.1	XP_011167720.2
OG0006621	XP_001121716.2	XP_039302681.1
OG0006622	XP_624412.2	XP_039315041.1
OG0006623	XP_026298827.1	XP_011170783.1
OG0006624	XP_016772983.2	XP_025986093.1
OG0006625	XP_026299755.1	XP_039306525.1
OG0006626	XP_026301969.1, XP_026301963.1	XP_039307982.1
OG0006627	XP_026301468.1	XP_011166205.1
OG0006628	XP_006572271.1	XP_011157255.1
OG0006629	XP_395538.2	XP_011168275.1, XP_011168274.1
OG0006630	XP_003250991.1	XP_011165948.1
OG0006631	XP_003249699.1	XP_011157933.1
OG0006632	XP_623146.2	XP_011169767.1
OG0006633	XP_624940.3	XP_011163415.1
OG0006634	XP_026300183.1	XP_025993711.2
OG0006635	XP_006563266.1, NP_001012431.1	XP_011166768.1
OG0006636	XP_006569370.1	XP_011165614.2
OG0006638	XP_006564876.1	XP_039306535.1, XP_011175208.1
OG0006639	XP_016770383.1	XP_039314846.1
OG0006640	XP_026295940.1	XP_011165610.2
OG0006641	XP_006569827.1	XP_025990359.1
OG0006642	XP_026297660.1	XP_039310868.1
OG0006643	XP_003249593.1	XP_039303894.1
OG0006644	XP_016766768.1	XP_039313374.1
OG0006645	XP_026299064.1	XP_039312683.1
OG0006646	XP_396967.4	XP_039309830.1
OG0006647	XP_006564277.1	XP_011170777.1
OG0006648	XP_026300615.1	XP_011158040.1
OG0006649	XP_026301648.1	XP_025996569.1
OG0006650	XP_016771065.2	XP_039311832.1
OG0006651	XP_001122664.2	XP_011160808.2
OG0006652	XP_016769843.2	XP_039310625.1
OG0006653	XP_006571410.1	XP_025989117.1
OG0006654	XP_003251638.1	XP_025992893.1
OG0006655	XP_623993.3	XP_011162143.1
OG0006656	XP_006564513.1	XP_011176029.1
OG0006657	XP_006558480.1	XP_011168510.1
OG0006658	XP_392133.2	XP_011163947.1
OG0006659	XP_026296041.1	XP_025992074.2
OG0006660	XP_624199.2	XP_039312006.1
OG0006661	XP_026297862.1	XP_011155897.1
OG0006662	XP_026297156.1, XP_026297073.1	XP_039307590.1
OG0006663	XP_016771818.1	XP_025992115.1
OG0006664	XP_026297631.1	XP_039310080.1
OG0006665	XP_001122722.2	XP_039306705.1, XP_011157372.1
OG0006666	XP_393985.4	XP_011158410.2
OG0006667	XP_006559909.2	XP_025997063.1
OG0006670	XP_026301899.1	XP_039303286.1
OG0006671	XP_026301893.1	XP_011170097.1
OG0006673	XP_026299863.1	XP_039307640.1
OG0006674	XP_006563628.2	XP_039314815.1, XP_011175470.2
OG0006675	XP_026294843.1	XP_011162421.1
OG0006676	XP_006560984.1	XP_011159310.1
OG0006677	XP_016769709.1	XP_039308268.1
OG0006678	XP_026295949.1	XP_039305783.1
OG0006679	XP_001120447.3	XP_011159985.2
OG0006680	XP_026298168.1	XP_011175927.1
OG0006681	XP_006564504.1, XP_006564505.1	XP_039312014.1
OG0006682	XP_016771113.1	XP_011167756.1
OG0006683	XP_016769029.1	XP_039314013.1
OG0006684	XP_001119824.1	XP_011168054.2
OG0006685	XP_026301246.1	XP_025991920.1
OG0006686	XP_003249249.1	XP_039314418.1
OG0006687	XP_026300381.1	XP_011167703.1
OG0006688	XP_395106.4	XP_011173080.1
OG0006689	XP_624863.2	XP_011160932.1, XP_025995140.1
OG0006690	XP_392257.1	XP_011167391.1
OG0006691	XP_001122615.2	XP_011167820.1
OG0006692	XP_026300407.1	XP_011161550.1, XP_039309771.1
OG0006693	XP_393805.3	XP_011168205.2
OG0006694	NP_001265609.1, XP_006566320.1	XP_011161846.1
OG0006695	XP_396632.3	XP_025990102.1
OG0006696	XP_395550.3	XP_011170507.1
OG0006697	XP_026301633.1	XP_025995690.1, XP_039313546.1, XP_011176304.1
OG0006698	XP_006559976.1	XP_011156862.1
OG0006699	XP_026301700.1	XP_025991565.1
OG0006700	XP_001121709.2	XP_011156083.2
OG0006701	XP_016767295.1	XP_011163585.1
OG0006702	XP_006561160.1	XP_039313986.1
OG0006703	XP_016770163.2	XP_011173493.1
OG0006704	XP_006570793.1	XP_011175299.1
OG0006705	XP_006568827.1	XP_011161036.2, XP_025990692.2
OG0006706	XP_006560384.1	XP_011158054.1
OG0006707	XP_624893.1	XP_011163412.1
OG0006708	XP_003249880.3	XP_025990886.1
OG0006709	NP_001011606.1	XP_011167017.2
OG0006710	XP_396161.2	XP_011159959.2
OG0006711	NP_001124510.1	XP_011166138.1
OG0006714	XP_003250261.1	XP_011161962.1
OG0006715	XP_026298841.1	XP_025990099.1, XP_025990098.1
OG0006716	XP_026296142.1, XP_026296141.1	XP_039305032.1
OG0006717	XP_003249612.2	XP_039304472.1, XP_011157516.1
OG0006718	XP_026300191.1	XP_025987145.2
OG0006719	XP_006567489.1	XP_039308751.1
OG0006720	XP_026299120.1	XP_011165522.2
OG0006721	XP_001121507.2	XP_011171450.1, XP_011171451.1
OG0006722	XP_397130.4	XP_039308756.1, XP_011171737.1
OG0006723	XP_394949.4	XP_011165305.1
OG0006724	XP_003250488.2	XP_011172003.1
OG0006725	XP_006563865.1	XP_025988998.1
OG0006726	XP_006559371.1	XP_011160250.1, XP_011160252.1
OG0006727	XP_006565364.1	XP_011172051.1, XP_011172050.1
OG0006728	XP_006568260.1	XP_011158718.2
OG0006729	XP_396090.2	XP_025990624.1, XP_011171400.1
OG0006730	XP_026298748.1	XP_039306665.1
OG0006731	XP_026299646.1	XP_039312451.1
OG0006732	XP_001122204.2	XP_011164035.1
OG0006733	XP_026296319.1, NP_001229507.1	XP_025994450.1
OG0006734	XP_016770454.2	XP_011168153.2
OG0006735	XP_006563992.1	XP_011167244.1
OG0006736	XP_016771882.1	XP_025994441.1
OG0006737	XP_026295204.1	XP_039308760.1, XP_039308761.1, XP_039308759.1
OG0006739	NP_001229912.1, XP_006565897.2	XP_011158763.1
OG0006740	XP_623918.4	XP_039308504.1
OG0006741	XP_006560152.2	XP_025990760.1
OG0006742	XP_006570387.1	XP_039307646.1
OG0006743	XP_393106.4	XP_011165379.1
OG0006744	XP_026302053.1	XP_025985937.1, XP_011175981.1
OG0006745	XP_006563630.1	XP_039315010.1
OG0006746	XP_624420.3	XP_025990677.2
OG0006747	XP_001122154.3	XP_011166019.1, XP_039311082.1, XP_011166018.1
OG0006748	XP_003249929.1	XP_011166498.2
OG0006749	XP_006571326.2	XP_025992966.1
OG0006750	XP_026301495.1	XP_039309345.1
OG0006751	XP_016771378.2	XP_039311216.1
OG0006752	XP_026300126.1	XP_025993852.1
OG0006753	XP_026300732.1	XP_011175156.1
OG0006754	XP_006560031.3	XP_025993452.2
OG0006755	XP_026295946.1, XP_016767070.2	XP_011159381.2
OG0006757	XP_001120244.1	XP_011162516.1
OG0006760	XP_026297363.1, NP_001011576.1	XP_011169804.1
OG0006761	NP_001011591.1	XP_011157711.2
OG0006762	NP_001135908.1, XP_006557270.1	XP_011159532.2
OG0006763	NP_001257756.1	XP_011155842.1
OG0006764	NP_001265254.1, XP_016770158.1	XP_011162397.1
OG0006765	XP_001119995.3	XP_011159906.1
OG0006766	XP_001121406.2	XP_011167230.1, XP_025991176.1
OG0006768	XP_001122875.1	XP_011156503.2
OG0006770	XP_003249843.1, XP_003249842.1	XP_011166742.2, XP_011166743.2
OG0006771	XP_003250490.1, XP_026297879.1	XP_011172002.1
OG0006772	XP_006557365.1, XP_026297645.1	XP_025989464.1
OG0006773	XP_006561220.1	XP_011162526.2
OG0006775	XP_006561752.1	XP_011171010.1, XP_011171009.1, XP_025991045.1
OG0006776	XP_006565695.1, XP_026300768.1	XP_025992137.1
OG0006777	XP_006570731.1	XP_039313464.1
OG0006778	XP_006572020.1	XP_011168315.2
OG0006779	XP_006572091.1	XP_039309970.1
OG0006780	XP_394472.4, XP_016767201.2	XP_011165688.1
OG0006781	XP_016767563.2	XP_011175112.2, XP_011175110.2, XP_039308413.1, XP_039308415.1, XP_039308414.1
OG0006782	XP_016767801.2	XP_011164955.1
OG0006784	XP_026295427.1	XP_039313528.1, XP_039313529.1
OG0006785	XP_026296582.1, XP_026296581.1, XP_026296580.1	XP_025991667.2, XP_011159708.2
OG0006787	XP_026298617.1	XP_011171087.3
OG0006788	XP_026298719.1	XP_039306784.1
OG0006788	XP_026298639.1	XP_039306783.1
OG0006790	XP_026300490.1	XP_039309682.1
OG0006791	XP_026300755.1, XP_026300756.1, XP_026300757.1	XP_025991395.1, XP_011167600.1
OG0006792	XP_026301354.1	XP_039314108.1
OG0006793	XP_392070.3	XP_025994007.1
OG0006798	XP_006565317.1	XP_025990007.1
OG0006799	XP_006570969.1	XP_025996658.1
OG0006800	XP_001121282.3	XP_011168715.1
OG0006801	XP_394680.3	XP_011163166.1
OG0006802	XP_397475.2	XP_011167408.1
OG0006803	XP_026297767.1	XP_039307041.1
OG0006804	XP_393294.2	XP_025991944.1
OG0006805	XP_393914.1	XP_011168302.2
OG0006806	XP_016769230.1	XP_025987393.2
OG0006807	XP_392812.2	XP_011162160.1
OG0006808	XP_026296237.1	XP_011165604.1
OG0006809	XP_026300889.1	XP_011172828.1
OG0006810	XP_625206.1	XP_011155977.1
OG0006811	XP_006563749.1	XP_011170297.1
OG0006812	XP_006566799.1	XP_011169017.1
OG0006813	XP_393995.1	XP_011161226.1
OG0006814	XP_026298454.1	NP_001291537.1
OG0006815	XP_393902.1	XP_011161467.1
OG0006816	XP_006564093.1	XP_025991711.1
OG0006817	XP_026298171.1	XP_011167682.1
OG0006818	XP_026297680.1	XP_011157662.1
OG0006819	XP_624971.1	XP_011158807.1
OG0006820	XP_001121462.1	XP_011155675.1
OG0006821	XP_395122.1	XP_039303711.1
OG0006822	XP_016772679.1	XP_011176399.1
OG0006823	XP_016768331.1	XP_039303593.1, XP_025993025.1
OG0006824	XP_625098.1	XP_011158447.1
OG0006825	XP_624330.3	XP_011168951.1
OG0006826	NP_001090623.1	XP_011155370.1
OG0006827	XP_396159.2	XP_011156375.1
OG0006828	XP_001121985.1	XP_011163922.1
OG0006829	XP_016773166.1	XP_011168351.1
OG0006830	XP_016767343.2	XP_011162147.2
OG0006831	XP_392037.1	XP_011161999.1
OG0006832	XP_624378.1	XP_011172082.1
OG0006833	XP_006565002.1	XP_011161189.1
OG0006834	XP_003249688.1	XP_025987630.1
OG0006835	XP_006559497.1	XP_011166948.1
OG0006836	XP_006558739.1	XP_011169117.1
OG0006837	XP_001122341.1	XP_025985986.1
OG0006838	XP_001120148.2	XP_011168540.1
OG0006839	XP_625181.4	XP_025988539.1
OG0006840	XP_001121541.1	XP_011163936.2
OG0006841	XP_624109.1	XP_011155627.1
OG0006842	XP_625157.2	XP_011172417.1
OG0006843	XP_006559119.1	XP_011158275.1
OG0006844	XP_624836.1	XP_011161410.1
OG0006845	XP_001120359.2	XP_011156516.1
OG0006846	XP_001121893.2	XP_011165194.1, XP_011165191.1
OG0006847	XP_395163.2	XP_011157965.1
OG0006848	XP_392156.2	XP_011166844.1
OG0006849	XP_001122504.1	XP_011170969.1
OG0006850	XP_624282.1	XP_011162559.1
OG0006851	XP_026295577.1	XP_011168599.1
OG0006852	XP_006564915.1	XP_039306913.1
OG0006853	XP_016771509.1	XP_011175199.1
OG0006854	XP_006558384.1	XP_011161500.1
OG0006855	XP_016769781.1	XP_039304202.1
OG0006856	XP_392127.1	XP_011155864.2
OG0006857	XP_397213.2	XP_011167091.1
OG0006858	XP_001121371.2	XP_011166355.1
OG0006859	XP_624801.1	XP_025991358.2
OG0006860	XP_003249659.1	XP_011170328.2
OG0006861	XP_006564883.1	XP_039312819.1
OG0006862	XP_623456.1	XP_011170995.1
OG0006863	XP_006570991.1	XP_011172628.1
OG0006864	NP_001229473.1	XP_011164043.1
OG0006865	NP_001161897.1	XP_025995970.1
OG0006866	XP_026301291.1	XP_025992525.1
OG0006867	NP_001161365.1	XP_011163140.1
OG0006868	NP_001165849.1	XP_011164146.1
OG0006869	XP_393962.3	XP_011170318.1
OG0006870	XP_001121593.3	XP_011165354.1
OG0006871	XP_623274.2	XP_011160858.1
OG0006872	XP_623429.3	XP_011170427.1
OG0006873	XP_006564652.1	XP_011175896.1
OG0006874	XP_016769032.1	XP_025997118.1
OG0006875	XP_393466.2	XP_011173376.2
OG0006877	XP_624118.1	XP_011168125.1
OG0006878	XP_001121911.1	XP_039307986.1
OG0006879	XP_623160.1	XP_025986620.1
OG0006880	XP_624506.1	XP_011164983.1
OG0006881	XP_026298562.1	XP_011175115.1
OG0006882	XP_001121144.1	XP_011170726.1
OG0006883	XP_003251833.2	XP_011159332.2
OG0006884	XP_003251281.1	XP_011158660.1
OG0006885	XP_393829.3	XP_011172260.1
OG0006886	XP_006564616.1	XP_011155598.2
OG0006887	XP_016773517.2	XP_011162472.1
OG0006888	XP_393973.2	XP_011170187.1
OG0006890	XP_624879.1	XP_025990083.1
OG0006891	XP_016767520.1	XP_011155931.1
OG0006892	XP_624325.2	XP_011172426.1
OG0006893	XP_016770294.1	XP_011162880.2
OG0006894	XP_394359.2	XP_011164954.1
OG0006895	XP_394753.2	XP_011163228.1
OG0006896	XP_393085.2	XP_011157724.1
OG0006897	XP_001122074.3	XP_025991950.1
OG0006898	XP_026295160.1	XP_011175550.2
OG0006899	XP_624820.3	XP_025996263.1
OG0006900	XP_001122972.1	XP_039304227.1
OG0006901	XP_001120636.1	XP_011160403.2
OG0006902	XP_006566420.1	XP_025992813.1
OG0006903	XP_393347.3	XP_011168087.1
OG0006904	XP_001120535.2	XP_039304896.1, XP_039311131.1
OG0006905	XP_006571254.1	XP_011165312.2
OG0006906	XP_396465.2	XP_011169153.1
OG0006907	XP_006559684.2	XP_011160303.1
OG0006908	XP_026296145.1	XP_011163154.1
OG0006909	XP_026300766.1	XP_011175183.1
OG0006910	XP_006557398.1	XP_011158113.2
OG0006911	XP_026297969.1	XP_025988214.2
OG0006912	XP_026298460.1	XP_011158190.3
OG0006913	XP_026296669.1	XP_025990575.1
OG0006914	XP_396187.2	XP_011162567.1
OG0006916	XP_016767158.1	XP_039309219.1
OG0006917	XP_016770530.1	XP_011159779.2
OG0006918	XP_394559.1	XP_011176373.1
OG0006919	XP_006557352.1	XP_011163389.1
OG0006920	XP_026294890.1	XP_039302652.1
OG0006921	XP_006568187.1	XP_011168364.1
OG0006922	XP_006563429.1	XP_011166044.1
OG0006923	XP_003250475.1	XP_011167013.1
OG0006924	XP_001120832.2	XP_039301806.1
OG0006925	XP_392660.2	XP_025987983.1
OG0006926	XP_026297464.1, XP_026297465.1	XP_039310015.1
OG0006927	XP_006565093.1	XP_011173517.1
OG0006928	XP_006558688.2	XP_039307264.1
OG0006929	XP_026298096.1	XP_025988918.1
OG0006930	XP_016769342.2	XP_011166430.2
OG0006931	XP_396873.2	XP_025986323.1
OG0006932	XP_006563593.1	XP_025990985.1
OG0006933	XP_006569305.1	XP_011175428.1
OG0006934	XP_026300085.1	XP_011168932.2
OG0006935	XP_392639.1	XP_011168311.1
OG0006936	XP_006564964.1	XP_011161177.1, XP_011161178.1
OG0006937	XP_006558326.1	XP_025991919.1
OG0006938	XP_016767184.1	XP_011161422.1
OG0006940	XP_393989.4	XP_011158521.1
OG0006941	XP_003250708.2	XP_025992126.1
OG0006942	XP_026296960.1	XP_039301927.1
OG0006943	XP_026298922.1	XP_011159500.1
OG0006944	XP_006568545.1	XP_011163294.1
OG0006945	XP_016772712.1	XP_011164397.1
OG0006946	XP_006567646.2	XP_011155489.1
OG0006947	XP_392210.1, XP_006568928.1	XP_025989324.1
OG0006948	XP_001123357.1	XP_011166086.1
OG0006949	XP_026299440.1	XP_025996968.1
OG0006950	XP_625196.1	XP_011174346.1
OG0006951	XP_392569.2	XP_011161131.1
OG0006952	NP_001229449.1	XP_011169317.1
OG0006953	XP_006558167.2	XP_039312037.1
OG0006954	XP_026298405.1	XP_039310217.1
OG0006955	XP_006569243.1	XP_011160597.1
OG0006956	XP_392330.1	XP_011173656.1
OG0006957	XP_001119966.1	XP_025986244.1
OG0006958	XP_391869.3	XP_011155483.1
OG0006959	XP_026299698.1	XP_039314138.1
OG0006960	XP_624522.1	XP_011167698.1
OG0006961	XP_026301462.1	XP_039303774.1
OG0006962	XP_392325.1	XP_011173461.1
OG0006964	XP_396270.5	XP_011167714.1
OG0006965	XP_395464.3	XP_011158266.1
OG0006966	XP_016768757.2	XP_039314503.1, XP_011172368.1
OG0006968	XP_006563668.1	XP_011166196.1
OG0006969	XP_026298160.1	XP_039308918.1
OG0006970	XP_001121774.2	XP_039310580.1
OG0006971	XP_006559546.1	XP_025994196.2
OG0006972	XP_395743.3	XP_039311409.1
OG0006973	XP_006559868.1	XP_011162679.1
OG0006974	XP_026300694.1	XP_011167602.1
OG0006975	XP_006563004.2	XP_025991372.1
OG0006976	XP_001121110.2	XP_011169432.1
OG0006977	XP_003249666.1	XP_011173387.2
OG0006978	XP_006568621.1	XP_039314419.1, XP_039314422.1, XP_011160166.2, XP_025987787.2
OG0006979	XP_003251399.1	XP_039310946.1
OG0006980	XP_016771111.2	XP_039313697.1
OG0006981	XP_003251217.1	XP_039310706.1
OG0006983	XP_006568404.1	XP_011165080.1
OG0006984	XP_006571644.1	XP_011161849.2
OG0006986	XP_006571573.2	XP_011160990.1
OG0006987	XP_026297936.1	XP_011175088.2
OG0006988	XP_006570274.1	XP_011169651.1
OG0006989	XP_001121891.1	XP_039313035.1
OG0006990	XP_006567290.1	XP_025993792.1
OG0006991	XP_016766753.1	XP_025987100.1
OG0006992	XP_395172.2	XP_011165343.1
OG0006993	XP_026302078.1	XP_011160117.1
OG0006994	XP_393007.1	XP_011162641.1
OG0006995	XP_026296320.1, NP_001012645.1	XP_025992398.1
OG0006996	XP_006563068.1	XP_011172767.1, XP_039306116.1
OG0006997	XP_006565314.3	XP_025990003.2, XP_039310062.1, XP_039310059.1
OG0006998	XP_003250109.1	XP_011155476.1
OG0006999	XP_016770896.2	XP_011162081.1
OG0007000	XP_006557334.2	XP_011161358.2
OG0007001	XP_623247.1	XP_011159151.1
OG0007002	XP_006568663.1	XP_011172219.1
OG0007003	XP_395865.5	XP_011169753.1
OG0007004	XP_394455.4	XP_011175367.1
OG0007005	XP_623765.3	XP_039304731.1, XP_011159278.2
OG0007006	XP_625143.2	XP_025988671.1
OG0007007	XP_001121187.2	XP_011163145.1
OG0007008	XP_016771436.2	XP_011161461.2
OG0007009	XP_001120958.2	XP_011158265.1
OG0007010	XP_006561302.1	XP_011166750.2
OG0007011	XP_026299182.1	XP_011159307.1
OG0007012	XP_026295974.1	XP_011163036.2
OG0007013	XP_003249380.1	XP_011162159.2
OG0007014	XP_623732.1	XP_011165985.1
OG0007016	XP_392346.4	XP_025987671.2
OG0007017	XP_396937.4	XP_011170700.1
OG0007018	XP_395584.4	XP_039305581.1
OG0007019	XP_397351.4, XP_006564622.2, XP_006564621.2	XP_011155604.1
OG0007020	XP_006560719.1	XP_011168107.1
