Orthogroup	Apis_mellifera	Drosophila_melanogaster
OG0006085	XP_026296546.1	NP_648408.1
OG0006086	XP_026297500.1	NP_647985.1
OG0006087	XP_001121010.1	NP_608734.2
OG0006088	XP_016767283.1	NP_651237.1
OG0006089	XP_006559671.1	NP_523765.1
OG0006090	XP_006570432.1	NP_649083.2
OG0006091	XP_001122159.1	NP_001259101.1
OG0006092	XP_026298147.1	NP_647852.1
OG0006093	XP_624382.3	NP_995833.1
OG0006094	XP_006571303.2	NP_523503.2
OG0006095	XP_624576.1	NP_001261575.1
OG0006096	XP_393374.3	NP_650582.1, NP_001259842.1
OG0006097	XP_001119962.3	NP_609899.1
OG0006098	XP_026294719.1	NP_608860.1
OG0006099	XP_026297865.1	NP_001284815.1
OG0006100	XP_026299743.1, XP_026299744.1	NP_651176.1
OG0006101	XP_006559118.2	NP_001303349.1
OG0006102	XP_026295442.1	NP_650124.1
OG0006103	XP_006564118.1	NP_001286173.1
OG0006104	XP_026300091.1	NP_523502.1
OG0006105	XP_395496.2	NP_001245926.1
OG0006106	XP_026299235.1	NP_477156.1
OG0006107	XP_394713.3	NP_651750.1
OG0006108	XP_006571541.1	NP_001262702.1
OG0006109	XP_006566457.1	NP_001262062.1
OG0006110	XP_016768739.2	NP_610849.1
OG0006111	XP_026301242.1	NP_001104390.2
OG0006112	XP_393776.5	NP_648320.1
OG0006113	XP_623549.2, XP_006561427.1	NP_649898.1
OG0006114	XP_001122063.2	NP_001260811.1, NP_001104407.2
OG0006116	XP_392521.3	NP_647763.1
OG0006117	XP_026294969.1	NP_572505.1
OG0006118	XP_026300762.1	NP_477286.2
OG0006119	XP_393961.3	NP_650586.2
OG0006120	XP_393604.4	NP_648202.1
OG0006121	XP_026296222.1	NP_001261137.1
OG0006123	XP_623937.2	NP_523915.1
OG0006124	XP_396462.2	NP_001259982.1
OG0006125	XP_392951.3	NP_524120.1
OG0006126	XP_624161.1	NP_001260299.1
OG0006127	XP_006563276.1	NP_523835.2
OG0006128	XP_003249325.1	NP_726372.1
OG0006129	XP_026297957.1, XP_006564610.2	NP_572797.3
OG0006130	XP_394908.4	NP_001163006.1
OG0006131	XP_006557964.1	NP_001027151.1
OG0006134	XP_006563988.3	NP_727526.2
OG0006135	XP_026296149.1	NP_001137821.1
OG0006136	XP_026295223.1	NP_001097030.1
OG0006137	XP_006568615.2	NP_572545.1
OG0006138	XP_006564519.2	NP_725252.1
OG0006139	XP_006560615.1	NP_733421.1
OG0006140	XP_624169.3	NP_649304.1
OG0006141	XP_393300.2	NP_572524.1
OG0006142	XP_003250974.1	NP_727103.1, NP_001286037.1
OG0006143	XP_026296223.1	NP_724277.2
OG0006144	XP_026301491.1	NP_524471.2
OG0006145	XP_001123195.2	NP_001097600.1
OG0006147	XP_397439.4	NP_649470.2
OG0006149	XP_006559738.2	NP_001286791.1
OG0006150	XP_006568341.1	NP_001189184.1
OG0006152	XP_624710.1	NP_730244.1
OG0006153	XP_006558836.3	NP_611646.1
OG0006154	NP_001011632.1, XP_006568297.1	NP_524603.2
OG0006155	XP_026296196.1	NP_524691.1
OG0006156	XP_026298919.1	NP_001259853.1
OG0006157	XP_392774.4	NP_001262724.1
OG0006158	XP_001120045.3	NP_477201.1
OG0006159	XP_006557736.1	NP_649435.2
OG0006160	XP_026301351.1	NP_651514.1
OG0006161	XP_026300169.1	NP_476597.2
OG0006162	XP_006557331.2	NP_732563.2
OG0006164	XP_003249694.1	NP_608834.1
OG0006165	XP_006560914.1	NP_001260320.1
OG0006166	XP_395013.3	NP_524887.2
OG0006167	XP_026300054.1	NP_611885.3
OG0006168	NP_001135436.1	NP_523876.2
OG0006169	XP_006559585.1	NP_610399.1
OG0006170	XP_006569788.2	NP_001285142.1
OG0006171	XP_624613.1	NP_477222.1
OG0006172	XP_394966.1	NP_001027215.1
OG0006173	XP_001121915.3	NP_001262307.1
OG0006174	XP_392065.2	NP_647745.1
OG0006175	XP_016766449.2	NP_001284899.1
OG0006176	XP_016769539.1	NP_001261682.1
OG0006177	XP_624395.3	NP_001287536.1
OG0006178	XP_625120.4	NP_001285196.1
OG0006179	XP_001120540.2	NP_001247201.1
OG0006180	XP_026298304.1	NP_001097279.2
OG0006181	XP_001121606.2	NP_001261385.1
OG0006182	XP_016766925.1	NP_511129.3
OG0006183	XP_006567758.1	NP_001261920.1
OG0006184	XP_397120.4	NP_723116.1
OG0006185	XP_006558638.1	NP_001015119.2
OG0006186	XP_395686.2	NP_730508.1
OG0006187	XP_397266.3	NP_727611.1
OG0006188	XP_391991.1	NP_523389.3, NP_001285389.1
OG0006189	XP_026296952.1	NP_001097943.1
OG0006191	XP_026295807.1	NP_001163710.1
OG0006192	XP_026299704.1	NP_647943.2
OG0006193	XP_026297831.1	NP_001287235.1
OG0006194	XP_391920.3	NP_001285517.1
OG0006195	XP_396642.2	NP_001247313.1
OG0006196	XP_623672.1	NP_609579.1
OG0006197	XP_016767463.1	NP_651211.2
OG0006199	XP_395807.2	NP_608931.1
OG0006200	XP_006564800.1	NP_650001.2
OG0006201	XP_006563721.2	NP_001036772.2
OG0006202	XP_392265.4	NP_611178.1, NP_001259623.1
OG0006203	XP_001120141.1	NP_524098.2
OG0006204	XP_001122254.2	NP_477499.1
OG0006205	XP_026295603.1	NP_611419.1
OG0006206	XP_016771364.2	NP_733391.1
OG0006207	XP_392923.5	NP_523959.2
OG0006208	XP_006559092.2	NP_731761.3
OG0006209	XP_006562815.1	NP_001245852.1
OG0006210	XP_006557397.1	NP_733077.3
OG0006211	XP_016772964.1	NP_001259340.1, NP_001262941.1
OG0006212	XP_393819.4	NP_648758.1
OG0006213	XP_006562326.2	NP_001261417.1
OG0006214	XP_006564045.1	NP_001097658.1
OG0006215	XP_006571886.1	NP_477473.1
OG0006216	XP_392430.1	NP_476596.1
OG0006217	XP_026299680.1	NP_573245.1
OG0006218	XP_001120184.2	NP_727306.1
OG0006219	XP_392722.1	NP_524464.1
OG0006220	XP_393677.3	NP_001303424.1
OG0006221	XP_624446.3	NP_001162664.2
OG0006222	XP_006570259.2	NP_476702.1
OG0006223	XP_026295029.1	NP_611600.1
OG0006224	NP_001257758.1	NP_651530.1
OG0006225	XP_006565530.1	NP_649835.1
OG0006226	XP_026300866.1	NP_651580.3
OG0006228	XP_006569244.2	NP_649916.1
OG0006229	XP_395373.3	NP_523443.1
OG0006230	XP_001120950.1	NP_648400.1
OG0006231	XP_003251718.1	NP_524929.1
OG0006232	XP_397354.3	NP_650739.2
OG0006233	XP_026302173.1	NP_611215.1
OG0006234	XP_396275.3	NP_728264.1, NP_648139.1
OG0006235	XP_026298485.1	NP_001286524.1
OG0006236	XP_016772662.1	NP_610996.1
OG0006238	XP_394637.2	NP_001285439.1
OG0006240	XP_006571826.2	NP_001263068.1
OG0006241	XP_026298925.1	NP_524116.2
OG0006242	XP_003249526.1	NP_001285458.1
OG0006244	XP_006560738.1	NP_001245621.1
OG0006245	XP_391989.2	NP_787990.1
OG0006246	XP_625205.1	NP_001138209.1
OG0006247	XP_016766283.1	NP_569958.2
OG0006248	XP_026301433.1	NP_001262556.1
OG0006249	XP_395225.2	NP_001263082.1
OG0006250	XP_397293.3	NP_647705.1
OG0006251	XP_006566224.2	NP_723730.2
OG0006252	XP_001120202.2	NP_001245944.1
OG0006253	XP_392367.3	NP_648947.1, NP_647858.2
OG0006254	XP_026295298.1	NP_001286950.1
OG0006255	XP_001120040.2	NP_649130.2
OG0006256	XP_026299349.1, NP_001035327.1	NP_001287243.1
OG0006257	XP_623813.1	NP_649560.1
OG0006258	XP_393948.3	NP_001014577.1
OG0006259	XP_006569795.3	NP_476833.1
OG0006260	XP_001122083.2	NP_524330.2
OG0006261	XP_016773003.2	NP_648837.2
OG0006262	XP_392611.4	NP_001287107.1
OG0006263	XP_026297748.1	NP_001246449.1
OG0006264	XP_624007.4	NP_001303458.1
OG0006265	XP_006559775.2	NP_001262396.1
OG0006266	XP_006559709.1	NP_726016.1
OG0006267	XP_396738.2	NP_611223.4
OG0006268	XP_006572161.1	NP_647979.1
OG0006269	XP_394711.4	NP_649826.3
OG0006270	XP_623958.2	NP_651665.2
OG0006271	XP_391917.2	NP_001285268.1
OG0006273	XP_001119916.1	NP_732199.2
OG0006274	XP_026298831.1, XP_026298829.1	NP_001286160.1
OG0006275	XP_006561747.1	NP_728606.1, NP_726727.1
OG0006276	XP_394952.4	NP_524040.2
OG0006277	XP_623598.1	NP_651757.1
OG0006278	XP_396015.2	NP_477226.2
OG0006279	XP_624513.2	NP_001285719.1
OG0006280	XP_006571839.1	NP_608318.5
OG0006282	XP_001120178.3	NP_649414.1
OG0006283	XP_016767523.1	NP_524100.1
OG0006284	XP_006558457.2, XP_026295585.1	NP_572441.1
OG0006285	XP_396943.1	NP_001163022.1, NP_001260629.1
OG0006286	XP_003251418.2	NP_001262267.1
OG0006287	XP_624861.2	NP_523969.1
OG0006288	XP_624093.3	NP_572901.1
OG0006289	XP_624466.1	NP_650822.1
OG0006290	XP_006570354.1	NP_525063.1
OG0006291	XP_392190.2	NP_648556.3
OG0006292	XP_393883.3	NP_001259502.1
OG0006293	XP_397113.1	NP_001262699.1
OG0006294	XP_623893.3	NP_649499.1
OG0006295	NP_001265608.1	NP_608738.1
OG0006296	XP_006569554.2	NP_609375.1
OG0006297	XP_393867.2	NP_608779.1
OG0006298	XP_006559305.1	NP_001285902.1
OG0006299	XP_026296113.1	NP_001247105.1
OG0006300	XP_391978.2	NP_572930.3
OG0006301	XP_393350.4	NP_611332.1
OG0006302	XP_396972.6	NP_572215.1
OG0006303	XP_006557400.2	NP_001262065.1
OG0006304	XP_396966.2	NP_651005.1
OG0006305	XP_395207.4	NP_523357.2
OG0006306	XP_003251352.1	NP_610167.3
OG0006307	XP_016769299.2	NP_001261793.1
OG0006308	XP_392366.2	NP_477318.1
OG0006309	XP_006560659.1	NP_001286949.1
OG0006310	XP_006569641.1	NP_001260349.1
OG0006311	XP_625050.3	NP_001261955.1
OG0006312	XP_392837.4	NP_001246038.1
OG0006313	XP_006571393.1	NP_572308.3, NP_001287039.1
OG0006314	XP_016766741.1	NP_001286676.1
OG0006315	XP_026295179.1	NP_001097366.1
OG0006316	XP_001119959.2	NP_001285018.1, NP_611485.1
OG0006317	XP_006571875.2	NP_611265.1
OG0006318	XP_006561370.1	NP_001262587.1
OG0006319	XP_393599.2	NP_001261559.1
OG0006320	XP_006571498.1	NP_001303467.1
OG0006322	XP_026295457.1	NP_648756.1
OG0006323	XP_624674.1	NP_001303317.1
OG0006324	XP_006563577.1	NP_525123.2
OG0006325	XP_006564587.1	NP_608615.1
OG0006326	XP_003251674.2	NP_001356954.1
OG0006327	XP_026299286.1	NP_611270.1
OG0006328	XP_026298167.1	NP_724578.1
OG0006329	XP_392993.2	NP_524303.2, NP_477371.1
OG0006331	XP_016771790.2, XP_026300809.1	NP_648257.1
OG0006332	XP_001122049.2	NP_608996.1
OG0006333	XP_624393.1	NP_477332.1
OG0006334	XP_623552.1	NP_523663.1
OG0006335	XP_003250988.1	NP_001263028.1
OG0006337	XP_006562013.1	NP_001163572.1, NP_648007.1
OG0006340	XP_026297145.1	NP_001262553.1
OG0006343	XP_026299549.1, XP_393124.4	NP_610953.1
OG0006344	XP_006566104.2	NP_001247302.1
OG0006345	XP_006569064.1	NP_651390.2
OG0006346	XP_026299449.1	NP_650662.1
OG0006347	XP_394674.3	NP_612080.1
OG0006348	XP_624708.2	NP_647884.1
OG0006349	XP_006563869.2, XP_006563867.2	NP_001259426.1
OG0006350	XP_625039.1	NP_651099.1
OG0006351	XP_006564335.1	NP_651220.3
OG0006352	XP_026295522.1, XP_026295521.1	NP_648347.2
OG0006353	XP_001122738.2	NP_001097319.1
OG0006355	XP_006564673.2	NP_001262542.1
OG0006356	XP_623749.3	NP_651922.1
OG0006357	XP_006557330.1	NP_001259191.1
OG0006358	XP_393700.2	NP_523374.2
OG0006359	XP_624437.4	NP_001287135.1, NP_572757.2
OG0006360	XP_016768436.1	NP_611881.1
OG0006361	XP_394029.5	NP_609441.1
OG0006362	XP_396436.3	NP_610055.1
OG0006363	XP_006569451.2	NP_648043.1, NP_648045.2
OG0006364	XP_026297442.1	NP_001246952.1
OG0006365	XP_006563531.2	NP_001247027.1
OG0006366	XP_006563344.1	NP_001163243.1
OG0006367	XP_006571898.1	NP_608426.1
OG0006368	XP_016771837.1	NP_647932.1
OG0006369	XP_001121186.3	NP_001036574.1
OG0006370	XP_396879.3	NP_611051.2
OG0006371	XP_006557406.1	NP_001260450.1
OG0006372	XP_016772364.1	NP_001246894.1
OG0006373	XP_026300481.1	NP_001260269.1
OG0006374	XP_395961.4	NP_648111.1
OG0006375	XP_026294824.1	NP_610929.2
OG0006377	XP_006570173.2	NP_001261387.1
OG0006378	XP_001120974.1, XP_026300268.1	NP_524124.1
OG0006379	XP_003250470.1	NP_001097077.1
OG0006380	XP_026300648.1	NP_733372.1
OG0006381	XP_016769115.1	NP_001303418.1, NP_001137750.1
OG0006382	XP_393397.5	NP_001261668.1
OG0006383	XP_016770942.2	NP_723346.2
OG0006384	XP_001122306.2	NP_572861.1
OG0006385	XP_006561652.2	NP_523814.1
OG0006386	XP_026294856.1	NP_611601.2
OG0006388	XP_624898.3	NP_611095.1
OG0006389	XP_026299028.1	NP_536736.2
OG0006390	XP_006571053.2, XP_016768321.2	NP_001285318.1
OG0006391	XP_026295256.1	NP_996333.4
OG0006392	XP_395043.3	NP_001260321.1
OG0006393	XP_392996.1	NP_648421.1
OG0006394	XP_016771524.1	NP_611637.1
OG0006395	XP_006558948.1	NP_650562.1
OG0006396	XP_026298931.1	NP_001014557.3
OG0006397	XP_391940.2	NP_001261867.1
OG0006398	XP_006564782.1, XP_026302234.1	NP_648445.1
OG0006399	XP_016766829.1	NP_572350.2
OG0006400	XP_016769201.1	NP_001097320.1
OG0006401	XP_001122422.1	NP_001163598.1
OG0006402	XP_006561066.2	NP_650781.2
OG0006403	XP_026299822.1	NP_001097237.1
OG0006404	XP_006563309.1	NP_001303320.1
OG0006405	XP_026300426.1	NP_612047.1
OG0006406	XP_001120955.2	NP_652499.2
OG0006407	XP_016768935.1	NP_001014591.1, NP_649111.1
OG0006408	XP_006558941.1	NP_001260842.1
OG0006409	XP_016767438.1	NP_001262665.1
OG0006410	XP_016771457.1	NP_001260372.1
OG0006411	XP_026296831.1	NP_001286801.1
OG0006412	XP_026298627.1	NP_001259406.1
OG0006413	XP_006568085.2	NP_608646.3
OG0006414	XP_006569250.2, XP_006569257.2	NP_001286371.1
OG0006415	XP_623829.4	NP_649200.2
OG0006416	XP_006571218.1	NP_609105.1
OG0006417	XP_016769989.1	NP_650573.1
OG0006418	XP_006565765.2	NP_001137711.1
OG0006419	XP_003249878.1	NP_650701.1
OG0006420	XP_003250103.1	NP_001303455.1
OG0006421	XP_026295391.1	NP_609552.1
OG0006422	XP_006567516.1	NP_611963.5
OG0006423	XP_006571263.1	NP_001286661.1
OG0006425	XP_392577.4	NP_511118.2
OG0006426	XP_392284.2	NP_523783.1
OG0006427	XP_006561440.1	NP_523662.1
OG0006428	XP_026299955.1	NP_001245616.1
OG0006429	XP_003249297.2	NP_524521.1
OG0006430	XP_026296876.1	NP_001262867.1
OG0006431	XP_026295328.1	NP_572872.1
OG0006432	XP_006569034.2	NP_476821.1
OG0006433	XP_001122139.1	NP_651194.1
OG0006434	XP_624819.1	NP_996032.1
OG0006435	XP_006569755.1	NP_523932.2
OG0006437	XP_625067.1	NP_612075.1
OG0006439	XP_006557362.1	NP_650742.2
OG0006440	XP_006564220.1	NP_732771.2
OG0006441	XP_624511.1	NP_001163682.1
OG0006442	XP_001120233.1	NP_523829.2
OG0006443	XP_394517.4	NP_650656.1
OG0006444	XP_624173.1	NP_572656.1
OG0006445	XP_393141.2	NP_524106.3
OG0006446	XP_397001.3	NP_731221.2
OG0006447	XP_394596.2	NP_524654.2
OG0006448	XP_026296935.1	NP_001284744.1
OG0006449	XP_001122101.2	NP_001263041.1
OG0006450	XP_016766566.1	NP_722679.1
OG0006451	XP_395299.2	NP_001303431.1
OG0006452	XP_396160.4	NP_608868.1
OG0006453	XP_392602.4	NP_001036635.1
OG0006454	XP_006572101.1	NP_609947.1
OG0006455	XP_395217.4	NP_001261249.1
OG0006456	XP_394275.2	NP_001286247.1
OG0006457	XP_393051.1	NP_652608.1
OG0006458	XP_624221.1	NP_572712.1
OG0006459	XP_026301622.1	NP_001368976.1
OG0006460	XP_026301194.1	NP_476661.1
OG0006463	XP_016766807.2	NP_648712.1
OG0006464	XP_006562211.1	NP_731085.2
OG0006465	XP_026300280.1	NP_001189248.1
OG0006466	XP_395643.2	NP_523430.1
OG0006467	XP_624384.4	NP_727512.3
OG0006469	XP_006561789.1	NP_788381.1
OG0006470	XP_026301171.1	NP_001015505.5
OG0006471	XP_026295433.1, XP_006563941.2	NP_724130.4
OG0006472	XP_006572241.1	NP_524177.1
OG0006473	XP_003251347.2	NP_610765.1
OG0006474	XP_396142.4	NP_651669.1
OG0006475	XP_006571388.1	NP_001260616.1
OG0006476	XP_623747.1	NP_610666.1
OG0006477	XP_006566359.1	NP_001260457.1, NP_573049.2
OG0006478	XP_395835.2	NP_610897.1, NP_001163564.1
OG0006480	XP_394550.2	NP_611573.1
OG0006482	XP_016773045.1	NP_610192.1
OG0006483	XP_006559059.1	NP_001286994.1
OG0006484	XP_026294641.1	NP_001162825.1
OG0006485	XP_395173.2	NP_001246454.1
OG0006486	XP_006558032.1	NP_001259592.1
OG0006487	XP_016770746.1	NP_609081.1
OG0006488	XP_001120208.2, XP_026301492.1	NP_524433.1
OG0006489	XP_395016.2	NP_650854.1
OG0006490	XP_026301995.1, XP_026301993.1	NP_001260049.1
OG0006492	XP_026295497.1	NP_477132.1
OG0006493	XP_026300036.1	NP_001287323.1
OG0006494	XP_026294725.1	NP_523415.1
OG0006495	XP_395921.4	NP_652039.2
OG0006496	XP_016769113.2	NP_648451.1
OG0006497	XP_026301617.1	NP_001286123.1
OG0006498	XP_006557347.1	NP_609547.2
OG0006499	XP_397273.4	NP_001260984.1
OG0006500	XP_026295499.1	NP_995745.1
OG0006501	XP_392651.2	NP_001260732.1
OG0006502	XP_006563262.2	NP_001262121.1
OG0006503	XP_006557863.1, NP_001172034.1	NP_001259149.1
OG0006504	XP_016767363.2	NP_001033801.3
OG0006505	XP_006570241.1	NP_724254.1
OG0006506	XP_016772823.1	NP_001286906.1
OG0006507	XP_026295127.1	NP_001261432.1
OG0006508	XP_026298944.1	NP_001261229.1
OG0006509	XP_006560766.2	NP_651753.2
OG0006510	XP_006570058.1	NP_001246855.1
OG0006512	XP_006559452.1	NP_001287497.1
OG0006513	XP_006559448.1	NP_001189278.1
OG0006514	XP_006561341.1	NP_001261924.1
OG0006515	XP_026301153.1	NP_728163.2
OG0006516	XP_001120915.2	NP_611466.2
OG0006517	XP_623635.3	NP_650708.1
OG0006518	XP_397251.4	NP_001097501.1
OG0006519	NP_001071292.1, XP_026295144.1	NP_001284996.1
OG0006520	XP_006566708.1	NP_569844.2
OG0006521	XP_623492.4	NP_609503.2
OG0006522	XP_026297455.1	NP_650208.1
OG0006523	XP_026298789.1	NP_001261780.1
OG0006524	XP_392753.2	NP_610456.4
OG0006525	XP_006568814.1	NP_651048.1
OG0006526	XP_006572335.2	NP_001260222.1
OG0006527	XP_016767365.2	NP_001096877.1
OG0006528	XP_026298428.1	NP_001097814.1
OG0006529	XP_396134.2	NP_001027175.1
OG0006530	XP_006572216.1	NP_573183.2
OG0006532	XP_001119907.2	NP_001286828.1
OG0006533	XP_006572261.1	NP_652341.1
OG0006534	XP_397097.2	NP_649565.1
OG0006535	XP_006562160.1	NP_001246384.1
OG0006536	XP_006564269.1	NP_573330.3
OG0006537	XP_016768732.1	NP_001097361.1
OG0006538	XP_393709.3	NP_001260672.1
OG0006539	XP_026301093.1	NP_648879.1
OG0006540	XP_026302168.1	NP_001245851.1
OG0006541	XP_394155.4	NP_524382.1
OG0006542	XP_026301011.1	NP_001260462.1, NP_610500.2
OG0006543	XP_026296497.1	NP_651400.1
OG0006544	XP_006559905.1	NP_001245588.1
OG0006545	XP_395545.1	NP_001285789.1
OG0006546	XP_395929.2	NP_524871.1
OG0006547	XP_016767161.1	NP_652007.1
OG0006548	XP_001121783.2	NP_511119.2
OG0006549	XP_394555.2	NP_732721.1
OG0006551	XP_006568300.1	NP_001163782.1
OG0006552	XP_001120779.3	NP_609401.2
OG0006553	XP_006570815.1	NP_001097723.1
OG0006554	XP_624690.4	NP_648102.2
OG0006556	XP_026298573.1	NP_001246837.1
OG0006558	XP_392919.3	NP_648782.2
OG0006559	XP_026295437.1	NP_001260606.1
OG0006560	XP_006568026.2	NP_611246.1
OG0006562	XP_016767439.1	NP_001189228.1
OG0006563	XP_016768078.2	NP_651886.1
OG0006565	XP_003250531.1	NP_001262415.1
OG0006566	XP_026295641.1	NP_001368934.1
OG0006568	XP_394503.6	NP_573334.1
OG0006570	XP_016767742.2	NP_610467.1
OG0006571	XP_026297436.1	NP_611965.2
OG0006573	XP_006569529.1	NP_524202.1
OG0006574	XP_026301637.1	NP_001260559.1
OG0006575	XP_006561020.1	NP_647645.1, NP_728477.1
OG0006576	XP_001121177.2	NP_572311.1
OG0006577	XP_006568876.1	NP_725221.1
OG0006579	XP_396284.2	NP_610995.1
OG0006580	XP_016769861.1	NP_648182.1
OG0006581	XP_006563481.1	NP_001284841.1
OG0006582	XP_623875.1	NP_651320.1
OG0006583	XP_026295241.1	NP_001259968.1
OG0006584	XP_026297954.1	NP_611708.2
OG0006586	XP_624424.1	NP_573166.1
OG0006587	XP_623878.1	NP_649025.1
OG0006588	XP_026295381.1	NP_524861.2
OG0006589	XP_006565039.1	NP_648662.1
OG0006590	XP_026301417.1	NP_001260230.1
OG0006591	XP_394728.2	NP_651326.1
OG0006592	XP_625083.1	NP_001260421.1
OG0006593	XP_026299371.1	NP_001261850.1
OG0006594	XP_624543.3	NP_788400.1
OG0006595	XP_396292.3	NP_524046.2, NP_524045.2
OG0006597	XP_006562381.1	NP_722974.1
OG0006598	XP_026297331.1	NP_001284859.1
OG0006599	XP_006560739.1	NP_573025.2
OG0006600	XP_006565329.1	NP_001027571.3
OG0006601	XP_016769919.1, XP_026299199.1	NP_001245448.1
OG0006602	XP_016771089.2	NP_726062.2
OG0006603	XP_006566924.1	NP_001285466.1
OG0006604	XP_394245.2	NP_728614.1
OG0006605	XP_026298358.1	NP_728903.1, NP_647831.1
OG0006606	XP_026297372.1	NP_477004.5
OG0006607	XP_026302188.1	NP_477023.1
OG0006608	XP_006564481.1	NP_001259183.2
OG0006609	XP_006560078.2	NP_001247045.1
OG0006610	XP_016771772.2	NP_001137709.1
OG0006611	XP_026296589.1	NP_650795.2
OG0006614	XP_026299987.1	NP_001263024.1
OG0006615	XP_006569353.1	NP_608822.1
OG0006616	XP_026300614.1	NP_001261396.1
OG0006617	XP_003249202.3	NP_610963.1
OG0006618	XP_006562505.1	NP_001261779.1
OG0006619	XP_026298506.1	NP_651353.1
OG0006620	XP_026297589.1	NP_001260170.1
OG0006621	XP_001121716.2	NP_733258.4
OG0006623	XP_026298827.1	NP_650894.1
OG0006624	XP_016772983.2	NP_725875.3
OG0006625	XP_026299755.1	NP_001303445.1
OG0006626	XP_026301969.1, XP_026301963.1	NP_001259401.1
OG0006627	XP_026301468.1	NP_001262497.1
OG0006628	XP_006572271.1	NP_001027085.1
OG0006629	XP_395538.2	NP_612086.1
OG0006630	XP_003250991.1	NP_995605.1
OG0006631	XP_003249699.1	NP_723849.1
OG0006632	XP_623146.2	NP_611544.1
OG0006633	XP_624940.3	NP_648447.2
OG0006634	XP_026300183.1	NP_647753.1
OG0006635	XP_006563266.1, NP_001012431.1	NP_723746.1
OG0006638	XP_006564876.1	NP_001259129.1
OG0006639	XP_016770383.1	NP_001303569.1
OG0006640	XP_026295940.1	NP_647681.2
OG0006641	XP_006569827.1	NP_523860.2
OG0006642	XP_026297660.1	NP_001246701.1
OG0006643	XP_003249593.1	NP_524593.1
OG0006644	XP_016766768.1	NP_001246636.1
OG0006645	XP_026299064.1	NP_001036712.1
OG0006646	XP_396967.4	NP_648976.2
OG0006647	XP_006564277.1	NP_001262661.1
OG0006648	XP_026300615.1	NP_524830.2
OG0006649	XP_026301648.1	NP_001097795.1
OG0006650	XP_016771065.2	NP_651043.2
OG0006651	XP_001122664.2	NP_001246417.1
OG0006652	XP_016769843.2	NP_511114.2
OG0006653	XP_006571410.1	NP_001260807.1
OG0006654	XP_003251638.1	NP_732637.1
OG0006655	XP_623993.3	NP_733334.1
OG0006656	XP_006564513.1	NP_476751.1
OG0006657	XP_006558480.1	NP_001261752.1
OG0006658	XP_392133.2	NP_610341.2
OG0006659	XP_026296041.1	NP_523651.4
OG0006661	XP_026297862.1	NP_652072.1
OG0006662	XP_026297156.1, XP_026297073.1	NP_001036369.3
OG0006663	XP_016771818.1	NP_524322.1
OG0006664	XP_026297631.1	NP_001284962.1
OG0006665	XP_001122722.2	NP_573020.2
OG0006666	XP_393985.4	NP_001261244.1
OG0006667	XP_006559909.2	NP_001260066.1
OG0006668	XP_396341.3	NP_572884.1
OG0006670	XP_026301899.1	NP_001261884.1
OG0006671	XP_026301893.1	NP_511168.3
OG0006673	XP_026299863.1	NP_610851.2
OG0006674	XP_006563628.2	NP_001097906.1
OG0006675	XP_026294843.1	NP_733018.1
OG0006676	XP_006560984.1	NP_650650.1
OG0006677	XP_016769709.1	NP_001246788.1
OG0006678	XP_026295949.1	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3
OG0006679	XP_001120447.3	NP_001286616.1
OG0006680	XP_026298168.1	NP_524157.2
OG0006681	XP_006564504.1, XP_006564505.1	NP_001287422.2
OG0006682	XP_016771113.1	NP_001263002.1
OG0006683	XP_016769029.1	NP_001259114.1
OG0006684	XP_001119824.1	NP_610264.1
OG0006685	XP_026301246.1	NP_650146.1
OG0006686	XP_003249249.1	NP_001286984.1
OG0006687	XP_026300381.1	NP_001261219.1
OG0006688	XP_395106.4	NP_608608.2
OG0006689	XP_624863.2	NP_001261251.1
OG0006690	XP_392257.1	NP_001260675.1
OG0006691	XP_001122615.2	NP_610602.2, NP_611525.1, NP_611519.2
OG0006692	XP_026300407.1	NP_726368.2
OG0006693	XP_393805.3	NP_001246066.1
OG0006695	XP_396632.3	NP_001262588.1
OG0006696	XP_395550.3	NP_001262544.1, NP_611915.1
OG0006697	XP_026301633.1	NP_001027093.1
OG0006698	XP_006559976.1	NP_001261300.1
OG0006699	XP_026301700.1	NP_648574.1
OG0006700	XP_001121709.2	NP_609380.1
OG0006701	XP_016767295.1	NP_610031.1
OG0006702	XP_006561160.1	NP_650138.1, NP_650140.1, NP_650139.3
OG0006703	XP_016770163.2	NP_650646.1
OG0006704	XP_006570793.1	NP_788522.1
OG0006706	XP_006560384.1	NP_001286635.1
OG0006707	XP_624893.1	NP_609052.1
OG0006708	XP_003249880.3	NP_572755.1
OG0006709	NP_001011606.1	NP_001285859.1
OG0006710	XP_396161.2	NP_572332.1
OG0006711	NP_001124510.1	NP_732533.1
OG0006713	XP_624961.2	NP_651682.1
OG0006714	XP_003250261.1	NP_647783.3
OG0006715	XP_026298841.1	NP_001137703.1
OG0006716	XP_026296142.1, XP_026296141.1	NP_001262649.1
OG0006717	XP_003249612.2	NP_647898.3
OG0006718	XP_026300191.1	NP_612024.4
OG0006719	XP_006567489.1	NP_725178.2
OG0006720	XP_026299120.1	NP_724619.2
OG0006721	XP_001121507.2	NP_001261159.1
OG0006722	XP_397130.4	NP_001284773.1
OG0006723	XP_394949.4	NP_001246283.1
OG0006724	XP_003250488.2	NP_573137.1
OG0006725	XP_006563865.1	NP_001260554.1
