Orthogroup	Apis_mellifera	Anopheles_gambiae
OG0005939	XP_001121654.1	XP_309192.2
OG0005940	XP_001120146.1	XP_313374.4, XP_003436536.1
OG0005941	XP_006562154.1	XP_313276.4
OG0005942	XP_006560497.1	XP_003435965.1
OG0005944	XP_395323.2	XP_308117.4
OG0005945	XP_624001.1	XP_319985.2
OG0005946	XP_624123.1	XP_320743.4
OG0005947	XP_395810.4	XP_314532.3
OG0005948	XP_006561048.2	XP_311498.2
OG0005949	XP_393223.1	XP_560261.3, XP_003437181.1
OG0005951	XP_395945.2	XP_001237910.2
OG0005952	XP_026295982.1	XP_316820.5
OG0005956	XP_006557610.1	XP_316555.4
OG0005957	NP_001091693.1	XP_316854.4
OG0005958	XP_006565977.1	XP_320211.4
OG0005959	XP_396220.3	XP_321077.2
OG0005960	XP_623546.1	XP_313381.4
OG0005961	XP_623906.1	XP_316218.4
OG0005962	XP_016768816.2	XP_308162.3
OG0005963	XP_397589.3	XP_001688932.1, XP_316642.2
OG0005965	XP_006563774.1	XP_319870.3
OG0005966	XP_394004.2	XP_320754.1
OG0005967	XP_006565726.1	XP_314432.2
OG0005968	XP_624432.1	XP_307560.4, XP_314356.4
OG0005969	XP_026300996.1	XP_311293.5
OG0005970	XP_397185.2	XP_312921.3
OG0005971	XP_003251902.3, XP_016772925.2	XP_315342.3
OG0005972	XP_006571255.1	XP_321994.5
OG0005973	XP_392824.2	XP_308350.2
OG0005974	XP_001120956.3	XP_308441.4
OG0005975	XP_397201.2	XP_318437.3
OG0005976	XP_006571931.2	XP_319573.4
OG0005977	XP_625121.3	XP_003435736.1
OG0005978	XP_006561185.1	XP_314355.4
OG0005979	XP_006567441.1	XP_321323.3
OG0005980	XP_624764.3	XP_314717.3
OG0005981	XP_392962.1	XP_319347.2
OG0005982	XP_003251225.1	XP_001237213.1
OG0005983	XP_393417.3	XP_309929.3
OG0005984	XP_006559330.1	XP_311211.5
OG0005985	XP_006562866.2	XP_317419.4
OG0005986	XP_394467.1	XP_316306.3
OG0005987	XP_392626.3	XP_001688635.1
OG0005988	XP_393287.2	XP_308018.4
OG0005989	XP_396350.2	XP_308418.4
OG0005990	XP_026302224.1	XP_317151.4
OG0005991	XP_001120253.1	XP_321527.2
OG0005992	XP_006565422.1	XP_558141.3
OG0005993	XP_397061.1	XP_317836.3
OG0005994	XP_624806.3	XP_001238545.2
OG0005995	XP_624713.1	XP_308101.3
OG0005996	XP_026298037.1	XP_314715.3
OG0005999	XP_397030.3	XP_311981.5
OG0006000	XP_396842.4	XP_311295.4
OG0006001	XP_006570843.1	XP_310192.3
OG0006002	XP_392172.1	XP_314559.4
OG0006003	XP_006559627.1	XP_312519.3
OG0006004	XP_006567972.1	XP_317017.4
OG0006005	XP_393191.2	XP_316595.4
OG0006006	XP_396217.2	XP_321082.5, XP_003435983.1
OG0006007	XP_026295861.1	XP_003436548.1, XP_313423.5
OG0006008	XP_623754.1	XP_321399.5
OG0006009	XP_396165.2	XP_308135.4
OG0006010	XP_026296778.1	XP_560072.4
OG0006011	XP_006569920.1	XP_317717.3
OG0006012	XP_394287.5, XP_026294639.1	XP_312197.3
OG0006013	XP_393870.2	XP_311858.5
OG0006014	XP_001121422.2	XP_319649.4
OG0006015	XP_395332.2	XP_311424.1
OG0006016	XP_006563442.2	XP_314636.3
OG0006017	XP_006568670.1	XP_566290.4
OG0006018	XP_026298286.1	XP_001687753.2
OG0006019	XP_624559.3	XP_321352.4
OG0006020	XP_623827.3	XP_556934.3
OG0006021	XP_393162.3	XP_321822.5
OG0006022	XP_003250450.1	XP_560198.4
OG0006023	XP_006567927.1	XP_312466.2
OG0006024	XP_006564938.1	XP_309524.4
OG0006025	XP_016770050.2, NP_001314893.1	XP_307919.5
OG0006026	XP_624815.2	XP_322015.3
OG0006028	XP_006564419.1	XP_311455.4
OG0006029	XP_395348.2, XP_016769004.1	XP_564621.3
OG0006030	XP_392262.4	XP_319583.4
OG0006031	XP_026297236.1	XP_317220.3, XP_307671.3
OG0006032	XP_016771652.1	XP_319939.4
OG0006033	NP_001191680.1	XP_315419.5, XP_001688659.2
OG0006034	XP_026297510.1	XP_318114.3
OG0006036	XP_006569495.1	XP_321782.4
OG0006037	XP_026300079.1	XP_308567.4
OG0006038	XP_026297040.1	XP_319464.4
OG0006039	XP_006567241.2	XP_001237172.1
OG0006040	XP_001121513.2	XP_320467.4
OG0006042	XP_006571964.2	XP_308792.4
OG0006043	XP_003251725.1	XP_316344.4
OG0006044	XP_006564574.1	XP_315527.3
OG0006045	XP_392515.2	XP_321324.2
OG0006046	XP_026297409.1	XP_313818.4
OG0006047	XP_393796.4	XP_319728.4
OG0006048	XP_006567474.1	XP_320719.3
OG0006049	XP_016769238.1	XP_309566.4
OG0006050	XP_396155.4	XP_311900.4
OG0006051	XP_026299089.1	XP_317666.4
OG0006052	XP_396646.1	XP_317609.3
OG0006053	XP_026297563.1	XP_312571.3, XP_003436104.1
OG0006054	XP_016766900.1	XP_315435.4
OG0006055	XP_624088.2	XP_312429.5
OG0006056	XP_006564112.2	XP_317753.4
OG0006057	XP_395724.2	XP_319596.4
OG0006058	XP_026296419.1	XP_316473.2
OG0006059	XP_006566475.1	XP_319454.4
OG0006060	XP_006571628.1	XP_552222.3
OG0006061	XP_001120484.2	XP_309679.5
OG0006062	XP_624164.1	XP_320688.4
OG0006063	XP_393234.2	XP_312441.4
OG0006064	XP_624475.1	XP_312882.5
OG0006065	XP_006559651.1	XP_317279.4
OG0006066	XP_001121363.2	XP_312321.5
OG0006067	XP_394739.4	XP_312390.4
OG0006068	XP_016771422.1	XP_316217.3
OG0006069	XP_026296653.1	XP_317558.4
OG0006070	XP_624998.3	XP_321844.5
OG0006071	XP_006559031.1	XP_312594.1
OG0006072	XP_006563093.1	XP_310529.5
OG0006073	XP_026294878.1	XP_559033.3
OG0006074	XP_006565092.1	XP_309991.2
OG0006075	XP_001120377.2	XP_310122.4, XP_307094.2
OG0006076	XP_026299444.1	XP_312315.5
OG0006077	XP_006570672.1	XP_564713.3
OG0006078	XP_395962.2	XP_318953.4
OG0006079	XP_003249538.1	XP_311489.4
OG0006080	XP_016769070.2	XP_315698.4
OG0006081	XP_016773377.1, NP_001314891.1	XP_310354.1
OG0006082	XP_623832.1	XP_314553.3
OG0006083	XP_623213.1	XP_314172.1
OG0006084	XP_016768670.1	XP_321536.5
OG0006085	XP_026296546.1	XP_309541.4
OG0006086	XP_026297500.1	XP_315463.3
OG0006087	XP_001121010.1	XP_317270.4
OG0006088	XP_016767283.1	XP_003436507.1, XP_313256.2
OG0006089	XP_006559671.1	XP_317855.2
OG0006090	XP_006570432.1	XP_320147.4
OG0006091	XP_001122159.1	XP_312401.5
OG0006092	XP_026298147.1	XP_315563.4
OG0006093	XP_624382.3	XP_309311.4
OG0006094	XP_006571303.2	XP_318814.4
OG0006095	XP_624576.1	XP_308662.1
OG0006096	XP_393374.3	XP_310914.4
OG0006097	XP_001119962.3	XP_308048.5
OG0006098	XP_026294719.1	XP_309832.4
OG0006099	XP_026297865.1	XP_312236.5
OG0006100	XP_026299743.1, XP_026299744.1	XP_321446.3
OG0006101	XP_006559118.2	XP_001689239.1
OG0006102	XP_026295442.1	XP_310695.4
OG0006103	XP_006564118.1	XP_317368.3
OG0006104	XP_026300091.1	XP_553580.3
OG0006105	XP_395496.2	XP_320947.5
OG0006106	XP_026299235.1	XP_003436228.1
OG0006107	XP_394713.3	XP_313727.3
OG0006108	XP_006571541.1	XP_003435756.1, XP_322013.5
OG0006109	XP_006566457.1	XP_320597.3
OG0006110	XP_016768739.2	XP_309899.3
OG0006111	XP_026301242.1	XP_320945.5
OG0006112	XP_393776.5	XP_315542.3
OG0006113	XP_623549.2, XP_006561427.1	XP_312937.5
OG0006114	XP_001122063.2	XP_307940.5
OG0006116	XP_392521.3	XP_308293.4
OG0006117	XP_026294969.1	XP_309513.3
OG0006118	XP_026300762.1	XP_560205.4
OG0006119	XP_393961.3	XP_312577.3
OG0006120	XP_393604.4	XP_317062.4
OG0006121	XP_026296222.1	XP_307284.3, XP_551203.4
OG0006123	XP_623937.2	XP_308395.4
OG0006124	XP_396462.2	XP_317207.2
OG0006125	XP_392951.3	XP_315964.4
OG0006126	XP_624161.1	XP_317113.3
OG0006127	XP_006563276.1	XP_320715.3
OG0006128	XP_003249325.1	XP_315966.4
OG0006129	XP_026297957.1, XP_006564610.2	XP_001688308.2
OG0006130	XP_394908.4	XP_317055.4
OG0006131	XP_006557964.1	XP_003436396.1, XP_312792.5
OG0006134	XP_006563988.3	XP_312605.5, XP_003436095.1
OG0006135	XP_026296149.1	XP_319386.4
OG0006136	XP_026295223.1	XP_319489.4
OG0006137	XP_006568615.2	XP_316891.5
OG0006138	XP_006564519.2	XP_314316.4
OG0006139	XP_006560615.1	XP_314811.4
OG0006140	XP_624169.3	XP_307850.4
OG0006141	XP_393300.2	XP_318752.4
OG0006142	XP_003250974.1	XP_001689304.1
OG0006143	XP_026296223.1	XP_001237874.2
OG0006144	XP_026301491.1	XP_311956.5
OG0006145	XP_001123195.2	XP_320748.3
OG0006147	XP_397439.4	XP_312628.5
OG0006149	XP_006559738.2	XP_320712.4
OG0006150	XP_006568341.1	XP_318073.4, XP_001689095.1
OG0006151	XP_003249603.2	XP_001689206.1
OG0006152	XP_624710.1	XP_316684.3, XP_001688944.1
OG0006153	XP_006558836.3	XP_318500.4
OG0006154	NP_001011632.1, XP_006568297.1	XP_310920.4
OG0006155	XP_026296196.1	XP_320791.4
OG0006156	XP_026298919.1	XP_317735.4
OG0006157	XP_392774.4	XP_003436037.1, XP_320907.4
OG0006158	XP_001120045.3	XP_001688962.1
OG0006159	XP_006557736.1	XP_307982.5
OG0006160	XP_026301351.1	XP_318524.3
OG0006161	XP_026300169.1	XP_319944.4
OG0006162	XP_006557331.2	XP_321883.4
OG0006164	XP_003249694.1	XP_317165.4
OG0006165	XP_006560914.1	XP_316904.4, XP_316905.3
OG0006166	XP_395013.3	XP_309798.4
OG0006167	XP_026300054.1	XP_564675.3
OG0006168	NP_001135436.1	XP_001237943.1, XP_564527.3
OG0006169	XP_006559585.1	XP_319940.4
OG0006170	XP_006569788.2	XP_310791.5
OG0006171	XP_624613.1	XP_318287.4
OG0006172	XP_394966.1	XP_310168.3
OG0006173	XP_001121915.3	XP_311756.5
OG0006174	XP_392065.2	XP_001237540.3
OG0006175	XP_016766449.2	XP_313843.5
OG0006176	XP_016769539.1	XP_307419.2
OG0006177	XP_624395.3	XP_310422.5
OG0006178	XP_625120.4	XP_310816.5
OG0006179	XP_001120540.2	XP_321107.4, XP_003435975.1
OG0006180	XP_026298304.1	XP_308444.4
OG0006181	XP_001121606.2	XP_001688662.1
OG0006182	XP_016766925.1	XP_312280.3
OG0006183	XP_006567758.1	XP_312407.2
OG0006184	XP_397120.4	XP_310082.4
OG0006185	XP_006558638.1	XP_001238049.2
OG0006186	XP_395686.2	XP_315024.4
OG0006187	XP_397266.3	XP_316810.5
OG0006188	XP_391991.1	XP_001238516.3
OG0006189	XP_026296952.1	XP_313459.5
OG0006191	XP_026295807.1	XP_311951.4
OG0006192	XP_026299704.1	XP_312255.5
OG0006193	XP_026297831.1	XP_321602.5
OG0006194	XP_391920.3	XP_309500.4, XP_564375.2
OG0006195	XP_396642.2	XP_321688.4
OG0006196	XP_623672.1	XP_310191.2
OG0006197	XP_016767463.1	XP_311953.3
OG0006199	XP_395807.2	XP_318824.2
OG0006200	XP_006564800.1	XP_308011.5
OG0006201	XP_006563721.2	XP_311002.5
OG0006202	XP_392265.4	XP_320865.4
OG0006203	XP_001120141.1	XP_320779.3
OG0006204	XP_001122254.2	XP_307416.4
OG0006205	XP_026295603.1	XP_309336.4
OG0006206	XP_016771364.2	XP_001689321.2
OG0006207	XP_392923.5	XP_316268.4
OG0006208	XP_006559092.2	XP_313605.4
OG0006209	XP_006562815.1	XP_314653.4
OG0006210	XP_006557397.1	XP_315219.5
OG0006211	XP_016772964.1	XP_321547.3
OG0006212	XP_393819.4	XP_320382.3
OG0006213	XP_006562326.2	XP_557166.3, XP_001688884.1
OG0006215	XP_006571886.1	XP_309476.2
OG0006216	XP_392430.1	XP_319655.2
OG0006217	XP_026299680.1	XP_312782.3
OG0006218	XP_001120184.2	XP_559505.6
OG0006219	XP_392722.1	XP_309949.3, XP_310465.3
OG0006220	XP_393677.3	XP_315901.4
OG0006221	XP_624446.3	XP_001688349.2
OG0006222	XP_006570259.2	XP_317111.1
OG0006223	XP_026295029.1	XP_311512.4
OG0006224	NP_001257758.1	XP_310772.4, XP_003436975.1
OG0006225	XP_006565530.1	XP_312160.4
OG0006226	XP_026300866.1	XP_550737.3
OG0006228	XP_006569244.2	XP_312173.2
OG0006229	XP_395373.3	XP_314720.1
OG0006230	XP_001120950.1	XP_315436.3
OG0006231	XP_003251718.1	XP_318627.4
OG0006232	XP_397354.3	XP_312491.4
OG0006233	XP_026302173.1	XP_309512.3
OG0006234	XP_396275.3	XP_315581.4
OG0006235	XP_026298485.1	XP_319930.4
OG0006236	XP_016772662.1	XP_310648.3
OG0006238	XP_394637.2	XP_307895.3
OG0006239	XP_001121941.2	XP_003435846.1, XP_321663.4
OG0006240	XP_006571826.2	XP_001689336.2
OG0006241	XP_026298925.1	XP_315097.4
OG0006242	XP_003249526.1	XP_311595.3
OG0006245	XP_391989.2	XP_309997.3
OG0006246	XP_625205.1	XP_312222.2
OG0006247	XP_016766283.1	XP_001237635.3
OG0006248	XP_026301433.1	XP_315218.4
OG0006249	XP_395225.2	XP_318327.5, XP_003437215.1
OG0006250	XP_397293.3	XP_556482.2
OG0006251	XP_006566224.2	XP_314741.3
OG0006252	XP_001120202.2	XP_319856.4
OG0006253	XP_392367.3	XP_320993.2
OG0006254	XP_026295298.1	XP_308493.4
OG0006255	XP_001120040.2	XP_313427.5
OG0006257	XP_623813.1	XP_319446.4
OG0006258	XP_393948.3	XP_316733.3
OG0006259	XP_006569795.3	XP_308815.4
OG0006260	XP_001122083.2	XP_001689384.2
OG0006261	XP_016773003.2	XP_312846.5
OG0006263	XP_026297748.1	XP_308719.3
OG0006264	XP_624007.4	XP_309651.5
OG0006265	XP_006559775.2	XP_003436518.1
OG0006266	XP_006559709.1	XP_318917.4
OG0006267	XP_396738.2	XP_320716.4
OG0006268	XP_006572161.1	XP_001230547.1, XP_314301.3
OG0006269	XP_394711.4	XP_551697.4
OG0006270	XP_623958.2	XP_312548.5
OG0006271	XP_391917.2	XP_311257.2
OG0006273	XP_001119916.1	XP_313813.5
OG0006274	XP_026298831.1, XP_026298829.1	XP_315054.2
OG0006275	XP_006561747.1	XP_318369.5
OG0006276	XP_394952.4	XP_316505.3, XP_001688877.1
OG0006277	XP_623598.1	XP_318355.4
OG0006278	XP_396015.2	XP_314652.2
OG0006279	XP_624513.2	XP_314728.3
OG0006280	XP_006571839.1	XP_312452.4
OG0006281	XP_003249809.1	XP_001237961.1
OG0006282	XP_001120178.3	XP_001689261.1
OG0006283	XP_016767523.1	XP_320602.4
OG0006284	XP_006558457.2, XP_026295585.1	XP_313083.5
OG0006285	XP_396943.1	XP_319000.3
OG0006286	XP_003251418.2	XP_317958.4
OG0006287	XP_624861.2	XP_321256.5
OG0006288	XP_624093.3	XP_310874.5
OG0006289	XP_624466.1	XP_308001.3
OG0006290	XP_006570354.1	XP_320421.3
OG0006291	XP_392190.2	XP_313400.3
OG0006292	XP_393883.3	XP_310815.3
OG0006293	XP_397113.1	XP_313191.5
OG0006294	XP_623893.3	XP_321845.5
OG0006295	NP_001265608.1	XP_317209.4
OG0006296	XP_006569554.2	XP_310189.4
OG0006297	XP_393867.2	XP_318422.5
OG0006298	XP_006559305.1	XP_314913.2
OG0006299	XP_026296113.1	XP_310994.5
OG0006300	XP_391978.2	XP_001237548.2
OG0006301	XP_393350.4	XP_316333.3
OG0006302	XP_396972.6	XP_311937.4
OG0006303	XP_006557400.2	XP_565200.3
OG0006304	XP_396966.2	XP_319677.2
OG0006305	XP_395207.4	XP_310961.4
OG0006306	XP_003251352.1	XP_316235.2
OG0006307	XP_016769299.2	XP_321837.3
OG0006308	XP_392366.2	XP_308012.5
OG0006309	XP_006560659.1	XP_001688498.1, XP_313985.4
OG0006310	XP_006569641.1	XP_310128.4
OG0006311	XP_625050.3	XP_316158.3
OG0006312	XP_392837.4	XP_314892.4
OG0006313	XP_006571393.1	XP_321726.5
OG0006314	XP_016766741.1	XP_001688808.1, XP_316223.4
OG0006315	XP_026295179.1	XP_315109.3
OG0006316	XP_001119959.2	XP_321804.3
OG0006317	XP_006571875.2	XP_308231.4
OG0006318	XP_006561370.1	XP_003436534.1
OG0006319	XP_393599.2	XP_313987.1
OG0006320	XP_006571498.1	XP_311344.3
OG0006322	XP_026295457.1	XP_320385.4
OG0006323	XP_624674.1	XP_314880.2
OG0006324	XP_006563577.1	XP_314526.3
OG0006325	XP_006564587.1	XP_310002.4
OG0006326	XP_003251674.2	XP_317652.4
OG0006327	XP_026299286.1	XP_308633.4
OG0006328	XP_026298167.1	XP_313960.3
OG0006329	XP_392993.2	XP_308544.4
OG0006330	XP_006565836.1	XP_318637.4
OG0006331	XP_016771790.2, XP_026300809.1	XP_314314.1
OG0006332	XP_001122049.2	XP_321841.2
OG0006333	XP_624393.1	XP_315383.4
OG0006334	XP_623552.1	XP_320366.3
OG0006335	XP_003250988.1	XP_317919.4
OG0006337	XP_006562013.1	XP_321878.4
OG0006338	NP_001166189.1	XP_313880.5
OG0006339	XP_003251195.1	XP_312769.5
OG0006340	XP_026297145.1	XP_003436130.1, XP_312489.3
OG0006343	XP_026299549.1, XP_393124.4	XP_317217.4
OG0006344	XP_006566104.2	XP_311909.5
OG0006345	XP_006569064.1	XP_003436681.1
OG0006346	XP_026299449.1	XP_313298.3
OG0006347	XP_394674.3	XP_316057.3
OG0006348	XP_624708.2	XP_316311.4
OG0006350	XP_625039.1	XP_320388.3
OG0006351	XP_006564335.1	XP_311732.5
OG0006352	XP_026295522.1, XP_026295521.1	XP_552627.3
OG0006355	XP_006564673.2	XP_312849.5
OG0006356	XP_623749.3	XP_001689118.2
OG0006357	XP_006557330.1	XP_318507.4
OG0006358	XP_393700.2	XP_316422.3
OG0006359	XP_624437.4	XP_320119.6
OG0006360	XP_016768436.1	XP_308801.3
OG0006361	XP_394029.5	XP_322034.3
OG0006362	XP_396436.3	XP_317131.4
OG0006363	XP_006569451.2	XP_001688557.1
OG0006364	XP_026297442.1	XP_308108.5, XP_003436646.1
OG0006365	XP_006563531.2	XP_313250.3
OG0006367	XP_006571898.1	XP_311146.5
OG0006368	XP_016771837.1	XP_321043.4
OG0006369	XP_001121186.3	XP_319023.4
OG0006370	XP_396879.3	XP_552528.1
OG0006371	XP_006557406.1	XP_553120.3, XP_001238233.2
OG0006372	XP_016772364.1	XP_003436924.1
OG0006373	XP_026300481.1	XP_319093.4
OG0006374	XP_395961.4	XP_308470.4
OG0006375	XP_026294824.1	XP_320698.3
OG0006377	XP_006570173.2	XP_308953.4, XP_001688142.1
OG0006378	XP_001120974.1, XP_026300268.1	XP_001237735.1
OG0006379	XP_003250470.1	XP_316922.3
OG0006380	XP_026300648.1	XP_312234.5
OG0006381	XP_016769115.1	XP_551886.3
OG0006382	XP_393397.5	XP_001688719.1, XP_315746.3
OG0006383	XP_016770942.2	XP_317043.4
OG0006384	XP_001122306.2	XP_321629.5
OG0006385	XP_006561652.2	XP_317309.4
OG0006386	XP_026294856.1	XP_559178.3
OG0006388	XP_624898.3	XP_320668.4
OG0006389	XP_026299028.1	XP_321134.5
OG0006390	XP_006571053.2, XP_016768321.2	XP_314766.4
OG0006391	XP_026295256.1	XP_554654.3
OG0006392	XP_395043.3	XP_310014.4
OG0006393	XP_392996.1	XP_319021.3
OG0006394	XP_016771524.1	XP_554753.3
OG0006395	XP_006558948.1	XP_315161.5
OG0006396	XP_026298931.1	XP_003436252.1, XP_312097.5
OG0006397	XP_391940.2	XP_557743.2
OG0006398	XP_006564782.1, XP_026302234.1	XP_001237950.2
OG0006399	XP_016766829.1	XP_309117.5
OG0006400	XP_016769201.1	XP_308919.3
OG0006401	XP_001122422.1	XP_565616.4, XP_003436061.1
OG0006403	XP_026299822.1	XP_001687882.2, XP_308283.5
OG0006404	XP_006563309.1	XP_319897.4
OG0006405	XP_026300426.1	XP_315969.4
OG0006406	XP_001120955.2	XP_550715.2
OG0006407	XP_016768935.1	XP_320523.4
OG0006408	XP_006558941.1	XP_564631.3
OG0006409	XP_016767438.1	XP_313783.5
OG0006410	XP_016771457.1	XP_319327.2
OG0006412	XP_026298627.1	XP_309515.4
OG0006413	XP_006568085.2	XP_317233.4
OG0006414	XP_006569250.2, XP_006569257.2	XP_316438.5
OG0006415	XP_623829.4	XP_312428.5
OG0006416	XP_006571218.1	XP_318822.4
OG0006417	XP_016769989.1	XP_314764.4
OG0006418	XP_006565765.2	XP_001238303.2
OG0006419	XP_003249878.1	XP_003435974.1
OG0006420	XP_003250103.1	XP_003436332.1
OG0006421	XP_026295391.1	XP_560429.2
OG0006422	XP_006567516.1	XP_319819.4
OG0006423	XP_006571263.1	XP_554297.3
OG0006425	XP_392577.4	XP_313739.4, XP_003436815.1
OG0006426	XP_392284.2	XP_308568.4
OG0006427	XP_006561440.1	XP_314554.2
OG0006428	XP_026299955.1	XP_320427.3
OG0006429	XP_003249297.2	XP_001688391.2
OG0006430	XP_026296876.1	XP_309060.3
OG0006431	XP_026295328.1	XP_318145.4
OG0006432	XP_006569034.2	XP_311006.5
OG0006433	XP_001122139.1	XP_320646.3
OG0006434	XP_624819.1	XP_314090.4
OG0006435	XP_006569755.1	XP_308773.4
OG0006437	XP_625067.1	XP_320642.3
OG0006438	XP_026301079.1	XP_003436639.1
OG0006439	XP_006557362.1	XP_315239.4
OG0006440	XP_006564220.1	XP_317594.4
OG0006441	XP_624511.1	XP_317729.4
OG0006442	XP_001120233.1	XP_565033.3
OG0006443	XP_394517.4	XP_321766.3
OG0006444	XP_624173.1	XP_309839.4
OG0006445	XP_393141.2	XP_309315.3
OG0006446	XP_397001.3	XP_321506.4, XP_003435888.1
OG0006447	XP_394596.2	XP_311109.5
OG0006448	XP_026296935.1	XP_312538.5
OG0006449	XP_001122101.2	XP_001230941.2
OG0006450	XP_016766566.1	XP_317770.3
OG0006451	XP_395299.2	XP_312257.2
OG0006452	XP_396160.4	XP_319053.4
OG0006453	XP_392602.4	XP_311017.4
OG0006454	XP_006572101.1	XP_309990.4
OG0006455	XP_395217.4	XP_001688080.1, XP_308776.4
OG0006456	XP_394275.2	XP_308713.2
OG0006458	XP_624221.1	XP_314253.1
OG0006459	XP_026301622.1	XP_310799.5, XP_003436969.1
OG0006460	XP_026301194.1	XP_557901.3
OG0006463	XP_016766807.2	XP_319833.3
OG0006464	XP_006562211.1	XP_307790.5, XP_003436434.1
OG0006465	XP_026300280.1	XP_003436916.1
OG0006466	XP_395643.2	XP_312282.4
OG0006467	XP_624384.4	XP_310949.5
OG0006468	XP_016767115.1	XP_309177.5
OG0006469	XP_006561789.1	XP_316665.3, XP_001688936.1
OG0006470	XP_026301171.1	XP_310138.4
OG0006471	XP_026295433.1, XP_006563941.2	XP_317239.4
OG0006472	XP_006572241.1	XP_309523.4
OG0006473	XP_003251347.2	XP_001237982.2
OG0006474	XP_396142.4	XP_320296.4
OG0006475	XP_006571388.1	XP_314841.2
OG0006476	XP_623747.1	XP_315428.3
OG0006477	XP_006566359.1	XP_319787.3
OG0006478	XP_395835.2	XP_552757.1
OG0006480	XP_394550.2	XP_315869.2
OG0006481	XP_006560080.1	XP_001237679.2
OG0006482	XP_016773045.1	XP_308442.4
OG0006483	XP_006559059.1	XP_308970.4
OG0006484	XP_026294641.1	XP_321463.5
OG0006485	XP_395173.2	XP_320360.4
OG0006486	XP_006558032.1	XP_318146.2
OG0006487	XP_016770746.1	XP_320441.3
OG0006488	XP_001120208.2, XP_026301492.1	XP_562540.3
OG0006490	XP_026301995.1, XP_026301993.1	XP_319463.4
OG0006492	XP_026295497.1	XP_309174.2
OG0006493	XP_026300036.1	XP_313416.4
OG0006494	XP_026294725.1	XP_321886.5
OG0006495	XP_395921.4	XP_319720.4
OG0006496	XP_016769113.2	XP_321614.4
OG0006497	XP_026301617.1	XP_001689355.2
OG0006498	XP_006557347.1	XP_001237621.1
OG0006499	XP_397273.4	XP_320545.3
OG0006500	XP_026295499.1	XP_552696.3
OG0006501	XP_392651.2	XP_556035.3
OG0006502	XP_006563262.2	XP_560368.3
OG0006503	XP_006557863.1, NP_001172034.1	XP_309245.5
OG0006504	XP_016767363.2	XP_001688640.1
OG0006505	XP_006570241.1	XP_317355.4, XP_317356.3
OG0006506	XP_016772823.1	XP_312333.3
OG0006507	XP_026295127.1	XP_003436004.1, XP_321040.4
OG0006508	XP_026298944.1	XP_316682.4
OG0006509	XP_006560766.2	XP_309677.5
OG0006510	XP_006570058.1	XP_316657.3
OG0006511	XP_395342.4	XP_319387.4
OG0006512	XP_006559452.1	XP_311738.5
OG0006513	XP_006559448.1	XP_001230836.2
OG0006514	XP_006561341.1	XP_003435968.1, XP_321162.5
OG0006515	XP_026301153.1	XP_310728.5, XP_003436978.1
OG0006516	XP_001120915.2	XP_311420.4
OG0006517	XP_623635.3	XP_309247.3
OG0006518	XP_397251.4	XP_556653.3
OG0006519	NP_001071292.1, XP_026295144.1	XP_307804.4
OG0006520	XP_006566708.1	XP_312209.4
OG0006521	XP_623492.4	XP_317814.4
OG0006522	XP_026297455.1	XP_311309.5
OG0006523	XP_026298789.1	XP_319447.2
OG0006524	XP_392753.2	XP_001689029.1
OG0006525	XP_006568814.1	XP_320986.2
OG0006526	XP_006572335.2	XP_322005.5
OG0006527	XP_016767365.2	XP_003436937.1, XP_566191.4
OG0006528	XP_026298428.1	XP_309160.5
OG0006530	XP_006572216.1	XP_311021.5
OG0006532	XP_001119907.2	XP_315591.4
OG0006533	XP_006572261.1	XP_307497.3, XP_314269.3
OG0006534	XP_397097.2	XP_312104.5
OG0006535	XP_006562160.1	XP_311521.3
OG0006536	XP_006564269.1	XP_308373.4, XP_001687911.1
OG0006537	XP_016768732.1	XP_558461.2, XP_313950.4
OG0006538	XP_393709.3	XP_319661.4
OG0006539	XP_026301093.1	XP_566106.4
OG0006540	XP_026302168.1	XP_314800.4
OG0006541	XP_394155.4	XP_313411.2
OG0006542	XP_026301011.1	XP_319721.4
OG0006543	XP_026296497.1	XP_318647.4
OG0006544	XP_006559905.1	XP_559348.4, XP_003437073.1
OG0006545	XP_395545.1	XP_309571.4
OG0006546	XP_395929.2	XP_308602.4
OG0006547	XP_016767161.1	XP_563662.3
OG0006548	XP_001121783.2	XP_317101.3
OG0006549	XP_394555.2	XP_311020.4
OG0006551	XP_006568300.1	XP_310533.5
OG0006552	XP_001120779.3	XP_319760.4
OG0006553	XP_006570815.1	XP_306959.4, XP_321030.5
OG0006554	XP_624690.4	XP_308391.3
OG0006556	XP_026298573.1	XP_321946.4
OG0006558	XP_392919.3	XP_315425.4
OG0006559	XP_026295437.1	XP_307835.4, XP_310102.4
OG0006560	XP_006568026.2	XP_562222.4
OG0006562	XP_016767439.1	XP_001230898.1
OG0006563	XP_016768078.2	XP_001689302.1
OG0006565	XP_003250531.1	XP_312014.5
OG0006566	XP_026295641.1	XP_565482.2, XP_001688154.1
OG0006568	XP_394503.6	XP_317070.4
OG0006570	XP_016767742.2	XP_315786.4
OG0006571	XP_026297436.1	XP_319960.4
OG0006573	XP_006569529.1	XP_315933.3
OG0006574	XP_026301637.1	XP_319836.3
OG0006575	XP_006561020.1	XP_001237748.2
OG0006576	XP_001121177.2	XP_563067.4
OG0006577	XP_006568876.1	XP_310268.7
OG0006579	XP_396284.2	XP_554796.1
