Orthogroup	Apis_mellifera	Bombus_terrestris
OG0007026	XP_624153.3	XP_003398167.2
OG0007027	XP_397094.2	XP_003401697.1
OG0007028	XP_006571147.1	XP_012169032.1
OG0007029	XP_006566725.1	XP_012169240.1
OG0007030	XP_394033.1	XP_003400446.1
OG0007031	XP_392703.4	XP_003398822.1
OG0007032	XP_016768245.1	XP_012164770.1
OG0007033	XP_006571706.1	XP_020720297.1
OG0007035	XP_006563841.1	XP_003403099.1
OG0007036	XP_006569667.1	XP_003396297.1
OG0007037	XP_006566230.1	XP_003398595.1
OG0007038	XP_625224.4	XP_003401089.1
OG0007039	XP_026301035.1	XP_012171973.1
OG0007040	XP_026299196.1	XP_012167931.1
OG0007041	XP_624477.3	XP_020719447.1
OG0007042	XP_003251027.3	XP_012167508.1
OG0007043	XP_006566268.1	XP_020720622.1
OG0007044	XP_006566404.2	XP_003398908.1
OG0007045	XP_026301566.1	XP_003399576.1
OG0007046	XP_006571710.1	XP_020719592.1
OG0007047	XP_006566036.1	XP_012171816.1
OG0007048	XP_016772084.2	XP_003401129.1
OG0007049	XP_006568944.2	XP_012173965.1
OG0007050	XP_016767286.1	XP_003392884.1
OG0007051	XP_006559444.2	XP_012170576.1
OG0007052	XP_396848.4	XP_003394596.1
OG0007053	XP_006562731.1	XP_012163383.1
OG0007054	XP_026301107.1	XP_003399443.1
OG0007055	XP_026298128.1	XP_003397040.1
OG0007056	XP_006560698.2	XP_012172330.1
OG0007057	XP_026301300.1	XP_003401408.1
OG0007058	XP_006572582.2	XP_012167046.1
OG0007059	XP_393885.1	XP_003400174.1
OG0007060	XP_026300114.1	XP_012168918.1
OG0007061	XP_392862.3	XP_003394523.1
OG0007062	XP_393509.2	XP_003392955.1
OG0007063	XP_001122369.1	XP_003400025.1
OG0007064	XP_393377.4	XP_003393305.1
OG0007065	XP_395371.3	XP_003401509.1
OG0007066	XP_026295881.1	XP_003396212.1
OG0007067	XP_623438.1	XP_012170580.1
OG0007068	XP_026298551.1	XP_003401829.1
OG0007069	XP_003249321.1	XP_020721860.1
OG0007070	XP_026298507.1	XP_003397887.2
OG0007071	XP_392288.1	XP_012175969.1
OG0007072	XP_003251260.2	XP_003396596.1
OG0007073	XP_026300723.1	XP_003400445.1
OG0007074	XP_006567757.1	XP_012173451.1
OG0007075	XP_001123155.2	XP_003396480.2
OG0007076	XP_393713.3	XP_003398203.1
OG0007077	XP_394075.2	XP_003401039.1
OG0007078	XP_394865.3	XP_003403092.1
OG0007079	XP_001121316.2	XP_003394577.1
OG0007080	XP_026300767.1	XP_003400958.1
OG0007081	XP_006569721.1	XP_012173926.1
OG0007082	XP_624074.1	XP_003403359.1
OG0007083	XP_001120416.2	XP_012163133.1
OG0007084	XP_026297348.1	XP_012167224.1
OG0007085	XP_003251601.2	XP_012174712.1
OG0007086	XP_623289.1	XP_003401914.1
OG0007087	XP_026298532.1	XP_003397886.1
OG0007088	XP_395614.3	XP_003401925.1
OG0007089	XP_006571438.1	XP_003392980.1
OG0007090	XP_006562769.1	XP_020718566.1
OG0007091	XP_395623.2	XP_012176386.1
OG0007092	XP_006565309.1	XP_012170454.1
OG0007093	XP_623363.1	XP_020718823.1
OG0007094	XP_006567524.1	XP_012166805.1
OG0007095	XP_006570066.1	XP_003396355.2
OG0007096	XP_016766793.2	XP_012176182.1
OG0007097	XP_392087.3	XP_003401362.1
OG0007098	XP_006570768.1	XP_012163392.1
OG0007099	XP_006559529.1	XP_003403117.2
OG0007100	XP_026298015.1	XP_003397166.1
OG0007101	XP_016767630.1	XP_003395737.1
OG0007102	XP_396096.4	XP_003402053.1
OG0007103	XP_006558513.3	XP_003394314.1
OG0007104	XP_006563745.1	XP_012169580.1
OG0007105	XP_016767905.1	XP_012164157.1
OG0007106	XP_001121426.2	XP_003396117.1
OG0007107	XP_623745.2	XP_003396059.1
OG0007108	XP_006568868.2	XP_020723478.1
OG0007109	XP_006559464.1	XP_003399594.1
OG0007110	XP_623486.1	XP_003395110.2
OG0007111	XP_392295.3	XP_003394325.1
OG0007112	XP_624047.2	XP_003394626.1
OG0007113	XP_026297751.1, NP_001229484.1	XP_003393452.1
OG0007114	XP_003249693.1	XP_003394196.1
OG0007115	XP_016769149.1	XP_020723783.1
OG0007116	XP_006560985.1	XP_003394222.1
OG0007117	XP_001120297.2	XP_003398033.1
OG0007118	XP_624661.1	XP_003399325.1
OG0007119	XP_026298027.1	XP_003402001.1
OG0007120	XP_006563491.1	XP_012172275.1
OG0007121	XP_006566986.1	XP_003399956.1
OG0007122	XP_396976.2	XP_003399641.1
OG0007123	XP_394446.4	XP_003394322.1
OG0007124	XP_392877.1	XP_003398286.1
OG0007125	XP_396658.3	XP_003393701.1
OG0007126	XP_393863.3	XP_003399691.1
OG0007127	XP_006558856.1	XP_003397287.3
OG0007128	XP_006571390.1	XP_012176389.1
OG0007129	XP_026299008.1	XP_003398507.1
OG0007130	XP_006567267.1	XP_012174112.1
OG0007131	XP_026299494.1	XP_012165769.1
OG0007132	XP_016771903.2	XP_003400729.1
OG0007133	XP_016769720.1	XP_020720793.1
OG0007134	XP_006569897.2	XP_003397997.1
OG0007135	XP_006564003.1	XP_003394599.1
OG0007136	XP_392327.4	XP_020718563.1
OG0007137	XP_624821.1	XP_003400694.1
OG0007138	XP_016773364.2	XP_012168424.1
OG0007139	XP_006560452.1	XP_012170715.1
OG0007140	XP_623891.2	XP_003399121.1
OG0007142	XP_026297547.1	XP_003396781.1
OG0007143	XP_006563059.1	XP_012171667.1
OG0007144	XP_625119.1	XP_003394497.1
OG0007145	XP_624319.1	XP_012171924.1
OG0007146	XP_395811.2	XP_020723790.1
OG0007147	XP_006565787.1	XP_020722026.1
OG0007148	XP_397372.4	XP_003393539.1
OG0007149	XP_026298817.1	XP_003397601.1
OG0007150	XP_395812.4	XP_003401467.1
OG0007151	XP_396194.3	XP_003399527.1
OG0007152	XP_392764.1	XP_003399059.1
OG0007153	XP_624438.1	XP_003398805.1
OG0007154	XP_016773304.2	XP_003399304.1
OG0007155	XP_395927.4	XP_003400001.1
OG0007156	XP_397412.2	XP_003401638.1
OG0007157	XP_026301948.1	XP_012164540.1
OG0007158	XP_016768634.1	XP_003396645.1
OG0007159	XP_391981.3	XP_012170766.1
OG0007160	XP_396426.5	XP_003400798.1
OG0007161	XP_016772174.1	XP_003401370.1
OG0007162	NP_001229927.1	XP_012167391.1
OG0007163	XP_001120478.2	XP_003402972.1
OG0007164	XP_006572119.2	XP_012174520.1
OG0007165	XP_006559584.2	XP_020723828.1
OG0007166	XP_006568392.1	XP_020719595.1
OG0007168	XP_003250379.1	XP_003394631.1
OG0007169	XP_396802.3	XP_003396698.1
OG0007170	XP_026296616.1	XP_012165943.1
OG0007171	XP_392816.2	XP_003393453.1
OG0007172	XP_394689.3	XP_003396875.1
OG0007173	XP_001119885.1	XP_003394624.1
OG0007174	XP_016767773.1	XP_003395866.1
OG0007175	XP_006559844.1	XP_020718955.1
OG0007176	XP_394000.4	XP_003400564.1
OG0007177	XP_006563273.1	XP_012165028.1
OG0007178	XP_394464.1	XP_003395088.1
OG0007179	XP_026299526.1	XP_003399330.1
OG0007180	XP_026295305.1	XP_012176634.1
OG0007181	XP_006560013.1	XP_020722386.1
OG0007182	XP_006560931.1	XP_012176098.1
OG0007183	XP_026295291.1	XP_012176567.1
OG0007184	XP_394701.3	XP_003397371.1
OG0007185	XP_006564792.1	XP_012163790.1
OG0007186	XP_006568550.1	XP_020724280.1
OG0007187	XP_392932.3	XP_020720275.1
OG0007188	XP_624936.3	XP_003399283.1
OG0007189	XP_006570089.1	XP_003396373.1
OG0007190	XP_026297432.1	XP_003396621.1
OG0007192	XP_392767.4	XP_020723024.1, XP_003401910.1
OG0007193	NP_001012633.1	XP_003403156.1
OG0007194	XP_016771176.2	XP_003400176.1
OG0007195	XP_016766792.2	XP_003394333.1
OG0007196	XP_026299452.1	XP_003399199.1
OG0007197	XP_392371.3	XP_003395847.1
OG0007198	XP_625165.1	XP_012170324.1
OG0007199	XP_006561478.1	XP_020723237.1
OG0007200	XP_006559113.3	XP_012174789.1
OG0007201	XP_016770535.1	XP_003399100.1
OG0007202	XP_001122118.2	XP_003393735.1
OG0007203	XP_016768566.1	XP_020719927.1
OG0007205	XP_026300448.1	XP_020721834.1
OG0007206	XP_026298631.1	XP_020720080.1
OG0007207	XP_016772948.1	XP_003393451.2
OG0007208	XP_003249755.1	XP_003397014.1
OG0007209	XP_391954.4	XP_012171012.1
OG0007210	XP_026296979.1	XP_020718967.1
OG0007211	XP_006557561.1	XP_020718983.1
OG0007212	XP_001121636.2	XP_012164332.1
OG0007213	XP_006568037.1	XP_012174561.1
OG0007216	XP_006564669.2	XP_003401725.1
OG0007217	XP_026299414.1	XP_003399252.1
OG0007218	XP_006567880.1	XP_012174007.1
OG0007219	XP_026296231.1	XP_012165960.1
OG0007220	XP_624824.3	XP_003399543.1
OG0007221	XP_006558801.1	XP_012163549.1
OG0007222	XP_623539.1	XP_003398833.1
OG0007223	XP_026299503.1	XP_012168880.1
OG0007225	XP_026298514.1	XP_012167280.1
OG0007226	XP_006564548.1	XP_003398193.1
OG0007227	XP_396511.3	XP_003393569.1
OG0007228	XP_001120268.3	XP_003392905.2
OG0007229	XP_006568378.2	XP_012165743.1
OG0007230	XP_016769151.1	XP_003401835.1
OG0007231	XP_006561239.1	XP_003393748.1
OG0007232	XP_625012.1	XP_003394764.1
OG0007233	XP_001120954.1	XP_003393891.1
OG0007234	XP_006563445.1	XP_003401275.1
OG0007235	XP_016772372.2	XP_012172694.1
OG0007236	XP_006563346.1	XP_003397972.1
OG0007237	XP_026298081.1	XP_020722904.1
OG0007238	XP_001121339.1	XP_003400570.1
OG0007239	XP_006569683.1	XP_003396287.1
OG0007240	XP_001122632.3	XP_020719754.1
OG0007241	XP_006565027.1	XP_012171752.1
OG0007242	XP_393593.4	XP_003403050.1
OG0007243	XP_003251000.2	XP_003394926.1
OG0007244	XP_001120667.3	XP_003398984.1
OG0007245	XP_001120529.2	XP_012175899.1
OG0007246	XP_006561358.2	XP_020723285.1
OG0007247	XP_006567442.2	XP_003397942.1
OG0007248	XP_016767904.1	XP_003395663.1
OG0007249	XP_026301213.1	XP_012172769.1
OG0007250	XP_006569643.2	XP_003396310.1
OG0007251	XP_006563216.3	XP_012170163.1
OG0007252	XP_396208.4	XP_003396687.1, XP_012165756.1
OG0007253	XP_006561337.1	XP_012173895.1
OG0007254	XP_006569062.1	XP_012174811.1
OG0007255	XP_006571648.1	XP_003393303.1
OG0007256	XP_624057.3	XP_012165464.1, XP_012165457.1
OG0007257	XP_393264.2	XP_003397142.1
OG0007259	XP_016768556.2	XP_012165681.1
OG0007260	XP_397317.2	XP_020722161.1, XP_020722162.1
OG0007262	XP_006560996.1	XP_012176006.1
OG0007263	XP_003251210.1	XP_012172871.1
OG0007264	XP_006562229.1	XP_012164203.1
OG0007265	XP_392115.1	XP_003393124.1
OG0007266	XP_006563575.2	XP_003401038.1
OG0007267	XP_026299766.1	XP_012169762.1
OG0007268	XP_006559789.1	XP_012176407.1
OG0007269	XP_026301683.1	XP_020721497.1
OG0007270	XP_006558857.1	XP_020719938.1
OG0007271	XP_006566617.1, XP_006566620.1	XP_003399354.1
OG0007272	XP_006567699.1	XP_012164176.1
OG0007273	XP_026295422.1	XP_012176280.1
OG0007275	XP_001121268.2	XP_003401212.1
OG0007276	XP_026299152.1	XP_012168428.1
OG0007277	XP_006569150.1	XP_020723940.1
OG0007278	XP_026297640.1	XP_003397279.1
OG0007279	XP_026299651.1	XP_003398827.1
OG0007280	XP_006567463.2	XP_012174231.2
OG0007281	XP_006568416.2	XP_012165717.1
OG0007282	NP_001229451.1	XP_012166787.1
OG0007283	XP_006562100.1	XP_012168903.1
OG0007284	XP_026295913.1	XP_012163493.1
OG0007285	XP_393789.2	XP_003398953.1
OG0007286	XP_006567785.2	XP_003395658.1
OG0007287	XP_026295421.1	XP_003394349.1
OG0007288	XP_026296280.1	XP_012169534.1
OG0007289	XP_006570561.1	XP_020719135.1
OG0007290	XP_392084.1	XP_003401374.1
OG0007291	XP_392863.3	XP_003394533.1
OG0007293	XP_016766379.1	XP_020724002.1
OG0007294	XP_006569964.1	XP_003394485.1
OG0007295	XP_026297552.1	XP_003403285.1
OG0007296	XP_003250098.2	XP_003396166.1
OG0007297	XP_026295487.1	XP_020723614.1
OG0007298	XP_394543.3	XP_003395496.1
OG0007299	XP_006562726.1	XP_012176707.1
OG0007300	XP_006570067.1	XP_003396356.1
OG0007303	XP_026296801.1	XP_012173521.1
OG0007304	XP_016772102.1	XP_003401491.1
OG0007305	XP_396542.5	XP_012169739.1
OG0007306	XP_026298777.1	XP_012167449.2
OG0007307	XP_392676.2	XP_003399430.1
OG0007308	XP_026300281.1	XP_020721732.1
OG0007309	XP_016768247.1	XP_020723554.1
OG0007311	XP_001122740.5	XP_003394968.1
OG0007312	XP_395542.2	XP_003393640.1
OG0007313	XP_396706.4	XP_003399075.1
OG0007315	XP_026297215.1	XP_003395927.1
OG0007316	XP_016767396.2	XP_020718385.1
OG0007317	XP_006569198.1	XP_012175399.1
OG0007318	XP_006564279.1	XP_003395523.1
OG0007319	XP_624144.2	XP_003401803.2
OG0007320	XP_006571383.1	XP_012176532.1
OG0007321	XP_026298456.1	XP_020720470.1
OG0007322	XP_001120363.1	XP_012166484.1
OG0007323	XP_006569870.1	XP_020720257.1
OG0007324	XP_016767296.1	XP_003395244.1
OG0007325	XP_016767223.1	XP_012174168.1
OG0007326	XP_006569369.2	XP_012174151.1
OG0007327	XP_006570730.1	XP_012174739.1
OG0007328	XP_003251089.1	XP_003401990.1
OG0007329	XP_396280.4	XP_003401840.1
OG0007330	XP_016766596.1	XP_012176135.1
OG0007331	XP_392968.2	XP_012171991.1
OG0007332	XP_624890.1	XP_012169583.1
OG0007333	XP_006560709.1	XP_003401295.1
OG0007334	XP_001122532.3	XP_003401784.1
OG0007335	XP_394669.2	XP_003396851.1
OG0007336	XP_026296939.1	XP_003396057.1
OG0007337	XP_391887.4	XP_003396566.1
OG0007338	XP_006561268.2	XP_012170007.1
OG0007339	XP_016772954.2	XP_012164663.1
OG0007341	XP_006560617.1	XP_003394967.1
OG0007342	XP_391948.3	XP_003400186.1
OG0007343	XP_001119971.2	XP_003398656.1
OG0007344	XP_001122585.3	XP_003398568.1
OG0007345	XP_006569049.1	XP_012174667.1
OG0007346	XP_393828.2	XP_003399349.1
OG0007347	XP_392195.5	XP_020723070.1
OG0007348	XP_393479.3	XP_003403111.1
OG0007349	XP_003249307.1	XP_003394332.1
OG0007350	XP_006569637.2	XP_012165280.1
OG0007351	XP_392763.3	XP_003401723.1
OG0007352	XP_393110.1	XP_003398709.1
OG0007353	XP_394353.3	XP_003403018.2
OG0007354	XP_006570560.1	XP_003395991.1
OG0007355	XP_006561443.1	XP_012173697.1
OG0007356	XP_003250387.2	XP_012168784.1
OG0007357	XP_394781.4	XP_003397416.1
OG0007358	XP_026295021.1	XP_003393438.1
OG0007359	XP_006558743.1	XP_020718345.1
OG0007360	XP_026296240.1	XP_020723382.1
OG0007361	XP_006568016.1	XP_012176635.1
OG0007362	XP_006560181.1	XP_012168038.1
OG0007363	XP_393890.1	XP_003398615.1
OG0007364	XP_395329.2	XP_012169268.1
OG0007365	XP_026298881.1	XP_003403327.1
OG0007366	XP_003251930.2	XP_003400943.1
OG0007367	XP_397380.1	XP_003398691.1
OG0007368	XP_026296620.1	XP_003395414.1
OG0007369	XP_006566858.1	XP_020718235.1
OG0007370	XP_392078.2	XP_003401260.1
OG0007371	XP_026299810.1	XP_012169390.1, XP_020721056.1
OG0007373	XP_016768215.2	XP_003395895.1
OG0007374	XP_026297344.1	XP_012174284.1
OG0007375	NP_001238948.1	XP_020720920.1
OG0007376	XP_003250394.3	XP_012170664.1
OG0007377	XP_006570038.2	XP_020719169.1
OG0007378	XP_026295645.1	XP_012168368.1
OG0007379	XP_003250595.1	XP_003399898.1
OG0007380	XP_392019.4	XP_003400598.1
OG0007381	XP_006559869.2	XP_012166517.1
OG0007382	XP_396056.5	XP_020718875.1
OG0007383	XP_625184.4	XP_003399760.1
OG0007385	XP_001121796.2	XP_003393393.1
OG0007386	XP_026296037.1	XP_020718571.1
OG0007387	XP_392365.1	XP_003395617.1
OG0007388	XP_006564475.2	XP_020720972.1
OG0007389	XP_026294930.1	XP_012175685.2
OG0007390	XP_006566331.1	XP_020720940.1
OG0007391	XP_026296025.1	XP_020718553.1
OG0007392	XP_026301558.1	XP_020722534.1
OG0007393	XP_026296023.1, XP_026296021.1, XP_026296022.1, XP_026296020.1	XP_003395034.1
OG0007394	XP_623365.1	XP_003396044.1
OG0007395	XP_026301029.1	XP_012171437.1
OG0007396	XP_026302223.1	XP_003393552.1
OG0007397	XP_003250392.2	XP_012168791.1
OG0007398	XP_396388.5	XP_012168143.1
OG0007399	XP_394599.3	XP_012164134.1
OG0007400	XP_001121410.2	XP_020722509.1
OG0007401	NP_001229444.1	XP_003395718.1
OG0007402	XP_026300747.1	XP_003400665.1
OG0007403	XP_026296837.1	XP_012163868.1
OG0007404	XP_006562242.2	XP_012163778.1
OG0007405	XP_006566135.1	XP_020720815.1
OG0007406	XP_016766410.2	XP_020723215.1
OG0007407	XP_026298382.1	XP_003393196.1
OG0007408	XP_026297045.1	XP_020723255.1
OG0007409	XP_395004.3	XP_012163544.1
OG0007410	XP_026302081.1	XP_003392883.1
OG0007411	XP_392067.4	XP_003401117.1
OG0007412	XP_026299488.1	XP_003399236.1
OG0007413	XP_026301576.1	XP_003402208.1
OG0007414	XP_016770578.1	XP_020721293.1
OG0007416	XP_392937.2	XP_003399712.1
OG0007417	XP_026301784.1	XP_003393332.1
OG0007418	XP_026300172.1	XP_020721388.1
OG0007420	XP_001121647.2	XP_003397194.1
OG0007421	XP_026298560.1	XP_012173430.1
OG0007422	XP_396279.3	XP_003397009.1, XP_020719816.1
OG0007423	XP_006562359.1	XP_003393375.1
OG0007425	XP_001122113.1	XP_020721854.1
OG0007426	XP_026299274.1	XP_012167920.1
OG0007427	XP_026300512.1	XP_012176681.1, XP_003394730.1
OG0007428	XP_026300457.1	XP_020719495.1
OG0007429	XP_001121332.3	XP_003393421.1
OG0007430	XP_395563.4	XP_012176462.1
OG0007431	XP_006563283.2	XP_003396215.1
OG0007432	XP_026297303.1	XP_020719179.1
OG0007433	XP_026297003.1	XP_012167232.1
OG0007434	XP_026295698.1, NP_001229483.1	XP_020719502.1
OG0007435	XP_026300892.1	XP_003400727.1
OG0007436	XP_026299473.1	XP_012169034.1
OG0007437	XP_006566798.2	XP_012169343.1
OG0007438	XP_003251943.1	XP_003395187.1
OG0007439	XP_016768314.2	XP_020720442.1
OG0007440	XP_026299731.1	XP_003396491.1
OG0007441	XP_026297752.1	XP_020719686.1
OG0007442	XP_396906.3	XP_020722966.1
OG0007443	XP_006571791.1	XP_012166618.1
OG0007444	XP_394473.2	XP_020718462.1
OG0007445	XP_006564268.2	XP_012163922.1
OG0007446	XP_026294632.1	XP_012173755.1
OG0007447	XP_006557930.1	XP_012170952.1
OG0007448	XP_006561392.2	XP_012173820.1, XP_012173815.1
OG0007449	XP_026298212.1	XP_003403173.1
OG0007450	XP_624006.3	XP_003396313.1
OG0007451	XP_006568704.2, XP_006568703.2	XP_020719666.1
OG0007452	XP_026295050.1	XP_020722055.1
OG0007453	XP_001123126.4	XP_003396415.2
OG0007454	XP_026297556.1	XP_012166121.1
OG0007455	XP_006569533.1	XP_020719424.1
OG0007456	XP_016768377.1	XP_012174217.1
OG0007457	XP_006561021.1	XP_012175993.1
OG0007458	XP_001121569.3	XP_012176455.1, XP_003394511.1
OG0007459	XP_006568034.1	XP_003402838.1
OG0007460	XP_003250167.2	XP_003398384.2
OG0007461	XP_026300004.1	XP_012169959.1
OG0007462	XP_001121066.2	XP_012168034.1
OG0007463	XP_006571469.1	XP_003402584.1
OG0007464	XP_624351.3	XP_003394105.1
OG0007465	XP_003249178.1	XP_003400205.1
OG0007466	XP_026300937.1	XP_003400552.1
OG0007467	XP_016766739.1	XP_003394327.1
OG0007468	XP_016766417.2	XP_012168952.2
OG0007469	XP_006569839.1	XP_012173576.1
OG0007470	XP_395197.2	XP_003393654.1
OG0007471	XP_001122511.2	XP_003400198.1
OG0007472	XP_006557814.2	XP_012170274.1
OG0007473	XP_026298728.1	XP_020722849.1
OG0007474	XP_624725.1	XP_003393589.1
OG0007475	XP_026295859.1	XP_003395115.1
OG0007477	XP_001120814.2	XP_003400019.1, XP_012170663.1
OG0007478	XP_001120497.1	XP_003393875.1
OG0007479	XP_001121254.2	XP_003394711.1
OG0007480	XP_006570973.2	XP_012164651.1
OG0007481	XP_006571419.1, XP_001121501.2	XP_003392994.1, XP_020724164.1
OG0007482	XP_395905.2	XP_012164668.1
OG0007483	XP_003251429.1	XP_003397474.1
OG0007485	XP_006563316.1	XP_003402771.1, XP_020723537.1
OG0007486	XP_003250023.2	XP_003395690.1
OG0007487	XP_016769495.1	XP_012167638.1
OG0007488	XP_624257.1	XP_012168394.1
OG0007489	XP_395319.2	XP_003399714.1
OG0007490	XP_016766278.1	XP_020721675.1
OG0007492	XP_003250660.1	XP_003396646.1
OG0007493	XP_026297817.1	XP_020723075.1
OG0007494	XP_026296630.1	XP_003395664.1, XP_012164159.1
OG0007495	XP_001120941.3	XP_003393362.1
OG0007496	XP_026296720.1	XP_012164353.1
OG0007497	XP_001121369.1	XP_003398470.1
OG0007498	XP_392607.3	XP_003397265.1
OG0007499	XP_003251750.1	XP_012176352.2
OG0007500	XP_003251403.2	XP_003394513.1
OG0007501	XP_016771575.2	XP_020722145.1
OG0007502	XP_625001.2	XP_012164786.1
OG0007503	XP_026296841.1	XP_012164352.2
OG0007504	XP_624178.2	XP_012165216.1
OG0007505	XP_006567213.1	XP_012174024.1
OG0007506	XP_003249799.2	XP_003403010.1
OG0007507	XP_003249946.2	XP_003397828.1
OG0007508	XP_395364.3	XP_003394688.1
OG0007510	XP_026299026.1	XP_003398122.1
OG0007511	XP_006561232.1, XP_006561233.1, XP_001121685.1, XP_026302170.1	XP_003393641.1, XP_012171967.1
OG0007512	XP_624935.3	XP_003398283.1
OG0007513	XP_395661.4	XP_003402288.1
OG0007514	XP_001120993.2, XP_006562091.2	XP_003398115.2
OG0007515	XP_006563436.1	XP_012172412.1
OG0007516	XP_026299709.1	XP_003398821.1
OG0007518	XP_026298373.1	XP_003403076.1
OG0007521	XP_016770959.2	XP_012172465.1
OG0007522	XP_026296532.1	XP_020718852.1
OG0007523	XP_016770414.2	XP_003396470.1
OG0007525	XP_003249984.2	XP_003397450.1
OG0007526	XP_394150.4	XP_003392981.2
OG0007527	XP_026300878.1	XP_012171212.1
OG0007528	XP_016769957.1	XP_012173912.1
OG0007529	XP_026295976.1, XP_016767515.2	XP_012163093.1
OG0007530	XP_026299960.1	XP_020721409.1
OG0007531	XP_396781.2	XP_003399135.1
OG0007532	XP_006568182.1	XP_020719534.1
OG0007533	XP_026295012.1	XP_012174328.1
OG0007534	XP_006560635.1	XP_020718291.1
OG0007535	XP_016771545.1	XP_012164377.1
OG0007536	XP_026300973.1	XP_003400861.1
OG0007537	XP_003250111.1	XP_003396127.1
OG0007538	XP_001121988.2	XP_003394467.1
OG0007539	XP_006563200.1	XP_020721456.1
OG0007540	XP_006566143.2	XP_020720778.1
OG0007541	XP_006559727.1	XP_003397162.3
OG0007542	XP_003249566.1	XP_003397295.1
OG0007543	XP_396895.4	XP_012164348.1
OG0007544	XP_026302179.1	XP_012173773.1
OG0007546	XP_016768085.1	XP_012163135.1
OG0007548	XP_016768317.2	XP_012167217.1, XP_020720042.1
OG0007549	XP_016767293.1, NP_001292813.1	XP_012165000.1
OG0007550	XP_026297223.1	XP_012164921.1
OG0007551	XP_026302259.1	XP_003393789.1
OG0007552	XP_016767851.2	XP_020718673.1
OG0007553	XP_001122183.1	XP_003399157.1
OG0007554	XP_006570976.2	XP_020719089.1, XP_003395900.1
OG0007555	XP_006567940.1	XP_020723422.1
OG0007556	XP_001122675.2	XP_003401944.1
OG0007557	XP_006564858.1	XP_020718918.1, XP_020718919.1
OG0007558	XP_026296611.1	XP_012163985.1
OG0007560	XP_397308.1	XP_020723722.1
OG0007562	XP_026295988.1, XP_026295990.1	XP_003395261.3
OG0007563	XP_006565331.1	XP_012170259.1
OG0007564	XP_016770154.2, NP_001094493.1	XP_012169664.1
OG0007565	XP_001120151.1	XP_012165423.1
OG0007566	XP_001120735.1	XP_003397578.1
OG0007568	XP_001120831.2, XP_016769228.1	XP_003397192.1
OG0007569	XP_001121229.2	XP_003397207.1
OG0007570	XP_001123019.2	XP_020719976.1, XP_003397657.1, XP_003397656.1
OG0007571	XP_003249130.2	XP_003395952.1, XP_020718997.1
OG0007572	XP_003249400.1	XP_020722587.1, XP_003401438.1
OG0007573	XP_006564271.2, XP_003250434.2	XP_003395841.1, XP_012163821.1
OG0007574	XP_003250507.1	XP_012173014.1, XP_012173013.1
OG0007575	XP_006557479.1, XP_006557478.1	XP_003396730.1
OG0007576	XP_006561808.1, XP_006561809.1, XP_006561810.1	XP_003397560.1
OG0007577	XP_006562017.1	XP_012167079.1
OG0007578	XP_006567499.1	XP_003397862.1
OG0007579	XP_006569992.2, XP_625062.4	XP_012173672.2
OG0007580	XP_006572005.1, XP_006572006.1, XP_006572007.1, XP_006572008.1	XP_012173360.1
OG0007581	XP_006572096.1, XP_006572095.1	XP_012168515.1, XP_012168516.1
OG0007582	XP_016769520.2	XP_012167288.1
OG0007583	XP_016769932.1, XP_016769933.1	XP_020720563.1
OG0007584	XP_016770410.1	XP_012169656.1
OG0007585	XP_016770560.2, XP_016770561.2	XP_003398817.1
OG0007586	XP_016771976.2	XP_020722609.1
OG0007587	XP_026294787.1	XP_012175209.1
OG0007588	XP_026296531.1	XP_012176436.1, XP_012176438.1, XP_012176435.1
OG0007589	XP_026296667.1, XP_026296845.1	XP_020718692.1
OG0007590	XP_026296719.1	XP_012164349.1
OG0007591	XP_026297335.1	XP_020723632.1, XP_012174824.1
OG0007592	XP_026298046.1	XP_020720138.1
OG0007593	XP_026298585.1	XP_020720419.1, XP_020720418.1, XP_020720417.1, XP_012167580.1, XP_020720420.1
OG0007594	XP_026298743.1	XP_020720252.1
OG0007595	XP_026300929.1	XP_012171483.1
OG0007597	XP_026302302.1	XP_012172876.1, XP_003393691.1
OG0007604	XP_026301086.1	XP_012172169.1
OG0007606	XP_623821.1	XP_003399628.1
OG0007607	XP_001120805.1	XP_003393171.1
OG0007608	XP_001121218.1	XP_003393944.1
OG0007609	XP_026298729.1	XP_003401831.1
OG0007610	XP_006570022.2	XP_003402117.1
OG0007611	XP_624487.1	XP_003393614.1
OG0007612	NP_001257742.1	XP_012172264.1
OG0007613	XP_006561132.1	XP_003395468.2
OG0007615	XP_016771434.2	XP_003400271.1
OG0007616	NP_001165850.1	XP_003394130.1
OG0007619	NP_001193396.1	XP_012174381.1
OG0007620	XP_396502.5	XP_012172979.1
OG0007621	XP_623654.3	XP_003397266.1
OG0007622	XP_001122434.2	XP_003393930.1
OG0007623	XP_006565607.1	XP_012167941.1
OG0007624	XP_026300963.1	XP_003393397.1
OG0007625	XP_391879.2	XP_012168649.1
OG0007626	NP_001229360.1	XP_003401635.1
OG0007627	XP_006568403.1	XP_003396864.1
OG0007628	XP_393224.2	XP_012164084.1
OG0007629	XP_625051.2	XP_003395358.1
OG0007630	XP_006567763.1	XP_012173455.1
OG0007631	XP_026300300.1	XP_012168802.1
OG0007632	XP_016770081.2	XP_012167792.1
OG0007633	XP_394692.3	XP_020719202.1
OG0007635	XP_625227.2	XP_003401141.1
OG0007636	XP_026298036.1	XP_012175085.1
OG0007638	XP_001122271.2	XP_012165641.1
