Orthogroup	Apis_mellifera	Aedes_aegypti
OG0005361	XP_026299605.1	XP_001648946.1
OG0005362	XP_026302164.1, NP_001229486.1	XP_021694477.1, XP_021706153.1
OG0005363	XP_001120035.3	XP_021704554.1
OG0005364	XP_006567897.1	XP_001664173.2
OG0005365	XP_026300707.1	XP_001648424.1
OG0005366	XP_006562660.1, NP_001011562.1	XP_021710973.1
OG0005367	XP_003250738.3	XP_021712860.1, XP_021697113.1, XP_021711789.1
OG0005369	XP_006563758.1	XP_021713031.1
OG0005370	XP_003251782.2	XP_021694175.1
OG0005372	XP_393446.1	XP_001655027.1
OG0005373	XP_396504.1	XP_001652722.1
OG0005374	XP_395502.2	XP_001663973.1
OG0005375	XP_006557486.2	XP_021697300.1
OG0005376	XP_026297509.1	XP_001650225.1
OG0005377	XP_624357.1	XP_021705470.1, XP_001652843.1
OG0005378	XP_394050.5	XP_001658595.1
OG0005379	XP_026299010.1	XP_021701564.1
OG0005380	XP_624125.1	XP_001663396.2
OG0005381	XP_396579.3	XP_021698252.1
OG0005382	XP_006558042.1, XP_006558041.1	XP_021704299.1
OG0005383	XP_392692.2	XP_001649990.2
OG0005384	XP_006564955.1	XP_001649550.1, XP_001649551.1
OG0005385	XP_006559771.1	XP_001659673.1, XP_021700756.1, XP_021700757.1
OG0005386	XP_016770523.2	XP_001654683.1
OG0005387	XP_001120633.2	XP_021705363.1, XP_001663258.1
OG0005388	XP_026297475.1	XP_021702082.1
OG0005389	XP_396595.2	XP_001656213.1
OG0005390	XP_026295827.1	XP_021698906.1, XP_021698907.1
OG0005392	XP_392684.3	XP_001652256.1
OG0005393	XP_001120607.1	XP_001648155.1
OG0005394	XP_026299102.1	XP_001660170.1
OG0005395	XP_003250018.1	XP_001662427.1
OG0005396	XP_016768748.1	XP_001647606.2
OG0005397	XP_026301850.1	XP_021697850.1
OG0005398	XP_016767326.1	XP_001649367.2
OG0005399	XP_623886.1	XP_001650527.1
OG0005400	XP_393165.3, XP_016772054.1	XP_021708752.1
OG0005401	XP_624571.2	XP_021699844.1
OG0005402	XP_624249.1	XP_001660515.1
OG0005403	XP_624497.2	XP_021695011.1
OG0005404	XP_006564785.1	XP_021704708.1
OG0005405	XP_006571543.1	XP_001652098.2
OG0005406	XP_001121019.2	XP_001658312.1
OG0005407	XP_026298541.1	XP_021695107.1, XP_001653306.1, XP_021705515.1
OG0005408	XP_026295530.1	XP_001662654.2
OG0005409	XP_625077.3	XP_001654982.2
OG0005410	XP_016772575.2	XP_001654043.1
OG0005411	XP_006569315.2	XP_001656912.2
OG0005412	XP_006569146.1	XP_001654152.1
OG0005413	XP_392259.4	XP_001653630.1
OG0005414	XP_395653.2	XP_001664143.2
OG0005415	XP_392545.3	XP_001658423.1
OG0005416	XP_624846.2	XP_001650059.1
OG0005417	XP_396423.3	XP_001654902.2
OG0005420	XP_006560780.1	XP_001650135.1
OG0005421	XP_394088.3	XP_001655791.1
OG0005422	XP_006565374.2	XP_021710466.1, XP_021712643.1, XP_021712644.1
OG0005423	XP_006563505.1	XP_001661885.1, XP_021706749.1
OG0005424	XP_003250777.1, XP_003250776.1	XP_001650718.1
OG0005425	XP_026297027.1	XP_021708955.1
OG0005426	XP_006565297.2	XP_001654142.1
OG0005427	XP_016772965.1	XP_021707416.1, XP_021707417.1
OG0005428	XP_393469.2	XP_001657714.1
OG0005429	NP_001229443.1	XP_021705712.1, XP_001660603.1
OG0005430	XP_006561137.1	XP_021698549.1
OG0005431	XP_623184.1	XP_001663234.1
OG0005432	XP_006567256.1	XP_001656091.1
OG0005434	XP_006563163.3	XP_001663070.2
OG0005435	XP_623980.2	XP_001651399.1
OG0005436	XP_394667.3	XP_001649728.1
OG0005437	XP_006570364.1	XP_001655809.1
OG0005438	XP_006563302.1	XP_021697832.1
OG0005439	XP_006557394.2	XP_021697211.1
OG0005440	XP_006563712.2	XP_021711214.1, XP_021712757.1
OG0005441	XP_625070.3	XP_021703929.1
OG0005442	XP_395179.2	XP_001657984.1, XP_021694945.1, XP_021694944.1
OG0005443	XP_395879.4	XP_021704124.1, XP_021704122.1, XP_021704123.1
OG0005444	XP_006559569.1	XP_001657748.2
OG0005445	XP_026297584.1	XP_021694321.1
OG0005446	XP_006561636.2	XP_001662997.2
OG0005447	XP_006562004.1	XP_021709566.1
OG0005448	XP_006564250.2	XP_021693302.1
OG0005449	XP_006570412.2	XP_021696842.1
OG0005450	XP_392155.2	XP_001654557.1
OG0005451	XP_003250102.3	XP_001651750.1
OG0005452	XP_026299033.1	XP_001652300.1
OG0005453	XP_001120946.2	XP_001658169.1, XP_021701321.1
OG0005454	XP_016767946.2	XP_021693546.1
OG0005455	XP_026295533.1	XP_021708051.1
OG0005458	XP_006571773.2	XP_021693909.1
OG0005459	XP_016766917.2, XP_026295664.1	XP_001657376.2
OG0005460	XP_026297285.1	XP_021704309.1
OG0005461	XP_006557966.1	XP_001656017.2
OG0005463	XP_006570741.1, XP_003251600.1	XP_021705356.1
OG0005465	XP_006569362.2	XP_021704072.1
OG0005466	XP_026300215.1	XP_021699794.1
OG0005467	XP_026301996.1	XP_001652254.1
OG0005469	XP_006564210.1	XP_021712013.1, XP_001655670.2
OG0005471	XP_016772928.1	XP_021698454.1
OG0005472	XP_624472.3	XP_001663352.2
OG0005473	XP_006568307.1	XP_021696198.1, XP_021696205.1, XP_021696206.1
OG0005474	NP_001071283.1, XP_006564870.1	XP_001652713.1, XP_021700161.1
OG0005475	XP_001120000.1	XP_001661572.1
OG0005477	XP_006559166.1	XP_001655828.1
OG0005478	XP_026298824.1	XP_021697146.1
OG0005479	XP_006562545.3	XP_021693373.1, XP_021693372.1
OG0005480	XP_026302091.1	XP_021709310.1
OG0005481	XP_016771173.1, NP_001124509.1	XP_021698709.1
OG0005482	XP_026298632.1	XP_021697002.1
OG0005483	XP_026295978.1	XP_021694833.1
OG0005484	XP_016766618.2	XP_001650927.1
OG0005485	XP_003251354.2	XP_001652026.2
OG0005486	NP_001229366.1, NP_001229365.1, XP_026296324.1	XP_001662467.1
OG0005487	XP_394770.5	XP_001656474.1, XP_021693559.1, XP_021693560.1
OG0005488	XP_006566348.2	XP_021705879.1, XP_021710756.1, XP_021710755.1
OG0005489	XP_026298321.1	XP_021697200.1
OG0005490	XP_623975.1	XP_001653419.1
OG0005491	XP_001122742.2, XP_016769142.1	XP_021699571.1
OG0005492	XP_006559495.3	XP_001650458.2
OG0005493	XP_006565599.1	XP_021694078.1
OG0005494	XP_006564340.1, XP_006564338.1	XP_021694452.1
OG0005495	XP_624805.1	XP_001656102.1
OG0005496	XP_001120969.2	XP_021698870.1
OG0005497	XP_001122444.2	XP_021695193.1
OG0005498	XP_396257.3, XP_016768559.1	XP_021699292.1
OG0005499	XP_016768198.2	XP_021708872.1
OG0005500	XP_006560142.1	XP_001654503.1
OG0005501	XP_623554.3	XP_001663047.1
OG0005502	XP_006562870.1	XP_001660807.2
OG0005503	XP_006561049.3	XP_001663597.2
OG0005505	XP_026299079.1	XP_021694224.1
OG0005506	XP_006561152.1	XP_021708740.1
OG0005507	XP_026297553.1	XP_001653646.2
OG0005508	NP_001229471.1	XP_021713207.1
OG0005509	XP_006566835.1	XP_021712890.1, XP_021694556.1, XP_021712393.1
OG0005510	XP_624964.1	XP_021708967.1
OG0005511	XP_397381.4	XP_001655640.2
OG0005512	XP_006566421.2	XP_021703888.1
OG0005513	XP_016769909.1	XP_021704787.1, XP_001648238.1
OG0005514	XP_006570674.1	XP_001653390.1
OG0005515	XP_623820.2	XP_021697652.1
OG0005517	XP_003250016.1	XP_021701205.1, XP_021701201.1
OG0005519	XP_001120520.1	XP_001651131.1
OG0005520	XP_006559587.1	XP_021712995.1
OG0005521	XP_006564240.1	XP_001661330.2
OG0005522	XP_026296190.1, XP_396180.4	XP_021696446.1
OG0005523	XP_006562603.1	XP_001656323.1
OG0005524	XP_395652.1	XP_021707075.1
OG0005525	XP_393135.2	XP_011493344.1
OG0005526	XP_395391.3	XP_001658295.1, XP_021712378.1
OG0005527	XP_006567243.1	XP_021712011.1, XP_001653056.1
OG0005528	XP_396540.4	XP_021696331.1
OG0005529	XP_016769807.1	XP_021695374.1
OG0005530	XP_624581.2	XP_021701707.1
OG0005531	XP_026301325.1	XP_021708756.1
OG0005532	XP_001123348.1	XP_001655507.2
OG0005533	XP_016766300.1	XP_021709067.1
OG0005534	XP_016773294.1	XP_021700855.1
OG0005535	XP_003249581.1	XP_001663521.2
OG0005537	XP_016766797.2, XP_006559816.2	XP_001659252.2
OG0005538	XP_624228.1	XP_021707195.1, XP_021707190.1
OG0005539	XP_016767625.1	XP_021696795.1
OG0005540	XP_392608.4	XP_001662857.2
OG0005541	XP_001122512.3	XP_021697242.1
OG0005542	XP_016769134.1	XP_021706975.1, XP_021711738.1
OG0005543	XP_026296442.1	XP_001661807.2
OG0005544	XP_392650.4	XP_021712799.1, XP_021712999.1
OG0005545	XP_624667.3	XP_001660554.2
OG0005546	XP_001120437.3	XP_021694910.1
OG0005547	XP_001120877.2, XP_026297080.1	XP_001657836.1
OG0005548	XP_026295503.1	XP_021702943.1
OG0005549	XP_006557492.2	XP_021695717.1
OG0005550	XP_006566703.1	XP_021710070.1
OG0005551	XP_623489.2	XP_021704985.1
OG0005552	XP_006564230.1	XP_021708963.1
OG0005553	XP_026296376.1	XP_021693037.1
OG0005554	XP_026298537.1	XP_001659381.2, XP_021699652.1
OG0005555	XP_394225.4	XP_001655775.1, XP_021706181.1
OG0005556	XP_001120658.2	XP_001654438.2
OG0005557	XP_006560833.2	XP_021712745.1, XP_021705420.1
OG0005558	XP_016772142.1	XP_021694994.1
OG0005559	XP_006559521.1	XP_021711790.1, XP_001661758.1
OG0005560	XP_003249678.1	XP_001658249.2
OG0005561	XP_396986.3	XP_021700330.1
OG0005562	XP_397171.3	XP_021709331.1
OG0005563	XP_006566479.2	XP_001652194.1
OG0005564	XP_001122696.1	XP_021706226.1, XP_021706227.1
OG0005565	XP_006565138.1, NP_001011633.1	XP_011493493.2
OG0005566	XP_006570727.2	XP_021699477.1, XP_021699482.1
OG0005567	XP_026297421.1	XP_001661879.1, XP_021707888.1, XP_021707889.1
OG0005568	XP_396525.2	XP_021697769.1
OG0005569	XP_006568031.1	XP_021697607.1
OG0005570	XP_001121123.3	XP_001650026.1
OG0005571	XP_006571158.1	XP_021698054.1
OG0005572	XP_006561774.1	XP_001650265.1
OG0005573	XP_006570131.1	XP_021696239.1
OG0005574	XP_026297927.1	XP_001653437.1
OG0005575	XP_016768600.1, XP_006559231.1	XP_021702178.1
OG0005576	XP_026298285.1	XP_021707150.1
OG0005577	XP_026296469.1	XP_001654766.1
OG0005578	XP_006558611.1, XP_006558610.1	XP_021693055.1, XP_021693056.1
OG0005579	XP_016772179.2	XP_021693516.1
OG0005580	XP_026299593.1	XP_001661752.1
OG0005581	XP_026302177.1, XP_026302175.1	XP_021704245.1
OG0005582	XP_026301139.1	XP_001656741.1, XP_021708496.1
OG0005583	XP_001121690.3	XP_001657871.2
OG0005584	XP_395533.2	XP_021713159.1, XP_001658106.1
OG0005585	XP_006559902.2	XP_001655117.1
OG0005586	XP_006568014.1	XP_021694802.1, XP_021694801.1
OG0005587	XP_006564021.2	XP_001659986.2
OG0005588	XP_006561386.2	XP_021713186.1, XP_021713185.1
OG0005589	XP_026295309.1	XP_001651293.1
OG0005590	XP_395937.6	XP_021706755.1
OG0005591	XP_026296717.1	XP_021695577.1
OG0005593	XP_006561654.2	XP_021697020.1
OG0005594	XP_006563447.1	XP_021693198.1
OG0005595	XP_016767277.1	XP_001658556.1
OG0005596	XP_016772711.1	XP_021696953.1, XP_001656116.1
OG0005597	XP_006564290.2	XP_001662422.2
OG0005598	XP_003251042.1	XP_001652402.1
OG0005599	XP_006561516.1	XP_021713166.1, XP_021712070.1, XP_021712364.1
OG0005600	XP_003250774.1	XP_001661408.2
OG0005601	XP_026298851.1	XP_021694948.1
OG0005602	XP_026297581.1	XP_021694074.1
OG0005603	XP_016772529.2	XP_021692939.1
OG0005604	XP_026295888.1	XP_021697543.1
OG0005605	XP_006566549.1	XP_001661622.1
OG0005606	XP_006569504.2, XP_006569501.2	XP_021699592.1, XP_021699583.1
OG0005607	XP_395357.3	XP_021708900.1
OG0005608	XP_026296012.1	XP_001658264.2
OG0005609	XP_001120390.3	XP_021696080.1
OG0005610	XP_026297299.1	XP_021696083.1
OG0005611	XP_395729.3	XP_021706163.1
OG0005612	XP_006558683.2, XP_026301820.1	XP_001659705.2
OG0005613	XP_396690.2	XP_001649210.1
OG0005614	XP_006567974.1	XP_021693091.1
OG0005615	XP_006563437.1	XP_021713162.1, XP_001658107.2, XP_021712560.1
OG0005616	XP_006567771.1	XP_021706703.1
OG0005617	XP_623596.2	XP_021693314.1
OG0005618	XP_026300771.1	XP_021700091.1, XP_021700092.1
OG0005619	XP_395802.1	XP_001656563.1
OG0005621	XP_026297343.1	XP_021707763.1
OG0005622	XP_016769913.1	XP_021705109.1, XP_001651895.1
OG0005623	XP_026297533.1	XP_001650896.2
OG0005624	XP_001120067.1	XP_001654311.1
OG0005625	XP_006560678.1	XP_021702622.1
OG0005626	XP_006570211.1	XP_021694519.1
OG0005627	XP_016770426.1	XP_021698114.1
OG0005628	XP_026299176.1, XP_026299175.1	XP_001664064.2
OG0005629	XP_026296621.1	XP_001649208.2
OG0005630	XP_016772317.2	XP_021694041.1
OG0005631	XP_006570882.1	XP_021709999.1
OG0005632	XP_026295651.1	XP_021696132.1
OG0005633	XP_392874.5	XP_021706616.1
OG0005634	XP_624295.4	XP_021704529.1
OG0005635	XP_397572.4	XP_001656010.2
OG0005637	XP_395387.5	XP_021713334.1
OG0005638	XP_001120913.2	XP_021697328.1, XP_021697327.1, XP_011493059.2, XP_001653719.2
OG0005639	XP_026300435.1	XP_021710800.1
OG0005640	XP_026294849.1	XP_021695966.1
OG0005641	XP_006564924.1	XP_021712883.1, XP_021712880.1, XP_021712879.1, XP_021712882.1, XP_021712881.1, XP_001658094.2
OG0005642	XP_026299390.1	XP_021708469.1
OG0005643	XP_396456.4	XP_021702637.1
OG0005644	XP_016767627.1	XP_001658977.2, XP_021708701.1, XP_001663362.1
OG0005645	XP_016771708.1	XP_001649398.2
OG0005646	XP_006558731.2	XP_021698438.1
OG0005647	XP_026299720.1	XP_001659861.2
OG0005649	XP_006563107.1, XP_006563108.1	XP_001657570.1
OG0005650	XP_006563748.1	XP_001662902.1
OG0005651	XP_026299778.1	XP_001653377.1
OG0005652	XP_395627.4	XP_021694834.1, XP_021694835.1
OG0005653	XP_026295156.1	XP_021706793.1
OG0005654	XP_016770292.2	XP_021706270.1
OG0005655	XP_026298059.1	XP_021703045.1
OG0005656	XP_006559790.2	XP_001660834.1, XP_021704340.1
OG0005658	XP_006566436.2	XP_021700085.1
OG0005659	XP_026301419.1	XP_021708544.1
OG0005660	XP_016767611.2, XP_006567837.2	XP_001654548.2, XP_021693462.1
OG0005661	XP_026295314.1	XP_001654405.1
OG0005662	XP_006560440.2	XP_021703538.1
OG0005663	XP_001122008.1	XP_001663412.1, XP_021712944.1
OG0005664	XP_001121942.2	XP_001656223.1
OG0005665	XP_006562808.1	XP_021703934.1
OG0005666	XP_026299159.1	XP_021705904.1
OG0005667	XP_623503.1	XP_001654880.1
OG0005668	XP_001120111.2	XP_021703193.1
OG0005669	XP_394426.4	XP_021697834.1
OG0005670	NP_001011595.1, XP_006563384.1	XP_021693210.1
OG0005671	XP_001122084.3	XP_001661219.1
OG0005672	XP_624833.2	XP_011493097.1
OG0005673	XP_006566326.2	XP_001650875.1
OG0005674	XP_395374.2	XP_021712744.1
OG0005675	XP_006569970.1	XP_021707022.1
OG0005676	XP_397468.4	XP_021710890.1
OG0005677	XP_026295005.1	XP_001659262.2
OG0005678	XP_394554.1	XP_021713415.1
OG0005679	XP_006557404.1	XP_021699347.1
OG0005682	XP_394944.4	XP_021703270.1
OG0005683	XP_016766650.1	XP_021699209.1
OG0005684	XP_006559151.1	XP_021708011.1
OG0005685	XP_006565238.1	XP_021698257.1
OG0005686	XP_006566462.1	XP_021702395.1
OG0005687	XP_026299623.1	XP_021708013.1
OG0005688	XP_006571805.1	XP_021706983.1
OG0005689	XP_026297406.1	XP_021704159.1
OG0005690	XP_006564561.2	XP_021710519.1
OG0005691	XP_026299573.1	XP_001664223.1
OG0005692	XP_026298452.1	XP_021698874.1
OG0005693	XP_006568397.1	XP_001659295.2
OG0005695	XP_003251064.1	XP_001648087.1
OG0005696	XP_006566373.1	XP_021709415.1
OG0005697	XP_006562525.1	XP_021700878.1
OG0005698	XP_006569684.1	XP_021697754.1
OG0005699	XP_016771345.2	XP_021711309.1
OG0005700	XP_026296938.1	XP_021693854.1, XP_021693870.1
OG0005701	XP_006561500.1	XP_021709128.1
OG0005702	XP_624853.3	XP_021701030.1, XP_021701029.1
OG0005704	XP_016767910.1	XP_001653286.2
OG0005705	XP_026299278.1	XP_021711437.1
OG0005706	XP_016773313.1	XP_021710240.1
OG0005707	XP_006563756.3	XP_021707695.1
OG0005708	XP_006563003.1	XP_021693132.1
OG0005709	XP_394705.3	XP_001662634.2
OG0005710	XP_006571817.1	XP_021708830.1, XP_021711825.1
OG0005711	XP_006559411.2	XP_001650511.2
OG0005712	NP_001073028.1	XP_001660921.1
OG0005713	XP_393834.2	XP_001656738.1
OG0005714	XP_003251267.3	XP_021699693.1
OG0005715	XP_016767122.2	XP_021702211.1
OG0005716	XP_026301255.1, XP_016772289.2	XP_021707235.1
OG0005717	XP_395396.2	XP_021708798.1
OG0005718	XP_395543.4	XP_001661139.1
OG0005719	XP_006569676.1	XP_021695903.1, XP_021695904.1
OG0005720	XP_016770902.1	XP_001654451.1
OG0005721	XP_001121844.2	XP_001659247.1
OG0005722	XP_016770178.2	XP_021699580.1
OG0005724	XP_026298826.1	XP_001658297.1
OG0005725	XP_026300715.1	XP_021708086.1
OG0005726	XP_026297221.1	XP_021710262.1, XP_021711907.1
OG0005727	XP_026294981.1	XP_021706187.1
OG0005728	XP_394982.4	XP_001658963.1
OG0005729	XP_006557579.1	XP_021710239.1
OG0005730	XP_001120173.1	XP_001657231.1
OG0005732	XP_026301414.1	XP_001659130.2
OG0005733	XP_392710.3	XP_001652387.1
OG0005734	XP_006557761.1	XP_001654071.1
OG0005735	XP_006560904.1	XP_021707136.1
OG0005736	XP_392150.4	XP_021701842.1, XP_001658464.2
OG0005737	XP_393481.2	XP_021709659.1
OG0005738	XP_006559439.1	XP_021707684.1
OG0005740	XP_396051.1	XP_001664113.2
OG0005741	XP_001122463.2	XP_001659131.2
OG0005742	XP_003251334.1	XP_021708526.1, XP_021708522.1
OG0005743	XP_006557567.2	XP_021694724.1
OG0005744	XP_006564044.2	XP_001652102.2
OG0005745	XP_026294963.1	XP_021708396.1, XP_001659006.2, XP_021711743.1, XP_021711744.1
OG0005746	XP_026296394.1	XP_001655140.1
OG0005747	XP_006564809.1	XP_001651608.1
OG0005748	XP_623327.1, XP_006563863.1	XP_021704788.1
OG0005749	XP_001121847.4	XP_021711360.1
OG0005750	XP_001120450.1	XP_001661373.2
OG0005751	XP_001121079.2	XP_021712079.1, XP_001653614.2
OG0005752	XP_396550.2	XP_021701680.1
OG0005753	NP_008089.1, XP_026301416.1	YP_009389267.1
OG0005754	XP_392884.1	XP_001647695.2
OG0005755	XP_026302124.1	XP_001648157.1
OG0005756	XP_006561821.2	XP_001648276.2, XP_001648277.2
OG0005757	XP_392237.2	XP_001648484.2
OG0005758	XP_001119928.2	XP_001648725.1, XP_001648727.1, XP_001648726.1
OG0005759	XP_396944.4	XP_001649191.2, XP_021703003.1, XP_021703001.1
OG0005760	XP_393291.2	XP_001649382.2
OG0005761	XP_001121760.2	XP_001651005.2
OG0005762	XP_624354.1	XP_001651967.2
OG0005763	XP_026299183.1	XP_001652439.1
OG0005764	XP_395282.2	XP_001652932.1
OG0005765	XP_625151.1	XP_001653029.1
OG0005766	XP_623244.1	XP_001653462.1
OG0005767	XP_624469.3	XP_001654174.2
OG0005768	XP_003251320.1	XP_001654308.1, XP_011493529.1
OG0005769	XP_623287.2	XP_001654894.1
OG0005770	XP_625222.4	XP_001655423.2
OG0005771	XP_006570980.1	XP_001655489.1, XP_001655487.1, XP_021707422.1, XP_021707421.1
OG0005772	XP_624837.1	XP_001655911.1
OG0005773	XP_001121734.3	XP_001655996.2
OG0005774	XP_006558674.1	XP_001656458.2
OG0005775	XP_003249317.1	XP_001656558.1
OG0005776	XP_016772738.1, XP_001123124.3	XP_001656615.2
OG0005777	XP_006568573.1	XP_001656679.2
OG0005778	XP_624213.3	XP_001658235.3
OG0005779	XP_006559002.1	XP_001658394.2
OG0005780	XP_006565156.2	XP_001658432.1
OG0005781	XP_625101.1	XP_021712236.1, XP_001658596.1
OG0005782	XP_392925.3	XP_001658869.1
OG0005784	XP_396788.3, XP_006564431.1	XP_001660021.2
OG0005785	XP_006563105.1	XP_001660512.1
OG0005786	XP_026298964.1, XP_396093.4	XP_001660806.2
OG0005787	XP_394662.6	XP_001662150.1
OG0005788	XP_006566427.1	XP_021701704.1, XP_001662959.1
OG0005789	XP_395147.4	XP_021693093.1
OG0005790	XP_026301788.1	XP_021693209.1, XP_021694927.1
OG0005791	XP_026298420.1, NP_001071290.1	XP_021694939.1, XP_021694940.1
OG0005792	XP_026298500.1	XP_021694976.1
OG0005793	XP_624625.1	XP_021695576.1
OG0005794	XP_006566979.1	XP_021696606.1
OG0005795	XP_006565909.1	XP_021697337.1
OG0005796	XP_006565990.1, XP_026295022.1	XP_021698430.1, XP_021698432.1, XP_021698431.1, XP_021698433.1
OG0005797	XP_392698.3	XP_021713257.1, XP_021698889.1
OG0005798	XP_396235.5	XP_021700109.1
OG0005799	XP_006566600.1, XP_006566601.1	XP_021700428.1
OG0005800	XP_395619.4	XP_021700476.1
OG0005801	XP_393044.4	XP_021701068.1
OG0005802	XP_001121862.1	XP_021701217.1
OG0005803	XP_026299300.1, XP_001122994.2	XP_021701525.1, XP_021709660.1
OG0005804	XP_624094.3	XP_021702264.1
OG0005805	XP_006559590.1, XP_006559589.1	XP_021702499.1
OG0005806	XP_026301441.1	XP_021703206.1
OG0005807	XP_026301527.1	XP_021703985.1
OG0005808	XP_026298987.1, XP_001120897.2, XP_624521.1	XP_021704643.1
OG0005809	XP_623585.4	XP_021704878.1, XP_021704880.1
OG0005810	XP_026295549.1	XP_021705482.1
OG0005811	XP_026296911.1	XP_021705974.1
OG0005812	XP_026295991.1, XP_026295992.1	XP_021706292.1
OG0005813	XP_393830.3	XP_021706702.1
OG0005814	XP_392612.3	XP_021712012.1, XP_021708780.1
OG0005815	XP_026299776.1	XP_021710073.1
OG0005816	XP_016770889.1	XP_021710192.1
OG0005817	XP_016772611.1	XP_021713411.1
OG0005845	XP_026299251.1	XP_021701334.1
OG0005846	XP_003251758.1	XP_001651796.1
OG0005847	XP_006565801.1	XP_001649125.1
OG0005849	XP_392760.2	XP_001655005.1
OG0005850	XP_006569061.1	XP_001648107.1, XP_001648108.1
OG0005851	XP_006572254.1, XP_006572255.1	XP_001647834.1
OG0005852	XP_624038.2	XP_001661827.1
OG0005853	XP_006561975.1	XP_021712413.1, XP_001648567.1
OG0005854	XP_006562702.1	XP_021701840.1
OG0005855	XP_625104.2	XP_001660320.1
OG0005856	XP_624852.1	XP_001655376.1
OG0005857	XP_001119826.1	XP_001659139.1
OG0005858	XP_001122510.2	XP_001655992.1
OG0005859	XP_396131.3	XP_001655159.1
OG0005860	XP_624871.1	XP_011493218.1
OG0005861	XP_006561777.1	XP_021703642.1
OG0005862	XP_016770082.2	XP_021704087.1
OG0005863	XP_026301298.1	XP_021695920.1
OG0005864	XP_006559666.1, XP_006559667.1	XP_001659904.1
OG0005866	XP_393315.2	XP_021703581.1, XP_021703582.1
OG0005867	XP_006558699.1	XP_021701161.1, XP_001650904.1
OG0005868	XP_001122477.1, XP_006570356.1	XP_001652665.1
OG0005869	XP_026299124.1	XP_001651182.2
OG0005870	XP_001122052.1	XP_001658185.1
OG0005871	XP_006572339.1	XP_001653151.2
OG0005872	XP_394987.4	XP_001648064.1
OG0005873	XP_625159.2	XP_001656828.1
OG0005875	XP_006570876.1	XP_001657213.1
OG0005876	XP_006557805.2	XP_001656000.1
OG0005877	XP_624508.1	XP_021699957.1
OG0005878	XP_006561897.1	XP_021710242.1
OG0005879	XP_391859.1	XP_001656310.2
OG0005880	XP_623599.1	XP_001650442.1
OG0005881	XP_001120404.1	XP_001652542.1, XP_001658052.2
OG0005882	XP_001122788.1	XP_021712825.1, XP_001657476.1
OG0005883	XP_623794.1	XP_001658323.1
OG0005884	XP_395827.2	XP_001656814.2
OG0005885	XP_003251572.1	XP_021706593.1
OG0005886	XP_006558913.1	XP_001650844.2
OG0005887	XP_396163.2	XP_001658790.2
OG0005888	XP_624594.1	XP_001648060.1
OG0005889	XP_006563278.1	XP_001656504.1
OG0005890	XP_006557857.1	XP_021697115.1
OG0005891	XP_397174.4	XP_001650980.2
OG0005892	XP_006557708.2	XP_001663129.1
OG0005893	XP_623624.3	XP_001650506.1
OG0005894	XP_001122344.1	XP_001658389.1
OG0005895	XP_026296227.1	XP_001654974.1
OG0005896	XP_006568093.2	XP_001652273.1
OG0005897	XP_006561717.1	XP_001662944.2
OG0005898	XP_623530.1	XP_001662341.2
OG0005899	XP_624358.1	XP_021706104.1, XP_001655818.2
OG0005900	XP_001120820.2	XP_001653076.1
OG0005901	XP_624993.1	XP_001656446.1
OG0005902	XP_006564333.1	XP_001655849.1
OG0005903	XP_026296343.1, XP_026296337.1	XP_001654091.1
OG0005904	XP_623063.1	XP_001654851.1
OG0005905	XP_624232.2	XP_001662201.1
OG0005906	XP_397367.1	XP_001657133.1
OG0005907	XP_395245.2	XP_001652167.1
OG0005908	XP_624818.1	XP_021702147.1
OG0005909	XP_393034.1	XP_021702823.1
OG0005910	XP_026297185.1	XP_021701319.1
OG0005911	XP_392556.3	XP_021702328.1
OG0005912	XP_623981.1	XP_001652052.1
OG0005913	XP_003249705.1	XP_001654707.1
OG0005915	XP_006572214.2	XP_001659682.2
OG0005916	XP_623807.3	XP_021712109.1, XP_001649019.1
OG0005917	XP_006562000.1	XP_001658907.1
OG0005918	XP_397463.2	XP_001653814.1
OG0005919	XP_001119891.2	XP_001655512.2
OG0005920	XP_006562215.1	XP_001655146.1
OG0005921	XP_003249300.1	XP_021707753.1
OG0005922	XP_001123307.2	XP_001663929.2
OG0005923	XP_624607.1	XP_001663469.1
OG0005924	XP_001122987.4	XP_001663087.2
OG0005925	XP_395210.2	XP_001652288.1, XP_021712654.1
OG0005926	XP_624715.1	XP_001658165.2
OG0005927	XP_623809.3	XP_001650598.2
OG0005928	XP_006563526.1	XP_001658413.1
OG0005929	XP_624749.4	XP_001664192.2
OG0005930	XP_395482.4	XP_001657637.2
OG0005931	XP_623781.3	XP_001655305.2
OG0005932	XP_006560893.1, NP_001011641.1	XP_001658955.1
OG0005933	XP_392162.2	XP_001655787.1
OG0005934	XP_003250814.1	XP_001649339.1
OG0005935	XP_006562632.1	XP_021693196.1
OG0005936	XP_624480.4	XP_001650607.1
OG0005937	XP_001121481.1	XP_021705245.1
OG0005938	XP_006572353.1	XP_001650252.1
OG0005939	XP_001121654.1	XP_001648368.1
OG0005940	XP_001120146.1	XP_001658877.1
OG0005941	XP_006562154.1	XP_001651592.1
OG0005942	XP_006560497.1	XP_001658980.2
OG0005943	XP_006570900.3	XP_001656556.3
OG0005944	XP_395323.2	XP_001657418.1, XP_021711980.1
OG0005945	XP_624001.1	XP_021702014.1
OG0005946	XP_624123.1	XP_021706173.1
OG0005947	XP_395810.4	XP_001657467.1
OG0005948	XP_006561048.2	XP_001658945.1
OG0005949	XP_393223.1	XP_021700021.1
