Orthogroup	Bombus_terrestris	Osmia_lignaria
OG0008061	XP_003399075.1	XP_034193310.1
OG0008062	XP_020720745.1	XP_034186020.1
OG0008063	XP_003393609.1	XP_034171516.1
OG0008064	XP_003403037.1	XP_034184802.1
OG0008066	XP_003396698.1	XP_034185994.1
OG0008067	XP_012166149.1	XP_034174364.1
OG0008068	XP_012166146.1	XP_034174377.1
OG0008069	XP_003394348.1	XP_034182475.1
OG0008070	XP_003394596.1	XP_034182812.1
OG0008071	XP_020721142.1	XP_034193381.1
OG0008072	XP_003399144.1	XP_034193216.1
OG0008073	XP_003400726.1	XP_034191750.1
OG0008074	XP_020718251.1	XP_034194411.1
OG0008075	XP_020721741.1	XP_034186937.1
OG0008076	XP_020722966.1	XP_034185349.1
OG0008077	XP_012166038.1	XP_034181072.1
OG0008078	XP_003396894.1	XP_034190368.1
OG0008079	XP_003393140.1	XP_034173096.1
OG0008080	XP_020718518.1	XP_034187432.1
OG0008081	XP_003394770.1	XP_034187411.1
OG0008082	XP_003392882.1	XP_034172615.1
OG0008083	XP_003399641.1	XP_034186913.1
OG0008085	XP_003392898.1	XP_034172253.1
OG0008086	XP_003394645.1	XP_034187076.1
OG0008087	XP_012174948.1	XP_034190211.1, XP_034190212.1
OG0008088	XP_003397153.1	XP_034180953.1
OG0008089	XP_003393087.1	XP_034172797.1
OG0008090	XP_003401697.1	XP_034190539.1
OG0008091	XP_003394668.1	XP_034188660.1
OG0008092	XP_012173010.1	XP_034172874.1
OG0008093	XP_003392954.1	XP_034172869.1
OG0008094	XP_012175204.1	XP_034190229.1
OG0008095	XP_003399839.2	XP_034183133.1
OG0008096	XP_003394264.1	XP_034188382.1
OG0008097	XP_003396065.1	XP_034193485.1
OG0008098	XP_003395802.1	XP_034177552.1
OG0008099	NP_001295236.1	XP_034177545.1
OG0008100	XP_003400678.1	XP_034192030.1
OG0008101	XP_020721599.1	XP_034186856.1
OG0008102	XP_003394293.2	XP_034194512.1
OG0008103	XP_003398812.1	XP_034192216.1
OG0008104	XP_003397233.1	XP_034181066.1
OG0008105	XP_020721296.1	XP_034176558.1
OG0008106	XP_012170572.1	XP_034187135.1
OG0008107	XP_003400499.1	XP_034180000.1
OG0008108	XP_020723722.1	XP_034188736.1
OG0008110	XP_020719849.1	XP_034181291.1
OG0008111	XP_003393581.1	XP_034171506.1
OG0008112	XP_003393539.1	XP_034196659.1
OG0008113	XP_003398691.1	XP_034175687.1
OG0008114	XP_003393750.2	XP_034189114.1
OG0008115	XP_003401638.1	XP_034185493.1
OG0008116	XP_003400538.1	XP_034180758.1
OG0008117	XP_003396392.1	XP_034176962.1
OG0008118	XP_003398279.1	XP_034189814.1
OG0008119	XP_012165470.1	XP_034177174.1
OG0008121	XP_012164442.1	XP_034193005.1
OG0008122	XP_003393759.1	XP_034189184.1
OG0008123	XP_003393776.1	XP_034196538.1
OG0008124	XP_012170657.1, XP_003393541.1	XP_034196660.1
OG0008125	XP_003396021.1	XP_034195752.1
OG0008126	XP_003397389.1	XP_034181682.1
OG0008127	XP_003398200.1	XP_034183575.1
OG0008128	XP_003400965.1	XP_034180335.1
OG0008129	XP_003393778.1	XP_034196540.1
OG0008130	XP_020718862.1	XP_034177575.1
OG0008131	XP_003401234.1	XP_034179829.1
OG0008132	XP_003393045.1	XP_034172770.1
OG0008133	XP_003402669.1	XP_034171729.1
OG0008134	XP_003394010.1	XP_034196692.1
OG0008135	XP_012163334.1	XP_034174856.1
OG0008136	XP_003403177.1	XP_034185546.1
OG0008137	XP_003401434.1	XP_034179088.1
OG0008138	XP_020721225.1	XP_034194971.1
OG0008139	XP_003399164.1	XP_034181359.1
OG0008140	XP_012173853.1	XP_034195572.1
OG0008141	XP_003399282.1	XP_034187571.1
OG0008142	XP_003401914.1	XP_034190193.1
OG0008143	XP_003397986.1	XP_034181658.1
OG0008144	XP_020719199.1	XP_034184080.1
OG0008145	XP_020718823.1	XP_034192700.1
OG0008146	XP_003396044.1	XP_034194580.1
OG0008147	XP_003396242.1	XP_034187393.1
OG0008148	XP_012175878.1	XP_034194394.1
OG0008149	XP_012174365.1	XP_034188719.1
OG0008150	XP_003393558.1	XP_034170962.1
OG0008151	XP_003392863.1	XP_034172656.1
OG0008152	XP_003399959.1	XP_034183179.1
OG0008153	XP_012170580.1	XP_034186719.1
OG0008154	XP_003394334.1	XP_034182269.1
OG0008155	XP_012176114.1	XP_034182310.1
OG0008156	XP_003395110.2	XP_034173887.1
OG0008157	XP_003402099.1	XP_034180112.1
OG0008158	XP_012173680.1	XP_034191397.1
OG0008159	XP_012172027.1	XP_034178942.1
OG0008160	XP_003395819.1	XP_034176867.1
OG0008161	XP_003401810.1	XP_034190492.1
OG0008162	XP_003398833.1	XP_034181749.1
OG0008163	XP_012168887.1	XP_034192318.1
OG0008164	XP_012164326.1	XP_034173411.1
OG0008165	XP_003395953.1	XP_034195408.1
OG0008166	XP_003396000.2	XP_034194907.1
OG0008167	XP_012170434.1	XP_034187183.1
OG0008168	XP_003393173.1	XP_034173432.1
OG0008169	XP_003397263.1	XP_034181894.1
OG0008170	XP_012173980.1	XP_034188101.1
OG0008171	XP_003393594.1	XP_034188815.1
OG0008172	XP_020721033.1	XP_034193139.1
OG0008173	XP_020721264.1	XP_034172936.1
OG0008174	XP_003393792.1	XP_034170904.1
OG0008175	XP_012171643.1	XP_034180484.1
OG0008176	XP_003402110.1	XP_034191243.1
OG0008177	XP_003400963.1	XP_034180196.1
OG0008178	XP_003394583.1	XP_034188650.1
OG0008179	XP_003397262.1	XP_034181486.1
OG0008180	XP_003394031.1	XP_034171754.1
OG0008181	XP_003394390.1	XP_034191879.1
OG0008182	XP_003403369.1	XP_034183885.1
OG0008183	XP_012173168.1	XP_034185584.1
OG0008184	XP_003392881.1	XP_034172346.1
OG0008185	XP_003394868.1	XP_034181191.1
OG0008186	XP_003395443.1	XP_034177505.1
OG0008187	XP_012164806.1	XP_034194927.1
OG0008188	XP_003395160.1	XP_034174003.1
OG0008189	XP_003394876.1	XP_034181036.1
OG0008190	XP_003393181.1	XP_034172356.1
OG0008191	XP_003396454.1	XP_034189296.1
OG0008192	XP_003399628.1	XP_034186611.1
OG0008193	XP_020719070.1	XP_034195741.1
OG0008194	XP_012173359.1	XP_034191909.1
OG0008195	XP_003402135.1	XP_034191376.1
OG0008196	XP_003402095.1	XP_034180055.1
OG0008197	XP_003394291.1	XP_034194523.1
OG0008198	XP_003393180.1	XP_034172349.1
OG0008199	XP_003393856.1	XP_034170850.1
OG0008200	XP_003395449.1	XP_034177020.1
OG0008201	XP_003399121.1	XP_034193457.1
OG0008202	XP_012173939.1	XP_034181106.1
OG0008203	XP_003398686.1	XP_034175430.1
OG0008204	XP_003402149.1	XP_034190917.1
OG0008205	XP_003398117.1	XP_034185874.1
OG0008206	XP_003401273.1	XP_034193566.1
OG0008207	XP_012164466.1	XP_034177776.1
OG0008208	XP_003397435.1	XP_034183920.1
OG0008209	XP_003403179.1	XP_034185545.1
OG0008210	XP_003393714.1	XP_034189085.1
OG0008211	XP_003396411.1	XP_034172593.1
OG0008212	XP_003403349.1	XP_034189692.1
OG0008213	XP_012167748.1	XP_034186310.1
OG0008214	XP_003393272.1	XP_034172645.1
OG0008215	XP_003394200.1	XP_034182748.1
OG0008216	XP_003396313.1	XP_034175720.1
OG0008217	XP_003402370.2	XP_034188078.1
OG0008218	XP_003400411.1	XP_034191561.1
OG0008219	XP_012163547.1	XP_034187242.1
OG0008220	XP_012174387.1	XP_034192521.1
OG0008221	XP_003394626.1	XP_034188462.1
OG0008222	XP_012165457.1, XP_012165464.1	XP_034172578.1
OG0008223	XP_003399171.1	XP_034181546.1
OG0008224	XP_012165953.1	XP_034173831.1
OG0008225	XP_003403359.1	XP_034189963.1
OG0008226	XP_003396332.1	XP_034177519.1
OG0008227	XP_003402877.1	XP_034196683.1
OG0008228	XP_003403102.1	XP_034195114.1
OG0008229	XP_003401329.1	XP_034193995.1
OG0008230	XP_003402878.1	XP_034196688.1
OG0008231	XP_003398689.1	XP_034193165.1
OG0008232	XP_020718438.1	XP_034174755.1
OG0008233	XP_003401803.2	XP_034190393.1
OG0008234	XP_003398396.1	XP_034183863.1
OG0008235	XP_003398167.2	XP_034183487.1
OG0008236	XP_020721584.1	XP_034186721.1
OG0008237	XP_003394912.1	XP_034174863.1
OG0008238	XP_003396429.1	XP_034185526.1
OG0008239	XP_003394797.1	XP_034184081.1
OG0008240	XP_012165211.1	XP_034175286.1
OG0008241	XP_003401268.1	XP_034179430.1
OG0008242	XP_003396941.1	XP_034189498.1
OG0008243	XP_003398397.1	XP_034183853.1
OG0008244	XP_003392957.1	XP_034173483.1
OG0008245	XP_003392985.1	XP_034172276.1
OG0008246	XP_012167126.2	XP_034172079.1
OG0008247	XP_003398736.2	XP_034193451.1
OG0008248	XP_003395863.1	XP_034177601.1
OG0008249	XP_012171924.1	XP_034180407.1
OG0008250	XP_003396271.1	XP_034173022.1
OG0008251	XP_020722061.1	XP_034180168.1
OG0008252	XP_020724141.1	XP_034188295.1
OG0008253	XP_003401747.1	XP_034185416.1
OG0008254	XP_003401513.1	XP_034179911.1
OG0008255	XP_003394858.1	XP_034187483.1
OG0008256	XP_003394105.1	XP_034194384.1
OG0008257	XP_003401217.1	XP_034178842.1
OG0008258	XP_003397963.1	XP_034184406.1
OG0008259	XP_003394038.1	XP_034172046.1
OG0008260	XP_003393618.1	XP_034170868.1
OG0008261	XP_012167769.1	XP_034185847.1
OG0008262	XP_003402636.1	XP_034171286.1
OG0008263	XP_012170951.1	XP_034178314.1
OG0008264	XP_003394345.1	XP_034182668.1
OG0008265	XP_003403209.1	XP_034190565.1
OG0008266	XP_003396673.1	XP_034181215.1, XP_034181206.1
OG0008267	XP_003401691.1	XP_034185249.1
OG0008268	XP_003398805.1	XP_034192234.1
OG0008269	XP_003397458.1	XP_034189386.1
OG0008270	XP_003398811.2	XP_034192235.1
OG0008271	XP_003393035.1	XP_034172370.1
OG0008272	XP_003393069.1	XP_034172122.1
OG0008273	XP_020719447.1	XP_034188082.1
OG0008274	XP_012169766.1	XP_034175355.1
OG0008275	XP_003396576.1	XP_034176179.1
OG0008276	XP_003392893.1	XP_034172950.1
OG0008277	XP_003398633.1	XP_034184998.1
OG0008278	XP_003396927.1	XP_034196019.1
OG0008279	XP_003394260.1	XP_034182180.1
OG0008280	XP_003394352.1	XP_034182070.1
OG0008281	XP_003398609.1	XP_034185375.1
OG0008282	XP_003403243.1	XP_034192872.1
OG0008283	XP_003399496.1	XP_034183032.1
OG0008284	XP_012170545.1	XP_034186429.1
OG0008285	XP_020720092.1	XP_034188972.1
OG0008286	XP_012174341.1	XP_034171089.1
OG0008287	XP_003400210.1	XP_034178149.1
OG0008288	XP_012169573.1	XP_034180942.1
OG0008290	XP_020720040.1	XP_034184410.1
OG0008291	XP_003394174.1	XP_034194335.1
OG0008292	XP_003401823.1	XP_034184811.1
OG0008293	XP_020722377.1	XP_034193709.1
OG0008294	XP_003397109.1	XP_034192499.1
OG0008295	XP_003399325.1	XP_034176690.1
OG0008296	XP_003395685.1	XP_034176886.1
OG0008297	XP_003399444.2	XP_034181746.1
OG0008298	XP_003392860.1	XP_034172524.1
OG0008299	XP_003394856.1	XP_034187482.1
OG0008300	XP_012164077.1	XP_034177632.1
OG0008301	XP_012170011.1	XP_034191250.1
OG0008302	XP_020719998.1	XP_034189045.1
OG0008303	XP_003399603.1	XP_034187085.1
OG0008304	XP_003394852.1	XP_034187744.1
OG0008305	XP_012173776.1	XP_034176180.1
OG0008306	XP_003393589.1	XP_034188826.1
OG0008307	XP_003392943.1	XP_034173648.1
OG0008308	XP_003396304.1	XP_034179148.1
OG0008309	XP_020718677.1	XP_034177287.1
OG0008310	XP_003398377.1	XP_034183825.1
OG0008311	XP_003397582.1	XP_034184495.1
OG0008312	XP_003400765.1	XP_034191773.1
OG0008313	XP_012163271.1	XP_034174811.1
OG0008314	XP_012173049.1	XP_034185261.1, XP_034185263.1
OG0008315	XP_003393632.1	XP_034182728.1
OG0008316	XP_003394501.1	XP_034187066.1
OG0008317	XP_003397892.1	XP_034174243.1
OG0008318	XP_003397098.1	XP_034192352.1
OG0008319	XP_003400694.1	XP_034191752.1
OG0008320	XP_003399543.1	XP_034191116.1
OG0008321	XP_012167997.1	XP_034189855.1
OG0008322	XP_003398721.1	XP_034176065.1
OG0008323	XP_003401209.1	XP_034179318.1
OG0008324	XP_003399635.2	XP_034186788.1
OG0008325	XP_003400576.1	XP_034192123.1
OG0008326	XP_003397846.1	XP_034178709.1
OG0008327	XP_003403132.1	XP_034184815.1
OG0008328	XP_003397847.1	XP_034177343.1
OG0008329	XP_012167870.1	XP_034189670.1
OG0008330	XP_003401775.2	XP_034185357.1
OG0008331	XP_012169583.1	XP_034175475.1
OG0008332	XP_003394619.1	XP_034188500.1
OG0008333	XP_003395599.1	XP_034177151.1
OG0008334	XP_020720256.1	XP_034184463.1
OG0008335	XP_012170152.1	XP_034186737.1
OG0008336	XP_003399787.1	XP_034191236.1
OG0008337	XP_003399283.1	XP_034175467.1
OG0008338	XP_003402355.1	XP_034181075.1
OG0008339	XP_003400568.1	XP_034192036.1
OG0008340	XP_003393711.1	XP_034188760.1
OG0008341	XP_012173786.1	XP_034186568.1
OG0008342	XP_003399015.1	XP_034176493.1
OG0008343	XP_003402400.1	XP_034174456.1
OG0008344	XP_020720326.1	XP_034189300.1
OG0008345	XP_003400685.1	XP_034192049.1
OG0008346	XP_012174031.1	XP_034174363.1
OG0008347	XP_012171144.1	XP_034180099.1
OG0008348	XP_012175831.1	XP_034194510.1
OG0008349	XP_003399310.1	XP_034175825.1
OG0008350	XP_003397205.1	XP_034188152.1
OG0008351	XP_003395302.1	XP_034192653.1
OG0008352	XP_003398899.1	XP_034176288.1
OG0008353	XP_003399873.1	XP_034191135.1
OG0008354	XP_003400826.3	XP_034180665.1
OG0008355	XP_003401465.1	XP_034193850.1
OG0008356	XP_012171639.1	XP_034180475.1
OG0008357	XP_003401463.1	XP_034193847.1
OG0008358	XP_003394497.1	XP_034183068.1
OG0008359	XP_003399724.1	XP_034186490.1
OG0008360	XP_012163857.1	XP_034176997.1
OG0008361	XP_020724168.1	XP_034186974.1
OG0008362	XP_003402589.1	XP_034174372.1
OG0008363	XP_003401342.1	XP_034178955.1
OG0008364	XP_012170324.1	XP_034190961.1
OG0008365	XP_012173749.1	XP_034171457.1
OG0008366	XP_003399760.1	XP_034191048.1
OG0008367	XP_003401072.1	XP_034193647.1
OG0008368	XP_003399173.1	XP_034181548.1
OG0008369	XP_003401078.1	XP_034179225.1
OG0008370	XP_012169056.1	XP_034193433.1
OG0008371	XP_012174106.1	XP_034173670.1
OG0008372	XP_003401110.1	XP_034178899.1
OG0008373	XP_003401089.1	XP_034178880.1
OG0008374	XP_003401141.1	XP_034179737.1
OG0008375	XP_012174161.1	XP_034174709.1
OG0008376	XP_020718357.1	XP_034187327.1
OG0008377	XP_003402399.1	XP_034174282.1
OG0008378	XP_003401515.1	XP_034179900.1
OG0008379	XP_003394123.1	XP_034194455.1
OG0008380	XP_003396290.1	XP_034176562.1
OG0008381	XP_003397840.1	XP_034178781.1
OG0008382	XP_003394713.1	XP_034188252.1
OG0008383	XP_003395225.1, XP_020718466.1	XP_034187518.1
OG0008384	XP_020718877.1, XP_003395671.1, XP_020718876.1	XP_034177358.1
OG0008385	XP_003396553.1	XP_034175616.1
OG0008386	XP_003397877.1	XP_034184261.1
OG0008387	XP_003397926.3	XP_034174180.1, XP_034174191.1
OG0008388	XP_003398309.1	XP_034186088.1
OG0008389	XP_003398579.1	XP_034186250.1
OG0008390	XP_003398585.1	XP_034186160.1
OG0008391	XP_003398724.1, XP_012168730.1, XP_012168729.1	XP_034176056.1, XP_034176057.1
OG0008392	XP_003399605.3	XP_034187182.1
OG0008393	XP_020721697.1, XP_003400016.2	XP_034186471.1
OG0008394	XP_003400660.1	XP_034184993.1
OG0008395	XP_003400853.1	XP_034180751.1
OG0008396	XP_003401251.1	XP_034179595.1
OG0008397	XP_003402779.1, XP_020723531.1	XP_034183439.1
OG0008398	XP_003403207.2	XP_034190570.1
OG0008399	XP_012163144.1	XP_034187745.1
OG0008400	XP_012164502.2	XP_034177682.1
OG0008401	XP_012165487.1	XP_034175851.1, XP_034175850.1, XP_034175853.1, XP_034175852.1
OG0008402	XP_012166107.1	XP_034189567.1
OG0008404	XP_020720841.1, XP_012167767.1	XP_034185871.1
OG0008405	XP_012168013.1	XP_034185699.1
OG0008406	XP_012168771.1	XP_034185983.1
OG0008407	XP_020721302.1, XP_012169626.1, XP_012169625.1	XP_034175243.1
OG0008408	XP_012169788.1	XP_034175416.1
OG0008409	XP_012170362.1	XP_034186883.1
OG0008410	XP_012174546.1	XP_034182021.1, XP_034194736.1
OG0008411	XP_012174875.1, XP_012174874.1	XP_034183473.1
OG0008412	XP_012176103.2	XP_034188282.1
OG0008413	XP_020718366.1	XP_034173426.1
OG0008414	XP_020718371.1	XP_034174594.1
OG0008415	XP_020719383.1	XP_034176027.1, XP_034176047.1, XP_034176037.1
OG0008417	XP_020721781.1	XP_034178187.1
OG0008418	XP_020722504.1	XP_034170827.1, XP_034170826.1
OG0008419	XP_020723584.1	XP_034188435.1
OG0008420	XP_020724051.1	XP_034196559.1
OG0008435	XP_003394952.2	XP_034174107.1
OG0008437	XP_012171902.1	XP_034180689.1
OG0008438	XP_003394170.1	XP_034194746.1
OG0008439	XP_003394948.1	XP_034174064.1
OG0008440	XP_020718419.1	XP_034173904.1
OG0008442	XP_003393648.1	XP_034188747.1
OG0008443	XP_020720865.1	XP_034173112.1
OG0008444	XP_003393917.1	XP_034170982.1
OG0008445	XP_003403001.3	XP_034181170.1
OG0008446	XP_003397793.1	XP_034179980.1
OG0008447	XP_003395018.1	XP_034187376.1
OG0008448	XP_012169077.1	XP_034174961.1
OG0008449	NP_001318040.1	XP_034178642.1
OG0008451	XP_003393515.1	XP_034172402.1
OG0008452	XP_012167437.1	XP_034172301.1
OG0008454	XP_003393890.1	XP_034171732.1
OG0008455	XP_003394981.1	XP_034174465.1
OG0008456	XP_012166439.1	XP_034181229.1
OG0008457	XP_003393516.1	XP_034172398.1
OG0008459	XP_012165845.1	XP_034172602.1
OG0008460	XP_003396405.1	XP_034175717.1
OG0008461	XP_003394171.1	XP_034194748.1
OG0008462	XP_003402909.3	XP_034193323.1
OG0008463	XP_003399488.1	XP_034183041.1
OG0008464	XP_020718404.1, XP_020718405.1	XP_034174131.1
OG0008465	XP_003396210.1	XP_034183382.1
OG0008466	XP_003394566.1	XP_034187201.1
OG0008467	XP_003396209.1	XP_034183418.1
OG0008468	XP_003393878.1	XP_034196461.1
OG0008469	XP_003402230.1	XP_034188280.1
OG0008470	XP_003401341.1	XP_034178954.1
OG0008471	XP_003401993.1	XP_034176741.1
OG0008472	XP_003396413.1	XP_034193436.1
OG0008473	XP_003393067.3	XP_034172150.1
OG0008475	XP_003394167.1	XP_034194726.1
OG0008477	XP_003394720.1	XP_034188216.1
OG0008478	XP_003402635.1	XP_034171291.1
OG0008479	XP_003393295.1	XP_034173601.1
OG0008480	XP_003396818.1	XP_034175259.1
OG0008481	XP_003396970.1	XP_034191136.1
OG0008482	XP_003393944.1	XP_034171492.1
OG0008483	XP_012174148.1	XP_034187435.1
OG0008484	XP_003393509.2	XP_034173130.1
OG0008485	XP_020722751.1	XP_034193550.1
OG0008486	XP_003399211.3	XP_034187770.1
OG0008487	XP_012175804.1	XP_034171962.1
OG0008488	XP_012165478.1	XP_034193416.1
OG0008489	XP_003394076.1	XP_034171706.1
OG0008490	XP_003394324.1	XP_034182297.1
OG0008492	XP_020720210.1	XP_034180229.1
OG0008494	XP_003399403.1	XP_034176113.1
OG0008495	XP_003399157.1	XP_034187348.1
OG0008496	XP_003397636.1	XP_034171124.1
OG0008500	XP_003393930.1	XP_034171008.1
OG0008501	XP_020718368.1	XP_034187818.1
OG0008503	XP_003400986.1	XP_034178862.1
OG0008504	XP_003398030.1	XP_034186307.1
OG0008507	XP_003401761.1	XP_034190499.1
OG0008508	XP_020719902.1	XP_034192531.1
OG0008509	XP_020721984.1	XP_034178364.1
OG0008511	XP_003394282.1	XP_034182240.1
OG0008512	XP_003394332.1	XP_034182291.1
OG0008513	XP_003400213.1	XP_034177976.1, XP_034177977.1
OG0008514	XP_012170971.2	XP_034178712.1
OG0008515	XP_003397294.1	XP_034181134.1
OG0008516	XP_003397171.3	XP_034181133.1
OG0008517	XP_003400027.1	XP_034178834.1
OG0008518	XP_003394078.1	XP_034171132.1
OG0008520	XP_003397596.1	XP_034184447.1
OG0008522	XP_003399475.1	XP_034183231.1
OG0008523	XP_003399489.1	XP_034183044.1
OG0008524	XP_003396166.1	XP_034195476.1
OG0008525	XP_003400977.1	XP_034179230.1
OG0008526	XP_003394570.2	XP_034182509.1
OG0008527	XP_003394092.1	XP_034196554.1
OG0008528	XP_003393938.1	XP_034170986.1
OG0008530	XP_020718629.1	XP_034177442.1
OG0008531	XP_003395726.1	XP_034192812.1
OG0008532	XP_012164384.1	XP_034192763.1
OG0008533	XP_003401815.2	XP_034190443.1
OG0008534	XP_003402652.1	XP_034189412.1
OG0008535	XP_020722211.1	XP_034171152.1
OG0008536	XP_020721175.1	XP_034176283.1
OG0008537	XP_003395943.1	XP_034194763.1
OG0008538	XP_003402295.1	XP_034195658.1
OG0008540	XP_003392989.1	XP_034172277.1
OG0008541	XP_003393344.1	XP_034196367.1
OG0008542	XP_003393355.1	XP_034179019.1
OG0008543	XP_020721640.1	XP_034187030.1
OG0008544	XP_003396417.1	XP_034193157.1
OG0008545	XP_012170143.1	XP_034186793.1, XP_034186791.1
OG0008547	XP_003395184.1	XP_034174312.1
OG0008548	XP_020718980.1	XP_034195536.1
OG0008549	XP_012166629.1	XP_034181511.1
OG0008551	XP_012166547.1	XP_034188153.1
OG0008552	XP_003396517.1	XP_034189061.1
OG0008553	XP_003396238.1	XP_034180866.1
OG0008554	XP_012174789.1	XP_034193308.1
OG0008555	XP_003402905.1	XP_034193665.1
OG0008556	XP_003401496.1	XP_034179576.1
OG0008558	XP_003403198.1	XP_034185050.1
OG0008559	XP_012175119.1	XP_034184890.1
OG0008560	XP_003401882.1	XP_034184725.1
OG0008561	XP_012176382.1	XP_034188642.1
OG0008562	XP_012174199.1	XP_034181618.1
OG0008563	XP_020722701.1	XP_034178844.1
OG0008564	XP_003395762.1	XP_034177604.1
OG0008565	XP_003400079.1	XP_034178130.1
OG0008566	XP_012170720.1	XP_034178636.1
OG0008567	XP_020720643.1	XP_034185810.1
OG0008568	XP_003394967.1	XP_034174858.1
OG0008569	XP_012163501.1	XP_034173930.1
OG0008570	XP_003394756.1	XP_034173798.1
OG0008571	XP_020718486.1	XP_034174193.1
OG0008572	XP_012172507.2	XP_034193994.1
OG0008573	XP_003401577.1	XP_034179486.1
OG0008574	XP_020722568.1	XP_034179969.1
OG0008575	XP_020722781.1	XP_034178949.1
OG0008576	XP_003397605.1	XP_034184153.1
OG0008577	XP_003394266.1	XP_034188207.1
OG0008580	XP_003401388.1	XP_034179483.1
OG0008581	XP_003401229.1	XP_034179282.1
OG0008582	XP_020722551.1	XP_034179401.1
OG0008583	XP_003396092.1	XP_034195375.1
OG0008584	XP_012173729.1	XP_034183086.1
OG0008585	XP_020720075.1	XP_034180005.1
OG0008586	XP_012166764.1	XP_034195655.1
OG0008587	XP_012164509.1	XP_034192945.1
OG0008588	XP_003398391.1	XP_034183852.1
OG0008591	XP_020723858.1	XP_034185257.1
OG0008592	XP_012175255.1	XP_034184893.1
OG0008594	XP_012163402.1	XP_034187667.1
OG0008595	XP_012163407.1	XP_034187355.1
OG0008596	XP_012163147.1	XP_034173809.1
OG0008599	XP_012171677.1	XP_034191502.1
OG0008601	XP_012170160.1	XP_034194165.1
OG0008602	XP_012170079.1	XP_034186345.1
OG0008603	XP_012170175.1	XP_034190793.1
OG0008604	XP_012165028.1	XP_034189850.1
OG0008605	XP_020722459.1	XP_034178877.1
OG0008607	XP_012172068.1	XP_034195234.1
OG0008608	XP_003400984.1	XP_034178964.1
OG0008609	XP_012171996.1	XP_034178972.1
OG0008610	XP_012172064.1	XP_034194017.1
OG0008612	XP_012170700.1	XP_034171864.1
OG0008613	XP_012166387.1	XP_034181062.1
OG0008614	XP_020719842.1	XP_034181015.1
OG0008615	XP_003398808.1	XP_034176082.1
OG0008616	XP_012163866.1	XP_034177498.1
OG0008617	XP_003398176.1	XP_034190132.1
OG0008618	XP_003401729.1	XP_034185282.1
OG0008619	XP_003403420.1	XP_034190329.1
OG0008620	XP_012175769.1	XP_034196620.1
OG0008621	XP_012175766.1	XP_034196603.1
OG0008622	XP_012175762.1, XP_012175760.1	XP_034196618.1
OG0008623	XP_012163790.1	XP_034176810.1
OG0008624	XP_003395538.1	XP_034176901.1
OG0008625	XP_012164903.1	XP_034191065.1
OG0008626	XP_003396038.1	XP_034194537.1
OG0008627	XP_020720799.1	XP_034185881.1
OG0008628	XP_012167941.1	XP_034189661.1
OG0008629	XP_012167959.1	XP_034189771.1
OG0008631	XP_020722029.1	XP_034180870.1
OG0008632	XP_012175644.1	XP_034171750.1
OG0008633	XP_012175629.1	XP_034170997.1
OG0008634	XP_003393922.1	XP_034171069.1
OG0008636	XP_020723822.1	XP_034170964.1
OG0008637	XP_020720695.1	XP_034189446.1
OG0008638	XP_003398247.1	XP_034186312.1
OG0008639	XP_003399320.1	XP_034176416.1
OG0008640	XP_003398775.1	XP_034193455.1
OG0008641	XP_012175181.1	XP_034185321.1
OG0008642	XP_020721486.1	XP_034190726.1
OG0008643	XP_012174102.1	XP_034173712.1
OG0008644	XP_020720125.1	XP_034180280.1
OG0008645	XP_012167569.1	XP_034173489.1
OG0008646	XP_003397842.1	XP_034178589.1
OG0008647	XP_003393830.1	XP_034170942.1
OG0008649	XP_012165743.1	XP_034172526.1
OG0008650	XP_012165740.1	XP_034195386.1
OG0008651	XP_020723307.1	XP_034182119.1
OG0008652	XP_003393934.1	XP_034171632.1
OG0008653	XP_012173965.1	XP_034171466.1
OG0008654	XP_020723996.1	XP_034171899.1
OG0008655	XP_020724036.1	XP_034171686.1
OG0008656	XP_012175544.1	XP_034171598.1
OG0008657	XP_012175399.1	XP_034189975.1
OG0008658	XP_020720600.1	XP_034189858.1
OG0008659	XP_012174179.1	XP_034187746.1
OG0008660	XP_012176431.1	XP_034183058.1
OG0008661	XP_012170021.1	XP_034191346.1
OG0008662	XP_003399561.1	XP_034191296.1
OG0008664	XP_020719282.1	XP_034182044.1
OG0008665	XP_012166200.2	XP_034181435.1
OG0008666	XP_012169386.1	XP_034193087.1
OG0008667	XP_012172547.1	XP_034172885.1
OG0008669	XP_003395896.1	XP_034196408.1
OG0008670	XP_012173867.1	XP_034192426.1
OG0008671	XP_020723261.1	XP_034195938.1, XP_034195939.1
OG0008672	XP_012168079.1	XP_034172610.1
OG0008673	XP_003393210.1	XP_034172149.1
OG0008674	XP_003392988.1	XP_034172275.1
OG0008675	XP_020724183.1	XP_034172682.1
OG0008676	XP_003393505.2	XP_034172835.1
OG0008677	XP_003393333.3	XP_034173586.1
OG0008678	XP_020719592.1	XP_034195688.1
OG0008679	XP_012166413.1	XP_034196372.1
OG0008680	XP_012166570.1	XP_034179143.1
OG0008681	XP_003398607.1	XP_034187461.1
OG0008682	XP_020718661.1	XP_034177799.1
OG0008683	XP_012175692.1	XP_034171154.1
OG0008684	XP_003393880.1	XP_034171688.1
OG0008685	XP_012173971.2	XP_034182130.1
OG0008686	XP_012173964.1	XP_034188321.1
OG0008688	XP_003394938.2	XP_034187485.1, XP_034187484.1
OG0008689	XP_003394984.1	XP_034174441.1
OG0008690	XP_020718548.1	XP_034174373.1
