Orthogroup	Bombus_terrestris	Habropoda_laboriosa
OG0007614	XP_003393124.1	XP_017799215.1
OG0007615	XP_003393191.1	XP_017798976.1
OG0007616	XP_012165266.1	XP_017792350.1
OG0007617	XP_003396296.1	XP_017792296.1
OG0007618	XP_003398748.1	XP_017798230.1
OG0007619	XP_003402787.1	XP_017793241.1
OG0007620	XP_012165063.1	XP_017797206.1
OG0007621	XP_012167397.1	XP_017788370.1
OG0007622	XP_020723070.1	XP_017796456.1
OG0007623	XP_020722896.1	XP_017788235.1
OG0007625	XP_003394071.1	XP_017787754.1
OG0007626	XP_003402863.1	XP_017795249.1
OG0007628	XP_003394159.1	XP_017796852.1
OG0007629	XP_012175969.1	XP_017788529.1
OG0007630	XP_003394325.1	XP_017789525.1
OG0007631	XP_012176166.2	XP_017789336.1
OG0007632	XP_003394980.1	XP_017797156.1
OG0007633	XP_003395033.2	XP_017793806.1
OG0007634	XP_003395049.1	XP_017797153.1
OG0007635	XP_003395617.1	XP_017791937.1
OG0007636	XP_012164052.1	XP_017790693.1
OG0007637	XP_020718963.1	XP_017790836.1
OG0007638	XP_003395847.1	XP_017790649.1
OG0007639	XP_012164855.1	XP_017789095.1
OG0007640	XP_012164933.1	XP_017796772.1
OG0007641	XP_012165579.1	XP_017792329.1
OG0007642	XP_003394934.1	XP_017798177.1
OG0007643	XP_012166024.1	XP_017791034.1
OG0007644	XP_003403257.1	XP_017798769.1
OG0007645	XP_003397222.1	XP_017789988.1
OG0007646	XP_003397228.1	XP_017789894.1
OG0007647	XP_003397486.1	XP_017790918.1
OG0007648	XP_003397937.1	XP_017794517.1
OG0007649	XP_020720391.1	XP_017794508.1
OG0007650	XP_003397948.1	XP_017795130.1
OG0007651	XP_003397876.1	XP_017796816.1
OG0007652	XP_003403136.1	XP_017799498.1
OG0007653	XP_020721559.1	XP_017792457.1
OG0007654	XP_012170774.1	XP_017789889.1
OG0007655	XP_003400604.1	XP_017792520.1
OG0007656	XP_012175063.1	XP_017791298.1
OG0007657	XP_003402607.1	XP_017797979.1
OG0007658	XP_020719440.1	XP_017792376.1
OG0007659	XP_003397265.1	XP_017790029.1
OG0007660	XP_003400834.1	XP_017797820.1
OG0007661	XP_003396359.1	XP_017792354.1
OG0007662	XP_003396735.1	XP_017792039.1
OG0007663	XP_003398268.1	XP_017791666.1
OG0007664	XP_003403250.1	XP_017798848.1
OG0007665	XP_003393310.1	XP_017788309.1
OG0007666	XP_003395195.1	XP_017795272.1
OG0007667	XP_003402411.1	XP_017798182.1
OG0007668	XP_003399816.1	XP_017794965.1
OG0007669	XP_003399430.1	XP_017793381.1
OG0007670	XP_012173006.1	XP_017793971.1
OG0007671	XP_003396503.1	XP_017792012.1
OG0007672	XP_003395197.1	XP_017795280.1
OG0007673	XP_003398822.1	XP_017789595.1
OG0007674	XP_003401327.1	XP_017787602.1
OG0007675	XP_003403162.1	XP_017799594.1
OG0007676	XP_003393371.1	XP_017794668.1
OG0007677	XP_003392886.1	XP_017799227.1
OG0007678	XP_012166767.2	XP_017797360.1
OG0007679	XP_003400054.1	XP_017789849.1
OG0007680	XP_003393971.1	XP_017796393.1
OG0007681	XP_003401723.1	XP_017787461.1
OG0007682	XP_003399059.1	XP_017793412.1
OG0007683	XP_012166927.1	XP_017788318.1
OG0007684	XP_003398003.1	XP_017791774.1
OG0007685	XP_003397436.1	XP_017794351.1
OG0007686	XP_003395987.1	XP_017797606.1
OG0007687	XP_003400755.1	XP_017797742.1
OG0007688	XP_003394594.1	XP_017796147.1
OG0007689	XP_003393453.1	XP_017799202.1
OG0007690	XP_003397496.1	XP_017791169.1
OG0007691	XP_003397433.1	XP_017794367.1
OG0007692	XP_003395602.1	XP_017790845.1
OG0007693	XP_012175060.1	XP_017791255.1
OG0007694	XP_003394523.1	XP_017788167.1
OG0007695	XP_003394533.1	XP_017788092.1
OG0007696	XP_012165787.1	XP_017795155.1
OG0007697	XP_003397652.1	XP_017791433.1
OG0007698	XP_003394504.1	XP_017790513.1
OG0007699	XP_003398286.1	XP_017791581.1
OG0007700	XP_020720466.1	XP_017791091.1
OG0007701	XP_020722918.1	XP_017794082.1
OG0007702	XP_003398181.1	XP_017789674.1
OG0007703	XP_003397350.1	XP_017794044.1
OG0007704	XP_003394715.1	XP_017791676.1
OG0007705	XP_003400947.1	XP_017798737.1
OG0007706	XP_012166473.1	XP_017790049.1
OG0007707	XP_020720275.1	XP_017790867.1
OG0007708	XP_003399712.1	XP_017798454.1
OG0007709	XP_003402681.1	XP_017796437.1
OG0007710	XP_003402308.1	XP_017797426.1
OG0007711	XP_003394799.1	XP_017790055.1
OG0007712	XP_012171991.1	XP_017792630.1
OG0007713	XP_012172693.1	XP_017795879.1
OG0007714	XP_003402527.1	XP_017792687.1
OG0007715	XP_003395774.1	XP_017792194.1
OG0007716	XP_003402299.1	XP_017797481.1
OG0007717	XP_003399016.1	XP_017795584.1
OG0007718	XP_012175059.1	XP_017791224.1
OG0007719	XP_003396383.1	XP_017792244.1
OG0007720	XP_003395484.1	XP_017788656.1
OG0007721	XP_012164469.1	XP_017795473.1
OG0007722	XP_003401947.1	XP_017788512.1
OG0007723	XP_012167652.1	XP_017797335.1
OG0007724	XP_003398709.1	XP_017787709.1
OG0007725	XP_012172065.1	XP_017796656.1
OG0007726	XP_003400956.1	XP_017798716.1
OG0007727	XP_003401787.1	XP_017797991.1
OG0007728	XP_003394534.1	XP_017788102.1
OG0007729	XP_012176590.1	XP_017788091.1
OG0007730	XP_003398291.1	XP_017789818.1
OG0007731	XP_003394100.1	XP_017789409.1
OG0007732	XP_012172446.1	XP_017791825.1
OG0007733	XP_003401282.1	XP_017791817.1
OG0007734	XP_012166076.1	XP_017787862.1
OG0007735	XP_003393427.1	XP_017794551.1
OG0007736	XP_012172084.1	XP_017796682.1
OG0007737	XP_003395791.1	XP_017792152.1, XP_017792153.1
OG0007738	XP_012164084.1	XP_017792176.1
OG0007739	XP_003400256.1	XP_017791308.1
OG0007740	XP_003396790.1	XP_017788200.1
OG0007741	XP_003397079.1	XP_017798914.1
OG0007742	XP_003397142.1	XP_017798896.1
OG0007743	XP_003395091.1	XP_017797155.1
OG0007744	XP_003402243.1	XP_017792719.1
OG0007745	XP_003395656.1	XP_017792173.1
OG0007746	XP_003403286.1	XP_017793994.1
OG0007747	XP_003395957.1	XP_017793719.1
OG0007748	XP_003395561.1	XP_017793682.1
OG0007749	XP_003400274.1	XP_017788818.1
OG0007750	XP_003400415.1	XP_017794708.1
OG0007751	XP_012165995.1	XP_017791008.1
OG0007752	XP_012169485.1	XP_017795315.1
OG0007753	XP_003396357.1	XP_017792263.1
OG0007754	XP_003395006.1	XP_017796249.1
OG0007755	XP_003393305.1	XP_017788330.1
OG0007756	XP_003394646.1	XP_017791703.1
OG0007757	XP_003401510.1	XP_017793538.1
OG0007758	XP_003398336.1	XP_017793913.1
OG0007759	XP_003398714.1	XP_017787704.1
OG0007760	XP_003402565.1	XP_017795179.1
OG0007761	XP_003396892.1	XP_017787844.1
OG0007762	XP_012164652.1	XP_017797489.1
OG0007763	XP_003398800.1	XP_017793101.1
OG0007764	XP_003400668.2	XP_017788014.1
OG0007765	XP_003403111.1	XP_017794016.1
OG0007766	XP_012174946.1	XP_017794061.1
OG0007767	XP_003402913.1	XP_017797648.1
OG0007768	XP_003392955.1	XP_017799367.1
OG0007769	XP_003398447.1	XP_017795427.1
OG0007770	XP_012176731.1	XP_017796930.1
OG0007771	XP_012170707.1	XP_017788793.1
OG0007772	XP_012170622.1	XP_017791333.1
OG0007773	XP_012166796.1	XP_017794404.1
OG0007774	XP_003394133.1	XP_017796360.1
OG0007775	XP_003403050.1	XP_017791187.1
OG0007776	XP_003396264.1	XP_017794176.1
OG0007777	XP_012171654.1	XP_017797748.1
OG0007778	XP_012171648.1	XP_017797755.1
OG0007779	XP_003398135.1	XP_017789811.1
OG0007780	XP_020723839.1	XP_017796493.1
OG0007781	XP_012172766.1	XP_017796465.1
OG0007782	XP_012168095.1	XP_017790022.1
OG0007783	XP_003398066.1	XP_017791582.1
OG0007784	XP_003398294.1	XP_017791884.1
OG0007785	XP_003398292.1	XP_017791685.1
OG0007786	XP_003398232.1	XP_017792309.1
OG0007787	XP_003398237.1	XP_017792618.1
OG0007788	XP_003398203.1	XP_017789532.1
OG0007789	XP_003399409.1	XP_017793321.1
OG0007790	XP_012169775.2	XP_017793008.1
OG0007791	XP_012168661.1	XP_017793078.1
OG0007793	XP_003396764.1	XP_017791478.1
OG0007794	XP_003398953.1	XP_017790292.1
OG0007795	XP_003398929.1	XP_017795571.1
OG0007796	XP_003398896.1	XP_017792818.1
OG0007797	XP_012168992.1	XP_017792820.1
OG0007798	XP_012169492.2	XP_017792887.1
OG0007799	XP_020720889.1	XP_017792879.1
OG0007800	XP_003399189.1	XP_017792885.1
OG0007801	XP_003399352.1	XP_017789281.1
OG0007802	XP_003399349.1	XP_017789266.1
OG0007803	XP_003399348.1	XP_017789283.1
OG0007804	XP_003401432.1	XP_017796309.1
OG0007805	XP_012170213.1	XP_017791354.1
OG0007806	XP_003399691.1	XP_017791387.1
OG0007807	XP_003399924.1	XP_017795048.1
OG0007808	XP_003399706.1	XP_017795039.1
OG0007809	XP_003400167.1	XP_017788773.1
OG0007810	XP_003400174.1	XP_017788802.1
OG0007811	XP_003398615.1	XP_017788755.1
OG0007812	XP_003400249.1	XP_017788722.1
OG0007813	XP_020721776.1	XP_017788848.1
OG0007814	XP_003400065.1	XP_017789877.1
OG0007815	XP_003400847.1	XP_017794727.1
OG0007816	XP_003400882.1	XP_017794599.1
OG0007817	XP_003400888.1	XP_017787999.1
OG0007818	XP_012171496.1	XP_017788022.1
OG0007819	XP_003400631.2	XP_017798717.1
OG0007820	XP_012171613.1	XP_017796765.1
OG0007821	XP_003400749.1	XP_017797766.1
OG0007822	XP_003400564.1	XP_017798623.1
OG0007823	XP_003400575.1	XP_017798781.1
OG0007824	XP_003400611.1	XP_017798706.1
OG0007825	XP_003400465.1	XP_017798698.1
OG0007826	XP_003400454.1	XP_017798689.1
OG0007827	XP_003400446.1	XP_017798643.1
OG0007828	XP_003402534.1	XP_017798654.1
OG0007829	XP_003400388.1	XP_017798820.1
OG0007830	XP_003401039.1	XP_017796581.1
OG0007831	XP_003401126.1	XP_017791786.1
OG0007832	XP_012172555.1	XP_017792931.1
OG0007833	XP_003392981.2	XP_017788362.1
OG0007834	XP_003393136.1	XP_017799152.1
OG0007835	XP_012165957.1	XP_017799122.1
OG0007836	XP_012168750.1	XP_017798558.1
OG0007837	XP_012174436.1	XP_017793263.1
OG0007838	XP_012174462.1	XP_017793242.1
OG0007839	XP_003396865.1	XP_017791064.1
OG0007840	XP_020720328.1	XP_017797183.1
OG0007841	XP_003393847.1	XP_017790530.1
OG0007842	XP_003393845.1	XP_017790522.1
OG0007843	XP_003394029.1	XP_017794469.1
OG0007844	XP_003403018.2	XP_017794462.1
OG0007845	XP_003394032.1	XP_017794471.1
OG0007846	XP_003393721.2	XP_017792578.1
OG0007847	XP_003393722.1	XP_017792571.1
OG0007848	XP_012169824.1	XP_017787899.1
OG0007849	XP_003394230.2	XP_017788143.1
OG0007850	XP_003394210.1	XP_017789020.1
OG0007851	XP_020724185.1	XP_017789042.1
OG0007852	XP_003394322.1	XP_017789395.1
OG0007853	XP_003402428.1	XP_017798074.1
OG0007854	XP_003395088.1	XP_017798202.1
OG0007855	XP_003395141.1	XP_017798288.1
OG0007856	XP_020718462.1	XP_017798134.1
OG0007857	XP_003395212.1	XP_017787955.1
OG0007858	XP_012163484.2	XP_017797159.1
OG0007859	XP_003395058.1	XP_017797194.1
OG0007860	XP_003394942.1	XP_017796969.1
OG0007861	XP_003395496.1	XP_017790751.1
OG0007862	XP_003395490.1	XP_017790809.1
OG0007863	XP_003395502.1	XP_017790668.1
OG0007864	XP_003395444.1	XP_017796087.1
OG0007865	XP_012163791.1	XP_017796047.1
OG0007866	XP_003395409.2	XP_017790808.1
OG0007867	XP_012164134.1	XP_017792191.1
OG0007868	XP_003396770.1	XP_017791472.1
OG0007869	XP_003396769.1	XP_017791473.1
OG0007870	XP_003396572.1	XP_017792378.1
OG0007871	XP_003396851.1	XP_017792406.1
OG0007872	XP_003394930.1	XP_017798169.1
OG0007873	XP_003396875.1	XP_017791035.1
OG0007874	XP_020719202.1	XP_017795656.1
OG0007875	XP_012166292.2	XP_017793887.1
OG0007876	XP_003397371.1	XP_017793809.1
OG0007877	XP_003397229.1	XP_017790002.1
OG0007878	XP_003397366.1	XP_017793947.1
OG0007879	XP_012173259.1	XP_017787420.1
OG0007880	XP_003397331.1	XP_017794125.1
OG0007881	XP_003397085.1	XP_017798866.1
OG0007882	XP_003401855.1	XP_017787474.1
OG0007883	XP_003403025.2	XP_017787448.1
OG0007884	XP_003397931.1	XP_017794531.1
OG0007885	XP_003397933.1	XP_017794516.1
OG0007886	XP_012167474.1	XP_017794512.1
OG0007888	XP_003397416.1	XP_017799507.1
OG0007889	XP_003397819.1	XP_017799608.1
OG0007890	XP_003397888.1	XP_017794368.1
OG0007891	XP_003397925.1	XP_017794124.1
OG0007892	XP_003393562.1	XP_017794827.1
OG0007893	XP_003401753.1	XP_017787413.1
OG0007894	XP_003398952.1	XP_017790296.1
OG0007895	XP_003402715.1	XP_017793266.1
OG0007896	XP_012168074.1	XP_017793844.1
OG0007897	XP_003399544.1	XP_017794866.1
OG0007898	XP_003396151.1	XP_017789113.1
OG0007899	XP_003397890.1	XP_017794359.1
OG0007900	XP_012167590.1	XP_017794330.1
OG0007901	XP_012169841.1	XP_017798364.1
OG0007902	XP_012167151.1	XP_017795087.1
OG0007903	XP_003397856.1	XP_017795712.1
OG0007904	XP_020722006.1	XP_017798694.1
OG0007905	XP_012166836.1	XP_017799521.1
OG0007906	XP_003402402.1	XP_017798162.1
OG0007907	XP_003400673.2	XP_017798559.1
OG0007908	XP_012163544.1	XP_017797180.1
OG0007909	XP_003399785.1	XP_017794952.1
OG0007910	XP_003398024.3	XP_017794128.1
OG0007911	XP_012170335.1	XP_017794873.1
OG0007912	XP_003399094.1	XP_017793456.1
OG0007913	XP_012166176.1	XP_017794259.1
OG0007914	XP_003399812.1	XP_017794994.1
OG0007915	XP_003399771.1	XP_017794885.1
OG0007916	XP_003398354.1	XP_017795478.1
OG0007917	XP_003393392.1	XP_017794662.1
OG0007918	XP_003397163.1	XP_017790505.1
OG0007919	XP_012166227.1	XP_017790443.1
OG0007920	XP_003401233.1	XP_017792948.1
OG0007921	XP_003396794.1	XP_017792353.1
OG0007922	XP_003393073.1	XP_017799051.1
OG0007923	XP_003393075.1	XP_017799062.1
OG0007924	XP_003398149.1	XP_017791507.1
OG0007925	XP_003393654.1	XP_017792676.1
OG0007926	XP_003399748.1	XP_017795009.1
OG0007927	XP_003401539.1	XP_017794788.1
OG0007928	XP_012175233.1	XP_017798859.1
OG0007929	XP_012164364.1	XP_017790643.1
OG0007930	XP_012169143.1	XP_017790269.1
OG0007931	XP_003393372.1	XP_017794700.1
OG0007932	XP_003401425.1	XP_017789575.1
OG0007933	XP_012174485.1	XP_017793251.1
OG0007934	XP_003401395.3	XP_017795116.1
OG0007935	XP_003401442.1	XP_017796333.1
OG0007936	XP_003402248.1	XP_017791674.1
OG0007937	XP_003398018.1	XP_017791770.1
OG0007938	XP_003397554.2	XP_017799598.1
OG0007939	XP_003401721.1	XP_017787407.1
OG0007940	XP_012174662.1	XP_017789401.1
OG0007941	XP_012169268.1	XP_017793332.1
OG0007942	XP_003394781.1	XP_017788681.1
OG0007943	XP_003395500.1	XP_017788646.1
OG0007944	XP_003394612.1	XP_017788078.1
OG0007945	XP_003394688.1	XP_017791688.1
OG0007946	XP_003394628.1	XP_017788128.1
OG0007947	XP_012169369.1	XP_017792961.1
OG0007948	XP_020720311.1	XP_017797310.1
OG0007949	XP_003393000.1	XP_017799248.1
OG0007950	XP_012165799.1	XP_017795147.1
OG0007951	XP_012169336.1	XP_017793075.1
OG0007952	XP_003397092.1	XP_017798894.1
OG0007953	XP_003403188.1	XP_017791113.1
OG0007954	XP_003395114.1	XP_017797166.1
OG0007955	XP_020723371.1	XP_017798224.1
OG0007956	XP_003393640.1	XP_017792582.1
OG0007957	XP_003401706.1	XP_017794058.1
OG0007958	XP_003403068.1	XP_017791217.1
OG0007959	XP_012176462.1	XP_017791921.1
OG0007960	XP_003399412.1	XP_017797880.1
OG0007961	XP_003401925.1	XP_017794000.1
OG0007962	XP_012176386.1	XP_017788140.1
OG0007963	XP_012165217.1	XP_017794235.1
OG0007964	XP_003402674.1	XP_017796485.1
OG0007965	XP_012170301.1	XP_017791399.1
OG0007966	XP_003397974.1	XP_017790908.1
OG0007967	XP_003397973.1	XP_017790858.1
OG0007968	XP_012176676.1	XP_017799102.1
OG0007969	XP_003396363.1	XP_017792248.1
OG0007970	XP_003402371.1	XP_017790517.1
OG0007971	XP_003393174.1	XP_017788326.1
OG0007972	XP_003394704.1	XP_017791721.1
OG0007973	XP_003394873.2	XP_017797840.1
OG0007974	XP_012176154.1	XP_017789479.1
OG0007975	XP_003400402.1	XP_017798650.1
OG0007976	XP_003398442.1	XP_017793927.1
OG0007977	XP_003399897.1	XP_017792440.1
OG0007978	XP_020722130.1	XP_017787992.1
OG0007979	XP_003399495.1	XP_017791339.1
OG0007980	XP_003403335.1	XP_017792111.1
OG0007981	XP_003402252.1	XP_017791152.1
OG0007982	XP_020723790.1	XP_017791178.1
OG0007983	XP_003401467.1	XP_017789571.1
OG0007984	XP_003394798.1	XP_017790154.1
OG0007985	XP_003392894.1	XP_017799224.1
OG0007986	XP_003395373.1	XP_017796033.1
OG0007987	XP_003399084.1	XP_017793406.1
OG0007988	XP_012168815.1	XP_017793297.1
OG0007989	XP_003402487.1	XP_017797082.1
OG0007990	XP_003400001.1	XP_017798415.1
OG0007991	XP_003394847.1	XP_017797890.1
OG0007992	XP_003396227.1	XP_017797894.1
OG0007993	XP_003394663.1	XP_017790171.1
OG0007994	XP_003393645.1	XP_017792628.1
OG0007995	XP_003394098.1	XP_017789350.1
OG0007996	XP_012173769.1, XP_003402233.1	XP_017792735.1
OG0007997	XP_012168131.1	XP_017790111.1
OG0007998	XP_020723084.1	XP_017788590.1
OG0007999	XP_012164325.1	XP_017792193.1
OG0008000	XP_020719340.1	XP_017787868.1
OG0008001	XP_020723657.1	XP_017789136.1
OG0008002	XP_012167000.1	XP_017790945.1
OG0008003	XP_003395008.1	XP_017796413.1
OG0008004	XP_003395164.1	XP_017797204.1
OG0008005	XP_020718875.1	XP_017799065.1
OG0008006	XP_003399590.1	XP_017791414.1
OG0008007	XP_003402856.1	XP_017795228.1
OG0008008	XP_003393753.1	XP_017792566.1
OG0008009	XP_003395503.1	XP_017789788.1
OG0008010	XP_003401834.2	XP_017791208.1
OG0008011	XP_003394036.1	XP_017794455.1
OG0008012	XP_012169385.1	XP_017793017.1
OG0008013	XP_003395807.1	XP_017790765.1
OG0008014	XP_003393593.2	XP_017787896.1
OG0008015	XP_003397429.1	XP_017794347.1
OG0008016	XP_003392992.1	XP_017788350.1
OG0008017	XP_003399527.1	XP_017794879.1
OG0008018	XP_020721982.1	XP_017787872.1
OG0008019	XP_003398028.1	XP_017797371.1
OG0008020	XP_003401346.1	XP_017799166.1
OG0008021	XP_003398373.1	XP_017790161.1
OG0008022	XP_012165510.1	XP_017792055.1
OG0008023	XP_003396015.1	XP_017789040.1
OG0008024	XP_003399244.2	XP_017790285.1
OG0008025	XP_003396759.1	XP_017791474.1
OG0008026	XP_003394524.1	XP_017788064.1
OG0008027	XP_003394537.1	XP_017788106.1
OG0008029	XP_012174690.2	XP_017795248.1
OG0008030	XP_003400930.1	XP_017794699.1
OG0008031	XP_012173894.1	XP_017797430.1
OG0008032	XP_012168143.1	XP_017789956.1
OG0008033	XP_003402209.1	XP_017798303.1
OG0008034	XP_003400798.1	XP_017797777.1
OG0008035	XP_012174765.1	XP_017795828.1
OG0008036	XP_003401102.1	XP_017796594.1
OG0008037	XP_012172237.1, XP_020722460.1	XP_017796654.1
OG0008038	XP_003395925.1	XP_017793571.1
OG0008039	XP_012164324.2	XP_017792155.1
OG0008040	XP_012164090.1	XP_017792192.1
OG0008041	XP_012172979.1	XP_017799494.1
OG0008042	XP_003399139.1	XP_017787711.1
OG0008043	XP_003393569.1	XP_017794706.1
OG0008044	XP_012164571.1	XP_017793732.1
OG0008045	XP_012176651.2	XP_017791710.1
OG0008046	XP_012169739.1	XP_017793039.1
OG0008047	XP_012169413.1	XP_017799137.1
OG0008048	XP_020720826.1	XP_017793919.1
OG0008049	XP_003397078.1	XP_017798919.1
OG0008050	XP_003400810.1	XP_017797775.1
OG0008051	XP_012175579.1	XP_017790429.1
OG0008052	XP_012166493.1	XP_017790245.1
OG0008053	XP_012166305.1	XP_017790497.1
OG0008054	XP_003397035.1	XP_017790499.1
OG0008055	XP_003397284.1	XP_017790178.1
OG0008056	XP_003397996.2	XP_017790925.1
OG0008057	XP_003393701.1	XP_017796486.1
OG0008058	XP_003396791.1	XP_017788231.1
OG0008059	XP_003400197.1	XP_017795135.1
OG0008060	XP_003399074.1	XP_017793424.1
OG0008061	XP_003399075.1	XP_017793360.1
OG0008062	XP_020720745.1	XP_017793850.1
OG0008063	XP_003393609.1	XP_017787908.1
OG0008064	XP_003403037.1	XP_017791233.1
OG0008065	XP_012171656.1, XP_003400731.1	XP_017797768.1
OG0008066	XP_003396698.1	XP_017795186.1
OG0008067	XP_012166149.1	XP_017795633.1
OG0008068	XP_012166146.1	XP_017795636.1
OG0008069	XP_003394348.1	XP_017789461.1
OG0008070	XP_003394596.1	XP_017796164.1
OG0008071	XP_020721142.1	XP_017793034.1
OG0008072	XP_003399144.1	XP_017793052.1
OG0008073	XP_003400726.1	XP_017788015.1
OG0008074	XP_020718251.1	XP_017789472.1
OG0008075	XP_020721741.1	XP_017794989.1
OG0008076	XP_020722966.1	XP_017793995.1
OG0008077	XP_012166038.1	XP_017795624.1
OG0008078	XP_003396894.1	XP_017787833.1
OG0008079	XP_003393140.1	XP_017799372.1
OG0008080	XP_020718518.1	XP_017798274.1
OG0008081	XP_003394770.1	XP_017798278.1
OG0008082	XP_003392882.1	XP_017797228.1
OG0008083	XP_003399641.1	XP_017798461.1
OG0008084	XP_003393410.1	XP_017794561.1
OG0008085	XP_003392898.1	XP_017799273.1
OG0008086	XP_003394645.1	XP_017790097.1
OG0008087	XP_012174948.1	XP_017794018.1, XP_017794017.1
OG0008088	XP_003397153.1	XP_017798890.1
OG0008090	XP_003401697.1	XP_017794043.1
OG0008091	XP_003394668.1	XP_017791728.1
OG0008092	XP_012173010.1	XP_017799252.1
OG0008093	XP_003392954.1	XP_017799251.1
OG0008094	XP_012175204.1	XP_017791184.1
OG0008095	XP_003399839.2	XP_017787579.1
OG0008096	XP_003394264.1	XP_017788836.1
OG0008097	XP_003396065.1	XP_017789155.1
OG0008098	XP_003395802.1	XP_017790785.1
OG0008099	NP_001295236.1	XP_017790771.1
OG0008100	XP_003400678.1	XP_017798732.1
OG0008101	XP_020721599.1	XP_017798351.1
OG0008102	XP_003394293.2	XP_017789488.1
OG0008103	XP_003398812.1	XP_017789702.1
OG0008104	XP_003397233.1	XP_017790106.1
OG0008105	XP_020721296.1	XP_017797858.1
OG0008106	XP_012170572.1	XP_017792447.1
OG0008107	XP_003400499.1	XP_017794672.1
OG0008108	XP_020723722.1	XP_017787881.1
OG0008109	XP_020722161.1, XP_020722162.1	XP_017797788.1
OG0008110	XP_020719849.1	XP_017798936.1
OG0008111	XP_003393581.1	XP_017794746.1
OG0008112	XP_003393539.1	XP_017797306.1
OG0008113	XP_003398691.1	XP_017793354.1
OG0008114	XP_003393750.2	XP_017792577.1
OG0008115	XP_003401638.1	XP_017787484.1
OG0008116	XP_003400538.1	XP_017794649.1
OG0008117	XP_003396392.1	XP_017788180.1
OG0008118	XP_003398279.1	XP_017791771.1
OG0008119	XP_012165470.1	XP_017788210.1
OG0008121	XP_012164442.1	XP_017795344.1
OG0008122	XP_003393759.1	XP_017796530.1
OG0008123	XP_003393776.1	XP_017789013.1
OG0008124	XP_012170657.1, XP_003393541.1	XP_017797303.1
OG0008125	XP_003396021.1	XP_017789188.1
OG0008126	XP_003397389.1	XP_017794266.1
OG0008127	XP_003398200.1	XP_017789750.1
OG0008128	XP_003400965.1	XP_017794667.1
OG0008129	XP_003393778.1	XP_017788583.1
OG0008130	XP_020718862.1	XP_017790685.1
OG0008131	XP_003401234.1	XP_017792947.1
OG0008132	XP_003393045.1	XP_017799339.1
OG0008133	XP_003402669.1	XP_017788372.1
OG0008134	XP_003394010.1	XP_017794452.1
OG0008135	XP_012163334.1	XP_017798133.1
OG0008136	XP_003403177.1	XP_017799574.1
OG0008137	XP_003401434.1	XP_017796326.1
OG0008138	XP_020721225.1	XP_017789705.1
OG0008139	XP_003399164.1	XP_017789585.1
OG0008140	XP_012173853.1	XP_017797495.1
OG0008141	XP_003399282.1	XP_017796931.1
OG0008142	XP_003401914.1	XP_017794001.1
OG0008143	XP_003397986.1	XP_017795927.1
OG0008144	XP_020719199.1	XP_017787814.1
OG0008145	XP_020718823.1	XP_017788637.1
OG0008146	XP_003396044.1	XP_017789076.1
OG0008147	XP_003396242.1	XP_017794244.1
OG0008148	XP_012175878.1	XP_017789309.1
OG0008149	XP_012174365.1	XP_017796500.1
OG0008150	XP_003393558.1	XP_017795115.1
OG0008151	XP_003392863.1	XP_017795704.1
OG0008152	XP_003399959.1	XP_017791407.1
OG0008153	XP_012170580.1	XP_017798330.1
OG0008154	XP_003394334.1	XP_017789419.1
OG0008155	XP_012176114.1	XP_017789344.1
OG0008156	XP_003395110.2	XP_017797221.1
OG0008157	XP_003402099.1	XP_017795324.1
OG0008158	XP_012173680.1	XP_017794958.1
OG0008159	XP_012172027.1	XP_017789708.1
OG0008160	XP_003395819.1	XP_017790682.1
OG0008161	XP_003401810.1	XP_017798010.1
OG0008162	XP_003398833.1	XP_017789676.1
OG0008163	XP_012168887.1	XP_017789594.1
OG0008164	XP_012164326.1	XP_017799220.1
OG0008165	XP_003395953.1	XP_017793720.1
OG0008166	XP_003396000.2	XP_017789110.1
OG0008167	XP_012170434.1	XP_017794963.1
OG0008168	XP_003393173.1	XP_017788336.1
OG0008169	XP_003397263.1	XP_017790112.1
OG0008170	XP_012173980.1	XP_017790411.1
OG0008171	XP_003393594.1	XP_017787880.1
OG0008172	XP_020721033.1	XP_017793373.1
OG0008173	XP_020721264.1	XP_017799170.1
OG0008174	XP_003393792.1	XP_017788261.1
OG0008175	XP_012171643.1	XP_017797761.1
OG0008176	XP_003402110.1	XP_017794941.1
OG0008177	XP_003400963.1	XP_017797713.1
OG0008178	XP_003394583.1	XP_017796149.1
OG0008179	XP_003397262.1	XP_017790233.1
OG0008180	XP_003394031.1	XP_017794467.1
OG0008181	XP_003394390.1	XP_017788977.1
OG0008182	XP_003403369.1	XP_017795413.1
OG0008183	XP_012173168.1	XP_017797959.1
OG0008184	XP_003392881.1	XP_017797509.1
OG0008185	XP_003394868.1	XP_017797886.1
OG0008186	XP_003395443.1	XP_017796089.1
OG0008187	XP_012164806.1	XP_017789051.1
OG0008188	XP_003395160.1	XP_017797016.1
OG0008189	XP_003394876.1	XP_017797897.1
OG0008190	XP_003393181.1	XP_017788313.1
OG0008191	XP_003396454.1	XP_017794291.1
OG0008192	XP_003399628.1	XP_017791489.1
OG0008193	XP_020719070.1	XP_017797503.1
OG0008194	XP_012173359.1	XP_017788612.1
OG0008195	XP_003402135.1	XP_017794902.1
OG0008196	XP_003402095.1	XP_017788591.1
OG0008197	XP_003394291.1	XP_017789487.1
OG0008198	XP_003393180.1	XP_017788321.1
OG0008199	XP_003393856.1	XP_017790413.1
