Orthogroup	Bombus_terrestris	Megalopta_genalis
OG0006763	XP_003394209.2	XP_033322093.1
OG0006764	XP_020724311.1	XP_033329893.1
OG0006765	XP_012168748.1	XP_033337820.1
OG0006766	XP_003394154.1	XP_033337611.1
OG0006767	XP_012176054.1	XP_033321913.1
OG0006768	XP_020724365.1	XP_033331225.1
OG0006769	XP_012176533.1	XP_033329850.1
OG0006770	XP_020724192.1	XP_033322025.1
OG0006771	XP_020723368.1	XP_033327015.1
OG0006772	XP_003402457.1	XP_033326965.1
OG0006773	XP_012163477.1	XP_033336799.1
OG0006774	XP_012163070.1	XP_033327163.1
OG0006775	XP_003394985.1	XP_033326583.1, XP_033326618.1
OG0006776	XP_012174171.1	XP_033326723.1
OG0006777	XP_003402421.1	XP_033336916.1
OG0006778	XP_012174168.1	XP_033326511.1
OG0006779	XP_012163726.2	XP_033332167.1
OG0006780	XP_003394976.1	XP_033326573.1
OG0006781	XP_020718332.1	XP_033324233.1
OG0006782	XP_012163368.1	XP_033324245.1
OG0006783	XP_003392884.1	XP_033341145.1
OG0006784	XP_003395244.1	XP_033327124.1
OG0006785	XP_012163075.1	XP_033326775.1
OG0006786	XP_012163591.1	XP_033329741.1
OG0006787	XP_003395201.1	XP_033333800.1
OG0006788	XP_020723344.1	XP_033338038.1
OG0006789	XP_020718385.1	XP_033338083.1
OG0006790	XP_003394961.1	XP_033335175.1
OG0006791	XP_003394963.1	XP_033335172.1
OG0006792	XP_003395129.1	XP_033329712.1
OG0006793	XP_012176730.2	XP_033326385.1
OG0006794	XP_020718402.1	XP_033326732.1
OG0006795	XP_012163661.1	XP_033333851.1
OG0006796	XP_020718457.1	XP_033327191.1
OG0006797	XP_020718873.1	XP_033327959.1
OG0006798	XP_003395739.3	XP_033328157.1
OG0006799	XP_003395737.1	XP_033328158.1
OG0006800	XP_012163873.1	XP_033337247.1
OG0006801	XP_003394129.1	XP_033323129.1
OG0006802	XP_003395565.1	XP_033328160.1
OG0006803	XP_020718804.1	XP_033335360.1
OG0006804	XP_012164508.1	XP_033324048.1
OG0006805	XP_003395866.1	XP_033338990.1
OG0006806	XP_003395407.1	XP_033339196.1
OG0006807	XP_020718673.1	XP_033324100.1
OG0006808	XP_020718936.1	XP_033332093.1
OG0006809	XP_003401826.1	XP_033329976.1
OG0006810	XP_012164402.1	XP_033324187.1
OG0006811	XP_003395663.1	XP_033338329.1
OG0006812	XP_012164157.1	XP_033324288.1
OG0006813	XP_003395792.1	XP_033332070.1
OG0006814	XP_020718981.1	XP_033320770.1
OG0006815	XP_012173896.1	XP_033342018.1
OG0006816	XP_012163135.1	XP_033330511.1
OG0006817	XP_012164944.1	XP_033322781.1
OG0006818	XP_003395895.1	XP_033330980.1
OG0006820	XP_020723554.1	XP_033330948.1
OG0006821	XP_020719145.1	XP_033322660.1
OG0006822	XP_020720442.1	XP_033330440.1
OG0006826	XP_003397140.1	XP_033329234.1
OG0006827	XP_012165681.1	XP_033331911.1
OG0006828	XP_012166433.2	XP_033332971.1
OG0006829	XP_020723318.1	XP_033334093.1
OG0006830	XP_003396643.1	XP_033328374.1
OG0006831	XP_012166483.1	XP_033329447.1
OG0006832	XP_012165576.1	XP_033340343.1
OG0006833	XP_003396645.1	XP_033340211.1
OG0006834	XP_003397173.1	XP_033332783.1
OG0006835	XP_012171467.1	XP_033332199.1
OG0006836	XP_012174295.1	XP_033339382.1
OG0006837	XP_012166589.1	XP_033329399.1
OG0006838	XP_012166519.1	XP_033332969.1
OG0006839	XP_012166190.2	XP_033333450.1
OG0006840	XP_003403114.2	XP_033321756.1
OG0006841	XP_003397318.1	XP_033329443.1
OG0006842	XP_012173302.1, XP_012173303.1	XP_033337492.1
OG0006843	XP_003401640.3	XP_033327461.1
OG0006844	XP_012175035.1	XP_033337768.1
OG0006845	XP_012174977.1	XP_033327509.1
OG0006846	XP_003401695.1	XP_033337594.1
OG0006847	XP_003401817.1	XP_033329953.1
OG0006848	XP_012173052.1	XP_033337617.1
OG0006849	XP_020719858.1	XP_033329673.1
OG0006850	XP_020723014.1	XP_033337327.1
OG0006851	XP_003396778.1	XP_033340600.1
OG0006852	XP_020722969.1	XP_033336589.1
OG0006853	XP_012175184.1	XP_033332570.1
OG0006854	XP_020723783.1	XP_033332566.1
OG0006855	XP_003401835.1	XP_033327485.1
OG0006856	XP_003397360.1	XP_033329295.1
OG0006857	XP_012166409.1	XP_033329296.1
OG0006858	XP_003397187.1	XP_033329339.1
OG0006859	XP_003397129.1	XP_033333122.1
OG0006860	XP_003401714.1	XP_033337800.1
OG0006861	XP_012166563.1	XP_033333087.1
OG0006863	XP_012172938.2	XP_033330317.1
OG0006864	XP_012174983.2	XP_033327352.1
OG0006865	XP_003397588.3	XP_033329747.1
OG0006866	XP_003397803.2	XP_033339163.1
OG0006867	XP_012167062.1	XP_033334306.1
OG0006868	XP_003397703.1	XP_033325537.1
OG0006869	XP_003397616.1	XP_033334077.1
OG0006870	XP_012166818.1	XP_033339525.1
OG0006871	XP_012167389.1	XP_033339284.1
OG0006872	XP_003397771.1	XP_033321110.1
OG0006873	XP_020720635.1	XP_033325910.1
OG0006874	XP_003398402.1	XP_033340877.1
OG0006875	XP_003398404.1	XP_033339575.1
OG0006876	XP_020724209.1	XP_033338307.1
OG0006877	XP_012168324.1	XP_033331401.1
OG0006878	XP_012168089.1	XP_033339513.1
OG0006879	XP_003398542.1	XP_033331409.1
OG0006880	XP_003398201.1	XP_033326022.1
OG0006881	XP_003398199.1	XP_033325376.1
OG0006882	XP_003392987.1	XP_033340134.1
OG0006883	XP_003400805.1	XP_033335654.1
OG0006884	XP_003398426.1	XP_033320926.1
OG0006885	XP_012167968.1	XP_033325396.1
OG0006886	XP_003398411.1	XP_033320990.1
OG0006887	XP_012168246.1	XP_033325382.1
OG0006888	XP_020720715.1	XP_033339597.1
OG0006889	XP_020720641.1	XP_033331709.1
OG0006890	XP_003398259.1	XP_033325456.1
OG0006891	XP_012167792.1	XP_033331468.1
OG0006892	XP_012168440.1	XP_033320951.1
OG0006893	XP_012165823.1	XP_033340357.1
OG0006894	XP_003398792.1, XP_020720999.1	XP_033342540.1
OG0006895	XP_003399357.1	XP_033334775.1
OG0006896	XP_012169816.1	XP_033334786.1
OG0006898	XP_003398891.1	XP_033342809.1
OG0006899	XP_012169036.1	XP_033334971.1
OG0006900	XP_012165109.1	XP_033329682.1
OG0006901	XP_012169656.1	XP_033342571.1
OG0006902	XP_003398674.1	XP_033342525.1
OG0006903	XP_003398784.1	XP_033342650.1
OG0006904	XP_012168859.1	XP_033321409.1
OG0006905	XP_012169145.1	XP_033334850.1
OG0006906	XP_003399100.1	XP_033342490.1
OG0006907	XP_020722258.1	XP_033336591.1
OG0006908	XP_020721121.1	XP_033342764.1
OG0006909	XP_020721293.1	XP_033342620.1
OG0006910	XP_020721172.1	XP_033342219.1
OG0006911	XP_012169808.1	XP_033334646.1
OG0006912	XP_012168806.1	XP_033334454.1
OG0006913	XP_012168583.1	XP_033342506.1
OG0006914	XP_012170590.1	XP_033341928.1
OG0006915	XP_012170300.1	XP_033331334.1
OG0006916	XP_020721683.1	XP_033323389.1
OG0006917	XP_012165248.1	XP_033341056.1
OG0006918	XP_012172465.1	XP_033338110.1
OG0006920	XP_003393172.1	XP_033340170.1
OG0006921	XP_020722567.1	XP_033324943.1
OG0006922	XP_012169999.1	XP_033335254.1
OG0006923	XP_003399815.1	XP_033332468.1
OG0006924	XP_012170216.1	XP_033322483.1
OG0006925	XP_003399935.1	XP_033335332.1
OG0006926	XP_012170761.1	XP_033334870.1
OG0006927	XP_020721955.1	XP_033332254.1
OG0006928	XP_012165968.2	XP_033341341.1
OG0006929	XP_012170773.1	XP_033330133.1
OG0006930	XP_020721962.1	XP_033339435.1
OG0006931	XP_020721814.1	XP_033328494.1
OG0006932	XP_020722263.1	XP_033335997.1, XP_033336264.1
OG0006933	XP_003400567.1	XP_033335888.1
OG0006934	XP_003400562.1	XP_033336268.1
OG0006935	XP_012164377.1	XP_033341187.1
OG0006936	XP_012171271.1	XP_033336179.1
OG0006937	XP_003400608.1	XP_033335981.1
OG0006938	XP_020722181.1	XP_033336470.1, XP_033336469.1
OG0006939	XP_012171279.1	XP_033336125.1
OG0006940	XP_003400390.1	XP_033336151.1
OG0006941	XP_003400396.1	XP_033335676.1
OG0006942	XP_003400808.1	XP_033330945.1
OG0006943	XP_003400757.1	XP_033335866.1
OG0006944	XP_003400680.1	XP_033336275.1
OG0006945	XP_012164739.1	XP_033328927.1
OG0006946	XP_003400729.1	XP_033336408.1
OG0006947	XP_003400892.1	XP_033336402.1
OG0006948	XP_003400506.1	XP_033330831.1
OG0006949	XP_012164790.1	XP_033340090.1
OG0006950	XP_003401027.1	XP_033324849.1
OG0006952	XP_003401073.1	XP_033343087.1
OG0006953	XP_003401288.1	XP_033341582.1
OG0006954	XP_020722756.1	XP_033342661.1
OG0006955	XP_003401129.1	XP_033339800.1
OG0006956	XP_003401491.1	XP_033341693.1
OG0006957	XP_003400400.1	XP_033324650.1
OG0006958	XP_020719568.1	XP_033328862.1
OG0006959	XP_003401370.1	XP_033340287.1
OG0006960	XP_012172379.1	XP_033324913.1
OG0006961	XP_012172325.1	XP_033324975.1
OG0006963	XP_003401328.1	XP_033324822.1
OG0006964	XP_003401321.1	XP_033324821.1
OG0006965	XP_012169558.1	XP_033329625.1
OG0006966	XP_020722761.1	XP_033341652.1
OG0006967	XP_012172694.1	XP_033342139.1
OG0006968	XP_003402207.2	XP_033332500.1
OG0006969	XP_012170183.1	XP_033326111.1
OG0006971	XP_003399674.1	XP_033325131.1
OG0006972	XP_003399609.1	XP_033338745.1
OG0006973	XP_012169838.1	XP_033326291.1
OG0006974	XP_003399660.2	XP_033331323.1
OG0006975	XP_003399731.1	XP_033338450.1
OG0006976	XP_003402258.1	XP_033324412.1
OG0006977	XP_020723173.1	XP_033332415.1
OG0006978	XP_003400153.1	XP_033337735.1
OG0006979	XP_012165772.1	XP_033340616.1
OG0006980	XP_003395276.1	XP_033335594.1
OG0006981	XP_012166078.1	XP_033329547.1
OG0006982	XP_003393474.3	XP_033328949.1, XP_033328948.1
OG0006983	XP_012169612.2	XP_033328956.1
OG0006984	XP_012172900.2	XP_033327447.1
OG0006985	XP_012164663.1	XP_033333805.1
OG0006986	XP_012164660.1	XP_033333791.1
OG0006987	XP_012173885.1	XP_033333813.1
OG0006988	XP_003397186.1	XP_033329579.1
OG0006989	XP_020719505.1	XP_033340400.1
OG0006990	XP_003396259.1	XP_033340403.1
OG0006991	XP_003399304.1	XP_033331665.1
OG0006992	XP_012169620.1	XP_033339638.1
OG0006993	XP_003393470.1	XP_033328950.1
OG0006994	XP_012168424.1	XP_033323023.1
OG0006996	XP_012167470.1	XP_033338721.1
OG0006997	XP_003396306.1	XP_033340617.1
OG0006998	XP_012166092.1	XP_033341388.1
OG0006999	XP_020723481.1	XP_033342106.1
OG0007000	XP_003394069.1	XP_033321481.1
OG0007001	XP_012175818.1	XP_033341971.1
OG0007004	XP_020719410.1	XP_033323814.1
OG0007005	XP_020721448.1	XP_033334152.1
OG0007006	XP_012165860.1	XP_033328324.1
OG0007007	XP_012171817.1	XP_033330593.1
OG0007008	XP_012172327.1	XP_033334278.1
OG0007009	XP_012173750.1	XP_033330709.1
OG0007010	XP_012170852.1	XP_033327770.1
OG0007012	XP_020724016.1	XP_033330605.1
OG0007013	XP_003398644.2	XP_033342142.1
OG0007014	XP_003394066.1	XP_033334244.1
OG0007015	XP_003402672.1	XP_033341948.1
OG0007017	XP_003393537.1	XP_033342200.1
OG0007018	XP_003393524.1	XP_033342174.1, XP_033342173.1
OG0007019	XP_003393852.1	XP_033334267.1
OG0007020	XP_003402665.1	XP_033342026.1
OG0007021	XP_012170785.1	XP_033331976.1
OG0007022	XP_020722072.1	XP_033339144.1, XP_033339143.1
OG0007023	XP_012170573.1	XP_033323681.1
OG0007024	XP_012165975.1	XP_033321301.1
OG0007025	XP_020722840.1	XP_033321492.1
OG0007027	XP_012173604.1	XP_033334260.1
OG0007028	XP_003402622.1	XP_033341998.1
OG0007029	XP_012163496.1	XP_033341094.1
OG0007030	XP_020724081.1	XP_033333885.1
OG0007031	XP_003394177.1	XP_033333884.1
OG0007032	XP_003394586.1	XP_033329827.1
OG0007033	XP_003394183.3	XP_033334340.1
OG0007034	XP_012176091.1	XP_033326096.1
OG0007035	XP_020719195.1	XP_033340742.1
OG0007036	XP_020724261.1	XP_033326613.1
OG0007037	XP_003394227.1	XP_033321826.1, XP_033321898.1
OG0007038	XP_012175889.1	XP_033323168.1
OG0007039	XP_012176241.1	XP_033328154.1
OG0007040	XP_012176000.1	XP_033321660.1
OG0007041	XP_020724180.1	XP_033331272.1
OG0007042	XP_012175944.1	XP_033321786.1
OG0007043	XP_012176567.1	XP_033321616.1
OG0007044	XP_020724265.1	XP_033331190.1
OG0007045	XP_012176634.1	XP_033322003.1
OG0007047	XP_012176035.1	XP_033321754.1
OG0007048	XP_012175956.1	XP_033333642.1
OG0007049	XP_003394565.1	XP_033325853.1
OG0007050	XP_012176518.1	XP_033327018.1
OG0007051	XP_020724381.1	XP_033331219.1
OG0007052	XP_012176270.2	XP_033329867.1
OG0007053	XP_003394349.1	XP_033327640.1
OG0007054	XP_012176280.1	XP_033326200.1
OG0007055	XP_020724166.1	XP_033323087.1
OG0007056	XP_012175951.2	XP_033333629.1
OG0007057	XP_020723627.1	XP_033341699.1
OG0007058	XP_020724206.1	XP_033321985.1
OG0007059	XP_003402864.1	XP_033333011.1
OG0007060	XP_020723624.1	XP_033321830.1
OG0007061	XP_012176084.1	XP_033326432.1
OG0007062	XP_003394415.1	XP_033321884.1
OG0007063	XP_020723614.1	XP_033327472.1
OG0007064	XP_003402876.1	XP_033326207.1
OG0007065	XP_020723599.1	XP_033323118.1
OG0007066	XP_012169544.1	XP_033341541.1
OG0007067	XP_020723305.1	XP_033321991.1
OG0007068	XP_020719784.1	XP_033341496.1
OG0007069	XP_012169311.1	XP_033341397.1
OG0007070	XP_020724288.1	XP_033341495.1
OG0007071	XP_020718255.1	XP_033322185.1
OG0007072	XP_020724154.1	XP_033341761.1
OG0007073	XP_003394323.1	XP_033321658.1
OG0007074	XP_012175897.1	XP_033323112.1
OG0007075	XP_012174586.1	XP_033324610.1
OG0007076	XP_012168368.1	XP_033330478.1
OG0007077	XP_003394240.1	XP_033321834.1
OG0007078	XP_012174129.1	XP_033327197.1
OG0007079	XP_012163369.1	XP_033324262.1
OG0007080	XP_003395128.1	XP_033332095.1
OG0007081	XP_003395190.2	XP_033322470.1
OG0007082	XP_012163095.2	XP_033338115.1
OG0007083	XP_003395094.1	XP_033336870.1
OG0007084	XP_012163518.1	XP_033336767.1
OG0007085	XP_003394899.1	XP_033327017.1
OG0007086	XP_012163593.1	XP_033329721.1
OG0007087	XP_003396212.1	XP_033323578.1
OG0007088	XP_003395189.1	XP_033332375.1
OG0007089	XP_012163640.2	XP_033329756.1
OG0007090	XP_012163493.1	XP_033324146.1
OG0007091	XP_003395100.1	XP_033336778.1
OG0007092	XP_012165054.1	XP_033331752.1
OG0007094	XP_012169526.1	XP_033327037.1
OG0007095	XP_012163389.1	XP_033325338.1
OG0007096	XP_003395017.1	XP_033337024.1
OG0007097	XP_020718553.1	XP_033338077.1
OG0007098	XP_020718571.1	XP_033329789.1
OG0007099	XP_003395131.1	XP_033329794.1
OG0007100	XP_012176736.1	XP_033326410.1
OG0007101	XP_020718300.1	XP_033326388.1
OG0007102	XP_012163406.1	XP_033326458.1
OG0007103	XP_012171227.1	XP_033333573.1
OG0007104	XP_012163319.1	XP_033335401.1
OG0007105	XP_003398981.1	XP_033326837.1
OG0007108	XP_012168947.1	XP_033339718.1
OG0007109	XP_003394857.1	XP_033337021.1
OG0007110	XP_020722097.1	XP_033339672.1
OG0007111	XP_003400485.1	XP_033340659.1
OG0007112	XP_003402423.1	XP_033326544.1
OG0007113	XP_020723382.1	XP_033338063.1
OG0007114	XP_012163653.1	XP_033332357.1
OG0007115	XP_012169534.1	XP_033327055.1
OG0007117	XP_003399553.1	XP_033338755.1
OG0007118	XP_012164148.1	XP_033324292.1
OG0007119	XP_012176447.1	XP_033322580.1
OG0007120	XP_012163912.1	XP_033337133.1
OG0007121	XP_012170309.1	XP_033326108.1
OG0007122	XP_012164246.1	XP_033331132.1
OG0007123	XP_003397970.1	XP_033340869.1
OG0007124	XP_012176465.2	XP_033322473.1
OG0007125	XP_012175822.1	XP_033337006.1
OG0007126	XP_012164518.1	XP_033332752.1
OG0007127	XP_020718871.1	XP_033328126.1
OG0007128	XP_012164224.1	XP_033326703.1
OG0007129	XP_012176427.1	XP_033322525.1
OG0007130	XP_020718852.1	XP_033338327.1
OG0007131	XP_012164123.1	XP_033324227.1
OG0007132	XP_012164190.1	XP_033324115.1
OG0007133	XP_020718891.1	XP_033328007.1
OG0007134	XP_012163985.1	XP_033324348.1
OG0007135	XP_012165943.1	XP_033328289.1
OG0007136	XP_003395414.1	XP_033335585.1
OG0007137	XP_020718679.1	XP_033324335.1
OG0007138	XP_003393090.1	XP_033341284.1
OG0007139	XP_012164277.1	XP_033336039.1
OG0007140	XP_020718855.1	XP_033322457.1
OG0007141	XP_020718853.1	XP_033339682.1
OG0007142	XP_020723290.1	XP_033324444.1
OG0007143	XP_003395341.1	XP_033332720.1
OG0007144	XP_012164403.2	XP_033333077.1
OG0007145	XP_003395366.1	XP_033323855.1
OG0007146	XP_003394661.1	XP_033338298.1
OG0007147	XP_020718848.1	XP_033338375.1
OG0007148	XP_020718834.1	XP_033332176.1
OG0007149	XP_020723030.1	XP_033339666.1
OG0007150	XP_020721614.1, XP_020721615.1	XP_033326245.1
OG0007151	XP_003401995.2	XP_033332112.1
OG0007152	XP_012173521.1	XP_033332142.1
OG0007153	XP_020718591.1	XP_033339261.1
OG0007154	XP_012173524.1	XP_033324349.1
OG0007155	XP_020718844.1	XP_033328244.1
OG0007156	XP_003395374.1	XP_033334006.1
OG0007157	XP_003395470.1	XP_033328273.1
OG0007158	XP_012164041.2	XP_033333969.1
OG0007159	XP_003395319.1	XP_033332895.1
OG0007160	XP_020723685.1	XP_033320819.1
OG0007161	XP_003396056.1	XP_033329099.1
OG0007162	XP_003396057.1	XP_033321063.1
OG0007164	XP_020723677.1	XP_033322762.1
OG0007165	XP_003402728.1	XP_033339395.1
OG0007166	XP_020723886.1	XP_033327877.1
OG0007167	XP_020718967.1	XP_033329158.1
OG0007168	XP_003397663.1	XP_033339753.1
OG0007169	XP_012167232.1	XP_033339738.1
OG0007170	XP_003403295.1	XP_033322812.1
OG0007171	XP_003395893.1	XP_033333869.1
OG0007172	XP_012174792.1	XP_033326889.1
OG0007173	XP_012174836.1	XP_033333449.1
OG0007174	XP_020719121.1	XP_033321039.1
OG0007175	XP_020723637.1	XP_033321060.1
OG0007176	XP_003402732.1	XP_033322605.1
OG0007177	XP_012167272.2	XP_033331701.1
OG0007178	XP_020719083.1	XP_033320776.1
OG0007179	XP_020719111.1	XP_033330993.1
OG0007180	XP_020723697.1	XP_033333686.1
OG0007181	XP_012164692.2	XP_033329676.1
OG0007183	XP_003394795.1	XP_033333660.1
OG0007184	XP_003396128.1	XP_033321038.1
OG0007185	XP_020718554.1	XP_033333376.1
OG0007186	XP_003402742.1	XP_033322715.1, XP_033322612.1
OG0007189	XP_003395927.1	XP_033329683.1
OG0007190	XP_020723553.1	XP_033339390.1
OG0007191	XP_003395993.1	XP_033326898.1
OG0007192	XP_012173851.1	XP_033329063.1
OG0007193	XP_020723650.1	XP_033329125.1
OG0007194	XP_020719123.1	XP_033331084.1
OG0007195	XP_012166756.1	XP_033330445.1
OG0007196	XP_020719179.1	XP_033323742.1
OG0007197	XP_003396445.1	XP_033340567.1
OG0007198	XP_012174284.1	XP_033329148.1
OG0007199	XP_012167224.1	XP_033329715.1
OG0007200	XP_003395999.1	XP_033322826.1
OG0007201	XP_003397281.1	XP_033329395.1
OG0007202	XP_003397022.1	XP_033332740.1
OG0007203	XP_012165758.1	XP_033333318.1
OG0007204	XP_003396967.1	XP_033338106.1
OG0007205	XP_003396621.1	XP_033340652.1
OG0007206	XP_003396999.1	XP_033333329.1
OG0007207	XP_012166139.1	XP_033321326.1
OG0007208	XP_012174292.1	XP_033339386.1
OG0007209	XP_003396890.1	XP_033328724.1
OG0007210	XP_012174241.1	XP_033322559.1
OG0007211	XP_020719540.1	XP_033328505.1, XP_033328504.1
OG0007212	XP_012166196.2	XP_033340750.1
OG0007213	XP_003396630.1	XP_033331866.1
OG0007214	XP_003396781.1	XP_033340542.1
OG0007215	XP_003403285.1	XP_033329213.1
OG0007216	XP_003396602.1	XP_033340227.1
OG0007217	XP_012166121.1	XP_033340107.1
OG0007218	XP_003393284.1	XP_033341176.1
OG0007219	XP_012166213.1	XP_033340030.1
OG0007220	XP_003393283.1	XP_033341178.1
OG0007221	XP_003397288.1	XP_033329368.1
OG0007222	XP_003397279.1	XP_033329383.1
OG0007223	XP_012166345.1	XP_033333240.1
OG0007224	XP_012165666.1	XP_033331926.1
OG0007225	XP_012166061.2	XP_033340066.1
OG0007226	XP_020719378.1	XP_033340059.1
OG0007227	XP_012166022.1	XP_033328902.1
OG0007228	XP_020719956.1	XP_033329534.1
OG0007229	XP_003396675.1	XP_033323548.1
OG0007230	XP_012165696.1	XP_033328428.1
OG0007231	XP_020719631.1	XP_033333411.1
OG0007232	XP_020723528.1	XP_033322643.1
OG0007233	XP_003393062.1	XP_033322915.1
OG0007234	XP_012173012.1	XP_033327482.1
OG0007235	XP_003401911.1	XP_033337627.1
OG0007236	XP_003397461.1	XP_033340564.1
OG0007237	XP_003394422.1	XP_033330932.1
OG0007238	XP_012166531.1	XP_033329502.1
OG0007239	XP_003397046.1	XP_033332754.1
OG0007240	XP_020722917.1	XP_033337546.1
OG0007242	XP_003397166.1	XP_033329307.1
OG0007243	XP_003397351.1	XP_033329364.1
OG0007244	XP_003402001.1	XP_033324031.1
OG0007245	XP_012175000.1	XP_033337429.1
OG0007246	XP_012175085.1	XP_033337547.1
OG0007247	XP_012175092.1	XP_033327578.1
OG0007248	XP_020719821.1	XP_033332861.1
OG0007249	XP_012166263.1	XP_033329610.1
OG0007250	XP_020722814.1	XP_033337417.1
OG0007251	XP_020722904.1	XP_033337430.1
OG0007252	XP_012173089.1	XP_033337862.1
OG0007253	XP_003397040.1	XP_033329255.1
OG0007254	XP_020723785.1	XP_033337923.1
OG0007255	XP_003402583.1	XP_033323878.1
OG0007256	XP_003397104.2	XP_033333146.1
OG0007257	XP_012173154.1	XP_033329927.1
OG0007258	XP_012166555.1	XP_033339299.1
OG0007259	XP_003401682.1	XP_033330321.1
OG0007260	XP_003403173.1	XP_033330294.1
OG0007261	XP_012172929.2	XP_033332616.1
OG0007262	XP_003401673.1	XP_033327457.1
OG0007263	XP_012175100.1	XP_033327368.1
OG0007264	XP_012166397.1	XP_033329363.1
OG0007265	XP_012173979.1	XP_033332874.1
OG0007266	XP_003403076.1	XP_033337928.1
OG0007267	XP_020723771.1	XP_033337961.1
OG0007268	XP_003393196.1	XP_033341440.1
OG0007269	XP_003393194.1	XP_033341392.1
OG0007270	XP_020723088.1	XP_033337390.1
OG0007272	XP_012173395.2	XP_033337676.1
OG0007273	XP_012173383.1	XP_033337698.1
OG0007274	XP_020720470.1	XP_033331755.1
OG0007275	XP_012167606.1	XP_033333947.1
OG0007276	XP_012168931.1	XP_033329901.1
OG0007277	XP_012167089.2	XP_033332799.1
OG0007278	XP_003397681.1	XP_033324051.1
OG0007279	XP_003397887.2	XP_033323798.1
OG0007280	XP_012167280.1	XP_033322179.1
OG0007281	XP_020722847.1	XP_033329917.1
OG0007282	XP_003397584.1	XP_033323472.1
OG0007283	XP_012173135.1	XP_033329903.1
OG0007284	XP_003392871.1	XP_033340165.1
OG0007285	XP_020719981.1	XP_033339276.1
OG0007286	XP_003397515.1	XP_033338313.1
OG0007287	XP_003403239.1, XP_012175508.1	XP_033329909.1
OG0007288	XP_020720208.1	XP_033339279.1
OG0007289	XP_003401822.1	XP_033329911.1
OG0007290	XP_020720080.1	XP_033321349.1
OG0007291	XP_012167048.1	XP_033321141.1
OG0007292	XP_020720394.1	XP_033324968.1
OG0007293	XP_020722849.1	XP_033329965.1
OG0007294	XP_003401831.1	XP_033329960.1
OG0007295	XP_012173365.1	XP_033337310.1
OG0007296	XP_012167344.1	XP_033321324.1
OG0007297	XP_012167149.1	XP_033333284.1
OG0007298	XP_020720050.1	XP_033338321.1
OG0007299	XP_012167342.1	XP_033334369.1
OG0007300	XP_020720115.1	XP_033321137.1
OG0007301	XP_012167449.2	XP_033327908.1
OG0007302	XP_012167441.1	XP_033327918.1
OG0007303	XP_003397958.1	XP_033323332.1
OG0007304	XP_012167095.1	XP_033333285.1
OG0007305	XP_020720308.1	XP_033333295.1
OG0007306	XP_012173403.1	XP_033333006.1
OG0007307	XP_012166786.1	XP_033334353.1
OG0007308	XP_003403327.1	XP_033330543.1
OG0007309	XP_012168199.1	XP_033331593.1
OG0007310	XP_020723925.1	XP_033340876.1
OG0007311	XP_003403370.3	XP_033339571.1
OG0007312	XP_012174391.1	XP_033338315.1
OG0007313	XP_012166926.1	XP_033325690.1
OG0007314	XP_012168247.1	XP_033325381.1
OG0007315	XP_012167892.2	XP_033326034.1
OG0007316	XP_012167887.1	XP_033326039.1
OG0007317	XP_012167985.1	XP_033325508.1
OG0007318	XP_020720854.1	XP_033331814.1
OG0007319	XP_003402330.1	XP_033322603.1
OG0007320	XP_003402563.1	XP_033326019.1
OG0007321	XP_003398507.1	XP_033325706.1
OG0007322	XP_020720628.1	XP_033325478.1
OG0007323	XP_003398401.1	XP_033339559.1
OG0007324	XP_020720607.1	XP_033331416.1
OG0007325	XP_012167864.1	XP_033326050.1
OG0007326	XP_012168134.1	XP_033340620.1
OG0007327	XP_012175405.1	XP_033340971.1
OG0007328	XP_020723923.1	XP_033339505.1
OG0007329	XP_003403318.1	XP_033339508.1
OG0007330	XP_020720698.1	XP_033325714.1
OG0007331	XP_012175833.1	XP_033321958.1
OG0007332	XP_003398508.1	XP_033330374.1
OG0007333	XP_012168430.2	XP_033325444.1
OG0007334	XP_020720589.1	XP_033339579.1
OG0007335	XP_003398082.1	XP_033331459.1
OG0007336	XP_012175369.1	XP_033325816.1
OG0007337	XP_012167931.1	XP_033325460.1
OG0007338	XP_003398459.1	XP_033331743.1
OG0007339	XP_020720849.1	XP_033340531.1
OG0007340	XP_012168259.1	XP_033325719.1
OG0007341	XP_003398174.1	XP_033341074.1
OG0007342	XP_003403355.1	XP_033340698.1
OG0007343	XP_012175392.1	XP_033330532.1
OG0007344	XP_012167920.1	XP_033339318.1
OG0007345	XP_012167921.1	XP_033339320.1
OG0007346	XP_012168020.1	XP_033320929.1
OG0007347	XP_020722232.1	XP_033338945.1
OG0007348	XP_012169801.1	XP_033334800.1
OG0007349	XP_012168855.1	XP_033321362.1
OG0007350	XP_020720985.1	XP_033342923.1
OG0007351	XP_012168851.1	XP_033324441.1
OG0007352	XP_003399252.1	XP_033335050.1
OG0007353	XP_012169619.2	XP_033334918.1
OG0007354	XP_012169780.1	XP_033334949.1
OG0007355	XP_003398886.1	XP_033327166.1
OG0007356	XP_012169196.1	XP_033335042.1
OG0007357	XP_012169183.1	XP_033334597.1
OG0007358	XP_012169497.2	XP_033334839.1
OG0007359	XP_012169034.1	XP_033334840.1
OG0007360	XP_012169494.1	XP_033334688.1
OG0007361	XP_003399236.1	XP_033334674.1
OG0007362	XP_012169509.1	XP_033334691.1
OG0007363	XP_012165769.1	XP_033340526.1
OG0007364	XP_012168880.1	XP_033327170.1
OG0007365	XP_003398814.1	XP_033327173.1
OG0007366	XP_012168654.1	XP_033342685.1
