Orthogroup	Bombus_terrestris	Ceratina_calcarata
OG0008107	XP_003400499.1	XP_017889247.1
OG0008108	XP_020723722.1	XP_017880477.1
OG0008109	XP_020722161.1, XP_020722162.1	XP_017884396.1
OG0008110	XP_020719849.1	XP_017891136.1
OG0008111	XP_003393581.1	XP_017884168.1
OG0008112	XP_003393539.1	XP_017880502.1
OG0008113	XP_003398691.1	XP_017892904.1
OG0008114	XP_003393750.2	XP_026675120.1
OG0008115	XP_003401638.1	XP_017888901.1
OG0008116	XP_003400538.1	XP_017885109.1
OG0008117	XP_003396392.1	XP_017887660.1
OG0008118	XP_003398279.1	XP_017883819.1
OG0008119	XP_012165470.1	XP_017887752.1
OG0008121	XP_012164442.1	XP_017891375.1
OG0008122	XP_003393759.1	XP_026668452.1
OG0008123	XP_003393776.1	XP_017884006.1
OG0008124	XP_012170657.1, XP_003393541.1	XP_017880578.1
OG0008125	XP_003396021.1	XP_017878456.1
OG0008126	XP_003397389.1	XP_017887358.1
OG0008127	XP_003398200.1	XP_017876707.1
OG0008128	XP_003400965.1	XP_017881940.1
OG0008129	XP_003393778.1	XP_017883995.1
OG0008130	XP_020718862.1	XP_026672449.1
OG0008131	XP_003401234.1	XP_017889407.1
OG0008132	XP_003393045.1	XP_026667434.1
OG0008133	XP_003402669.1	XP_017879353.1
OG0008134	XP_003394010.1	XP_017884275.1
OG0008135	XP_012163334.1	XP_017881701.1
OG0008136	XP_003403177.1	XP_017876185.1
OG0008137	XP_003401434.1	XP_017882846.1
OG0008138	XP_020721225.1	XP_017878993.1
OG0008139	XP_003399164.1	XP_017880301.1
OG0008140	XP_012173853.1	XP_017892760.1
OG0008141	XP_003399282.1	XP_017885692.1
OG0008142	XP_003401914.1	XP_017880059.1
OG0008143	XP_003397986.1	XP_017875865.1
OG0008144	XP_020719199.1	XP_017892298.1
OG0008145	XP_020718823.1	XP_017879618.1
OG0008146	XP_003396044.1	XP_017875217.1
OG0008147	XP_003396242.1	XP_017887875.1
OG0008148	XP_012175878.1	XP_017886048.1
OG0008149	XP_012174365.1	XP_026668944.1
OG0008150	XP_003393558.1	XP_017892662.1
OG0008151	XP_003392863.1	XP_017889346.1
OG0008152	XP_003399959.1	XP_017875362.1
OG0008153	XP_012170580.1	XP_017889969.1
OG0008154	XP_003394334.1	XP_017882450.1
OG0008155	XP_012176114.1	XP_017877533.1
OG0008156	XP_003395110.2	XP_017877949.2
OG0008157	XP_003402099.1	XP_017893666.1
OG0008158	XP_012173680.1	XP_017892655.1
OG0008159	XP_012172027.1	XP_017889748.1
OG0008160	XP_003395819.1	XP_017891631.1
OG0008161	XP_003401810.1	XP_017891752.1
OG0008162	XP_003398833.1	XP_017878630.1
OG0008163	XP_012168887.1	XP_026668800.1
OG0008164	XP_012164326.1	XP_017888202.1
OG0008165	XP_003395953.1	XP_017891164.1
OG0008166	XP_003396000.2	XP_017879774.1
OG0008167	XP_012170434.1	XP_017886818.1
OG0008168	XP_003393173.1	XP_017883327.1
OG0008169	XP_003397263.1	XP_017883225.1
OG0008170	XP_012173980.1	XP_017892206.1
OG0008171	XP_003393594.1	XP_017889844.1
OG0008172	XP_020721033.1	XP_017890477.1
OG0008173	XP_020721264.1	XP_026669161.1
OG0008174	XP_003393792.1	XP_017892779.1
OG0008175	XP_012171643.1	XP_017875488.1
OG0008176	XP_003402110.1	XP_017880222.1
OG0008177	XP_003400963.1	XP_017881927.2
OG0008178	XP_003394583.1	XP_017880840.1
OG0008179	XP_003397262.1	XP_026669222.1
OG0008180	XP_003394031.1	XP_017884279.1
OG0008181	XP_003394390.1	XP_026670479.1
OG0008182	XP_003403369.1	XP_026670406.1
OG0008183	XP_012173168.1	XP_017880101.1
OG0008184	XP_003392881.1	XP_017882977.1
OG0008185	XP_003394868.1	XP_017876948.1
OG0008186	XP_003395443.1	XP_017891311.1
OG0008187	XP_012164806.1	XP_017879759.1
OG0008188	XP_003395160.1	XP_017878831.1
OG0008189	XP_003394876.1	XP_017875834.1
OG0008190	XP_003393181.1	XP_017876143.1
OG0008191	XP_003396454.1	XP_017881496.1
OG0008192	XP_003399628.1	XP_017880246.1
OG0008193	XP_020719070.1	XP_017880721.1
OG0008194	XP_012173359.1	XP_026675491.1
OG0008195	XP_003402135.1	XP_017877168.1
OG0008196	XP_003402095.1	XP_017878263.1
OG0008197	XP_003394291.1	XP_017880780.1
OG0008198	XP_003393180.1	XP_017879800.1
OG0008199	XP_003393856.1	XP_017884345.1
OG0008200	XP_003395449.1	XP_017891323.1
OG0008201	XP_003399121.1	XP_017879029.1
OG0008202	XP_012173939.1	XP_017881844.1
OG0008203	XP_003398686.1	XP_017878462.1
OG0008204	XP_003402149.1	XP_017886774.1
OG0008205	XP_003398117.1	XP_017891926.1
OG0008206	XP_003401273.1	XP_017889651.1
OG0008207	XP_012164466.1	XP_017883110.1
OG0008208	XP_003397435.1	XP_017881181.1
OG0008209	XP_003403179.1	XP_026667469.1
OG0008210	XP_003393714.1	XP_026668959.1
OG0008211	XP_003396411.1	XP_017880448.1
OG0008212	XP_003403349.1	XP_017877396.1
OG0008213	XP_012167748.1	XP_017886599.1
OG0008214	XP_003393272.1	XP_017875125.2
OG0008215	XP_003394200.1	XP_017893439.1
OG0008216	XP_003396313.1	XP_026672343.1
OG0008217	XP_003402370.2	XP_017892242.1
OG0008218	XP_003400411.1	XP_017877293.1
OG0008219	XP_012163547.1	XP_017877924.1
OG0008220	XP_012174387.1	XP_017891047.1
OG0008221	XP_003394626.1	XP_026672030.1
OG0008222	XP_012165457.1, XP_012165464.1	XP_017891425.2
OG0008223	XP_003399171.1	XP_017880326.1
OG0008224	XP_012165953.1	XP_017891855.1
OG0008225	XP_003403359.1	XP_017881973.1
OG0008226	XP_003396332.1	XP_017875112.1
OG0008227	XP_003402877.1	XP_017888645.2
OG0008228	XP_003403102.1	XP_017883377.1
OG0008229	XP_003401329.1	XP_017886472.1
OG0008230	XP_003402878.1	XP_026668801.1
OG0008231	XP_003398689.1	XP_017878484.1
OG0008232	XP_020718438.1	XP_026673613.1
OG0008233	XP_003401803.2	XP_017889964.1
OG0008234	XP_003398396.1	XP_017882239.1
OG0008235	XP_003398167.2	XP_017876518.1
OG0008236	XP_020721584.1	XP_017890011.1
OG0008237	XP_003394912.1	XP_017877917.1
OG0008238	XP_003396429.1	XP_017885475.1
OG0008239	XP_003394797.1	XP_017876958.1
OG0008240	XP_012165211.1	XP_026675395.1
OG0008241	XP_003401268.1	XP_017878134.1
OG0008242	XP_003396941.1	XP_017885173.1
OG0008243	XP_003398397.1	XP_017882313.1
OG0008244	XP_003392957.1	XP_017881055.1
OG0008245	XP_003392985.1	XP_017890400.1
OG0008246	XP_012167126.2	XP_026667453.1
OG0008247	XP_003398736.2	XP_017878501.1
OG0008248	XP_003395863.1	XP_017883485.2
OG0008249	XP_012171924.1	XP_017893320.1
OG0008250	XP_003396271.1	XP_017892379.1
OG0008251	XP_020722061.1	XP_017884984.1
OG0008252	XP_020724141.1	XP_017885756.1
OG0008253	XP_003401747.1	XP_017890710.1
OG0008254	XP_003401513.1	XP_017889685.1
OG0008255	XP_003394858.1	XP_017891660.1
OG0008256	XP_003394105.1	XP_026672926.1
OG0008257	XP_003401217.1	XP_026668404.1
OG0008258	XP_003397963.1	XP_026669870.1
OG0008259	XP_003394038.1	XP_017880500.1
OG0008260	XP_003393618.1	XP_017876916.1
OG0008261	XP_012167769.1	XP_026667711.1
OG0008262	XP_003402636.1	XP_017876781.1
OG0008263	XP_012170951.1	XP_017886982.1
OG0008264	XP_003394345.1	XP_017884031.1
OG0008265	XP_003403209.1	XP_017877299.1
OG0008266	XP_003396673.1	XP_017892352.1
OG0008267	XP_003401691.1	XP_017877300.1
OG0008268	XP_003398805.1	XP_017890437.1
OG0008269	XP_003397458.1	XP_017891142.1
OG0008270	XP_003398811.2	XP_026674568.1
OG0008271	XP_003393035.1	XP_017889176.1
OG0008272	XP_003393069.1	XP_017879926.1
OG0008273	XP_020719447.1	XP_017887697.1
OG0008274	XP_012169766.1	XP_017878976.1
OG0008275	XP_003396576.1	XP_017885913.1
OG0008276	XP_003392893.1	XP_017875354.1
OG0008277	XP_003398633.1	XP_017879696.2
OG0008278	XP_003396927.1	XP_026671992.1
OG0008279	XP_003394260.1	XP_017886799.1
OG0008280	XP_003394352.1	XP_017885072.1
OG0008281	XP_003398609.1	XP_017889803.1
OG0008282	XP_003403243.1	XP_017890170.1
OG0008283	XP_003399496.1	XP_017881843.1
OG0008284	XP_012170545.1	XP_017888606.1
OG0008285	XP_020720092.1	XP_017892189.1
OG0008286	XP_012174341.1	XP_017879251.1
OG0008287	XP_003400210.1	XP_017875302.1
OG0008288	XP_012169573.1	XP_017891106.1
OG0008289	XP_003397296.1	XP_017882772.1, XP_017885508.1
OG0008290	XP_020720040.1	XP_017880414.1
OG0008291	XP_003394174.1	XP_017887248.1
OG0008292	XP_003401823.1	XP_017887679.1
OG0008293	XP_020722377.1	XP_017891539.1
OG0008294	XP_003397109.1	XP_017891210.1
OG0008295	XP_003399325.1	XP_017876783.1
OG0008296	XP_003395685.1	XP_017890083.1
OG0008297	XP_003399444.2	XP_026672905.1
OG0008298	XP_003392860.1	XP_017889421.1
OG0008299	XP_003394856.1	XP_017879112.1
OG0008300	XP_012164077.1	XP_017883038.1
OG0008301	XP_012170011.1	XP_017880133.1
OG0008302	XP_020719998.1	XP_026667922.1
OG0008303	XP_003399603.1	XP_017886892.1
OG0008304	XP_003394852.1	XP_017879107.1
OG0008305	XP_012173776.1	XP_026673267.1
OG0008306	XP_003393589.1	XP_017876854.1
OG0008307	XP_003392943.1	XP_017889433.1
OG0008308	XP_003396304.1	XP_017885862.1
OG0008309	XP_020718677.1	XP_017883060.1
OG0008310	XP_003398377.1	XP_017882138.1
OG0008311	XP_003397582.1	XP_017885402.1
OG0008312	XP_003400765.1	XP_017888101.1
OG0008313	XP_012163271.1	XP_017885340.1
OG0008314	XP_012173049.1	XP_026667967.1
OG0008315	XP_003393632.1	XP_017876270.1
OG0008316	XP_003394501.1	XP_017881815.1
OG0008317	XP_003397892.1	XP_017885134.1
OG0008318	XP_003397098.1	XP_017892654.1
OG0008319	XP_003400694.1	XP_017888099.1
OG0008320	XP_003399543.1	XP_017875369.1
OG0008321	XP_012167997.1	XP_017883898.1
OG0008322	XP_003398721.1	XP_017881984.1
OG0008323	XP_003401209.1	XP_017889840.1
OG0008324	XP_003399635.2	XP_017890665.1
OG0008325	XP_003400576.1	XP_017877562.1
OG0008326	XP_003397846.1	XP_026666898.1
OG0008327	XP_003403132.1	XP_017875997.1
OG0008328	XP_003397847.1	XP_017876251.1
OG0008329	XP_012167870.1	XP_017882181.1
OG0008330	XP_003401775.2	XP_017880046.1
OG0008331	XP_012169583.1	XP_017876857.1
OG0008332	XP_003394619.1	XP_017880614.1
OG0008333	XP_003395599.1	XP_017883546.1
OG0008334	XP_020720256.1	XP_017889587.1
OG0008335	XP_012170152.1	XP_017876915.1
OG0008336	XP_003399787.1	XP_017886689.1
OG0008337	XP_003399283.1	XP_026667775.1
OG0008338	XP_003402355.1	XP_017884123.1
OG0008339	XP_003400568.1	XP_017875472.1
OG0008340	XP_003393711.1	XP_017876881.1
OG0008341	XP_012173786.1	XP_017888443.1
OG0008342	XP_003399015.1	XP_017888331.1
OG0008343	XP_003402400.1	XP_017877787.1
OG0008344	XP_020720326.1	XP_017891249.1
OG0008345	XP_003400685.1	XP_017875441.1
OG0008346	XP_012174031.1	XP_017878809.1
OG0008347	XP_012171144.1	XP_017885018.1
OG0008348	XP_012175831.1	XP_017883561.1
OG0008349	XP_003399310.1	XP_017887516.1
OG0008350	XP_003397205.1	XP_017878768.1
OG0008351	XP_003395302.1	XP_017890198.1
OG0008352	XP_003398899.1	XP_017881958.1
OG0008353	XP_003399873.1	XP_017890690.1
OG0008354	XP_003400826.3	XP_017884956.1
OG0008355	XP_003401465.1	XP_017878284.1
OG0008356	XP_012171639.1	XP_017888147.1
OG0008357	XP_003401463.1	XP_026668470.1
OG0008358	XP_003394497.1	XP_017884152.1
OG0008359	XP_003399724.1	XP_017886694.1
OG0008360	XP_012163857.1	XP_017891811.1
OG0008361	XP_020724168.1	XP_017880126.1
OG0008362	XP_003402589.1	XP_017881493.1
OG0008363	XP_003401342.1	XP_017886311.1
OG0008364	XP_012170324.1	XP_017893685.1
OG0008365	XP_012173749.1	XP_017876907.1
OG0008366	XP_003399760.1	XP_017883729.1
OG0008367	XP_003401072.1	XP_017892597.1
OG0008368	XP_003399173.1	XP_017880324.1
OG0008369	XP_003401078.1	XP_017889418.1
OG0008370	XP_012169056.1	XP_017888343.1
OG0008371	XP_012174106.1	XP_026668310.1
OG0008372	XP_003401110.1	XP_017889671.1
OG0008373	XP_003401089.1	XP_017889830.1
OG0008374	XP_003401141.1	XP_017889512.1
OG0008375	XP_012174161.1	XP_017878785.1
OG0008377	XP_003402399.1	XP_017877923.1
OG0008378	XP_003401515.1	XP_017889686.1
OG0008379	XP_003394123.1	XP_017887332.1
OG0008380	XP_003396290.1	XP_017885869.1
OG0008381	XP_003397840.1	XP_017875023.1
OG0008382	XP_003394713.1	XP_017880812.1
OG0008383	XP_003395225.1, XP_020718466.1	XP_026666868.1
OG0008384	XP_020718877.1, XP_003395671.1, XP_020718876.1	XP_026671091.1
OG0008385	XP_003396553.1	XP_026666633.1
OG0008387	XP_003397926.3	XP_026669891.1
OG0008388	XP_003398309.1	XP_017891815.2, XP_017883837.1
OG0008389	XP_003398579.1	XP_017881969.1
OG0008390	XP_003398585.1	XP_017882262.1
OG0008391	XP_003398724.1, XP_012168730.1, XP_012168729.1	XP_026670312.1
OG0008392	XP_003399605.3	XP_017877191.1
OG0008393	XP_020721697.1, XP_003400016.2	XP_017888489.1
OG0008394	XP_003400660.1	XP_017889614.1, XP_017889615.1, XP_017889616.1
OG0008395	XP_003400853.1	XP_017881925.1
OG0008396	XP_003401251.1	XP_017889435.1
OG0008397	XP_003402779.1, XP_020723531.1	XP_017890997.1
OG0008398	XP_003403207.2	XP_026667960.1
OG0008399	XP_012163144.1	XP_017879108.1
OG0008400	XP_012164502.2	XP_026671083.1, XP_017883486.1
OG0008401	XP_012165487.1	XP_026674007.1
OG0008402	XP_012166107.1	XP_017885182.1
OG0008403	XP_012167477.1	XP_026666490.1
OG0008403	XP_012167526.1	XP_017890631.2
OG0008404	XP_020720841.1, XP_012167767.1	XP_017876629.1
OG0008405	XP_012168013.1	XP_017883832.1
OG0008406	XP_012168771.1	XP_026668294.1, XP_017891654.1
OG0008407	XP_020721302.1, XP_012169626.1, XP_012169625.1	XP_017889170.1
OG0008408	XP_012169788.1	XP_017876438.1, XP_017876443.1, XP_017876430.1, XP_017876450.1
OG0008409	XP_012170362.1	XP_017886680.1
OG0008410	XP_012174546.1	XP_026667035.1
OG0008411	XP_012174875.1, XP_012174874.1	XP_017891890.1
OG0008412	XP_012176103.2	XP_017885461.1
OG0008413	XP_020718366.1	XP_017892147.1, XP_017888228.1
OG0008414	XP_020718371.1	XP_017893333.1
OG0008415	XP_020719383.1	XP_017885823.2
OG0008416	XP_020721523.1	XP_026673677.1
OG0008417	XP_020721781.1	XP_017880958.1
OG0008418	XP_020722504.1	XP_017890819.1
OG0008419	XP_020723584.1	XP_017893413.1
OG0008420	XP_020724051.1	XP_017884268.1
OG0008437	XP_012171902.1	XP_026670317.1
OG0008438	XP_003394170.1	XP_017886036.1
OG0008439	XP_003394948.1	XP_017881713.1
OG0008440	XP_020718419.1	XP_017881695.1
OG0008442	XP_003393648.1	XP_017892836.1
OG0008443	XP_020720865.1	XP_026666994.1
OG0008444	XP_003393917.1	XP_017878907.2
OG0008445	XP_003403001.3	XP_017893255.1
OG0008446	XP_003397793.1	XP_017880978.1
OG0008447	XP_003395018.1	XP_026667860.1
OG0008448	XP_012169077.1	XP_026675528.1
OG0008449	NP_001318040.1	XP_017887185.1
OG0008450	XP_003400743.1	XP_017881608.1
OG0008451	XP_003393515.1	XP_017888963.1
OG0008452	XP_012167437.1	XP_017883226.1
OG0008453	XP_003402820.1	XP_026672974.1
OG0008454	XP_003393890.1	XP_017880569.1
OG0008456	XP_012166439.1	XP_017883185.1
OG0008457	XP_003393516.1	XP_017888978.1
OG0008458	XP_012164966.2	XP_017887741.2
OG0008460	XP_003396405.1	XP_026673260.1
OG0008461	XP_003394171.1	XP_017886062.1
OG0008462	XP_003402909.3	XP_017875039.1
OG0008464	XP_020718404.1, XP_020718405.1	XP_026668197.1
OG0008465	XP_003396210.1	XP_017879753.1
OG0008466	XP_003394566.1	XP_017881800.1
OG0008467	XP_003396209.1	XP_017879757.1
OG0008468	XP_003393878.1	XP_017876897.1
OG0008469	XP_003402230.1	XP_017892376.1
OG0008470	XP_003401341.1	XP_017886436.1
OG0008471	XP_003401993.1	XP_017879877.1
OG0008472	XP_003396413.1	XP_026673082.1
OG0008473	XP_003393067.3	XP_017889130.1, XP_017889129.1
OG0008474	XP_012176540.1	XP_017880848.1
OG0008475	XP_003394167.1	XP_017886124.1
OG0008477	XP_003394720.1	XP_026669638.1
OG0008478	XP_003402635.1	XP_017879272.1
OG0008479	XP_003393295.1	XP_017876160.1
OG0008480	XP_003396818.1	XP_017879654.1
OG0008481	XP_003396970.1	XP_017887566.1
OG0008482	XP_003393944.1	XP_017884201.1
OG0008483	XP_012174148.1	XP_017891661.1
OG0008484	XP_003393509.2	XP_017889019.2
OG0008485	XP_020722751.1	XP_026672560.1
OG0008486	XP_003399211.3	XP_017884465.1
OG0008487	XP_012175804.1	XP_017891490.1
OG0008488	XP_012165478.1	XP_017889392.1
OG0008489	XP_003394076.1	XP_026675106.1
OG0008491	XP_003403093.1	XP_017883448.1
OG0008492	XP_020720210.1	XP_026670131.1
OG0008494	XP_003399403.1	XP_017880383.1
OG0008495	XP_003399157.1	XP_026673540.1
OG0008496	XP_003397636.1	XP_017892486.1
OG0008497	XP_003399149.1	XP_017878513.1
OG0008498	XP_003397031.1	XP_017891191.1
OG0008499	XP_020721985.1	XP_017891867.1
OG0008500	XP_003393930.1	XP_017876794.1
OG0008503	XP_003400986.1	XP_017882877.1
OG0008504	XP_003398030.1	XP_026675635.1
OG0008505	XP_003403007.1	XP_017885019.1
OG0008506	XP_003400375.1	XP_017884389.1
OG0008507	XP_003401761.1	XP_017888262.1
OG0008509	XP_020721984.1	XP_017891833.1
OG0008510	XP_020722766.1	XP_017886350.1
OG0008511	XP_003394282.1	XP_017886158.1
OG0008513	XP_003400213.1	XP_017887118.1
OG0008514	XP_012170971.2	XP_026670668.1
OG0008515	XP_003397294.1	XP_017893189.1
OG0008516	XP_003397171.3	XP_017893194.1
OG0008517	XP_003400027.1	XP_017888578.1
OG0008518	XP_003394078.1	XP_017891599.1
OG0008519	XP_003397382.1	XP_017893190.1
OG0008520	XP_003397596.1	XP_017882267.1
OG0008521	XP_003397516.1	XP_026667714.1
OG0008522	XP_003399475.1	XP_017882358.1
OG0008524	XP_003396166.1	XP_017875157.1
OG0008525	XP_003400977.1	XP_017882821.1
OG0008526	XP_003394570.2	XP_026670540.1
OG0008528	XP_003393938.1	XP_017876849.1
OG0008529	XP_012164743.1, XP_003401680.2	XP_017878237.1, XP_017883313.1
OG0008530	XP_020718629.1	XP_026674363.1
OG0008532	XP_012164384.1	XP_017890176.1
OG0008533	XP_003401815.2	XP_017888167.2
OG0008534	XP_003402652.1	XP_017876750.1
OG0008535	XP_020722211.1	XP_026671419.1
OG0008536	XP_020721175.1	XP_017892859.1
OG0008537	XP_003395943.1	XP_017883930.1
OG0008538	XP_003402295.1	XP_017890934.1
OG0008540	XP_003392989.1	XP_026674489.1
OG0008541	XP_003393344.1	XP_017877106.1
OG0008542	XP_003393355.1	XP_017877694.1
OG0008543	XP_020721640.1	XP_026671114.1
OG0008544	XP_003396417.1	XP_017887703.1
OG0008545	XP_012170143.1	XP_026671128.1
OG0008547	XP_003395184.1	XP_017893117.1
OG0008549	XP_012166629.1	XP_026672180.1
OG0008550	XP_003397697.1	XP_017889272.1
OG0008551	XP_012166547.1	XP_026668671.1
OG0008552	XP_003396517.1	XP_017887524.1
OG0008553	XP_003396238.1	XP_017887939.1
OG0008554	XP_012174789.1	XP_017875050.1
OG0008555	XP_003402905.1	XP_017875608.1
OG0008556	XP_003401496.1	XP_017889646.1
OG0008558	XP_003403198.1	XP_017885069.1
OG0008560	XP_003401882.1	XP_017888839.1
OG0008561	XP_012176382.1	XP_017886060.1
OG0008562	XP_012174199.1	XP_017890619.1
OG0008563	XP_020722701.1	XP_017878182.1
OG0008564	XP_003395762.1	XP_017879887.1
OG0008565	XP_003400079.1	XP_017890361.1
OG0008566	XP_012170720.1	XP_017890311.1
OG0008567	XP_020720643.1	XP_017879139.1
OG0008568	XP_003394967.1	XP_017881702.1
OG0008572	XP_012172507.2	XP_017886470.1
OG0008573	XP_003401577.1	XP_017886284.2
OG0008574	XP_020722568.1	XP_017886290.1
OG0008575	XP_020722781.1	XP_017886433.1
OG0008576	XP_003397605.1	XP_017877399.1
OG0008577	XP_003394266.1	XP_017886123.1
OG0008580	XP_003401388.1	XP_026672994.1
OG0008582	XP_020722551.1	XP_017889764.1
OG0008583	XP_003396092.1	XP_017890388.1
OG0008584	XP_012173729.1	XP_017892675.1
OG0008585	XP_020720075.1	XP_026670062.1
OG0008586	XP_012166764.1	XP_026672116.1
OG0008587	XP_012164509.1	XP_026669061.1
OG0008588	XP_003398391.1	XP_017882293.1
OG0008591	XP_020723858.1	XP_017881269.1
OG0008592	XP_012175255.1	XP_017881194.1
OG0008593	XP_020723857.1	XP_017878349.1
OG0008594	XP_012163402.1	XP_017887847.1
OG0008597	XP_012168447.2, XP_020720586.1, XP_020720585.1, XP_020720587.1	XP_017891443.1
OG0008598	XP_020722108.1	XP_017892148.1
OG0008599	XP_012171677.1	XP_017884646.1
OG0008601	XP_012170160.1	XP_026672665.1
OG0008602	XP_012170079.1	XP_017886793.1
OG0008604	XP_012165028.1	XP_017878180.1
OG0008605	XP_020722459.1	XP_026674194.1
OG0008606	XP_012172234.1	XP_026674214.1
OG0008607	XP_012172068.1	XP_017886351.1
OG0008608	XP_003400984.1	XP_026670784.1
OG0008609	XP_012171996.1	XP_017882896.1
OG0008610	XP_012172064.1	XP_017878097.1
OG0008612	XP_012170700.1	XP_017892769.1
OG0008613	XP_012166387.1	XP_017892216.1
OG0008614	XP_020719842.1	XP_026674842.1
OG0008615	XP_003398808.1	XP_026671288.1
OG0008616	XP_012163866.1	XP_026674919.1
OG0008618	XP_003401729.1	XP_026668206.1, XP_026668207.1
OG0008621	XP_012175766.1	XP_017892950.1
OG0008622	XP_012175762.1, XP_012175760.1	XP_026666497.1
OG0008623	XP_012163790.1	XP_017879822.1
OG0008624	XP_003395538.1	XP_017883005.2
OG0008625	XP_012164903.1	XP_017889123.1
OG0008626	XP_003396038.1	XP_017875227.1
OG0008627	XP_020720799.1	XP_026675190.1
OG0008628	XP_012167941.1	XP_017892081.1
OG0008629	XP_012167959.1	XP_017891968.1
OG0008631	XP_020722029.1	XP_017884529.2
OG0008632	XP_012175644.1	XP_017876853.1
OG0008633	XP_012175629.1	XP_017876826.1
OG0008634	XP_003393922.1	XP_017876815.1
OG0008636	XP_020723822.1	XP_026674956.1
OG0008637	XP_020720695.1	XP_017882160.1
OG0008638	XP_003398247.1	XP_017886600.1
OG0008639	XP_003399320.1	XP_017888325.1, XP_026673466.1
OG0008640	XP_003398775.1	XP_017878504.1
OG0008642	XP_020721486.1	XP_026669814.1
OG0008643	XP_012174102.1	XP_017878053.1
OG0008644	XP_020720125.1	XP_026670092.1
OG0008645	XP_012167569.1	XP_017881183.1
OG0008648	XP_012166138.1	XP_017892554.1
OG0008649	XP_012165743.1	XP_017892443.1
OG0008650	XP_012165740.1	XP_017892337.1
OG0008651	XP_020723307.1	XP_026672829.1
OG0008652	XP_003393934.1	XP_017879184.1
OG0008653	XP_012173965.1	XP_017884185.1
OG0008654	XP_020723996.1	XP_017876796.1
OG0008655	XP_020724036.1	XP_017880543.1
OG0008656	XP_012175544.1	XP_017876919.1
OG0008657	XP_012175399.1	XP_026670307.1, XP_017881974.1
OG0008658	XP_020720600.1	XP_017876448.1
OG0008659	XP_012174179.1	XP_017879124.1
OG0008660	XP_012176431.1	XP_017880118.1
OG0008661	XP_012170021.1	XP_026669365.1
OG0008662	XP_003399561.1	XP_017880214.1
OG0008664	XP_020719282.1	XP_017887683.1
OG0008665	XP_012166200.2	XP_017875062.1
OG0008666	XP_012169386.1	XP_017877616.1
OG0008668	XP_020718499.1	XP_017892708.1
OG0008670	XP_012173867.1	XP_017890972.1
OG0008671	XP_020723261.1	XP_026675564.1
OG0008672	XP_012168079.1	XP_017875297.1
OG0008674	XP_003392988.1	XP_017890401.1
OG0008675	XP_020724183.1	XP_017879768.1
OG0008676	XP_003393505.2	XP_026674621.1
OG0008677	XP_003393333.3	XP_017876147.1
OG0008678	XP_020719592.1	XP_026670649.1
OG0008679	XP_012166413.1	XP_026667857.1
OG0008680	XP_012166570.1	XP_017877695.2
OG0008682	XP_020718661.1	XP_017883053.1
OG0008683	XP_012175692.1	XP_017876801.1, XP_017876802.1
OG0008684	XP_003393880.1	XP_017880547.1
OG0008685	XP_012173971.2	XP_026672833.1
OG0008686	XP_012173964.1	XP_017887007.1
OG0008687	XP_003394553.1	XP_017886173.1
OG0008688	XP_003394938.2	XP_026668242.1
OG0008691	XP_020718470.1	XP_017893631.1
OG0008692	XP_003395271.1	XP_026666843.1
OG0008693	XP_020718286.1	XP_017877674.1
OG0008695	XP_003400486.1	XP_017893313.1, XP_017893310.1
OG0008696	XP_003395394.1	XP_026674371.1
OG0008697	XP_012164487.2	XP_017879807.1
OG0008698	XP_012165547.1	XP_017885245.1
OG0008699	XP_020718792.1	XP_026670852.1
OG0008700	XP_020723089.1	XP_026669185.1
OG0008701	XP_020719143.1	XP_017891021.2
OG0008705	XP_003396882.2	XP_026673281.1
OG0008706	XP_003396208.2	XP_017879754.1
OG0008707	XP_020719751.1	XP_017891020.1
OG0008708	XP_020722937.1	XP_017876031.1
OG0008709	XP_012176303.1, XP_003394437.2	XP_017884307.1
OG0008710	XP_003397473.1	XP_017876375.1
OG0008712	XP_020720436.1	XP_017888155.2
OG0008713	XP_020720146.1	XP_026673560.1
OG0008714	XP_012167928.1	XP_017891941.1
OG0008715	XP_003394591.1	XP_017889977.1
OG0008716	XP_012167835.1	XP_017876527.1
OG0008717	XP_012165815.1	XP_017883321.1
OG0008718	XP_012169313.1	XP_017878547.1
OG0008719	XP_003396470.1	XP_017887932.1
OG0008720	XP_012166114.1	XP_017885180.1
OG0008721	XP_003396813.1	XP_026666559.1
OG0008722	XP_020721589.1	XP_026673740.1
OG0008723	XP_012170453.1	XP_017880236.1
OG0008724	XP_003401598.1	XP_017879455.1
OG0008726	XP_003400109.2	XP_017891818.1
OG0008727	XP_003400271.1	XP_017875244.1
OG0008728	XP_003400293.1	XP_026668138.1
OG0008729	XP_020720649.1	XP_026675306.1
OG0008730	XP_012172672.1	XP_017878321.1
OG0008731	XP_020722723.1	XP_017886363.1
OG0008732	XP_020722549.1	XP_026674047.1
OG0008733	XP_012172391.1	XP_026674046.1
OG0008734	XP_012172727.1	XP_017889907.1
OG0008739	XP_020720842.1	XP_026667707.1
OG0008740	XP_003393446.1	XP_017877047.1
OG0008741	XP_003397804.1	XP_017876204.1
OG0008742	XP_012174359.1	XP_017884013.1
OG0008743	XP_012173755.1	XP_026675404.1
OG0008744	XP_003394022.1	XP_017884267.1
OG0008745	XP_012173766.1	XP_026675406.1
OG0008746	XP_003394095.1	XP_026675128.1
OG0008747	XP_012175613.1	XP_017876817.1
OG0008748	XP_003402646.1	XP_017884228.1
