Orthogroup	Apis_mellifera	Dufourea_novaeangliae
OG0006434	XP_006566036.1	XP_015438984.1
OG0006435	XP_006566091.1	XP_015439580.1
OG0006436	XP_006566093.1	XP_015437640.1
OG0006437	XP_006566104.2	XP_015437678.1
OG0006438	XP_006566106.1	XP_015437646.1
OG0006439	XP_006566109.1	XP_015437655.1
OG0006440	XP_006566117.2	XP_015438561.1
OG0006441	XP_006566118.2	XP_015438564.1
OG0006442	XP_006566171.1	XP_015428897.1
OG0006443	XP_006566172.1	XP_015428920.1
OG0006444	XP_006566224.2	XP_015437249.1
OG0006445	XP_006566259.1	XP_015430602.1
OG0006446	XP_006566260.1	XP_015430590.1
OG0006447	XP_006566268.1	XP_015438504.1
OG0006448	XP_006566323.1	XP_015435550.1
OG0006449	XP_006566324.1	XP_015435493.1
OG0006450	XP_006566326.2	XP_015436629.1
OG0006451	XP_006566331.1	XP_015436633.1
OG0006452	XP_006566348.2	XP_015436566.1
OG0006453	XP_006566359.1	XP_015435535.1
OG0006454	XP_006566369.2	XP_015435489.1
OG0006455	XP_006566373.1	XP_015435491.1
OG0006456	XP_006566404.2	XP_015440497.1
OG0006457	XP_006566410.1	XP_015440540.1
OG0006458	XP_006566414.1	XP_015440477.1
OG0006459	XP_006566418.1	XP_015435480.1
OG0006460	XP_006566420.1	XP_015440521.1
OG0006461	XP_006566436.2	XP_015435476.1
OG0006462	XP_006566445.2	XP_015435516.1
OG0006463	XP_006566456.1	XP_015437010.1
OG0006464	XP_006566462.1	XP_015428391.1
OG0006465	XP_006566465.1	XP_015440482.1
OG0006466	XP_006566475.1	XP_015438833.1
OG0006467	XP_006566494.1	XP_015438873.1
OG0006468	XP_006566523.1	XP_015438824.1
OG0006469	XP_006566531.1	XP_015428408.1
OG0006470	XP_006566544.2	XP_015440441.1
OG0006471	XP_006566652.1	XP_015437794.1
OG0006472	XP_006566667.2	XP_015437765.1
OG0006473	XP_006566688.1	XP_015437327.1
OG0006474	XP_006566703.1	XP_015437741.1
OG0006475	XP_006566725.1	XP_015437395.1
OG0006476	XP_006566732.1	XP_015437338.1
OG0006477	XP_006566774.2	XP_015437286.1
OG0006478	XP_006566787.1	XP_015437766.1
OG0006479	XP_006566798.2	XP_015437291.1
OG0006480	XP_006566799.1	XP_015437371.1
OG0006481	XP_006566803.2	XP_015437375.1
OG0006482	XP_006566806.1	XP_015440495.1
OG0006483	XP_006566835.1	XP_015432554.1
OG0006484	XP_006566844.1	XP_015435315.1
OG0006485	XP_006566858.1	XP_015434352.1
OG0006486	XP_006566924.1	XP_015436988.1
OG0006487	XP_006566966.1	XP_015432083.1
OG0006488	XP_006566986.1	XP_015432259.1
OG0006489	XP_006566998.2	XP_015432123.1
OG0006490	XP_006567022.2	XP_015432245.1
OG0006491	XP_006567023.2	XP_015432106.1
OG0006492	XP_006567026.2	XP_015432107.1
OG0006493	XP_006567213.1	XP_015436933.1
OG0006494	XP_006567224.1	XP_015430846.1
OG0006495	XP_006567229.1	XP_015430691.1
OG0006496	XP_006567240.1	XP_015430778.1
OG0006497	XP_006567241.2	XP_015430632.1
OG0006498	XP_006567243.1	XP_015430854.1
OG0006499	XP_006567256.1	XP_015430780.1
OG0006500	XP_006567267.1	XP_015430732.1
OG0006501	XP_006567290.1	XP_015431633.1
OG0006502	XP_006567357.1	XP_015440342.1
OG0006503	XP_006567371.1	XP_015430799.1
OG0006504	XP_006567401.1	XP_015436179.1
OG0006505	XP_006567463.2	XP_015436348.1
OG0006506	XP_006567474.1	XP_015436260.1
OG0006507	XP_006567489.1	XP_015436172.1
OG0006508	XP_006567496.1	XP_015436049.1
OG0006509	XP_006567524.1	XP_015439530.1
OG0006510	XP_006567697.2	XP_015439718.1
OG0006511	XP_006567699.1	XP_015439935.1
OG0006512	XP_006567703.2	XP_015440059.1
OG0006513	XP_006567715.1	XP_015439788.1
OG0006514	XP_006567717.1	XP_015440173.1
OG0006515	XP_006567733.2	XP_015440092.1
OG0006516	XP_006567757.1	XP_015434211.1
OG0006517	XP_006567758.1	XP_015439287.1
OG0006518	XP_006567763.1	XP_015439284.1
OG0006519	XP_006567770.1	XP_015434739.1
OG0006520	XP_006567775.1	XP_015436813.1
OG0006521	XP_006567785.2	XP_015439880.1
OG0006522	XP_006567817.1	XP_015431914.1
OG0006523	XP_006567819.2	XP_015431890.1
OG0006524	XP_006567890.1	XP_015439832.1
OG0006525	XP_006567914.2	XP_015440274.1
OG0006526	XP_006567927.1	XP_015433392.1
OG0006527	XP_006567940.1	XP_015433268.1
OG0006528	XP_006567959.1	XP_015433368.1
OG0006529	XP_006567972.1	XP_015433313.1
OG0006530	XP_006568014.1	XP_015431571.1
OG0006531	XP_006568016.1	XP_015431477.1
OG0006532	XP_006568026.2	XP_015431517.1
OG0006533	XP_006568031.1	XP_015434280.1
OG0006534	XP_006568034.1	XP_015434277.1
OG0006535	XP_006568037.1	XP_015434261.1
OG0006536	XP_006568051.2	XP_015434234.1
OG0006537	XP_006568082.2	XP_015433727.1
OG0006538	XP_006568085.2	XP_015433412.1
OG0006539	XP_006568093.2	XP_015428927.1
OG0006541	XP_006568137.2	XP_015436677.1
OG0006542	XP_006568182.1	XP_015429935.1
OG0006543	XP_006568186.1	XP_015429921.1
OG0006544	XP_006568187.1	XP_015429942.1
OG0006545	XP_006568215.3	XP_015435046.1
OG0006546	XP_006568229.2	XP_015428979.1
OG0006547	XP_006568266.1	XP_015429151.1
OG0006548	XP_006568274.1	XP_015428970.1
OG0006549	XP_006568282.1	XP_015429051.1
OG0006550	XP_006568301.1	XP_015437180.1
OG0006551	XP_006568307.1	XP_015437155.1
OG0006552	XP_006568328.1	XP_015429394.1
OG0006553	XP_006568331.1	XP_015429393.1
OG0006554	XP_006568341.1	XP_015436821.1
OG0006555	XP_006568346.2	XP_015436824.1
OG0006556	XP_006568348.2	XP_015436825.1
OG0006557	XP_006568392.1	XP_015429433.1
OG0006558	XP_006568397.1	XP_015434413.1
OG0006559	XP_006568404.1	XP_015434536.1
OG0006560	XP_006568407.1	XP_015429430.1
OG0006561	XP_006568414.1	XP_015429423.1
OG0006562	XP_006568416.2	XP_015429426.1
OG0006563	XP_006568426.2	XP_015432553.1
OG0006564	XP_006568442.1	XP_015429418.1
OG0006565	XP_006568516.1	XP_015434375.1
OG0006566	XP_006568521.2	XP_015434305.1
OG0006567	XP_006568545.1	XP_015435938.1
OG0006568	XP_006568565.1	XP_015428827.1
OG0006569	XP_006568615.2	XP_015429895.1
OG0006570	XP_006568621.1	XP_015429822.1
OG0006571	XP_006568623.1	XP_015429988.1
OG0006572	XP_006568661.1	XP_015436131.1
OG0006573	XP_006568663.1	XP_015437113.1
OG0006574	XP_006568670.1	XP_015438235.1
OG0006575	XP_006568691.1	XP_015438229.1
OG0006576	XP_006568807.2	XP_015435001.1
OG0006577	XP_006568814.1	XP_015435003.1
OG0006578	XP_006568824.1	XP_015433985.1
OG0006579	XP_006568849.1	XP_015434974.1
OG0006580	XP_006568857.1	XP_015434951.1
OG0006581	XP_006568868.2	XP_015434946.1
OG0006582	XP_006568876.1	XP_015435034.1
OG0006583	XP_006568885.3	XP_015434002.1
OG0006584	XP_006568908.2	XP_015432897.1
OG0006585	XP_006568962.1	XP_015432067.1
OG0006586	XP_006568967.1	XP_015431572.1, XP_015431582.1, XP_015431564.1
OG0006587	XP_006568973.1	XP_015432086.1
OG0006588	XP_006569011.1	XP_015431311.1
OG0006589	XP_006569023.1	XP_015431708.1
OG0006590	XP_006569049.1	XP_015431628.1
OG0006591	XP_006569061.1	XP_015431934.1
OG0006592	XP_006569062.1	XP_015431196.1
OG0006593	XP_006569064.1	XP_015432200.1
OG0006594	XP_006569150.1	XP_015434981.1
OG0006595	XP_006569214.1	XP_015434482.1
OG0006596	XP_006569243.1	XP_015438505.1
OG0006597	XP_006569244.2	XP_015438572.1
OG0006598	XP_006569245.1	XP_015438470.1
OG0006599	XP_006569305.1	XP_015428566.1
OG0006600	XP_006569309.1	XP_015428531.1
OG0006601	XP_006569353.1	XP_015437602.1
OG0006602	XP_006569362.2	XP_015437592.1
OG0006603	XP_006569369.2	XP_015436874.1
OG0006604	XP_006569392.1	XP_015430788.1
OG0006605	XP_006569404.2	XP_015430787.1
OG0006606	XP_006569451.2	XP_015438198.1
OG0006607	XP_006569466.2	XP_015430023.1
OG0006608	XP_006569501.2, XP_006569504.2	XP_015430035.1
OG0006609	XP_006569520.2	XP_015436298.1
OG0006610	XP_006569529.1	XP_015438210.1
OG0006611	XP_006569533.1	XP_015438070.1
OG0006612	XP_006569545.1	XP_015434650.1
OG0006613	XP_006569591.1	XP_015438000.1
OG0006614	XP_006569607.1	XP_015436391.1
OG0006615	XP_006569637.2	XP_015436413.1
OG0006616	XP_006569641.1	XP_015438059.1
OG0006617	XP_006569643.2	XP_015438187.1
OG0006618	XP_006569667.1	XP_015438219.1
OG0006619	XP_006569676.1	XP_015438220.1
OG0006620	XP_006569683.1	XP_015438253.1
OG0006621	XP_006569696.1	XP_015438197.1
OG0006622	XP_006569721.1	XP_015436554.1
OG0006623	XP_006569755.1	XP_015436504.1
OG0006624	XP_006569769.1	XP_015428817.1
OG0006625	XP_006569773.2	XP_015428772.1
OG0006626	XP_006569788.2	XP_015435195.1
OG0006627	XP_006569795.3	XP_015433754.1
OG0006628	XP_006569827.1	XP_015433889.1
OG0006629	XP_006569839.1	XP_015433950.1
OG0006630	XP_006569857.1	XP_015437913.1
OG0006631	XP_006569870.1	XP_015435894.1
OG0006632	XP_006569889.2	XP_015428681.1
OG0006633	XP_006569897.2	XP_015435095.1
OG0006634	XP_006569918.1	XP_015431536.1
OG0006635	XP_006569939.1	XP_015429670.1
OG0006636	XP_006569960.2	XP_015434631.1
OG0006637	XP_006569964.1	XP_015434586.1
OG0006638	XP_006569996.2	XP_015428462.1
OG0006639	XP_006569999.3	XP_015428432.1
OG0006640	XP_006570003.1	XP_015428497.1
OG0006641	XP_006570038.2	XP_015440367.1
OG0006642	XP_006570058.1	XP_015438271.1
OG0006643	XP_006570066.1	XP_015438090.1
OG0006644	XP_006570067.1	XP_015438203.1
OG0006645	XP_006570089.1	XP_015438175.1
OG0006646	XP_006570095.2	XP_015438279.1
OG0006647	XP_006570131.1	XP_015437307.1
OG0006648	XP_006570132.1	XP_015438172.1
OG0006649	XP_006570173.2	XP_015438133.1
OG0006650	XP_006570183.1, XP_006570182.1	XP_015438208.1
OG0006651	XP_006570184.1	XP_015436550.1
OG0006652	XP_006570241.1	XP_015432782.1
OG0006653	XP_006570250.1	XP_015432685.1
OG0006654	XP_006570259.2	XP_015432125.1
OG0006655	XP_006570271.1	XP_015440205.1
OG0006656	XP_006570273.1	XP_015440103.1
OG0006657	XP_006570274.1	XP_015440168.1
OG0006658	XP_006570292.1	XP_015439906.1
OG0006659	XP_006570297.1	XP_015439862.1
OG0006660	XP_006570437.2	XP_015437749.1
OG0006661	XP_006570451.1	XP_015437392.1
OG0006662	XP_006570533.1	XP_015438818.1
OG0006663	XP_006570561.1	XP_015438586.1
OG0006664	XP_006570563.1	XP_015438897.1
OG0006665	XP_006570613.1	XP_015440373.1
OG0006666	XP_006570647.1	XP_015433047.1
OG0006667	XP_006570672.1	XP_015435388.1
OG0006668	XP_006570674.1	XP_015435343.1
OG0006669	XP_006570727.2	XP_015439044.1
OG0006670	XP_006570730.1	XP_015438497.1
OG0006671	XP_006570737.1	XP_015437166.1
OG0006672	XP_006570761.2	XP_015432911.1
OG0006673	XP_006570768.1	XP_015433070.1
OG0006674	XP_006570793.1	XP_015435367.1
OG0006675	XP_006570815.1	XP_015435250.1
OG0006676	XP_006570843.1	XP_015435378.1
OG0006677	XP_006570850.3	XP_015435319.1
OG0006678	XP_006570893.1	XP_015432846.1
OG0006679	XP_006570973.2	XP_015438520.1
OG0006680	XP_006570983.1	XP_015438211.1
OG0006681	XP_006570991.1	XP_015432036.1
OG0006682	XP_006571000.1	XP_015432588.1
OG0006683	XP_006571002.1	XP_015432551.1
OG0006684	XP_006571017.1	XP_015438405.1
OG0006685	XP_006571049.1	XP_015435245.1
OG0006686	XP_006571051.2	XP_015435696.1
OG0006687	XP_006571146.2	XP_015432971.1
OG0006688	XP_006571147.1	XP_015433012.1
OG0006689	XP_006571218.1	XP_015432952.1
OG0006690	XP_006571226.1	XP_015435331.1
OG0006691	XP_006571251.1	XP_015435390.1
OG0006692	XP_006571254.1	XP_015435386.1
OG0006693	XP_006571255.1	XP_015432965.1
OG0006694	XP_006571263.1	XP_015435334.1
OG0006695	XP_006571303.2	XP_015432915.1
OG0006696	XP_006571335.2	XP_015433046.1
OG0006697	XP_006571336.1	XP_015433076.1
OG0006698	XP_006571360.1	XP_015432966.1
OG0006699	XP_006571383.1	XP_015435316.1
OG0006700	XP_006571384.2	XP_015435258.1
OG0006701	XP_006571388.1	XP_015435394.1
OG0006702	XP_006571390.1	XP_015435358.1
OG0006703	XP_006571393.1	XP_015435333.1
OG0006704	XP_006571408.1, XP_016769071.1	XP_015432806.1
OG0006705	XP_006571438.1	XP_015430942.1
OG0006706	XP_006571469.1	XP_015432804.1
OG0006707	XP_006571527.1	XP_015430125.1
OG0006708	XP_006571543.1	XP_015430364.1
OG0006709	XP_006571573.2	XP_015429624.1
OG0006710	XP_006571628.1	XP_015429678.1
OG0006711	XP_006571644.1	XP_015436833.1
OG0006712	XP_006571648.1	XP_015436853.1
OG0006713	XP_006571673.2	XP_015430539.1
OG0006714	XP_006571706.1	XP_015429636.1
OG0006715	XP_006571771.1	XP_015438330.1
OG0006716	XP_006571789.1	XP_015437617.1
OG0006717	XP_006571791.1	XP_015433573.1
OG0006719	XP_006571839.1	XP_015433868.1
OG0006720	XP_006571875.2	XP_015438575.1
OG0006721	XP_006572091.1	XP_015431807.1
OG0006722	XP_006572101.1	XP_015428695.1
OG0006723	XP_006572119.2	XP_015434507.1
OG0006724	XP_006572158.1	XP_015432677.1
OG0006725	XP_006572161.1	XP_015432134.1
OG0006726	XP_006572265.1	XP_015432651.1
OG0006727	XP_006572272.1	XP_015428760.1
OG0006728	XP_006572280.2	XP_015435277.1
OG0006729	XP_006572317.1	XP_015439627.1
OG0006730	XP_006572339.1	XP_015433349.1
OG0006731	XP_006572374.1	XP_015439021.1
OG0006732	XP_006572395.2	XP_015433393.1
OG0006733	XP_006572428.1	XP_015432712.1
OG0006734	XP_006572582.2	XP_015433963.1
OG0006735	XP_006572650.1	XP_015438313.1
OG0006736	XP_016766185.2	XP_015428975.1
OG0006737	XP_016766228.1	XP_015429052.1
OG0006738	XP_016766266.2	XP_015434956.1
OG0006739	XP_016766278.1	XP_015431971.1
OG0006740	XP_016766283.1	XP_015429095.1
OG0006741	XP_016766313.1	XP_015434982.1
OG0006742	XP_016766362.2	XP_015432700.1
OG0006743	XP_016766379.1	XP_015439619.1
OG0006744	XP_016766417.2	XP_015436814.1
OG0006745	XP_016766449.2	XP_015431822.1
OG0006746	XP_016766464.2	XP_015430589.1
OG0006748	XP_016766596.1	XP_015433697.1
OG0006749	XP_016766623.2	XP_015429663.1
OG0006750	XP_016766675.1	XP_015434287.1
OG0006751	XP_016766739.1	XP_015429790.1
OG0006752	XP_016766741.1	XP_015431567.1
OG0006753	XP_016766753.1	XP_015435869.1
OG0006754	XP_016766768.1	XP_015431594.1
OG0006755	XP_016766792.2	XP_015429776.1
OG0006756	XP_016766793.2	XP_015429779.1
OG0006757	XP_016766829.1	XP_015434359.1
OG0006758	XP_016766850.2	XP_015430872.1
OG0006759	XP_016766862.1	XP_015435821.1
OG0006760	XP_016766872.1	XP_015431528.1
OG0006761	XP_016766875.1	XP_015435327.1
OG0006762	XP_016766885.2	XP_015435770.1
OG0006763	XP_016766900.1	XP_015434284.1
OG0006764	XP_016766916.1	XP_015431476.1
OG0006765	XP_016766925.1	XP_015431165.1
OG0006766	XP_016766939.1	XP_015433403.1
OG0006767	XP_016766950.1	XP_015435857.1
OG0006768	XP_016766952.1	XP_015432576.1
OG0006769	XP_016766963.1	XP_015431447.1
OG0006770	XP_016767012.1	XP_015429766.1
OG0006771	XP_016767111.1	XP_015436877.1
OG0006772	XP_016767114.1	XP_015436942.1
OG0006773	XP_016767115.1	XP_015430688.1
OG0006774	XP_016767144.1	XP_015430079.1, XP_015436872.1
OG0006775	XP_016767161.1	XP_015436889.1
OG0006776	XP_016767184.1	XP_015430708.1
OG0006777	XP_016767214.1	XP_015436945.1
OG0006778	XP_016767223.1	XP_015437604.1
OG0006779	XP_016767258.1	XP_015431642.1
OG0006780	XP_016767277.1	XP_015436927.1
OG0006781	XP_016767278.2	XP_015430825.1
OG0006782	XP_016767283.1	XP_015430762.1
OG0006783	XP_016767286.1	XP_015432826.1
OG0006784	XP_016767296.1	XP_015430855.1
OG0006785	XP_016767298.1	XP_015437590.1
OG0006786	XP_016767363.2	XP_015431646.1
OG0006787	XP_016767365.2	XP_015431703.1
OG0006788	XP_016767376.1	XP_015431608.1
OG0006789	XP_016767396.2	XP_015430635.1
OG0006790	XP_016767438.1	XP_015436914.1
OG0006791	XP_016767439.1	XP_015436953.1
OG0006792	XP_016767446.1	XP_015431697.1
OG0006793	XP_016767463.1	XP_015440336.1
OG0006794	XP_016767486.1	XP_015438022.1
OG0006795	XP_016767520.1	XP_015431704.1
OG0006796	XP_016767523.1	XP_015430779.1
OG0006797	XP_016767625.1	XP_015440231.1
OG0006798	XP_016767627.1	XP_015439965.1
OG0006799	XP_016767630.1	XP_015439966.1
OG0006800	XP_016767660.1	XP_015440151.1
OG0006801	XP_016767673.2	XP_015430883.1
OG0006802	XP_016767705.1	XP_015439930.1
OG0006803	XP_016767742.2	XP_015439855.1
OG0006804	XP_016767751.1	XP_015439707.1
OG0006805	XP_016767773.1	XP_015440216.1
OG0006806	XP_016767784.1	XP_015439857.1
OG0006807	XP_016767851.2	XP_015440027.1
OG0006808	XP_016767881.1	XP_015440082.1
OG0006809	XP_016767891.1	XP_015433209.1
OG0006810	XP_016767900.1	XP_015440061.1
OG0006811	XP_016767904.1	XP_015439727.1
OG0006812	XP_016767905.1	XP_015439689.1
OG0006813	XP_016767927.1	XP_015440023.1
OG0006814	XP_016768018.2	XP_015437865.1
OG0006815	XP_016768078.2	XP_015438774.1
OG0006816	XP_016768085.1	XP_015431441.1
OG0006817	XP_016768198.2	XP_015436762.1
OG0006818	XP_016768215.2	XP_015431957.1
OG0006819	XP_016768230.1	XP_015431949.1
OG0006820	XP_016768247.1	XP_015434572.1
OG0006822	XP_016768314.2	XP_015429763.1
OG0006823	XP_016768331.1	XP_015438687.1
OG0006824	XP_016768400.1, XP_016768399.1	XP_015438713.1
OG0006825	XP_016768427.2	XP_015437026.1
OG0006826	XP_016768436.1	XP_015429508.1
OG0006827	XP_016768556.2	XP_015430016.1
OG0006828	XP_016768569.2	XP_015434416.1
OG0006829	XP_016768580.2	XP_015429592.1
OG0006830	XP_016768590.1	XP_015429873.1
OG0006831	XP_016768599.1	XP_015435983.1
OG0006832	XP_016768624.2	XP_015429989.1
OG0006833	XP_016768634.1	XP_015438212.1
OG0006834	XP_016768646.1	XP_015429528.1
OG0006835	XP_016768670.1	XP_015439755.1
OG0006836	XP_016768732.1	XP_015433812.1
OG0006837	XP_016768739.2	XP_015429609.1
OG0006838	XP_016768754.2	XP_015429575.1
OG0006839	XP_016768757.2	XP_015433742.1
OG0006840	XP_016768833.2	XP_015433691.1
OG0006841	XP_016768853.1	XP_015429516.1
OG0006842	XP_016768876.1	XP_015437464.1
OG0006843	XP_016768882.2	XP_015429384.1
OG0006844	XP_016768886.2	XP_015433474.1
OG0006845	XP_016768901.2	XP_015430458.1
OG0006846	XP_016768935.1	XP_015437457.1
OG0006847	XP_016768959.1	XP_015433760.1
OG0006848	XP_016768976.1	XP_015437505.1
OG0006849	XP_016769027.1	XP_015429523.1
OG0006850	XP_016769032.1	XP_015437476.1
OG0006851	XP_016769070.2	XP_015438119.1
OG0006852	XP_016769115.1	XP_015429004.1
OG0006853	XP_016769147.2	XP_015430474.1
OG0006854	XP_016769149.1	XP_015430427.1
OG0006855	XP_016769151.1	XP_015430911.1
OG0006856	XP_016769181.1	XP_015429187.1
OG0006857	XP_016769201.1	XP_015435152.1
OG0006858	XP_016769230.1	XP_015436008.1
OG0006859	XP_016769238.1	XP_015429519.1
OG0006860	XP_016769257.1	XP_015433485.1
OG0006861	XP_016769260.1	XP_015435136.1
OG0006862	XP_016769263.1	XP_015435098.1
OG0006863	XP_016769285.2	XP_015433598.1
OG0006864	XP_016769294.1	XP_015430508.1
OG0006865	XP_016769342.2	XP_015439499.1
OG0006866	XP_016769384.2	XP_015439465.1
OG0006867	XP_016769408.2	XP_015436129.1
OG0006868	XP_016769416.1	XP_015431146.1
OG0006870	XP_016769539.1	XP_015436138.1
OG0006871	XP_016769668.1	XP_015439540.1
OG0006872	XP_016769674.2	XP_015433786.1
OG0006873	XP_016769761.1	XP_015437669.1
OG0006874	XP_016769771.1	XP_015438503.1
OG0006875	XP_016769773.1	XP_015438374.1
OG0006876	XP_016769781.1	XP_015431923.1
OG0006877	XP_016769791.1	XP_015428893.1
OG0006878	XP_016769798.2	XP_015431365.1
OG0006879	XP_016769851.1	XP_015438476.1
OG0006880	XP_016769853.2	XP_015431309.1
OG0006881	XP_016769861.1	XP_015431291.1
OG0006882	XP_016769894.1	XP_015429180.1
OG0006883	XP_016769908.2	XP_015439169.1
OG0006884	XP_016769909.1	XP_015438469.1
OG0006885	XP_016769973.2	XP_015438482.1
OG0006886	XP_016769986.1	XP_015438344.1
OG0006887	XP_016769989.1	XP_015437632.1
OG0006888	XP_016770007.2	XP_015428857.1
OG0006889	XP_016770057.2	XP_015439587.1
OG0006890	XP_016770071.2	XP_015428862.1
OG0006891	XP_016770081.2	XP_015428904.1
OG0006892	XP_016770129.1	XP_015433414.1
OG0006893	XP_016770201.1	XP_015429996.1
OG0006894	XP_016770248.2	XP_015437730.1
OG0006895	XP_016770251.2	XP_015440512.1
OG0006896	XP_016770254.1	XP_015440433.1
OG0006897	XP_016770292.2	XP_015437408.1, XP_015437406.1, XP_015437407.1
OG0006898	XP_016770324.1	XP_015435513.1
OG0006899	XP_016770327.1	XP_015435485.1
OG0006900	XP_016770383.1	XP_015436729.1
OG0006901	XP_016770410.1	XP_015438849.1
OG0006902	XP_016770478.1	XP_015438821.1
OG0006903	XP_016770492.1	XP_015437786.1
OG0006904	XP_016770500.2	XP_015433782.1
OG0006905	XP_016770530.1	XP_015435517.1
OG0006906	XP_016770535.1	XP_015437289.1
OG0006907	XP_016770567.2	XP_015438914.1
OG0006908	XP_016770576.1	XP_015437293.1
OG0006909	XP_016770578.1	XP_015440498.1
OG0006910	XP_016770661.2	XP_015437806.1
OG0006911	XP_016770709.1	XP_015437023.1
OG0006912	XP_016770736.1	XP_015436529.1
OG0006913	XP_016770771.1	XP_015437739.1
OG0006914	XP_016770872.1	XP_015436353.1
OG0006915	XP_016770896.2	XP_015437556.1
OG0006916	XP_016770929.1	XP_015434642.1
OG0006917	XP_016770942.2	XP_015438226.1
OG0006919	XP_016771008.1, XP_393861.2	XP_015432159.1
OG0006920	XP_016771049.1	XP_015432803.1
OG0006922	XP_016771089.2	XP_015432765.1
OG0006923	XP_016771094.1	XP_015432157.1
OG0006924	XP_016771109.1	XP_015428844.1
OG0006925	XP_016771111.2	XP_015432195.1
OG0006926	XP_016771299.2	XP_015428621.1
OG0006927	XP_016771362.2	XP_015432327.1
OG0006928	XP_016771364.2	XP_015435304.1
OG0006929	XP_016771370.1	XP_015436857.1
OG0006930	XP_016771378.2	XP_015432340.1
OG0006931	XP_016771427.1	XP_015434781.1
OG0006932	XP_016771490.1	XP_015438963.1
OG0006933	XP_016771509.1	XP_015439187.1
OG0006934	XP_016771510.2	XP_015439207.1
OG0006935	XP_016771545.1	XP_015435349.1
OG0006936	XP_016771581.2	XP_015439053.1
OG0006937	XP_016771652.1	XP_015439014.1
OG0006938	XP_016771673.1	XP_015434031.1
OG0006939	XP_016771683.2	XP_015439234.1
OG0006940	XP_016771783.1	XP_015439197.1
OG0006941	XP_016771789.1	XP_015434165.1
OG0006942	XP_016771803.1	XP_015434088.1
OG0006943	XP_016771853.1	XP_015434143.1
OG0006944	XP_016771856.2	XP_015439033.1
OG0006945	XP_016771882.1	XP_015432969.1
OG0006946	XP_016771903.2	XP_015434135.1
OG0006948	XP_016771930.2	XP_015438729.1
OG0006949	XP_016771939.1	XP_015429719.1
OG0006950	XP_016772014.1	XP_015432481.1
OG0006951	XP_016772017.1	XP_015432499.1
OG0006952	XP_016772029.1	XP_015437971.1
OG0006953	XP_016772051.1	XP_015433229.1
OG0006954	XP_016772077.1	XP_015433108.1
OG0006955	XP_016772084.2	XP_015434832.1
OG0006956	XP_016772102.1	XP_015434841.1
OG0006957	XP_016772142.1	XP_015439376.1
OG0006958	XP_016772171.1	XP_015429591.1
OG0006959	XP_016772174.1	XP_015433198.1
OG0006960	XP_016772178.1	XP_015432442.1
OG0006961	XP_016772183.1	XP_015439367.1
OG0006962	XP_016772201.1, XP_016772200.1	XP_015432475.1
OG0006963	XP_016772254.2	XP_015439364.1
OG0006964	XP_016772258.2	XP_015439447.1
OG0006965	XP_016772312.2	XP_015428738.1
OG0006966	XP_016772317.2	XP_015433220.1
OG0006967	XP_016772372.2	XP_015434897.1
OG0006968	XP_016772437.2	XP_015428444.1
OG0006969	XP_016772442.1	XP_015438688.1
OG0006971	XP_016772482.2	XP_015438623.1
OG0006972	XP_016772529.2	XP_015428417.1
OG0006973	XP_016772575.2	XP_015432752.1
OG0006974	XP_016772605.1	XP_015438683.1
OG0006975	XP_016772625.1	XP_015430363.1
OG0006976	XP_016772636.1	XP_015436545.1
OG0006977	XP_016772643.1	XP_015428451.1
OG0006978	XP_016772679.1	XP_015433894.1
OG0006979	XP_016772712.1	XP_015429875.1
OG0006980	XP_016772763.1	XP_015440106.1
OG0006981	XP_016772823.1	XP_015434523.1
OG0006982	XP_016772824.1	XP_015432989.1
OG0006983	XP_016772830.1	XP_015432815.1
OG0006984	XP_016772901.2	XP_015429392.1
OG0006985	XP_016772954.2	XP_015439629.1
OG0006986	XP_016772964.1	XP_015439628.1
OG0006987	XP_016772965.1	XP_015438754.1
OG0006988	XP_016773045.1	XP_015429647.1
OG0006989	XP_016773151.1	XP_015430033.1
OG0006990	XP_016773166.1	XP_015430034.1
OG0006991	XP_016773304.2	XP_015428390.1
OG0006992	XP_016773313.1	XP_015429695.1
OG0006993	XP_016773331.2	XP_015432816.1
OG0006994	XP_016773364.2	XP_015432926.1
OG0006995	XP_016773365.1	XP_015435298.1, XP_015435299.1
OG0006996	XP_016773384.2	XP_015429064.1
OG0006997	XP_016773404.1	XP_015437893.1
OG0006998	XP_016773439.2	XP_015432904.1
OG0006999	XP_016773513.1	XP_015434950.1
OG0007000	XP_016773517.2	XP_015429062.1
OG0007001	XP_016773548.1	XP_015429009.1
OG0007002	XP_016773624.1	XP_015434980.1
OG0007003	XP_016773628.1	XP_015434962.1
OG0007004	XP_016773633.1	XP_015430021.1
OG0007005	XP_026294641.1	XP_015433959.1
OG0007006	XP_026294691.1	XP_015429984.1
OG0007007	XP_026294700.1	XP_015428999.1
OG0007008	XP_026294719.1	XP_015429704.1
OG0007009	XP_026294720.1	XP_015431858.1
OG0007010	XP_026294725.1	XP_015429026.1
OG0007011	XP_026294730.1	XP_015429070.1
OG0007012	XP_026294735.1	XP_015429028.1
OG0007013	XP_026294788.1	XP_015440442.1
OG0007014	XP_026294802.1	XP_015429081.1
OG0007015	XP_026294818.1	XP_015433961.1
OG0007016	XP_026294821.1	XP_015428992.1
OG0007017	XP_026294824.1	XP_015429142.1
OG0007018	XP_026294843.1	XP_015431802.1
OG0007019	XP_026294845.1	XP_015432131.1
