GeneID,geneDescription,chr,strand,event,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,1stExonStart_0base,1stExonEnd,2ndExonStart_0base,2ndExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,riExonStart_0base,riExonEnd,exonStart_0base,exonEnd
LOC114879744,mitochondrial 2-oxodicarboxylate carrier,chrOU015519.1,+,SE,1,1,"1.0,0.835,1.0,1.0","1.0,1.0,1.0,1.0",-0.041,NA,NA,NA,NA,NA,NA,"33,8,16,16","0,1,0,0","28,14,28,13","0,0,0,0",156,99,NA,NA,NA,NA,2437810,2437917,2438249,2438549,NA,NA,2438041,2438098
LOC114871699,sodium/potassium-transporting ATPase subunit alpha-like,chrOU015515.1,-,SE,1,1,"1.0,NA,0.0,NA","0.667,NA,NA,0.667",-0.167,NA,NA,NA,NA,NA,NA,"1,0,0,0","0,0,1,0","4,0,0,4","1,0,0,1",198,99,NA,NA,NA,NA,6042825,6043243,6043865,6044135,NA,NA,6043485,6043800
LOC114870940,RIMS-binding protein 2,chrOU015504.1,-,SE,1,1,"1.0,0.6,1.0,NA","1.0,0.75,1.0,0.8",-0.021,NA,NA,NA,NA,NA,NA,"6,3,2,0","0,1,0,0","8,6,7,8","0,1,0,1",198,99,NA,NA,NA,NA,14845959,14850721,14853977,14854239,NA,NA,14851944,14852195
LOC114870940,RIMS-binding protein 2,chrOU015504.1,-,SE,1,1,"NA,1.0,NA,NA","0.0,NA,NA,NA",1,NA,NA,NA,NA,NA,NA,"0,1,0,0","0,0,0,0","0,0,0,0","1,0,0,0",198,99,NA,NA,NA,NA,14861175,14861310,14865095,14865219,NA,NA,14862057,14864352
LOC114870940,RIMS-binding protein 2,chrOU015504.1,-,SE,1,1,"1.0,1.0,NA,NA","0.333,NA,NA,NA",0.667,NA,NA,NA,NA,NA,NA,"2,1,0,0","0,0,0,0","1,0,0,0","1,0,0,0",198,99,NA,NA,NA,NA,14861175,14861310,14865095,14865219,NA,NA,14864205,14864352
LOC114872610,glutamate receptor ionotropic,chrOU015516.1,-,SE,1,1,"0.5,1.0,NA,1.0","0.143,1.0,0.333,0.25",0.402,NA,NA,NA,NA,NA,NA,"2,1,0,1","1,0,0,0","1,2,1,2","3,0,1,3",198,99,NA,NA,NA,NA,6105167,6105250,6109944,6110100,NA,NA,6106004,6106923
LOC114872610,glutamate receptor ionotropic,chrOU015516.1,-,SE,1,1,"0.333,NA,NA,1.0","0.25,1.0,0.667,0.25",0.125,NA,NA,NA,NA,NA,NA,"1,0,0,1","1,0,0,0","2,1,4,2","3,0,1,3",198,99,NA,NA,NA,NA,6105162,6105250,6109944,6110100,NA,NA,6106332,6106923
LOC114872610,glutamate receptor ionotropic,chrOU015516.1,-,SE,0.948757399786,1,"0.743,0.452,0.524,0.331","0.452,0.452,0.688,0.591",-0.033,NA,NA,NA,NA,NA,NA,"7,1,4,3","2,1,3,5","7,6,8,7","7,6,3,4",120,99,NA,NA,NA,NA,6120596,6120749,6126786,6126954,NA,NA,6121980,6122001
LOC114872610,glutamate receptor ionotropic,chrOU015516.1,-,SE,1,1,"1.0,1.0,1.0,1.0","1.0,0.867,1.0,1.0",0.033,NA,NA,NA,NA,NA,NA,"25,8,16,12","0,0,0,0","32,13,21,12","0,1,0,0",198,99,NA,NA,NA,NA,6126786,6126954,6156508,6156666,NA,NA,6133499,6133641
LOC114872610,glutamate receptor ionotropic,chrOU015516.1,-,SE,1,1,"1.0,1.0,1.0,1.0","0.909,1.0,1.0,1.0",0.023,NA,NA,NA,NA,NA,NA,"10,5,8,8","0,0,0,0","20,8,10,11","1,0,0,0",198,99,NA,NA,NA,NA,6133499,6133641,6160955,6161053,NA,NA,6156508,6156666
LOC114880749,autophagy-related protein 101,chrOU015510.1,-,SE,0.803743911139,1,"0.794,0.909,0.883,0.686","0.832,0.753,0.783,0.826",0.02,NA,NA,NA,NA,NA,NA,"88,38,43,29","12,2,3,7","75,52,41,45","8,9,6,5",188,99,NA,NA,NA,NA,29088,31705,32516,33502,NA,NA,32113,32202
LOC114880749,autophagy-related protein 101,chrOU015510.1,-,SE,0.831468359466,1,"0.793,0.913,0.895,0.667","0.838,0.757,0.782,0.828",0.016,NA,NA,NA,NA,NA,NA,"92,42,51,28","12,2,3,7","83,56,43,48","8,9,6,5",198,99,NA,NA,NA,NA,29088,31705,32516,33502,NA,NA,32113,32270
LOC114872693,TBC1 domain family member 13,chrOU015506.1,-,SE,1,1,"0.951,1.0,1.0,1.0","1.0,1.0,1.0,1.0",-0.012,NA,NA,NA,NA,NA,NA,"39,20,20,19","1,0,0,0","38,20,20,20","0,0,0,0",198,99,NA,NA,NA,NA,1350591,1350665,1351471,1358623,NA,NA,1350725,1350861
LOC114872693,TBC1 domain family member 13,chrOU015506.1,-,SE,1,1,"0.951,1.0,1.0,1.0","1.0,1.0,1.0,1.0",-0.012,NA,NA,NA,NA,NA,NA,"39,20,20,19","1,0,0,0","39,19,20,20","0,0,0,0",198,99,NA,NA,NA,NA,1350591,1350665,1351471,1358623,NA,NA,1350725,1350881
LOC114875648,division abnormally delayed protein,chrOU015505.1,-,SE,1,1,"1.0,1.0,0.959,1.0","1.0,1.0,1.0,1.0",-0.01,NA,NA,NA,NA,NA,NA,"93,68,47,39","0,0,1,0","102,70,68,69","0,0,0,0",198,99,NA,NA,NA,NA,8030334,8030542,8057403,8057684,NA,NA,8033397,8033542
LOC114875648,division abnormally delayed protein,chrOU015505.1,-,SE,1,1,"1.0,1.0,1.0,1.0","1.0,1.0,0.974,1.0",0.006,NA,NA,NA,NA,NA,NA,"142,49,52,62","0,0,0,0","155,95,74,91","0,0,1,0",198,99,NA,NA,NA,NA,8102010,8102581,8134203,8135247,NA,NA,8128166,8128307
LOC114874673,glyceraldehyde-3-phosphate dehydrogenase-like,chrOU015509.1,-,SE,1,1,"1.0,1.0,1.0,1.0","1.0,0.818,1.0,1.0",0.045,NA,NA,NA,NA,NA,NA,"10,13,8,5","0,0,0,0","10,9,3,4","0,1,0,0",198,99,NA,NA,NA,NA,3175039,3175155,3175419,3175484,NA,NA,3175219,3175343
LOC114876155,protein unc-119 homolog,chrOU015504.1,+,SE,1,1,"1.0,1.0,1.0,1.0","1.0,1.0,0.976,1.0",0.006,NA,NA,NA,NA,NA,NA,"212,128,113,78","0,0,0,0","178,78,83,102","0,0,1,0",198,99,NA,NA,NA,NA,15431960,15432271,15432520,15432820,NA,NA,15432340,15432454
LOC114871422,solute carrier family 17 member 9,chrOU015515.1,+,SE,0.43080740112,1,"0.957,0.962,0.905,0.926","1.0,0.767,0.952,0.88",0.038,NA,NA,NA,NA,NA,NA,"88,50,38,25","2,1,2,1","63,33,40,44","0,5,1,3",198,99,NA,NA,NA,NA,3711642,3711816,3712331,3712428,NA,NA,3712029,3712162
LOC114882914,APOBEC1 complementation factor-like,chrOU015504.1,+,SE,1,1,"1.0,NA,0.333,0.0","0.0,0.0,NA,0.333",0.333,NA,NA,NA,NA,NA,NA,"2,0,1,0","0,0,1,1","0,0,0,1","1,1,0,1",198,99,NA,NA,NA,NA,9309058,9309504,9311950,9312273,NA,NA,9310816,9311546
LOC114882914,APOBEC1 complementation factor-like,chrOU015504.1,+,SE,1,1,"1.0,1.0,1.0,1.0","1.0,1.0,1.0,0.5",0.125,NA,NA,NA,NA,NA,NA,"5,2,2,1","0,0,0,0","3,3,1,2","0,0,0,1",198,99,NA,NA,NA,NA,9310816,9311546,9311950,9312273,NA,NA,9311683,9311858
LOC114882914,APOBEC1 complementation factor-like,chrOU015504.1,+,SE,0.641448700345,1,"0.167,0.0,0.333,0.5","0.333,0.5,0.067,0.2",-0.025,NA,NA,NA,NA,NA,NA,"2,0,2,4","5,2,2,2","8,4,1,3","8,2,7,6",198,99,NA,NA,NA,NA,9309058,9309504,9312355,9312485,NA,NA,9311950,9312273
LOC114875506,protein PFC0760c-like,chrOU015505.1,+,SE,1,1,"1.0,1.0,1.0,1.0","1.0,0.857,1.0,1.0",0.036,NA,NA,NA,NA,NA,NA,"67,18,39,32","0,0,0,0","36,24,10,22","0,2,0,0",198,99,NA,NA,NA,NA,3647977,3648966,3649318,3649480,NA,NA,3649043,3649254
LOC114878443,eukaryotic translation initiation factor 4 gamma 3-like,chrOU015507.1,+,SE,1,1,"0.016,0.0,0.0,0.024","0.033,0.0,0.0,0.017",-0.003,NA,NA,NA,NA,NA,NA,"1,0,0,1","31,15,21,20","2,0,0,1","29,22,17,29",198,99,NA,NA,NA,NA,11658845,11659801,11675011,11675370,NA,NA,11670795,11671173
LOC114878443,eukaryotic translation initiation factor 4 gamma 3-like,chrOU015507.1,+,SE,1,1,"0.0,0.03,0.0,0.0","0.0,0.0,0.04,0.0",-0.003,NA,NA,NA,NA,NA,NA,"0,1,0,0","24,16,11,16","0,0,1,0","24,14,12,16",198,99,NA,NA,NA,NA,11661376,11662348,11675011,11675370,NA,NA,11670795,11671173
LOC114877329,protein lap4,chrOU015506.1,-,SE,0.977092988378,1,"0.643,0.87,0.673,0.546","0.779,0.591,0.728,0.632",0.001,NA,NA,NA,NA,NA,NA,"28,13,12,7","8,1,3,3","41,14,26,20","6,5,5,6",192,99,NA,NA,NA,NA,3199949,3200039,3200786,3200987,NA,NA,3200317,3200410
LOC114877329,protein lap4,chrOU015506.1,-,SE,0.389574458066,1,"0.692,0.455,0.769,0.545","0.588,0.76,0.714,0.765",-0.092,NA,NA,NA,NA,NA,NA,"36,10,20,12","8,6,3,5","20,19,20,26","7,3,4,4",198,99,NA,NA,NA,NA,3199263,3200039,3201216,3201345,NA,NA,3200786,3200987
LOC114877329,protein lap4,chrOU015506.1,-,SE,1,1,"0.971,0.913,0.944,0.895","0.9,0.793,0.867,0.895",0.067,NA,NA,NA,NA,NA,NA,"68,21,34,17","1,1,1,1","36,23,26,34","2,3,2,2",198,99,NA,NA,NA,NA,3200786,3200987,3201431,3201545,NA,NA,3201216,3201345
LOC114877329,protein lap4,chrOU015506.1,-,SE,1,1,"0.97,1.0,1.0,1.0","1.0,0.867,0.938,1.0",0.041,NA,NA,NA,NA,NA,NA,"64,25,30,19","1,0,0,0","58,26,30,44","0,2,1,0",198,99,NA,NA,NA,NA,3201431,3201545,3203233,3203351,NA,NA,3201753,3201859
LOC114877329,protein lap4,chrOU015506.1,-,SE,0.391009792169,1,"0.409,0.381,0.288,0.4","0.415,0.36,0.59,0.387",-0.068,NA,NA,NA,NA,NA,NA,"36,16,17,20","26,13,21,15","34,27,23,24","24,24,8,19",198,99,NA,NA,NA,NA,3203576,3203688,3207485,3207638,NA,NA,3203981,3204419
LOC114877329,protein lap4,chrOU015506.1,-,SE,0.214907514665,1,"0.024,0.028,0.065,0.075","0.099,0.0,0.122,0.041",-0.018,NA,NA,NA,NA,NA,NA,"2,1,2,2","62,27,22,19","5,0,4,2","35,20,22,36",129,99,NA,NA,NA,NA,3208172,3208331,3209316,3209496,NA,NA,3208862,3208892
LOC114880334,E3 ubiquitin-protein ligase Ubr3,chrOU015515.1,-,SE,0.656086733142,1,"0.465,0.565,0.44,0.655","0.569,0.318,0.641,0.744",-0.037,NA,NA,NA,NA,NA,NA,"33,13,11,19","19,5,7,5","29,14,25,29","11,15,7,5",198,99,NA,NA,NA,NA,7910320,7910508,7911020,7911179,NA,NA,7910706,7910859
LOC114879713,uncharacterized LOC114879713,chrOU015507.1,-,SE,1,1,"1.0,1.0,0.375,1.0","0.706,1.0,1.0,1.0",-0.083,NA,NA,NA,NA,NA,NA,"11,3,1,1","0,0,1,0","4,3,7,11","1,0,0,0",165,99,NA,NA,NA,NA,5998219,5998545,6074692,6074944,NA,NA,6013449,6013515
LOC114879686,group XIIA secretory phospholipase A2,chrOU015513.1,-,SE,1,1,"0.957,1.0,1.0,1.0","1.0,1.0,1.0,1.0",-0.011,NA,NA,NA,NA,NA,NA,"75,25,48,38","2,0,0,0","48,33,33,49","0,0,0,0",167,99,NA,NA,NA,NA,10656086,10656552,10657048,10657347,NA,NA,10656627,10656695
LOC114878217,26S proteasome non-ATPase regulatory subunit 14,chrOU015515.1,+,SE,0.184877439573,1,"0.179,0.194,0.148,0.094","0.221,0.232,0.115,0.227",-0.045,NA,NA,NA,NA,NA,NA,"19,12,11,5","65,37,47,36","24,15,7,17","63,37,40,43",133,99,NA,NA,NA,NA,8700487,8700615,8700784,8700902,NA,NA,8700674,8700708
LOC114875279,ankyrin repeat domain-containing protein 29,chrOU015507.1,+,SE,1,1,"0.979,1.0,1.0,1.0","1.0,1.0,1.0,1.0",-0.005,NA,NA,NA,NA,NA,NA,"92,29,64,72","1,0,0,0","87,50,73,67","0,0,0,0",198,99,NA,NA,NA,NA,11444883,11445211,11446890,11446989,NA,NA,11446077,11446188
LOC114870858,myb-like protein AA,chrOU015504.1,+,SE,0.860520277486,1,"0.044,0.101,0.061,0.164","0.183,0.0,0.0,0.252",-0.016,NA,NA,NA,NA,NA,NA,"1,1,1,2","17,7,12,8","4,0,0,3","14,18,6,7",126,99,NA,NA,NA,NA,14943077,14943481,14943762,14943900,NA,NA,14943574,14943601
LOC114872301,TATA-binding protein-associated factor 172,chrOU015508.1,-,SE,1,1,"1.0,1.0,1.0,1.0","0.951,1.0,1.0,1.0",0.012,NA,NA,NA,NA,NA,NA,"41,14,15,15","0,0,0,0","29,6,12,21","1,0,0,0",149,99,NA,NA,NA,NA,8820818,8821066,8821930,8822118,NA,NA,8821308,8821358
LOC114872864,GPI ethanolamine phosphate transferase 1,chrOU015518.1,-,SE,0.280849576025,1,"0.556,0.583,1.0,0.857","0.789,0.875,0.765,0.818",-0.063,NA,NA,NA,NA,NA,NA,"20,14,8,12","8,5,0,1","30,14,13,18","4,1,2,2",198,99,NA,NA,NA,NA,1544997,1545218,1548384,1548463,NA,NA,1545289,1545555
LOC114872769,uncharacterized LOC114872769,chrOU015504.1,-,SE,0.302187545063,1,"0.511,0.654,0.636,0.525","0.516,0.525,0.533,0.494",0.065,NA,NA,NA,NA,NA,NA,"46,34,35,31","22,9,10,14","64,31,32,43","30,14,14,22",198,99,NA,NA,NA,NA,13608870,13609060,13610648,13610856,NA,NA,13609978,13610119
LOC114875430,zinc transporter 9,chrOU015504.1,+,SE,1,1,"NA,1.0,1.0,NA","1.0,1.0,1.0,0.6",0.1,NA,NA,NA,NA,NA,NA,"0,2,1,0","0,0,0,0","1,2,1,3","0,0,0,1",198,99,NA,NA,NA,NA,7226458,7226525,7228164,7228288,NA,NA,7226840,7227331
LOC114875430,zinc transporter 9,chrOU015504.1,+,SE,1,1,"1.0,NA,NA,1.0","NA,1.0,1.0,0.5",0.167,NA,NA,NA,NA,NA,NA,"1,0,0,1","0,0,0,0","0,1,1,2","0,0,0,1",198,99,NA,NA,NA,NA,7226503,7226525,7228164,7228288,NA,NA,7226845,7227331
LOC114875464,cell cycle checkpoint protein RAD1-like,chrOU015504.1,+,SE,1,1,"1.0,0.667,1.0,0.6","1.0,1.0,1.0,NA",-0.183,NA,NA,NA,NA,NA,NA,"9,4,5,3","0,1,0,1","7,6,2,0","0,0,0,0",198,99,NA,NA,NA,NA,7844184,7844291,7845276,7845471,NA,NA,7844978,7845203
LOC114875464,cell cycle checkpoint protein RAD1-like,chrOU015504.1,+,SE,1,1,"0.8,1.0,1.0,1.0","1.0,1.0,1.0,NA",-0.05,NA,NA,NA,NA,NA,NA,"8,4,5,4","1,0,0,0","5,3,2,0","0,0,0,0",198,99,NA,NA,NA,NA,7844570,7844588,7845276,7845471,NA,NA,7844978,7845203
LOC114880783,solute carrier family 2,chrOU015505.1,-,SE,1,1,"0.023,0.0,0.0,0.023","0.0,0.0,0.015,0.014",0.004,NA,NA,NA,NA,NA,NA,"2,0,0,1","42,18,19,21","0,0,1,1","42,30,32,35",198,99,NA,NA,NA,NA,12127674,12127773,12138917,12139106,NA,NA,12135338,12136735
LOC114872016,agrin-like,chrOU015505.1,+,SE,1,1,"1.0,NA,1.0,1.0","1.0,NA,NA,0.6",0.2,NA,NA,NA,NA,NA,NA,"2,0,1,1","0,0,0,0","3,0,0,2","0,0,0,1",132,99,NA,NA,NA,NA,6279827,6279863,6377878,6378088,NA,NA,6310350,6310383
LOC114872016,agrin-like,chrOU015505.1,+,SE,1,1,"0.667,NA,1.0,1.0","1.0,1.0,NA,1.0",-0.111,NA,NA,NA,NA,NA,NA,"4,0,2,1","1,0,0,0","3,1,0,6","0,0,0,0",198,99,NA,NA,NA,NA,6310350,6310383,6440475,6440712,NA,NA,6377878,6378088
LOC114872016,agrin-like,chrOU015505.1,+,SE,1,1,"1.0,1.0,1.0,NA","0.714,1.0,1.0,NA",0.095,NA,NA,NA,NA,NA,NA,"2,2,3,0","0,0,0,0","5,3,4,0","1,0,0,0",198,99,NA,NA,NA,NA,6454822,6454952,6455999,6456149,NA,NA,6455065,6455299
LOC114872016,agrin-like,chrOU015505.1,+,SE,1,1,"1.0,NA,1.0,1.0","1.0,1.0,0.5,1.0",0.125,NA,NA,NA,NA,NA,NA,"4,0,8,2","0,0,0,0","4,7,2,6","0,0,1,0",198,99,NA,NA,NA,NA,6455065,6455299,6455999,6456149,NA,NA,6455499,6455796
LOC114872016,agrin-like,chrOU015505.1,+,SE,0.4705196803,1,"1.0,0.0,0.0,1.0","0.6,0.6,0.667,0.0",0.033,NA,NA,NA,NA,NA,NA,"5,0,0,2","0,1,2,0","3,3,4,0","1,1,1,3",198,99,NA,NA,NA,NA,6464415,6464509,6465195,6465370,NA,NA,6464728,6464836
LOC114875888,protein Skeletor,chrOU015516.1,+,SE,1,1,"1.0,1.0,0.0,NA","0.767,0.292,NA,1.0",-0.02,NA,NA,NA,NA,NA,NA,"3,2,0,0","0,0,1,0","4,1,0,2","1,2,0,0",120,99,NA,NA,NA,NA,4459596,4459777,4460078,4460451,NA,NA,4459874,4459895
LOC114871593,regulating synaptic membrane exocytosis protein 2-like,chrOU015507.1,-,SE,1,1,"1.0,0.0,NA,NA","0.556,1.0,NA,NA",-0.278,NA,NA,NA,NA,NA,NA,"3,0,0,0","0,1,0,0","5,3,0,0","2,0,0,0",198,99,NA,NA,NA,NA,2570490,2570575,2576261,2576447,NA,NA,2573812,2573959
LOC114874596,major facilitator superfamily domain-containing protein 8,chrOU015509.1,+,SE,1,1,"0.986,1.0,1.0,1.0","1.0,1.0,1.0,0.976",0.002,NA,NA,NA,NA,NA,NA,"142,79,96,58","1,0,0,0","134,51,70,80","0,0,0,1",198,99,NA,NA,NA,NA,3282411,3282559,3282945,3283034,NA,NA,3282614,3282858
LOC114872687,ATP-binding cassette sub-family G member 1-like,chrOU015506.1,-,SE,1,1,"1.0,1.0,1.0,1.0","0.977,1.0,1.0,1.0",0.006,NA,NA,NA,NA,NA,NA,"95,81,78,49","0,0,0,0","86,59,59,48","1,0,0,0",198,99,NA,NA,NA,NA,1906940,1907181,1907488,1907589,NA,NA,1907250,1907406
LOC114872687,ATP-binding cassette sub-family G member 1-like,chrOU015506.1,-,SE,1,1,"1.0,1.0,0.957,1.0","1.0,1.0,1.0,1.0",-0.011,NA,NA,NA,NA,NA,NA,"86,70,44,43","0,0,1,0","59,35,33,39","0,0,0,0",198,99,NA,NA,NA,NA,1909860,1909978,1913598,1913733,NA,NA,1912337,1912603
LOC114882769,exonuclease mut-7 homolog,chrOU015508.1,-,SE,1,1,"1.0,0.986,1.0,1.0","1.0,1.0,1.0,1.0",-0.004,NA,NA,NA,NA,NA,NA,"229,137,139,79","0,1,0,0","189,93,106,108","0,0,0,0",198,99,NA,NA,NA,NA,634148,634339,635104,635253,NA,NA,634412,635033
LOC114874838,F-box/LRR-repeat protein 3-like,chrOU015505.1,-,SE,0.193172549535,1,"0.081,0.115,0.052,0.082","0.079,0.03,0.089,0.026",0.027,NA,NA,NA,NA,NA,NA,"10,9,4,5","85,52,55,42","7,1,3,1","61,24,23,28",132,99,NA,NA,NA,NA,9940464,9940654,9942437,9942507,NA,NA,9940737,9940770
LOC114875834,waprin-Phi1-like,chrOU015505.1,-,SE,1,1,"0.992,1.0,1.0,1.0","1.0,1.0,1.0,1.0",-0.002,NA,NA,NA,NA,NA,NA,"233,188,202,132","1,0,0,0","195,97,136,173","0,0,0,0",183,99,NA,NA,NA,NA,13652954,13653130,13653489,13653581,NA,NA,13653186,13653270
LOC114874929,protein Mpv17,chrOU015509.1,-,SE,1,1,"0.972,1.0,1.0,1.0","1.0,1.0,1.0,1.0",-0.007,NA,NA,NA,NA,NA,NA,"69,33,39,40","1,0,0,0","65,20,36,26","0,0,0,0",198,99,NA,NA,NA,NA,8676805,8676946,8677448,8677564,NA,NA,8677021,8677243
LOC114879094,uncharacterized LOC114879094,chrOU015516.1,-,SE,1,1,"1.0,0.957,0.969,0.951","1.0,1.0,1.0,0.966",-0.022,NA,NA,NA,NA,NA,NA,"90,44,63,39","0,1,1,1","86,46,51,57","0,0,0,1",198,99,NA,NA,NA,NA,8006350,8006447,8008027,8008294,NA,NA,8007736,8007949
LOC114876905,general transcription factor IIE subunit 2,chrOU015508.1,-,SE,0.829026734664,1,"0.919,1.0,0.977,0.882","0.931,1.0,0.968,0.934",-0.014,NA,NA,NA,NA,NA,NA,"91,52,85,45","4,0,1,3","81,34,61,57","3,0,1,2",198,99,NA,NA,NA,NA,2903934,2904660,2905015,2905280,NA,NA,2904740,2904950
LOC114874129,myotrophin-like,chrOU015505.1,+,SE,1,1,"1.0,1.0,1.0,1.0","1.0,1.0,1.0,0.987",0.003,NA,NA,NA,NA,NA,NA,"333,188,210,114","0,0,0,0","268,109,140,151","0,0,0,1",198,99,NA,NA,NA,NA,2173285,2173491,2173978,2175077,NA,NA,2173753,2173864
LOC114879555,cGMP-dependent 3',chrOU015507.1,+,SE,0.124902855294,1,"0.034,0.0,0.0,0.111","0.083,0.0,0.067,0.1",-0.026,NA,NA,NA,NA,NA,NA,"1,0,0,1","14,8,5,4","2,0,1,2","11,1,7,9",198,99,NA,NA,NA,NA,11832511,11832604,11833166,11833411,NA,NA,11832701,11832884
LOC114876208,integral membrane protein 2B,chrOU015505.1,-,SE,1,1,"1.0,1.0,1.0,1.0","0.998,1.0,1.0,1.0",0,NA,NA,NA,NA,NA,NA,"896,428,503,363","0,0,0,0","838,344,374,509","1,0,0,0",198,99,NA,NA,NA,NA,1521970,1522085,1523140,1523420,NA,NA,1522170,1522659
LOC114871127,ATP-binding cassette sub-family G member 1,chrOU015508.1,+,SE,1,1,"0.994,1.0,1.0,1.0","1.0,1.0,1.0,1.0",-0.002,NA,NA,NA,NA,NA,NA,"321,213,197,147","1,0,0,0","312,167,172,253","0,0,0,0",198,99,NA,NA,NA,NA,1476889,1477048,1487821,1487939,NA,NA,1482902,1483324
LOC114871127,ATP-binding cassette sub-family G member 1,chrOU015508.1,+,SE,1,1,"1.0,1.0,1.0,0.99","1.0,1.0,1.0,1.0",-0.002,NA,NA,NA,NA,NA,NA,"371,214,220,191","0,0,0,1","327,179,170,273","0,0,0,0",198,99,NA,NA,NA,NA,1482902,1483324,1489012,1489208,NA,NA,1487821,1487939
LOC114871727,RNA binding protein fox-1 homolog 2-like,chrOU015515.1,-,SE,1,1,"0.0,0.142,0.0,0.171","0.0,0.0,0.0,0.105",0.052,NA,NA,NA,NA,NA,NA,"0,1,0,1","10,5,12,4","0,0,0,1","23,8,11,7",120,99,NA,NA,NA,NA,6322215,6322382,6328265,6328329,NA,NA,6326722,6326743
LOC114871727,RNA binding protein fox-1 homolog 2-like,chrOU015515.1,-,SE,0.802440793122,1,"0.136,0.136,0.0,0.282","0.033,0.164,0.0,0.183",0.044,NA,NA,NA,NA,NA,NA,"2,1,0,2","10,5,12,4","1,2,0,2","23,8,11,7",126,99,NA,NA,NA,NA,6322215,6322382,6328265,6328329,NA,NA,6327681,6327708
LOC114871727,RNA binding protein fox-1 homolog 2-like,chrOU015515.1,-,SE,1,1,"1.0,1.0,1.0,1.0","0.9,1.0,1.0,1.0",0.025,NA,NA,NA,NA,NA,NA,"10,8,10,5","0,0,0,0","18,8,7,12","1,0,0,0",198,99,NA,NA,NA,NA,6328265,6328329,6372296,6372350,NA,NA,6329693,6329847
LOC114871727,RNA binding protein fox-1 homolog 2-like,chrOU015515.1,-,SE,0.52786331124,1,"0.846,1.0,0.907,1.0","0.921,0.912,1.0,0.814",0.026,NA,NA,NA,NA,NA,NA,"32,19,19,10","3,0,1,0","45,20,24,17","2,1,0,2",192,99,NA,NA,NA,NA,6351492,6351547,6372296,6372350,NA,NA,6361036,6361129
LOC114871727,RNA binding protein fox-1 homolog 2-like,chrOU015515.1,-,SE,1,1,"1.0,1.0,1.0,1.0","1.0,0.931,0.764,1.0",0.076,NA,NA,NA,NA,NA,NA,"17,11,6,1","0,0,0,0","17,21,10,12","0,1,2,0",153,99,NA,NA,NA,NA,6351492,6351547,6372683,6372944,NA,NA,6372296,6372350
LOC114871610,microtubule-associated protein 1B-like,chrOU015509.1,-,SE,0.129759127631,1,"0.968,0.983,0.941,0.971","0.972,0.979,0.983,0.992",-0.016,NA,NA,NA,NA,NA,NA,"191,93,101,159","4,1,4,3","166,152,184,189","3,2,2,1",158,99,NA,NA,NA,NA,2652215,2652388,2652947,2653247,NA,NA,2652768,2652827
LOC114871610,microtubule-associated protein 1B-like,chrOU015509.1,-,SE,1,1,"0.991,0.981,1.0,1.0","1.0,1.0,1.0,1.0",-0.007,NA,NA,NA,NA,NA,NA,"209,105,140,228","1,1,0,0","178,169,233,224","0,0,0,0",198,99,NA,NA,NA,NA,2652947,2653247,2656763,2657079,NA,NA,2653651,2654099
LOC114877482,kinesin-like protein KIF9,chrOU015512.1,-,SE,1,1,"1.0,1.0,1.0,1.0","1.0,1.0,1.0,0.562",0.109,NA,NA,NA,NA,NA,NA,"2,3,3,3","0,0,0,0","4,3,4,5","0,0,0,2",193,99,NA,NA,NA,NA,252963,253135,253438,253590,NA,NA,253227,253321
LOC114876072,serine/threonine-protein kinase ppk30,chrOU015506.1,-,SE,1,1,"0.984,1.0,1.0,1.0","1.0,1.0,1.0,1.0",-0.004,NA,NA,NA,NA,NA,NA,"127,82,63,68","1,0,0,0","126,72,75,103","0,0,0,0",198,99,NA,NA,NA,NA,241867,242498,242874,242978,NA,NA,242653,242786
LOC114875352,aldehyde dehydrogenase,chrOU015510.1,-,SE,1,1,"1.0,0.987,0.972,1.0","0.99,1.0,0.925,1.0",0.011,NA,NA,NA,NA,NA,NA,"249,155,140,87","0,1,2,0","203,88,99,102","1,0,4,0",198,99,NA,NA,NA,NA,5942480,5942616,5943852,5944053,NA,NA,5942860,5942976
LOC114875352,aldehyde dehydrogenase,chrOU015510.1,-,SE,1,1,"0.993,0.986,1.0,1.0","0.993,1.0,1.0,1.0",-0.003,NA,NA,NA,NA,NA,NA,"288,142,191,131","1,1,0,0","300,138,154,211","1,0,0,0",198,99,NA,NA,NA,NA,5940246,5941042,5943852,5944053,NA,NA,5943571,5943687
LOC114875352,aldehyde dehydrogenase,chrOU015510.1,-,SE,1,1,"1.0,0.993,0.989,1.0","0.996,1.0,0.972,1.0",0.003,NA,NA,NA,NA,NA,NA,"529,272,353,252","0,1,2,0","537,238,278,406","1,0,4,0",198,99,NA,NA,NA,NA,5942480,5942616,5943852,5944053,NA,NA,5943571,5943687
LOC114875352,aldehyde dehydrogenase,chrOU015510.1,-,SE,1,1,"1.0,1.0,1.0,1.0","0.984,1.0,1.0,1.0",0.004,NA,NA,NA,NA,NA,NA,"255,145,175,128","0,0,0,0","256,108,136,178","3,0,0,0",137,99,NA,NA,NA,NA,5945165,5945309,5949338,5949468,NA,NA,5945414,5945452
