Orthogroup	Bombus_terrestris	Vespa_mandarinia
OG0007840	XP_012164508.1	XP_035721683.1
OG0007841	XP_012171378.1	XP_035737009.1
OG0007844	XP_020724261.1	XP_035739338.1
OG0007845	XP_003402421.1	XP_035721436.1
OG0007846	XP_020721654.1	XP_035718992.1
OG0007847	XP_012168682.1, XP_012168681.1	XP_035738319.1
OG0007849	XP_012175917.1	XP_035719610.1
OG0007850	XP_003401945.1	XP_035720344.1
OG0007851	XP_012171271.1	XP_035720133.1
OG0007852	XP_012166483.1	XP_035728230.1
OG0007853	XP_020721428.1	XP_035723726.1
OG0007854	XP_020718729.1	XP_035731124.1
OG0007855	XP_020719683.1	XP_035724484.1
OG0007856	XP_012174153.1	XP_035737468.1
OG0007857	XP_020723088.1	XP_035744211.1
OG0007858	XP_012172382.1	XP_035729067.1
OG0007859	XP_012165740.1	XP_035720964.1
OG0007860	XP_012170794.1, XP_020722021.1	XP_035721816.1
OG0007861	XP_012175274.1, XP_020724048.1	XP_035732960.1
OG0007862	XP_003400381.1	XP_035721359.1
OG0007863	XP_003401862.1	XP_035722626.1
OG0007864	XP_003397553.1	XP_035733215.1
OG0007865	XP_012173012.1	XP_035729721.1
OG0007866	XP_012170716.1	XP_035736432.1, XP_035736412.1
OG0007867	XP_003398955.1	XP_035732759.1
OG0007868	XP_003398718.3	XP_035744243.1
OG0007869	XP_012167397.1	XP_035720905.1
OG0007870	XP_012168093.1	XP_035737383.1, XP_035737373.1
OG0007871	XP_020722864.1	XP_035723269.1
OG0007872	XP_012173004.1	XP_035731118.1
OG0007874	XP_003398895.1	XP_035740062.1
OG0007875	XP_003398901.1	XP_035740146.1
OG0007876	XP_012174129.1	XP_035725322.1
OG0007878	XP_003393599.1	XP_035737768.1
OG0007879	XP_012173162.2	XP_035727110.1
OG0007880	XP_003399400.1	XP_035739762.1
OG0007882	XP_012166493.1	XP_035728242.1
OG0007883	XP_012166149.1	XP_035743027.1
OG0007884	XP_003402259.1	XP_035741171.1
OG0007885	XP_003399655.1	XP_035717693.1
OG0007886	XP_020720146.1	XP_035741679.1
OG0007887	XP_003398717.1	XP_035719761.1
OG0007888	XP_003393355.1	XP_035722800.1
OG0007889	XP_012174440.2	XP_035719756.1
OG0007890	XP_003399295.2	XP_035719141.1
OG0007891	XP_020720650.1	XP_035721534.1, XP_035721535.1
OG0007892	XP_003395484.1	XP_035720861.1
OG0007893	XP_003399164.1	XP_035732195.1
OG0007894	XP_020719488.1	XP_035720608.1
OG0007895	XP_003402418.1	XP_035727780.1
OG0007896	XP_003397515.1	XP_035740248.1
OG0007897	XP_003401304.1	XP_035733821.1
OG0007898	XP_003395407.1	XP_035724008.1
OG0007899	XP_012171456.1	XP_035743133.1
OG0007900	XP_003399243.1	XP_035719888.1
OG0007901	XP_012164736.1	XP_035730387.1
OG0007902	XP_003395485.1	XP_035724517.1
OG0007903	XP_003395460.1	XP_035724506.1
OG0007904	XP_003400465.1	XP_035720138.1
OG0007905	XP_020723207.1	XP_035722705.1
OG0007907	XP_003399440.1	XP_035719216.1
OG0007908	XP_012174754.1	XP_035742815.1
OG0007910	XP_012171841.2	XP_035717821.1
OG0007911	XP_003398556.1	XP_035736704.1, XP_035736703.1
OG0007912	XP_012171909.1	XP_035733026.1, XP_035733027.1
OG0007913	XP_003403105.1	XP_035727827.1
OG0007914	XP_003393671.1, XP_020723104.1	XP_035740866.1
OG0007915	XP_020721949.1	XP_035727687.1
OG0007916	XP_003399276.1, XP_020721210.1, XP_020721211.1	XP_035733972.1
OG0007917	XP_020720099.1	XP_035740242.1
OG0007919	XP_020718833.1, XP_012164329.1, XP_012164328.1, XP_012164330.1	XP_035732526.1
OG0007920	XP_020719400.1, XP_003396301.3	XP_035725864.1
OG0007921	XP_003393727.1	XP_035725231.1
OG0007923	XP_012171200.2	XP_035733031.1
OG0007924	XP_003400079.1	XP_035719239.1, XP_035719240.1, XP_035719238.1, XP_035719237.1, XP_035719236.1, XP_035719234.1
OG0007925	XP_012172328.1, XP_003401300.1	XP_035740361.1
OG0007926	XP_003400145.1	XP_035735679.1, XP_035735688.1, XP_035735713.1, XP_035735696.1, XP_035735705.1
OG0007927	XP_003396888.1	XP_035717900.1
OG0007928	XP_020720477.1, XP_020720480.1	XP_035718590.1
OG0007929	XP_020720568.1, XP_020720567.1, XP_003398302.1, XP_012167753.1	XP_035719924.1, XP_035719923.1
OG0007930	XP_020718794.1	XP_035741339.1
OG0007931	XP_012167925.1	XP_035732786.1
OG0007932	XP_003396785.1	XP_035728679.1
OG0007933	XP_003394095.1	XP_035728204.1, XP_035728203.1, XP_035728206.1
OG0007934	XP_003400418.1	XP_035739704.1
OG0007936	XP_012166531.1	XP_035741898.1
OG0007937	XP_003399115.2	XP_035738071.1
OG0007938	XP_012170843.1	XP_035736874.1
OG0007939	XP_012172648.2	XP_035733163.1
OG0007940	XP_020719730.1	XP_035724389.1
OG0007941	XP_012168992.1	XP_035736199.1
OG0007942	XP_012174350.1	XP_035743165.1
OG0007957	XP_020723232.1	XP_035721740.1
OG0007959	XP_012176154.1	XP_035739864.1
OG0007961	XP_012175148.1	XP_035735932.1
OG0007962	XP_003394071.1	XP_035728057.1
OG0007963	XP_003394129.1	XP_035734896.1
OG0007964	XP_003394749.1	XP_035742872.1
OG0007966	XP_020720741.1	XP_035734701.1
OG0007967	XP_003399674.1	XP_035729218.1
OG0007968	XP_012170051.1	XP_035737596.1, XP_035737595.1
OG0007969	XP_012172163.2	XP_035734142.1
OG0007970	XP_003398626.1	XP_035720439.1
OG0007971	XP_003400952.1	XP_035725055.1
OG0007972	XP_003400395.1	XP_035725076.1
OG0007973	XP_003398476.1	XP_035730265.1
OG0007975	XP_012167743.2	XP_035722216.1
OG0007977	XP_020720641.1	XP_035737850.1
OG0007978	XP_012172902.1, XP_003401630.1	XP_035721978.1
OG0007981	XP_003396229.1	XP_035718993.1
OG0007982	XP_003398442.1	XP_035722297.1
OG0007983	XP_012172577.1	XP_035725778.1
OG0007984	XP_012167766.1	XP_035722581.1
OG0007985	XP_003395490.1	XP_035724773.1
OG0007986	XP_012174079.1	XP_035741925.1
OG0007987	XP_003394134.1	XP_035743296.1
OG0007988	XP_012165327.1	XP_035741022.1
OG0007989	XP_020721756.1	XP_035736425.1
OG0007991	XP_003402399.1	XP_035725359.1
OG0007992	XP_020720040.1	XP_035738276.1
OG0007993	XP_020724259.1	XP_035735398.1
OG0007995	XP_003395100.1	XP_035744051.1
OG0007996	XP_012169904.1	XP_035726305.1
OG0007997	XP_003393612.1	XP_035741990.1
OG0007999	XP_012165527.1	XP_035719784.1, XP_035719780.1
OG0008000	XP_003397600.1	XP_035742362.1
OG0008001	XP_012168629.1	XP_035724030.1
OG0008002	XP_012168235.1	XP_035730068.1
OG0008004	XP_003401976.1	XP_035724465.1
OG0008005	XP_012173019.1	XP_035727802.1
OG0008006	XP_003402110.1	XP_035731756.1, XP_035731757.1
OG0008009	XP_020721142.1	XP_035729425.1
OG0008012	XP_020723498.1	XP_035737243.1
OG0008013	XP_003393511.1	XP_035743810.1
OG0008014	XP_003399378.1	XP_035726338.1, XP_035726337.1
OG0008015	XP_003402646.1	XP_035733567.1
OG0008016	XP_003398928.1	XP_035724439.1
OG0008017	XP_012166664.1	XP_035734309.1
OG0008018	XP_003403210.1	XP_035722137.1
OG0008019	XP_020718844.1	XP_035719681.1
OG0008020	XP_020722006.1	XP_035743332.1
OG0008021	XP_020718936.1	XP_035725170.1
OG0008022	XP_020718517.1	XP_035743969.1, XP_035743979.1
OG0008025	XP_012172377.1	XP_035743185.1
OG0008026	XP_003398897.1	XP_035740156.1
OG0008027	XP_020718707.1	XP_035719643.1
OG0008028	XP_020719904.1	XP_035739920.1
OG0008030	XP_003402643.2	XP_035739136.1
OG0008032	XP_003401717.1	XP_035741075.1
OG0008033	XP_012168144.1, XP_012168145.1	XP_035722867.1
OG0008039	XP_003397353.1	XP_035719220.1
OG0008040	XP_012170656.1	XP_035742311.1
OG0008041	XP_020719015.1, XP_012169868.2	XP_035728859.1
OG0008042	XP_020720491.1	XP_035721783.1
OG0008043	XP_003403172.1	XP_035722750.1
OG0008044	XP_020723213.1	XP_035722738.1
OG0008045	XP_012175181.1	XP_035727642.1
OG0008047	XP_012176382.1	XP_035743297.1
OG0008049	XP_003399651.1	XP_035724457.1
OG0008050	XP_020718443.1	XP_035728874.1, XP_035728875.1
OG0008051	XP_012165140.1, XP_012165141.1	XP_035723325.1, XP_035723318.1
OG0008055	XP_012176738.1	XP_035724572.1
OG0008056	XP_012165669.2	XP_035722890.1
OG0008057	XP_012172150.1	XP_035740771.1
OG0008058	XP_020719784.1	XP_035726696.1
OG0008059	XP_012163064.1	XP_035742886.1
OG0008060	XP_003396615.1	XP_035719557.1
OG0008061	XP_012171886.1	XP_035726866.1
OG0008062	XP_012170675.1	XP_035742968.1, XP_035742967.1
OG0008063	XP_012169813.1	XP_035723511.1
OG0008066	XP_012171103.1	XP_035742120.1
OG0008067	XP_003401371.2	XP_035732097.1
OG0008069	XP_012169545.1	XP_035723157.1
OG0008070	XP_020723191.1	XP_035727123.1
OG0008071	XP_020718959.1	XP_035719944.1
OG0008072	XP_003399997.1	XP_035741579.1
OG0008073	XP_003397840.1	XP_035738026.1, XP_035738024.1, XP_035738025.1
OG0008074	XP_003400620.1	XP_035740105.1
OG0008075	XP_012174948.1	XP_035722099.1
OG0008076	XP_020722605.1	XP_035729479.1
OG0008077	XP_012175279.1, XP_003403281.1	XP_035727531.1
OG0008078	XP_012173749.1	XP_035719611.1
OG0008079	XP_003393934.1	XP_035733147.1
OG0008080	XP_003401139.1	XP_035736285.1
OG0008081	XP_003399873.1	XP_035729872.1
OG0008084	XP_003396038.1	XP_035729365.1
OG0008085	XP_003399015.1	XP_035743141.1
OG0008086	XP_020722908.1	XP_035732782.1
OG0008087	XP_003396597.1	XP_035737663.1
OG0008088	XP_012169311.1	XP_035736806.1, XP_035736805.1
OG0008089	XP_012173729.1	XP_035729881.1
OG0008090	XP_020722454.1	XP_035729649.1
OG0008091	XP_020718845.1	XP_035719653.1
OG0008092	XP_012172238.2	XP_035723343.1
OG0008093	XP_012170037.2	XP_035741435.1
OG0008094	XP_003396209.1	XP_035742143.1
OG0008095	XP_003399685.3	XP_035721400.1
OG0008099	XP_003395821.1	XP_035727971.1
OG0008100	XP_020721984.1	XP_035736373.1
OG0008101	XP_003395239.1	XP_035731430.1
OG0008102	XP_012170020.1	XP_035731313.1
OG0008103	XP_003394672.1	XP_035721145.1
OG0008105	XP_003402298.1	XP_035727207.1
OG0008106	XP_012174102.1	XP_035732819.1
OG0008107	XP_003403064.2	XP_035729253.1
OG0008109	XP_020722406.1	XP_035731113.1
OG0008110	XP_012168983.1	XP_035738347.1
OG0008111	XP_003399364.1	XP_035738325.1
OG0008113	XP_003392988.1	XP_035737950.1
OG0008114	XP_020722230.1	XP_035721266.1
OG0008115	XP_012168892.2	XP_035724051.1
OG0008116	XP_003399484.1	XP_035725140.1
OG0008117	XP_020720695.1	XP_035731973.1
OG0008119	XP_012163394.1	XP_035743663.1
OG0008120	XP_012165758.1	XP_035741122.1
OG0008121	XP_012175117.1	XP_035741624.1
OG0008122	XP_012167757.1	XP_035722280.1
OG0008123	XP_020718470.1	XP_035734237.1, XP_035734236.1, XP_035734238.1
OG0008124	XP_003400415.1	XP_035741774.1
OG0008125	XP_003397031.1	XP_035740742.1
OG0008126	XP_012169616.1, XP_012169617.1	XP_035735059.1
OG0008127	XP_003394653.2	XP_035731926.1
OG0008128	XP_003398291.1	XP_035719907.1
OG0008129	XP_020721988.1	XP_035729920.1
OG0008130	XP_003397652.1	XP_035730812.1
OG0008131	XP_020722262.1	XP_035729380.1
OG0008132	XP_012168824.1	XP_035726980.1
OG0008134	XP_012175119.1	XP_035729443.1
OG0008135	XP_012174838.2	XP_035729109.1
OG0008138	XP_020723858.1	XP_035736543.1
OG0008140	XP_003396406.1	XP_035735051.1, XP_035735053.1, XP_035735052.1
OG0008143	XP_012168624.1	XP_035723953.1, XP_035722034.1
OG0008144	XP_003399504.1	XP_035719714.1
OG0008145	XP_012176335.1, XP_012176339.1	XP_035727187.1
OG0008146	XP_003394167.1	XP_035735208.1
OG0008147	XP_012166515.1	XP_035737315.1, XP_035737333.1
OG0008148	XP_003399572.1	XP_035725377.1, XP_035725376.1
OG0008149	XP_003393440.1	XP_035737733.1
OG0008150	XP_003400392.1, XP_020722010.1	XP_035721632.1, XP_035721631.1
OG0008151	XP_012172028.1	XP_035723689.1
OG0008152	XP_020718629.1	XP_035743759.1
OG0008153	XP_012164828.2	XP_035720047.1
OG0008154	XP_003396385.1	XP_035741200.1
OG0008155	XP_020723693.1	XP_035742833.1
OG0008156	XP_003392989.1	XP_035737966.1
OG0008157	XP_012176240.1	XP_035722168.1
OG0008158	XP_003397362.1	XP_035719867.1
OG0008159	XP_020722701.1	XP_035729216.1, XP_035729214.1, XP_035729215.1
OG0008160	XP_003397719.1	XP_035742465.1
OG0008161	XP_003398375.1	XP_035722306.1, XP_035722307.1
OG0008162	XP_003398462.1	XP_035741495.1
OG0008164	XP_020721219.1	XP_035739971.1
OG0008165	XP_003393263.1	XP_035719614.1, XP_035719613.1
OG0008167	XP_012173844.2	XP_035717444.1
OG0008168	XP_012170647.2	XP_035727348.1
OG0008169	XP_003399660.2	XP_035739661.1
OG0008170	XP_012168517.1, XP_012168520.1	XP_035720969.1
OG0008171	XP_020722193.1, XP_012173487.1	XP_035742572.1
OG0008172	XP_020718893.1	XP_035724526.1
OG0008173	XP_012176259.1, XP_003393014.1	XP_035729785.1
OG0008174	XP_020719134.1, XP_003395999.1	XP_035730382.1
OG0008175	XP_012166022.1	XP_035730404.1, XP_035730386.1, XP_035730393.1
OG0008176	XP_012173313.1	XP_035723550.1, XP_035723535.1
OG0008178	XP_012172866.1	XP_035734891.1
OG0008179	XP_020724187.1	XP_035719090.1, XP_035719089.1
OG0008180	XP_012165474.1, XP_020719395.1	XP_035733550.1
OG0008181	XP_020721541.1	XP_035736348.1, XP_035736347.1
OG0008182	XP_012172766.1	XP_035744261.1
OG0008183	XP_003395008.1	XP_035732917.1
OG0008184	XP_003400933.1	XP_035726990.1
OG0008185	XP_003399173.1	XP_035732332.1
OG0008186	XP_003400931.1	XP_035729327.1
OG0008187	XP_012168312.2	XP_035736695.1, XP_035736694.1
OG0008189	XP_020719944.1, XP_020719943.1	XP_035722955.1, XP_035717346.1, XP_035724331.1
OG0008198	XP_020720254.1	XP_035729051.1
OG0008199	XP_003393045.1	XP_035718271.1
OG0008200	XP_012169808.1	XP_035738780.1
OG0008201	XP_012172679.1	XP_035735191.1
OG0008202	XP_003401213.2	XP_035740790.1
OG0008204	XP_003397847.1	XP_035728356.1
OG0008205	XP_020719261.1	XP_035721640.1, XP_035721649.1
OG0008206	XP_003403347.1	XP_035743055.1
OG0008207	XP_003394893.1	XP_035731623.1
OG0008209	XP_012163369.1	XP_035729449.1
OG0008210	XP_012175801.1	XP_035728197.1
OG0008211	XP_020719914.1	XP_035725444.1
OG0008212	XP_012168218.1	XP_035742616.1
OG0008214	XP_003402984.1	XP_035742811.1
OG0008215	XP_003394722.1, XP_012176648.1	XP_035736521.1, XP_035736522.1
OG0008217	XP_012167057.1	XP_035731784.1
OG0008219	XP_003401341.1	XP_035717942.1
OG0008221	XP_003395123.1	XP_035726966.1
OG0008223	XP_012166125.1	XP_035738802.1
OG0008224	XP_012174717.1	XP_035725463.1
OG0008226	XP_003402567.3, XP_003396653.2	XP_035739513.1
OG0008228	XP_020720436.1	XP_035739730.1
OG0008230	XP_020723571.1	XP_035742825.1
OG0008231	XP_012172008.1	XP_035728008.1
OG0008232	XP_012175803.1	XP_035728060.1
OG0008233	XP_003394118.1	XP_035735530.1
OG0008234	XP_012173090.2	XP_035737997.1
OG0008235	XP_003402644.1	XP_035717315.1
OG0008237	XP_020720437.1	XP_035739729.1, XP_035739728.1
OG0008240	XP_020724311.1	XP_035725167.1
OG0008243	XP_003398798.1	XP_035728546.1
OG0008244	XP_012172864.1, XP_012172863.2	XP_035722811.1
OG0008248	XP_003396984.1	XP_035743033.1
OG0008251	XP_012168780.1	XP_035733017.1
OG0008253	XP_020722592.1	XP_035728375.1
OG0008254	XP_020720282.1	XP_035724834.1
OG0008255	XP_012176538.1	XP_035723566.1
OG0008256	XP_012170201.1	XP_035721912.1
OG0008257	XP_020724201.1	XP_035725605.1
OG0008258	XP_020722073.1	XP_035727159.1
OG0008260	XP_020718581.1	XP_035734347.1
OG0008261	XP_003396641.1	XP_035717121.1
OG0008262	XP_003402797.1	XP_035740557.1
OG0008264	XP_020719722.1	XP_035725310.1
OG0008265	XP_003398176.1	XP_035743898.1
OG0008266	XP_012165497.1	XP_035742809.1
OG0008267	XP_003400600.1	XP_035735565.1
OG0008269	XP_012170216.1	XP_035741313.1
OG0008270	XP_012170260.2	XP_035738628.1
OG0008273	XP_012172343.1	XP_035738840.1
OG0008274	XP_003398819.1	XP_035726776.1
OG0008276	XP_003399139.1	XP_035733897.1
OG0008277	XP_012172692.2	XP_035735166.1
OG0008279	XP_003394734.1	XP_035744116.1
OG0008280	XP_012173714.1, XP_020723230.1, XP_003402158.1	XP_035719457.1
OG0008281	XP_003396852.1	XP_035724492.1
OG0008282	XP_003394861.1	XP_035729681.1
OG0008283	XP_020724326.1	XP_035726471.1
OG0008285	XP_012174727.1	XP_035725410.1
OG0008286	XP_012170021.1	XP_035731319.1
OG0008287	XP_012164742.2	XP_035732982.1
OG0008289	XP_003401469.1	XP_035735198.1
OG0008290	XP_012166138.1	XP_035743514.1
OG0008291	XP_003393562.1	XP_035726493.1
OG0008292	XP_012170796.1	XP_035730209.1
OG0008293	XP_020719660.1	XP_035723201.1
OG0008294	XP_003393031.1	XP_035742214.1, XP_035742215.1
OG0008296	XP_012168134.1	XP_035734683.1
OG0008300	NP_001318040.1	XP_035732015.1
OG0008301	XP_012173201.1	XP_035724535.1
OG0008302	XP_012167469.1	XP_035740313.1
OG0008304	XP_003401964.1	XP_035737246.1
OG0008305	XP_003399262.1	XP_035729432.1, XP_035729433.1
OG0008306	XP_020721027.1	XP_035738051.1
OG0008309	XP_003394938.2	XP_035731977.1
OG0008311	XP_003403280.1	XP_035727485.1
OG0008315	XP_012174357.1	XP_035737772.1
OG0008316	XP_003397004.1	XP_035725379.1
OG0008317	XP_012172217.1	XP_035721616.1
OG0008318	XP_003400296.1	XP_035718874.1, XP_035718873.1
OG0008319	XP_020719678.1	XP_035724487.1
OG0008320	XP_003400862.1	XP_035735934.1
OG0008321	XP_003397788.2	XP_035721550.1
OG0008322	XP_003402166.1	XP_035725058.1
OG0008323	XP_012175076.1	XP_035743403.1
OG0008324	XP_003397593.1	XP_035740447.1
OG0008325	XP_012163740.2	XP_035741815.1
OG0008326	XP_003398190.1	XP_035718965.1, XP_035718964.1
OG0008327	XP_003395655.1	XP_035723900.1
OG0008328	XP_003400464.1	XP_035720210.1
OG0008329	XP_003395725.1	XP_035732848.1, XP_035732849.1
OG0008330	XP_003393642.1	XP_035731224.1
OG0008331	XP_012176239.1	XP_035722166.1
OG0008332	XP_012170984.1	XP_035736321.1
OG0008333	XP_020722146.1	XP_035725398.1
OG0008334	XP_012175301.1	XP_035730029.1
OG0008335	XP_020720460.1	XP_035729611.1
OG0008336	XP_012175791.1	XP_035720539.1, XP_035720535.1
OG0008337	XP_020721093.1	XP_035723648.1
OG0008338	XP_012173015.1	XP_035729958.1
OG0008339	XP_020720660.1, XP_012167735.1	XP_035733120.1
OG0008340	XP_012174984.1	XP_035722251.1
OG0008341	XP_012167561.1	XP_035739424.1
OG0008342	XP_012175721.1	XP_035720815.1
OG0008343	XP_003393888.1	XP_035722907.1
OG0008344	XP_020724036.1	XP_035722699.1
OG0008345	XP_012168405.1	XP_035719507.1
OG0008346	XP_012170355.1	XP_035731812.1
OG0008347	XP_012175692.1	XP_035717762.1, XP_035717760.1
OG0008348	XP_020723143.1	XP_035728223.1
OG0008350	XP_012163726.2	XP_035727334.1
OG0008351	XP_003402931.1	XP_035726541.1, XP_035726522.1
OG0008352	XP_003397538.1	XP_035731415.1
OG0008353	XP_012166519.1	XP_035743568.1
OG0008354	XP_003397089.1	XP_035734680.1, XP_035734681.1, XP_035734682.1
OG0008355	XP_012174983.2	XP_035722265.1
OG0008356	XP_003397575.1, XP_020720180.1	XP_035738749.1
OG0008357	XP_012175404.2	XP_035718168.1
OG0008358	XP_012165823.1	XP_035735338.1
OG0008359	XP_020721308.1	XP_035735063.1
OG0008360	XP_012164730.1	XP_035718478.1
OG0008361	XP_020721693.1	XP_035741462.1
OG0008362	XP_020724223.1	XP_035725213.1
OG0008363	XP_020718450.1	XP_035743530.1
OG0008364	XP_003402515.1	XP_035725539.1, XP_035725537.1
OG0008365	XP_012163753.2	XP_035738750.1
OG0008366	XP_020718856.1	XP_035725766.1
OG0008367	XP_020718849.1, XP_020718848.1	XP_035730778.1
OG0008368	XP_020723882.1	XP_035723430.1
OG0008368	XP_020723890.1, XP_020723891.1	XP_035723455.1
OG0008369	XP_020719482.1	XP_035736832.1, XP_035736829.1, XP_035736830.1
OG0008371	XP_020720854.1	XP_035738280.1
OG0008372	XP_012168430.2	XP_035744074.1
OG0008373	XP_020720739.1	XP_035723638.1
OG0008374	XP_012168840.1	XP_035718316.1
OG0008375	XP_012171864.2	XP_035731127.1
OG0008376	XP_012172512.1, XP_012172513.1	XP_035718067.1
OG0008379	XP_012168733.2	XP_035725991.1
OG0008380	XP_012165972.1, XP_012165973.1, XP_012165974.1	XP_035729684.1, XP_035729685.1
OG0008381	XP_012169605.1, XP_020721305.1	XP_035717957.1
OG0008382	XP_003400599.1, XP_012171539.1	XP_035735547.1
OG0008383	XP_003397819.1	XP_035739603.1
OG0008384	XP_003394838.1	XP_035739340.1
OG0008385	XP_020723821.1, XP_020723823.1	XP_035722275.1
OG0008386	XP_012168267.1	XP_035736760.1, XP_035736754.1
OG0008387	XP_003401465.1	XP_035735183.1
OG0008389	XP_003398711.1	XP_035733101.1, XP_035733102.1
OG0008390	XP_003402950.2	XP_035729186.1
OG0008391	XP_012169529.1, XP_012164483.1, XP_012173836.1, XP_012175502.1, XP_012164725.1, XP_012167354.1, XP_012174865.1, XP_020721728.1	XP_035736847.1
OG0008392	XP_012168352.1	XP_035723992.1
OG0008393	XP_020721397.1	XP_035741599.1
OG0008405	XP_012172196.1	XP_035734888.1
OG0008407	XP_003403289.1, XP_012175292.1	XP_035743381.1
OG0008408	XP_003399449.1	XP_035721570.1
OG0008411	XP_003399926.3	XP_035722746.1
OG0008413	XP_003401028.1	XP_035724901.1
OG0008414	XP_012170309.1	XP_035742105.1
OG0008415	XP_003399672.2	XP_035739184.1
OG0008417	XP_020718958.1, XP_020718649.1	XP_035726112.1
OG0008419	XP_012173704.1	XP_035721124.1
OG0008420	XP_020724175.1	XP_035741381.1
OG0008422	XP_003400544.1	XP_035743131.1
OG0008424	XP_003401363.1	XP_035732087.1
OG0008427	XP_003398304.3	XP_035734796.1
OG0008429	XP_020718554.1	XP_035726909.1
OG0008431	XP_003397702.1	XP_035734485.1
OG0008433	XP_003399687.1	XP_035739331.1
OG0008434	XP_003402544.2, XP_012165470.1	XP_035740656.1
OG0008435	XP_012166591.2	XP_035740055.1
OG0008436	XP_012167604.1	XP_035722001.1
OG0008437	XP_020722044.1	XP_035729314.1
OG0008440	XP_003402235.1	XP_035742467.1
OG0008442	XP_012173782.1	XP_035742129.1
OG0008443	XP_003401512.1	XP_035728128.1
OG0008445	XP_020721560.1	XP_035741609.1
OG0008449	XP_003402113.1	XP_035731759.1
OG0008452	XP_020721683.1	XP_035740040.1
OG0008453	XP_003394324.1	XP_035737622.1
OG0008454	XP_020721032.1	XP_035732821.1
OG0008455	XP_020722861.1, XP_020722857.1	XP_035718325.1
OG0008460	XP_003394154.1	XP_035741868.1
OG0008461	XP_012164088.2	XP_035743749.1
OG0008462	XP_020721214.1	XP_035733990.1
OG0008466	XP_003393505.2	XP_035729755.1
OG0008467	XP_003393026.1	XP_035726069.1
OG0008468	XP_003400977.1	XP_035728007.1
OG0008470	XP_003401815.2	XP_035728609.1
OG0008471	XP_020722150.1	XP_035725616.1
OG0008472	XP_003394542.1	XP_035722991.1
OG0008473	XP_003398030.1	XP_035729048.1
OG0008474	XP_003395976.1	XP_035719700.1
OG0008476	XP_003398372.1	XP_035733022.1
OG0008477	XP_012169496.1	XP_035731647.1
OG0008478	XP_012164365.1	XP_035737244.1
OG0008479	XP_012170008.1	XP_035740403.1
OG0008485	XP_012164677.2	XP_035720483.1
OG0008488	XP_012175457.1, XP_012164916.1	XP_035736509.1
OG0008489	XP_020720263.1	XP_035735735.1
OG0008490	XP_003397487.1	XP_035724871.1
OG0008493	XP_003397314.1	XP_035733689.1
OG0008494	XP_003396761.1	XP_035727794.1
OG0008495	XP_020720618.1	XP_035731017.1
OG0008496	XP_003394437.2, XP_012176303.1	XP_035729198.1
OG0008497	XP_012176439.1	XP_035737488.1
OG0008498	XP_020723481.1	XP_035726223.1
OG0008499	XP_012163095.2	XP_035743734.1
OG0008500	XP_012166086.1	XP_035722695.1
OG0008501	XP_003396175.1	XP_035733876.1
OG0008502	XP_012176581.1, XP_003393020.1	XP_035721717.1
OG0008503	XP_003399321.1	XP_035740069.1
OG0008504	XP_003400350.2	XP_035720712.1
OG0008505	XP_003400521.1	XP_035726907.1, XP_035726908.1
OG0008506	XP_020719356.1, XP_003396525.1	XP_035722692.1
OG0008507	XP_003397893.1	XP_035718771.1
OG0008508	XP_012165478.1	XP_035722330.1, XP_035722320.1
OG0008509	XP_003400182.1	XP_035736380.1
OG0008510	XP_012172492.1	XP_035736302.1
OG0008511	XP_003395120.1	XP_035727042.1
OG0008512	XP_003394011.1	XP_035728706.1
OG0008513	XP_003396155.1	XP_035724888.1
OG0008515	XP_020719724.1	XP_035725309.1
OG0008516	XP_012163395.1, XP_003395010.1, XP_003395009.1	XP_035743667.1
OG0008517	XP_012163076.1	XP_035722956.1
OG0008518	XP_003399501.1	XP_035719709.1
OG0008519	XP_003400438.1	XP_035720401.1
OG0008520	XP_012174041.1	XP_035741918.1, XP_035741924.1
OG0008522	XP_012166471.1	XP_035723187.1
OG0008523	XP_012169840.1	XP_035720270.1
OG0008524	XP_012176345.1	XP_035721191.1
OG0008525	XP_012167428.2	XP_035728652.1
OG0008527	XP_020721856.1, XP_012170888.1	XP_035734066.1
OG0008528	XP_012164927.2	XP_035726481.1
OG0008529	XP_003399870.1	XP_035730108.1
OG0008530	XP_003398719.1	XP_035719739.1
OG0008531	XP_012175674.1	XP_035720824.1
OG0008532	XP_003394045.1	XP_035743991.1, XP_035743990.1
OG0008533	XP_020720122.1	XP_035732417.1
OG0008535	XP_012164061.1	XP_035722504.1
OG0008536	XP_003400265.1	XP_035732182.1
OG0008537	XP_003401620.1	XP_035742642.1, XP_035742641.1
OG0008538	XP_003393829.2	XP_035741804.1
OG0008539	XP_020722858.1	XP_035727803.1
OG0008540	XP_012165922.1	XP_035735933.1
OG0008541	XP_003392995.1	XP_035725811.1
OG0008542	XP_003393302.1, XP_012167201.1	XP_035730746.1
OG0008543	XP_012167414.1	XP_035720902.1
OG0008544	XP_003394024.1	XP_035737720.1
OG0008546	XP_020724333.1	XP_035734629.1
OG0008547	XP_003399550.1	XP_035731838.1, XP_035731842.1, XP_035731841.1
OG0008548	XP_020719143.1	XP_035724706.1, XP_035724708.1, XP_035724707.1
OG0008549	XP_003403264.1	XP_035740239.1
OG0008550	XP_012175064.1	XP_035724174.1
OG0008551	XP_020720516.1, XP_020720518.1	XP_035731722.1
OG0008552	XP_003400364.1	XP_035735321.1
