Orthogroup	Bombus_terrestris	Drosophila_melanogaster
OG0005940	XP_003396691.1	NP_611072.2
OG0005941	XP_012163855.1	NP_001137933.1
OG0005942	XP_003398325.1	NP_001245490.1
OG0005943	XP_003393403.1	NP_001137646.1
OG0005944	XP_003401721.1	NP_651335.2
OG0005945	XP_003394200.1	NP_609836.1
OG0005946	XP_003393351.1, XP_012166523.1	NP_001260048.1
OG0005947	XP_003402252.1	NP_001303388.1
OG0005948	XP_003401367.1	NP_524022.1
OG0005949	XP_003395791.1	NP_572572.1
OG0005950	XP_003398002.1	NP_001163220.1
OG0005951	XP_003394663.1	NP_001285220.1
OG0005952	XP_003395273.1	NP_523420.1
OG0005953	XP_012171739.1	NP_001287207.1
OG0005954	XP_003403263.1	NP_001303571.1
OG0005955	XP_012175644.1	NP_649357.1, NP_996139.1
OG0005956	XP_003400828.1	NP_648910.1
OG0005957	XP_003394625.1	NP_476792.1
OG0005958	XP_003394034.1	NP_001262085.1
OG0005959	XP_003398036.2	NP_001262270.1
OG0005960	XP_012168887.1	NP_001284975.1
OG0005961	XP_012174545.1	NP_648769.2
OG0005962	XP_012173333.1	NP_648064.1
OG0005963	XP_012164442.1	NP_001286260.1
OG0005964	XP_003396943.1	NP_001036321.2
OG0005965	XP_003401839.1	NP_001097110.1
OG0005966	XP_003400571.1	NP_609246.1
OG0005967	XP_003400387.1	NP_001163390.1
OG0005968	XP_003396673.1	NP_610314.1
OG0005969	XP_003400714.1	NP_569916.1
OG0005970	XP_003396065.1	NP_647889.2
OG0005971	XP_003398353.1	NP_001260465.1
OG0005972	XP_012165905.1	NP_651458.1
OG0005973	XP_012163636.1	NP_001015354.3
OG0005974	XP_012176540.1	NP_724484.1
OG0005975	XP_003395802.1	NP_611243.1
OG0005976	XP_012175869.2	NP_001260688.1
OG0005977	XP_020719056.1, XP_020719057.1	NP_610662.1
OG0005978	XP_003393583.1	NP_610313.1
OG0005979	XP_003397941.1, XP_012167473.1	NP_001262295.1
OG0005980	XP_003396162.1	NP_608902.1
OG0005981	XP_003394799.1	NP_001260218.1
OG0005982	XP_003396988.1	NP_730354.2
OG0005983	XP_003402565.1	NP_524742.1
OG0005984	XP_003401448.1	NP_651556.2
OG0005985	XP_012168431.1	NP_523606.1
OG0005986	XP_003395141.1	NP_648582.1
OG0005987	XP_003396359.1	NP_001097261.1
OG0005988	XP_003402243.1	NP_001285378.1
OG0005989	XP_003395024.1	NP_477225.1
OG0005990	XP_003393863.1	NP_609202.1
OG0005991	XP_003398614.1	NP_650767.1
OG0005992	XP_003396051.1	NP_001163480.1
OG0005993	XP_003397153.1	NP_001285455.1
OG0005994	XP_012176728.1, XP_012176729.1	NP_001027191.1
OG0005995	XP_003399603.1	NP_648603.1
OG0005996	XP_012175092.1	NP_573314.1
OG0005997	XP_003399175.1	NP_650252.1
OG0005998	XP_003394920.1	NP_001260437.1
OG0005999	XP_003394645.1	NP_511074.1
OG0006000	XP_003401452.1	NP_524606.1
OG0006001	XP_003393089.1	NP_524867.2
OG0006002	XP_012165063.1	NP_652605.1
OG0006003	XP_012173295.1	NP_647633.1
OG0006004	XP_003395612.1	NP_651715.1
OG0006005	XP_012166076.1	NP_649295.1, NP_649294.1
OG0006007	XP_003394899.1	NP_524288.3
OG0006008	XP_003396311.1	NP_730996.2
OG0006009	XP_012165612.1, XP_003392861.1	NP_572329.3
OG0006010	XP_020723030.1	NP_001262302.1
OG0006011	XP_003402862.1	NP_001014475.1
OG0006012	XP_003393719.1	NP_001285314.1
OG0006013	XP_003399941.1	NP_001015241.3
OG0006014	XP_012166908.1	NP_001162944.1
OG0006015	XP_003394781.1	NP_523588.2
OG0006016	XP_003401271.1	NP_649710.1
OG0006017	XP_003396595.1	NP_996434.2
OG0006018	XP_012173979.1	NP_001334699.1, NP_001263046.1
OG0006019	XP_012170545.1	NP_001262932.1
OG0006020	XP_020719070.1, XP_020719072.1	NP_649703.1
OG0006021	XP_012172446.1	NP_001261597.1
OG0006022	XP_012168476.1	NP_001027262.1
OG0006023	XP_003395809.2	NP_650257.1
OG0006024	XP_020722160.1	NP_788346.1, NP_725314.1
OG0006025	XP_012168116.1	NP_001262138.1
OG0006026	XP_003394501.1	NP_650705.1
OG0006027	XP_003396066.1	NP_523743.1
OG0006028	XP_012169104.1	NP_001286439.1, NP_001036532.1
OG0006029	XP_012175159.2	NP_001286155.1
OG0006030	XP_003394163.1	NP_725048.1
OG0006031	XP_012173851.1	NP_476999.1
OG0006032	XP_003400608.1	NP_001036415.2
OG0006033	XP_003396861.1	NP_001097456.2
OG0006034	XP_003396627.1	NP_572162.2
OG0006036	XP_003396588.1	NP_650428.1
OG0006037	XP_003399777.2	NP_524043.1
OG0006038	XP_003395981.1	NP_477133.1
OG0006039	XP_012163702.2	NP_610675.1
OG0006040	XP_012174801.1	NP_001286717.1
OG0006041	XP_003397107.2	NP_001027443.1
OG0006042	XP_003395280.1	NP_001262058.1
OG0006043	XP_003400496.2	NP_001260714.1
OG0006045	XP_020720391.1	NP_001246932.1
OG0006046	XP_003397022.1	NP_001262252.1
OG0006047	XP_003398929.1	NP_524999.2
OG0006048	XP_012167532.1	NP_648607.3
OG0006049	XP_003397129.1	NP_001286188.1
OG0006050	XP_003394036.1	NP_726036.2
OG0006051	XP_020723923.1	NP_001285881.1
OG0006052	XP_003397994.1	NP_001261482.1
OG0006053	XP_003393284.1	NP_649471.3
OG0006054	XP_003394209.2	NP_001261750.1
OG0006055	XP_003396332.1	NP_648642.1
OG0006056	XP_003400022.1	NP_001137842.2
OG0006057	XP_003393174.1	NP_476573.1
OG0006058	XP_020721596.1	NP_001246712.1
OG0006059	XP_003399344.1	NP_001247193.1
OG0006060	XP_012166979.1	NP_001262018.1
OG0006061	XP_003392947.1	NP_651356.1
OG0006062	XP_003394912.1	NP_477378.1
OG0006063	XP_003400256.1	NP_569845.2
OG0006064	XP_003393069.1	NP_477281.1
OG0006065	XP_003397053.1	NP_001334737.1
OG0006066	XP_003393630.1	NP_651276.2
OG0006067	XP_003397085.1	NP_609378.1
OG0006068	XP_012170912.1, XP_003400163.1	NP_524713.1
OG0006069	XP_003393090.1	NP_477497.1
OG0006070	XP_003402400.1	NP_001262263.1
OG0006071	XP_003396716.1	NP_001285391.1
OG0006072	XP_012171698.1	NP_001285492.1
OG0006073	XP_003402665.1	NP_611426.1
OG0006074	XP_020721970.1	NP_612053.1
OG0006075	XP_020721789.1	NP_610427.2
OG0006076	XP_012169780.1	NP_649580.1
OG0006077	XP_012163139.1	NP_608579.1
OG0006078	XP_003394098.1	NP_001284992.1
OG0006079	XP_012175152.2	NP_001259667.1
OG0006080	XP_003396778.1	NP_001261414.1
OG0006081	XP_003393512.2	NP_001262442.1
OG0006082	XP_003402135.1	NP_610418.1
OG0006083	XP_003403177.1	NP_001356961.1
OG0006084	XP_012171467.1	NP_001262557.1
OG0006085	XP_012164190.1	NP_648408.1
OG0006086	XP_003396883.1	NP_647985.1
OG0006087	XP_012174142.1	NP_608734.2
OG0006088	XP_012163368.1	NP_651237.1
OG0006089	XP_003397050.2	NP_523765.1
OG0006090	XP_003399376.1	NP_649083.2
OG0006091	XP_012173116.1	NP_001259101.1
OG0006092	XP_003402583.1	NP_647852.1
OG0006093	XP_003393618.1	NP_995833.1
OG0006094	XP_003393142.1	NP_523503.2
OG0006095	XP_003395804.1	NP_001261575.1
OG0006096	XP_003395006.1	NP_650582.1, NP_001259842.1
OG0006097	XP_020720261.1, XP_012167686.1	NP_609899.1
OG0006098	XP_012172327.1	NP_608860.1
OG0006099	XP_012175088.2	NP_001284815.1
OG0006100	XP_020721334.1	NP_651176.1
OG0006101	XP_003402904.1	NP_001303349.1
OG0006102	XP_020724274.1	NP_650124.1
OG0006103	XP_020721842.1	NP_001286173.1
OG0006104	XP_003393164.1	NP_523502.1
OG0006105	XP_003393796.1	NP_001245926.1
OG0006106	XP_003398174.1	NP_477156.1
OG0006107	XP_003397366.1	NP_651750.1
OG0006108	XP_003392938.1	NP_001262702.1
OG0006109	XP_003398729.1	NP_001262062.1
OG0006110	XP_012166589.1	NP_610849.1
OG0006111	XP_020722508.1	NP_001104390.2
OG0006112	XP_020719526.1	NP_648320.1
OG0006113	XP_003402125.1	NP_649898.1
OG0006114	XP_003399309.1	NP_001260811.1, NP_001104407.2
OG0006116	XP_003397876.1	NP_647763.1
OG0006117	XP_020723605.1	NP_572505.1
OG0006118	XP_012171888.1	NP_477286.2
OG0006119	XP_003400847.1	NP_650586.2
OG0006120	XP_012171648.1	NP_648202.1
OG0006121	XP_003394857.1	NP_001261137.1
OG0006123	XP_003402870.1	NP_523915.1
OG0006124	XP_012164324.2	NP_001259982.1
OG0006125	XP_003396690.3	NP_524120.1
OG0006126	XP_020721584.1	NP_001260299.1
OG0006127	XP_012165021.1	NP_523835.2
OG0006128	XP_012170971.2	NP_726372.1
OG0006129	XP_003401919.1	NP_572797.3
OG0006130	XP_020723767.1	NP_001163006.1
OG0006131	XP_012173541.1	NP_001027151.1
OG0006134	XP_012176580.1	NP_727526.2
OG0006135	XP_003398981.1	NP_001137821.1
OG0006136	XP_012176241.1	NP_001097030.1
OG0006137	XP_012165169.1	NP_572545.1
OG0006138	XP_012167854.1	NP_725252.1
OG0006139	XP_012163328.1	NP_733421.1
OG0006140	XP_020723718.1, XP_012175525.2	NP_649304.1
OG0006141	XP_003395957.1	NP_572524.1
OG0006142	XP_012170303.1	NP_727103.1, NP_001286037.1
OG0006143	XP_020722097.1	NP_724277.2
OG0006144	XP_020723224.1	NP_524471.2
OG0006145	XP_003400908.1	NP_001097600.1
OG0006147	XP_003396392.1	NP_649470.2
OG0006149	XP_012173981.1	NP_001286791.1
OG0006150	XP_020719544.1	NP_001189184.1
OG0006152	XP_020719998.1	NP_730244.1
OG0006153	XP_003400525.1	NP_611646.1
OG0006154	XP_003396023.1	NP_524603.2
OG0006155	XP_012163068.1	NP_524691.1
OG0006156	XP_012175408.1	NP_001259853.1
OG0006157	XP_012166927.1	NP_001262724.1
OG0006158	XP_003402196.1	NP_477201.1
OG0006159	XP_012166504.1	NP_649435.2
OG0006160	XP_003401427.2	NP_651514.1
OG0006161	XP_003399868.1	NP_476597.2
OG0006162	XP_020719901.1	NP_732563.2
OG0006164	XP_003394514.1	NP_608834.1
OG0006165	XP_003394266.1	NP_001260320.1
OG0006166	XP_003398024.3	NP_524887.2
OG0006167	XP_012170626.1	NP_611885.3
OG0006168	XP_003396871.1	NP_523876.2
OG0006169	XP_003403131.1	NP_610399.1
OG0006170	XP_012173328.1	NP_001285142.1
OG0006171	XP_003394174.1	NP_477222.1
OG0006172	XP_003394265.1	NP_001027215.1
OG0006173	XP_003401375.1	NP_001262307.1
OG0006174	XP_003401081.1	NP_647745.1
OG0006175	XP_003393526.1	NP_001284899.1
OG0006176	XP_012166818.1	NP_001261682.1
OG0006177	XP_003402636.1	NP_001287536.1
OG0006178	XP_003399724.1	NP_001285196.1
OG0006179	XP_003393878.1	NP_001247201.1
OG0006180	XP_012173203.1	NP_001097279.2
OG0006181	XP_012174487.1	NP_001261385.1
OG0006182	XP_012168748.1	NP_511129.3
OG0006183	XP_003401959.1	NP_001261920.1
OG0006184	XP_012175204.1	NP_723116.1
OG0006185	XP_003402559.1	NP_001015119.2
OG0006186	XP_003396363.1	NP_730508.1
OG0006187	XP_003398812.1	NP_727611.1
OG0006188	XP_003400845.1	NP_523389.3, NP_001285389.1
OG0006189	XP_003402728.1	NP_001097943.1
OG0006191	XP_003395128.1	NP_001163710.1
OG0006192	XP_003393334.1, XP_020724337.1	NP_647943.2
OG0006193	XP_003401903.1	NP_001287235.1
OG0006194	XP_003401436.1	NP_001285517.1
OG0006195	XP_003397284.1	NP_001247313.1
OG0006196	XP_003400906.1	NP_609579.1
OG0006197	XP_012176730.2	NP_651211.2
OG0006199	XP_003398835.1	NP_608931.1
OG0006200	XP_003395595.1	NP_650001.2
OG0006201	XP_012172053.1	NP_001036772.2
OG0006202	XP_003394159.1	NP_611178.1, NP_001259623.1
OG0006203	XP_003396009.1	NP_524098.2
OG0006204	XP_003400175.2	NP_477499.1
OG0006205	XP_020724154.1	NP_611419.1
OG0006206	XP_012165968.2	NP_733391.1
OG0006207	XP_012167845.1	NP_523959.2
OG0006208	XP_012172723.1	NP_731761.3
OG0006209	XP_012170770.1	NP_001245852.1
OG0006210	XP_012163633.1	NP_733077.3
OG0006211	XP_012164660.1	NP_001259340.1, NP_001262941.1
OG0006212	XP_020720889.1	NP_648758.1
OG0006213	XP_020721412.1	NP_001261417.1
OG0006214	XP_003394573.1	NP_001097658.1
OG0006215	XP_012176667.1	NP_477473.1
OG0006216	XP_012165579.1	NP_476596.1
OG0006217	XP_003399285.1	NP_573245.1
OG0006218	XP_003398571.1	NP_727306.1
OG0006219	XP_003393371.1	NP_524464.1
OG0006220	XP_003402998.2	NP_001303424.1
OG0006221	XP_012169810.1	NP_001162664.2
OG0006222	XP_003399753.1	NP_476702.1
OG0006223	XP_020722840.1	NP_611600.1
OG0006224	XP_003395018.1	NP_651530.1
OG0006225	XP_012165098.1	NP_649835.1
OG0006226	XP_012171592.1	NP_651580.3
OG0006228	XP_003398064.1	NP_649916.1
OG0006229	XP_003394628.1	NP_523443.1
OG0006230	XP_003400934.1	NP_648400.1
OG0006231	XP_012168502.1	NP_524929.1
OG0006232	XP_020719849.1	NP_650739.2
OG0006233	XP_003402626.1	NP_611215.1
OG0006234	XP_003396015.1	NP_728264.1, NP_648139.1
OG0006235	XP_012174247.1, XP_012167089.2	NP_001286524.1
OG0006236	XP_012165271.1	NP_610996.1
OG0006237	XP_020718957.1	NP_608950.3
OG0006238	XP_003396013.1	NP_001285439.1
OG0006240	XP_012174506.2	NP_001263068.1
OG0006241	XP_003403370.3	NP_524116.2
OG0006242	XP_020723794.1	NP_001285458.1
OG0006243	XP_012168646.1	NP_723893.1
OG0006244	XP_012172491.1	NP_001245621.1
OG0006245	XP_012171944.1	NP_787990.1
OG0006246	XP_003401078.1	NP_001138209.1
OG0006247	XP_003393827.3	NP_569958.2
OG0006248	XP_012172558.1	NP_001262556.1
OG0006249	XP_012164364.1	NP_001263082.1
OG0006250	XP_003400499.1	NP_647705.1
OG0006251	XP_012168462.1	NP_723730.2
OG0006252	XP_003402717.1	NP_001245944.1
OG0006253	XP_012164052.1	NP_648947.1, NP_647858.2
OG0006254	XP_020724265.1	NP_001286950.1
OG0006255	XP_003400740.1	NP_649130.2
OG0006256	XP_012169356.1	NP_001287243.1
OG0006257	XP_003393181.1	NP_649560.1
OG0006258	XP_003400021.1	NP_001014577.1
OG0006259	XP_003394428.1	NP_476833.1
OG0006260	XP_020720043.1	NP_524330.2
OG0006261	XP_003400922.1	NP_648837.2
OG0006262	XP_003402634.1	NP_001287107.1
OG0006263	XP_012165696.1	NP_001246449.1
OG0006264	XP_003402370.2	NP_001303458.1
OG0006265	XP_003394531.1	NP_001262396.1
OG0006266	XP_003402369.1	NP_726016.1
OG0006267	XP_003403037.1	NP_611223.4
OG0006268	XP_012170352.1	NP_647979.1
OG0006269	XP_012166997.1, XP_003397485.1	NP_649826.3
OG0006270	XP_003393714.1	NP_651665.2
OG0006271	XP_003399358.1	NP_001285268.1
OG0006273	XP_003402109.1	NP_732199.2
OG0006274	XP_003401928.1	NP_001286160.1
OG0006275	XP_003397406.1	NP_728606.1, NP_726727.1
OG0006276	XP_012167151.1	NP_524040.2
OG0006277	XP_003401446.2	NP_651757.1
OG0006278	XP_020719340.1	NP_477226.2
OG0006279	XP_003398633.1	NP_001285719.1
OG0006280	XP_012170895.1	NP_608318.5
OG0006282	XP_003397983.1	NP_649414.1
OG0006283	XP_020718457.1	NP_524100.1
OG0006284	XP_012176127.1	NP_572441.1
OG0006285	XP_003393140.1	NP_001163022.1, NP_001260629.1
OG0006286	XP_003396305.1	NP_001262267.1
OG0006287	XP_003400576.1	NP_523969.1
OG0006288	XP_003402877.1	NP_572901.1
OG0006289	XP_003398811.2	NP_650822.1
OG0006290	XP_012169386.1	NP_525063.1
OG0006291	XP_003393677.1	NP_648556.3
OG0006292	XP_003400167.1	NP_001259502.1
OG0006293	XP_012173010.1	NP_001262699.1
OG0006294	XP_012173939.1	NP_649499.1
OG0006295	XP_012169081.1	NP_608738.1
OG0006296	XP_012176458.1	NP_609375.1
OG0006297	XP_003399706.1	NP_608779.1
OG0006298	XP_012172633.1	NP_001285902.1
OG0006299	XP_012163406.1	NP_001247105.1
OG0006300	XP_003400024.1	NP_572930.3
OG0006301	XP_003396352.1	NP_611332.1
OG0006302	XP_020721718.1	NP_572215.1
OG0006303	XP_003395262.1	NP_001262065.1
OG0006304	XP_003394770.1	NP_651005.1
OG0006305	XP_003399748.1	NP_523357.2
OG0006306	XP_003394146.1	NP_610167.3
OG0006307	XP_003403038.1	NP_001261793.1
OG0006308	XP_003395584.1	NP_477318.1
OG0006309	XP_003394756.1	NP_001286949.1
OG0006310	XP_012165279.1	NP_001260349.1
OG0006311	XP_012171144.1	NP_001261955.1
OG0006312	XP_003397433.1	NP_001246038.1
OG0006313	XP_012176457.1	NP_572308.3, NP_001287039.1
OG0006314	XP_012176086.1	NP_001286676.1
OG0006315	XP_012176091.1	NP_001097366.1
OG0006316	XP_003394839.1	NP_001285018.1, NP_611485.1
OG0006317	XP_012168376.2	NP_611265.1
OG0006318	XP_020723196.1	NP_001262587.1
OG0006319	XP_003396264.1	NP_001261559.1
OG0006320	XP_003402539.1	NP_001303467.1
OG0006322	XP_003402864.1	NP_648756.1
OG0006323	XP_003399435.1	NP_001303317.1
OG0006324	XP_012172178.1	NP_525123.2
OG0006325	XP_012173018.1	NP_608615.1
OG0006326	XP_003394788.1	NP_001356954.1
OG0006327	XP_012166931.1	NP_611270.1
OG0006328	XP_012166555.1	NP_724578.1
OG0006329	XP_012172693.1	NP_524303.2, NP_477371.1
OG0006331	XP_012171197.1	NP_648257.1
OG0006332	XP_003399403.1	NP_608996.1
OG0006333	XP_003402047.1	NP_477332.1
OG0006334	XP_003396233.1	NP_523663.1
OG0006335	XP_003402489.1	NP_001263028.1
OG0006337	XP_012167018.1	NP_001163572.1, NP_648007.1
OG0006340	XP_012164873.1	NP_001262553.1
OG0006343	XP_003399194.1	NP_610953.1
OG0006344	XP_012168233.1	NP_001247302.1
OG0006345	XP_012174837.1	NP_651390.2
OG0006346	XP_003398886.1	NP_650662.1
OG0006347	XP_003396667.1, XP_020719198.1	NP_612080.1
OG0006348	XP_003399506.1	NP_647884.1
OG0006349	XP_012175068.1	NP_001259426.1
OG0006350	XP_012164550.1	NP_651099.1
OG0006351	XP_020720569.1	NP_651220.3
OG0006352	XP_003394158.1	NP_648347.2
OG0006353	XP_003400349.1	NP_001097319.1
OG0006355	XP_012173097.1	NP_001262542.1
OG0006356	XP_003397262.1	NP_651922.1
OG0006357	XP_020719876.1	NP_001259191.1
OG0006358	XP_012167994.1	NP_523374.2
OG0006359	XP_003401691.1	NP_001287135.1, NP_572757.2
OG0006360	XP_003397140.1	NP_611881.1
OG0006361	XP_003400454.1	NP_609441.1
OG0006362	XP_012174765.1	NP_610055.1
OG0006364	XP_012166139.1	NP_001246952.1
OG0006365	XP_020722459.1	NP_001247027.1
OG0006366	XP_020720424.1	NP_001163243.1
OG0006367	XP_012169454.1	NP_608426.1
OG0006368	XP_003400899.1	NP_647932.1
OG0006369	XP_003394581.1	NP_001036574.1
OG0006370	XP_003400726.1	NP_611051.2
OG0006371	XP_003395165.1	NP_001260450.1
OG0006372	XP_012172009.1	NP_001246894.1
OG0006373	XP_020721932.1	NP_001260269.1
OG0006374	XP_003393645.1	NP_648111.1
OG0006375	XP_003393537.1	NP_610929.2
OG0006377	XP_003396801.1	NP_001261387.1
OG0006378	XP_003399483.1	NP_524124.1
OG0006379	XP_003398162.1	NP_001097077.1
OG0006380	XP_003400335.1	NP_733372.1
OG0006381	XP_020722969.1	NP_001303418.1, NP_001137750.1
OG0006382	XP_003394646.1	NP_001261668.1
OG0006383	XP_012165248.1	NP_723346.2
OG0006384	XP_003399149.1	NP_572861.1
OG0006385	XP_012167125.1	NP_523814.1
OG0006386	XP_012175613.1	NP_611601.2
OG0006388	XP_003394619.1	NP_611095.1
OG0006389	XP_003398401.1	NP_536736.2
OG0006390	XP_003397648.2	NP_001285318.1
OG0006391	XP_012175944.1	NP_996333.4
OG0006392	XP_003396739.1	NP_001260321.1
OG0006393	XP_003402527.1	NP_648421.1
OG0006394	XP_020719942.1	NP_611637.1
OG0006395	XP_020719748.1	NP_650562.1
OG0006396	XP_012166926.1	NP_001014557.3
OG0006397	XP_003399968.2	NP_001261867.1
OG0006398	XP_003394050.1	NP_648445.1
OG0006399	XP_012174854.1	NP_572350.2
OG0006400	XP_012166409.1	NP_001097320.1
OG0006401	XP_012166503.1	NP_001163598.1
OG0006402	XP_012172550.1	NP_650781.2
OG0006403	XP_012165871.1	NP_001097237.1
OG0006404	XP_003402770.2	NP_001303320.1
OG0006405	XP_012170949.1	NP_612047.1
OG0006406	XP_012173382.1	NP_652499.2
OG0006407	XP_003401695.1	NP_001014591.1, NP_649111.1
OG0006408	XP_003397097.1	NP_001260842.1
OG0006409	XP_003394961.1	NP_001262665.1
OG0006410	XP_012170878.1	NP_001260372.1
OG0006411	XP_003395374.1	NP_001286801.1
OG0006412	XP_012175508.1, XP_003403239.1	NP_001259406.1
OG0006413	XP_003401683.2	NP_608646.3
OG0006414	XP_012168455.1	NP_001286371.1
OG0006415	XP_012173359.1	NP_649200.2
OG0006416	XP_003393216.1	NP_609105.1
OG0006417	XP_012168246.1	NP_650573.1
OG0006418	XP_012171153.1	NP_001137711.1
OG0006419	XP_003397382.1	NP_650701.1
OG0006420	XP_003396071.1	NP_001303455.1
OG0006421	XP_012176270.2, XP_012174279.2	NP_609552.1
OG0006422	XP_012167569.1	NP_611963.5
OG0006423	XP_020719755.1	NP_001286661.1
OG0006425	XP_012170774.1	NP_511118.2
OG0006426	XP_012175995.1	NP_523783.1
OG0006427	XP_003402137.1	NP_523662.1
OG0006428	XP_003399740.1	NP_001245616.1
OG0006429	XP_003397740.1	NP_524521.1
OG0006430	XP_003395319.1	NP_001262867.1
OG0006431	XP_012175956.1	NP_572872.1
OG0006432	XP_003393781.1	NP_476821.1
OG0006433	XP_012164366.1	NP_651194.1
OG0006434	XP_003400500.1	NP_996032.1
OG0006435	XP_020723297.1	NP_523932.2
OG0006439	XP_012170056.1	NP_650742.2
OG0006440	XP_012163867.1	NP_732771.2
OG0006441	XP_003392893.1	NP_001163682.1
OG0006442	XP_003396075.1	NP_523829.2
OG0006443	XP_003395058.1	NP_650656.1
OG0006444	XP_003396347.1	NP_572656.1
OG0006445	XP_012176590.1	NP_524106.3
OG0006446	XP_003393410.1	NP_731221.2
OG0006447	XP_003399571.1	NP_524654.2
OG0006448	XP_003396056.1	NP_001284744.1
OG0006449	XP_012166670.1	NP_001263041.1
OG0006450	XP_020723312.1	NP_722679.1
OG0006451	XP_003398018.1	NP_001303431.1
OG0006452	XP_003395807.1	NP_608868.1
OG0006453	XP_003402607.1	NP_001036635.1
OG0006454	XP_003398830.1	NP_609947.1
OG0006455	XP_012175233.1	NP_001261249.1
OG0006456	XP_012172669.1, XP_012172662.1	NP_001286247.1
OG0006457	XP_003401722.1	NP_652608.1
OG0006458	XP_020722914.1	NP_572712.1
OG0006459	XP_012173725.1	NP_001368976.1
OG0006460	XP_020722385.1	NP_476661.1
OG0006463	XP_003402836.1, XP_020723572.1	NP_648712.1
OG0006464	XP_003395472.1	NP_731085.2
OG0006465	XP_020721742.1	NP_001189248.1
OG0006466	XP_012170301.1	NP_523430.1
OG0006467	XP_012167769.1	NP_727512.3
OG0006469	XP_012166915.1	NP_788381.1
OG0006470	XP_012172523.2	NP_001015505.5
OG0006471	XP_012176106.1	NP_724130.4
OG0006472	XP_003402526.2, XP_003398825.3	NP_524177.1
OG0006473	XP_020724079.1, XP_003394151.1	NP_610765.1
OG0006474	XP_003395503.1	NP_651669.1
OG0006475	XP_003393008.2	NP_001260616.1
OG0006476	XP_012174685.1	NP_610666.1
OG0006477	XP_012169040.2	NP_001260457.1, NP_573049.2
OG0006478	XP_003403095.1	NP_610897.1, NP_001163564.1
OG0006480	XP_003395502.1	NP_611573.1
OG0006482	XP_003397186.1	NP_610192.1
OG0006483	XP_012165150.1	NP_001286994.1
OG0006484	XP_020721448.1	NP_001162825.1
OG0006485	XP_003393075.1	NP_001246454.1
OG0006486	XP_012176188.1	NP_001259592.1
OG0006487	XP_003396473.1	NP_609081.1
OG0006488	XP_003392904.1	NP_524433.1
OG0006489	XP_012170335.1	NP_650854.1
OG0006490	XP_012174802.1	NP_001260049.1
OG0006491	XP_003392936.1	NP_001262064.1
OG0006492	XP_020724228.1	NP_477132.1
OG0006493	XP_003401477.1	NP_001287323.1
OG0006494	XP_012170852.1	NP_523415.1
OG0006495	XP_003394288.1	NP_652039.2
OG0006496	XP_012173115.1	NP_648451.1
OG0006497	XP_012173674.2	NP_001286123.1
OG0006498	XP_003399642.1	NP_609547.2
OG0006499	XP_020721296.1	NP_001260984.1
OG0006500	XP_012175867.1	NP_995745.1
OG0006501	XP_003393310.1	NP_001260732.1
OG0006502	XP_012170175.1	NP_001262121.1
OG0006503	XP_012170928.1	NP_001259149.1
OG0006504	XP_020718342.1, XP_012163591.1	NP_001033801.3
OG0006505	XP_012170347.1	NP_724254.1
OG0006506	XP_012166078.1	NP_001286906.1
OG0006507	XP_012163496.1	NP_001261432.1
OG0006508	XP_012168247.1	NP_001261229.1
OG0006509	XP_020722781.1	NP_651753.2
OG0006510	XP_012165332.1	NP_001246855.1
OG0006512	XP_020721401.1	NP_001287497.1
OG0006513	XP_020721692.1	NP_001189278.1
OG0006514	XP_003402313.1	NP_001261924.1
OG0006515	XP_003401310.3	NP_728163.2
OG0006516	XP_003402408.1	NP_611466.2
OG0006517	XP_012170401.1, XP_003399797.1	NP_650708.1
OG0006518	XP_003394293.2	NP_001097501.1
OG0006519	XP_012176573.1	NP_001284996.1
OG0006520	XP_012169228.1	NP_569844.2
OG0006521	XP_012166341.1	NP_609503.2
OG0006522	XP_003396890.1	NP_650208.1
OG0006523	XP_012167441.1	NP_001261780.1
OG0006524	XP_012166767.2	NP_610456.4
OG0006525	XP_012172943.1	NP_651048.1
OG0006526	XP_012175826.1	NP_001260222.1
OG0006527	XP_003395201.1	NP_001096877.1
OG0006528	XP_020720108.1	NP_001097814.1
OG0006529	XP_003393753.1	NP_001027175.1
OG0006530	XP_003396558.2	NP_573183.2
OG0006532	XP_003398163.1	NP_001286828.1
OG0006533	XP_003398607.1	NP_652341.1
OG0006534	XP_003394668.1	NP_649565.1
OG0006535	XP_012163851.1	NP_001246384.1
OG0006536	XP_012163924.2	NP_573330.3
OG0006537	XP_012174295.1	NP_001097361.1
OG0006538	XP_003398232.1	NP_001260672.1
OG0006539	XP_012172475.1	NP_648879.1
OG0006540	XP_012175740.1	NP_001245851.1
OG0006541	XP_012174276.1	NP_524382.1
OG0006542	XP_020720930.1	NP_001260462.1, NP_610500.2
OG0006543	XP_012175822.1	NP_651400.1
OG0006544	XP_003394843.1	NP_001245588.1
OG0006545	XP_003401706.1	NP_001285789.1
OG0006546	XP_003395152.1	NP_524871.1
OG0006547	XP_003394985.1	NP_652007.1
OG0006548	XP_003401951.1	NP_511119.2
OG0006549	XP_003395444.1	NP_732721.1
OG0006551	XP_012164850.1	NP_001163782.1
OG0006552	XP_003400672.1	NP_609401.2
OG0006553	XP_020719117.1	NP_001097723.1
OG0006554	XP_003399444.2	NP_648102.2
OG0006555	XP_012171342.1	NP_001286941.1
OG0006556	XP_003401760.1	NP_001246837.1
OG0006558	XP_003394715.1	NP_648782.2
OG0006559	XP_012175951.2	NP_001260606.1
