Orthogroup	Bombus_terrestris	Aedes_aegypti
OG0006401	XP_012166503.1	XP_021704579.1
OG0006403	XP_012165871.1	XP_021695823.1
OG0006404	XP_003402770.2	XP_001653183.2
OG0006405	XP_012170949.1	XP_021696127.1
OG0006406	XP_012173382.1	XP_001656444.1
OG0006407	XP_003401695.1	XP_021706770.1
OG0006408	XP_003397097.1	XP_021695876.1
OG0006409	XP_003394961.1	XP_021694165.1, XP_021694166.1
OG0006411	XP_003395374.1	XP_021698270.1
OG0006412	XP_012175508.1, XP_003403239.1	XP_001649124.1
OG0006413	XP_003401683.2	XP_001653824.1, XP_001653823.1
OG0006414	XP_012168455.1	XP_021699025.1
OG0006415	XP_012173359.1	XP_021708154.1
OG0006416	XP_003393216.1	XP_021711898.1, XP_001661064.2
OG0006417	XP_012168246.1	XP_021700324.1
OG0006418	XP_012171153.1	XP_021707602.1
OG0006419	XP_003397382.1	XP_021708497.1
OG0006420	XP_003396071.1	XP_001657527.2
OG0006422	XP_012167569.1	XP_001663654.1
OG0006423	XP_020719755.1	XP_021709939.1
OG0006425	XP_012170774.1	XP_021709132.1
OG0006426	XP_012175995.1	XP_001650919.1
OG0006427	XP_003402137.1	XP_021709504.1
OG0006428	XP_003399740.1	XP_021706620.1, XP_021711982.1
OG0006429	XP_003397740.1	XP_021712998.1
OG0006430	XP_003395319.1	XP_001663724.2
OG0006431	XP_012175956.1	XP_021705127.1
OG0006432	XP_003393781.1	XP_021694828.1
OG0006433	XP_012164366.1	XP_001656845.2
OG0006434	XP_003400500.1	XP_021698604.1
OG0006435	XP_020723297.1	XP_001659327.1
OG0006438	XP_020722694.1	XP_021704712.1
OG0006439	XP_012170056.1	XP_001659227.2
OG0006440	XP_012163867.1	XP_021701538.1
OG0006441	XP_003392893.1	XP_001654260.2
OG0006442	XP_003396075.1	XP_001655350.2
OG0006443	XP_003395058.1	XP_021705140.1
OG0006444	XP_003396347.1	XP_001648196.1
OG0006445	XP_012176590.1	XP_021708505.1
OG0006446	XP_003393410.1	XP_021705676.1
OG0006447	XP_003399571.1	XP_001648609.1
OG0006448	XP_003396056.1	XP_011493731.1
OG0006449	XP_012166670.1	XP_001650574.2
OG0006450	XP_020723312.1	XP_021700848.1
OG0006451	XP_003398018.1	XP_001664282.1
OG0006452	XP_003395807.1	XP_001659778.1
OG0006454	XP_003398830.1	XP_021695339.1
OG0006455	XP_012175233.1	XP_021697448.1
OG0006456	XP_012172669.1, XP_012172662.1	XP_001654061.2
OG0006457	XP_003401722.1	XP_001649604.1
OG0006458	XP_020722914.1	XP_001661916.1
OG0006459	XP_012173725.1	XP_021706028.1
OG0006460	XP_020722385.1	XP_001661961.1
OG0006463	XP_003402836.1, XP_020723572.1	XP_001664316.1
OG0006464	XP_003395472.1	XP_021707837.1
OG0006465	XP_020721742.1	XP_021709281.1
OG0006466	XP_012170301.1	XP_021704187.1
OG0006467	XP_012167769.1	XP_001654812.1
OG0006468	XP_012163477.1	XP_021694829.1
OG0006469	XP_012166915.1	XP_021698220.1
OG0006470	XP_012172523.2	XP_021704077.1
OG0006471	XP_012176106.1	XP_021703560.1
OG0006472	XP_003402526.2, XP_003398825.3	XP_001652850.2
OG0006473	XP_020724079.1, XP_003394151.1	XP_021709807.1
OG0006474	XP_003395503.1	XP_001652417.2
OG0006475	XP_003393008.2	XP_021701211.1
OG0006476	XP_012174685.1	XP_021697068.1
OG0006477	XP_012169040.2	XP_021700677.1
OG0006478	XP_003403095.1	XP_001656937.1
OG0006480	XP_003395502.1	XP_001650487.2
OG0006481	XP_003395770.2	XP_021699696.1, XP_001662108.1
OG0006482	XP_003397186.1	XP_001648880.2
OG0006483	XP_012165150.1	XP_021697737.1
OG0006484	XP_020721448.1	XP_021713424.1
OG0006485	XP_003393075.1	XP_021709595.1, XP_021709594.1
OG0006486	XP_012176188.1	XP_021709153.1
OG0006487	XP_003396473.1	XP_001659448.2
OG0006488	XP_003392904.1	XP_001657902.2
OG0006489	XP_012170335.1	XP_021694898.1
OG0006490	XP_012174802.1	XP_001660418.2
OG0006491	XP_003392936.1	XP_001660916.2
OG0006492	XP_020724228.1	XP_021712273.1, XP_021694720.1
OG0006493	XP_003401477.1	XP_011493096.1
OG0006494	XP_012170852.1	XP_021708500.1
OG0006495	XP_003394288.1	XP_001649467.1
OG0006496	XP_012173115.1	XP_021706328.1
OG0006497	XP_012173674.2	XP_021700020.1
OG0006498	XP_003399642.1	XP_001650131.1
OG0006499	XP_020721296.1	XP_021707065.1
OG0006500	XP_012175867.1	XP_001656926.2
OG0006501	XP_003393310.1	XP_001650005.1
OG0006502	XP_012170175.1	XP_001648450.1
OG0006503	XP_012170928.1	XP_001662670.1
OG0006505	XP_012170347.1	XP_021702162.1
OG0006506	XP_012166078.1	XP_021712602.1, XP_001651261.1
OG0006507	XP_012163496.1	XP_021709249.1
OG0006508	XP_012168247.1	XP_021699337.1
OG0006509	XP_020722781.1	XP_021711973.1, XP_021693609.1
OG0006510	XP_012165332.1	XP_001650335.1
OG0006511	XP_003396157.1	XP_021701335.1
OG0006512	XP_020721401.1	XP_021713034.1, XP_021712351.1
OG0006513	XP_020721692.1	XP_001654102.2
OG0006514	XP_003402313.1	XP_001659016.2
OG0006515	XP_003401310.3	XP_021694817.1
OG0006516	XP_003402408.1	XP_001653438.1
OG0006517	XP_012170401.1, XP_003399797.1	XP_021694575.1
OG0006518	XP_003394293.2	XP_021698137.1
OG0006519	XP_012176573.1	XP_021707312.1
OG0006520	XP_012169228.1	XP_001656464.2
OG0006521	XP_012166341.1	XP_001653443.2
OG0006522	XP_003396890.1	XP_001655315.1
OG0006523	XP_012167441.1	XP_021699726.1
OG0006524	XP_012166767.2	XP_021703268.1
OG0006525	XP_012172943.1	XP_001654173.2, XP_021708087.1
OG0006526	XP_012175826.1	XP_021706331.1
OG0006527	XP_003395201.1	XP_021699671.1
OG0006528	XP_020720108.1	XP_021703214.1
OG0006529	XP_003393753.1	XP_001657348.1, XP_021711286.1
OG0006530	XP_003396558.2	XP_021694164.1
OG0006532	XP_003398163.1	XP_001664109.2
OG0006533	XP_003398607.1	XP_001662904.1
OG0006534	XP_003394668.1	XP_001654737.1
OG0006535	XP_012163851.1	XP_001660944.1
OG0006536	XP_012163924.2	XP_021695744.1
OG0006537	XP_012174295.1	XP_021697183.1
OG0006538	XP_003398232.1	XP_021701619.1
OG0006539	XP_012172475.1	XP_021707172.1
OG0006540	XP_012175740.1	XP_001649665.2
OG0006541	XP_012174276.1	XP_001650870.1
OG0006542	XP_020720930.1	XP_021701853.1
OG0006543	XP_012175822.1	XP_021701331.1, XP_021701330.1, XP_001658184.1
OG0006544	XP_003394843.1	XP_021694656.1
OG0006545	XP_003401706.1	XP_021704327.1
OG0006546	XP_003395152.1	XP_001661121.1
OG0006547	XP_003394985.1	XP_001664204.1
OG0006548	XP_003401951.1	XP_001662694.2
OG0006549	XP_003395444.1	XP_001655852.1
OG0006551	XP_012164850.1	XP_001650886.2
OG0006552	XP_003400672.1	XP_001663333.1
OG0006553	XP_020719117.1	XP_021707819.1
OG0006554	XP_003399444.2	XP_001658388.1
OG0006555	XP_012171342.1	XP_011493288.2, XP_021693043.1
OG0006556	XP_003401760.1	XP_001654277.1
OG0006558	XP_003394715.1	XP_021697069.1
OG0006559	XP_012175951.2	XP_021703739.1
OG0006560	XP_020724269.1	XP_021700104.1
OG0006561	XP_012163144.1	XP_001658164.1
OG0006562	XP_003394963.1	XP_021708171.1
OG0006563	XP_012173896.1	XP_021705845.1
OG0006565	XP_003395567.1	XP_021693766.1
OG0006566	XP_012174586.1	XP_021698895.1
OG0006568	XP_003395212.1	XP_001660405.1
OG0006570	XP_020718804.1	XP_021699637.1
OG0006571	XP_003396999.1	XP_021701970.1
OG0006573	XP_012165509.1	XP_001656668.1
OG0006574	XP_003399658.1	XP_021702968.1
OG0006575	XP_003394207.1	XP_021702168.1
OG0006576	XP_012167085.1, XP_003397745.1	XP_021705145.1
OG0006577	XP_012174342.1	XP_021709301.1
OG0006579	XP_003399244.2	XP_001656789.2
OG0006580	XP_003398199.1	XP_021705060.1
OG0006581	XP_012172288.2	XP_021699941.1, XP_021699950.1, XP_021699935.1
OG0006582	XP_003393856.1	XP_001650857.1
OG0006583	XP_020724180.1	XP_021700455.1
OG0006584	XP_012166999.2, XP_020720009.1	XP_001655336.2
OG0006585	XP_012163834.1, XP_012163835.1	XP_001651220.2
OG0006586	XP_003398492.1	XP_001662311.1
OG0006587	XP_003395449.1	XP_001663056.2
OG0006588	XP_003394565.1	XP_001662977.2
OG0006590	XP_003397457.1	XP_021703546.1
OG0006591	XP_012166620.1	XP_001660548.1
OG0006592	XP_003394989.1	XP_001658166.2
OG0006593	XP_012169801.1	XP_021694750.1, XP_021694749.1
OG0006594	XP_003403243.1	XP_021699913.1
OG0006595	XP_003396759.1	XP_021699828.1
OG0006596	XP_012172888.1	XP_021695771.1
OG0006597	XP_012171969.1	XP_021695160.1
OG0006598	XP_012164913.1	XP_021706205.1
OG0006599	XP_012172493.1	XP_021703880.1
OG0006600	XP_020721568.1	XP_001658690.2
OG0006601	XP_003398446.1	XP_021709738.1
OG0006602	XP_012169999.1	XP_001660447.1
OG0006603	XP_012170235.1	XP_021706843.1
OG0006604	XP_003396865.1	XP_021698653.1
OG0006605	XP_003403134.1	XP_001649766.2
OG0006606	XP_012175254.1	XP_021713002.1
OG0006607	XP_003393628.1	XP_021697634.1
OG0006608	XP_003399012.1	XP_021708619.1
OG0006609	XP_012164286.1	XP_021692953.1
OG0006610	XP_012171164.1	XP_021704132.1
OG0006611	XP_020718745.1	XP_021706441.1
OG0006612	XP_003401867.1	XP_001654859.1
OG0006614	XP_020722477.1	XP_021708235.1
OG0006615	XP_003402426.1	XP_021712414.1, XP_021701511.1
OG0006616	XP_012170748.1	XP_001655801.1
OG0006617	XP_003394356.1	XP_001656925.1
OG0006618	XP_012164775.1	XP_021710584.1
OG0006619	XP_003397681.1	XP_021709530.1, XP_021712417.1
OG0006620	XP_020719350.1	XP_021702057.1
OG0006621	XP_012170579.1	XP_021713359.1
OG0006623	XP_020720308.1	XP_001647648.2
OG0006624	XP_020720457.1, XP_003402561.2	XP_021696038.1
OG0006625	XP_003399192.1	XP_021693017.1
OG0006626	XP_020720249.1	XP_021709882.1, XP_021709905.1
OG0006627	XP_012172720.1	XP_021704811.1
OG0006628	XP_012169427.1	XP_021712803.1
OG0006629	XP_020723371.1	XP_001650268.1
OG0006630	XP_003402482.2	XP_021702740.1
OG0006631	XP_003394960.1	XP_021703476.1
OG0006632	XP_020718862.1	XP_021703175.1
OG0006633	XP_003397855.1	XP_021706356.1
OG0006634	XP_003399530.1	XP_001654338.2
OG0006635	XP_003396228.1	XP_021703806.1
OG0006637	XP_012165487.1	XP_021699276.1, XP_021699277.1
OG0006638	XP_003400629.1	XP_001657730.2
OG0006639	XP_012165109.1	XP_021694514.1
OG0006640	XP_012174149.2	XP_021693918.1
OG0006641	XP_003394419.1	XP_001659192.2
OG0006642	XP_012165666.1	XP_021698330.1
OG0006643	XP_003401549.1	XP_001659742.2
OG0006644	XP_012176551.1	XP_021698027.1
OG0006645	XP_003403363.1	XP_021700538.1
OG0006646	XP_003392882.1	XP_001659809.1
OG0006647	XP_020718620.1	XP_021694152.1, XP_021694025.1
OG0006648	XP_003400026.1	XP_001655800.2
OG0006649	XP_012170136.1	XP_001660547.2
OG0006650	XP_020722579.1, XP_020722581.1	XP_021694894.1
OG0006651	XP_012171269.1	XP_021707903.1
OG0006652	XP_020724169.1	XP_021695167.1
OG0006653	XP_020721134.1	XP_021705980.1
OG0006654	XP_003392903.1	XP_001657903.2
OG0006655	XP_003395113.1	XP_021693218.1
OG0006656	XP_012167802.1	XP_021696607.1, XP_021696608.1
OG0006657	XP_003394306.1	XP_001661237.1
OG0006658	XP_003396296.1	XP_001651882.1
OG0006659	XP_003395131.1	XP_001653516.2
OG0006660	XP_003394797.1	XP_021710900.1
OG0006661	XP_003393274.1	XP_001657977.2
OG0006662	XP_020719083.1	XP_021709178.1
OG0006663	XP_012171809.1	XP_001657582.2
OG0006664	XP_003397288.1	XP_021710662.1
OG0006665	XP_020722315.1	XP_001657248.1
OG0006666	XP_003400631.2	XP_021707292.1, XP_021712363.1
OG0006667	XP_012174190.1	XP_021702177.1
OG0006668	XP_003402986.1	XP_021693528.1
OG0006670	XP_003393084.1	XP_001651908.2
OG0006671	XP_012176661.1	XP_021694700.1
OG0006673	XP_012169229.1	XP_001649363.2
OG0006674	XP_020722758.1	XP_001649614.2
OG0006675	XP_003393524.1	XP_021697515.1, XP_001649753.1
OG0006676	XP_003394224.1	XP_001650486.2
OG0006677	XP_012167860.1	XP_001650535.2
OG0006678	XP_020718449.1	XP_001650658.1
OG0006679	XP_003402351.1	XP_001650939.1
OG0006680	XP_020723036.1, XP_020723037.1, XP_003403378.2	XP_021711357.1, XP_021711356.1, XP_001651111.1
OG0006681	XP_003398089.2	XP_001651467.2
OG0006682	XP_012172041.1	XP_001651485.1
OG0006683	XP_020719875.1, XP_003397365.1	XP_001651641.2
OG0006684	XP_003399032.1	XP_021695984.1, XP_001652310.1
OG0006685	XP_012172556.1	XP_001652628.1
OG0006686	XP_003401602.1	XP_021707041.1, XP_021707039.1, XP_021707038.1, XP_001653140.2
OG0006687	XP_012170710.1, XP_003400087.1, XP_020721785.1, XP_020721784.1	XP_001653797.2
OG0006688	XP_012163113.1	XP_021701821.1, XP_021701820.1, XP_001654402.2
OG0006689	XP_003397846.1	XP_001654433.1
OG0006690	XP_003402859.1	XP_021701275.1, XP_021701276.1, XP_021701274.1, XP_001654893.1
OG0006691	XP_003400986.1	XP_001655031.2, XP_001655032.2
OG0006692	XP_012170802.1	XP_001655345.2
OG0006693	XP_003398911.1	XP_001655525.2
OG0006694	XP_003398735.1	XP_001655639.2
OG0006695	XP_012167657.1	XP_001655962.2
OG0006696	XP_003402148.2	XP_001656638.2
OG0006697	XP_012165473.1	XP_001657371.1
OG0006698	XP_003397729.1	XP_001657531.1
OG0006699	XP_012170123.1	XP_001657892.1
OG0006700	XP_003397987.1	XP_001659279.2, XP_021702719.1, XP_021702718.1
OG0006701	XP_003395271.1	XP_021702715.1, XP_021702716.1, XP_021702713.1, XP_021702714.1, XP_001659282.2
OG0006702	XP_003393531.1	XP_001659401.2
OG0006703	XP_020719225.1, XP_003396463.1	XP_001659696.2
OG0006704	XP_003402610.1	XP_001659808.1
OG0006705	XP_012173195.1, XP_012173205.1, XP_012173209.1, XP_012173202.1	XP_001660790.2
OG0006706	XP_012170754.1	XP_001661378.2
OG0006707	XP_003397851.1	XP_001661397.1
OG0006708	XP_003397379.3	XP_001662978.1
OG0006709	XP_003400385.1	XP_001662982.2
OG0006710	XP_012176238.1, XP_003394355.1, XP_012176237.1	XP_001663461.1
OG0006711	XP_003395836.1	XP_021693038.1
OG0006713	XP_003395176.1	XP_021693731.1
OG0006714	XP_012172241.1	XP_021693953.1
OG0006715	XP_012167664.1	XP_021695989.1
OG0006716	XP_020718586.1, XP_012163320.1, XP_020718587.1	XP_021696745.1
OG0006717	XP_003395950.1	XP_021696914.1
OG0006718	XP_012169902.1	XP_021697247.1
OG0006719	XP_012167540.1	XP_021697274.1
OG0006720	XP_003393489.1	XP_021697553.1
OG0006721	XP_012169942.1	XP_021697876.1, XP_021697877.1
OG0006722	XP_003394629.1	XP_021698307.1
OG0006723	XP_003393048.1	XP_021698606.1
OG0006724	XP_003401850.1	XP_021700236.1
OG0006725	XP_003403075.1	XP_021700773.1
OG0006726	XP_012171033.1, XP_012171035.1	XP_021700931.1
OG0006727	XP_003398969.1	XP_021701153.1
OG0006728	XP_003393830.1	XP_021701229.1
OG0006729	XP_003399590.1	XP_021701639.1, XP_021701640.1
OG0006731	XP_012169613.1	XP_021701718.1
OG0006732	XP_012171059.1	XP_021702123.1
OG0006733	XP_012164702.1	XP_021702247.1
OG0006734	XP_012168966.1	XP_021702385.1, XP_021702373.1
OG0006735	XP_012176572.1	XP_021702801.1, XP_021702766.1
OG0006736	XP_012164739.1	XP_021703000.1
OG0006737	XP_020724221.1	XP_021703021.1, XP_021712146.1
OG0006738	XP_003394187.1, XP_012175967.1	XP_021703763.1
OG0006739	XP_012175610.1	XP_021703878.1
OG0006740	XP_012164466.1	XP_021704283.1
OG0006741	XP_012172317.1	XP_021705141.1
OG0006742	XP_003399399.1	XP_021705342.1
OG0006743	XP_003401347.1	XP_021705453.1
OG0006744	XP_012166309.1	XP_021706745.1
OG0006745	XP_012172147.1	XP_021706761.1
OG0006746	XP_012174367.1	XP_021706769.1
OG0006747	XP_003401381.1	XP_021707018.1
OG0006748	XP_003397516.1	XP_021710739.1, XP_021707799.1
OG0006749	XP_012164593.1	XP_021708789.1
OG0006750	XP_003402146.1	XP_021708822.1
OG0006751	XP_020721962.1	XP_021709044.1
OG0006752	XP_012170592.1	XP_021709282.1
OG0006753	XP_020723127.1, XP_012174526.1, XP_012171390.1	XP_021709369.1
OG0006754	XP_003401554.1	XP_021712263.1, XP_021713262.1
OG0006755	XP_020718565.1	XP_021713296.1
OG0006798	XP_003399834.1	XP_001662431.1
OG0006799	XP_003395896.1	XP_001652015.1
OG0006800	XP_003394463.1	XP_001663436.1
OG0006801	XP_003394930.1	XP_001663403.2
OG0006802	XP_003393496.1	XP_001654090.1
OG0006803	XP_003402549.2	XP_001655519.1
OG0006804	XP_003403286.1	XP_001651784.1
OG0006805	XP_020721776.1	XP_001663981.1
OG0006806	XP_003397187.1	XP_001656429.1
OG0006807	XP_003400755.1	XP_001663765.1
OG0006808	XP_003402423.1	XP_021704085.1
OG0006809	XP_003400494.2	XP_001649130.1
OG0006810	XP_012169056.1	XP_001652245.1
OG0006811	XP_012169572.1	XP_001649336.1
OG0006812	XP_003399103.1	XP_001661903.1
OG0006813	XP_003400749.1	XP_001658970.1
OG0006814	XP_012173383.1	XP_001648627.1
OG0006815	XP_003400249.1	XP_001652716.2
OG0006816	XP_020721071.1	XP_001660799.1
OG0006817	XP_003401682.1	XP_001662426.2
OG0006818	XP_012166061.2	XP_001661672.2
OG0006819	XP_003393711.1	XP_001648902.1
OG0006820	XP_012174991.1	XP_001649871.1
OG0006821	XP_003398354.1	XP_001654333.2
OG0006822	XP_003400153.1	XP_021704837.1
OG0006823	XP_003402291.2	XP_001650494.1
OG0006824	XP_003395302.1	XP_001655825.1
OG0006825	XP_020722061.1	XP_021701660.1
OG0006826	XP_012170151.1	XP_001655586.1
OG0006827	XP_012169385.1	XP_001662633.1
OG0006828	XP_003401379.1	XP_001656225.2
OG0006829	XP_003396259.1	XP_001648569.1
OG0006830	XP_020723413.1	XP_021709625.1
OG0006832	XP_003394038.1	XP_001654398.2
OG0006833	XP_003400787.1	XP_001648564.1
OG0006834	XP_003393560.1	XP_001656511.2
OG0006835	XP_003403155.1	XP_001661657.1
OG0006836	XP_003394937.1	XP_021700389.1
OG0006838	XP_020719964.1	XP_021700506.1
OG0006839	XP_003397417.1	XP_001659264.1
OG0006840	XP_003401369.1	XP_001648765.1
OG0006841	XP_003403102.1	XP_001648001.1
OG0006842	XP_003402589.1	XP_001652937.1
OG0006843	XP_003402905.1	XP_001648944.1
OG0006844	XP_012167997.1	XP_001659470.1
OG0006845	XP_020722897.1	XP_001662295.2
OG0006846	XP_003394141.1	XP_001655352.1
OG0006847	XP_003396794.1	XP_001659482.1
OG0006848	XP_003402787.1	XP_021695001.1
OG0006849	XP_003399929.1	XP_021707215.1
OG0006850	XP_003392985.1	XP_001649116.1
OG0006851	XP_020724288.1	XP_001648667.1
OG0006852	XP_003400619.1	XP_001647892.2
OG0006853	XP_003400567.1	XP_021707412.1
OG0006854	XP_012172352.1	XP_001655578.1
OG0006855	XP_020724209.1	XP_021702225.1
OG0006856	XP_012168250.1	XP_001663785.1
OG0006857	XP_003399914.1	XP_021707300.1, XP_001651133.2
OG0006858	XP_003398570.1	XP_001664061.1
OG0006859	XP_003400765.1	XP_001654150.1
OG0006860	XP_003400849.1	XP_021704437.1, XP_021704438.1
OG0006861	XP_003400623.1	XP_001652621.1
OG0006862	XP_003394334.1	XP_001661241.1
OG0006863	XP_003402282.1	XP_001655624.2
OG0006864	XP_003396809.1	XP_001663442.1
OG0006865	XP_003398675.1	XP_001659377.1
OG0006866	XP_012172404.1	XP_021698769.1
OG0006867	XP_003395021.1	XP_001662974.1
OG0006868	XP_003394170.1	XP_001656501.2
OG0006869	XP_003400882.1	XP_001657653.1
OG0006870	XP_020722524.1	XP_001656652.2
OG0006871	XP_020721225.1	XP_001661113.1
OG0006872	XP_003392863.1	XP_001658760.1
OG0006874	XP_020723014.1	XP_021699546.1
OG0006875	XP_003398800.1	XP_001652035.1
OG0006876	XP_012166107.1	XP_001648589.2
OG0006878	XP_003399099.1	XP_001656467.1
OG0006879	XP_003401234.1	XP_001661804.1
OG0006880	XP_003401218.1	XP_021708366.1, XP_021708365.1, XP_021712780.1
OG0006881	XP_012174243.1	XP_021693079.1
OG0006882	XP_003395636.1	XP_001659284.1
OG0006884	XP_012173584.1	XP_001658212.1
OG0006885	XP_003399348.1	XP_001661806.2
OG0006886	XP_012173051.1	XP_001659497.1
OG0006887	XP_003394069.1	XP_001663197.2
OG0006888	XP_012171496.1	XP_001663881.1
OG0006890	XP_012167870.1	XP_001664309.1
OG0006891	XP_012163661.1	XP_001652851.2
OG0006892	XP_003396271.1	XP_001659845.2
OG0006893	XP_012169313.1	XP_001661570.1
OG0006894	XP_003393545.1	XP_011493542.1, XP_001654507.1
OG0006895	XP_003403025.2	XP_001651096.1
OG0006896	XP_012164469.1	XP_001654929.2
OG0006897	XP_020722489.1	XP_001663931.1
OG0006898	XP_003394177.1	XP_001660269.1
OG0006899	XP_003397098.1	XP_001651670.2
OG0006900	XP_003398351.1	XP_001658248.1
OG0006901	XP_003401993.1	XP_001648358.1
OG0006902	XP_003398894.1	XP_001656686.2
OG0006903	XP_012169485.1	XP_001654738.1
OG0006904	XP_003400053.1	XP_001659542.1
OG0006905	XP_003393203.1	XP_001653951.1
OG0006906	XP_012164090.1	XP_001649896.2
OG0006907	XP_012166313.1	XP_001652952.2
OG0006908	XP_003395016.1	XP_021703551.1
OG0006909	XP_003400683.1	XP_001653974.1
OG0006910	XP_012163620.1	XP_021693726.1
OG0006911	XP_003394422.1	XP_001662018.2
OG0006912	XP_012167606.1	XP_021701816.1
OG0006913	XP_020723290.1	XP_021707577.1
OG0006914	XP_003392992.1	XP_001659386.1
OG0006915	XP_003393482.1	XP_021698994.1
OG0006916	XP_003394984.1	XP_021702895.1
OG0006917	XP_012169145.1	XP_001657887.1
OG0006918	XP_012163791.1	XP_021693821.1
OG0006919	XP_020721640.1	XP_021700266.1
OG0006920	XP_012165255.1	XP_001657573.2
OG0006921	XP_003396742.1	XP_001654806.1
OG0006922	XP_020722470.1	XP_001652869.2
OG0006923	XP_003398197.1	XP_001653060.2
OG0006924	XP_003403121.1	XP_001653726.2
OG0006925	XP_003395195.1	XP_001659922.2
OG0006927	XP_020721964.1	XP_021697592.1
OG0006928	XP_003397246.2	XP_021706425.1
OG0006929	XP_012173089.1	XP_001648761.2
OG0006930	XP_003397588.3	XP_001650620.1
OG0006931	XP_003399144.1	XP_001651840.1
OG0006932	XP_003401053.1	XP_021703913.1
OG0006933	XP_012175908.1	XP_001659319.2
OG0006934	XP_020721569.1	XP_021710698.1
OG0006935	XP_003396735.1	XP_001655906.1
OG0006937	XP_003401390.1	XP_001650856.2
OG0006938	XP_012174171.1	XP_001658686.2
OG0006939	XP_020718445.1	XP_021698827.1, XP_021698829.1
OG0006940	XP_012171613.1	XP_001650711.1
OG0006941	XP_003400435.1	XP_001653714.2
OG0006942	XP_020723886.1	XP_021697121.1, XP_021695183.1
OG0006943	XP_020723925.1	XP_021703016.1
OG0006944	XP_012176255.1	XP_001656755.2
OG0006945	XP_012165772.1	XP_001655040.1
OG0006946	XP_003397842.1	XP_021704361.1
OG0006948	XP_012171825.1	XP_001651868.2
OG0006949	XP_012169619.2	XP_001648832.1
OG0006950	XP_003401072.1	XP_021713260.1
OG0006951	XP_020721559.1	XP_001649289.2
OG0006952	XP_003397253.1	XP_001658759.1
OG0006953	XP_020722523.1	XP_021693940.1
OG0006954	XP_003393194.1	XP_021698685.1
OG0006955	XP_003398068.1	XP_021693759.1
OG0006956	XP_003395033.2	XP_001649979.1
OG0006957	XP_003393515.1	XP_021697154.1
OG0006958	XP_003398783.1	XP_001655918.2
OG0006959	XP_020719227.1	XP_021697595.1
OG0006960	XP_003396927.1	XP_001653167.1
OG0006961	XP_012172800.1	XP_001651548.1
OG0006962	XP_003402503.1	XP_001655375.2
OG0006964	XP_012165510.1	XP_021698920.1
OG0006965	XP_012169336.1	XP_021698157.1
OG0006966	XP_012166190.2	XP_021704121.1
OG0006968	XP_012172068.1	XP_001657496.1
OG0006969	XP_012173154.1	XP_001653055.1
OG0006970	XP_003400427.1	XP_021696539.1
OG0006971	XP_020723752.1	XP_021713353.1
OG0006972	XP_003394873.2	XP_001657794.2
OG0006973	XP_003397180.1	XP_001657325.2
OG0006974	XP_020722310.1	XP_001663383.1
OG0006975	XP_012171612.1	XP_021708629.1
OG0006976	XP_003396599.1	XP_021698676.1
OG0006979	XP_012165593.1	XP_021695269.1
OG0006980	XP_003399935.1	XP_021705880.1
OG0006981	XP_003396973.1	XP_021700823.1
OG0006982	XP_003398766.1	XP_021696526.1
OG0006983	XP_012166012.1	XP_021698649.1
OG0006984	XP_012167109.1	XP_021708933.1
OG0006985	XP_003394924.1	XP_021695908.1
OG0006986	XP_012166738.1	XP_021700394.1
OG0006987	XP_003397461.1	XP_021695967.1
OG0006988	XP_012164133.1	XP_001650246.1
OG0006989	XP_003394461.1	XP_001657402.1
OG0006990	XP_012174084.1	XP_021703948.1
OG0006991	XP_003394243.1	XP_001656318.2
OG0006992	XP_003393073.1	XP_021697405.1
OG0006993	XP_012165164.1	XP_021701809.1
OG0006994	XP_003395774.1	XP_021696955.1
OG0006995	XP_003394498.1	XP_021707679.1
OG0006996	XP_012171677.1	XP_001648997.1
OG0006998	XP_003396149.1	XP_001655209.2
OG0006999	XP_012170300.1	XP_001648288.1
OG0007001	XP_003401434.1	XP_001659260.2
OG0007002	XP_012165620.1	XP_021696070.1
OG0007003	XP_003395373.1	XP_021710880.1
OG0007004	XP_003402428.1	XP_001659514.1
OG0007005	XP_003394390.1	XP_021694229.1
OG0007006	XP_012163857.1	XP_001653135.2
OG0007007	XP_003395019.1	XP_001662973.2
OG0007008	XP_003400173.1	XP_001649385.2
OG0007009	XP_003402496.2	XP_001650271.2
OG0007010	XP_020718971.1	XP_001661571.1
OG0007012	XP_012169526.1	XP_001653953.1
OG0007013	XP_020718510.1, XP_020718511.1	XP_001653417.2
OG0007014	XP_003394583.1	XP_001657046.1
OG0007015	XP_020719903.1	XP_021710788.1
OG0007016	XP_003395049.1	XP_001661901.2
OG0007017	XP_012166038.1	XP_021702308.1
OG0007018	XP_003399412.1	XP_001655444.2
OG0007020	XP_012172479.1	XP_001655003.1
OG0007021	XP_012176005.1	XP_021705246.1
OG0007022	XP_003393180.1	XP_001654913.2
OG0007023	XP_003395792.1	XP_021693712.1
OG0007024	XP_012166577.1	XP_021708220.1
OG0007025	XP_003399156.1	XP_001652146.1
OG0007026	XP_003398167.2	XP_011493168.2
OG0007027	XP_003401697.1	XP_001654470.1
OG0007028	XP_012169032.1	XP_021699353.1
OG0007029	XP_012169240.1	XP_021707715.1
OG0007030	XP_003400446.1	XP_001664206.2
OG0007031	XP_003398822.1	XP_021702882.1
OG0007032	XP_012164770.1	XP_001659378.1
OG0007033	XP_020720297.1	XP_021702525.1
OG0007035	XP_003403099.1	XP_001656938.1
OG0007036	XP_003396297.1	XP_021695868.1
