Orthogroup	Bombus_terrestris	Tribolium_castaneum
OG0000203	XP_012165494.1	XP_972061.1
OG0000204	XP_003400095.1	XP_008192748.1, XP_015834354.1, XP_015834322.1, XP_001810985.1, XP_015834355.1, XP_966892.1
OG0000205	XP_012176340.1, XP_003394538.1	XP_015834252.1, XP_969899.1, XP_972246.2, XP_969838.2
OG0000206	XP_012170362.1	XP_975174.1
OG0000206	XP_020721443.1	XP_967870.1
OG0000207	XP_012169920.1, XP_012169919.1	XP_008190794.1
OG0000208	XP_003399477.1	NP_001034487.2, XP_008199220.1
OG0000209	XP_012167030.1, XP_012167033.1, XP_012167031.1, XP_012167034.1, XP_012167036.1, XP_012167037.1	XP_015833617.1
OG0000210	XP_003396128.1	XP_008196393.1
OG0000210	XP_012167928.1	XP_008194608.1, XP_973007.1
OG0000210	XP_012164486.1	XP_015838316.1, XP_971337.1
OG0000212	XP_003393900.1, XP_003403182.1, XP_012174957.1	XP_970912.2, XP_015835896.1, XP_015840439.1, XP_015840441.1
OG0000213	XP_003399166.1, XP_003399165.1, XP_012169441.1, XP_012169439.1, XP_012169438.1, XP_012169436.1	XP_970612.2
OG0000214	XP_003397389.1	XP_967960.2
OG0000214	XP_003402159.1	XP_970835.1
OG0000215	XP_012172166.1, XP_003401025.1	XP_972301.2, XP_008197697.1, XP_008197706.1, XP_015839776.1
OG0000216	XP_003401971.1	NP_001107836.1, XP_967724.1, NP_001123993.1, XP_008193185.1, XP_008199996.1, XP_971612.1, NP_001123994.1
OG0000217	XP_003396151.1	XP_973791.2, XP_975130.2, XP_015839401.1, XP_015839404.1, XP_015839405.1, XP_008199621.1, XP_015839403.1, XP_015840143.1, XP_008192685.2, XP_008192686.2, XP_015835054.1, XP_015835055.1, XP_008191628.1, XP_008191600.1, XP_008198006.2
OG0000218	XP_012172566.2	XP_967940.2
OG0000219	XP_003394637.1	XP_968383.1
OG0000220	XP_020719485.1, XP_020719486.1, XP_020719487.1, XP_012165070.1, XP_012165068.1, XP_003396344.1	XP_015840696.1
OG0000221	XP_020720834.1	XP_015837155.1, XP_974256.1
OG0000223	XP_012167632.1	NP_001164284.1, XP_972063.1
OG0000225	XP_020718472.1, XP_020718473.1, XP_012174019.1	XP_971086.2
OG0000226	XP_012175521.2, XP_012175447.1	NP_001280522.1, XP_008197480.1
OG0000226	XP_003400345.1	XP_015838522.1
OG0000227	XP_012169873.1, XP_012169872.1, XP_012169871.1, XP_003399621.1	XP_008198897.2
OG0000229	XP_003396456.1	XP_008190780.1
OG0000230	XP_012170718.1	XP_015836723.1
OG0000231	XP_020720652.1, XP_003398422.1	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1
OG0000232	XP_003400659.1, XP_020722317.1	XP_970131.1
OG0000233	XP_003393462.1	XP_008196062.1, XP_008196018.1, XP_008196019.1
OG0000234	XP_003396094.1, XP_003396093.1, XP_012164939.1	XP_972520.3, XP_001814003.1
OG0000235	XP_012167720.1, XP_012167719.1, XP_012167718.1, XP_012167716.1	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1
OG0000236	XP_012172197.1	NP_001155991.1
OG0000237	XP_020722245.1	XP_008197452.1
OG0000237	XP_020722198.1	XP_008197451.1
OG0000239	XP_003400044.1, XP_020721966.1, XP_012170676.1, XP_012170677.1	XP_015836807.1, XP_008200144.1
OG0000240	XP_003396555.2, XP_003402397.2	XP_015833080.1, XP_015833079.1, XP_015840681.1, XP_008190666.2, XP_008190667.1, XP_966770.1, XP_001809806.2, XP_008190687.2, XP_008201648.1
OG0000242	XP_012176615.2	XP_967642.2, XP_968884.1, XP_015833766.1
OG0000244	XP_003400569.1	XP_974579.1, XP_015836330.1
OG0000245	XP_003400548.1	XP_008194988.1, NP_001034522.1, NP_001034493.1
OG0000246	XP_003399661.1	NP_001096056.1
OG0000246	XP_003399659.1, XP_020721543.1	XP_973068.2, XP_008193582.1
OG0000247	XP_012164509.1	XP_015840017.1, XP_008190606.2, XP_015833810.1
OG0000248	XP_012168644.1, XP_020721165.1, XP_020721164.1, XP_020721171.1	XP_015839338.1, XP_008193359.2, XP_015835108.1
OG0000249	XP_012167204.1, XP_012166752.1, XP_012166751.1	XP_966587.1
OG0000250	XP_003398082.1, XP_003398251.1	XP_008196257.1
OG0000251	XP_012167926.1, XP_012173977.1, XP_003402363.1, XP_012170583.1, XP_012170586.1	XP_015840048.1, XP_008201191.1
OG0000252	XP_020719888.1, XP_003392873.1, XP_012167405.1, XP_012167457.1	XP_970662.1
OG0000253	XP_003401070.1	XP_008198043.1
OG0000254	XP_003397222.1	XP_008195945.1
OG0000254	XP_003395562.1	XP_008195412.1, XP_971164.2
OG0000255	XP_012169788.1	XP_970270.1, XP_008199406.1
OG0000256	NP_001295235.1, XP_012176496.1	XP_973160.1, XP_973850.1, XP_008193331.1
OG0000257	XP_020722268.1, XP_020722269.1, XP_003400699.1	XP_015838389.1
OG0000257	XP_020722264.1	XP_974236.1, XP_008201491.1, XP_008197327.1
OG0000261	XP_020718460.1, XP_003395135.1, XP_003395133.1	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1
OG0000263	XP_012168652.1	XP_966512.1, XP_975893.1
OG0000264	XP_012166540.1	XP_008198346.1, NP_001164126.1
OG0000264	XP_012166688.1, XP_003397315.1	XP_968284.1, XP_015835141.1
OG0000265	XP_012175738.1	NP_001153781.1, XP_008200967.1, XP_008200966.1
OG0000265	XP_012175734.1	XP_967029.1
OG0000266	XP_003401364.1	XP_967356.1
OG0000266	XP_012172464.1, XP_012172463.1	XP_970881.1, XP_970797.1
OG0000268	XP_020718561.1	XP_967796.2, XP_015832932.1, XP_015838161.1
OG0000269	XP_012170150.1, XP_012170154.1, XP_012170161.1, XP_012170122.1, XP_020723319.1, XP_012170166.1	XP_971005.2
OG0000270	XP_012166216.1, XP_020719789.1, XP_012174889.2	XP_008198078.1, NP_001280505.1
OG0000270	XP_003402376.1	XP_008198076.1, NP_001280501.1
OG0000271	XP_012163596.1, XP_003395149.2, XP_012163598.1, XP_012163597.1, XP_012163600.1	NP_001290187.1, NP_001280499.1, XP_015839433.1
OG0000271	XP_003402532.1, XP_003397124.2	NP_001280518.1
OG0000272	XP_020723485.1	XP_008193383.1, NP_001107763.1
OG0000272	XP_012167932.1	NP_001103420.1
OG0000273	XP_012163322.1, XP_003394955.1	XP_008191036.1
OG0000274	XP_003395670.1	XP_008199963.1
OG0000275	XP_003402700.1, XP_012174414.1, XP_003402699.1, XP_012173152.1, XP_003401772.1, XP_020722894.1, XP_003401771.1, XP_003401770.1, XP_003401883.1, XP_012173305.1, XP_003401825.1	XP_970514.2
OG0000277	XP_012171242.1, XP_003400456.1	XP_015837443.1
OG0000278	XP_003395965.1	XP_015834844.1
OG0000279	XP_003400301.1	NP_001280538.1, XP_015838925.1, XP_015838796.1
OG0000281	XP_020723531.1, XP_003402779.1	XP_967340.1
OG0000281	XP_020718843.1	XP_968478.1, XP_968177.1
OG0000283	XP_003395709.1	XP_970327.1, XP_015836740.1
OG0000284	XP_012165662.1	XP_968561.1
OG0000284	XP_003396501.1	XP_008195942.1, XP_973257.1
OG0000285	XP_012163289.1, XP_003394928.1	XP_970530.1
OG0000286	XP_020719491.1, XP_012165091.1, XP_012165093.1, XP_012165095.1, XP_003396395.1, XP_012165096.1, XP_012165097.1	XP_008193140.1
OG0000287	XP_012165419.1	XP_008197596.1
OG0000287	XP_020719656.1, XP_020719657.1, XP_003396391.1	XP_001814592.1
OG0000288	XP_012176000.1	XP_015833077.1, XP_008200294.1
OG0000288	XP_003395685.1	XP_966392.1
OG0000289	XP_003393170.1, XP_012175778.1, XP_012175785.1, XP_012175792.1, XP_012175770.1	XP_973833.1
OG0000290	XP_012166386.1, XP_003397081.1	XP_008193818.1
OG0000291	XP_003401238.1	NP_001161313.1
OG0000291	XP_003401230.1	XP_008192535.1
OG0000292	XP_012168713.1, XP_020721082.1	XP_015836717.1, XP_008199379.1, XP_015836718.1
OG0000293	XP_012176424.1	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1
OG0000295	XP_020718759.1, XP_020718760.1, XP_003395333.1	XP_974942.1
OG0000296	XP_012175997.1, XP_012175996.1	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1
OG0000297	XP_003397291.1	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1
OG0000298	XP_012164070.1, XP_003395613.1	XP_975374.1
OG0000299	XP_012176598.1, XP_012176601.1, XP_012176600.1, XP_003394635.1, XP_012176599.1	XP_008196759.1
OG0000300	XP_003396567.1	XP_969695.1
OG0000300	XP_003396484.1	XP_001811015.1
OG0000301	XP_003399611.1	NP_001107791.1
OG0000302	XP_012170889.1	XP_008196651.1
OG0000302	XP_012168271.1	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1
OG0000304	XP_012175192.1, XP_012175194.1, XP_003403180.1, XP_012175195.1	XP_015835772.1, XP_008193751.1
OG0000305	XP_012166359.1	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1
OG0000306	XP_012164015.1, XP_020718921.1, XP_003395571.1	XP_008195672.2
OG0000307	XP_003402144.1, XP_003402143.1	XP_973197.1
OG0000308	XP_020720591.1	XP_015835181.1
OG0000309	XP_003399465.1, XP_020721648.1, XP_012169829.1	XP_968563.2, XP_015838858.1
OG0000310	XP_003402676.1, XP_012174337.1, XP_012174338.1, XP_012174339.1	XP_015834524.1
OG0000311	NP_001267835.1, XP_012168914.1	NP_001164089.1, XP_015836774.1
OG0000312	XP_012171304.1, XP_012171301.1, XP_012171299.2, XP_020722096.1, XP_012171308.1, XP_003400476.1	XP_015833546.1
OG0000313	XP_003401730.1, XP_020722941.1	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2
OG0000314	XP_003401109.1	XP_968893.1, XP_008193080.1, XP_966924.1
OG0000314	XP_003401102.1	XP_967017.1
OG0000315	XP_003393266.1, XP_003393186.2, XP_020719579.1, XP_003393207.1, XP_003393256.1	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1
OG0000316	XP_020721709.1	XP_008190751.1, NP_001182329.1
OG0000317	XP_020720978.1, XP_003399343.1, XP_012169708.1, XP_012169706.1, XP_012169707.1	XP_008200064.1
OG0000318	XP_003399756.2	XP_008192121.1, XP_974398.1
OG0000319	XP_012169247.1, XP_012169246.1, XP_012169248.1, XP_003399058.1	XP_967713.1, XP_971783.1
OG0000320	XP_012171701.1	XP_008196303.1, XP_015837420.1, XP_008196304.1
OG0000321	XP_003396497.1, XP_012166184.1	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1
OG0000322	XP_012167924.1	XP_974306.1
OG0000322	XP_003396317.1, XP_003396318.1	XP_008191340.1
OG0000323	XP_012168820.1, XP_020720958.1, XP_020720960.1, XP_020720959.1, XP_020720957.1, XP_003398855.1, XP_012168822.1	XP_015839632.1, XP_015839647.1
OG0000324	XP_020718305.1, XP_020718302.1, XP_020718274.1, XP_020718281.1	XP_015834170.1, XP_015834173.1
OG0000325	XP_012166143.1, XP_012166144.1, XP_003396981.1	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1
OG0000326	XP_012167433.1	XP_015834991.1, XP_008192193.1, XP_008192194.1
OG0000327	XP_020720937.1, XP_020720933.1, XP_020720934.1	XP_008191189.2
OG0000330	NP_001267838.1	XP_967194.1, XP_973575.3, XP_968237.2
OG0000331	XP_012168742.1, XP_012168741.1, XP_012175437.2, XP_003403377.2, XP_012173605.2	XP_972225.1
OG0000332	XP_020722095.1, XP_012171298.1, XP_012171292.1, XP_012171295.1, XP_012171296.1, XP_012171297.1	XP_971957.1
OG0000333	XP_012163501.1, XP_020718311.1	XP_015839725.1
OG0000334	XP_020720845.1, XP_012167907.1, XP_012167904.1, XP_012167906.1, XP_012167905.1, XP_020720846.1	XP_015836026.1
OG0000335	XP_020723223.1, XP_003402203.1	XP_971201.1
OG0000336	XP_003394465.1	XP_001814361.1
OG0000337	XP_012168611.1	XP_008198111.1, XP_008198112.1
OG0000338	XP_020724365.1	XP_008197000.1
OG0000339	XP_012164370.1, XP_012164369.1	XP_975511.1
OG0000339	XP_012173169.1, XP_020722951.1	NP_001177648.1, XP_008193158.1
OG0000340	XP_012172809.1	XP_008200736.1
OG0000340	XP_003400853.1	XP_015838405.1, XP_973952.1, XP_973891.1
OG0000341	XP_020720041.1	XP_975221.1
OG0000342	XP_012169201.1	XP_008198162.1
OG0000342	XP_020721162.1	XP_968153.2
OG0000343	XP_003394043.1, XP_012175819.1	XP_008193357.1
OG0000344	XP_020721163.1	XP_015840052.1, XP_015840053.1
OG0000345	XP_003402881.1, XP_020723622.1, XP_012174636.1, XP_012174638.1, XP_012174635.1	XP_015838177.1
OG0000347	XP_012166755.1, XP_003397452.1, XP_003397451.1	XP_008196770.1
OG0000348	XP_003393409.1	XP_008195650.1
OG0000349	XP_003402206.1, XP_012173611.1, XP_012173610.1, XP_012173613.1, XP_012173612.1	XP_008199681.1, XP_008199682.1, XP_015839246.1
OG0000350	XP_012169146.1, XP_020721331.1, XP_012169147.1, XP_020721332.1	XP_008197841.1, XP_971237.1
OG0000351	XP_012176559.1, XP_012176558.1, XP_012176562.1, XP_012176561.1, XP_012176563.1, XP_020724196.1, XP_012176557.1	XP_971635.2, XP_008196968.1
OG0000352	XP_020722929.1	XP_974349.1
OG0000356	XP_003397921.1, XP_012167462.1	XP_008197708.1, XP_008197784.2
OG0000357	XP_020722207.1, XP_012171737.1, XP_003400885.1	XP_008194728.1
OG0000358	XP_003396633.1, XP_003396634.1	XP_972062.1
OG0000360	XP_020722453.1, XP_020722452.1, XP_012172665.1, XP_012172663.1, XP_012172664.1, XP_012172661.1, XP_003401447.1	XP_008195292.1, XP_967057.1
OG0000361	XP_012172740.1, XP_012172741.1, XP_012172742.1, XP_003401494.1, XP_020722602.1, XP_003403371.2, XP_012172745.1, XP_003401606.2, XP_012172746.2	XP_973660.1
OG0000362	XP_003396517.1	NP_001161782.1
OG0000362	XP_003396516.2	NP_001161781.1
OG0000363	XP_003402028.1	XP_970320.1
OG0000363	XP_012173210.2	XP_015834105.1
OG0000364	XP_003395514.1	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1
OG0000366	XP_012172186.1, XP_020722400.1, XP_020722391.1, XP_020722396.1	XP_015840947.1, NP_001107777.1
OG0000367	XP_012167903.1, XP_012167901.1, XP_003398235.1	XP_008194856.1, XP_015836457.1
OG0000368	XP_003394648.1	XP_976104.1, XP_015838018.1
OG0000369	XP_020723458.1, XP_012165925.1	XP_008201712.1
OG0000370	XP_020720427.1	XP_015839940.1
OG0000371	XP_012172570.1, XP_012172572.1, XP_020722733.1	XP_008201299.1
OG0000372	XP_020718391.1, XP_003402715.1	XP_015836666.1
OG0000375	XP_012165353.1, XP_012165354.1, XP_012165356.1	XP_015838589.1
OG0000376	XP_003398352.1, XP_012168063.1, XP_020720538.1, XP_012168065.1	XP_008190447.1
OG0000377	XP_020724183.1	XP_008198810.1
OG0000377	XP_003402512.1	XP_008199609.1
OG0000378	XP_012164598.1	XP_008190395.1
OG0000379	XP_012175936.1, XP_012175938.1, XP_012175937.1, XP_012175931.1, XP_012175932.1, XP_012175930.1, XP_012175933.1, XP_012175934.1	XP_008191956.1, XP_015836606.1
OG0000380	XP_003392935.1	XP_970911.1, XP_015835308.1
OG0000381	XP_012167656.1	XP_015834938.1
OG0000381	XP_003402681.1	XP_001813974.1
OG0000382	XP_012168350.1, XP_012174094.1	XP_966771.1
OG0000383	XP_003400351.1, XP_003400142.1	XP_015840217.1
OG0000384	XP_012175752.1	XP_001813130.1
OG0000384	XP_012175743.1	XP_008193509.1, XP_008193510.1
OG0000385	XP_003401768.1, XP_012164954.1, XP_020719099.1	XP_008200161.1
OG0000386	XP_003400987.1, XP_020722562.1, XP_012172013.1	XP_970034.2
OG0000387	XP_012175291.1, XP_012175221.2, XP_020723851.1, XP_020723852.1, XP_012175231.1, XP_003402884.1	XP_968734.1
OG0000388	XP_012173041.1	XP_974824.1
OG0000388	XP_003398801.1	XP_974813.1
OG0000389	XP_020718377.1, XP_012164301.1, XP_012164306.1, XP_003393116.1, XP_012164295.1, XP_012166573.1	XP_008191053.1, XP_971552.2
OG0000390	XP_003396996.1, XP_003396997.1, XP_012166155.1, XP_003396995.1, XP_012166154.1, XP_012166153.1	XP_970733.3
OG0000392	XP_012166717.1, XP_003402154.1, XP_012174009.1, XP_012164720.1	XP_015839708.1
OG0000394	XP_020719841.1, XP_020719840.1, XP_020719839.1, XP_020719838.1	XP_008190453.1, XP_015836362.1, XP_970450.1
OG0000395	XP_003397852.1, XP_012176252.1	XP_967306.3
OG0000396	XP_012167767.1, XP_020720841.1	XP_967256.1
OG0000397	XP_020718578.1, XP_003394879.1, XP_003394880.1, XP_003394878.1	XP_973626.3
OG0000398	XP_012168122.1	XP_973071.1
OG0000399	XP_020722833.1, XP_012172906.1	XP_015838955.1
OG0000401	XP_012164030.1, XP_003395577.1, XP_003395578.1	XP_973474.1
OG0000403	XP_020718803.1, XP_020718789.1, XP_020718807.1	XP_015835469.1
OG0000405	XP_012167804.1	XP_975505.1
OG0000405	XP_003398123.1	XP_969335.1
OG0000406	XP_020723977.1	XP_015840310.1
OG0000406	XP_012175529.1	XP_967861.2
OG0000407	XP_003403245.2, XP_020720218.1	XP_008198805.1
OG0000408	XP_003396962.1, XP_003396963.1	XP_008190910.1
OG0000408	XP_012165754.1	XP_008199142.1, XP_970081.3
OG0000409	XP_020718339.1, XP_003394778.1, XP_012163106.1, XP_012163108.1	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1
OG0000410	XP_012176731.1	XP_008194279.1
OG0000410	XP_003399742.1	XP_008199891.1
OG0000411	XP_003396802.2	XP_008191461.1
OG0000411	XP_003396581.1, XP_012165508.1	XP_001813433.1
OG0000412	XP_012174375.1	XP_015836557.1, XP_971694.2
OG0000413	XP_012163071.1, XP_012163074.1	XP_969620.2
OG0000415	XP_012163272.1, XP_003394915.1	XP_973217.2
OG0000416	XP_012164318.1, XP_012168711.1	XP_008192545.1
OG0000417	XP_012163650.1	XP_008198772.1
OG0000417	XP_012172282.1	XP_974698.1
OG0000418	XP_012174769.1, XP_020723705.1	XP_015833481.1
OG0000419	XP_020723145.1	XP_971173.1, XP_015838774.1
OG0000420	XP_003394025.1	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1
OG0000420	XP_003393767.1	XP_008199675.1
OG0000421	XP_012170316.1	XP_008192097.1
OG0000422	XP_003395309.1	XP_008192616.1
OG0000423	XP_003394993.1	XP_008199561.1
OG0000424	XP_012174289.1	XP_015840415.1
OG0000424	XP_012174291.1	XP_015840422.1
OG0000425	XP_003398194.1	XP_969804.2
OG0000426	XP_003397226.1, XP_012166576.1, XP_012166575.1, XP_003397227.1	XP_973970.1
OG0000427	XP_020724263.1, XP_020720932.1	XP_972369.1
OG0000427	XP_012163873.1	XP_008196417.1
OG0000428	XP_012171994.2	XP_015839428.1, XP_008194527.2
OG0000428	XP_003398616.1	XP_015837845.1, NP_001280511.1
OG0000429	XP_012173564.1	XP_008196407.1, XP_015837255.1
OG0000430	XP_003393474.3, XP_012164313.1	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1
OG0000431	XP_012175035.1	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1
OG0000432	XP_003403170.1, XP_012175177.1, XP_012175178.1	XP_973723.1
OG0000433	XP_003398505.3	XP_015835623.1, NP_001139342.1, XP_008193524.2, NP_001139461.1
OG0000433	XP_012170988.1, XP_012170987.1	NP_001139389.1, XP_015833910.1
OG0000434	XP_003394827.1, XP_012176733.1	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1
OG0000436	XP_003401916.2, XP_012173639.2	XP_008197909.1
OG0000436	XP_012173042.1	XP_970620.1
OG0000437	XP_012170305.1, XP_012170304.1, XP_020721631.1	XP_008200406.1
OG0000438	XP_020718684.1, XP_003395796.2	XP_971688.3
OG0000439	XP_012173512.1	XP_008193933.1
OG0000440	XP_012167289.1	XP_008200809.1
OG0000441	XP_012172936.1, XP_012172933.1, XP_012172934.1	XP_008198701.1, XP_008198702.1, XP_008198700.1, XP_008198703.1
OG0000442	XP_003394254.1	XP_008197799.1, XP_968004.1
OG0000443	XP_012165307.2	XP_974381.2
OG0000444	XP_003399057.1	NP_001164534.1, NP_001164533.1
OG0000445	XP_003399665.1	XP_008193734.1
OG0000446	XP_012166271.1, XP_012166272.1, XP_020719759.1, XP_003397164.1	XP_008198655.1, XP_008198715.2, XP_008198651.1
OG0000447	XP_020723824.1, XP_012175168.1, XP_012175169.1	XP_008191853.2
OG0000448	XP_012174265.1, XP_020723447.1, XP_003402577.1, XP_012174264.1, XP_012174263.1, XP_012174262.1	XP_969343.1
OG0000449	XP_012169335.1, XP_012169334.1	XP_966346.1
OG0000450	XP_020723631.1, XP_003402574.1	NP_001157610.1, XP_015835206.1
OG0000451	XP_012169448.1	XP_972488.2
OG0000452	XP_003399091.2	XP_008195563.1
OG0000452	XP_012165148.1	XP_008190571.1
OG0000453	XP_003400463.1, XP_012171275.1, XP_012171276.1	XP_008196382.1, XP_008196383.1, XP_008196384.1
OG0000454	XP_020721488.1	XP_008197523.2
OG0000455	XP_012173633.1, XP_012173634.1, XP_003393809.1	NP_001280547.1, XP_008193388.1
OG0000456	XP_003396694.1	XP_969928.1, XP_008196724.1
OG0000457	XP_003402126.1, XP_020723180.1, XP_020723181.1, XP_020723178.1, XP_020723179.1, XP_012173619.1	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1
OG0000458	XP_012164458.1, XP_003393128.1, XP_003393127.1	XP_967155.1
OG0000459	XP_003398311.1, XP_003398310.1	XP_968944.1
OG0000460	XP_003393446.1	XP_968752.1
OG0000461	XP_012170666.1, XP_012170667.1, XP_020721757.1, XP_003400075.1	XP_008198752.1
OG0000462	XP_003401335.1	XP_015840075.1
OG0000463	XP_012166025.1, XP_012166010.1	XP_015833244.1, XP_015833229.1
OG0000464	XP_012168944.1, XP_003393469.1, XP_012168936.1, XP_012168941.1	XP_015836316.1, XP_015837285.1, XP_015836265.1, XP_015835579.1
OG0000465	XP_012176549.1	XP_008198275.1
OG0000466	XP_003397327.1	XP_969900.1, XP_008191787.1
OG0000467	XP_020721044.1, XP_020721046.1, XP_020721045.1, XP_003398780.1	XP_008198462.1, XP_008198465.1, XP_967712.2, XP_008198474.1
OG0000468	XP_020722768.1, XP_012172564.1	XP_008194809.1
OG0000469	NP_001274492.1	XP_967943.1, NP_001306191.1
OG0000471	XP_003397959.1, XP_012167677.1, XP_003397960.1	XP_972436.1
OG0000472	XP_012165571.1, XP_012165569.1	XP_008190497.1, XP_008190496.1, XP_008190495.1, XP_008190494.1
OG0000474	XP_012175971.1, XP_012175961.1, XP_012175965.1, XP_003392979.1	XP_967468.1
OG0000475	XP_012172112.1	XP_008193995.1, XP_015836218.1, XP_969591.2
OG0000476	XP_003402481.1	NP_001127700.1, XP_015834940.1, NP_001120783.1
OG0000477	XP_003395542.1, XP_003395541.1, XP_012164100.1	NP_001164309.1, XP_008198961.1, XP_969867.1
OG0000478	XP_003396006.1, XP_003396005.1, XP_003396003.1	XP_970086.1
OG0000479	XP_020721166.1	XP_015839265.1, XP_008198225.1
OG0000480	XP_020723089.1	XP_008194196.2, XP_015836177.1, XP_015836175.1, XP_008194198.2, XP_008194199.2, XP_015835638.1, XP_015835640.1, XP_015835226.1
OG0000482	XP_020719549.1	XP_969479.3
OG0000482	XP_020719568.1	XP_015838834.1, XP_970997.2
OG0000483	XP_003393201.1, XP_012165840.1	XP_015837619.1, XP_008196295.1, XP_973683.1, XP_015837618.1, XP_015837422.1
