Orthogroup	Ceratina_calcarata	Aedes_aegypti
OG0005756	XP_017889197.1	XP_001648276.2, XP_001648277.2
OG0005758	XP_017885498.1	XP_001648725.1, XP_001648727.1, XP_001648726.1
OG0005759	XP_026667379.1, XP_017875479.1	XP_001649191.2, XP_021703003.1, XP_021703001.1
OG0005760	XP_017886018.1, XP_026674309.1	XP_001649382.2
OG0005761	XP_017889071.1	XP_001651005.2
OG0005762	XP_026668404.1	XP_001651967.2
OG0005763	XP_017876078.2, XP_017885993.1, XP_026672293.1	XP_001652439.1
OG0005764	XP_017886916.1, XP_017886919.1	XP_001652932.1
OG0005765	XP_026675637.1	XP_001653029.1
OG0005766	XP_017880000.1	XP_001653462.1
OG0005767	XP_026671704.1, XP_017884713.1	XP_001654174.2
OG0005768	XP_017883826.1, XP_026671338.1	XP_001654308.1, XP_011493529.1
OG0005769	XP_017885692.1	XP_001654894.1
OG0005770	XP_017878386.1, XP_026668658.1, XP_026668657.1	XP_001655423.2
OG0005771	XP_017890972.1	XP_001655489.1, XP_001655487.1, XP_021707422.1, XP_021707421.1
OG0005772	XP_017881984.1	XP_001655911.1
OG0005773	XP_017882000.1	XP_001655996.2
OG0005774	XP_017883350.1	XP_001656458.2
OG0005775	XP_017893379.1	XP_001656558.1
OG0005776	XP_017887366.1	XP_001656615.2
OG0005777	XP_017888852.1	XP_001656679.2
OG0005778	XP_017878134.1	XP_001658235.3
OG0005779	XP_017885834.1	XP_001658394.2
OG0005780	XP_026671978.1	XP_001658432.1
OG0005781	XP_017881958.1	XP_021712236.1, XP_001658596.1
OG0005782	XP_017889658.1	XP_001658869.1
OG0005783	XP_017892147.1, XP_017888228.1	XP_001658967.2
OG0005784	XP_017879067.2	XP_001660021.2
OG0005785	XP_017883789.1, XP_026671705.1, XP_026671706.1	XP_001660512.1
OG0005786	XP_017882196.1, XP_026670355.1	XP_001660806.2
OG0005787	XP_026669994.1	XP_001662150.1
OG0005788	XP_017879023.1, XP_017879021.1	XP_021701704.1, XP_001662959.1
OG0005789	XP_017880092.1	XP_021693093.1
OG0005790	XP_026667897.1	XP_021693209.1, XP_021694927.1
OG0005791	XP_017891959.1	XP_021694939.1, XP_021694940.1
OG0005792	XP_026668285.1, XP_026670693.1	XP_021694976.1
OG0005793	XP_017876699.1	XP_021695576.1
OG0005794	XP_017875328.1, XP_017891014.1	XP_021696606.1
OG0005795	XP_017884227.1	XP_021697337.1
OG0005796	XP_026667740.1, XP_026667738.1	XP_021698430.1, XP_021698432.1, XP_021698431.1, XP_021698433.1
OG0005797	XP_017882530.2	XP_021713257.1, XP_021698889.1
OG0005798	XP_017882098.1	XP_021700109.1
OG0005799	XP_017880381.1	XP_021700428.1
OG0005800	XP_017885455.1	XP_021700476.1
OG0005801	XP_017881452.1	XP_021701068.1
OG0005802	XP_017889529.1	XP_021701217.1
OG0005803	XP_017891888.1	XP_021701525.1, XP_021709660.1
OG0005804	XP_017882386.1	XP_021702264.1
OG0005806	XP_017890774.1	XP_021703206.1
OG0005807	XP_026673626.1	XP_021703985.1
OG0005808	XP_017887336.1	XP_021704643.1
OG0005809	XP_017879774.1	XP_021704878.1, XP_021704880.1
OG0005810	XP_017875938.1	XP_021705482.1
OG0005811	XP_017885747.1	XP_021705974.1
OG0005812	XP_017877764.2	XP_021706292.1
OG0005813	XP_017878587.1	XP_021706702.1
OG0005814	XP_017876787.1	XP_021712012.1, XP_021708780.1
OG0005815	XP_017892930.1, XP_017892929.1	XP_021710073.1
OG0005816	XP_026672625.1	XP_021710192.1
OG0005817	XP_017892689.1	XP_021713411.1
OG0005845	XP_017875731.1	XP_021701334.1
OG0005846	XP_017876168.1	XP_001651796.1
OG0005847	XP_017884882.1	XP_001649125.1
OG0005849	XP_017889795.1	XP_001655005.1
OG0005850	XP_017889719.1	XP_001648107.1, XP_001648108.1
OG0005851	XP_017882208.1	XP_001647834.1
OG0005852	XP_017891047.1	XP_001661827.1
OG0005853	XP_017884480.1	XP_021712413.1, XP_001648567.1
OG0005855	XP_017884956.1	XP_001660320.1
OG0005856	XP_017882084.1	XP_001655376.1
OG0005857	XP_017888462.1	XP_001659139.1
OG0005858	XP_017879035.1	XP_001655992.1
OG0005859	XP_017881634.1	XP_001655159.1
OG0005860	XP_017875997.1	XP_011493218.1
OG0005861	XP_026672579.1	XP_021703642.1
OG0005862	XP_017889977.1	XP_021704087.1
OG0005863	XP_026672186.1	XP_021695920.1
OG0005864	XP_017893304.1	XP_001659904.1
OG0005865	XP_017881969.1	XP_001661551.2
OG0005866	XP_017880929.1	XP_021703581.1, XP_021703582.1
OG0005867	XP_026674804.1	XP_021701161.1, XP_001650904.1
OG0005868	XP_017886430.1	XP_001652665.1
OG0005869	XP_017876545.1	XP_001651182.2
OG0005870	XP_017884223.1	XP_001658185.1
OG0005871	XP_017883048.1	XP_001653151.2
OG0005872	XP_017878059.1	XP_001648064.1
OG0005873	XP_017886311.1	XP_001656828.1
OG0005876	XP_017885650.1	XP_001656000.1
OG0005877	XP_017885913.1	XP_021699957.1
OG0005878	XP_026667488.1	XP_021710242.1
OG0005879	XP_017876934.1	XP_001656310.2
OG0005880	XP_017882591.1	XP_001650442.1
OG0005881	XP_017886540.1	XP_001652542.1, XP_001658052.2
OG0005882	XP_017890933.1	XP_021712825.1, XP_001657476.1
OG0005883	XP_017891311.1	XP_001658323.1
OG0005884	XP_017876973.1	XP_001656814.2
OG0005885	XP_017877307.1, XP_017892998.1	XP_021706593.1
OG0005886	XP_017876016.1	XP_001650844.2
OG0005887	XP_017882548.1	XP_001658790.2
OG0005888	XP_017885508.1, XP_017882772.1	XP_001648060.1
OG0005889	XP_017886539.1, XP_017875142.1	XP_001656504.1
OG0005890	XP_017876740.1	XP_021697115.1
OG0005891	XP_017886537.1	XP_001650980.2
OG0005892	XP_017892378.1	XP_001663129.1
OG0005893	XP_017892206.1	XP_001650506.1
OG0005894	XP_017887833.1	XP_001658389.1
OG0005895	XP_017888910.1	XP_001654974.1
OG0005896	XP_017880033.1	XP_001652273.1
OG0005897	XP_017887820.1	XP_001662944.2
OG0005898	XP_017891752.1	XP_001662341.2
OG0005899	XP_026669870.1	XP_021706104.1, XP_001655818.2
OG0005900	XP_017886034.1	XP_001653076.1
OG0005901	XP_017882305.1	XP_001656446.1
OG0005902	XP_017878357.1	XP_001655849.1
OG0005903	XP_017888961.1	XP_001654091.1
OG0005904	XP_017880578.1	XP_001654851.1
OG0005905	XP_017891891.1, XP_017891892.1	XP_001662201.1
OG0005906	XP_017884168.1	XP_001657133.1
OG0005907	XP_017875007.1	XP_001652167.1
OG0005908	XP_017885134.1	XP_021702147.1
OG0005909	XP_017892703.1, XP_017882939.2	XP_021702823.1
OG0005910	XP_017876955.1	XP_021701319.1
OG0005911	XP_017875993.1	XP_021702328.1
OG0005912	XP_017877396.1	XP_001652052.1
OG0005913	XP_017881732.1	XP_001654707.1
OG0005915	XP_017885828.1	XP_001659682.2
OG0005916	XP_017875834.1	XP_021712109.1, XP_001649019.1
OG0005917	XP_017891044.1	XP_001658907.1
OG0005918	XP_017883819.1	XP_001653814.1
OG0005919	XP_026667410.1	XP_001655512.2
OG0005920	XP_017885367.1, XP_017885368.1	XP_001655146.1
OG0005921	XP_017886158.1	XP_021707753.1
OG0005922	XP_017892202.1	XP_001663929.2
OG0005923	XP_017890168.1	XP_001663469.1
OG0005924	XP_017888865.1	XP_001663087.2
OG0005925	XP_017889467.1	XP_001652288.1, XP_021712654.1
OG0005926	XP_017879107.1	XP_001658165.2
OG0005927	XP_026673970.1	XP_001650598.2
OG0005928	XP_017889833.1	XP_001658413.1
OG0005929	XP_017889433.1	XP_001664192.2
OG0005930	XP_017885075.1	XP_001657637.2
OG0005931	XP_017876948.1	XP_001655305.2
OG0005932	XP_026674810.1, XP_026674811.1	XP_001658955.1
OG0005933	XP_017884696.1	XP_001655787.1
OG0005934	XP_017876482.1	XP_001649339.1
OG0005935	XP_017878349.1, XP_026668468.1	XP_021693196.1
OG0005936	XP_017878976.1	XP_001650607.1
OG0005937	XP_017878176.1	XP_021705245.1
OG0005938	XP_017877978.1	XP_001650252.1
OG0005939	XP_017885274.1, XP_017880195.1	XP_001648368.1
OG0005940	XP_017881390.1	XP_001658877.1
OG0005941	XP_026675155.1	XP_001651592.1
OG0005942	XP_017879135.1	XP_001658980.2
OG0005943	XP_017881212.1	XP_001656556.3
OG0005944	XP_017877641.1	XP_001657418.1, XP_021711980.1
OG0005945	XP_017893439.1	XP_021702014.1
OG0005946	XP_017891997.1	XP_021706173.1
OG0005947	XP_017886648.1	XP_001657467.1
OG0005948	XP_017891451.1	XP_001658945.1
OG0005949	XP_017879479.2	XP_021700021.1
OG0005950	XP_017882908.1	XP_021697148.1, XP_021697149.1, XP_021697150.1, XP_021697147.1
OG0005951	XP_017882613.1	XP_001648343.1
OG0005952	XP_017893633.1	XP_021706990.1
OG0005954	XP_026672992.1	XP_021705988.1
OG0005956	XP_017884752.1	XP_001656371.1
OG0005957	XP_017882706.1	XP_001658066.2, XP_001652469.2
OG0005958	XP_017879381.1	XP_021704184.1
OG0005959	XP_017892817.1, XP_017887821.1	XP_001663472.2
OG0005960	XP_026668800.1	XP_001654684.1
OG0005961	XP_017875263.1	XP_001655459.2
OG0005962	XP_017885923.1	XP_001661327.1
OG0005963	XP_017891375.1	XP_001662374.1
OG0005965	XP_017883471.1	XP_021702732.1
OG0005966	XP_026667127.1	XP_001656796.2
OG0005967	XP_026671837.1	XP_021698314.1
OG0005968	XP_017892352.1	XP_001660155.1
OG0005969	XP_017884644.1	XP_001648601.2
OG0005970	XP_017884762.1	XP_001648630.1
OG0005971	XP_017882204.1	XP_001664075.2, XP_021699358.1, XP_001664073.1, XP_001650394.1
OG0005972	XP_017875949.1	XP_001651995.1
OG0005973	XP_017893116.1	XP_021696447.1
OG0005974	XP_017880848.1	XP_021711869.1, XP_001656848.2
OG0005975	XP_017883086.1	XP_001661410.2
OG0005976	XP_026669724.1	XP_001663356.2
OG0005978	XP_017884194.1	XP_021699960.1
OG0005979	XP_017889302.1	XP_001652782.1
OG0005980	XP_017885412.1, XP_017875148.1	XP_001657933.2
OG0005981	XP_017876972.1	XP_001663282.1
OG0005982	XP_017892471.1	XP_001647963.1
OG0005983	XP_017887878.1	XP_001651798.1
OG0005984	XP_017886306.1	XP_001655177.1
OG0005985	XP_017882199.1	XP_001660797.2
OG0005986	XP_017893624.1	XP_001652173.1
OG0005987	XP_017892438.1	XP_001659332.1
OG0005988	XP_017892300.1	XP_001651019.1
OG0005989	XP_017882525.1	XP_001659177.2
OG0005990	XP_017876772.1	XP_001663059.1, XP_021702043.1
OG0005991	XP_017889802.1	XP_001663717.1
OG0005992	XP_017882695.1	XP_001657494.2
OG0005993	XP_017891109.1	XP_021710266.1
OG0005994	XP_017876733.1	XP_001658149.1
OG0005995	XP_017886892.1	XP_001656059.1
OG0005996	XP_017883373.1	XP_001648370.1
OG0005997	XP_017877593.1	XP_001661638.1
OG0005998	XP_017877921.1	XP_001663263.1
OG0005999	XP_017882612.1	XP_001647934.2
OG0006000	XP_017886298.1	XP_021694846.1
OG0006001	XP_017875767.1	XP_001652823.2
OG0006002	XP_017884411.1, XP_026671538.1	XP_021694973.1
OG0006003	XP_017881500.1	XP_001661201.1
OG0006004	XP_017877824.1	XP_021700664.1
OG0006005	XP_017875046.1	XP_021697915.1
OG0006006	XP_017892814.1	XP_021706799.1
OG0006007	XP_017877989.1	XP_021693531.1
OG0006008	XP_026672300.1	XP_021704210.1
OG0006009	XP_017889390.1	XP_001661450.1
OG0006010	XP_017878279.1	XP_021713400.1, XP_021708566.1
OG0006011	XP_017880937.1	XP_011493072.1
OG0006012	XP_017876840.1	XP_001656445.1
OG0006013	XP_017889318.1	XP_001651356.2
OG0006014	XP_017892063.1	XP_001658437.2
OG0006015	XP_017886839.1	XP_001653427.2
OG0006016	XP_017889718.2	XP_001661948.1
OG0006017	XP_026671516.1	XP_021694297.1, XP_021711896.1
OG0006018	XP_026675353.1	XP_021695067.1
OG0006019	XP_017888606.1	XP_001649511.2
OG0006020	XP_017880721.1	XP_021699051.1
OG0006021	XP_017889932.1	XP_021711092.1
OG0006022	XP_017879708.1	XP_001655300.2
OG0006023	XP_017891589.1	XP_001655231.2
OG0006024	XP_017875498.1	XP_021708658.1
OG0006025	XP_017881977.1	XP_021705604.1
OG0006026	XP_017881815.1	XP_001648996.2
OG0006027	XP_017875380.1	XP_021706774.1
OG0006028	XP_026675532.1	XP_021704838.1
OG0006029	XP_017890826.1	XP_021695918.1
OG0006030	XP_017886108.1	XP_001656929.2
OG0006031	XP_017892718.1	XP_021703577.1
OG0006032	XP_017884662.1	XP_021695290.1
OG0006033	XP_017892643.1	XP_021697075.1
OG0006034	XP_017881458.1	XP_021704323.1
OG0006035	XP_017892470.1	XP_001652627.2, XP_021709724.1
OG0006036	XP_017885986.1	XP_001661928.2
OG0006037	XP_017886930.1	XP_021697880.1
OG0006038	XP_017892731.1	XP_011493159.2
OG0006039	XP_017893580.2	XP_021694425.1
OG0006040	XP_017889832.2	XP_001648109.1
OG0006041	XP_017891126.1	XP_001659197.1
OG0006042	XP_017890027.1	XP_021697520.1
OG0006043	XP_017888230.1	XP_021697029.1
OG0006044	XP_017880090.1	XP_021712133.1, XP_021699888.1
OG0006045	XP_017889300.1	XP_001652784.1
OG0006046	XP_017893280.2	XP_021713379.1
OG0006047	XP_017876279.1	XP_021701486.1
OG0006048	XP_026666899.1	XP_021712433.1, XP_001655696.1
OG0006049	XP_017877361.1	XP_001654429.1
OG0006050	XP_017879363.1	XP_021704493.1, XP_001656074.1
OG0006051	XP_017882289.1	XP_021701146.1
OG0006052	XP_017892188.1	XP_001652129.1
OG0006053	XP_026670818.1	XP_001647995.2
OG0006054	XP_017880627.1	XP_001652050.1
OG0006055	XP_017875112.1	XP_001661907.1
OG0006056	XP_017883108.1	XP_021700723.1
OG0006057	XP_017883329.1	XP_001650717.1
OG0006058	XP_017880156.1	XP_001661185.1
OG0006059	XP_017878632.1	XP_021710439.1
OG0006060	XP_017891831.1	XP_021706897.1
OG0006061	XP_017881026.1	XP_021693611.1
OG0006062	XP_017877917.1	XP_001661254.1
OG0006063	XP_026668689.1	XP_001652386.1
OG0006064	XP_017879926.1	XP_021710500.1, XP_001658653.1
OG0006065	XP_017888178.1	XP_021695262.1
OG0006066	XP_017886244.1	XP_021704229.1
OG0006067	XP_017892277.1	XP_021711726.1, XP_001657519.1
OG0006068	XP_017893434.2	XP_001661468.1
OG0006069	XP_017875765.1	XP_021695392.1
OG0006070	XP_017877787.1	XP_021705981.1
OG0006071	XP_017887537.1	XP_001655028.1
OG0006072	XP_017884641.1	XP_001648636.2
OG0006073	XP_017879177.1	XP_001648929.2
OG0006074	XP_017891798.1	XP_011493488.1
OG0006075	XP_026669649.1	XP_021711453.1
OG0006076	XP_017876384.1	XP_021704446.1
OG0006077	XP_017889175.1	XP_001648973.2
OG0006078	XP_017887278.1	XP_001649736.1
OG0006079	XP_017888588.1	XP_001649558.1
OG0006080	XP_017892074.1	XP_021696913.1
OG0006081	XP_017891388.1	XP_021707579.1
OG0006082	XP_017877168.1	XP_001662847.2
OG0006083	XP_017876185.1	XP_021699758.1
OG0006084	XP_026674110.1	XP_021708363.1
OG0006085	XP_017879555.1	XP_021708770.1
OG0006086	XP_017887974.1	XP_001657223.1
OG0006087	XP_017891677.1, XP_017891676.1	XP_021703167.1
OG0006088	XP_026672061.1	XP_001649522.2
OG0006089	XP_017877342.1	XP_021711510.1
OG0006090	XP_017879985.1	XP_001649776.1
OG0006091	XP_017893064.1	XP_001652330.2
OG0006092	XP_017893658.1	XP_001648652.1
OG0006093	XP_017876916.1	XP_021710072.1
OG0006094	XP_017875418.1	XP_021703004.1
OG0006095	XP_017883085.1	XP_001652810.1
OG0006096	XP_017889854.1	XP_001654349.2
OG0006097	XP_017883200.1	XP_021700082.1
OG0006098	XP_026675646.1	XP_021707208.1
OG0006099	XP_017883450.1	XP_021704688.1
OG0006100	XP_026668529.1	XP_021694071.1
OG0006101	XP_017875609.1	XP_021705817.1
OG0006102	XP_017882415.1	XP_021700393.1
OG0006103	XP_026670524.1, XP_017882416.1	XP_001653341.1, XP_021702175.1
OG0006104	XP_026667106.1	XP_021702999.1
OG0006106	XP_017875748.1	XP_021700101.1
OG0006107	XP_026672147.1, XP_017882921.2	XP_021709529.1
OG0006108	XP_017889265.1, XP_017889313.1	XP_001655114.1
OG0006109	XP_017889193.2, XP_017892145.1, XP_017888594.2	XP_001656823.1
OG0006110	XP_017885600.2	XP_001659457.2
OG0006111	XP_017886454.1	XP_001664301.1
OG0006112	XP_017881512.1	XP_001655069.1
OG0006113	XP_017877286.1	XP_001654078.2
OG0006114	XP_017884447.1	XP_001654917.1
OG0006116	XP_017881336.1	XP_001659270.2, XP_001659269.1
OG0006117	XP_026667733.1, XP_017876765.1	XP_021704644.1
OG0006118	XP_017884885.1	XP_001648749.2
OG0006119	XP_017882140.1	XP_021694181.1
OG0006120	XP_017881600.1	XP_021702450.1
OG0006121	XP_026670515.1, XP_017891720.1	XP_001648670.1
OG0006123	XP_017875908.1, XP_026667336.1	XP_021696504.1
OG0006124	XP_017883127.1	XP_001650201.1
OG0006125	XP_017881395.1	XP_001656115.2
OG0006126	XP_017890011.1	XP_001649726.1
OG0006127	XP_017875799.1	XP_001660027.1
OG0006128	XP_026670668.1	XP_001656113.1
OG0006130	XP_017881462.1	XP_021702437.1
OG0006131	XP_026668311.1	XP_021694314.1
OG0006134	XP_026669604.1	XP_021713024.1
OG0006135	XP_017888154.1	XP_021701152.1
OG0006136	XP_017880658.1	XP_021699717.1
OG0006137	XP_017888008.1	XP_021695931.1, XP_021695922.1
OG0006138	XP_017876637.1	XP_021698409.1
OG0006139	XP_017886891.1	XP_001650883.1, XP_021696255.1, XP_021712153.1
OG0006140	XP_017880075.1	XP_021703752.1
OG0006141	XP_017883288.1	XP_021694661.1
OG0006142	XP_017875358.1	XP_001649217.2, XP_021705469.1
OG0006143	XP_026670211.1	XP_001654972.2, XP_021703376.1
OG0006144	XP_017877336.1	XP_021712876.1
OG0006145	XP_017884706.1	XP_001651673.1
OG0006147	XP_017887660.1	XP_021711767.1, XP_001658105.1
OG0006149	XP_017883227.1	XP_001660024.2
OG0006150	XP_017887704.1	XP_021710551.1
OG0006151	XP_026666598.1	XP_021702412.1
OG0006152	XP_026667922.1	XP_021696550.1
OG0006153	XP_017892078.1	XP_001649570.2
OG0006154	XP_017878580.1	XP_021696188.1
OG0006156	XP_026669448.1	XP_021700807.1
OG0006157	XP_017875971.1	XP_001657524.1
OG0006158	XP_026674601.1	XP_001660498.2
OG0006159	XP_017879661.1	XP_001655573.2
OG0006160	XP_026670746.1	XP_001655851.1
OG0006161	XP_017886913.1	XP_021701325.1
OG0006162	XP_017876350.1	XP_001661820.1
OG0006164	XP_017880590.1	XP_001657798.1
OG0006165	XP_017886123.1	XP_001649657.2, XP_021712847.1
OG0006166	XP_017885466.1	XP_001651530.1
OG0006167	XP_017875348.1	XP_021695783.1
OG0006168	XP_017887579.1	XP_001662181.2
OG0006169	XP_017876051.1	XP_001658177.2
OG0006170	XP_017886003.1	XP_001653613.1
OG0006171	XP_017887248.1	XP_001659248.1
OG0006172	XP_017885473.1	XP_001651760.1
OG0006173	XP_017891511.1	XP_021693381.1
OG0006174	XP_017889682.1	XP_001663011.1
OG0006175	XP_017876901.1	XP_021693796.1
OG0006176	XP_017890275.1	XP_021710504.1
OG0006177	XP_017876781.1	XP_021707996.1
OG0006178	XP_017886694.1	XP_021704112.1
OG0006179	XP_017876897.1	XP_021706244.1, XP_001648502.2
OG0006180	XP_017886215.1	XP_021695635.1
OG0006181	XP_026674724.1	XP_021696820.1
OG0006182	XP_017885774.1	XP_021708688.1
OG0006183	XP_017885648.2	XP_001653128.1
OG0006184	XP_017878760.2	XP_001662027.2
OG0006185	XP_017879608.1	XP_001654454.1
OG0006186	XP_017887739.1	XP_001648588.2
OG0006187	XP_017890451.1, XP_017890450.1	XP_021694638.1
OG0006188	XP_026670264.1	XP_021707431.1
OG0006189	XP_017890928.1	XP_021711889.1, XP_021710220.1
OG0006191	XP_017878140.1	XP_011493301.2
OG0006192	XP_017875578.1	XP_001656421.2
OG0006193	XP_017877247.1	XP_001661836.1
OG0006194	XP_026670793.1	XP_021704882.1
OG0006195	XP_017879783.1	XP_001661894.2
OG0006196	XP_017884960.1	XP_001652824.1
OG0006197	XP_017876660.1	XP_001651465.2
OG0006199	XP_017880298.1	XP_001662260.1
OG0006200	XP_017890063.1	XP_001658056.1
OG0006201	XP_017878096.1	XP_001664046.2, XP_021701956.1
OG0006202	XP_017892126.2	XP_021710311.1
OG0006203	XP_017879760.1	XP_001648164.1
OG0006204	XP_017890354.1	XP_001658684.2
OG0006205	XP_017877535.1	XP_021695219.1, XP_021708918.1
OG0006206	XP_026667878.1	XP_021710132.1
OG0006207	XP_017887180.1	XP_021699088.1
OG0006208	XP_017888915.1	XP_021693067.1
OG0006209	XP_017885120.1	XP_021701922.1
OG0006210	XP_017878714.1	XP_001662533.2
OG0006211	XP_017888999.1	XP_021708017.1
OG0006212	XP_017878678.1	XP_001653244.2
OG0006213	XP_026672982.1, XP_017892561.1	XP_001659184.2
OG0006215	XP_026672900.1	XP_001663131.1
OG0006216	XP_017885848.1	XP_001658440.2
OG0006217	XP_017878385.1	XP_001652243.1
OG0006218	XP_017875690.1	XP_001658562.1
OG0006219	XP_017875006.1	XP_001655453.1
OG0006220	XP_017876474.1	XP_021699522.1
OG0006221	XP_017875805.1, XP_017875806.1	XP_021704979.1
OG0006222	XP_017887057.1	XP_001649742.3, XP_021701013.1
OG0006223	XP_017884344.1	XP_001653482.2
OG0006224	XP_026667860.1	XP_001662971.1
OG0006225	XP_017882736.1	XP_001656981.1
OG0006226	XP_017892153.1	XP_001654182.2, XP_021708191.1
OG0006228	XP_017893368.1	XP_001651257.2, XP_021705034.1
OG0006229	XP_017877506.1	XP_001657927.2
OG0006230	XP_017878873.1	XP_001652053.1
OG0006231	XP_017881620.1	XP_021700747.1, XP_021700749.1
OG0006232	XP_017891136.1	XP_021707754.1, XP_001652356.1
OG0006233	XP_017879209.1	XP_021705050.1
OG0006234	XP_017885284.1	XP_001664106.1
OG0006235	XP_017889890.1	XP_021702670.1
OG0006236	XP_017885943.1	XP_001662680.2
OG0006237	XP_017879859.1, XP_017879861.1	XP_001649608.2
OG0006238	XP_026675530.1, XP_017892602.1	XP_021710553.1
OG0006239	XP_017892169.1	XP_021709687.1
OG0006240	XP_026674734.1, XP_017890847.1	XP_001663805.2
OG0006241	XP_017882173.1	XP_001659483.1
OG0006242	XP_017888581.1	XP_001657363.2, XP_001657364.2
OG0006243	XP_017886241.1	XP_001658449.1
OG0006244	XP_017891519.1	XP_021699725.1
OG0006245	XP_017884448.1	XP_001653798.2, XP_021702939.1
OG0006246	XP_017889418.1	XP_001659450.1
OG0006247	XP_017891411.1	XP_021701011.1
OG0006248	XP_017886316.1	XP_021693719.1
OG0006249	XP_017890695.1	XP_021696640.1
OG0006250	XP_017889247.1	XP_021695603.1
OG0006251	XP_017876461.1	XP_021701369.1
OG0006252	XP_017890984.1	XP_001652452.1
OG0006253	XP_017882374.1	XP_001649404.1
OG0006254	XP_017880850.1	XP_021696559.1
OG0006255	XP_017875489.1	XP_001653652.2
OG0006256	XP_017878978.1	XP_021699832.1, XP_021699834.1
OG0006257	XP_017876143.1	XP_001660415.1, XP_021704810.1
OG0006258	XP_017883011.1	XP_001662100.1
OG0006259	XP_017891957.1	XP_021698919.1
OG0006260	XP_017890617.1, XP_026668157.1	XP_021710032.1
OG0006261	XP_017875475.1	XP_021713032.1
OG0006262	XP_017879393.1	XP_001654445.1
OG0006263	XP_026670686.1	XP_001658134.1
OG0006264	XP_017892242.1	XP_001658414.2
OG0006265	XP_017884039.1	XP_001656416.2
OG0006266	XP_017892244.1	XP_001655142.1, XP_021712740.1
OG0006267	XP_017883439.1	XP_021708664.1
OG0006268	XP_017886934.1	XP_001662153.1
OG0006269	XP_017893214.1	XP_001655113.1
OG0006270	XP_026668959.1	XP_021705036.1
OG0006271	XP_026668860.1	XP_001659155.1
OG0006273	XP_017890674.1	XP_001661529.1
OG0006274	XP_017892001.1	XP_021699399.1
OG0006275	XP_017884813.1	XP_001656034.2
OG0006276	XP_017882265.1	XP_001661085.2
OG0006277	XP_017886495.1	XP_001654122.2
OG0006278	XP_017885941.1	XP_021701929.1
OG0006279	XP_017879696.2	XP_001649464.1
OG0006280	XP_026668724.1	XP_021706949.1
OG0006281	XP_017891599.1	XP_021701193.1
OG0006282	XP_017882764.1	XP_021711621.1
OG0006283	XP_017891694.1	XP_001662069.2
OG0006284	XP_017885448.1	XP_001658130.2
OG0006285	XP_017875715.1	XP_001656619.1
OG0006286	XP_017886010.1	XP_001657422.1
OG0006287	XP_017877562.1	XP_001650345.1
OG0006288	XP_017885293.2, XP_017888645.2	XP_021697338.1
OG0006289	XP_026674568.1	XP_001662357.1
OG0006290	XP_017877616.1	XP_021695110.1
OG0006291	XP_017878200.1	XP_021706632.1
OG0006292	XP_017890322.1	XP_001659750.2
OG0006293	XP_017881030.1	XP_001649003.1, XP_021707585.1
OG0006294	XP_017881844.1	XP_001653052.1
OG0006295	XP_026675527.1	XP_001650202.1
OG0006296	XP_017880241.1	XP_021704011.1
OG0006297	XP_017877548.1	XP_001658958.2
OG0006298	XP_017882824.1, XP_017879890.1	XP_001662051.2
OG0006299	XP_017881278.1	XP_021695016.1, XP_021694917.1
OG0006300	XP_017892107.1	XP_021693795.1
OG0006301	XP_017893135.1	XP_021697011.1
OG0006302	XP_017876914.1	XP_021706178.1
OG0006303	XP_017878721.1	XP_001657255.2
OG0006304	XP_026668579.1	XP_021700110.1
OG0006305	XP_017887060.1	XP_021694598.1
OG0006306	XP_017890304.1	XP_001648253.1
OG0006307	XP_017876011.1	XP_021706343.1
OG0006308	XP_017883540.1	XP_001648949.2
OG0006310	XP_026672299.1	XP_001650763.1
OG0006311	XP_017885018.1	XP_021696841.1, XP_001650609.2
OG0006312	XP_017892037.1	XP_001649746.1
OG0006313	XP_017888257.1	XP_001649399.1
OG0006314	XP_017885686.1	XP_021699555.1
OG0006315	XP_017886191.1	XP_021699711.1
OG0006316	XP_017890896.1	XP_021704286.1
OG0006317	XP_017875714.1	XP_021696014.1
OG0006318	XP_017886897.1	XP_021709632.1
OG0006319	XP_017885192.1	XP_001662409.1
OG0006320	XP_026671286.1	XP_021698478.1
OG0006322	XP_017878845.1	XP_011493441.1
OG0006323	XP_017887499.1	XP_011493383.1
OG0006324	XP_026672505.1	XP_001649078.2
OG0006325	XP_017877248.1	XP_021702947.1
OG0006326	XP_017884522.1	XP_001654401.2
OG0006327	XP_017879423.1	XP_001658204.2
OG0006328	XP_017891042.1	XP_001660887.1
OG0006329	XP_026668488.1	XP_001659032.1
OG0006330	XP_017884748.1	XP_021701539.1, XP_021701541.1, XP_021701540.1
OG0006331	XP_026671789.1	XP_001658276.1
OG0006332	XP_017880383.1	XP_001653669.1, XP_001653667.1, XP_021707232.1
OG0006333	XP_017885921.1	XP_001662996.1
OG0006334	XP_017878083.2	XP_001663180.1
OG0006335	XP_017877897.1	XP_021710512.1
OG0006337	XP_017891877.1	XP_001661825.1
OG0006338	XP_017878160.1	XP_001662618.1
OG0006339	XP_017891306.1	XP_021712646.1, XP_001662501.2
OG0006340	XP_017875207.1	XP_021693362.1
OG0006342	XP_017879579.1	XP_001650150.2
OG0006343	XP_017887432.1	XP_021703591.1
OG0006344	XP_026667206.1	XP_001654070.2
OG0006345	XP_026667762.1	XP_021709008.1
OG0006346	XP_017887486.1	XP_001656402.1
