Orthogroup	Ceratina_calcarata	Vespa_mandarinia
OG0005777	XP_017888852.1	XP_035728380.1
OG0005778	XP_017878134.1	XP_035739967.1, XP_035740241.1, XP_035740063.1, XP_035740154.1
OG0005779	XP_017885834.1	XP_035727652.1
OG0005780	XP_026671978.1	XP_035741028.1
OG0005781	XP_017881958.1	XP_035740145.1, XP_035740143.1
OG0005782	XP_017889658.1	XP_035723235.1
OG0005783	XP_017892147.1, XP_017888228.1	XP_035720045.1
OG0005784	XP_017879067.2	XP_035725577.1
OG0005785	XP_017883789.1, XP_026671705.1, XP_026671706.1	XP_035743871.1, XP_035743869.1, XP_035743870.1
OG0005786	XP_017882196.1, XP_026670355.1	XP_035740887.1
OG0005787	XP_026669994.1	XP_035728749.1
OG0005788	XP_017879023.1, XP_017879021.1	XP_035738355.1
OG0005789	XP_017880092.1	XP_035717607.1, XP_035717603.1
OG0005790	XP_026667897.1	XP_035742189.1, XP_035742187.1
OG0005791	XP_017891959.1	XP_035726979.1
OG0005792	XP_026668285.1, XP_026670693.1	XP_035734470.1
OG0005793	XP_017876699.1	XP_035738673.1
OG0005794	XP_017875328.1, XP_017891014.1	XP_035741032.1, XP_035741040.1
OG0005795	XP_017884227.1	XP_035728473.1
OG0005796	XP_026667740.1, XP_026667738.1	XP_035728528.1
OG0005797	XP_017882530.2	XP_035731672.1
OG0005798	XP_017882098.1	XP_035733012.1, XP_035733004.1, XP_035732997.1, XP_035732986.1
OG0005799	XP_017880381.1	XP_035730112.1
OG0005800	XP_017885455.1	XP_035731868.1
OG0005801	XP_017881452.1	XP_035742157.1
OG0005802	XP_017889529.1	XP_035736063.1
OG0005803	XP_017891888.1	XP_035740580.1
OG0005804	XP_017882386.1	XP_035742960.1
OG0005806	XP_017890774.1	XP_035743949.1
OG0005807	XP_026673626.1	XP_035741428.1
OG0005808	XP_017887336.1	XP_035722313.1
OG0005809	XP_017879774.1	XP_035727576.1
OG0005810	XP_017875938.1	XP_035736896.1
OG0005811	XP_017885747.1	XP_035739612.1, XP_035739609.1
OG0005812	XP_017877764.2	XP_035741763.1, XP_035741762.1
OG0005813	XP_017878587.1	XP_035738031.1
OG0005814	XP_017876787.1	XP_035720201.1
OG0005815	XP_017892930.1, XP_017892929.1	XP_035738897.1
OG0005816	XP_026672625.1	XP_035723823.1
OG0005817	XP_017892689.1	XP_035722735.1, XP_035722736.1
OG0005818	XP_017881893.1	XP_035741642.1
OG0005819	XP_017890359.1	XP_035719226.1
OG0005821	XP_026669476.1	XP_035728828.1, XP_035728824.1
OG0005822	XP_026670949.1	XP_035742167.1
OG0005823	XP_017890829.1	XP_035739747.1
OG0005824	XP_017891480.1	XP_035728214.1
OG0005824	XP_017890762.1, XP_017890747.1	XP_035728217.1
OG0005825	XP_017886582.1	XP_035723626.1
OG0005826	XP_017880212.1	XP_035731314.1
OG0005827	XP_026666481.1, XP_017892850.1	XP_035723143.1
OG0005828	XP_017877875.1	XP_035732431.1
OG0005829	XP_026672550.1	XP_035739495.1
OG0005830	XP_017882352.1	XP_035730576.1
OG0005831	XP_017883931.1, XP_026671273.1, XP_017877621.2	XP_035721137.1
OG0005832	XP_017891198.1	XP_035743744.1, XP_035743745.1
OG0005833	XP_026670937.1	XP_035735738.1, XP_035735737.1
OG0005834	XP_026674661.1	XP_035725805.1
OG0005835	XP_017878256.1, XP_017878253.1, XP_017878254.1	XP_035738569.1
OG0005845	XP_017875731.1	XP_035728829.1
OG0005846	XP_017876168.1	XP_035742566.1
OG0005847	XP_017884882.1	XP_035721826.1
OG0005849	XP_017889795.1	XP_035736889.1
OG0005850	XP_017889719.1	XP_035726240.1
OG0005851	XP_017882208.1	XP_035718594.1
OG0005852	XP_017891047.1	XP_035729424.1
OG0005853	XP_017884480.1	XP_035724440.1
OG0005855	XP_017884956.1	XP_035726796.1
OG0005856	XP_017882084.1	XP_035722739.1
OG0005857	XP_017888462.1	XP_035725081.1
OG0005858	XP_017879035.1	XP_035735414.1
OG0005859	XP_017881634.1	XP_035719309.1
OG0005860	XP_017875997.1	XP_035739359.1
OG0005861	XP_026672579.1	XP_035741955.1
OG0005862	XP_017889977.1	XP_035725711.1
OG0005863	XP_026672186.1	XP_035739769.1
OG0005864	XP_017893304.1	XP_035743553.1
OG0005865	XP_017881969.1	XP_035738606.1
OG0005866	XP_017880929.1	XP_035717930.1
OG0005867	XP_026674804.1	XP_035730838.1
OG0005868	XP_017886430.1	XP_035735642.1
OG0005869	XP_017876545.1	XP_035738873.1
OG0005870	XP_017884223.1	XP_035717114.1
OG0005871	XP_017883048.1	XP_035724427.1
OG0005872	XP_017878059.1	XP_035725360.1
OG0005873	XP_017886311.1	XP_035718535.1
OG0005874	XP_017890671.1	XP_035728119.1
OG0005876	XP_017885650.1	XP_035722734.1
OG0005877	XP_017885913.1	XP_035722202.1
OG0005878	XP_026667488.1	XP_035729191.1
OG0005879	XP_017876934.1	XP_035725035.1
OG0005880	XP_017882591.1	XP_035727545.1
OG0005881	XP_017886540.1	XP_035733424.1
OG0005882	XP_017890933.1	XP_035720883.1
OG0005883	XP_017891311.1	XP_035736656.1
OG0005884	XP_017876973.1	XP_035739678.1
OG0005886	XP_017876016.1	XP_035744222.1
OG0005887	XP_017882548.1	XP_035740913.1
OG0005888	XP_017885508.1, XP_017882772.1	XP_035733840.1
OG0005889	XP_017886539.1, XP_017875142.1	XP_035729798.1
OG0005890	XP_017876740.1	XP_035729968.1
OG0005891	XP_017886537.1	XP_035733423.1
OG0005892	XP_017892378.1	XP_035730553.1
OG0005893	XP_017892206.1	XP_035729070.1
OG0005894	XP_017887833.1	XP_035731565.1
OG0005895	XP_017888910.1	XP_035726936.1
OG0005896	XP_017880033.1	XP_035724640.1
OG0005897	XP_017887820.1	XP_035728989.1
OG0005898	XP_017891752.1	XP_035733248.1
OG0005899	XP_026669870.1	XP_035719221.1
OG0005900	XP_017886034.1	XP_035739801.1
OG0005901	XP_017882305.1	XP_035721520.1
OG0005902	XP_017878357.1	XP_035730882.1
OG0005903	XP_017888961.1	XP_035743770.1
OG0005904	XP_017880578.1	XP_035742490.1
OG0005905	XP_017891891.1, XP_017891892.1	XP_035740583.1
OG0005906	XP_017884168.1	XP_035727116.1
OG0005907	XP_017875007.1	XP_035729331.1
OG0005908	XP_017885134.1	XP_035740519.1
OG0005909	XP_017892703.1, XP_017882939.2	XP_035743876.1
OG0005910	XP_017876955.1	XP_035738692.1
OG0005911	XP_017875993.1	XP_035727547.1
OG0005912	XP_017877396.1	XP_035728361.1
OG0005913	XP_017881732.1	XP_035737490.1
OG0005914	XP_017893455.1	XP_035732122.1
OG0005915	XP_017885828.1	XP_035719847.1
OG0005916	XP_017875834.1	XP_035733745.1
OG0005917	XP_017891044.1	XP_035734602.1
OG0005918	XP_017883819.1	XP_035729869.1
OG0005919	XP_026667410.1	XP_035735017.1
OG0005920	XP_017885367.1, XP_017885368.1	XP_035732668.1
OG0005921	XP_017886158.1	XP_035739935.1
OG0005922	XP_017892202.1	XP_035744197.1
OG0005923	XP_017890168.1	XP_035743106.1
OG0005924	XP_017888865.1	XP_035737108.1
OG0005925	XP_017889467.1	XP_035733672.1
OG0005926	XP_017879107.1	XP_035721324.1
OG0005927	XP_026673970.1	XP_035737953.1
OG0005928	XP_017889833.1	XP_035719084.1
OG0005929	XP_017889433.1	XP_035721571.1
OG0005930	XP_017885075.1	XP_035724855.1
OG0005931	XP_017876948.1	XP_035729579.1
OG0005932	XP_026674810.1, XP_026674811.1	XP_035734145.1
OG0005933	XP_017884696.1	XP_035724870.1
OG0005934	XP_017876482.1	XP_035733069.1
OG0005935	XP_026668468.1	XP_035739541.1
OG0005936	XP_017878976.1	XP_035730898.1
OG0005937	XP_017878176.1	XP_035729399.1
OG0005938	XP_017877978.1	XP_035718320.1
OG0005939	XP_017885274.1, XP_017880195.1	XP_035731923.1
OG0005940	XP_017881390.1	XP_035742127.1
OG0005941	XP_026675155.1	XP_035719688.1
OG0005942	XP_017879135.1	XP_035738496.1, XP_035738495.1
OG0005943	XP_017881212.1	XP_035726711.1
OG0005944	XP_017877641.1	XP_035740351.1
OG0005945	XP_017893439.1	XP_035739494.1
OG0005946	XP_017891997.1	XP_035722156.1
OG0005947	XP_017886648.1	XP_035720114.1
OG0005948	XP_017891451.1	XP_035729415.1
OG0005949	XP_017879479.2	XP_035723666.1
OG0005950	XP_017882908.1	XP_035733809.1
OG0005951	XP_017882613.1	XP_035731914.1
OG0005952	XP_017893633.1	XP_035725354.1
OG0005953	XP_017884776.1	XP_035731416.1, XP_035731417.1
OG0005954	XP_026672992.1	XP_035736600.1
OG0005955	XP_017876853.1	XP_035728533.1, XP_035728534.1
OG0005956	XP_017884752.1	XP_035727170.1
OG0005957	XP_017882706.1	XP_035725563.1
OG0005958	XP_017879381.1	XP_035720363.1
OG0005959	XP_017892817.1, XP_017887821.1	XP_035728799.1
OG0005960	XP_026668800.1	XP_035726793.1
OG0005961	XP_017875263.1	XP_035721462.1
OG0005962	XP_017885923.1	XP_035743704.1
OG0005963	XP_017891375.1	XP_035729401.1
OG0005964	XP_017885152.1	XP_035729329.1, XP_035729330.1
OG0005965	XP_017883471.1	XP_035728498.1
OG0005966	XP_026667127.1	XP_035735692.1
OG0005967	XP_026671837.1	XP_035721068.1
OG0005968	XP_017892352.1	XP_035721008.1
OG0005969	XP_017884644.1	XP_035735982.1
OG0005970	XP_017884762.1	XP_035724720.1
OG0005972	XP_017875949.1	XP_035737746.1
OG0005973	XP_017893116.1	XP_035723659.1
OG0005974	XP_017880848.1	XP_035725600.1
OG0005975	XP_017883086.1	XP_035737995.1
OG0005976	XP_026669724.1	XP_035738695.1
OG0005978	XP_017884194.1	XP_035722157.1
OG0005979	XP_017889302.1	XP_035729263.1
OG0005980	XP_017885412.1, XP_017875148.1	XP_035717646.1
OG0005981	XP_017876972.1	XP_035726766.1
OG0005982	XP_017892471.1	XP_035743043.1
OG0005983	XP_017887878.1	XP_035736288.1
OG0005984	XP_017886306.1	XP_035717722.1
OG0005985	XP_017882199.1	XP_035740894.1
OG0005986	XP_017893624.1	XP_035734382.1
OG0005987	XP_017892438.1	XP_035743721.1
OG0005988	XP_017892300.1	XP_035730002.1
OG0005989	XP_017882525.1	XP_035721320.1
OG0005990	XP_017876772.1	XP_035718392.1
OG0005991	XP_017889802.1	XP_035722163.1
OG0005992	XP_017882695.1	XP_035733930.1
OG0005993	XP_017891109.1	XP_035734517.1
OG0005994	XP_017876733.1	XP_035724357.1
OG0005995	XP_017886892.1	XP_035734524.1
OG0005996	XP_017883373.1	XP_035723264.1
OG0005997	XP_017877593.1	XP_035735227.1
OG0005998	XP_017877921.1	XP_035738966.1
OG0005999	XP_017882612.1	XP_035731899.1
OG0006000	XP_017886298.1	XP_035726051.1
OG0006001	XP_017875767.1	XP_035717861.1
OG0006002	XP_017884411.1, XP_026671538.1	XP_035734655.1
OG0006003	XP_017881500.1	XP_035722638.1, XP_035722639.1
OG0006004	XP_017877824.1	XP_035725051.1
OG0006005	XP_017875046.1	XP_035741207.1
OG0006006	XP_017892814.1	XP_035729045.1
OG0006007	XP_017877989.1	XP_035739803.1
OG0006008	XP_026672300.1	XP_035741209.1
OG0006009	XP_017889390.1	XP_035735221.1
OG0006010	XP_017878279.1	XP_035732521.1
OG0006011	XP_017880937.1	XP_035718125.1
OG0006012	XP_017876840.1	XP_035717631.1
OG0006013	XP_017889318.1	XP_035723020.1
OG0006014	XP_017892063.1	XP_035724050.1
OG0006015	XP_017886839.1	XP_035736639.1, XP_035736640.1
OG0006016	XP_017889718.2	XP_035729514.1
OG0006017	XP_026671516.1	XP_035737112.1
OG0006018	XP_026675353.1	XP_035729064.1
OG0006019	XP_017888606.1	XP_035738370.1
OG0006020	XP_017880721.1	XP_035738397.1
OG0006021	XP_017889932.1	XP_035729909.1
OG0006022	XP_017879708.1	XP_035741049.1
OG0006023	XP_017891589.1	XP_035719967.1
OG0006024	XP_017875498.1	XP_035735778.1
OG0006025	XP_017881977.1	XP_035728139.1
OG0006026	XP_017881815.1	XP_035737425.1
OG0006027	XP_017875380.1	XP_035727398.1
OG0006028	XP_026675532.1	XP_035720023.1
OG0006029	XP_017890826.1	XP_035737451.1
OG0006030	XP_017886108.1	XP_035734855.1
OG0006031	XP_017892718.1	XP_035734207.1
OG0006032	XP_017884662.1	XP_035728004.1
OG0006033	XP_017892643.1	XP_035727613.1
OG0006036	XP_017885986.1	XP_035726200.1
OG0006037	XP_017886930.1	XP_035738332.1
OG0006038	XP_017892731.1	XP_035720782.1
OG0006039	XP_017893580.2	XP_035731637.1
OG0006040	XP_017889832.2	XP_035726518.1
OG0006041	XP_017891126.1	XP_035718912.1, XP_035718922.1, XP_035718902.1
OG0006042	XP_017890027.1	XP_035728064.1
OG0006043	XP_017888230.1	XP_035717150.1
OG0006044	XP_017880090.1	XP_035717598.1
OG0006045	XP_017889300.1	XP_035729246.1
OG0006046	XP_017893280.2	XP_035719073.1
OG0006047	XP_017876279.1	XP_035731705.1
OG0006048	XP_026666899.1	XP_035728240.1
OG0006049	XP_017877361.1	XP_035730261.1
OG0006050	XP_017879363.1	XP_035743094.1
OG0006051	XP_017882289.1	XP_035718413.1
OG0006052	XP_017892188.1	XP_035738714.1
OG0006053	XP_026670818.1	XP_035724316.1
OG0006054	XP_017880627.1	XP_035742882.1
OG0006055	XP_017875112.1	XP_035719728.1, XP_035719727.1
OG0006056	XP_017883108.1	XP_035718161.1
OG0006057	XP_017883329.1	XP_035721537.1
OG0006058	XP_017880156.1	XP_035731255.1
OG0006059	XP_017878632.1	XP_035740058.1
OG0006060	XP_017891831.1	XP_035721540.1
OG0006061	XP_017881026.1	XP_035737991.1
OG0006062	XP_017877917.1	XP_035738929.1
OG0006063	XP_026668689.1	XP_035732147.1
OG0006064	XP_017879926.1	XP_035725910.1
OG0006065	XP_017888178.1	XP_035717550.1
OG0006067	XP_017892277.1	XP_035725730.1
OG0006069	XP_017875765.1	XP_035717804.1
OG0006070	XP_017877787.1	XP_035731398.1
OG0006071	XP_017887537.1	XP_035737592.1
OG0006072	XP_017884641.1	XP_035735733.1
OG0006073	XP_017879177.1	XP_035733505.1, XP_035733504.1
OG0006074	XP_017891798.1	XP_035720713.1
OG0006075	XP_026669649.1	XP_035735503.1
OG0006076	XP_017876384.1	XP_035728470.1
OG0006077	XP_017889175.1	XP_035733995.1
OG0006078	XP_017887278.1	XP_035725585.1
OG0006079	XP_017888588.1	XP_035721557.1
OG0006080	XP_017892074.1	XP_035728674.1
OG0006081	XP_017891388.1	XP_035736897.1
OG0006082	XP_017877168.1	XP_035739754.1
OG0006083	XP_017876185.1	XP_035722771.1
OG0006084	XP_026674110.1	XP_035722208.1
OG0006085	XP_017879555.1	XP_035732007.1
OG0006086	XP_017887974.1	XP_035722308.1
OG0006087	XP_017891677.1, XP_017891676.1	XP_035735623.1
OG0006088	XP_026672061.1	XP_035743753.1
OG0006089	XP_017877342.1	XP_035730263.1
OG0006090	XP_017879985.1	XP_035726333.1
OG0006091	XP_017893064.1	XP_035719937.1
OG0006092	XP_017893658.1	XP_035744158.1
OG0006093	XP_017876916.1	XP_035738871.1
OG0006094	XP_017875418.1	XP_035717978.1
OG0006095	XP_017883085.1	XP_035736286.1
OG0006096	XP_017889854.1	XP_035743654.1
OG0006097	XP_017883200.1	XP_035735728.1
OG0006098	XP_026675646.1	XP_035738836.1, XP_035738835.1
OG0006099	XP_017883450.1	XP_035729450.1
OG0006100	XP_026668529.1	XP_035738032.1
OG0006101	XP_017875609.1	XP_035721718.1
OG0006102	XP_017882415.1	XP_035738573.1
OG0006103	XP_026670524.1, XP_017882416.1	XP_035730208.1
OG0006104	XP_026667106.1	XP_035718500.1
OG0006105	XP_017892783.1	XP_035723000.1
OG0006106	XP_017875748.1	XP_035717170.1
OG0006107	XP_026672147.1, XP_017882921.2	XP_035724137.1
OG0006108	XP_017889265.1, XP_017889313.1	XP_035726685.1
OG0006109	XP_017889193.2, XP_017892145.1, XP_017888594.2	XP_035740119.1
OG0006110	XP_017885600.2	XP_035732339.1
OG0006111	XP_017886454.1	XP_035727876.1
OG0006112	XP_017881512.1	XP_035727771.1
OG0006113	XP_017877286.1	XP_035738413.1
OG0006114	XP_017884447.1	XP_035740489.1
OG0006115	XP_017878129.1	XP_035725858.1
OG0006116	XP_017881336.1	XP_035732773.1
OG0006117	XP_026667733.1, XP_017876765.1	XP_035733507.1
OG0006118	XP_017884885.1	XP_035727251.1, XP_035727250.1
OG0006119	XP_017882140.1	XP_035725394.1
OG0006120	XP_017881600.1	XP_035744274.1
OG0006121	XP_026670515.1, XP_017891720.1	XP_035721106.1
OG0006122	XP_017891824.1	XP_035717193.1
OG0006123	XP_017875908.1, XP_026667336.1	XP_035721108.1
OG0006124	XP_017883127.1	XP_035733221.1
OG0006125	XP_017881395.1	XP_035735641.1
OG0006126	XP_017890011.1	XP_035727800.1
OG0006127	XP_017875799.1	XP_035742238.1
OG0006128	XP_026670668.1	XP_035740616.1
OG0006130	XP_017881462.1	XP_035722263.1
OG0006131	XP_026668311.1	XP_035743087.1
OG0006132	XP_026670873.1	XP_035729510.1
OG0006133	XP_017875097.1	XP_035730742.1
OG0006134	XP_026669604.1	XP_035736990.1
OG0006135	XP_017888154.1	XP_035732512.1
OG0006136	XP_017880658.1	XP_035722339.1
OG0006137	XP_017888008.1	XP_035739172.1
OG0006138	XP_017876637.1	XP_035717538.1
OG0006139	XP_017886891.1	XP_035742283.1
OG0006140	XP_017880075.1	XP_035718754.1
OG0006141	XP_017883288.1	XP_035742100.1
OG0006142	XP_017875358.1	XP_035736965.1
OG0006143	XP_026670211.1	XP_035726927.1
OG0006144	XP_017877336.1	XP_035729400.1
OG0006145	XP_017884706.1	XP_035733270.1
OG0006146	XP_017888143.1	XP_035735582.1
OG0006147	XP_017887660.1	XP_035740454.1
OG0006149	XP_017883227.1	XP_035740615.1
OG0006150	XP_017887704.1	XP_035738794.1
OG0006151	XP_026666598.1	XP_035729148.1
OG0006152	XP_026667922.1	XP_035742510.1
OG0006153	XP_017892078.1	XP_035723265.1
OG0006154	XP_017878580.1	XP_035724875.1
OG0006156	XP_026669448.1	XP_035743443.1
OG0006157	XP_017875971.1	XP_035721414.1
OG0006158	XP_026674601.1	XP_035731680.1
OG0006159	XP_017879661.1	XP_035728258.1
OG0006160	XP_026670746.1	XP_035736026.1
OG0006161	XP_017886913.1	XP_035730099.1
OG0006162	XP_017876350.1	XP_035734500.1
OG0006163	XP_026670127.1	XP_035729291.1, XP_035729292.1
OG0006164	XP_017880590.1	XP_035727974.1
OG0006166	XP_017885466.1	XP_035742637.1
OG0006167	XP_017875348.1	XP_035723694.1
OG0006168	XP_017887579.1	XP_035725728.1
OG0006169	XP_017876051.1	XP_035723099.1
OG0006170	XP_017886003.1	XP_035723510.1
OG0006171	XP_017887248.1	XP_035744217.1
OG0006172	XP_017885473.1	XP_035736562.1
OG0006173	XP_017891511.1	XP_035723417.1
OG0006174	XP_017889682.1	XP_035723553.1
OG0006175	XP_017876901.1	XP_035726429.1
OG0006176	XP_017890275.1	XP_035742016.1
OG0006177	XP_017876781.1	XP_035726320.1
OG0006178	XP_017886694.1	XP_035726758.1
OG0006179	XP_017876897.1	XP_035733515.1
OG0006180	XP_017886215.1	XP_035728605.1
OG0006181	XP_026674724.1	XP_035730331.1
OG0006182	XP_017885774.1	XP_035724017.1
OG0006183	XP_017885648.2	XP_035741957.1
OG0006184	XP_017878760.2	XP_035739300.1
OG0006185	XP_017879608.1	XP_035729703.1
OG0006186	XP_017887739.1	XP_035733450.1
OG0006187	XP_017890451.1, XP_017890450.1	XP_035735342.1
OG0006188	XP_026670264.1	XP_035725306.1
OG0006189	XP_017890928.1	XP_035738783.1
OG0006191	XP_017878140.1	XP_035732474.1
OG0006192	XP_017875578.1	XP_035733716.1
OG0006193	XP_017877247.1	XP_035719965.1
OG0006194	XP_026670793.1	XP_035733684.1
OG0006195	XP_017879783.1	XP_035728261.1
OG0006196	XP_017884960.1	XP_035717854.1
OG0006197	XP_017876660.1	XP_035724509.1
OG0006198	XP_017884815.1	XP_035721373.1
OG0006199	XP_017880298.1	XP_035727329.1
OG0006200	XP_017890063.1	XP_035723713.1
OG0006201	XP_017878096.1	XP_035727833.1
OG0006202	XP_017892126.2	XP_035734572.1
OG0006203	XP_017879760.1	XP_035727607.1
OG0006204	XP_017890354.1	XP_035736330.1
OG0006205	XP_017877535.1	XP_035741244.1
OG0006206	XP_026667878.1	XP_035726139.1
OG0006208	XP_017888915.1	XP_035735069.1
OG0006209	XP_017885120.1	XP_035732063.1
OG0006210	XP_017878714.1	XP_035734335.1
OG0006211	XP_017888999.1	XP_035719133.1
OG0006212	XP_017878678.1	XP_035733969.1
OG0006213	XP_026672982.1, XP_017892561.1	XP_035725430.1
OG0006214	XP_017882458.1	XP_035741863.1
OG0006215	XP_026672900.1	XP_035717571.1
OG0006216	XP_017885848.1	XP_035722534.1
OG0006217	XP_017878385.1	XP_035742613.1
OG0006218	XP_017875690.1	XP_035723107.1
OG0006219	XP_017875006.1	XP_035729323.1
OG0006221	XP_017875805.1, XP_017875806.1	XP_035743351.1
OG0006222	XP_017887057.1	XP_035727147.1
OG0006223	XP_017884344.1	XP_035718324.1
OG0006224	XP_026667860.1	XP_035739614.1
OG0006225	XP_017882736.1	XP_035731870.1
OG0006226	XP_017892153.1	XP_035729222.1
OG0006227	XP_017886734.1, XP_026672666.1	XP_035740813.1
OG0006228	XP_017893368.1	XP_035719504.1
OG0006229	XP_017877506.1	XP_035741239.1
OG0006230	XP_017878873.1	XP_035721647.1, XP_035721648.1
OG0006231	XP_017881620.1	XP_035736749.1
OG0006232	XP_017891136.1	XP_035723691.1
OG0006233	XP_017879209.1	XP_035737091.1
OG0006234	XP_017885284.1	XP_035734315.1
OG0006235	XP_017889890.1	XP_035740876.1
OG0006236	XP_017885943.1	XP_035724836.1
OG0006238	XP_026675530.1, XP_017892602.1	XP_035726384.1
OG0006239	XP_017892169.1	XP_035729172.1
OG0006240	XP_026674734.1, XP_017890847.1	XP_035721980.1
OG0006241	XP_017882173.1	XP_035736297.1
OG0006242	XP_017888581.1	XP_035727773.1
OG0006243	XP_017886241.1	XP_035739847.1
OG0006244	XP_017891519.1	XP_035736296.1, XP_035736294.1
OG0006245	XP_017884448.1	XP_035720315.1
OG0006246	XP_017889418.1	XP_035739596.1
OG0006247	XP_017891411.1	XP_035741780.1
OG0006248	XP_017886316.1	XP_035743123.1
OG0006249	XP_017890695.1	XP_035742235.1
OG0006250	XP_017889247.1	XP_035741664.1
OG0006251	XP_017876461.1	XP_035718452.1, XP_035718451.1, XP_035718453.1
OG0006252	XP_017890984.1	XP_035742294.1
OG0006253	XP_017882374.1	XP_035717351.1
OG0006254	XP_017880850.1	XP_035731753.1
OG0006255	XP_017875489.1	XP_035740525.1
OG0006256	XP_017878978.1	XP_035740081.1
OG0006257	XP_017876143.1	XP_035738116.1
OG0006258	XP_017883011.1	XP_035718085.1
OG0006259	XP_017891957.1	XP_035737194.1
OG0006260	XP_017890617.1, XP_026668157.1	XP_035730580.1
OG0006261	XP_017875475.1	XP_035735299.1
OG0006262	XP_017879393.1	XP_035726319.1
OG0006263	XP_026670686.1	XP_035721448.1
OG0006264	XP_017892242.1	XP_035740492.1
OG0006265	XP_017884039.1	XP_035721864.1
OG0006266	XP_017892244.1	XP_035738789.1
OG0006267	XP_017883439.1	XP_035720631.1
OG0006268	XP_017886934.1	XP_035731804.1
OG0006269	XP_017893214.1	XP_035721473.1
OG0006270	XP_026668959.1	XP_035734939.1
OG0006271	XP_026668860.1	XP_035735003.1
OG0006272	XP_017878086.1	XP_035732419.1
OG0006273	XP_017890674.1	XP_035727439.1
OG0006274	XP_017892001.1	XP_035741131.1
OG0006275	XP_017884813.1	XP_035718557.1
OG0006276	XP_017882265.1	XP_035728123.1
OG0006277	XP_017886495.1	XP_035726025.1
OG0006278	XP_017885941.1	XP_035719829.1
OG0006279	XP_017879696.2	XP_035744223.1
OG0006280	XP_026668724.1	XP_035735160.1
OG0006281	XP_017891599.1	XP_035728220.1, XP_035728219.1
OG0006282	XP_017882764.1	XP_035733804.1
OG0006283	XP_017891694.1	XP_035734093.1
OG0006284	XP_017885448.1	XP_035739933.1
OG0006285	XP_017875715.1	XP_035717991.1
OG0006286	XP_017886010.1	XP_035725977.1
OG0006287	XP_017877562.1	XP_035735900.1
OG0006288	XP_017885293.2, XP_017888645.2	XP_035721501.1
OG0006289	XP_026674568.1	XP_035735336.1
OG0006290	XP_017877616.1	XP_035718767.1
OG0006291	XP_017878200.1	XP_035742020.1
OG0006292	XP_017890322.1	XP_035736337.1
OG0006293	XP_017881030.1	XP_035737979.1
OG0006294	XP_017881844.1	XP_035723500.1
OG0006295	XP_026675527.1	XP_035734537.1
OG0006296	XP_017880241.1	XP_035727143.1
OG0006297	XP_017877548.1	XP_035727844.1
OG0006298	XP_017879890.1	XP_035733685.1
OG0006299	XP_017881278.1	XP_035742060.1
OG0006300	XP_017892107.1	XP_035727660.1
OG0006301	XP_017893135.1	XP_035717240.1
OG0006302	XP_017876914.1	XP_035739337.1
OG0006303	XP_017878721.1	XP_035720890.1
OG0006304	XP_026668579.1	XP_035738865.1
OG0006305	XP_017887060.1	XP_035718752.1
OG0006306	XP_017890304.1	XP_035723512.1
OG0006307	XP_017876011.1	XP_035741631.1
OG0006308	XP_017883540.1	XP_035721672.1
OG0006310	XP_026672299.1	XP_035727656.1, XP_035727657.1
OG0006311	XP_017885018.1	XP_035721824.1
OG0006312	XP_017892037.1	XP_035744162.1
OG0006313	XP_017888257.1	XP_035729762.1
OG0006314	XP_017885686.1	XP_035738517.1
OG0006315	XP_017886191.1	XP_035738607.1
OG0006316	XP_017890896.1	XP_035720629.1
OG0006317	XP_017875714.1	XP_035736813.1
OG0006318	XP_017886897.1	XP_035733632.1
OG0006319	XP_017885192.1	XP_035720019.1
OG0006320	XP_026671286.1	XP_035728883.1
OG0006321	XP_017889489.1	XP_035729676.1
OG0006322	XP_017878845.1	XP_035723717.1
OG0006323	XP_017887499.1	XP_035718708.1
OG0006324	XP_026672505.1	XP_035731072.1
OG0006325	XP_017877248.1	XP_035719964.1
OG0006326	XP_017884522.1	XP_035739535.1
OG0006327	XP_017879423.1	XP_035730668.1
OG0006328	XP_017891042.1	XP_035741046.1
OG0006329	XP_026668488.1	XP_035735107.1
OG0006330	XP_017884748.1	XP_035720869.1
OG0006331	XP_026671789.1	XP_035731636.1
OG0006332	XP_017880383.1	XP_035743267.1
OG0006333	XP_017885921.1	XP_035743798.1
OG0006334	XP_017878083.2	XP_035724004.1
OG0006335	XP_017877897.1	XP_035732806.1
OG0006336	XP_017875209.1	XP_035729119.1, XP_035729121.1, XP_035729120.1
OG0006337	XP_017891877.1	XP_035726960.1
OG0006338	XP_017878160.1	XP_035728157.1
OG0006339	XP_017891306.1	XP_035737278.1
OG0006340	XP_017875207.1	XP_035738896.1
OG0006341	XP_017877498.1	XP_035728080.1, XP_035728079.1
OG0006343	XP_017887432.1	XP_035743827.1
OG0006344	XP_026667206.1	XP_035740851.1
OG0006345	XP_026667762.1	XP_035718539.1
OG0006346	XP_017887486.1	XP_035734513.1
OG0006347	XP_017879543.1	XP_035741004.1
OG0006348	XP_017882553.1	XP_035719290.1
OG0006349	XP_017881408.1	XP_035721901.1
OG0006350	XP_026674349.1	XP_035739676.1
OG0006352	XP_017892106.1	XP_035734532.1
OG0006353	XP_017875890.1	XP_035730248.1
OG0006355	XP_017876022.2	XP_035740370.1
OG0006356	XP_026669222.1	XP_035723234.1
OG0006357	XP_017876367.2	XP_035723119.1
OG0006358	XP_017887134.1	XP_035734262.1
OG0006359	XP_017877300.1	XP_035740387.1
