Orthogroup	Ceratina_calcarata	Drosophila_melanogaster
OG0006004	XP_017877824.1	NP_651715.1
OG0006005	XP_017875046.1	NP_649295.1, NP_649294.1
OG0006007	XP_017877989.1	NP_524288.3
OG0006008	XP_026672300.1	NP_730996.2
OG0006009	XP_017889390.1	NP_572329.3
OG0006010	XP_017878279.1	NP_001262302.1
OG0006011	XP_017880937.1	NP_001014475.1
OG0006012	XP_017876840.1	NP_001285314.1
OG0006013	XP_017889318.1	NP_001015241.3
OG0006014	XP_017892063.1	NP_001162944.1
OG0006015	XP_017886839.1	NP_523588.2
OG0006016	XP_017889718.2	NP_649710.1
OG0006017	XP_026671516.1	NP_996434.2
OG0006018	XP_026675353.1	NP_001334699.1, NP_001263046.1
OG0006019	XP_017888606.1	NP_001262932.1
OG0006020	XP_017880721.1	NP_649703.1
OG0006021	XP_017889932.1	NP_001261597.1
OG0006022	XP_017879708.1	NP_001027262.1
OG0006023	XP_017891589.1	NP_650257.1
OG0006024	XP_017875498.1	NP_788346.1, NP_725314.1
OG0006025	XP_017881977.1	NP_001262138.1
OG0006026	XP_017881815.1	NP_650705.1
OG0006027	XP_017875380.1	NP_523743.1
OG0006028	XP_026675532.1	NP_001286439.1, NP_001036532.1
OG0006029	XP_017890826.1	NP_001286155.1
OG0006030	XP_017886108.1	NP_725048.1
OG0006031	XP_017892718.1	NP_476999.1
OG0006032	XP_017884662.1	NP_001036415.2
OG0006033	XP_017892643.1	NP_001097456.2
OG0006034	XP_017881458.1	NP_572162.2
OG0006036	XP_017885986.1	NP_650428.1
OG0006037	XP_017886930.1	NP_524043.1
OG0006038	XP_017892731.1	NP_477133.1
OG0006039	XP_017893580.2	NP_610675.1
OG0006040	XP_017889832.2	NP_001286717.1
OG0006041	XP_017891126.1	NP_001027443.1
OG0006042	XP_017890027.1	NP_001262058.1
OG0006043	XP_017888230.1	NP_001260714.1
OG0006045	XP_017889300.1	NP_001246932.1
OG0006046	XP_017893280.2	NP_001262252.1
OG0006047	XP_017876279.1	NP_524999.2
OG0006048	XP_026666899.1	NP_648607.3
OG0006049	XP_017877361.1	NP_001286188.1
OG0006050	XP_017879363.1	NP_726036.2
OG0006051	XP_017882289.1	NP_001285881.1
OG0006052	XP_017892188.1	NP_001261482.1
OG0006053	XP_026670818.1	NP_649471.3
OG0006054	XP_017880627.1	NP_001261750.1
OG0006055	XP_017875112.1	NP_648642.1
OG0006056	XP_017883108.1	NP_001137842.2
OG0006057	XP_017883329.1	NP_476573.1
OG0006058	XP_017880156.1	NP_001246712.1
OG0006059	XP_017878632.1	NP_001247193.1
OG0006060	XP_017891831.1	NP_001262018.1
OG0006061	XP_017881026.1	NP_651356.1
OG0006062	XP_017877917.1	NP_477378.1
OG0006063	XP_026668689.1	NP_569845.2
OG0006064	XP_017879926.1	NP_477281.1
OG0006065	XP_017888178.1	NP_001334737.1
OG0006066	XP_017886244.1	NP_651276.2
OG0006067	XP_017892277.1	NP_609378.1
OG0006068	XP_017893434.2	NP_524713.1
OG0006069	XP_017875765.1	NP_477497.1
OG0006070	XP_017877787.1	NP_001262263.1
OG0006071	XP_017887537.1	NP_001285391.1
OG0006072	XP_017884641.1	NP_001285492.1
OG0006073	XP_017879177.1	NP_611426.1
OG0006074	XP_017891798.1	NP_612053.1
OG0006075	XP_026669649.1	NP_610427.2
OG0006076	XP_017876384.1	NP_649580.1
OG0006077	XP_017889175.1	NP_608579.1
OG0006078	XP_017887278.1	NP_001284992.1
OG0006079	XP_017888588.1	NP_001259667.1
OG0006080	XP_017892074.1	NP_001261414.1
OG0006081	XP_017891388.1	NP_001262442.1
OG0006082	XP_017877168.1	NP_610418.1
OG0006083	XP_017876185.1	NP_001356961.1
OG0006084	XP_026674110.1	NP_001262557.1
OG0006085	XP_017879555.1	NP_648408.1
OG0006086	XP_017887974.1	NP_647985.1
OG0006087	XP_017891677.1, XP_017891676.1	NP_608734.2
OG0006088	XP_026672061.1	NP_651237.1
OG0006089	XP_017877342.1	NP_523765.1
OG0006090	XP_017879985.1	NP_649083.2
OG0006091	XP_017893064.1	NP_001259101.1
OG0006092	XP_017893658.1	NP_647852.1
OG0006093	XP_017876916.1	NP_995833.1
OG0006094	XP_017875418.1	NP_523503.2
OG0006095	XP_017883085.1	NP_001261575.1
OG0006096	XP_017889854.1	NP_650582.1, NP_001259842.1
OG0006097	XP_017883200.1	NP_609899.1
OG0006098	XP_026675646.1	NP_608860.1
OG0006099	XP_017883450.1	NP_001284815.1
OG0006100	XP_026668529.1	NP_651176.1
OG0006101	XP_017875609.1	NP_001303349.1
OG0006102	XP_017882415.1	NP_650124.1
OG0006103	XP_026670524.1, XP_017882416.1	NP_001286173.1
OG0006104	XP_026667106.1	NP_523502.1
OG0006105	XP_017892783.1	NP_001245926.1
OG0006106	XP_017875748.1	NP_477156.1
OG0006107	XP_026672147.1, XP_017882921.2	NP_651750.1
OG0006108	XP_017889265.1, XP_017889313.1	NP_001262702.1
OG0006109	XP_017889193.2, XP_017892145.1, XP_017888594.2	NP_001262062.1
OG0006110	XP_017885600.2	NP_610849.1
OG0006111	XP_017886454.1	NP_001104390.2
OG0006112	XP_017881512.1	NP_648320.1
OG0006113	XP_017877286.1	NP_649898.1
OG0006114	XP_017884447.1	NP_001260811.1, NP_001104407.2
OG0006116	XP_017881336.1	NP_647763.1
OG0006117	XP_026667733.1, XP_017876765.1	NP_572505.1
OG0006118	XP_017884885.1	NP_477286.2
OG0006119	XP_017882140.1	NP_650586.2
OG0006120	XP_017881600.1	NP_648202.1
OG0006121	XP_026670515.1, XP_017891720.1	NP_001261137.1
OG0006123	XP_017875908.1, XP_026667336.1	NP_523915.1
OG0006124	XP_017883127.1	NP_001259982.1
OG0006125	XP_017881395.1	NP_524120.1
OG0006126	XP_017890011.1	NP_001260299.1
OG0006127	XP_017875799.1	NP_523835.2
OG0006128	XP_026670668.1	NP_726372.1
OG0006129	XP_017892975.1	NP_572797.3
OG0006130	XP_017881462.1	NP_001163006.1
OG0006131	XP_026668311.1	NP_001027151.1
OG0006134	XP_026669604.1	NP_727526.2
OG0006135	XP_017888154.1	NP_001137821.1
OG0006136	XP_017880658.1	NP_001097030.1
OG0006137	XP_017888008.1	NP_572545.1
OG0006138	XP_017876637.1	NP_725252.1
OG0006139	XP_017886891.1	NP_733421.1
OG0006140	XP_017880075.1	NP_649304.1
OG0006141	XP_017883288.1	NP_572524.1
OG0006142	XP_017875358.1	NP_727103.1, NP_001286037.1
OG0006143	XP_026670211.1	NP_724277.2
OG0006144	XP_017877336.1	NP_524471.2
OG0006145	XP_017884706.1	NP_001097600.1
OG0006147	XP_017887660.1	NP_649470.2
OG0006149	XP_017883227.1	NP_001286791.1
OG0006150	XP_017887704.1	NP_001189184.1
OG0006152	XP_026667922.1	NP_730244.1
OG0006153	XP_017892078.1	NP_611646.1
OG0006154	XP_017878580.1	NP_524603.2
OG0006156	XP_026669448.1	NP_001259853.1
OG0006157	XP_017875971.1	NP_001262724.1
OG0006158	XP_026674601.1	NP_477201.1
OG0006159	XP_017879661.1	NP_649435.2
OG0006160	XP_026670746.1	NP_651514.1
OG0006161	XP_017886913.1	NP_476597.2
OG0006162	XP_017876350.1	NP_732563.2
OG0006164	XP_017880590.1	NP_608834.1
OG0006165	XP_017886123.1	NP_001260320.1
OG0006166	XP_017885466.1	NP_524887.2
OG0006167	XP_017875348.1	NP_611885.3
OG0006168	XP_017887579.1	NP_523876.2
OG0006169	XP_017876051.1	NP_610399.1
OG0006170	XP_017886003.1	NP_001285142.1
OG0006171	XP_017887248.1	NP_477222.1
OG0006172	XP_017885473.1	NP_001027215.1
OG0006173	XP_017891511.1	NP_001262307.1
OG0006174	XP_017889682.1	NP_647745.1
OG0006175	XP_017876901.1	NP_001284899.1
OG0006176	XP_017890275.1	NP_001261682.1
OG0006177	XP_017876781.1	NP_001287536.1
OG0006178	XP_017886694.1	NP_001285196.1
OG0006179	XP_017876897.1	NP_001247201.1
OG0006180	XP_017886215.1	NP_001097279.2
OG0006181	XP_026674724.1	NP_001261385.1
OG0006182	XP_017885774.1	NP_511129.3
OG0006183	XP_017885648.2	NP_001261920.1
OG0006184	XP_017878760.2	NP_723116.1
OG0006185	XP_017879608.1	NP_001015119.2
OG0006186	XP_017887739.1	NP_730508.1
OG0006187	XP_017890451.1, XP_017890450.1	NP_727611.1
OG0006188	XP_026670264.1	NP_523389.3, NP_001285389.1
OG0006189	XP_017890928.1	NP_001097943.1
OG0006191	XP_017878140.1	NP_001163710.1
OG0006192	XP_017875578.1	NP_647943.2
OG0006193	XP_017877247.1	NP_001287235.1
OG0006194	XP_026670793.1	NP_001285517.1
OG0006195	XP_017879783.1	NP_001247313.1
OG0006196	XP_017884960.1	NP_609579.1
OG0006197	XP_017876660.1	NP_651211.2
OG0006199	XP_017880298.1	NP_608931.1
OG0006200	XP_017890063.1	NP_650001.2
OG0006201	XP_017878096.1	NP_001036772.2
OG0006202	XP_017892126.2	NP_611178.1, NP_001259623.1
OG0006203	XP_017879760.1	NP_524098.2
OG0006204	XP_017890354.1	NP_477499.1
OG0006205	XP_017877535.1	NP_611419.1
OG0006206	XP_026667878.1	NP_733391.1
OG0006207	XP_017887180.1	NP_523959.2
OG0006208	XP_017888915.1	NP_731761.3
OG0006209	XP_017885120.1	NP_001245852.1
OG0006210	XP_017878714.1	NP_733077.3
OG0006211	XP_017888999.1	NP_001259340.1, NP_001262941.1
OG0006212	XP_017878678.1	NP_648758.1
OG0006213	XP_026672982.1, XP_017892561.1	NP_001261417.1
OG0006214	XP_017882458.1	NP_001097658.1
OG0006215	XP_026672900.1	NP_477473.1
OG0006216	XP_017885848.1	NP_476596.1
OG0006217	XP_017878385.1	NP_573245.1
OG0006218	XP_017875690.1	NP_727306.1
OG0006219	XP_017875006.1	NP_524464.1
OG0006220	XP_017876474.1	NP_001303424.1
OG0006221	XP_017875805.1, XP_017875806.1	NP_001162664.2
OG0006222	XP_017887057.1	NP_476702.1
OG0006223	XP_017884344.1	NP_611600.1
OG0006224	XP_026667860.1	NP_651530.1
OG0006225	XP_017882736.1	NP_649835.1
OG0006226	XP_017892153.1	NP_651580.3
OG0006228	XP_017893368.1	NP_649916.1
OG0006229	XP_017877506.1	NP_523443.1
OG0006230	XP_017878873.1	NP_648400.1
OG0006231	XP_017881620.1	NP_524929.1
OG0006232	XP_017891136.1	NP_650739.2
OG0006233	XP_017879209.1	NP_611215.1
OG0006234	XP_017885284.1	NP_728264.1, NP_648139.1
OG0006235	XP_017889890.1	NP_001286524.1
OG0006236	XP_017885943.1	NP_610996.1
OG0006237	XP_017879859.1, XP_017879861.1	NP_608950.3
OG0006238	XP_026675530.1, XP_017892602.1	NP_001285439.1
OG0006240	XP_026674734.1, XP_017890847.1	NP_001263068.1
OG0006241	XP_017882173.1	NP_524116.2
OG0006242	XP_017888581.1	NP_001285458.1
OG0006243	XP_017886241.1	NP_723893.1
OG0006244	XP_017891519.1	NP_001245621.1
OG0006245	XP_017884448.1	NP_787990.1
OG0006246	XP_017889418.1	NP_001138209.1
OG0006247	XP_017891411.1	NP_569958.2
OG0006248	XP_017886316.1	NP_001262556.1
OG0006249	XP_017890695.1	NP_001263082.1
OG0006250	XP_017889247.1	NP_647705.1
OG0006251	XP_017876461.1	NP_723730.2
OG0006252	XP_017890984.1	NP_001245944.1
OG0006253	XP_017882374.1	NP_648947.1, NP_647858.2
OG0006254	XP_017880850.1	NP_001286950.1
OG0006255	XP_017875489.1	NP_649130.2
OG0006256	XP_017878978.1	NP_001287243.1
OG0006257	XP_017876143.1	NP_649560.1
OG0006258	XP_017883011.1	NP_001014577.1
OG0006259	XP_017891957.1	NP_476833.1
OG0006260	XP_017890617.1, XP_026668157.1	NP_524330.2
OG0006261	XP_017875475.1	NP_648837.2
OG0006262	XP_017879393.1	NP_001287107.1
OG0006263	XP_026670686.1	NP_001246449.1
OG0006264	XP_017892242.1	NP_001303458.1
OG0006265	XP_017884039.1	NP_001262396.1
OG0006266	XP_017892244.1	NP_726016.1
OG0006267	XP_017883439.1	NP_611223.4
OG0006268	XP_017886934.1	NP_647979.1
OG0006269	XP_017893214.1	NP_649826.3
OG0006270	XP_026668959.1	NP_651665.2
OG0006271	XP_026668860.1	NP_001285268.1
OG0006273	XP_017890674.1	NP_732199.2
OG0006274	XP_017892001.1	NP_001286160.1
OG0006275	XP_017884813.1	NP_728606.1, NP_726727.1
OG0006276	XP_017882265.1	NP_524040.2
OG0006277	XP_017886495.1	NP_651757.1
OG0006278	XP_017885941.1	NP_477226.2
OG0006279	XP_017879696.2	NP_001285719.1
OG0006280	XP_026668724.1	NP_608318.5
OG0006282	XP_017882764.1	NP_649414.1
OG0006283	XP_017891694.1	NP_524100.1
OG0006284	XP_017885448.1	NP_572441.1
OG0006285	XP_017875715.1	NP_001163022.1, NP_001260629.1
OG0006286	XP_017886010.1	NP_001262267.1
OG0006287	XP_017877562.1	NP_523969.1
OG0006288	XP_017885293.2, XP_017888645.2	NP_572901.1
OG0006289	XP_026674568.1	NP_650822.1
OG0006290	XP_017877616.1	NP_525063.1
OG0006291	XP_017878200.1	NP_648556.3
OG0006292	XP_017890322.1	NP_001259502.1
OG0006293	XP_017881030.1	NP_001262699.1
OG0006294	XP_017881844.1	NP_649499.1
OG0006295	XP_026675527.1	NP_608738.1
OG0006296	XP_017880241.1	NP_609375.1
OG0006297	XP_017877548.1	NP_608779.1
OG0006298	XP_017882824.1, XP_017879890.1	NP_001285902.1
OG0006299	XP_017881278.1	NP_001247105.1
OG0006300	XP_017892107.1	NP_572930.3
OG0006301	XP_017893135.1	NP_611332.1
OG0006302	XP_017876914.1	NP_572215.1
OG0006303	XP_017878721.1	NP_001262065.1
OG0006304	XP_026668579.1	NP_651005.1
OG0006305	XP_017887060.1	NP_523357.2
OG0006306	XP_017890304.1	NP_610167.3
OG0006307	XP_017876011.1	NP_001261793.1
OG0006308	XP_017883540.1	NP_477318.1
OG0006310	XP_026672299.1	NP_001260349.1
OG0006311	XP_017885018.1	NP_001261955.1
OG0006312	XP_017892037.1	NP_001246038.1
OG0006313	XP_017888257.1	NP_572308.3, NP_001287039.1
OG0006314	XP_017885686.1	NP_001286676.1
OG0006315	XP_017886191.1	NP_001097366.1
OG0006316	XP_017890896.1	NP_001285018.1, NP_611485.1
OG0006317	XP_017875714.1	NP_611265.1
OG0006318	XP_017886897.1	NP_001262587.1
OG0006319	XP_017885192.1	NP_001261559.1
OG0006320	XP_026671286.1	NP_001303467.1
OG0006322	XP_017878845.1	NP_648756.1
OG0006323	XP_017887499.1	NP_001303317.1
OG0006324	XP_026672505.1	NP_525123.2
OG0006325	XP_017877248.1	NP_608615.1
OG0006326	XP_017884522.1	NP_001356954.1
OG0006327	XP_017879423.1	NP_611270.1
OG0006328	XP_017891042.1	NP_724578.1
OG0006329	XP_026668488.1	NP_524303.2, NP_477371.1
OG0006331	XP_026671789.1	NP_648257.1
OG0006332	XP_017880383.1	NP_608996.1
OG0006333	XP_017885921.1	NP_477332.1
OG0006334	XP_017878083.2	NP_523663.1
OG0006335	XP_017877897.1	NP_001263028.1
OG0006337	XP_017891877.1	NP_001163572.1, NP_648007.1
OG0006340	XP_017875207.1	NP_001262553.1
OG0006343	XP_017887432.1	NP_610953.1
OG0006344	XP_026667206.1	NP_001247302.1
OG0006345	XP_026667762.1	NP_651390.2
OG0006346	XP_017887486.1	NP_650662.1
OG0006347	XP_017879543.1	NP_612080.1
OG0006348	XP_017882553.1	NP_647884.1
OG0006349	XP_017881408.1	NP_001259426.1
OG0006350	XP_026674349.1	NP_651099.1
OG0006352	XP_017892106.1	NP_648347.2
OG0006353	XP_017875890.1	NP_001097319.1
OG0006355	XP_017876022.2	NP_001262542.1
OG0006356	XP_026669222.1	NP_651922.1
OG0006357	XP_017876367.2	NP_001259191.1
OG0006358	XP_017887134.1	NP_523374.2
OG0006359	XP_017877300.1	NP_001287135.1, NP_572757.2
OG0006360	XP_017885728.1	NP_611881.1
OG0006361	XP_017881953.1	NP_609441.1
OG0006362	XP_017891096.1	NP_610055.1
OG0006363	XP_017881403.1	NP_648043.1, NP_648045.2
OG0006364	XP_017892528.1	NP_001246952.1
OG0006365	XP_026674194.1	NP_001247027.1
OG0006366	XP_017883274.1	NP_001163243.1
OG0006367	XP_017879043.1	NP_608426.1
OG0006368	XP_017888077.1	NP_647932.1
OG0006369	XP_026670529.1, XP_017875639.1	NP_001036574.1
OG0006370	XP_026673376.1	NP_611051.2
OG0006371	XP_017878781.1	NP_001260450.1
OG0006372	XP_017882834.1	NP_001246894.1
OG0006373	XP_017893504.1	NP_001260269.1
OG0006374	XP_017892539.1	NP_648111.1
OG0006375	XP_017889783.1	NP_610929.2
OG0006377	XP_017875084.1	NP_001261387.1
OG0006378	XP_017876992.1	NP_524124.1
OG0006379	XP_017891885.1	NP_001097077.1
OG0006380	XP_017893390.1	NP_733372.1
OG0006381	XP_017880037.1	NP_001303418.1, NP_001137750.1
OG0006382	XP_026669886.1	NP_001261668.1
OG0006383	XP_017885866.1	NP_723346.2
OG0006384	XP_017878513.1	NP_572861.1
OG0006385	XP_017886219.1	NP_523814.1
OG0006386	XP_017876817.1	NP_611601.2
OG0006388	XP_017880614.1	NP_611095.1
OG0006389	XP_017882054.1	NP_536736.2
OG0006390	XP_017882295.1	NP_001285318.1
OG0006391	XP_026672060.1	NP_996333.4
OG0006392	XP_017885851.1	NP_001260321.1
OG0006393	XP_017892837.1	NP_648421.1
OG0006394	XP_017882962.1	NP_611637.1
OG0006395	XP_026671226.1	NP_650562.1
OG0006396	XP_017884774.1	NP_001014557.3
OG0006397	XP_017875339.1	NP_001261867.1
OG0006398	XP_017883320.1	NP_648445.1
OG0006399	XP_017875273.1	NP_572350.2
OG0006400	XP_026670292.1	NP_001097320.1
OG0006401	XP_017879427.1	NP_001163598.1
OG0006402	XP_017891637.1	NP_650781.2
OG0006403	XP_026670039.1	NP_001097237.1
OG0006404	XP_017877074.1	NP_001303320.1
OG0006405	XP_017887121.1	NP_612047.1
OG0006406	XP_017878232.1	NP_652499.2
OG0006407	XP_017876012.1	NP_001014591.1, NP_649111.1
OG0006408	XP_017891234.1	NP_001260842.1
OG0006409	XP_017881747.1	NP_001262665.1
OG0006411	XP_017879659.1	NP_001286801.1
OG0006412	XP_017875984.1	NP_001259406.1
OG0006413	XP_017888348.1	NP_608646.3
OG0006414	XP_017886606.1	NP_001286371.1
OG0006415	XP_026675491.1	NP_649200.2
OG0006416	XP_017888955.1	NP_609105.1
OG0006417	XP_017876673.1	NP_650573.1
OG0006418	XP_017884898.1	NP_001137711.1
OG0006419	XP_017893190.1	NP_650701.1
OG0006420	XP_017880280.1	NP_001303455.1
OG0006421	XP_026670584.1	NP_609552.1
OG0006422	XP_017881183.1	NP_611963.5
OG0006423	XP_017887790.1	NP_001286661.1
OG0006425	XP_017881221.1	NP_511118.2
OG0006426	XP_017880587.1	NP_523783.1
OG0006427	XP_017877306.1	NP_523662.1
OG0006428	XP_026672623.1	NP_001245616.1
OG0006429	XP_017889241.1	NP_524521.1
OG0006430	XP_017891358.1	NP_001262867.1
OG0006431	XP_017875643.1	NP_572872.1
OG0006432	XP_026669504.1	NP_476821.1
OG0006433	XP_017883013.1	NP_651194.1
OG0006434	XP_017887171.1	NP_996032.1
OG0006435	XP_017888638.1	NP_523932.2
OG0006437	XP_017889661.1	NP_612075.1
OG0006439	XP_017883727.1	NP_650742.2
OG0006440	XP_017891368.1	NP_732771.2
OG0006441	XP_017875354.1	NP_001163682.1
OG0006442	XP_026669299.1	NP_523829.2
OG0006443	XP_017881728.1	NP_650656.1
OG0006444	XP_017892421.1	NP_572656.1
OG0006445	XP_017880604.1	NP_524106.3
OG0006446	XP_017875293.1, XP_026667051.1	NP_731221.2
OG0006447	XP_017880245.1	NP_524654.2
OG0006448	XP_017889132.1	NP_001284744.1
OG0006449	XP_017892225.1	NP_001263041.1
OG0006450	XP_017887126.1	NP_722679.1
OG0006451	XP_017885781.1	NP_001303431.1
OG0006452	XP_017884271.1	NP_608868.1
OG0006453	XP_017889427.1	NP_001036635.1
OG0006454	XP_017878672.1	NP_609947.1
OG0006455	XP_026672959.1	NP_001261249.1
OG0006456	XP_017878203.1	NP_001286247.1
OG0006457	XP_017877654.1	NP_652608.1
OG0006458	XP_017888811.1	NP_572712.1
OG0006459	XP_017888474.1	NP_001368976.1
OG0006460	XP_017889474.1	NP_476661.1
OG0006463	XP_017875251.1	NP_648712.1
OG0006464	XP_017879562.1	NP_731085.2
OG0006465	XP_026667931.1	NP_001189248.1
OG0006466	XP_017879916.1	NP_523430.1
OG0006467	XP_026667711.1	NP_727512.3
OG0006469	XP_017892034.1	NP_788381.1
OG0006470	XP_017886409.1	NP_001015505.5
OG0006471	XP_026672404.1	NP_724130.4
OG0006472	XP_017881112.1	NP_524177.1
OG0006473	XP_026675216.1	NP_610765.1
OG0006474	XP_017890212.1	NP_651669.1
OG0006476	XP_026666718.1, XP_026666717.1	NP_610666.1
OG0006477	XP_017890561.1	NP_001260457.1, NP_573049.2
OG0006478	XP_017883449.1	NP_610897.1, NP_001163564.1
OG0006480	XP_017890186.1	NP_611573.1
OG0006482	XP_017893264.1	NP_610192.1
OG0006483	XP_026675482.1	NP_001286994.1
OG0006484	XP_026668905.1	NP_001162825.1
OG0006485	XP_017880386.1	NP_001246454.1
OG0006486	XP_017877496.1	NP_001259592.1
OG0006487	XP_017889559.1	NP_609081.1
OG0006488	XP_026673395.1	NP_524433.1
OG0006489	XP_017886866.1	NP_650854.1
OG0006490	XP_026669798.1	NP_001260049.1
OG0006491	XP_017889357.1	NP_001262064.1
OG0006492	XP_026672925.1	NP_477132.1
OG0006493	XP_017887471.1	NP_001287323.1
OG0006494	XP_017891636.1	NP_523415.1
OG0006495	XP_017880713.1	NP_652039.2
OG0006496	XP_017885394.2	NP_648451.1
OG0006497	XP_017877134.1	NP_001286123.1
OG0006498	XP_017883687.1	NP_609547.2
OG0006499	XP_017889102.1	NP_001260984.1
OG0006500	XP_026669739.1	NP_995745.1
OG0006501	XP_026668370.1	NP_001260732.1
OG0006503	XP_026675206.1	NP_001259149.1
OG0006504	XP_026673631.1, XP_026673632.1	NP_001033801.3
OG0006505	XP_026672765.1	NP_724254.1
OG0006506	XP_017885917.1	NP_001286906.1
OG0006507	XP_017876080.1	NP_001261432.1
OG0006508	XP_017876723.1	NP_001261229.1
OG0006509	XP_017886433.1	NP_651753.2
OG0006510	XP_017887662.1	NP_001246855.1
OG0006512	XP_017875360.1	NP_001287497.1
OG0006513	XP_017875337.1	NP_001189278.1
OG0006514	XP_017877022.1	NP_001261924.1
OG0006515	XP_017891525.1	NP_728163.2
OG0006516	XP_017877966.1	NP_611466.2
OG0006517	XP_017886644.1	NP_650708.1
OG0006518	XP_017880730.1	NP_001097501.1
OG0006519	XP_017887322.1	NP_001284996.1
OG0006520	XP_017890497.1, XP_017890496.1	NP_569844.2
OG0006521	XP_017886598.1, XP_026669407.1	NP_609503.2
OG0006522	XP_017887866.1	NP_650208.1
OG0006523	XP_017889276.1	NP_001261780.1
OG0006524	XP_017882963.1	NP_610456.4
OG0006525	XP_017883904.1	NP_651048.1
OG0006526	XP_017881196.1	NP_001260222.1
OG0006527	XP_017878412.1	NP_001096877.1
OG0006528	XP_017877411.1	NP_001097814.1
OG0006529	XP_017891284.1	NP_001027175.1
OG0006530	XP_026671952.1	NP_573183.2
OG0006532	XP_017891889.1	NP_001286828.1
OG0006534	XP_017877493.1	NP_649565.1
OG0006535	XP_017891777.1	NP_001246384.1
OG0006536	XP_017883105.1	NP_573330.3
OG0006537	XP_017879414.1	NP_001097361.1
OG0006538	XP_017876636.1	NP_001260672.1
OG0006539	XP_026672534.1, XP_017886484.1	NP_648879.1
OG0006540	XP_017880546.1	NP_001245851.1
OG0006541	XP_017892367.1	NP_524382.1
OG0006542	XP_017890867.1	NP_001260462.1, NP_610500.2
OG0006543	XP_026669099.1	NP_651400.1
OG0006544	XP_026671676.1	NP_001245588.1
OG0006545	XP_017876040.1	NP_001285789.1
OG0006546	XP_017877916.1	NP_524871.1
OG0006548	XP_017885743.1	NP_511119.2
OG0006549	XP_017891310.1	NP_732721.1
OG0006551	XP_017878681.1	NP_001163782.1
OG0006552	XP_026673330.1	NP_609401.2
OG0006553	XP_017889072.1	NP_001097723.1
OG0006554	XP_026672905.1	NP_648102.2
OG0006555	XP_017883779.1	NP_001286941.1
OG0006556	XP_017877263.1	NP_001246837.1
OG0006558	XP_017880815.1	NP_648782.2
OG0006559	XP_017875629.2	NP_001260606.1
OG0006560	XP_026669719.1	NP_611246.1
OG0006561	XP_017879108.1	NP_523966.2
OG0006562	XP_017881784.1	NP_001189228.1
OG0006563	XP_017877035.1	NP_651886.1
OG0006565	XP_017883147.1	NP_001262415.1
OG0006566	XP_017875893.1	NP_001368934.1
OG0006568	XP_026668202.1	NP_573334.1
OG0006570	XP_026674920.1	NP_610467.1
OG0006571	XP_026675488.1	NP_611965.2
OG0006573	XP_017881372.1	NP_524202.1
OG0006574	XP_017882782.1	NP_001260559.1
OG0006576	XP_017891288.1	NP_572311.1
OG0006577	XP_017879248.1	NP_725221.1
OG0006579	XP_017892861.1	NP_610995.1
OG0006580	XP_017876643.1	NP_648182.1
OG0006581	XP_017889521.1	NP_001284841.1
OG0006582	XP_017884345.1	NP_651320.1
OG0006583	XP_017886069.1	NP_001259968.1
OG0006584	XP_017876348.2	NP_611708.2
OG0006586	XP_017875729.1	NP_573166.1
OG0006587	XP_017891323.1	NP_649025.1
OG0006588	XP_017882492.1	NP_524861.2
OG0006589	XP_017891721.1	NP_648662.1
OG0006590	XP_017891138.1	NP_001260230.1
OG0006591	XP_017885619.1	NP_651326.1
OG0006592	XP_017885343.1	NP_001260421.1
OG0006593	XP_026669427.1	NP_001261850.1
OG0006594	XP_017890170.1	NP_788400.1
OG0006595	XP_017885830.2	NP_524046.2, NP_524045.2
OG0006597	XP_017882225.1	NP_722974.1
OG0006598	XP_017880564.1	NP_001284859.1
OG0006599	XP_017886466.1	NP_573025.2
OG0006600	XP_017886693.1	NP_001027571.3
OG0006601	XP_017876626.1	NP_001245448.1
OG0006602	XP_017877184.1	NP_726062.2
OG0006603	XP_017882568.1	NP_001285466.1
OG0006604	XP_017887571.1	NP_728614.1
OG0006606	XP_026669953.1	NP_477004.5
OG0006607	XP_017892868.1	NP_477023.1
OG0006608	XP_026667841.1, XP_017881660.1	NP_001259183.2
OG0006609	XP_017879881.1	NP_001247045.1
OG0006610	XP_017884974.1	NP_001137709.1
OG0006611	XP_017885370.1	NP_650795.2
OG0006612	XP_017888872.1	NP_610042.1
OG0006614	XP_026675046.1	NP_001263024.1
OG0006615	XP_017878813.1	NP_608822.1
OG0006616	XP_017888574.1	NP_001261396.1
OG0006617	XP_017880673.1	NP_610963.1
OG0006618	XP_017875878.1	NP_001261779.1
OG0006619	XP_017876242.1	NP_651353.1
OG0006620	XP_026672350.1, XP_017885931.1	NP_001260170.1
OG0006621	XP_017889982.1	NP_733258.4
OG0006623	XP_017885459.1	NP_650894.1
OG0006624	XP_026668378.1	NP_725875.3
OG0006625	XP_017878940.2	NP_001303445.1
OG0006626	XP_017877053.1	NP_001259401.1
OG0006627	XP_017889784.1	NP_001262497.1
OG0006628	XP_017878997.1	NP_001027085.1
OG0006629	XP_017878069.1	NP_612086.1
OG0006630	XP_017877979.1	NP_995605.1
OG0006631	XP_017881746.1	NP_723849.1
OG0006632	XP_026672449.1	NP_611544.1
OG0006633	XP_017878246.2	NP_648447.2
OG0006634	XP_017888382.1	NP_647753.1
OG0006635	XP_017877098.1	NP_723746.1
OG0006638	XP_017884915.2	NP_001259129.1
OG0006639	XP_017881426.1	NP_001303569.1
