Orthogroup	Ceratina_calcarata	Solenopsis_invicta
OG0006735	XP_017887320.1	XP_011167244.1
OG0006736	XP_017875492.1	XP_025994441.1
OG0006737	XP_017877516.1, XP_017877517.1	XP_039308760.1, XP_039308761.1, XP_039308759.1
OG0006739	XP_026674512.1	XP_011158763.1
OG0006740	XP_017883110.1	XP_039308504.1
OG0006741	XP_017878162.1	XP_025990760.1
OG0006742	XP_026667825.1	XP_039307646.1
OG0006743	XP_026672542.1, XP_017886413.1	XP_011165379.1
OG0006744	XP_026667460.1	XP_025985937.1, XP_011175981.1
OG0006745	XP_017889886.1	XP_039315010.1
OG0006746	XP_017879263.1, XP_026668962.1	XP_025990677.2
OG0006747	XP_017891498.1	XP_011166019.1, XP_039311082.1, XP_011166018.1
OG0006748	XP_026667714.1	XP_011166498.2
OG0006749	XP_017889172.1	XP_025992966.1
OG0006750	XP_017886762.1	XP_039309345.1
OG0006751	XP_026666788.1	XP_039311216.1
OG0006752	XP_017892682.1	XP_025993852.1
OG0006753	XP_017876374.1	XP_011175156.1
OG0006754	XP_026674989.1	XP_025993452.2
OG0006755	XP_017877889.1, XP_017877882.1	XP_011159381.2
OG0006757	XP_017892791.1, XP_017892790.1	XP_011162516.1
OG0006760	XP_017893259.1	XP_011169804.1
OG0006761	XP_017882663.1, XP_017882664.1	XP_011157711.2
OG0006762	XP_017888125.1	XP_011159532.2
OG0006763	XP_026666463.1, XP_026666462.1, XP_017892894.1, XP_026666465.1	XP_011155842.1
OG0006764	XP_017880008.1, XP_017880007.1, XP_026669260.1	XP_011162397.1
OG0006765	XP_026672974.1	XP_011159906.1
OG0006766	XP_017890284.1	XP_011167230.1, XP_025991176.1
OG0006768	XP_017884389.1	XP_011156503.2
OG0006770	XP_017890411.1	XP_011166742.2, XP_011166743.2
OG0006771	XP_017888792.1	XP_011172002.1
OG0006772	XP_017879168.1	XP_025989464.1
OG0006773	XP_026675126.1, XP_026675125.1, XP_017890968.1, XP_026675124.1	XP_011162526.2
OG0006775	XP_017881176.1, XP_017881174.1, XP_026669908.1	XP_011171010.1, XP_011171009.1, XP_025991045.1
OG0006776	XP_017884579.1	XP_025992137.1
OG0006777	XP_017891256.1	XP_039313464.1
OG0006778	XP_017885162.1	XP_011168315.2
OG0006779	XP_026673392.1, XP_026673035.1	XP_039309970.1
OG0006780	XP_026666854.1, XP_026666856.1, XP_026666855.1	XP_011165688.1
OG0006781	XP_026674384.1, XP_026674383.1, XP_017890231.1, XP_017890234.1, XP_017890232.1	XP_011175112.2, XP_011175110.2, XP_039308413.1, XP_039308415.1, XP_039308414.1
OG0006782	XP_026675135.1, XP_017891757.1	XP_011164955.1
OG0006784	XP_017884044.1, XP_017884043.1	XP_039313528.1, XP_039313529.1
OG0006785	XP_026674346.1, XP_017890244.1	XP_025991667.2, XP_011159708.2
OG0006787	XP_026675636.1, XP_017875750.2	XP_011171087.3
OG0006788	XP_026670111.1	XP_039306783.1
OG0006790	XP_026666759.1	XP_039309682.1
OG0006791	XP_017884640.1, XP_017884639.1	XP_025991395.1, XP_011167600.1
OG0006792	XP_017878089.2	XP_039314108.1
OG0006793	XP_017889928.2	XP_025994007.1
OG0006798	XP_017880237.1	XP_025990007.1
OG0006800	XP_017885827.1	XP_011168715.1
OG0006801	XP_017878775.1	XP_011163166.1
OG0006802	XP_017888962.1	XP_011167408.1
OG0006803	XP_017875144.1	XP_039307041.1
OG0006804	XP_017883182.1	XP_025991944.1
OG0006805	XP_017877469.1	XP_011168302.2
OG0006806	XP_017892183.1	XP_025987393.2
OG0006807	XP_017884470.1	XP_011162160.1
OG0006808	XP_017878799.1	XP_011165604.1
OG0006809	XP_017893316.1	XP_011172828.1
OG0006810	XP_017888343.1	XP_011155977.1
OG0006811	XP_017881360.1	XP_011170297.1
OG0006812	XP_017878688.1	XP_011169017.1
OG0006813	XP_017888151.1	XP_011161226.1
OG0006814	XP_017889608.1	NP_001291537.1
OG0006815	XP_017893381.2	XP_011161467.1
OG0006816	XP_017883959.1	XP_025991711.1
OG0006817	XP_017888352.1	XP_011167682.1
OG0006818	XP_017887774.1	XP_011157662.1
OG0006819	XP_017876881.1	XP_011158807.1
OG0006820	XP_017883466.1	XP_011155675.1
OG0006821	XP_017882205.1	XP_039303711.1
OG0006822	XP_017884295.1	XP_011176399.1
OG0006823	XP_017890940.1	XP_039303593.1, XP_025993025.1
OG0006824	XP_017890198.1	XP_011158447.1
OG0006825	XP_017884984.1	XP_011168951.1
OG0006826	XP_017890664.1	XP_011155370.1
OG0006827	XP_026668810.1	XP_011156375.1
OG0006828	XP_017891507.1	XP_011163922.1
OG0006829	XP_017880441.1	XP_011168351.1
OG0006830	XP_017878078.1	XP_011162147.2
OG0006831	XP_017884458.1	XP_011161999.1
OG0006832	XP_017880500.1	XP_011172082.1
OG0006833	XP_017875429.1	XP_011161189.1
OG0006834	XP_017889892.1	XP_025987630.1
OG0006835	XP_017890816.1	XP_011166948.1
OG0006836	XP_017878003.1	XP_011169117.1
OG0006837	XP_017886384.1	XP_025985986.1
OG0006838	XP_026670936.1	XP_011168540.1
OG0006839	XP_017887329.1	XP_025988539.1
OG0006840	XP_017891510.1	XP_011163936.2
OG0006841	XP_017883377.1	XP_011155627.1
OG0006842	XP_017881493.1	XP_011172417.1
OG0006843	XP_017875608.1	XP_011158275.1
OG0006844	XP_017883898.1	XP_011161410.1
OG0006845	XP_017882361.1	XP_011156516.1
OG0006846	XP_017889308.1	XP_011165194.1, XP_011165191.1
OG0006847	XP_017885253.1	XP_011157965.1
OG0006848	XP_017887870.1	XP_011166844.1
OG0006849	XP_017879034.1	XP_011170969.1
OG0006850	XP_017890400.1	XP_011162559.1
OG0006851	XP_017875105.1	XP_011168599.1
OG0006852	XP_017884874.1	XP_039306913.1
OG0006853	XP_017875471.1	XP_011175199.1
OG0006854	XP_017889749.1	XP_011161500.1
OG0006855	XP_017882582.1	XP_039304202.1
OG0006856	XP_017879702.1	XP_011155864.2
OG0006857	XP_026671124.1	XP_011167091.1
OG0006858	XP_026667244.1	XP_011166355.1
OG0006859	XP_017888101.1	XP_025991358.2
OG0006860	XP_017882144.1	XP_011170328.2
OG0006861	XP_017884463.1	XP_039312819.1
OG0006862	XP_017882450.1	XP_011170995.1
OG0006863	XP_017890908.1	XP_011172628.1
OG0006864	XP_017892447.1	XP_011164043.1
OG0006865	XP_017880006.1	XP_025995970.1
OG0006866	XP_017886457.1	XP_025992525.1
OG0006867	XP_017881189.1	XP_011163140.1
OG0006868	XP_017886036.1	XP_011164146.1
OG0006869	XP_026670261.1	XP_011170318.1
OG0006870	XP_017878163.1	XP_011165354.1
OG0006871	XP_017878993.1	XP_011160858.1
OG0006872	XP_017889346.1	XP_011170427.1
OG0006873	XP_017893091.1	XP_011175896.1
OG0006874	XP_026666500.1	XP_025997118.1
OG0006875	XP_017892902.1	XP_011173376.2
OG0006876	XP_017885182.1	XP_011156047.1
OG0006877	XP_026668801.1	XP_011168125.1
OG0006878	XP_017878548.1	XP_039307986.1
OG0006879	XP_017889407.1	XP_025986620.1
OG0006880	XP_017887411.1	XP_011164983.1
OG0006882	XP_017879599.1	XP_011170726.1
OG0006883	XP_017890050.1	XP_011159332.2
OG0006884	XP_017879282.1	XP_011158660.1
OG0006885	XP_017878588.1	XP_011172260.1
OG0006886	XP_017888353.1	XP_011155598.2
OG0006887	XP_017891353.1	XP_011162472.1
OG0006888	XP_017890122.1	XP_011170187.1
OG0006889	XP_026672098.1, XP_026672097.1, XP_026672096.1, XP_017885463.1	XP_039312642.1
OG0006890	XP_017882181.1	XP_025990083.1
OG0006891	XP_017877747.1	XP_011155931.1
OG0006892	XP_017892379.1	XP_011172426.1
OG0006893	XP_017878547.1	XP_011162880.2
OG0006894	XP_017892772.1	XP_011164954.1
OG0006895	XP_017888905.1	XP_011163228.1
OG0006896	XP_017883052.1	XP_011157724.1
OG0006897	XP_017889698.1	XP_025991950.1
OG0006898	XP_017881641.1	XP_011175550.2
OG0006899	XP_017892654.1	XP_025996263.1
OG0006900	XP_017882207.1	XP_039304227.1
OG0006901	XP_017879877.1	XP_011160403.2
OG0006902	XP_017878535.1	XP_025992813.1
OG0006903	XP_017891814.1	XP_011168087.1
OG0006904	XP_017881260.1	XP_039304896.1, XP_039311131.1
OG0006905	XP_026673196.1	XP_011165312.2
OG0006906	XP_017876203.1	XP_011169153.1
OG0006907	XP_017877370.1	XP_011160303.1
OG0006908	XP_017877002.1	XP_011163154.1
OG0006909	XP_017875433.1	XP_011175183.1
OG0006910	XP_017878712.1	XP_011158113.2
OG0006911	XP_017885856.1	XP_025988214.2
OG0006912	XP_026675284.1	XP_011158190.3
OG0006913	XP_026671378.1	XP_025990575.1
OG0006914	XP_017888970.1	XP_011162567.1
OG0006915	XP_017890759.1	XP_011165510.1
OG0006917	XP_017876654.1	XP_011159779.2
OG0006918	XP_017879829.1	XP_011176373.1
OG0006919	XP_026671114.1	XP_011163389.1
OG0006920	XP_026674730.1	XP_039302652.1
OG0006921	XP_017887901.1	XP_011168364.1
OG0006922	XP_017886336.1	XP_011166044.1
OG0006923	XP_017876470.1	XP_011167013.1
OG0006924	XP_017882690.1, XP_026670678.1	XP_039301806.1
OG0006925	XP_017878399.1	XP_025987983.1
OG0006926	XP_026668392.1	XP_039310015.1
OG0006927	XP_026667530.1	XP_011173517.1
OG0006928	XP_017892195.1	XP_039307264.1
OG0006929	XP_017877652.1	XP_025988918.1
OG0006930	XP_017885771.1	XP_011166430.2
OG0006931	XP_017878402.1	XP_025986323.1
OG0006932	XP_017886463.1	XP_025990985.1
OG0006933	XP_017891842.1	XP_011175428.1
OG0006934	XP_017877569.1	XP_011168932.2
OG0006935	XP_017887894.1	XP_011168311.1
OG0006936	XP_026667110.1	XP_011161177.1, XP_011161178.1
OG0006937	XP_017886437.1	XP_025991919.1
OG0006938	XP_017879125.1	XP_011161422.1
OG0006940	XP_017888108.1	XP_011158521.1
OG0006941	XP_017884525.1	XP_025992126.1
OG0006943	XP_017882174.1	XP_011159500.1
OG0006944	XP_026669585.1	XP_011163294.1
OG0006945	XP_017887956.1	XP_011164397.1
OG0006947	XP_017878231.1	XP_025989324.1
OG0006948	XP_017884976.1	XP_011166086.1
OG0006949	XP_017881121.1	XP_025996968.1
OG0006950	XP_017892597.1	XP_011174346.1
OG0006951	XP_017882608.1	XP_011161131.1
OG0006952	XP_017875314.1	XP_011169317.1
OG0006953	XP_017879451.1	XP_039312037.1
OG0006954	XP_017888266.1	XP_039310217.1
OG0006955	XP_017893377.1	XP_011160597.1
OG0006956	XP_017886587.1	XP_011173656.1
OG0006957	XP_017888963.1	XP_025986244.1
OG0006958	XP_017878617.1	XP_011155483.1
OG0006959	XP_017875082.1	XP_039314138.1
OG0006960	XP_026671992.1	XP_011167698.1
OG0006961	XP_017889446.1	XP_039303774.1
OG0006962	XP_017877954.1	XP_011173461.1
OG0006964	XP_017888011.1	XP_011167714.1
OG0006965	XP_017878964.1	XP_011158266.1
OG0006966	XP_026675477.1	XP_039314503.1, XP_011172368.1
OG0006967	XP_017885325.1	XP_039305151.1, XP_039305917.1
OG0006968	XP_017886351.1	XP_011166196.1
OG0006969	XP_017888908.1	XP_039308918.1
OG0006970	XP_017877266.1	XP_039310580.1
OG0006971	XP_017893085.1	XP_025994196.2
OG0006972	XP_017875829.1	XP_039311409.1
OG0006973	XP_017893318.1	XP_011162679.1
OG0006974	XP_017888054.1	XP_011167602.1
OG0006975	XP_017888106.1	XP_025991372.1
OG0006976	XP_017884324.1	XP_011169432.1
OG0006977	XP_017875539.1	XP_011173387.2
OG0006978	XP_026667517.1	XP_039314419.1, XP_039314422.1, XP_011160166.2, XP_025987787.2
OG0006979	XP_017885924.1	XP_039310946.1
OG0006980	XP_017892679.1	XP_039313697.1
OG0006981	XP_017887565.1	XP_039310706.1
OG0006982	XP_017879932.1	XP_039302772.1
OG0006983	XP_017887573.1	XP_011165080.1
OG0006984	XP_017876169.1	XP_011161849.2
OG0006986	XP_026667353.1	XP_011160990.1
OG0006987	XP_017891206.1	XP_011175088.2
OG0006988	XP_017876427.1	XP_011169651.1
OG0006989	XP_026671336.1	XP_039313035.1
OG0006990	XP_017878011.1	XP_025993792.1
OG0006991	XP_017880588.1	XP_025987100.1
OG0006992	XP_017880404.1	XP_011165343.1
OG0006993	XP_017887922.1	XP_011160117.1
OG0006994	XP_017879521.1	XP_011162641.1
OG0006995	XP_026670193.1	XP_025992398.1
OG0006996	XP_017884646.1	XP_011172767.1, XP_039306116.1
OG0006997	XP_017880140.1	XP_025990003.2, XP_039310062.1, XP_039310059.1
OG0006998	XP_017875880.1	XP_011155476.1
OG0006999	XP_017879918.1	XP_011162081.1
OG0007000	XP_017892248.1	XP_011161358.2
OG0007001	XP_017882846.1	XP_011159151.1
OG0007002	XP_017893303.1	XP_011172219.1
OG0007003	XP_017879873.1	XP_011169753.1
OG0007004	XP_017878779.1	XP_011175367.1
OG0007005	XP_026670479.1	XP_039304731.1, XP_011159278.2
OG0007006	XP_017891811.1	XP_025988671.1
OG0007007	XP_017881192.1	XP_011163145.1
OG0007008	XP_026674416.1, XP_017890317.1	XP_011161461.2
OG0007009	XP_017877957.1	XP_011158265.1
OG0007010	XP_017888546.1	XP_011166750.2
OG0007011	XP_017881185.1	XP_011159307.1
OG0007012	XP_026670308.1	XP_011163036.2
OG0007013	XP_017877920.1	XP_011162159.2
OG0007014	XP_017880840.1	XP_011165985.1
OG0007016	XP_017881725.1	XP_025987671.2
OG0007017	XP_017887859.1	XP_011170700.1
OG0007018	XP_017875809.1	XP_039305581.1
OG0007019	XP_017877271.1	XP_011155604.1
OG0007020	XP_017889778.1	XP_011168107.1
OG0007021	XP_017887277.1	XP_025993727.1
OG0007022	XP_017879800.1	XP_011169202.2
OG0007023	XP_017883527.1	XP_011170823.1
OG0007024	XP_017885560.1	XP_011162780.1
OG0007025	XP_017878996.1	XP_011157253.1
OG0007026	XP_017876518.1	XP_011176022.1
OG0007027	XP_026667386.1	XP_011164839.1
OG0007028	XP_026674627.1	XP_011165475.2
OG0007029	XP_017890530.1	XP_011156320.1
OG0007030	XP_017884985.1	XP_011157354.1
OG0007031	XP_017879026.1	XP_025988099.1
OG0007033	XP_017880515.1	XP_025995728.1
OG0007035	XP_017883456.1	XP_011176335.1
OG0007036	XP_017885900.1	XP_011163949.1
OG0007038	XP_017889830.1	XP_011161961.1
OG0007039	XP_017882282.1	XP_011169192.1
OG0007040	XP_017892133.1	XP_011156533.1
OG0007041	XP_017887697.1	XP_011165140.2
OG0007042	XP_017888553.1	XP_011175952.1
OG0007043	XP_017886561.1	XP_011160556.1
OG0007044	XP_017887454.1	XP_011168958.1
OG0007045	XP_017875325.1	XP_011170377.1
OG0007046	XP_026670649.1	XP_039307073.1
OG0007047	XP_017884778.1	XP_039310629.1
OG0007048	XP_017889891.1	XP_011165831.1
OG0007049	XP_017884185.1	XP_011167183.1
OG0007050	XP_017881622.1	XP_011168577.1
OG0007051	XP_026674248.1	XP_039302677.1
OG0007052	XP_017884029.1	XP_011175681.1
OG0007053	XP_017885446.1	XP_025989960.1
OG0007054	XP_026672144.1	XP_039308859.1
OG0007055	XP_026666691.1	XP_011166888.1
OG0007056	XP_017878153.1	XP_011170370.3
OG0007057	XP_017878116.1	XP_011170070.1
OG0007058	XP_017875935.1	XP_011169677.1
OG0007059	XP_017890274.1	XP_039310695.1, XP_039310694.1
OG0007060	XP_026671870.1	XP_025988132.1
OG0007061	XP_017880642.1	XP_011167466.2
OG0007062	XP_017881046.1	XP_011172112.1
OG0007063	XP_017888557.1	XP_011158039.2
OG0007064	XP_017876135.1	XP_039309501.1
OG0007065	XP_017889915.1	XP_011165834.1
OG0007066	XP_017877099.1	XP_039315639.1
OG0007067	XP_017889969.1	XP_011164084.1
OG0007068	XP_026670491.1	XP_011168586.1
OG0007069	XP_017893374.1	XP_011168324.1
OG0007070	XP_017881468.1	XP_011172842.2
OG0007071	XP_017882485.1	XP_011168557.1
OG0007072	XP_026673080.1	XP_011162800.1
OG0007073	XP_017884987.1	XP_011157353.2
OG0007074	XP_017885764.1	XP_011163872.1
OG0007075	XP_017889425.1	XP_039309852.1
OG0007076	XP_017876649.1	XP_011167002.2
OG0007077	XP_017886308.1	XP_011169423.1
OG0007078	XP_017883452.1	XP_011172242.1
OG0007079	XP_017882474.1	XP_011162720.1
OG0007080	XP_017884578.1	XP_025992136.2
OG0007081	XP_017883707.1	XP_011163711.2
OG0007082	XP_017881973.1	XP_039312455.1
OG0007083	XP_017890843.1	XP_025990315.1
OG0007084	XP_017888541.1	XP_039308846.1
OG0007085	XP_017890918.1	XP_011164342.1
OG0007086	XP_017880059.1	XP_011156307.1
OG0007087	XP_017881248.1	XP_011166471.1
OG0007088	XP_017877302.1	XP_011155603.1
OG0007089	XP_017879789.1	XP_011162550.1
OG0007090	XP_017877901.1	XP_011159375.1
OG0007091	XP_017880787.1	XP_011176314.1
OG0007092	XP_017880227.1	XP_011170759.1
OG0007093	XP_017879618.1	XP_025996304.1
OG0007094	XP_017875620.1	XP_025990162.1
OG0007095	XP_017893127.1	XP_025992081.1
OG0007096	XP_017882421.2	XP_025991049.1
OG0007097	XP_017891604.1	XP_025992054.2
OG0007098	XP_017876105.1	XP_025993641.1
OG0007099	XP_017881892.1	XP_011158455.1
OG0007100	XP_026666586.1	XP_025992631.2
OG0007101	XP_017890042.1	XP_011155461.1
OG0007102	XP_017882993.1	XP_011173309.2
OG0007103	XP_017881205.1	XP_011168763.1
OG0007104	XP_017891103.1	XP_011167409.1
OG0007105	XP_017890105.1	XP_011169899.1
OG0007106	XP_017893014.1	XP_011175561.1
OG0007108	XP_017879215.1	XP_025987943.1
OG0007109	XP_017880406.1	XP_011159487.1
OG0007110	XP_017877949.2	XP_039314908.1
OG0007111	XP_017882471.1	XP_039310525.1
OG0007112	XP_026672030.1	XP_011162847.1
OG0007113	XP_017877038.1	XP_011170420.1
OG0007114	XP_017875252.1	XP_025988243.1
OG0007115	XP_017877642.1	XP_039302605.1
OG0007116	XP_017880679.1	XP_011159317.1
OG0007117	XP_017882714.1	XP_011166238.1
OG0007118	XP_017876783.1	XP_011162165.1
OG0007119	XP_017887989.1	XP_011176230.1
OG0007120	XP_017889627.1	XP_011159236.1
OG0007121	XP_017875346.1	XP_011171931.1
OG0007122	XP_017893657.1	XP_011167849.1
OG0007123	XP_017880896.1	XP_039304125.1
OG0007124	XP_026671227.1	XP_011163527.1
OG0007125	XP_017879279.1	XP_025989282.1
OG0007126	XP_017882785.1	XP_011175389.1
OG0007127	XP_017893249.1	XP_011162699.2
OG0007128	XP_017888234.1	XP_011169031.1
OG0007129	XP_017875648.1	XP_011165940.1
OG0007130	XP_017878054.1	XP_011168268.1
OG0007131	XP_017887993.1	XP_011173192.1
OG0007132	XP_017888058.1	XP_025991366.1
OG0007133	XP_017882113.1	XP_011171480.1
OG0007134	XP_017879371.1	XP_025989925.1
OG0007135	XP_017884062.1	XP_025995355.1
OG0007136	XP_017878788.1	XP_039312164.1
OG0007137	XP_017888099.1	XP_011166865.1
OG0007139	XP_017890312.1	XP_011157982.1
OG0007140	XP_017879029.1	XP_025996711.1
OG0007141	XP_017893387.1	XP_011160898.1
OG0007142	XP_017893416.1	XP_011157969.1
OG0007143	XP_017888079.1	XP_011156488.1
OG0007144	XP_017884152.1	XP_011173361.1
OG0007145	XP_017893320.1	XP_011157855.1
OG0007146	XP_017883387.1	XP_011164086.1
OG0007147	XP_017884385.1	XP_039302198.1
OG0007148	XP_017880502.1	XP_011165309.1
OG0007149	XP_026668049.1	XP_011166399.1
OG0007150	XP_017889747.1	XP_039304207.1
OG0007151	XP_017888488.1	XP_011167301.1
OG0007152	XP_017890542.1	XP_011169061.1
OG0007153	XP_017890437.1	XP_011172791.1
OG0007154	XP_017884531.1	XP_011173386.1
OG0007155	XP_017886851.1	XP_011173164.1
OG0007156	XP_017888901.1	XP_011163335.1
OG0007157	XP_017888949.1	XP_025992965.1
OG0007158	XP_017892544.1	XP_011161427.1
OG0007159	XP_026671080.1	XP_011167980.2
OG0007160	XP_017885042.1	XP_011173203.1
OG0007161	XP_017891509.1	XP_011163935.1
OG0007162	XP_026672987.1	XP_011161910.1
OG0007163	XP_017892992.1	XP_011175687.1
OG0007164	XP_017892841.1	XP_011157940.1
OG0007165	XP_017876048.1	XP_011163996.1
OG0007166	XP_017879544.1	XP_025992974.1
OG0007168	XP_017884050.1	XP_011171738.1
OG0007169	XP_017887738.1	XP_011164442.2
OG0007170	XP_017887654.1	XP_011160423.1
OG0007171	XP_017877103.2	XP_025996834.2
OG0007172	XP_017887945.1	XP_011175626.1
OG0007173	XP_017880613.1	XP_011159351.1
OG0007174	XP_017883568.1	XP_011172317.1
OG0007175	XP_017879856.1	XP_011155477.1
OG0007176	XP_017875448.1	XP_039306522.1
OG0007177	XP_017878180.1	XP_011166842.1
OG0007178	XP_017881773.1	XP_011163602.1
OG0007179	XP_017876900.1	XP_011176375.1
OG0007180	XP_017880804.1	XP_011164538.2
OG0007181	XP_017889480.1	XP_039304190.1
OG0007182	XP_017884853.1	XP_011155695.2
OG0007183	XP_017887290.1	XP_011157094.1
OG0007184	XP_017892275.1	XP_011175125.1
OG0007185	XP_017879822.1	XP_011159697.1
OG0007186	XP_017887294.1, XP_017887295.1	XP_011163279.2
OG0007187	XP_017877027.1	XP_011168526.1
OG0007188	XP_026667775.1	XP_011169145.2
OG0007189	XP_017887618.1	XP_025986173.2
OG0007190	XP_017885246.1	XP_025993612.1
OG0007192	XP_017877258.1	XP_025995052.2
OG0007193	XP_026674665.1	XP_011155447.1
OG0007194	XP_017890291.1	XP_011161455.2
OG0007195	XP_017882449.1	XP_011171000.1
OG0007197	XP_017883576.1	XP_025989652.1
OG0007198	XP_017893685.1	XP_011172545.1
OG0007199	XP_017891853.1	XP_011171864.1
OG0007200	XP_017875050.1	XP_039302243.1
OG0007201	XP_026668542.1	XP_039307987.1
OG0007202	XP_017878208.1	XP_011158786.2
OG0007205	XP_017880901.1	XP_039311225.1
OG0007206	XP_026675563.1	XP_025992694.2
OG0007207	XP_017876995.1, XP_017881358.2	XP_039307978.1, XP_039307977.1
OG0007208	XP_017891069.1	XP_011158822.1
OG0007209	XP_026666746.1	XP_039311086.1
OG0007210	XP_026670049.1	XP_025991130.2
OG0007211	XP_017880682.1	XP_039301939.1
OG0007212	XP_026670857.1	XP_025993266.2
OG0007213	XP_017893460.1	XP_025990411.1
OG0007216	XP_017876030.1	XP_011175814.1
OG0007217	XP_017878640.1	XP_011168168.1
OG0007218	XP_026674303.1	XP_011155469.1, XP_039308917.1
OG0007219	XP_026670063.1	XP_011170967.2
OG0007220	XP_017875369.1	XP_011165226.1
OG0007221	XP_017878031.1	XP_011163513.3
OG0007222	XP_017878630.1	XP_025991171.1
OG0007223	XP_026674543.1	XP_011156907.1
OG0007225	XP_026673872.1	XP_039312564.1
OG0007226	XP_017876520.1	XP_011168939.1
OG0007227	XP_017892664.2	XP_025992250.2
OG0007228	XP_017881015.1	XP_011161556.1
OG0007229	XP_017892443.1	XP_025995796.1
OG0007230	XP_017880054.1	XP_011164882.1
OG0007231	XP_017891374.1	XP_011162503.1
OG0007232	XP_017893480.1	XP_011158144.1
OG0007233	XP_017876775.1, XP_026667737.1	XP_011159031.1
OG0007234	XP_017889872.1	XP_039315048.1
OG0007235	XP_017878313.1	XP_011156707.1
OG0007236	XP_017883275.1	XP_025988253.1
OG0007237	XP_017893081.1	XP_011175895.1
OG0007238	XP_017875470.1	XP_011175204.1
OG0007239	XP_017885879.1	XP_011165791.1
OG0007240	XP_026669004.1, XP_026669067.1, XP_026669002.1	XP_025987312.1, XP_025987311.1
OG0007241	XP_017884875.1	XP_011158482.1
OG0007242	XP_017888752.1	XP_025987788.1
OG0007243	XP_017878805.1	XP_011176329.1
OG0007244	XP_017890611.1	XP_011176207.1
OG0007245	XP_017879763.1	XP_011169206.1
OG0007246	XP_017876994.1	XP_039302308.1, XP_039302310.1
OG0007247	XP_017881482.1	XP_011163440.1
OG0007248	XP_026669189.1	XP_011159695.1
OG0007249	XP_026674104.1	XP_039314194.1
OG0007250	XP_017885945.1	XP_011156199.1
OG0007251	XP_017886854.1	XP_025991713.1
OG0007252	XP_017892458.1	XP_011172448.1
OG0007253	XP_017877046.1	XP_011175494.1
OG0007254	XP_017876811.1	XP_011157766.1
OG0007255	XP_017876167.1	XP_011162478.1
OG0007256	XP_017891425.2	XP_011167384.2, XP_011167385.2, XP_039305424.1, XP_011167383.2
OG0007257	XP_017891155.1	XP_025995290.1
OG0007258	XP_017882922.1	XP_025996247.1
OG0007259	XP_017881455.1	XP_011168409.1
OG0007260	XP_017884396.1	XP_011157025.1
OG0007262	XP_017880821.1	XP_025994158.1
OG0007263	XP_026667496.1	XP_011161690.1
OG0007264	XP_017885380.1	XP_011171194.1
OG0007265	XP_017889063.1	XP_011168075.1
OG0007266	XP_017886455.1	XP_025994111.2
OG0007268	XP_017882498.1	XP_011176140.1
OG0007269	XP_017875345.1	XP_025992736.2
OG0007270	XP_026666606.1	XP_011162694.1
OG0007271	XP_017876583.1	XP_039312139.1
OG0007272	XP_017883573.1	XP_011172380.1
OG0007273	XP_026668092.1	XP_039311476.1
OG0007275	XP_017878161.1	XP_011155900.1
OG0007276	XP_026667648.1	XP_039312839.1
OG0007277	XP_017884314.1	XP_011158855.1
OG0007278	XP_017891760.1	XP_011169309.1
OG0007279	XP_017881109.1	XP_011157747.1
OG0007280	XP_026666895.1	XP_039308830.1
OG0007281	XP_017892360.1	XP_011156191.1
OG0007282	XP_026671948.1	XP_011156612.2
OG0007283	XP_017887427.1	XP_039307107.1
OG0007284	XP_017881780.1	XP_011165673.1
OG0007285	XP_017892833.2	XP_025994958.1
OG0007286	XP_017883587.1	XP_011169954.2
OG0007287	XP_017887302.1	XP_011171830.1
OG0007288	XP_017882033.1	XP_039311794.1
OG0007289	XP_017889042.1	XP_011175584.1
OG0007290	XP_017891516.1	XP_011163927.1
OG0007291	XP_017880646.1	XP_011167465.1
OG0007292	XP_026669018.1, XP_026666823.1	XP_039315387.1
OG0007293	XP_017884249.1	XP_011172116.2
OG0007294	XP_017880115.1	XP_011173632.1
OG0007295	XP_017883186.1	XP_039314827.1
OG0007296	XP_017875157.1	XP_011166937.2
OG0007297	XP_017879127.1	XP_025990229.2
OG0007298	XP_017879563.1	XP_039305881.1
OG0007299	XP_017885450.1	XP_039305492.1
OG0007300	XP_017892439.1	XP_011163904.1
OG0007301	XP_017877965.1	XP_011159370.1
OG0007302	XP_017889117.1	XP_039305582.1
OG0007303	XP_017879835.1	XP_011159456.1
OG0007304	XP_017889644.1	XP_011166214.1
OG0007305	XP_026669247.1	XP_011169238.1
OG0007306	XP_017889275.1	XP_039310487.1
OG0007307	XP_017887496.1	XP_011169996.1
OG0007309	XP_017890956.1	XP_039315637.1
OG0007310	XP_017893295.1	XP_011172835.1
OG0007311	XP_017881744.1	XP_011162156.1
OG0007312	XP_026675116.1	XP_011162504.1
OG0007313	XP_026669423.1	XP_025996471.1
OG0007314	XP_017877697.1	XP_039305864.1
OG0007315	XP_017892732.1	XP_039312027.1
OG0007316	XP_017882526.1	XP_025992610.1
OG0007317	XP_017881974.1, XP_026670307.1	XP_039312905.1
OG0007318	XP_017891754.1	XP_025989956.1
OG0007319	XP_017889964.1	XP_039307475.1
OG0007320	XP_017879938.1	XP_011165583.1
OG0007321	XP_017886728.1	XP_011166115.1
OG0007322	XP_017876480.1	XP_011162574.1
OG0007323	XP_017876373.1	XP_011167535.1
OG0007324	XP_017893650.1	XP_011165682.1
OG0007325	XP_017888714.1	XP_025992094.1
OG0007326	XP_026675064.1	XP_039305261.1
OG0007327	XP_017891032.1	XP_011175641.2
