Orthogroup	Ceratina_calcarata	Acyrthosiphon_pisum
OG0005954	XP_026672992.1	NP_001156841.1, XP_029342006.1
OG0005955	XP_017876853.1	NP_001162106.1
OG0005956	XP_017884752.1	NP_001165436.1, XP_003246548.1
OG0005957	XP_017882706.1	NP_001165848.1, XP_029346308.1
OG0005958	XP_017879381.1	NP_001191853.1
OG0005959	XP_017892817.1, XP_017887821.1	NP_001191889.1
OG0005960	XP_026668800.1	NP_001191921.1
OG0005961	XP_017875263.1	NP_001191929.1
OG0005962	XP_017885923.1	NP_001191942.1
OG0005963	XP_017891375.1	NP_001191944.1
OG0005964	XP_017885152.1	NP_001191951.1, XP_016661162.1
OG0005965	XP_017883471.1	NP_001192095.1, NP_001192094.1
OG0005966	XP_026667127.1	NP_001229570.1
OG0005967	XP_026671837.1	NP_001232938.1, XP_008179279.1
OG0005968	XP_017892352.1	NP_001232974.1
OG0005969	XP_017884644.1	NP_001232976.1, XP_029344769.1
OG0005970	XP_017884762.1	NP_001232986.1, XP_008186571.1
OG0005971	XP_017882204.1	NP_001232994.1
OG0005972	XP_017875949.1	NP_001233010.1, XP_029342008.1
OG0005973	XP_017893116.1	NP_001233071.1
OG0005974	XP_017880848.1	NP_001233076.1
OG0005975	XP_017883086.1	NP_001233078.1
OG0005976	XP_026669724.1	NP_001233089.1
OG0005978	XP_017884194.1	NP_001233120.1, XP_016657692.1
OG0005979	XP_017889302.1	NP_001280255.1
OG0005980	XP_017885412.1, XP_017875148.1	NP_001280256.1
OG0005981	XP_017876972.1	NP_001280259.1
OG0005982	XP_017892471.1	XP_008187894.1, NP_001280284.1
OG0005983	XP_017887878.1	NP_001280302.1
OG0005984	XP_017886306.1	NP_001280316.1, XP_001951901.2
OG0005985	XP_017882199.1	XP_016658303.1, NP_001280319.1
OG0005986	XP_017893624.1	XP_008187009.1, NP_001280335.1
OG0005987	XP_017892438.1	NP_001280341.1, XP_029341887.1, XP_001945194.2
OG0005988	XP_017892300.1	XP_001946901.1, NP_001280342.1
OG0005989	XP_017882525.1	NP_001280352.1
OG0005990	XP_017876772.1	NP_001280358.1
OG0005991	XP_017889802.1	NP_001280381.1
OG0005992	XP_017882695.1	NP_001280395.1, XP_029346882.1
OG0005993	XP_017891109.1	NP_001280414.1, XP_008187414.1
OG0005994	XP_017876733.1	NP_001280420.1
OG0005995	XP_017886892.1	XP_016663205.1, NP_001280430.1
OG0005996	XP_017883373.1	XP_008181412.1, NP_001280449.1
OG0005997	XP_017877593.1	NP_001280453.1
OG0005998	XP_017877921.1	NP_001280474.1, XP_001945013.2
OG0005999	XP_017882612.1	NP_001280477.1
OG0006000	XP_017886298.1	NP_001280485.1
OG0006001	XP_017875767.1	NP_001313549.1
OG0006002	XP_017884411.1, XP_026671538.1	NP_001313554.1
OG0006003	XP_017881500.1	NP_001313565.1
OG0006004	XP_017877824.1	NP_001313570.1
OG0006005	XP_017875046.1	NP_001313593.1
OG0006006	XP_017892814.1	XP_001942534.1
OG0006007	XP_017877989.1	XP_001942573.2
OG0006008	XP_026672300.1	XP_001942592.2
OG0006009	XP_017889390.1	XP_001942663.1
OG0006010	XP_017878279.1	XP_001942728.1
OG0006011	XP_017880937.1	XP_001942737.1
OG0006012	XP_017876840.1	XP_001942745.1
OG0006013	XP_017889318.1	XP_001942746.2
OG0006014	XP_017892063.1	XP_003245638.1, XP_001942748.2
OG0006015	XP_017886839.1	XP_001942780.2
OG0006016	XP_017889718.2	XP_001942818.2
OG0006017	XP_026671516.1	XP_001942820.2
OG0006018	XP_026675353.1	XP_001942832.2
OG0006019	XP_017888606.1	XP_001942851.3, XP_029345849.1
OG0006020	XP_017880721.1	XP_001942885.1
OG0006021	XP_017889932.1	XP_001942890.2
OG0006022	XP_017879708.1	XP_001942914.1
OG0006023	XP_017891589.1	XP_001942922.1, XP_008182860.1
OG0006024	XP_017875498.1	XP_001942930.2
OG0006025	XP_017881977.1	XP_001942943.2
OG0006026	XP_017881815.1	XP_001942955.2
OG0006027	XP_017875380.1	XP_001942957.2
OG0006028	XP_026675532.1	XP_001942969.2
OG0006029	XP_017890826.1	XP_001943012.2
OG0006030	XP_017886108.1	XP_001943013.2
OG0006031	XP_017892718.1	XP_001943017.2
OG0006032	XP_017884662.1	XP_001943051.1
OG0006033	XP_017892643.1	XP_001943111.1
OG0006034	XP_017881458.1	XP_001943122.1
OG0006035	XP_017892470.1	XP_001943152.1
OG0006036	XP_017885986.1	XP_001943219.2
OG0006037	XP_017886930.1	XP_001943223.1
OG0006038	XP_017892731.1	XP_001943231.1
OG0006039	XP_017893580.2	XP_001943272.1
OG0006040	XP_017889832.2	XP_001943293.1
OG0006041	XP_017891126.1	XP_001943300.2
OG0006042	XP_017890027.1	XP_001943338.2
OG0006043	XP_017888230.1	XP_001943365.2
OG0006044	XP_017880090.1	XP_001943401.2
OG0006045	XP_017889300.1	XP_001943407.1, XP_008185132.1
OG0006046	XP_017893280.2	XP_003243863.1, XP_001943453.2
OG0006047	XP_017876279.1	XP_001943489.1
OG0006048	XP_026666899.1	XP_001943558.3
OG0006049	XP_017877361.1	XP_001943651.2
OG0006050	XP_017879363.1	XP_001943653.1
OG0006051	XP_017882289.1	XP_001946500.2, XP_001943674.1
OG0006052	XP_017892188.1	XP_001943727.1
OG0006053	XP_026670818.1	XP_001943731.2
OG0006054	XP_017880627.1	XP_001943765.1
OG0006055	XP_017875112.1	XP_001943831.2
OG0006056	XP_017883108.1	XP_001943840.2
OG0006057	XP_017883329.1	XP_001943846.2, XP_003248904.2
OG0006058	XP_017880156.1	XP_001943886.1
OG0006059	XP_017878632.1	XP_001943895.2
OG0006060	XP_017891831.1	XP_001943933.2
OG0006061	XP_017881026.1	XP_001943966.2
OG0006062	XP_017877917.1	XP_001943983.1
OG0006063	XP_026668689.1	XP_001944025.1
OG0006064	XP_017879926.1	XP_001944044.1
OG0006065	XP_017888178.1	XP_001944107.2
OG0006066	XP_017886244.1	XP_001944113.1
OG0006067	XP_017892277.1	XP_001944116.1
OG0006068	XP_017893434.2	XP_008179861.1, XP_016657351.1, XP_001944237.1
OG0006069	XP_017875765.1	XP_001944272.2, XP_003247238.1
OG0006070	XP_017877787.1	XP_001944291.2
OG0006071	XP_017887537.1	XP_001944307.2
OG0006072	XP_017884641.1	XP_001944318.1
OG0006073	XP_017879177.1	XP_001944319.2
OG0006074	XP_017891798.1	XP_008189617.1, XP_001944385.1
OG0006075	XP_026669649.1	XP_001944489.1
OG0006076	XP_017876384.1	XP_016657449.1, XP_001944509.2
OG0006077	XP_017889175.1	XP_001944540.1
OG0006078	XP_017887278.1	XP_001944546.2
OG0006079	XP_017888588.1	XP_001944560.1, XP_029344372.1
OG0006080	XP_017892074.1	XP_001944611.1
OG0006081	XP_017891388.1	XP_001944615.3
OG0006082	XP_017877168.1	XP_001944638.1, XP_001946818.1
OG0006083	XP_017876185.1	XP_001944695.1
OG0006084	XP_026674110.1	XP_001944722.2
OG0006085	XP_017879555.1	XP_001944743.2
OG0006086	XP_017887974.1	XP_001944795.1
OG0006087	XP_017891677.1, XP_017891676.1	XP_001944891.1
OG0006088	XP_026672061.1	XP_001944944.1
OG0006089	XP_017877342.1	XP_001944971.1, XP_016658301.1
OG0006090	XP_017879985.1	XP_001944973.1
OG0006091	XP_017893064.1	XP_001944977.1
OG0006092	XP_017893658.1	XP_001944986.2
OG0006093	XP_017876916.1	XP_001945086.1
OG0006094	XP_017875418.1	XP_001945091.2, XP_008183120.1
OG0006095	XP_017883085.1	XP_001945092.1
OG0006096	XP_017889854.1	XP_001945125.2
OG0006097	XP_017883200.1	XP_001945177.2
OG0006098	XP_026675646.1	XP_001945184.2
OG0006099	XP_017883450.1	XP_016660591.1, XP_001945193.2
OG0006100	XP_026668529.1	XP_001945247.1
OG0006101	XP_017875609.1	XP_001945259.1
OG0006102	XP_017882415.1	XP_001945260.2
OG0006103	XP_026670524.1, XP_017882416.1	XP_001945286.2
OG0006104	XP_026667106.1	XP_001945295.1
OG0006105	XP_017892783.1	XP_001945306.2
OG0006106	XP_017875748.1	XP_001945316.1
OG0006107	XP_026672147.1, XP_017882921.2	XP_001945391.2
OG0006108	XP_017889265.1, XP_017889313.1	XP_001945415.1
OG0006109	XP_017889193.2, XP_017892145.1, XP_017888594.2	XP_001945418.2
OG0006110	XP_017885600.2	XP_001945450.1, XP_003248783.2
OG0006111	XP_017886454.1	XP_001945496.2
OG0006112	XP_017881512.1	XP_001945531.2
OG0006113	XP_017877286.1	XP_001945591.2
OG0006114	XP_017884447.1	XP_001945602.1
OG0006115	XP_017878129.1	XP_001945617.1
OG0006116	XP_017881336.1	XP_001945628.2
OG0006117	XP_026667733.1, XP_017876765.1	XP_001945631.2
OG0006118	XP_017884885.1	XP_001945645.2
OG0006119	XP_017882140.1	XP_029346628.1, XP_001945655.1
OG0006120	XP_017881600.1	XP_001945659.2
OG0006121	XP_026670515.1, XP_017891720.1	XP_001945688.2
OG0006122	XP_017891824.1	XP_001945753.2, XP_001948811.1
OG0006123	XP_017875908.1, XP_026667336.1	XP_001945771.1
OG0006124	XP_017883127.1	XP_001945803.2
OG0006125	XP_017881395.1	XP_001945873.1
OG0006126	XP_017890011.1	XP_001945885.1
OG0006127	XP_017875799.1	XP_001945887.2
OG0006128	XP_026670668.1	XP_008181998.1, XP_001945913.1
OG0006129	XP_017892975.1	XP_001945932.2, XP_016661485.1
OG0006130	XP_017881462.1	XP_001945945.1
OG0006131	XP_026668311.1	XP_001945995.1
OG0006132	XP_026670873.1	XP_029344348.1, XP_001946001.2, XP_016658427.1
OG0006133	XP_017875097.1	XP_001946006.2
OG0006134	XP_026669604.1	XP_001946016.2
OG0006135	XP_017888154.1	XP_001951702.2, XP_001946049.2
OG0006136	XP_017880658.1	XP_001946064.2
OG0006137	XP_017888008.1	XP_001946086.1
OG0006138	XP_017876637.1	XP_001946120.3, XP_008182784.3
OG0006139	XP_017886891.1	XP_001946136.1
OG0006140	XP_017880075.1	XP_001946141.1
OG0006141	XP_017883288.1	XP_001948721.1, XP_001946187.1
OG0006142	XP_017875358.1	XP_001946196.1
OG0006143	XP_026670211.1	XP_001946235.2
OG0006144	XP_017877336.1	XP_016661387.1, XP_001946260.2
OG0006145	XP_017884706.1	XP_001946335.1
OG0006146	XP_017888143.1	XP_001946386.2
OG0006147	XP_017887660.1	XP_001946510.1
OG0006149	XP_017883227.1	XP_001946641.1
OG0006150	XP_017887704.1	XP_001946664.2
OG0006151	XP_026666598.1	XP_001946721.2
OG0006152	XP_026667922.1	XP_001946751.1
OG0006153	XP_017892078.1	XP_001946781.1
OG0006154	XP_017878580.1	XP_001946824.2
OG0006156	XP_026669448.1	XP_001946877.1
OG0006157	XP_017875971.1	XP_001946888.1
OG0006158	XP_026674601.1	XP_001946891.2
OG0006159	XP_017879661.1	XP_001946893.2
OG0006160	XP_026670746.1	XP_001946926.1, XP_016659077.1
OG0006161	XP_017886913.1	XP_001946946.1, XP_001947929.1
OG0006162	XP_017876350.1	XP_016659324.1, XP_001946989.2
OG0006163	XP_026670127.1	XP_001946995.1
OG0006164	XP_017880590.1	XP_016660452.1, XP_001947006.2
OG0006165	XP_017886123.1	XP_001947011.2
OG0006166	XP_017885466.1	XP_001947029.1
OG0006167	XP_017875348.1	XP_001947067.2
OG0006168	XP_017887579.1	XP_001947113.1
OG0006169	XP_017876051.1	XP_003245500.1, XP_001947124.2
OG0006170	XP_017886003.1	XP_001947127.1
OG0006171	XP_017887248.1	XP_001947142.1
OG0006172	XP_017885473.1	XP_001947201.2
OG0006173	XP_017891511.1	XP_001947233.2
OG0006174	XP_017889682.1	XP_001947263.4
OG0006175	XP_017876901.1	XP_001947291.1
OG0006176	XP_017890275.1	XP_001947303.2, XP_008183197.1
OG0006177	XP_017876781.1	XP_016659891.1, XP_001947314.2
OG0006178	XP_017886694.1	XP_001947330.2
OG0006179	XP_017876897.1	XP_001947367.2
OG0006180	XP_017886215.1	XP_001947406.2
OG0006181	XP_026674724.1	XP_008179930.1, XP_001947431.2
OG0006182	XP_017885774.1	XP_001947448.1
OG0006183	XP_017885648.2	XP_001947449.1
OG0006184	XP_017878760.2	XP_001947458.1
OG0006185	XP_017879608.1	XP_001947527.1
OG0006186	XP_017887739.1	XP_001947613.1, XP_008182530.1
OG0006187	XP_017890451.1, XP_017890450.1	XP_001947621.1
OG0006188	XP_026670264.1	XP_001947663.2
OG0006189	XP_017890928.1	XP_001947685.1
OG0006191	XP_017878140.1	XP_001947742.1
OG0006192	XP_017875578.1	XP_001947849.1
OG0006193	XP_017877247.1	XP_001947942.2
OG0006194	XP_026670793.1	XP_001948002.2
OG0006195	XP_017879783.1	XP_001948073.1
OG0006196	XP_017884960.1	XP_001948080.1
OG0006197	XP_017876660.1	XP_001948129.1
OG0006198	XP_017884815.1	XP_001948160.1
OG0006199	XP_017880298.1	XP_001948180.1
OG0006200	XP_017890063.1	XP_001948203.1
OG0006201	XP_017878096.1	XP_001948245.2
OG0006202	XP_017892126.2	XP_001948281.1
OG0006203	XP_017879760.1	XP_001948296.1
OG0006204	XP_017890354.1	XP_001948330.1
OG0006205	XP_017877535.1	XP_001948334.1
OG0006206	XP_026667878.1	XP_001948347.4, XP_029341439.1
OG0006207	XP_017887180.1	XP_001948376.1
OG0006208	XP_017888915.1	XP_001948390.2
OG0006209	XP_017885120.1	XP_001948392.1
OG0006210	XP_017878714.1	XP_029347879.1, XP_001948404.3
OG0006211	XP_017888999.1	XP_001948412.2
OG0006212	XP_017878678.1	XP_029341163.1, XP_001948436.1
OG0006213	XP_026672982.1, XP_017892561.1	XP_001948459.1
OG0006214	XP_017882458.1	XP_001948484.2
OG0006215	XP_026672900.1	XP_001948503.1
OG0006216	XP_017885848.1	XP_001948537.1
OG0006217	XP_017878385.1	XP_001948634.1
OG0006218	XP_017875690.1	XP_001948686.1
OG0006219	XP_017875006.1	XP_001948697.1
OG0006220	XP_017876474.1	XP_001948759.1
OG0006221	XP_017875805.1, XP_017875806.1	XP_001948771.2
OG0006222	XP_017887057.1	XP_001948776.2
OG0006223	XP_017884344.1	XP_001948833.3
OG0006224	XP_026667860.1	XP_001948884.1
OG0006225	XP_017882736.1	XP_001948962.1
OG0006226	XP_017892153.1	XP_001948971.2
OG0006227	XP_017886734.1, XP_026672666.1	XP_008184822.1, XP_001949023.2
OG0006228	XP_017893368.1	XP_001949024.1
OG0006229	XP_017877506.1	XP_001949027.1
OG0006230	XP_017878873.1	XP_001949038.1
OG0006231	XP_017881620.1	XP_001949040.2
OG0006232	XP_017891136.1	XP_001949082.2
OG0006233	XP_017879209.1	XP_001949083.2
OG0006234	XP_017885284.1	XP_001949102.3
OG0006235	XP_017889890.1	XP_001949129.2, XP_029342198.1
OG0006236	XP_017885943.1	XP_001949187.1
OG0006237	XP_017879859.1, XP_017879861.1	XP_001949199.2
OG0006238	XP_026675530.1, XP_017892602.1	XP_001949207.2
OG0006239	XP_017892169.1	XP_001949209.1
OG0006240	XP_026674734.1, XP_017890847.1	XP_001949216.2
OG0006241	XP_017882173.1	XP_001949235.1, XP_003248530.3
OG0006242	XP_017888581.1	XP_001949236.2
OG0006243	XP_017886241.1	XP_001949241.1
OG0006244	XP_017891519.1	XP_001949265.2
OG0006245	XP_017884448.1	XP_001949377.2
OG0006246	XP_017889418.1	XP_001949387.1
OG0006247	XP_017891411.1	XP_001949408.1, XP_003243065.1
OG0006248	XP_017886316.1	XP_001949435.1
OG0006249	XP_017890695.1	XP_001949439.2
OG0006250	XP_017889247.1	XP_001949441.1
OG0006251	XP_017876461.1	XP_001949456.1
OG0006252	XP_017890984.1	XP_001949483.1
OG0006253	XP_017882374.1	XP_001949524.2
OG0006254	XP_017880850.1	XP_001949533.1, XP_029346613.1
OG0006255	XP_017875489.1	XP_016660229.1, XP_001949552.1
OG0006256	XP_017878978.1	XP_001949607.2
OG0006257	XP_017876143.1	XP_001949629.1
OG0006258	XP_017883011.1	XP_001949685.1
OG0006259	XP_017891957.1	XP_001949748.1, XP_001949723.3
OG0006260	XP_017890617.1, XP_026668157.1	XP_001949727.1
OG0006261	XP_017875475.1	XP_001949755.1
OG0006262	XP_017879393.1	XP_001949810.1
OG0006263	XP_026670686.1	XP_001949840.1
OG0006264	XP_017892242.1	XP_001949841.2
OG0006265	XP_017884039.1	XP_001949885.1
OG0006266	XP_017892244.1	XP_001949958.1
OG0006267	XP_017883439.1	XP_001950033.1, XP_029344349.1
OG0006268	XP_017886934.1	XP_001950058.1
OG0006269	XP_017893214.1	XP_001950092.2
OG0006270	XP_026668959.1	XP_001950093.1
OG0006271	XP_026668860.1	XP_001950124.1
OG0006272	XP_017878086.1	XP_001950125.2
OG0006273	XP_017890674.1	XP_001950148.1
OG0006274	XP_017892001.1	XP_001950169.1
OG0006275	XP_017884813.1	XP_001950193.1
OG0006276	XP_017882265.1	XP_001950272.2
OG0006277	XP_017886495.1	XP_001950344.1
OG0006278	XP_017885941.1	XP_001950345.1
OG0006279	XP_017879696.2	XP_016657723.1, XP_001950381.1
OG0006280	XP_026668724.1	XP_001950483.2
OG0006281	XP_017891599.1	XP_001950560.1
OG0006282	XP_017882764.1	XP_001950604.2
OG0006283	XP_017891694.1	XP_001950632.1
OG0006284	XP_017885448.1	XP_001950636.1
OG0006285	XP_017875715.1	XP_001950639.2
OG0006286	XP_017886010.1	XP_008188226.1, XP_001950666.2
OG0006287	XP_017877562.1	XP_016658909.1, XP_001950708.1
OG0006288	XP_017885293.2, XP_017888645.2	XP_001950738.2
OG0006289	XP_026674568.1	XP_001950750.1, XP_008182503.1
OG0006290	XP_017877616.1	XP_001950783.1, XP_001950840.1, XP_016657239.1
OG0006291	XP_017878200.1	XP_001950796.1
OG0006292	XP_017890322.1	XP_001950808.1
OG0006293	XP_017881030.1	XP_001950809.2
OG0006294	XP_017881844.1	XP_001950826.2
OG0006295	XP_026675527.1	XP_001950893.1
OG0006296	XP_017880241.1	XP_001950979.1
OG0006297	XP_017877548.1	XP_001950995.1
OG0006298	XP_017882824.1, XP_017879890.1	XP_001951023.1
OG0006299	XP_017881278.1	XP_001951027.2
OG0006300	XP_017892107.1	XP_001951041.1
OG0006301	XP_017893135.1	XP_001951052.2
OG0006302	XP_017876914.1	XP_001951109.1
OG0006303	XP_017878721.1	XP_001951140.2
OG0006304	XP_026668579.1	XP_029346145.1, XP_001951193.1
OG0006305	XP_017887060.1	XP_001951196.2
OG0006306	XP_017890304.1	XP_001951228.1, XP_029347040.1
OG0006307	XP_017876011.1	XP_001951240.1
OG0006308	XP_017883540.1	XP_001951256.2
OG0006310	XP_026672299.1	XP_001951275.2
OG0006311	XP_017885018.1	XP_001951283.1
OG0006312	XP_017892037.1	XP_016661943.1, XP_001951404.1
OG0006313	XP_017888257.1	XP_001951431.1
OG0006314	XP_017885686.1	XP_001951508.2
OG0006315	XP_017886191.1	XP_001951525.1, XP_029341147.1
OG0006316	XP_017890896.1	XP_001951564.1
OG0006317	XP_017875714.1	XP_001951589.1
OG0006318	XP_017886897.1	XP_001951599.1
OG0006319	XP_017885192.1	XP_001951746.1
OG0006320	XP_026671286.1	XP_001951847.1
OG0006321	XP_017889489.1	XP_001951856.1, XP_003242069.1
OG0006322	XP_017878845.1	XP_001951872.1
OG0006323	XP_017887499.1	XP_001951873.2
OG0006324	XP_026672505.1	XP_001951881.2, XP_029341267.1
OG0006325	XP_017877248.1	XP_001951913.1
OG0006326	XP_017884522.1	XP_001952046.2
OG0006327	XP_017879423.1	XP_001952114.1
OG0006328	XP_017891042.1	XP_001952178.1
OG0006329	XP_026668488.1	XP_001952191.1
OG0006330	XP_017884748.1	XP_001952205.1
OG0006331	XP_026671789.1	XP_001952207.3
OG0006332	XP_017880383.1	XP_001952310.1
OG0006333	XP_017885921.1	XP_001952313.2
OG0006334	XP_017878083.2	XP_001952329.1
OG0006335	XP_017877897.1	XP_001952339.1
OG0006336	XP_017875209.1	XP_001952356.2, XP_008184405.1
OG0006337	XP_017891877.1	XP_001952443.1
OG0006338	XP_017878160.1	XP_001952515.3
OG0006339	XP_017891306.1	XP_001952568.2
OG0006340	XP_017875207.1	XP_001952603.2
OG0006341	XP_017877498.1	XP_029347280.1, XP_001952631.1, XP_029345837.1
OG0006342	XP_017879579.1	XP_003240408.1, XP_001952640.1, XP_016663834.1, XP_008187937.1
OG0006343	XP_017887432.1	XP_001952649.2
OG0006344	XP_026667206.1	XP_001952671.2
OG0006345	XP_026667762.1	XP_001952750.2, XP_003247754.1
OG0006346	XP_017887486.1	XP_001952785.1, XP_008187347.1
OG0006347	XP_017879543.1	XP_001952801.1
OG0006348	XP_017882553.1	XP_001952823.2
OG0006349	XP_017881408.1	XP_001952837.2
OG0006350	XP_026674349.1	XP_001952840.2
OG0006352	XP_017892106.1	XP_003240026.1
OG0006353	XP_017875890.1	XP_003240136.1
OG0006355	XP_017876022.2	XP_008186816.1, XP_003240695.1
OG0006356	XP_026669222.1	XP_003240876.1
OG0006357	XP_017876367.2	XP_008179083.1, XP_003240911.3
OG0006358	XP_017887134.1	XP_008183288.1, XP_003240955.1
OG0006359	XP_017877300.1	XP_003241149.1
OG0006360	XP_017885728.1	XP_003241191.1, XP_029347708.1
OG0006361	XP_017881953.1	XP_003241237.1
OG0006362	XP_017891096.1	XP_003241317.1
OG0006363	XP_017881403.1	XP_003241486.1
OG0006364	XP_017892528.1	XP_003241670.1
OG0006365	XP_026674194.1	XP_003241759.1
OG0006366	XP_017883274.1	XP_003241877.1, XP_029342416.1
OG0006367	XP_017879043.1	XP_003241888.1
OG0006368	XP_017888077.1	XP_003241894.1
OG0006369	XP_026670529.1, XP_017875639.1	XP_003242010.1
OG0006370	XP_026673376.1	XP_003242244.1
OG0006371	XP_017878781.1	XP_003242252.1, XP_003242253.1
OG0006372	XP_017882834.1	XP_003242379.1
OG0006373	XP_017893504.1	XP_003242448.1
OG0006374	XP_017892539.1	XP_003242697.1
OG0006375	XP_017889783.1	XP_003242764.1
OG0006376	XP_017885136.1	XP_003242846.1
OG0006377	XP_017875084.1	XP_003243116.1
OG0006378	XP_017876992.1	XP_003243368.1
OG0006379	XP_017891885.1	XP_003243625.1
OG0006380	XP_017893390.1	XP_003243641.2
OG0006381	XP_017880037.1	XP_003243749.1
OG0006382	XP_026669886.1	XP_003243802.1
OG0006383	XP_017885866.1	XP_003244015.1
OG0006384	XP_017878513.1	XP_003244062.1
OG0006385	XP_017886219.1	XP_003244090.1
OG0006386	XP_017876817.1	XP_003244104.2
OG0006387	XP_026675338.1	XP_003244136.1
OG0006388	XP_017880614.1	XP_003244213.1
OG0006389	XP_017882054.1	XP_003244454.1
OG0006390	XP_017882295.1	XP_003244558.1
OG0006391	XP_026672060.1	XP_003244597.1
OG0006392	XP_017885851.1	XP_003244666.1
OG0006393	XP_017892837.1	XP_003244712.1
OG0006394	XP_017882962.1	XP_003244745.1
OG0006395	XP_026671226.1	XP_003244825.1
OG0006396	XP_017884774.1	XP_003244927.1
OG0006397	XP_017875339.1	XP_008183846.1, XP_003245057.1
OG0006398	XP_017883320.1	XP_003245088.1
OG0006399	XP_017875273.1	XP_003245128.1
OG0006400	XP_026670292.1	XP_003245193.1, XP_029342087.1
OG0006401	XP_017879427.1	XP_003245335.1
OG0006402	XP_017891637.1	XP_016660961.1, XP_003245407.1, XP_029342591.1
OG0006403	XP_026670039.1	XP_003245438.1
OG0006404	XP_017877074.1	XP_003245526.1, XP_029344215.1
OG0006405	XP_017887121.1	XP_003245615.1, XP_016661270.1
OG0006406	XP_017878232.1	XP_003245669.1
OG0006407	XP_017876012.1	XP_003245819.1
OG0006408	XP_017891234.1	XP_003245833.1, XP_003245832.1
OG0006409	XP_017881747.1	XP_003245897.1
OG0006411	XP_017879659.1	XP_003246175.1
OG0006412	XP_017875984.1	XP_008185670.1, XP_003246270.1
OG0006413	XP_017888348.1	XP_003246335.1
OG0006414	XP_017886606.1	XP_003246346.2
OG0006415	XP_026675491.1	XP_003246390.1
OG0006416	XP_017888955.1	XP_003246449.1
OG0006417	XP_017876673.1	XP_003246632.1
OG0006418	XP_017884898.1	XP_003246810.2, XP_029348632.1
OG0006419	XP_017893190.1	XP_003247173.1
OG0006420	XP_017880280.1	XP_003247184.1
OG0006421	XP_026670584.1	XP_003247201.1
OG0006422	XP_017881183.1	XP_003247301.1, XP_016661461.1
OG0006423	XP_017887790.1	XP_003247452.1
OG0006424	XP_026667153.1, XP_017875543.1, XP_026667154.1	XP_003247629.1
OG0006425	XP_017881221.1	XP_003247702.1
OG0006426	XP_017880587.1	XP_003247938.1
OG0006427	XP_017877306.1	XP_003247943.1
OG0006428	XP_026672623.1	XP_003247997.1
OG0006429	XP_017889241.1	XP_003248166.1
OG0006430	XP_017891358.1	XP_003248237.1
OG0006431	XP_017875643.1	XP_008178148.1
OG0006432	XP_026669504.1	XP_008178177.1
OG0006433	XP_017883013.1	XP_008178640.1
OG0006434	XP_017887171.1	XP_008178683.1
OG0006435	XP_017888638.1	XP_008178686.1
OG0006437	XP_017889661.1	XP_008178831.1, XP_008178830.1
OG0006438	XP_026672493.1	XP_008178863.1
OG0006439	XP_017883727.1	XP_008178919.1
OG0006440	XP_017891368.1	XP_008178920.1, XP_016656597.1
OG0006441	XP_017875354.1	XP_008178985.1
OG0006442	XP_026669299.1	XP_008178991.1
OG0006443	XP_017881728.1	XP_029342213.1, XP_008178993.1
OG0006444	XP_017892421.1	XP_008179097.1
OG0006445	XP_017880604.1	XP_008179181.1, XP_008179182.1
OG0006446	XP_017875293.1, XP_026667051.1	XP_008179298.3
OG0006447	XP_017880245.1	XP_008179372.1
OG0006448	XP_017889132.1	XP_008179416.1
OG0006449	XP_017892225.1	XP_008179451.3
OG0006450	XP_017887126.1	XP_008179524.1
OG0006451	XP_017885781.1	XP_008179625.2
OG0006452	XP_017884271.1	XP_008179694.1, XP_008179693.1
OG0006453	XP_017889427.1	XP_008179877.1, XP_008179876.1
OG0006454	XP_017878672.1	XP_008180045.1
OG0006455	XP_026672959.1	XP_008180062.1
OG0006456	XP_017878203.1	XP_008180168.1
OG0006457	XP_017877654.1	XP_008180170.1
OG0006458	XP_017888811.1	XP_008180181.1
OG0006459	XP_017888474.1	XP_008180343.1
OG0006460	XP_017889474.1	XP_008180364.1
OG0006462	XP_017889136.1	XP_008180802.1
OG0006463	XP_017875251.1	XP_008180895.1
OG0006464	XP_017879562.1	XP_008180955.1
OG0006465	XP_026667931.1	XP_008181054.1
OG0006466	XP_017879916.1	XP_008181294.1
OG0006467	XP_026667711.1	XP_016658698.1, XP_008181343.2
OG0006468	XP_026668229.1	XP_008181372.1
OG0006469	XP_017892034.1	XP_008181449.2
OG0006470	XP_017886409.1	XP_008181522.3, XP_029348707.1
OG0006471	XP_026672404.1	XP_008181728.1
OG0006472	XP_017881112.1	XP_008181895.1
OG0006473	XP_026675216.1	XP_008181943.2
OG0006474	XP_017890212.1	XP_008181960.1
OG0006476	XP_026666718.1, XP_026666717.1	XP_008182139.1
OG0006477	XP_017890561.1	XP_008182234.1
OG0006478	XP_017883449.1	XP_008182373.1
OG0006480	XP_017890186.1	XP_008182487.1, XP_008182488.1
OG0006481	XP_026669187.1, XP_026669186.1	XP_008182500.2
OG0006482	XP_017893264.1	XP_008182517.1
OG0006483	XP_026675482.1	XP_008182534.1
OG0006484	XP_026668905.1	XP_008182546.1
OG0006485	XP_017880386.1	XP_008182577.1
OG0006486	XP_017877496.1	XP_008182670.1
OG0006487	XP_017889559.1	XP_008182684.1
OG0006488	XP_026673395.1	XP_008182940.2
OG0006489	XP_017886866.1	XP_008183074.1
OG0006490	XP_026669798.1	XP_008183092.2
OG0006491	XP_017889357.1	XP_008183222.1
OG0006492	XP_026672925.1	XP_029342110.1, XP_008183308.2
OG0006493	XP_017887471.1	XP_008183419.1
