Orthogroup	Ceratina_calcarata	Osmia_bicornis
OG0005941	XP_026675155.1	XP_029043893.1
OG0005942	XP_017879135.1	XP_029048270.1
OG0005943	XP_017881212.1	XP_029035745.1
OG0005944	XP_017877641.1	XP_029049625.1
OG0005945	XP_017893439.1	XP_029037178.1
OG0005946	XP_017891997.1	XP_029050659.1
OG0005947	XP_017886648.1	XP_029041742.1
OG0005948	XP_017891451.1	XP_029050004.1
OG0005949	XP_017879479.2	XP_029052511.1
OG0005950	XP_017882908.1	XP_029039018.1
OG0005951	XP_017882613.1	XP_029041942.1
OG0005952	XP_017893633.1	XP_029035883.1
OG0005953	XP_017884776.1	XP_029043551.1
OG0005954	XP_026672992.1	XP_029032983.1
OG0005955	XP_017876853.1	XP_029056655.1
OG0005956	XP_017884752.1	XP_029039112.1
OG0005957	XP_017882706.1	XP_029043040.1
OG0005958	XP_017879381.1	XP_029056610.1
OG0005959	XP_017892817.1, XP_017887821.1	XP_029044747.1
OG0005960	XP_026668800.1	XP_029054172.1
OG0005961	XP_017875263.1	XP_029040695.1
OG0005962	XP_017885923.1	XP_029039209.1
OG0005963	XP_017891375.1	XP_029042818.1
OG0005964	XP_017885152.1	XP_029048505.1
OG0005965	XP_017883471.1	XP_029035054.1
OG0005966	XP_026667127.1	XP_029039046.1
OG0005967	XP_026671837.1	XP_029041890.1
OG0005968	XP_017892352.1	XP_029032334.1
OG0005969	XP_017884644.1	XP_029043432.1
OG0005970	XP_017884762.1	XP_029055352.1
OG0005971	XP_017882204.1	XP_029052458.1
OG0005972	XP_017875949.1	XP_029049461.1
OG0005973	XP_017893116.1	XP_029035590.1
OG0005974	XP_017880848.1	XP_029033788.1
OG0005975	XP_017883086.1	XP_029052570.1
OG0005976	XP_026669724.1	XP_029049899.1
OG0005978	XP_017884194.1	XP_029031849.1
OG0005979	XP_017889302.1	XP_029036655.1
OG0005980	XP_017875148.1	XP_029050458.1
OG0005981	XP_017876972.1	XP_029040837.1
OG0005982	XP_017892471.1	XP_029032479.1
OG0005983	XP_017887878.1	XP_029032179.1
OG0005984	XP_017886306.1	XP_029034739.1
OG0005985	XP_017882199.1	XP_029039822.1
OG0005986	XP_017893624.1	XP_029035937.1
OG0005987	XP_017892438.1	XP_029032623.1
OG0005988	XP_017892300.1	XP_029052038.1
OG0005989	XP_017882525.1	XP_029035951.1
OG0005990	XP_017876772.1	XP_029041568.1
OG0005991	XP_017889802.1	XP_029035041.1
OG0005992	XP_017882695.1	XP_029048100.1
OG0005993	XP_017891109.1	XP_029038147.1
OG0005994	XP_017876733.1	XP_029040136.1
OG0005995	XP_017886892.1	XP_029048637.1
OG0005996	XP_017883373.1	XP_029035015.1
OG0005997	XP_017877593.1	XP_029041281.1
OG0005998	XP_017877921.1	XP_029032136.1
OG0005999	XP_017882612.1	XP_029042012.1
OG0006000	XP_017886298.1	XP_029053740.1
OG0006001	XP_017875767.1	XP_029051979.1
OG0006002	XP_017884411.1, XP_026671538.1	XP_029042843.1, XP_029042279.1
OG0006003	XP_017881500.1	XP_029052968.1
OG0006004	XP_017877824.1	XP_029052551.1
OG0006005	XP_017875046.1	XP_029047291.1
OG0006006	XP_017892814.1	XP_029044805.1
OG0006007	XP_017877989.1	XP_029034275.1
OG0006008	XP_026672300.1	XP_029035264.1, XP_029035265.1
OG0006009	XP_017889390.1	XP_029053929.1
OG0006010	XP_017878279.1	XP_029042828.1, XP_029042829.1
OG0006011	XP_017880937.1	XP_029032941.1
OG0006012	XP_017876840.1	XP_029034211.1
OG0006013	XP_017889318.1	XP_029034622.1
OG0006014	XP_017892063.1	XP_029038812.1
OG0006015	XP_017886839.1	XP_029052806.1
OG0006016	XP_017889718.2	XP_029045935.1
OG0006017	XP_026671516.1	XP_029055414.1
OG0006018	XP_026675353.1	XP_029042240.1
OG0006019	XP_017888606.1	XP_029040325.1
OG0006020	XP_017880721.1	XP_029042060.1
OG0006021	XP_017889932.1	XP_029052494.1
OG0006022	XP_017879708.1	XP_029035131.1
OG0006023	XP_017891589.1	XP_029036583.1
OG0006024	XP_017875498.1	XP_029039246.1
OG0006025	XP_017881977.1	XP_029040483.1
OG0006026	XP_017881815.1	XP_029041965.1
OG0006027	XP_017875380.1	XP_029048066.1
OG0006028	XP_026675532.1	XP_029035455.1
OG0006029	XP_017890826.1	XP_029046822.1
OG0006030	XP_017886108.1	XP_029033721.1
OG0006031	XP_017892718.1	XP_029053018.1
OG0006032	XP_017884662.1	XP_029045337.1
OG0006033	XP_017892643.1	XP_029046932.1
OG0006034	XP_017881458.1	XP_029055319.1
OG0006035	XP_017892470.1	XP_029032471.1
OG0006036	XP_017885986.1	XP_029032661.1
OG0006037	XP_017886930.1	XP_029045143.1
OG0006038	XP_017892731.1	XP_029043860.1, XP_029043834.1
OG0006039	XP_017893580.2	XP_029035908.1
OG0006040	XP_017889832.2	XP_029056585.1
OG0006041	XP_017891126.1	XP_029053174.1
OG0006042	XP_017890027.1	XP_029042782.1
OG0006043	XP_017888230.1	XP_029037862.1
OG0006044	XP_017880090.1	XP_029044202.1
OG0006045	XP_017889300.1	XP_029036487.1
OG0006046	XP_017893280.2	XP_029038154.1
OG0006047	XP_017876279.1	XP_029049184.1
OG0006048	XP_026666899.1	XP_029041479.1
OG0006049	XP_017877361.1	XP_029041188.1
OG0006050	XP_017879363.1	XP_029056599.1
OG0006051	XP_017882289.1	XP_029052460.1
OG0006052	XP_017892188.1	XP_029056521.1
OG0006053	XP_026670818.1	XP_029047395.1
OG0006054	XP_017880627.1	XP_029049553.1
OG0006055	XP_017875112.1	XP_029032293.1
OG0006056	XP_017883108.1	XP_029035699.1
OG0006057	XP_017883329.1	XP_029040719.1
OG0006058	XP_017880156.1	XP_029042315.1
OG0006059	XP_017878632.1	XP_029038553.1
OG0006060	XP_017891831.1	XP_029040806.1
OG0006061	XP_017881026.1	XP_029042553.1
OG0006062	XP_017877917.1	XP_029032107.1
OG0006063	XP_026668689.1	XP_029050081.1
OG0006064	XP_017879926.1	XP_029050918.1
OG0006065	XP_017888178.1	XP_029045295.1
OG0006066	XP_017886244.1	XP_029033069.1
OG0006067	XP_017892277.1	XP_029041237.1
OG0006068	XP_017893434.2	XP_029050115.1, XP_029052386.1
OG0006069	XP_017875765.1	XP_029051982.1
OG0006070	XP_017877787.1	XP_029033499.1
OG0006071	XP_017887537.1	XP_029032378.1
OG0006072	XP_017884641.1	XP_029043431.1
OG0006073	XP_017879177.1	XP_029043167.1
OG0006074	XP_017891798.1	XP_029049967.1
OG0006075	XP_026669649.1	XP_029042605.1
OG0006076	XP_017876384.1	XP_029048349.1
OG0006077	XP_017889175.1	XP_029049445.1
OG0006078	XP_017887278.1	XP_029049908.1
OG0006079	XP_017888588.1	XP_029046764.1
OG0006080	XP_017892074.1	XP_029052267.1
OG0006081	XP_017891388.1	XP_029037963.1
OG0006082	XP_017877168.1	XP_029042383.1
OG0006083	XP_017876185.1	XP_029044241.1
OG0006084	XP_026674110.1	XP_029034857.1
OG0006085	XP_017879555.1	XP_029036530.1
OG0006086	XP_017887974.1	XP_029039930.1, XP_029039939.1
OG0006087	XP_017891677.1, XP_017891676.1	XP_029042906.1
OG0006088	XP_026672061.1	XP_029042954.1
OG0006089	XP_017877342.1	XP_029041200.1
OG0006090	XP_017879985.1	XP_029050157.1
OG0006091	XP_017893064.1	XP_029052338.1
OG0006092	XP_017893658.1	XP_029038414.1
OG0006093	XP_017876916.1	XP_029036241.1
OG0006094	XP_017875418.1	XP_029034011.1
OG0006095	XP_017883085.1	XP_029052572.1
OG0006096	XP_017889854.1	XP_029051774.1
OG0006097	XP_017883200.1	XP_029053497.1, XP_029053721.1
OG0006098	XP_026675646.1	XP_029034307.1
OG0006099	XP_017883450.1	XP_029034937.1
OG0006100	XP_026668529.1	XP_029038564.1
OG0006101	XP_017875609.1	XP_029040092.1
OG0006102	XP_017882415.1	XP_029037117.1
OG0006103	XP_026670524.1, XP_017882416.1	XP_029035679.1
OG0006104	XP_026667106.1	XP_029034068.1
OG0006105	XP_017892783.1	XP_029048294.1
OG0006106	XP_017875748.1	XP_029039990.1
OG0006107	XP_026672147.1, XP_017882921.2	XP_029038200.1
OG0006108	XP_017889265.1, XP_017889313.1	XP_029037947.1
OG0006109	XP_017889193.2, XP_017892145.1	XP_029035410.1
OG0006110	XP_017885600.2	XP_029043732.1
OG0006111	XP_017886454.1	XP_029036857.1
OG0006112	XP_017881512.1	XP_029047242.1, XP_029047243.1
OG0006113	XP_017877286.1	XP_029042282.1
OG0006114	XP_017884447.1	XP_029048891.1
OG0006115	XP_017878129.1	XP_029034721.1
OG0006116	XP_017881336.1	XP_029041367.1
OG0006117	XP_026667733.1, XP_017876765.1	XP_029043612.1
OG0006118	XP_017884885.1	XP_029038391.1
OG0006119	XP_017882140.1	XP_029046851.1
OG0006120	XP_017881600.1	XP_029043340.1
OG0006121	XP_017891720.1	XP_029035950.1
OG0006122	XP_017891824.1	XP_029033646.1, XP_029033661.1
OG0006123	XP_017875908.1, XP_026667336.1	XP_029031885.1
OG0006124	XP_017883127.1	XP_029052538.1
OG0006125	XP_017881395.1	XP_029032345.1
OG0006126	XP_017890011.1	XP_029049851.1
OG0006127	XP_017875799.1	XP_029032445.1
OG0006128	XP_026670668.1	XP_029050364.1
OG0006130	XP_017881462.1	XP_029051231.1
OG0006131	XP_026668311.1	XP_029042857.1
OG0006132	XP_026670873.1	XP_029042099.1
OG0006133	XP_017875097.1	XP_029044008.1, XP_029043976.1
OG0006134	XP_026669604.1	XP_029050059.1
OG0006135	XP_017888154.1	XP_029035997.1
OG0006136	XP_017880658.1	XP_029052845.1
OG0006137	XP_017888008.1	XP_029047460.1
OG0006138	XP_017876637.1	XP_029034481.1
OG0006139	XP_017886891.1	XP_029044330.1
OG0006140	XP_017880075.1	XP_029047070.1
OG0006141	XP_017883288.1	XP_029048844.1
OG0006142	XP_017875358.1	XP_029041668.1
OG0006143	XP_026670211.1	XP_029038386.1
OG0006144	XP_017877336.1	XP_029042380.1
OG0006145	XP_017884706.1	XP_029043554.1
OG0006146	XP_017888143.1	XP_029039150.1
OG0006147	XP_017887660.1	XP_029055573.1
OG0006149	XP_017883227.1	XP_029044587.1
OG0006150	XP_017887704.1	XP_029048506.1
OG0006151	XP_026666598.1	XP_029032766.1
OG0006152	XP_026667922.1	XP_029043133.1
OG0006153	XP_017892078.1	XP_029037505.1
OG0006154	XP_017878580.1	XP_029034924.1
OG0006156	XP_026669448.1	XP_029040442.1, XP_029040441.1
OG0006157	XP_017875971.1	XP_029047345.1
OG0006158	XP_026674601.1	XP_029049270.1
OG0006159	XP_017879661.1	XP_029046986.1, XP_029046987.1
OG0006160	XP_026670746.1	XP_029034812.1
OG0006161	XP_017886913.1	XP_029056314.1
OG0006162	XP_017876350.1	XP_029053652.1
OG0006163	XP_026670127.1	XP_029035563.1
OG0006164	XP_017880590.1	XP_029047213.1
OG0006165	XP_017886123.1	XP_029044054.1
OG0006166	XP_017885466.1	XP_029038218.1
OG0006167	XP_017875348.1	XP_029034585.1
OG0006168	XP_017887579.1	XP_029046944.1
OG0006169	XP_017876051.1	XP_029051532.1
OG0006170	XP_017886003.1	XP_029038481.1
OG0006171	XP_017887248.1	XP_029046174.1
OG0006172	XP_017885473.1	XP_029044093.1
OG0006173	XP_017891511.1	XP_029049289.1
OG0006174	XP_017889682.1	XP_029040938.1, XP_029040937.1
OG0006175	XP_017876901.1	XP_029055910.1
OG0006176	XP_017890275.1	XP_029052911.1
OG0006177	XP_017876781.1	XP_029031941.1
OG0006178	XP_017886694.1	XP_029056150.1
OG0006179	XP_017876897.1	XP_029043619.1
OG0006180	XP_017886215.1	XP_029050307.1
OG0006181	XP_026674724.1	XP_029037005.1
OG0006182	XP_017885774.1	XP_029049014.1, XP_029049012.1
OG0006183	XP_017885648.2	XP_029053358.1
OG0006184	XP_017878760.2	XP_029047110.1
OG0006185	XP_017879608.1	XP_029035357.1
OG0006186	XP_017887739.1	XP_029032610.1
OG0006187	XP_017890451.1, XP_017890450.1	XP_029053933.1
OG0006188	XP_026670264.1	XP_029046863.1
OG0006189	XP_017890928.1	XP_029036749.1
OG0006191	XP_017878140.1	XP_029047044.1
OG0006192	XP_017875578.1	XP_029051061.1
OG0006193	XP_017877247.1	XP_029047098.1
OG0006194	XP_026670793.1	XP_029034838.1
OG0006195	XP_017879783.1	XP_029046996.1
OG0006196	XP_017884960.1	XP_029043482.1
OG0006197	XP_017876660.1	XP_029040183.1
OG0006198	XP_017884815.1	XP_029041937.1
OG0006199	XP_017880298.1	XP_029040992.1
OG0006200	XP_017890063.1	XP_029041317.1
OG0006201	XP_017878096.1	XP_029036689.1
OG0006202	XP_017892126.2	XP_029032903.1
OG0006203	XP_017879760.1	XP_029048053.1
OG0006204	XP_017890354.1	XP_029052402.1
OG0006205	XP_017877535.1	XP_029033088.1
OG0006206	XP_026667878.1	XP_029050884.1
OG0006207	XP_017887180.1	XP_029032805.1
OG0006208	XP_017888915.1	XP_029047649.1
OG0006209	XP_017885120.1	XP_029044542.1
OG0006210	XP_017878714.1	XP_029046697.1
OG0006211	XP_017888999.1	XP_029048339.1
OG0006212	XP_017878678.1	XP_029038334.1
OG0006213	XP_026672982.1, XP_017892561.1	XP_029041683.1
OG0006214	XP_017882458.1	XP_029038622.1
OG0006215	XP_026672900.1	XP_029039742.1
OG0006216	XP_017885848.1	XP_029055192.1
OG0006217	XP_017878385.1	XP_029035389.1
OG0006218	XP_017875690.1	XP_029039596.1
OG0006219	XP_017875006.1	XP_029032690.1
OG0006220	XP_017876474.1	XP_029051139.1
OG0006221	XP_017875805.1, XP_017875806.1	XP_029037427.1
OG0006222	XP_017887057.1	XP_029045201.1
OG0006223	XP_017884344.1	XP_029048275.1
OG0006224	XP_026667860.1	XP_029039300.1
OG0006225	XP_017882736.1	XP_029033333.1
OG0006226	XP_017892153.1	XP_029039410.1
OG0006227	XP_017886734.1, XP_026672666.1	XP_029052985.1
OG0006228	XP_017893368.1	XP_029034444.1
OG0006229	XP_017877506.1	XP_029033012.1
OG0006230	XP_017878873.1	XP_029045462.1
OG0006231	XP_017881620.1	XP_029038057.1
OG0006232	XP_017891136.1	XP_029046310.1
OG0006233	XP_017879209.1	XP_029031913.1
OG0006234	XP_017885284.1	XP_029055600.1
OG0006235	XP_017889890.1	XP_029047906.1
OG0006236	XP_017885943.1	XP_029035296.1
OG0006237	XP_017879859.1	XP_029055826.1
OG0006238	XP_026675530.1, XP_017892602.1	XP_029037276.1
OG0006239	XP_017892169.1	XP_029039399.1
OG0006240	XP_026674734.1, XP_017890847.1	XP_029053510.1
OG0006241	XP_017882173.1	XP_029052424.1
OG0006242	XP_017888581.1	XP_029050766.1
OG0006243	XP_017886241.1	XP_029042767.1
OG0006244	XP_017891519.1	XP_029044387.1
OG0006245	XP_017884448.1	XP_029050660.1
OG0006246	XP_017889418.1	XP_029040947.1
OG0006247	XP_017891411.1	XP_029041611.1
OG0006248	XP_017886316.1	XP_029045927.1
OG0006249	XP_017890695.1	XP_029036404.1
OG0006250	XP_017889247.1	XP_029041773.1
OG0006251	XP_017876461.1	XP_029051125.1
OG0006252	XP_017890984.1	XP_029036766.1
OG0006253	XP_017882374.1	XP_029045533.1
OG0006254	XP_017880850.1	XP_029037153.1
OG0006255	XP_017875489.1	XP_029039164.1
OG0006256	XP_017878978.1	XP_029037391.1
OG0006257	XP_017876143.1	XP_029040743.1
OG0006258	XP_017883011.1	XP_029035700.1
OG0006259	XP_017891957.1	XP_029036299.1
OG0006260	XP_017890617.1, XP_026668157.1	XP_029044688.1
OG0006261	XP_017875475.1	XP_029037493.1
OG0006262	XP_017879393.1	XP_029031951.1
OG0006263	XP_026670686.1	XP_029039660.1
OG0006264	XP_017892242.1	XP_029045095.1
OG0006265	XP_017884039.1	XP_029052659.1
OG0006266	XP_017892244.1	XP_029045051.1
OG0006267	XP_017883439.1	XP_029051477.1
OG0006268	XP_017886934.1	XP_029045190.1
OG0006269	XP_017893214.1	XP_029053584.1
OG0006270	XP_026668959.1	XP_029034213.1
OG0006271	XP_026668860.1	XP_029054010.1
OG0006272	XP_017878086.1	XP_029047012.1
OG0006273	XP_017890674.1	XP_029045199.1
OG0006274	XP_017892001.1	XP_029037508.1
OG0006275	XP_017884813.1	XP_029052935.1
OG0006276	XP_017882265.1	XP_029047943.1
OG0006277	XP_017886495.1	XP_029034684.1
OG0006278	XP_017885941.1	XP_029032209.1
OG0006279	XP_017879696.2	XP_029035117.1
OG0006280	XP_026668724.1	XP_029039650.1
OG0006281	XP_017891599.1	XP_029056602.1
OG0006282	XP_017882764.1	XP_029037706.1
OG0006283	XP_017891694.1	XP_029032094.1
OG0006284	XP_017885448.1	XP_029046257.1
OG0006285	XP_017875715.1	XP_029034040.1
OG0006286	XP_017886010.1	XP_029035303.1
OG0006287	XP_017877562.1	XP_029039140.1
OG0006288	XP_017888645.2	XP_029031902.1
OG0006289	XP_026674568.1	XP_029054604.1
OG0006290	XP_017877616.1	XP_029049707.1
OG0006291	XP_017878200.1	XP_029043066.1
OG0006292	XP_017890322.1	XP_029052396.1
OG0006293	XP_017881030.1	XP_029042540.1
OG0006294	XP_017881844.1	XP_029041090.1
OG0006295	XP_026675527.1	XP_029054336.1
OG0006296	XP_017880241.1	XP_029038870.1
OG0006297	XP_017877548.1	XP_029041945.1
OG0006298	XP_017879890.1	XP_029034841.1
OG0006299	XP_017881278.1	XP_029039331.1
OG0006300	XP_017892107.1	XP_029049219.1
OG0006301	XP_017893135.1	XP_029032582.1
OG0006302	XP_017876914.1	XP_029051037.1
OG0006303	XP_017878721.1	XP_029048213.1
OG0006304	XP_026668579.1	XP_029042903.1
OG0006305	XP_017887060.1	XP_029045210.1
OG0006306	XP_017890304.1	XP_029033074.1
OG0006307	XP_017876011.1	XP_029051259.1
OG0006308	XP_017883540.1	XP_029045520.1
OG0006310	XP_026672299.1	XP_029035262.1
OG0006311	XP_017885018.1	XP_029039409.1
OG0006312	XP_017892037.1	XP_029038773.1
OG0006313	XP_017888257.1	XP_029037991.1
OG0006314	XP_017885686.1	XP_029032836.1
OG0006315	XP_017886191.1	XP_029032848.1
OG0006316	XP_017890896.1	XP_029037417.1
OG0006317	XP_017875714.1	XP_029039980.1
OG0006318	XP_017886897.1	XP_029042356.1
OG0006319	XP_017885192.1	XP_029055478.1
OG0006320	XP_026671286.1	XP_029035793.1
OG0006321	XP_017889489.1	XP_029045888.1
OG0006322	XP_017878845.1	XP_029032980.1
OG0006323	XP_017887499.1	XP_029046516.1
OG0006324	XP_026672505.1	XP_029036807.1
OG0006325	XP_017877248.1	XP_029047104.1
OG0006326	XP_017884522.1	XP_029054128.1
OG0006327	XP_017879423.1	XP_029041531.1, XP_029041811.1
OG0006328	XP_017891042.1	XP_029051048.1
OG0006329	XP_026668488.1	XP_029036945.1
OG0006330	XP_017884748.1	XP_029050644.1
OG0006331	XP_026671789.1	XP_029041795.1
OG0006332	XP_017880383.1	XP_029046555.1
OG0006333	XP_017885921.1	XP_029039202.1
OG0006334	XP_017878083.2	XP_029052291.1
OG0006335	XP_017877897.1	XP_029046669.1
OG0006336	XP_017875209.1	XP_029037290.1
OG0006337	XP_017891877.1	XP_029043194.1
OG0006338	XP_017878160.1	XP_029036758.1
OG0006339	XP_017891306.1	XP_029041648.1
OG0006340	XP_017875207.1	XP_029048049.1
OG0006341	XP_017877498.1	XP_029047954.1
OG0006342	XP_017879579.1	XP_029032216.1, XP_029032217.1
OG0006343	XP_017887432.1	XP_029042222.1
OG0006344	XP_026667206.1	XP_029039592.1
OG0006345	XP_026667762.1	XP_029056561.1
OG0006346	XP_017887486.1	XP_029054521.1
OG0006347	XP_017879543.1	XP_029044623.1
OG0006348	XP_017882553.1	XP_029033134.1
OG0006349	XP_017881408.1	XP_029034968.1
OG0006350	XP_026674349.1	XP_029037854.1
OG0006352	XP_017892106.1	XP_029032916.1
OG0006353	XP_017875890.1	XP_029039641.1
OG0006355	XP_017876022.2	XP_029044213.1
OG0006356	XP_026669222.1	XP_029041034.1
OG0006357	XP_017876367.2	XP_029053654.1
OG0006358	XP_017887134.1	XP_029045560.1
OG0006359	XP_017877300.1	XP_029044201.1
OG0006360	XP_017885728.1	XP_029046343.1
OG0006361	XP_017881953.1	XP_029051377.1
OG0006362	XP_017891096.1	XP_029053843.1
OG0006363	XP_017881403.1	XP_029052189.1, XP_029052207.1
OG0006364	XP_017892528.1	XP_029032279.1
OG0006365	XP_026674194.1	XP_029040832.1
OG0006366	XP_017883274.1	XP_029044679.1
OG0006367	XP_017879043.1	XP_029041080.1
OG0006368	XP_017888077.1	XP_029043304.1, XP_029043305.1
OG0006369	XP_026670529.1, XP_017875639.1	XP_029033784.1
OG0006370	XP_026673376.1	XP_029037657.1
OG0006371	XP_017878781.1	XP_029047601.1
OG0006372	XP_017882834.1	XP_029056378.1, XP_029056377.1
OG0006373	XP_017893504.1	XP_029044517.1
OG0006374	XP_017892539.1	XP_029034261.1
OG0006375	XP_017889783.1	XP_029055895.1
OG0006376	XP_017885136.1	XP_029038408.1, XP_029038399.1
OG0006377	XP_017875084.1	XP_029035227.1
OG0006378	XP_017876992.1	XP_029041768.1
OG0006379	XP_017891885.1	XP_029040015.1
OG0006380	XP_017893390.1	XP_029050358.1
OG0006381	XP_017880037.1	XP_029033415.1
OG0006382	XP_026669886.1	XP_029050088.1
OG0006383	XP_017885866.1	XP_029035356.1
OG0006384	XP_017878513.1	XP_029048355.1
OG0006385	XP_017886219.1	XP_029038805.1
OG0006386	XP_017876817.1	XP_029032055.1
OG0006387	XP_026675338.1	XP_029051816.1
OG0006388	XP_017880614.1	XP_029050058.1
OG0006389	XP_017882054.1	XP_029039912.1
OG0006390	XP_017882295.1	XP_029036209.1
OG0006391	XP_026672060.1	XP_029046177.1
OG0006392	XP_017885851.1	XP_029053091.1
OG0006393	XP_017892837.1	XP_029052042.1
OG0006394	XP_017882962.1	XP_029037906.1
OG0006395	XP_026671226.1	XP_029053175.1
OG0006396	XP_017884774.1	XP_029042019.1
OG0006397	XP_017875339.1	XP_029034569.1
OG0006398	XP_017883320.1	XP_029032130.1
OG0006399	XP_017875273.1	XP_029033814.1
OG0006400	XP_026670292.1	XP_029053463.1
OG0006401	XP_017879427.1	XP_029046995.1
OG0006402	XP_017891637.1	XP_029049286.1
OG0006403	XP_026670039.1	XP_029048513.1
OG0006404	XP_017877074.1	XP_029036688.1
OG0006405	XP_017887121.1	XP_029044961.1
OG0006406	XP_017878232.1	XP_029034241.1
OG0006407	XP_017876012.1	XP_029047119.1
OG0006408	XP_017891234.1	XP_029046298.1
OG0006409	XP_017881747.1	XP_029044329.1
OG0006411	XP_017879659.1	XP_029048688.1
OG0006412	XP_017875984.1	XP_029050819.1
OG0006413	XP_017888348.1	XP_029044187.1
OG0006414	XP_017886606.1	XP_029034499.1
OG0006415	XP_026675491.1	XP_029039098.1
OG0006416	XP_017888955.1	XP_029033917.1
OG0006417	XP_017876673.1	XP_029039775.1
OG0006418	XP_017884898.1	XP_029041923.1
OG0006419	XP_017893190.1	XP_029044593.1
OG0006420	XP_017880280.1	XP_029039504.1
OG0006421	XP_026670584.1	XP_029047565.1
OG0006423	XP_017887790.1	XP_029034078.1
OG0006425	XP_017881221.1	XP_029035684.1
OG0006426	XP_017880587.1	XP_029049542.1
OG0006427	XP_017877306.1	XP_029042385.1
OG0006428	XP_026672623.1	XP_029034571.1
OG0006429	XP_017889241.1	XP_029038561.1
OG0006430	XP_017891358.1	XP_029043820.1
OG0006431	XP_017875643.1	XP_029040669.1
OG0006432	XP_026669504.1	XP_029054945.1
OG0006433	XP_017883013.1	XP_029036578.1
OG0006434	XP_017887171.1	XP_029041776.1
OG0006435	XP_017888638.1	XP_029041186.1
OG0006437	XP_017889661.1	XP_029049980.1
OG0006438	XP_026672493.1	XP_029045779.1
OG0006439	XP_017883727.1	XP_029050948.1
OG0006440	XP_017891368.1	XP_029043925.1
OG0006441	XP_017875354.1	XP_029050935.1
OG0006442	XP_026669299.1	XP_029037291.1
OG0006443	XP_017881728.1	XP_029035598.1
OG0006444	XP_017892421.1	XP_029032311.1
OG0006445	XP_017880604.1	XP_029050077.1
OG0006446	XP_017875293.1, XP_026667051.1	XP_029040384.1
OG0006447	XP_017880245.1	XP_029042357.1
OG0006448	XP_017889132.1	XP_029040146.1
OG0006449	XP_017892225.1	XP_029041304.1
OG0006450	XP_017887126.1	XP_029040684.1
OG0006451	XP_017885781.1	XP_029041430.1
OG0006452	XP_017884271.1	XP_029054374.1
OG0006453	XP_017889427.1	XP_029035078.1
OG0006454	XP_017878672.1	XP_029050152.1
OG0006455	XP_026672959.1	XP_029049398.1
OG0006456	XP_017878203.1	XP_029043082.1
OG0006457	XP_017877654.1	XP_029049617.1
OG0006459	XP_017888474.1	XP_029043006.1
OG0006460	XP_017889474.1	XP_029045878.1
OG0006462	XP_017889136.1	XP_029034007.1, XP_029034004.1
OG0006463	XP_017875251.1	XP_029040699.1
OG0006464	XP_017879562.1	XP_029048228.1
OG0006465	XP_026667931.1	XP_029038828.1
OG0006466	XP_017879916.1	XP_029041724.1
OG0006467	XP_026667711.1	XP_029053551.1
OG0006468	XP_026668229.1	XP_029035593.1
OG0006469	XP_017892034.1	XP_029038770.1
OG0006470	XP_017886409.1	XP_029039456.1
OG0006471	XP_026672404.1	XP_029044075.1
OG0006472	XP_017881112.1	XP_029054023.1
OG0006473	XP_026675216.1	XP_029032950.1
OG0006474	XP_017890212.1	XP_029036630.1
OG0006476	XP_026666718.1, XP_026666717.1	XP_029040681.1
OG0006477	XP_017890561.1	XP_029052857.1
OG0006478	XP_017883449.1	XP_029034980.1
OG0006480	XP_017890186.1	XP_029048201.1
OG0006481	XP_026669187.1, XP_026669186.1	XP_029055804.1
OG0006482	XP_017893264.1	XP_029038141.1
OG0006483	XP_026675482.1	XP_029054034.1
OG0006484	XP_026668905.1	XP_029034331.1
OG0006485	XP_017880386.1	XP_029050880.1
OG0006486	XP_017877496.1	XP_029037042.1
OG0006487	XP_017889559.1	XP_029038505.1
OG0006488	XP_026673395.1	XP_029042492.1
OG0006489	XP_017886866.1	XP_029045155.1
OG0006490	XP_026669798.1	XP_029051723.1
OG0006491	XP_017889357.1	XP_029037849.1, XP_029037850.1
OG0006492	XP_026672925.1	XP_029049891.1
OG0006493	XP_017887471.1	XP_029049984.1
OG0006494	XP_017891636.1	XP_029056529.1
OG0006495	XP_017880713.1	XP_029046237.1
OG0006496	XP_017885394.2	XP_029052332.1
OG0006497	XP_017877134.1	XP_029042391.1
OG0006498	XP_017883687.1	XP_029051033.1
OG0006499	XP_017889102.1	XP_029042770.1
OG0006500	XP_026669739.1	XP_029049880.1
OG0006501	XP_026668370.1	XP_029035767.1
OG0006503	XP_026675206.1	XP_029049939.1
OG0006504	XP_026673632.1	XP_029035587.1
OG0006505	XP_026672765.1	XP_029045132.1
OG0006506	XP_017885917.1	XP_029047251.1
OG0006507	XP_017876080.1	XP_029049492.1
OG0006508	XP_017876723.1	XP_029039769.1
OG0006509	XP_017886433.1	XP_029039567.1
OG0006510	XP_017887662.1	XP_029032590.1
OG0006511	XP_017875580.1	XP_029050433.1
OG0006512	XP_017875360.1	XP_029050710.1
OG0006513	XP_017875337.1	XP_029050739.1
OG0006514	XP_017877022.1	XP_029050161.1
OG0006515	XP_017891525.1	XP_029044396.1
OG0006516	XP_017877966.1	XP_029046364.1
OG0006517	XP_017886644.1	XP_029033190.1
OG0006518	XP_017880730.1	XP_029050220.1
OG0006519	XP_017887322.1	XP_029052678.1
OG0006520	XP_017890497.1, XP_017890496.1	XP_029049800.1
OG0006521	XP_017886598.1, XP_026669407.1	XP_029054492.1
OG0006522	XP_017887866.1	XP_029032322.1
