Orthogroup	Ceratina_calcarata	Anopheles_gambiae
OG0005906	XP_017884168.1	XP_319028.4
OG0005907	XP_017875007.1	XP_316392.3
OG0005908	XP_017885134.1	XP_317351.1
OG0005909	XP_017892703.1, XP_017882939.2	XP_316000.1
OG0005910	XP_017876955.1	XP_318952.3
OG0005911	XP_017875993.1	XP_318301.4
OG0005912	XP_017877396.1	XP_315439.4
OG0005913	XP_017881732.1	XP_310416.7
OG0005914	XP_017893455.1	XP_311398.3
OG0005915	XP_017885828.1	XP_001689215.1
OG0005916	XP_017875834.1	XP_318683.2
OG0005917	XP_017891044.1	XP_318076.3
OG0005918	XP_017883819.1	XP_321189.4
OG0005919	XP_026667410.1	XP_316602.1
OG0005920	XP_017885367.1, XP_017885368.1	XP_319141.3
OG0005921	XP_017886158.1	XP_320969.4
OG0005922	XP_017892202.1	XP_308676.4
OG0005924	XP_017888865.1	XP_315750.3
OG0005925	XP_017889467.1	XP_320424.4
OG0005926	XP_017879107.1	XP_318954.3
OG0005927	XP_026673970.1	XP_316402.2
OG0005928	XP_017889833.1	XP_309652.2
OG0005929	XP_017889433.1	XP_554509.2
OG0005930	XP_017885075.1	XP_555357.2
OG0005931	XP_017876948.1	XP_310578.5
OG0005932	XP_026674810.1, XP_026674811.1	XP_306849.2, XP_318426.5
OG0005933	XP_017884696.1	XP_315192.4
OG0005934	XP_017876482.1	XP_314737.4
OG0005935	XP_017878349.1, XP_026668468.1	XP_310818.3
OG0005936	XP_017878976.1	XP_316159.4
OG0005937	XP_017878176.1	XP_320871.3
OG0005939	XP_017885274.1, XP_017880195.1	XP_309192.2
OG0005940	XP_017881390.1	XP_313374.4, XP_003436536.1
OG0005941	XP_026675155.1	XP_313276.4
OG0005942	XP_017879135.1	XP_003435965.1
OG0005944	XP_017877641.1	XP_308117.4
OG0005945	XP_017893439.1	XP_319985.2
OG0005946	XP_017891997.1	XP_320743.4
OG0005947	XP_017886648.1	XP_314532.3
OG0005948	XP_017891451.1	XP_311498.2
OG0005949	XP_017879479.2	XP_560261.3, XP_003437181.1
OG0005950	XP_017882908.1	XP_315327.3
OG0005951	XP_017882613.1	XP_001237910.2
OG0005952	XP_017893633.1	XP_316820.5
OG0005956	XP_017884752.1	XP_316555.4
OG0005957	XP_017882706.1	XP_316854.4
OG0005958	XP_017879381.1	XP_320211.4
OG0005959	XP_017892817.1, XP_017887821.1	XP_321077.2
OG0005960	XP_026668800.1	XP_313381.4
OG0005961	XP_017875263.1	XP_316218.4
OG0005962	XP_017885923.1	XP_308162.3
OG0005963	XP_017891375.1	XP_001688932.1, XP_316642.2
OG0005965	XP_017883471.1	XP_319870.3
OG0005966	XP_026667127.1	XP_320754.1
OG0005967	XP_026671837.1	XP_314432.2
OG0005968	XP_017892352.1	XP_307560.4, XP_314356.4
OG0005969	XP_017884644.1	XP_311293.5
OG0005970	XP_017884762.1	XP_312921.3
OG0005971	XP_017882204.1	XP_315342.3
OG0005972	XP_017875949.1	XP_321994.5
OG0005973	XP_017893116.1	XP_308350.2
OG0005974	XP_017880848.1	XP_308441.4
OG0005975	XP_017883086.1	XP_318437.3
OG0005976	XP_026669724.1	XP_319573.4
OG0005978	XP_017884194.1	XP_314355.4
OG0005979	XP_017889302.1	XP_321323.3
OG0005980	XP_017885412.1, XP_017875148.1	XP_314717.3
OG0005981	XP_017876972.1	XP_319347.2
OG0005982	XP_017892471.1	XP_001237213.1
OG0005983	XP_017887878.1	XP_309929.3
OG0005984	XP_017886306.1	XP_311211.5
OG0005985	XP_017882199.1	XP_317419.4
OG0005986	XP_017893624.1	XP_316306.3
OG0005987	XP_017892438.1	XP_001688635.1
OG0005988	XP_017892300.1	XP_308018.4
OG0005989	XP_017882525.1	XP_308418.4
OG0005990	XP_017876772.1	XP_317151.4
OG0005991	XP_017889802.1	XP_321527.2
OG0005992	XP_017882695.1	XP_558141.3
OG0005993	XP_017891109.1	XP_317836.3
OG0005994	XP_017876733.1	XP_001238545.2
OG0005995	XP_017886892.1	XP_308101.3
OG0005996	XP_017883373.1	XP_314715.3
OG0005997	XP_017877593.1	XP_319155.2
OG0005999	XP_017882612.1	XP_311981.5
OG0006000	XP_017886298.1	XP_311295.4
OG0006001	XP_017875767.1	XP_310192.3
OG0006002	XP_017884411.1, XP_026671538.1	XP_314559.4
OG0006003	XP_017881500.1	XP_312519.3
OG0006004	XP_017877824.1	XP_317017.4
OG0006005	XP_017875046.1	XP_316595.4
OG0006006	XP_017892814.1	XP_321082.5, XP_003435983.1
OG0006007	XP_017877989.1	XP_003436548.1, XP_313423.5
OG0006008	XP_026672300.1	XP_321399.5
OG0006009	XP_017889390.1	XP_308135.4
OG0006010	XP_017878279.1	XP_560072.4
OG0006011	XP_017880937.1	XP_317717.3
OG0006012	XP_017876840.1	XP_312197.3
OG0006013	XP_017889318.1	XP_311858.5
OG0006014	XP_017892063.1	XP_319649.4
OG0006015	XP_017886839.1	XP_311424.1
OG0006016	XP_017889718.2	XP_314636.3
OG0006017	XP_026671516.1	XP_566290.4
OG0006018	XP_026675353.1	XP_001687753.2
OG0006019	XP_017888606.1	XP_321352.4
OG0006020	XP_017880721.1	XP_556934.3
OG0006021	XP_017889932.1	XP_321822.5
OG0006022	XP_017879708.1	XP_560198.4
OG0006023	XP_017891589.1	XP_312466.2
OG0006024	XP_017875498.1	XP_309524.4
OG0006025	XP_017881977.1	XP_307919.5
OG0006026	XP_017881815.1	XP_322015.3
OG0006028	XP_026675532.1	XP_311455.4
OG0006029	XP_017890826.1	XP_564621.3
OG0006030	XP_017886108.1	XP_319583.4
OG0006031	XP_017892718.1	XP_317220.3, XP_307671.3
OG0006032	XP_017884662.1	XP_319939.4
OG0006033	XP_017892643.1	XP_315419.5, XP_001688659.2
OG0006034	XP_017881458.1	XP_318114.3
OG0006036	XP_017885986.1	XP_321782.4
OG0006037	XP_017886930.1	XP_308567.4
OG0006038	XP_017892731.1	XP_319464.4
OG0006039	XP_017893580.2	XP_001237172.1
OG0006040	XP_017889832.2	XP_320467.4
OG0006042	XP_017890027.1	XP_308792.4
OG0006043	XP_017888230.1	XP_316344.4
OG0006044	XP_017880090.1	XP_315527.3
OG0006045	XP_017889300.1	XP_321324.2
OG0006046	XP_017893280.2	XP_313818.4
OG0006047	XP_017876279.1	XP_319728.4
OG0006048	XP_026666899.1	XP_320719.3
OG0006049	XP_017877361.1	XP_309566.4
OG0006050	XP_017879363.1	XP_311900.4
OG0006051	XP_017882289.1	XP_317666.4
OG0006052	XP_017892188.1	XP_317609.3
OG0006053	XP_026670818.1	XP_312571.3, XP_003436104.1
OG0006054	XP_017880627.1	XP_315435.4
OG0006055	XP_017875112.1	XP_312429.5
OG0006056	XP_017883108.1	XP_317753.4
OG0006057	XP_017883329.1	XP_319596.4
OG0006058	XP_017880156.1	XP_316473.2
OG0006059	XP_017878632.1	XP_319454.4
OG0006060	XP_017891831.1	XP_552222.3
OG0006061	XP_017881026.1	XP_309679.5
OG0006062	XP_017877917.1	XP_320688.4
OG0006063	XP_026668689.1	XP_312441.4
OG0006064	XP_017879926.1	XP_312882.5
OG0006065	XP_017888178.1	XP_317279.4
OG0006066	XP_017886244.1	XP_312321.5
OG0006067	XP_017892277.1	XP_312390.4
OG0006068	XP_017893434.2	XP_316217.3
OG0006069	XP_017875765.1	XP_317558.4
OG0006070	XP_017877787.1	XP_321844.5
OG0006071	XP_017887537.1	XP_312594.1
OG0006072	XP_017884641.1	XP_310529.5
OG0006073	XP_017879177.1	XP_559033.3
OG0006074	XP_017891798.1	XP_309991.2
OG0006075	XP_026669649.1	XP_310122.4, XP_307094.2
OG0006076	XP_017876384.1	XP_312315.5
OG0006077	XP_017889175.1	XP_564713.3
OG0006078	XP_017887278.1	XP_318953.4
OG0006079	XP_017888588.1	XP_311489.4
OG0006080	XP_017892074.1	XP_315698.4
OG0006081	XP_017891388.1	XP_310354.1
OG0006082	XP_017877168.1	XP_314553.3
OG0006083	XP_017876185.1	XP_314172.1
OG0006084	XP_026674110.1	XP_321536.5
OG0006085	XP_017879555.1	XP_309541.4
OG0006086	XP_017887974.1	XP_315463.3
OG0006087	XP_017891677.1, XP_017891676.1	XP_317270.4
OG0006088	XP_026672061.1	XP_003436507.1, XP_313256.2
OG0006089	XP_017877342.1	XP_317855.2
OG0006090	XP_017879985.1	XP_320147.4
OG0006091	XP_017893064.1	XP_312401.5
OG0006092	XP_017893658.1	XP_315563.4
OG0006093	XP_017876916.1	XP_309311.4
OG0006094	XP_017875418.1	XP_318814.4
OG0006095	XP_017883085.1	XP_308662.1
OG0006096	XP_017889854.1	XP_310914.4
OG0006097	XP_017883200.1	XP_308048.5
OG0006098	XP_026675646.1	XP_309832.4
OG0006099	XP_017883450.1	XP_312236.5
OG0006100	XP_026668529.1	XP_321446.3
OG0006101	XP_017875609.1	XP_001689239.1
OG0006102	XP_017882415.1	XP_310695.4
OG0006103	XP_026670524.1, XP_017882416.1	XP_317368.3
OG0006104	XP_026667106.1	XP_553580.3
OG0006105	XP_017892783.1	XP_320947.5
OG0006106	XP_017875748.1	XP_003436228.1
OG0006107	XP_026672147.1, XP_017882921.2	XP_313727.3
OG0006108	XP_017889265.1, XP_017889313.1	XP_003435756.1, XP_322013.5
OG0006109	XP_017889193.2, XP_017892145.1, XP_017888594.2	XP_320597.3
OG0006110	XP_017885600.2	XP_309899.3
OG0006111	XP_017886454.1	XP_320945.5
OG0006112	XP_017881512.1	XP_315542.3
OG0006113	XP_017877286.1	XP_312937.5
OG0006114	XP_017884447.1	XP_307940.5
OG0006116	XP_017881336.1	XP_308293.4
OG0006117	XP_026667733.1, XP_017876765.1	XP_309513.3
OG0006118	XP_017884885.1	XP_560205.4
OG0006119	XP_017882140.1	XP_312577.3
OG0006120	XP_017881600.1	XP_317062.4
OG0006121	XP_026670515.1, XP_017891720.1	XP_307284.3, XP_551203.4
OG0006123	XP_017875908.1, XP_026667336.1	XP_308395.4
OG0006124	XP_017883127.1	XP_317207.2
OG0006125	XP_017881395.1	XP_315964.4
OG0006126	XP_017890011.1	XP_317113.3
OG0006127	XP_017875799.1	XP_320715.3
OG0006128	XP_026670668.1	XP_315966.4
OG0006129	XP_017892975.1	XP_001688308.2
OG0006130	XP_017881462.1	XP_317055.4
OG0006131	XP_026668311.1	XP_003436396.1, XP_312792.5
OG0006134	XP_026669604.1	XP_312605.5, XP_003436095.1
OG0006135	XP_017888154.1	XP_319386.4
OG0006136	XP_017880658.1	XP_319489.4
OG0006137	XP_017888008.1	XP_316891.5
OG0006138	XP_017876637.1	XP_314316.4
OG0006139	XP_017886891.1	XP_314811.4
OG0006140	XP_017880075.1	XP_307850.4
OG0006141	XP_017883288.1	XP_318752.4
OG0006142	XP_017875358.1	XP_001689304.1
OG0006143	XP_026670211.1	XP_001237874.2
OG0006144	XP_017877336.1	XP_311956.5
OG0006145	XP_017884706.1	XP_320748.3
OG0006147	XP_017887660.1	XP_312628.5
OG0006149	XP_017883227.1	XP_320712.4
OG0006150	XP_017887704.1	XP_318073.4, XP_001689095.1
OG0006151	XP_026666598.1	XP_001689206.1
OG0006152	XP_026667922.1	XP_316684.3, XP_001688944.1
OG0006153	XP_017892078.1	XP_318500.4
OG0006154	XP_017878580.1	XP_310920.4
OG0006156	XP_026669448.1	XP_317735.4
OG0006157	XP_017875971.1	XP_003436037.1, XP_320907.4
OG0006158	XP_026674601.1	XP_001688962.1
OG0006159	XP_017879661.1	XP_307982.5
OG0006160	XP_026670746.1	XP_318524.3
OG0006161	XP_017886913.1	XP_319944.4
OG0006162	XP_017876350.1	XP_321883.4
OG0006164	XP_017880590.1	XP_317165.4
OG0006165	XP_017886123.1	XP_316904.4, XP_316905.3
OG0006166	XP_017885466.1	XP_309798.4
OG0006167	XP_017875348.1	XP_564675.3
OG0006168	XP_017887579.1	XP_001237943.1, XP_564527.3
OG0006169	XP_017876051.1	XP_319940.4
OG0006170	XP_017886003.1	XP_310791.5
OG0006171	XP_017887248.1	XP_318287.4
OG0006172	XP_017885473.1	XP_310168.3
OG0006173	XP_017891511.1	XP_311756.5
OG0006174	XP_017889682.1	XP_001237540.3
OG0006175	XP_017876901.1	XP_313843.5
OG0006176	XP_017890275.1	XP_307419.2
OG0006177	XP_017876781.1	XP_310422.5
OG0006178	XP_017886694.1	XP_310816.5
OG0006179	XP_017876897.1	XP_321107.4, XP_003435975.1
OG0006180	XP_017886215.1	XP_308444.4
OG0006181	XP_026674724.1	XP_001688662.1
OG0006182	XP_017885774.1	XP_312280.3
OG0006183	XP_017885648.2	XP_312407.2
OG0006184	XP_017878760.2	XP_310082.4
OG0006185	XP_017879608.1	XP_001238049.2
OG0006186	XP_017887739.1	XP_315024.4
OG0006187	XP_017890451.1, XP_017890450.1	XP_316810.5
OG0006188	XP_026670264.1	XP_001238516.3
OG0006189	XP_017890928.1	XP_313459.5
OG0006191	XP_017878140.1	XP_311951.4
OG0006192	XP_017875578.1	XP_312255.5
OG0006193	XP_017877247.1	XP_321602.5
OG0006194	XP_026670793.1	XP_309500.4, XP_564375.2
OG0006195	XP_017879783.1	XP_321688.4
OG0006196	XP_017884960.1	XP_310191.2
OG0006197	XP_017876660.1	XP_311953.3
OG0006199	XP_017880298.1	XP_318824.2
OG0006200	XP_017890063.1	XP_308011.5
OG0006201	XP_017878096.1	XP_311002.5
OG0006202	XP_017892126.2	XP_320865.4
OG0006203	XP_017879760.1	XP_320779.3
OG0006204	XP_017890354.1	XP_307416.4
OG0006205	XP_017877535.1	XP_309336.4
OG0006206	XP_026667878.1	XP_001689321.2
OG0006207	XP_017887180.1	XP_316268.4
OG0006208	XP_017888915.1	XP_313605.4
OG0006209	XP_017885120.1	XP_314653.4
OG0006210	XP_017878714.1	XP_315219.5
OG0006211	XP_017888999.1	XP_321547.3
OG0006212	XP_017878678.1	XP_320382.3
OG0006213	XP_026672982.1, XP_017892561.1	XP_557166.3, XP_001688884.1
OG0006215	XP_026672900.1	XP_309476.2
OG0006216	XP_017885848.1	XP_319655.2
OG0006217	XP_017878385.1	XP_312782.3
OG0006218	XP_017875690.1	XP_559505.6
OG0006219	XP_017875006.1	XP_309949.3, XP_310465.3
OG0006220	XP_017876474.1	XP_315901.4
OG0006221	XP_017875805.1, XP_017875806.1	XP_001688349.2
OG0006222	XP_017887057.1	XP_317111.1
OG0006223	XP_017884344.1	XP_311512.4
OG0006224	XP_026667860.1	XP_310772.4, XP_003436975.1
OG0006225	XP_017882736.1	XP_312160.4
OG0006226	XP_017892153.1	XP_550737.3
OG0006228	XP_017893368.1	XP_312173.2
OG0006229	XP_017877506.1	XP_314720.1
OG0006230	XP_017878873.1	XP_315436.3
OG0006231	XP_017881620.1	XP_318627.4
OG0006232	XP_017891136.1	XP_312491.4
OG0006233	XP_017879209.1	XP_309512.3
OG0006234	XP_017885284.1	XP_315581.4
OG0006235	XP_017889890.1	XP_319930.4
OG0006236	XP_017885943.1	XP_310648.3
OG0006237	XP_017879859.1, XP_017879861.1	XP_312877.4
OG0006238	XP_026675530.1, XP_017892602.1	XP_307895.3
OG0006239	XP_017892169.1	XP_003435846.1, XP_321663.4
OG0006240	XP_026674734.1, XP_017890847.1	XP_001689336.2
OG0006241	XP_017882173.1	XP_315097.4
OG0006242	XP_017888581.1	XP_311595.3
OG0006245	XP_017884448.1	XP_309997.3
OG0006246	XP_017889418.1	XP_312222.2
OG0006247	XP_017891411.1	XP_001237635.3
OG0006248	XP_017886316.1	XP_315218.4
OG0006249	XP_017890695.1	XP_318327.5, XP_003437215.1
OG0006250	XP_017889247.1	XP_556482.2
OG0006251	XP_017876461.1	XP_314741.3
OG0006252	XP_017890984.1	XP_319856.4
OG0006253	XP_017882374.1	XP_320993.2
OG0006254	XP_017880850.1	XP_308493.4
OG0006255	XP_017875489.1	XP_313427.5
OG0006257	XP_017876143.1	XP_319446.4
OG0006258	XP_017883011.1	XP_316733.3
OG0006259	XP_017891957.1	XP_308815.4
OG0006260	XP_017890617.1, XP_026668157.1	XP_001689384.2
OG0006261	XP_017875475.1	XP_312846.5
OG0006263	XP_026670686.1	XP_308719.3
OG0006264	XP_017892242.1	XP_309651.5
OG0006265	XP_017884039.1	XP_003436518.1
OG0006266	XP_017892244.1	XP_318917.4
OG0006267	XP_017883439.1	XP_320716.4
OG0006268	XP_017886934.1	XP_001230547.1, XP_314301.3
OG0006269	XP_017893214.1	XP_551697.4
OG0006270	XP_026668959.1	XP_312548.5
OG0006271	XP_026668860.1	XP_311257.2
OG0006273	XP_017890674.1	XP_313813.5
OG0006274	XP_017892001.1	XP_315054.2
OG0006275	XP_017884813.1	XP_318369.5
OG0006276	XP_017882265.1	XP_316505.3, XP_001688877.1
OG0006277	XP_017886495.1	XP_318355.4
OG0006278	XP_017885941.1	XP_314652.2
OG0006279	XP_017879696.2	XP_314728.3
OG0006280	XP_026668724.1	XP_312452.4
OG0006281	XP_017891599.1	XP_001237961.1
OG0006282	XP_017882764.1	XP_001689261.1
OG0006283	XP_017891694.1	XP_320602.4
OG0006284	XP_017885448.1	XP_313083.5
OG0006285	XP_017875715.1	XP_319000.3
OG0006286	XP_017886010.1	XP_317958.4
OG0006287	XP_017877562.1	XP_321256.5
OG0006288	XP_017885293.2, XP_017888645.2	XP_310874.5
OG0006289	XP_026674568.1	XP_308001.3
OG0006290	XP_017877616.1	XP_320421.3
OG0006291	XP_017878200.1	XP_313400.3
OG0006292	XP_017890322.1	XP_310815.3
OG0006293	XP_017881030.1	XP_313191.5
OG0006294	XP_017881844.1	XP_321845.5
OG0006295	XP_026675527.1	XP_317209.4
OG0006296	XP_017880241.1	XP_310189.4
OG0006297	XP_017877548.1	XP_318422.5
OG0006298	XP_017882824.1, XP_017879890.1	XP_314913.2
OG0006299	XP_017881278.1	XP_310994.5
OG0006300	XP_017892107.1	XP_001237548.2
OG0006301	XP_017893135.1	XP_316333.3
OG0006302	XP_017876914.1	XP_311937.4
OG0006303	XP_017878721.1	XP_565200.3
OG0006304	XP_026668579.1	XP_319677.2
OG0006305	XP_017887060.1	XP_310961.4
OG0006306	XP_017890304.1	XP_316235.2
OG0006307	XP_017876011.1	XP_321837.3
OG0006308	XP_017883540.1	XP_308012.5
OG0006310	XP_026672299.1	XP_310128.4
OG0006311	XP_017885018.1	XP_316158.3
OG0006312	XP_017892037.1	XP_314892.4
OG0006313	XP_017888257.1	XP_321726.5
OG0006314	XP_017885686.1	XP_001688808.1, XP_316223.4
OG0006315	XP_017886191.1	XP_315109.3
OG0006316	XP_017890896.1	XP_321804.3
OG0006317	XP_017875714.1	XP_308231.4
OG0006318	XP_017886897.1	XP_003436534.1
OG0006319	XP_017885192.1	XP_313987.1
OG0006320	XP_026671286.1	XP_311344.3
OG0006322	XP_017878845.1	XP_320385.4
OG0006323	XP_017887499.1	XP_314880.2
OG0006324	XP_026672505.1	XP_314526.3
OG0006325	XP_017877248.1	XP_310002.4
OG0006326	XP_017884522.1	XP_317652.4
OG0006327	XP_017879423.1	XP_308633.4
OG0006328	XP_017891042.1	XP_313960.3
OG0006329	XP_026668488.1	XP_308544.4
OG0006330	XP_017884748.1	XP_318637.4
OG0006331	XP_026671789.1	XP_314314.1
OG0006332	XP_017880383.1	XP_321841.2
OG0006333	XP_017885921.1	XP_315383.4
OG0006334	XP_017878083.2	XP_320366.3
OG0006335	XP_017877897.1	XP_317919.4
OG0006337	XP_017891877.1	XP_321878.4
OG0006338	XP_017878160.1	XP_313880.5
OG0006339	XP_017891306.1	XP_312769.5
OG0006340	XP_017875207.1	XP_003436130.1, XP_312489.3
OG0006343	XP_017887432.1	XP_317217.4
OG0006344	XP_026667206.1	XP_311909.5
OG0006345	XP_026667762.1	XP_003436681.1
OG0006346	XP_017887486.1	XP_313298.3
OG0006347	XP_017879543.1	XP_316057.3
OG0006348	XP_017882553.1	XP_316311.4
OG0006350	XP_026674349.1	XP_320388.3
OG0006352	XP_017892106.1	XP_552627.3
OG0006355	XP_017876022.2	XP_312849.5
OG0006356	XP_026669222.1	XP_001689118.2
OG0006357	XP_017876367.2	XP_318507.4
OG0006358	XP_017887134.1	XP_316422.3
OG0006359	XP_017877300.1	XP_320119.6
OG0006360	XP_017885728.1	XP_308801.3
OG0006361	XP_017881953.1	XP_322034.3
OG0006362	XP_017891096.1	XP_317131.4
OG0006363	XP_017881403.1	XP_001688557.1
OG0006364	XP_017892528.1	XP_308108.5, XP_003436646.1
OG0006365	XP_026674194.1	XP_313250.3
OG0006367	XP_017879043.1	XP_311146.5
OG0006368	XP_017888077.1	XP_321043.4
OG0006369	XP_026670529.1, XP_017875639.1	XP_319023.4
OG0006370	XP_026673376.1	XP_552528.1
OG0006371	XP_017878781.1	XP_553120.3, XP_001238233.2
OG0006372	XP_017882834.1	XP_003436924.1
OG0006373	XP_017893504.1	XP_319093.4
OG0006374	XP_017892539.1	XP_308470.4
OG0006375	XP_017889783.1	XP_320698.3
OG0006377	XP_017875084.1	XP_308953.4, XP_001688142.1
OG0006378	XP_017876992.1	XP_001237735.1
OG0006379	XP_017891885.1	XP_316922.3
OG0006380	XP_017893390.1	XP_312234.5
OG0006381	XP_017880037.1	XP_551886.3
OG0006382	XP_026669886.1	XP_001688719.1, XP_315746.3
OG0006383	XP_017885866.1	XP_317043.4
OG0006384	XP_017878513.1	XP_321629.5
OG0006385	XP_017886219.1	XP_317309.4
OG0006386	XP_017876817.1	XP_559178.3
OG0006388	XP_017880614.1	XP_320668.4
OG0006389	XP_017882054.1	XP_321134.5
OG0006390	XP_017882295.1	XP_314766.4
OG0006391	XP_026672060.1	XP_554654.3
OG0006392	XP_017885851.1	XP_310014.4
OG0006393	XP_017892837.1	XP_319021.3
OG0006394	XP_017882962.1	XP_554753.3
OG0006395	XP_026671226.1	XP_315161.5
OG0006396	XP_017884774.1	XP_003436252.1, XP_312097.5
OG0006397	XP_017875339.1	XP_557743.2
OG0006398	XP_017883320.1	XP_001237950.2
OG0006399	XP_017875273.1	XP_309117.5
OG0006400	XP_026670292.1	XP_308919.3
OG0006401	XP_017879427.1	XP_565616.4, XP_003436061.1
OG0006403	XP_026670039.1	XP_001687882.2, XP_308283.5
OG0006404	XP_017877074.1	XP_319897.4
OG0006405	XP_017887121.1	XP_315969.4
OG0006406	XP_017878232.1	XP_550715.2
OG0006407	XP_017876012.1	XP_320523.4
OG0006408	XP_017891234.1	XP_564631.3
OG0006409	XP_017881747.1	XP_313783.5
OG0006412	XP_017875984.1	XP_309515.4
OG0006413	XP_017888348.1	XP_317233.4
OG0006414	XP_017886606.1	XP_316438.5
OG0006415	XP_026675491.1	XP_312428.5
OG0006416	XP_017888955.1	XP_318822.4
OG0006417	XP_017876673.1	XP_314764.4
OG0006418	XP_017884898.1	XP_001238303.2
OG0006419	XP_017893190.1	XP_003435974.1
OG0006420	XP_017880280.1	XP_003436332.1
OG0006421	XP_026670584.1	XP_560429.2
OG0006422	XP_017881183.1	XP_319819.4
OG0006423	XP_017887790.1	XP_554297.3
OG0006425	XP_017881221.1	XP_313739.4, XP_003436815.1
OG0006426	XP_017880587.1	XP_308568.4
OG0006427	XP_017877306.1	XP_314554.2
OG0006428	XP_026672623.1	XP_320427.3
OG0006429	XP_017889241.1	XP_001688391.2
OG0006430	XP_017891358.1	XP_309060.3
OG0006431	XP_017875643.1	XP_318145.4
OG0006432	XP_026669504.1	XP_311006.5
OG0006433	XP_017883013.1	XP_320646.3
OG0006434	XP_017887171.1	XP_314090.4
OG0006435	XP_017888638.1	XP_308773.4
OG0006437	XP_017889661.1	XP_320642.3
OG0006438	XP_026672493.1	XP_003436639.1
OG0006439	XP_017883727.1	XP_315239.4
OG0006440	XP_017891368.1	XP_317594.4
OG0006441	XP_017875354.1	XP_317729.4
OG0006442	XP_026669299.1	XP_565033.3
OG0006443	XP_017881728.1	XP_321766.3
OG0006444	XP_017892421.1	XP_309839.4
OG0006445	XP_017880604.1	XP_309315.3
OG0006446	XP_017875293.1, XP_026667051.1	XP_321506.4, XP_003435888.1
OG0006447	XP_017880245.1	XP_311109.5
OG0006448	XP_017889132.1	XP_312538.5
OG0006449	XP_017892225.1	XP_001230941.2
OG0006450	XP_017887126.1	XP_317770.3
OG0006451	XP_017885781.1	XP_312257.2
OG0006452	XP_017884271.1	XP_319053.4
OG0006453	XP_017889427.1	XP_311017.4
OG0006454	XP_017878672.1	XP_309990.4
OG0006455	XP_026672959.1	XP_001688080.1, XP_308776.4
OG0006456	XP_017878203.1	XP_308713.2
OG0006458	XP_017888811.1	XP_314253.1
OG0006459	XP_017888474.1	XP_310799.5, XP_003436969.1
OG0006460	XP_017889474.1	XP_557901.3
OG0006463	XP_017875251.1	XP_319833.3
OG0006464	XP_017879562.1	XP_307790.5, XP_003436434.1
OG0006465	XP_026667931.1	XP_003436916.1
OG0006466	XP_017879916.1	XP_312282.4
OG0006467	XP_026667711.1	XP_310949.5
OG0006468	XP_026668229.1	XP_309177.5
OG0006469	XP_017892034.1	XP_316665.3, XP_001688936.1
OG0006470	XP_017886409.1	XP_310138.4
OG0006471	XP_026672404.1	XP_317239.4
OG0006472	XP_017881112.1	XP_309523.4
OG0006473	XP_026675216.1	XP_001237982.2
OG0006474	XP_017890212.1	XP_320296.4
OG0006476	XP_026666718.1, XP_026666717.1	XP_315428.3
OG0006477	XP_017890561.1	XP_319787.3
OG0006478	XP_017883449.1	XP_552757.1
OG0006480	XP_017890186.1	XP_315869.2
OG0006481	XP_026669187.1, XP_026669186.1	XP_001237679.2
OG0006482	XP_017893264.1	XP_308442.4
OG0006483	XP_026675482.1	XP_308970.4
OG0006484	XP_026668905.1	XP_321463.5
OG0006485	XP_017880386.1	XP_320360.4
OG0006486	XP_017877496.1	XP_318146.2
OG0006487	XP_017889559.1	XP_320441.3
OG0006488	XP_026673395.1	XP_562540.3
OG0006490	XP_026669798.1	XP_319463.4
OG0006491	XP_017889357.1	XP_311076.5
OG0006492	XP_026672925.1	XP_309174.2
OG0006493	XP_017887471.1	XP_313416.4
OG0006494	XP_017891636.1	XP_321886.5
OG0006495	XP_017880713.1	XP_319720.4
OG0006496	XP_017885394.2	XP_321614.4
OG0006497	XP_017877134.1	XP_001689355.2
OG0006498	XP_017883687.1	XP_001237621.1
OG0006499	XP_017889102.1	XP_320545.3
OG0006500	XP_026669739.1	XP_552696.3
OG0006501	XP_026668370.1	XP_556035.3
OG0006503	XP_026675206.1	XP_309245.5
OG0006504	XP_026673631.1, XP_026673632.1	XP_001688640.1
OG0006505	XP_026672765.1	XP_317355.4, XP_317356.3
OG0006506	XP_017885917.1	XP_312333.3
OG0006507	XP_017876080.1	XP_003436004.1, XP_321040.4
OG0006508	XP_017876723.1	XP_316682.4
OG0006509	XP_017886433.1	XP_309677.5
OG0006510	XP_017887662.1	XP_316657.3
OG0006511	XP_017875580.1	XP_319387.4
OG0006512	XP_017875360.1	XP_311738.5
OG0006513	XP_017875337.1	XP_001230836.2
OG0006514	XP_017877022.1	XP_003435968.1, XP_321162.5
OG0006515	XP_017891525.1	XP_310728.5, XP_003436978.1
OG0006516	XP_017877966.1	XP_311420.4
OG0006517	XP_017886644.1	XP_309247.3
OG0006518	XP_017880730.1	XP_556653.3
OG0006519	XP_017887322.1	XP_307804.4
OG0006520	XP_017890497.1, XP_017890496.1	XP_312209.4
OG0006521	XP_017886598.1, XP_026669407.1	XP_317814.4
OG0006522	XP_017887866.1	XP_311309.5
OG0006523	XP_017889276.1	XP_319447.2
OG0006524	XP_017882963.1	XP_001689029.1
OG0006525	XP_017883904.1	XP_320986.2
OG0006526	XP_017881196.1	XP_322005.5
OG0006527	XP_017878412.1	XP_003436937.1, XP_566191.4
OG0006528	XP_017877411.1	XP_309160.5
OG0006530	XP_026671952.1	XP_311021.5
OG0006532	XP_017891889.1	XP_315591.4
OG0006534	XP_017877493.1	XP_312104.5
