Orthogroup	Ceratina_calcarata	Nasonia_vitripennis
OG0007322	XP_017876480.1	XP_003424223.1
OG0007323	XP_017876373.1	XP_031778812.1
OG0007324	XP_017893650.1	XP_016839643.1
OG0007326	XP_026675064.1	XP_003424168.1
OG0007327	XP_017891032.1	XP_003423897.1
OG0007328	XP_017879886.1	XP_016838367.1
OG0007329	XP_017877343.1	XP_001604976.1
OG0007330	XP_026669647.1	XP_031779333.1
OG0007331	XP_017884303.1	XP_016837247.1
OG0007332	XP_017876857.1	XP_003427350.4
OG0007333	XP_017886310.1	XP_031784115.1
OG0007334	XP_017888909.1	XP_031788230.1
OG0007335	XP_017882983.1	XP_031789450.1
OG0007336	XP_017891094.1	XP_031788114.1
OG0007337	XP_017880434.1	XP_031776933.1
OG0007338	XP_017890684.1	XP_008217430.1
OG0007339	XP_026673778.1	XP_032453379.1
OG0007340	XP_017880615.1	XP_001606591.1
OG0007341	XP_017881702.1	XP_031788846.1, XP_031776884.1, XP_008215328.1
OG0007342	XP_017892137.1	XP_016844839.2
OG0007343	XP_026666476.1	XP_003424337.1
OG0007344	XP_017875683.1	XP_003425289.1
OG0007345	XP_017892774.1	XP_001599735.2
OG0007346	XP_017878583.1	XP_003427661.1
OG0007347	XP_017883961.1	XP_003424434.1
OG0007348	XP_017881446.1	XP_016840287.1
OG0007350	XP_026672296.1	XP_031778838.1
OG0007351	XP_017877655.1	XP_008210955.1
OG0007352	XP_017883972.1	XP_001607621.1
OG0007353	XP_017884169.1	XP_031782410.1
OG0007355	XP_017886668.1	XP_003424145.1
OG0007356	XP_017883952.1	XP_001605386.1
OG0007357	XP_017887328.1	XP_008207191.1
OG0007358	XP_017885088.1	XP_031784312.1
OG0007359	XP_026670161.1	XP_031783482.1
OG0007360	XP_026668704.1	XP_032453401.1
OG0007361	XP_017880951.1	XP_016844895.1
OG0007362	XP_026668876.1	XP_031789594.1
OG0007363	XP_017891849.1	XP_032457604.1
OG0007364	XP_017890489.1	XP_001603481.1
OG0007365	XP_017882145.1	XP_008215266.1
OG0007366	XP_017875473.1	XP_008202699.1
OG0007367	XP_017892904.1	XP_001605609.2
OG0007368	XP_017878367.1	XP_001601176.1
OG0007369	XP_017880866.1	XP_001601889.1
OG0007370	XP_017886458.1	XP_008201977.1
OG0007372	XP_026666851.1	XP_001606102.2
OG0007373	XP_026674818.1, XP_017883740.1	XP_001606268.2
OG0007374	XP_026671185.1	XP_031780868.1
OG0007375	XP_017878471.1	XP_031786197.1
OG0007376	XP_017885276.1	XP_008205344.1
OG0007377	XP_017891946.1	XP_016839723.1
OG0007378	XP_017875709.1	XP_008203228.1
OG0007379	XP_017888755.1	XP_001600896.2
OG0007380	XP_017875514.1	XP_003424823.1
OG0007382	XP_017889111.1	XP_016841343.1
OG0007383	XP_017883729.1	XP_001602630.2
OG0007385	XP_017887176.1	XP_032454766.1
OG0007386	XP_017885797.1	XP_008203454.2
OG0007387	XP_017879818.1	XP_001601439.1
OG0007388	XP_017881668.1	XP_001602139.2
OG0007389	XP_026674954.1	XP_031777965.1
OG0007390	XP_017892615.1	XP_016844969.1
OG0007392	XP_026667846.1	XP_008214639.1
OG0007394	XP_017875217.1	XP_001605117.2
OG0007395	XP_026671561.1	XP_008209456.1
OG0007396	XP_017893573.1	XP_001604898.2
OG0007397	XP_017883962.1	XP_001607207.1
OG0007398	XP_026667682.1	XP_016842848.2
OG0007399	XP_017876428.1	XP_016837464.1
OG0007400	XP_026672467.1, XP_017886438.1	NP_001123262.1
OG0007401	XP_017887341.1	XP_008208464.3
OG0007402	XP_017890250.1	XP_008204135.1
OG0007403	XP_026674916.1	XP_008206634.2
OG0007404	XP_026674373.1	XP_031784531.1
OG0007405	XP_017882047.1	XP_001606394.2
OG0007406	XP_017893568.1	XP_031779648.1
OG0007407	XP_017888286.1	XP_031777926.1
OG0007408	XP_017883938.1	XP_016845737.1
OG0007409	XP_017878039.1	XP_016840697.1
OG0007410	XP_017890639.1	XP_001602553.1
OG0007411	XP_017889845.1	XP_001607954.2
OG0007412	XP_017878377.1	XP_001599577.1
OG0007413	XP_017892674.1	XP_008206325.2
OG0007414	XP_017888335.1	XP_016844959.1
OG0007416	XP_017874992.1	XP_008212293.3
OG0007417	XP_017876155.1	XP_008202927.2
OG0007418	XP_026669392.1	XP_031778309.1
OG0007419	XP_026667323.1	XP_031779975.1, XP_031779976.1
OG0007420	XP_017891188.1	XP_016838747.2
OG0007422	XP_017893284.1	XP_001604585.1
OG0007423	XP_017885526.1	XP_008204051.1
OG0007425	XP_017890295.1	XP_031785979.1
OG0007426	XP_017876582.1	XP_003425833.1
OG0007428	XP_026670055.1	XP_003428026.1
OG0007429	XP_017887787.1	XP_016841851.1
OG0007430	XP_017880250.1	XP_008209671.2
OG0007431	XP_017886081.1	XP_003424312.1
OG0007432	XP_017878440.1	XP_016843681.1
OG0007433	XP_026674641.1	XP_008211689.1
OG0007434	XP_017880464.1	XP_016841929.1
OG0007435	XP_017884484.1	XP_031788892.1, XP_031788893.1, XP_031788891.1
OG0007436	XP_017876275.1	XP_001605629.3
OG0007437	XP_017878383.1	XP_008206600.1
OG0007438	XP_017881705.1, XP_026670179.1	XP_032456208.1, XP_008201926.1
OG0007439	XP_017892747.1	XP_031780254.1
OG0007440	XP_017881365.1	XP_031783644.1
OG0007442	XP_017880084.1	XP_001607688.1
OG0007443	XP_026668754.1	XP_008215608.1
OG0007444	XP_017893587.1	XP_008204928.1
OG0007445	XP_026669049.1	XP_003427586.2
OG0007446	XP_026675404.1	XP_031786748.1
OG0007447	XP_017887140.1	XP_001606013.2
OG0007448	XP_017888421.1	XP_016837692.1
OG0007449	XP_017876175.1	XP_031785201.1
OG0007450	XP_026672343.1	XP_008209890.1
OG0007451	XP_026672004.1	XP_008216797.2
OG0007452	XP_017892785.1	XP_016837200.1
OG0007453	XP_026672106.1	XP_001607627.1
OG0007455	XP_026673206.1	XP_031783800.1
OG0007456	XP_026668156.1	XP_008204289.1
OG0007457	XP_017880683.1	XP_031779886.1
OG0007459	XP_026667037.1	XP_016838578.1
OG0007461	XP_017888465.1	XP_016845546.1
OG0007462	XP_026668881.1	NP_001128393.1
OG0007463	XP_026675384.1	XP_008210504.2
OG0007464	XP_026672926.1	XP_001607772.1
OG0007465	XP_026672819.1	XP_016839773.1
OG0007466	XP_026675310.1	XP_031778559.1
OG0007467	XP_017882472.1	XP_001605267.1
OG0007468	XP_026674466.1	XP_032454270.1
OG0007469	XP_017893663.1	XP_031778829.1
OG0007470	XP_017892893.1	XP_001600063.1
OG0007471	XP_017886177.1, XP_017886179.1	XP_001603222.1
OG0007472	XP_017886721.1	XP_001602539.2
OG0007473	XP_017877279.1	XP_008216163.1
OG0007474	XP_017876854.1	XP_001608145.2
OG0007475	XP_026668321.1, XP_017877873.2	NP_001123268.1
OG0007477	XP_017876928.1	XP_016840180.1
OG0007478	XP_017876898.1	XP_001601181.1
OG0007479	XP_017880814.1	XP_008207966.1
OG0007480	XP_017876981.1	XP_016837016.1, NP_001123218.1
OG0007481	XP_017890739.1	XP_031782840.1
OG0007485	XP_026667284.1	XP_003427705.1
OG0007486	XP_017879564.1	XP_001602821.1
OG0007487	XP_017882788.1	XP_008215394.1
OG0007488	XP_026669893.1	XP_001606539.1
OG0007489	XP_017886760.1	XP_008202097.1
OG0007490	XP_017878204.1	XP_008214456.1
OG0007491	XP_017879016.1, XP_017879017.1	NP_001155850.1, XP_016844688.1
OG0007492	XP_026670685.1	XP_031776625.1, XP_001602825.1
OG0007494	XP_017890118.1	XP_003425818.1
OG0007495	XP_017875292.1	XP_032458057.1
OG0007496	XP_017891590.1	XP_001606840.1
OG0007497	XP_017875589.2, XP_017883895.1	XP_008202169.1
OG0007498	XP_017880224.1	XP_003424208.1
OG0007499	XP_017887789.1	XP_003426724.1
OG0007501	XP_017881908.1	XP_031788164.1
OG0007502	XP_017877557.1	XP_003425848.1
OG0007503	XP_017891585.1	XP_016840381.2, XP_016840382.2, XP_032455578.1, XP_032455579.1
OG0007504	XP_017892401.2	XP_001604416.1
OG0007505	XP_017878807.1	XP_008204888.1
OG0007506	XP_017883608.1	NP_001127785.1, XP_031778367.1
OG0007507	XP_017877319.1, XP_017890059.1	NP_001122408.2, XP_031778055.1
OG0007508	XP_026669731.1	XP_001603578.2
OG0007511	XP_017891296.1	XP_008202965.1
OG0007512	XP_026671229.1, XP_017883878.1	XP_003423857.1
OG0007513	XP_017890944.1	XP_001607368.1
OG0007514	XP_017882097.1	XP_031784227.1
OG0007515	XP_017889537.1	NP_001155068.1
OG0007516	XP_017879025.1	XP_031778490.1
OG0007517	XP_017884897.1	XP_032454610.1
OG0007518	XP_017881416.1	XP_016845761.1
OG0007519	XP_017890819.1	XP_008201964.1
OG0007521	XP_026672100.1	XP_008213989.2
OG0007522	XP_026669188.1	XP_031785211.1
OG0007523	XP_017887932.1	XP_001608036.2
OG0007525	XP_026674751.1	XP_001604646.2
OG0007526	XP_017879701.2	XP_001603138.1
OG0007527	XP_017883324.1	XP_031786933.1, XP_003426889.1
OG0007529	XP_026666693.1	XP_031785557.1
OG0007530	XP_017888455.1	XP_008215383.1
OG0007531	XP_017877579.1	XP_031784786.1
OG0007532	XP_017885995.1	XP_001604649.2
OG0007534	XP_017881703.1	XP_001602343.2
OG0007535	XP_017888222.1	XP_031785355.1, XP_031785302.1
OG0007536	XP_017884393.1	XP_003425314.1
OG0007538	XP_017884034.1	XP_003424560.1
OG0007539	XP_017886845.1	XP_031779254.1
OG0007540	XP_026670451.1	XP_031787306.1
OG0007541	XP_017893149.1	XP_003425003.1
OG0007543	XP_017882718.2, XP_017891571.1	XP_001600720.1
OG0007544	XP_017887884.1	XP_031787751.1
OG0007546	XP_026673257.1	XP_032452245.1
OG0007547	XP_017875330.1	NP_001155050.1
OG0007550	XP_017880219.1	XP_001604519.1
OG0007552	XP_026670877.1	XP_031784351.1
OG0007553	XP_026673540.1	NP_001166278.1
OG0007554	XP_017883934.1	XP_003425038.1
OG0007555	XP_026671171.1	XP_031785493.1
OG0007557	XP_017883539.1	XP_031780462.1, XP_031780463.1
OG0007558	XP_017883087.1	XP_008203648.1
OG0007560	XP_017880477.1	XP_001607036.2
OG0007561	XP_017883801.1, XP_017881186.1	XP_001606656.2
OG0007562	XP_026673614.1	XP_031777917.1
OG0007563	XP_017886690.1	XP_008212595.1
OG0007564	XP_026667637.1	XP_001599110.3, NP_001164356.2, XP_031778331.1
OG0007565	XP_017887552.1	XP_032453950.1
OG0007566	XP_017881333.1, XP_017881350.1, XP_017881342.1	XP_016836856.1, XP_001600382.1, XP_008215107.1
OG0007567	XP_017876308.1	XP_032456848.1
OG0007568	XP_017892185.1	XP_001606524.1
OG0007569	XP_017887794.1	XP_001606360.1, XP_031788136.1
OG0007570	XP_017884428.1	XP_001607294.1
OG0007571	XP_026671580.1, XP_026671579.1, XP_017884488.1, XP_017884486.1	XP_001605554.1, XP_001605540.1
OG0007572	XP_017882827.1, XP_017883300.1, XP_017876253.1	XP_016840252.1
OG0007573	XP_017890239.1	XP_003426959.1
OG0007574	XP_017877232.1	XP_032456614.1
OG0007576	XP_026675416.1, XP_026675413.1, XP_017892414.1	XP_003423956.1
OG0007577	XP_026674758.1	XP_001602378.2
OG0007578	XP_017881642.1	XP_008207025.2
OG0007579	XP_026669345.1	XP_031781500.1
OG0007580	XP_026675333.1, XP_017892269.1, XP_017892267.1	XP_001601096.1
OG0007581	XP_017890396.1	XP_008203896.1
OG0007582	XP_017889292.1	XP_031777972.1, XP_003425589.1, XP_016841883.1
OG0007583	XP_017886612.1	XP_008217811.1
OG0007584	XP_017876944.1	XP_008209531.1
OG0007585	XP_017883948.1, XP_026671289.1	XP_001607768.1, XP_001604452.1
OG0007587	XP_026670511.1	XP_003424691.2
OG0007590	XP_017891580.1	XP_001607479.1, XP_008207232.1
OG0007591	XP_017884410.1	XP_008204317.1
OG0007593	XP_017881177.2	XP_031789413.1
OG0007596	XP_026669284.1, XP_026669283.1	XP_031780398.1
OG0007597	XP_017883981.1	XP_016841156.1
OG0007598	XP_017880860.1	XP_032451977.1, XP_031784176.1, XP_001605822.1, XP_031779055.1, XP_032452873.1, XP_031784140.1, XP_031784129.1
OG0007602	XP_026673599.1	XP_016844224.1
OG0007604	XP_017889577.1	XP_001605555.2
OG0007607	XP_017879715.1	XP_001601799.1
OG0007608	XP_017884201.1	XP_001605794.2
OG0007609	XP_026670502.1	XP_032455309.1
OG0007610	XP_026672018.1, XP_026672928.1	XP_001600325.1
OG0007611	XP_017884180.1	XP_016839306.1
OG0007612	XP_017892927.1	NP_001161334.1
OG0007613	XP_026667093.1	XP_016843537.1
OG0007614	XP_026670485.1	NP_001127787.1
OG0007615	XP_017875244.1	XP_008203208.1
OG0007616	XP_017893362.1	NP_001165854.1
OG0007618	XP_026670272.1	XP_001600882.1
OG0007619	XP_017879326.1	NP_001193393.1
OG0007621	XP_026674765.1	XP_003424289.1
OG0007622	XP_017876794.1	XP_031782820.1
OG0007623	XP_017892081.1	XP_001600663.1
OG0007624	XP_026672912.1	XP_003427547.1
OG0007625	XP_017880005.1	XP_001604826.2
OG0007626	XP_026667497.1, XP_026667498.1	XP_008212899.1
OG0007627	XP_017887570.1	XP_008211961.1
OG0007629	XP_017879850.1	NP_001166087.1
OG0007630	XP_017876205.1	XP_031789091.1
OG0007631	XP_017879725.1	XP_031776999.1
OG0007632	XP_017891903.1	XP_031786374.1
OG0007633	XP_017887973.1	XP_016843091.1
OG0007634	XP_017885331.1	XP_008204569.1
OG0007638	XP_017880449.1	XP_001603911.1
OG0007639	XP_017886470.1	XP_032456820.1
OG0007640	XP_026670375.1	XP_016844043.2
OG0007642	XP_026671634.1	XP_001599500.1
OG0007644	XP_017877571.1, XP_026668164.1	XP_031786836.1
OG0007645	XP_026672256.1	XP_001601757.1
OG0007646	XP_017892769.1	XP_016837210.1
OG0007647	XP_017885475.1	XP_008210039.1
OG0007648	XP_017884304.1, XP_017888941.1	XP_001599511.2
OG0007649	XP_017884479.1	XP_001604675.1
OG0007650	XP_017875967.1	XP_031778933.1
OG0007651	XP_026673260.1	XP_008210404.2
OG0007653	XP_017876826.1	XP_001603682.2
OG0007655	XP_017891661.1	XP_008216270.1
OG0007656	XP_026667967.1	XP_003426992.1
OG0007657	XP_026670475.1	XP_001599859.1
OG0007658	XP_017883271.1	XP_001606188.1
OG0007659	XP_017881337.1	XP_008216692.1
OG0007661	XP_026675257.1	XP_016838616.1
OG0007662	XP_026673748.1	XP_016839443.1
OG0007663	XP_017891920.1	XP_008211910.1
OG0007664	XP_017885402.1	XP_008204265.1
OG0007665	XP_017891515.1	XP_008214624.1
OG0007667	XP_026672665.1	XP_008204034.1
OG0007668	XP_017882524.1	XP_001603424.1
OG0007671	XP_017878222.1	XP_008217228.2
OG0007675	XP_017888984.1	XP_031782620.1
OG0007676	XP_017880970.1	XP_016839990.1
OG0007677	XP_017888311.1	XP_001607967.2
OG0007678	XP_017891164.1	XP_031783294.1
OG0007679	XP_017883331.1	XP_001605964.1
OG0007680	XP_026669452.1	XP_001605131.1
OG0007682	XP_017876894.1	XP_001606372.1
OG0007683	XP_017887692.1	XP_032454654.1
OG0007684	XP_017890179.1	NP_001164390.1, XP_031778372.1
OG0007685	XP_017882314.1	XP_031784586.1
OG0007686	XP_017890941.1	XP_031788411.1
OG0007687	XP_026673224.1	NP_001153497.1
OG0007688	XP_017888262.1	XP_001599603.1
OG0007690	XP_017892546.1	XP_001604403.1
OG0007691	XP_026671434.1	XP_031780896.1
OG0007692	XP_017882666.1	XP_031786948.1
OG0007695	XP_017888566.1	XP_001601396.2
OG0007699	XP_017875928.1	XP_016844493.1
OG0007700	XP_026671710.1	XP_031788238.2
OG0007701	XP_017876560.1	XP_016837280.1
OG0007702	XP_017887847.1	NP_001136168.1
OG0007704	XP_026674972.1, XP_017891503.1	XP_031786369.1
OG0007705	XP_017879988.1	XP_003426067.1
OG0007707	XP_017891271.1	XP_003426379.1
OG0007708	XP_017892779.1	XP_016841899.1
OG0007709	XP_017879540.1	XP_031785180.1
OG0007710	XP_026674004.1, XP_017889560.1	XP_016845440.1, XP_016845439.1, XP_031786640.1
OG0007711	XP_017878737.1	XP_031785891.1
OG0007712	XP_017889660.1	XP_032452744.1, XP_008203065.1, XP_008203066.1
OG0007713	XP_017891449.1	XP_016845501.1, XP_001601482.2
OG0007714	XP_026666880.1	XP_008216309.1
OG0007715	XP_017892251.1	XP_003424771.1
OG0007716	XP_017889836.1	XP_001604126.2
OG0007717	XP_017884789.1	XP_001604913.2
OG0007718	XP_026672565.1	XP_031777952.1
OG0007719	XP_026671723.1	XP_008206193.1
OG0007720	XP_017888964.1	XP_031787539.1
OG0007721	XP_026672885.1, XP_026672884.1	XP_001604437.1
OG0007722	XP_017893333.1	XP_008205334.1
OG0007723	XP_017887503.1	XP_031782339.1
OG0007726	XP_017882322.1, XP_017882316.1	XP_003426812.1
OG0007728	XP_017875537.1	XP_031787225.1
OG0007730	XP_017892056.1	XP_008214794.1
OG0007731	XP_017877924.1	XP_001602982.1
OG0007732	XP_017876700.1	XP_016844452.1
OG0007733	XP_017884461.1	XP_001600305.1
OG0007734	XP_017887882.1	XP_031778166.1
OG0007735	XP_017883378.1	XP_031783233.1
OG0007736	XP_017881799.1	XP_003424812.1
OG0007737	XP_017887733.1	XP_031782036.1
OG0007738	XP_017875706.1	XP_008207414.2
OG0007739	XP_017890692.1	XP_008204852.1
OG0007741	XP_026668199.1	XP_001603197.1
OG0007743	XP_017892448.1	XP_001602573.1
OG0007744	XP_017885643.1	XP_031782596.1
OG0007745	XP_026675137.1	XP_003424608.1
OG0007746	XP_017890182.1	XP_016837582.1
OG0007747	XP_026668475.1	XP_008207525.2
OG0007748	XP_026672829.1	XP_031778600.1
OG0007749	XP_026667239.1	XP_031785103.1
OG0007750	XP_017877148.1	XP_031780777.1
OG0007751	XP_017883612.1	NP_001152815.1, XP_008215062.1
OG0007752	XP_017880020.1	XP_016839804.1
OG0007753	XP_017893352.2, XP_026669409.1	XP_016844520.1
OG0007754	XP_017887855.1	NP_001155160.1
OG0007756	XP_026674317.1	XP_003425484.2
OG0007758	XP_017880199.1	XP_008204543.1
OG0007760	XP_017875847.1	XP_001602527.3
OG0007761	XP_026675628.1	XP_008202911.1
OG0007763	XP_017892278.1	XP_001604935.1
OG0007764	XP_017879138.1	XP_001606585.2
OG0007766	XP_026674499.1	XP_031778315.1, XP_031785817.1, XP_031781354.1, XP_008213805.1, XP_031789269.1, XP_031779860.1, XP_031781131.1, XP_031777505.1, XP_031777473.1
OG0007768	XP_017882298.1	XP_001606537.1
OG0007769	XP_026673322.1	XP_001607218.1
OG0007770	XP_017885620.1	XP_008202614.1
OG0007771	XP_026668920.1	XP_032454440.1
OG0007772	XP_017887930.1	XP_031787956.1
OG0007773	XP_017876796.1	XP_031777943.1
OG0007775	XP_017890086.1	XP_031781135.1
OG0007776	XP_017877696.1	XP_016836701.1
OG0007777	XP_026666919.1	XP_031781103.1
OG0007778	XP_017882478.1	XP_032453593.1
OG0007779	XP_017883772.1	XP_032452919.1
OG0007780	XP_017888554.2	XP_016841750.1
OG0007781	XP_017876448.1	XP_031780292.1
OG0007782	XP_017879601.1	XP_003426151.2, XP_032455610.1, XP_032455609.1
OG0007783	XP_026673324.1	XP_031779322.1
OG0007785	XP_017883020.1	XP_003424912.2
OG0007787	XP_017887539.1	XP_001603368.1
OG0007789	XP_017885515.1	XP_016839167.1
OG0007790	XP_017892247.1	XP_031780559.1
OG0007791	XP_017890456.1	XP_001604415.1
OG0007793	XP_026666819.1, XP_026666818.1, XP_026666817.1	XP_001608250.2
OG0007794	XP_017891559.1	XP_016842304.1
OG0007795	XP_017880990.1	XP_008204030.1
OG0007796	XP_017880118.1	NP_001135428.1
OG0007797	XP_017892177.2	XP_016841278.1
OG0007798	XP_017889862.1	XP_031787919.1
OG0007799	XP_017875556.1	XP_031779328.1
OG0007801	XP_017886821.1	XP_001605943.1
OG0007802	XP_017887261.1	XP_008209713.1
OG0007803	XP_017889581.1	XP_008209164.1
OG0007804	XP_017883998.1	XP_031782127.1
OG0007805	XP_017877606.1	XP_031788334.1
OG0007806	XP_026669444.1, XP_017893243.1	XP_001602220.1
OG0007808	XP_017887154.1	XP_001606722.1
OG0007809	XP_026673702.1	XP_031788076.1
OG0007810	XP_017884487.1	XP_008206938.1
OG0007811	XP_017887589.1	XP_001607700.1
OG0007812	XP_017875100.1	XP_016844316.1
OG0007813	XP_017885013.1	XP_016837845.1
OG0007814	XP_017875513.1	XP_001603163.2
OG0007815	XP_017891823.1	XP_008204173.1
OG0007816	XP_017875792.1	XP_031786738.1, NP_001129658.1
OG0007818	XP_017877122.1	XP_008209885.1, XP_031780738.1
OG0007819	XP_017892376.1	XP_001602242.1
OG0007821	XP_017883596.1	XP_008205904.1
OG0007822	XP_026666657.1	XP_031787626.1
OG0007823	XP_017893210.1	XP_031779593.1
OG0007824	XP_017888000.1	XP_008210718.1
OG0007827	XP_017881139.1, XP_026669859.1	XP_031779180.1
OG0007828	XP_017883485.2	NP_001166858.1
OG0007829	XP_017880172.1	XP_031781490.1, XP_032457637.1, XP_031781491.1
OG0007830	XP_017875807.1	XP_032454084.1
OG0007831	XP_026673082.1	XP_003424198.1
OG0007832	XP_026672118.1	XP_003427029.1
OG0007835	XP_017882567.1	XP_016845855.1
OG0007836	XP_017893548.1	XP_001602291.2
OG0007837	XP_017892677.1	XP_001604351.1
OG0007838	XP_026668550.1	XP_031784515.1
OG0007839	XP_017875879.1	NP_001161197.1
OG0007840	XP_017883575.1	XP_008211581.1
OG0007841	XP_017888733.1	XP_008211719.2
OG0007842	XP_017881995.1	XP_003426609.1
OG0007843	XP_017875943.1	XP_001604128.1
OG0007844	XP_017887186.1	XP_001604483.1
OG0007845	XP_017891719.1	XP_003424158.1, XP_032453416.1
OG0007846	XP_017877086.1	XP_031789524.1
OG0007848	XP_026673270.1	XP_032457277.1
OG0007849	XP_017891848.1	XP_016842359.1
OG0007850	XP_026669084.1	XP_003425658.1
OG0007851	XP_017884871.1	XP_016841074.1
OG0007852	XP_017875913.1	XP_001605476.2
OG0007853	XP_017879904.1	XP_031776605.1
OG0007854	XP_026670823.1	XP_008211287.1, XP_032454847.1
OG0007856	XP_017884237.1	XP_031782014.1
OG0007857	XP_017884076.1	XP_031785498.1
OG0007858	XP_017889809.1	XP_001607174.1
OG0007859	XP_017892337.1	XP_031782311.1
OG0007860	XP_026671587.1	XP_031788395.1
OG0007861	XP_017884362.1	XP_001608187.1
OG0007862	XP_017884814.1	XP_001604506.2
OG0007863	XP_026673736.1	XP_008208254.1
OG0007864	XP_017885138.1	XP_001601024.2
OG0007865	XP_026669305.1	XP_031787654.1
OG0007868	XP_017878500.1	XP_001603244.1
OG0007869	XP_017878072.1	XP_016837282.1
OG0007870	XP_017881924.1	XP_003425105.1
OG0007872	XP_017883811.1	XP_008204767.1
OG0007874	XP_017878694.1	XP_031784928.1
OG0007875	XP_017882206.1	XP_008211441.1
OG0007876	XP_017878027.2	XP_008211330.1
OG0007877	XP_017885531.1	XP_031777178.1
OG0007880	XP_017887451.1	XP_003427877.1
OG0007881	XP_017880029.1	XP_031780209.1, XP_008203297.2
OG0007882	XP_017884323.1	XP_016839889.1
OG0007884	XP_017888472.1	XP_008204943.1
OG0007885	XP_017882780.1	XP_016837482.1
OG0007886	XP_026673560.1	XP_016840988.1, NP_001123524.1
OG0007887	XP_017888540.1	XP_001600850.1
OG0007888	XP_017877694.1	XP_003423997.1
OG0007889	XP_017890977.1	XP_001606414.3
OG0007890	XP_017888936.1	XP_008203504.1
OG0007891	XP_026674240.1	XP_031777558.1, XP_001605324.2
OG0007892	XP_017890068.1	XP_001600109.2
OG0007893	XP_017880301.1	XP_001605082.1
OG0007894	XP_017893227.1	XP_001604282.3
OG0007895	XP_017877786.1	XP_001602339.2
OG0007898	XP_017890206.1	XP_031784465.1
OG0007900	XP_017880353.1	XP_031781304.1, XP_031781305.1
OG0007901	XP_017889044.1	XP_003424657.1
OG0007902	XP_017879656.1	XP_008205475.1
OG0007903	XP_017891327.1	XP_001599413.4
OG0007904	XP_017884455.1	XP_008216956.1
OG0007905	XP_017887106.1	XP_031784567.1
OG0007908	XP_017891254.1	XP_008207834.1, XP_008207833.1
OG0007909	XP_026672754.1, XP_017884642.1	XP_001600893.1
OG0007910	XP_017876302.1, XP_017876303.1, XP_017876304.1	XP_001601570.2
OG0007911	XP_017891952.1	XP_001606881.1
OG0007912	XP_026669794.1, XP_017881013.1	XP_031784840.1
OG0007914	XP_017879311.1	XP_003425497.1
OG0007915	XP_017888562.2	XP_008202090.1
OG0007916	XP_017878620.1	XP_008214105.1
OG0007917	XP_017888373.1	XP_003423858.1
OG0007918	XP_026675199.1	XP_016844919.1
OG0007919	XP_017883033.1	XP_008208678.1
OG0007920	XP_017885861.1	XP_016839145.1
OG0007921	XP_017876327.1	XP_016836815.1, XP_016836817.1
OG0007922	XP_026673788.1	XP_016838961.1
OG0007923	XP_026669522.1, XP_026669528.1	XP_008215897.2
OG0007924	XP_017890361.1	XP_008203259.1
OG0007925	XP_017878154.1	XP_001604355.2
OG0007927	XP_017887916.1	XP_031782380.1
OG0007929	XP_026672599.1, XP_026672600.1	NP_001127920.1
OG0007930	XP_017891574.1	XP_003426450.1
OG0007931	XP_026675189.1, XP_017891905.1	XP_003428231.1
OG0007933	XP_026675128.1	XP_008213504.1
OG0007936	XP_026674782.1	XP_031787607.1
OG0007938	XP_017877171.1	XP_031787840.1
OG0007941	XP_017878532.1	XP_001601448.2
OG0007942	XP_017879360.1, XP_026668951.1	XP_008213381.1
OG0007948	XP_026667466.1, XP_017887521.1, XP_017888124.1, XP_026673308.1, XP_026673309.1, XP_026673310.1, XP_026673307.1, XP_026668751.1, XP_017876256.1, XP_026668070.1, XP_026673575.1, XP_017884072.1, XP_017884098.1	XP_032455002.1, XP_008206696.1, XP_003426422.1, XP_008204246.1
OG0007949	XP_017887310.1	XP_008217569.1, XP_016842164.1, XP_016842163.1, XP_008217567.1, XP_031780554.1
OG0007949	XP_026674113.1, XP_026674485.1, XP_017876921.2, XP_017891743.1, XP_017891405.1, XP_017885424.1	XP_008217571.3
OG0007952	XP_026669014.1	XP_031789327.1
OG0007957	XP_017886752.1	NP_001129486.1
OG0007958	XP_017875329.1	NP_001155061.1
OG0007960	XP_017887266.1	XP_003427152.1, XP_001605618.2
OG0007961	XP_017875992.1	XP_032455516.1
OG0007962	XP_017891458.1	XP_001599035.1
OG0007963	XP_017893347.1	NP_001165851.1
OG0007966	XP_017882072.1	XP_031786885.1
OG0007967	XP_017886893.1	XP_008202167.1, XP_008202164.1
OG0007968	XP_017883703.1	XP_001599727.1
OG0007970	XP_017888648.1	XP_001603626.1
OG0007971	XP_017884616.1	XP_016844090.1
OG0007972	XP_017884605.1	XP_008213532.1, XP_008213531.1
OG0007973	XP_026671209.1, XP_026671206.1, XP_026671207.1, XP_026671208.1, XP_017883805.1	XP_003427574.2
OG0007974	XP_017881509.1	XP_003425021.1
OG0007975	XP_017885596.1	XP_031788629.1
OG0007976	XP_026672749.1	XP_008206928.1, XP_001602935.2
OG0007977	XP_017883806.2	XP_031776759.1
OG0007981	XP_017878183.1	XP_001603121.2
OG0007982	XP_017876688.1	XP_003426096.3, XP_031788896.1
OG0007983	XP_026668409.1	XP_001605312.2
OG0007984	XP_017876487.1	XP_001602032.1
OG0007985	XP_026669058.1	XP_001601010.1
OG0007986	XP_017884274.1	XP_003428020.1
OG0007987	XP_017890356.1	XP_001607483.1
OG0007988	XP_017892411.1	XP_001599516.2
OG0007989	XP_017891838.2	XP_003428149.1
OG0007990	XP_017886193.1	XP_003424699.1
