Orthogroup	Solenopsis_invicta	Osmia_bicornis
OG0006741	XP_025990760.1	XP_029034704.1
OG0006742	XP_039307646.1	XP_029048365.1
OG0006743	XP_011165379.1	XP_029039497.1
OG0006744	XP_025985937.1, XP_011175981.1	XP_029033081.1, XP_029033913.1, XP_029033442.1
OG0006745	XP_039315010.1	XP_029052778.1
OG0006746	XP_025990677.2	XP_029031943.1
OG0006747	XP_011166019.1, XP_039311082.1, XP_011166018.1	XP_029049283.1
OG0006748	XP_011166498.2	XP_029038521.1
OG0006749	XP_025992966.1	XP_029033905.1
OG0006750	XP_039309345.1	XP_029042342.1
OG0006751	XP_039311216.1	XP_029052354.1
OG0006752	XP_025993852.1	XP_029034656.1
OG0006753	XP_011175156.1	XP_029051883.1
OG0006754	XP_025993452.2	XP_029036730.1
OG0006755	XP_011159381.2	XP_029033231.1
OG0006757	XP_011162516.1	XP_029055870.1
OG0006760	XP_011169804.1	XP_029051619.1
OG0006761	XP_011157711.2	XP_029038158.1, XP_029038172.1
OG0006763	XP_011155842.1	XP_029034282.1
OG0006764	XP_011162397.1	XP_029042759.1, XP_029042761.1
OG0006765	XP_011159906.1	XP_029046167.1
OG0006766	XP_011167230.1, XP_025991176.1	XP_029045452.1
OG0006768	XP_011156503.2	XP_029041785.1
OG0006770	XP_011166742.2, XP_011166743.2	XP_029050319.1, XP_029050305.1, XP_029050312.1
OG0006771	XP_011172002.1	XP_029049627.1
OG0006772	XP_025989464.1	XP_029045085.1
OG0006773	XP_011162526.2	XP_029031915.1
OG0006775	XP_011171010.1, XP_011171009.1, XP_025991045.1	XP_029041505.1
OG0006776	XP_025992137.1	XP_029039379.1
OG0006777	XP_039313464.1	XP_029050386.1, XP_029050387.1
OG0006778	XP_011168315.2	XP_029032450.1, XP_029032448.1, XP_029032449.1
OG0006779	XP_039309970.1	XP_029044871.1
OG0006780	XP_011165688.1	XP_029035961.1
OG0006781	XP_011175112.2, XP_011175110.2, XP_039308413.1, XP_039308415.1, XP_039308414.1	XP_029042162.1
OG0006782	XP_011164955.1	XP_029053039.1
OG0006784	XP_039313528.1, XP_039313529.1	XP_029033085.1
OG0006785	XP_025991667.2, XP_011159708.2	XP_029041326.1, XP_029041325.1
OG0006787	XP_011171087.3	XP_029044802.1, XP_029044803.1, XP_029044804.1
OG0006788	XP_039306784.1, XP_039306783.1	XP_029041387.1
OG0006792	XP_039314108.1	XP_029047637.1
OG0006793	XP_025994007.1	XP_029039521.1
OG0006797	XP_039306307.1, XP_039305124.1, XP_039308690.1, XP_039313473.1, XP_039308693.1, XP_039308692.1, XP_039306830.1, XP_039304097.1, XP_039312620.1, XP_039313825.1, XP_011174647.2, XP_039312796.1, XP_039303794.1, XP_039304102.1, XP_039314044.1, XP_039315400.1, XP_039313472.1, XP_039302750.1, XP_039307368.1, XP_025995081.1	XP_029054119.1
OG0006798	XP_025990007.1	XP_029049447.1
OG0006799	XP_025996658.1	XP_029048016.1
OG0006800	XP_011168715.1	XP_029047225.1
OG0006801	XP_011163166.1	XP_029048539.1
OG0006802	XP_011167408.1	XP_029050946.1
OG0006803	XP_039307041.1	XP_029047248.1
OG0006804	XP_025991944.1	XP_029041033.1
OG0006805	XP_011168302.2	XP_029036111.1
OG0006806	XP_025987393.2	XP_029040973.1
OG0006807	XP_011162160.1	XP_029043492.1
OG0006808	XP_011165604.1	XP_029042917.1
OG0006809	XP_011172828.1	XP_029041833.1
OG0006810	XP_011155977.1	XP_029048392.1
OG0006811	XP_011170297.1	XP_029054203.1
OG0006812	XP_011169017.1	XP_029037586.1
OG0006813	XP_011161226.1	XP_029045355.1
OG0006814	NP_001291537.1	XP_029043391.1
OG0006815	XP_011161467.1	XP_029052826.1
OG0006816	XP_025991711.1	XP_029044857.1
OG0006817	XP_011167682.1	XP_029044189.1
OG0006818	XP_011157662.1	XP_029044661.1
OG0006819	XP_011158807.1	XP_029034232.1
OG0006820	XP_011155675.1	XP_029051557.1
OG0006821	XP_039303711.1	XP_029052455.1
OG0006822	XP_011176399.1	XP_029039654.1
OG0006823	XP_039303593.1, XP_025993025.1	XP_029040933.1, XP_029040942.1
OG0006824	XP_011158447.1	XP_029036492.1
OG0006825	XP_011168951.1	XP_029045445.1
OG0006826	XP_011155370.1	XP_029050976.1
OG0006827	XP_011156375.1	XP_029037454.1
OG0006828	XP_011163922.1	XP_029049290.1
OG0006829	XP_011168351.1	XP_029055673.1
OG0006830	XP_011162147.2	XP_029046218.1
OG0006831	XP_011161999.1	XP_029041779.1
OG0006832	XP_011172082.1	XP_029048302.1
OG0006833	XP_011161189.1	XP_029039158.1
OG0006834	XP_025987630.1	XP_029054774.1
OG0006835	XP_011166948.1	XP_029046845.1
OG0006836	XP_011169117.1	XP_029032146.1
OG0006837	XP_025985986.1	XP_029039465.1, XP_029039466.1, XP_029039464.1
OG0006838	XP_011168540.1	XP_029053500.1
OG0006839	XP_025988539.1	XP_029039181.1
OG0006840	XP_011163936.2	XP_029050011.1
OG0006841	XP_011155627.1	XP_029051923.1
OG0006842	XP_011172417.1	XP_029032191.1
OG0006843	XP_011158275.1	XP_029040095.1
OG0006844	XP_011161410.1	XP_029045686.1
OG0006845	XP_011156516.1	XP_029051505.1
OG0006846	XP_011165194.1, XP_011165191.1	XP_029033063.1
OG0006847	XP_011157965.1	XP_029055385.1
OG0006848	XP_011166844.1	XP_029053989.1
OG0006849	XP_011170969.1	XP_029040219.1
OG0006850	XP_011162559.1	XP_029050872.1
OG0006851	XP_011168599.1	XP_029038054.1
OG0006852	XP_039306913.1	XP_029038454.1
OG0006853	XP_011175199.1	XP_029039041.1
OG0006854	XP_011161500.1	XP_029049993.1
OG0006855	XP_039304202.1	XP_029041962.1
OG0006856	XP_011155864.2	XP_029035823.1, XP_029035824.1
OG0006857	XP_011167091.1	XP_029050747.1
OG0006858	XP_011166355.1	XP_029039630.1
OG0006859	XP_025991358.2	XP_029037567.1
OG0006860	XP_011170328.2	XP_029046855.1
OG0006861	XP_039312819.1	XP_029045354.1
OG0006862	XP_011170995.1	XP_029037193.1
OG0006863	XP_011172628.1	XP_029040560.1
OG0006864	XP_011164043.1	XP_029042312.1
OG0006865	XP_025995970.1	XP_029042754.1
OG0006866	XP_025992525.1	XP_029047756.1
OG0006867	XP_011163140.1	XP_029039288.1
OG0006868	XP_011164146.1	XP_029033743.1
OG0006869	XP_011170318.1	XP_029039392.1
OG0006870	XP_011165354.1	XP_029034665.1
OG0006871	XP_011160858.1	XP_029054408.1
OG0006872	XP_011170427.1	XP_029053926.1
OG0006873	XP_011175896.1	XP_029052314.1
OG0006874	XP_025997118.1	XP_029047136.1
OG0006875	XP_011173376.2	XP_029044051.1
OG0006876	XP_011156047.1	XP_029048570.1
OG0006877	XP_011168125.1	XP_029031903.1
OG0006878	XP_039307986.1	XP_029046591.1
OG0006879	XP_025986620.1	XP_029049989.1
OG0006881	XP_011175115.1	XP_029047916.1
OG0006882	XP_011170726.1	XP_029048728.1
OG0006883	XP_011159332.2	XP_029036681.1
OG0006884	XP_011158660.1	XP_029055075.1
OG0006885	XP_011172260.1	XP_029044855.1
OG0006886	XP_011155598.2	XP_029046755.1
OG0006887	XP_011162472.1	XP_029031844.1
OG0006888	XP_011170187.1	XP_029037689.1
OG0006889	XP_039312642.1	XP_029047843.1
OG0006890	XP_025990083.1	XP_029040047.1
OG0006891	XP_011155931.1	XP_029046704.1
OG0006892	XP_011172426.1	XP_029055482.1
OG0006893	XP_011162880.2	XP_029046586.1
OG0006894	XP_011164954.1	XP_029055871.1
OG0006895	XP_011163228.1	XP_029049633.1
OG0006896	XP_011157724.1	XP_029042140.1
OG0006897	XP_025991950.1	XP_029044441.1
OG0006898	XP_011175550.2	XP_029032883.1
OG0006899	XP_025996263.1	XP_029053470.1
OG0006900	XP_039304227.1	XP_029052468.1
OG0006901	XP_011160403.2	XP_029042193.1
OG0006902	XP_025992813.1	XP_029042634.1
OG0006903	XP_011168087.1	XP_029047599.1
OG0006904	XP_039304896.1, XP_039311131.1	XP_029035718.1
OG0006905	XP_011165312.2	XP_029033982.1
OG0006906	XP_011169153.1	XP_029048701.1
OG0006907	XP_011160303.1	XP_029046339.1
OG0006908	XP_011163154.1	XP_029039299.1
OG0006909	XP_011175183.1	XP_029039069.1
OG0006910	XP_011158113.2	XP_029046694.1
OG0006911	XP_025988214.2	XP_029038476.1
OG0006912	XP_011158190.3	XP_029044756.1
OG0006913	XP_025990575.1	XP_029041159.1
OG0006914	XP_011162567.1	XP_029051713.1
OG0006915	XP_011165510.1	XP_029048802.1
OG0006916	XP_039309219.1	XP_029033039.1
OG0006917	XP_011159779.2	XP_029035390.1
OG0006918	XP_011176373.1	XP_029041323.1
OG0006919	XP_011163389.1	XP_029051026.1
OG0006920	XP_039302652.1	XP_029040404.1
OG0006921	XP_011168364.1	XP_029040803.1
OG0006922	XP_011166044.1	XP_029047740.1
OG0006923	XP_011167013.1	XP_029034459.1
OG0006924	XP_039301806.1	XP_029046754.1
OG0006925	XP_025987983.1	XP_029046500.1
OG0006926	XP_039310015.1	XP_029047328.1
OG0006927	XP_011173517.1	XP_029042585.1
OG0006928	XP_039307264.1	XP_029040965.1
OG0006929	XP_025988918.1	XP_029049602.1
OG0006930	XP_011166430.2	XP_029047945.1
OG0006931	XP_025986323.1	XP_029048431.1
OG0006932	XP_025990985.1	XP_029036877.1
OG0006933	XP_011175428.1	XP_029033015.1
OG0006934	XP_011168932.2	XP_029056114.1, XP_029056112.1
OG0006935	XP_011168311.1	XP_029040748.1
OG0006936	XP_011161177.1, XP_011161178.1	XP_029039087.1
OG0006937	XP_025991919.1	XP_029045988.1
OG0006938	XP_011161422.1	XP_029048003.1
OG0006939	XP_011173708.3	XP_029034534.1
OG0006940	XP_011158521.1	XP_029045385.1
OG0006941	XP_025992126.1	XP_029052148.1
OG0006943	XP_011159500.1	XP_029052418.1
OG0006944	XP_011163294.1	XP_029037119.1
OG0006945	XP_011164397.1	XP_029032178.1
OG0006946	XP_011155489.1	XP_029041463.1
OG0006947	XP_025989324.1	XP_029036326.1
OG0006948	XP_011166086.1	XP_029043349.1
OG0006949	XP_025996968.1	XP_029035476.1
OG0006950	XP_011174346.1	XP_029036701.1
OG0006951	XP_011161131.1	XP_029040238.1
OG0006952	XP_011169317.1	XP_029041096.1
OG0006953	XP_039312037.1	XP_029052582.1
OG0006954	XP_039310217.1	XP_029033962.1
OG0006955	XP_011160597.1	XP_029039851.1
OG0006956	XP_011173656.1	XP_029032383.1
OG0006957	XP_025986244.1	XP_029037908.1
OG0006958	XP_011155483.1	XP_029046594.1
OG0006959	XP_039314138.1	XP_029043963.1
OG0006960	XP_011167698.1	XP_029055532.1
OG0006961	XP_039303774.1	XP_029036909.1
OG0006962	XP_011173461.1	XP_029046324.1
OG0006963	XP_011159331.1	XP_029036416.1
OG0006964	XP_011167714.1	XP_029055391.1, XP_029055390.1
OG0006965	XP_011158266.1	XP_029037571.1
OG0006966	XP_039314503.1, XP_011172368.1	XP_029032512.1
OG0006967	XP_039305151.1, XP_039305917.1	XP_029034118.1
OG0006968	XP_011166196.1	XP_029052499.1
OG0006969	XP_039308918.1	XP_029035158.1
OG0006970	XP_039310580.1	XP_029039183.1
OG0006971	XP_025994196.2	XP_029046809.1
OG0006972	XP_039311409.1	XP_029053430.1
OG0006973	XP_011162679.1	XP_029038241.1
OG0006974	XP_011167602.1	XP_029045346.1
OG0006975	XP_025991372.1	XP_029045383.1
OG0006976	XP_011169432.1	XP_029055438.1
OG0006977	XP_011173387.2	XP_029037411.1
OG0006978	XP_039314419.1, XP_039314422.1, XP_011160166.2, XP_025987787.2	XP_029047409.1
OG0006979	XP_039310946.1	XP_029032198.1
OG0006980	XP_039313697.1	XP_029034651.1
OG0006981	XP_039310706.1	XP_029035257.1
OG0006982	XP_039302772.1	XP_029042693.1
OG0006983	XP_011165080.1	XP_029046946.1
OG0006984	XP_011161849.2	XP_029033909.1
OG0006986	XP_011160990.1	XP_029037863.1
OG0006987	XP_011175088.2	XP_029043118.1
OG0006988	XP_011169651.1	XP_029048753.1
OG0006989	XP_039313035.1	XP_029052692.1
OG0006990	XP_025993792.1	XP_029047556.1
OG0006991	XP_025987100.1	XP_029033723.1
OG0006992	XP_011165343.1	XP_029050906.1
OG0006993	XP_011160117.1	XP_029047456.1
OG0006994	XP_011162641.1	XP_029054886.1
OG0006995	XP_025992398.1	XP_029038893.1
OG0006996	XP_011172767.1, XP_039306116.1	XP_029043444.1
OG0006997	XP_025990003.2, XP_039310062.1, XP_039310059.1	XP_029049924.1
OG0006998	XP_011155476.1	XP_029041392.1
OG0006999	XP_011162081.1	XP_029041713.1
OG0007000	XP_011161358.2	XP_029051813.1
OG0007001	XP_011159151.1	XP_029034848.1
OG0007002	XP_011172219.1	XP_029055411.1
OG0007003	XP_011169753.1	XP_029046457.1
OG0007004	XP_011175367.1	XP_029042944.1
OG0007005	XP_039304731.1, XP_011159278.2	XP_029041187.1
OG0007006	XP_025988671.1	XP_029043888.1
OG0007007	XP_011163145.1	XP_029039301.1
OG0007008	XP_011161461.2	XP_029052393.1
OG0007009	XP_011158265.1	XP_029046413.1
OG0007010	XP_011166750.2	XP_029050470.1
OG0007011	XP_011159307.1	XP_029051457.1
OG0007012	XP_011163036.2	XP_029034736.1
OG0007013	XP_011162159.2	XP_029032122.1
OG0007014	XP_011165985.1	XP_029033768.1
OG0007016	XP_025987671.2	XP_029035592.1
OG0007017	XP_011170700.1	XP_029032321.1
OG0007018	XP_039305581.1	XP_029037422.1
OG0007019	XP_011155604.1	XP_029044249.1
OG0007020	XP_011168107.1	XP_029044411.1
OG0007021	XP_025993727.1	XP_029037253.1
OG0007022	XP_011169202.2	XP_029040737.1
OG0007023	XP_011170823.1	XP_029046049.1
OG0007024	XP_011162780.1	XP_029046354.1
OG0007025	XP_011157253.1	XP_029035846.1
OG0007026	XP_011176022.1	XP_029040545.1
OG0007027	XP_011164839.1	XP_029047125.1
OG0007028	XP_011165475.2	XP_029048779.1
OG0007029	XP_011156320.1	XP_029049761.1
OG0007030	XP_011157354.1	XP_029052166.1
OG0007031	XP_025988099.1	XP_029054364.1
OG0007033	XP_025995728.1	XP_029040863.1
OG0007035	XP_011176335.1	XP_029051917.1
OG0007036	XP_011163949.1	XP_029035182.1
OG0007037	XP_011160682.1	XP_029051152.1, XP_029051150.1
OG0007038	XP_011161961.1	XP_029040834.1
OG0007039	XP_011169192.1	XP_029032731.1
OG0007040	XP_011156533.1	XP_029045625.1
OG0007041	XP_011165140.2	XP_029035282.1
OG0007042	XP_011175952.1	XP_029036390.1
OG0007043	XP_011160556.1	XP_029049002.1
OG0007044	XP_011168958.1	XP_029048860.1
OG0007045	XP_011170377.1	XP_029048651.1
OG0007046	XP_039307073.1	XP_029055811.1
OG0007047	XP_039310629.1	XP_029043476.1
OG0007048	XP_011165831.1	XP_029039518.1
OG0007049	XP_011167183.1	XP_029036256.1
OG0007050	XP_011168577.1	XP_029038058.1
OG0007051	XP_039302677.1	XP_029050711.1
OG0007052	XP_011175681.1	XP_029033003.1
OG0007053	XP_025989960.1	XP_029051762.1
OG0007054	XP_039308859.1	XP_029040072.1
OG0007055	XP_011166888.1	XP_029053661.1
OG0007056	XP_011170370.3	XP_029034687.1
OG0007057	XP_011170070.1	XP_029034716.1
OG0007058	XP_011169677.1	XP_029056524.1
OG0007059	XP_039310695.1, XP_039310694.1	XP_029052410.1
OG0007060	XP_025988132.1	XP_029049089.1
OG0007061	XP_011167466.2	XP_029047208.1
OG0007062	XP_011172112.1	XP_029051721.1
OG0007063	XP_011158039.2	XP_029049206.1
OG0007064	XP_039309501.1	XP_029047348.1
OG0007065	XP_011165834.1	XP_029045799.1
OG0007066	XP_039315639.1	XP_029036984.1
OG0007067	XP_011164084.1	XP_029050723.1
OG0007068	XP_011168586.1	XP_029050814.1
OG0007069	XP_011168324.1	XP_029044955.1
OG0007070	XP_011172842.2	XP_029041481.1
OG0007071	XP_011168557.1	XP_029050335.1
OG0007072	XP_011162800.1	XP_029055441.1
OG0007073	XP_011157353.2	XP_029052167.1
OG0007074	XP_011163872.1	XP_029036546.1
OG0007075	XP_039309852.1	XP_029038552.1
OG0007076	XP_011167002.2	XP_029034460.1
OG0007077	XP_011169423.1	XP_029036816.1
OG0007078	XP_011172242.1	XP_029035017.1
OG0007079	XP_011162720.1	XP_029038619.1
OG0007080	XP_025992136.2	XP_029041918.1
OG0007081	XP_011163711.2	XP_029041192.1
OG0007082	XP_039312455.1	XP_029039920.1
OG0007083	XP_025990315.1	XP_029040721.1
OG0007084	XP_039308846.1	XP_029054543.1
OG0007085	XP_011164342.1	XP_029042773.1, XP_029043081.1
OG0007086	XP_011156307.1	XP_029051894.1
OG0007087	XP_011166471.1	XP_029041498.1
OG0007088	XP_011155603.1	XP_029044254.1
OG0007089	XP_011162550.1	XP_029040720.1
OG0007090	XP_011159375.1	XP_029032575.1
OG0007091	XP_011176314.1	XP_029052709.1
OG0007092	XP_011170759.1	XP_029049882.1
OG0007093	XP_025996304.1	XP_029036640.1
OG0007094	XP_025990162.1	XP_029052882.1
OG0007095	XP_025992081.1	XP_029032384.1
OG0007096	XP_025991049.1	XP_029037184.1
OG0007097	XP_025992054.2	XP_029049974.1
OG0007098	XP_025993641.1	XP_029049510.1
OG0007099	XP_011158455.1	XP_029046780.1
OG0007100	XP_025992631.2	XP_029047020.1
OG0007101	XP_011155461.1	XP_029036450.1
OG0007102	XP_011173309.2	XP_029052713.1
OG0007103	XP_011168763.1	XP_029046204.1
OG0007104	XP_011167409.1	XP_029041077.1
OG0007105	XP_011169899.1	XP_029052512.1
OG0007106	XP_011175561.1	XP_029044480.1, XP_029044359.1
OG0007107	XP_011157689.1	XP_029040148.1
OG0007108	XP_025987943.1	XP_029031914.1
OG0007109	XP_011159487.1	XP_029048636.1
OG0007110	XP_039314908.1	XP_029046566.1
OG0007111	XP_039310525.1	XP_029037199.1
OG0007112	XP_011162847.1	XP_029037136.1
OG0007113	XP_011170420.1	XP_029037892.1
OG0007114	XP_025988243.1	XP_029037174.1
OG0007115	XP_039302605.1	XP_029044221.1
OG0007116	XP_011159317.1	XP_029033900.1
OG0007117	XP_011166238.1	XP_029038979.1
OG0007118	XP_011162165.1	XP_029048943.1
OG0007119	XP_011176230.1	XP_029038470.1
OG0007120	XP_011159236.1	XP_029039476.1
OG0007121	XP_011171931.1	XP_029034598.1
OG0007122	XP_011167849.1	XP_029053004.1
OG0007123	XP_039304125.1	XP_029046246.1
OG0007124	XP_011163527.1	XP_029045554.1
OG0007125	XP_025989282.1	XP_029034355.1
OG0007126	XP_011175389.1	XP_029033211.1
OG0007127	XP_011162699.2	XP_029051195.1
OG0007128	XP_011169031.1	XP_029037858.1
OG0007129	XP_011165940.1	XP_029039584.1
OG0007130	XP_011168268.1	XP_029046338.1
OG0007131	XP_011173192.1	XP_029032255.1
OG0007132	XP_025991366.1	XP_029043311.1
OG0007133	XP_011171480.1	XP_029033503.1, XP_029033697.1
OG0007134	XP_025989925.1	XP_029056514.1
OG0007135	XP_025995355.1	XP_029032990.1
OG0007136	XP_039312164.1	XP_029044377.1
OG0007137	XP_011166865.1	XP_029037563.1
OG0007139	XP_011157982.1	XP_029049266.1
OG0007140	XP_025996711.1	XP_029037445.1
OG0007141	XP_011160898.1	XP_029045020.1
OG0007142	XP_011157969.1	XP_029055376.1
OG0007143	XP_011156488.1	XP_029043306.1
OG0007144	XP_011173361.1	XP_029038906.1
OG0007145	XP_011157855.1	XP_029032770.1
OG0007146	XP_011164086.1	XP_029034992.1
OG0007147	XP_039302198.1	XP_029041777.1
OG0007148	XP_011165309.1	XP_029055905.1
OG0007149	XP_011166399.1	XP_029051932.1
OG0007150	XP_039304207.1	XP_029049985.1
OG0007151	XP_011167301.1	XP_029048804.1
OG0007152	XP_011169061.1	XP_029049687.1
OG0007153	XP_011172791.1	XP_029054603.1
OG0007154	XP_011173386.1	XP_029048859.1
OG0007155	XP_011173164.1	XP_029050967.1
OG0007156	XP_011163335.1	XP_029051272.1
OG0007157	XP_025992965.1	XP_029033976.1
OG0007158	XP_011161427.1	XP_029055397.1
OG0007159	XP_011167980.2	XP_029043795.1
OG0007160	XP_011173203.1	XP_029043567.1
OG0007161	XP_011163935.1	XP_029050000.1
OG0007162	XP_011161910.1	XP_029037400.1
OG0007163	XP_011175687.1	XP_029050443.1
OG0007164	XP_011157940.1	XP_029053589.1
OG0007165	XP_011163996.1	XP_029051521.1
OG0007166	XP_025992974.1	XP_029044631.1
OG0007168	XP_011171738.1	XP_029033031.1
OG0007169	XP_011164442.2	XP_029032252.1
OG0007170	XP_011160423.1	XP_029035332.1
OG0007171	XP_025996834.2	XP_029037891.1
OG0007172	XP_011175626.1	XP_029046960.1
OG0007173	XP_011159351.1	XP_029037137.1
OG0007174	XP_011172317.1	XP_029048250.1
OG0007175	XP_011155477.1	XP_029036668.1
OG0007176	XP_039306522.1	XP_029039034.1
OG0007177	XP_011166842.1	XP_029040032.1
OG0007178	XP_011163602.1	XP_029035872.1
OG0007179	XP_011176375.1	XP_029048961.1
OG0007180	XP_011164538.2	XP_029040601.1
OG0007181	XP_039304190.1	XP_029045879.1
OG0007182	XP_011155695.2	XP_029032863.1
OG0007183	XP_011157094.1	XP_029052670.1
OG0007184	XP_011175125.1	XP_029038187.1
OG0007185	XP_011159697.1	XP_029041318.1
OG0007186	XP_011163279.2	XP_029050256.1
OG0007187	XP_011168526.1	XP_029054139.1
OG0007188	XP_011169145.2	XP_029037360.1
OG0007189	XP_025986173.2	XP_029032538.1
OG0007190	XP_025993612.1	XP_029055461.1
OG0007192	XP_025995052.2	XP_029047054.1
OG0007193	XP_011155447.1	XP_029046832.1
OG0007194	XP_011161455.2	XP_029052413.1
OG0007195	XP_011171000.1	XP_029037181.1
OG0007197	XP_025989652.1	XP_029036538.1
OG0007198	XP_011172545.1	XP_029045204.1
OG0007199	XP_011171864.1	XP_029038884.1
OG0007200	XP_039302243.1	XP_029040081.1
OG0007201	XP_039307987.1	XP_029046494.1
OG0007202	XP_011158786.2	XP_029043065.1
OG0007205	XP_039311225.1	XP_029035669.1
OG0007206	XP_025992694.2	XP_029038730.1
OG0007207	XP_039307978.1, XP_039307977.1	XP_029037980.1, XP_029037981.1
OG0007208	XP_011158822.1	XP_029041262.1
OG0007209	XP_039311086.1	XP_029050378.1
OG0007210	XP_025991130.2	XP_029031890.1
OG0007211	XP_039301939.1	XP_029053394.1, XP_029053176.1
OG0007212	XP_025993266.2	XP_029052522.1
OG0007213	XP_025990411.1	XP_029033827.1
OG0007214	XP_039307291.1	XP_029055712.1
OG0007216	XP_011175814.1	XP_029044290.1
OG0007217	XP_011168168.1	XP_029038342.1
OG0007218	XP_011155469.1, XP_039308917.1	XP_029036448.1
OG0007219	XP_011170967.2	XP_029035575.1
OG0007220	XP_011165226.1	XP_029048656.1
OG0007221	XP_011163513.3	XP_029045693.1
OG0007222	XP_025991171.1	XP_029040993.1
OG0007223	XP_011156907.1	XP_029053934.1
OG0007225	XP_039312564.1	XP_029038549.1
OG0007226	XP_011168939.1	XP_029050551.1
OG0007227	XP_025992250.2	XP_029054779.1
OG0007228	XP_011161556.1	XP_029042516.1
OG0007229	XP_025995796.1	XP_029032505.1
OG0007230	XP_011164882.1	XP_029047155.1
OG0007231	XP_011162503.1	XP_029032101.1
OG0007232	XP_011158144.1	XP_029044367.1
OG0007233	XP_011159031.1	XP_029054363.1
OG0007234	XP_039315048.1	XP_029045813.1
OG0007235	XP_011156707.1	XP_029047620.1
OG0007236	XP_025988253.1	XP_029044675.1
OG0007237	XP_011175895.1	XP_029052296.1
OG0007238	XP_011175204.1	XP_029039040.1
OG0007239	XP_011165791.1	XP_029055392.1
OG0007240	XP_025987312.1, XP_025987311.1	XP_029047485.1
OG0007241	XP_011158482.1	XP_029037623.1
OG0007242	XP_025987788.1	XP_029034884.1
OG0007243	XP_011176329.1	XP_029048529.1
OG0007244	XP_011176207.1	XP_029046601.1
OG0007245	XP_011169206.1	XP_029040735.1
OG0007246	XP_039302308.1, XP_039302310.1	XP_029052478.1, XP_029052480.1
OG0007247	XP_011163440.1	XP_029038063.1, XP_029038055.1
OG0007248	XP_011159695.1	XP_029036381.1
OG0007249	XP_039314194.1	XP_029045861.1
OG0007250	XP_011156199.1	XP_029035297.1
OG0007251	XP_025991713.1	XP_029050124.1
OG0007252	XP_011172448.1	XP_029032511.1
OG0007253	XP_011175494.1	XP_029050184.1
OG0007254	XP_011157766.1	XP_029031860.1
OG0007255	XP_011162478.1	XP_029047390.1
OG0007256	XP_011167384.2, XP_011167385.2, XP_039305424.1, XP_011167383.2	XP_029054428.1
OG0007257	XP_025995290.1	XP_029051180.1
OG0007258	XP_011167522.2, XP_025996247.1	XP_029055186.1
OG0007259	XP_011168409.1	XP_029055287.1
OG0007260	XP_011157025.1	XP_029043469.1
OG0007261	XP_039309107.1	XP_029054318.1
OG0007261	XP_039308925.1, XP_039308939.1	XP_029054176.1, XP_029053485.1
OG0007262	XP_025994158.1	XP_029037063.1
OG0007263	XP_011161690.1	XP_029033316.1
OG0007264	XP_011171194.1	XP_029045486.1
OG0007265	XP_011168075.1	XP_029054461.1
OG0007266	XP_025994111.2	XP_029036866.1
OG0007268	XP_011176140.1	XP_029053205.1
OG0007269	XP_025992736.2	XP_029050735.1
OG0007270	XP_011162694.1	XP_029051187.1
OG0007271	XP_039312139.1	XP_029046524.1
OG0007272	XP_011172380.1	XP_029045734.1
OG0007273	XP_039311476.1	XP_029037125.1
OG0007274	XP_025986132.1	XP_029042533.1
OG0007275	XP_011155900.1	XP_029036762.1
OG0007276	XP_039312839.1	XP_029050526.1, XP_029050527.1
OG0007277	XP_011158855.1	XP_029043689.1
OG0007278	XP_011169309.1	XP_029041239.1
OG0007279	XP_011157747.1	XP_029054793.1
OG0007280	XP_039308830.1	XP_029041462.1
OG0007281	XP_011156191.1	XP_029053093.1
OG0007282	XP_011156612.2	XP_029038445.1
OG0007283	XP_039307107.1	XP_029042219.1
OG0007284	XP_011165673.1	XP_029035534.1
OG0007285	XP_025994958.1	XP_029049119.1
OG0007286	XP_011169954.2	XP_029036372.1
OG0007287	XP_011171830.1	XP_029052037.1
OG0007288	XP_039311794.1	XP_029034770.1
OG0007289	XP_011175584.1	XP_029055678.1
OG0007290	XP_011163927.1	XP_029050006.1
OG0007291	XP_011167465.1	XP_029047212.1
OG0007292	XP_039315387.1	XP_029054840.1
OG0007293	XP_011172116.2	XP_029031974.1
OG0007294	XP_011173632.1	XP_029038959.1
OG0007295	XP_039314827.1	XP_029041282.1
OG0007296	XP_011166937.2	XP_029050407.1
OG0007297	XP_025990229.2	XP_029031867.1
OG0007298	XP_039305881.1	XP_029048231.1
OG0007299	XP_039305492.1	XP_029044375.1
OG0007300	XP_011163904.1	XP_029032626.1
OG0007301	XP_011159370.1	XP_029032659.1
OG0007302	XP_039305582.1	XP_029042639.1, XP_029042640.1
OG0007303	XP_011159456.1	XP_029055806.1
OG0007304	XP_011166214.1	XP_029040882.1
OG0007305	XP_011169238.1	XP_029044170.1
OG0007306	XP_039310487.1	XP_029037913.1
OG0007307	XP_011169996.1	XP_029046514.1
OG0007309	XP_039315637.1	XP_029037004.1
OG0007311	XP_011162156.1	XP_029034934.1
OG0007312	XP_011162504.1	XP_029036325.1
OG0007313	XP_025996471.1	XP_029049774.1
OG0007314	XP_039305864.1	XP_029035642.1
OG0007315	XP_039312027.1	XP_029038689.1
OG0007316	XP_025992610.1	XP_029035928.1
OG0007317	XP_039312905.1	XP_029039927.1
OG0007318	XP_025989956.1	XP_029042185.1
OG0007319	XP_039307475.1	XP_029050327.1
OG0007320	XP_011165583.1	XP_029042502.1
OG0007321	XP_011166115.1	XP_029047982.1
