Orthogroup	Solenopsis_invicta	Habropoda_laboriosa
OG0007718	XP_025992510.2	XP_017787455.1
OG0007719	XP_025995853.1	XP_017797757.1
OG0007720	XP_039307582.1	XP_017799261.1
OG0007721	XP_011159991.2	XP_017795311.1
OG0007722	XP_011173662.1	XP_017793808.1
OG0007723	XP_011162467.1	XP_017795700.1
OG0007725	XP_011171223.1	XP_017790660.1
OG0007726	XP_011170935.1	XP_017788074.1
OG0007728	XP_011161172.2	XP_017798491.1
OG0007729	XP_011157875.2	XP_017796254.1
OG0007730	XP_011159709.1	XP_017788590.1
OG0007731	XP_011162136.1	XP_017797189.1
OG0007732	XP_025989769.1	XP_017795093.1
OG0007733	XP_011175482.2	XP_017797896.1
OG0007734	XP_025988723.1	XP_017792083.1
OG0007735	XP_039313304.1	XP_017791110.1
OG0007736	XP_025990137.1	XP_017794378.1
OG0007737	XP_011156220.2	XP_017790311.1
OG0007738	XP_011165935.1	XP_017790717.1
OG0007739	XP_025988473.1	XP_017790644.1
OG0007740	XP_011163898.2	XP_017789849.1
OG0007741	XP_025994810.2	XP_017799465.1
OG0007742	XP_011157661.1	XP_017787853.1
OG0007743	XP_011162452.1	XP_017792735.1
OG0007744	XP_011172637.1	XP_017791054.1
OG0007745	XP_025993013.2	XP_017798009.1
OG0007746	XP_011159432.1	XP_017790822.1
OG0007747	XP_011167742.1	XP_017789713.1
OG0007748	XP_039311361.1	XP_017795296.1
OG0007749	XP_011165852.1, XP_011165854.1, XP_039304733.1, XP_011165853.1	XP_017789995.1
OG0007750	XP_025993042.1	XP_017787688.1
OG0007751	XP_011167397.2	XP_017789462.1
OG0007752	XP_039303476.1	XP_017793142.1
OG0007753	XP_025986584.1	XP_017788752.1
OG0007754	XP_039310877.1	XP_017791637.1
OG0007755	XP_039311694.1	XP_017797268.1
OG0007757	XP_025991574.1	XP_017798333.1
OG0007758	XP_011156565.1	XP_017795004.1
OG0007759	XP_025986014.1	XP_017797406.1
OG0007761	XP_011162511.1, XP_039310593.1	XP_017796874.1
OG0007762	XP_025989376.2	XP_017788428.1
OG0007763	XP_025990729.1	XP_017798835.1
OG0007764	XP_011165126.1	XP_017793849.1
OG0007768	XP_011176204.1	XP_017794670.1
OG0007769	XP_011161249.1	XP_017788036.1
OG0007771	XP_011172150.1	XP_017787745.1
OG0007772	XP_039314354.1	XP_017794307.1
OG0007773	XP_039305054.1	XP_017790364.1
OG0007774	XP_011173420.1	XP_017795267.1
OG0007775	XP_039314774.1	XP_017788648.1
OG0007776	XP_011158053.1	XP_017793197.1
OG0007778	XP_039310531.1	XP_017789420.1
OG0007779	XP_039303156.1	XP_017796542.1
OG0007780	XP_025986668.2	XP_017788851.1
OG0007781	XP_011160604.2	XP_017791543.1
OG0007782	XP_011162643.2	XP_017792143.1
OG0007783	XP_039306169.1, XP_039306168.1	XP_017798526.1
OG0007784	XP_011157713.1	XP_017797606.1
OG0007785	XP_011173318.1	XP_017793643.1
OG0007786	XP_039313656.1	XP_017798909.1
OG0007787	XP_025997320.1	XP_017790310.1
OG0007788	XP_011160683.1	XP_017787741.1
OG0007789	XP_011173409.2	XP_017797283.1
OG0007790	XP_025987316.1	XP_017790465.1
OG0007791	XP_011156897.1	XP_017789726.1
OG0007793	XP_011164140.2	XP_017795328.1
OG0007794	XP_011161921.2	XP_017795092.1
OG0007795	XP_025993447.2	XP_017794577.1
OG0007798	NP_001291533.1	XP_017796706.1
OG0007799	XP_011175177.1	XP_017798732.1
OG0007800	XP_011163902.1	XP_017792264.1
OG0007801	XP_011158247.1	XP_017791128.1
OG0007802	XP_011159360.2	XP_017789303.1
OG0007803	XP_011167870.1	XP_017796697.1
OG0007804	XP_025986811.1	XP_017787590.1
OG0007805	XP_011162447.2	XP_017796862.1
OG0007806	XP_011162439.2	XP_017790199.1
OG0007808	XP_025995118.1	XP_017790517.1
OG0007810	XP_011172315.2	XP_017794295.1
OG0007811	XP_011160111.2	XP_017790157.1
OG0007812	XP_011163577.1	XP_017794272.1
OG0007813	XP_011157330.2	XP_017798654.1
OG0007814	XP_039313288.1	XP_017787978.1
OG0007815	XP_039306774.1	XP_017789617.1
OG0007816	XP_011165736.1	XP_017799375.1
OG0007817	XP_011171995.1	XP_017791236.1
OG0007818	XP_011164211.2	XP_017797426.1
OG0007819	XP_011162449.1	XP_017792724.1
OG0007820	XP_011159540.1	XP_017792779.1
OG0007821	XP_011170858.2	XP_017788655.1
OG0007822	XP_011162675.1	XP_017789909.1
OG0007823	XP_025987192.1	XP_017790925.1
OG0007824	XP_039314371.1	XP_017794215.1
OG0007826	XP_039308273.1	XP_017795743.1
OG0007827	XP_025987241.2, XP_039302145.1	XP_017798188.1
OG0007828	XP_039302417.1	XP_017793623.1
OG0007829	XP_039304091.1	XP_017794966.1
OG0007830	XP_011158792.1	XP_017797852.1
OG0007831	XP_011162941.1	XP_017790346.1
OG0007832	XP_011156758.1	XP_017794231.1
OG0007833	XP_011171947.2	XP_017794113.1
OG0007834	XP_011167727.2	XP_017792302.1
OG0007835	XP_011155736.1	XP_017798447.1
OG0007836	XP_011158122.1	XP_017797292.1
OG0007837	XP_011167088.1	XP_017795041.1
OG0007838	XP_039308639.1	XP_017793338.1
OG0007839	NP_001291527.1	XP_017789184.1
OG0007840	XP_011172381.2	XP_017788634.1
OG0007841	XP_011168768.1	XP_017794625.1
OG0007843	XP_011168594.1	XP_017799260.1
OG0007844	XP_011159903.2	XP_017789422.1
OG0007845	XP_011165608.1	XP_017798223.1
OG0007846	XP_039314580.1, XP_025987010.1, XP_039314582.1	XP_017792424.1
OG0007848	XP_011169751.2	XP_017792017.1
OG0007849	XP_011164264.2	XP_017796364.1
OG0007850	XP_011170770.1	XP_017788603.1
OG0007851	XP_011160803.1	XP_017798570.1
OG0007852	XP_011162576.2	XP_017790054.1
OG0007853	XP_011164879.1	XP_017791386.1
OG0007855	XP_011155438.1	XP_017797079.1, XP_017791024.1
OG0007856	XP_039303615.1	XP_017788455.1
OG0007857	XP_011156447.1	XP_017788613.1
OG0007858	XP_025995002.2	XP_017792925.1
OG0007859	XP_025995793.1	XP_017795619.1
OG0007862	XP_011166983.1	XP_017798597.1
OG0007863	XP_011173846.2	XP_017787421.1
OG0007864	XP_011156608.1	XP_017799561.1
OG0007865	XP_025991490.2	XP_017794115.1
OG0007866	XP_025986665.1	XP_017788833.1
OG0007867	XP_011161280.1	XP_017790291.1
OG0007868	XP_025996812.1	XP_017793452.1
OG0007869	XP_039309541.1	XP_017788370.1
OG0007870	XP_039311585.1	XP_017789973.1
OG0007871	XP_011172409.1	XP_017787417.1
OG0007872	XP_011172973.1	XP_017796509.1
OG0007874	XP_011167672.1	XP_017792838.1
OG0007875	XP_025992799.1	XP_017792835.1
OG0007876	XP_039305532.1	XP_017798092.1
OG0007877	XP_011159074.1	XP_017794277.1
OG0007878	XP_011162754.2	XP_017787930.1
OG0007879	XP_011176139.2	XP_017797958.1
OG0007880	XP_011175344.1	XP_017793384.1
OG0007881	XP_025993041.1, XP_011157421.1	XP_017795511.1
OG0007882	XP_011162597.1	XP_017790245.1
OG0007883	XP_025995945.2	XP_017795633.1
OG0007884	XP_011161099.1	XP_017791517.1
OG0007885	XP_011161806.1	XP_017792620.1
OG0007886	XP_039308742.1	XP_017795746.1
OG0007887	XP_011163354.1	XP_017787716.1
OG0007888	XP_011158041.2	XP_017793068.1
OG0007889	XP_011164242.1	XP_017793243.1
OG0007892	XP_011160146.1	XP_017788656.1
OG0007893	XP_039307095.1	XP_017789585.1
OG0007894	XP_039314231.1	XP_017794143.1
OG0007895	XP_011173559.1	XP_017796337.1
OG0007896	XP_011166497.1	XP_017799415.1
OG0007897	XP_025994062.1	XP_017787963.1
OG0007899	XP_011175165.1	XP_017794644.1
OG0007900	XP_039305496.1	XP_017795541.1
OG0007901	XP_039313386.1	XP_017789067.1
OG0007902	XP_025995181.1	XP_017796037.1
OG0007903	XP_025995339.1	XP_017795999.1
OG0007904	XP_011160820.1	XP_017798698.1
OG0007905	XP_025993882.1	XP_017798304.1
OG0007906	XP_025992386.1	XP_017797060.1, XP_017792860.1
OG0007907	XP_011159496.1, XP_011159497.1	XP_017792669.1
OG0007908	XP_011164248.2	XP_017789143.1
OG0007910	XP_011156249.2	XP_017792684.1
OG0007911	XP_025990560.1, NP_001291515.1	XP_017789700.1
OG0007912	XP_011161554.1	XP_017799174.1
OG0007913	XP_011159016.1	XP_017791098.1
OG0007914	XP_011170353.1	XP_017796475.1
OG0007915	XP_011158072.2	XP_017788696.1
OG0007916	XP_011168157.1, XP_011168155.1, XP_039313631.1	XP_017791486.1
OG0007917	XP_011166494.1	XP_017799419.1
OG0007918	XP_011171277.2	XP_017789829.1
OG0007919	XP_011169713.1	XP_017790804.1
OG0007920	XP_025991705.2	XP_017792391.1
OG0007921	XP_039308407.1	XP_017792639.1
OG0007922	XP_025986736.1, XP_011158793.1, XP_039305587.1, XP_011158794.1	XP_017797869.1
OG0007923	XP_025987414.1, XP_011162630.1, XP_025987415.1	XP_017787901.1
OG0007924	XP_011157939.1	XP_017788894.1
OG0007926	XP_011162981.1	XP_017788504.1
OG0007927	XP_011171195.1	XP_017795621.1
OG0007928	XP_039312234.1, XP_039312226.1	XP_017798833.1
OG0007929	XP_011160568.1	XP_017789824.1
OG0007930	XP_011162351.1	XP_017790786.1
OG0007931	XP_011157230.3	XP_017791955.1
OG0007933	XP_039310607.1, XP_011162527.2	XP_017787751.1
OG0007934	XP_039310161.1	XP_017795489.1
OG0007936	XP_025986255.1	XP_017790213.1
OG0007938	XP_011168656.1	XP_017795764.1
OG0007939	XP_039307672.1	XP_017799304.1
OG0007941	XP_011156693.1	XP_017792820.1
OG0007942	XP_039302636.1, XP_039302635.1	XP_017796439.1
OG0007946	XP_011174142.1, XP_011171106.1	XP_017795321.1
OG0007957	XP_025985875.1	XP_017792792.1
OG0007958	XP_025987939.1	XP_017791330.1
OG0007959	XP_011161930.1	XP_017789479.1
OG0007960	XP_011159361.2	XP_017789452.1
OG0007961	XP_011163777.2	XP_017799472.1
OG0007962	XP_011161594.1	XP_017787754.1
OG0007963	XP_039312935.1	XP_017795338.1
OG0007964	XP_011173367.1	XP_017797211.1
OG0007965	XP_025990816.2	XP_017797745.1
OG0007966	XP_011167576.1	XP_017789963.1
OG0007967	XP_011161837.1	XP_017787660.1
OG0007968	XP_011164095.1	XP_017798398.1
OG0007971	XP_011167266.1	XP_017798627.1
OG0007972	XP_011167192.1	XP_017798662.1
OG0007973	XP_011170492.1	XP_017795490.1
OG0007974	XP_011155324.1	XP_017791481.1
OG0007975	XP_025986447.1	XP_017794742.1
OG0007976	XP_039309255.1	XP_017788922.1
OG0007978	XP_011159408.2	XP_017791232.1
OG0007981	XP_011164268.2	XP_017797905.1
OG0007982	XP_011166627.1	XP_017793927.1
OG0007983	XP_011170059.1	XP_017795104.1
OG0007984	XP_025986976.2	XP_017793910.1
OG0007985	XP_011172235.3	XP_017790809.1
OG0007986	XP_011167173.3	XP_017788403.1
OG0007987	XP_011167353.2	XP_017796366.1
OG0007989	XP_025986580.1, XP_025986582.1	XP_017788872.1
OG0007990	XP_011176311.1	XP_017796148.1
OG0007991	XP_011173625.1	XP_017798146.1
OG0007994	XP_039308267.1	XP_017791260.1
OG0007995	XP_011159097.2	XP_017797169.1
OG0007996	XP_011156525.1	XP_017791487.1
OG0007997	XP_011170976.1	XP_017787911.1
OG0007999	XP_011165993.2	XP_017792410.1
OG0008000	XP_011166397.2	XP_017793750.1
OG0008001	XP_025997166.1, XP_011172259.1	XP_017792984.1
OG0008002	XP_011165941.1, XP_039312057.1, XP_039312058.1	XP_017790102.1
OG0008003	XP_011171238.1	XP_017793438.1
OG0008004	XP_011163829.2	XP_017793586.1
OG0008005	XP_011156310.2	XP_017793969.1
OG0008006	XP_011163673.1	XP_017794941.1
OG0008008	XP_011161162.2	XP_017798806.1
OG0008009	XP_039307897.1	XP_017793034.1
OG0008010	XP_039315249.1, XP_011157378.1	XP_017798602.1
OG0008011	XP_011164452.1	XP_017789461.1
OG0008012	XP_025994117.2	XP_017795099.1
OG0008013	XP_011165571.1	XP_017799262.1
OG0008014	XP_011168987.1	XP_017793117.1, XP_017793116.1
OG0008015	XP_039305842.1	XP_017788391.1
OG0008016	XP_011175480.1	XP_017798190.1
OG0008018	XP_039302765.1	XP_017794093.1
OG0008019	XP_011167640.1	XP_017792174.1
OG0008020	XP_025994255.1	XP_017798694.1
OG0008021	XP_011170817.1	XP_017789777.1
OG0008024	XP_011167777.1	XP_017789660.1
OG0008025	XP_039310911.1, XP_039310910.1	XP_017792941.1
OG0008026	XP_011168961.1	XP_017792848.1
OG0008027	XP_025987972.1	XP_017796080.1
OG0008028	XP_025987391.1	XP_017789914.1
OG0008030	XP_025987895.2	XP_017796420.1
OG0008031	XP_025994337.1	XP_017798449.1
OG0008033	XP_039308621.1	XP_017789957.1, XP_017789955.1
OG0008035	XP_011170978.2	XP_017791020.1
OG0008036	XP_011167718.1	XP_017789471.1
OG0008038	XP_039306300.1	XP_017787787.1
OG0008039	XP_011166160.1	XP_017793664.1
OG0008040	XP_039314462.1	XP_017791413.1
OG0008041	XP_039307999.1	XP_017795515.1
OG0008042	XP_039308174.1	XP_017799355.1
OG0008043	XP_025988930.2	XP_017787395.1
OG0008044	XP_025995419.1	XP_017798411.1
OG0008046	XP_039310997.1, XP_039310996.1	XP_017791863.1, XP_017791864.1
OG0008049	XP_011161842.1	XP_017792598.1
OG0008055	XP_039311286.1	XP_017796908.1
OG0008056	XP_025994998.1	XP_017791664.1
OG0008057	XP_011170134.2	XP_017796570.1
OG0008058	XP_039309973.1	XP_017798989.1
OG0008059	XP_011173369.1	XP_017797227.1
OG0008060	XP_011176103.1	XP_017791644.1
OG0008061	XP_011176224.1	XP_017797717.1
OG0008062	XP_011157962.1	XP_017788869.1
OG0008063	XP_011176271.2	XP_017797847.1
OG0008064	XP_011160806.2	XP_017798571.1
OG0008067	XP_011164715.1	XP_017799381.1
OG0008069	XP_011176275.1	XP_017797850.1
OG0008070	XP_011165094.1	XP_017794913.1
OG0008071	XP_011167639.1	XP_017792213.1
OG0008072	XP_011162089.2, XP_025986870.2	XP_017794818.1
OG0008073	XP_011168933.1, XP_039312844.1	XP_017795733.1
OG0008074	XP_025995679.1	XP_017798612.1
OG0008075	XP_011172100.1	XP_017794018.1, XP_017794017.1
OG0008076	XP_025992076.1	XP_017799107.1
OG0008077	XP_011156737.1	XP_017794137.1
OG0008078	XP_039308007.1	XP_017787919.1
OG0008079	XP_039303176.1	XP_017788427.1
OG0008080	XP_025994205.1	XP_017791851.1
OG0008081	XP_011166593.1	XP_017787576.1
OG0008085	XP_011165973.1	XP_017795581.1
OG0008086	XP_011163503.1	XP_017793965.1
OG0008088	XP_011168595.3	XP_017798992.1
OG0008089	XP_025995680.1	XP_017792771.1
OG0008090	XP_011163926.1	XP_017787861.1
OG0008091	XP_039314472.1	XP_017792122.1
OG0008092	XP_011167886.3	XP_017791779.1
OG0008093	XP_039303898.1	XP_017798315.1
OG0008094	XP_011157498.1	XP_017798405.1
OG0008095	XP_011161942.1	XP_017791326.1
OG0008096	XP_011159187.1	XP_017799067.1
OG0008099	XP_025991064.1	XP_017790683.1
OG0008100	XP_025986541.1	XP_017788768.1
OG0008101	XP_011173421.1	XP_017796359.1
OG0008102	XP_011156563.1	XP_017794976.1
OG0008103	XP_011157031.1	XP_017791705.1
OG0008104	XP_039303548.1	XP_017793519.1
OG0008105	XP_011170379.1	XP_017797464.1
OG0008106	XP_025986863.1, XP_011162122.1	XP_017798085.1
OG0008107	XP_039312269.1	XP_017791254.1
OG0008108	XP_011176257.1	XP_017790378.1
OG0008109	XP_011156810.1	XP_017796584.1
OG0008110	XP_011156675.1	XP_017792857.1
OG0008111	XP_039305222.1	XP_017793020.1
OG0008113	XP_011162560.1	XP_017788337.1
OG0008114	XP_039301664.1	XP_017798763.1
OG0008115	XP_025994244.1	XP_017789596.1
OG0008116	XP_011171486.2	XP_017791346.1
OG0008117	XP_011171297.2	XP_017789469.1
OG0008119	XP_039312163.1	XP_017796250.1
OG0008120	XP_011172444.1	XP_017795626.1
OG0008121	XP_011158458.1	XP_017791293.1
OG0008122	XP_039308771.1	XP_017793935.1
OG0008123	XP_011163588.2	XP_017798244.1
OG0008124	XP_039310583.1	XP_017794708.1
OG0008125	XP_025989517.1	XP_017793875.1
OG0008126	XP_039308494.1	XP_017789259.1
OG0008127	XP_039304205.1	XP_017790166.1
OG0008128	XP_011160569.2	XP_017789818.1
OG0008130	XP_025989303.1	XP_017791433.1
OG0008132	XP_011172869.2	XP_017793304.1
OG0008133	XP_011156602.1	XP_017797936.1
OG0008134	XP_039301786.1	XP_017787371.1
OG0008135	XP_011167038.1	XP_017797580.1
OG0008136	XP_011167264.2	XP_017788101.1
OG0008137	XP_011158959.1	XP_017796488.1
OG0008138	XP_011162194.2	XP_017798837.1
OG0008140	XP_011160890.2	XP_017790345.1
OG0008141	XP_011163155.1	XP_017796252.1
OG0008142	XP_011169013.1	XP_017788461.1
OG0008143	XP_011167632.1, XP_039307495.1	XP_017792983.1, XP_017793822.1
OG0008144	XP_011155728.1	XP_017792456.1
OG0008145	XP_011168710.1	XP_017788066.1
OG0008147	XP_011162682.1	XP_017790184.1
OG0008148	XP_011158167.1	XP_017794978.1
OG0008149	XP_011169623.1	XP_017795502.1
OG0008150	XP_011167141.1	XP_017798566.1
OG0008151	XP_011162071.1	XP_017789632.1
OG0008152	XP_011169871.2	XP_017792118.1
OG0008153	XP_011160710.2	XP_017789138.1
OG0008154	XP_039307404.1, XP_039307401.1, XP_039307403.1	XP_017792243.1
OG0008155	XP_011164262.2	XP_017789047.1
OG0008156	XP_011162561.1	XP_017788347.1
OG0008157	XP_039311468.1	XP_017789466.1
OG0008158	XP_011156801.1	XP_017794182.1
OG0008159	XP_039315103.1	XP_017794756.1
OG0008160	XP_039303737.1, XP_011160352.1	XP_017790973.1
OG0008161	XP_011166975.1	XP_017793942.1
OG0008162	XP_011159713.3	XP_017795431.1
OG0008163	XP_011175642.1	XP_017794074.1, XP_017794312.1
OG0008164	XP_039303226.1, XP_039303230.1, XP_039303216.1	XP_017793053.1
OG0008165	XP_039310478.1	XP_017797452.1
OG0008167	XP_039306626.1, XP_039306553.1	XP_017792513.1
OG0008168	XP_039312845.1	XP_017787524.1
OG0008169	XP_011161855.1	XP_017787630.1
OG0008172	XP_025988703.1	XP_017795996.1
OG0008173	XP_011165570.2	XP_017799283.1
OG0008174	XP_039313026.1	XP_017789172.1
OG0008175	XP_011175702.1	XP_017791062.1
OG0008176	XP_039313905.1	XP_017787418.1
OG0008177	XP_011173332.1	XP_017793480.1, XP_017793479.1
OG0008178	XP_039304401.1	XP_017793529.1
OG0008180	XP_025995692.1	XP_017788185.1
OG0008182	XP_039307147.1, XP_025991626.2	XP_017796465.1
OG0008183	XP_011156053.2	XP_017796413.1
OG0008184	XP_025986362.1	XP_017794686.1
OG0008185	XP_025995581.1	XP_017789643.1
OG0008186	XP_011161221.2	XP_017794697.1
OG0008187	XP_011171267.2	XP_017789688.1
OG0008188	XP_039304037.1	XP_017793813.1
OG0008189	XP_039313043.1, XP_011157088.2	XP_017789917.1
OG0008198	XP_011171034.1	XP_017797348.1
OG0008199	XP_025994867.1	XP_017799339.1
OG0008200	XP_025993995.1	XP_017793458.1
OG0008201	XP_011164613.1	XP_017795916.1
OG0008202	XP_011174300.3	XP_017796623.1
OG0008204	XP_039308932.1	XP_017795737.1
OG0008205	XP_025995740.1	XP_017792522.1
OG0008206	XP_011167741.1	XP_017791603.1
OG0008207	XP_011165633.1	XP_017798236.1
OG0008208	XP_011166011.1	XP_017792937.1
OG0008209	XP_025987620.1	XP_017798056.1
OG0008210	XP_011162523.2	XP_017795345.1
OG0008211	XP_025992650.1	XP_017798844.1
OG0008212	XP_011163538.1	XP_017789349.1
OG0008213	XP_011158630.2	XP_017795943.1
OG0008214	XP_011164249.2	XP_017789048.1
OG0008215	XP_011155703.1	XP_017791735.1
OG0008217	XP_011166365.2	XP_017794386.1
OG0008219	XP_011165023.1	XP_017787669.1
OG0008221	XP_011163521.1	XP_017797210.1
OG0008222	XP_011161057.2	XP_017787739.1
OG0008223	XP_025993625.2	XP_017795654.1
OG0008224	XP_011164345.1	XP_017795794.1
OG0008225	XP_039306831.1	XP_017797789.1
OG0008226	XP_011156170.2	XP_017787840.1
OG0008228	XP_039304461.1	XP_017799432.1
OG0008230	XP_011156219.1	XP_017790312.1
OG0008232	XP_011161595.1	XP_017787755.1
OG0008234	XP_011165558.1	XP_017799279.1
OG0008235	XP_011172058.1	XP_017796524.1
OG0008237	XP_011166291.1	XP_017799431.1
OG0008239	XP_011158584.1	XP_017794578.1
OG0008240	XP_011162477.1	XP_017788487.1
OG0008242	XP_011175616.1	XP_017792106.1
OG0008243	XP_011167372.2	XP_017792980.1
OG0008244	XP_039311349.1	XP_017796288.1
OG0008246	XP_011162163.1	XP_017797002.1
OG0008249	XP_011160933.1	XP_017789883.1
OG0008251	XP_039303566.1	XP_017795505.1
OG0008252	XP_025993724.1	XP_017789042.1
OG0008253	XP_011167779.1	XP_017789555.1
OG0008254	XP_011156088.1	XP_017795886.1
OG0008255	XP_011165578.1	XP_017799101.1
OG0008256	XP_011161133.2	XP_017791328.1
OG0008257	XP_025990554.2	XP_017788028.1
OG0008258	XP_011175209.2	XP_017798749.1
OG0008259	XP_039314811.1	XP_017796569.1
OG0008260	XP_011169079.2	XP_017791957.1
OG0008261	XP_011162972.1	XP_017791640.1
OG0008262	XP_011171627.1	XP_017790412.1
OG0008264	XP_011161775.1	XP_017798929.1
OG0008265	XP_039308910.1, XP_011175938.1	XP_017789667.1
OG0008266	XP_011156218.1	XP_017790313.1
OG0008267	XP_011161147.1	XP_017798674.1
OG0008268	XP_039314373.1	XP_017794241.1
OG0008269	XP_025986972.2	XP_017791402.1
OG0008270	XP_011167732.2	XP_017787534.1
OG0008271	XP_011162399.1	XP_017792988.1
OG0008272	XP_011175982.1	XP_017797930.1
OG0008273	XP_039303809.1	XP_017787892.1
OG0008276	XP_011164171.1	XP_017787711.1
OG0008277	XP_011164632.1	XP_017795899.1
OG0008279	XP_011155349.1	XP_017796102.1
OG0008281	XP_011155439.1	XP_017791053.1
OG0008282	XP_011157199.1	XP_017796264.1
OG0008283	XP_025992894.1	XP_017798962.1
OG0008285	XP_011166672.3	XP_017795814.1
OG0008286	XP_011156566.1	XP_017794832.1
OG0008287	XP_039313600.1	XP_017789177.1
OG0008289	XP_011164635.1	XP_017795908.1
OG0008290	XP_011171555.1	XP_017795680.1
OG0008292	XP_011160236.1	XP_017789881.1
OG0008293	XP_011167307.1	XP_017788247.1
OG0008297	XP_011167598.2	XP_017798719.1
OG0008298	XP_011163857.1	XP_017796165.1
OG0008299	XP_011161863.1	XP_017787651.1
OG0008300	XP_011161539.2	XP_017788727.1
OG0008301	XP_011162249.1	XP_017798037.1
OG0008303	XP_011166794.1	XP_017797648.1
OG0008304	XP_039309485.1, XP_011163768.1	XP_017793588.1
OG0008305	XP_039307915.1	XP_017793121.1
OG0008306	XP_025995608.1	XP_017793105.1
OG0008309	XP_025988437.1, XP_039305992.1	XP_017796251.1
OG0008311	XP_039314395.1, XP_039314396.1, XP_039314397.1	XP_017793626.1
OG0008313	NP_001306577.1	XP_017796112.1
OG0008315	XP_039303287.1, XP_011172161.1	XP_017796494.1
OG0008316	XP_011161424.1, XP_011161777.1	XP_017798893.1
OG0008317	XP_039314347.1	XP_017796641.1, XP_017796640.1
OG0008318	XP_039309623.1	XP_017788832.1
OG0008319	XP_011155436.1	XP_017791026.1
OG0008320	XP_025991399.1	XP_017798509.1
OG0008321	XP_011166268.1	XP_017799551.1
OG0008322	XP_011159545.2, XP_011159541.2	XP_017791532.1
OG0008323	XP_025994541.1	XP_017791157.1
OG0008324	XP_011157201.2	XP_017795088.1
OG0008325	XP_011155942.1	XP_017787957.1
OG0008326	XP_011168942.1	XP_017789741.1
OG0008327	XP_039304743.1	XP_017796072.1
OG0008328	XP_011157347.1	XP_017798517.1
OG0008329	XP_039304432.1, XP_025988593.1	XP_017790799.1
OG0008330	XP_011158212.1	XP_017792733.1
OG0008331	XP_011159980.1	XP_017789321.1
OG0008332	XP_025994405.1	XP_017788805.1
OG0008335	XP_025990185.2	XP_017791954.1
OG0008336	XP_025987541.1	XP_017787762.1, XP_017797827.1
OG0008338	XP_011160384.1	XP_017794092.1
OG0008339	XP_025988561.2	XP_017789809.1
OG0008340	XP_039302339.1	XP_017791179.1
OG0008341	XP_011165843.1, XP_011165844.1	XP_017795861.1
OG0008342	XP_011171182.1	XP_017794473.1
OG0008343	XP_011158844.1	XP_017790417.1
OG0008344	XP_011159035.1	XP_017790363.1
OG0008345	XP_025988479.1	XP_017791592.1
OG0008346	XP_039314593.1	XP_017794939.1
OG0008347	XP_011158884.1	XP_017790540.1
OG0008348	XP_039305875.1	XP_017796453.1
OG0008350	XP_011163563.2	XP_017797229.1
OG0008351	XP_011166891.1, XP_025985950.1	XP_017795787.1
OG0008352	XP_011169668.1	XP_017796919.1
OG0008354	XP_011155783.1	XP_017798858.1
OG0008355	XP_011171963.2	XP_017791201.1
OG0008356	XP_039304527.1	XP_017794421.1
OG0008357	XP_025987552.1	XP_017791561.1
OG0008358	XP_011169839.1	XP_017795154.1
OG0008359	XP_039309122.1	XP_017789220.1
OG0008360	XP_011165721.1	XP_017799176.1
OG0008361	XP_011157931.2	XP_017798310.1
OG0008362	XP_011176288.1	XP_017788467.1
OG0008364	XP_011176398.1	XP_017798195.1
OG0008365	XP_039307353.1	XP_017798968.1
OG0008367	XP_039304598.1, XP_025991654.2	XP_017790670.1
OG0008369	XP_011167102.1	XP_017794544.1
OG0008370	XP_011164416.1	XP_017793189.1
OG0008371	XP_039311586.1	XP_017789971.1
OG0008372	XP_039309051.1	XP_017789544.1
OG0008373	XP_011156531.2	XP_017791351.1
OG0008374	XP_011165903.2	XP_017799387.1
OG0008376	XP_011165211.1	XP_017787624.1
OG0008379	XP_011170384.1, XP_011170452.1, XP_025986099.1	XP_017798940.1
OG0008380	XP_011155523.1	XP_017791048.1
OG0008381	XP_011157539.1	XP_017793471.1
OG0008382	XP_011161148.1	XP_017798722.1
OG0008383	XP_011161894.1	XP_017799608.1
OG0008385	XP_011171949.1	XP_017793976.1
OG0008386	XP_039311625.1	XP_017790215.1
OG0008387	XP_011156754.1	XP_017795881.1
OG0008388	XP_011159285.1	XP_017795476.1
OG0008389	XP_011157407.1	XP_017787712.1
OG0008390	XP_011166809.1, XP_039301977.1	XP_017797658.1
OG0008392	XP_011166141.1	XP_017790467.1
OG0008393	XP_025986871.1, XP_039315448.1	XP_017794991.1
OG0008403	XP_025996049.1	XP_017794263.1
OG0008405	XP_011164466.1	XP_017796615.1
OG0008407	XP_039308424.1	XP_017795330.1
OG0008408	XP_011170299.1	XP_017792726.1
OG0008410	XP_011157367.1	XP_017798744.1
OG0008411	XP_011156518.1	XP_017795038.1
OG0008415	XP_011161834.1, XP_039303218.1	XP_017787654.1
OG0008419	XP_039315189.1	XP_017794911.1
OG0008422	XP_011175142.1	XP_017794642.1
OG0008423	XP_025993947.1	XP_017791726.1
OG0008424	XP_025991946.1	XP_017799393.1
OG0008425	XP_011159514.1	XP_017794998.1
OG0008426	XP_011157390.1	XP_017788967.1
OG0008427	XP_039311896.1	XP_017789642.1
OG0008429	XP_011158233.1	XP_017796124.1
OG0008431	XP_011166371.1	XP_017794397.1
OG0008432	XP_025988111.2	XP_017795852.1
OG0008433	XP_011162256.1	XP_017791416.1
OG0008434	XP_039310974.1	XP_017788210.1
OG0008435	XP_025987351.2	XP_017789908.1
OG0008436	XP_011155899.1	XP_017795499.1
