Orthogroup	Solenopsis_invicta	Vespa_mandarinia
OG0007153	XP_011172791.1	XP_035735324.1
OG0007154	XP_011173386.1	XP_035723686.1
OG0007155	XP_011173164.1	XP_035730962.1
OG0007156	XP_011163335.1	XP_035721026.1
OG0007157	XP_025992965.1	XP_035742072.1
OG0007158	XP_011161427.1	XP_035736375.1
OG0007159	XP_011167980.2	XP_035743150.1
OG0007160	XP_011173203.1	XP_035717920.1
OG0007161	XP_011163935.1	XP_035729585.1
OG0007162	XP_011161910.1	XP_035739615.1
OG0007164	XP_011157940.1	XP_035719015.1
OG0007165	XP_011163996.1	XP_035739320.1
OG0007166	XP_025992974.1	XP_035740994.1
OG0007168	XP_011171738.1	XP_035741271.1
OG0007169	XP_011164442.2	XP_035733774.1
OG0007170	XP_011160423.1	XP_035733546.1
OG0007171	XP_025996834.2	XP_035737634.1
OG0007172	XP_011175626.1	XP_035722385.1
OG0007173	XP_011159351.1	XP_035737017.1
OG0007174	XP_011172317.1	XP_035731148.1
OG0007176	XP_039306522.1	XP_035735681.1
OG0007177	XP_011166842.1	XP_035730743.1
OG0007178	XP_011163602.1	XP_035731449.1
OG0007179	XP_011176375.1	XP_035725016.1
OG0007180	XP_011164538.2	XP_035728750.1
OG0007181	XP_039304190.1	XP_035733697.1
OG0007182	XP_011155695.2	XP_035738723.1
OG0007183	XP_011157094.1	XP_035721135.1
OG0007184	XP_011175125.1	XP_035734055.1
OG0007185	XP_011159697.1	XP_035737156.1
OG0007186	XP_011163279.2	XP_035717191.1
OG0007187	XP_011168526.1	XP_035734541.1
OG0007188	XP_011169145.2	XP_035739799.1
OG0007189	XP_025986173.2	XP_035733587.1
OG0007190	XP_025993612.1	XP_035727395.1
OG0007192	XP_025995052.2	XP_035719064.1
OG0007194	XP_011161455.2	XP_035736395.1
OG0007195	XP_011171000.1	XP_035722919.1
OG0007197	XP_025989652.1	XP_035734153.1
OG0007198	XP_011172545.1	XP_035741217.1, XP_035741216.1
OG0007199	XP_011171864.1	XP_035740438.1
OG0007200	XP_039302243.1	XP_035729342.1
OG0007201	XP_039307987.1	XP_035732433.1
OG0007205	XP_039311225.1	XP_035734079.1
OG0007206	XP_025992694.2	XP_035742455.1
OG0007207	XP_039307978.1, XP_039307977.1	XP_035737626.1
OG0007208	XP_011158822.1	XP_035728045.1
OG0007209	XP_039311086.1	XP_035730185.1
OG0007210	XP_025991130.2	XP_035727662.1
OG0007211	XP_039301939.1	XP_035726299.1
OG0007212	XP_025993266.2	XP_035736235.1
OG0007213	XP_025990411.1	XP_035718018.1
OG0007214	XP_039307291.1	XP_035742855.1
OG0007216	XP_011175814.1	XP_035740618.1
OG0007217	XP_011168168.1	XP_035733945.1
OG0007218	XP_011155469.1, XP_039308917.1	XP_035724940.1
OG0007220	XP_011165226.1	XP_035727848.1
OG0007221	XP_011163513.3	XP_035727033.1
OG0007222	XP_025991171.1	XP_035727058.1
OG0007223	XP_011156907.1	XP_035732340.1
OG0007225	XP_039312564.1	XP_035719032.1
OG0007226	XP_011168939.1	XP_035719314.1
OG0007227	XP_025992250.2	XP_035742005.1
OG0007228	XP_011161556.1	XP_035733021.1
OG0007229	XP_025995796.1	XP_035743430.1
OG0007230	XP_011164882.1	XP_035725214.1
OG0007231	XP_011162503.1	XP_035726256.1
OG0007232	XP_011158144.1	XP_035724425.1
OG0007233	XP_011159031.1	XP_035737195.1
OG0007234	XP_039315048.1	XP_035729462.1
OG0007235	XP_011156707.1	XP_035735095.1
OG0007236	XP_025988253.1	XP_035738577.1
OG0007237	XP_011175895.1	XP_035741081.1
OG0007238	XP_011175204.1	XP_035735689.1
OG0007239	XP_011165791.1	XP_035726205.1
OG0007240	XP_025987312.1, XP_025987311.1	XP_035734482.1
OG0007241	XP_011158482.1	XP_035733189.1
OG0007242	XP_025987788.1	XP_035735925.1
OG0007243	XP_011176329.1	XP_035725455.1
OG0007244	XP_011176207.1	XP_035726686.1
OG0007245	XP_011169206.1	XP_035721587.1
OG0007246	XP_039302308.1, XP_039302310.1	XP_035730081.1
OG0007247	XP_011163440.1	XP_035732485.1
OG0007248	XP_011159695.1	XP_035723902.1
OG0007249	XP_039314194.1	XP_035738147.1
OG0007250	XP_011156199.1	XP_035724847.1
OG0007251	XP_025991713.1	XP_035724103.1
OG0007252	XP_011172448.1	XP_035741159.1
OG0007253	XP_011175494.1	XP_035723299.1
OG0007254	XP_011157766.1	XP_035737945.1
OG0007256	XP_011167384.2, XP_011167385.2, XP_039305424.1, XP_011167383.2	XP_035736854.1
OG0007257	XP_025995290.1	XP_035735763.1
OG0007259	XP_011168409.1	XP_035741229.1
OG0007260	XP_011157025.1	XP_035738774.1
OG0007262	XP_025994158.1	XP_035721687.1
OG0007263	XP_011161690.1	XP_035719029.1
OG0007264	XP_011171194.1	XP_035732644.1
OG0007265	XP_011168075.1	XP_035737414.1
OG0007266	XP_025994111.2	XP_035731083.1, XP_035731084.1
OG0007268	XP_011176140.1	XP_035735481.1
OG0007269	XP_025992736.2	XP_035741460.1
OG0007270	XP_011162694.1	XP_035739065.1
OG0007271	XP_039312139.1	XP_035743167.1
OG0007272	XP_011172380.1	XP_035721671.1
OG0007273	XP_039311476.1	XP_035723013.1
OG0007274	XP_025986132.1	XP_035728391.1
OG0007276	XP_039312839.1	XP_035718954.1
OG0007277	XP_011158855.1	XP_035733345.1
OG0007278	XP_011169309.1	XP_035723570.1
OG0007279	XP_011157747.1	XP_035722836.1
OG0007280	XP_039308830.1	XP_035738016.1
OG0007281	XP_011156191.1	XP_035740976.1
OG0007282	XP_011156612.2	XP_035733217.1
OG0007283	XP_039307107.1	XP_035743930.1
OG0007284	XP_011165673.1	XP_035722500.1
OG0007285	XP_025994958.1	XP_035732796.1
OG0007286	XP_011169954.2	XP_035743715.1
OG0007287	XP_011171830.1	XP_035722885.1
OG0007288	XP_039311794.1	XP_035731624.1
OG0007289	XP_011175584.1	XP_035730374.1
OG0007290	XP_011163927.1	XP_035729594.1
OG0007291	XP_011167465.1	XP_035727940.1
OG0007293	XP_011172116.2	XP_035728702.1
OG0007294	XP_011173632.1	XP_035735078.1
OG0007295	XP_039314827.1	XP_035727503.1
OG0007296	XP_011166937.2	XP_035733936.1
OG0007297	XP_025990229.2	XP_035732379.1
OG0007298	XP_039305881.1	XP_035724829.1
OG0007299	XP_039305492.1	XP_035724355.1
OG0007300	XP_011163904.1	XP_035743301.1
OG0007301	XP_011159370.1	XP_035729613.1
OG0007302	XP_039305582.1	XP_035719130.1
OG0007303	XP_011159456.1	XP_035726161.1
OG0007304	XP_011166214.1	XP_035727889.1
OG0007305	XP_011169238.1	XP_035738310.1
OG0007306	XP_039310487.1	XP_035740257.1
OG0007307	XP_011169996.1	XP_035718712.1
OG0007309	XP_039315637.1	XP_035730210.1
OG0007310	XP_011172835.1	XP_035740561.1
OG0007311	XP_011162156.1	XP_035724365.1
OG0007312	XP_011162504.1	XP_035728260.1
OG0007313	XP_025996471.1	XP_035718856.1
OG0007314	XP_039305864.1	XP_035739882.1
OG0007315	XP_039312027.1	XP_035734109.1
OG0007316	XP_025992610.1	XP_035731435.1
OG0007317	XP_039312905.1	XP_035724489.1
OG0007318	XP_025989956.1	XP_035724238.1
OG0007319	XP_039307475.1	XP_035739426.1
OG0007320	XP_011165583.1	XP_035729865.1
OG0007321	XP_011166115.1	XP_035729731.1
OG0007322	XP_011162574.1	XP_035718410.1
OG0007323	XP_011167535.1	XP_035724978.1
OG0007324	XP_011165682.1	XP_035734245.1
OG0007325	XP_025992094.1	XP_035721148.1
OG0007326	XP_039305261.1	XP_035735873.1
OG0007327	XP_011175641.2	XP_035738127.1
OG0007328	XP_039303698.1	XP_035739132.1, XP_035739135.1
OG0007330	XP_025996642.1	XP_035730294.1
OG0007331	XP_011155981.2	XP_035735531.1
OG0007332	XP_011169134.1	XP_035739822.1
OG0007333	XP_011166042.1	XP_035733830.1, XP_035733831.1
OG0007334	XP_011168120.1	XP_035742094.1
OG0007335	XP_011166506.1	XP_035736182.1
OG0007336	XP_011157726.1	XP_035730311.1
OG0007337	XP_039311145.1	XP_035736310.1
OG0007338	XP_011155716.1	XP_035719328.1
OG0007339	XP_011164312.1	XP_035718774.1
OG0007340	XP_011164026.2	XP_035719946.1
OG0007341	XP_011168807.2	XP_035725098.1
OG0007342	XP_025986558.1	XP_035734134.1
OG0007343	XP_011174180.2	XP_035723139.1
OG0007344	XP_011166142.1	XP_035724062.1
OG0007345	XP_011158927.1	XP_035722995.1
OG0007346	XP_011172276.2	XP_035738028.1
OG0007347	XP_011158953.1	XP_035726425.1
OG0007348	XP_011172087.1	XP_035722098.1
OG0007350	XP_039307507.1	XP_035737822.1
OG0007351	XP_011175819.2	XP_035740348.1
OG0007352	XP_011157417.1	XP_035733100.1
OG0007353	XP_011172119.2	XP_035741350.1
OG0007355	XP_011165100.1	XP_035726978.1
OG0007356	XP_011170091.1	XP_035730880.1
OG0007357	XP_011160446.1, XP_011160445.1	XP_035728108.1
OG0007358	XP_039311374.1	XP_035722000.1
OG0007359	XP_025986909.1	XP_035723872.1
OG0007360	XP_039305748.1	XP_035721753.1
OG0007361	XP_039313550.1	XP_035728772.1
OG0007362	XP_025990391.2	XP_035738479.1
OG0007364	XP_011169126.1	XP_035718107.1
OG0007365	XP_025990293.1	XP_035728338.1
OG0007366	XP_011161992.2	XP_035735279.1
OG0007367	XP_011172040.1	XP_035743140.1
OG0007368	XP_011170808.1	XP_035717122.1
OG0007369	XP_011170922.1	XP_035727234.1
OG0007370	XP_011166046.1	XP_035717674.1
OG0007371	XP_011156385.1	XP_035743800.1
OG0007372	XP_039305283.1	XP_035731600.1, XP_035731603.1
OG0007374	XP_039301678.1	XP_035726145.1
OG0007375	XP_039308088.1	XP_035730864.1
OG0007376	XP_011166170.2	XP_035718462.1
OG0007377	XP_039301981.1	XP_035733846.1
OG0007378	XP_039308231.1	XP_035719721.1
OG0007379	XP_011171940.2	XP_035718990.1
OG0007380	XP_011161149.1	XP_035735545.1
OG0007381	XP_025987398.1	XP_035743562.1
OG0007382	XP_025991481.1	XP_035718823.1
OG0007383	XP_025986787.1	XP_035722974.1
OG0007384	XP_011160238.2	XP_035734715.1
OG0007385	XP_011161139.2	XP_035726922.1
OG0007386	XP_011163663.1	XP_035717931.1
OG0007387	XP_011159701.1	XP_035737350.1
OG0007388	XP_011171924.2	XP_035732716.1
OG0007389	XP_039304858.1	XP_035737343.1
OG0007390	XP_025987115.1	XP_035734454.1
OG0007391	XP_011163607.1	XP_035731444.1
OG0007392	XP_011157936.1	XP_035733720.1
OG0007394	XP_011172642.2	XP_035729391.1
OG0007395	XP_025994243.1, XP_039306084.1	XP_035727312.1
OG0007396	XP_011162836.2	XP_035729033.1
OG0007397	XP_039305395.1	XP_035737349.1
OG0007398	XP_011155431.2	XP_035722863.1
OG0007399	XP_039314753.1	XP_035731980.1
OG0007400	XP_011165231.1	XP_035736763.1
OG0007401	XP_011165862.1	XP_035732743.1
OG0007402	XP_011161301.1	XP_035735964.1
OG0007403	XP_011162852.1	XP_035736644.1
OG0007404	XP_025991674.1	XP_035723301.1
OG0007405	XP_011171295.2	XP_035731978.1
OG0007406	XP_025986168.2	XP_035729024.1, XP_035729023.1, XP_035729025.1
OG0007407	XP_025993652.1	XP_035725835.1
OG0007408	XP_039302390.1	XP_035741057.1
OG0007409	XP_011164611.1	XP_035744291.1
OG0007410	XP_011156301.1	XP_035730114.1
OG0007411	XP_011174433.1	XP_035739656.1
OG0007412	XP_011168170.2	XP_035733886.1, XP_035733885.1
OG0007413	XP_025995684.2	XP_035743059.1
OG0007414	XP_011158438.1	XP_035740073.1
OG0007415	XP_025989826.2	XP_035738138.1
OG0007416	XP_039314061.1	XP_035739378.1
OG0007417	XP_011175839.1	XP_035723522.1
OG0007418	XP_011165230.1	XP_035723278.1, XP_035723274.1
OG0007419	XP_025990719.1	XP_035729557.1
OG0007420	XP_011171718.1	XP_035743893.1
OG0007421	XP_011159534.1	XP_035727155.1
OG0007422	XP_011161767.1	XP_035743499.1
OG0007423	XP_025986375.1	XP_035723014.1
OG0007425	XP_025993985.1	XP_035734858.1
OG0007426	XP_039308650.1	XP_035730169.1
OG0007427	XP_011161549.1	XP_035738922.1
OG0007428	XP_039307644.1	XP_035722947.1
OG0007429	XP_011155863.2	XP_035726690.1
OG0007430	XP_011168699.1	XP_035726857.1
OG0007431	XP_025989791.1	XP_035729728.1
OG0007432	XP_025991141.1	XP_035724550.1
OG0007433	XP_039305626.1	XP_035730608.1
OG0007434	XP_011168349.1	XP_035728933.1
OG0007435	XP_011169358.1, XP_039315315.1	XP_035731325.1
OG0007436	XP_025986569.1	XP_035731663.1
OG0007437	XP_025986198.1	XP_035736791.1
OG0007438	XP_039305810.1	XP_035743877.1
OG0007439	XP_039307392.1	XP_035737642.1
OG0007440	XP_025993075.1	XP_035729969.1
OG0007441	XP_025993297.2	XP_035729614.1
OG0007442	XP_011162063.2	XP_035717602.1
OG0007443	XP_011158097.2	XP_035722176.1
OG0007444	XP_025988381.1	XP_035734231.1
OG0007445	XP_011167622.2	XP_035717936.1
OG0007446	XP_039309847.1, XP_039309845.1	XP_035727300.1
OG0007447	XP_011162958.1	XP_035719804.1
OG0007449	XP_025988970.2	XP_035722751.1
OG0007450	XP_011159800.1	XP_035735762.1
OG0007452	XP_025986149.1	XP_035731402.1
OG0007453	XP_011161190.1	XP_035731748.1
OG0007454	XP_011173244.1	XP_035731544.1
OG0007455	XP_011173197.1	XP_035722356.1
OG0007456	XP_039301711.1	XP_035728737.1
OG0007457	XP_025995039.1	XP_035742867.1
OG0007458	XP_011164045.1	XP_035735928.1
OG0007459	XP_025994959.1	XP_035718114.1
OG0007460	XP_011161254.1	XP_035728876.1
OG0007461	XP_011164078.1	XP_035729800.1
OG0007462	XP_011165123.1	XP_035738489.1
OG0007463	XP_039307654.1, XP_025989868.2	XP_035717225.1
OG0007464	XP_011159356.2	XP_035742438.1
OG0007465	XP_011162960.1	XP_035742121.1
OG0007466	XP_025986852.2	XP_035727339.1
OG0007467	XP_011168783.1	XP_035737624.1
OG0007468	XP_039301920.1	XP_035733999.1
OG0007469	XP_025988698.1	XP_035736064.1
OG0007470	XP_011155849.2	XP_035720586.1
OG0007471	XP_011155539.2	XP_035728392.1
OG0007472	XP_039313670.1	XP_035719035.1
OG0007473	XP_011168670.2	XP_035733240.1
OG0007474	XP_011162730.1	XP_035720393.1
OG0007475	XP_011157929.1	XP_035727089.1
OG0007477	XP_011166130.1	XP_035718232.1
OG0007478	XP_039305570.1	XP_035733516.1
OG0007479	XP_011164549.1	XP_035722635.1
OG0007480	XP_025995653.1	XP_035727413.1
OG0007481	XP_011159179.1	XP_035725814.1
OG0007482	XP_011163511.1, XP_025992325.1	XP_035720543.1
OG0007483	XP_039312906.1	XP_035724358.1
OG0007484	XP_039307594.1	XP_035743797.1
OG0007485	XP_011166942.1	XP_035724327.1
OG0007486	XP_039305883.1	XP_035724876.1
OG0007487	XP_011166464.2	XP_035733701.1
OG0007488	XP_011157453.1	XP_035728868.1
OG0007489	XP_025995384.1	XP_035719264.1
OG0007490	XP_025989271.2, XP_011157608.2, XP_025989272.2	XP_035730573.1
OG0007491	XP_025991499.1	XP_035743808.1
OG0007492	XP_011156178.2	XP_035721117.1
OG0007493	XP_025987588.2	XP_035730272.1
OG0007494	XP_011169888.2	XP_035743760.1
OG0007495	XP_011158168.2	XP_035722821.1
OG0007496	XP_011173818.1	XP_035719968.1
OG0007497	XP_011170791.1	XP_035742985.1
OG0007498	XP_011162580.1	XP_035728236.1
OG0007499	XP_011162417.1	XP_035726638.1
OG0007500	XP_011157910.2	XP_035732627.1
OG0007501	XP_011170325.1	XP_035725391.1, XP_035725388.1
OG0007502	XP_039313276.1	XP_035718123.1
OG0007503	XP_011167453.2	XP_035719966.1
OG0007504	XP_011172334.1	XP_035743129.1
OG0007505	XP_025992923.1	XP_035740957.1
OG0007506	XP_011170820.1	XP_035731990.1
OG0007507	XP_039304687.1	XP_035739608.1
OG0007508	XP_025987141.1	XP_035727223.1
OG0007509	XP_011162714.2	XP_035731556.1
OG0007510	XP_011165024.1	XP_035729022.1
OG0007511	XP_025987510.2	XP_035728248.1
OG0007512	XP_039311661.1	XP_035730494.1
OG0007513	XP_011161665.1	XP_035742231.1
OG0007514	XP_025992021.1	XP_035732706.1
OG0007515	XP_011155754.1	XP_035735094.1
OG0007516	XP_011174770.1	XP_035724033.1
OG0007517	XP_011156504.1	XP_035721746.1
OG0007518	XP_011172564.1	XP_035722027.1
OG0007519	XP_011158919.2	XP_035737294.1, XP_035737293.1
OG0007521	XP_039303903.1	XP_035728196.1
OG0007522	XP_039303887.1	XP_035737159.1
OG0007523	XP_011172721.1	XP_035733950.1
OG0007524	XP_025997081.2	XP_035724599.1
OG0007525	XP_025991996.1	XP_035730530.1
OG0007526	XP_011162554.2	XP_035730280.1
OG0007527	XP_011156654.1	XP_035729200.1
OG0007528	XP_011159660.1	XP_035725104.1
OG0007529	XP_011158150.2	XP_035724398.1
OG0007530	XP_011159535.3	XP_035725077.1
OG0007531	XP_011173083.1	XP_035735914.1
OG0007532	XP_011164053.1	XP_035743208.1
OG0007533	XP_011158679.1	XP_035733568.1
OG0007534	XP_011173576.1	XP_035729294.1
OG0007535	XP_025992959.1	XP_035721282.1
OG0007537	XP_011175665.3	XP_035724533.1
OG0007538	XP_011158196.2	XP_035739160.1
OG0007539	XP_039315725.1	XP_035739500.1
OG0007540	XP_039307152.1	XP_035731582.1
OG0007541	XP_011158572.1	XP_035744069.1
OG0007542	XP_011162816.3	XP_035737344.1
OG0007543	XP_011170158.3, XP_039315460.1	XP_035719649.1
OG0007544	XP_025987352.2	XP_035742449.1
OG0007545	XP_011166054.1, XP_011166053.1	XP_035729759.1
OG0007546	XP_039303836.1, XP_039303829.1, XP_039303832.1	XP_035737542.1
OG0007547	XP_011171937.1, XP_011171938.1, XP_039302389.1, XP_039302388.1	XP_035723705.1, XP_035723704.1
OG0007548	XP_011161715.1	XP_035730577.1
OG0007549	XP_025992306.2	XP_035742163.1
OG0007550	XP_011167023.1	XP_035726480.1
OG0007551	XP_011158928.2	XP_035722979.1
OG0007552	XP_039312886.1	XP_035734354.1
OG0007553	XP_011163241.2	XP_035719759.1
OG0007554	XP_025995451.2	XP_035727475.1
OG0007555	XP_039315464.1, XP_025996383.2	XP_035719664.1
OG0007556	XP_039312440.1, XP_039312437.1	XP_035720963.1
OG0007558	XP_039303257.1	XP_035734373.1
OG0007559	XP_011155890.2	XP_035722605.1
OG0007560	XP_011162756.1	XP_035738849.1, XP_035738847.1, XP_035738848.1
OG0007562	XP_011165671.2	XP_035732098.1
OG0007563	XP_011167733.2	XP_035738528.1
OG0007564	XP_011171862.2	XP_035723413.1
OG0007565	XP_039310975.1	XP_035738819.1, XP_035738816.1, XP_035738818.1, XP_035738820.1, XP_035738817.1
OG0007566	XP_011171022.1	XP_035737939.1, XP_035737941.1
OG0007567	XP_039306589.1, XP_039306590.1, XP_039306587.1, XP_039306588.1	XP_035733269.1
OG0007568	XP_039310067.1, XP_011162704.1	XP_035737282.1
OG0007569	XP_011161908.1, XP_025985972.1	XP_035742614.1
OG0007570	XP_011158624.1	XP_035730642.1
OG0007572	XP_039302761.1, XP_039302796.1, XP_039311836.1	XP_035736013.1
OG0007573	XP_025990533.1, XP_011159391.1, XP_011159390.1, XP_011159393.1, XP_011159392.1, XP_025990531.1	XP_035724236.1
OG0007574	XP_011156309.1	XP_035727815.1
OG0007575	XP_039309302.1	XP_035728921.1
OG0007576	XP_011166352.1	XP_035740314.1
OG0007578	XP_039308237.1	XP_035721487.1
OG0007579	XP_025996734.1, XP_039304326.1	XP_035721810.1, XP_035721815.1
OG0007580	XP_011163365.1	XP_035740536.1
OG0007581	XP_011162465.1	XP_035720990.1
OG0007582	XP_011168911.1	XP_035723462.1, XP_035723463.1
OG0007583	XP_011160570.2	XP_035719357.1, XP_035719358.1
OG0007584	XP_011171907.1, XP_011171902.1, XP_025989588.1, XP_025989587.1	XP_035725021.1
OG0007586	XP_039314696.1	XP_035729442.1
OG0007587	XP_025993801.2, XP_025993802.2	XP_035724337.1
OG0007588	XP_011173360.1	XP_035742652.1
OG0007589	XP_039304398.1	XP_035732423.1
OG0007590	XP_025990870.1	XP_035719669.1, XP_035719676.1
OG0007592	XP_025988643.1, XP_039315678.1	XP_035738690.1
OG0007593	XP_011171011.1	XP_035737907.1, XP_035737906.1, XP_035737908.1
OG0007595	XP_011162177.1	XP_035727043.1, XP_035727048.1
OG0007596	XP_025993049.1	XP_035733016.1
OG0007597	XP_011162401.1	XP_035721386.1
OG0007598	XP_011169463.1	XP_035738689.1
OG0007604	XP_011156720.1	XP_035724899.1
OG0007605	XP_011167764.1	XP_035727963.1
OG0007606	XP_011158151.1	XP_035735463.1
OG0007607	XP_011163784.1	XP_035723273.1
OG0007608	XP_011167194.2	XP_035726406.1
OG0007609	XP_011168582.2	XP_035731112.1
OG0007610	XP_011159666.2	XP_035725095.1
OG0007611	XP_039306275.1	XP_035725945.1
OG0007614	XP_025989805.2	XP_035728658.1
OG0007615	XP_011175131.2	XP_035718658.1
OG0007616	XP_011164126.1	XP_035735218.1
OG0007618	XP_011161420.1	XP_035728858.1
OG0007619	XP_011161044.1	XP_035717777.1
OG0007620	XP_039311048.1	XP_035738334.1
OG0007621	XP_011169315.1	XP_035723218.1
OG0007622	XP_011175306.1	XP_035728621.1
OG0007624	XP_039306910.1	XP_035722715.1
OG0007625	XP_011170662.1	XP_035722791.1
OG0007626	XP_011173733.1	XP_035738932.1
OG0007627	XP_039313073.1	XP_035730293.1
OG0007628	XP_011169244.1	XP_035719778.1
OG0007629	XP_011169745.2	XP_035730813.1
OG0007631	XP_039307988.1	XP_035718299.1
OG0007632	XP_025995065.1	XP_035721125.1
OG0007633	XP_011176148.1	XP_035721856.1
OG0007634	XP_011162238.1	XP_035739921.1
OG0007635	XP_011166905.2	XP_035736209.1
OG0007636	XP_011174008.1	XP_035729458.1
OG0007637	XP_011163270.1	XP_035724608.1
OG0007638	XP_025992653.2	XP_035726061.1
OG0007639	XP_011157594.1	XP_035729512.1
OG0007641	XP_011156719.2	XP_035733956.1
OG0007642	XP_025991440.1	XP_035738797.1
OG0007643	XP_011172340.2	XP_035731795.1
OG0007644	XP_011161182.1	XP_035735902.1, XP_035735903.1
OG0007646	XP_011165061.1	XP_035731472.1
OG0007647	XP_011161196.1	XP_035731992.1, XP_035731993.1
OG0007649	XP_011159675.1	XP_035722539.1
OG0007650	XP_025992702.2	XP_035738752.1
OG0007651	XP_039309190.1	XP_035717908.1
OG0007652	XP_011161059.1	XP_035720749.1
OG0007653	XP_011172141.1	XP_035728769.1
OG0007654	XP_011167278.1	XP_035744255.1
OG0007655	XP_011165609.1	XP_035721432.1
OG0007656	XP_011155596.1	XP_035740498.1
OG0007657	XP_011159281.1	XP_035737692.1
OG0007658	XP_011161790.1	XP_035725071.1
OG0007660	XP_011173494.2	XP_035740375.1
OG0007661	XP_011155343.2	XP_035717574.1
OG0007662	XP_011164331.1	XP_035743142.1
OG0007664	XP_011160351.1	XP_035723228.1
OG0007665	XP_039310941.1	XP_035723441.1
OG0007666	XP_011173362.2	XP_035727091.1
OG0007667	XP_025989654.2	XP_035731326.1
OG0007668	XP_039311604.1	XP_035743832.1
OG0007669	XP_011158445.1	XP_035723473.1
OG0007671	XP_011172120.1	XP_035741318.1
OG0007672	XP_039302747.1, XP_011172517.2	XP_035723186.1
OG0007673	XP_011161125.1	XP_035729970.1
OG0007674	XP_025995834.1	XP_035734521.1
OG0007675	XP_011168085.1	XP_035742096.1
OG0007676	XP_025988216.1	XP_035739854.1
OG0007677	XP_011168971.1	XP_035735913.1
OG0007678	XP_011156354.2	XP_035724932.1
OG0007679	XP_011169215.1	XP_035740776.1
OG0007680	XP_011160368.1	XP_035738277.1
OG0007681	XP_011163982.1, XP_039302248.1	XP_035729359.1
OG0007682	XP_011158731.2	XP_035733412.1
OG0007683	XP_011162927.1	XP_035721207.1
OG0007684	XP_011159422.1	XP_035724108.1
OG0007685	XP_025989461.1	XP_035729474.1
OG0007686	XP_011158705.2	XP_035718689.1, XP_035718688.1
OG0007687	XP_011171048.1	XP_035728797.1
OG0007688	XP_039308483.1	XP_035718147.1
OG0007689	XP_011157460.1	XP_035728792.1
OG0007690	XP_011165805.1	XP_035719286.1
OG0007694	XP_011176157.1	XP_035728126.1
OG0007695	XP_011158055.1	XP_035727568.1, XP_035727567.1
OG0007696	XP_011159298.2	XP_035718283.1
OG0007697	XP_011172773.2	XP_035734883.1
OG0007698	XP_025988470.1	XP_035735009.1, XP_035735011.1, XP_035735010.1
OG0007699	XP_025990383.2	XP_035722070.1
OG0007701	XP_025994532.2	XP_035725009.1
OG0007702	XP_011163151.1	XP_035732745.1
OG0007703	XP_011160561.3	XP_035733243.1
OG0007704	XP_011163928.2	XP_035729680.1
OG0007705	XP_011165547.1	XP_035726336.1
OG0007706	XP_011160957.1	XP_035734842.1
OG0007707	XP_011166862.1, XP_011166863.1	XP_035723913.1
OG0007708	XP_011158926.2	XP_035722997.1
OG0007709	XP_011171228.2	XP_035733668.1
OG0007711	XP_039309483.1	XP_035743191.1
OG0007713	XP_011163944.2	XP_035743104.1
OG0007714	XP_011169412.2	XP_035731581.1
OG0007715	XP_011170116.1	XP_035740755.1
OG0007716	XP_039312171.1	XP_035721418.1
OG0007717	XP_025991181.2	XP_035721458.1, XP_035721464.1
OG0007718	XP_025992510.2	XP_035733842.1
OG0007720	XP_039307582.1	XP_035743946.1
OG0007722	XP_011173662.1	XP_035744034.1
OG0007723	XP_011162467.1	XP_035720973.1
OG0007724	XP_025992678.2	XP_035738438.1, XP_035738427.1
OG0007725	XP_011171223.1	XP_035732610.1
OG0007726	XP_011170935.1	XP_035728177.1
OG0007728	XP_011161172.2	XP_035735775.1
OG0007729	XP_011157875.2	XP_035743653.1
OG0007730	XP_011159709.1	XP_035733178.1
OG0007732	XP_025989769.1	XP_035730110.1
OG0007733	XP_011175482.2	XP_035723076.1
OG0007735	XP_039313304.1	XP_035744119.1
OG0007736	XP_025990137.1	XP_035731692.1
OG0007737	XP_011156220.2	XP_035721160.1
OG0007738	XP_011165935.1	XP_035725518.1
OG0007739	XP_025988473.1	XP_035742553.1
OG0007740	XP_011163898.2	XP_035718166.1
OG0007741	XP_025994810.2	XP_035727637.1
OG0007743	XP_011162452.1	XP_035743456.1
OG0007744	XP_011172637.1	XP_035721910.1
OG0007745	XP_025993013.2	XP_035742774.1
OG0007746	XP_011159432.1	XP_035723840.1
OG0007747	XP_011167742.1	XP_035728296.1
OG0007748	XP_039311361.1	XP_035730666.1
OG0007750	XP_025993042.1	XP_035733095.1
OG0007751	XP_011167397.2	XP_035735408.1
OG0007752	XP_039303476.1	XP_035722082.1
OG0007753	XP_025986584.1	XP_035742947.1
OG0007754	XP_039310877.1	XP_035722279.1
OG0007755	XP_039311694.1	XP_035731339.1
OG0007756	XP_011170173.2	XP_035730850.1
OG0007757	XP_025991574.1	XP_035736435.1
OG0007758	XP_011156565.1	XP_035731829.1
OG0007759	XP_025986014.1	XP_035723420.1
OG0007761	XP_011162511.1, XP_039310593.1	XP_035728372.1
OG0007762	XP_025989376.2	XP_035730435.1, XP_035730426.1
OG0007763	XP_025990729.1	XP_035744164.1
OG0007764	XP_011165126.1	XP_035738488.1
OG0007768	XP_011176204.1	XP_035723824.1
OG0007769	XP_011161249.1	XP_035726786.1
OG0007771	XP_011172150.1	XP_035720189.1
OG0007772	XP_039314354.1	XP_035739150.1
OG0007773	XP_039305054.1	XP_035717753.1
OG0007774	XP_011173420.1	XP_035724093.1
OG0007775	XP_039314774.1	XP_035725891.1
