Orthogroup	Solenopsis_invicta	Eufriesea_mexicana
OG0006855	XP_039304202.1	XP_017759287.1
OG0006856	XP_011155864.2	XP_017762029.1
OG0006857	XP_011167091.1	XP_017754632.1
OG0006858	XP_011166355.1	XP_017764713.1
OG0006859	XP_025991358.2	XP_017760621.1
OG0006860	XP_011170328.2	XP_017763218.1
OG0006861	XP_039312819.1	XP_017756801.1
OG0006862	XP_011170995.1	XP_017760418.1
OG0006863	XP_011172628.1	XP_017761078.1
OG0006864	XP_011164043.1	XP_017763047.1
OG0006865	XP_025995970.1	XP_017762292.1
OG0006866	XP_025992525.1	XP_017763023.1
OG0006867	XP_011163140.1	XP_017753100.1
OG0006868	XP_011164146.1	XP_017766114.1
OG0006869	XP_011170318.1	XP_017763219.1
OG0006870	XP_011165354.1	XP_017752843.1
OG0006871	XP_011160858.1	XP_017760016.1
OG0006872	XP_011170427.1	XP_017765435.1
OG0006873	XP_011175896.1	XP_017752535.1
OG0006874	XP_025997118.1	XP_017756270.1
OG0006875	XP_011173376.2	XP_017762298.1
OG0006876	XP_011156047.1	XP_017763788.1
OG0006877	XP_011168125.1	XP_017754513.1
OG0006878	XP_039307986.1	XP_017760873.1
OG0006879	XP_025986620.1	XP_017764965.1
OG0006880	XP_011164983.1	XP_017764967.1
OG0006881	XP_011175115.1	XP_017755816.1
OG0006882	XP_011170726.1	XP_017755237.1
OG0006883	XP_011159332.2	XP_017755661.1
OG0006884	XP_011158660.1	XP_017756281.1, XP_017754604.1
OG0006885	XP_011172260.1	XP_017761471.1
OG0006886	XP_011155598.2	XP_017756248.1
OG0006887	XP_011162472.1	XP_017754741.1
OG0006888	XP_011170187.1	XP_017759306.1
OG0006890	XP_025990083.1	XP_017766236.1
OG0006891	XP_011155931.1	XP_017754561.1
OG0006892	XP_011172426.1	XP_017753222.1
OG0006893	XP_011162880.2	XP_017760870.1
OG0006894	XP_011164954.1	XP_017756563.1
OG0006895	XP_011163228.1	XP_017762367.1
OG0006896	XP_011157724.1	XP_017755675.1
OG0006897	XP_025991950.1	XP_017752802.1
OG0006898	XP_011175550.2	XP_017756221.1
OG0006899	XP_025996263.1	XP_017763494.1
OG0006900	XP_039304227.1	XP_017758435.1
OG0006901	XP_011160403.2	XP_017755958.1
OG0006902	XP_025992813.1	XP_017761903.1
OG0006903	XP_011168087.1	XP_017763908.1
OG0006904	XP_039304896.1, XP_039311131.1	XP_017752993.1
OG0006905	XP_011165312.2	XP_017766010.1
OG0006906	XP_011169153.1	XP_017763884.1
OG0006907	XP_011160303.1	XP_017761745.1
OG0006908	XP_011163154.1	XP_017759976.1
OG0006909	XP_011175183.1	XP_017759888.1
OG0006910	XP_011158113.2	XP_017763693.1
OG0006911	XP_025988214.2	XP_017757972.1
OG0006912	XP_011158190.3	XP_017758786.1
OG0006913	XP_025990575.1	XP_017752719.1
OG0006914	XP_011162567.1	XP_017753719.1
OG0006915	XP_011165510.1	XP_017761177.1
OG0006916	XP_039309219.1	XP_017767270.1
OG0006917	XP_011159779.2	XP_017758843.1
OG0006918	XP_011176373.1	XP_017767704.1
OG0006919	XP_011163389.1	XP_017764460.1
OG0006920	XP_039302652.1	XP_017759080.1
OG0006921	XP_011168364.1	XP_017754390.1
OG0006922	XP_011166044.1	XP_017762994.1
OG0006923	XP_011167013.1	XP_017757853.1
OG0006924	XP_039301806.1	XP_017758987.1
OG0006925	XP_025987983.1	XP_017761099.1
OG0006926	XP_039310015.1	XP_017755910.1
OG0006927	XP_011173517.1	XP_017757753.1
OG0006928	XP_039307264.1	XP_017763082.1
OG0006929	XP_025988918.1	XP_017761990.1
OG0006930	XP_011166430.2	XP_017755720.1
OG0006931	XP_025986323.1	XP_017763387.1
OG0006932	XP_025990985.1	XP_017765069.1
OG0006933	XP_011175428.1	XP_017765015.1
OG0006934	XP_011168932.2	XP_017752874.1
OG0006935	XP_011168311.1	XP_017754376.1
OG0006936	XP_011161177.1, XP_011161178.1	XP_017759952.1
OG0006937	XP_025991919.1	XP_017753771.1
OG0006938	XP_011161422.1	XP_017760079.1
OG0006940	XP_011158521.1	XP_017759320.1
OG0006941	XP_025992126.1	XP_017761549.1
OG0006942	XP_039301927.1	XP_017761981.1
OG0006943	XP_011159500.1	XP_017756425.1, XP_017756482.1
OG0006944	XP_011163294.1	XP_017757383.1
OG0006945	XP_011164397.1	XP_017755172.1
OG0006946	XP_011155489.1	XP_017764070.1
OG0006947	XP_025989324.1	XP_017754681.1
OG0006948	XP_011166086.1	XP_017763230.1
OG0006949	XP_025996968.1	XP_017761478.1
OG0006950	XP_011174346.1	XP_017758078.1
OG0006951	XP_011161131.1	XP_017756156.1
OG0006952	XP_011169317.1	XP_017754285.1
OG0006953	XP_039312037.1	XP_017752994.1
OG0006954	XP_039310217.1	XP_017765115.1
OG0006955	XP_011160597.1	XP_017759041.1
OG0006956	XP_011173656.1	XP_017756719.1
OG0006957	XP_025986244.1	XP_017763575.1
OG0006958	XP_011155483.1	XP_017760830.1
OG0006959	XP_039314138.1	XP_017752608.1
OG0006960	XP_011167698.1	XP_017762795.1
OG0006961	XP_039303774.1	XP_017753761.1
OG0006962	XP_011173461.1	XP_017756308.1
OG0006964	XP_011167714.1	XP_017762782.1
OG0006965	XP_011158266.1	XP_017760922.1
OG0006966	XP_039314503.1, XP_011172368.1	XP_017765142.1
OG0006967	XP_039305151.1, XP_039305917.1	XP_017757221.1
OG0006969	XP_039308918.1	XP_017759519.1
OG0006970	XP_039310580.1	XP_017756665.1
OG0006971	XP_025994196.2	XP_017758975.1
OG0006972	XP_039311409.1	XP_017764494.1
OG0006973	XP_011162679.1	XP_017763046.1
OG0006974	XP_011167602.1	XP_017759327.1
OG0006975	XP_025991372.1	XP_017759311.1
OG0006976	XP_011169432.1	XP_017753302.1
OG0006977	XP_011173387.2	XP_017760613.1
OG0006978	XP_039314419.1, XP_039314422.1, XP_011160166.2, XP_025987787.2	XP_017753224.1
OG0006979	XP_039310946.1	XP_017753331.1
OG0006980	XP_039313697.1	XP_017758702.1
OG0006981	XP_039310706.1	XP_017765136.1
OG0006982	XP_039302772.1	XP_017760354.1, XP_017760355.1
OG0006983	XP_011165080.1	XP_017757088.1
OG0006984	XP_011161849.2	XP_017762587.1, XP_017762595.1
OG0006986	XP_011160990.1	XP_017757653.1
OG0006987	XP_011175088.2	XP_017761069.1
OG0006988	XP_011169651.1	XP_017755330.1
OG0006989	XP_039313035.1	XP_017752390.1
OG0006990	XP_025993792.1	XP_017755930.1
OG0006991	XP_025987100.1	XP_017767006.1
OG0006992	XP_011165343.1	XP_017754002.1
OG0006993	XP_011160117.1	XP_017753132.1
OG0006994	XP_011162641.1	XP_017755295.1
OG0006995	XP_025992398.1	XP_017759623.1
OG0006996	XP_011172767.1, XP_039306116.1	XP_017759353.1
OG0006997	XP_025990003.2, XP_039310062.1, XP_039310059.1	XP_017752920.1
OG0006998	XP_011155476.1	XP_017766108.1
OG0006999	XP_011162081.1	XP_017763658.1
OG0007000	XP_011161358.2	XP_017760320.1
OG0007001	XP_011159151.1	XP_017752949.1
OG0007002	XP_011172219.1	XP_017753368.1
OG0007003	XP_011169753.1	XP_017753670.1
OG0007004	XP_011175367.1	XP_017760074.1
OG0007005	XP_039304731.1, XP_011159278.2	XP_017767008.1
OG0007006	XP_025988671.1	XP_017753672.1
OG0007007	XP_011163145.1	XP_017753101.1
OG0007008	XP_011161461.2	XP_017764640.1
OG0007009	XP_011158265.1	XP_017756230.1
OG0007010	XP_011166750.2	XP_017761676.1
OG0007011	XP_011159307.1	XP_017758054.1, XP_017758434.1
OG0007012	XP_011163036.2	XP_017767557.1
OG0007013	XP_011162159.2	XP_017765848.1
OG0007014	XP_011165985.1	XP_017756083.1
OG0007016	XP_025987671.2	XP_017765849.1
OG0007017	XP_011170700.1	XP_017755004.1
OG0007018	XP_039305581.1	XP_017762842.1
OG0007019	XP_011155604.1	XP_017752547.1
OG0007020	XP_011168107.1	XP_017752820.1
OG0007021	XP_025993727.1	XP_017766630.1, XP_017766637.1
OG0007022	XP_011169202.2	XP_017753054.1
OG0007023	XP_011170823.1	XP_017760547.1
OG0007024	XP_011162780.1	XP_017755931.1
OG0007025	XP_011157253.1	XP_017765747.1
OG0007026	XP_011176022.1	XP_017767362.1
OG0007027	XP_011164839.1	XP_017752552.1
OG0007028	XP_011165475.2	XP_017766507.1
OG0007029	XP_011156320.1	XP_017760905.1
OG0007030	XP_011157354.1	XP_017761536.1
OG0007031	XP_025988099.1	XP_017760003.1
OG0007033	XP_025995728.1	XP_017763606.1
OG0007035	XP_011176335.1	XP_017760494.1
OG0007036	XP_011163949.1	XP_017753198.1
OG0007037	XP_011160682.1	XP_017758451.1
OG0007038	XP_011161961.1	XP_017758097.1
OG0007039	XP_011169192.1	XP_017753783.1
OG0007040	XP_011156533.1	XP_017767344.1
OG0007041	XP_011165140.2	XP_017764900.1
OG0007042	XP_011175952.1	XP_017764054.1
OG0007043	XP_011160556.1	XP_017758350.1
OG0007044	XP_011168958.1	XP_017761934.1
OG0007045	XP_011170377.1	XP_017763293.1
OG0007046	XP_039307073.1	XP_017760202.1
OG0007047	XP_039310629.1	XP_017763236.1
OG0007048	XP_011165831.1	XP_017758141.1
OG0007049	XP_011167183.1	XP_017766427.1
OG0007050	XP_011168577.1	XP_017765976.1
OG0007051	XP_039302677.1	XP_017754608.1
OG0007052	XP_011175681.1	XP_017755376.1
OG0007053	XP_025989960.1	XP_017764692.1
OG0007054	XP_039308859.1	XP_017759577.1
OG0007055	XP_011166888.1	XP_017761757.1
OG0007056	XP_011170370.3	XP_017752799.1
OG0007057	XP_011170070.1	XP_017762042.1
OG0007058	XP_011169677.1	XP_017760472.1
OG0007059	XP_039310695.1, XP_039310694.1	XP_017764635.1
OG0007060	XP_025988132.1	XP_017755541.1
OG0007061	XP_011167466.2	XP_017752380.1
OG0007062	XP_011172112.1	XP_017759084.1
OG0007063	XP_011158039.2	XP_017766675.1
OG0007064	XP_039309501.1	XP_017753511.1
OG0007065	XP_011165834.1	XP_017753807.1
OG0007066	XP_039315639.1	XP_017759649.1
OG0007067	XP_011164084.1	XP_017754605.1
OG0007069	XP_011168324.1	XP_017766822.1
OG0007070	XP_011172842.2	XP_017758910.1
OG0007071	XP_011168557.1	XP_017762389.1
OG0007072	XP_011162800.1	XP_017753205.1
OG0007073	XP_011157353.2	XP_017761537.1
OG0007074	XP_011163872.1	XP_017754514.1
OG0007075	XP_039309852.1	XP_017759086.1
OG0007076	XP_011167002.2	XP_017757849.1
OG0007077	XP_011169423.1	XP_017765065.1
OG0007078	XP_011172242.1	XP_017754507.1
OG0007079	XP_011162720.1	XP_017756052.1
OG0007080	XP_025992136.2	XP_017767139.1
OG0007081	XP_011163711.2	XP_017756538.1
OG0007082	XP_039312455.1	XP_017756453.1
OG0007083	XP_025990315.1	XP_017758274.1
OG0007084	XP_039308846.1	XP_017762902.1
OG0007085	XP_011164342.1	XP_017752175.1
OG0007086	XP_011156307.1	XP_017764556.1
OG0007087	XP_011166471.1	XP_017758833.1
OG0007088	XP_011155603.1	XP_017752541.1
OG0007089	XP_011162550.1	XP_017764253.1
OG0007090	XP_011159375.1	XP_017754581.1
OG0007091	XP_011176314.1	XP_017752356.1
OG0007092	XP_011170759.1	XP_017752908.1
OG0007093	XP_025996304.1	XP_017761369.1
OG0007094	XP_025990162.1	XP_017756807.1
OG0007095	XP_025992081.1	XP_017761398.1
OG0007096	XP_025991049.1	XP_017760361.1
OG0007097	XP_025992054.2	XP_017752277.1
OG0007098	XP_025993641.1	XP_017754033.1
OG0007099	XP_011158455.1	XP_017758989.1
OG0007100	XP_025992631.2	XP_017756772.1
OG0007101	XP_011155461.1	XP_017757526.1
OG0007102	XP_011173309.2	XP_017761216.1
OG0007103	XP_011168763.1	XP_017764942.1
OG0007104	XP_011167409.1	XP_017759476.1
OG0007105	XP_011169899.1	XP_017755262.1
OG0007106	XP_011175561.1	XP_017752459.1
OG0007107	XP_011157689.1	XP_017756748.1
OG0007108	XP_025987943.1	XP_017756350.1
OG0007109	XP_011159487.1	XP_017763309.1
OG0007110	XP_039314908.1	XP_017758601.1
OG0007111	XP_039310525.1	XP_017760504.1
OG0007112	XP_011162847.1	XP_017755396.1
OG0007113	XP_011170420.1	XP_017764845.1
OG0007114	XP_025988243.1	XP_017762373.1
OG0007115	XP_039302605.1	XP_017755870.1
OG0007116	XP_011159317.1	XP_017766684.1
OG0007117	XP_011166238.1	XP_017759240.1
OG0007118	XP_011162165.1	XP_017761458.1
OG0007119	XP_011176230.1	XP_017757894.1
OG0007120	XP_011159236.1	XP_017761855.1
OG0007121	XP_011171931.1	XP_017764138.1
OG0007122	XP_011167849.1	XP_017754633.1
OG0007123	XP_039304125.1	XP_017764790.1
OG0007124	XP_011163527.1	XP_017767487.1
OG0007125	XP_025989282.1	XP_017762726.1
OG0007126	XP_011175389.1	XP_017759261.1
OG0007127	XP_011162699.2	XP_017763071.1
OG0007128	XP_011169031.1	XP_017763265.1
OG0007129	XP_011165940.1	XP_017767314.1
OG0007130	XP_011168268.1	XP_017756432.1, XP_017756424.1
OG0007131	XP_011173192.1	XP_017755201.1
OG0007132	XP_025991366.1	XP_017759391.1
OG0007133	XP_011171480.1	XP_017765377.1
OG0007134	XP_025989925.1	XP_017765742.1
OG0007135	XP_025995355.1	XP_017755373.1
OG0007136	XP_039312164.1	XP_017767101.1
OG0007137	XP_011166865.1	XP_017760620.1
OG0007139	XP_011157982.1	XP_017766762.1
OG0007140	XP_025996711.1	XP_017754209.1
OG0007141	XP_011160898.1	XP_017766646.1
OG0007142	XP_011157969.1	XP_017762786.1
OG0007143	XP_011156488.1	XP_017759390.1
OG0007144	XP_011173361.1	XP_017759622.1
OG0007145	XP_011157855.1	XP_017757823.1
OG0007146	XP_011164086.1	XP_017754527.1
OG0007147	XP_039302198.1	XP_017767147.1
OG0007148	XP_011165309.1	XP_017760716.1
OG0007149	XP_011166399.1	XP_017765629.1
OG0007150	XP_039304207.1	XP_017766944.1
OG0007151	XP_011167301.1	XP_017761037.1
OG0007152	XP_011169061.1	XP_017760951.1
OG0007153	XP_011172791.1	XP_017760012.1
OG0007154	XP_011173386.1	XP_017755568.1
OG0007155	XP_011173164.1	XP_017764447.1
OG0007156	XP_011163335.1	XP_017754944.1
OG0007157	XP_025992965.1	XP_017754037.1
OG0007158	XP_011161427.1	XP_017762770.1
OG0007159	XP_011167980.2	XP_017766635.1
OG0007160	XP_011173203.1	XP_017763199.1
OG0007161	XP_011163935.1	XP_017752325.1
OG0007162	XP_011161910.1	XP_017763253.1
OG0007163	XP_011175687.1	XP_017758925.1
OG0007164	XP_011157940.1	XP_017762753.1
OG0007165	XP_011163996.1	XP_017758973.1
OG0007166	XP_025992974.1	XP_017762711.1
OG0007168	XP_011171738.1	XP_017755432.1
OG0007169	XP_011164442.2	XP_017755173.1
OG0007170	XP_011160423.1	XP_017764912.1
OG0007171	XP_025996834.2	XP_017764846.1
OG0007172	XP_011175626.1	XP_017757125.1
OG0007173	XP_011159351.1	XP_017755381.1
OG0007174	XP_011172317.1	XP_017752921.1
OG0007175	XP_011155477.1	XP_017765818.1
OG0007176	XP_039306522.1	XP_017759905.1
OG0007177	XP_011166842.1	XP_017754435.1
OG0007178	XP_011163602.1	XP_017757201.1
OG0007179	XP_011176375.1	XP_017761442.1
OG0007180	XP_011164538.2	XP_017759568.1
OG0007181	XP_039304190.1	XP_017753805.1
OG0007182	XP_011155695.2	XP_017767033.1
OG0007183	XP_011157094.1	XP_017755353.1
OG0007184	XP_011175125.1	XP_017762609.1
OG0007185	XP_011159697.1	XP_017767675.1
OG0007186	XP_011163279.2	XP_017757281.1
OG0007187	XP_011168526.1	XP_017757693.1
OG0007188	XP_011169145.2	XP_017760761.1
OG0007189	XP_025986173.2	XP_017761481.1
OG0007190	XP_025993612.1	XP_017762813.1
OG0007192	XP_025995052.2	XP_017764312.1
OG0007193	XP_011155447.1	XP_017764196.1
OG0007194	XP_011161455.2	XP_017764626.1
OG0007195	XP_011171000.1	XP_017760405.1
OG0007197	XP_025989652.1	XP_017757623.1
OG0007198	XP_011172545.1	XP_017762108.1
OG0007199	XP_011171864.1	XP_017762473.1
OG0007201	XP_039307987.1	XP_017760871.1
OG0007202	XP_011158786.2	XP_017755118.1
OG0007205	XP_039311225.1	XP_017752216.1
OG0007206	XP_025992694.2	XP_017755724.1
OG0007207	XP_039307978.1, XP_039307977.1	XP_017764850.1
OG0007208	XP_011158822.1	XP_017752283.1
OG0007209	XP_039311086.1	XP_017766796.1
OG0007210	XP_025991130.2	XP_017759408.1
OG0007211	XP_039301939.1	XP_017761711.1
OG0007212	XP_025993266.2	XP_017757559.1
OG0007213	XP_025990411.1	XP_017755961.1
OG0007214	XP_039307291.1	XP_017758220.1
OG0007216	XP_011175814.1	XP_017754975.1
OG0007217	XP_011168168.1	XP_017754917.1
OG0007218	XP_011155469.1, XP_039308917.1	XP_017757520.1
OG0007219	XP_011170967.2	XP_017755515.1
OG0007220	XP_011165226.1	XP_017763292.1
OG0007221	XP_011163513.3	XP_017758617.1
OG0007222	XP_025991171.1	XP_017755099.1
OG0007223	XP_011156907.1	XP_017760000.1
OG0007225	XP_039312564.1	XP_017759222.1
OG0007226	XP_011168939.1	XP_017767334.1
OG0007227	XP_025992250.2	XP_017762693.1
OG0007228	XP_011161556.1	XP_017759073.1
OG0007229	XP_025995796.1	XP_017765150.1
OG0007230	XP_011164882.1	XP_017764314.1
OG0007231	XP_011162503.1	XP_017754744.1
OG0007232	XP_011158144.1	XP_017762658.1
OG0007233	XP_011159031.1	XP_017762530.1
OG0007234	XP_039315048.1	XP_017763003.1
OG0007235	XP_011156707.1	XP_017753810.1
OG0007236	XP_025988253.1	XP_017757724.1
OG0007237	XP_011175895.1	XP_017752533.1
OG0007238	XP_011175204.1	XP_017759940.1
OG0007239	XP_011165791.1	XP_017753200.1
OG0007240	XP_025987312.1, XP_025987311.1	XP_017760317.1
OG0007241	XP_011158482.1	XP_017760640.1
OG0007242	XP_025987788.1	XP_017763621.1
OG0007243	XP_011176329.1	XP_017766337.1
OG0007244	XP_011176207.1	XP_017758905.1
OG0007245	XP_011169206.1	XP_017753066.1
OG0007246	XP_039302308.1, XP_039302310.1	XP_017760224.1
OG0007247	XP_011163440.1	XP_017765502.1
OG0007248	XP_011159695.1	XP_017767708.1
OG0007249	XP_039314194.1	XP_017753849.1
OG0007250	XP_011156199.1	XP_017753195.1
OG0007251	XP_025991713.1	XP_017766865.1
OG0007252	XP_011172448.1	XP_017765143.1
OG0007253	XP_011175494.1	XP_017761318.1
OG0007254	XP_011157766.1	XP_017766367.1
OG0007255	XP_011162478.1	XP_017753515.1
OG0007256	XP_011167384.2, XP_011167385.2, XP_039305424.1, XP_011167383.2	XP_017765977.1
OG0007257	XP_025995290.1	XP_017763468.1
OG0007259	XP_011168409.1	XP_017759680.1
OG0007260	XP_011157025.1	XP_017763203.1
OG0007262	XP_025994158.1	XP_017766768.1
OG0007263	XP_011161690.1	XP_017756626.1
OG0007264	XP_011171194.1	XP_017758743.1
OG0007265	XP_011168075.1	XP_017754065.1
OG0007266	XP_025994111.2	XP_017765027.1
OG0007268	XP_011176140.1	XP_017752336.1
OG0007269	XP_025992736.2	XP_017754645.1
OG0007270	XP_011162694.1	XP_017763097.1
OG0007271	XP_039312139.1	XP_017760952.1
OG0007272	XP_011172380.1	XP_017761401.1
OG0007273	XP_039311476.1	XP_017755757.1
OG0007274	XP_025986132.1	XP_017759111.1
OG0007275	XP_011155900.1	XP_017752715.1
OG0007276	XP_039312839.1	XP_017767337.1
OG0007277	XP_011158855.1	XP_017762513.1
OG0007278	XP_011169309.1	XP_017754275.1
OG0007279	XP_011157747.1	XP_017760004.1
OG0007280	XP_039308830.1	XP_017764087.1
OG0007281	XP_011156191.1	XP_017762708.1
OG0007282	XP_011156612.2	XP_017758832.1
OG0007283	XP_039307107.1	XP_017755094.1
OG0007284	XP_011165673.1	XP_017765877.1
OG0007285	XP_025994958.1	XP_017759029.1
OG0007286	XP_011169954.2	XP_017755287.1
OG0007287	XP_011171830.1	XP_017755625.1
OG0007288	XP_039311794.1	XP_017767626.1
OG0007289	XP_011175584.1	XP_017756583.1
OG0007290	XP_011163927.1	XP_017752446.1
OG0007291	XP_011167465.1	XP_017752329.1
OG0007293	XP_011172116.2	XP_017759784.1
OG0007294	XP_011173632.1	XP_017758681.1
OG0007295	XP_039314827.1	XP_017752260.1
OG0007296	XP_011166937.2	XP_017766130.1
OG0007297	XP_025990229.2	XP_017754503.1
OG0007298	XP_039305881.1	XP_017758720.1
OG0007299	XP_039305492.1	XP_017764680.1
OG0007300	XP_011163904.1	XP_017761408.1
OG0007301	XP_011159370.1	XP_017754594.1
OG0007303	XP_011159456.1	XP_017765333.1
OG0007304	XP_011166214.1	XP_017753870.1
OG0007305	XP_011169238.1	XP_017762256.1
OG0007306	XP_039310487.1	XP_017765466.1
OG0007307	XP_011169996.1	XP_017760776.1
OG0007309	XP_039315637.1	XP_017762430.1
OG0007310	XP_011172835.1	XP_017755458.1
OG0007311	XP_011162156.1	XP_017765872.1
OG0007312	XP_011162504.1	XP_017754728.1
OG0007313	XP_025996471.1	XP_017760701.1
OG0007314	XP_039305864.1	XP_017758560.1, XP_017762405.1
OG0007315	XP_039312027.1	XP_017762236.1
OG0007316	XP_025992610.1	XP_017760087.1
OG0007317	XP_039312905.1	XP_017756452.1
OG0007318	XP_025989956.1	XP_017767676.1
OG0007319	XP_039307475.1	XP_017759509.1
OG0007320	XP_011165583.1	XP_017758007.1
OG0007321	XP_011166115.1	XP_017756964.1
OG0007322	XP_011162574.1	XP_017754309.1
OG0007323	XP_011167535.1	XP_017753650.1
OG0007324	XP_011165682.1	XP_017757178.1
OG0007325	XP_025992094.1	XP_017760122.1
OG0007326	XP_039305261.1	XP_017760062.1
OG0007327	XP_011175641.2	XP_017758916.1
OG0007328	XP_039303698.1	XP_017761225.1
OG0007329	XP_011175933.1	XP_017756002.1
OG0007330	XP_025996642.1	XP_017765183.1
OG0007331	XP_011155981.2	XP_017758955.1
OG0007332	XP_011169134.1	XP_017760823.1
OG0007333	XP_011166042.1	XP_017752819.1
OG0007334	XP_011168120.1	XP_017759550.1
OG0007335	XP_011166506.1	XP_017762796.1
OG0007336	XP_011157726.1	XP_017756779.1
OG0007337	XP_039311145.1	XP_017762784.1
OG0007338	XP_011155716.1	XP_017761000.1
OG0007339	XP_011164312.1	XP_017763716.1
OG0007340	XP_011164026.2	XP_017766574.1
OG0007341	XP_011168807.2	XP_017767158.1
OG0007342	XP_025986558.1	XP_017766810.1
OG0007343	XP_011174180.2	XP_017762296.1
OG0007344	XP_011166142.1	XP_017764709.1
OG0007345	XP_011158927.1	XP_017766470.1
OG0007346	XP_011172276.2	XP_017761450.1
OG0007347	XP_011158953.1	XP_017758183.1
OG0007348	XP_011172087.1	XP_017764559.1
OG0007350	XP_039307507.1	XP_017753178.1
OG0007351	XP_011175819.2	XP_017761992.1
OG0007352	XP_011157417.1	XP_017765535.1
OG0007353	XP_011172119.2	XP_017759698.1
OG0007355	XP_011165100.1	XP_017759771.1
OG0007356	XP_011170091.1	XP_017764382.1
OG0007357	XP_011160445.1	XP_017756871.1
OG0007358	XP_039311374.1	XP_017759100.1
OG0007359	XP_025986909.1	XP_017765933.1
OG0007360	XP_039305748.1	XP_017760106.1
OG0007361	XP_039313550.1	XP_017759569.1
OG0007362	XP_025990391.2	XP_017763553.1
OG0007363	XP_011167695.2	XP_017766668.1
OG0007364	XP_011169126.1	XP_017760667.1
OG0007365	XP_025990293.1	XP_017756461.1
OG0007366	XP_011161992.2	XP_017767258.1
OG0007367	XP_011172040.1	XP_017760697.1
OG0007368	XP_011170808.1	XP_017755627.1
OG0007369	XP_011170922.1	XP_017754350.1
OG0007370	XP_011166046.1	XP_017763022.1
OG0007371	XP_011156385.1	XP_017754122.1
OG0007372	XP_039305283.1	XP_017757214.1
OG0007373	XP_011173063.2	XP_017764020.1
OG0007374	XP_039301678.1	XP_017763581.1
OG0007375	XP_039308088.1	XP_017760898.1
OG0007376	XP_011166170.2	XP_017753006.1
OG0007377	XP_039301981.1	XP_017766143.1
OG0007378	XP_039308231.1	XP_017764751.1
OG0007379	XP_011171940.2	XP_017756147.1
OG0007380	XP_011161149.1	XP_017759924.1
OG0007381	XP_025987398.1	XP_017763096.1
OG0007382	XP_025991481.1	XP_017766047.1
OG0007383	XP_025986787.1	XP_017762142.1
OG0007384	XP_011160238.2	XP_017764630.1
OG0007385	XP_011161139.2	XP_017757071.1
OG0007386	XP_011163663.1	XP_017758609.1
OG0007387	XP_011159701.1	XP_017759455.1
OG0007388	XP_011171924.2	XP_017754834.1
OG0007390	XP_025987115.1	XP_017754850.1
OG0007391	XP_011163607.1	XP_017760109.1
OG0007392	XP_011157936.1	XP_017753969.1
OG0007394	XP_011172642.2	XP_017757190.1
OG0007395	XP_025994243.1, XP_039306084.1	XP_017761520.1
OG0007396	XP_011162836.2	XP_017763959.1
OG0007397	XP_039305395.1	XP_017764474.1
OG0007398	XP_011155431.2	XP_017757323.1
OG0007399	XP_039314753.1	XP_017755292.1
OG0007400	XP_011165231.1	XP_017765089.1
OG0007401	XP_011165862.1	XP_017757452.1
OG0007402	XP_011161301.1	XP_017759291.1
OG0007403	XP_011162852.1	XP_017767687.1
OG0007404	XP_025991674.1	XP_017766965.1
OG0007405	XP_011171295.2	XP_017765395.1
OG0007406	XP_025986168.2	XP_017763962.1
OG0007407	XP_025993652.1	XP_017765109.1
OG0007408	XP_039302390.1	XP_017753549.1
OG0007409	XP_011164611.1	XP_017758594.1
OG0007410	XP_011156301.1	XP_017766015.1
OG0007411	XP_011174433.1	XP_017758088.1
OG0007412	XP_011168170.2	XP_017754894.1
OG0007413	XP_025995684.2	XP_017753583.1
OG0007414	XP_011158438.1	XP_017761459.1
OG0007415	XP_025989826.2	XP_017758918.1
OG0007416	XP_039314061.1	XP_017754614.1
OG0007417	XP_011175839.1	XP_017762584.1
OG0007418	XP_011165230.1	XP_017755823.1
OG0007419	XP_025990719.1	XP_017760257.1
OG0007420	XP_011171718.1	XP_017763106.1
OG0007421	XP_011159534.1	XP_017757907.1
OG0007422	XP_011161767.1	XP_017756760.1
OG0007423	XP_025986375.1	XP_017761240.1
OG0007425	XP_025993985.1	XP_017764642.1
OG0007426	XP_039308650.1	XP_017758696.1
OG0007427	XP_011161549.1	XP_017754368.1
OG0007428	XP_039307644.1	XP_017766028.1
OG0007429	XP_011155863.2	XP_017755690.1
OG0007430	XP_011168699.1	XP_017753563.1
OG0007431	XP_025989791.1	XP_017760261.1
OG0007432	XP_025991141.1	XP_017766124.1
OG0007433	XP_039305626.1	XP_017767562.1
OG0007434	XP_011168349.1	XP_017763859.1
OG0007435	XP_011169358.1, XP_039315315.1	XP_017759354.1
OG0007436	XP_025986569.1	XP_017754882.1
OG0007437	XP_025986198.1	XP_017760686.1
OG0007438	XP_039305810.1	XP_017761095.1
OG0007439	XP_039307392.1	XP_017767634.1
OG0007440	XP_025993075.1	XP_017755192.1
OG0007441	XP_025993297.2	XP_017764534.1
OG0007442	XP_011162063.2	XP_017764332.1
OG0007443	XP_011158097.2	XP_017762250.1
OG0007444	XP_025988381.1	XP_017757253.1
OG0007445	XP_011167622.2	XP_017767738.1
OG0007446	XP_039309847.1, XP_039309845.1	XP_017757994.1
OG0007447	XP_011162958.1	XP_017766584.1
OG0007448	XP_039302462.1	XP_017762499.1
OG0007449	XP_025988970.2	XP_017755877.1
OG0007450	XP_011159800.1	XP_017753143.1
OG0007451	XP_011166022.2	XP_017764359.1
OG0007452	XP_025986149.1	XP_017756564.1
OG0007453	XP_011161190.1	XP_017765193.1
