Orthogroup	Solenopsis_invicta	Bombus_terrestris
OG0007857	XP_011156447.1	XP_020723088.1
OG0007858	XP_025995002.2	XP_012172382.1
OG0007859	XP_025995793.1	XP_012165740.1
OG0007860	XP_011156521.3	XP_012170794.1
OG0007861	XP_011158725.2	XP_012175274.1, XP_020724048.1
OG0007862	XP_011166983.1	XP_003400381.1
OG0007863	XP_011173846.2	XP_003401862.1
OG0007864	XP_011156608.1	XP_003397553.1
OG0007865	XP_025991490.2	XP_012173012.1
OG0007866	XP_025986665.1	XP_012170716.1
OG0007867	XP_011161280.1	XP_003398955.1
OG0007868	XP_025996812.1	XP_003398718.3
OG0007869	XP_039309541.1	XP_012167397.1
OG0007870	XP_039311585.1	XP_012168093.1
OG0007871	XP_011172409.1	XP_020722864.1
OG0007872	XP_011172973.1	XP_012173004.1
OG0007874	XP_011167672.1	XP_003398895.1
OG0007875	XP_025992799.1	XP_003398901.1
OG0007876	XP_039305532.1	XP_012174129.1
OG0007877	XP_011159074.1	XP_020719858.1
OG0007878	XP_011162754.2	XP_003393599.1
OG0007879	XP_011176139.2	XP_012173162.2
OG0007880	XP_011175344.1	XP_003399400.1
OG0007881	XP_025993041.1, XP_011157421.1	XP_003398703.1
OG0007882	XP_011162597.1	XP_012166493.1
OG0007883	XP_025995945.2	XP_012166149.1
OG0007884	XP_011161099.1	XP_003402259.1
OG0007885	XP_011161806.1	XP_003399655.1
OG0007886	XP_039308742.1	XP_020720146.1
OG0007887	XP_011163354.1	XP_003398717.1
OG0007888	XP_011158041.2	XP_003393355.1
OG0007889	XP_011164242.1	XP_012174440.2
OG0007892	XP_011160146.1	XP_003395484.1
OG0007893	XP_039307095.1	XP_003399164.1
OG0007894	XP_039314231.1	XP_020719488.1
OG0007895	XP_011173559.1	XP_003402418.1
OG0007896	XP_011166497.1	XP_003397515.1
OG0007897	XP_025994062.1	XP_003401304.1
OG0007899	XP_011175165.1	XP_012171456.1
OG0007900	XP_039305496.1	XP_003399243.1
OG0007901	XP_039313386.1	XP_012164736.1
OG0007902	XP_025995181.1	XP_003395485.1
OG0007903	XP_025995339.1	XP_003395460.1
OG0007904	XP_011160820.1	XP_003400465.1
OG0007905	XP_025993882.1	XP_020723207.1
OG0007907	XP_011159496.1, XP_011159497.1	XP_003399440.1
OG0007908	XP_011164248.2	XP_012174754.1
OG0007910	XP_011156249.2	XP_012171841.2
OG0007911	XP_025990560.1, NP_001291515.1	XP_003398556.1
OG0007912	XP_011161554.1	XP_012171909.1
OG0007913	XP_011159016.1	XP_003403105.1
OG0007914	XP_011170353.1	XP_003393671.1, XP_020723104.1
OG0007915	XP_011158072.2	XP_020721949.1
OG0007916	XP_011168157.1, XP_011168155.1, XP_039313631.1	XP_003399276.1, XP_020721210.1, XP_020721211.1
OG0007917	XP_011166494.1	XP_020720099.1
OG0007918	XP_011171277.2	XP_003398548.1
OG0007919	XP_011169713.1	XP_020718833.1, XP_012164329.1, XP_012164328.1, XP_012164330.1
OG0007920	XP_025991705.2	XP_020719400.1, XP_003396301.3
OG0007921	XP_039308407.1	XP_003393727.1
OG0007923	XP_025987414.1, XP_011162630.1, XP_025987415.1	XP_012171200.2
OG0007924	XP_011157939.1	XP_003400079.1
OG0007926	XP_011162981.1	XP_003400145.1
OG0007927	XP_011171195.1	XP_003396888.1
OG0007928	XP_039312234.1, XP_039312226.1	XP_020720477.1, XP_020720480.1
OG0007929	XP_011160568.1	XP_020720568.1, XP_020720567.1, XP_003398302.1, XP_012167753.1
OG0007930	XP_011162351.1	XP_020718794.1
OG0007931	XP_011157230.3	XP_012167925.1
OG0007933	XP_039310607.1, XP_011162527.2	XP_003394095.1
OG0007934	XP_039310161.1	XP_003400418.1
OG0007936	XP_025986255.1	XP_012166531.1
OG0007938	XP_011168656.1	XP_012170843.1
OG0007939	XP_039307672.1	XP_012172648.2
OG0007941	XP_011156693.1	XP_012168992.1
OG0007942	XP_039302636.1, XP_039302635.1	XP_012174350.1
OG0007957	XP_025985875.1	XP_020723232.1
OG0007959	XP_011161930.1	XP_012176154.1
OG0007960	XP_011159361.2	XP_003394102.1
OG0007961	XP_011163777.2	XP_012175148.1
OG0007962	XP_011161594.1	XP_003394071.1
OG0007963	XP_039312935.1	XP_003394129.1
OG0007964	XP_011173367.1	XP_003394749.1
OG0007965	XP_025990816.2	XP_003398804.1
OG0007966	XP_011167576.1	XP_020720741.1
OG0007967	XP_011161837.1	XP_003399674.1
OG0007968	XP_011164095.1	XP_012170051.1
OG0007971	XP_011167266.1	XP_003400952.1
OG0007972	XP_011167192.1	XP_003400395.1
OG0007973	XP_011170492.1	XP_003398476.1
OG0007975	XP_025986447.1	XP_012167743.2
OG0007978	XP_011159408.2	XP_012172902.1, XP_003401630.1
OG0007981	XP_011164268.2	XP_003396229.1
OG0007982	XP_011166627.1	XP_003398442.1
OG0007983	XP_011170059.1	XP_012172577.1
OG0007984	XP_025986976.2	XP_012167766.1
OG0007985	XP_011172235.3	XP_003395490.1
OG0007986	XP_011167173.3	XP_012174079.1
OG0007987	XP_011167353.2	XP_003394134.1
OG0007988	XP_025987609.1	XP_012165327.1
OG0007989	XP_025986580.1, XP_025986582.1	XP_020721756.1
OG0007990	XP_011176311.1	XP_012176543.1
OG0007991	XP_011173625.1	XP_003402399.1
OG0007993	XP_011159900.1	XP_020724259.1
OG0007994	XP_039308267.1	XP_003397399.1
OG0007995	XP_011159097.2	XP_003395100.1
OG0007996	XP_011156525.1	XP_012169904.1
OG0007997	XP_011170976.1	XP_003393612.1
OG0007999	XP_011165993.2	XP_012165527.1
OG0008000	XP_011166397.2	XP_003397600.1
OG0008001	XP_025997166.1, XP_011172259.1	XP_012168629.1
OG0008002	XP_011165941.1, XP_039312057.1, XP_039312058.1	XP_012168235.1
OG0008003	XP_011171238.1	XP_003398674.1
OG0008004	XP_011163829.2	XP_003401976.1
OG0008005	XP_011156310.2	XP_012173019.1
OG0008006	XP_011163673.1	XP_003402110.1
OG0008008	XP_011161162.2	XP_003400587.1
OG0008009	XP_039307897.1	XP_020721142.1
OG0008010	XP_039315249.1, XP_011157378.1	XP_003400457.1
OG0008011	XP_011164452.1	XP_003394348.1
OG0008012	XP_025994117.2	XP_020723498.1
OG0008013	XP_011165571.1	XP_003393511.1
OG0008014	XP_011168987.1	XP_003399378.1
OG0008015	XP_039305842.1	XP_003402646.1
OG0008016	XP_011175480.1	XP_003398928.1
OG0008017	XP_025989525.2	XP_012166664.1
OG0008018	XP_039302765.1	XP_003403210.1
OG0008019	XP_011167640.1	XP_020718844.1
OG0008020	XP_025994255.1	XP_020722006.1
OG0008021	XP_011170817.1	XP_020718936.1
OG0008022	XP_025993422.1, XP_025993425.1, XP_025993424.1, XP_025993423.1	XP_020718517.1
OG0008025	XP_039310911.1, XP_039310910.1	XP_012172377.1
OG0008026	XP_011168961.1	XP_003398897.1
OG0008027	XP_025987972.1	XP_020718707.1
OG0008028	XP_025987391.1	XP_020719904.1
OG0008030	XP_025987895.2	XP_003402643.2
OG0008031	XP_025994337.1	XP_003399904.1
OG0008033	XP_039308621.1	XP_012168144.1, XP_012168145.1
OG0008035	XP_011170978.2	XP_012165955.1
OG0008036	XP_011167718.1	XP_020724094.1
OG0008038	XP_039306300.1	XP_020719539.1
OG0008039	XP_011166160.1	XP_003397353.1
OG0008040	XP_039314462.1	XP_012170656.1
OG0008041	XP_039307999.1	XP_020719015.1, XP_012169868.2
OG0008042	XP_039308174.1	XP_020720491.1
OG0008043	XP_025988930.2	XP_003403172.1
OG0008044	XP_025995419.1	XP_020723213.1
OG0008047	XP_011167360.2	XP_012176382.1
OG0008049	XP_011161842.1	XP_003399651.1
OG0008050	XP_025987577.2	XP_020718443.1
OG0008051	XP_011173492.1, XP_011173489.1	XP_012165140.1, XP_012165141.1
OG0008055	XP_039311286.1	XP_012176738.1
OG0008056	XP_025994998.1	XP_012165669.2
OG0008057	XP_011170134.2	XP_012172150.1
OG0008058	XP_039309973.1	XP_020719784.1
OG0008059	XP_011173369.1	XP_012163064.1
OG0008060	XP_011176103.1	XP_003396615.1
OG0008061	XP_011176224.1	XP_012171886.1
OG0008062	XP_011157962.1	XP_012170675.1
OG0008063	XP_011176271.2	XP_012169813.1
OG0008064	XP_011160806.2	XP_003400459.1
OG0008067	XP_011164715.1	XP_003401371.2
OG0008069	XP_011176275.1	XP_012169545.1
OG0008070	XP_011165094.1	XP_020723191.1
OG0008071	XP_011167639.1	XP_020718959.1
OG0008072	XP_011162089.2, XP_025986870.2	XP_003399997.1
OG0008073	XP_011168933.1, XP_039312844.1	XP_003397840.1
OG0008074	XP_025995679.1	XP_003400620.1
OG0008075	XP_011172100.1	XP_012174948.1
OG0008076	XP_025992076.1	XP_020722605.1
OG0008077	XP_011156737.1	XP_012175279.1, XP_003403281.1
OG0008078	XP_039308007.1	XP_012173749.1
OG0008079	XP_039303176.1	XP_003393934.1
OG0008080	XP_025994205.1	XP_003401139.1
OG0008081	XP_011166593.1	XP_003399873.1
OG0008084	XP_011166812.2	XP_003396038.1
OG0008085	XP_011165973.1	XP_003399015.1
OG0008086	XP_011163503.1	XP_020722908.1
OG0008087	XP_011157863.1	XP_003396597.1
OG0008088	XP_011168595.3	XP_012169311.1
OG0008089	XP_025995680.1	XP_012173729.1
OG0008090	XP_011163926.1	XP_020722454.1
OG0008091	XP_039314472.1	XP_020718845.1
OG0008092	XP_011167886.3	XP_012172238.2
OG0008093	XP_039303898.1	XP_012170037.2
OG0008094	XP_011157498.1	XP_003396209.1
OG0008095	XP_011161942.1	XP_003399685.3
OG0008096	XP_011159187.1	XP_003393015.1
OG0008097	XP_011169741.2, XP_039303634.1, XP_011169740.2	XP_012173337.1
OG0008099	XP_025991064.1	XP_003395821.1
OG0008100	XP_025986541.1	XP_020721984.1
OG0008101	XP_011173421.1	XP_003395239.1
OG0008102	XP_011156563.1	XP_012170020.1
OG0008103	XP_011157031.1	XP_003394672.1
OG0008105	XP_011170379.1	XP_003402298.1
OG0008106	XP_025986863.1, XP_011162122.1	XP_012174102.1
OG0008107	XP_039312269.1	XP_003403064.2
OG0008108	XP_011176257.1	XP_012166439.1
OG0008109	XP_011156810.1	XP_020722406.1
OG0008110	XP_011156675.1	XP_012168983.1
OG0008111	XP_039305222.1	XP_003399364.1
OG0008113	XP_011162560.1	XP_003392988.1
OG0008114	XP_039301664.1	XP_020722230.1
OG0008115	XP_025994244.1	XP_012168892.2
OG0008116	XP_011171486.2	XP_003399484.1
OG0008117	XP_011171297.2	XP_020720695.1
OG0008119	XP_039312163.1	XP_012163394.1
OG0008120	XP_011172444.1	XP_012165758.1
OG0008121	XP_011158458.1	XP_012175117.1
OG0008122	XP_039308771.1	XP_012167757.1
OG0008123	XP_011163588.2	XP_020718470.1
OG0008124	XP_039310583.1	XP_003400415.1
OG0008125	XP_025989517.1	XP_003397031.1
OG0008126	XP_039308494.1	XP_012169616.1, XP_012169617.1
OG0008127	XP_039304205.1	XP_003394653.2
OG0008128	XP_011160569.2	XP_003398291.1
OG0008130	XP_025989303.1	XP_003397652.1
OG0008132	XP_011172869.2	XP_012168824.1
OG0008134	XP_039301786.1	XP_012175119.1
OG0008135	XP_011167038.1	XP_012174838.2
OG0008136	XP_011167264.2	XP_003394460.1
OG0008137	XP_011158959.1	XP_003393668.1
OG0008138	XP_011162194.2	XP_020723858.1
OG0008140	XP_011160890.2	XP_003396406.1
OG0008141	XP_011163155.1	XP_020718344.1, XP_020718343.1
OG0008142	XP_011169013.1	XP_012176518.1
OG0008143	XP_011167632.1, XP_039307495.1	XP_012168624.1
OG0008144	XP_011155728.1	XP_003399504.1
OG0008145	XP_011168710.1	XP_012176335.1
OG0008146	XP_011164154.2	XP_003394167.1
OG0008147	XP_011162682.1	XP_012166515.1
OG0008148	XP_011158167.1	XP_003399572.1
OG0008149	XP_011169623.1	XP_003393440.1
OG0008150	XP_011167141.1	XP_003400392.1, XP_020722010.1
OG0008151	XP_011162071.1	XP_012172028.1
OG0008152	XP_011169871.2	XP_020718629.1
OG0008153	XP_011160710.2	XP_012164828.2
OG0008154	XP_039307404.1, XP_039307401.1, XP_039307403.1	XP_003396385.1
OG0008155	XP_011164262.2	XP_020723693.1
OG0008156	XP_011162561.1	XP_003392989.1
OG0008157	XP_039311468.1	XP_012176240.1
OG0008158	XP_011156801.1	XP_003397362.1
OG0008159	XP_039315103.1	XP_020722701.1
OG0008160	XP_039303737.1, XP_011160352.1	XP_003397719.1
OG0008161	XP_011166975.1	XP_003398375.1
OG0008162	XP_011159713.3	XP_003398462.1
OG0008163	XP_011175642.1	XP_003401615.2, XP_003401616.1
OG0008164	XP_039303226.1, XP_039303230.1, XP_039303216.1	XP_020721219.1
OG0008165	XP_039310478.1	XP_003393263.1
OG0008167	XP_039306626.1, XP_039306553.1	XP_012173844.2
OG0008168	XP_039312845.1	XP_012170647.2
OG0008169	XP_011161855.1	XP_003399660.2
OG0008170	XP_011162466.1	XP_012168517.1, XP_012168520.1
OG0008172	XP_025988703.1	XP_020718893.1
OG0008173	XP_011165570.2	XP_012176259.1, XP_003393014.1
OG0008174	XP_039313026.1	XP_003395999.1
OG0008175	XP_011175702.1	XP_012166022.1
OG0008176	XP_039313905.1	XP_012173313.1
OG0008177	XP_011173332.1	XP_012169821.1
OG0008178	XP_039304401.1	XP_012172866.1
OG0008180	XP_025995692.1	XP_012165474.1, XP_020719395.1
OG0008182	XP_039307147.1, XP_025991626.2	XP_012172766.1
OG0008183	XP_011156053.2	XP_003395008.1
OG0008184	XP_025986362.1	XP_003400933.1
OG0008185	XP_025995581.1	XP_003399173.1
OG0008186	XP_011161221.2	XP_003400931.1
OG0008187	XP_011171267.2	XP_012168312.2
OG0008188	XP_039304037.1	XP_012174691.1
OG0008189	XP_039313043.1, XP_011157088.2	XP_020719944.1, XP_020719943.1
OG0008198	XP_011171034.1	XP_020720254.1
OG0008199	XP_025994867.1	XP_003393045.1
OG0008200	XP_025993995.1	XP_012169808.1
OG0008201	XP_011164613.1	XP_012172679.1
OG0008202	XP_011174300.3	XP_003401213.2
OG0008203	XP_011173202.1	XP_003393306.1
OG0008204	XP_039308932.1	XP_003397847.1
OG0008205	XP_025995740.1	XP_020719261.1
OG0008206	XP_011167741.1	XP_003403347.1
OG0008207	XP_011165633.1	XP_003394893.1
OG0008208	XP_011166011.1	XP_003401388.1
OG0008209	XP_025987620.1	XP_012163369.1
OG0008210	XP_011162523.2	XP_012175801.1
OG0008211	XP_025992650.1	XP_020719914.1
OG0008212	XP_011163538.1	XP_012168218.1
OG0008213	XP_011158630.2	XP_003393922.1
OG0008214	XP_011164249.2	XP_003402984.1
OG0008215	XP_011155703.1	XP_003394722.1, XP_012176648.1
OG0008217	XP_011166365.2	XP_012167057.1
OG0008219	XP_011165023.1	XP_003401341.1
OG0008221	XP_011163521.1	XP_003395123.1
OG0008222	XP_011161057.2	XP_003394056.1
OG0008223	XP_025993625.2	XP_012166125.1
OG0008224	XP_011164345.1	XP_012174717.1
OG0008225	XP_039306831.1	XP_012171721.1
OG0008226	XP_011156170.2	XP_003402567.3, XP_003396653.2
OG0008228	XP_039304461.1	XP_020720436.1
OG0008230	XP_011156219.1	XP_020723571.1
OG0008232	XP_011161595.1	XP_012175803.1
OG0008233	XP_011159898.2	XP_003394118.1
OG0008234	XP_011165558.1	XP_012173090.2
OG0008235	XP_011172058.1	XP_003402644.1
OG0008237	XP_011166291.1	XP_020720437.1
OG0008239	XP_011158584.1	XP_003393419.1
OG0008240	XP_011162477.1	XP_020724311.1
OG0008243	XP_011167372.2	XP_003398798.1
OG0008244	XP_039311349.1	XP_012172864.1, XP_012172863.2
OG0008246	XP_011162163.1	XP_012163295.1
OG0008248	XP_025995946.1	XP_003396984.1
OG0008249	XP_011160933.1	XP_020721765.1
OG0008251	XP_039303566.1	XP_012168780.1
OG0008252	XP_025993724.1	XP_020724185.1
OG0008253	XP_011167779.1	XP_020722592.1
OG0008254	XP_011156088.1	XP_020720282.1
OG0008255	XP_011165578.1	XP_012176538.1
OG0008256	XP_011161133.2	XP_012170201.1
OG0008257	XP_025990554.2	XP_020724201.1
OG0008258	XP_011175209.2	XP_020722073.1
OG0008259	XP_039314811.1	XP_020722756.1
OG0008260	XP_011169079.2	XP_020718581.1
OG0008261	XP_011162972.1	XP_003396641.1
OG0008262	XP_011171627.1	XP_003402797.1
OG0008263	XP_039306777.1	XP_012168333.1
OG0008264	XP_011161775.1	XP_020719722.1
OG0008265	XP_039308910.1, XP_011175938.1	XP_003398176.1
OG0008266	XP_011156218.1	XP_012165497.1
OG0008267	XP_011161147.1	XP_003400600.1
OG0008269	XP_025986972.2	XP_012170216.1
OG0008270	XP_011167732.2	XP_012170260.2
OG0008273	XP_039303809.1	XP_012172343.1
OG0008274	XP_039306988.1	XP_003398819.1
OG0008276	XP_011164171.1	XP_003399139.1
OG0008277	XP_011164632.1	XP_012172692.2
OG0008278	XP_025993550.1, XP_011172795.1, XP_039302956.1, XP_039302957.1, XP_039302958.1, XP_025989002.2	XP_003402034.1
OG0008279	XP_011155349.1	XP_003394734.1
OG0008281	XP_011155439.1	XP_003396852.1
OG0008282	XP_011157199.1	XP_003394861.1
OG0008283	XP_025992894.1	XP_020724326.1
OG0008285	XP_011166672.3	XP_012174727.1
OG0008286	XP_011156566.1	XP_012170021.1
OG0008287	XP_039313600.1	XP_012164742.2
OG0008289	XP_011164635.1	XP_003401469.1
OG0008290	XP_011171555.1	XP_012166138.1
OG0008292	XP_011160236.1	XP_012170796.1
OG0008293	XP_011167307.1	XP_020719660.1
OG0008294	XP_011156940.1	XP_003393031.1
OG0008297	XP_011167598.2	XP_003400695.1
OG0008298	XP_011163857.1	XP_020723597.1
OG0008299	XP_011161863.1	XP_020721712.1
OG0008300	XP_011161539.2	NP_001318040.1
OG0008301	XP_011162249.1	XP_012173201.1
OG0008303	XP_011166794.1	XP_003402913.1
OG0008304	XP_039309485.1, XP_011163768.1	XP_003401964.1
OG0008305	XP_039307915.1	XP_003399262.1
OG0008306	XP_025995608.1	XP_020721027.1
OG0008309	XP_025988437.1, XP_039305992.1	XP_003394938.2
OG0008311	XP_039314395.1, XP_039314396.1, XP_039314397.1	XP_003403280.1
OG0008314	XP_011172976.1	XP_003393262.1, XP_012165382.1
OG0008315	XP_039303287.1, XP_011172161.1	XP_012174357.1
OG0008316	XP_011161424.1, XP_011161777.1	XP_003397004.1
OG0008317	XP_039314347.1	XP_012172217.1
OG0008318	XP_039309623.1	XP_003400296.1
OG0008319	XP_011155436.1	XP_020719678.1
OG0008320	XP_025991399.1	XP_003400862.1
OG0008321	XP_011166268.1	XP_003397788.2
OG0008322	XP_011159545.2, XP_011159541.2	XP_003402166.1
OG0008323	XP_025994541.1	XP_012175076.1
OG0008324	XP_011157201.2	XP_003397593.1
OG0008325	XP_011155942.1	XP_012163740.2
OG0008326	XP_011168942.1	XP_003398190.1
OG0008327	XP_039304743.1	XP_003395655.1
OG0008328	XP_011157347.1	XP_003400464.1
OG0008329	XP_039304432.1, XP_025988593.1	XP_003395725.1
OG0008330	XP_011158212.1	XP_003393642.1
OG0008331	XP_011159980.1	XP_012176239.1
OG0008332	XP_025994405.1	XP_012170984.1
OG0008333	XP_039312292.1	XP_020722146.1
OG0008335	XP_025990185.2	XP_020720460.1
OG0008336	XP_025987541.1	XP_012175791.1
OG0008338	XP_011160384.1	XP_012173015.1
OG0008339	XP_025988561.2	XP_020720660.1, XP_012167735.1
OG0008340	XP_039302339.1	XP_012174984.1
OG0008341	XP_011165843.1, XP_011165844.1	XP_012167561.1
OG0008342	XP_011171182.1	XP_012175721.1
OG0008343	XP_011158844.1	XP_003393888.1
OG0008344	XP_011159035.1	XP_020724036.1
OG0008345	XP_025988479.1	XP_012168405.1
OG0008346	XP_039314593.1	XP_012170355.1
OG0008347	XP_011158884.1	XP_012175692.1
OG0008348	XP_039305875.1	XP_020723143.1
OG0008350	XP_011163563.2	XP_012163726.2
OG0008351	XP_011166891.1, XP_025985950.1	XP_003402931.1
OG0008352	XP_011169668.1	XP_003397538.1
OG0008354	XP_011155783.1	XP_003397089.1
OG0008355	XP_011171963.2	XP_012174983.2
OG0008356	XP_039304527.1	XP_003397575.1, XP_020720180.1
OG0008357	XP_025987552.1	XP_012175404.2
OG0008358	XP_011169839.1	XP_012165823.1
OG0008359	XP_039309122.1	XP_020721308.1
OG0008360	XP_011165721.1	XP_012164730.1
OG0008361	XP_011157931.2	XP_020721693.1
OG0008362	XP_011176288.1	XP_020724223.1
OG0008364	XP_011176398.1	XP_003402515.1
OG0008365	XP_039307353.1	XP_012163753.2
OG0008366	XP_039304073.1, XP_025992209.2, XP_039304078.1	XP_020718856.1
OG0008367	XP_039304598.1, XP_025991654.2	XP_020718849.1, XP_020718848.1
OG0008369	XP_011167102.1	XP_020719482.1
OG0008370	XP_011164416.1	XP_012174515.1
OG0008371	XP_039311586.1	XP_020720854.1
OG0008372	XP_039309051.1	XP_012168430.2
OG0008373	XP_011156531.2	XP_020720739.1
OG0008374	XP_011165903.2	XP_012168840.1
OG0008376	XP_011165211.1	XP_012172512.1, XP_012172513.1
OG0008379	XP_011170384.1, XP_011170452.1, XP_025986099.1	XP_012168733.2
OG0008380	XP_011155523.1	XP_012165972.1, XP_012165973.1, XP_012165974.1
OG0008381	XP_011157539.1	XP_012169605.1, XP_020721305.1
OG0008382	XP_011161148.1	XP_003400599.1, XP_012171539.1
OG0008383	XP_011161894.1	XP_003397819.1
OG0008385	XP_011171949.1	XP_020723821.1, XP_020723823.1
OG0008386	XP_039311625.1	XP_012168267.1
OG0008387	XP_011156754.1	XP_003401465.1
OG0008388	XP_011159285.1	XP_003398468.1
OG0008389	XP_011157407.1	XP_003398711.1
OG0008390	XP_011166809.1, XP_039301977.1	XP_003402950.2
OG0008392	XP_011166141.1	XP_012168352.1
OG0008393	XP_025986871.1, XP_039315448.1	XP_020721397.1
OG0008405	XP_011164466.1	XP_012172196.1
OG0008407	XP_039308424.1	XP_003403289.1, XP_012175292.1
OG0008408	XP_011170299.1	XP_003399449.1
OG0008411	XP_011156518.1	XP_003399926.3
OG0008415	XP_011161834.1, XP_039303218.1	XP_003399672.2
OG0008417	XP_011159394.1	XP_020718958.1, XP_020718649.1
OG0008419	XP_039315189.1	XP_012173704.1
OG0008422	XP_011175142.1	XP_003400544.1
OG0008424	XP_025991946.1	XP_003401363.1
OG0008425	XP_011159514.1	XP_003399561.1
OG0008427	XP_039311896.1	XP_003398304.3
OG0008429	XP_011158233.1	XP_020718554.1
OG0008431	XP_011166371.1	XP_003397702.1
OG0008432	XP_025988111.2	XP_003398347.2
OG0008433	XP_011162256.1	XP_003399687.1
OG0008434	XP_039310974.1	XP_003402544.2, XP_012165470.1
OG0008435	XP_025987351.2	XP_012166591.2
OG0008436	XP_011155899.1	XP_012167604.1
OG0008439	XP_011170436.1	XP_012165870.1
OG0008440	XP_011162457.1	XP_003402235.1
OG0008442	XP_039308059.1	XP_012173782.1
OG0008444	XP_011168035.1	XP_020722355.1
OG0008445	XP_011155743.1	XP_020721560.1
OG0008446	XP_011171904.1	XP_003400213.1
OG0008449	XP_011163672.1	XP_003402113.1
OG0008450	XP_011168579.2	XP_003400486.1
OG0008451	XP_011166198.1	XP_020719910.1
OG0008452	XP_039315707.1	XP_020721683.1
OG0008453	XP_011168781.1	XP_003394324.1
OG0008454	XP_011156423.2	XP_020721032.1
OG0008455	XP_025994516.1	XP_020722861.1, XP_020722857.1
OG0008458	XP_011161723.1	XP_020720542.1
OG0008460	XP_011164551.2	XP_003394154.1
OG0008461	XP_011169049.2	XP_012164088.2
OG0008462	XP_025992380.1	XP_020721214.1
OG0008463	XP_011159263.1	XP_020724332.1
OG0008464	XP_011172937.1	XP_020722249.1, XP_003393693.2
OG0008466	XP_025986154.2	XP_003393505.2
OG0008467	XP_039307444.1	XP_003393026.1
OG0008468	XP_011167817.2	XP_003400977.1
OG0008470	XP_025991421.1	XP_003401815.2
OG0008471	XP_039305190.1	XP_020722150.1
OG0008472	XP_011168794.1	XP_003394542.1
OG0008473	XP_011171033.1	XP_003398030.1
OG0008474	XP_011175722.1	XP_003395976.1
OG0008475	XP_025990065.2	XP_012169976.1
OG0008476	XP_025992025.1	XP_003398372.1
OG0008477	XP_039312608.1	XP_012169496.1
OG0008479	XP_011163815.1	XP_012170008.1
OG0008483	XP_011164333.1	XP_012164910.1
OG0008485	XP_011157504.2	XP_012164677.2
OG0008489	XP_011168532.1	XP_020720263.1
OG0008490	XP_039303647.1	XP_003397487.1
OG0008491	XP_011164840.1	XP_020721574.1
OG0008493	XP_011156782.1	XP_003397314.1
OG0008494	XP_011170437.1	XP_003396761.1
OG0008496	XP_039309972.1	XP_003394437.2, XP_012176303.1
OG0008497	XP_039305926.1	XP_012176439.1
OG0008500	XP_011168336.1	XP_012166086.1
OG0008501	XP_011166936.2	XP_003396175.1
OG0008502	XP_011172227.1	XP_012176581.1, XP_003393020.1
OG0008503	XP_011164827.1	XP_003399321.1
OG0008504	XP_011173518.1	XP_003400350.2
OG0008505	XP_011166322.2	XP_003400521.1
OG0008506	XP_011163424.1	XP_020719356.1, XP_003396525.1
OG0008507	XP_011158605.1	XP_003397893.1
OG0008508	XP_011157068.1	XP_012165478.1
OG0008509	XP_011161435.2	XP_003400182.1
OG0008510	XP_011159169.1	XP_012172492.1
OG0008511	XP_011163518.1	XP_003395120.1
OG0008512	XP_039303326.1	XP_003394011.1
OG0008513	XP_011175509.1	XP_003396155.1
OG0008515	XP_011161778.1	XP_020719724.1
OG0008516	XP_011163167.1	XP_012163395.1, XP_003395010.1, XP_003395009.1
OG0008517	XP_011158138.1	XP_012163076.1
OG0008518	XP_011155726.1	XP_003399501.1
OG0008519	XP_025992113.1	XP_003400438.1
OG0008520	XP_025993779.1	XP_012174041.1
OG0008521	XP_025987062.1	XP_020722175.1
OG0008522	XP_011162438.1	XP_012166471.1
OG0008523	XP_011171979.1	XP_012169840.1
OG0008524	XP_025994791.1	XP_012176345.1
OG0008525	XP_039304302.1	XP_012167428.2
OG0008526	XP_011155500.1, XP_039308627.1	XP_012169975.1
OG0008528	XP_011166728.2	XP_012164927.2
OG0008529	XP_011166598.1	XP_003399870.1
OG0008530	XP_025992314.1, XP_011163343.1	XP_003398719.1
OG0008532	XP_025987822.1	XP_003394045.1
OG0008533	XP_025989690.2	XP_020720122.1
OG0008534	XP_011160443.1	XP_003397414.1
OG0008535	XP_011171528.2	XP_012164061.1
OG0008536	XP_011155314.1	XP_003400265.1
OG0008537	XP_039313761.1, XP_039313760.1	XP_003401620.1
OG0008538	XP_025994734.1	XP_003393829.2
OG0008539	XP_039313848.1, XP_025994332.2	XP_020722858.1
OG0008541	XP_011155861.1	XP_003392995.1
OG0008542	XP_011167282.1	XP_003393302.1, XP_012167201.1
OG0008543	XP_011157471.1	XP_012167414.1
OG0008544	XP_025993778.2	XP_003394024.1
OG0008546	XP_025992676.2	XP_020724333.1
OG0008547	XP_011156556.1	XP_003399550.1
OG0008548	XP_011173064.2	XP_020719143.1
OG0008549	XP_011162207.2	XP_003403264.1
OG0008550	XP_011172030.1	XP_012175064.1
OG0008551	XP_011170981.1	XP_020720516.1, XP_020720518.1
OG0008552	XP_039302035.1	XP_003400364.1
OG0008553	XP_011163671.1	XP_020720649.1
OG0008554	XP_011165223.2	XP_003399731.1
OG0008555	XP_011158658.2	XP_020722987.1
OG0008558	XP_039308358.1, XP_025997137.1	XP_003398150.1
OG0008561	XP_011170999.2	XP_012164041.2
OG0008562	XP_011159591.1	XP_003396387.1
OG0008563	XP_025985924.2	XP_012174828.1
OG0008564	XP_039302003.1	XP_020723676.1
OG0008566	XP_011162239.1	XP_020723465.1
OG0008567	XP_025992624.1, XP_011161773.1	XP_012166281.1, XP_020719950.1
