Orthogroup	Solenopsis_invicta	Drosophila_melanogaster
OG0006856	XP_011155864.2	NP_609949.1
OG0006857	XP_011167091.1	NP_788610.1
OG0006858	XP_011166355.1	NP_523785.2
OG0006859	XP_025991358.2	NP_651972.1
OG0006860	XP_011170328.2	NP_649184.1
OG0006861	XP_039312819.1	NP_611065.1
OG0006862	XP_011170995.1	NP_572390.1
OG0006863	XP_011172628.1	NP_001188867.1
OG0006864	XP_011164043.1	NP_611695.1
OG0006865	XP_025995970.1	NP_477080.1
OG0006867	XP_011163140.1	NP_651829.1
OG0006868	XP_011164146.1	NP_609339.1
OG0006869	XP_011170318.1	NP_650470.1
OG0006870	XP_011165354.1	NP_651118.1
OG0006871	XP_011160858.1	NP_722456.1
OG0006872	XP_011170427.1	NP_001260069.1
OG0006874	XP_025997118.1	NP_001247368.1
OG0006875	XP_011173376.2	NP_648027.3
OG0006876	XP_011156047.1	NP_995816.1
OG0006877	XP_011168125.1	NP_001285699.1
OG0006878	XP_039307986.1	NP_001285170.1
OG0006879	XP_025986620.1	NP_001246480.1
OG0006880	XP_011164983.1	NP_650954.1
OG0006881	XP_011175115.1	NP_001138075.1
OG0006882	XP_011170726.1	NP_609926.1
OG0006884	XP_011158660.1	NP_001286868.1
OG0006885	XP_011172260.1	NP_001260836.2
OG0006886	XP_011155598.2	NP_611840.1
OG0006887	XP_011162472.1	NP_610547.1
OG0006888	XP_011170187.1	NP_524910.1
OG0006889	XP_039312642.1	NP_001285658.1, NP_728367.3
OG0006890	XP_025990083.1	NP_609936.1
OG0006891	XP_011155931.1	NP_524032.2
OG0006892	XP_011172426.1	NP_523893.1
OG0006893	XP_011162880.2	NP_001189308.1
OG0006894	XP_011164954.1	NP_611686.2
OG0006895	XP_011163228.1	NP_536733.1
OG0006896	XP_011157724.1	NP_001259877.1
OG0006897	XP_025991950.1	NP_001262986.1
OG0006898	XP_011175550.2	NP_610737.1
OG0006899	XP_025996263.1	NP_651331.1
OG0006900	XP_039304227.1	NP_001259892.1
OG0006901	XP_011160403.2	NP_001285438.1
OG0006902	XP_025992813.1	NP_524940.1
OG0006903	XP_011168087.1	NP_572170.1
OG0006905	XP_011165312.2	NP_001189105.1
OG0006906	XP_011169153.1	NP_648409.1
OG0006907	XP_011160303.1	NP_001350856.1
OG0006908	XP_011163154.1	NP_651529.2
OG0006909	XP_011175183.1	NP_650865.1
OG0006910	XP_011158113.2	NP_001097963.1
OG0006911	XP_025988214.2	NP_610702.1
OG0006912	XP_011158190.3	NP_723735.2
OG0006913	XP_025990575.1	NP_001262769.1
OG0006914	XP_011162567.1	NP_610670.2
OG0006915	XP_011165510.1	NP_730192.2
OG0006916	XP_039309219.1	NP_609981.1
OG0006917	XP_011159779.2	NP_573099.1
OG0006918	XP_011176373.1	NP_476886.1
OG0006919	XP_011163389.1	NP_001033932.2
OG0006920	XP_039302652.1	NP_477145.1
OG0006921	XP_011168364.1	NP_573128.2
OG0006922	XP_011166044.1	NP_648439.1
OG0006923	XP_011167013.1	NP_001368991.1
OG0006924	XP_039301806.1	NP_611871.2
OG0006925	XP_025987983.1	NP_524450.2
OG0006927	XP_011173517.1	NP_524776.1
OG0006928	XP_039307264.1	NP_001368954.1
OG0006929	XP_025988918.1	NP_001262456.1
OG0006930	XP_011166430.2	NP_651857.2
OG0006931	XP_025986323.1	NP_001285095.1
OG0006932	XP_025990985.1	NP_609209.2
OG0006933	XP_011175428.1	NP_610169.1
OG0006934	XP_011168932.2	NP_651044.1
OG0006935	XP_011168311.1	NP_726243.1
OG0006936	XP_011161177.1, XP_011161178.1	NP_001188848.1, NP_649978.2
OG0006937	XP_025991919.1	NP_001287400.1
OG0006938	XP_011161422.1	NP_001259806.1
OG0006939	XP_011173708.3	NP_001247033.1
OG0006940	XP_011158521.1	NP_525099.3
OG0006941	XP_025992126.1	NP_647798.1
OG0006943	XP_011159500.1	NP_649512.1
OG0006944	XP_011163294.1	NP_727785.1
OG0006945	XP_011164397.1	NP_542443.4
OG0006946	XP_011155489.1	NP_001287052.1
OG0006948	XP_011166086.1	NP_001286684.1
OG0006949	XP_025996968.1	NP_001260196.1
OG0006950	XP_011174346.1	NP_651079.2
OG0006951	XP_011161131.1	NP_001188706.1
OG0006952	XP_011169317.1	NP_524834.2
OG0006953	XP_039312037.1	NP_650554.3
OG0006954	XP_039310217.1	NP_001097646.1
OG0006955	XP_025987217.2, XP_011160597.1	NP_996147.1
OG0006956	XP_011173656.1	NP_611693.1
OG0006957	XP_025986244.1	NP_726006.3
OG0006958	XP_011155483.1	NP_611961.1
OG0006959	XP_039314138.1	NP_652607.1
OG0006960	XP_011167698.1	NP_001036597.1
OG0006961	XP_039303774.1	NP_001284813.1
OG0006962	XP_011173461.1	NP_524212.2
OG0006963	XP_011159331.1	NP_609478.1
OG0006964	XP_011167714.1	NP_001261957.1, NP_730182.1
OG0006965	XP_011158266.1	NP_001259286.1
OG0006966	XP_039314503.1, XP_011172368.1	NP_001261722.1
OG0006967	XP_039305151.1, XP_039305917.1	NP_651754.1
OG0006968	XP_011166196.1	NP_001036460.1
OG0006969	XP_039308918.1	NP_524894.1
OG0006970	XP_039310580.1	NP_733329.1
OG0006971	XP_025994196.2	NP_001163786.1
OG0006972	XP_039311409.1	NP_001285589.1
OG0006973	XP_011162679.1	NP_569954.1
OG0006974	XP_011167602.1	NP_650486.1
OG0006975	XP_025991372.1	NP_650542.1
OG0006976	XP_011169432.1	NP_476710.2
OG0006979	XP_039310946.1	NP_609738.1
OG0006980	XP_039313697.1	NP_729983.1
OG0006981	XP_039310706.1	NP_001259941.1
OG0006982	XP_039302772.1	NP_001261577.1
OG0006983	XP_011165080.1	NP_001261373.1
OG0006984	XP_011161849.2	NP_001286565.1
OG0006986	XP_011160990.1	NP_001284797.1
OG0006987	XP_011175088.2	NP_001286807.1
OG0006988	XP_011169651.1	NP_001286070.1
OG0006990	XP_025993792.1	NP_723971.1
OG0006991	XP_025987100.1	NP_609305.1
OG0006992	XP_011165343.1	NP_477502.1
OG0006993	XP_011160117.1	NP_610642.2
OG0006994	XP_011162641.1	NP_523910.1
OG0006995	XP_025992398.1	NP_001036711.1
OG0006996	XP_011172767.1, XP_039306116.1	NP_650704.1
OG0006998	XP_011155476.1	NP_609370.2
OG0006999	XP_011162081.1	NP_476593.2
OG0007000	XP_011161358.2	NP_001246950.1
OG0007001	XP_011159151.1	NP_649318.1
OG0007002	XP_011172219.1	NP_001303402.1
OG0007003	XP_011169753.1	NP_001163721.1
OG0007004	XP_011175367.1	NP_608841.1
OG0007005	XP_039304731.1, XP_011159278.2	NP_573239.1
OG0007006	XP_025988671.1	NP_001137996.2
OG0007007	XP_011163145.1	NP_524596.1
OG0007008	XP_011161461.2	NP_573026.1
OG0007009	XP_011158265.1	NP_524939.1
OG0007010	XP_011166750.2	NP_001259381.1
OG0007012	XP_011163036.2	NP_611862.1
OG0007013	XP_011162159.2	NP_723549.1
OG0007014	XP_011165985.1	NP_001259837.1
OG0007016	XP_025987671.2	NP_648755.1
OG0007017	XP_011170700.1	NP_610048.2
OG0007018	XP_039305581.1	NP_001015187.2
OG0007020	XP_011168107.1	NP_647737.1
OG0007021	XP_025993727.1	NP_001261795.1
OG0007022	XP_011169202.2	NP_650431.1
OG0007023	XP_011170823.1	NP_609607.1
OG0007024	XP_011162780.1	NP_477271.1
OG0007025	XP_011157253.1	NP_650520.1
OG0007026	XP_011176022.1	NP_001162645.1
OG0007027	XP_011164839.1	NP_649129.1
OG0007028	XP_011165475.2	NP_647901.1
OG0007029	XP_011156320.1	NP_001163639.1
OG0007030	XP_011157354.1	NP_652724.1
OG0007031	XP_025988099.1	NP_001246473.1
OG0007033	XP_025995728.1	NP_001260200.1
OG0007035	XP_011176335.1	NP_608521.1
OG0007036	XP_011163949.1	NP_477432.3
OG0007038	XP_011161961.1	NP_611363.2
OG0007039	XP_011169192.1	NP_610292.2
OG0007040	XP_011156533.1	NP_476946.1
OG0007041	XP_011165140.2	NP_001104452.1
OG0007043	XP_011160556.1	NP_477242.1
OG0007044	XP_011168958.1	NP_648247.1
OG0007045	XP_011170377.1	NP_651182.2
OG0007046	XP_039307073.1	NP_001261051.1
OG0007047	XP_039310629.1	NP_001033884.2
OG0007048	XP_011165831.1	NP_650457.2
OG0007049	XP_011167183.1	NP_001369036.1
OG0007050	XP_011168577.1	NP_611080.1
OG0007051	XP_039302677.1	NP_001260871.1
OG0007052	XP_011175681.1	NP_609452.1
OG0007053	XP_025989960.1	NP_001262893.1
OG0007054	XP_039308859.1	NP_001263142.1
OG0007055	XP_011166888.1	NP_001259133.1
OG0007056	XP_011170370.3	NP_001285218.1
OG0007057	XP_011170070.1	NP_610997.1
OG0007058	XP_011169677.1	NP_648787.2
OG0007059	XP_039310695.1, XP_039310694.1	NP_523403.2
OG0007060	XP_025988132.1	NP_001262717.1
OG0007061	XP_011167466.2	NP_001163511.1
OG0007062	XP_011172112.1	NP_650401.1
OG0007063	XP_011158039.2	NP_611008.2
OG0007064	XP_039309501.1	NP_477039.1
OG0007065	XP_011165834.1	NP_001285509.1
OG0007066	XP_039315639.1	NP_609058.2
OG0007067	XP_011164084.1	NP_001262000.1
OG0007068	XP_011168586.1	NP_001259972.1
OG0007070	XP_011172842.2	NP_001303376.1
OG0007071	XP_011168557.1	NP_477416.1
OG0007072	XP_011162800.1	NP_649072.1
OG0007073	XP_011157353.2	NP_001286637.1
OG0007074	XP_011163872.1	NP_573119.1
OG0007075	XP_039309852.1	NP_001097002.1
OG0007076	XP_011167002.2	NP_524757.1
OG0007077	XP_011169423.1	NP_650955.1
OG0007078	XP_011172242.1	NP_001286617.1
OG0007079	XP_011162720.1	NP_524199.1
OG0007080	XP_025992136.2	NP_610761.2
OG0007081	XP_011163711.2	NP_001261138.1
OG0007082	XP_039312455.1	NP_648944.1
OG0007083	XP_025990315.1	NP_476708.1
OG0007084	XP_039308846.1	NP_524764.1
OG0007085	XP_011164342.1	NP_524107.2
OG0007086	XP_011156307.1	NP_610928.1
OG0007087	XP_011166471.1	NP_524071.2
OG0007088	XP_011155603.1	NP_651601.1
OG0007089	XP_011162550.1	NP_001246428.1
OG0007090	XP_011159375.1	NP_001163531.1
OG0007091	XP_011176314.1	NP_650459.1
OG0007092	XP_011170759.1	NP_652063.1
OG0007093	XP_025996304.1	NP_611113.1
OG0007094	XP_025990162.1	NP_001262001.1
OG0007095	XP_025992081.1	NP_524549.1
OG0007096	XP_025991049.1	NP_001027032.1
OG0007097	XP_025992054.2	NP_001262804.1
OG0007098	XP_025993641.1	NP_001259946.1
OG0007099	XP_011158455.1	NP_610000.1
OG0007100	XP_025992631.2	NP_001162899.1
OG0007101	XP_011155461.1	NP_648819.2
OG0007102	XP_011173309.2	NP_573075.1, NP_611459.1
OG0007103	XP_011168763.1	NP_001285190.1
OG0007104	XP_011167409.1	NP_001097249.1
OG0007105	XP_011169899.1	NP_001287545.1
OG0007106	XP_011175561.1	NP_612112.1
OG0007107	XP_011157689.1	NP_650111.3
OG0007108	XP_025987943.1	NP_649777.1
OG0007109	XP_011159487.1	NP_001246599.1
OG0007110	XP_039314908.1	NP_650128.1
OG0007111	XP_039310525.1	NP_001259457.1
OG0007112	XP_011162847.1	NP_612045.1
OG0007113	XP_011170420.1	NP_001097853.1
OG0007115	XP_039302605.1	NP_725369.1
OG0007116	XP_011159317.1	NP_001027109.2
OG0007117	XP_011166238.1	NP_001262220.1
OG0007118	XP_011162165.1	NP_648205.1
OG0007119	XP_011176230.1	NP_524737.2
OG0007120	XP_011159236.1	NP_001246323.1
OG0007121	XP_011171931.1	NP_001259175.1
OG0007122	XP_011167849.1	NP_609999.2
OG0007123	XP_039304125.1	NP_001097549.1
OG0007124	XP_011163527.1	NP_001259172.1
OG0007125	XP_025989282.1	NP_001246856.1
OG0007126	XP_011175389.1	NP_001014589.1
OG0007127	XP_011162699.2	NP_609237.1
OG0007128	XP_011169031.1	NP_001259621.1
OG0007129	XP_011165940.1	NP_648489.1
OG0007130	XP_011168268.1	NP_477354.1
OG0007131	XP_011173192.1	NP_001036375.2
OG0007132	XP_025991366.1	NP_609151.2
OG0007133	XP_011171480.1	NP_996213.1
OG0007134	XP_025989925.1	NP_608525.1
OG0007135	XP_025995355.1	NP_610760.1
OG0007136	XP_039312164.1	NP_726175.3
OG0007137	XP_011166865.1	NP_524316.1
OG0007139	XP_011157982.1	NP_001246108.1
OG0007140	XP_025996711.1	NP_001303371.1
OG0007141	XP_011160898.1	NP_001259148.1
OG0007142	XP_011157969.1	NP_647880.1
OG0007143	XP_011156488.1	NP_572836.1
OG0007144	XP_011173361.1	NP_652555.1
OG0007145	XP_011157855.1	NP_723789.2
OG0007146	XP_011164086.1	NP_651978.2
OG0007147	XP_039302198.1	NP_001036609.1
OG0007148	XP_011165309.1	NP_650083.1
OG0007149	XP_011166399.1	NP_650734.2
OG0007150	XP_039304207.1	NP_001189165.1
OG0007151	XP_011167301.1	NP_609490.1
OG0007152	XP_011169061.1	NP_001262729.1
OG0007153	XP_011172791.1	NP_648553.1
OG0007154	XP_011173386.1	NP_001027089.1
OG0007155	XP_011173164.1	NP_651986.2
OG0007156	XP_011163335.1	NP_650553.1
OG0007158	XP_011161427.1	NP_725476.1
OG0007159	XP_011167980.2	NP_001259934.1
OG0007160	XP_011173203.1	NP_730600.1
OG0007161	XP_011163935.1	NP_649626.1
OG0007162	XP_011161910.1	NP_572673.1
OG0007163	XP_011175687.1	NP_728468.1
OG0007164	XP_011157940.1	NP_001303440.1
OG0007165	XP_011163996.1	NP_001285679.1
OG0007166	XP_025992974.1	NP_728573.1
OG0007168	XP_011171738.1	NP_001138001.1
OG0007169	XP_011164442.2	NP_611959.2
OG0007170	XP_011160423.1	NP_001137876.1
OG0007171	XP_025996834.2	NP_612003.1
OG0007172	XP_011175626.1	NP_649713.1
OG0007173	XP_011159351.1	NP_652037.1
OG0007174	XP_011172317.1	NP_525105.2
OG0007175	XP_011155477.1	NP_647995.1
OG0007176	XP_039306522.1	NP_650307.2
OG0007177	XP_011166842.1	NP_723226.1
OG0007178	XP_011163602.1	NP_001036342.1
OG0007179	XP_011176375.1	NP_001262895.1
OG0007180	XP_011164538.2	NP_001261188.1
OG0007182	XP_011155695.2	NP_523665.2
OG0007184	XP_011175125.1	NP_572576.1
OG0007185	XP_011159697.1	NP_001287558.1
OG0007187	XP_011168526.1	NP_647623.1
OG0007188	XP_011169145.2	NP_573000.1
OG0007189	XP_025986173.2	NP_001259576.1
OG0007190	XP_025993612.1	NP_611676.1
OG0007192	XP_025995052.2	NP_001259914.1
OG0007193	XP_011155447.1	NP_001097981.1
OG0007195	XP_011171000.1	NP_511069.3
OG0007197	XP_025989652.1	NP_001260166.1
OG0007198	XP_011172545.1	NP_001284938.1
OG0007199	XP_011171864.1	NP_524942.1
OG0007200	XP_039302243.1	NP_648178.1
OG0007201	XP_039307987.1	NP_001259184.1
OG0007202	XP_011158786.2	NP_524626.1
OG0007205	XP_039311225.1	NP_728621.1
OG0007206	XP_025992694.2	NP_524831.2
OG0007208	XP_011158822.1	NP_001284796.1
OG0007209	XP_039311086.1	NP_610267.2
OG0007210	XP_025991130.2	NP_001027138.2
OG0007212	XP_025993266.2	NP_477064.1
OG0007213	XP_025990411.1	NP_001260649.1
OG0007214	XP_039307291.1	NP_476762.1
OG0007217	XP_011168168.1	NP_649573.2
OG0007219	XP_011170967.2	NP_001260144.1
OG0007220	XP_011165226.1	NP_001287225.1
OG0007222	XP_025991171.1	NP_477448.1
OG0007223	XP_011156907.1	NP_001284786.1
OG0007225	XP_039312564.1	NP_650752.2
OG0007226	XP_011168939.1	NP_524756.2
OG0007227	XP_025992250.2	NP_524535.2
OG0007228	XP_011161556.1	NP_477324.1
OG0007229	XP_025995796.1	NP_609325.2, NP_001015502.3
OG0007230	XP_011164882.1	NP_511096.2
OG0007231	XP_011162503.1	NP_477401.2
OG0007232	XP_011158144.1	NP_511094.1
OG0007233	XP_011159031.1	NP_996087.2
OG0007234	XP_039315048.1	NP_001188596.1
OG0007235	XP_011156707.1	NP_611100.1
OG0007236	XP_025988253.1	NP_001260712.1
OG0007237	XP_011175895.1	NP_650000.1
OG0007238	XP_011175204.1	NP_477330.1
OG0007239	XP_011165791.1	NP_001286990.1
OG0007241	XP_011158482.1	NP_649546.1
OG0007242	XP_025987788.1	NP_001162756.1
OG0007243	XP_011176329.1	NP_001286836.1
OG0007244	XP_011176207.1	NP_611422.2
OG0007245	XP_011169206.1	NP_610610.1
OG0007247	XP_011163440.1	NP_730812.3
OG0007248	XP_011159695.1	NP_651581.2
OG0007249	XP_039314194.1	NP_001259560.1
OG0007250	XP_011156199.1	NP_609790.1
OG0007251	XP_025991713.1	NP_524333.1
OG0007253	XP_011175494.1	NP_651885.1
OG0007254	XP_011157766.1	NP_001287029.1
OG0007255	XP_011162478.1	NP_477449.1
OG0007257	XP_025995290.1	NP_001368973.1
OG0007259	XP_011168409.1	NP_001286252.1
OG0007260	XP_011157025.1	NP_650775.2
OG0007262	XP_025994158.1	NP_001259535.1
OG0007263	XP_011161690.1	NP_001015384.1
OG0007264	XP_011171194.1	NP_001286339.1
OG0007265	XP_011168075.1	NP_659573.1
OG0007268	XP_011176140.1	NP_001287177.1
OG0007269	XP_025992736.2	NP_001245511.1
OG0007270	XP_011162694.1	NP_001262397.1
OG0007271	XP_039312139.1	NP_524729.2
OG0007272	XP_011172380.1	NP_649658.1
OG0007273	XP_039311476.1	NP_001287617.1
OG0007274	XP_025986132.1	NP_001247269.1
OG0007275	XP_011155900.1	NP_651778.1
OG0007276	XP_039312839.1	NP_609491.1
OG0007278	XP_011169309.1	NP_573066.1
OG0007279	XP_011157747.1	NP_648804.1
OG0007280	XP_039308830.1	NP_649910.3
OG0007281	XP_011156191.1	NP_608491.3
OG0007282	XP_011156612.2	NP_001260335.1
OG0007283	XP_039307107.1	NP_001287287.1
OG0007284	XP_011165673.1	NP_610687.1
OG0007285	XP_025994958.1	NP_651727.1
OG0007286	XP_011169954.2	NP_001286797.1
OG0007287	XP_011171830.1	NP_001259489.1
OG0007288	XP_039311794.1	NP_001262822.1
OG0007289	XP_011175584.1	NP_001261910.1
OG0007290	XP_011163927.1	NP_649635.1
OG0007291	XP_011167465.1	NP_723700.1
OG0007293	XP_011172116.2	NP_524621.2
OG0007294	XP_011173632.1	NP_001096987.2
OG0007295	XP_039314827.1	NP_001247303.1
OG0007296	XP_011166937.2	NP_611229.2
OG0007297	XP_025990229.2	NP_001261699.1
OG0007298	XP_039305881.1	NP_001262832.1
OG0007299	XP_039305492.1	NP_001287215.1
OG0007300	XP_011163904.1	NP_524981.2
OG0007301	XP_011159370.1	NP_001036558.1, NP_649386.1
OG0007302	XP_039305582.1	NP_001097115.1
OG0007303	XP_011159456.1	NP_001262259.1
OG0007304	XP_011166214.1	NP_001163238.2
OG0007305	XP_011169238.1	NP_610203.2
OG0007306	XP_039310487.1	NP_001259418.1
OG0007307	XP_011169996.1	NP_001285000.1
OG0007309	XP_039315637.1	NP_001097088.3
OG0007310	XP_011172835.1	NP_001285953.1
OG0007311	XP_011162156.1	NP_001260017.1
OG0007312	XP_011162504.1	NP_648660.1
OG0007313	XP_025996471.1	NP_476602.1
OG0007314	XP_039305864.1	NP_001262857.1
OG0007315	XP_039312027.1	NP_476759.1
OG0007316	XP_025992610.1	NP_001246080.1
OG0007317	XP_039312905.1	NP_001286987.1
OG0007318	XP_025989956.1	NP_649946.1
OG0007319	XP_039307475.1	NP_649254.2
OG0007320	XP_011165583.1	NP_001260276.1
OG0007321	XP_011166115.1	NP_733239.1
OG0007322	XP_011162574.1	NP_001097354.1
OG0007323	XP_011167535.1	NP_001260513.1
OG0007324	XP_011165682.1	NP_608548.1
OG0007325	XP_025992094.1	NP_001162844.1
OG0007326	XP_039305261.1	NP_608742.2
OG0007327	XP_011175641.2	NP_732958.1
OG0007329	XP_011175933.1	NP_001285417.1
OG0007330	XP_025996642.1	NP_511075.3
OG0007331	XP_011155981.2	NP_001015316.1
OG0007332	XP_011169134.1	NP_001287279.1
OG0007334	XP_011168120.1	NP_573368.2
OG0007335	XP_011166506.1	NP_648241.1
OG0007336	XP_011157726.1	NP_001285296.1
OG0007337	XP_039311145.1	NP_610094.1
OG0007338	XP_011155716.1	NP_610746.1
OG0007339	XP_011164312.1	NP_651288.1
OG0007340	XP_011164026.2	NP_611843.2
OG0007341	XP_011168807.2	NP_001262288.1
OG0007342	XP_025986558.1	NP_001096945.1
OG0007343	XP_011174180.2	NP_573154.1
OG0007344	XP_011166142.1	NP_648968.2
OG0007345	XP_011158927.1	NP_511113.1
OG0007346	XP_011172276.2	NP_523363.2
OG0007347	XP_011158953.1	NP_001034073.1
OG0007348	XP_011172087.1	NP_610945.1
OG0007350	XP_039307507.1	NP_001163309.2
OG0007351	XP_011175819.2	NP_001259308.1
OG0007352	XP_011157417.1	NP_001284819.1
OG0007353	XP_011172119.2	NP_608490.1
OG0007355	XP_011165100.1	NP_001262705.1
OG0007356	XP_011170091.1	NP_610543.1
OG0007358	XP_039311374.1	NP_649469.2
OG0007359	XP_025986909.1	NP_001285078.1
OG0007360	XP_039305748.1	NP_001303307.1
OG0007361	XP_039313550.1	NP_001284756.1
OG0007362	XP_025990391.2	NP_001284854.1
OG0007363	XP_011167695.2	NP_001285587.1
OG0007364	XP_011169126.1	NP_523473.2
OG0007365	XP_025990293.1	NP_730465.1
OG0007366	XP_011161992.2	NP_648537.2
OG0007367	XP_011172040.1	NP_001260415.1
OG0007368	XP_011170808.1	NP_001286405.1
OG0007369	XP_011170922.1	NP_001188958.1
OG0007370	XP_011166046.1	NP_650867.1
OG0007371	XP_011156385.1	NP_477451.1
OG0007372	XP_039305283.1	NP_001261833.1
OG0007373	XP_011173063.2	NP_001263137.1
OG0007374	XP_039301678.1	NP_572302.2
OG0007375	XP_039308088.1	NP_001036275.1
OG0007377	XP_039301981.1	NP_001162732.2
OG0007378	XP_039308231.1	NP_001247075.1
OG0007379	XP_011171940.2	NP_726048.1
OG0007380	XP_011161149.1	NP_001096888.2
OG0007382	XP_025991481.1	NP_001285006.1
OG0007383	XP_025986787.1	NP_001259995.1
OG0007384	XP_011160238.2	NP_001286200.1
OG0007385	XP_011161139.2	NP_610731.2
OG0007386	XP_011163663.1	NP_001163065.1
OG0007387	XP_011159701.1	NP_651209.1
OG0007388	XP_011171924.2	NP_569898.1
OG0007389	XP_039304858.1	NP_649830.2
OG0007390	XP_025987115.1	NP_611155.3
OG0007391	XP_011163607.1	NP_001260541.1
OG0007392	XP_011157936.1	NP_001163754.3, NP_001097953.2
OG0007394	XP_011172642.2	NP_001162763.1
OG0007395	XP_025994243.1, XP_039306084.1	NP_569950.1
OG0007396	XP_011162836.2	NP_647784.1
OG0007397	XP_039305395.1	NP_001246957.1
OG0007398	XP_011155431.2	NP_610600.1
OG0007399	XP_039314753.1	NP_609413.1
OG0007400	XP_011165231.1	NP_001247048.1
OG0007401	XP_011165862.1	NP_609148.1
OG0007402	XP_011161301.1	NP_730776.1
OG0007403	XP_011162852.1	NP_001027577.2
OG0007404	XP_025991674.1	NP_788752.2
OG0007407	XP_025993652.1	NP_001259658.1
OG0007408	XP_039302390.1	NP_001015349.2
OG0007409	XP_011164611.1	NP_649950.1
OG0007410	XP_011156301.1	NP_647679.1
OG0007411	XP_011174433.1	NP_650995.1
OG0007412	XP_011168170.2	NP_995901.1
OG0007413	XP_025995684.2	NP_727328.1
OG0007414	XP_011158438.1	NP_001261101.1
OG0007415	XP_025989826.2	NP_001303588.1
OG0007416	XP_039314061.1	NP_001286054.1
OG0007417	XP_011175839.1	NP_651136.1
OG0007418	XP_011165230.1	NP_001286829.1
OG0007419	XP_025990719.1	NP_001015100.2
OG0007421	XP_011159534.1	NP_610228.1, NP_536791.1
OG0007423	XP_025986375.1	NP_726389.4
OG0007425	XP_025993985.1	NP_648164.1
OG0007426	XP_039308650.1	NP_001246649.1
OG0007427	XP_011161549.1	NP_001036262.2
OG0007428	XP_039307644.1	NP_001286171.1
OG0007429	XP_011155863.2	NP_477146.1
OG0007430	XP_011168699.1	NP_524785.2
OG0007431	XP_025989791.1	NP_722765.2
OG0007432	XP_025991141.1	NP_001284879.1
OG0007434	XP_011168349.1	NP_001261971.1
OG0007436	XP_025986569.1	NP_730984.1
OG0007437	XP_025986198.1	NP_572422.1
OG0007439	XP_039307392.1	NP_524786.1
OG0007440	XP_025993075.1	NP_476617.1
OG0007441	XP_025993297.2	NP_732790.3
OG0007442	XP_011162063.2	NP_649438.1
OG0007443	XP_011158097.2	NP_001097317.1
OG0007444	XP_025988381.1	NP_001188786.1
OG0007445	XP_011167622.2	NP_001262923.1
OG0007446	XP_039309847.1, XP_039309845.1	NP_001163111.1
OG0007447	XP_011162958.1	NP_610324.2
OG0007448	XP_039302462.1	NP_001261648.1
OG0007449	XP_025988970.2	NP_001260996.1
OG0007450	XP_011159800.1	NP_476610.2
OG0007451	XP_011166022.2	NP_001303362.1
OG0007452	XP_025986149.1	NP_001097631.1
OG0007453	XP_011161190.1	NP_611939.1
OG0007454	XP_011173244.1	NP_001261504.1
OG0007455	XP_011173197.1	NP_001014714.1
OG0007457	XP_025995039.1	NP_648279.1
OG0007458	XP_011164045.1	NP_001188523.1
OG0007459	XP_025994959.1	NP_610064.2
OG0007460	XP_011161254.1	NP_001033999.2
OG0007461	XP_011164078.1	NP_001262364.1
OG0007462	XP_011165123.1	NP_525049.1
OG0007463	XP_039307654.1, XP_025989868.2	NP_001246825.1
OG0007464	XP_011159356.2	NP_572826.1
OG0007465	XP_011162960.1	NP_477009.1
OG0007466	XP_025986852.2	NP_650521.1
OG0007467	XP_011168783.1	NP_569870.1
OG0007468	XP_039301920.1	NP_001262211.1
OG0007469	XP_025988698.1	NP_001245927.1
OG0007470	XP_011155849.2	NP_001162871.1
OG0007472	XP_039313670.1	NP_648814.3
OG0007473	XP_011168670.2	NP_730506.1
OG0007474	XP_011162730.1	NP_652012.1
OG0007475	XP_011157929.1	NP_650895.1
OG0007477	XP_011166130.1	NP_476923.1
OG0007478	XP_039305570.1	NP_573257.1
OG0007479	XP_011164549.1	NP_730536.1
OG0007480	XP_025995653.1	NP_001245976.1
OG0007481	XP_011159179.1	NP_572738.1
OG0007482	XP_011163511.1, XP_025992325.1	NP_650440.2
OG0007484	XP_039307594.1	NP_610189.2, NP_523658.1, NP_524731.1, NP_524732.1
OG0007485	XP_011166942.1	NP_001284741.1
OG0007486	XP_039305883.1	NP_660194.1
OG0007488	XP_011157453.1	NP_572549.2
OG0007489	XP_025995384.1	NP_523463.2
OG0007490	XP_025989271.2, XP_011157608.2, XP_025989272.2	NP_649866.1
OG0007491	XP_025991499.1	NP_524517.1
OG0007492	XP_011156178.2	NP_001286683.1
OG0007493	XP_025987588.2	NP_001285779.1
OG0007494	XP_011169888.2	NP_650454.2
OG0007495	XP_011158168.2	NP_001261224.1
OG0007496	XP_011173818.1	NP_608523.1
OG0007498	XP_011162580.1	NP_725094.1
OG0007499	XP_011162417.1	NP_611029.3
OG0007500	XP_011157910.2	NP_001097303.2
OG0007501	XP_011170325.1	NP_729346.1
OG0007503	XP_011167453.2	NP_001262675.1
OG0007505	XP_025992923.1	NP_648021.1, NP_569999.1
OG0007507	XP_039304687.1	NP_569901.1
OG0007508	XP_025987141.1	NP_609397.2, NP_610129.3
OG0007509	XP_011162714.2	NP_611182.1, NP_001261039.1
OG0007510	XP_011165024.1	NP_001189191.1, NP_649733.2, NP_649735.1, NP_608588.2
OG0007511	XP_025987510.2	NP_001259513.1
OG0007512	XP_039311661.1	NP_524875.1
OG0007513	XP_011161665.1	NP_723703.1, NP_001285858.1
OG0007514	XP_025992021.1	NP_001137790.1
OG0007515	XP_011155754.1	NP_651685.2
