Orthogroup	Solenopsis_invicta	Aedes_aegypti
OG0005658	XP_039314071.1	XP_021700085.1
OG0005659	XP_011174263.3	XP_021708544.1
OG0005660	XP_011166653.2	XP_001654548.2, XP_021693462.1
OG0005661	XP_039304123.1	XP_001654405.1
OG0005662	XP_039310641.1	XP_021703538.1
OG0005663	XP_011167336.1	XP_001663412.1, XP_021712944.1
OG0005664	XP_011163923.1	XP_001656223.1
OG0005665	XP_039311114.1	XP_021703934.1
OG0005666	XP_039311934.1	XP_021705904.1
OG0005667	XP_011170176.1, XP_039315209.1	XP_001654880.1
OG0005668	XP_039304131.1	XP_021703193.1
OG0005669	XP_011159274.1	XP_021697834.1
OG0005670	XP_025987290.1	XP_021693210.1
OG0005671	XP_025993008.2	XP_001661219.1
OG0005672	XP_039307394.1	XP_011493097.1
OG0005673	XP_011159082.1	XP_001650875.1
OG0005674	XP_011161364.1	XP_021712744.1
OG0005675	XP_039305709.1	XP_021707022.1
OG0005676	XP_039312799.1	XP_021710890.1
OG0005677	XP_011158515.1	XP_001659262.2
OG0005678	XP_011169744.1	XP_021713415.1
OG0005679	XP_011176160.2	XP_021699347.1
OG0005682	XP_011171982.1, XP_039302356.1, XP_039302355.1	XP_021703270.1
OG0005683	XP_039307448.1	XP_021699209.1
OG0005684	XP_011162752.2	XP_021708011.1
OG0005685	XP_011156206.1	XP_021698257.1
OG0005686	XP_011163395.1	XP_021702395.1
OG0005687	XP_025995952.2	XP_021708013.1
OG0005688	XP_011157903.1	XP_021706983.1
OG0005689	XP_025987377.1	XP_021704159.1
OG0005690	XP_011168945.1, XP_011168946.1, XP_011168947.1	XP_021710519.1
OG0005691	XP_011156337.1	XP_001664223.1
OG0005692	XP_039315659.1	XP_021698874.1
OG0005693	XP_011176301.1	XP_001659295.2
OG0005695	XP_011175957.2	XP_001648087.1
OG0005696	XP_039312528.1	XP_021709415.1
OG0005697	XP_011175572.1	XP_021700878.1
OG0005698	XP_011165776.1	XP_021697754.1
OG0005699	XP_025990496.1	XP_021711309.1
OG0005700	XP_039302146.1	XP_021693854.1, XP_021693870.1
OG0005701	XP_011157760.1	XP_021709128.1
OG0005702	XP_011158603.1	XP_021701030.1, XP_021701029.1
OG0005704	XP_039305695.1, XP_039305694.1	XP_001653286.2
OG0005705	XP_011165115.2	XP_021711437.1
OG0005706	XP_011158795.1	XP_021710240.1
OG0005707	XP_025991641.1, XP_025991642.1	XP_021707695.1
OG0005708	XP_039305290.1, XP_039301842.1	XP_021693132.1
OG0005709	XP_011160004.1	XP_001662634.2
OG0005710	XP_011164379.1	XP_021708830.1, XP_021711825.1
OG0005711	XP_011155415.1	XP_001650511.2
OG0005712	XP_011157846.1	XP_001660921.1
OG0005713	XP_011169461.1	XP_001656738.1
OG0005714	XP_011155819.1	XP_021699693.1
OG0005715	XP_039311994.1, XP_039311995.1	XP_021702211.1
OG0005716	XP_039303678.1	XP_021707235.1
OG0005717	XP_011167482.1	XP_021708798.1
OG0005718	XP_011172071.2	XP_001661139.1
OG0005719	XP_011163955.3	XP_021695903.1, XP_021695904.1
OG0005720	XP_011170762.1	XP_001654451.1
OG0005721	XP_011164852.1	XP_001659247.1
OG0005722	XP_025996040.1	XP_021699580.1
OG0005724	XP_011170506.1	XP_001658297.1
OG0005725	XP_011160800.2	XP_021708086.1
OG0005726	XP_039304431.1	XP_021710262.1, XP_021711907.1
OG0005727	XP_025987181.1	XP_021706187.1
OG0005728	XP_025996948.1	XP_001658963.1
OG0005729	XP_011156343.1	XP_021710239.1
OG0005730	XP_011175760.2	XP_001657231.1
OG0005732	XP_011174414.1	XP_001659130.2
OG0005733	XP_011175940.1	XP_001652387.1
OG0005734	XP_025994342.2	XP_001654071.1
OG0005735	XP_039315079.1	XP_021707136.1
OG0005736	XP_039305911.1	XP_021701842.1, XP_001658464.2
OG0005737	XP_039303023.1	XP_021709659.1
OG0005738	XP_011155635.1	XP_021707684.1
OG0005740	XP_039304924.1, XP_011176159.1	XP_001664113.2
OG0005741	XP_011168334.2	XP_001659131.2
OG0005742	XP_011158300.1	XP_021708526.1, XP_021708522.1
OG0005743	XP_025991520.1	XP_021694724.1
OG0005744	XP_025987408.2, XP_025987407.2	XP_001652102.2
OG0005745	XP_011158743.1	XP_021708396.1, XP_001659006.2, XP_021711743.1, XP_021711744.1
OG0005746	XP_011172210.1	XP_001655140.1
OG0005747	XP_011168924.1	XP_001651608.1
OG0005748	XP_025997225.1	XP_021704788.1
OG0005749	XP_011157568.1	XP_021711360.1
OG0005750	XP_011163830.1	XP_001661373.2
OG0005751	XP_011161823.1, XP_039303229.1	XP_021712079.1, XP_001653614.2
OG0005752	XP_011157672.2	XP_021701680.1
OG0005754	XP_011171530.1	XP_001647695.2
OG0005755	XP_011170483.1	XP_001648157.1
OG0005756	XP_011166493.1	XP_001648276.2, XP_001648277.2
OG0005757	XP_011161058.1	XP_001648484.2
OG0005758	XP_025988557.2	XP_001648725.1, XP_001648727.1, XP_001648726.1
OG0005759	XP_011165723.1	XP_001649191.2, XP_021703003.1, XP_021703001.1
OG0005760	XP_011172286.1, XP_011172287.1	XP_001649382.2
OG0005761	XP_011168088.1	XP_001651005.2
OG0005762	XP_011165293.1	XP_001651967.2
OG0005763	XP_025992515.1	XP_001652439.1
OG0005764	XP_011173075.1	XP_001652932.1
OG0005765	XP_011171035.1	XP_001653029.1
OG0005766	XP_011167416.1	XP_001653462.1
OG0005767	XP_039313396.1, XP_039313397.1	XP_001654174.2
OG0005768	XP_011172953.1	XP_001654308.1, XP_011493529.1
OG0005769	XP_011171466.1	XP_001654894.1
OG0005770	XP_025994720.2	XP_001655423.2
OG0005771	XP_011155569.1	XP_001655489.1, XP_001655487.1, XP_021707422.1, XP_021707421.1
OG0005772	XP_039314079.1	XP_001655911.1
OG0005773	XP_039308348.1, XP_025993505.1	XP_001655996.2
OG0005774	XP_011176286.1	XP_001656458.2
OG0005775	XP_011168861.1	XP_001656558.1
OG0005776	XP_011159373.1	XP_001656615.2
OG0005777	XP_039311677.1, XP_039311683.1	XP_001656679.2
OG0005778	XP_011164704.1	XP_001658235.3
OG0005779	XP_039309741.1	XP_001658394.2
OG0005780	XP_011171350.3	XP_001658432.1
OG0005781	XP_011168960.1	XP_021712236.1, XP_001658596.1
OG0005782	XP_011162440.1	XP_001658869.1
OG0005783	XP_011165747.1	XP_001658967.2
OG0005784	XP_011163735.1	XP_001660021.2
OG0005785	XP_011157268.1, XP_011157269.1, XP_025992120.1	XP_001660512.1
OG0005786	XP_011156540.2	XP_001660806.2
OG0005787	XP_011168421.1	XP_001662150.1
OG0005788	XP_011156679.2, XP_025993841.2	XP_021701704.1, XP_001662959.1
OG0005789	XP_011162059.1	XP_021693093.1
OG0005790	XP_025988049.2	XP_021693209.1, XP_021694927.1
OG0005791	XP_025994879.2	XP_021694939.1, XP_021694940.1
OG0005792	XP_039306936.1	XP_021694976.1
OG0005793	XP_011176237.1	XP_021695576.1
OG0005794	XP_025987940.2	XP_021696606.1
OG0005795	XP_011172110.1	XP_021697337.1
OG0005796	XP_011172128.1	XP_021698430.1, XP_021698432.1, XP_021698431.1, XP_021698433.1
OG0005797	XP_025994943.1	XP_021713257.1, XP_021698889.1
OG0005798	XP_011169620.1	XP_021700109.1
OG0005799	XP_011156311.1	XP_021700428.1
OG0005800	XP_011170787.1	XP_021700476.1
OG0005801	XP_011165079.1	XP_021701068.1
OG0005802	XP_011164649.1, XP_011164648.1	XP_021701217.1
OG0005803	XP_011176037.2	XP_021701525.1, XP_021709660.1
OG0005804	XP_011172889.1	XP_021702264.1
OG0005805	XP_011163776.2	XP_021702499.1
OG0005806	XP_025986073.1	XP_021703206.1
OG0005807	XP_011170521.2	XP_021703985.1
OG0005808	XP_011159961.1	XP_021704643.1
OG0005809	XP_025985900.1	XP_021704878.1, XP_021704880.1
OG0005810	XP_011168596.1	XP_021705482.1
OG0005811	XP_011173086.3	XP_021705974.1
OG0005812	XP_011155932.1	XP_021706292.1
OG0005813	XP_011172252.1	XP_021706702.1
OG0005814	XP_011172066.1	XP_021712012.1, XP_021708780.1
OG0005815	XP_025997256.2	XP_021710073.1
OG0005816	XP_025986992.1	XP_021710192.1
OG0005817	XP_011162295.1	XP_021713411.1
OG0005845	XP_011169158.1	XP_021701334.1
OG0005846	XP_011164772.1	XP_001651796.1
OG0005847	XP_011156506.1	XP_001649125.1
OG0005848	XP_025988775.1	XP_021709631.1
OG0005849	XP_011155824.1	XP_001655005.1
OG0005850	XP_011155825.1	XP_001648107.1, XP_001648108.1
OG0005851	XP_039303677.1	XP_001647834.1
OG0005852	XP_011175108.1	XP_001661827.1
OG0005853	NP_001291518.1	XP_021712413.1, XP_001648567.1
OG0005854	XP_025991113.1	XP_001663154.1, XP_021701844.1, XP_021701840.1
OG0005855	XP_011161242.1	XP_001660320.1
OG0005856	XP_039312326.1	XP_001655376.1
OG0005857	XP_011159537.1	XP_001659139.1
OG0005858	XP_011170968.1	XP_001655992.1
OG0005859	XP_011175557.2	XP_001655159.1
OG0005860	XP_011163999.1	XP_011493218.1
OG0005861	XP_025987197.1	XP_021703642.1
OG0005862	XP_039304512.1	XP_021704087.1
OG0005863	XP_039310803.1	XP_021695920.1
OG0005864	XP_011175527.1	XP_001659904.1
OG0005865	XP_011161612.1	XP_001661551.2
OG0005866	XP_011175129.1	XP_021703581.1, XP_021703582.1
OG0005867	XP_011169593.1	XP_021701161.1, XP_001650904.1
OG0005868	XP_011156336.1	XP_001652665.1
OG0005869	XP_025993578.1	XP_001651182.2
OG0005870	XP_011169386.1	XP_001658185.1
OG0005871	XP_011161520.1	XP_001653151.2
OG0005872	XP_011157441.1	XP_001648064.1
OG0005873	XP_011165066.1	XP_001656828.1
OG0005875	XP_011165551.1	XP_001657213.1
OG0005876	XP_025993880.1	XP_001656000.1
OG0005877	XP_011167729.2	XP_021699957.1
OG0005878	XP_025992829.1	XP_021710242.1
OG0005879	XP_011176377.1	XP_001656310.2
OG0005880	XP_011162086.1	XP_001650442.1
OG0005881	XP_011164371.1	XP_001652542.1, XP_001658052.2
OG0005882	XP_011163172.1	XP_021712825.1, XP_001657476.1
OG0005883	XP_011167740.1	XP_001658323.1
OG0005884	XP_011173074.1	XP_001656814.2
OG0005885	XP_025988915.2	XP_021706593.1
OG0005886	XP_011165227.1	XP_001650844.2
OG0005887	XP_011160729.1	XP_001658790.2
OG0005888	XP_011170133.1	XP_001648060.1
OG0005889	XP_011175582.1	XP_001656504.1
OG0005890	XP_011161081.1	XP_021697115.1
OG0005891	XP_011164372.1	XP_001650980.2
OG0005892	XP_011167437.2	XP_001663129.1
OG0005893	XP_025996214.1	XP_001650506.1
OG0005894	XP_011166362.1	XP_001658389.1
OG0005895	XP_011160841.1	XP_001654974.1
OG0005896	NP_001291528.1	XP_001652273.1
OG0005897	XP_011161627.1	XP_001662944.2
OG0005898	XP_011157138.1	XP_001662341.2
OG0005899	XP_011175114.1	XP_021706104.1, XP_001655818.2
OG0005900	XP_011166184.1	XP_001653076.1
OG0005901	XP_011159498.2	XP_001656446.1
OG0005902	XP_011163131.2	XP_001655849.1
OG0005903	XP_011167410.1	XP_001654091.1
OG0005904	XP_011165549.1	XP_001654851.1
OG0005905	XP_011176026.1	XP_001662201.1
OG0005906	XP_011169865.1	XP_001657133.1
OG0005907	XP_011157844.1	XP_001652167.1
OG0005908	XP_011158600.1	XP_021702147.1
OG0005909	XP_011156456.1	XP_021702823.1
OG0005910	XP_011167826.1	XP_021701319.1
OG0005911	XP_011170015.1	XP_021702328.1
OG0005912	XP_011166257.1	XP_001652052.1
OG0005913	XP_011173604.1	XP_001654707.1
OG0005915	XP_011160156.1, XP_011160157.1	XP_001659682.2
OG0005916	XP_025988306.1	XP_021712109.1, XP_001649019.1
OG0005917	XP_011156363.1	XP_001658907.1
OG0005918	XP_011168251.1	XP_001653814.1
OG0005919	XP_025994718.1	XP_001655512.2
OG0005920	XP_011171193.1	XP_001655146.1
OG0005921	XP_011168607.1	XP_021707753.1
OG0005922	XP_011156449.1	XP_001663929.2
OG0005923	XP_011175920.1	XP_001663469.1
OG0005924	XP_011168767.1	XP_001663087.2
OG0005925	XP_039303796.1	XP_001652288.1, XP_021712654.1
OG0005926	XP_025992920.1	XP_001658165.2
OG0005927	XP_011170092.1	XP_001650598.2
OG0005928	XP_025993462.1	XP_001658413.1
OG0005929	XP_011170426.1	XP_001664192.2
OG0005930	XP_011156101.1	XP_001657637.2
OG0005931	XP_011166307.1	XP_001655305.2
OG0005932	XP_011170103.1	XP_001658955.1
OG0005933	XP_011176383.1	XP_001655787.1
OG0005934	XP_011157438.1	XP_001649339.1
OG0005935	XP_011162212.2	XP_021693196.1
OG0005936	XP_039305805.1	XP_001650607.1
OG0005937	XP_011170130.1	XP_021705245.1
OG0005938	XP_011165370.1	XP_001650252.1
OG0005939	XP_011160925.1	XP_001648368.1
OG0005940	XP_011171586.1	XP_001658877.1
OG0005941	XP_011167456.1	XP_001651592.1
OG0005942	XP_011165124.1	XP_001658980.2
OG0005943	XP_011155870.1	XP_001656556.3
OG0005944	XP_011175830.1	XP_001657418.1, XP_021711980.1
OG0005945	XP_039308765.1	XP_021702014.1
OG0005946	XP_011158029.1	XP_021706173.1
OG0005947	XP_011172389.1	XP_001657467.1
OG0005948	XP_011163942.1	XP_001658945.1
OG0005949	XP_025994843.1	XP_021700021.1
OG0005950	XP_025988600.2	XP_021697148.1, XP_021697149.1, XP_021697150.1, XP_021697147.1
OG0005951	XP_011160526.1	XP_001648343.1
OG0005952	XP_011165625.1	XP_021706990.1
OG0005954	XP_011162210.2, XP_039301719.1	XP_021705988.1
OG0005956	XP_011161239.1	XP_001656371.1
OG0005958	XP_011171191.1	XP_021704184.1
OG0005959	XP_011171047.1	XP_001663472.2
OG0005960	XP_011172884.1	XP_001654684.1
OG0005961	XP_011162329.1	XP_001655459.2
OG0005962	XP_025987702.2	XP_001661327.1
OG0005963	XP_011171970.1	XP_001662374.1
OG0005965	XP_011175539.2	XP_021702732.1
OG0005966	XP_011175205.1	XP_001656796.2
OG0005967	XP_011167055.1	XP_021698314.1
OG0005968	XP_011172489.1	XP_001660155.1
OG0005969	XP_011167270.2	XP_001648601.2
OG0005970	XP_011175566.2	XP_001648630.1
OG0005972	XP_011156296.2	XP_001651995.1
OG0005973	XP_011155948.1	XP_021696447.1
OG0005974	XP_025995937.1	XP_021711869.1, XP_001656848.2
OG0005975	XP_011172302.1	XP_001661410.2
OG0005976	XP_011157754.1	XP_001663356.2
OG0005977	XP_011166849.1	XP_001661520.1
OG0005978	XP_011163169.1	XP_021699960.1
OG0005979	XP_011168312.1	XP_001652782.1
OG0005980	XP_011176265.1	XP_001657933.2
OG0005981	NP_001291517.1	XP_001663282.1
OG0005982	XP_011173221.1	XP_001647963.1
OG0005983	XP_011164374.1	XP_001651798.1
OG0005984	XP_039311666.1	XP_001655177.1
OG0005985	XP_011156583.1	XP_001660797.2
OG0005986	XP_011165697.1	XP_001652173.1
OG0005987	XP_011156161.1	XP_001659332.1
OG0005988	XP_011176017.2	XP_001651019.1
OG0005989	XP_011163611.2	XP_001659177.2
OG0005990	XP_011157796.1	XP_001663059.1, XP_021702043.1
OG0005991	XP_011164749.1	XP_001663717.1
OG0005992	XP_039313602.1	XP_001657494.2
OG0005993	XP_039313675.1	XP_021710266.1
OG0005994	XP_011158118.1	XP_001658149.1
OG0005995	XP_011163816.1	XP_001656059.1
OG0005996	XP_011164836.1, XP_011164837.1	XP_001648370.1
OG0005997	XP_011172775.1	XP_001661638.1
OG0005998	XP_011156055.1	XP_001663263.1
OG0005999	XP_011158306.1	XP_001647934.2
OG0006000	XP_011159110.1	XP_021694846.1
OG0006001	XP_011165352.1	XP_001652823.2
OG0006002	XP_011164427.1	XP_021694973.1
OG0006003	XP_011164893.1	XP_001661201.1
OG0006004	XP_025996365.1	XP_021700664.1
OG0006005	XP_039307047.1	XP_021697915.1
OG0006006	XP_011171030.1	XP_021706799.1
OG0006007	XP_011173480.1	XP_021693531.1
OG0006008	XP_011161272.1	XP_021704210.1
OG0006009	XP_011176287.1	XP_001661450.1
OG0006010	XP_011160408.2	XP_021713400.1, XP_021708566.1
OG0006011	XP_011167393.1	XP_011493072.1
OG0006012	XP_025987893.1	XP_001656445.1
OG0006013	XP_011167084.2	XP_001651356.2
OG0006014	XP_011156588.1	XP_001658437.2
OG0006015	XP_011155583.1	XP_001653427.2
OG0006016	XP_011170713.2	XP_001661948.1
OG0006017	XP_011169442.1	XP_021694297.1, XP_021711896.1
OG0006018	XP_039303549.1	XP_021695067.1
OG0006019	XP_011157387.1	XP_001649511.2
OG0006020	XP_011164328.1	XP_021699051.1
OG0006021	XP_011164651.2	XP_021711092.1
OG0006022	XP_011171146.2	XP_001655300.2
OG0006023	XP_025988659.1	XP_001655231.2
OG0006024	XP_011161165.1	XP_021708658.1
OG0006025	XP_011176245.1	XP_021705604.1
OG0006026	XP_039305923.1, XP_011161349.2	XP_001648996.2
OG0006027	XP_011172718.1	XP_021706774.1
OG0006028	XP_025988921.1	XP_021704838.1
OG0006029	XP_025986040.1	XP_021695918.1
OG0006030	XP_011164189.1	XP_001656929.2
OG0006031	XP_039306472.1	XP_021703577.1
OG0006032	XP_011167068.1, XP_039312293.1	XP_021695290.1
OG0006033	XP_025991735.1	XP_021697075.1
OG0006034	XP_011168405.1	XP_021704323.1
OG0006035	XP_011173229.2	XP_001652627.2, XP_021709724.1
OG0006036	XP_011165774.1	XP_001661928.2
OG0006037	XP_039310711.1	XP_021697880.1
OG0006038	XP_025988113.1	XP_011493159.2
OG0006039	XP_011165632.2	XP_021694425.1
OG0006040	XP_011155826.1	XP_001648109.1
OG0006042	XP_011160627.1	XP_021697520.1
OG0006043	XP_011169055.1	XP_021697029.1
OG0006044	XP_025986878.1	XP_021712133.1, XP_021699888.1
OG0006045	XP_039309184.1	XP_001652784.1
OG0006046	XP_011170095.1	XP_021713379.1
OG0006047	XP_025993790.1	XP_021701486.1
OG0006048	XP_039308934.1	XP_021712433.1, XP_001655696.1
OG0006049	XP_025993179.1, XP_039313301.1	XP_001654429.1
OG0006050	XP_039302714.1	XP_021704493.1, XP_001656074.1
OG0006051	XP_039304691.1	XP_021701146.1
OG0006052	XP_011167349.2	XP_001652129.1
OG0006053	XP_025991723.1	XP_001647995.2
OG0006054	XP_011175556.1, XP_011175555.1	XP_001652050.1
OG0006055	XP_011165820.1	XP_001661907.1
OG0006056	XP_011166206.1	XP_021700723.1
OG0006057	XP_011162542.1	XP_001650717.1
OG0006058	XP_011159522.1	XP_001661185.1
OG0006059	XP_025995414.1	XP_021710439.1
OG0006060	XP_025994464.1	XP_021706897.1
OG0006061	XP_025986211.1, XP_011156524.1	XP_021693611.1
OG0006062	XP_025995240.1	XP_001661254.1
OG0006063	XP_011155313.2	XP_001652386.1
OG0006064	XP_011171793.1	XP_021710500.1, XP_001658653.1
OG0006065	XP_039313502.1	XP_021695262.1
OG0006066	XP_039308359.1	XP_021704229.1
OG0006067	XP_011166565.2	XP_021711726.1, XP_001657519.1
OG0006068	XP_011160239.1	XP_001661468.1
OG0006069	XP_039307352.1	XP_021695392.1
OG0006070	XP_011163624.2	XP_021705981.1
OG0006071	XP_011168394.1	XP_001655028.1
OG0006072	XP_011174576.1, XP_011174582.1	XP_001648636.2
OG0006073	XP_011158768.1	XP_001648929.2
OG0006074	XP_011173522.1	XP_011493488.1
OG0006075	XP_011162976.1	XP_021711453.1
OG0006076	XP_011165784.1	XP_021704446.1
OG0006077	XP_011168067.1	XP_001648973.2
OG0006078	XP_039305505.1	XP_001649736.1
OG0006079	XP_011159252.1	XP_001649558.1
OG0006080	XP_011168450.1	XP_021696913.1
OG0006081	XP_011158535.1	XP_021707579.1
OG0006082	XP_011159658.1	XP_001662847.2
OG0006083	XP_011175858.1	XP_021699758.1
OG0006084	XP_039312004.1	XP_021708363.1
OG0006085	XP_039305034.1	XP_021708770.1
OG0006086	XP_011176156.1	XP_001657223.1
OG0006087	XP_011165618.2	XP_021703167.1
OG0006088	XP_011173348.1	XP_001649522.2
OG0006089	XP_011160321.2	XP_021711510.1
OG0006090	XP_011165546.1	XP_001649776.1
OG0006091	XP_039314075.1	XP_001652330.2
OG0006092	XP_011171984.1	XP_001648652.1
OG0006093	XP_039310518.1, XP_025987410.1	XP_021710072.1
OG0006094	XP_011165722.1	XP_021703004.1
OG0006095	XP_011172304.1	XP_001652810.1
OG0006096	XP_011157882.2	XP_001654349.2
OG0006097	XP_011168533.1	XP_021700082.1
OG0006098	XP_011162569.1	XP_021707208.1
OG0006099	XP_011171158.1	XP_021704688.1
OG0006100	XP_011167844.1	XP_021694071.1
OG0006101	XP_039302178.1	XP_021705817.1
OG0006102	XP_025988242.1	XP_021700393.1
OG0006103	XP_011160229.1	XP_001653341.1, XP_021702175.1
OG0006104	XP_011165718.1	XP_021702999.1
OG0006106	XP_011166635.2	XP_021700101.1
OG0006107	XP_011159533.1	XP_021709529.1
OG0006108	XP_011171147.1	XP_001655114.1
OG0006110	XP_011161804.1	XP_001659457.2
OG0006111	XP_011169430.1	XP_001664301.1
OG0006112	XP_039309276.1	XP_001655069.1
OG0006113	XP_011156505.1	XP_001654078.2
OG0006114	XP_011173100.1	XP_001654917.1
OG0006116	XP_011163420.2	XP_001659270.2, XP_001659269.1
OG0006117	XP_011158738.2	XP_021704644.1
OG0006118	XP_039312567.1	XP_001648749.2
OG0006119	XP_011170329.1	XP_021694181.1
OG0006120	XP_025996085.1	XP_021702450.1
OG0006121	XP_025992613.1	XP_001648670.1
OG0006123	XP_011159748.1	XP_021696504.1
OG0006124	XP_039310467.1, XP_011162739.1	XP_001650201.1
OG0006125	XP_011172397.1	XP_001656115.2
OG0006126	XP_025994543.1	XP_001649726.1
OG0006127	XP_011163050.1	XP_001660027.1
OG0006128	XP_025994037.1	XP_001656113.1
OG0006130	XP_011170376.1	XP_021702437.1
OG0006131	XP_011163779.1	XP_021694314.1
OG0006134	XP_025990523.1	XP_021713024.1
OG0006135	XP_011169729.1	XP_021701152.1
OG0006136	XP_039311458.1, XP_011163306.2	XP_021699717.1
OG0006137	XP_011160105.1	XP_021695931.1, XP_021695922.1
OG0006138	XP_025986066.1	XP_021698409.1
OG0006139	XP_025995369.2	XP_001650883.1, XP_021696255.1, XP_021712153.1
OG0006140	XP_011155361.1	XP_021703752.1
OG0006141	XP_011166854.1	XP_021694661.1
OG0006142	XP_011163391.1	XP_001649217.2, XP_021705469.1
OG0006143	XP_011172799.2	XP_001654972.2, XP_021703376.1
OG0006144	XP_039308428.1	XP_021712876.1
OG0006145	XP_011169165.1	XP_001651673.1
OG0006147	XP_011165817.2	XP_021711767.1, XP_001658105.1
OG0006149	XP_011160313.2	XP_001660024.2
OG0006150	XP_011167709.1	XP_021710551.1
OG0006151	XP_039302010.1	XP_021702412.1
OG0006152	XP_011159142.1	XP_021696550.1
OG0006153	XP_011168149.1	XP_001649570.2
OG0006154	XP_011160716.1	XP_021696188.1
OG0006155	XP_011173363.2	XP_021707090.1
OG0006156	XP_011169176.2	XP_021700807.1
OG0006157	XP_039312301.1	XP_001657524.1
OG0006158	XP_011155413.1	XP_001660498.2
OG0006159	XP_011162611.2	XP_001655573.2
OG0006160	XP_025989163.1	XP_001655851.1
OG0006161	XP_025995314.1	XP_021701325.1
OG0006162	XP_011163387.1	XP_001661820.1
OG0006164	XP_025988672.1	XP_001657798.1
OG0006165	XP_011168627.1	XP_001649657.2, XP_021712847.1
OG0006166	XP_011172966.1	XP_001651530.1
OG0006167	XP_011161981.1	XP_021695783.1
OG0006168	XP_011165085.2	XP_001662181.2
OG0006169	XP_011158460.1	XP_001658177.2
OG0006170	XP_011169535.1	XP_001653613.1
OG0006171	XP_011159897.1	XP_001659248.1
OG0006172	XP_011168632.1	XP_001651760.1
OG0006173	XP_011163965.1	XP_021693381.1
OG0006174	XP_011174406.1	XP_001663011.1
OG0006175	XP_011169280.1	XP_021693796.1
OG0006176	XP_039308546.1	XP_021710504.1
OG0006177	XP_025990678.2	XP_021707996.1
OG0006178	XP_025992396.1	XP_021704112.1
OG0006179	XP_011158736.1	XP_021706244.1, XP_001648502.2
OG0006180	XP_011157866.3	XP_021695635.1
OG0006181	XP_011166773.1	XP_021696820.1
OG0006182	XP_011171176.1	XP_021708688.1
OG0006183	XP_025990321.1, XP_025990320.1	XP_001653128.1
OG0006184	XP_011173729.1	XP_001662027.2
OG0006185	XP_039301726.1	XP_001654454.1
OG0006186	XP_011168634.1	XP_001648588.2
OG0006187	XP_011156894.1	XP_021694638.1
OG0006188	XP_011170332.1	XP_021707431.1
OG0006189	XP_011172988.3	XP_021711889.1, XP_021710220.1
OG0006191	XP_039306002.1	XP_011493301.2
OG0006192	XP_011157681.2	XP_001656421.2
OG0006193	XP_025987430.1	XP_001661836.1
OG0006194	XP_039306154.1	XP_021704882.1
OG0006195	XP_011162609.1	XP_001661894.2
OG0006196	XP_011156248.1	XP_001652824.1
OG0006197	XP_011176162.1	XP_001651465.2
OG0006199	XP_011167221.1	XP_001662260.1
OG0006200	XP_011159705.1	XP_001658056.1
OG0006201	XP_011173131.1	XP_001664046.2, XP_021701956.1
OG0006202	XP_011169448.1	XP_021710311.1
OG0006203	XP_011163135.1	XP_001648164.1
OG0006204	XP_039310697.1	XP_001658684.2
OG0006205	XP_025988237.1	XP_021695219.1, XP_021708918.1
OG0006206	XP_025991531.1	XP_021710132.1
OG0006207	XP_011161116.1	XP_021699088.1
OG0006208	XP_039314105.1	XP_021693067.1
OG0006209	XP_011167993.1, XP_011167994.1	XP_021701922.1
OG0006210	XP_011158107.1	XP_001662533.2
OG0006211	XP_039305916.1	XP_021708017.1
OG0006212	XP_011162403.1	XP_001653244.2
OG0006213	XP_039306550.1	XP_001659184.2
OG0006215	XP_011155339.1	XP_001663131.1
OG0006216	XP_039311010.1	XP_001658440.2
OG0006217	XP_011157550.2	XP_001652243.1
OG0006218	XP_025997518.1, XP_039308569.1	XP_001658562.1
OG0006219	XP_011157843.1	XP_001655453.1
OG0006220	XP_025996575.1, XP_011170593.1	XP_021699522.1
OG0006221	XP_011176277.1	XP_021704979.1
OG0006222	XP_039306047.1	XP_001649742.3, XP_021701013.1
OG0006223	XP_025994515.1	XP_001653482.2
OG0006224	XP_011163148.1	XP_001662971.1
OG0006225	XP_025991393.1	XP_001656981.1
OG0006226	XP_039313658.1	XP_001654182.2, XP_021708191.1
OG0006228	XP_011160594.1	XP_001651257.2, XP_021705034.1
OG0006229	XP_011168759.2	XP_001657927.2
OG0006230	XP_011161223.1	XP_001652053.1
OG0006231	XP_025988225.1	XP_021700747.1, XP_021700749.1
OG0006232	XP_025994187.1	XP_021707754.1, XP_001652356.1
OG0006233	XP_025987942.1	XP_021705050.1
OG0006234	XP_039313101.1	XP_001664106.1
OG0006236	XP_011156197.2	XP_001662680.2
OG0006237	XP_011155472.1	XP_001649608.2
OG0006238	XP_011160699.1	XP_021710553.1
OG0006239	XP_011158422.1, XP_011158423.1	XP_021709687.1
OG0006240	XP_011172981.2	XP_001663805.2
OG0006241	XP_011166394.1	XP_001659483.1
OG0006242	XP_011165005.1	XP_001657363.2, XP_001657364.2
OG0006243	XP_011156649.1	XP_001658449.1
OG0006244	XP_011167567.1	XP_021699725.1
OG0006245	XP_039306409.1	XP_001653798.2, XP_021702939.1
OG0006246	XP_011174382.1	XP_001659450.1
OG0006247	XP_039303232.1	XP_021701011.1
OG0006248	XP_011173687.1	XP_021693719.1
OG0006249	XP_011166123.1	XP_021696640.1
OG0006250	XP_011176009.1	XP_021695603.1
OG0006251	XP_039311927.1	XP_021701369.1
OG0006252	XP_011166784.2	XP_001652452.1
OG0006253	XP_025990380.2	XP_001649404.1
OG0006254	XP_025987041.1	XP_021696559.1
